Orthogroup	Nomia_melanderi	Bombyx_mori
OG0006080	XP_031828036.1	XP_037876044.1, XP_021203773.1
OG0006081	XP_031841912.1	XP_004925773.1
OG0006082	XP_031826971.1	NP_001073348.1
OG0006083	XP_031829908.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_031831827.1	NP_001189464.1
OG0006085	XP_031825529.1	NP_001040302.1, XP_037866754.1
OG0006086	XP_031846676.1	XP_004932228.1
OG0006087	XP_031829354.1	XP_004926807.1
OG0006088	XP_031845222.1	NP_001182135.1
OG0006089	XP_031841885.1	XP_004927283.1
OG0006090	XP_031835443.1, XP_031835444.1	XP_004932252.1
OG0006091	XP_031828896.1	XP_004930767.1, XP_012549876.1
OG0006092	XP_031848154.1	XP_004932363.1, XP_021207689.1
OG0006093	XP_031836324.1	XP_037877104.1
OG0006094	XP_031847570.1	XP_037866541.1
OG0006095	XP_031833508.1	XP_004933398.1
OG0006096	XP_031834525.1	XP_004925257.1
OG0006097	XP_031843553.1	XP_037869445.1
OG0006098	XP_031836152.1	XP_037875624.1
OG0006099	XP_031830340.1	XP_037872191.1
OG0006100	XP_031849391.1	XP_004923313.2
OG0006101	XP_031836535.1	XP_037870970.1
OG0006102	XP_031849676.1, XP_031849675.1	XP_037869258.1
OG0006103	XP_031836315.1	XP_004921658.1
OG0006104	XP_031848481.1	NP_001037315.1
OG0006105	XP_031839706.1	XP_004923802.1
OG0006106	XP_031825847.1	NP_001040511.1
OG0006107	XP_031848489.1	XP_037875680.1
OG0006108	XP_031841943.1	XP_037868096.1
OG0006109	XP_031849792.1	XP_004929283.2
OG0006110	XP_031838366.1	XP_037866596.1
OG0006111	XP_031842707.1	XP_004927345.2, XP_037875806.1
OG0006112	XP_031828166.1	XP_004932338.1
OG0006113	XP_031827072.1	XP_004931326.1
OG0006114	XP_031847084.1	XP_004928884.1
OG0006115	XP_031844808.1, XP_031844807.1	XP_004932649.1
OG0006116	XP_031837663.1	XP_004922481.2
OG0006117	XP_031834594.1, XP_031834595.1	XP_037872359.1
OG0006118	XP_031837325.1	XP_037872841.1
OG0006119	XP_031837557.1	XP_004932563.3
OG0006120	XP_031832989.1	XP_004927042.1
OG0006121	XP_031845564.1	XP_004926949.2
OG0006122	XP_031847753.1, XP_031848672.1	XP_021208081.1
OG0006123	XP_031850483.1	NP_001036917.1
OG0006124	XP_031825415.1	XP_004922460.1
OG0006125	XP_031827949.1	XP_004922459.1
OG0006126	XP_031827169.1	XP_037874960.1, XP_004926452.2
OG0006127	XP_031843443.1	NP_001040544.1
OG0006129	XP_031830211.1	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1
OG0006130	XP_031829229.1	XP_004926215.2
OG0006131	XP_031831859.1	XP_012544448.1
OG0006134	XP_031844259.1	XP_012549007.1
OG0006135	XP_031828846.1	XP_004929468.1
OG0006136	XP_031844326.1	XP_012547897.1
OG0006137	XP_031840440.1	XP_004932890.1
OG0006138	XP_031831026.1	XP_004923904.3
OG0006139	XP_031848590.1	XP_037867704.1
OG0006140	XP_031846369.1	XP_004924786.1
OG0006141	XP_031838922.1	NP_001040109.1
OG0006142	XP_031845664.1	XP_037871823.1
OG0006143	XP_031828523.1	XP_004929164.2
OG0006144	XP_031826948.1	XP_021202546.2
OG0006145	XP_031848541.1	NP_001036843.1, XP_012551197.1
OG0006146	XP_031832689.1, XP_031832690.1, XP_031832691.1	XP_004922940.1
OG0006147	XP_031827877.1	XP_004928942.1
OG0006149	XP_031838398.1	XP_004927892.1
OG0006150	XP_031826068.1	XP_037875968.1
OG0006151	XP_031837230.1	XP_037870067.1
OG0006152	XP_031829001.1	XP_004923231.1
OG0006153	XP_031840437.1	XP_037875394.1
OG0006154	XP_031838622.1	NP_001243933.1
OG0006155	XP_031833261.1	XP_037874124.1
OG0006156	XP_031830615.1	XP_004931824.1
OG0006157	XP_031837507.1	XP_037872170.1
OG0006158	XP_031846348.1	NP_001037341.1
OG0006161	XP_031827472.1	XP_037875397.1
OG0006162	XP_031841855.1	XP_004929080.3
OG0006163	XP_031845008.1	NP_001239599.1, XP_012553079.1
OG0006164	XP_031840737.1	XP_004928644.1
OG0006165	XP_031841053.1	XP_004926292.2
OG0006166	XP_031843660.1	NP_001091807.1
OG0006167	XP_031827394.1	XP_037874743.1, XP_037874744.1
OG0006168	XP_031826674.1	NP_001040299.1
OG0006169	XP_031829991.1	XP_004928460.2
OG0006170	XP_031848047.1	XP_004930978.1
OG0006171	XP_031844244.1	NP_001040156.1
OG0006172	XP_031841034.1	XP_012552374.2
OG0006173	XP_031847474.1	XP_004926122.1
OG0006174	XP_031843035.1	XP_004933015.1
OG0006175	XP_031835329.1	XP_037876047.1
OG0006176	XP_031835298.1	XP_037869647.1
OG0006177	XP_031839937.1	XP_004922750.3
OG0006178	XP_031825831.1	NP_001296501.1, XP_004932289.2
OG0006179	XP_031834604.1	XP_004928872.1
OG0006180	XP_031828783.1, XP_031828776.1	XP_012549692.2
OG0006181	XP_031847390.1	XP_012545160.1
OG0006182	XP_031837693.1	XP_004922739.1
OG0006183	XP_031838316.1	XP_004932657.2
OG0006184	XP_031830029.1	XP_004928563.1, XP_037871582.1
OG0006185	XP_031841641.1	XP_037877353.1, XP_004926406.2
OG0006186	XP_031840481.1	XP_037869369.1
OG0006187	XP_031833297.1	XP_004932502.1
OG0006188	XP_031837936.1	XP_004921953.1
OG0006189	XP_031847642.1	XP_004922117.1
OG0006191	XP_031834438.1	NP_001091833.1
OG0006192	XP_031842055.1	XP_012544552.1
OG0006193	XP_031830014.1	NP_001040375.1
OG0006194	XP_031829428.1	XP_037868465.1
OG0006195	XP_031831920.1	XP_004922191.2
OG0006196	XP_031836317.1, XP_031836309.1	NP_001040107.1
OG0006197	XP_031833192.1	XP_004923679.2
OG0006199	XP_031846420.1	XP_004931003.2
OG0006200	XP_031833544.1	XP_004925740.1
OG0006201	XP_031829406.1	XP_037867445.1
OG0006202	XP_031850370.1	XP_012550985.1
OG0006203	XP_031849105.1, XP_031849106.1	XP_004927739.1
OG0006204	XP_031847619.1	XP_004923217.1
OG0006205	XP_031844636.1	XP_012550604.1
OG0006206	XP_031839458.1	XP_037866500.1
OG0006207	XP_031837265.1	XP_021203286.2
OG0006208	XP_031843197.1, XP_031843193.1	XP_037869662.1
OG0006209	XP_031844382.1	XP_037866560.1
OG0006210	XP_031842438.1	XP_004925217.2
OG0006211	XP_031836567.1	XP_037873951.1
OG0006212	XP_031849439.1	XP_004929287.1
OG0006213	XP_031841326.1	XP_004924277.1
OG0006214	XP_031836925.1	XP_004923263.2
OG0006215	XP_031849371.1	XP_004923974.1
OG0006216	XP_031826629.1	NP_001037211.1
OG0006217	XP_031850158.1	XP_037871553.1, NP_001040483.1
OG0006218	XP_031843761.1	NP_001037600.1
OG0006219	XP_031837278.1	XP_004923401.1
OG0006220	XP_031830574.1, XP_031830573.1	XP_012552973.1
OG0006221	XP_031828501.1	XP_037874306.1
OG0006222	XP_031826814.1	XP_037877286.1
OG0006223	XP_031839646.1	XP_004923117.1
OG0006224	XP_031834360.1	NP_001166702.1
OG0006225	XP_031848794.1	XP_004925108.2
OG0006226	XP_031837177.1	XP_004932567.1
OG0006228	XP_031830911.1	NP_001296552.1
OG0006229	XP_031844550.1	XP_021207412.2
OG0006230	XP_031837122.1	XP_004931573.1
OG0006231	XP_031839430.1	XP_004930077.1
OG0006232	XP_031832120.1	XP_004926885.1
OG0006233	XP_031839928.1	XP_004930564.1
OG0006234	XP_031848733.1	XP_021204837.1
OG0006235	XP_031838003.1	XP_037874715.1
OG0006236	XP_031828153.1	XP_004924877.1
OG0006237	XP_031831370.1	XP_021209262.1
OG0006238	XP_031838903.1	XP_004922640.1
OG0006239	XP_031837237.1	XP_004929640.1, XP_012548825.1
OG0006241	XP_031831142.1	XP_012548985.2
OG0006242	XP_031829712.1	XP_037872389.1
OG0006243	XP_031835540.1, XP_031835541.1	NP_001040117.1
OG0006244	XP_031842799.1, XP_031842800.1	XP_004925158.1
OG0006245	XP_031833053.1	XP_004923953.1
OG0006246	XP_031843103.1	NP_001040405.1, XP_037877365.1
OG0006247	XP_031846329.1	NP_001161185.1
OG0006248	XP_031842502.1	XP_004924020.1
OG0006249	XP_031833621.1, XP_031833622.1	XP_004921861.1
OG0006250	XP_031846231.1	XP_004931488.1
OG0006251	XP_031831048.1	XP_004931867.1
OG0006252	XP_031847518.1	XP_004922104.1, XP_004922102.1
OG0006253	XP_031845659.1	XP_037876172.1
OG0006254	XP_031848347.1	XP_021206385.1
OG0006255	XP_031845881.1	NP_001091770.1
OG0006256	XP_031850191.1	XP_012547613.2
OG0006257	XP_031832562.1	NP_001037156.1
OG0006258	XP_031836014.1	XP_004932259.1
OG0006259	XP_031826513.1	XP_004932316.1
OG0006260	XP_031828609.1	XP_037872437.1
OG0006261	XP_031845892.1, XP_031845891.1	XP_004926166.1
OG0006262	XP_031839936.1, XP_031839934.1, XP_031839935.1	NP_001040301.1
OG0006263	XP_031826049.1	XP_012548903.2
OG0006264	XP_031834030.1	XP_037870711.1
OG0006265	XP_031848438.1	XP_004931323.2
OG0006266	XP_031838396.1	XP_037867486.1
OG0006267	XP_031830322.1	NP_001040166.1
OG0006268	XP_031826883.1	XP_004932208.1
OG0006269	XP_031837161.1	XP_012544702.2
OG0006270	XP_031839570.1	XP_004932625.1
OG0006271	XP_031849775.1	XP_037877634.1, NP_001093271.1
OG0006272	XP_031834434.1	XP_021205075.1
OG0006273	XP_031826759.1	XP_004932003.1
OG0006274	XP_031838021.1	XP_037873653.1
OG0006275	XP_031835287.1	XP_004928263.1
OG0006276	XP_031840705.1	XP_037867053.1
OG0006277	XP_031829424.1	NP_001040312.1
OG0006278	XP_031846726.1	NP_001166623.2
OG0006279	XP_031844208.1	XP_004926544.2
OG0006280	XP_031840297.1	XP_021205078.1, XP_012547476.2
OG0006281	XP_031834566.1	XP_037871407.1
OG0006282	XP_031843287.1	XP_012550524.1
OG0006283	XP_031833353.1	XP_012549289.1
OG0006284	XP_031849560.1	XP_004923266.1
OG0006285	XP_031847592.1	XP_012549973.1
OG0006286	XP_031828080.1	XP_004924345.1
OG0006287	XP_031832822.1	XP_004930199.1
OG0006288	XP_031850403.1	XP_004930530.2
OG0006289	XP_031833296.1	XP_004932572.1
OG0006290	XP_031849296.1	XP_012553409.1
OG0006291	XP_031833051.1	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_031848875.1	XP_037868457.1
OG0006294	XP_031846995.1	XP_012545526.1
OG0006295	XP_031850021.1	XP_004925557.1
OG0006296	XP_031835975.1	XP_004929397.2
OG0006297	XP_031843491.1	XP_037866759.1
OG0006298	XP_031829401.1	XP_037868691.1
OG0006299	XP_031834497.1	XP_037870432.1
OG0006300	XP_031827705.1	XP_004931062.2
OG0006301	XP_031826579.1, XP_031826580.1	XP_021208415.1
OG0006302	XP_031827034.1	XP_037868415.1
OG0006303	XP_031842219.1	XP_004928583.1
OG0006304	XP_031845401.1	XP_004922916.1
OG0006305	XP_031826828.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_031840970.1	XP_004930526.1
OG0006307	XP_031830185.1	XP_004923674.2
OG0006308	XP_031845673.1, XP_031845674.1	XP_004921889.3
OG0006309	XP_031845184.1	XP_004931156.1
OG0006310	XP_031828158.1	XP_004929188.2
OG0006311	XP_031845874.1	NP_001106225.1
OG0006312	XP_031839416.1	XP_021204624.1
OG0006313	XP_031847123.1	NP_001040484.1
OG0006314	XP_031841002.1	XP_037869142.1
OG0006315	XP_031840929.1	XP_004921638.1
OG0006316	XP_031833863.1	XP_037872345.1
OG0006317	XP_031843739.1	XP_004926247.1
OG0006318	XP_031826968.1	NP_001037189.1
OG0006319	XP_031840469.1	XP_004933404.1
OG0006320	XP_031827327.1, XP_031827326.1	XP_012551338.2
OG0006322	XP_031850305.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_031850267.1	NP_001040330.1
OG0006324	XP_031842708.1	XP_037874371.1
OG0006325	XP_031830023.1	XP_004926308.1
OG0006326	XP_031828498.1	XP_012550007.2
OG0006327	XP_031828443.1	XP_037873091.1
OG0006328	XP_031832267.1	XP_004932103.1
OG0006329	XP_031843106.1	XP_004922163.1
OG0006331	XP_031833088.1	XP_012551440.2
OG0006332	XP_031849747.1	NP_001040449.1
OG0006333	XP_031837642.1	XP_004925198.1
OG0006334	XP_031838776.1	NP_001091761.1
OG0006335	XP_031845555.1	XP_021207055.1
OG0006336	XP_031838801.1, XP_031838800.1	XP_004927302.1
OG0006337	XP_031843501.1	NP_001040340.1
OG0006338	XP_031829444.1	XP_004923557.1
OG0006339	XP_031839658.1	XP_037871272.1
OG0006340	XP_031840202.1	XP_012550298.2
OG0006341	XP_031835183.1	XP_012551572.3
OG0006343	XP_031829780.1	XP_004932487.1
OG0006344	XP_031847905.1	XP_037871666.1
OG0006345	XP_031839725.1	XP_004929713.2
OG0006346	XP_031845619.1	XP_004924175.1
OG0006347	XP_031825988.1	NP_001296518.1
OG0006348	XP_031841707.1	XP_004926444.1
OG0006349	XP_031846442.1	XP_004924785.1
OG0006350	XP_031842032.1	NP_001243942.1
OG0006351	XP_031849866.1	XP_012553262.1, NP_001037043.1
OG0006352	XP_031850567.1, XP_031850569.1	XP_021203148.2
OG0006353	XP_031840567.1	XP_004930118.1
OG0006355	XP_031829892.1	XP_037874906.1
OG0006356	XP_031832007.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_031841860.1	XP_037872222.1
OG0006358	XP_031845497.1	XP_004921724.1
OG0006359	XP_031829967.1	XP_037872311.1
OG0006360	XP_031845744.1	XP_037874933.1
OG0006361	XP_031837398.1	XP_004931334.1
OG0006362	XP_031847628.1	XP_037869805.1
OG0006365	XP_031843267.1	XP_037876515.1, XP_012551662.2
OG0006366	XP_031835065.1	XP_004932206.1
OG0006367	XP_031829668.1	XP_021206626.1
OG0006368	XP_031829558.1	XP_004930202.2
OG0006369	XP_031849595.1	XP_037869098.1
OG0006370	XP_031832967.1	XP_004922575.1
OG0006371	XP_031842238.1	XP_004931102.2
OG0006372	XP_031837920.1	XP_004924060.1
OG0006373	XP_031835957.1	XP_037877705.1
OG0006374	XP_031848650.1	NP_001268826.1
OG0006375	XP_031843290.1	XP_004925484.1
OG0006376	XP_031844091.1, XP_031839959.1	XP_037877108.1
OG0006377	XP_031828135.1	XP_037866843.1
OG0006378	XP_031841323.1	XP_004927170.1
OG0006379	XP_031847809.1	XP_004930132.1
OG0006380	XP_031832364.1	XP_012551891.1
OG0006381	XP_031831165.1	NP_001103762.1
OG0006382	XP_031840827.1	XP_012553008.2
OG0006383	XP_031828172.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_031850265.1	XP_004932365.2
OG0006385	XP_031844219.1	XP_004922516.1
OG0006386	XP_031835285.1	XP_012543804.2, XP_021202037.2
OG0006387	XP_031834028.1	XP_004923044.1
OG0006388	XP_031844251.1	XP_004932152.2
OG0006389	XP_031831131.1	XP_012552801.1
OG0006390	XP_031828485.1	XP_004933409.1
OG0006391	XP_031844307.1	XP_037871824.1
OG0006392	XP_031828252.1	XP_037873701.1
OG0006393	XP_031844989.1	XP_004924171.1
OG0006394	XP_031844039.1	XP_004931048.2
OG0006395	XP_031831924.1, XP_031831923.1	XP_037867750.1
OG0006396	XP_031828446.1	XP_012545533.1
OG0006397	XP_031827407.1	NP_001040293.1
OG0006398	XP_031843318.1	XP_004922527.1
OG0006399	XP_031836838.1	XP_012547880.2
OG0006400	XP_031831934.1	XP_012551960.2
OG0006401	XP_031831913.1	XP_012548284.1
OG0006402	XP_031847524.1, XP_031847529.1	XP_012549822.2
OG0006403	XP_031828200.1	XP_004932509.1
OG0006404	XP_031843582.1	NP_001037283.1
OG0006405	XP_031832389.1	XP_012547530.1
OG0006406	XP_031839561.1	XP_004929707.1
OG0006407	XP_031829880.1	XP_004921642.1
OG0006408	XP_031832055.1	NP_001036905.1
OG0006409	XP_031848591.1	XP_004930568.1
OG0006410	XP_031836097.1	XP_037868366.1
OG0006411	XP_031850584.1	XP_004924250.1, NP_001274768.1
OG0006412	XP_031829214.1	XP_004922406.1
OG0006413	XP_031845784.1	XP_012547253.2
OG0006414	XP_031830445.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_031837737.1	XP_012545253.2
OG0006416	XP_031846914.1	XP_037866571.1
OG0006417	XP_031847912.1	XP_037873618.1
OG0006418	XP_031832936.1	XP_037875703.1
OG0006419	XP_031845798.1	XP_004926504.3
OG0006420	XP_031846770.1	XP_004922844.2
OG0006421	XP_031849681.1	XP_012552864.1
OG0006422	XP_031837796.1	XP_004922415.2
OG0006423	XP_031844723.1	XP_037876793.1
OG0006424	XP_031833010.1	XP_021202137.2
OG0006425	XP_031844392.1	XP_004925145.3
OG0006426	XP_031844566.1	XP_004921562.2
OG0006427	XP_031826985.1	XP_004921755.2
OG0006430	XP_031831379.1	XP_004933323.1
OG0006431	XP_031834280.1	XP_004928669.1
OG0006432	XP_031839679.1	XP_037871387.1
OG0006433	XP_031831303.1	XP_037876318.1
OG0006434	XP_031837669.1	XP_004931652.2
OG0006435	XP_031846950.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_031847519.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_031842608.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_031827191.1	XP_021203522.1
OG0006440	XP_031825631.1	XP_004925722.1
OG0006441	XP_031839380.1	XP_037876504.1
OG0006442	XP_031840181.1	XP_012544505.3
OG0006443	XP_031845159.1	XP_004931306.1
OG0006444	XP_031826474.1	NP_001091839.1
OG0006445	XP_031844227.1	XP_004929846.1
OG0006446	XP_031837426.1, XP_031837425.1	XP_037868014.1
OG0006447	XP_031827081.1	XP_037867467.1
OG0006448	XP_031840288.1	XP_012548199.1
OG0006449	XP_031845694.1	XP_037876525.1
OG0006451	XP_031840682.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_031833479.1	XP_037877067.1
OG0006453	XP_031844213.1	NP_001269273.1
OG0006454	XP_031846429.1	XP_004930905.1
OG0006455	XP_031849691.1	XP_037868644.1
OG0006456	XP_031831744.1	XP_037871411.1
OG0006457	XP_031830272.1	XP_004926521.1
OG0006458	XP_031830124.1	XP_004928708.1
OG0006459	XP_031850066.1	XP_004924043.2
OG0006460	XP_031842531.1	XP_004928986.1
OG0006463	XP_031850461.1	XP_004931093.1
OG0006464	XP_031825675.1	XP_037867228.1
OG0006465	XP_031841582.1	XP_037871632.1
OG0006466	XP_031845676.1	NP_001040346.1
OG0006467	XP_031825871.1	XP_037866627.1
OG0006469	XP_031842513.1	XP_012543922.1
OG0006470	XP_031825685.1	XP_037870396.1
OG0006471	XP_031841050.1	XP_021207333.2
OG0006472	XP_031846499.1	XP_037872616.1
OG0006473	XP_031848371.1	XP_012549478.1
OG0006474	XP_031831312.1	XP_037877747.1
OG0006475	XP_031847134.1, XP_031847133.1	XP_004930062.1
OG0006476	XP_031850299.1	XP_004928645.1
OG0006477	XP_031849949.1	NP_001040406.1
OG0006478	XP_031830435.1	XP_012547997.1
OG0006480	XP_031831358.1	XP_012545868.2
OG0006481	XP_031847987.1	XP_012544187.2
OG0006482	XP_031839089.1	XP_037873593.1
OG0006483	XP_031828309.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_031831928.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_031839389.1	XP_021203254.2
OG0006486	XP_031840863.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_031833864.1	NP_001166197.1
OG0006488	XP_031839379.1	XP_004933124.1
OG0006489	XP_031826711.1	XP_021204389.1
OG0006490	XP_031839335.1	XP_004932768.2
OG0006491	XP_031842037.1	XP_004927874.2
OG0006492	XP_031848421.1	NP_001166865.1
OG0006493	XP_031842211.1	XP_037866695.1
OG0006494	XP_031834569.1	XP_004928833.2
OG0006496	XP_031829351.1	XP_012549046.1
OG0006497	XP_031827251.1	XP_037870223.1
OG0006498	XP_031827212.1	XP_004925988.1
OG0006499	XP_031828786.1	NP_001036923.1
OG0006500	XP_031848384.1	XP_004928618.1
OG0006501	XP_031837563.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_031841796.1	XP_004931366.1
OG0006503	XP_031835991.1	XP_012552998.2
OG0006504	XP_031845996.1	XP_037876760.1
OG0006505	XP_031826891.1	XP_012550071.1
OG0006506	XP_031826567.1	XP_004923000.1
OG0006507	XP_031846852.1	XP_037874255.1
OG0006508	XP_031847906.1	XP_037869617.1, XP_037869615.1
OG0006509	XP_031825789.1	XP_037868633.1
OG0006510	XP_031826462.1	XP_004931590.2
OG0006511	XP_031848051.1	XP_004929479.2
OG0006512	XP_031826989.1	XP_037867630.1
OG0006513	XP_031827076.1	XP_004923565.1
OG0006514	XP_031838241.1	XP_021203181.2
OG0006515	XP_031842801.1	XP_004932644.1
OG0006516	XP_031829296.1	XP_004925346.1
OG0006517	XP_031841640.1	XP_004922182.1
OG0006518	XP_031849514.1	XP_021205157.1
OG0006519	XP_031844271.1	NP_001243923.1
OG0006520	XP_031835599.1	XP_012547622.2
OG0006521	XP_031834228.1	XP_004932122.2
OG0006522	XP_031846750.1	XP_021204475.1
OG0006523	XP_031840052.1	XP_037873362.1
OG0006524	XP_031841970.1, XP_031848911.1	XP_004922448.1
OG0006525	XP_031831436.1	XP_004931028.1
OG0006526	XP_031844102.1, XP_031844106.1	XP_037872033.1
OG0006527	XP_031845987.1	XP_004931139.2
OG0006528	XP_031840101.1	XP_021202269.2
OG0006529	XP_031834919.1	XP_004922744.1
OG0006530	XP_031846690.1	XP_004932886.2
OG0006531	XP_031835892.1	XP_021203889.1, XP_004926536.1
OG0006532	XP_031848269.1	XP_004931895.2
OG0006533	XP_031837770.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_031840829.1	XP_004930405.1
OG0006536	XP_031833632.1	XP_037876398.1
OG0006537	XP_031834111.1	XP_012544020.1
OG0006538	XP_031843823.1	NP_001037041.1
OG0006539	XP_031825743.1	XP_021203870.1
OG0006540	XP_031835805.1	XP_037866715.1, NP_001106734.1
OG0006541	XP_031837448.1	XP_004926251.2
OG0006542	XP_031849930.1, XP_031849931.1	XP_037877624.1
OG0006544	XP_031847695.1	XP_037870703.1
OG0006545	XP_031829884.1	XP_021205458.2
OG0006546	XP_031833344.1	XP_037870477.1
OG0006547	XP_031842343.1	XP_004922531.1
OG0006548	XP_031838405.1	XP_004922391.1
OG0006549	XP_031825636.1	XP_004923340.1
OG0006551	XP_031838729.1	XP_004925418.1
OG0006552	XP_031832688.1	XP_037866936.1
OG0006553	XP_031839460.1	XP_021206483.2
OG0006554	XP_031841127.1	XP_004925868.1
OG0006555	XP_031848016.1	XP_004928539.1
OG0006556	XP_031841162.1	XP_012553089.1, NP_001037576.1
OG0006557	XP_031833995.1	XP_004931169.2
OG0006558	XP_031848253.1	XP_004924853.1
OG0006559	XP_031834321.1	XP_037871750.1
OG0006560	XP_031848364.1	XP_004923697.2
OG0006561	XP_031833190.1	XP_004929436.1
OG0006562	XP_031848581.1	XP_004927103.1
OG0006563	XP_031838264.1	XP_004925070.1
OG0006565	XP_031833511.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_031850313.1	XP_012544099.1
OG0006568	XP_031845999.1	XP_004928627.1
OG0006570	XP_031831200.1	XP_012549735.1
OG0006571	XP_031836934.1	XP_037873484.1
OG0006573	XP_031846687.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_031841735.1	XP_021206849.1
OG0006575	XP_031844581.1	XP_004930498.3
OG0006576	XP_031835025.1	XP_037872239.1
OG0006577	XP_031839832.1	XP_004929096.2
OG0006578	XP_031842931.1, XP_031842933.1, XP_031842934.1	NP_001108471.1
OG0006579	XP_031850031.1	XP_004924104.1
OG0006580	XP_031831024.1	XP_004928459.2
OG0006581	XP_031843174.1	XP_012553052.3
OG0006582	XP_031839647.1	XP_004922095.2
OG0006583	XP_031844627.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_031833839.1	XP_021204463.2
OG0006585	XP_031831605.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_031835903.1	XP_004931874.1
OG0006587	XP_031831323.1	XP_004921822.1
OG0006588	XP_031840727.1	XP_012550922.2
OG0006589	XP_031837867.1, XP_031837868.1	XP_037867891.1
OG0006590	XP_031834981.1	XP_021206841.1
OG0006591	XP_031839074.1	XP_037868750.1
OG0006592	XP_031845234.1, XP_031845235.1	XP_004925556.3
OG0006593	XP_031849750.1	XP_004921693.2
