Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0007264	NP_001286339.1	XP_015439915.1
OG0007265	NP_659573.1	XP_015435374.1
OG0007268	NP_001287177.1	XP_015431483.1
OG0007269	NP_001245511.1	XP_015432725.1
OG0007270	NP_001262397.1	XP_015429559.1
OG0007271	NP_524729.2	XP_015437734.1
OG0007272	NP_649658.1	XP_015439935.1
OG0007273	NP_001287617.1	XP_015433636.1
OG0007274	NP_001247269.1	XP_015432845.1
OG0007275	NP_651778.1	XP_015437895.1
OG0007278	NP_573066.1	XP_015435956.1
OG0007279	NP_648804.1	XP_015428805.1
OG0007280	NP_649910.3	XP_015436348.1
OG0007281	NP_608491.3	XP_015429426.1
OG0007282	NP_001260335.1	XP_015436250.1
OG0007283	NP_001287287.1	XP_015428733.1
OG0007284	NP_610687.1	XP_015439253.1
OG0007285	NP_651727.1	XP_015436602.1
OG0007286	NP_001286797.1	XP_015439880.1
OG0007287	NP_001259489.1	XP_015433675.1
OG0007288	NP_001262822.1	XP_015440344.1
OG0007289	NP_001261910.1	XP_015438586.1
OG0007290	NP_649635.1	XP_015433206.1
OG0007291	NP_723700.1	XP_015434285.1
OG0007293	NP_524621.2	XP_015439619.1
OG0007294	NP_001096987.2	XP_015434586.1
OG0007295	NP_001247303.1	XP_015429626.1
OG0007296	NP_611229.2	XP_015438828.1
OG0007297	NP_001261699.1	XP_015429669.1
OG0007298	NP_001262832.1	XP_015440016.1
OG0007299	NP_001287215.1	XP_015439509.1
OG0007300	NP_524981.2	XP_015438203.1
OG0007301	NP_001036558.1, NP_649386.1	XP_015431746.1
OG0007302	NP_001097115.1	XP_015429734.1
OG0007303	NP_001262259.1	XP_015439811.1
OG0007304	NP_001163238.2	XP_015434841.1
OG0007305	NP_610203.2	XP_015437297.1
OG0007306	NP_001259418.1	XP_015436399.1
OG0007307	NP_001285000.1	XP_015437047.1
OG0007308	NP_001287272.1	XP_015434623.1
OG0007309	NP_001097088.3	XP_015434572.1
OG0007310	NP_001285953.1	XP_015430132.1
OG0007311	NP_001260017.1	XP_015430748.1
OG0007312	NP_648660.1	XP_015429107.1
OG0007313	NP_476602.1	XP_015437326.1
OG0007314	NP_001262857.1	XP_015430615.1
OG0007315	NP_476759.1	XP_015439012.1
OG0007316	NP_001246080.1	XP_015430635.1
OG0007317	NP_001286987.1	XP_015431406.1
OG0007318	NP_649946.1	XP_015433304.1
OG0007319	NP_649254.2	XP_015428781.1
OG0007320	NP_001260276.1	XP_015435316.1
OG0007321	NP_733239.1	XP_015436181.1
OG0007322	NP_001097354.1	XP_015435995.1
OG0007323	NP_001260513.1	XP_015435894.1
OG0007324	NP_608548.1	XP_015430855.1
OG0007325	NP_001162844.1	XP_015437604.1
OG0007326	NP_608742.2	XP_015436874.1
OG0007327	NP_732958.1	XP_015438497.1
OG0007330	NP_511075.3	XP_015433697.1
OG0007331	NP_001015316.1	XP_015429765.1
OG0007332	NP_001287279.1	XP_015440517.1
OG0007334	NP_573368.2	XP_015428671.1
OG0007335	NP_648241.1	XP_015429986.1
OG0007336	NP_001285296.1	XP_015431982.1
OG0007337	NP_610094.1	XP_015429829.1
OG0007338	NP_610746.1	XP_015432688.1
OG0007339	NP_651288.1	XP_015439629.1
OG0007340	NP_611843.2	XP_015435868.1
OG0007342	NP_001096945.1	XP_015432400.1
OG0007343	NP_573154.1	XP_015437381.1
OG0007344	NP_648968.2	XP_015438458.1
OG0007345	NP_511113.1	XP_015431628.1
OG0007346	NP_523363.2	XP_015440455.1
OG0007347	NP_001034073.1	XP_015434979.1
OG0007348	NP_610945.1	XP_015430932.1
OG0007349	NP_610826.1	XP_015429771.1
OG0007350	NP_001163309.2	XP_015436413.1
OG0007351	NP_001259308.1	XP_015433501.1
OG0007352	NP_001284819.1	XP_015429762.1
OG0007353	NP_608490.1	XP_015439611.1
OG0007354	NP_572185.1	XP_015439109.1
OG0007355	NP_001262705.1	XP_015432722.1
OG0007356	NP_610543.1	XP_015436599.1
OG0007358	NP_649469.2	XP_015430145.1
OG0007359	NP_001285078.1	XP_015430687.1
OG0007360	NP_001303307.1	XP_015437593.1
OG0007361	NP_001284756.1	XP_015431477.1
OG0007362	NP_001284854.1	XP_015433410.1
OG0007363	NP_001285587.1	XP_015432396.1
OG0007364	NP_523473.2	XP_015437747.1
OG0007365	NP_730465.1	XP_015431258.1
OG0007366	NP_648537.2	XP_015438948.1
OG0007367	NP_001260415.1	XP_015437032.1
OG0007368	NP_001286405.1	XP_015439659.1
OG0007369	NP_001188958.1	XP_015434352.1
OG0007370	NP_650867.1	XP_015439450.1
OG0007371	NP_477451.1	XP_015437720.1
OG0007372	NP_001261833.1	XP_015430631.1
OG0007373	NP_001263137.1	XP_015431957.1
OG0007374	NP_572302.2	XP_015437221.1
OG0007375	NP_001036275.1	XP_015437402.1
OG0007377	NP_001162732.2	XP_015440367.1
OG0007378	NP_001247075.1	XP_015438581.1
OG0007379	NP_726048.1	XP_015432165.1
OG0007380	NP_001096888.2	XP_015439136.1
OG0007382	NP_001285006.1	XP_015433057.1
OG0007383	NP_001259995.1	XP_015432201.1
OG0007384	NP_001286200.1	XP_015432317.1
OG0007385	NP_610731.2	XP_015439198.1
OG0007386	NP_001163065.1	XP_015431774.1
OG0007387	NP_651209.1	XP_015439892.1
OG0007388	NP_569898.1	XP_015435483.1
OG0007389	NP_649830.2	XP_015428973.1
OG0007390	NP_611155.3	XP_015436633.1
OG0007391	NP_001260541.1	XP_015430765.1
OG0007393	NP_001260518.1	XP_015430638.1
OG0007394	NP_001162763.1	XP_015432061.1
OG0007395	NP_569950.1	XP_015439046.1
OG0007396	NP_647784.1	XP_015431826.1
OG0007397	NP_001246957.1	XP_015436591.1
OG0007398	NP_610600.1	XP_015438383.1
OG0007399	NP_609413.1	XP_015439995.1
OG0007400	NP_001247048.1	XP_015432438.1
OG0007401	NP_609148.1	XP_015439910.1
OG0007402	NP_730776.1	XP_015430212.1
OG0007403	NP_001027577.2	XP_015440196.1
OG0007404	NP_788752.2	XP_015439731.1
OG0007407	NP_001259658.1	XP_015435425.1
OG0007408	NP_001015349.2	XP_015437975.1
OG0007409	NP_649950.1	XP_015430774.1
OG0007410	NP_647679.1	XP_015432860.1
OG0007411	NP_650995.1	XP_015437925.1
OG0007412	NP_995901.1	XP_015435477.1
OG0007413	NP_727328.1	XP_015428421.1
OG0007414	NP_001261101.1	XP_015440498.1
OG0007415	NP_001303588.1	XP_015436763.1
OG0007416	NP_001286054.1	XP_015430304.1
OG0007417	NP_651136.1	XP_015436847.1
OG0007418	NP_001286829.1	XP_015432124.1
OG0007419	NP_001015100.2	XP_015437537.1
OG0007421	NP_610228.1, NP_536791.1	XP_015431157.1
OG0007423	NP_726389.4	XP_015439045.1
OG0007424	NP_729679.2	XP_015439020.1
OG0007425	NP_648164.1	XP_015432315.1
OG0007426	NP_001246649.1	XP_015431339.1
OG0007428	NP_001286171.1	XP_015432824.1
OG0007429	NP_477146.1	XP_015430101.1
OG0007430	NP_524785.2	XP_015435739.1
OG0007431	NP_722765.2	XP_015438014.1
OG0007432	NP_001284879.1	XP_015437213.1
OG0007434	NP_001261971.1	XP_015430030.1
OG0007436	NP_730984.1	XP_015435490.1
OG0007437	NP_572422.1	XP_015437291.1
OG0007439	NP_524786.1	XP_015429763.1
OG0007440	NP_476617.1	XP_015435977.1
OG0007441	NP_732790.3	XP_015436655.1
OG0007442	NP_649438.1	XP_015430990.1
OG0007443	NP_001097317.1	XP_015433573.1
OG0007444	NP_001188786.1	XP_015430661.1
OG0007445	NP_001262923.1	XP_015433386.1
OG0007446	NP_001163111.1	XP_015436022.1
OG0007447	NP_610324.2	XP_015432345.1
OG0007448	NP_001261648.1	XP_015434552.1
OG0007449	NP_001260996.1	XP_015430568.1
OG0007450	NP_476610.2	XP_015436951.1
OG0007451	NP_001303362.1	XP_015429802.1
OG0007452	NP_001097631.1	XP_015429163.1
OG0007453	NP_611939.1	XP_015436509.1
OG0007454	NP_001261504.1	XP_015433103.1
OG0007455	NP_001014714.1	XP_015438070.1
OG0007457	NP_648279.1	XP_015434286.1
OG0007458	NP_001188523.1	XP_015435741.1
OG0007459	NP_610064.2	XP_015434277.1
OG0007460	NP_001033999.2	XP_015437664.1
OG0007461	NP_001262364.1	XP_015432116.1
OG0007462	NP_525049.1	XP_015433423.1, XP_015433422.1
OG0007463	NP_001246825.1	XP_015432804.1
OG0007464	NP_572826.1	XP_015429352.1
OG0007465	NP_477009.1	XP_015432320.1
OG0007466	NP_650521.1	XP_015430215.1
OG0007467	NP_569870.1	XP_015429790.1
OG0007468	NP_001262211.1	XP_015436814.1
OG0007469	NP_001245927.1	XP_015433950.1
OG0007470	NP_001162871.1	XP_015429444.1
OG0007472	NP_648814.3	XP_015430349.1
OG0007473	NP_730506.1	XP_015433231.1
OG0007474	NP_652012.1	XP_015428632.1
OG0007475	NP_650895.1	XP_015438091.1
OG0007477	NP_476923.1	XP_015437611.1
OG0007478	NP_573257.1	XP_015435030.1
OG0007479	NP_730536.1	XP_015431527.1
OG0007480	NP_001245976.1	XP_015438520.1
OG0007481	NP_572738.1	XP_015430603.1
OG0007482	NP_650440.2	XP_015432632.1
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_015437784.1
OG0007485	NP_001284741.1	XP_015432071.1
OG0007486	NP_660194.1	XP_015440135.1
OG0007488	NP_572549.2	XP_015429652.1
OG0007489	NP_523463.2	XP_015438652.1
OG0007490	NP_649866.1	XP_015431971.1
OG0007491	NP_524517.1	XP_015437779.1
OG0007492	NP_001286683.1	XP_015429840.1
OG0007493	NP_001285779.1	XP_015431020.1
OG0007494	NP_650454.2	XP_015440097.1
OG0007495	NP_001261224.1	XP_015433574.1
OG0007496	NP_608523.1	XP_015433374.1
OG0007498	NP_725094.1	XP_015435991.1
OG0007499	NP_611029.3	XP_015429830.1
OG0007500	NP_001097303.2	XP_015435736.1
OG0007501	NP_729346.1	XP_015438924.1
OG0007503	NP_001262675.1	XP_015433263.1
OG0007505	NP_648021.1, NP_569999.1	XP_015436933.1
OG0007507	NP_569901.1	XP_015439528.1
OG0007508	NP_609397.2, NP_610129.3	XP_015434348.1
OG0007509	NP_611182.1, NP_001261039.1	XP_015438621.1
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_015438387.1
OG0007511	NP_001259513.1	XP_015429140.1
OG0007512	NP_524875.1	XP_015438342.1
OG0007513	NP_723703.1, NP_001285858.1	XP_015438676.1
OG0007514	NP_001137790.1	XP_015438368.1
OG0007515	NP_651685.2	XP_015439300.1
OG0007516	NP_001262317.1	XP_015433803.1
OG0007517	NP_730133.1	XP_015434146.1
OG0007518	NP_001163171.1	XP_015433506.1
OG0007519	NP_650988.1	XP_015428972.1
OG0007524	NP_001261020.1	XP_015437255.1
OG0007525	NP_001284761.2	XP_015430152.1
OG0007526	NP_001097225.1	XP_015430636.1
OG0007527	NP_001246193.1	XP_015430151.1
OG0007528	NP_651094.2	XP_015436584.1, XP_015436586.1
OG0007529	NP_649101.2	XP_015437868.1
OG0007530	NP_477094.1	XP_015438643.1
OG0007531	NP_001246747.1	XP_015440519.1
OG0007532	NP_610784.1	XP_015429935.1
OG0007533	NP_609230.2	XP_015433962.1
OG0007534	NP_001285669.1	XP_015431612.1
OG0007535	NP_652011.3	XP_015435349.1
OG0007536	NP_609000.2	XP_015438959.1
OG0007537	NP_650714.1	XP_015437150.1
OG0007538	NP_001027237.1	XP_015434333.1
OG0007539	NP_610875.1	XP_015438658.1
OG0007541	NP_650772.1	XP_015429197.1
OG0007542	NP_524908.1	XP_015429526.1
OG0007544	NP_733132.2	XP_015437839.1
OG0007545	NP_001036256.2, NP_001245738.1	XP_015435611.1
OG0007547	NP_001163743.1	XP_015432219.1
OG0007548	NP_572324.1	XP_015433559.1
OG0007549	NP_524131.1	XP_015433452.1
OG0007550	NP_650070.1	XP_015436723.1
OG0007551	NP_001285513.1	XP_015431482.1
OG0007552	NP_001262337.1	XP_015440027.1
OG0007553	NP_001137721.1	XP_015437060.1
OG0007554	NP_477249.3	XP_015438168.1
OG0007555	NP_650305.1	XP_015433268.1
OG0007556	NP_728186.1	XP_015431046.1
OG0007557	NP_001097912.1	XP_015439644.1
OG0007558	NP_001262460.1	XP_015440195.1
OG0007559	NP_650242.1	XP_015438314.1
OG0007561	NP_001188534.1	XP_015438444.1
OG0007563	NP_573339.1	XP_015438649.1
OG0007569	NP_001189164.1	XP_015438045.1
OG0007604	NP_650690.1	XP_015432514.1
OG0007605	NP_001138076.1	XP_015440290.1
OG0007606	NP_001260247.1	XP_015438613.1
OG0007607	NP_001285625.1	XP_015433004.1
OG0007608	NP_001285171.1	XP_015432150.1
OG0007609	NP_001285162.1	XP_015433667.1
OG0007611	NP_001189075.1	XP_015431841.1
OG0007612	NP_649300.1	XP_015429451.1
OG0007613	NP_525055.1	XP_015433260.1
OG0007615	NP_650552.3	XP_015428600.1
OG0007616	NP_523418.1	XP_015430874.1
OG0007617	NP_001286270.1, NP_001286268.1	XP_015433824.1
OG0007618	NP_609162.1	XP_015431318.1
OG0007619	NP_001261289.1	XP_015432983.1
OG0007620	NP_648100.2	XP_015437262.1
OG0007622	NP_725699.1	XP_015432371.1
OG0007623	NP_001097727.1	XP_015428882.1
OG0007624	NP_648101.1	XP_015439172.1
OG0007625	NP_647747.1	XP_015440513.1
OG0007628	NP_609026.1	XP_015439702.1
OG0007629	NP_723797.3	XP_015439741.1
OG0007630	NP_725536.1	XP_015439284.1
OG0007631	NP_726557.3	XP_015435417.1
OG0007633	NP_570023.1	XP_015434558.1
OG0007634	NP_649951.1	XP_015430756.1
OG0007635	NP_649519.1	XP_015437967.1
OG0007636	NP_649865.1	XP_015433555.1
OG0007637	NP_732797.1, NP_651095.1	XP_015431381.1
OG0007639	NP_650933.2	XP_015439357.1
OG0007640	NP_001246971.1	XP_015431327.1
OG0007643	NP_001014650.2	XP_015432774.1
OG0007645	NP_610944.1	XP_015431037.1
OG0007647	NP_001261746.1	XP_015436614.1
OG0007648	NP_570054.2	XP_015437026.1
OG0007651	NP_572245.1	XP_015438322.1
OG0007652	NP_730941.1	XP_015428988.1
OG0007653	NP_730954.2	XP_015431783.1
OG0007654	NP_995767.1	XP_015433255.1
OG0007655	NP_724049.1	XP_015436949.1
OG0007656	NP_611456.1	XP_015437513.1
OG0007657	NP_001162887.1	XP_015435787.1
OG0007659	NP_001263130.1	XP_015438609.1
OG0007660	NP_001015319.1	XP_015431598.1
OG0007661	NP_647853.1	XP_015433713.1
OG0007662	NP_001285205.1	XP_015431944.1
OG0007663	NP_523653.2	XP_015428952.1
OG0007664	NP_612113.2	XP_015436210.1
OG0007665	NP_649631.1	XP_015433126.1
OG0007666	NP_001245864.1	XP_015436907.1
OG0007667	NP_524876.1	XP_015431597.1
OG0007668	NP_651126.3	XP_015439301.1
OG0007669	NP_524428.1	XP_015437517.1
OG0007670	NP_729078.1	XP_015435740.1
OG0007671	NP_477479.1	XP_015439614.1
OG0007673	NP_609557.1	XP_015431397.1
OG0007674	NP_728102.1	XP_015429193.1
OG0007675	NP_611523.3	XP_015433076.1
OG0007676	NP_001285651.1	XP_015433706.1
OG0007677	NP_610801.1	XP_015437731.1
OG0007681	NP_611400.1	XP_015430993.1
OG0007682	NP_001262166.1	XP_015435011.1
OG0007683	NP_001260353.1	XP_015435300.1
OG0007684	NP_611436.2	XP_015439670.1
OG0007685	NP_001036705.1	XP_015436028.1
OG0007687	NP_649509.1	XP_015436036.1
OG0007688	NP_609222.1	XP_015433785.1
OG0007689	NP_730096.2	XP_015429064.1
OG0007690	NP_477173.1	XP_015436391.1
OG0007692	NP_001259660.1	XP_015436396.1
OG0007694	NP_650284.2	XP_015439595.1
OG0007695	NP_648165.1	XP_015428622.1
OG0007697	NP_650897.3	XP_015428822.1
OG0007698	NP_648335.1, NP_648333.1	XP_015439322.1
OG0007699	NP_476873.2	XP_015429367.1
OG0007704	NP_731062.1	XP_015433125.1
OG0007705	NP_001285830.1	XP_015437751.1
OG0007706	NP_001262999.1	XP_015433843.1
OG0007709	NP_001246921.1	XP_015440092.1
OG0007714	NP_724773.1	XP_015437862.1
OG0007715	NP_611870.3	XP_015429288.1
OG0007716	NP_651119.2	XP_015433172.1
OG0007717	NP_651839.1	XP_015439197.1
OG0007719	NP_650291.1	XP_015439221.1
OG0007720	NP_001286654.1	XP_015430684.1
OG0007721	NP_611187.1	XP_015434326.1
OG0007722	NP_001262529.1	XP_015433593.1
OG0007723	NP_995865.2	XP_015431828.1
OG0007726	NP_001014505.1	XP_015431453.1
OG0007729	NP_001369021.1	XP_015439840.1
OG0007730	NP_001261818.1	XP_015439288.1
OG0007731	NP_524840.2	XP_015438083.1
OG0007732	NP_647793.1	XP_015431103.1
OG0007733	NP_651951.1	XP_015428526.1
OG0007734	NP_001285037.1	XP_015429998.1
OG0007735	NP_572355.1	XP_015430421.1
OG0007737	NP_001286043.1	XP_015436695.1
OG0007740	NP_524458.1	XP_015436858.1
OG0007742	NP_648054.2	XP_015438901.1
OG0007743	NP_651756.1	XP_015437846.1
OG0007745	NP_651936.1	XP_015428779.1
OG0007746	NP_001286087.1	XP_015439673.1
OG0007747	NP_572870.2	XP_015431913.1
OG0007748	NP_611186.2	XP_015432567.1
OG0007750	NP_731331.1	XP_015429735.1
OG0007751	NP_573302.1	XP_015435850.1
OG0007752	NP_729364.1	XP_015438791.1
OG0007754	NP_524658.2	XP_015429836.1
OG0007755	NP_609369.1	XP_015430622.1
OG0007758	NP_001261081.1	XP_015428497.1
OG0007759	NP_001097287.1	XP_015438734.1
OG0007760	NP_729947.2	XP_015432577.1
OG0007763	NP_648509.1	XP_015429202.1
OG0007768	NP_611650.2	XP_015439216.1
OG0007770	NP_001259730.1	XP_015436371.1, XP_015436370.1
OG0007771	NP_611111.1	XP_015428981.1
OG0007773	NP_001246211.1	XP_015432418.1
OG0007774	NP_476705.1	XP_015431666.1
OG0007777	NP_523394.1	XP_015429803.1
OG0007778	NP_001246033.1	XP_015429775.1
OG0007779	NP_001259060.1	XP_015435063.1
OG0007784	NP_001097796.1	XP_015431974.1
OG0007786	NP_610349.1	XP_015429521.1
OG0007787	NP_001285757.1	XP_015437576.1
OG0007788	NP_001286044.1	XP_015430605.1
OG0007789	NP_788719.1	XP_015430856.1
OG0007792	NP_610502.1	XP_015434307.1
OG0007795	NP_652334.2	XP_015430082.1
OG0007796	NP_001014605.1	XP_015434587.1
OG0007798	NP_001285404.1	XP_015433221.1
OG0007799	NP_610591.1	XP_015439174.1
OG0007800	NP_001285209.1, NP_648518.1	XP_015436331.1
OG0007801	NP_001286116.1	XP_015437096.1
OG0007802	NP_611263.1	XP_015429315.1
OG0007803	NP_610740.1	XP_015432499.1
OG0007804	NP_001137830.2	XP_015431311.1
OG0007805	NP_001137839.1	XP_015440283.1, XP_015440278.1
OG0007808	NP_649465.6	XP_015429584.1
OG0007809	NP_647644.2	XP_015428688.1
OG0007810	NP_611494.1	XP_015437536.1
OG0007812	NP_610817.1	XP_015430012.1
OG0007813	NP_612060.2	XP_015430223.1
OG0007814	NP_647814.1	XP_015434051.1
OG0007815	NP_610551.1	XP_015428902.1
OG0007816	NP_001260414.1	XP_015432993.1
OG0007817	NP_001262725.1	XP_015433848.1
OG0007818	NP_610178.2	XP_015438764.1
OG0007819	NP_650438.2	XP_015437840.1
OG0007820	NP_001188583.1	XP_015428453.1
OG0007821	NP_731237.1	XP_015439984.1
OG0007822	NP_001260251.1	XP_015429528.1
OG0007823	NP_649347.1	XP_015437908.1
OG0007824	NP_001163490.1	XP_015437038.1
OG0007828	NP_611205.1	XP_015439992.1
OG0007829	NP_609219.1	XP_015432660.1
OG0007830	NP_001284993.1	XP_015429729.1
OG0007831	NP_647939.1	XP_015437095.1
OG0007832	NP_649695.1	XP_015429269.1
OG0007833	NP_001262333.1	XP_015430533.1
OG0007834	NP_523659.1	XP_015438010.1
OG0007836	NP_730454.2	XP_015436668.1
OG0007837	NP_001036401.1	XP_015432123.1
OG0007840	NP_001284909.1	XP_015439707.1
OG0007841	NP_648230.1	XP_015432530.1
OG0007842	NP_001285098.1	XP_015438382.1
OG0007843	NP_648325.2	XP_015432827.1
OG0007844	NP_523544.2	XP_015433633.1
OG0007846	NP_649974.1	XP_015432198.1
OG0007847	NP_608791.2	XP_015438818.1
OG0007849	NP_650382.3	XP_015433407.1
OG0007850	NP_001162683.1	XP_015431203.1
OG0007851	NP_572263.2	XP_015439053.1
OG0007852	NP_001245554.1	XP_015435983.1
OG0007853	NP_001138195.1	XP_015434620.1
OG0007855	NP_001262043.1	XP_015435846.1
OG0007856	NP_001162676.1	XP_015432086.1
OG0007857	NP_001261155.1	XP_015431209.1
OG0007858	NP_788506.1	XP_015435634.1
OG0007859	NP_001260788.1	XP_015434415.1
OG0007860	NP_001138185.2	XP_015438953.1
OG0007861	NP_001014491.1	XP_015429099.1
OG0007862	NP_001285688.1	XP_015434145.1
OG0007863	NP_608762.3	XP_015437462.1
OG0007864	NP_001285820.1	XP_015436435.1
OG0007865	NP_729825.2	XP_015430922.1
OG0007866	NP_608526.1	XP_015428611.1
OG0007867	NP_524788.2	XP_015436579.1
OG0007868	NP_611469.1	XP_015437765.1
OG0007869	NP_610293.3	XP_015429841.1
OG0007870	NP_001285860.1	XP_015438370.1
OG0007871	NP_001097092.1	XP_015430422.1
OG0007872	NP_001260064.1	XP_015435025.1, XP_015435026.1
OG0007874	NP_722636.1	XP_015440477.1
OG0007875	NP_001162874.1	XP_015440540.1
OG0007876	NP_001259896.1	XP_015430863.1
OG0007877	NP_649182.4	XP_015429523.1
OG0007878	NP_476769.1	XP_015429468.1
OG0007879	NP_651268.1	XP_015428690.1
OG0007880	NP_649530.2	XP_015440430.1
OG0007882	NP_511139.2	XP_015435959.1
OG0007883	NP_609403.2	XP_015433731.1
OG0007885	NP_001246293.1	XP_015438708.1
OG0007889	NP_001262281.1	XP_015432600.1
OG0007890	NP_730625.1	XP_015429738.1
OG0007891	NP_648507.1	XP_015429300.1
OG0007892	NP_651206.3	XP_015439822.1
OG0007893	NP_650760.1	XP_015428700.1
OG0007894	NP_001287205.1	XP_015437835.1
OG0007895	NP_001246408.1	XP_015436954.1
OG0007896	NP_732995.1	XP_015439513.1
OG0007897	NP_731367.2	XP_015435646.1, XP_015435641.1
OG0007898	NP_651343.1, NP_726137.2, NP_001262948.1	XP_015439857.1
OG0007899	NP_524073.2, NP_001246759.1	XP_015431898.1
OG0007901	NP_729715.2	XP_015438897.1
OG0007902	NP_001246976.1	XP_015433339.1
OG0007903	NP_524532.2	XP_015440245.1
OG0007904	NP_001285247.1	XP_015439139.1
OG0007905	NP_788911.2	XP_015430355.1
OG0007906	NP_001285638.1	XP_015435502.1
OG0007907	NP_610180.1	XP_015433755.1
OG0007908	NP_001262638.1	XP_015437182.1
OG0007914	NP_001259967.1	XP_015435024.1
OG0007921	NP_001259701.1	XP_015429679.1
OG0007933	NP_608727.1	XP_015428993.1
OG0007936	NP_001285288.1	XP_015436006.1
OG0007941	NP_649915.1, NP_611122.1, NP_572317.2, NP_572449.1	XP_015435523.1
OG0007958	NP_651459.2	XP_015432081.1
OG0007959	NP_788592.1	XP_015433659.1
OG0007960	NP_724939.1	XP_015429345.1
OG0007962	NP_001033852.1	XP_015429079.1
OG0007964	NP_001260311.1	XP_015438193.1, XP_015430108.1, XP_015436946.1
OG0007965	NP_730119.1	XP_015428455.1
OG0007969	NP_523918.1	XP_015432497.1
OG0007970	NP_729504.2	XP_015431873.1
OG0007972	NP_728490.1	XP_015434056.1
OG0007976	NP_001137622.1	XP_015428506.1
OG0007977	NP_001188730.1	XP_015439587.1
OG0007978	NP_732262.1	XP_015430525.1
OG0007985	NP_609889.1	XP_015440049.1
OG0007986	NP_476948.1	XP_015432067.1
OG0007989	NP_572469.1	XP_015432375.1
OG0007990	NP_611591.3	XP_015434290.1
OG0007992	NP_650527.2	XP_015436104.1
OG0007993	NP_001260058.1	XP_015433656.1, XP_015433654.1
OG0007994	NP_001246838.1	XP_015436137.1
OG0007999	NP_001261480.1	XP_015438216.1
OG0008000	NP_001138080.1	XP_015431058.1
OG0008001	NP_001259838.1	XP_015437386.1
OG0008003	NP_001285237.1	XP_015438821.1
OG0008004	NP_572963.1	XP_015431890.1
OG0008005	NP_524060.2	XP_015430894.1
OG0008008	NP_001163093.1	XP_015438975.1
OG0008009	NP_001096891.1	XP_015440536.1
OG0008011	NP_572815.3	XP_015433637.1
OG0008012	NP_731873.1	XP_015434803.1
OG0008013	NP_788420.1	XP_015430625.1
OG0008015	NP_001097200.1	XP_015434020.1
OG0008017	NP_651833.1	XP_015429223.1
OG0008018	NP_001262334.1	XP_015430537.1
OG0008019	NP_001262899.1	XP_015439903.1
OG0008024	NP_477187.1	XP_015434819.1
OG0008026	NP_609191.1	XP_015440428.1
OG0008031	NP_726504.2	XP_015430370.1
OG0008032	NP_001097743.1	XP_015433524.1
OG0008038	NP_001261317.1	XP_015434389.1
OG0008043	NP_572685.2	XP_015430546.1
OG0008044	NP_001027079.1	XP_015430362.1
OG0008045	NP_608809.1	XP_015430475.1
OG0008047	NP_001163108.1	XP_015435865.1
OG0008049	NP_001097169.1	XP_015434664.1
OG0008051	NP_612008.1	XP_015429855.1, XP_015429853.1
OG0008053	NP_001259309.1	XP_015431503.1
OG0008055	NP_001245414.1	XP_015440342.1
OG0008056	NP_610420.1	XP_015429999.1
OG0008057	NP_649132.1	XP_015433107.1
OG0008058	NP_648911.1	XP_015432831.1
OG0008059	NP_608972.1	XP_015430116.1
OG0008065	NP_001097011.1	XP_015433998.1
