Orthogroup	Drosophila_melanogaster	Habropoda_laboriosa
OG0007165	NP_001285679.1	XP_017799570.1
OG0007166	NP_728573.1	XP_017787768.1
OG0007168	NP_001138001.1	XP_017788122.1
OG0007169	NP_611959.2	XP_017795186.1
OG0007170	NP_001137876.1	XP_017788186.1
OG0007171	NP_612003.1	XP_017799202.1
OG0007172	NP_649713.1	XP_017791035.1
OG0007173	NP_652037.1	XP_017788130.1
OG0007174	NP_525105.2	XP_017790675.1
OG0007175	NP_647995.1	XP_017796798.1
OG0007176	NP_650307.2	XP_017798623.1
OG0007177	NP_723226.1	XP_017798211.1
OG0007178	NP_001036342.1	XP_017798202.1
OG0007179	NP_001262895.1	XP_017789253.1
OG0007180	NP_001261188.1	XP_017791740.1
OG0007182	NP_523665.2	XP_017788775.1
OG0007184	NP_572576.1	XP_017793809.1
OG0007185	NP_001287558.1	XP_017796040.1
OG0007187	NP_647623.1	XP_017790867.1
OG0007188	NP_573000.1	XP_017793392.1
OG0007189	NP_001259576.1	XP_017792242.1
OG0007190	NP_611676.1	XP_017792054.1
OG0007192	NP_001259914.1	XP_017794052.1
OG0007193	NP_001097981.1	XP_017799606.1
OG0007195	NP_511069.3	XP_017789528.1
OG0007197	NP_001260166.1	XP_017790649.1
OG0007198	NP_001284938.1	XP_017794934.1
OG0007200	NP_648178.1	XP_017797593.1
OG0007201	NP_001259184.1	XP_017793371.1
OG0007202	NP_524626.1	XP_017796434.1
OG0007205	NP_728621.1	XP_017789838.1
OG0007206	NP_524831.2	XP_017790879.1
OG0007208	NP_001284796.1	XP_017794194.1
OG0007209	NP_610267.2	XP_017788860.1
OG0007210	NP_001027138.2	XP_017789081.1
OG0007212	NP_477064.1	XP_017790846.1
OG0007213	NP_001260649.1	XP_017791701.1
OG0007214	NP_476762.1	XP_017793592.1
OG0007217	NP_649573.2	XP_017792891.1
OG0007219	NP_001260144.1	XP_017790995.1
OG0007220	NP_001287225.1	XP_017798386.1
OG0007222	NP_477448.1	XP_017789676.1
OG0007223	NP_001284786.1	XP_017789727.1
OG0007225	NP_650752.2	XP_017791997.1
OG0007226	NP_524756.2	XP_017791094.1
OG0007227	NP_524535.2	XP_017794706.1
OG0007228	NP_477324.1	XP_017799199.1
OG0007229	NP_609325.2, NP_001015502.3	XP_017795618.1
OG0007230	NP_511096.2	XP_017794075.1
OG0007231	NP_477401.2	XP_017792567.1
OG0007232	NP_511094.1	XP_017796405.1
OG0007233	NP_996087.2	XP_017790474.1
OG0007234	NP_001188596.1	XP_017791797.1
OG0007235	NP_611100.1	XP_017795904.1
OG0007236	NP_001260712.1	XP_017790926.1
OG0007237	NP_650000.1	XP_017794079.1
OG0007238	NP_477330.1	XP_017798728.1
OG0007239	NP_001286990.1	XP_017792314.1
OG0007241	NP_649546.1	XP_017797711.1
OG0007242	NP_001162756.1	XP_017791187.1
OG0007243	NP_001286836.1	XP_017798122.1
OG0007244	NP_611422.2	XP_017790266.1
OG0007245	NP_610610.1	XP_017788361.1
OG0007247	NP_730812.3	XP_017794514.1
OG0007248	NP_651581.2	XP_017795989.1
OG0007249	NP_001259560.1	XP_017794811.1
OG0007250	NP_609790.1	XP_017792389.1
OG0007251	NP_524333.1	XP_017792592.1
OG0007253	NP_651885.1	XP_017797434.1
OG0007254	NP_001287029.1	XP_017796396.1
OG0007255	NP_477449.1	XP_017788351.1
OG0007257	NP_001368973.1	XP_017798896.1
OG0007259	NP_001286252.1	XP_017791668.1
OG0007260	NP_650775.2	XP_017797788.1
OG0007262	NP_001259535.1	XP_017789175.1
OG0007263	NP_001015384.1	XP_017793835.1
OG0007264	NP_001286339.1	XP_017790838.1
OG0007265	NP_659573.1	XP_017799215.1
OG0007268	NP_001287177.1	XP_017788100.1
OG0007270	NP_001262397.1	XP_017790025.1
OG0007271	NP_524729.2	XP_017793355.1
OG0007272	NP_649658.1	XP_017788632.1
OG0007273	NP_001287617.1	XP_017789332.1
OG0007274	NP_001247269.1	XP_017799209.1
OG0007275	NP_651778.1	XP_017791617.1
OG0007276	NP_609491.1	XP_017789533.1
OG0007278	NP_573066.1	XP_017790212.1
OG0007279	NP_648804.1	XP_017789738.1
OG0007280	NP_649910.3	XP_017795745.1
OG0007281	NP_608491.3	XP_017787811.1
OG0007282	NP_001260335.1	XP_017799568.1
OG0007283	NP_001287287.1	XP_017787445.1
OG0007284	NP_610687.1	XP_017797209.1
OG0007285	NP_651727.1	XP_017790292.1
OG0007286	NP_001286797.1	XP_017792183.1
OG0007287	NP_001259489.1	XP_017789331.1
OG0007288	NP_001262822.1	XP_017796947.1
OG0007289	NP_001261910.1	XP_017789126.1
OG0007290	NP_649635.1	XP_017787804.1
OG0007291	NP_723700.1	XP_017788092.1
OG0007293	NP_524621.2	XP_017794444.1
OG0007294	NP_001096987.2	XP_017796738.1
OG0007295	NP_001247303.1	XP_017793440.1
OG0007296	NP_611229.2	XP_017789180.1
OG0007297	NP_001261699.1	XP_017798012.1
OG0007298	NP_001262832.1	XP_017790751.1
OG0007299	NP_001287215.1	XP_017796248.1
OG0007300	NP_524981.2	XP_017792265.1
OG0007301	NP_001036558.1, NP_649386.1	XP_017787947.1
OG0007302	NP_001097115.1	XP_017797879.1
OG0007303	NP_001262259.1	XP_017793614.1
OG0007304	NP_001163238.2	XP_017793540.1
OG0007305	NP_610203.2	XP_017793039.1
OG0007306	NP_001259418.1	XP_017794505.1
OG0007307	NP_001285000.1	XP_017793381.1
OG0007308	NP_001287272.1	XP_017791373.1
OG0007309	NP_001097088.3	XP_017793211.1
OG0007310	NP_001285953.1	XP_017792116.1
OG0007311	NP_001260017.1	XP_017797137.1
OG0007312	NP_648660.1	XP_017792582.1
OG0007313	NP_476602.1	XP_017793360.1
OG0007314	NP_001262857.1	XP_017796116.1
OG0007315	NP_476759.1	XP_017793565.1
OG0007316	NP_001246080.1	XP_017798067.1
OG0007318	NP_649946.1	XP_017796042.1
OG0007319	NP_649254.2	XP_017798019.1
OG0007320	NP_001260276.1	XP_017799216.1
OG0007321	NP_733239.1	XP_017791189.1
OG0007322	NP_001097354.1	XP_017790234.1
OG0007323	NP_001260513.1	XP_017790900.1
OG0007324	NP_608548.1	XP_017798142.1
OG0007325	NP_001162844.1	XP_017798109.1
OG0007326	NP_608742.2	XP_017798076.1
OG0007327	NP_732958.1	XP_017789029.1
OG0007329	NP_001285417.1	XP_017795851.1
OG0007330	NP_511075.3	XP_017789482.1
OG0007331	NP_001015316.1	XP_017792630.1
OG0007332	NP_001287279.1	XP_017793447.1
OG0007334	NP_573368.2	XP_017798034.1
OG0007335	NP_648241.1	XP_017792406.1
OG0007336	NP_001285296.1	XP_017789078.1
OG0007337	NP_610094.1	XP_017792050.1
OG0007338	NP_610746.1	XP_017794863.1
OG0007339	NP_651288.1	XP_017797381.1
OG0007340	NP_611843.2	XP_017789031.1
OG0007341	NP_001262288.1	XP_017791960.1
OG0007342	NP_001096945.1	XP_017788780.1
OG0007343	NP_573154.1	XP_017793112.1
OG0007344	NP_648968.2	XP_017790444.1
OG0007345	NP_511113.1	XP_017788260.1
OG0007346	NP_523363.2	XP_017789266.1
OG0007347	NP_001034073.1	XP_017796456.1
OG0007348	NP_610945.1	XP_017794016.1
OG0007349	NP_610826.1	XP_017789511.1
OG0007350	NP_001163309.2	XP_017792323.1
OG0007351	NP_001259308.1	XP_017787461.1
OG0007352	NP_001284819.1	XP_017787709.1
OG0007353	NP_608490.1	XP_017794462.1
OG0007354	NP_572185.1	XP_017789089.1, XP_017789090.1
OG0007355	NP_001262705.1	XP_017794843.1
OG0007356	NP_610543.1	XP_017797544.1
OG0007358	NP_649469.2	XP_017795509.1
OG0007359	NP_001285078.1	XP_017796179.1
OG0007360	NP_001303307.1	XP_017798277.1
OG0007361	NP_001284756.1	XP_017791693.1
OG0007362	NP_001284854.1	XP_017793931.1
OG0007363	NP_001285587.1	XP_017788755.1
OG0007364	NP_523473.2	XP_017793332.1
OG0007365	NP_730465.1	XP_017791551.1
OG0007366	NP_648537.2	XP_017798544.1
OG0007367	NP_001260415.1	XP_017793354.1
OG0007368	NP_001286405.1	XP_017795394.1
OG0007369	NP_001188958.1	XP_017791706.1
OG0007370	NP_650867.1	XP_017791882.1
OG0007371	NP_477451.1	XP_017793014.1
OG0007372	NP_001261833.1	XP_017798062.1
OG0007373	NP_001263137.1	XP_017796115.1
OG0007374	NP_572302.2	XP_017795834.1
OG0007375	NP_001036275.1	XP_017793021.1
OG0007377	NP_001162732.2	XP_017789023.1
OG0007378	NP_001247075.1	XP_017790479.1
OG0007379	NP_726048.1	XP_017792449.1
OG0007380	NP_001096888.2	XP_017798606.1
OG0007382	NP_001285006.1	XP_017799065.1
OG0007383	NP_001259995.1	XP_017794828.1
OG0007384	NP_001286200.1	XP_017788764.1
OG0007385	NP_610731.2	XP_017794713.1
OG0007386	NP_001163065.1	XP_017797248.1
OG0007387	NP_651209.1	XP_017791937.1
OG0007388	NP_569898.1	XP_017795536.1
OG0007390	NP_611155.3	XP_017795604.1
OG0007391	NP_001260541.1	XP_017798159.1
OG0007392	NP_001163754.3, NP_001097953.2	XP_017792876.1
OG0007393	NP_001260518.1	XP_017798189.1
OG0007394	NP_001162763.1	XP_017789076.1
OG0007395	NP_569950.1	XP_017798686.1
OG0007396	NP_647784.1	XP_017787904.1
OG0007397	NP_001246957.1	XP_017797542.1
OG0007398	NP_610600.1	XP_017789956.1
OG0007399	NP_609413.1	XP_017792191.1
OG0007400	NP_001247048.1	XP_017796642.1
OG0007401	NP_609148.1	XP_017790657.1
OG0007402	NP_730776.1	XP_017787997.1
OG0007403	NP_001027577.2	XP_017796084.1
OG0007404	NP_788752.2	XP_017791936.1
OG0007407	NP_001259658.1	XP_017799061.1
OG0007408	NP_001015349.2	XP_017797465.1
OG0007409	NP_649950.1	XP_017797180.1
OG0007410	NP_647679.1	XP_017799196.1
OG0007411	NP_650995.1	XP_017796655.1
OG0007412	NP_995901.1	XP_017792861.1
OG0007413	NP_727328.1	XP_017792800.1
OG0007414	NP_001261101.1	XP_017789273.1
OG0007415	NP_001303588.1	XP_017789027.1
OG0007416	NP_001286054.1	XP_017798454.1
OG0007417	NP_651136.1	XP_017788360.1
OG0007418	NP_001286829.1	XP_017787550.1
OG0007419	NP_001015100.2	XP_017795830.1
OG0007423	NP_726389.4	XP_017794666.1
OG0007424	NP_729679.2	XP_017794659.1
OG0007425	NP_648164.1	XP_017788762.1
OG0007426	NP_001246649.1	XP_017793957.1
OG0007427	NP_001036262.2	XP_017797857.1
OG0007428	NP_001286171.1	XP_017799275.1
OG0007429	NP_477146.1	XP_017794560.1
OG0007430	NP_524785.2	XP_017791921.1
OG0007431	NP_722765.2	XP_017797849.1
OG0007432	NP_001284879.1	XP_017789019.1
OG0007436	NP_730984.1	XP_017795576.1
OG0007437	NP_572422.1	XP_017793119.1
OG0007439	NP_524786.1	XP_017789994.1
OG0007440	NP_476617.1	XP_017794192.1
OG0007441	NP_732790.3	XP_017790322.1
OG0007442	NP_649438.1	XP_017793995.1
OG0007443	NP_001097317.1	XP_017792496.1
OG0007444	NP_001188786.1	XP_017798134.1
OG0007445	NP_001262923.1	XP_017795992.1
OG0007446	NP_001163111.1	XP_017792711.1
OG0007447	NP_610324.2	XP_017788898.1
OG0007448	NP_001261648.1	XP_017791516.1, XP_017795866.1
OG0007449	NP_001260996.1	XP_017787397.1
OG0007450	NP_476610.2	XP_017792280.1
OG0007451	NP_001303362.1	XP_017792225.1
OG0007452	NP_001097631.1	XP_017796211.1
OG0007453	NP_611939.1	XP_017792552.1
OG0007454	NP_001261504.1	XP_017795663.1
OG0007455	NP_001014714.1	XP_017787803.1
OG0007457	NP_648279.1	XP_017788518.1
OG0007458	NP_001188523.1	XP_017791926.1
OG0007459	NP_610064.2	XP_017791698.1
OG0007460	NP_001033999.2	XP_017793862.1
OG0007461	NP_001262364.1	XP_017792423.1
OG0007462	NP_525049.1	XP_017793929.1
OG0007463	NP_001246825.1	XP_017788290.1
OG0007464	NP_572826.1	XP_017789490.1
OG0007465	NP_477009.1	XP_017788850.1
OG0007466	NP_650521.1	XP_017798594.1
OG0007467	NP_569870.1	XP_017789460.1
OG0007468	NP_001262211.1	XP_017787678.1
OG0007469	NP_001245927.1	XP_017795323.1
OG0007470	NP_001162871.1	XP_017792676.1
OG0007472	NP_648814.3	XP_017798372.1
OG0007473	NP_730506.1	XP_017791079.1
OG0007474	NP_652012.1	XP_017794792.1
OG0007475	NP_650895.1	XP_017796088.1
OG0007477	NP_476923.1	XP_017789878.1
OG0007478	NP_573257.1	XP_017790536.1
OG0007479	NP_730536.1	XP_017791675.1
OG0007480	NP_001245976.1	XP_017797494.1
OG0007481	NP_572738.1	XP_017788323.1
OG0007482	NP_650440.2	XP_017797419.1
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_017792963.1
OG0007486	NP_660194.1	XP_017790665.1
OG0007488	NP_572549.2	XP_017794558.1
OG0007489	NP_523463.2	XP_017787528.1
OG0007490	NP_649866.1	XP_017788379.1
OG0007491	NP_524517.1	XP_017793120.1
OG0007492	NP_001286683.1	XP_017791661.1
OG0007493	NP_001285779.1	XP_017788541.1
OG0007494	NP_650454.2	XP_017792198.1
OG0007495	NP_001261224.1	XP_017792488.1
OG0007496	NP_608523.1	XP_017790827.1
OG0007498	NP_725094.1	XP_017790029.1
OG0007499	NP_611029.3	XP_017787649.1
OG0007500	NP_001097303.2	XP_017791915.1
OG0007501	NP_729346.1	XP_017794600.1
OG0007503	NP_001262675.1	XP_017790640.1
OG0007505	NP_648021.1, NP_569999.1	XP_017797152.1
OG0007507	NP_569901.1	XP_017799427.1
OG0007508	NP_609397.2, NP_610129.3	XP_017791688.1
OG0007509	NP_611182.1, NP_001261039.1	XP_017787545.1
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_017789952.1
OG0007511	NP_001259513.1	XP_017792561.1
OG0007512	NP_524875.1	XP_017791794.1
OG0007513	NP_723703.1, NP_001285858.1	XP_017797457.1
OG0007514	NP_001137790.1	XP_017789974.1
OG0007515	NP_651685.2	XP_017791819.1
OG0007516	NP_001262317.1	XP_017789680.1
OG0007517	NP_730133.1	XP_017798771.1
OG0007518	NP_001163171.1	XP_017791133.1
OG0007519	NP_650988.1	XP_017790547.1
OG0007521	NP_001246983.1	XP_017789566.1
OG0007524	NP_001261020.1	XP_017791947.1
OG0007525	NP_001284761.2	XP_017790936.1
OG0007526	NP_001097225.1	XP_017788362.1
OG0007527	NP_001246193.1	XP_017790459.1
OG0007528	NP_651094.2	XP_017789940.1
OG0007529	NP_649101.2	XP_017796409.1
OG0007530	NP_477094.1	XP_017791492.1
OG0007531	NP_001246747.1	XP_017793003.1
OG0007532	NP_610784.1	XP_017792059.1
OG0007533	NP_609230.2	XP_017788371.1
OG0007534	NP_001285669.1	XP_017797218.1
OG0007535	NP_652011.3	XP_017799082.1
OG0007536	NP_609000.2	XP_017797682.1
OG0007537	NP_650714.1	XP_017789185.1
OG0007538	NP_001027237.1	XP_017788162.1
OG0007539	NP_610875.1	XP_017792603.1
OG0007541	NP_650772.1	XP_017798904.1
OG0007542	NP_524908.1	XP_017790197.1
OG0007544	NP_733132.2	XP_017792756.1
OG0007545	NP_001036256.2, NP_001245738.1	XP_017791845.1, XP_017794684.1
OG0007547	NP_001163743.1	XP_017791421.1
OG0007548	NP_572324.1	XP_017789919.1
OG0007549	NP_524131.1	XP_017798268.1
OG0007550	NP_650070.1	XP_017795202.1, XP_017795203.1
OG0007551	NP_001285513.1	XP_017788277.1
OG0007552	NP_001262337.1	XP_017793685.1
OG0007553	NP_001137721.1	XP_017787715.1
OG0007554	NP_477249.3	XP_017797500.1
OG0007555	NP_650305.1	XP_017790639.1
OG0007556	NP_728186.1	XP_017788525.1
OG0007557	NP_001097912.1	XP_017796347.1
OG0007558	NP_001262460.1	XP_017788671.1
OG0007559	NP_650242.1	XP_017792486.1
OG0007561	NP_001188534.1	XP_017795469.1
OG0007563	NP_573339.1	XP_017787571.1
OG0007569	NP_001189164.1	XP_017790105.1
OG0007604	NP_650690.1	XP_017796694.1
OG0007606	NP_001260247.1	XP_017791489.1
OG0007607	NP_001285625.1	XP_017799254.1
OG0007608	NP_001285171.1	XP_017788397.1
OG0007609	NP_001285162.1	XP_017791151.1
OG0007611	NP_001189075.1	XP_017787875.1
OG0007612	NP_649300.1	XP_017792709.1
OG0007613	NP_525055.1	XP_017789790.1
OG0007615	NP_650552.3	XP_017788730.1
OG0007616	NP_523418.1	XP_017795326.1
OG0007617	NP_001286270.1, NP_001286268.1	XP_017791239.1
OG0007618	NP_609162.1	XP_017793859.1
OG0007619	NP_001261289.1	XP_017788407.1
OG0007620	NP_648100.2	XP_017799494.1
OG0007621	NP_572241.2	XP_017789905.1
OG0007622	NP_725699.1	XP_017795944.1
OG0007623	NP_001097727.1	XP_017791696.1
OG0007624	NP_648101.1	XP_017794616.1
OG0007625	NP_647747.1	XP_017793122.1
OG0007628	NP_609026.1	XP_017792176.1
OG0007629	NP_723797.3	XP_017796011.1
OG0007630	NP_725536.1	XP_017788520.1
OG0007631	NP_726557.3	XP_017799100.1
OG0007633	NP_570023.1	XP_017795656.1
OG0007634	NP_649951.1	XP_017798286.1
OG0007635	NP_649519.1	XP_017791791.1
OG0007636	NP_649865.1	XP_017791101.1
OG0007637	NP_732797.1, NP_651095.1	XP_017793843.1
OG0007639	NP_650933.2	XP_017787402.1
OG0007640	NP_001246971.1	XP_017791553.1
OG0007642	NP_001137962.1	XP_017794284.1
OG0007643	NP_001014650.2	XP_017794865.1
OG0007645	NP_610944.1	XP_017796131.1
OG0007647	NP_001261746.1	XP_017792549.1
OG0007648	NP_570054.2	XP_017789039.1
OG0007651	NP_572245.1	XP_017790318.1
OG0007652	NP_730941.1	XP_017787752.1
OG0007653	NP_730954.2	XP_017795957.1
OG0007654	NP_995767.1	XP_017797969.1
OG0007655	NP_724049.1	XP_017798227.1
OG0007657	NP_001162887.1	XP_017788475.1
OG0007659	NP_001263130.1	XP_017796237.1
OG0007660	NP_001015319.1	XP_017796144.1
OG0007661	NP_647853.1	XP_017796101.1
OG0007662	NP_001285205.1	XP_017789104.1
OG0007663	NP_523653.2	XP_017792011.1
OG0007664	NP_612113.2	XP_017790914.1
OG0007665	NP_649631.1	XP_017787635.1
OG0007666	NP_001245864.1	XP_017796794.1
OG0007667	NP_524876.1	XP_017792612.1
OG0007668	NP_651126.3	XP_017796227.1
OG0007669	NP_524428.1	XP_017791242.1
OG0007670	NP_729078.1	XP_017791008.1
OG0007671	NP_477479.1	XP_017795980.1
OG0007673	NP_609557.1	XP_017793926.1
OG0007674	NP_728102.1	XP_017790402.1
OG0007675	NP_611523.3	XP_017799293.1
OG0007676	NP_001285651.1	XP_017789475.1
OG0007677	NP_610801.1	XP_017793080.1
OG0007681	NP_611400.1	XP_017797643.1
OG0007682	NP_001262166.1	XP_017790489.1
OG0007683	NP_001260353.1	XP_017790336.1
OG0007684	NP_611436.2	XP_017790734.1
OG0007685	NP_001036705.1	XP_017792738.1
OG0007687	NP_649509.1	XP_017797357.1
OG0007688	NP_609222.1	XP_017791235.1
OG0007689	NP_730096.2	XP_017787971.1
OG0007690	NP_477173.1	XP_017792348.1
OG0007691	NP_650164.1	XP_017795200.1
OG0007692	NP_001259660.1	XP_017792115.1, XP_017795748.1
OG0007694	NP_650284.2	XP_017796226.1
OG0007695	NP_648165.1	XP_017789856.1
OG0007697	NP_650897.3	XP_017789691.1
OG0007699	NP_476873.2	XP_017797474.1
OG0007701	NP_001188528.1	XP_017789291.1
OG0007704	NP_731062.1	XP_017787884.1
OG0007705	NP_001285830.1	XP_017793118.1
OG0007706	NP_001262999.1	XP_017789712.1
OG0007709	NP_001246921.1	XP_017788653.1
OG0007713	NP_001262674.1	XP_017799131.1
OG0007714	NP_724773.1	XP_017794228.1
OG0007715	NP_611870.3	XP_017798914.1
OG0007716	NP_651119.2	XP_017796564.1
OG0007717	NP_651839.1	XP_017798537.1
OG0007719	NP_650291.1	XP_017797757.1
OG0007720	NP_001286654.1	XP_017799261.1
OG0007721	NP_611187.1	XP_017795311.1
OG0007722	NP_001262529.1	XP_017793808.1
OG0007723	NP_995865.2	XP_017795700.1
OG0007726	NP_001014505.1	XP_017788074.1
OG0007729	NP_001369021.1	XP_017796254.1
OG0007730	NP_001261818.1	XP_017788590.1
OG0007731	NP_524840.2	XP_017797189.1
OG0007732	NP_647793.1	XP_017795093.1
OG0007733	NP_651951.1	XP_017797896.1
OG0007734	NP_001285037.1	XP_017792083.1
OG0007735	NP_572355.1	XP_017791110.1
OG0007737	NP_001286043.1	XP_017790311.1
OG0007740	NP_524458.1	XP_017789849.1
OG0007742	NP_648054.2	XP_017787853.1
OG0007743	NP_651756.1	XP_017792735.1
OG0007745	NP_651936.1	XP_017798009.1
OG0007746	NP_001286087.1	XP_017790822.1
OG0007747	NP_572870.2	XP_017789713.1
OG0007748	NP_611186.2	XP_017795296.1
OG0007749	NP_611968.1	XP_017789995.1
OG0007750	NP_731331.1	XP_017787688.1
OG0007751	NP_573302.1	XP_017789462.1
OG0007752	NP_729364.1	XP_017793142.1
OG0007754	NP_524658.2	XP_017791637.1
OG0007755	NP_609369.1	XP_017797268.1
OG0007758	NP_001261081.1	XP_017795004.1
OG0007759	NP_001097287.1	XP_017797406.1
OG0007760	NP_729947.2	XP_017793179.1
OG0007763	NP_648509.1	XP_017798835.1
OG0007768	NP_611650.2	XP_017794670.1
OG0007770	NP_001259730.1	XP_017794339.1
OG0007771	NP_611111.1	XP_017787745.1
OG0007773	NP_001246211.1	XP_017790364.1
OG0007774	NP_476705.1	XP_017795267.1
OG0007777	NP_523394.1	XP_017794162.1
OG0007778	NP_001246033.1	XP_017789420.1
OG0007779	NP_001259060.1	XP_017796542.1
OG0007781	NP_001262393.1	XP_017791543.1
OG0007782	NP_650019.6	XP_017792143.1
OG0007784	NP_001097796.1	XP_017797606.1
OG0007786	NP_610349.1	XP_017798909.1
OG0007787	NP_001285757.1	XP_017790310.1
OG0007788	NP_001286044.1	XP_017787741.1
OG0007789	NP_788719.1	XP_017797283.1
OG0007790	NP_476962.1	XP_017790465.1
OG0007795	NP_652334.2	XP_017794577.1
OG0007798	NP_001285404.1	XP_017796706.1
OG0007799	NP_610591.1	XP_017798732.1
OG0007800	NP_001285209.1, NP_648518.1	XP_017792264.1
OG0007801	NP_001286116.1	XP_017791128.1
OG0007802	NP_611263.1	XP_017789303.1
OG0007803	NP_610740.1	XP_017796697.1
OG0007804	NP_001137830.2	XP_017787590.1
OG0007805	NP_001137839.1	XP_017796862.1
OG0007808	NP_649465.6	XP_017790517.1
OG0007810	NP_611494.1	XP_017794295.1
OG0007812	NP_610817.1	XP_017794272.1
OG0007813	NP_612060.2	XP_017798654.1
OG0007814	NP_647814.1	XP_017787978.1
OG0007815	NP_610551.1	XP_017789617.1
OG0007816	NP_001260414.1	XP_017799375.1
OG0007817	NP_001262725.1	XP_017791236.1
OG0007818	NP_610178.2	XP_017797426.1
OG0007819	NP_650438.2	XP_017792724.1
OG0007820	NP_001188583.1	XP_017792779.1
OG0007821	NP_731237.1	XP_017788655.1
OG0007822	NP_001260251.1	XP_017789909.1
OG0007823	NP_649347.1	XP_017790925.1
OG0007824	NP_001163490.1	XP_017794215.1
OG0007828	NP_611205.1	XP_017793623.1
OG0007829	NP_609219.1	XP_017794966.1
OG0007830	NP_001284993.1	XP_017797852.1
OG0007831	NP_647939.1	XP_017790346.1
OG0007832	NP_649695.1	XP_017794231.1
OG0007833	NP_001262333.1	XP_017794113.1
OG0007834	NP_523659.1	XP_017792302.1
OG0007836	NP_730454.2	XP_017797292.1
OG0007837	NP_001036401.1	XP_017795041.1
OG0007840	NP_001284909.1	XP_017788634.1
OG0007841	NP_648230.1	XP_017794625.1
OG0007842	NP_001285098.1	XP_017789959.1, XP_017789958.1
OG0007843	NP_648325.2	XP_017799260.1
OG0007844	NP_523544.2	XP_017789422.1
OG0007846	NP_649974.1	XP_017792424.1
OG0007849	NP_650382.3	XP_017796364.1
OG0007850	NP_001162683.1	XP_017788603.1
OG0007851	NP_572263.2	XP_017798570.1
OG0007852	NP_001245554.1	XP_017790054.1
OG0007853	NP_001138195.1	XP_017791386.1
OG0007855	NP_001262043.1	XP_017797079.1, XP_017791024.1
OG0007856	NP_001162676.1	XP_017788455.1
OG0007857	NP_001261155.1	XP_017788613.1
OG0007858	NP_788506.1	XP_017792925.1
OG0007859	NP_001260788.1	XP_017795619.1
OG0007860	NP_001138185.2	XP_017798531.1
OG0007862	NP_001285688.1	XP_017798597.1
OG0007863	NP_608762.3	XP_017787421.1
OG0007864	NP_001285820.1	XP_017799561.1
OG0007865	NP_729825.2	XP_017794115.1
OG0007866	NP_608526.1	XP_017788833.1
OG0007867	NP_524788.2	XP_017790291.1
OG0007868	NP_611469.1	XP_017793452.1
OG0007869	NP_610293.3	XP_017788370.1
OG0007870	NP_001285860.1	XP_017789973.1
OG0007871	NP_001097092.1	XP_017787417.1
OG0007872	NP_001260064.1	XP_017796509.1
OG0007874	NP_722636.1	XP_017792838.1
OG0007875	NP_001162874.1	XP_017792835.1
OG0007876	NP_001259896.1	XP_017798092.1
OG0007877	NP_649182.4	XP_017794277.1
OG0007878	NP_476769.1	XP_017787930.1
OG0007879	NP_651268.1	XP_017797958.1
OG0007880	NP_649530.2	XP_017793384.1
OG0007881	NP_573102.1	XP_017795511.1
OG0007882	NP_511139.2	XP_017790245.1
OG0007883	NP_609403.2	XP_017795633.1
OG0007885	NP_001246293.1	XP_017792620.1
OG0007888	NP_001284736.1	XP_017793068.1
