Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0007073	NP_001286637.1	XP_017761537.1
OG0007074	NP_573119.1	XP_017754514.1
OG0007075	NP_001097002.1	XP_017759086.1
OG0007076	NP_524757.1	XP_017757849.1
OG0007077	NP_650955.1	XP_017765065.1
OG0007078	NP_001286617.1	XP_017754507.1
OG0007079	NP_524199.1	XP_017756052.1
OG0007080	NP_610761.2	XP_017767139.1
OG0007081	NP_001261138.1	XP_017756538.1
OG0007082	NP_648944.1	XP_017756453.1
OG0007083	NP_476708.1	XP_017758274.1
OG0007084	NP_524764.1	XP_017762902.1
OG0007085	NP_524107.2	XP_017752175.1
OG0007086	NP_610928.1	XP_017764556.1
OG0007087	NP_524071.2	XP_017758833.1
OG0007088	NP_651601.1	XP_017752541.1
OG0007089	NP_001246428.1	XP_017764253.1
OG0007090	NP_001163531.1	XP_017754581.1
OG0007091	NP_650459.1	XP_017752356.1
OG0007092	NP_652063.1	XP_017752908.1
OG0007093	NP_611113.1	XP_017761369.1
OG0007094	NP_001262001.1	XP_017756807.1
OG0007095	NP_524549.1	XP_017761398.1
OG0007096	NP_001027032.1	XP_017760361.1
OG0007097	NP_001262804.1	XP_017752277.1
OG0007098	NP_001259946.1	XP_017754033.1
OG0007099	NP_610000.1	XP_017758989.1
OG0007100	NP_001162899.1	XP_017756772.1
OG0007101	NP_648819.2	XP_017757526.1
OG0007102	NP_573075.1, NP_611459.1	XP_017761216.1
OG0007103	NP_001285190.1	XP_017764942.1
OG0007104	NP_001097249.1	XP_017759476.1
OG0007105	NP_001287545.1	XP_017755262.1
OG0007106	NP_612112.1	XP_017752459.1
OG0007107	NP_650111.3	XP_017756748.1
OG0007108	NP_649777.1	XP_017756350.1
OG0007109	NP_001246599.1	XP_017763309.1
OG0007110	NP_650128.1	XP_017758601.1
OG0007111	NP_001259457.1	XP_017760504.1
OG0007112	NP_612045.1	XP_017755396.1
OG0007113	NP_001097853.1	XP_017764845.1
OG0007115	NP_725369.1	XP_017755870.1
OG0007116	NP_001027109.2	XP_017766684.1
OG0007117	NP_001262220.1	XP_017759240.1
OG0007118	NP_648205.1	XP_017761458.1
OG0007119	NP_524737.2	XP_017757894.1
OG0007120	NP_001246323.1	XP_017761855.1
OG0007121	NP_001259175.1	XP_017764138.1
OG0007122	NP_609999.2	XP_017754633.1
OG0007123	NP_001097549.1	XP_017764790.1
OG0007124	NP_001259172.1	XP_017767487.1
OG0007125	NP_001246856.1	XP_017762726.1
OG0007126	NP_001014589.1	XP_017759261.1
OG0007127	NP_609237.1	XP_017763071.1
OG0007128	NP_001259621.1	XP_017763265.1
OG0007129	NP_648489.1	XP_017767314.1
OG0007130	NP_477354.1	XP_017756432.1, XP_017756424.1
OG0007131	NP_001036375.2	XP_017755201.1
OG0007132	NP_609151.2	XP_017759391.1
OG0007133	NP_996213.1	XP_017765377.1
OG0007134	NP_608525.1	XP_017765742.1
OG0007135	NP_610760.1	XP_017755373.1
OG0007136	NP_726175.3	XP_017767101.1
OG0007137	NP_524316.1	XP_017760620.1
OG0007138	NP_524364.2	XP_017766014.1
OG0007139	NP_001246108.1	XP_017766762.1
OG0007140	NP_001303371.1	XP_017754209.1
OG0007141	NP_001259148.1	XP_017766646.1
OG0007142	NP_647880.1	XP_017762786.1
OG0007143	NP_572836.1	XP_017759390.1
OG0007144	NP_652555.1	XP_017759622.1
OG0007145	NP_723789.2	XP_017757823.1
OG0007146	NP_651978.2	XP_017754527.1
OG0007147	NP_001036609.1	XP_017767147.1
OG0007148	NP_650083.1	XP_017760716.1
OG0007149	NP_650734.2	XP_017765596.1, XP_017765629.1
OG0007150	NP_001189165.1	XP_017766944.1
OG0007151	NP_609490.1	XP_017761037.1
OG0007152	NP_001262729.1	XP_017760951.1
OG0007153	NP_648553.1	XP_017760012.1
OG0007154	NP_001027089.1	XP_017755568.1
OG0007155	NP_651986.2	XP_017764447.1
OG0007156	NP_650553.1	XP_017754944.1
OG0007158	NP_725476.1	XP_017762770.1
OG0007159	NP_001259934.1	XP_017766635.1
OG0007160	NP_730600.1	XP_017763199.1
OG0007161	NP_649626.1	XP_017752325.1
OG0007162	NP_572673.1	XP_017763253.1
OG0007163	NP_728468.1	XP_017758925.1
OG0007164	NP_001303440.1	XP_017762753.1
OG0007165	NP_001285679.1	XP_017758973.1
OG0007166	NP_728573.1	XP_017762711.1
OG0007168	NP_001138001.1	XP_017755432.1
OG0007169	NP_611959.2	XP_017755173.1
OG0007170	NP_001137876.1	XP_017764912.1
OG0007171	NP_612003.1	XP_017764846.1
OG0007172	NP_649713.1	XP_017757125.1
OG0007173	NP_652037.1	XP_017755381.1
OG0007174	NP_525105.2	XP_017752921.1
OG0007175	NP_647995.1	XP_017765818.1
OG0007176	NP_650307.2	XP_017759905.1
OG0007177	NP_723226.1	XP_017754435.1
OG0007178	NP_001036342.1	XP_017757201.1
OG0007179	NP_001262895.1	XP_017761442.1
OG0007180	NP_001261188.1	XP_017759568.1
OG0007182	NP_523665.2	XP_017767033.1
OG0007184	NP_572576.1	XP_017762609.1
OG0007185	NP_001287558.1	XP_017767675.1
OG0007187	NP_647623.1	XP_017757693.1
OG0007188	NP_573000.1	XP_017760761.1
OG0007189	NP_001259576.1	XP_017761481.1
OG0007190	NP_611676.1	XP_017762813.1
OG0007192	NP_001259914.1	XP_017764312.1
OG0007193	NP_001097981.1	XP_017764196.1
OG0007195	NP_511069.3	XP_017760405.1
OG0007196	NP_572710.1	XP_017755147.1
OG0007197	NP_001260166.1	XP_017757623.1
OG0007198	NP_001284938.1	XP_017762108.1
OG0007199	NP_524942.1	XP_017762473.1
OG0007201	NP_001259184.1	XP_017760871.1
OG0007202	NP_524626.1	XP_017755118.1
OG0007205	NP_728621.1	XP_017752216.1
OG0007206	NP_524831.2	XP_017755724.1
OG0007208	NP_001284796.1	XP_017752283.1
OG0007209	NP_610267.2	XP_017766796.1
OG0007210	NP_001027138.2	XP_017759408.1
OG0007212	NP_477064.1	XP_017757559.1
OG0007213	NP_001260649.1	XP_017755961.1
OG0007214	NP_476762.1	XP_017758220.1
OG0007217	NP_649573.2	XP_017754917.1
OG0007219	NP_001260144.1	XP_017755515.1
OG0007220	NP_001287225.1	XP_017763292.1
OG0007222	NP_477448.1	XP_017755099.1
OG0007223	NP_001284786.1	XP_017760000.1
OG0007225	NP_650752.2	XP_017759222.1
OG0007226	NP_524756.2	XP_017767334.1
OG0007227	NP_524535.2	XP_017762693.1
OG0007228	NP_477324.1	XP_017759073.1
OG0007229	NP_609325.2, NP_001015502.3	XP_017765150.1
OG0007230	NP_511096.2	XP_017764314.1
OG0007231	NP_477401.2	XP_017754744.1
OG0007232	NP_511094.1	XP_017762658.1
OG0007233	NP_996087.2	XP_017762530.1
OG0007234	NP_001188596.1	XP_017763003.1
OG0007235	NP_611100.1	XP_017753810.1
OG0007236	NP_001260712.1	XP_017757724.1
OG0007237	NP_650000.1	XP_017752533.1
OG0007238	NP_477330.1	XP_017759940.1
OG0007239	NP_001286990.1	XP_017753200.1
OG0007241	NP_649546.1	XP_017760640.1
OG0007242	NP_001162756.1	XP_017763621.1
OG0007243	NP_001286836.1	XP_017766337.1
OG0007244	NP_611422.2	XP_017758905.1
OG0007245	NP_610610.1	XP_017753066.1
OG0007247	NP_730812.3	XP_017765502.1
OG0007248	NP_651581.2	XP_017767708.1
OG0007249	NP_001259560.1	XP_017753849.1
OG0007250	NP_609790.1	XP_017753195.1
OG0007251	NP_524333.1	XP_017766865.1
OG0007253	NP_651885.1	XP_017761318.1
OG0007254	NP_001287029.1	XP_017766367.1
OG0007255	NP_477449.1	XP_017753515.1
OG0007257	NP_001368973.1	XP_017763468.1
OG0007259	NP_001286252.1	XP_017759680.1
OG0007260	NP_650775.2	XP_017763203.1
OG0007262	NP_001259535.1	XP_017766768.1
OG0007263	NP_001015384.1	XP_017756626.1
OG0007264	NP_001286339.1	XP_017758743.1
OG0007265	NP_659573.1	XP_017754065.1
OG0007268	NP_001287177.1	XP_017752336.1
OG0007269	NP_001245511.1	XP_017754645.1
OG0007270	NP_001262397.1	XP_017763097.1
OG0007271	NP_524729.2	XP_017760952.1
OG0007272	NP_649658.1	XP_017761401.1
OG0007273	NP_001287617.1	XP_017755757.1
OG0007274	NP_001247269.1	XP_017759111.1
OG0007275	NP_651778.1	XP_017752715.1
OG0007276	NP_609491.1	XP_017767337.1
OG0007278	NP_573066.1	XP_017754275.1
OG0007279	NP_648804.1	XP_017760004.1
OG0007280	NP_649910.3	XP_017764087.1
OG0007281	NP_608491.3	XP_017762708.1
OG0007282	NP_001260335.1	XP_017758832.1
OG0007283	NP_001287287.1	XP_017755094.1
OG0007284	NP_610687.1	XP_017765877.1
OG0007285	NP_651727.1	XP_017759029.1
OG0007286	NP_001286797.1	XP_017755287.1
OG0007287	NP_001259489.1	XP_017755625.1
OG0007288	NP_001262822.1	XP_017767626.1
OG0007289	NP_001261910.1	XP_017756583.1
OG0007290	NP_649635.1	XP_017752446.1
OG0007291	NP_723700.1	XP_017752329.1
OG0007293	NP_524621.2	XP_017759784.1
OG0007294	NP_001096987.2	XP_017758681.1
OG0007295	NP_001247303.1	XP_017752260.1
OG0007296	NP_611229.2	XP_017766130.1
OG0007297	NP_001261699.1	XP_017754503.1
OG0007298	NP_001262832.1	XP_017758720.1
OG0007299	NP_001287215.1	XP_017764680.1
OG0007300	NP_524981.2	XP_017761408.1
OG0007301	NP_001036558.1, NP_649386.1	XP_017754594.1
OG0007303	NP_001262259.1	XP_017765333.1
OG0007304	NP_001163238.2	XP_017753870.1
OG0007305	NP_610203.2	XP_017762256.1
OG0007306	NP_001259418.1	XP_017765466.1
OG0007307	NP_001285000.1	XP_017760776.1
OG0007308	NP_001287272.1	XP_017756087.1
OG0007309	NP_001097088.3	XP_017762430.1
OG0007310	NP_001285953.1	XP_017755458.1
OG0007311	NP_001260017.1	XP_017765872.1
OG0007312	NP_648660.1	XP_017754728.1
OG0007313	NP_476602.1	XP_017760701.1
OG0007314	NP_001262857.1	XP_017758560.1, XP_017762405.1
OG0007315	NP_476759.1	XP_017762236.1
OG0007316	NP_001246080.1	XP_017760087.1
OG0007317	NP_001286987.1	XP_017756452.1
OG0007318	NP_649946.1	XP_017767676.1
OG0007319	NP_649254.2	XP_017759509.1
OG0007320	NP_001260276.1	XP_017758007.1
OG0007321	NP_733239.1	XP_017756964.1
OG0007322	NP_001097354.1	XP_017754309.1
OG0007323	NP_001260513.1	XP_017753650.1
OG0007324	NP_608548.1	XP_017757178.1
OG0007325	NP_001162844.1	XP_017760122.1
OG0007326	NP_608742.2	XP_017760062.1
OG0007327	NP_732958.1	XP_017758916.1
OG0007329	NP_001285417.1	XP_017756002.1
OG0007330	NP_511075.3	XP_017765183.1
OG0007331	NP_001015316.1	XP_017758955.1
OG0007332	NP_001287279.1	XP_017760823.1
OG0007334	NP_573368.2	XP_017759550.1
OG0007335	NP_648241.1	XP_017762796.1
OG0007336	NP_001285296.1	XP_017756779.1
OG0007337	NP_610094.1	XP_017762784.1
OG0007338	NP_610746.1	XP_017761000.1
OG0007339	NP_651288.1	XP_017763716.1
OG0007340	NP_611843.2	XP_017766574.1
OG0007341	NP_001262288.1	XP_017767158.1
OG0007342	NP_001096945.1	XP_017766810.1
OG0007343	NP_573154.1	XP_017762296.1
OG0007344	NP_648968.2	XP_017764709.1
OG0007345	NP_511113.1	XP_017766470.1
OG0007346	NP_523363.2	XP_017761450.1
OG0007347	NP_001034073.1	XP_017758183.1
OG0007348	NP_610945.1	XP_017764559.1
OG0007349	NP_610826.1	XP_017760526.1
OG0007350	NP_001163309.2	XP_017753178.1
OG0007351	NP_001259308.1	XP_017761992.1
OG0007352	NP_001284819.1	XP_017765535.1
OG0007353	NP_608490.1	XP_017759698.1
OG0007354	NP_572185.1	XP_017756579.1
OG0007355	NP_001262705.1	XP_017759771.1
OG0007356	NP_610543.1	XP_017764382.1
OG0007358	NP_649469.2	XP_017759100.1
OG0007359	NP_001285078.1	XP_017765933.1
OG0007360	NP_001303307.1	XP_017760106.1
OG0007361	NP_001284756.1	XP_017759569.1
OG0007362	NP_001284854.1	XP_017763553.1
OG0007363	NP_001285587.1	XP_017766668.1
OG0007364	NP_523473.2	XP_017760667.1
OG0007365	NP_730465.1	XP_017756461.1
OG0007366	NP_648537.2	XP_017767258.1
OG0007367	NP_001260415.1	XP_017760697.1
OG0007368	NP_001286405.1	XP_017755627.1
OG0007369	NP_001188958.1	XP_017754350.1
OG0007370	NP_650867.1	XP_017763022.1
OG0007371	NP_477451.1	XP_017754122.1
OG0007372	NP_001261833.1	XP_017757214.1
OG0007373	NP_001263137.1	XP_017764020.1
OG0007374	NP_572302.2	XP_017763581.1
OG0007375	NP_001036275.1	XP_017760898.1
OG0007377	NP_001162732.2	XP_017766143.1
OG0007378	NP_001247075.1	XP_017764751.1
OG0007379	NP_726048.1	XP_017756147.1
OG0007380	NP_001096888.2	XP_017759924.1
OG0007382	NP_001285006.1	XP_017766047.1
OG0007383	NP_001259995.1	XP_017762142.1
OG0007384	NP_001286200.1	XP_017764630.1
OG0007385	NP_610731.2	XP_017757071.1
OG0007386	NP_001163065.1	XP_017758609.1
OG0007387	NP_651209.1	XP_017759455.1
OG0007388	NP_569898.1	XP_017754834.1
OG0007390	NP_611155.3	XP_017754850.1
OG0007391	NP_001260541.1	XP_017760109.1
OG0007392	NP_001163754.3, NP_001097953.2	XP_017753969.1
OG0007393	NP_001260518.1	XP_017760085.1
OG0007394	NP_001162763.1	XP_017757190.1
OG0007395	NP_569950.1	XP_017761520.1
OG0007396	NP_647784.1	XP_017763959.1
OG0007397	NP_001246957.1	XP_017764474.1
OG0007398	NP_610600.1	XP_017757323.1
OG0007399	NP_609413.1	XP_017755292.1
OG0007400	NP_001247048.1	XP_017765089.1
OG0007401	NP_609148.1	XP_017757452.1
OG0007402	NP_730776.1	XP_017759291.1
OG0007403	NP_001027577.2	XP_017767687.1
OG0007404	NP_788752.2	XP_017766965.1
OG0007407	NP_001259658.1	XP_017765109.1
OG0007408	NP_001015349.2	XP_017753549.1
OG0007409	NP_649950.1	XP_017758594.1
OG0007410	NP_647679.1	XP_017766015.1
OG0007411	NP_650995.1	XP_017758088.1
OG0007412	NP_995901.1	XP_017754894.1
OG0007413	NP_727328.1	XP_017753583.1
OG0007414	NP_001261101.1	XP_017761459.1
OG0007415	NP_001303588.1	XP_017758918.1
OG0007416	NP_001286054.1	XP_017754614.1
OG0007417	NP_651136.1	XP_017762584.1
OG0007418	NP_001286829.1	XP_017755823.1
OG0007419	NP_001015100.2	XP_017760257.1
OG0007421	NP_610228.1, NP_536791.1	XP_017757907.1
OG0007423	NP_726389.4	XP_017761240.1
OG0007424	NP_729679.2	XP_017752561.1, XP_017760535.1
OG0007425	NP_648164.1	XP_017764642.1
OG0007426	NP_001246649.1	XP_017758696.1
OG0007427	NP_001036262.2	XP_017754368.1
OG0007428	NP_001286171.1	XP_017766028.1
OG0007429	NP_477146.1	XP_017755690.1
OG0007430	NP_524785.2	XP_017753563.1
OG0007431	NP_722765.2	XP_017760261.1
OG0007432	NP_001284879.1	XP_017766124.1
OG0007434	NP_001261971.1	XP_017763859.1
OG0007436	NP_730984.1	XP_017754882.1
OG0007437	NP_572422.1	XP_017760686.1
OG0007439	NP_524786.1	XP_017767634.1
OG0007440	NP_476617.1	XP_017755192.1
OG0007441	NP_732790.3	XP_017764534.1
OG0007442	NP_649438.1	XP_017764332.1
OG0007443	NP_001097317.1	XP_017762250.1
OG0007444	NP_001188786.1	XP_017757253.1
OG0007445	NP_001262923.1	XP_017767738.1
OG0007446	NP_001163111.1	XP_017757994.1
OG0007447	NP_610324.2	XP_017766584.1
OG0007448	NP_001261648.1	XP_017762499.1
OG0007449	NP_001260996.1	XP_017755877.1
OG0007450	NP_476610.2	XP_017753143.1
OG0007451	NP_001303362.1	XP_017764359.1
OG0007452	NP_001097631.1	XP_017756564.1
OG0007453	NP_611939.1	XP_017765193.1
OG0007454	NP_001261504.1	XP_017758210.1
OG0007455	NP_001014714.1	XP_017756244.1
OG0007457	NP_648279.1	XP_017766562.1
OG0007458	NP_001188523.1	XP_017753550.1
OG0007459	NP_610064.2	XP_017755946.1
OG0007460	NP_001033999.2	XP_017758235.1
OG0007461	NP_001262364.1	XP_017756185.1
OG0007462	NP_525049.1	XP_017756607.1
OG0007463	NP_001246825.1	XP_017762557.1
OG0007464	NP_572826.1	XP_017757290.1
OG0007465	NP_477009.1	XP_017766583.1
OG0007466	NP_650521.1	XP_017760631.1
OG0007467	NP_569870.1	XP_017760376.1
OG0007468	NP_001262211.1	XP_017764614.1
OG0007469	NP_001245927.1	XP_017757980.1
OG0007470	NP_001162871.1	XP_017759818.1
OG0007472	NP_648814.3	XP_017754676.1
OG0007474	NP_652012.1	XP_017765467.1
OG0007475	NP_650895.1	XP_017758557.1
OG0007477	NP_476923.1	XP_017753001.1
OG0007478	NP_573257.1	XP_017762534.1
OG0007479	NP_730536.1	XP_017759488.1
OG0007480	NP_001245976.1	XP_017761713.1
OG0007481	NP_572738.1	XP_017753723.1
OG0007482	NP_650440.2	XP_017763723.1
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_017754082.1
OG0007485	NP_001284741.1	XP_017763821.1
OG0007486	NP_660194.1	XP_017758740.1
OG0007488	NP_572549.2	XP_017753204.1
OG0007489	NP_523463.2	XP_017752912.1
OG0007490	NP_649866.1	XP_017754595.1
OG0007491	NP_524517.1	XP_017754333.1
OG0007492	NP_001286683.1	XP_017759683.1
OG0007493	NP_001285779.1	XP_017757916.1
OG0007494	NP_650454.2	XP_017755301.1
OG0007495	NP_001261224.1	XP_017755898.1
OG0007496	NP_608523.1	XP_017757548.1
OG0007498	NP_725094.1	XP_017754277.1
OG0007499	NP_611029.3	XP_017757636.1
OG0007500	NP_001097303.2	XP_017753559.1
OG0007501	NP_729346.1	XP_017763179.1
OG0007503	NP_001262675.1	XP_017757418.1
OG0007505	NP_648021.1, NP_569999.1	XP_017766316.1
OG0007507	NP_569901.1	XP_017762651.1
OG0007508	NP_609397.2, NP_610129.3	XP_017754348.1
OG0007509	NP_611182.1, NP_001261039.1	XP_017761404.1
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_017762933.1
OG0007511	NP_001259513.1	XP_017754694.1
OG0007512	NP_524875.1	XP_017767488.1
OG0007513	NP_723703.1, NP_001285858.1	XP_017753478.1
OG0007514	NP_001137790.1	XP_017757420.1
OG0007515	NP_651685.2	XP_017763031.1
OG0007516	NP_001262317.1	XP_017759999.1
OG0007517	NP_730133.1	XP_017767194.1
OG0007518	NP_001163171.1	XP_017754468.1
OG0007519	NP_650988.1	XP_017757048.1
OG0007521	NP_001246983.1	XP_017753982.1
OG0007524	NP_001261020.1	XP_017763453.1
OG0007525	NP_001284761.2	XP_017757612.1
OG0007526	NP_001097225.1	XP_017764255.1
OG0007527	NP_001246193.1	XP_017762749.1
OG0007528	NP_651094.2	XP_017756539.1
OG0007529	NP_649101.2	XP_017762664.1
OG0007530	NP_477094.1	XP_017753441.1
OG0007531	NP_001246747.1	XP_017754276.1
OG0007532	NP_610784.1	XP_017754381.1
OG0007533	NP_609230.2	XP_017756284.1
OG0007534	NP_001285669.1	XP_017765965.1
OG0007535	NP_652011.3	XP_017754018.1
OG0007536	NP_609000.2	XP_017762862.1
OG0007537	NP_650714.1	XP_017766117.1
OG0007538	NP_001027237.1	XP_017752367.1
OG0007539	NP_610875.1	XP_017766878.1
OG0007541	NP_650772.1	XP_017763440.1
OG0007542	NP_524908.1	XP_017763052.1
OG0007544	NP_733132.2	XP_017753038.1
OG0007545	NP_001036256.2, NP_001245738.1	XP_017761195.1
OG0007547	NP_001163743.1	XP_017764201.1
OG0007548	NP_572324.1	XP_017760441.1
OG0007549	NP_524131.1	XP_017760259.1
OG0007550	NP_650070.1	XP_017761698.1
OG0007551	NP_001285513.1	XP_017766405.1
OG0007552	NP_001262337.1	XP_017757577.1
OG0007553	NP_001137721.1	XP_017764611.1
OG0007554	NP_477249.3	XP_017753577.1
OG0007555	NP_650305.1	XP_017757535.1
OG0007556	NP_728186.1	XP_017757944.1
OG0007557	NP_001097912.1	XP_017757609.1
OG0007558	NP_001262460.1	XP_017761383.1
OG0007559	NP_650242.1	XP_017755891.1
OG0007561	NP_001188534.1	XP_017758405.1
OG0007563	NP_573339.1	XP_017752905.1
OG0007569	NP_001189164.1	XP_017763454.1
OG0007604	NP_650690.1	XP_017765087.1
OG0007606	NP_001260247.1	XP_017753431.1
OG0007607	NP_001285625.1	XP_017766006.1
OG0007608	NP_001285171.1	XP_017766426.1
OG0007611	NP_001189075.1	XP_017755994.1
OG0007612	NP_649300.1	XP_017759809.1
OG0007613	NP_525055.1	XP_017762956.1
OG0007614	NP_001014461.1	XP_017767105.1
OG0007615	NP_650552.3	XP_017766624.1
OG0007616	NP_523418.1	XP_017764347.1
OG0007617	NP_001286270.1, NP_001286268.1	XP_017761661.1
OG0007618	NP_609162.1	XP_017757895.1
OG0007619	NP_001261289.1	XP_017756316.1
OG0007620	NP_648100.2	XP_017756617.1
OG0007621	NP_572241.2	XP_017754256.1
OG0007622	NP_725699.1	XP_017759754.1
OG0007623	NP_001097727.1	XP_017767404.1
OG0007624	NP_648101.1	XP_017757831.1
OG0007625	NP_647747.1	XP_017760344.1
OG0007628	NP_609026.1	XP_017763883.1
OG0007629	NP_723797.3	XP_017753704.1
OG0007630	NP_725536.1	XP_017754504.1
OG0007631	NP_726557.3	XP_017764863.1
OG0007633	NP_570023.1	XP_017755024.1
OG0007634	NP_649951.1	XP_017757151.1
OG0007635	NP_649519.1	XP_017761840.1
OG0007636	NP_649865.1	XP_017754471.1
OG0007637	NP_732797.1, NP_651095.1	XP_017754239.1
OG0007639	NP_650933.2	XP_017752858.1
OG0007640	NP_001246971.1	XP_017756456.1
OG0007642	NP_001137962.1	XP_017753285.1
OG0007643	NP_001014650.2	XP_017762211.1
OG0007645	NP_610944.1	XP_017759148.1
OG0007647	NP_001261746.1	XP_017765187.1
OG0007648	NP_570054.2	XP_017760156.1
OG0007651	NP_572245.1	XP_017763105.1
OG0007652	NP_730941.1	XP_017762972.1
OG0007653	NP_730954.2	XP_017759772.1
OG0007654	NP_995767.1	XP_017765798.1
OG0007655	NP_724049.1	XP_017760095.1
OG0007656	NP_611456.1	XP_017756258.1
OG0007657	NP_001162887.1	XP_017767097.1
OG0007659	NP_001263130.1	XP_017759971.1
OG0007660	NP_001015319.1	XP_017765860.1
OG0007661	NP_647853.1	XP_017757696.1
OG0007662	NP_001285205.1	XP_017757058.1
OG0007663	NP_523653.2	XP_017767330.1
OG0007664	NP_612113.2	XP_017755716.1
OG0007665	NP_649631.1	XP_017752349.1
OG0007666	NP_001245864.1	XP_017765846.1
OG0007667	NP_524876.1	XP_017766884.1
OG0007668	NP_651126.3	XP_017765763.1
OG0007669	NP_524428.1	XP_017764520.1
OG0007670	NP_729078.1	XP_017757120.1
OG0007671	NP_477479.1	XP_017759745.1
OG0007673	NP_609557.1	XP_017766237.1
OG0007674	NP_728102.1	XP_017760277.1
OG0007675	NP_611523.3	XP_017754100.1
OG0007676	NP_001285651.1	XP_017765093.1
OG0007677	NP_610801.1	XP_017762249.1
OG0007682	NP_001262166.1	XP_017762528.1
OG0007683	NP_001260353.1	XP_017763189.1
OG0007685	NP_001036705.1	XP_017756216.1
OG0007687	NP_649509.1	XP_017755814.1
OG0007689	NP_730096.2	XP_017753503.1
OG0007690	NP_477173.1	XP_017761135.1
OG0007691	NP_650164.1	XP_017765288.1
OG0007692	NP_001259660.1	XP_017764090.1
OG0007694	NP_650284.2	XP_017765764.1
OG0007695	NP_648165.1	XP_017766608.1
OG0007696	NP_001368974.1	XP_017758484.1, XP_017758315.1
OG0007697	NP_650897.3	XP_017755095.1
OG0007698	NP_648335.1, NP_648333.1	XP_017765270.1
OG0007699	NP_476873.2	XP_017759069.1
OG0007701	NP_001188528.1	XP_017761484.1
OG0007703	NP_650921.1	XP_017756681.1
OG0007704	NP_731062.1	XP_017752158.1
OG0007705	NP_001285830.1	XP_017764793.1
OG0007706	NP_001262999.1	XP_017760011.1
OG0007709	NP_001246921.1	XP_017761403.1
OG0007713	NP_001262674.1	XP_017767723.1
OG0007714	NP_724773.1	XP_017753175.1
OG0007715	NP_611870.3	XP_017763528.1
OG0007716	NP_651119.2	XP_017765268.1
OG0007717	NP_651839.1	XP_017767188.1
OG0007719	NP_650291.1	XP_017763192.1
OG0007720	NP_001286654.1	XP_017763559.1
OG0007721	NP_611187.1	XP_017753081.1
OG0007722	NP_001262529.1	XP_017753045.1
OG0007723	NP_995865.2	XP_017753379.1
OG0007726	NP_001014505.1	XP_017767000.1
OG0007729	NP_001369021.1	XP_017764111.1, XP_017764110.1
OG0007730	NP_001261818.1	XP_017754510.1
OG0007731	NP_524840.2	XP_017758584.1
OG0007732	NP_647793.1	XP_017755762.1
OG0007733	NP_651951.1	XP_017755563.1
OG0007734	NP_001285037.1	XP_017754400.1
OG0007735	NP_572355.1	XP_017763620.1
OG0007737	NP_001286043.1	XP_017763304.1
OG0007740	NP_524458.1	XP_017753022.1
OG0007742	NP_648054.2	XP_017755016.1
OG0007743	NP_651756.1	XP_017757995.1
OG0007745	NP_651936.1	XP_017759587.1
OG0007746	NP_001286087.1	XP_017757607.1
OG0007747	NP_572870.2	XP_017766942.1
OG0007748	NP_611186.2	XP_017753073.1
OG0007749	NP_611968.1	XP_017764747.1
OG0007750	NP_731331.1	XP_017765547.1
OG0007751	NP_573302.1	XP_017757272.1
OG0007752	NP_729364.1	XP_017760351.1
