Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0007281	NP_608491.3	XP_004931477.1
OG0007282	NP_001260335.1	XP_004932409.1
OG0007283	NP_001287287.1	XP_004932535.1
OG0007284	NP_610687.1	XP_004926333.2
OG0007285	NP_651727.1	NP_001040123.1
OG0007286	NP_001286797.1	XP_004924541.1
OG0007287	NP_001259489.1	XP_004928706.1
OG0007288	NP_001262822.1	XP_004930624.1
OG0007289	NP_001261910.1	XP_004927732.2
OG0007291	NP_723700.1	XP_004926932.1
OG0007293	NP_524621.2	XP_004922826.1
OG0007294	NP_001096987.2	XP_037876399.1
OG0007296	NP_611229.2	XP_021202350.2
OG0007297	NP_001261699.1	XP_004928264.1
OG0007298	NP_001262832.1	XP_004923869.1
OG0007299	NP_001287215.1	XP_021201877.1
OG0007300	NP_524981.2	XP_004925954.1
OG0007301	NP_001036558.1, NP_649386.1	XP_021204585.1
OG0007302	NP_001097115.1	XP_037875945.1, XP_037875941.1
OG0007303	NP_001262259.1	XP_037871569.1
OG0007304	NP_001163238.2	XP_004932396.1
OG0007305	NP_610203.2	XP_037867011.1
OG0007306	NP_001259418.1	XP_037873256.1
OG0007307	NP_001285000.1	XP_012549543.1
OG0007308	NP_001287272.1	XP_037874733.1, XP_037874732.1
OG0007309	NP_001097088.3	XP_037874166.1
OG0007310	NP_001285953.1	XP_037872935.1
OG0007311	NP_001260017.1	XP_021203239.2
OG0007312	NP_648660.1	XP_004927818.1
OG0007313	NP_476602.1	XP_012543910.1
OG0007314	NP_001262857.1	XP_012552749.1
OG0007315	NP_476759.1	XP_037870064.1
OG0007316	NP_001246080.1	XP_037870453.1
OG0007317	NP_001286987.1	XP_004926309.1
OG0007318	NP_649946.1	NP_001037279.1
OG0007319	NP_649254.2	XP_021206889.1
OG0007320	NP_001260276.1	XP_021203703.1
OG0007321	NP_733239.1	XP_037876545.1
OG0007322	NP_001097354.1	XP_004922829.1
OG0007323	NP_001260513.1	XP_004925182.2
OG0007324	NP_608548.1	XP_037870394.1
OG0007325	NP_001162844.1	NP_001240825.1, XP_037870180.1
OG0007326	NP_608742.2	XP_021205728.1
OG0007327	NP_732958.1	XP_012548253.2
OG0007329	NP_001285417.1	XP_004928711.1
OG0007330	NP_511075.3	XP_037871774.1
OG0007331	NP_001015316.1	XP_037869178.1
OG0007332	NP_001287279.1	XP_004924647.2
OG0007334	NP_573368.2	XP_004930434.1
OG0007335	NP_648241.1	XP_004931015.2
OG0007336	NP_001285296.1	XP_037871471.1
OG0007337	NP_610094.1	XP_004931027.3
OG0007338	NP_610746.1	XP_037874946.1
OG0007339	NP_651288.1	XP_037876519.1
OG0007340	NP_611843.2	XP_037873946.1
OG0007342	NP_001096945.1	XP_004924860.1
OG0007343	NP_573154.1	XP_037868391.1, XP_037868392.1
OG0007344	NP_648968.2	XP_004926205.1
OG0007345	NP_511113.1	XP_004922659.1
OG0007346	NP_523363.2	XP_004927519.1
OG0007347	NP_001034073.1	XP_012550345.1
OG0007348	NP_610945.1	NP_001268823.1
OG0007349	NP_610826.1	XP_004928576.1
OG0007350	NP_001163309.2	XP_037868408.1
OG0007351	NP_001259308.1	XP_004930786.2
OG0007352	NP_001284819.1	NP_001040223.1
OG0007353	NP_608490.1	XP_004928805.1
OG0007354	NP_572185.1	XP_004929689.1, XP_004929687.1
OG0007355	NP_001262705.1	XP_037876159.1
OG0007356	NP_610543.1	XP_004931118.1
OG0007358	NP_649469.2	XP_037876536.1
OG0007359	NP_001285078.1	XP_037874382.1
OG0007360	NP_001303307.1	XP_037870520.1
OG0007361	NP_001284756.1	XP_037869172.1
OG0007362	NP_001284854.1	XP_037873045.1
OG0007363	NP_001285587.1	XP_004931751.2
OG0007364	NP_523473.2	XP_004928288.1
OG0007365	NP_730465.1	XP_012550519.1
OG0007366	NP_648537.2	XP_037873107.1
OG0007367	NP_001260415.1	NP_001040118.1
OG0007368	NP_001286405.1	XP_004925483.1
OG0007369	NP_001188958.1	XP_021206333.1
OG0007370	NP_650867.1	XP_004929461.1
OG0007372	NP_001261833.1	XP_037871942.1
OG0007373	NP_001263137.1	XP_021202383.2, XP_037867498.1
OG0007374	NP_572302.2	XP_037874524.1
OG0007375	NP_001036275.1	XP_021205042.2
OG0007377	NP_001162732.2	XP_012547283.2
OG0007378	NP_001247075.1	XP_012549216.2
OG0007379	NP_726048.1	XP_004930836.1
OG0007380	NP_001096888.2	XP_012550641.1
OG0007382	NP_001285006.1	XP_004933309.2
OG0007383	NP_001259995.1	XP_004921598.2
OG0007384	NP_001286200.1	XP_037871455.1
OG0007385	NP_610731.2	XP_012547045.2
OG0007386	NP_001163065.1	XP_021208944.1
OG0007387	NP_651209.1	NP_001135962.1
OG0007388	NP_569898.1	XP_004922941.1
OG0007389	NP_649830.2	XP_021204908.2, XP_004927901.2
OG0007390	NP_611155.3	XP_012545903.2
OG0007392	NP_001163754.3, NP_001097953.2	XP_037870065.1
OG0007393	NP_001260518.1	XP_004925530.1
OG0007394	NP_001162763.1	XP_037871171.1
OG0007397	NP_001246957.1	XP_037875240.1
OG0007398	NP_610600.1	XP_037869085.1
OG0007399	NP_609413.1	XP_037866519.1
OG0007400	NP_001247048.1	XP_004923051.1
OG0007401	NP_609148.1	XP_021203711.2
OG0007402	NP_730776.1	XP_037875313.1
OG0007403	NP_001027577.2	XP_004921826.2, XP_004921824.2
OG0007404	NP_788752.2	XP_012544713.3
OG0007407	NP_001259658.1	XP_037876775.1
OG0007408	NP_001015349.2	XP_037875172.1, XP_012549826.1
OG0007409	NP_649950.1	XP_004923555.2
OG0007410	NP_647679.1	XP_004929654.2
OG0007411	NP_650995.1	XP_021203615.1
OG0007412	NP_995901.1	XP_012548355.2
OG0007414	NP_001261101.1	XP_004931793.1
OG0007415	NP_001303588.1	XP_004926930.1
OG0007416	NP_001286054.1	XP_037869050.1, NP_001093306.1
OG0007417	NP_651136.1	XP_037867533.1
OG0007418	NP_001286829.1	XP_021206633.2
OG0007419	NP_001015100.2	XP_021203919.1
OG0007421	NP_536791.1	XP_004929267.1
OG0007423	NP_726389.4	XP_037866988.1
OG0007424	NP_729679.2	XP_037872620.1, XP_037872621.1
OG0007425	NP_648164.1	XP_004925027.1
OG0007426	NP_001246649.1	XP_021207464.2
OG0007427	NP_001036262.2	XP_021202310.2
OG0007428	NP_001286171.1	XP_037873706.1
OG0007429	NP_477146.1	XP_037873387.1
OG0007430	NP_524785.2	XP_037871707.1
OG0007431	NP_722765.2	XP_037871321.1
OG0007432	NP_001284879.1	XP_037871251.1
OG0007434	NP_001261971.1	XP_004922149.1
OG0007436	NP_730984.1	XP_021202910.1
OG0007437	NP_572422.1	XP_004931449.2
OG0007439	NP_524786.1	XP_037871590.1
OG0007440	NP_476617.1	XP_037870167.1
OG0007441	NP_732790.3	XP_037872926.1
OG0007442	NP_649438.1	XP_037874991.1
OG0007443	NP_001097317.1	XP_012551319.3
OG0007444	NP_001188786.1	XP_021203250.2
OG0007445	NP_001262923.1	XP_037876166.1
OG0007446	NP_001163111.1	XP_004927194.1
OG0007447	NP_610324.2	XP_037869291.1
OG0007448	NP_001261648.1	XP_037868664.1
OG0007449	NP_001260996.1	XP_037874659.1
OG0007450	NP_476610.2	XP_004921634.2
OG0007451	NP_001303362.1	XP_037870178.1
OG0007452	NP_001097631.1	XP_004923229.1
OG0007453	NP_611939.1	NP_001124373.1
OG0007454	NP_001261504.1	XP_004931628.1
OG0007455	NP_001014714.1	XP_037869828.1
OG0007457	NP_648279.1	XP_004930382.1
OG0007458	NP_001188523.1	XP_004927782.1
OG0007459	NP_610064.2	XP_004930883.2
OG0007460	NP_001033999.2	XP_037870044.1
OG0007461	NP_001262364.1	XP_037868102.1
OG0007463	NP_001246825.1	XP_004931819.2
OG0007464	NP_572826.1	NP_001040376.1
OG0007465	NP_477009.1	XP_012553013.1
OG0007466	NP_650521.1	XP_004923513.1
OG0007467	NP_569870.1	NP_001040371.1
OG0007468	NP_001262211.1	XP_037870958.1
OG0007469	NP_001245927.1	XP_012552974.1
OG0007470	NP_001162871.1	XP_004924838.1
OG0007472	NP_648814.3	XP_037875226.1
OG0007473	NP_730506.1	XP_037875511.1
OG0007474	NP_652012.1	NP_001166194.1
OG0007475	NP_650895.1	XP_004925264.1
OG0007477	NP_476923.1	XP_004927126.2
OG0007478	NP_573257.1	XP_004929103.1
OG0007479	NP_730536.1	XP_012544109.2
OG0007480	NP_001245976.1	XP_012548468.2
OG0007481	NP_572738.1	XP_004929692.1
OG0007482	NP_650440.2	XP_004925441.1
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_037869293.1
OG0007485	NP_001284741.1	XP_004928996.1
OG0007486	NP_660194.1	XP_004922383.1
OG0007488	NP_572549.2	XP_037875149.1
OG0007489	NP_523463.2	NP_001040104.1
OG0007490	NP_649866.1	XP_004927971.1
OG0007492	NP_001286683.1	NP_001106745.1
OG0007493	NP_001285779.1	XP_004932556.1
OG0007494	NP_650454.2	XP_004927402.1
OG0007495	NP_001261224.1	XP_004932676.1
OG0007496	NP_608523.1	XP_004928822.3
OG0007498	NP_725094.1	XP_004927849.1
OG0007499	NP_611029.3	XP_004930958.2
OG0007501	NP_729346.1	XP_012551216.2
OG0007503	NP_001262675.1	XP_004921893.1
OG0007505	NP_648021.1, NP_569999.1	XP_004929495.2
OG0007508	NP_609397.2, NP_610129.3	XP_037867277.1
OG0007509	NP_611182.1, NP_001261039.1	XP_012550660.3
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_004926238.1
OG0007512	NP_524875.1	NP_001040105.1
OG0007513	NP_723703.1, NP_001285858.1	XP_021204863.1, XP_004927947.1
OG0007514	NP_001137790.1	XP_004930296.2
OG0007515	NP_651685.2	XP_021205140.2
OG0007516	NP_001262317.1	XP_004928730.1
OG0007517	NP_730133.1	NP_001166758.1
OG0007518	NP_001163171.1	XP_004926441.1
OG0007519	NP_650988.1	XP_021203166.2
OG0007521	NP_001246983.1	XP_037867577.1
OG0007523	NP_724982.1, NP_723031.1	XP_004924356.1
OG0007524	NP_001261020.1	XP_012551141.1
OG0007525	NP_001284761.2	XP_012550931.1
OG0007526	NP_001097225.1	XP_004923894.2
OG0007527	NP_001246193.1	XP_021203561.1
OG0007528	NP_651094.2	XP_004925764.1
OG0007529	NP_649101.2	XP_037868952.1
OG0007530	NP_477094.1	XP_037868601.1
OG0007531	NP_001246747.1	XP_037873122.1
OG0007532	NP_610784.1	XP_004930002.2
OG0007533	NP_609230.2	XP_004927763.1
OG0007535	NP_652011.3	XP_037873670.1
OG0007536	NP_609000.2	XP_004932966.2, XP_004932965.1, XP_012548605.1
OG0007537	NP_650714.1	XP_004922665.1, XP_004922666.1, XP_021207778.1
OG0007538	NP_001027237.1	XP_004922259.1
OG0007539	NP_610875.1	XP_037877746.1
OG0007542	NP_524908.1	NP_001243948.1, XP_012548061.2
OG0007544	NP_733132.2	XP_037875136.1
OG0007548	NP_572324.1	XP_012552591.3
OG0007550	NP_650070.1	XP_021203188.2
OG0007551	NP_001285513.1	XP_037871413.1
OG0007552	NP_001262337.1	XP_037876204.1
OG0007553	NP_001137721.1	NP_001166701.1, XP_012551893.1
OG0007554	NP_477249.3	NP_001108337.1
OG0007555	NP_650305.1	XP_012545281.2
OG0007556	NP_728186.1	XP_004927798.1
OG0007558	NP_001262460.1	NP_001243911.1, XP_037876099.1
OG0007559	NP_650242.1	XP_004922190.1
OG0007561	NP_001188534.1	XP_037873175.1
OG0007563	NP_573339.1	XP_004930924.1
OG0007604	NP_650690.1	XP_004927067.1
OG0007605	NP_001138076.1	XP_004930593.1
OG0007606	NP_001260247.1	XP_004924720.1
OG0007608	NP_001285171.1	XP_004923817.1
OG0007609	NP_001285162.1	XP_004928175.1
OG0007611	NP_001189075.1	XP_004923735.1
OG0007612	NP_649300.1	XP_012544117.1
OG0007613	NP_525055.1	XP_021208507.1
OG0007614	NP_001014461.1	XP_037877743.1
OG0007615	NP_650552.3	XP_004932824.1
OG0007616	NP_523418.1	XP_004928624.1
OG0007617	NP_001286270.1, NP_001286268.1	XP_004933259.1, XP_004933260.1
OG0007618	NP_609162.1	NP_001040370.1
OG0007619	NP_001261289.1	XP_004931593.1
OG0007621	NP_572241.2	XP_004928926.1
OG0007622	NP_725699.1	XP_004924198.1
OG0007623	NP_001097727.1	XP_004925701.1
OG0007628	NP_609026.1	XP_012543917.2
OG0007629	NP_723797.3	XP_021206214.2
OG0007630	NP_725536.1	XP_037875384.1
OG0007631	NP_726557.3	XP_021206616.1
OG0007633	NP_570023.1	XP_037869976.1
OG0007634	NP_649951.1	XP_004930667.2, XP_012549664.1
OG0007635	NP_649519.1	XP_012543924.1
OG0007636	NP_649865.1	XP_037872199.1
OG0007637	NP_732797.1, NP_651095.1	XP_004924680.1
OG0007639	NP_650933.2	XP_004931293.1
OG0007640	NP_001246971.1	XP_037872074.1
OG0007642	NP_001137962.1	XP_004932852.1
OG0007643	NP_001014650.2	XP_037868985.1
OG0007645	NP_610944.1	XP_037877619.1
OG0007648	NP_570054.2	XP_004925067.2
OG0007651	NP_572245.1	XP_037872633.1
OG0007652	NP_730941.1	XP_037876694.1
OG0007653	NP_730954.2	XP_012546369.1
OG0007654	NP_995767.1	XP_012544617.2
OG0007655	NP_724049.1	XP_004929396.1
OG0007657	NP_001162887.1	XP_037870231.1
OG0007659	NP_001263130.1	XP_004925515.1
OG0007660	NP_001015319.1	NP_001091774.1
OG0007661	NP_647853.1	XP_037875033.1
OG0007662	NP_001285205.1	XP_004930212.1
OG0007663	NP_523653.2	XP_004930027.2
OG0007664	NP_612113.2	XP_037869673.1
OG0007665	NP_649631.1	XP_004926118.1
OG0007666	NP_001245864.1	XP_037870564.1
OG0007667	NP_524876.1	XP_004932815.3
OG0007670	NP_729078.1	NP_001040122.1
OG0007671	NP_477479.1	XP_004928684.1
OG0007673	NP_609557.1	XP_004931811.1
OG0007674	NP_728102.1	NP_001091772.1
OG0007675	NP_611523.3	XP_037867218.1
OG0007676	NP_001285651.1	XP_037871583.1
OG0007677	NP_610801.1	XP_004927006.2
OG0007681	NP_611400.1	XP_004926378.1
OG0007682	NP_001262166.1	XP_004928477.1
OG0007683	NP_001260353.1	XP_004934344.1
OG0007684	NP_611436.2	XP_004930471.1
OG0007685	NP_001036705.1	XP_021204795.2
OG0007688	NP_609222.1	XP_004927391.1
OG0007689	NP_730096.2	XP_012551322.2
OG0007691	NP_650164.1	XP_012545236.1
OG0007694	NP_650284.2	XP_021206533.2
OG0007695	NP_648165.1	XP_037872596.1
OG0007696	NP_001368974.1	XP_004928301.2
OG0007697	NP_650897.3	XP_004932470.1
OG0007698	NP_648335.1, NP_648333.1	XP_004932702.1
OG0007699	NP_476873.2	XP_037876652.1
OG0007700	NP_001260475.1	XP_004929502.1
OG0007701	NP_001188528.1	XP_037868214.1
OG0007703	NP_650921.1	XP_037876428.1, XP_021202420.1
OG0007704	NP_731062.1	XP_021203609.2
OG0007705	NP_001285830.1	XP_004932108.1, XP_012550909.1
OG0007706	NP_001262999.1	XP_037872790.1
OG0007713	NP_001262674.1	XP_037876611.1
OG0007714	NP_724773.1	XP_037869429.1, NP_001108468.1
OG0007715	NP_611870.3	XP_021208422.1
OG0007716	NP_651119.2	XP_021203913.1
OG0007719	NP_650291.1	XP_004931877.1
OG0007720	NP_001286654.1	XP_037877149.1
OG0007721	NP_611187.1	XP_004931760.1
OG0007722	NP_001262529.1	XP_012545061.2
OG0007723	NP_995865.2	XP_037875664.1
OG0007729	NP_001369021.1	XP_037867703.1
OG0007730	NP_001261818.1	XP_037873156.1
OG0007731	NP_524840.2	XP_004929693.2
OG0007734	NP_001285037.1	XP_004923042.1
OG0007735	NP_572355.1	XP_004927866.1
OG0007737	NP_001286043.1	XP_012551293.2
OG0007740	NP_524458.1	XP_037868429.1
OG0007742	NP_648054.2	XP_004932847.1
OG0007743	NP_651756.1	XP_004932105.1
OG0007745	NP_651936.1	XP_037876957.1, XP_037876958.1
OG0007746	NP_001286087.1	XP_004930398.1
OG0007747	NP_572870.2	XP_037875117.1
OG0007748	NP_611186.2	XP_037877348.1, XP_021207319.2
OG0007749	NP_611968.1	XP_004924236.1
OG0007750	NP_731331.1	XP_004924187.1
OG0007754	NP_524658.2	XP_012549077.2
OG0007755	NP_609369.1	XP_037870251.1
OG0007756	NP_608509.1	XP_012549159.3
OG0007759	NP_001097287.1	XP_012545163.1
OG0007760	NP_729947.2	XP_037872474.1
OG0007763	NP_648509.1	XP_021208433.1
OG0007768	NP_611650.2	XP_037871338.1
OG0007770	NP_001259730.1	XP_004927404.1
OG0007773	NP_001246211.1	XP_037875957.1
OG0007774	NP_476705.1	XP_004932317.2
OG0007777	NP_523394.1	XP_021206053.2
OG0007778	NP_001246033.1	XP_012548011.2
OG0007781	NP_001262393.1	XP_004924462.1
OG0007784	NP_001097796.1	XP_021203312.2
OG0007786	NP_610349.1	XP_012552492.2, XP_004922764.2
OG0007787	NP_001285757.1	XP_004925880.2
OG0007788	NP_001286044.1	XP_012550605.1
OG0007789	NP_788719.1	XP_037867654.1
OG0007790	NP_476962.1	XP_021203906.2
OG0007792	NP_610502.1	XP_012546469.1
OG0007795	NP_652334.2	XP_004933535.1
OG0007796	NP_001014605.1	XP_004923043.1
OG0007798	NP_001285404.1	NP_001037014.1
OG0007799	NP_610591.1	NP_001040282.1
OG0007800	NP_001285209.1, NP_648518.1	XP_021207191.1
OG0007801	NP_001286116.1	XP_004934012.1
OG0007802	NP_611263.1	XP_004928559.1
OG0007804	NP_001137830.2	XP_037870886.1
OG0007805	NP_001137839.1	XP_012553229.1
OG0007807	NP_001260397.1, NP_001285848.1, NP_001285850.1, NP_001260398.1	XP_037877011.1
OG0007808	NP_649465.6	XP_004922071.1
OG0007813	NP_612060.2	XP_004931153.1
OG0007814	NP_647814.1	XP_021204789.1
OG0007815	NP_610551.1	XP_037866957.1
OG0007816	NP_001260414.1	XP_004930902.1
OG0007820	NP_001188583.1	XP_037867775.1
OG0007821	NP_731237.1	XP_004926522.1
OG0007822	NP_001260251.1	XP_021207688.1
OG0007823	NP_649347.1	XP_004929199.2
OG0007830	NP_001284993.1	XP_037870768.1
OG0007831	NP_647939.1	XP_012551281.1
OG0007832	NP_649695.1	XP_004924037.1
OG0007833	NP_001262333.1	XP_012551612.2
OG0007834	NP_523659.1	NP_001185652.1
OG0007836	NP_730454.2	XP_037868914.1
OG0007837	NP_001036401.1	XP_037875179.1
OG0007840	NP_001284909.1	XP_012544824.2
OG0007841	NP_648230.1	XP_037869774.1
OG0007842	NP_001285098.1	XP_012547637.2
OG0007844	NP_523544.2	XP_004927453.1
OG0007847	NP_608791.2	XP_004924762.1
OG0007849	NP_650382.3	XP_004932109.1
OG0007850	NP_001162683.1	XP_037870733.1
OG0007851	NP_572263.2	XP_004931836.3
OG0007852	NP_001245554.1	XP_037871176.1
OG0007854	NP_647699.1	XP_004932968.1, XP_021208101.1
OG0007855	NP_001262043.1	XP_004931535.1
OG0007856	NP_001162676.1	XP_037871063.1
OG0007857	NP_001261155.1	XP_004933391.1
OG0007858	NP_788506.1	XP_037868900.1
OG0007859	NP_001260788.1	XP_037869634.1
OG0007861	NP_001014491.1	XP_004932348.1, XP_012551153.1
OG0007863	NP_608762.3	XP_037868359.1
OG0007864	NP_001285820.1	XP_004933467.1
OG0007865	NP_729825.2	XP_037869167.1
OG0007866	NP_608526.1	XP_004931064.2
OG0007867	NP_524788.2	XP_004930158.1
OG0007868	NP_611469.1	XP_037870419.1
OG0007869	NP_610293.3	XP_037868530.1
OG0007870	NP_001285860.1	XP_012549187.1
OG0007871	NP_001097092.1	NP_001127747.1, XP_037877637.1
OG0007874	NP_722636.1	XP_004929171.1
OG0007875	NP_001162874.1	XP_012549995.1
OG0007876	NP_001259896.1	XP_037870319.1
OG0007877	NP_649182.4	XP_037868114.1, XP_037868127.1
OG0007878	NP_476769.1	XP_037867826.1
OG0007879	NP_651268.1	XP_037871870.1
OG0007881	NP_573102.1	XP_004929764.3
OG0007882	NP_511139.2	XP_037872315.1
OG0007883	NP_609403.2	XP_004922032.1
OG0007885	NP_001246293.1	XP_004929261.1
OG0007888	NP_001284736.1	XP_004932692.1
OG0007889	NP_001262281.1	XP_037872436.1
OG0007891	NP_648507.1	XP_012550487.1
OG0007892	NP_651206.3	XP_012545038.1
OG0007893	NP_650760.1	XP_004922014.2
OG0007894	NP_001287205.1	XP_037869848.1
OG0007895	NP_001246408.1	XP_004927289.2
OG0007896	NP_732995.1	XP_012545347.1, XP_037874476.1
OG0007898	NP_651343.1, NP_726137.2, NP_001262948.1	XP_004923362.1
OG0007899	NP_524073.2, NP_001246759.1	NP_001136227.1
OG0007901	NP_729715.2	XP_037871026.1
OG0007902	NP_001246976.1	XP_021202590.1
OG0007903	NP_524532.2	XP_012545476.2
OG0007904	NP_001285247.1	XP_004926184.1
OG0007906	NP_001285638.1	XP_004929234.1
OG0007907	NP_610180.1	XP_004930740.2
OG0007908	NP_001262638.1	XP_037875211.1
OG0007914	NP_001259967.1	NP_001296564.1
OG0007915	NP_608505.1	XP_004924986.1
OG0007921	NP_001259701.1	XP_012547431.2
OG0007933	NP_608727.1	XP_004923810.2
OG0007940	NP_001286800.1	XP_004923236.1
OG0007941	NP_649915.1, NP_611122.1, NP_572317.2, NP_572449.1	XP_004924997.1
OG0007944	NP_523823.1, NP_523624.2, NP_523822.1, NP_524536.2, NP_524277.1, NP_477425.1, NP_523453.1, NP_523622.2, NP_523656.2, NP_511081.1, NP_523553.1, NP_523554.1, NP_523555.1, NP_523821.1, NP_523458.3, NP_728315.1, NP_525013.2, NP_525046.1	NP_001166621.1, XP_012548773.2
OG0007957	NP_477314.1	NP_001037251.1
OG0007959	NP_788592.1	XP_004928639.1
OG0007960	NP_724939.1	XP_004928560.1
OG0007962	NP_001033852.1	XP_021206490.1
OG0007965	NP_730119.1	XP_037869998.1
OG0007969	NP_523918.1	NP_001124365.1, NP_001104825.1
OG0007970	NP_729504.2	XP_004927754.1
OG0007972	NP_728490.1	XP_021207163.2
OG0007976	NP_001137622.1	XP_004933269.3
OG0007978	NP_732262.1	XP_004933891.1
OG0007979	NP_608976.1, NP_608977.1	XP_037872885.1, XP_037872892.1, XP_037872891.1, XP_037872889.1, XP_037872888.1, XP_037872887.1, XP_037872886.1, XP_037872890.1
OG0007985	NP_609889.1	XP_004926269.1
OG0007986	NP_476948.1	XP_004922646.1
OG0007992	NP_650527.2	XP_004921750.1
OG0007993	NP_001260058.1	XP_037877257.1
OG0007994	NP_001246838.1	XP_037869610.1
OG0007999	NP_001261480.1	XP_037869138.1
OG0008001	NP_001259838.1	XP_037869399.1
OG0008003	NP_001285237.1	XP_004927682.1
OG0008004	NP_572963.1	XP_004924097.2
OG0008005	NP_524060.2	NP_001104817.1
OG0008007	NP_572674.3	XP_004928949.1
OG0008010	NP_572998.1	XP_004923969.1
OG0008011	NP_572815.3	XP_012547774.1, XP_012547775.1
OG0008012	NP_731873.1	XP_004924025.1
OG0008013	NP_788420.1	XP_012547047.1
OG0008015	NP_001097200.1	XP_037870816.1
OG0008017	NP_651833.1	XP_021205813.1, XP_037870472.1
OG0008022	NP_001261059.1	XP_004931104.1
OG0008023	NP_725104.1	NP_001037028.1
OG0008024	NP_477187.1	XP_037868923.1, XP_037868922.1
OG0008026	NP_609191.1	XP_004930159.1, XP_012549303.1
OG0008032	NP_001097743.1	XP_004924622.1
OG0008043	NP_572685.2	XP_037869515.1
OG0008044	NP_001027079.1	NP_001140195.1
OG0008045	NP_608809.1	XP_004927995.2
OG0008049	NP_001097169.1	XP_004930878.1
OG0008051	NP_612008.1	XP_004925004.1
OG0008053	NP_001259309.1	XP_004922728.1
OG0008055	NP_001245414.1	XP_021204170.1
OG0008056	NP_610420.1	XP_004933458.1
OG0008057	NP_649132.1	NP_001040415.1
OG0008058	NP_648911.1	XP_004933370.2
OG0008059	NP_608972.1	XP_004931222.1
OG0008063	NP_001260338.1	XP_004928988.2
OG0008065	NP_001097011.1	XP_037874750.1
OG0008066	NP_608823.2	XP_004930343.1
OG0008071	NP_001286887.1	XP_004921876.1
OG0008072	NP_651070.3	XP_004930431.1
OG0008079	NP_649174.1	XP_004927981.1, XP_037870973.1
OG0008080	NP_001163314.1	XP_004932629.1
OG0008086	NP_001260501.1	NP_001040185.1
OG0008087	NP_476684.1	XP_012548725.2
OG0008089	NP_001259704.1	XP_037869092.1
OG0008091	NP_001262277.1	XP_037876438.1
OG0008092	NP_650718.2	XP_004933079.2
OG0008093	NP_001260572.1	XP_004927823.3
OG0008094	NP_573355.1	XP_012547350.2
OG0008096	NP_001036552.1	XP_004929612.1
OG0008097	NP_609075.1	XP_004925049.1
OG0008100	NP_573143.1	XP_004924890.2
OG0008103	NP_001261460.1	XP_004930411.1
OG0008105	NP_649692.2	XP_004922097.1
OG0008108	NP_001189216.1	NP_001123587.1
OG0008109	NP_001189223.1	XP_004925293.2
OG0008110	NP_001096974.1	XP_021205623.1
OG0008111	NP_001259527.1	XP_004930355.2
OG0008113	NP_001286931.1	XP_004922189.2
OG0008114	NP_001261932.1	XP_004931466.1
OG0008117	NP_001033972.1	XP_037871901.1
OG0008118	NP_001286866.1	XP_012551085.2
OG0008121	NP_001097362.1	XP_037867814.1
OG0008122	NP_723214.2	XP_037866644.1
OG0008126	NP_001303333.1	NP_001296529.1
OG0008127	NP_001137791.2	XP_012544341.1
OG0008128	NP_001261386.1	XP_037867028.1
OG0008129	NP_001262983.1	XP_004931299.1
