Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0006634	NP_647753.1	XP_001654338.2
OG0006635	NP_723746.1	XP_021703806.1
OG0006638	NP_001259129.1	XP_001657730.2
OG0006639	NP_001303569.1	XP_021694514.1
OG0006640	NP_647681.2	XP_021693918.1
OG0006641	NP_523860.2	XP_001659192.2
OG0006642	NP_001246701.1	XP_021698330.1
OG0006643	NP_524593.1	XP_001659742.2
OG0006644	NP_001246636.1	XP_021698027.1
OG0006645	NP_001036712.1	XP_021700538.1
OG0006646	NP_648976.2	XP_001659809.1
OG0006647	NP_001262661.1	XP_021694152.1, XP_021694025.1
OG0006648	NP_524830.2	XP_001655800.2
OG0006649	NP_001097795.1	XP_001660547.2
OG0006650	NP_651043.2	XP_021694894.1
OG0006651	NP_001246417.1	XP_021707903.1
OG0006652	NP_511114.2	XP_021695167.1
OG0006653	NP_001260807.1	XP_021705980.1
OG0006654	NP_732637.1	XP_001657903.2
OG0006655	NP_733334.1	XP_021693218.1
OG0006656	NP_476751.1	XP_021696607.1, XP_021696608.1
OG0006657	NP_001261752.1	XP_001661237.1
OG0006658	NP_610341.2	XP_001651882.1
OG0006659	NP_523651.4	XP_001653516.2
OG0006661	NP_652072.1	XP_001657977.2
OG0006662	NP_001036369.3	XP_021709178.1
OG0006663	NP_524322.1	XP_001657582.2
OG0006664	NP_001284962.1	XP_021710662.1
OG0006665	NP_573020.2	XP_001657248.1
OG0006666	NP_001261244.1	XP_021707292.1, XP_021712363.1
OG0006667	NP_001260066.1	XP_021702177.1
OG0006668	NP_572884.1	XP_021693528.1
OG0006669	NP_001261806.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	NP_001261884.1	XP_001651908.2
OG0006671	NP_511168.3	XP_021694700.1
OG0006672	NP_644677.1, NP_572976.1	XP_001648305.2
OG0006673	NP_610851.2	XP_001649363.2
OG0006674	NP_001097906.1	XP_001649614.2
OG0006675	NP_733018.1	XP_021697515.1, XP_001649753.1
OG0006676	NP_650650.1	XP_001650486.2
OG0006677	NP_001246788.1	XP_001650535.2
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_001650658.1
OG0006679	NP_001286616.1	XP_001650939.1
OG0006680	NP_524157.2	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	NP_001287422.2	XP_001651467.2
OG0006682	NP_001263002.1	XP_001651485.1
OG0006683	NP_001259114.1	XP_001651641.2
OG0006684	NP_610264.1	XP_001652310.1
OG0006685	NP_650146.1	XP_001652628.1
OG0006686	NP_001286984.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	NP_001261219.1	XP_001653797.2
OG0006688	NP_608608.2	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	NP_001261251.1	XP_001654433.1
OG0006690	NP_001260675.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_001655031.2, XP_001655032.2
OG0006692	NP_726368.2	XP_001655345.2
OG0006693	NP_001246066.1	XP_001655525.2
OG0006695	NP_001262588.1	XP_001655962.2
OG0006696	NP_001262544.1, NP_611915.1	XP_001656638.2
OG0006697	NP_001027093.1	XP_001657371.1
OG0006698	NP_001261300.1	XP_001657531.1
OG0006699	NP_648574.1	XP_001657892.1
OG0006700	NP_609380.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	NP_610031.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_001659401.2
OG0006703	NP_650646.1	XP_001659696.2
OG0006704	NP_788522.1	XP_001659808.1
OG0006706	NP_001286635.1	XP_001661378.2
OG0006707	NP_609052.1	XP_001661397.1
OG0006708	NP_572755.1	XP_001662978.1
OG0006709	NP_001285859.1	XP_001662982.2
OG0006710	NP_572332.1	XP_001663461.1
OG0006711	NP_732533.1	XP_021693038.1
OG0006713	NP_651682.1	XP_021693731.1
OG0006714	NP_647783.3	XP_021693953.1
OG0006715	NP_001137703.1	XP_021695989.1
OG0006716	NP_001262649.1	XP_021696745.1
OG0006717	NP_647898.3	XP_021696914.1
OG0006718	NP_612024.4	XP_021697247.1
OG0006719	NP_725178.2	XP_021697274.1
OG0006720	NP_724619.2	XP_021697553.1
OG0006721	NP_001261159.1	XP_021697876.1, XP_021697877.1
OG0006722	NP_001284773.1	XP_021698307.1
OG0006723	NP_001246283.1	XP_021698606.1
OG0006724	NP_573137.1	XP_021700236.1
OG0006725	NP_001260554.1	XP_021700773.1
OG0006726	NP_609327.3	XP_021700931.1
OG0006728	NP_001096908.1	XP_021701229.1
OG0006729	NP_611531.2	XP_021701639.1, XP_021701640.1
OG0006731	NP_609190.2	XP_021701718.1
OG0006732	NP_610434.1	XP_021702123.1
OG0006733	NP_609564.1	XP_021702247.1
OG0006734	NP_608979.2	XP_021702385.1, XP_021702373.1
OG0006735	NP_001284725.1	XP_021702801.1, XP_021702766.1
OG0006736	NP_001260188.1	XP_021703000.1
OG0006737	NP_609193.1	XP_021703021.1, XP_021712146.1
OG0006738	NP_788038.1	XP_021703763.1
OG0006739	NP_001286748.1	XP_021703878.1
OG0006740	NP_611642.2	XP_021704283.1
OG0006741	NP_001036740.2	XP_021705141.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_021705342.1
OG0006743	NP_651085.2	XP_021705453.1
OG0006744	NP_001261340.1	XP_021706745.1
OG0006745	NP_649211.1	XP_021706761.1
OG0006746	NP_001261799.1	XP_021706769.1
OG0006747	NP_648204.1	XP_021707018.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_021710739.1, XP_021707799.1
OG0006749	NP_523705.2, NP_612571.1	XP_021708789.1
OG0006750	NP_524048.2	XP_021708822.1
OG0006751	NP_001260992.1	XP_021709044.1
OG0006752	NP_001097174.1	XP_021709282.1
OG0006753	NP_725497.1	XP_021709369.1
OG0006754	NP_651223.2	XP_021712263.1, XP_021713262.1
OG0006798	NP_001246276.1	XP_001662431.1
OG0006799	NP_609142.1, NP_001036353.1	XP_001652015.1
OG0006800	NP_001188691.1	XP_001663436.1
OG0006801	NP_652014.1	XP_001663403.2
OG0006802	NP_649645.1	XP_001654090.1
OG0006803	NP_001014599.2	XP_001655519.1
OG0006804	NP_524328.1	XP_001651784.1
OG0006805	NP_511058.1	XP_001663981.1
OG0006806	NP_728489.2	XP_001656429.1
OG0006807	NP_523813.1	XP_001663765.1
OG0006808	NP_723327.1	XP_021704085.1
OG0006809	NP_649089.2	XP_001649130.1
OG0006810	NP_649202.1	XP_001652245.1
OG0006811	NP_001260339.1	XP_001649336.1
OG0006812	NP_524180.1	XP_001661903.1
OG0006813	NP_649243.1	XP_001658970.1
OG0006814	NP_650961.2	XP_001648627.1
OG0006815	NP_001036720.1	XP_001652716.2
OG0006816	NP_610024.1	XP_001660799.1
OG0006817	NP_001285512.1	XP_001662426.2
OG0006818	NP_523923.1	XP_001661672.2
OG0006819	NP_524284.1	XP_001648902.1
OG0006820	NP_001260563.1	XP_001649871.1
OG0006821	NP_648880.1	XP_001654333.2
OG0006822	NP_725343.1	XP_021704837.1
OG0006823	NP_001246059.1	XP_001650494.1
OG0006824	NP_001287182.1	XP_001655825.1
OG0006825	NP_001097372.1	XP_021701660.1
OG0006826	NP_788764.1	XP_001655586.1
OG0006827	NP_609086.1	XP_001662633.1
OG0006828	NP_649641.1	XP_001656225.2
OG0006829	NP_001287013.1	XP_001648569.1
OG0006830	NP_648351.1	XP_021709625.1
OG0006831	NP_524104.2	XP_001654332.2
OG0006832	NP_523817.1	XP_001654398.2
OG0006833	NP_001260735.1	XP_001648564.1
OG0006834	NP_648500.1	XP_001656511.2
OG0006835	NP_725106.1	XP_001661657.1
OG0006836	NP_609789.1	XP_021700389.1
OG0006838	NP_001285012.1	XP_021700506.1
OG0006839	NP_001033848.1, NP_608634.1	XP_001659264.1
OG0006840	NP_001287192.1	XP_001648765.1
OG0006841	NP_001163644.1	XP_001648001.1
OG0006842	NP_001285334.1	XP_001652937.1
OG0006843	NP_001286407.1	XP_001648944.1
OG0006844	NP_477419.1	XP_001659470.1
OG0006845	NP_647981.1	XP_001662295.2
OG0006846	NP_001027074.1	XP_001655352.1
OG0006847	NP_524115.1	XP_001659482.1
OG0006848	NP_572354.1	XP_021695001.1
OG0006850	NP_650067.1	XP_001649116.1
OG0006851	NP_001286784.1	XP_001648667.1
OG0006852	NP_651660.1	XP_001647892.2
OG0006854	NP_524586.1	XP_001655578.1
OG0006855	NP_608895.1	XP_021702225.1
OG0006856	NP_609949.1	XP_001663785.1
OG0006857	NP_788610.1	XP_021707300.1, XP_001651133.2
OG0006858	NP_523785.2	XP_001664061.1
OG0006859	NP_651972.1	XP_001654150.1
OG0006860	NP_649184.1	XP_021704437.1, XP_021704438.1
OG0006861	NP_611065.1	XP_001652621.1
OG0006862	NP_572390.1	XP_001661241.1
OG0006863	NP_001188867.1	XP_001655624.2
OG0006864	NP_611695.1	XP_001663442.1
OG0006865	NP_477080.1	XP_001659377.1
OG0006867	NP_651829.1	XP_001662974.1
OG0006868	NP_609339.1	XP_001656501.2
OG0006869	NP_650470.1	XP_001657653.1
OG0006870	NP_651118.1	XP_001656652.2
OG0006871	NP_722456.1	XP_001661113.1
OG0006872	NP_001260069.1	XP_001658760.1
OG0006874	NP_001247368.1	XP_021699546.1
OG0006875	NP_648027.3	XP_001652035.1
OG0006876	NP_995816.1	XP_001648589.2
OG0006878	NP_001285170.1	XP_001656467.1
OG0006879	NP_001246480.1	XP_001661804.1
OG0006880	NP_650954.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006881	NP_001138075.1	XP_021693079.1
OG0006882	NP_609926.1	XP_001659284.1
OG0006884	NP_001286868.1	XP_001658212.1
OG0006885	NP_001260836.2	XP_001661806.2
OG0006886	NP_611840.1	XP_001659497.1
OG0006887	NP_610547.1	XP_001663197.2
OG0006888	NP_524910.1	XP_001663881.1
OG0006889	NP_001285658.1, NP_728367.3	XP_001658586.1
OG0006890	NP_609936.1	XP_001664309.1
OG0006891	NP_524032.2	XP_001652851.2
OG0006892	NP_523893.1	XP_001659845.2
OG0006893	NP_001189308.1	XP_001661570.1
OG0006894	NP_611686.2	XP_011493542.1, XP_001654507.1
OG0006895	NP_536733.1	XP_001651096.1
OG0006896	NP_001259877.1	XP_001654929.2
OG0006897	NP_001262986.1	XP_001663931.1
OG0006898	NP_610737.1	XP_001660269.1
OG0006899	NP_651331.1	XP_001651670.2
OG0006900	NP_001259892.1	XP_001658248.1
OG0006901	NP_001285438.1	XP_001648358.1
OG0006902	NP_524940.1	XP_001656686.2
OG0006903	NP_572170.1	XP_001654738.1
OG0006905	NP_001189105.1	XP_001653951.1
OG0006906	NP_648409.1	XP_001649896.2
OG0006907	NP_001350856.1	XP_001652952.2
OG0006908	NP_651529.2	XP_021703551.1
OG0006909	NP_650865.1	XP_001653974.1
OG0006910	NP_001097963.1	XP_021693726.1
OG0006911	NP_610702.1	XP_001662018.2
OG0006912	NP_723735.2	XP_021701816.1
OG0006913	NP_001262769.1	XP_021707577.1
OG0006914	NP_610670.2	XP_001659386.1
OG0006915	NP_730192.2	XP_021698994.1
OG0006916	NP_609981.1	XP_021702895.1
OG0006917	NP_573099.1	XP_001657887.1
OG0006918	NP_476886.1	XP_021693821.1
OG0006919	NP_001033932.2	XP_021700266.1
OG0006920	NP_477145.1	XP_001657573.2
OG0006921	NP_573128.2	XP_001654806.1
OG0006922	NP_648439.1	XP_001652869.2
OG0006923	NP_001368991.1	XP_001653060.2
OG0006924	NP_611871.2	XP_001653726.2
OG0006925	NP_524450.2	XP_001659922.2
OG0006927	NP_524776.1	XP_021697592.1
OG0006928	NP_001368954.1	XP_021706425.1
OG0006929	NP_001262456.1	XP_001648761.2
OG0006930	NP_651857.2	XP_001650620.1
OG0006931	NP_001285095.1	XP_001651840.1
OG0006932	NP_609209.2	XP_021703913.1
OG0006933	NP_610169.1	XP_001659319.2
OG0006934	NP_651044.1	XP_021710698.1
OG0006935	NP_726243.1	XP_001655906.1
OG0006937	NP_001287400.1	XP_001650856.2
OG0006938	NP_001259806.1	XP_001658686.2
OG0006939	NP_001247033.1	XP_021698827.1, XP_021698829.1
OG0006940	NP_525099.3	XP_001650711.1
OG0006941	NP_647798.1	XP_001653714.2
OG0006943	NP_649512.1	XP_021703016.1
OG0006944	NP_727785.1	XP_001656755.2
OG0006945	NP_542443.4	XP_001655040.1
OG0006946	NP_001287052.1	XP_021704361.1
OG0006948	NP_001286684.1	XP_001651868.2
OG0006949	NP_001260196.1	XP_001648832.1
OG0006950	NP_651079.2	XP_021713260.1
OG0006951	NP_001188706.1	XP_001649289.2
OG0006952	NP_524834.2	XP_001658759.1
OG0006953	NP_650554.3	XP_021693940.1
OG0006954	NP_001097646.1	XP_021698685.1
OG0006955	NP_996147.1	XP_021693759.1
OG0006956	NP_611693.1	XP_001649979.1
OG0006957	NP_726006.3	XP_021697154.1
OG0006958	NP_611961.1	XP_001655918.2
OG0006959	NP_652607.1	XP_021697595.1
OG0006960	NP_001036597.1	XP_001653167.1
OG0006961	NP_001284813.1	XP_001651548.1
OG0006962	NP_524212.2	XP_001655375.2
OG0006963	NP_609478.1	XP_001656935.1, XP_021700525.1
OG0006964	NP_001261957.1, NP_730182.1	XP_021698920.1
OG0006965	NP_001259286.1	XP_021698157.1
OG0006966	NP_001261722.1	XP_021704121.1
OG0006967	NP_651754.1	XP_001656650.2
OG0006968	NP_001036460.1	XP_001657496.1
OG0006969	NP_524894.1	XP_001653055.1
OG0006970	NP_733329.1	XP_021696539.1
OG0006971	NP_001163786.1	XP_021713353.1
OG0006972	NP_001285589.1	XP_001657794.2
OG0006973	NP_569954.1	XP_001657325.2
OG0006974	NP_650486.1	XP_001663383.1
OG0006975	NP_650542.1	XP_021708629.1
OG0006976	NP_476710.2	XP_021698676.1
OG0006979	NP_609738.1	XP_021695269.1
OG0006980	NP_729983.1	XP_021705880.1
OG0006981	NP_001259941.1	XP_021700823.1
OG0006982	NP_001261577.1	XP_021696526.1
OG0006983	NP_001261373.1	XP_021698649.1
OG0006984	NP_001286565.1	XP_021708933.1
OG0006985	NP_001286577.1	XP_021695908.1
OG0006986	NP_001284797.1	XP_021700394.1
OG0006987	NP_001286807.1	XP_021695967.1
OG0006988	NP_001286070.1	XP_001650246.1
OG0006990	NP_723971.1	XP_021703948.1
OG0006991	NP_609305.1	XP_001656318.2
OG0006992	NP_477502.1	XP_021697405.1
OG0006993	NP_610642.2	XP_021701809.1
OG0006994	NP_523910.1	XP_021696955.1
OG0006995	NP_001036711.1	XP_021707679.1
OG0006996	NP_650704.1	XP_001648997.1
OG0006998	NP_609370.2	XP_001655209.2
OG0006999	NP_476593.2	XP_001648288.1
OG0007001	NP_649318.1	XP_001659260.2
OG0007002	NP_001303402.1	XP_021696070.1
OG0007003	NP_001163721.1	XP_021710880.1
OG0007004	NP_608841.1	XP_001659514.1
OG0007005	NP_573239.1	XP_021694229.1
OG0007006	NP_001137996.2	XP_001653135.2
OG0007007	NP_524596.1	XP_001662973.2
OG0007008	NP_573026.1	XP_001649385.2
OG0007009	NP_524939.1	XP_001650271.2
OG0007010	NP_001259381.1	XP_001661571.1
OG0007012	NP_611862.1	XP_001653953.1
OG0007013	NP_723549.1	XP_001653417.2
OG0007014	NP_001259837.1	XP_001657046.1
OG0007015	NP_001096864.1	XP_021710788.1
OG0007016	NP_648755.1	XP_001661901.2
OG0007017	NP_610048.2	XP_021702308.1
OG0007018	NP_001015187.2	XP_001655444.2
OG0007020	NP_647737.1	XP_001655003.1
OG0007021	NP_001261795.1	XP_021705246.1
OG0007022	NP_650431.1	XP_001654913.2
OG0007023	NP_609607.1	XP_021693712.1
OG0007024	NP_477271.1	XP_021708220.1
OG0007025	NP_650520.1	XP_001652146.1
OG0007026	NP_001162645.1	XP_011493168.2
OG0007027	NP_649129.1	XP_001654470.1
OG0007028	NP_647901.1	XP_021699353.1
OG0007029	NP_001163639.1	XP_021707715.1
OG0007030	NP_652724.1	XP_001664206.2
OG0007031	NP_001246473.1	XP_021702882.1
OG0007032	NP_001246256.1	XP_001659378.1
OG0007033	NP_001260200.1	XP_021702525.1
OG0007034	NP_649965.2	XP_001657512.3
OG0007035	NP_608521.1	XP_001656938.1
OG0007036	NP_477432.3	XP_021695868.1
OG0007037	NP_001137648.1, NP_611151.1	XP_001654094.2
OG0007038	NP_611363.2	XP_001663147.2
OG0007039	NP_610292.2	XP_021699395.1
OG0007040	NP_476946.1	XP_021702282.1
OG0007041	NP_001104452.1	XP_001661932.1
OG0007043	NP_477242.1	XP_021698239.1
OG0007044	NP_648247.1	XP_001661096.2
OG0007045	NP_651182.2	XP_021697072.1
OG0007046	NP_001261051.1	XP_021710389.1
OG0007047	NP_001033884.2	XP_021702026.1
OG0007049	NP_001369036.1	XP_021699297.1
OG0007050	NP_611080.1	XP_021697938.1
OG0007051	NP_001260871.1	XP_001660147.3
OG0007052	NP_609452.1	XP_001650205.1
OG0007053	NP_001262893.1	XP_021713143.1
OG0007054	NP_001263142.1	XP_001651607.1
OG0007055	NP_001259133.1	XP_021699715.1
OG0007056	NP_001285218.1	XP_001655773.1
OG0007057	NP_610997.1	XP_001656301.2
OG0007058	NP_648787.2	XP_021709471.1
OG0007059	NP_523403.2	XP_001649970.1
OG0007060	NP_001262717.1	XP_021706192.1
OG0007061	NP_001163511.1	XP_021710016.1, XP_021710015.1
OG0007063	NP_611008.2	XP_021707982.1, XP_001662684.2
OG0007064	NP_477039.1	XP_021710033.1
OG0007065	NP_001285509.1	XP_001658614.1
OG0007066	NP_609058.2	XP_021703944.1
OG0007067	NP_001262000.1	XP_001652343.2
OG0007068	NP_001259972.1	XP_021702550.1
OG0007070	NP_001303376.1	XP_021696489.1
OG0007071	NP_477416.1	XP_001652160.1
OG0007072	NP_649072.1	XP_001661842.1
OG0007073	NP_001286637.1	XP_021698914.1, XP_021698915.1
OG0007074	NP_573119.1	XP_001660397.2
OG0007075	NP_001097002.1	XP_021699158.1
OG0007076	NP_524757.1	XP_001649813.1
OG0007077	NP_650955.1	XP_001656403.1
OG0007078	NP_001286617.1	XP_001655808.1
OG0007079	NP_524199.1	XP_001648030.2
OG0007080	NP_610761.2	XP_001653922.2
OG0007081	NP_001261138.1	XP_021700181.1
OG0007082	NP_648944.1	XP_001653153.1
OG0007083	NP_476708.1	XP_011493248.1
OG0007084	NP_524764.1	XP_021707871.1
OG0007086	NP_610928.1	XP_021697878.1
OG0007087	NP_524071.2	XP_021708361.1
OG0007088	NP_651601.1	XP_001662951.1
OG0007089	NP_001246428.1	XP_021707395.1
OG0007090	NP_001163531.1	XP_021700012.1
OG0007091	NP_650459.1	XP_001657782.1
OG0007092	NP_652063.1	XP_021705407.1
OG0007093	NP_611113.1	XP_001662138.2
OG0007094	NP_001262001.1	XP_001658036.2
OG0007095	NP_524549.1	XP_021702532.1
OG0007096	NP_001027032.1	XP_001652655.2
OG0007097	NP_001262804.1	XP_021712857.1
OG0007098	NP_001259946.1	XP_001659672.1
OG0007099	NP_610000.1	XP_001658172.2
OG0007100	NP_001162899.1	XP_021700031.1
OG0007101	NP_648819.2	XP_001655691.1, XP_021708110.1
OG0007102	NP_573075.1, NP_611459.1	XP_001654005.2
OG0007103	NP_001285190.1	XP_001661342.2
OG0007104	NP_001097249.1	XP_001654680.1
OG0007105	NP_001287545.1	XP_021706625.1
OG0007106	NP_612112.1	XP_021698013.1
OG0007107	NP_650111.3	XP_001657781.2, XP_021712612.1
OG0007108	NP_649777.1	XP_001652148.1
OG0007109	NP_001246599.1	XP_021698823.1
OG0007110	NP_650128.1	XP_021693012.1
OG0007111	NP_001259457.1	XP_021699356.1, XP_021704564.1
OG0007112	NP_612045.1	XP_001649893.1
OG0007113	NP_001097853.1	XP_001659396.1
OG0007115	NP_725369.1	XP_001657306.2
OG0007116	NP_001027109.2	XP_021698849.1
OG0007117	NP_001262220.1	XP_001656907.2
OG0007118	NP_648205.1	XP_001653970.1
OG0007119	NP_524737.2	XP_021709286.1
OG0007120	NP_001246323.1	XP_021705543.1
OG0007121	NP_001259175.1	XP_021706629.1
OG0007122	NP_609999.2	XP_001649734.1
OG0007123	NP_001097549.1	XP_021696570.1
OG0007124	NP_001259172.1	XP_021705484.1
OG0007125	NP_001246856.1	XP_021696773.1
OG0007126	NP_001014589.1	XP_001661086.1
OG0007127	NP_609237.1	XP_021700627.1
OG0007128	NP_001259621.1	XP_021706174.1
OG0007129	NP_648489.1	XP_001661999.1
OG0007130	NP_477354.1	XP_001648490.1
OG0007131	NP_001036375.2	XP_021700365.1
OG0007132	NP_609151.2	XP_001649465.2
OG0007133	NP_996213.1	XP_001663588.1
OG0007134	NP_608525.1	XP_001660492.2
OG0007135	NP_610760.1	XP_001659543.2
OG0007136	NP_726175.3	XP_021696032.1
OG0007137	NP_524316.1	XP_021708362.1
OG0007138	NP_524364.2	XP_021695012.1
OG0007139	NP_001246108.1	XP_001663435.1
OG0007140	NP_001303371.1	XP_001654491.2
OG0007141	NP_001259148.1	XP_021699379.1
OG0007142	NP_647880.1	XP_021699268.1
OG0007143	NP_572836.1	XP_021705224.1
OG0007145	NP_723789.2	XP_021702552.1
OG0007146	NP_651978.2	XP_001655108.1
OG0007147	NP_001036609.1	XP_021697116.1
OG0007148	NP_650083.1	XP_001658319.1
OG0007149	NP_650734.2	XP_021702034.1, XP_021702042.1
OG0007150	NP_001189165.1	XP_001664176.2
OG0007151	NP_609490.1	XP_001654560.1
OG0007152	NP_001262729.1	XP_001662506.1
OG0007153	NP_648553.1	XP_001653862.1
OG0007154	NP_001027089.1	XP_001648056.1
OG0007155	NP_651986.2	XP_021705657.1
OG0007156	NP_650553.1	XP_021706383.1
OG0007158	NP_725476.1	XP_021695725.1
OG0007159	NP_001259934.1	XP_001658768.2
OG0007160	NP_730600.1	XP_001648798.2
OG0007161	NP_649626.1	XP_021693387.1
OG0007162	NP_572673.1	XP_021708046.1
OG0007163	NP_728468.1	XP_001651034.1
OG0007164	NP_001303440.1	XP_021705703.1
OG0007165	NP_001285679.1	XP_021701460.1
OG0007166	NP_728573.1	XP_021696287.1
OG0007168	NP_001138001.1	XP_001662376.1
OG0007169	NP_611959.2	XP_001653586.2
OG0007170	NP_001137876.1	XP_001647746.1
OG0007171	NP_612003.1	XP_021713253.1
OG0007172	NP_649713.1	XP_001655946.2
OG0007173	NP_652037.1	XP_001657235.1
OG0007174	NP_525105.2	XP_001649284.1
OG0007175	NP_647995.1	XP_001662454.2
OG0007176	NP_650307.2	XP_001656637.1
OG0007177	NP_723226.1	XP_011493455.1
OG0007178	NP_001036342.1	XP_021701729.1
OG0007179	NP_001262895.1	XP_021700837.1
OG0007180	NP_001261188.1	XP_021697849.1
OG0007182	NP_523665.2	XP_001650439.2
OG0007184	NP_572576.1	XP_021706715.1
OG0007185	NP_001287558.1	XP_021693929.1
OG0007187	NP_647623.1	XP_001653450.2
OG0007188	NP_573000.1	XP_001660333.1
OG0007189	NP_001259576.1	XP_021699929.1
OG0007190	NP_611676.1	XP_021700127.1
OG0007192	NP_001259914.1	XP_001663279.1
OG0007193	NP_001097981.1	XP_021699538.1, XP_021699531.1
OG0007195	NP_511069.3	XP_021706587.1
OG0007196	NP_572710.1	XP_001662448.1
OG0007197	NP_001260166.1	XP_021712980.1
OG0007198	NP_001284938.1	XP_001655482.1
OG0007199	NP_524942.1	XP_021703941.1, XP_021703942.1, XP_001648865.1
OG0007200	NP_648178.1	XP_001661818.2
OG0007201	NP_001259184.1	XP_021705122.1
OG0007202	NP_524626.1	XP_021704626.1
OG0007204	NP_476793.1	XP_001648340.2
OG0007205	NP_728621.1	XP_021698655.1
OG0007206	NP_524831.2	XP_021699655.1
OG0007208	NP_001284796.1	XP_001661454.1
OG0007209	NP_610267.2	XP_021695914.1
OG0007210	NP_001027138.2	XP_021704617.1
OG0007212	NP_477064.1	XP_021695851.1
OG0007213	NP_001260649.1	XP_021701785.1
OG0007214	NP_476762.1	XP_001661192.2, XP_021699627.1
OG0007217	NP_649573.2	XP_001649174.2
OG0007219	NP_001260144.1	XP_021707980.1
OG0007220	NP_001287225.1	XP_001658238.1
OG0007222	NP_477448.1	XP_001654992.2
OG0007223	NP_001284786.1	XP_021702619.1
OG0007225	NP_650752.2	XP_021713390.1
OG0007226	NP_524756.2	XP_021700868.1
OG0007227	NP_524535.2	XP_001650415.2
OG0007228	NP_477324.1	XP_021710128.1
OG0007229	NP_609325.2, NP_001015502.3	XP_001649719.1
OG0007230	NP_511096.2	XP_001654826.2
OG0007231	NP_477401.2	XP_021707699.1
OG0007232	NP_511094.1	XP_001656178.2
OG0007233	NP_996087.2	XP_001648494.1
OG0007234	NP_001188596.1	XP_021713348.1
OG0007235	NP_611100.1	XP_021705486.1, XP_021705487.1
OG0007236	NP_001260712.1	XP_021702627.1
OG0007237	NP_650000.1	XP_021713393.1
OG0007239	NP_001286990.1	XP_021697326.1
OG0007241	NP_649546.1	XP_021710701.1
OG0007242	NP_001162756.1	XP_001660425.1
OG0007243	NP_001286836.1	XP_021705485.1
OG0007244	NP_611422.2	XP_001650619.1
OG0007245	NP_610610.1	XP_001658356.1
OG0007248	NP_651581.2	XP_001648330.1
OG0007249	NP_001259560.1	XP_021700943.1
OG0007250	NP_609790.1	XP_001657324.1
OG0007251	NP_524333.1	XP_001651546.2
