Orthogroup	Drosophila_melanogaster	Nasonia_vitripennis
OG0006489	NP_650854.1	XP_008206393.1
OG0006490	NP_001260049.1	XP_016841447.1
OG0006491	NP_001262064.1	XP_001608182.2
OG0006492	NP_477132.1	XP_031779053.1
OG0006493	NP_001287323.1	XP_031784925.1, XP_008207522.2
OG0006494	NP_523415.1	XP_008213577.1
OG0006495	NP_652039.2	XP_001605944.1
OG0006496	NP_648451.1	XP_016839853.1
OG0006497	NP_001286123.1	XP_031783070.1
OG0006498	NP_609547.2	XP_003423927.1
OG0006499	NP_001260984.1	XP_031783602.1
OG0006500	NP_995745.1	XP_001605766.1
OG0006501	NP_001260732.1	XP_001603108.1
OG0006502	NP_001262121.1	XP_008217085.1, XP_001606048.1
OG0006503	NP_001259149.1	XP_016840456.1
OG0006504	NP_001033801.3	XP_032454028.1
OG0006505	NP_724254.1	XP_031784057.1
OG0006506	NP_001286906.1	XP_008217001.1
OG0006507	NP_001261432.1	XP_031789298.2
OG0006508	NP_001261229.1	XP_016839579.1
OG0006509	NP_651753.2	XP_008205594.1
OG0006510	NP_001246855.1	XP_001605077.1
OG0006512	NP_001287497.1	XP_008216385.1
OG0006513	NP_001189278.1	XP_016837115.2
OG0006514	NP_001261924.1	XP_031779225.1
OG0006515	NP_728163.2	XP_016839675.1
OG0006516	NP_611466.2	XP_001602411.1
OG0006517	NP_650708.1	XP_031780208.1
OG0006518	NP_001097501.1	XP_031778637.1
OG0006519	NP_001284996.1	XP_001602880.1
OG0006520	NP_569844.2	XP_001604666.5
OG0006521	NP_609503.2	XP_001604733.1
OG0006522	NP_650208.1	XP_001605954.1
OG0006523	NP_001261780.1	XP_031786490.1
OG0006524	NP_610456.4	XP_001601139.1
OG0006525	NP_651048.1	XP_001607901.1
OG0006526	NP_001260222.1	XP_031787711.1
OG0006527	NP_001096877.1	XP_008208985.1
OG0006528	NP_001097814.1	XP_016840743.1
OG0006529	NP_001027175.1	XP_031781915.1, NP_001153368.1
OG0006532	NP_001286828.1	XP_016841519.1
OG0006533	NP_652341.1	NP_001165793.1
OG0006534	NP_649565.1	XP_001604643.1
OG0006535	NP_001246384.1	XP_016845792.1
OG0006536	NP_573330.3	XP_008211180.1
OG0006537	NP_001097361.1	XP_031788280.1
OG0006538	NP_001260672.1	XP_001606429.1, XP_008217116.1
OG0006539	NP_648879.1	XP_001605041.2
OG0006540	NP_001245851.1	XP_031782299.1
OG0006541	NP_524382.1	XP_001602758.1
OG0006542	NP_001260462.1, NP_610500.2	XP_008208924.1
OG0006543	NP_651400.1	XP_003428208.1
OG0006544	NP_001245588.1	XP_016839253.1
OG0006545	NP_001285789.1	XP_001605927.2
OG0006546	NP_524871.1	XP_031786333.1, XP_001602660.1
OG0006547	NP_652007.1	XP_031781807.1
OG0006548	NP_511119.2	XP_001602854.2
OG0006549	NP_732721.1	XP_001600296.1
OG0006551	NP_001163782.1	XP_001600000.2
OG0006552	NP_609401.2	XP_032453071.1, XP_008209430.1
OG0006553	NP_001097723.1	XP_016845695.1
OG0006554	NP_648102.2	XP_031779131.1
OG0006555	NP_001286941.1	XP_001608018.1, XP_031787508.1
OG0006556	NP_001246837.1	XP_003424189.1
OG0006558	NP_648782.2	XP_003424461.1
OG0006560	NP_611246.1	XP_031778509.1
OG0006561	NP_523966.2	XP_001599358.2
OG0006562	NP_001189228.1	XP_031780290.1
OG0006563	NP_651886.1	XP_031781004.1
OG0006565	NP_001262415.1	XP_008211318.1
OG0006566	NP_001368934.1	XP_008215669.1
OG0006568	NP_573334.1	XP_031786759.1, XP_001603642.2
OG0006570	NP_610467.1	XP_031784414.1
OG0006571	NP_611965.2	XP_031781904.1
OG0006573	NP_524202.1	XP_008212269.1
OG0006574	NP_001260559.1	XP_016838645.1
OG0006575	NP_647645.1, NP_728477.1	XP_008209391.1
OG0006576	NP_572311.1	XP_001605754.1
OG0006577	NP_725221.1	XP_031782233.1
OG0006579	NP_610995.1	NP_001154943.1
OG0006580	NP_648182.1	XP_008211503.1
OG0006582	NP_651320.1	XP_001601128.1
OG0006583	NP_001259968.1	XP_031778579.1
OG0006584	NP_611708.2	XP_032452618.1
OG0006586	NP_573166.1	XP_001607315.1
OG0006587	NP_649025.1	XP_016840426.1
OG0006588	NP_524861.2	XP_031779118.1, XP_031779119.1
OG0006589	NP_648662.1	XP_016836725.1
OG0006590	NP_001260230.1	XP_008207972.1
OG0006591	NP_651326.1	XP_001605564.1
OG0006592	NP_001260421.1	XP_001605763.1
OG0006593	NP_001261850.1	XP_008217053.1
OG0006594	NP_788400.1	XP_031779091.1
OG0006595	NP_524046.2, NP_524045.2	XP_031782167.1
OG0006597	NP_722974.1	XP_016842106.1
OG0006598	NP_001284859.1	XP_001600324.2
OG0006599	NP_573025.2	XP_008202865.1, XP_008202866.1
OG0006600	NP_001027571.3	XP_003424137.1
OG0006601	NP_001245448.1	XP_001601635.2
OG0006602	NP_726062.2	XP_016842157.1
OG0006603	NP_001285466.1	XP_016842278.1
OG0006604	NP_728614.1	XP_008202478.3
OG0006605	NP_728903.1, NP_647831.1	XP_001601148.1
OG0006606	NP_477004.5	XP_008210004.1
OG0006607	NP_477023.1	XP_008206669.1, XP_008206668.1
OG0006608	NP_001259183.2	XP_008206681.1
OG0006609	NP_001247045.1	NP_001164363.1
OG0006610	NP_001137709.1	XP_032452451.1
OG0006611	NP_650795.2	XP_031779806.1
OG0006612	NP_610042.1	XP_031780348.1
OG0006614	NP_001263024.1	XP_031777862.1
OG0006615	NP_608822.1	XP_001603297.2
OG0006616	NP_001261396.1	XP_016841752.1
OG0006617	NP_610963.1	XP_008212483.1
OG0006618	NP_001261779.1	XP_008216596.1
OG0006619	NP_651353.1	XP_001599180.2
OG0006620	NP_001260170.1	XP_008208527.1
OG0006621	NP_733258.4	XP_032451856.1
OG0006623	NP_650894.1	XP_031785369.1
OG0006624	NP_725875.3	XP_031789414.1
OG0006625	NP_001303445.1	XP_016842343.1
OG0006627	NP_001262497.1	XP_032451954.1
OG0006628	NP_001027085.1	XP_032456072.1
OG0006629	NP_612086.1	XP_031785603.1
OG0006630	NP_995605.1	XP_016837746.1
OG0006632	NP_611544.1	XP_016840720.2, XP_008211693.3
OG0006633	NP_648447.2	XP_008203225.2
OG0006634	NP_647753.1	XP_008203343.2
OG0006635	NP_723746.1	XP_031780926.1
OG0006638	NP_001259129.1	XP_001607530.2
OG0006639	NP_001303569.1	XP_032457211.1
OG0006640	NP_647681.2	XP_008216304.1
OG0006641	NP_523860.2	XP_031778003.1
OG0006642	NP_001246701.1	XP_008217293.1
OG0006643	NP_524593.1	XP_001602798.1
OG0006644	NP_001246636.1	XP_031778845.1
OG0006645	NP_001036712.1	XP_008211193.1
OG0006646	NP_648976.2	XP_016845860.1
OG0006647	NP_001262661.1	NP_001135855.1
OG0006648	NP_524830.2	NP_001164364.1
OG0006649	NP_001097795.1	XP_031778238.1
OG0006651	NP_001246417.1	XP_003424901.1
OG0006652	NP_511114.2	XP_016839361.1
OG0006653	NP_001260807.1	XP_031782242.1
OG0006654	NP_732637.1	XP_031784933.1
OG0006655	NP_733334.1	XP_001602957.2
OG0006656	NP_476751.1	XP_031786214.1
OG0006658	NP_610341.2	XP_016839498.1
OG0006659	NP_523651.4	XP_001602258.1
OG0006661	NP_652072.1	XP_016840656.1
OG0006662	NP_001036369.3	XP_031783459.1
OG0006663	NP_524322.1	XP_008208105.1
OG0006664	NP_001284962.1	XP_016839023.1
OG0006665	NP_573020.2	XP_032456823.1
OG0006666	NP_001261244.1	XP_031778039.1
OG0006667	NP_001260066.1	XP_016839339.1
OG0006668	NP_572884.1	XP_031781638.1, XP_008207826.1
OG0006669	NP_001261806.1	XP_016840124.1
OG0006670	NP_001261884.1	XP_016845692.1
OG0006671	NP_511168.3	XP_008215512.1
OG0006672	NP_644677.1, NP_572976.1	XP_031787646.1, XP_031787782.1
OG0006674	NP_001097906.1	XP_031787734.1
OG0006675	NP_733018.1	XP_008203088.1
OG0006677	NP_001246788.1	XP_003427551.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_031783087.1
OG0006679	NP_001286616.1	XP_001600285.1
OG0006680	NP_524157.2	XP_001604606.2
OG0006681	NP_001287422.2	XP_016845338.1
OG0006683	NP_001259114.1	XP_001607546.2
OG0006684	NP_610264.1	XP_003425293.1
OG0006685	NP_650146.1	XP_003426681.1
OG0006686	NP_001286984.1	XP_003428159.1
OG0006688	NP_608608.2	XP_003424078.1
OG0006689	NP_001261251.1	XP_031776765.1, XP_001605151.1
OG0006690	NP_001260675.1	XP_001604156.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_031777947.2
OG0006693	NP_001246066.1	XP_008211427.1
OG0006695	NP_001262588.1	XP_008215971.1, XP_031787122.1
OG0006696	NP_001262544.1, NP_611915.1	XP_016840696.1
OG0006697	NP_001027093.1	XP_032457215.1
OG0006698	NP_001261300.1	XP_031787796.1
OG0006700	NP_609380.1	XP_001605887.1
OG0006701	NP_610031.1	XP_001602843.2
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_016845710.1
OG0006703	NP_650646.1	XP_031781259.1
OG0006704	NP_788522.1	XP_001607617.1, XP_008203031.1
OG0006706	NP_001286635.1	XP_001601424.3
OG0006707	NP_609052.1	XP_001601601.2
OG0006708	NP_572755.1	XP_001606635.1
OG0006709	NP_001285859.1	XP_031782108.1
OG0006710	NP_572332.1	XP_008212484.1
OG0006711	NP_732533.1	XP_003425948.1
OG0006713	NP_651682.1	XP_001600589.1
OG0006714	NP_647783.3	NP_001135968.1
OG0006715	NP_001137703.1	XP_001600868.3
OG0006717	NP_647898.3	XP_008214058.1
OG0006719	NP_725178.2	XP_031787053.1
OG0006720	NP_724619.2	XP_031786819.1
OG0006721	NP_001261159.1	XP_031787583.1
OG0006722	NP_001284773.1	XP_001600821.1
OG0006723	NP_001246283.1	XP_001606499.2
OG0006725	NP_001260554.1	XP_001606025.1, XP_008211017.1
OG0006726	NP_609327.3	XP_016840584.1
OG0006728	NP_001096908.1	XP_032454110.1, XP_003425685.1
OG0006729	NP_611531.2	XP_001602699.2
OG0006731	NP_609190.2	XP_001606607.1
OG0006732	NP_610434.1	XP_001604833.2
OG0006733	NP_609564.1	XP_008207659.1
OG0006734	NP_608979.2	XP_001599401.2
OG0006735	NP_001284725.1	XP_001602910.2
OG0006736	NP_001260188.1	XP_001603351.2
OG0006737	NP_609193.1	XP_031778964.1
OG0006739	NP_001286748.1	XP_001601258.1
OG0006740	NP_611642.2	XP_001601237.1
OG0006741	NP_001036740.2	XP_016841038.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_001599395.1
OG0006743	NP_651085.2	XP_031786371.1
OG0006745	NP_649211.1	XP_001600163.2
OG0006746	NP_001261799.1	XP_031782435.1
OG0006747	NP_648204.1	XP_003426589.2
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_031776745.1
OG0006749	NP_523705.2, NP_612571.1	XP_001602704.1
OG0006750	NP_524048.2	XP_001605126.1
OG0006751	NP_001260992.1	XP_016841143.1, XP_016841144.1
OG0006752	NP_001097174.1	XP_031789399.1
OG0006753	NP_725497.1	XP_008211880.1
OG0006754	NP_651223.2	XP_001604899.4
OG0006757	NP_651129.1, NP_788549.1	XP_001607695.1
OG0006760	NP_001262493.1	XP_008202991.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	NP_001135905.1, XP_016838719.1
OG0006782	NP_511146.2	XP_031778140.1, XP_032454079.1, XP_031778139.1
OG0006786	NP_649750.1	XP_031787259.1
OG0006790	NP_610871.1	XP_031786264.1, XP_031786262.1, XP_031786263.1
OG0006792	NP_611101.1	XP_016845195.1
OG0006798	NP_001246276.1	XP_001606310.1
OG0006799	NP_609142.1, NP_001036353.1	NP_001165821.1
OG0006800	NP_001188691.1	XP_016837946.2
OG0006801	NP_652014.1	XP_031780778.1
OG0006802	NP_649645.1	XP_001607849.1
OG0006803	NP_001014599.2	XP_001599652.1
OG0006804	NP_524328.1	XP_001608256.1
OG0006805	NP_511058.1	XP_008204547.1
OG0006806	NP_728489.2	XP_016839578.1
OG0006807	NP_523813.1	XP_001605069.1
OG0006808	NP_723327.1	XP_001604366.1
OG0006809	NP_649089.2	XP_001608066.1
OG0006810	NP_649202.1	XP_001607882.1
OG0006811	NP_001260339.1	XP_001605207.2
OG0006812	NP_524180.1	XP_031784083.1
OG0006813	NP_649243.1	XP_031787509.1
OG0006814	NP_650961.2	XP_001600601.2
OG0006815	NP_001036720.1	XP_008211499.1
OG0006816	NP_610024.1	XP_008211542.1
OG0006817	NP_001285512.1	XP_003426364.1
OG0006818	NP_523923.1	XP_016836528.1
OG0006819	NP_524284.1	XP_031784521.1
OG0006820	NP_001260563.1	XP_001604778.2
OG0006821	NP_648880.1	XP_001608158.1
OG0006822	NP_725343.1	NP_001177976.1
OG0006824	NP_001287182.1	XP_003424562.1
OG0006825	NP_001097372.1	XP_031781879.1
OG0006826	NP_788764.1	XP_016844584.1
OG0006827	NP_609086.1	XP_001605429.2
OG0006828	NP_649641.1	XP_001602417.1
OG0006829	NP_001287013.1	XP_031782097.1
OG0006830	NP_648351.1	XP_003425944.1
OG0006831	NP_524104.2	XP_016840117.1
OG0006832	NP_523817.1	XP_001605723.1
OG0006833	NP_001260735.1	XP_003424601.1
OG0006834	NP_648500.1	XP_001606729.2
OG0006835	NP_725106.1	XP_001605596.1
OG0006836	NP_609789.1	XP_001607497.1
OG0006838	NP_001285012.1	XP_001603267.2
OG0006839	NP_001033848.1, NP_608634.1	XP_001607971.1
OG0006840	NP_001287192.1	XP_001602385.1, XP_001602450.1
OG0006841	NP_001163644.1	XP_001600094.1
OG0006842	NP_001285334.1	NP_001154931.1
OG0006843	NP_001286407.1	XP_001600090.1
OG0006844	NP_477419.1	XP_008205458.1
OG0006845	NP_647981.1	XP_001603596.1
OG0006846	NP_001027074.1	XP_008208702.1
OG0006847	NP_524115.1	XP_001605493.1
OG0006848	NP_572354.1	NP_001123258.1
OG0006850	NP_650067.1	XP_001599491.1
OG0006851	NP_001286784.1	XP_001605724.1
OG0006852	NP_651660.1	XP_001600750.1
OG0006854	NP_524586.1	XP_008207464.1
OG0006855	NP_608895.1	XP_016842557.1
OG0006856	NP_609949.1	NP_001123221.2
OG0006857	NP_788610.1	XP_001602355.1
OG0006858	NP_523785.2	XP_001601343.1
OG0006859	NP_651972.1	NP_001165795.1
OG0006860	NP_649184.1	XP_003424573.1
OG0006861	NP_611065.1	XP_001600982.1
OG0006862	NP_572390.1	XP_016838358.1
OG0006863	NP_001188867.1	XP_003424046.3
OG0006864	NP_611695.1	XP_003427298.1
OG0006865	NP_477080.1	NP_001161184.1
OG0006867	NP_651829.1	XP_031783477.1
OG0006868	NP_609339.1	NP_001136346.1, XP_031787487.1
OG0006869	NP_650470.1	XP_031788181.1
OG0006870	NP_651118.1	XP_001608069.1
OG0006871	NP_722456.1	XP_001608087.2
OG0006872	NP_001260069.1	XP_001606559.1
OG0006874	NP_001247368.1	XP_031783554.1
OG0006875	NP_648027.3	XP_031783767.1
OG0006876	NP_995816.1	XP_032456509.1
OG0006877	NP_001285699.1	XP_031787669.1
OG0006878	NP_001285170.1	XP_001606368.1
OG0006879	NP_001246480.1	XP_001608093.2
OG0006880	NP_650954.1	XP_001604676.1
OG0006881	NP_001138075.1	NP_001136160.1
OG0006882	NP_609926.1	XP_001601337.1
OG0006884	NP_001286868.1	XP_008210384.1
OG0006885	NP_001260836.2	XP_001604769.2
OG0006886	NP_611840.1	XP_008206141.1
OG0006887	NP_610547.1	NP_001135909.1
OG0006888	NP_524910.1	XP_001604960.1
OG0006890	NP_609936.1	XP_008212499.1
OG0006891	NP_524032.2	XP_016838911.1
OG0006892	NP_523893.1	XP_031787270.1
OG0006893	NP_001189308.1	XP_008210112.1
OG0006894	NP_611686.2	XP_001606034.1
OG0006895	NP_536733.1	XP_001607996.1
OG0006896	NP_001259877.1	XP_001607231.2
OG0006897	NP_001262986.1	XP_016845876.1
OG0006898	NP_610737.1	XP_031778725.1
OG0006899	NP_651331.1	XP_008212999.1
OG0006900	NP_001259892.1	XP_001599050.1
OG0006901	NP_001285438.1	XP_001603586.2
OG0006902	NP_524940.1	XP_001605210.1
OG0006903	NP_572170.1	XP_031780376.1
OG0006905	NP_001189105.1	XP_001608163.1
OG0006906	NP_648409.1	NP_001165824.1
OG0006907	NP_001350856.1	XP_031783787.1
OG0006908	NP_651529.2	XP_008216689.1
OG0006909	NP_650865.1	XP_001600449.3
OG0006910	NP_001097963.1	XP_032454934.1
OG0006911	NP_610702.1	XP_001608173.1
OG0006913	NP_001262769.1	XP_008203373.2
OG0006914	NP_610670.2	NP_001123085.1
OG0006915	NP_730192.2	XP_001603229.2
OG0006916	NP_609981.1	XP_001600698.1
OG0006917	NP_573099.1	XP_001599955.2
OG0006918	NP_476886.1	XP_001600714.1
OG0006919	NP_001033932.2	XP_008212900.1
OG0006920	NP_477145.1	XP_001603157.2
OG0006921	NP_573128.2	XP_001608157.1
OG0006922	NP_648439.1	XP_001607157.2
OG0006923	NP_001368991.1	XP_031784917.1
OG0006924	NP_611871.2	XP_001607722.1
OG0006925	NP_524450.2	XP_001602512.1
OG0006927	NP_524776.1	XP_031787403.1
OG0006928	NP_001368954.1	XP_031788402.1
OG0006929	NP_001262456.1	XP_031782887.1
OG0006930	NP_651857.2	XP_001605224.2
OG0006931	NP_001285095.1	XP_001606004.2
OG0006932	NP_609209.2	XP_031782412.1
OG0006933	NP_610169.1	XP_031779543.1
OG0006934	NP_651044.1	XP_008209600.1
OG0006935	NP_726243.1	NP_001161449.1
OG0006936	NP_001188848.1, NP_649978.2	XP_001600930.2
OG0006937	NP_001287400.1	XP_003426680.1
OG0006938	NP_001259806.1	XP_001599344.2
OG0006939	NP_001247033.1	XP_031783469.1
OG0006940	NP_525099.3	XP_016836585.1
OG0006941	NP_647798.1	XP_016837146.1
OG0006943	NP_649512.1	XP_003426785.1
OG0006944	NP_727785.1	XP_031779301.1
OG0006945	NP_542443.4	XP_032454428.1
OG0006946	NP_001287052.1	XP_008215247.1
OG0006948	NP_001286684.1	XP_003426410.1
OG0006949	NP_001260196.1	XP_016844782.1
OG0006950	NP_651079.2	XP_001602833.2
OG0006951	NP_001188706.1	XP_001600435.1
OG0006952	NP_524834.2	XP_001602203.1
OG0006953	NP_650554.3	XP_008217975.1
OG0006954	NP_001097646.1	XP_001606273.2
OG0006955	NP_996147.1	NP_001123223.2
OG0006956	NP_611693.1	XP_001607153.2
OG0006957	NP_726006.3	XP_016838657.1
OG0006958	NP_611961.1	XP_001604933.2
OG0006959	NP_652607.1	XP_031777206.1
OG0006960	NP_001036597.1	XP_031776691.1
OG0006961	NP_001284813.1	XP_031788152.1
OG0006962	NP_524212.2	XP_008205005.1
OG0006963	NP_609478.1	XP_003427493.1
OG0006964	NP_001261957.1, NP_730182.1	XP_001605180.1
OG0006965	NP_001259286.1	XP_031781635.1
OG0006966	NP_001261722.1	XP_001607847.1
OG0006967	NP_651754.1	XP_001603185.1
OG0006968	NP_001036460.1	XP_001607897.2
OG0006969	NP_524894.1	XP_001606562.1
OG0006970	NP_733329.1	XP_031782047.1
OG0006971	NP_001163786.1	XP_031776718.1
OG0006972	NP_001285589.1	XP_031781596.1
OG0006973	NP_569954.1	XP_003424231.1
OG0006974	NP_650486.1	XP_031777565.1
OG0006975	NP_650542.1	XP_031778098.1
OG0006976	NP_476710.2	XP_031786769.1
OG0006979	NP_609738.1	XP_016840082.1
OG0006980	NP_729983.1	XP_001600102.2
OG0006981	NP_001259941.1	XP_001608135.2
OG0006982	NP_001261577.1	XP_001604900.3
OG0006983	NP_001261373.1	XP_031777371.1
OG0006984	NP_001286565.1	XP_001603216.1
OG0006985	NP_001286577.1	XP_016837916.1
OG0006986	NP_001284797.1	XP_016841796.1
OG0006987	NP_001286807.1	XP_001605270.1
OG0006988	NP_001286070.1	XP_001599314.1
OG0006990	NP_723971.1	XP_016838370.2
OG0006991	NP_609305.1	XP_001600892.2
OG0006992	NP_477502.1	XP_001601245.1, XP_003424704.1
OG0006993	NP_610642.2	XP_008215834.1
OG0006994	NP_523910.1	XP_001600202.1
OG0006995	NP_001036711.1	XP_008206359.1
OG0006996	NP_650704.1	XP_008207316.2
OG0006999	NP_476593.2	XP_001603225.1
OG0007000	NP_001246950.1	XP_016842165.1
OG0007001	NP_649318.1	XP_001600968.1
OG0007002	NP_001303402.1	XP_008208962.1
OG0007003	NP_001163721.1	XP_001603770.2
OG0007004	NP_608841.1	XP_031782984.1
OG0007005	NP_573239.1	XP_001599799.1
OG0007006	NP_001137996.2	NP_001153415.1
OG0007007	NP_524596.1	XP_031783448.1
OG0007008	NP_573026.1	XP_001599746.2
OG0007009	NP_524939.1	XP_031777477.1
OG0007010	NP_001259381.1	XP_031778555.1
OG0007012	NP_611862.1	XP_001605994.1
OG0007013	NP_723549.1	XP_031783481.1
OG0007014	NP_001259837.1	XP_001602756.1
OG0007016	NP_648755.1	XP_001600292.1
OG0007017	NP_610048.2	XP_008203915.1
OG0007018	NP_001015187.2	XP_001603228.1
OG0007020	NP_647737.1	XP_003425538.1
OG0007022	NP_650431.1	XP_001606511.2
OG0007023	NP_609607.1	XP_001606759.2
OG0007024	NP_477271.1	XP_008210462.3
OG0007025	NP_650520.1	XP_001604161.1
OG0007026	NP_001162645.1	XP_008207113.1
OG0007027	NP_649129.1	XP_001605621.1
OG0007028	NP_647901.1	XP_016841854.1
OG0007029	NP_001163639.1	XP_031785943.1
OG0007030	NP_652724.1	XP_031781190.1
OG0007031	NP_001246473.1	XP_031778496.1
OG0007032	NP_001246256.1	XP_032454232.1, XP_016839008.1
OG0007033	NP_001260200.1	XP_032455608.1
OG0007034	NP_649965.2	XP_008207029.1
OG0007036	NP_477432.3	XP_001600018.2
OG0007038	NP_611363.2	XP_001606569.2
OG0007039	NP_610292.2	XP_001607537.2
OG0007040	NP_476946.1	XP_003426259.1
OG0007041	NP_001104452.1	XP_003424731.1
OG0007043	NP_477242.1	XP_008217824.1
OG0007044	NP_648247.1	XP_001605030.2
OG0007045	NP_651182.2	XP_001600095.2
OG0007046	NP_001261051.1	XP_031780075.1
OG0007047	NP_001033884.2	XP_001604189.2
OG0007049	NP_001369036.1	XP_031782284.1
OG0007050	NP_611080.1	XP_001600992.1
OG0007051	NP_001260871.1	XP_008212208.1
OG0007052	NP_609452.1	XP_001602606.2
OG0007053	NP_001262893.1	XP_031780748.1
OG0007054	NP_001263142.1	XP_031785554.1
OG0007055	NP_001259133.1	XP_001608292.1
OG0007056	NP_001285218.1	XP_001606680.2
OG0007057	NP_610997.1	XP_008207044.2
OG0007058	NP_648787.2	XP_008203002.1
OG0007059	NP_523403.2	XP_001600798.2
OG0007060	NP_001262717.1	XP_031781057.1
OG0007062	NP_650401.1	NP_001161452.1
OG0007063	NP_611008.2	XP_001602021.1
OG0007064	NP_477039.1	XP_016839563.1
OG0007065	NP_001285509.1	XP_001606014.2
OG0007066	NP_609058.2	XP_031780408.1
OG0007067	NP_001262000.1	XP_001602610.2
OG0007068	NP_001259972.1	XP_008210007.1
OG0007070	NP_001303376.1	XP_001603097.1
OG0007071	NP_477416.1	XP_008208112.2
OG0007072	NP_649072.1	XP_031780674.1
OG0007073	NP_001286637.1	XP_001604597.2
OG0007074	NP_573119.1	XP_016840780.1
OG0007076	NP_524757.1	XP_001603014.1
OG0007077	NP_650955.1	XP_008213730.1
OG0007079	NP_524199.1	XP_001600331.2
OG0007080	NP_610761.2	XP_031779124.1
OG0007081	NP_001261138.1	XP_003424075.2
OG0007082	NP_648944.1	XP_031781054.1
OG0007083	NP_476708.1	XP_001606574.2
OG0007084	NP_524764.1	XP_031779535.1
OG0007085	NP_524107.2	XP_031780406.1
OG0007086	NP_610928.1	XP_008205558.1
OG0007087	NP_524071.2	XP_001607767.2
OG0007088	NP_651601.1	XP_001599282.1
OG0007089	NP_001246428.1	XP_031782392.1
OG0007090	NP_001163531.1	XP_001603731.2
OG0007091	NP_650459.1	XP_008209507.1
OG0007092	NP_652063.1	XP_008208439.1
OG0007093	NP_611113.1	XP_001602955.1
OG0007094	NP_001262001.1	XP_001600112.1
OG0007096	NP_001027032.1	XP_008212462.1
OG0007097	NP_001262804.1	XP_001601394.2
OG0007098	NP_001259946.1	XP_031788344.1
OG0007099	NP_610000.1	XP_031780863.1
OG0007100	NP_001162899.1	XP_031783832.1
OG0007101	NP_648819.2	XP_008214405.1
OG0007102	NP_573075.1, NP_611459.1	XP_001603780.2
OG0007103	NP_001285190.1	XP_001605001.1
OG0007104	NP_001097249.1	XP_001605497.2
OG0007105	NP_001287545.1	XP_008204094.1
OG0007107	NP_650111.3	XP_003424389.1
OG0007108	NP_649777.1	XP_001603959.1
OG0007109	NP_001246599.1	XP_031783797.1
OG0007110	NP_650128.1	XP_001603164.2
OG0007111	NP_001259457.1	XP_003424070.1
OG0007112	NP_612045.1	XP_016841707.1
OG0007115	NP_725369.1	XP_008217592.1
OG0007116	NP_001027109.2	XP_001602076.1
OG0007117	NP_001262220.1	XP_031787330.1
OG0007118	NP_648205.1	XP_001605379.1
OG0007119	NP_524737.2	XP_031783773.1
OG0007120	NP_001246323.1	XP_031777362.1
OG0007121	NP_001259175.1	XP_001600933.1
OG0007122	NP_609999.2	XP_031789505.1
OG0007123	NP_001097549.1	XP_001605320.2
OG0007124	NP_001259172.1	XP_031778162.1
OG0007125	NP_001246856.1	XP_001602926.2
OG0007126	NP_001014589.1	XP_031776985.1
