Orthogroup	Drosophila_melanogaster	Tribolium_castaneum
OG0006698	NP_001261300.1	XP_008191226.1
OG0006699	NP_648574.1	XP_971167.2
OG0006700	NP_609380.1	XP_970813.1
OG0006701	NP_610031.1	XP_971600.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_970182.1
OG0006703	NP_650646.1	XP_008190969.1
OG0006704	NP_788522.1	XP_008195726.1
OG0006706	NP_001286635.1	XP_008195161.2, XP_015836743.1
OG0006707	NP_609052.1	XP_008195856.1
OG0006708	NP_572755.1	XP_967066.1
OG0006710	NP_572332.1	XP_967766.1
OG0006711	NP_732533.1	XP_008195936.1
OG0006713	NP_651682.1	XP_969942.3
OG0006714	NP_647783.3	XP_015833500.1
OG0006716	NP_001262649.1	XP_975456.1
OG0006717	NP_647898.3	XP_008197051.1, XP_008197052.1
OG0006718	NP_612024.4	XP_008197973.1, XP_968710.2, XP_015840283.1
OG0006719	NP_725178.2	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	NP_724619.2	XP_008195359.1
OG0006721	NP_001261159.1	XP_001812516.2
OG0006722	NP_001284773.1	XP_001809969.1
OG0006723	NP_001246283.1	XP_967484.2
OG0006724	NP_573137.1	XP_001807996.1
OG0006725	NP_001260554.1	XP_008193676.1
OG0006726	NP_609327.3	XP_015836060.1
OG0006728	NP_001096908.1	XP_008200363.1
OG0006729	NP_611531.2	XP_972129.2
OG0006731	NP_609190.2	XP_971647.1
OG0006732	NP_610434.1	XP_008196374.1
OG0006733	NP_609564.1	XP_008193363.1
OG0006734	NP_608979.2	XP_008200728.1
OG0006735	NP_001284725.1	XP_970436.2
OG0006736	NP_001260188.1	XP_015835201.1, NP_001164137.1
OG0006737	NP_609193.1	XP_015835855.1, XP_008193588.2
OG0006738	NP_788038.1	XP_008198534.1, XP_015837961.1
OG0006739	NP_001286748.1	XP_008196292.1
OG0006740	NP_611642.2	XP_008194222.1
OG0006741	NP_001036740.2	XP_008198080.1
OG0006743	NP_651085.2	XP_015838972.1
OG0006744	NP_001261340.1	XP_015833992.1
OG0006745	NP_649211.1	XP_015840725.1, XP_015840721.1
OG0006746	NP_001261799.1	XP_974080.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_008195654.1
OG0006749	NP_523705.2, NP_612571.1	XP_972111.1
OG0006750	NP_524048.2	XP_015840393.1
OG0006751	NP_001260992.1	XP_973030.2
OG0006752	NP_001097174.1	XP_015836531.1
OG0006753	NP_725497.1	XP_008197689.1
OG0006754	NP_651223.2	XP_967095.1
OG0006757	NP_651129.1, NP_788549.1	XP_015834455.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_976191.3
OG0006786	NP_649750.1	XP_008198932.1
OG0006792	NP_611101.1	XP_008200867.1
OG0006798	NP_001246276.1	XP_972156.1
OG0006799	NP_609142.1, NP_001036353.1	XP_968358.1
OG0006800	NP_001188691.1	XP_971874.2
OG0006801	NP_652014.1	XP_970194.1
OG0006802	NP_649645.1	XP_968776.1
OG0006803	NP_001014599.2	XP_015840093.1
OG0006804	NP_524328.1	XP_968727.1
OG0006805	NP_511058.1	XP_968120.1
OG0006806	NP_728489.2	XP_971841.2
OG0006807	NP_523813.1	XP_974360.1
OG0006808	NP_723327.1	XP_008192808.1
OG0006809	NP_649089.2	XP_971419.1
OG0006810	NP_649202.1	XP_969231.1
OG0006811	NP_001260339.1	XP_015838314.1
OG0006812	NP_524180.1	XP_973149.1
OG0006813	NP_649243.1	XP_972387.1
OG0006814	NP_650961.2	XP_975476.1
OG0006815	NP_001036720.1	XP_008195168.1
OG0006816	NP_610024.1	XP_975241.2
OG0006817	NP_001285512.1	XP_008191759.1
OG0006818	NP_523923.1	XP_970060.2
OG0006819	NP_524284.1	XP_008191840.1
OG0006820	NP_001260563.1	XP_975661.1
OG0006821	NP_648880.1	XP_971657.1
OG0006822	NP_725343.1	XP_974622.1
OG0006823	NP_001246059.1	XP_967663.2
OG0006824	NP_001287182.1	XP_015834011.1
OG0006825	NP_001097372.1	XP_974101.1
OG0006826	NP_788764.1	XP_975493.2
OG0006827	NP_609086.1	XP_973381.1
OG0006828	NP_649641.1	XP_969284.1
OG0006829	NP_001287013.1	XP_971328.2
OG0006831	NP_524104.2	XP_968495.1
OG0006832	NP_523817.1	XP_968351.1
OG0006833	NP_001260735.1	XP_971748.1
OG0006834	NP_648500.1	XP_970231.1
OG0006835	NP_725106.1	XP_972583.1
OG0006836	NP_609789.1	XP_968280.1
OG0006838	NP_001285012.1	XP_008191171.1
OG0006839	NP_001033848.1, NP_608634.1	XP_008191122.1
OG0006841	NP_001163644.1	XP_967620.1
OG0006842	NP_001285334.1	XP_973689.1
OG0006843	NP_001286407.1	XP_968265.1
OG0006844	NP_477419.1	XP_970635.1
OG0006845	NP_647981.1	XP_008194739.1
OG0006846	NP_001027074.1	XP_008200228.1
OG0006847	NP_524115.1	XP_968855.1
OG0006848	NP_572354.1	XP_966912.1
OG0006850	NP_650067.1	XP_968036.1
OG0006851	NP_001286784.1	XP_008191501.1
OG0006852	NP_651660.1	XP_972612.1
OG0006854	NP_524586.1	XP_008198303.1
OG0006855	NP_608895.1	XP_967365.1
OG0006857	NP_788610.1	XP_970243.1
OG0006858	NP_523785.2	XP_974639.2
OG0006859	NP_651972.1	XP_972684.2
OG0006860	NP_649184.1	XP_008197065.1
OG0006861	NP_611065.1	XP_973169.1
OG0006862	NP_572390.1	XP_973840.1
OG0006863	NP_001188867.1	XP_008195646.1
OG0006864	NP_611695.1	XP_971028.1
OG0006865	NP_477080.1	XP_008199716.1
OG0006867	NP_651829.1	XP_970573.1
OG0006868	NP_609339.1	NP_001073566.1
OG0006869	NP_650470.1	XP_969347.1
OG0006870	NP_651118.1	XP_974317.1
OG0006871	NP_722456.1	XP_008195652.1
OG0006872	NP_001260069.1	XP_974477.1
OG0006874	NP_001247368.1	XP_015840782.1
OG0006875	NP_648027.3	XP_974756.1
OG0006876	NP_995816.1	XP_967493.1
OG0006877	NP_001285699.1	XP_008196773.1
OG0006878	NP_001285170.1	XP_971683.1
OG0006879	NP_001246480.1	XP_972215.1
OG0006880	NP_650954.1	XP_001814678.1
OG0006881	NP_001138075.1	XP_008195305.1
OG0006882	NP_609926.1	XP_969550.1
OG0006884	NP_001286868.1	XP_969487.1
OG0006885	NP_001260836.2	XP_968609.1
OG0006886	NP_611840.1	XP_001808466.1
OG0006887	NP_610547.1	XP_008195222.1
OG0006888	NP_524910.1	XP_975355.1
OG0006889	NP_001285658.1, NP_728367.3	XP_008193286.1, XP_001812086.2
OG0006890	NP_609936.1	XP_970659.1
OG0006891	NP_524032.2	XP_967650.1
OG0006892	NP_523893.1	XP_967727.1
OG0006893	NP_001189308.1	XP_001809758.1
OG0006894	NP_611686.2	XP_008197375.1
OG0006895	NP_536733.1	XP_970263.1
OG0006896	NP_001259877.1	XP_971537.1
OG0006897	NP_001262986.1	XP_967765.1
OG0006898	NP_610737.1	XP_008198813.1
OG0006899	NP_651331.1	XP_008193923.1
OG0006900	NP_001259892.1	XP_973438.1
OG0006901	NP_001285438.1	XP_008200465.1
OG0006902	NP_524940.1	XP_971215.1
OG0006903	NP_572170.1	XP_975500.1
OG0006906	NP_648409.1	XP_008197831.1
OG0006907	NP_001350856.1	XP_971517.1
OG0006908	NP_651529.2	NP_001161316.1
OG0006909	NP_650865.1	XP_970132.1
OG0006910	NP_001097963.1	XP_975276.2
OG0006911	NP_610702.1	XP_973298.1
OG0006912	NP_723735.2	XP_976374.2, XP_972708.1
OG0006914	NP_610670.2	XP_008195322.1
OG0006915	NP_730192.2	XP_974961.2
OG0006916	NP_609981.1	XP_008195174.1
OG0006917	NP_573099.1	XP_971422.1
OG0006918	NP_476886.1	XP_975625.1
OG0006919	NP_001033932.2	XP_966691.1, XP_015836563.1
OG0006920	NP_477145.1	XP_967471.1
OG0006921	NP_573128.2	XP_969427.1
OG0006922	NP_648439.1	XP_969227.1
OG0006923	NP_001368991.1	XP_008201338.1
OG0006924	NP_611871.2	XP_971629.2
OG0006925	NP_524450.2	XP_969171.1
OG0006927	NP_524776.1	XP_971530.1
OG0006928	NP_001368954.1	XP_008193413.1
OG0006929	NP_001262456.1	XP_970082.1
OG0006930	NP_651857.2	XP_974995.1
OG0006931	NP_001285095.1	XP_973754.1
OG0006932	NP_609209.2	XP_008195383.1
OG0006933	NP_610169.1	XP_015838764.1
OG0006935	NP_726243.1	XP_966334.1
OG0006936	NP_001188848.1, NP_649978.2	XP_015837768.1
OG0006937	NP_001287400.1	XP_968403.3
OG0006938	NP_001259806.1	XP_969840.1
OG0006939	NP_001247033.1	XP_972739.1
OG0006940	NP_525099.3	XP_008199995.1
OG0006941	NP_647798.1	XP_008195762.1
OG0006943	NP_649512.1	XP_008193746.1
OG0006944	NP_727785.1	XP_008201060.1
OG0006945	NP_542443.4	XP_969203.2
OG0006946	NP_001287052.1	XP_008200288.1
OG0006948	NP_001286684.1	XP_008198270.1
OG0006949	NP_001260196.1	XP_015838201.1
OG0006950	NP_651079.2	XP_973480.2
OG0006951	NP_001188706.1	XP_970204.1
OG0006952	NP_524834.2	XP_015835630.1
OG0006953	NP_650554.3	XP_015839532.1
OG0006954	NP_001097646.1	XP_967467.2
OG0006956	NP_611693.1	XP_015833966.1
OG0006957	NP_726006.3	XP_973468.3
OG0006958	NP_611961.1	NP_001164082.1
OG0006959	NP_652607.1	XP_015834024.1
OG0006960	NP_001036597.1	XP_969509.2
OG0006961	NP_001284813.1	XP_015836438.1
OG0006962	NP_524212.2	XP_974286.2
OG0006963	NP_609478.1	XP_008195284.1
OG0006964	NP_001261957.1, NP_730182.1	XP_001812612.1, XP_008195821.1
OG0006965	NP_001259286.1	XP_973950.3
OG0006966	NP_001261722.1	XP_971551.3
OG0006967	NP_651754.1	XP_008198761.1
OG0006968	NP_001036460.1	XP_008200646.1
OG0006969	NP_524894.1	XP_969750.1
OG0006970	NP_733329.1	XP_001814289.1
OG0006971	NP_001163786.1	XP_015839300.1
OG0006972	NP_001285589.1	XP_008192700.1
OG0006973	NP_569954.1	XP_972631.1
OG0006974	NP_650486.1	XP_008196668.1
OG0006975	NP_650542.1	XP_008196993.1
OG0006976	NP_476710.2	XP_972571.3
OG0006979	NP_609738.1	XP_008195999.1
OG0006980	NP_729983.1	XP_008194484.1
OG0006981	NP_001259941.1	XP_973880.2
OG0006982	NP_001261577.1	XP_001809957.2
OG0006983	NP_001261373.1	XP_008191400.1
OG0006985	NP_001286577.1	XP_008195301.1
OG0006986	NP_001284797.1	XP_008195731.1
OG0006987	NP_001286807.1	XP_008193981.1
OG0006988	NP_001286070.1	XP_008193701.1
OG0006990	NP_723971.1	XP_008191786.1
OG0006991	NP_609305.1	XP_008196992.2
OG0006992	NP_477502.1	XP_008200240.1
OG0006993	NP_610642.2	XP_015833265.1
OG0006994	NP_523910.1	XP_969934.1
OG0006995	NP_001036711.1	XP_971396.2
OG0006996	NP_650704.1	XP_015833010.1
OG0006998	NP_609370.2	XP_008200604.1
OG0006999	NP_476593.2	XP_008191989.1
OG0007000	NP_001246950.1	XP_008194861.2
OG0007001	NP_649318.1	XP_008197627.1
OG0007002	NP_001303402.1	XP_008197274.1
OG0007003	NP_001163721.1	XP_001813943.1
OG0007004	NP_608841.1	XP_968438.1
OG0007006	NP_001137996.2	XP_972330.1
OG0007007	NP_524596.1	XP_008201495.2, NP_001034502.1
OG0007008	NP_573026.1	XP_015838590.1
OG0007009	NP_524939.1	XP_970941.1
OG0007010	NP_001259381.1	XP_975275.1
OG0007012	NP_611862.1	XP_008191039.1
OG0007014	NP_001259837.1	XP_971484.2
OG0007015	NP_001096864.1	XP_008201097.1
OG0007016	NP_648755.1	XP_971522.3
OG0007017	NP_610048.2	XP_969718.2
OG0007018	NP_001015187.2	XP_969135.2
OG0007020	NP_647737.1	XP_971952.1
OG0007021	NP_001261795.1	XP_971435.1
OG0007022	NP_650431.1	XP_966401.2
OG0007023	NP_609607.1	XP_973447.1
OG0007024	NP_477271.1	XP_008196115.1
OG0007025	NP_650520.1	XP_008199146.1
OG0007026	NP_001162645.1	XP_973490.1
OG0007027	NP_649129.1	XP_972814.1
OG0007028	NP_647901.1	XP_008196432.1
OG0007029	NP_001163639.1	XP_015833018.1
OG0007030	NP_652724.1	XP_008196307.1
OG0007031	NP_001246473.1	XP_970259.1
OG0007032	NP_001246256.1	XP_970738.2
OG0007033	NP_001260200.1	XP_008193579.1
OG0007034	NP_649965.2	XP_967786.3
OG0007035	NP_608521.1	XP_966789.1
OG0007036	NP_477432.3	XP_971978.1
OG0007037	NP_001137648.1, NP_611151.1	XP_015835607.1
OG0007038	NP_611363.2	XP_968695.1
OG0007039	NP_610292.2	XP_015837702.1
OG0007040	NP_476946.1	XP_008199016.1
OG0007041	NP_001104452.1	NP_001153714.1
OG0007043	NP_477242.1	XP_967929.2
OG0007044	NP_648247.1	XP_001813224.1
OG0007045	NP_651182.2	XP_974163.1
OG0007046	NP_001261051.1	XP_008193053.1
OG0007047	NP_001033884.2	XP_008200722.1
OG0007048	NP_650457.2	XP_008201554.1
OG0007049	NP_001369036.1	XP_008192076.1
OG0007050	NP_611080.1	XP_008195902.1
OG0007051	NP_001260871.1	XP_015838964.1
OG0007052	NP_609452.1	XP_966811.1
OG0007053	NP_001262893.1	XP_008201283.1
OG0007054	NP_001263142.1	XP_008195404.1
OG0007055	NP_001259133.1	XP_008196147.1
OG0007056	NP_001285218.1	XP_008198233.1
OG0007057	NP_610997.1	XP_008201718.1
OG0007058	NP_648787.2	XP_015838147.1
OG0007059	NP_523403.2	NP_001123908.1
OG0007060	NP_001262717.1	XP_015840829.1
OG0007061	NP_001163511.1	XP_015836514.1
OG0007062	NP_650401.1	XP_973732.1
OG0007063	NP_611008.2	XP_974423.1
OG0007064	NP_477039.1	XP_973384.2
OG0007065	NP_001285509.1	XP_970566.1
OG0007066	NP_609058.2	XP_008197648.1
OG0007067	NP_001262000.1	NP_001280524.1
OG0007068	NP_001259972.1	XP_008192032.1
OG0007070	NP_001303376.1	XP_969516.1
OG0007071	NP_477416.1	XP_967534.2
OG0007072	NP_649072.1	XP_008197736.1
OG0007073	NP_001286637.1	XP_008195158.1
OG0007074	NP_573119.1	XP_001808956.1
OG0007075	NP_001097002.1	XP_008190891.1
OG0007076	NP_524757.1	XP_008200897.1
OG0007077	NP_650955.1	XP_001814707.1
OG0007078	NP_001286617.1	XP_973267.1
OG0007079	NP_524199.1	XP_008197621.1
OG0007080	NP_610761.2	XP_008196696.1
OG0007081	NP_001261138.1	XP_974701.1
OG0007082	NP_648944.1	XP_008193543.1
OG0007083	NP_476708.1	XP_972683.3
OG0007084	NP_524764.1	XP_015836586.1
OG0007085	NP_524107.2	XP_970857.2
OG0007086	NP_610928.1	XP_008198238.1
OG0007088	NP_651601.1	XP_971540.1
OG0007089	NP_001246428.1	XP_008191778.1
OG0007090	NP_001163531.1	XP_015833371.1
OG0007091	NP_650459.1	XP_015835224.1
OG0007092	NP_652063.1	XP_972003.1
OG0007093	NP_611113.1	XP_971236.1
OG0007094	NP_001262001.1	XP_970123.1
OG0007095	NP_524549.1	XP_975675.1
OG0007096	NP_001027032.1	XP_008190416.1
OG0007097	NP_001262804.1	XP_008197904.1
OG0007098	NP_001259946.1	XP_008193305.1
OG0007099	NP_610000.1	XP_008194038.1
OG0007100	NP_001162899.1	XP_008201411.1
OG0007101	NP_648819.2	XP_966919.1
OG0007102	NP_573075.1, NP_611459.1	XP_974278.2
OG0007103	NP_001285190.1	XP_969098.1
OG0007104	NP_001097249.1	XP_966692.1
OG0007105	NP_001287545.1	XP_972929.2
OG0007106	NP_612112.1	XP_008191478.1
OG0007107	NP_650111.3	XP_001810630.1
OG0007108	NP_649777.1	XP_008196119.1
OG0007109	NP_001246599.1	XP_008192381.1
OG0007110	NP_650128.1	XP_971072.1
OG0007111	NP_001259457.1	XP_008190418.1
OG0007112	NP_612045.1	XP_969599.2
OG0007113	NP_001097853.1	XP_974276.1
OG0007115	NP_725369.1	XP_015835463.1
OG0007116	NP_001027109.2	XP_967634.1
OG0007117	NP_001262220.1	XP_015833128.1
OG0007118	NP_648205.1	XP_971485.1
OG0007119	NP_524737.2	XP_008192226.1
OG0007120	NP_001246323.1	XP_015840874.1
OG0007121	NP_001259175.1	XP_972051.1
OG0007122	NP_609999.2	XP_015835775.1
OG0007123	NP_001097549.1	XP_001809966.1
OG0007124	NP_001259172.1	XP_975626.3
OG0007125	NP_001246856.1	XP_008193970.1
OG0007126	NP_001014589.1	XP_001812383.1
OG0007127	NP_609237.1	XP_972542.1
OG0007128	NP_001259621.1	XP_015833446.1
OG0007129	NP_648489.1	XP_971515.1
OG0007130	NP_477354.1	XP_015840059.1
OG0007131	NP_001036375.2	XP_015838202.1
OG0007132	NP_609151.2	XP_973337.1
OG0007133	NP_996213.1	XP_969706.1
OG0007134	NP_608525.1	XP_973727.1
OG0007135	NP_610760.1	XP_008196769.1
OG0007136	NP_726175.3	XP_008198288.1
OG0007137	NP_524316.1	XP_971875.2
OG0007138	NP_524364.2	XP_008196761.1
OG0007139	NP_001246108.1	XP_015835882.1
OG0007140	NP_001303371.1	XP_971592.1
OG0007141	NP_001259148.1	XP_969519.1, XP_967683.1
OG0007142	NP_647880.1	XP_008190912.1
OG0007143	NP_572836.1	XP_008192184.1
OG0007144	NP_652555.1	XP_975269.1
OG0007145	NP_723789.2	XP_966534.1
OG0007146	NP_651978.2	XP_969419.1
OG0007147	NP_001036609.1	XP_015833137.1
OG0007148	NP_650083.1	XP_966613.1
OG0007149	NP_650734.2	NP_001161912.1
OG0007150	NP_001189165.1	XP_008197796.1
OG0007151	NP_609490.1	XP_008194161.1
OG0007152	NP_001262729.1	XP_008200700.1
OG0007153	NP_648553.1	XP_971137.1
OG0007154	NP_001027089.1	XP_971457.1
OG0007155	NP_651986.2	XP_008199264.1
OG0007156	NP_650553.1	XP_971047.1
OG0007158	NP_725476.1	XP_015838005.1
OG0007159	NP_001259934.1	XP_966996.1
OG0007160	NP_730600.1	XP_969040.2
OG0007161	NP_649626.1	XP_967197.1
OG0007162	NP_572673.1	XP_008192313.1
OG0007163	NP_728468.1	NP_001103903.1
OG0007164	NP_001303440.1	XP_973842.1
OG0007165	NP_001285679.1	XP_008194930.1
OG0007166	NP_728573.1	XP_967328.1
OG0007168	NP_001138001.1	XP_974633.1
OG0007169	NP_611959.2	XP_969130.2
OG0007171	NP_612003.1	XP_969670.3
OG0007173	NP_652037.1	XP_974792.1
OG0007174	NP_525105.2	XP_975635.1
OG0007175	NP_647995.1	XP_968222.2
OG0007176	NP_650307.2	XP_008199627.1
OG0007177	NP_723226.1	XP_008199911.1
OG0007178	NP_001036342.1	XP_969971.1
OG0007179	NP_001262895.1	XP_015838696.1
OG0007180	NP_001261188.1	XP_015838690.1
OG0007182	NP_523665.2	XP_968551.1
OG0007184	NP_572576.1	XP_015832906.1
OG0007185	NP_001287558.1	XP_008196296.1
OG0007187	NP_647623.1	XP_968231.1
OG0007188	NP_573000.1	XP_971149.1
OG0007189	NP_001259576.1	XP_015838931.1, NP_001036036.1
OG0007190	NP_611676.1	XP_969008.2
OG0007192	NP_001259914.1	XP_975105.3
OG0007193	NP_001097981.1	XP_008201042.1
OG0007195	NP_511069.3	XP_001815629.1
OG0007196	NP_572710.1	XP_008192248.1
OG0007197	NP_001260166.1	XP_008195661.1
OG0007198	NP_001284938.1	XP_975504.1
OG0007199	NP_524942.1	XP_967923.1
OG0007200	NP_648178.1	XP_008190461.1
OG0007201	NP_001259184.1	XP_008192657.1
OG0007202	NP_524626.1	XP_001811434.1
OG0007204	NP_476793.1	XP_008201248.1, NP_001038090.1, NP_001036813.1
OG0007205	NP_728621.1	XP_008197825.1
OG0007206	NP_524831.2	XP_008195323.1
OG0007208	NP_001284796.1	XP_968840.1
OG0007209	NP_610267.2	XP_008195715.1
OG0007210	NP_001027138.2	XP_015840541.1
OG0007212	NP_477064.1	XP_966496.1
OG0007213	NP_001260649.1	XP_015835477.1
OG0007214	NP_476762.1	XP_015837044.1, NP_001034536.1
OG0007217	NP_649573.2	XP_008194411.1
OG0007219	NP_001260144.1	XP_008199269.2
OG0007220	NP_001287225.1	XP_971766.1
OG0007222	NP_477448.1	XP_973105.1
OG0007223	NP_001284786.1	XP_967839.1
OG0007225	NP_650752.2	XP_971019.1
OG0007226	NP_524756.2	XP_969731.1
OG0007227	NP_524535.2	XP_968441.2
OG0007228	NP_477324.1	XP_975059.2
OG0007229	NP_609325.2, NP_001015502.3	XP_975201.1
OG0007230	NP_511096.2	XP_969003.3
OG0007231	NP_477401.2	XP_008191602.1
OG0007232	NP_511094.1	XP_969887.1
OG0007233	NP_996087.2	NP_001034494.1
OG0007234	NP_001188596.1	XP_008200633.1
OG0007235	NP_611100.1	XP_015838601.1
OG0007236	NP_001260712.1	XP_015834042.1
OG0007237	NP_650000.1	XP_008198009.2
OG0007238	NP_477330.1	XP_969925.2
OG0007239	NP_001286990.1	XP_967995.2
OG0007241	NP_649546.1	XP_001812287.1
OG0007242	NP_001162756.1	XP_015840640.1
OG0007243	NP_001286836.1	XP_967524.1
OG0007244	NP_611422.2	XP_008198257.1
OG0007245	NP_610610.1	XP_973962.1
OG0007247	NP_730812.3	XP_008193996.1
OG0007248	NP_651581.2	XP_008195420.1
OG0007249	NP_001259560.1	XP_008191719.1
OG0007250	NP_609790.1	XP_971879.2
OG0007251	NP_524333.1	XP_969311.1
OG0007253	NP_651885.1	XP_969241.1
OG0007254	NP_001287029.1	XP_001811450.1
OG0007255	NP_477449.1	XP_015834601.1
OG0007257	NP_001368973.1	XP_008191981.1
OG0007259	NP_001286252.1	XP_008190963.1
OG0007260	NP_650775.2	XP_008193034.1
OG0007262	NP_001259535.1	XP_008190807.1
OG0007263	NP_001015384.1	XP_973446.3
OG0007264	NP_001286339.1	XP_015840525.1
OG0007265	NP_659573.1	XP_970112.1
OG0007268	NP_001287177.1	XP_001812757.1
OG0007269	NP_001245511.1	XP_967400.1
OG0007270	NP_001262397.1	XP_008190728.1
OG0007271	NP_524729.2	XP_974100.1
OG0007272	NP_649658.1	XP_975616.1
OG0007273	NP_001287617.1	XP_008201268.1
OG0007275	NP_651778.1	XP_966940.1
OG0007276	NP_609491.1	XP_971936.1
OG0007278	NP_573066.1	XP_967748.1
OG0007279	NP_648804.1	XP_008193020.1
OG0007280	NP_649910.3	XP_008200287.1
OG0007281	NP_608491.3	XP_001807104.1
OG0007282	NP_001260335.1	XP_972905.1
OG0007283	NP_001287287.1	XP_973892.2
OG0007284	NP_610687.1	XP_008190394.1
OG0007285	NP_651727.1	XP_970257.1
OG0007286	NP_001286797.1	XP_008196323.1
OG0007287	NP_001259489.1	XP_969070.1
OG0007288	NP_001262822.1	XP_015839619.1, NP_001164152.1
OG0007289	NP_001261910.1	XP_001809986.1
OG0007290	NP_649635.1	XP_972144.1
OG0007291	NP_723700.1	XP_974635.1
OG0007293	NP_524621.2	XP_008200359.1
OG0007294	NP_001096987.2	XP_968165.1
OG0007295	NP_001247303.1	XP_008200637.1
OG0007296	NP_611229.2	XP_008199223.2
OG0007297	NP_001261699.1	XP_969394.1
OG0007298	NP_001262832.1	XP_966727.1
OG0007299	NP_001287215.1	XP_967657.1
OG0007300	NP_524981.2	XP_008201418.1
OG0007301	NP_001036558.1, NP_649386.1	XP_975432.1
OG0007302	NP_001097115.1	XP_008196093.1
OG0007303	NP_001262259.1	XP_967428.1
OG0007304	NP_001163238.2	XP_008199397.1
OG0007305	NP_610203.2	XP_008191060.1
OG0007306	NP_001259418.1	XP_008191539.1
OG0007307	NP_001285000.1	XP_974006.1
OG0007308	NP_001287272.1	XP_015840372.1
OG0007309	NP_001097088.3	XP_008195093.1, XP_008195092.1
OG0007311	NP_001260017.1	XP_968887.1
OG0007312	NP_648660.1	XP_973963.1
OG0007313	NP_476602.1	XP_968704.1
OG0007314	NP_001262857.1	XP_015838869.1
OG0007315	NP_476759.1	XP_008191493.1
OG0007316	NP_001246080.1	XP_015835093.1
OG0007317	NP_001286987.1	XP_008193043.1
OG0007318	NP_649946.1	XP_971349.1
OG0007319	NP_649254.2	XP_968103.1
OG0007320	NP_001260276.1	XP_969453.1
OG0007321	NP_733239.1	XP_008198269.1
OG0007322	NP_001097354.1	XP_008192069.1
OG0007323	NP_001260513.1	XP_008197212.1
OG0007324	NP_608548.1	XP_974603.1
OG0007325	NP_001162844.1	XP_008192969.1
OG0007326	NP_608742.2	XP_974584.2
OG0007327	NP_732958.1	XP_975414.2
OG0007329	NP_001285417.1	XP_974735.1
OG0007330	NP_511075.3	XP_008201148.1
OG0007331	NP_001015316.1	XP_969224.2
OG0007332	NP_001287279.1	XP_971037.1
OG0007334	NP_573368.2	XP_015838807.1
OG0007335	NP_648241.1	XP_971953.1
OG0007336	NP_001285296.1	XP_008194234.2
OG0007337	NP_610094.1	XP_008191355.1
OG0007338	NP_610746.1	XP_008197688.1
OG0007339	NP_651288.1	XP_015840528.1
OG0007340	NP_611843.2	XP_008191178.1, NP_001164142.1
OG0007341	NP_001262288.1	XP_001810176.2
OG0007342	NP_001096945.1	XP_972350.2
OG0007343	NP_573154.1	XP_008194632.1
OG0007344	NP_648968.2	XP_015837006.1
OG0007345	NP_511113.1	NP_001034499.1
OG0007346	NP_523363.2	XP_015835530.1
OG0007347	NP_001034073.1	XP_008190899.1
OG0007348	NP_610945.1	XP_008193614.1
OG0007349	NP_610826.1	XP_015840822.1
OG0007350	NP_001163309.2	XP_015838467.1
OG0007351	NP_001259308.1	XP_972294.2
OG0007352	NP_001284819.1	XP_008201623.1
OG0007353	NP_608490.1	XP_971778.1
OG0007355	NP_001262705.1	XP_008195845.1
OG0007356	NP_610543.1	XP_970427.1
OG0007358	NP_649469.2	XP_008197965.1
OG0007359	NP_001285078.1	XP_015834573.1
OG0007360	NP_001303307.1	XP_008192581.1
OG0007361	NP_001284756.1	XP_015838693.1
OG0007362	NP_001284854.1	XP_008192342.1
OG0007363	NP_001285587.1	XP_970873.1
OG0007364	NP_523473.2	XP_972870.1
OG0007365	NP_730465.1	XP_975158.1
OG0007366	NP_648537.2	XP_008199209.1
OG0007367	NP_001260415.1	XP_008197362.1
OG0007368	NP_001286405.1	XP_973716.2
OG0007369	NP_001188958.1	XP_008200052.1
OG0007370	NP_650867.1	XP_967040.1
OG0007371	NP_477451.1	XP_969497.1
OG0007372	NP_001261833.1	XP_967896.1
