Orthogroup	Drosophila_melanogaster	Solenopsis_invicta
OG0007369	NP_001188958.1	XP_011170922.1
OG0007370	NP_650867.1	XP_011166046.1
OG0007371	NP_477451.1	XP_011156385.1
OG0007372	NP_001261833.1	XP_039305283.1
OG0007373	NP_001263137.1	XP_011173063.2
OG0007374	NP_572302.2	XP_039301678.1
OG0007375	NP_001036275.1	XP_039308088.1
OG0007377	NP_001162732.2	XP_039301981.1
OG0007378	NP_001247075.1	XP_039308231.1
OG0007379	NP_726048.1	XP_011171940.2
OG0007380	NP_001096888.2	XP_011161149.1
OG0007382	NP_001285006.1	XP_025991481.1
OG0007383	NP_001259995.1	XP_025986787.1
OG0007384	NP_001286200.1	XP_011160238.2
OG0007385	NP_610731.2	XP_011161139.2
OG0007386	NP_001163065.1	XP_011163663.1
OG0007387	NP_651209.1	XP_011159701.1
OG0007388	NP_569898.1	XP_011171924.2
OG0007389	NP_649830.2	XP_039304858.1
OG0007390	NP_611155.3	XP_025987115.1
OG0007391	NP_001260541.1	XP_011163607.1
OG0007392	NP_001163754.3, NP_001097953.2	XP_011157936.1
OG0007394	NP_001162763.1	XP_011172642.2
OG0007395	NP_569950.1	XP_025994243.1, XP_039306084.1
OG0007396	NP_647784.1	XP_011162836.2
OG0007397	NP_001246957.1	XP_039305395.1
OG0007398	NP_610600.1	XP_011155431.2
OG0007399	NP_609413.1	XP_039314753.1
OG0007400	NP_001247048.1	XP_011165231.1
OG0007401	NP_609148.1	XP_011165862.1
OG0007402	NP_730776.1	XP_011161301.1
OG0007403	NP_001027577.2	XP_011162852.1
OG0007404	NP_788752.2	XP_025991674.1
OG0007407	NP_001259658.1	XP_025993652.1
OG0007408	NP_001015349.2	XP_039302390.1
OG0007409	NP_649950.1	XP_011164611.1
OG0007410	NP_647679.1	XP_011156301.1
OG0007411	NP_650995.1	XP_011174433.1
OG0007412	NP_995901.1	XP_011168170.2
OG0007413	NP_727328.1	XP_025995684.2
OG0007414	NP_001261101.1	XP_011158438.1
OG0007415	NP_001303588.1	XP_025989826.2
OG0007416	NP_001286054.1	XP_039314061.1
OG0007417	NP_651136.1	XP_011175839.1
OG0007418	NP_001286829.1	XP_011165230.1
OG0007419	NP_001015100.2	XP_025990719.1
OG0007421	NP_610228.1, NP_536791.1	XP_011159534.1
OG0007423	NP_726389.4	XP_025986375.1
OG0007425	NP_648164.1	XP_025993985.1
OG0007426	NP_001246649.1	XP_039308650.1
OG0007427	NP_001036262.2	XP_011161549.1
OG0007428	NP_001286171.1	XP_039307644.1
OG0007429	NP_477146.1	XP_011155863.2
OG0007430	NP_524785.2	XP_011168699.1
OG0007431	NP_722765.2	XP_025989791.1
OG0007432	NP_001284879.1	XP_025991141.1
OG0007434	NP_001261971.1	XP_011168349.1
OG0007436	NP_730984.1	XP_025986569.1
OG0007437	NP_572422.1	XP_025986198.1
OG0007439	NP_524786.1	XP_039307392.1
OG0007440	NP_476617.1	XP_025993075.1
OG0007441	NP_732790.3	XP_025993297.2
OG0007442	NP_649438.1	XP_011162063.2
OG0007443	NP_001097317.1	XP_011158097.2
OG0007444	NP_001188786.1	XP_025988381.1
OG0007445	NP_001262923.1	XP_011167622.2
OG0007446	NP_001163111.1	XP_039309847.1, XP_039309845.1
OG0007447	NP_610324.2	XP_011162958.1
OG0007448	NP_001261648.1	XP_039302462.1
OG0007449	NP_001260996.1	XP_025988970.2
OG0007450	NP_476610.2	XP_011159800.1
OG0007451	NP_001303362.1	XP_011166022.2
OG0007452	NP_001097631.1	XP_025986149.1
OG0007453	NP_611939.1	XP_011161190.1
OG0007454	NP_001261504.1	XP_011173244.1
OG0007455	NP_001014714.1	XP_011173197.1
OG0007457	NP_648279.1	XP_025995039.1
OG0007458	NP_001188523.1	XP_011164045.1
OG0007459	NP_610064.2	XP_025994959.1
OG0007460	NP_001033999.2	XP_011161254.1
OG0007461	NP_001262364.1	XP_011164078.1
OG0007462	NP_525049.1	XP_011165123.1
OG0007463	NP_001246825.1	XP_039307654.1, XP_025989868.2
OG0007464	NP_572826.1	XP_011159356.2
OG0007465	NP_477009.1	XP_011162960.1
OG0007466	NP_650521.1	XP_025986852.2
OG0007467	NP_569870.1	XP_011168783.1
OG0007468	NP_001262211.1	XP_039301920.1
OG0007469	NP_001245927.1	XP_025988698.1
OG0007470	NP_001162871.1	XP_011155849.2
OG0007472	NP_648814.3	XP_039313670.1
OG0007473	NP_730506.1	XP_011168670.2
OG0007474	NP_652012.1	XP_011162730.1
OG0007475	NP_650895.1	XP_011157929.1
OG0007477	NP_476923.1	XP_011166130.1
OG0007478	NP_573257.1	XP_039305570.1
OG0007479	NP_730536.1	XP_011164549.1
OG0007480	NP_001245976.1	XP_025995653.1
OG0007481	NP_572738.1	XP_011159179.1
OG0007482	NP_650440.2	XP_011163511.1, XP_025992325.1
OG0007484	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1	XP_039307594.1
OG0007485	NP_001284741.1	XP_011166942.1
OG0007486	NP_660194.1	XP_039305883.1
OG0007488	NP_572549.2	XP_011157453.1
OG0007489	NP_523463.2	XP_025995384.1
OG0007490	NP_649866.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007491	NP_524517.1	XP_025991499.1
OG0007492	NP_001286683.1	XP_011156178.2
OG0007493	NP_001285779.1	XP_025987588.2
OG0007494	NP_650454.2	XP_011169888.2
OG0007495	NP_001261224.1	XP_011158168.2
OG0007496	NP_608523.1	XP_011173818.1
OG0007498	NP_725094.1	XP_011162580.1
OG0007499	NP_611029.3	XP_011162417.1
OG0007500	NP_001097303.2	XP_011157910.2
OG0007501	NP_729346.1	XP_011170325.1
OG0007503	NP_001262675.1	XP_011167453.2
OG0007505	NP_648021.1, NP_569999.1	XP_025992923.1
OG0007507	NP_569901.1	XP_039304687.1
OG0007508	NP_609397.2, NP_610129.3	XP_025987141.1
OG0007509	NP_611182.1, NP_001261039.1	XP_011162714.2
OG0007510	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2	XP_011165024.1
OG0007511	NP_001259513.1	XP_025987510.2
OG0007512	NP_524875.1	XP_039311661.1
OG0007513	NP_723703.1, NP_001285858.1	XP_011161665.1
OG0007514	NP_001137790.1	XP_025992021.1
OG0007515	NP_651685.2	XP_011155754.1
OG0007516	NP_001262317.1	XP_011174770.1
OG0007517	NP_730133.1	XP_011156504.1
OG0007518	NP_001163171.1	XP_011172564.1
OG0007519	NP_650988.1	XP_011158919.2
OG0007521	NP_001246983.1	XP_039303903.1
OG0007524	NP_001261020.1	XP_025997081.2
OG0007525	NP_001284761.2	XP_025991996.1
OG0007526	NP_001097225.1	XP_011162554.2
OG0007527	NP_001246193.1	XP_011156654.1
OG0007528	NP_651094.2	XP_011159660.1
OG0007529	NP_649101.2	XP_011158150.2
OG0007530	NP_477094.1	XP_011159535.3
OG0007531	NP_001246747.1	XP_011173083.1
OG0007532	NP_610784.1	XP_011164053.1
OG0007533	NP_609230.2	XP_011158679.1
OG0007534	NP_001285669.1	XP_011173576.1
OG0007535	NP_652011.3	XP_025992959.1
OG0007536	NP_609000.2	XP_025996094.1
OG0007537	NP_650714.1	XP_011175665.3
OG0007538	NP_001027237.1	XP_011158196.2
OG0007539	NP_610875.1	XP_039315725.1
OG0007541	NP_650772.1	XP_011158572.1
OG0007542	NP_524908.1	XP_011162816.3
OG0007544	NP_733132.2	XP_025987352.2
OG0007545	NP_001036256.2, NP_001245738.1	XP_011166054.1, XP_011166053.1
OG0007547	NP_001163743.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007548	NP_572324.1	XP_011161715.1
OG0007549	NP_524131.1	XP_025992306.2
OG0007550	NP_650070.1	XP_011167023.1
OG0007551	NP_001285513.1	XP_011158928.2
OG0007552	NP_001262337.1	XP_039312886.1
OG0007553	NP_001137721.1	XP_011163241.2
OG0007554	NP_477249.3	XP_025995451.2
OG0007555	NP_650305.1	XP_039315464.1, XP_025996383.2
OG0007556	NP_728186.1	XP_039312440.1, XP_039312437.1
OG0007558	NP_001262460.1	XP_039303257.1
OG0007559	NP_650242.1	XP_011155890.2
OG0007561	NP_001188534.1	XP_011159290.1
OG0007563	NP_573339.1	XP_011167733.2
OG0007569	NP_001189164.1	XP_011161908.1, XP_025985972.1
OG0007604	NP_650690.1	XP_011156720.1
OG0007605	NP_001138076.1	XP_011167764.1
OG0007606	NP_001260247.1	XP_011158151.1
OG0007607	NP_001285625.1	XP_011163784.1
OG0007608	NP_001285171.1	XP_011167194.2
OG0007609	NP_001285162.1	XP_011168582.2
OG0007611	NP_001189075.1	XP_039306275.1
OG0007613	NP_525055.1	XP_025989976.1
OG0007614	NP_001014461.1	XP_025989805.2
OG0007615	NP_650552.3	XP_011175131.2
OG0007616	NP_523418.1	XP_011164126.1
OG0007617	NP_001286270.1, NP_001286268.1	XP_011173543.1
OG0007618	NP_609162.1	XP_011161420.1
OG0007619	NP_001261289.1	XP_011161044.1
OG0007620	NP_648100.2	XP_039311048.1
OG0007621	NP_572241.2	XP_011169315.1
OG0007622	NP_725699.1	XP_011175306.1
OG0007623	NP_001097727.1	XP_039308705.1, XP_039308379.1
OG0007624	NP_648101.1	XP_039306910.1
OG0007625	NP_647747.1	XP_011170662.1
OG0007628	NP_609026.1	XP_011169244.1
OG0007629	NP_723797.3	XP_011169745.2
OG0007630	NP_725536.1	XP_011163713.1
OG0007631	NP_726557.3	XP_039307988.1
OG0007633	NP_570023.1	XP_011176148.1
OG0007634	NP_649951.1	XP_011162238.1
OG0007635	NP_649519.1	XP_011166905.2
OG0007636	NP_649865.1	XP_011174008.1
OG0007637	NP_732797.1, NP_651095.1	XP_011163270.1
OG0007639	NP_650933.2	XP_011157594.1
OG0007640	NP_001246971.1	XP_011164813.1
OG0007642	NP_001137962.1	XP_025991440.1
OG0007643	NP_001014650.2	XP_011172340.2
OG0007647	NP_001261746.1	XP_011161196.1
OG0007648	NP_570054.2	XP_025988075.1
OG0007651	NP_572245.1	XP_039309190.1
OG0007652	NP_730941.1	XP_011161059.1
OG0007653	NP_730954.2	XP_011172141.1
OG0007654	NP_995767.1	XP_011167278.1
OG0007655	NP_724049.1	XP_011165609.1
OG0007656	NP_611456.1	XP_011155596.1
OG0007657	NP_001162887.1	XP_011159281.1
OG0007659	NP_001263130.1	XP_011163147.3
OG0007660	NP_001015319.1	XP_011173494.2
OG0007661	NP_647853.1	XP_011155343.2
OG0007662	NP_001285205.1	XP_011164331.1
OG0007664	NP_612113.2	XP_011160351.1
OG0007665	NP_649631.1	XP_039310941.1
OG0007666	NP_001245864.1	XP_011173362.2
OG0007667	NP_524876.1	XP_025989654.2
OG0007668	NP_651126.3	XP_039311604.1
OG0007669	NP_524428.1	XP_011158445.1
OG0007670	NP_729078.1	XP_011155435.2
OG0007671	NP_477479.1	XP_011172120.1
OG0007673	NP_609557.1	XP_011161125.1
OG0007674	NP_728102.1	XP_025995834.1
OG0007675	NP_611523.3	XP_011168085.1
OG0007676	NP_001285651.1	XP_025988216.1
OG0007677	NP_610801.1	XP_011168971.1
OG0007681	NP_611400.1	XP_011163982.1, XP_039302248.1
OG0007682	NP_001262166.1	XP_011158731.2
OG0007683	NP_001260353.1	XP_011162927.1
OG0007684	NP_611436.2	XP_011159422.1
OG0007685	NP_001036705.1	XP_025989461.1
OG0007687	NP_649509.1	XP_011171048.1
OG0007688	NP_609222.1	XP_039308483.1
OG0007689	NP_730096.2	XP_011157460.1
OG0007690	NP_477173.1	XP_011165805.1
OG0007691	NP_650164.1	XP_025986044.1
OG0007692	NP_001259660.1	XP_011175942.1
OG0007694	NP_650284.2	XP_011176157.1
OG0007695	NP_648165.1	XP_011158055.1
OG0007696	NP_001368974.1	XP_011159298.2
OG0007697	NP_650897.3	XP_011172773.2
OG0007698	NP_648335.1, NP_648333.1	XP_025988470.1
OG0007699	NP_476873.2	XP_025990383.2
OG0007700	NP_001260475.1	XP_011167063.1
OG0007701	NP_001188528.1	XP_025994532.2
OG0007703	NP_650921.1	XP_011160561.3
OG0007704	NP_731062.1	XP_011163928.2
OG0007705	NP_001285830.1	XP_011165547.1
OG0007706	NP_001262999.1	XP_011160957.1
OG0007709	NP_001246921.1	XP_011171228.2
OG0007713	NP_001262674.1	XP_011163944.2
OG0007714	NP_724773.1	XP_011169412.2
OG0007715	NP_611870.3	XP_011170116.1
OG0007716	NP_651119.2	XP_039312171.1
OG0007717	NP_651839.1	XP_025991181.2
OG0007719	NP_650291.1	XP_025995853.1
OG0007720	NP_001286654.1	XP_039307582.1
OG0007721	NP_611187.1	XP_011159991.2
OG0007722	NP_001262529.1	XP_011173662.1
OG0007723	NP_995865.2	XP_011162467.1
OG0007726	NP_001014505.1	XP_011170935.1
OG0007729	NP_001369021.1	XP_011157875.2
OG0007730	NP_001261818.1	XP_011159709.1
OG0007731	NP_524840.2	XP_011162136.1
OG0007732	NP_647793.1	XP_025989769.1
OG0007733	NP_651951.1	XP_011175482.2
OG0007734	NP_001285037.1	XP_025988723.1
OG0007735	NP_572355.1	XP_039313304.1
OG0007737	NP_001286043.1	XP_011156220.2
OG0007740	NP_524458.1	XP_011163898.2
OG0007742	NP_648054.2	XP_011157661.1
OG0007743	NP_651756.1	XP_011162452.1
OG0007745	NP_651936.1	XP_025993013.2
OG0007746	NP_001286087.1	XP_011159432.1
OG0007747	NP_572870.2	XP_011167742.1
OG0007748	NP_611186.2	XP_039311361.1
OG0007749	NP_611968.1	XP_039314713.1, XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1
OG0007750	NP_731331.1	XP_025993042.1
OG0007751	NP_573302.1	XP_011167397.2
OG0007752	NP_729364.1	XP_039303476.1
OG0007754	NP_524658.2	XP_039310877.1
OG0007755	NP_609369.1	XP_039311694.1
OG0007758	NP_001261081.1	XP_011156565.1
OG0007759	NP_001097287.1	XP_025986014.1
OG0007763	NP_648509.1	XP_025990729.1
OG0007768	NP_611650.2	XP_011176204.1
OG0007771	NP_611111.1	XP_011172150.1
OG0007773	NP_001246211.1	XP_039305054.1
OG0007774	NP_476705.1	XP_011173420.1
OG0007778	NP_001246033.1	XP_039310531.1
OG0007779	NP_001259060.1	XP_039303156.1
OG0007781	NP_001262393.1	XP_011160604.2
OG0007782	NP_650019.6	XP_011162643.2
OG0007784	NP_001097796.1	XP_011157713.1
OG0007786	NP_610349.1	XP_039313656.1
OG0007787	NP_001285757.1	XP_025997320.1
OG0007788	NP_001286044.1	XP_011160683.1
OG0007789	NP_788719.1	XP_011173409.2
OG0007790	NP_476962.1	XP_025987316.1
OG0007792	NP_610502.1	XP_011175431.1
OG0007795	NP_652334.2	XP_025993447.2
OG0007796	NP_001014605.1	XP_011173638.1
OG0007798	NP_001285404.1	NP_001291533.1
OG0007799	NP_610591.1	XP_011175177.1
OG0007800	NP_001285209.1, NP_648518.1	XP_011163902.1
OG0007801	NP_001286116.1	XP_011158247.1
OG0007802	NP_611263.1	XP_011159360.2
OG0007803	NP_610740.1	XP_011167870.1
OG0007804	NP_001137830.2	XP_025986811.1
OG0007805	NP_001137839.1	XP_011162447.2
OG0007808	NP_649465.6	XP_025995118.1
OG0007809	NP_647644.2	XP_011157071.2
OG0007810	NP_611494.1	XP_011172315.2
OG0007812	NP_610817.1	XP_011163577.1
OG0007813	NP_612060.2	XP_011157330.2
OG0007814	NP_647814.1	XP_039313288.1
OG0007815	NP_610551.1	XP_039306774.1
OG0007816	NP_001260414.1	XP_011165736.1
OG0007817	NP_001262725.1	XP_011171995.1
OG0007818	NP_610178.2	XP_011164211.2
OG0007819	NP_650438.2	XP_011162449.1
OG0007820	NP_001188583.1	XP_011159540.1
OG0007821	NP_731237.1	XP_011170858.2
OG0007822	NP_001260251.1	XP_011162675.1
OG0007823	NP_649347.1	XP_025987192.1
OG0007824	NP_001163490.1	XP_039314371.1
OG0007828	NP_611205.1	XP_039302417.1
OG0007829	NP_609219.1	XP_039304091.1
OG0007830	NP_001284993.1	XP_011158792.1
OG0007831	NP_647939.1	XP_011162941.1
OG0007832	NP_649695.1	XP_011156758.1
OG0007833	NP_001262333.1	XP_011171947.2
OG0007834	NP_523659.1	XP_011167727.2
OG0007836	NP_730454.2	XP_011158122.1
OG0007837	NP_001036401.1	XP_011167088.1
OG0007840	NP_001284909.1	XP_011172381.2
OG0007841	NP_648230.1	XP_011168768.1
OG0007843	NP_648325.2	XP_011168594.1
OG0007844	NP_523544.2	XP_011159903.2
OG0007846	NP_649974.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007847	NP_608791.2	XP_025986220.2, XP_011159111.1
OG0007849	NP_650382.3	XP_011164264.2
OG0007850	NP_001162683.1	XP_011170770.1
OG0007851	NP_572263.2	XP_011160803.1
OG0007852	NP_001245554.1	XP_011162576.2
OG0007853	NP_001138195.1	XP_011164879.1
OG0007854	NP_647699.1	XP_011169773.1
OG0007855	NP_001262043.1	XP_011155438.1
OG0007856	NP_001162676.1	XP_039303615.1
OG0007857	NP_001261155.1	XP_011156447.1
OG0007858	NP_788506.1	XP_025995002.2
OG0007859	NP_001260788.1	XP_025995793.1
OG0007860	NP_001138185.2	XP_011156521.3
OG0007861	NP_001014491.1	XP_011158725.2
OG0007862	NP_001285688.1	XP_011166983.1
OG0007863	NP_608762.3	XP_011173846.2
OG0007864	NP_001285820.1	XP_011156608.1
OG0007865	NP_729825.2	XP_025991490.2
OG0007866	NP_608526.1	XP_025986665.1
OG0007867	NP_524788.2	XP_011161280.1
OG0007868	NP_611469.1	XP_025996812.1
OG0007869	NP_610293.3	XP_039309541.1
OG0007870	NP_001285860.1	XP_039311585.1
OG0007871	NP_001097092.1	XP_011172409.1
OG0007872	NP_001260064.1	XP_011172973.1
OG0007874	NP_722636.1	XP_011167672.1
OG0007875	NP_001162874.1	XP_025992799.1
OG0007876	NP_001259896.1	XP_039305532.1
OG0007877	NP_649182.4	XP_011159074.1
OG0007878	NP_476769.1	XP_011162754.2
OG0007879	NP_651268.1	XP_011176139.2
OG0007880	NP_649530.2	XP_011175344.1
OG0007881	NP_573102.1	XP_025993041.1, XP_011157421.1
OG0007882	NP_511139.2	XP_011162597.1
OG0007883	NP_609403.2	XP_025995945.2
OG0007885	NP_001246293.1	XP_011161806.1
OG0007888	NP_001284736.1	XP_011158041.2
OG0007889	NP_001262281.1	XP_011164242.1
OG0007892	NP_651206.3	XP_011160146.1
OG0007893	NP_650760.1	XP_039307095.1
OG0007894	NP_001287205.1	XP_039314231.1
OG0007895	NP_001246408.1	XP_011173559.1
OG0007896	NP_732995.1	XP_011166497.1
OG0007897	NP_731367.2	XP_025994062.1
OG0007899	NP_524073.2, NP_001246759.1	XP_011175165.1
OG0007901	NP_729715.2	XP_039313386.1
OG0007902	NP_001246976.1	XP_025995181.1
OG0007903	NP_524532.2	XP_025995339.1
OG0007904	NP_001285247.1	XP_011160820.1
OG0007905	NP_788911.2	XP_025993882.1
OG0007906	NP_001285638.1	XP_025992386.1
OG0007907	NP_610180.1	XP_011159496.1, XP_011159497.1
OG0007908	NP_001262638.1	XP_011164248.2
OG0007914	NP_001259967.1	XP_011170353.1
OG0007915	NP_608505.1	XP_011158072.2
OG0007921	NP_001259701.1	XP_039308407.1
OG0007933	NP_608727.1	XP_039310607.1, XP_011162527.2
OG0007936	NP_001285288.1	XP_025986255.1
OG0007941	NP_649915.1, NP_611122.1, NP_572317.2, NP_572449.1	XP_011156693.1
OG0007957	NP_477314.1	XP_025985875.1
OG0007958	NP_651459.2	XP_025987939.1
OG0007959	NP_788592.1	XP_011161930.1
OG0007960	NP_724939.1	XP_011159361.2
OG0007962	NP_001033852.1	XP_011161594.1
OG0007964	NP_001260311.1	XP_011173367.1
OG0007965	NP_730119.1	XP_025990816.2
OG0007972	NP_728490.1	XP_011167192.1
OG0007976	NP_001137622.1	XP_039309255.1
OG0007978	NP_732262.1	XP_011159408.2
OG0007985	NP_609889.1	XP_011172235.3
OG0007986	NP_476948.1	XP_011167173.3
OG0007989	NP_572469.1	XP_025986580.1, XP_025986582.1
OG0007990	NP_611591.3	XP_011176311.1
OG0007993	NP_001260058.1	XP_011159900.1
OG0007994	NP_001246838.1	XP_039308267.1
OG0007999	NP_001261480.1	XP_011165993.2
OG0008000	NP_001138080.1	XP_011166397.2
OG0008001	NP_001259838.1	XP_025997166.1, XP_011172259.1
OG0008003	NP_001285237.1	XP_011171238.1
OG0008004	NP_572963.1	XP_011163829.2
OG0008005	NP_524060.2	XP_011156310.2
OG0008007	NP_572674.3	XP_039310063.1, XP_011162614.1, XP_011162613.1
OG0008008	NP_001163093.1	XP_011161162.2
OG0008009	NP_001096891.1	XP_039307897.1
OG0008010	NP_572998.1	XP_039315249.1, XP_011157378.1
OG0008011	NP_572815.3	XP_011164452.1
OG0008012	NP_731873.1	XP_025994117.2
OG0008013	NP_788420.1	XP_011165571.1
OG0008015	NP_001097200.1	XP_039305842.1
OG0008017	NP_651833.1	XP_025989525.2
OG0008018	NP_001262334.1	XP_039302765.1
OG0008019	NP_001262899.1	XP_011167640.1
OG0008022	NP_001261059.1	XP_025993422.1, XP_025993425.1, XP_025993424.1, XP_025993423.1
OG0008023	NP_725104.1	XP_025988300.1
OG0008024	NP_477187.1	XP_011167777.1
OG0008026	NP_609191.1	XP_011168961.1
OG0008031	NP_726504.2	XP_025994337.1
OG0008038	NP_001261317.1	XP_039306300.1
OG0008043	NP_572685.2	XP_025988930.2
OG0008044	NP_001027079.1	XP_025995419.1
OG0008047	NP_001163108.1	XP_011167360.2
OG0008049	NP_001097169.1	XP_011161842.1
OG0008051	NP_612008.1	XP_011173492.1, XP_011173489.1
OG0008055	NP_001245414.1	XP_039311286.1
OG0008056	NP_610420.1	XP_025994998.1
OG0008057	NP_649132.1	XP_011170134.2
OG0008058	NP_648911.1	XP_039309973.1
OG0008059	NP_608972.1	XP_011173369.1
OG0008063	NP_001260338.1	XP_011176271.2
OG0008067	NP_001097887.1	XP_011164715.1
OG0008070	NP_650709.3	XP_011165094.1
OG0008071	NP_001286887.1	XP_011167639.1
OG0008072	NP_651070.3	XP_011162089.2, XP_025986870.2
OG0008075	NP_724152.1	XP_011172100.1
OG0008076	NP_649618.1	XP_025992076.1
OG0008077	NP_572948.1	XP_011156737.1
OG0008079	NP_649174.1	XP_039303176.1
OG0008080	NP_001163314.1	XP_025994205.1
OG0008081	NP_610469.3	XP_011166593.1
OG0008086	NP_001260501.1	XP_011163503.1
OG0008087	NP_476684.1	XP_011157863.1
OG0008089	NP_001259704.1	XP_025995680.1
OG0008090	NP_649636.1	XP_011163926.1
OG0008091	NP_001262277.1	XP_039314472.1
OG0008092	NP_650718.2	XP_011167886.3
OG0008093	NP_001260572.1	XP_039303898.1
OG0008094	NP_573355.1	XP_011157498.1
OG0008096	NP_001036552.1	XP_011159187.1
OG0008097	NP_609075.1	XP_011169741.2, XP_039303634.1, XP_011169740.2
OG0008100	NP_573143.1	XP_025986541.1
OG0008102	NP_728237.1	XP_011156563.1
OG0008103	NP_001261460.1	XP_011157031.1
OG0008104	NP_648426.1	XP_039303548.1
OG0008105	NP_649692.2	XP_011170379.1
OG0008106	NP_609581.3	XP_025986863.1, XP_011162122.1
OG0008108	NP_001189216.1	XP_011176257.1
OG0008109	NP_001189223.1	XP_011156810.1
OG0008110	NP_001096974.1	XP_011156675.1
OG0008111	NP_001259527.1	XP_039305222.1
OG0008113	NP_001286931.1	XP_011162560.1
OG0008114	NP_001261932.1	XP_039301664.1
OG0008117	NP_001033972.1	XP_011171297.2
OG0008119	NP_001163658.1	XP_039312163.1
OG0008120	NP_001260795.1	XP_011172444.1
OG0008121	NP_001097362.1	XP_011158458.1
OG0008122	NP_723214.2	XP_039308771.1
OG0008123	NP_995620.1	XP_011163588.2
OG0008124	NP_001260134.1	XP_039310583.1
OG0008126	NP_001303333.1	XP_039308494.1
OG0008127	NP_001137791.2	XP_039304205.1
OG0008128	NP_001261386.1	XP_011160569.2
OG0008133	NP_001261846.1	XP_011156602.1
OG0008134	NP_651480.1	XP_039301786.1
OG0008136	NP_610706.1	XP_011167264.2
OG0008137	NP_611845.2, NP_648748.1	XP_011158959.1
OG0008138	NP_477138.1	XP_011162194.2
OG0008141	NP_650846.1	XP_011163155.1
OG0008142	NP_647829.1	XP_011169013.1
OG0008146	NP_611806.3	XP_011164154.2
OG0008151	NP_609655.2	XP_011162071.1
OG0008158	NP_610043.1	XP_011156801.1
OG0008159	NP_001163567.1	XP_039315103.1
OG0008161	NP_610300.1	XP_011166975.1
OG0008169	NP_476608.1	XP_011161855.1
OG0008174	NP_649257.1	XP_039313026.1
OG0008182	NP_651933.1	XP_039307147.1, XP_025991626.2
OG0008184	NP_001245719.1	XP_025986362.1
OG0008200	NP_001259147.1	XP_025993995.1
OG0008202	NP_652187.1	XP_011174300.3
OG0008203	NP_652383.1	XP_011173202.1
OG0008205	NP_649102.3	XP_025995740.1
OG0008208	NP_573061.2	XP_011166011.1
OG0008209	NP_477351.1	XP_025987620.1
OG0008210	NP_001245416.1	XP_011162523.2
OG0008213	NP_649371.2	XP_011158630.2
OG0008217	NP_001036744.1	XP_011166365.2
OG0008219	NP_001287613.1	XP_011165023.1
OG0008222	NP_730271.1	XP_011161057.2
OG0008223	NP_611239.1	XP_025993625.2
OG0008225	NP_001014730.1	XP_039306831.1
OG0008228	NP_001245468.1	XP_039304461.1
OG0008230	NP_610241.1	XP_011156219.1
OG0008232	NP_001262647.1	XP_011161595.1
OG0008233	NP_001259789.1	XP_011159898.2
OG0008237	NP_729470.1	XP_011166291.1
OG0008239	NP_001163345.1	XP_011158584.1
OG0008240	NP_001036572.1	XP_011162477.1
