Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0006482	NP_610192.1	XP_033329579.1
OG0006483	NP_001286994.1	XP_033331921.1
OG0006484	NP_001162825.1	XP_033334152.1
OG0006485	NP_001246454.1	XP_033341433.1
OG0006486	NP_001259592.1	XP_033322018.1
OG0006487	NP_609081.1	XP_033338955.1, XP_033338956.1
OG0006488	NP_524433.1	XP_033328651.1
OG0006489	NP_650854.1	XP_033332600.1, XP_033339889.1
OG0006490	NP_001260049.1	XP_033323071.1
OG0006491	NP_001262064.1	XP_033340003.1
OG0006493	NP_001287323.1	XP_033326513.1
OG0006494	NP_523415.1	XP_033327770.1
OG0006495	NP_652039.2	XP_033326444.1
OG0006496	NP_648451.1	XP_033337403.1
OG0006497	NP_001286123.1	XP_033338912.1
OG0006498	NP_609547.2	XP_033338641.1
OG0006499	NP_001260984.1	XP_033339629.1
OG0006500	NP_995745.1	XP_033338996.1, XP_033339019.1
OG0006501	NP_001260732.1	XP_033326128.1
OG0006502	NP_001262121.1	XP_033330065.1
OG0006503	NP_001259149.1	XP_033330179.1
OG0006504	NP_001033801.3	XP_033329741.1
OG0006505	NP_724254.1	XP_033326250.1
OG0006506	NP_001286906.1	XP_033329547.1
OG0006507	NP_001261432.1	XP_033341094.1
OG0006508	NP_001261229.1	XP_033325381.1
OG0006510	NP_001246855.1	XP_033340285.1
OG0006512	NP_001287497.1	XP_033338434.1
OG0006513	NP_001189278.1	XP_033338430.1, XP_033338429.1
OG0006514	NP_001261924.1	XP_033342095.1
OG0006515	NP_728163.2	XP_033324586.1
OG0006516	NP_611466.2	XP_033342542.1
OG0006517	NP_650708.1	XP_033332439.1
OG0006518	NP_001097501.1	XP_033326603.1
OG0006519	NP_001284996.1	XP_033321707.1
OG0006520	NP_569844.2	XP_033342262.1
OG0006521	NP_609503.2	XP_033332797.1
OG0006522	NP_650208.1	XP_033328724.1
OG0006523	NP_001261780.1	XP_033327918.1
OG0006524	NP_610456.4	XP_033340146.1
OG0006525	NP_651048.1	XP_033334137.1
OG0006526	NP_001260222.1	XP_033321934.1
OG0006527	NP_001096877.1	XP_033333800.1
OG0006529	NP_001027175.1	XP_033321538.1
OG0006530	NP_573183.2	XP_033340472.1
OG0006532	NP_001286828.1	XP_033325956.1
OG0006533	NP_652341.1	XP_033339627.1
OG0006534	NP_649565.1	XP_033329847.1
OG0006535	NP_001246384.1	XP_033321133.1
OG0006536	NP_573330.3	XP_033337214.1
OG0006537	NP_001097361.1	XP_033339382.1
OG0006538	NP_001260672.1	XP_033325768.1
OG0006539	NP_648879.1	XP_033324802.1
OG0006540	NP_001245851.1	XP_033342117.1
OG0006541	NP_524382.1	XP_033340104.1
OG0006542	NP_001260462.1, NP_610500.2	XP_033334523.1
OG0006543	NP_651400.1	XP_033337006.1
OG0006544	NP_001245588.1	XP_033335569.1
OG0006545	NP_001285789.1	XP_033337895.1
OG0006546	NP_524871.1	XP_033327184.1
OG0006547	NP_652007.1	XP_033326583.1
OG0006548	NP_511119.2	XP_033329190.1
OG0006549	NP_732721.1	XP_033337162.1
OG0006551	NP_001163782.1	XP_033329098.1, XP_033329084.1
OG0006552	NP_609401.2	XP_033336566.1
OG0006553	NP_001097723.1	XP_033341218.1
OG0006554	NP_648102.2	XP_033329633.1
OG0006555	NP_001286941.1	XP_033323163.1
OG0006556	NP_001246837.1	XP_033329974.1
OG0006558	NP_648782.2	XP_033322015.1
OG0006559	NP_001260606.1	XP_033333629.1
OG0006560	NP_611246.1	XP_033322170.1
OG0006561	NP_523966.2	XP_033326608.1
OG0006562	NP_001189228.1	XP_033335172.1
OG0006563	NP_651886.1	XP_033342018.1
OG0006565	NP_001262415.1	XP_033327996.1
OG0006566	NP_001368934.1	XP_033324610.1
OG0006568	NP_573334.1	XP_033323529.1
OG0006570	NP_610467.1	XP_033335360.1
OG0006571	NP_611965.2	XP_033333329.1
OG0006573	NP_524202.1	XP_033340193.1
OG0006574	NP_001260559.1	XP_033331332.1, XP_033331329.1
OG0006575	NP_647645.1, NP_728477.1	XP_033322088.1, XP_033322087.1
OG0006576	NP_572311.1	XP_033331704.1
OG0006577	NP_725221.1	XP_033341845.1
OG0006579	NP_610995.1	XP_033334676.1
OG0006580	NP_648182.1	XP_033325376.1
OG0006581	NP_001284841.1	XP_033340814.1
OG0006582	NP_651320.1	XP_033321493.1
OG0006583	NP_001259968.1	XP_033331272.1
OG0006584	NP_611708.2	XP_033322774.1
OG0006586	NP_573166.1	XP_033325905.1
OG0006587	NP_649025.1	XP_033337250.1
OG0006588	NP_524861.2	XP_033325853.1
OG0006589	NP_648662.1	XP_033329038.1
OG0006590	NP_001260230.1	XP_033340559.1
OG0006591	NP_651326.1	XP_033329597.1
OG0006592	NP_001260421.1	XP_033338143.1
OG0006593	NP_001261850.1	XP_033334800.1
OG0006594	NP_788400.1	XP_033339557.1
OG0006595	NP_524046.2, NP_524045.2	XP_033328420.1
OG0006597	NP_722974.1	XP_033336572.1
OG0006598	NP_001284859.1	XP_033329091.1
OG0006599	NP_573025.2	XP_033324577.1
OG0006600	NP_001027571.3	XP_033325136.1
OG0006601	NP_001245448.1	XP_033325875.1
OG0006602	NP_726062.2	XP_033335254.1
OG0006603	NP_001285466.1	XP_033338336.1
OG0006604	NP_728614.1	XP_033328510.1
OG0006605	NP_728903.1, NP_647831.1	XP_033330333.1
OG0006606	NP_477004.5	XP_033342215.1
OG0006607	NP_477023.1	XP_033330669.1
OG0006608	NP_001259183.2	XP_033334670.1
OG0006609	NP_001247045.1	XP_033322516.1
OG0006610	NP_001137709.1	XP_033330818.1
OG0006611	NP_650795.2	XP_033322504.1, XP_033326457.1
OG0006614	NP_001263024.1	XP_033339447.1
OG0006615	NP_608822.1	XP_033338071.1
OG0006616	NP_001261396.1	XP_033334014.1
OG0006617	NP_610963.1	XP_033326757.1, XP_033326728.1
OG0006618	NP_001261779.1	XP_033326857.1
OG0006619	NP_651353.1	XP_033324051.1
OG0006620	NP_001260170.1	XP_033331833.1
OG0006621	NP_733258.4	XP_033335469.1
OG0006623	NP_650894.1	XP_033333295.1
OG0006624	NP_725875.3	XP_033322936.1, XP_033322938.1
OG0006625	NP_001303445.1	XP_033327503.1
OG0006626	NP_001259401.1	XP_033341292.1
OG0006627	NP_001262497.1	XP_033340084.1
OG0006628	NP_001027085.1	XP_033336864.1
OG0006629	NP_612086.1	XP_033336899.1
OG0006630	NP_995605.1	XP_033336941.1
OG0006631	NP_723849.1	XP_033335188.1, XP_033335190.1, XP_033335189.1
OG0006632	NP_611544.1	XP_033324068.1
OG0006633	NP_648447.2	XP_033333724.1
OG0006634	NP_647753.1	XP_033335460.1, XP_033335461.1
OG0006635	NP_723746.1	XP_033323674.1
OG0006638	NP_001259129.1	XP_033335839.1
OG0006639	NP_001303569.1	XP_033329682.1
OG0006640	NP_647681.2	XP_033337090.1, XP_033336906.1
OG0006641	NP_523860.2	XP_033337822.1
OG0006642	NP_001246701.1	XP_033331926.1
OG0006643	NP_524593.1	XP_033324663.1
OG0006644	NP_001246636.1	XP_033321855.1
OG0006645	NP_001036712.1	XP_033340874.1
OG0006646	NP_648976.2	XP_033340787.1
OG0006647	NP_001262661.1	XP_033337263.1
OG0006648	NP_524830.2	XP_033333710.1
OG0006649	NP_001097795.1	XP_033338837.1
OG0006650	NP_651043.2	XP_033322422.1
OG0006651	NP_001246417.1	XP_033336207.1, XP_033336202.1
OG0006652	NP_511114.2	XP_033340049.1
OG0006654	NP_732637.1	XP_033328662.1
OG0006655	NP_733334.1	XP_033338197.1
OG0006656	NP_476751.1	XP_033331407.1
OG0006657	NP_001261752.1	XP_033341716.1
OG0006658	NP_610341.2	XP_033340330.1
OG0006659	NP_523651.4	XP_033329794.1
OG0006661	NP_652072.1	XP_033322959.1
OG0006662	NP_001036369.3	XP_033320776.1
OG0006663	NP_524322.1	XP_033336730.1
OG0006664	NP_001284962.1	XP_033329368.1
OG0006665	NP_573020.2	XP_033336182.1
OG0006666	NP_001261244.1	XP_033336480.1
OG0006667	NP_001260066.1	XP_033322485.1
OG0006668	NP_572884.1	XP_033326901.1
OG0006669	NP_001261806.1	XP_033333936.1
OG0006670	NP_001261884.1	XP_033341311.1
OG0006671	NP_511168.3	XP_033328588.1
OG0006673	NP_610851.2	XP_033342745.1
OG0006674	NP_001097906.1	XP_033342690.1, XP_033342698.1
OG0006675	NP_733018.1	XP_033342174.1, XP_033342173.1
OG0006676	NP_650650.1	XP_033321747.1
OG0006677	NP_001246788.1	XP_033326031.1
OG0006679	NP_001286616.1	XP_033321814.1
OG0006680	NP_524157.2	XP_033323987.1
OG0006681	NP_001287422.2	XP_033331470.1
OG0006682	NP_001263002.1	XP_033339445.1
OG0006683	NP_001259114.1	XP_033329667.1
OG0006684	NP_610264.1	XP_033342789.1
OG0006685	NP_650146.1	XP_033342557.1
OG0006686	NP_001286984.1	XP_033341979.1
OG0006687	NP_001261219.1	XP_033332016.1
OG0006688	NP_608608.2	XP_033333565.1
OG0006689	NP_001261251.1	XP_033333725.1
OG0006690	NP_001260675.1	XP_033341725.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_033330583.1
OG0006693	NP_001246066.1	XP_033342999.1
OG0006695	NP_001262588.1	XP_033333408.1, XP_033333407.1
OG0006696	NP_001262544.1, NP_611915.1	XP_033338539.1
OG0006697	NP_001027093.1	XP_033328339.1
OG0006698	NP_001261300.1	XP_033334310.1
OG0006699	NP_648574.1	XP_033338571.1
OG0006700	NP_609380.1	XP_033327658.1
OG0006701	NP_610031.1	XP_033327120.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_033323562.1
OG0006703	NP_650646.1	XP_033332028.1, XP_033332019.1
OG0006704	NP_788522.1	XP_033341248.1
OG0006706	NP_001286635.1	XP_033334857.1
OG0006707	NP_609052.1	XP_033333715.1
OG0006708	NP_572755.1	XP_033334096.1
OG0006709	NP_001285859.1	XP_033336141.1
OG0006710	NP_572332.1	XP_033326769.1
OG0006711	NP_732533.1	XP_033339245.1
OG0006713	NP_651682.1	XP_033326814.1
OG0006714	NP_647783.3	XP_033331043.1
OG0006715	NP_001137703.1	XP_033333437.1
OG0006717	NP_647898.3	XP_033322716.1
OG0006718	NP_612024.4	XP_033330082.1, XP_033330084.1
OG0006719	NP_725178.2	XP_033332330.1
OG0006721	NP_001261159.1	XP_033325177.1
OG0006722	NP_001284773.1	XP_033323092.1
OG0006723	NP_001246283.1	XP_033323010.1, XP_033323011.1, XP_033323012.1
OG0006724	NP_573137.1	XP_033327339.1
OG0006725	NP_001260554.1	XP_033337499.1
OG0006726	NP_609327.3	XP_033323400.1
OG0006729	NP_611531.2	XP_033335377.1
OG0006731	NP_609190.2	XP_033334518.1
OG0006732	NP_610434.1	XP_033339999.1
OG0006733	NP_609564.1	XP_033328524.1
OG0006734	NP_608979.2	XP_033334683.1
OG0006735	NP_001284725.1	XP_033321702.1
OG0006736	NP_001260188.1	XP_033328927.1
OG0006738	NP_788038.1	XP_033329866.1, XP_033329865.1
OG0006740	NP_611642.2	XP_033324127.1
OG0006741	NP_001036740.2	XP_033324960.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_033334956.1, XP_033334955.1
OG0006744	NP_001261340.1	XP_033328628.1
OG0006745	NP_649211.1	XP_033342676.1
OG0006746	NP_001261799.1	XP_033342003.1, XP_033342002.1
OG0006747	NP_648204.1	XP_033341025.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_033338159.1
OG0006749	NP_523705.2, NP_612571.1	XP_033328759.1, XP_033328760.1
OG0006750	NP_524048.2	XP_033338390.1
OG0006751	NP_001260992.1	XP_033339435.1
OG0006752	NP_001097174.1	XP_033335491.1
OG0006753	NP_725497.1	XP_033330947.1
OG0006754	NP_651223.2	XP_033324969.1
OG0006760	NP_001262493.1	XP_033332744.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_033337640.1, XP_033337639.1
OG0006768	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1	XP_033330916.1, XP_033330828.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_033341786.1
OG0006782	NP_511146.2	XP_033321179.1
OG0006786	NP_649750.1	XP_033333401.1, XP_033333676.1, XP_033333677.1
OG0006792	NP_611101.1	XP_033342010.1
OG0006798	NP_001246276.1	XP_033338474.1
OG0006799	NP_609142.1, NP_001036353.1	XP_033329695.1
OG0006800	NP_001188691.1	XP_033323108.1
OG0006801	NP_652014.1	XP_033329750.1
OG0006803	NP_001014599.2	XP_033333021.1
OG0006804	NP_524328.1	XP_033329227.1
OG0006805	NP_511058.1	XP_033332249.1
OG0006806	NP_728489.2	XP_033329339.1
OG0006807	NP_523813.1	XP_033335881.1
OG0006808	NP_723327.1	XP_033326544.1
OG0006809	NP_649089.2	XP_033331597.1
OG0006810	NP_649202.1	XP_033334980.1
OG0006811	NP_001260339.1	XP_033329631.1
OG0006812	NP_524180.1	XP_033342356.1
OG0006813	NP_649243.1	XP_033336505.1
OG0006814	NP_650961.2	XP_033337698.1
OG0006815	NP_001036720.1	XP_033332062.1
OG0006816	NP_610024.1	XP_033334439.1
OG0006817	NP_001285512.1	XP_033330321.1
OG0006818	NP_523923.1	XP_033340066.1
OG0006819	NP_524284.1	XP_033341913.1
OG0006820	NP_001260563.1	XP_033337464.1
OG0006821	NP_648880.1	XP_033339611.1
OG0006822	NP_725343.1	XP_033337735.1
OG0006824	NP_001287182.1	XP_033325624.1
OG0006825	NP_001097372.1	XP_033336558.1
OG0006826	NP_788764.1	XP_033338877.1
OG0006827	NP_609086.1	XP_033334696.1
OG0006828	NP_649641.1	XP_033340263.1
OG0006829	NP_001287013.1	XP_033340403.1
OG0006830	NP_648351.1	XP_033336887.1
OG0006831	NP_524104.2	XP_033335742.1
OG0006832	NP_523817.1	XP_033334114.1
OG0006833	NP_001260735.1	XP_033335779.1
OG0006834	NP_648500.1	XP_033339726.1
OG0006835	NP_725106.1	XP_033332660.1
OG0006836	NP_609789.1	XP_033327196.1
OG0006838	NP_001285012.1	XP_033340862.1
OG0006839	NP_001033848.1, NP_608634.1	XP_033327907.1
OG0006840	NP_001287192.1	XP_033340275.1
OG0006841	NP_001163644.1	XP_033327371.1
OG0006842	NP_001285334.1	XP_033330086.1
OG0006843	NP_001286407.1	XP_033322757.1
OG0006844	NP_477419.1	XP_033325555.1
OG0006845	NP_647981.1	XP_033329952.1
OG0006846	NP_001027074.1	XP_033337094.1
OG0006847	NP_524115.1	XP_033340544.1
OG0006848	NP_572354.1	XP_033327940.1
OG0006850	NP_650067.1	XP_033340131.1
OG0006851	NP_001286784.1	XP_033341495.1
OG0006852	NP_651660.1	XP_033336690.1
OG0006854	NP_524586.1	XP_033326610.1
OG0006855	NP_608895.1	XP_033338307.1
OG0006856	NP_609949.1	XP_033341204.1
OG0006857	NP_788610.1	XP_033338431.1
OG0006858	NP_523785.2	XP_033330426.1
OG0006859	NP_651972.1	XP_033336665.1
OG0006860	NP_649184.1	XP_033324029.1
OG0006861	NP_611065.1	XP_033336109.1
OG0006862	NP_572390.1	XP_033322046.1
OG0006863	NP_001188867.1	XP_033323727.1
OG0006865	NP_477080.1	XP_033342853.1
OG0006867	NP_651829.1	XP_033322760.1
OG0006868	NP_609339.1	XP_033341744.1
OG0006869	NP_650470.1	XP_033323951.1
OG0006870	NP_651118.1	XP_033324967.1
OG0006871	NP_722456.1	XP_033327246.1
OG0006872	NP_001260069.1	XP_033340079.1
OG0006874	NP_001247368.1	XP_033337327.1
OG0006875	NP_648027.3	XP_033342854.1
OG0006876	NP_995816.1	XP_033340248.1
OG0006877	NP_001285699.1	XP_033328750.1
OG0006878	NP_001285170.1	XP_033342492.1
OG0006879	NP_001246480.1	XP_033324979.1
OG0006880	NP_650954.1	XP_033341594.1
OG0006881	NP_001138075.1	XP_033332800.1, XP_033332801.1, XP_033332802.1
OG0006882	NP_609926.1	XP_033324219.1
OG0006884	NP_001286868.1	XP_033323632.1
OG0006885	NP_001260836.2	XP_033342323.1
OG0006886	NP_611840.1	XP_033337615.1, XP_033337614.1
OG0006887	NP_610547.1	XP_033321481.1
OG0006888	NP_524910.1	XP_033330815.1
OG0006889	NP_001285658.1, NP_728367.3	XP_033333299.1
OG0006890	NP_609936.1	XP_033326080.1
OG0006891	NP_524032.2	XP_033333851.1
OG0006892	NP_523893.1	XP_033331100.1
OG0006893	NP_001189308.1	XP_033342489.1
OG0006895	NP_536733.1	XP_033337480.1
OG0006896	NP_001259877.1	XP_033321427.1
OG0006897	NP_001262986.1	XP_033324835.1
OG0006898	NP_610737.1	XP_033333884.1
OG0006899	NP_651331.1	XP_033329312.1
OG0006900	NP_001259892.1	XP_033325448.1
OG0006902	NP_524940.1	XP_033342813.1
OG0006903	NP_572170.1	XP_033323116.1
OG0006905	NP_001189105.1	XP_033341126.1
OG0006906	NP_648409.1	XP_033328208.1
OG0006907	NP_001350856.1	XP_033333955.1
OG0006909	NP_650865.1	XP_033336291.1
OG0006910	NP_001097963.1	XP_033326515.1
OG0006911	NP_610702.1	XP_033330932.1
OG0006912	NP_723735.2	XP_033333947.1
OG0006913	NP_001262769.1	XP_033324444.1
OG0006914	NP_610670.2	XP_033340116.1
OG0006915	NP_730192.2	XP_033328880.1
OG0006916	NP_609981.1	XP_033326581.1
OG0006917	NP_573099.1	XP_033334850.1
OG0006918	NP_476886.1	XP_033338335.1
OG0006920	NP_477145.1	XP_033340206.1, XP_033332620.1
OG0006921	NP_573128.2	XP_033332392.1
OG0006922	NP_648439.1	XP_033341307.1
OG0006923	NP_001368991.1	XP_033325785.1
OG0006924	NP_611871.2	XP_033332602.1
OG0006925	NP_524450.2	XP_033323481.1
OG0006927	NP_524776.1	XP_033328453.1
OG0006928	NP_001368954.1	XP_033329519.1
OG0006929	NP_001262456.1	XP_033337862.1
OG0006930	NP_651857.2	XP_033329747.1
OG0006931	NP_001285095.1	XP_033334901.1
OG0006932	NP_609209.2	XP_033324633.1
OG0006933	NP_610169.1	XP_033336537.1
OG0006934	NP_651044.1	XP_033326336.1
OG0006935	NP_726243.1	XP_033333001.1
OG0006936	NP_001188848.1, NP_649978.2	XP_033336693.1
OG0006937	NP_001287400.1	XP_033342517.1
OG0006938	NP_001259806.1	XP_033326723.1
OG0006940	NP_525099.3	XP_033335667.1
OG0006941	NP_647798.1	XP_033335972.1
OG0006943	NP_649512.1	XP_033340876.1
OG0006944	NP_727785.1	XP_033327999.1
OG0006945	NP_542443.4	XP_033340616.1
OG0006946	NP_001287052.1	XP_033333763.1
OG0006948	NP_001286684.1	XP_033335653.1
OG0006949	NP_001260196.1	XP_033334918.1
OG0006950	NP_651079.2	XP_033343069.1
OG0006951	NP_001188706.1	XP_033330078.1
OG0006952	NP_524834.2	XP_033329607.1
OG0006953	NP_650554.3	XP_033341618.1
OG0006954	NP_001097646.1	XP_033341392.1
OG0006955	NP_996147.1	XP_033325447.1
OG0006956	NP_611693.1	XP_033326497.1
OG0006958	NP_611961.1	XP_033342292.1
OG0006959	NP_652607.1	XP_033339982.1
OG0006960	NP_001036597.1	XP_033328397.1
OG0006961	NP_001284813.1	XP_033324637.1
OG0006962	NP_524212.2	XP_033336886.1
OG0006963	NP_609478.1	XP_033335587.1
OG0006964	NP_001261957.1, NP_730182.1	XP_033340225.1
OG0006965	NP_001259286.1	XP_033342833.1
OG0006966	NP_001261722.1	XP_033333450.1
OG0006967	NP_651754.1	XP_033327169.1
OG0006968	NP_001036460.1	XP_033322371.1
OG0006969	NP_524894.1	XP_033329927.1
OG0006970	NP_733329.1	XP_033333535.1
OG0006971	NP_001163786.1	XP_033327423.1
OG0006972	NP_001285589.1	XP_033323492.1
OG0006973	NP_569954.1	XP_033332863.1
OG0006974	NP_650486.1	XP_033336315.1
OG0006975	NP_650542.1	XP_033335660.1
OG0006976	NP_476710.2	XP_033332007.1
OG0006979	NP_609738.1	XP_033328459.1
OG0006980	NP_729983.1	XP_033335332.1
OG0006981	NP_001259941.1	XP_033337130.1
OG0006982	NP_001261577.1	XP_033342691.1
OG0006983	NP_001261373.1	XP_033328656.1
OG0006984	NP_001286565.1	XP_033326139.1
OG0006985	NP_001286577.1	XP_033320774.1, XP_033333798.1
OG0006986	NP_001284797.1	XP_033340192.1
OG0006987	NP_001286807.1	XP_033340564.1
OG0006988	NP_001286070.1	XP_033324205.1
OG0006990	NP_723971.1	XP_033337082.1
OG0006991	NP_609305.1	XP_033321838.1
OG0006992	NP_477502.1	XP_033341438.1
OG0006993	NP_610642.2	XP_033330823.1
OG0006994	NP_523910.1	XP_033328078.1
OG0006995	NP_001036711.1	XP_033322486.1
OG0006996	NP_650704.1	XP_033336401.1
OG0006998	NP_609370.2	XP_033326875.1
OG0006999	NP_476593.2	XP_033331334.1
OG0007000	NP_001246950.1	XP_033333118.1
OG0007001	NP_649318.1	XP_033324944.1
OG0007002	NP_001303402.1	XP_033332211.1
OG0007003	NP_001163721.1	XP_033338960.1
OG0007004	NP_608841.1	XP_033338064.1
OG0007005	NP_573239.1	XP_033321760.1
OG0007006	NP_001137996.2	XP_033337166.1
OG0007007	NP_524596.1	XP_033322883.1
OG0007008	NP_573026.1	XP_033339379.1
OG0007009	NP_524939.1	XP_033336898.1
OG0007010	NP_001259381.1	XP_033322690.1
OG0007012	NP_611862.1	XP_033327037.1
OG0007013	NP_723549.1	XP_033327193.1
OG0007014	NP_001259837.1	XP_033321774.1
OG0007015	NP_001096864.1	XP_033332957.1
OG0007016	NP_648755.1	XP_033324145.1
OG0007017	NP_610048.2	XP_033328723.1
OG0007018	NP_001015187.2	XP_033339529.1
OG0007020	NP_647737.1	XP_033324898.1
OG0007021	NP_001261795.1	XP_033321681.1, XP_033321682.1
OG0007022	NP_650431.1	XP_033340136.1
OG0007023	NP_609607.1	XP_033332070.1
OG0007024	NP_477271.1	XP_033333214.1
OG0007025	NP_650520.1	XP_033336850.1
OG0007026	NP_001162645.1	XP_033331581.1
OG0007027	NP_649129.1	XP_033337419.1
OG0007028	NP_647901.1	XP_033328761.1
OG0007029	NP_001163639.1	XP_033342231.1
OG0007030	NP_652724.1	XP_033335891.1
OG0007031	NP_001246473.1	XP_033332149.1
OG0007032	NP_001246256.1	XP_033343108.1
OG0007033	NP_001260200.1	XP_033328694.1
OG0007034	NP_649965.2	XP_033341083.1, XP_033341091.1
OG0007035	NP_608521.1	XP_033327367.1
OG0007036	NP_477432.3	XP_033340337.1
OG0007038	NP_611363.2	XP_033331042.1
OG0007039	NP_610292.2	XP_033336582.1
OG0007040	NP_476946.1	XP_033325460.1
OG0007041	NP_001104452.1	XP_033328280.1
OG0007043	NP_477242.1	XP_033340811.1
OG0007044	NP_648247.1	XP_033343002.1
OG0007045	NP_651182.2	XP_033326284.1
OG0007047	NP_001033884.2	XP_033335882.1
OG0007048	NP_650457.2	XP_033339800.1
OG0007050	NP_611080.1	XP_033341145.1
OG0007051	NP_001260871.1	XP_033335463.1
OG0007052	NP_609452.1	XP_033335271.1
OG0007053	NP_001262893.1	XP_033325354.1
OG0007054	NP_001263142.1	XP_033331119.1
OG0007055	NP_001259133.1	XP_033329255.1
OG0007056	NP_001285218.1	XP_033324952.1
OG0007057	NP_610997.1	XP_033322287.1
OG0007058	NP_648787.2	XP_033325554.1
OG0007059	NP_523403.2	XP_033339121.1
OG0007060	NP_001262717.1	XP_033335597.1
OG0007061	NP_001163511.1	XP_033323299.1
OG0007062	NP_650401.1	XP_033328857.1
OG0007063	NP_611008.2	XP_033334712.1
OG0007064	NP_477039.1	XP_033326221.1
OG0007065	NP_001285509.1	XP_033320918.1
OG0007066	NP_609058.2	XP_033323578.1
OG0007067	NP_001262000.1	XP_033335466.1
OG0007068	NP_001259972.1	XP_033329966.1
OG0007070	NP_001303376.1	XP_033323798.1
OG0007071	NP_477416.1	XP_033329885.1
OG0007072	NP_649072.1	XP_033332247.1
OG0007073	NP_001286637.1	XP_033335892.1
OG0007074	NP_573119.1	XP_033332992.1
OG0007076	NP_524757.1	XP_033326027.1
OG0007077	NP_650955.1	XP_033324763.1
OG0007078	NP_001286617.1	XP_033337562.1, XP_033339941.1
OG0007079	NP_524199.1	XP_033329834.1
OG0007080	NP_610761.2	XP_033335671.1
OG0007081	NP_001261138.1	XP_033324491.1
OG0007082	NP_648944.1	XP_033340968.1
OG0007083	NP_476708.1	XP_033339493.1
OG0007084	NP_524764.1	XP_033329715.1
OG0007085	NP_524107.2	XP_033329116.1
OG0007086	NP_610928.1	XP_033332617.1
OG0007087	NP_524071.2	XP_033320856.1
OG0007088	NP_651601.1	XP_033337607.1
OG0007089	NP_001246428.1	XP_033340082.1
OG0007090	NP_001163531.1	XP_033333889.1
OG0007091	NP_650459.1	XP_033323245.1
OG0007092	NP_652063.1	XP_033338508.1
OG0007093	NP_611113.1	XP_033321259.1
OG0007094	NP_001262001.1	XP_033325975.1
OG0007095	NP_524549.1	XP_033340570.1
OG0007096	NP_001027032.1	XP_033322041.1
OG0007097	NP_001262804.1	XP_033340736.1
OG0007098	NP_001259946.1	XP_033341398.1
OG0007099	NP_610000.1	XP_033321867.1
OG0007100	NP_001162899.1	XP_033329307.1
OG0007101	NP_648819.2	XP_033328158.1
OG0007103	NP_001285190.1	XP_033327939.1
OG0007104	NP_001097249.1	XP_033334987.1
OG0007105	NP_001287545.1	XP_033324288.1
OG0007106	NP_612112.1	XP_033331049.1
