Orthogroup	Drosophila_melanogaster	Apis_mellifera
OG0006160	NP_651514.1	XP_026301351.1
OG0006161	NP_476597.2	XP_026300169.1
OG0006162	NP_732563.2	XP_006557331.2
OG0006164	NP_608834.1	XP_003249694.1
OG0006165	NP_001260320.1	XP_006560914.1
OG0006166	NP_524887.2	XP_395013.3
OG0006167	NP_611885.3	XP_026300054.1
OG0006168	NP_523876.2	NP_001135436.1
OG0006169	NP_610399.1	XP_006559585.1
OG0006170	NP_001285142.1	XP_006569788.2
OG0006171	NP_477222.1	XP_624613.1
OG0006172	NP_001027215.1	XP_394966.1
OG0006173	NP_001262307.1	XP_001121915.3
OG0006174	NP_647745.1	XP_392065.2
OG0006175	NP_001284899.1	XP_016766449.2
OG0006176	NP_001261682.1	XP_016769539.1
OG0006177	NP_001287536.1	XP_624395.3
OG0006178	NP_001285196.1	XP_625120.4
OG0006179	NP_001247201.1	XP_001120540.2
OG0006180	NP_001097279.2	XP_026298304.1
OG0006181	NP_001261385.1	XP_001121606.2
OG0006182	NP_511129.3	XP_016766925.1
OG0006183	NP_001261920.1	XP_006567758.1
OG0006184	NP_723116.1	XP_397120.4
OG0006185	NP_001015119.2	XP_006558638.1
OG0006186	NP_730508.1	XP_395686.2
OG0006187	NP_727611.1	XP_397266.3
OG0006188	NP_523389.3, NP_001285389.1	XP_391991.1
OG0006189	NP_001097943.1	XP_026296952.1
OG0006191	NP_001163710.1	XP_026295807.1
OG0006192	NP_647943.2	XP_026299704.1
OG0006193	NP_001287235.1	XP_026297831.1
OG0006194	NP_001285517.1	XP_391920.3
OG0006195	NP_001247313.1	XP_396642.2
OG0006196	NP_609579.1	XP_623672.1
OG0006197	NP_651211.2	XP_016767463.1
OG0006199	NP_608931.1	XP_395807.2
OG0006200	NP_650001.2	XP_006564800.1
OG0006201	NP_001036772.2	XP_006563721.2
OG0006202	NP_611178.1, NP_001259623.1	XP_392265.4
OG0006203	NP_524098.2	XP_001120141.1
OG0006204	NP_477499.1	XP_001122254.2
OG0006205	NP_611419.1	XP_026295603.1
OG0006206	NP_733391.1	XP_016771364.2
OG0006207	NP_523959.2	XP_392923.5
OG0006208	NP_731761.3	XP_006559092.2
OG0006209	NP_001245852.1	XP_006562815.1
OG0006210	NP_733077.3	XP_006557397.1
OG0006211	NP_001259340.1, NP_001262941.1	XP_016772964.1
OG0006212	NP_648758.1	XP_393819.4
OG0006213	NP_001261417.1	XP_006562326.2
OG0006214	NP_001097658.1	XP_006564045.1
OG0006215	NP_477473.1	XP_006571886.1
OG0006216	NP_476596.1	XP_392430.1
OG0006217	NP_573245.1	XP_026299680.1
OG0006218	NP_727306.1	XP_001120184.2
OG0006219	NP_524464.1	XP_392722.1
OG0006220	NP_001303424.1	XP_393677.3
OG0006221	NP_001162664.2	XP_624446.3
OG0006222	NP_476702.1	XP_006570259.2
OG0006223	NP_611600.1	XP_026295029.1
OG0006224	NP_651530.1	NP_001257758.1
OG0006225	NP_649835.1	XP_006565530.1
OG0006226	NP_651580.3	XP_026300866.1
OG0006228	NP_649916.1	XP_006569244.2
OG0006229	NP_523443.1	XP_395373.3
OG0006230	NP_648400.1	XP_001120950.1
OG0006231	NP_524929.1	XP_003251718.1
OG0006232	NP_650739.2	XP_397354.3
OG0006233	NP_611215.1	XP_026302173.1
OG0006234	NP_728264.1, NP_648139.1	XP_396275.3
OG0006235	NP_001286524.1	XP_026298485.1
OG0006236	NP_610996.1	XP_016772662.1
OG0006238	NP_001285439.1	XP_394637.2
OG0006240	NP_001263068.1	XP_006571826.2
OG0006241	NP_524116.2	XP_026298925.1
OG0006242	NP_001285458.1	XP_003249526.1
OG0006244	NP_001245621.1	XP_006560738.1
OG0006245	NP_787990.1	XP_391989.2
OG0006246	NP_001138209.1	XP_625205.1
OG0006247	NP_569958.2	XP_016766283.1
OG0006248	NP_001262556.1	XP_026301433.1
OG0006249	NP_001263082.1	XP_395225.2
OG0006250	NP_647705.1	XP_397293.3
OG0006251	NP_723730.2	XP_006566224.2
OG0006252	NP_001245944.1	XP_001120202.2
OG0006253	NP_648947.1, NP_647858.2	XP_392367.3
OG0006254	NP_001286950.1	XP_026295298.1
OG0006255	NP_649130.2	XP_001120040.2
OG0006256	NP_001287243.1	XP_026299349.1, NP_001035327.1
OG0006257	NP_649560.1	XP_623813.1
OG0006258	NP_001014577.1	XP_393948.3
OG0006259	NP_476833.1	XP_006569795.3
OG0006260	NP_524330.2	XP_001122083.2
OG0006261	NP_648837.2	XP_016773003.2
OG0006262	NP_001287107.1	XP_392611.4
OG0006263	NP_001246449.1	XP_026297748.1
OG0006264	NP_001303458.1	XP_624007.4
OG0006265	NP_001262396.1	XP_006559775.2
OG0006266	NP_726016.1	XP_006559709.1
OG0006267	NP_611223.4	XP_396738.2
OG0006268	NP_647979.1	XP_006572161.1
OG0006269	NP_649826.3	XP_394711.4
OG0006270	NP_651665.2	XP_623958.2
OG0006271	NP_001285268.1	XP_391917.2
OG0006273	NP_732199.2	XP_001119916.1
OG0006274	NP_001286160.1	XP_026298831.1, XP_026298829.1
OG0006275	NP_728606.1, NP_726727.1	XP_006561747.1
OG0006276	NP_524040.2	XP_394952.4
OG0006277	NP_651757.1	XP_623598.1
OG0006278	NP_477226.2	XP_396015.2
OG0006279	NP_001285719.1	XP_624513.2
OG0006280	NP_608318.5	XP_006571839.1
OG0006282	NP_649414.1	XP_001120178.3
OG0006283	NP_524100.1	XP_016767523.1
OG0006284	NP_572441.1	XP_006558457.2, XP_026295585.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_396943.1
OG0006286	NP_001262267.1	XP_003251418.2
OG0006287	NP_523969.1	XP_624861.2
OG0006288	NP_572901.1	XP_624093.3
OG0006289	NP_650822.1	XP_624466.1
OG0006290	NP_525063.1	XP_006570354.1
OG0006291	NP_648556.3	XP_392190.2
OG0006292	NP_001259502.1	XP_393883.3
OG0006293	NP_001262699.1	XP_397113.1
OG0006294	NP_649499.1	XP_623893.3
OG0006295	NP_608738.1	NP_001265608.1
OG0006296	NP_609375.1	XP_006569554.2
OG0006297	NP_608779.1	XP_393867.2
OG0006298	NP_001285902.1	XP_006559305.1
OG0006299	NP_001247105.1	XP_026296113.1
OG0006300	NP_572930.3	XP_391978.2
OG0006301	NP_611332.1	XP_393350.4
OG0006302	NP_572215.1	XP_396972.6
OG0006303	NP_001262065.1	XP_006557400.2
OG0006304	NP_651005.1	XP_396966.2
OG0006305	NP_523357.2	XP_395207.4
OG0006306	NP_610167.3	XP_003251352.1
OG0006307	NP_001261793.1	XP_016769299.2
OG0006308	NP_477318.1	XP_392366.2
OG0006309	NP_001286949.1	XP_006560659.1
OG0006310	NP_001260349.1	XP_006569641.1
OG0006311	NP_001261955.1	XP_625050.3
OG0006312	NP_001246038.1	XP_392837.4
OG0006313	NP_572308.3, NP_001287039.1	XP_006571393.1
OG0006314	NP_001286676.1	XP_016766741.1
OG0006315	NP_001097366.1	XP_026295179.1
OG0006316	NP_001285018.1, NP_611485.1	XP_001119959.2
OG0006317	NP_611265.1	XP_006571875.2
OG0006318	NP_001262587.1	XP_006561370.1
OG0006319	NP_001261559.1	XP_393599.2
OG0006320	NP_001303467.1	XP_006571498.1
OG0006322	NP_648756.1	XP_026295457.1
OG0006323	NP_001303317.1	XP_624674.1
OG0006324	NP_525123.2	XP_006563577.1
OG0006325	NP_608615.1	XP_006564587.1
OG0006326	NP_001356954.1	XP_003251674.2
OG0006327	NP_611270.1	XP_026299286.1
OG0006328	NP_724578.1	XP_026298167.1
OG0006329	NP_524303.2, NP_477371.1	XP_392993.2
OG0006331	NP_648257.1	XP_016771790.2, XP_026300809.1
OG0006332	NP_608996.1	XP_001122049.2
OG0006333	NP_477332.1	XP_624393.1
OG0006334	NP_523663.1	XP_623552.1
OG0006335	NP_001263028.1	XP_003250988.1
OG0006337	NP_001163572.1, NP_648007.1	XP_006562013.1
OG0006340	NP_001262553.1	XP_026297145.1
OG0006343	NP_610953.1	XP_026299549.1, XP_393124.4
OG0006344	NP_001247302.1	XP_006566104.2
OG0006345	NP_651390.2	XP_006569064.1
OG0006346	NP_650662.1	XP_026299449.1
OG0006347	NP_612080.1	XP_394674.3
OG0006348	NP_647884.1	XP_624708.2
OG0006349	NP_001259426.1	XP_006563869.2, XP_006563867.2
OG0006350	NP_651099.1	XP_625039.1
OG0006351	NP_651220.3	XP_006564335.1
OG0006352	NP_648347.2	XP_026295522.1, XP_026295521.1
OG0006353	NP_001097319.1	XP_001122738.2
OG0006355	NP_001262542.1	XP_006564673.2
OG0006356	NP_651922.1	XP_623749.3
OG0006357	NP_001259191.1	XP_006557330.1
OG0006358	NP_523374.2	XP_393700.2
OG0006359	NP_001287135.1, NP_572757.2	XP_624437.4
OG0006360	NP_611881.1	XP_016768436.1
OG0006361	NP_609441.1	XP_394029.5
OG0006362	NP_610055.1	XP_396436.3
OG0006363	NP_648043.1, NP_648045.2	XP_006569451.2
OG0006364	NP_001246952.1	XP_026297442.1
OG0006365	NP_001247027.1	XP_006563531.2
OG0006366	NP_001163243.1	XP_006563344.1
OG0006367	NP_608426.1	XP_006571898.1
OG0006368	NP_647932.1	XP_016771837.1
OG0006369	NP_001036574.1	XP_001121186.3
OG0006370	NP_611051.2	XP_396879.3
OG0006371	NP_001260450.1	XP_006557406.1
OG0006372	NP_001246894.1	XP_016772364.1
OG0006373	NP_001260269.1	XP_026300481.1
OG0006374	NP_648111.1	XP_395961.4
OG0006375	NP_610929.2	XP_026294824.1
OG0006377	NP_001261387.1	XP_006570173.2
OG0006378	NP_524124.1	XP_001120974.1, XP_026300268.1
OG0006379	NP_001097077.1	XP_003250470.1
OG0006380	NP_733372.1	XP_026300648.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_016769115.1
OG0006382	NP_001261668.1	XP_393397.5
OG0006383	NP_723346.2	XP_016770942.2
OG0006384	NP_572861.1	XP_001122306.2
OG0006385	NP_523814.1	XP_006561652.2
OG0006386	NP_611601.2	XP_026294856.1
OG0006388	NP_611095.1	XP_624898.3
OG0006389	NP_536736.2	XP_026299028.1
OG0006390	NP_001285318.1	XP_006571053.2, XP_016768321.2
OG0006391	NP_996333.4	XP_026295256.1
OG0006392	NP_001260321.1	XP_395043.3
OG0006393	NP_648421.1	XP_392996.1
OG0006394	NP_611637.1	XP_016771524.1
OG0006395	NP_650562.1	XP_006558948.1
OG0006396	NP_001014557.3	XP_026298931.1
OG0006397	NP_001261867.1	XP_391940.2
OG0006398	NP_648445.1	XP_006564782.1, XP_026302234.1
OG0006399	NP_572350.2	XP_016766829.1
OG0006400	NP_001097320.1	XP_016769201.1
OG0006401	NP_001163598.1	XP_001122422.1
OG0006402	NP_650781.2	XP_006561066.2
OG0006403	NP_001097237.1	XP_026299822.1
OG0006404	NP_001303320.1	XP_006563309.1
OG0006405	NP_612047.1	XP_026300426.1
OG0006406	NP_652499.2	XP_001120955.2
OG0006407	NP_001014591.1, NP_649111.1	XP_016768935.1
OG0006408	NP_001260842.1	XP_006558941.1
OG0006409	NP_001262665.1	XP_016767438.1
OG0006410	NP_001260372.1	XP_016771457.1
OG0006411	NP_001286801.1	XP_026296831.1
OG0006412	NP_001259406.1	XP_026298627.1
OG0006413	NP_608646.3	XP_006568085.2
OG0006414	NP_001286371.1	XP_006569250.2, XP_006569257.2
OG0006415	NP_649200.2	XP_623829.4
OG0006416	NP_609105.1	XP_006571218.1
OG0006417	NP_650573.1	XP_016769989.1
OG0006418	NP_001137711.1	XP_006565765.2
OG0006419	NP_650701.1	XP_003249878.1
OG0006420	NP_001303455.1	XP_003250103.1
OG0006421	NP_609552.1	XP_026295391.1
OG0006422	NP_611963.5	XP_006567516.1
OG0006423	NP_001286661.1	XP_006571263.1
OG0006425	NP_511118.2	XP_392577.4
OG0006426	NP_523783.1	XP_392284.2
OG0006427	NP_523662.1	XP_006561440.1
OG0006428	NP_001245616.1	XP_026299955.1
OG0006429	NP_524521.1	XP_003249297.2
OG0006430	NP_001262867.1	XP_026296876.1
OG0006431	NP_572872.1	XP_026295328.1
OG0006432	NP_476821.1	XP_006569034.2
OG0006433	NP_651194.1	XP_001122139.1
OG0006434	NP_996032.1	XP_624819.1
OG0006435	NP_523932.2	XP_006569755.1
OG0006437	NP_612075.1	XP_625067.1
OG0006439	NP_650742.2	XP_006557362.1
OG0006440	NP_732771.2	XP_006564220.1
OG0006441	NP_001163682.1	XP_624511.1
OG0006442	NP_523829.2	XP_001120233.1
OG0006443	NP_650656.1	XP_394517.4
OG0006444	NP_572656.1	XP_624173.1
OG0006445	NP_524106.3	XP_393141.2
OG0006446	NP_731221.2	XP_397001.3
OG0006447	NP_524654.2	XP_394596.2
OG0006448	NP_001284744.1	XP_026296935.1
OG0006449	NP_001263041.1	XP_001122101.2
OG0006450	NP_722679.1	XP_016766566.1
OG0006451	NP_001303431.1	XP_395299.2
OG0006452	NP_608868.1	XP_396160.4
OG0006453	NP_001036635.1	XP_392602.4
OG0006454	NP_609947.1	XP_006572101.1
OG0006455	NP_001261249.1	XP_395217.4
OG0006456	NP_001286247.1	XP_394275.2
OG0006457	NP_652608.1	XP_393051.1
OG0006458	NP_572712.1	XP_624221.1
OG0006459	NP_001368976.1	XP_026301622.1
OG0006460	NP_476661.1	XP_026301194.1
OG0006463	NP_648712.1	XP_016766807.2
OG0006464	NP_731085.2	XP_006562211.1
OG0006465	NP_001189248.1	XP_026300280.1
OG0006466	NP_523430.1	XP_395643.2
OG0006467	NP_727512.3	XP_624384.4
OG0006469	NP_788381.1	XP_006561789.1
OG0006470	NP_001015505.5	XP_026301171.1
OG0006471	NP_724130.4	XP_026295433.1, XP_006563941.2
OG0006472	NP_524177.1	XP_006572241.1
OG0006473	NP_610765.1	XP_003251347.2
OG0006474	NP_651669.1	XP_396142.4
OG0006475	NP_001260616.1	XP_006571388.1
OG0006476	NP_610666.1	XP_623747.1
OG0006477	NP_001260457.1, NP_573049.2	XP_006566359.1
OG0006478	NP_610897.1, NP_001163564.1	XP_395835.2
OG0006480	NP_611573.1	XP_394550.2
OG0006482	NP_610192.1	XP_016773045.1
OG0006483	NP_001286994.1	XP_006559059.1
OG0006484	NP_001162825.1	XP_026294641.1
OG0006485	NP_001246454.1	XP_395173.2
OG0006486	NP_001259592.1	XP_006558032.1
OG0006487	NP_609081.1	XP_016770746.1
OG0006488	NP_524433.1	XP_001120208.2, XP_026301492.1
OG0006489	NP_650854.1	XP_395016.2
OG0006490	NP_001260049.1	XP_026301995.1, XP_026301993.1
OG0006492	NP_477132.1	XP_026295497.1
OG0006493	NP_001287323.1	XP_026300036.1
OG0006494	NP_523415.1	XP_026294725.1
OG0006495	NP_652039.2	XP_395921.4
OG0006496	NP_648451.1	XP_016769113.2
OG0006497	NP_001286123.1	XP_026301617.1
OG0006498	NP_609547.2	XP_006557347.1
OG0006499	NP_001260984.1	XP_397273.4
OG0006500	NP_995745.1	XP_026295499.1
OG0006501	NP_001260732.1	XP_392651.2
OG0006502	NP_001262121.1	XP_006563262.2
OG0006503	NP_001259149.1	XP_006557863.1, NP_001172034.1
OG0006504	NP_001033801.3	XP_016767363.2
OG0006505	NP_724254.1	XP_006570241.1
OG0006506	NP_001286906.1	XP_016772823.1
OG0006507	NP_001261432.1	XP_026295127.1
OG0006508	NP_001261229.1	XP_026298944.1
OG0006509	NP_651753.2	XP_006560766.2
OG0006510	NP_001246855.1	XP_006570058.1
OG0006512	NP_001287497.1	XP_006559452.1
OG0006513	NP_001189278.1	XP_006559448.1
OG0006514	NP_001261924.1	XP_006561341.1
OG0006515	NP_728163.2	XP_026301153.1
OG0006516	NP_611466.2	XP_001120915.2
OG0006517	NP_650708.1	XP_623635.3
OG0006518	NP_001097501.1	XP_397251.4
OG0006519	NP_001284996.1	NP_001071292.1, XP_026295144.1
OG0006520	NP_569844.2	XP_006566708.1
OG0006521	NP_609503.2	XP_623492.4
OG0006522	NP_650208.1	XP_026297455.1
OG0006523	NP_001261780.1	XP_026298789.1
OG0006524	NP_610456.4	XP_392753.2
OG0006525	NP_651048.1	XP_006568814.1
OG0006526	NP_001260222.1	XP_006572335.2
OG0006527	NP_001096877.1	XP_016767365.2
OG0006528	NP_001097814.1	XP_026298428.1
OG0006529	NP_001027175.1	XP_396134.2
OG0006530	NP_573183.2	XP_006572216.1
OG0006532	NP_001286828.1	XP_001119907.2
OG0006533	NP_652341.1	XP_006572261.1
OG0006534	NP_649565.1	XP_397097.2
OG0006535	NP_001246384.1	XP_006562160.1
OG0006536	NP_573330.3	XP_006564269.1
OG0006537	NP_001097361.1	XP_016768732.1
OG0006538	NP_001260672.1	XP_393709.3
OG0006539	NP_648879.1	XP_026301093.1
OG0006540	NP_001245851.1	XP_026302168.1
OG0006541	NP_524382.1	XP_394155.4
OG0006542	NP_001260462.1, NP_610500.2	XP_026301011.1
OG0006543	NP_651400.1	XP_026296497.1
OG0006544	NP_001245588.1	XP_006559905.1
OG0006545	NP_001285789.1	XP_395545.1
OG0006546	NP_524871.1	XP_395929.2
OG0006547	NP_652007.1	XP_016767161.1
OG0006548	NP_511119.2	XP_001121783.2
OG0006549	NP_732721.1	XP_394555.2
OG0006551	NP_001163782.1	XP_006568300.1
OG0006552	NP_609401.2	XP_001120779.3
OG0006553	NP_001097723.1	XP_006570815.1
OG0006554	NP_648102.2	XP_624690.4
OG0006556	NP_001246837.1	XP_026298573.1
OG0006558	NP_648782.2	XP_392919.3
OG0006559	NP_001260606.1	XP_026295437.1
OG0006560	NP_611246.1	XP_006568026.2
OG0006562	NP_001189228.1	XP_016767439.1
OG0006563	NP_651886.1	XP_016768078.2
OG0006565	NP_001262415.1	XP_003250531.1
OG0006566	NP_001368934.1	XP_026295641.1
OG0006568	NP_573334.1	XP_394503.6
OG0006570	NP_610467.1	XP_016767742.2
OG0006571	NP_611965.2	XP_026297436.1
OG0006573	NP_524202.1	XP_006569529.1
OG0006574	NP_001260559.1	XP_026301637.1
OG0006575	NP_647645.1, NP_728477.1	XP_006561020.1
OG0006576	NP_572311.1	XP_001121177.2
OG0006577	NP_725221.1	XP_006568876.1
OG0006579	NP_610995.1	XP_396284.2
OG0006580	NP_648182.1	XP_016769861.1
OG0006581	NP_001284841.1	XP_006563481.1
OG0006582	NP_651320.1	XP_623875.1
OG0006583	NP_001259968.1	XP_026295241.1
OG0006584	NP_611708.2	XP_026297954.1
OG0006586	NP_573166.1	XP_624424.1
OG0006587	NP_649025.1	XP_623878.1
OG0006588	NP_524861.2	XP_026295381.1
OG0006589	NP_648662.1	XP_006565039.1
OG0006590	NP_001260230.1	XP_026301417.1
OG0006591	NP_651326.1	XP_394728.2
OG0006592	NP_001260421.1	XP_625083.1
OG0006593	NP_001261850.1	XP_026299371.1
OG0006594	NP_788400.1	XP_624543.3
OG0006595	NP_524046.2, NP_524045.2	XP_396292.3
OG0006597	NP_722974.1	XP_006562381.1
OG0006598	NP_001284859.1	XP_026297331.1
OG0006599	NP_573025.2	XP_006560739.1
OG0006600	NP_001027571.3	XP_006565329.1
OG0006601	NP_001245448.1	XP_016769919.1, XP_026299199.1
OG0006602	NP_726062.2	XP_016771089.2
OG0006603	NP_001285466.1	XP_006566924.1
OG0006604	NP_728614.1	XP_394245.2
OG0006605	NP_728903.1, NP_647831.1	XP_026298358.1
OG0006606	NP_477004.5	XP_026297372.1
OG0006607	NP_477023.1	XP_026302188.1
OG0006608	NP_001259183.2	XP_006564481.1
OG0006609	NP_001247045.1	XP_006560078.2
OG0006610	NP_001137709.1	XP_016771772.2
OG0006611	NP_650795.2	XP_026296589.1
OG0006614	NP_001263024.1	XP_026299987.1
OG0006615	NP_608822.1	XP_006569353.1
OG0006616	NP_001261396.1	XP_026300614.1
OG0006617	NP_610963.1	XP_003249202.3
OG0006618	NP_001261779.1	XP_006562505.1
OG0006619	NP_651353.1	XP_026298506.1
OG0006620	NP_001260170.1	XP_026297589.1
OG0006621	NP_733258.4	XP_001121716.2
OG0006623	NP_650894.1	XP_026298827.1
OG0006624	NP_725875.3	XP_016772983.2
OG0006625	NP_001303445.1	XP_026299755.1
OG0006626	NP_001259401.1	XP_026301969.1, XP_026301963.1
OG0006627	NP_001262497.1	XP_026301468.1
OG0006628	NP_001027085.1	XP_006572271.1
OG0006629	NP_612086.1	XP_395538.2
OG0006630	NP_995605.1	XP_003250991.1
OG0006631	NP_723849.1	XP_003249699.1
OG0006632	NP_611544.1	XP_623146.2
OG0006633	NP_648447.2	XP_624940.3
OG0006634	NP_647753.1	XP_026300183.1
OG0006635	NP_723746.1	XP_006563266.1, NP_001012431.1
OG0006638	NP_001259129.1	XP_006564876.1
OG0006639	NP_001303569.1	XP_016770383.1
OG0006640	NP_647681.2	XP_026295940.1
OG0006641	NP_523860.2	XP_006569827.1
OG0006642	NP_001246701.1	XP_026297660.1
OG0006643	NP_524593.1	XP_003249593.1
OG0006644	NP_001246636.1	XP_016766768.1
OG0006645	NP_001036712.1	XP_026299064.1
OG0006646	NP_648976.2	XP_396967.4
OG0006647	NP_001262661.1	XP_006564277.1
OG0006648	NP_524830.2	XP_026300615.1
OG0006649	NP_001097795.1	XP_026301648.1
OG0006650	NP_651043.2	XP_016771065.2
OG0006651	NP_001246417.1	XP_001122664.2
OG0006652	NP_511114.2	XP_016769843.2
OG0006653	NP_001260807.1	XP_006571410.1
OG0006654	NP_732637.1	XP_003251638.1
OG0006655	NP_733334.1	XP_623993.3
OG0006656	NP_476751.1	XP_006564513.1
OG0006657	NP_001261752.1	XP_006558480.1
OG0006658	NP_610341.2	XP_392133.2
OG0006659	NP_523651.4	XP_026296041.1
OG0006661	NP_652072.1	XP_026297862.1
OG0006662	NP_001036369.3	XP_026297156.1, XP_026297073.1
OG0006663	NP_524322.1	XP_016771818.1
OG0006664	NP_001284962.1	XP_026297631.1
OG0006665	NP_573020.2	XP_001122722.2
OG0006666	NP_001261244.1	XP_393985.4
OG0006667	NP_001260066.1	XP_006559909.2
OG0006668	NP_572884.1	XP_396341.3
OG0006670	NP_001261884.1	XP_026301899.1
OG0006671	NP_511168.3	XP_026301893.1
OG0006673	NP_610851.2	XP_026299863.1
OG0006674	NP_001097906.1	XP_006563628.2
OG0006675	NP_733018.1	XP_026294843.1
OG0006676	NP_650650.1	XP_006560984.1
OG0006677	NP_001246788.1	XP_016769709.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_026295949.1
OG0006679	NP_001286616.1	XP_001120447.3
OG0006680	NP_524157.2	XP_026298168.1
OG0006681	NP_001287422.2	XP_006564504.1, XP_006564505.1
OG0006682	NP_001263002.1	XP_016771113.1
OG0006683	NP_001259114.1	XP_016769029.1
OG0006684	NP_610264.1	XP_001119824.1
OG0006685	NP_650146.1	XP_026301246.1
OG0006686	NP_001286984.1	XP_003249249.1
OG0006687	NP_001261219.1	XP_026300381.1
OG0006688	NP_608608.2	XP_395106.4
OG0006689	NP_001261251.1	XP_624863.2
OG0006690	NP_001260675.1	XP_392257.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_001122615.2
OG0006692	NP_726368.2	XP_026300407.1
OG0006693	NP_001246066.1	XP_393805.3
OG0006695	NP_001262588.1	XP_396632.3
OG0006696	NP_001262544.1, NP_611915.1	XP_395550.3
OG0006697	NP_001027093.1	XP_026301633.1
OG0006698	NP_001261300.1	XP_006559976.1
OG0006699	NP_648574.1	XP_026301700.1
OG0006700	NP_609380.1	XP_001121709.2
OG0006701	NP_610031.1	XP_016767295.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_006561160.1
OG0006703	NP_650646.1	XP_016770163.2
OG0006704	NP_788522.1	XP_006570793.1
OG0006706	NP_001286635.1	XP_006560384.1
OG0006707	NP_609052.1	XP_624893.1
OG0006708	NP_572755.1	XP_003249880.3
OG0006709	NP_001285859.1	NP_001011606.1
OG0006710	NP_572332.1	XP_396161.2
OG0006711	NP_732533.1	NP_001124510.1
OG0006713	NP_651682.1	XP_624961.2
OG0006714	NP_647783.3	XP_003250261.1
OG0006715	NP_001137703.1	XP_026298841.1
OG0006716	NP_001262649.1	XP_026296142.1, XP_026296141.1
OG0006717	NP_647898.3	XP_003249612.2
OG0006718	NP_612024.4	XP_026300191.1
OG0006719	NP_725178.2	XP_006567489.1
OG0006720	NP_724619.2	XP_026299120.1
OG0006721	NP_001261159.1	XP_001121507.2
OG0006722	NP_001284773.1	XP_397130.4
OG0006723	NP_001246283.1	XP_394949.4
OG0006724	NP_573137.1	XP_003250488.2
OG0006725	NP_001260554.1	XP_006563865.1
OG0006726	NP_609327.3	XP_006559371.1
OG0006728	NP_001096908.1	XP_006568260.1
OG0006729	NP_611531.2	XP_396090.2
OG0006731	NP_609190.2	XP_026299646.1
OG0006732	NP_610434.1	XP_001122204.2
OG0006733	NP_609564.1	XP_026296319.1, NP_001229507.1
OG0006734	NP_608979.2	XP_016770454.2
OG0006735	NP_001284725.1	XP_006563992.1
OG0006736	NP_001260188.1	XP_016771882.1
OG0006737	NP_609193.1	XP_026295204.1
OG0006739	NP_001286748.1	NP_001229912.1, XP_006565897.2
OG0006740	NP_611642.2	XP_623918.4
OG0006741	NP_001036740.2	XP_006560152.2
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_006570387.1
OG0006743	NP_651085.2	XP_393106.4
OG0006744	NP_001261340.1	XP_026302053.1
OG0006745	NP_649211.1	XP_006563630.1
OG0006746	NP_001261799.1	XP_624420.3
OG0006747	NP_648204.1	XP_001122154.3
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_003249929.1
OG0006749	NP_523705.2, NP_612571.1	XP_006571326.2
OG0006750	NP_524048.2	XP_026301495.1
OG0006751	NP_001260992.1	XP_016771378.2
OG0006752	NP_001097174.1	XP_026300126.1
OG0006753	NP_725497.1	XP_026300732.1
OG0006754	NP_651223.2	XP_006560031.3
OG0006757	NP_651129.1, NP_788549.1	XP_001120244.1
OG0006760	NP_001262493.1	XP_026297363.1, NP_001011576.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	NP_001135908.1, XP_006557270.1
