Orthogroup	Drosophila_melanogaster	Ceratina_calcarata
OG0006200	NP_650001.2	XP_017890063.1
OG0006201	NP_001036772.2	XP_017878096.1
OG0006202	NP_611178.1, NP_001259623.1	XP_017892126.2
OG0006203	NP_524098.2	XP_017879760.1
OG0006204	NP_477499.1	XP_017890354.1
OG0006205	NP_611419.1	XP_017877535.1
OG0006206	NP_733391.1	XP_026667878.1
OG0006207	NP_523959.2	XP_017887180.1
OG0006208	NP_731761.3	XP_017888915.1
OG0006209	NP_001245852.1	XP_017885120.1
OG0006210	NP_733077.3	XP_017878714.1
OG0006211	NP_001259340.1, NP_001262941.1	XP_017888999.1
OG0006212	NP_648758.1	XP_017878678.1
OG0006213	NP_001261417.1	XP_026672982.1, XP_017892561.1
OG0006214	NP_001097658.1	XP_017882458.1
OG0006215	NP_477473.1	XP_026672900.1
OG0006216	NP_476596.1	XP_017885848.1
OG0006217	NP_573245.1	XP_017878385.1
OG0006218	NP_727306.1	XP_017875690.1
OG0006219	NP_524464.1	XP_017875006.1
OG0006220	NP_001303424.1	XP_017876474.1
OG0006221	NP_001162664.2	XP_017875805.1, XP_017875806.1
OG0006222	NP_476702.1	XP_017887057.1
OG0006223	NP_611600.1	XP_017884344.1
OG0006224	NP_651530.1	XP_026667860.1
OG0006225	NP_649835.1	XP_017882736.1
OG0006226	NP_651580.3	XP_017892153.1
OG0006228	NP_649916.1	XP_017893368.1
OG0006229	NP_523443.1	XP_017877506.1
OG0006230	NP_648400.1	XP_017878873.1
OG0006231	NP_524929.1	XP_017881620.1
OG0006232	NP_650739.2	XP_017891136.1
OG0006233	NP_611215.1	XP_017879209.1
OG0006234	NP_728264.1, NP_648139.1	XP_017885284.1
OG0006235	NP_001286524.1	XP_017889890.1
OG0006236	NP_610996.1	XP_017885943.1
OG0006237	NP_608950.3	XP_017879859.1, XP_017879861.1
OG0006238	NP_001285439.1	XP_026675530.1, XP_017892602.1
OG0006240	NP_001263068.1	XP_026674734.1, XP_017890847.1
OG0006241	NP_524116.2	XP_017882173.1
OG0006242	NP_001285458.1	XP_017888581.1
OG0006243	NP_723893.1	XP_017886241.1
OG0006244	NP_001245621.1	XP_017891519.1
OG0006245	NP_787990.1	XP_017884448.1
OG0006246	NP_001138209.1	XP_017889418.1
OG0006247	NP_569958.2	XP_017891411.1
OG0006248	NP_001262556.1	XP_017886316.1
OG0006249	NP_001263082.1	XP_017890695.1
OG0006250	NP_647705.1	XP_017889247.1
OG0006251	NP_723730.2	XP_017876461.1
OG0006252	NP_001245944.1	XP_017890984.1
OG0006253	NP_648947.1, NP_647858.2	XP_017882374.1
OG0006254	NP_001286950.1	XP_017880850.1
OG0006255	NP_649130.2	XP_017875489.1
OG0006256	NP_001287243.1	XP_017878978.1
OG0006257	NP_649560.1	XP_017876143.1
OG0006258	NP_001014577.1	XP_017883011.1
OG0006259	NP_476833.1	XP_017891957.1
OG0006260	NP_524330.2	XP_017890617.1, XP_026668157.1
OG0006261	NP_648837.2	XP_017875475.1
OG0006262	NP_001287107.1	XP_017879393.1
OG0006263	NP_001246449.1	XP_026670686.1
OG0006264	NP_001303458.1	XP_017892242.1
OG0006265	NP_001262396.1	XP_017884039.1
OG0006266	NP_726016.1	XP_017892244.1
OG0006267	NP_611223.4	XP_017883439.1
OG0006268	NP_647979.1	XP_017886934.1
OG0006269	NP_649826.3	XP_017893214.1
OG0006270	NP_651665.2	XP_026668959.1
OG0006271	NP_001285268.1	XP_026668860.1
OG0006273	NP_732199.2	XP_017890674.1
OG0006274	NP_001286160.1	XP_017892001.1
OG0006275	NP_728606.1, NP_726727.1	XP_017884813.1
OG0006276	NP_524040.2	XP_017882265.1
OG0006277	NP_651757.1	XP_017886495.1
OG0006278	NP_477226.2	XP_017885941.1
OG0006279	NP_001285719.1	XP_017879696.2
OG0006280	NP_608318.5	XP_026668724.1
OG0006282	NP_649414.1	XP_017882764.1
OG0006283	NP_524100.1	XP_017891694.1
OG0006284	NP_572441.1	XP_017885448.1
OG0006285	NP_001163022.1, NP_001260629.1	XP_017875715.1
OG0006286	NP_001262267.1	XP_017886010.1
OG0006287	NP_523969.1	XP_017877562.1
OG0006288	NP_572901.1	XP_017885293.2, XP_017888645.2
OG0006289	NP_650822.1	XP_026674568.1
OG0006290	NP_525063.1	XP_017877616.1
OG0006291	NP_648556.3	XP_017878200.1
OG0006292	NP_001259502.1	XP_017890322.1
OG0006293	NP_001262699.1	XP_017881030.1
OG0006294	NP_649499.1	XP_017881844.1
OG0006295	NP_608738.1	XP_026675527.1
OG0006296	NP_609375.1	XP_017880241.1
OG0006297	NP_608779.1	XP_017877548.1
OG0006298	NP_001285902.1	XP_017882824.1, XP_017879890.1
OG0006299	NP_001247105.1	XP_017881278.1
OG0006300	NP_572930.3	XP_017892107.1
OG0006301	NP_611332.1	XP_017893135.1
OG0006302	NP_572215.1	XP_017876914.1
OG0006303	NP_001262065.1	XP_017878721.1
OG0006304	NP_651005.1	XP_026668579.1
OG0006305	NP_523357.2	XP_017887060.1
OG0006306	NP_610167.3	XP_017890304.1
OG0006307	NP_001261793.1	XP_017876011.1
OG0006308	NP_477318.1	XP_017883540.1
OG0006310	NP_001260349.1	XP_026672299.1
OG0006311	NP_001261955.1	XP_017885018.1
OG0006312	NP_001246038.1	XP_017892037.1
OG0006313	NP_572308.3, NP_001287039.1	XP_017888257.1
OG0006314	NP_001286676.1	XP_017885686.1
OG0006315	NP_001097366.1	XP_017886191.1
OG0006316	NP_001285018.1, NP_611485.1	XP_017890896.1
OG0006317	NP_611265.1	XP_017875714.1
OG0006318	NP_001262587.1	XP_017886897.1
OG0006319	NP_001261559.1	XP_017885192.1
OG0006320	NP_001303467.1	XP_026671286.1
OG0006322	NP_648756.1	XP_017878845.1
OG0006323	NP_001303317.1	XP_017887499.1
OG0006324	NP_525123.2	XP_026672505.1
OG0006325	NP_608615.1	XP_017877248.1
OG0006326	NP_001356954.1	XP_017884522.1
OG0006327	NP_611270.1	XP_017879423.1
OG0006328	NP_724578.1	XP_017891042.1
OG0006329	NP_524303.2, NP_477371.1	XP_026668488.1
OG0006331	NP_648257.1	XP_026671789.1
OG0006332	NP_608996.1	XP_017880383.1
OG0006333	NP_477332.1	XP_017885921.1
OG0006334	NP_523663.1	XP_017878083.2
OG0006335	NP_001263028.1	XP_017877897.1
OG0006337	NP_001163572.1, NP_648007.1	XP_017891877.1
OG0006340	NP_001262553.1	XP_017875207.1
OG0006343	NP_610953.1	XP_017887432.1
OG0006344	NP_001247302.1	XP_026667206.1
OG0006345	NP_651390.2	XP_026667762.1
OG0006346	NP_650662.1	XP_017887486.1
OG0006347	NP_612080.1	XP_017879543.1
OG0006348	NP_647884.1	XP_017882553.1
OG0006349	NP_001259426.1	XP_017881408.1
OG0006350	NP_651099.1	XP_026674349.1
OG0006352	NP_648347.2	XP_017892106.1
OG0006353	NP_001097319.1	XP_017875890.1
OG0006355	NP_001262542.1	XP_017876022.2
OG0006356	NP_651922.1	XP_026669222.1
OG0006357	NP_001259191.1	XP_017876367.2
OG0006358	NP_523374.2	XP_017887134.1
OG0006359	NP_001287135.1, NP_572757.2	XP_017877300.1
OG0006360	NP_611881.1	XP_017885728.1
OG0006361	NP_609441.1	XP_017881953.1
OG0006362	NP_610055.1	XP_017891096.1
OG0006363	NP_648043.1, NP_648045.2	XP_017881403.1
OG0006364	NP_001246952.1	XP_017892528.1
OG0006365	NP_001247027.1	XP_026674194.1
OG0006366	NP_001163243.1	XP_017883274.1
OG0006367	NP_608426.1	XP_017879043.1
OG0006368	NP_647932.1	XP_017888077.1
OG0006369	NP_001036574.1	XP_026670529.1, XP_017875639.1
OG0006370	NP_611051.2	XP_026673376.1
OG0006371	NP_001260450.1	XP_017878781.1
OG0006372	NP_001246894.1	XP_017882834.1
OG0006373	NP_001260269.1	XP_017893504.1
OG0006374	NP_648111.1	XP_017892539.1
OG0006375	NP_610929.2	XP_017889783.1
OG0006377	NP_001261387.1	XP_017875084.1
OG0006378	NP_524124.1	XP_017876992.1
OG0006379	NP_001097077.1	XP_017891885.1
OG0006380	NP_733372.1	XP_017893390.1
OG0006381	NP_001303418.1, NP_001137750.1	XP_017880037.1
OG0006382	NP_001261668.1	XP_026669886.1
OG0006383	NP_723346.2	XP_017885866.1
OG0006384	NP_572861.1	XP_017878513.1
OG0006385	NP_523814.1	XP_017886219.1
OG0006386	NP_611601.2	XP_017876817.1
OG0006388	NP_611095.1	XP_017880614.1
OG0006389	NP_536736.2	XP_017882054.1
OG0006390	NP_001285318.1	XP_017882295.1
OG0006391	NP_996333.4	XP_026672060.1
OG0006392	NP_001260321.1	XP_017885851.1
OG0006393	NP_648421.1	XP_017892837.1
OG0006394	NP_611637.1	XP_017882962.1
OG0006395	NP_650562.1	XP_026671226.1
OG0006396	NP_001014557.3	XP_017884774.1
OG0006397	NP_001261867.1	XP_017875339.1
OG0006398	NP_648445.1	XP_017883320.1
OG0006399	NP_572350.2	XP_017875273.1
OG0006400	NP_001097320.1	XP_026670292.1
OG0006401	NP_001163598.1	XP_017879427.1
OG0006402	NP_650781.2	XP_017891637.1
OG0006403	NP_001097237.1	XP_026670039.1
OG0006404	NP_001303320.1	XP_017877074.1
OG0006405	NP_612047.1	XP_017887121.1
OG0006406	NP_652499.2	XP_017878232.1
OG0006407	NP_001014591.1, NP_649111.1	XP_017876012.1
OG0006408	NP_001260842.1	XP_017891234.1
OG0006409	NP_001262665.1	XP_017881747.1
OG0006411	NP_001286801.1	XP_017879659.1
OG0006412	NP_001259406.1	XP_017875984.1
OG0006413	NP_608646.3	XP_017888348.1
OG0006414	NP_001286371.1	XP_017886606.1
OG0006415	NP_649200.2	XP_026675491.1
OG0006416	NP_609105.1	XP_017888955.1
OG0006417	NP_650573.1	XP_017876673.1
OG0006418	NP_001137711.1	XP_017884898.1
OG0006419	NP_650701.1	XP_017893190.1
OG0006420	NP_001303455.1	XP_017880280.1
OG0006421	NP_609552.1	XP_026670584.1
OG0006422	NP_611963.5	XP_017881183.1
OG0006423	NP_001286661.1	XP_017887790.1
OG0006425	NP_511118.2	XP_017881221.1
OG0006426	NP_523783.1	XP_017880587.1
OG0006427	NP_523662.1	XP_017877306.1
OG0006428	NP_001245616.1	XP_026672623.1
OG0006429	NP_524521.1	XP_017889241.1
OG0006430	NP_001262867.1	XP_017891358.1
OG0006431	NP_572872.1	XP_017875643.1
OG0006432	NP_476821.1	XP_026669504.1
OG0006433	NP_651194.1	XP_017883013.1
OG0006434	NP_996032.1	XP_017887171.1
OG0006435	NP_523932.2	XP_017888638.1
OG0006437	NP_612075.1	XP_017889661.1
OG0006439	NP_650742.2	XP_017883727.1
OG0006440	NP_732771.2	XP_017891368.1
OG0006441	NP_001163682.1	XP_017875354.1
OG0006442	NP_523829.2	XP_026669299.1
OG0006443	NP_650656.1	XP_017881728.1
OG0006444	NP_572656.1	XP_017892421.1
OG0006445	NP_524106.3	XP_017880604.1
OG0006446	NP_731221.2	XP_017875293.1, XP_026667051.1
OG0006447	NP_524654.2	XP_017880245.1
OG0006448	NP_001284744.1	XP_017889132.1
OG0006449	NP_001263041.1	XP_017892225.1
OG0006450	NP_722679.1	XP_017887126.1
OG0006451	NP_001303431.1	XP_017885781.1
OG0006452	NP_608868.1	XP_017884271.1
OG0006453	NP_001036635.1	XP_017889427.1
OG0006454	NP_609947.1	XP_017878672.1
OG0006455	NP_001261249.1	XP_026672959.1
OG0006456	NP_001286247.1	XP_017878203.1
OG0006457	NP_652608.1	XP_017877654.1
OG0006458	NP_572712.1	XP_017888811.1
OG0006459	NP_001368976.1	XP_017888474.1
OG0006460	NP_476661.1	XP_017889474.1
OG0006463	NP_648712.1	XP_017875251.1
OG0006464	NP_731085.2	XP_017879562.1
OG0006465	NP_001189248.1	XP_026667931.1
OG0006466	NP_523430.1	XP_017879916.1
OG0006467	NP_727512.3	XP_026667711.1
OG0006469	NP_788381.1	XP_017892034.1
OG0006470	NP_001015505.5	XP_017886409.1
OG0006471	NP_724130.4	XP_026672404.1
OG0006472	NP_524177.1	XP_017881112.1
OG0006473	NP_610765.1	XP_026675216.1
OG0006474	NP_651669.1	XP_017890212.1
OG0006476	NP_610666.1	XP_026666718.1, XP_026666717.1
OG0006477	NP_001260457.1, NP_573049.2	XP_017890561.1
OG0006478	NP_610897.1, NP_001163564.1	XP_017883449.1
OG0006480	NP_611573.1	XP_017890186.1
OG0006482	NP_610192.1	XP_017893264.1
OG0006483	NP_001286994.1	XP_026675482.1
OG0006484	NP_001162825.1	XP_026668905.1
OG0006485	NP_001246454.1	XP_017880386.1
OG0006486	NP_001259592.1	XP_017877496.1
OG0006487	NP_609081.1	XP_017889559.1
OG0006488	NP_524433.1	XP_026673395.1
OG0006489	NP_650854.1	XP_017886866.1
OG0006490	NP_001260049.1	XP_026669798.1
OG0006491	NP_001262064.1	XP_017889357.1
OG0006492	NP_477132.1	XP_026672925.1
OG0006493	NP_001287323.1	XP_017887471.1
OG0006494	NP_523415.1	XP_017891636.1
OG0006495	NP_652039.2	XP_017880713.1
OG0006496	NP_648451.1	XP_017885394.2
OG0006497	NP_001286123.1	XP_017877134.1
OG0006498	NP_609547.2	XP_017883687.1
OG0006499	NP_001260984.1	XP_017889102.1
OG0006500	NP_995745.1	XP_026669739.1
OG0006501	NP_001260732.1	XP_026668370.1
OG0006503	NP_001259149.1	XP_026675206.1
OG0006504	NP_001033801.3	XP_026673631.1, XP_026673632.1
OG0006505	NP_724254.1	XP_026672765.1
OG0006506	NP_001286906.1	XP_017885917.1
OG0006507	NP_001261432.1	XP_017876080.1
OG0006508	NP_001261229.1	XP_017876723.1
OG0006509	NP_651753.2	XP_017886433.1
OG0006510	NP_001246855.1	XP_017887662.1
OG0006512	NP_001287497.1	XP_017875360.1
OG0006513	NP_001189278.1	XP_017875337.1
OG0006514	NP_001261924.1	XP_017877022.1
OG0006515	NP_728163.2	XP_017891525.1
OG0006516	NP_611466.2	XP_017877966.1
OG0006517	NP_650708.1	XP_017886644.1
OG0006518	NP_001097501.1	XP_017880730.1
OG0006519	NP_001284996.1	XP_017887322.1
OG0006520	NP_569844.2	XP_017890497.1, XP_017890496.1
OG0006521	NP_609503.2	XP_017886598.1, XP_026669407.1
OG0006522	NP_650208.1	XP_017887866.1
OG0006523	NP_001261780.1	XP_017889276.1
OG0006524	NP_610456.4	XP_017882963.1
OG0006525	NP_651048.1	XP_017883904.1
OG0006526	NP_001260222.1	XP_017881196.1
OG0006527	NP_001096877.1	XP_017878412.1
OG0006528	NP_001097814.1	XP_017877411.1
OG0006529	NP_001027175.1	XP_017891284.1
OG0006530	NP_573183.2	XP_026671952.1
OG0006532	NP_001286828.1	XP_017891889.1
OG0006534	NP_649565.1	XP_017877493.1
OG0006535	NP_001246384.1	XP_017891777.1
OG0006536	NP_573330.3	XP_017883105.1
OG0006537	NP_001097361.1	XP_017879414.1
OG0006538	NP_001260672.1	XP_017876636.1
OG0006539	NP_648879.1	XP_026672534.1, XP_017886484.1
OG0006540	NP_001245851.1	XP_017880546.1
OG0006541	NP_524382.1	XP_017892367.1
OG0006542	NP_001260462.1, NP_610500.2	XP_017890867.1
OG0006543	NP_651400.1	XP_026669099.1
OG0006544	NP_001245588.1	XP_026671676.1
OG0006545	NP_001285789.1	XP_017876040.1
OG0006546	NP_524871.1	XP_017877916.1
OG0006548	NP_511119.2	XP_017885743.1
OG0006549	NP_732721.1	XP_017891310.1
OG0006551	NP_001163782.1	XP_017878681.1
OG0006552	NP_609401.2	XP_026673330.1
OG0006553	NP_001097723.1	XP_017889072.1
OG0006554	NP_648102.2	XP_026672905.1
OG0006555	NP_001286941.1	XP_017883779.1
OG0006556	NP_001246837.1	XP_017877263.1
OG0006558	NP_648782.2	XP_017880815.1
OG0006559	NP_001260606.1	XP_017875629.2
OG0006560	NP_611246.1	XP_026669719.1
OG0006561	NP_523966.2	XP_017879108.1
OG0006562	NP_001189228.1	XP_017881784.1
OG0006563	NP_651886.1	XP_017877035.1
OG0006565	NP_001262415.1	XP_017883147.1
OG0006566	NP_001368934.1	XP_017875893.1
OG0006568	NP_573334.1	XP_026668202.1
OG0006570	NP_610467.1	XP_026674920.1
OG0006571	NP_611965.2	XP_026675488.1
OG0006573	NP_524202.1	XP_017881372.1
OG0006574	NP_001260559.1	XP_017882782.1
OG0006576	NP_572311.1	XP_017891288.1
OG0006577	NP_725221.1	XP_017879248.1
OG0006579	NP_610995.1	XP_017892861.1
OG0006580	NP_648182.1	XP_017876643.1
OG0006581	NP_001284841.1	XP_017889521.1
OG0006582	NP_651320.1	XP_017884345.1
OG0006583	NP_001259968.1	XP_017886069.1
OG0006584	NP_611708.2	XP_017876348.2
OG0006586	NP_573166.1	XP_017875729.1
OG0006587	NP_649025.1	XP_017891323.1
OG0006588	NP_524861.2	XP_017882492.1
OG0006589	NP_648662.1	XP_017891721.1
OG0006590	NP_001260230.1	XP_017891138.1
OG0006591	NP_651326.1	XP_017885619.1
OG0006592	NP_001260421.1	XP_017885343.1
OG0006593	NP_001261850.1	XP_026669427.1
OG0006594	NP_788400.1	XP_017890170.1
OG0006595	NP_524046.2, NP_524045.2	XP_017885830.2
OG0006597	NP_722974.1	XP_017882225.1
OG0006598	NP_001284859.1	XP_017880564.1
OG0006599	NP_573025.2	XP_017886466.1
OG0006600	NP_001027571.3	XP_017886693.1
OG0006601	NP_001245448.1	XP_017876626.1
OG0006602	NP_726062.2	XP_017877184.1
OG0006603	NP_001285466.1	XP_017882568.1
OG0006604	NP_728614.1	XP_017887571.1
OG0006606	NP_477004.5	XP_026669953.1
OG0006607	NP_477023.1	XP_017892868.1
OG0006608	NP_001259183.2	XP_026667841.1, XP_017881660.1
OG0006609	NP_001247045.1	XP_017879881.1
OG0006610	NP_001137709.1	XP_017884974.1
OG0006611	NP_650795.2	XP_017885370.1
OG0006612	NP_610042.1	XP_017888872.1
OG0006614	NP_001263024.1	XP_026675046.1
OG0006615	NP_608822.1	XP_017878813.1
OG0006616	NP_001261396.1	XP_017888574.1
OG0006617	NP_610963.1	XP_017880673.1
OG0006618	NP_001261779.1	XP_017875878.1
OG0006619	NP_651353.1	XP_017876242.1
OG0006620	NP_001260170.1	XP_026672350.1, XP_017885931.1
OG0006621	NP_733258.4	XP_017889982.1
OG0006623	NP_650894.1	XP_017885459.1
OG0006624	NP_725875.3	XP_026668378.1
OG0006625	NP_001303445.1	XP_017878940.2
OG0006626	NP_001259401.1	XP_017877053.1
OG0006627	NP_001262497.1	XP_017889784.1
OG0006628	NP_001027085.1	XP_017878997.1
OG0006629	NP_612086.1	XP_017878069.1
OG0006630	NP_995605.1	XP_017877979.1
OG0006631	NP_723849.1	XP_017881746.1
OG0006632	NP_611544.1	XP_026672449.1
OG0006633	NP_648447.2	XP_017878246.2
OG0006634	NP_647753.1	XP_017888382.1
OG0006635	NP_723746.1	XP_017877098.1
OG0006638	NP_001259129.1	XP_017884915.2
OG0006639	NP_001303569.1	XP_017881426.1
OG0006640	NP_647681.2	XP_026675050.1
OG0006641	NP_523860.2	XP_017887674.1
OG0006642	NP_001246701.1	XP_017887947.1
OG0006643	NP_524593.1	XP_017889662.1
OG0006644	NP_001246636.1	XP_017884028.1
OG0006645	NP_001036712.1	XP_017880998.1
OG0006646	NP_648976.2	XP_017882972.1
OG0006647	NP_001262661.1	XP_017876399.1
OG0006648	NP_524830.2	XP_017888560.1
OG0006649	NP_001097795.1	XP_017890648.2
OG0006650	NP_651043.2	XP_017886299.1
OG0006651	NP_001246417.1	XP_017884819.1
OG0006652	NP_511114.2	XP_017879764.1
OG0006653	NP_001260807.1	XP_017890795.1
OG0006654	NP_732637.1	XP_017888177.1
OG0006655	NP_733334.1	XP_017877899.1
OG0006656	NP_476751.1	XP_017891883.1
OG0006657	NP_001261752.1	XP_017880759.1, XP_017880758.1
OG0006658	NP_610341.2	XP_017885891.1
OG0006659	NP_523651.4	XP_017888715.1
OG0006661	NP_652072.1	XP_026667099.1
OG0006662	NP_001036369.3	XP_026674850.1
OG0006663	NP_524322.1	XP_017888064.1
OG0006664	NP_001284962.1	XP_017881447.1
OG0006665	NP_573020.2	XP_026671617.1
OG0006666	NP_001261244.1	XP_026675307.1
OG0006667	NP_001260066.1	XP_026668436.1
OG0006668	NP_572884.1	XP_017891041.1
OG0006669	NP_001261806.1	XP_026668208.1
OG0006670	NP_001261884.1	XP_026673744.1
OG0006671	NP_511168.3	XP_026670982.1
OG0006672	NP_644677.1, NP_572976.1	XP_026675090.1
OG0006673	NP_610851.2	XP_017890479.1
OG0006674	NP_001097906.1	XP_017889406.1
OG0006675	NP_733018.1	XP_017876911.1
OG0006676	NP_650650.1	XP_017880592.1
OG0006677	NP_001246788.1	XP_026667678.1, XP_026667679.1
OG0006678	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3	XP_017893330.2
OG0006679	NP_001286616.1	XP_017887011.1
OG0006680	NP_524157.2	XP_017887545.1
OG0006681	NP_001287422.2	XP_017891899.1
OG0006682	NP_001263002.1	XP_026675001.1, XP_017891613.1
OG0006683	NP_001259114.1	XP_017885537.1
OG0006684	NP_610264.1	XP_017878439.1
OG0006685	NP_650146.1	XP_026672470.1, XP_017886441.1
OG0006686	NP_001286984.1	XP_017878190.1
OG0006687	NP_001261219.1	XP_017890351.1
OG0006688	NP_608608.2	XP_017884520.1
OG0006689	NP_001261251.1	XP_026666898.1
OG0006690	NP_001260675.1	XP_017880837.1
OG0006691	NP_610602.2, NP_611525.1, NP_611519.2	XP_017882877.1
OG0006692	NP_726368.2	XP_026668732.1
OG0006693	NP_001246066.1	XP_017887518.1, XP_017887517.2
OG0006695	NP_001262588.1	XP_017876210.1
OG0006696	NP_001262544.1, NP_611915.1	XP_017883723.1
OG0006697	NP_001027093.1	XP_017887529.1
OG0006698	NP_001261300.1	XP_017882311.1
OG0006699	NP_648574.1	XP_017877200.1
OG0006700	NP_609380.1	XP_026667320.1
OG0006701	NP_610031.1	XP_026666843.1
OG0006702	NP_650138.1, NP_650140.1, NP_650139.3	XP_017876871.1
OG0006703	NP_650646.1	XP_017875087.1
OG0006704	NP_788522.1	XP_017888979.1
OG0006706	NP_001286635.1	XP_017888567.1
OG0006707	NP_609052.1	XP_017878250.1, XP_017878249.1
OG0006708	NP_572755.1	XP_017879676.2
OG0006709	NP_001285859.1	XP_017884555.1
OG0006710	NP_572332.1	XP_017887253.1
OG0006711	NP_732533.1	XP_017883169.1
OG0006713	NP_651682.1	XP_017878715.1
OG0006714	NP_647783.3	XP_017889831.1
OG0006715	NP_001137703.1	XP_017876440.2, XP_017875922.2
OG0006716	NP_001262649.1	XP_017881718.1, XP_026670145.1, XP_026670144.1
OG0006717	NP_647898.3	XP_017878708.1
OG0006718	NP_612024.4	XP_026669317.1
OG0006719	NP_725178.2	XP_026669763.1
OG0006720	NP_724619.2	XP_017889120.1
OG0006721	NP_001261159.1	XP_017882559.1
OG0006722	NP_001284773.1	XP_017884052.1
OG0006723	NP_001246283.1	XP_017876085.1
OG0006724	NP_573137.1	XP_017888794.1
OG0006725	NP_001260554.1	XP_017881406.1
OG0006726	NP_609327.3	XP_017887128.1
OG0006729	NP_611531.2	XP_017879446.1
OG0006731	NP_609190.2	XP_017881103.1
OG0006732	NP_610434.1	XP_017886827.1
OG0006733	NP_609564.1	XP_026667004.1
OG0006734	NP_608979.2	XP_026668527.1, XP_026668528.1
OG0006735	NP_001284725.1	XP_017887320.1
OG0006736	NP_001260188.1	XP_017875492.1
OG0006737	NP_609193.1	XP_017877516.1, XP_017877517.1
OG0006738	NP_788038.1	XP_017882514.1, XP_026670583.1, XP_017882515.1
OG0006739	NP_001286748.1	XP_026674512.1
OG0006740	NP_611642.2	XP_017883110.1
OG0006741	NP_001036740.2	XP_017878162.1
OG0006742	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1	XP_026667825.1
OG0006743	NP_651085.2	XP_026672542.1, XP_017886413.1
OG0006744	NP_001261340.1	XP_026667460.1
OG0006745	NP_649211.1	XP_017889886.1
OG0006746	NP_001261799.1	XP_017879263.1, XP_026668962.1
OG0006747	NP_648204.1	XP_017891498.1
OG0006748	NP_001097901.2, NP_001189279.1, NP_001097900.2	XP_026667714.1
OG0006749	NP_523705.2, NP_612571.1	XP_017889172.1
OG0006750	NP_524048.2	XP_017886762.1
OG0006751	NP_001260992.1	XP_026666788.1
OG0006752	NP_001097174.1	XP_017892682.1
OG0006753	NP_725497.1	XP_017876374.1
OG0006754	NP_651223.2	XP_026674989.1
OG0006757	NP_651129.1, NP_788549.1	XP_017892791.1, XP_017892790.1
OG0006760	NP_001262493.1	XP_017893259.1
OG0006762	NP_001247238.1, NP_731779.1, NP_524342.3	XP_017888125.1
OG0006768	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1	XP_017884389.1
OG0006779	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2	XP_026673392.1, XP_026673035.1
OG0006782	NP_511146.2	XP_026675135.1, XP_017891757.1
OG0006790	NP_610871.1	XP_026666775.1
OG0006792	NP_611101.1	XP_017878089.2
OG0006798	NP_001246276.1	XP_017880237.1
OG0006800	NP_001188691.1	XP_017885827.1
OG0006801	NP_652014.1	XP_017878775.1
OG0006802	NP_649645.1	XP_017888962.1
OG0006803	NP_001014599.2	XP_017875144.1
OG0006804	NP_524328.1	XP_017883182.1
OG0006805	NP_511058.1	XP_017877469.1
