Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0005947	XP_001657467.1	XP_001606253.1
OG0005948	XP_001658945.1	XP_016845197.1
OG0005949	XP_021700021.1	XP_031779851.1
OG0005950	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1	XP_003426547.1
OG0005951	XP_001648343.1	XP_008202280.1, XP_031783788.1
OG0005952	XP_021706990.1	XP_032453208.1
OG0005954	XP_021705988.1	XP_016839246.1
OG0005956	XP_001656371.1	XP_003426817.1
OG0005957	XP_001658066.2, XP_001652469.2	NP_001154977.1
OG0005958	XP_021704184.1	XP_031786725.1, NP_001135431.1
OG0005959	XP_001663472.2	XP_001607053.1
OG0005960	XP_001654684.1	XP_031777278.1
OG0005961	XP_001655459.2	XP_001605347.1
OG0005962	XP_001661327.1	XP_032458007.1
OG0005963	XP_001662374.1	XP_001606316.1
OG0005965	XP_021702732.1	XP_003427978.1
OG0005966	XP_001656796.2	XP_016842052.1
OG0005967	XP_021698314.1	XP_031782368.1
OG0005968	XP_001660155.1	XP_001602970.1
OG0005969	XP_001648601.2	XP_031788749.1
OG0005970	XP_001648630.1	XP_031785385.1
OG0005972	XP_001651995.1	NP_001135814.1
OG0005973	XP_021696447.1	XP_031784509.1
OG0005974	XP_021711869.1, XP_001656848.2	XP_001605404.2, XP_031779356.1
OG0005975	XP_001661410.2	XP_008206466.1
OG0005976	XP_001663356.2	XP_031779054.1
OG0005977	XP_001661520.1	XP_001603539.1
OG0005978	XP_021699960.1	XP_001601935.1
OG0005979	XP_001652782.1	XP_001608220.1
OG0005980	XP_001657933.2	XP_001604828.1
OG0005981	XP_001663282.1	XP_032453525.1, XP_001600152.1
OG0005982	XP_001647963.1	XP_031782785.1
OG0005983	XP_001651798.1	NP_001162028.1
OG0005984	XP_001655177.1	XP_001601355.2
OG0005985	XP_001660797.2	XP_001605882.3
OG0005986	XP_001652173.1	XP_001603514.1
OG0005988	XP_001651019.1	NP_001165785.1
OG0005989	XP_001659177.2	XP_031781765.1
OG0005990	XP_001663059.1, XP_021702043.1	XP_001603475.2
OG0005991	XP_001663717.1	XP_032455890.1, NP_001136101.1
OG0005992	XP_001657494.2	XP_016839874.1
OG0005993	XP_021710266.1	XP_031777303.1
OG0005994	XP_001658149.1	XP_008204595.1
OG0005995	XP_001656059.1	XP_016839050.1
OG0005997	XP_001661638.1	XP_008206066.1, XP_016843243.1
OG0005998	XP_001663263.1	XP_001603897.1
OG0005999	XP_001647934.2	XP_001605626.2
OG0006000	XP_021694846.1	XP_008210206.1
OG0006001	XP_001652823.2	XP_032457716.1, XP_016837497.2
OG0006002	XP_021694973.1	XP_001599556.1
OG0006003	XP_001661201.1	XP_001600692.1
OG0006004	XP_021700664.1	XP_001601002.1
OG0006005	XP_021697915.1	XP_001599426.1
OG0006006	XP_021706799.1	NP_001153495.1
OG0006007	XP_021693531.1	XP_008203476.1
OG0006008	XP_021704210.1	XP_001608195.1
OG0006009	XP_001661450.1	XP_003427046.1
OG0006010	XP_021713400.1, XP_021708566.1	XP_031785417.1
OG0006011	XP_011493072.1	XP_001604202.1
OG0006012	XP_001656445.1	XP_031782247.1
OG0006013	XP_001651356.2	XP_031789510.1
OG0006014	XP_001658437.2	XP_016844758.1
OG0006015	XP_001653427.2	XP_001606668.1
OG0006016	XP_001661948.1	XP_031779595.1
OG0006017	XP_021694297.1, XP_021711896.1	XP_008208183.1
OG0006018	XP_021695067.1	XP_031783770.1
OG0006019	XP_001649511.2	XP_016844807.1
OG0006020	XP_021699051.1	XP_001604098.2
OG0006021	XP_021711092.1	XP_031787383.1
OG0006022	XP_001655300.2	XP_001604498.1
OG0006023	XP_001655231.2	XP_001607743.2
OG0006024	XP_021708658.1	XP_001601214.2
OG0006025	XP_021705604.1	XP_032455666.1
OG0006026	XP_001648996.2	XP_016840721.1
OG0006027	XP_021706774.1	XP_001602617.2, XP_016838265.1
OG0006028	XP_021704838.1	XP_031782314.1
OG0006029	XP_021695918.1	XP_031785168.1
OG0006030	XP_001656929.2	XP_008202496.1, XP_032457062.1, XP_031787715.1
OG0006031	XP_021703577.1	XP_016844616.1
OG0006032	XP_021695290.1	XP_003424526.1
OG0006034	XP_021704323.1	XP_031782504.1, XP_032451985.1
OG0006035	XP_001652627.2, XP_021709724.1	NP_001154966.1, XP_008210277.1
OG0006036	XP_001661928.2	XP_001606324.1
OG0006037	XP_021697880.1	NP_001166186.1, XP_016843822.1
OG0006038	XP_011493159.2	XP_031781734.1
OG0006039	XP_021694425.1	XP_008204327.2
OG0006040	XP_001648109.1	XP_031779132.1
OG0006041	XP_001659197.1	XP_031778165.1
OG0006042	XP_021697520.1	XP_008212081.1
OG0006043	XP_021697029.1	XP_001601346.4
OG0006044	XP_021712133.1, XP_021699888.1	XP_016836886.1
OG0006045	XP_001652784.1	XP_003427585.1
OG0006046	XP_021713379.1	XP_003427626.1
OG0006047	XP_021701486.1	XP_003428162.1, XP_031786639.1
OG0006048	XP_021712433.1, XP_001655696.1	XP_001605132.2
OG0006049	XP_001654429.1	XP_001602245.2
OG0006050	XP_021704493.1, XP_001656074.1	XP_001605333.2
OG0006051	XP_021701146.1	XP_008203329.1
OG0006052	XP_001652129.1	XP_001604171.1
OG0006053	XP_001647995.2	XP_003426755.1
OG0006054	XP_001652050.1	XP_001601192.2
OG0006055	XP_001661907.1	XP_031778708.1
OG0006056	XP_021700723.1	XP_001601788.1
OG0006057	XP_001650717.1	XP_016838920.1
OG0006058	XP_001661185.1	XP_008215375.1
OG0006059	XP_021710439.1	XP_031786887.1
OG0006060	XP_021706897.1	XP_016843144.1
OG0006061	XP_021693611.1	XP_001606487.1
OG0006062	XP_001661254.1	XP_001606375.1
OG0006063	XP_001652386.1	NP_001177939.1, XP_031785815.1
OG0006064	XP_021710500.1, XP_001658653.1	XP_001603137.2
OG0006065	XP_021695262.1	XP_031778542.1
OG0006066	XP_021704229.1	NP_001122837.2
OG0006067	XP_021711726.1, XP_001657519.1	XP_001604957.1
OG0006069	XP_021695392.1	XP_008215142.2
OG0006070	XP_021705981.1	XP_001606181.1, XP_031780141.1
OG0006071	XP_001655028.1	XP_001603015.1
OG0006072	XP_001648636.2	XP_001602504.1
OG0006073	XP_001648929.2	XP_001606822.2
OG0006075	XP_021711453.1	XP_016839148.1
OG0006076	XP_021704446.1	XP_001600254.1
OG0006077	XP_001648973.2	XP_016840081.1, XP_001603754.1
OG0006078	XP_001649736.1	XP_031777476.1, XP_032457316.1
OG0006079	XP_001649558.1	XP_001605876.1
OG0006080	XP_021696913.1	NP_001136347.1
OG0006081	XP_021707579.1	XP_003425768.2
OG0006082	XP_001662847.2	XP_016845747.1
OG0006083	XP_021699758.1	XP_008211348.1
OG0006084	XP_021708363.1	XP_008203041.1, XP_008218058.1
OG0006085	XP_021708770.1	XP_008208487.1
OG0006086	XP_001657223.1	XP_008217932.1
OG0006087	XP_021703167.1	XP_001605643.1
OG0006088	XP_001649522.2	NP_001153325.1
OG0006089	XP_021711510.1	XP_001603401.1
OG0006090	XP_001649776.1	XP_031783619.1
OG0006091	XP_001652330.2	XP_008215214.1
OG0006092	XP_001648652.1	XP_031787273.1
OG0006093	XP_021710072.1	XP_016844737.1
OG0006094	XP_021703004.1	XP_008202414.1
OG0006095	XP_001652810.1	XP_016843543.1
OG0006096	XP_001654349.2	XP_008211824.1
OG0006097	XP_021700082.1	XP_001606262.2
OG0006098	XP_021707208.1	XP_001605302.1
OG0006101	XP_021705817.1	NP_001136166.1, XP_008208814.1
OG0006102	XP_021700393.1	XP_031778842.1
OG0006104	XP_021702999.1	XP_008202421.1
OG0006106	XP_021700101.1	XP_001604679.2
OG0006107	XP_021709529.1	XP_008202373.1
OG0006108	XP_001655114.1	XP_001607171.2
OG0006109	XP_001656823.1	XP_031786349.1
OG0006110	XP_001659457.2	XP_001601618.1
OG0006111	XP_001664301.1	XP_001605401.2
OG0006112	XP_001655069.1	XP_008216006.1
OG0006113	XP_001654078.2	XP_001600780.1
OG0006114	XP_001654917.1	NP_001165805.1
OG0006116	XP_001659270.2, XP_001659269.1	XP_003426922.1
OG0006117	XP_021704644.1	XP_008214303.1
OG0006118	XP_001648749.2	XP_016845713.1
OG0006119	XP_021694181.1	XP_001607992.1
OG0006120	XP_021702450.1	XP_001602801.2, XP_016845218.1
OG0006123	XP_021696504.1	XP_001607747.1
OG0006124	XP_001650201.1	XP_001599572.1
OG0006125	XP_001656115.2	XP_016844582.1
OG0006126	XP_001649726.1	XP_001600756.1
OG0006127	XP_001660027.1	XP_008207789.1
OG0006128	XP_001656113.1	XP_016840135.1
OG0006130	XP_021702437.1	XP_001605720.1
OG0006131	XP_021694314.1	XP_031785423.1
OG0006134	XP_021713024.1	XP_008210148.1
OG0006135	XP_021701152.1	XP_031780876.1
OG0006136	XP_021699717.1	XP_031779297.1
OG0006137	XP_021695931.1, XP_021695922.1	XP_008215838.1
OG0006138	XP_021698409.1	XP_016840615.1
OG0006140	XP_021703752.1	XP_001601694.3
OG0006141	XP_021694661.1	XP_003426390.1
OG0006142	XP_001649217.2, XP_021705469.1	XP_001600655.2
OG0006143	XP_001654972.2, XP_021703376.1	XP_016842475.1
OG0006144	XP_021712876.1	XP_031784893.1
OG0006145	XP_001651673.1	XP_003425588.2
OG0006147	XP_021711767.1, XP_001658105.1	XP_001605611.1
OG0006148	XP_021696849.1	XP_032455824.1, XP_003426945.1
OG0006149	XP_001660024.2	XP_001601605.2
OG0006150	XP_021710551.1	XP_031782429.1
OG0006151	XP_021702412.1	XP_008214325.1
OG0006152	XP_021696550.1	XP_016838841.1
OG0006153	XP_001649570.2	XP_001602396.1
OG0006154	XP_021696188.1	XP_001602576.2
OG0006155	XP_021707090.1	XP_001604031.2
OG0006156	XP_021700807.1	XP_031781388.1
OG0006157	XP_001657524.1	XP_001603354.2
OG0006158	XP_001660498.2	XP_008205497.2
OG0006159	XP_001655573.2	XP_016840254.2
OG0006160	XP_001655851.1	XP_001605436.3
OG0006161	XP_021701325.1	XP_031784399.1
OG0006162	XP_001661820.1	XP_003424741.1
OG0006164	XP_001657798.1	XP_031780500.1
OG0006165	XP_001649657.2, XP_021712847.1	XP_031779092.1
OG0006166	XP_001651530.1	XP_008217368.1
OG0006167	XP_021695783.1	XP_031784854.1
OG0006168	XP_001662181.2	NP_001135435.1
OG0006169	XP_001658177.2	XP_003427083.1
OG0006170	XP_001653613.1	XP_001606516.3
OG0006171	XP_001659248.1	NP_001153444.1, XP_032452219.1
OG0006172	XP_001651760.1	XP_001606400.1
OG0006173	XP_021693381.1	XP_001602362.1
OG0006174	XP_001663011.1	XP_001607941.2
OG0006175	XP_021693796.1	XP_008209697.1, XP_016837572.1
OG0006176	XP_021710504.1	XP_016844432.1
OG0006177	XP_021707996.1	XP_016839350.1
OG0006178	XP_021704112.1	XP_016838420.1
OG0006179	XP_021706244.1, XP_001648502.2	XP_016845655.1
OG0006180	XP_021695635.1	XP_016838107.2
OG0006181	XP_021696820.1	XP_008217609.1
OG0006182	XP_021708688.1	XP_031787647.1
OG0006183	XP_001653128.1	XP_016840783.1
OG0006184	XP_001662027.2	NP_001165852.1
OG0006185	XP_001654454.1	XP_031789574.1
OG0006186	XP_001648588.2	XP_031780685.1
OG0006187	XP_021694638.1	XP_001603708.2
OG0006188	XP_021707431.1	XP_001608004.1
OG0006189	XP_021711889.1, XP_021710220.1	XP_003427881.1
OG0006191	XP_011493301.2	XP_031780146.1
OG0006192	XP_001656421.2	XP_001605190.1, XP_008211868.1
OG0006193	XP_001661836.1	XP_001601643.2
OG0006194	XP_021704882.1	XP_001600943.1
OG0006195	XP_001661894.2	XP_001605845.1, XP_016842843.1
OG0006196	XP_001652824.1	XP_001602691.1
OG0006197	XP_001651465.2	XP_032453614.1, NP_001152812.1
OG0006199	XP_001662260.1	XP_016845798.1
OG0006200	XP_001658056.1	XP_003426267.1
OG0006201	XP_001664046.2, XP_021701956.1	XP_008209099.1
OG0006202	XP_021710311.1	XP_001607774.1
OG0006203	XP_001648164.1	XP_001599639.1
OG0006204	XP_001658684.2	XP_016840545.1
OG0006205	XP_021695219.1, XP_021708918.1	XP_008208010.1
OG0006206	XP_021710132.1	XP_032453124.1
OG0006207	XP_021699088.1	XP_031784240.1
OG0006208	XP_021693067.1	XP_031785345.1
OG0006209	XP_021701922.1	XP_008215110.1
OG0006210	XP_001662533.2	XP_031784993.1
OG0006211	XP_021708017.1	XP_031785013.1
OG0006212	XP_001653244.2	XP_031784375.1
OG0006213	XP_001659184.2	XP_001607462.2
OG0006215	XP_001663131.1	XP_001603253.1
OG0006216	XP_001658440.2	XP_016839754.1
OG0006217	XP_001652243.1	XP_016837608.1
OG0006218	XP_001658562.1	XP_031787202.1
OG0006219	XP_001655453.1	XP_001604886.1
OG0006220	XP_021699522.1	XP_003423979.1
OG0006221	XP_021704979.1	XP_001605478.2
OG0006222	XP_001649742.3, XP_021701013.1	XP_001605837.1
OG0006223	XP_001653482.2	XP_016842446.1, XP_031788389.1
OG0006224	XP_001662971.1	NP_001166279.1
OG0006225	XP_001656981.1	XP_031777518.1, NP_001136327.1
OG0006226	XP_001654182.2, XP_021708191.1	XP_003425002.1
OG0006228	XP_001651257.2, XP_021705034.1	XP_031780298.1
OG0006229	XP_001657927.2	XP_031779484.1
OG0006230	XP_001652053.1	XP_031783877.1
OG0006231	XP_021700747.1, XP_021700749.1	XP_001600961.1
OG0006232	XP_021707754.1, XP_001652356.1	XP_031777290.1
OG0006233	XP_021705050.1	XP_008213365.1
OG0006234	XP_001664106.1	XP_001601880.2
OG0006235	XP_021702670.1	XP_001602905.3
OG0006236	XP_001662680.2	XP_008216418.1
OG0006237	XP_001649608.2	XP_016843442.2, XP_016843443.2
OG0006238	XP_021710553.1	XP_031781637.1
OG0006240	XP_001663805.2	XP_008210159.1
OG0006241	XP_001659483.1	XP_001602414.3
OG0006242	XP_001657363.2, XP_001657364.2	XP_001601599.2
OG0006243	XP_001658449.1	NP_001177678.1
OG0006244	XP_021699725.1	XP_016840583.1
OG0006245	XP_001653798.2, XP_021702939.1	XP_001601240.4
OG0006246	XP_001659450.1	XP_001601035.1
OG0006247	XP_021701011.1	XP_031782333.1
OG0006248	XP_021693719.1	XP_001604022.1
OG0006249	XP_021696640.1	XP_008207717.1
OG0006250	XP_021695603.1	XP_001604139.2
OG0006252	XP_001652452.1	XP_001600229.1
OG0006253	XP_001649404.1	XP_001600559.3
OG0006254	XP_021696559.1	XP_008209332.1
OG0006255	XP_001653652.2	XP_001605709.1
OG0006256	XP_021699832.1, XP_021699834.1	XP_003427343.1
OG0006257	XP_001660415.1, XP_021704810.1	XP_008213727.1
OG0006258	XP_001662100.1	NP_001267498.1
OG0006259	XP_021698919.1	XP_031784897.1
OG0006260	XP_021710032.1	XP_001606983.2
OG0006261	XP_021713032.1	NP_001123293.1
OG0006262	XP_001654445.1	XP_031782494.1
OG0006263	XP_001658134.1	XP_001603605.6
OG0006264	XP_001658414.2	XP_031787332.1
OG0006266	XP_001655142.1, XP_021712740.1	XP_016843000.1
OG0006267	XP_021708664.1	XP_001601344.1
OG0006268	XP_001662153.1	XP_001604363.1
OG0006269	XP_001655113.1	XP_001604914.2
OG0006270	XP_021705036.1	XP_031782509.1
OG0006271	XP_001659155.1	NP_001153324.1
OG0006273	XP_001661529.1	XP_001602042.1
OG0006274	XP_021699399.1	XP_001608190.2
OG0006275	XP_001656034.2	XP_032456535.1
OG0006276	XP_001661085.2	XP_031784248.1
OG0006277	XP_001654122.2	XP_001607823.1
OG0006278	XP_021701929.1	XP_031776673.1
OG0006279	XP_001649464.1	XP_008202920.1
OG0006280	XP_021706949.1	XP_031785839.1
OG0006281	XP_021701193.1	XP_032454491.1
OG0006282	XP_021711621.1	XP_032455055.1
OG0006283	XP_001662069.2	XP_001602988.2
OG0006284	XP_001658130.2	XP_001605963.1
OG0006285	XP_001656619.1	XP_001607732.1
OG0006286	XP_001657422.1	XP_001600196.2
OG0006287	XP_001650345.1	XP_031786830.1
OG0006288	XP_021697338.1	XP_001601653.3
OG0006289	XP_001662357.1	XP_001602657.1
OG0006290	XP_021695110.1	XP_032454233.1
OG0006291	XP_021706632.1	XP_001602144.1
OG0006292	XP_001659750.2	XP_008205188.1
OG0006293	XP_001649003.1, XP_021707585.1	XP_008211560.1
OG0006294	XP_001653052.1	XP_016837513.1, XP_032453463.1
OG0006295	XP_001650202.1	XP_001601251.2
OG0006296	XP_021704011.1	XP_001602110.1
OG0006297	XP_001658958.2	XP_016845689.1
OG0006298	XP_001662051.2	XP_001605145.1
OG0006299	XP_021695016.1, XP_021694917.1	XP_008204655.1
OG0006300	XP_021693795.1	XP_008202595.1
OG0006301	XP_021697011.1	XP_001605011.2
OG0006302	XP_021706178.1	XP_031786229.1
OG0006303	XP_001657255.2	XP_008205822.1
OG0006304	XP_021700110.1	XP_001601045.1
OG0006305	XP_021694598.1	XP_031783430.1
OG0006306	XP_001648253.1	XP_001606338.1
OG0006307	XP_021706343.1	NP_001177857.1
OG0006308	XP_001648949.2	XP_031780464.1
OG0006309	XP_001662411.1	XP_031781898.1
OG0006310	XP_001650763.1	XP_001607291.1
OG0006311	XP_021696841.1, XP_001650609.2	NP_001165809.1
OG0006312	XP_001649746.1	XP_008210216.1
OG0006313	XP_001649399.1	XP_016837564.1
OG0006314	XP_021699555.1	XP_031780341.1
OG0006315	XP_021699711.1	XP_016838189.1
OG0006316	XP_021704286.1	XP_008205982.1
OG0006317	XP_021696014.1	XP_001601669.2
OG0006318	XP_021709632.1	XP_001607783.1
OG0006319	XP_001662409.1	XP_008215945.1, XP_031788361.1
OG0006320	XP_021698478.1	XP_016840419.1
OG0006322	XP_011493441.1	XP_031781239.1
OG0006323	XP_011493383.1	XP_001605926.6
OG0006324	XP_001649078.2	XP_016840586.1
OG0006325	XP_021702947.1	XP_008209529.1
OG0006326	XP_001654401.2	XP_008212552.1
OG0006327	XP_001658204.2	XP_031785359.1
OG0006328	XP_001660887.1	XP_001606770.1
OG0006329	XP_001659032.1	XP_031786684.1
OG0006330	XP_021701539.1, XP_021701541.1, XP_021701540.1	XP_031787221.1
OG0006331	XP_001658276.1	XP_008211850.1
OG0006332	XP_001653669.1, XP_001653667.1, XP_021707232.1	NP_001164365.1
OG0006333	XP_001662996.1	NP_001135423.1
OG0006334	XP_001663180.1	NP_001164377.1, XP_032454670.1
OG0006335	XP_021710512.1	XP_016838260.1
OG0006337	XP_001661825.1	XP_031779523.1
OG0006338	XP_001662618.1	XP_016844176.1
OG0006339	XP_021712646.1, XP_001662501.2	XP_003425305.1
OG0006340	XP_021693362.1	XP_008208823.1
OG0006343	XP_021703591.1	XP_016842414.1
OG0006344	XP_001654070.2	XP_003424125.1, XP_008203042.1
OG0006345	XP_021709008.1	XP_008207344.1
OG0006346	XP_001656402.1	XP_032454608.1
OG0006347	XP_021696286.1	XP_016837882.1
OG0006348	XP_001654328.1	XP_001604227.1
OG0006349	XP_001658824.2	XP_031787119.1
OG0006350	XP_021706106.1	NP_001127798.2
OG0006352	XP_021706867.1	XP_003424645.1
OG0006353	XP_021705989.1	XP_031789095.1, XP_001599352.1
OG0006355	XP_021693425.1	XP_008210247.1
OG0006356	XP_001657729.1	XP_031787672.1
OG0006357	XP_021707656.1	XP_003427653.1
OG0006358	XP_001652359.1	NP_001154944.1
OG0006359	XP_001660612.2	XP_031778277.1
OG0006360	XP_021697513.1	XP_031777907.1
OG0006361	XP_001660716.2	XP_001601025.2
OG0006362	XP_001656892.1	XP_008204925.1
OG0006363	XP_021699101.1	XP_031783678.1
OG0006364	XP_021710562.1, XP_021712143.1	XP_016841601.1
OG0006365	XP_021712422.1, XP_001657668.2	XP_031787412.1
OG0006366	XP_021707076.1	XP_031779592.1, XP_032452713.1
OG0006367	XP_021695172.1	XP_031777719.1, XP_008202836.1
OG0006368	XP_021705623.1	XP_001605772.2
OG0006369	XP_001657123.1	XP_001607889.1
OG0006370	XP_001662032.1	XP_003425939.1
OG0006373	XP_001648654.2	XP_031787059.1
OG0006374	XP_021712817.1, XP_001658799.2	XP_008207963.1
OG0006375	XP_001663666.2	XP_001605402.1
OG0006377	XP_021695198.1	XP_031786723.1
OG0006378	XP_001653879.2	XP_001607429.2
OG0006379	XP_021701522.1	XP_031785270.1
OG0006380	XP_021710493.1	XP_008202024.1
OG0006381	XP_021706258.1	NP_001153469.1
OG0006382	XP_001664244.2	XP_016838576.1
OG0006383	XP_021702590.1	XP_001602941.1
OG0006384	XP_001652638.1	XP_008204234.1, XP_008204227.1
OG0006385	XP_001648348.3	XP_003426955.1
OG0006386	XP_001660840.2	XP_001607970.1
OG0006387	XP_021709494.1	XP_031780652.1
OG0006388	XP_021707726.1	XP_001607351.2
OG0006389	XP_001653143.2	XP_008215156.2
OG0006390	XP_001652466.1	XP_001606624.1
OG0006391	XP_001649858.2, XP_001649859.2	XP_031778974.1
OG0006392	XP_021703657.1	XP_003425756.1
OG0006393	XP_001657121.1	XP_008206671.1, XP_008206670.1
OG0006394	XP_021706817.1	XP_016838670.1
OG0006395	XP_021709944.1	XP_031777949.1
OG0006396	XP_001654731.2	XP_031784524.1
OG0006397	XP_001651394.2	XP_001606827.1
OG0006398	XP_001658688.2	XP_001603834.1
OG0006399	XP_021712108.1, XP_021695083.1	XP_016838230.1
OG0006400	XP_021698933.1	XP_032453786.1
OG0006401	XP_021704579.1	XP_016840057.1
OG0006403	XP_021695823.1	XP_008204749.1
OG0006404	XP_001653183.2	XP_031780070.1
OG0006405	XP_021696127.1	XP_003427447.1
OG0006406	XP_001656444.1	XP_031788183.1
OG0006407	XP_021706770.1	XP_008217031.1
OG0006408	XP_021695876.1	XP_031782728.1
OG0006409	XP_021694165.1, XP_021694166.1	XP_001603998.1
OG0006411	XP_021698270.1	XP_003427576.1
OG0006412	XP_001649124.1	XP_001601773.1
OG0006413	XP_001653824.1, XP_001653823.1	XP_001606603.2
OG0006414	XP_021699025.1	XP_008217801.1
OG0006415	XP_021708154.1	XP_031778092.1
OG0006416	XP_021711898.1, XP_001661064.2	XP_001603184.1
OG0006417	XP_021700324.1	XP_031779275.1
OG0006418	XP_021707602.1	XP_016838028.1
OG0006419	XP_021708497.1	XP_031784960.1, XP_031784959.1, XP_031784961.1
OG0006420	XP_001657527.2	XP_001605597.1
OG0006422	XP_001663654.1	XP_016842705.1, XP_008202438.1, XP_031777400.1
OG0006423	XP_021709939.1	XP_031777554.1
OG0006425	XP_021709132.1	XP_008215911.1
OG0006426	XP_001650919.1	XP_031780150.1
OG0006427	XP_021709504.1	XP_003424561.1
OG0006428	XP_021706620.1, XP_021711982.1	XP_016844586.1, XP_031786304.1
OG0006429	XP_021712998.1	XP_003425474.2
OG0006430	XP_001663724.2	XP_008214936.1, XP_003428226.1, XP_031784003.1
OG0006431	XP_021705127.1	XP_031784502.1, XP_031784501.1
OG0006432	XP_021694828.1	XP_008213238.4
OG0006433	XP_001656845.2	XP_003428196.1
OG0006434	XP_021698604.1	XP_001606625.1
OG0006435	XP_001659327.1	XP_016840617.1
OG0006437	XP_001653312.1	XP_003424748.3
OG0006438	XP_021704712.1	XP_003427793.1, XP_031778800.1
OG0006439	XP_001659227.2	XP_001601225.2, XP_003427799.1
OG0006440	XP_021701538.1	XP_001601004.2
OG0006441	XP_001654260.2	XP_016841065.1, XP_032456390.1
OG0006442	XP_001655350.2	XP_031784581.1
OG0006443	XP_021705140.1	XP_003426042.2
OG0006444	XP_001648196.1	XP_001603154.1
OG0006445	XP_021708505.1	XP_008210146.1
OG0006447	XP_001648609.1	XP_031783662.1
OG0006448	XP_011493731.1	XP_032454263.1
OG0006449	XP_001650574.2	XP_008206336.1
OG0006450	XP_021700848.1	XP_031778620.1
OG0006451	XP_001664282.1	XP_008205547.1
OG0006452	XP_001659778.1	XP_001606806.1
OG0006454	XP_021695339.1	XP_016839517.1
OG0006455	XP_021697448.1	XP_016843952.2
OG0006456	XP_001654061.2	XP_001607452.1
OG0006457	XP_001649604.1	XP_032457199.1, XP_031783023.1
OG0006458	XP_001661916.1	XP_003426993.1, XP_016845724.1
OG0006459	XP_021706028.1	XP_016837350.1
OG0006460	XP_001661961.1	NP_001154953.1, XP_008205976.1
OG0006463	XP_001664316.1	XP_031779505.1
OG0006464	XP_021707837.1	XP_008211256.1
OG0006465	XP_021709281.1	XP_016845158.1
OG0006466	XP_021704187.1	XP_016842101.1
OG0006467	XP_001654812.1	XP_008217642.1
