Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0005639	XP_021710800.1	XP_012135372.1
OG0005640	XP_021695966.1	XP_003701607.1
OG0005642	XP_021708469.1	XP_012154031.1
OG0005643	XP_021702637.1	XP_003708036.1
OG0005644	XP_001658977.2, XP_021708701.1, XP_001663362.1	XP_003707446.2
OG0005645	XP_001649398.2	XP_003703824.1
OG0005646	XP_021698438.1	XP_012136673.1
OG0005647	XP_001659861.2	XP_012154390.1
OG0005649	XP_001657570.1	XP_012152536.1
OG0005650	XP_001662902.1	XP_003706525.1
OG0005651	XP_001653377.1	XP_012145362.1
OG0005652	XP_021694834.1, XP_021694835.1	XP_003703075.1
OG0005653	XP_021706793.1	XP_012136807.1
OG0005655	XP_021703045.1	XP_012141064.1
OG0005656	XP_001660834.1, XP_021704340.1	XP_012147193.1
OG0005657	XP_021707808.1, XP_021707809.1	XP_012146992.1
OG0005658	XP_021700085.1	XP_003707811.1
OG0005659	XP_021708544.1	XP_003708572.2
OG0005660	XP_001654548.2, XP_021693462.1	XP_012153961.1
OG0005661	XP_001654405.1	XP_012149295.1
OG0005662	XP_021703538.1	XP_012142743.1, XP_012142734.1
OG0005663	XP_001663412.1, XP_021712944.1	XP_003703929.1
OG0005664	XP_001656223.1	XP_003705508.1
OG0005665	XP_021703934.1	XP_012142994.1
OG0005666	XP_021705904.1	XP_012135439.1
OG0005667	XP_001654880.1	XP_003704553.1
OG0005668	XP_021703193.1	XP_012150193.1
OG0005669	XP_021697834.1	XP_003708177.1
OG0005670	XP_021693210.1	XP_012153527.1
OG0005671	XP_001661219.1	XP_003702475.1
OG0005672	XP_011493097.1	XP_003700641.2
OG0005673	XP_001650875.1	XP_003699511.1
OG0005674	XP_021712744.1	XP_003706567.1
OG0005675	XP_021707022.1	XP_012152953.1, XP_012147250.1, XP_012147249.1
OG0005676	XP_021710890.1	XP_012150120.1
OG0005677	XP_001659262.2	XP_012144010.1
OG0005678	XP_021713415.1	XP_003701885.1
OG0005679	XP_021699347.1	XP_012139921.1
OG0005682	XP_021703270.1	XP_003700459.1
OG0005683	XP_021699209.1	XP_003699924.1
OG0005684	XP_021708011.1	XP_003706323.1
OG0005685	XP_021698257.1	XP_003704972.2
OG0005686	XP_021702395.1	XP_012151121.1
OG0005687	XP_021708013.1	XP_012140184.1
OG0005688	XP_021706983.1	XP_012139250.1
OG0005689	XP_021704159.1	XP_012141568.1
OG0005690	XP_021710519.1	XP_012149443.1
OG0005691	XP_001664223.1	XP_003707791.1
OG0005692	XP_021698874.1	XP_012143309.1, XP_012143308.1
OG0005693	XP_001659295.2	XP_012137821.1
OG0005695	XP_001648087.1	XP_012150691.1
OG0005696	XP_021709415.1	XP_003707786.1
OG0005697	XP_021700878.1	XP_003703275.1
OG0005698	XP_021697754.1	XP_012148303.1
OG0005699	XP_021711309.1	XP_012148665.1
OG0005700	XP_021693854.1, XP_021693870.1	XP_012140621.1
OG0005701	XP_021709128.1	XP_012137697.1
OG0005702	XP_021701030.1, XP_021701029.1	XP_012137544.1, XP_012137545.1
OG0005704	XP_001653286.2	XP_012150183.1
OG0005705	XP_021711437.1	XP_012143628.1
OG0005706	XP_021710240.1	XP_003700305.1
OG0005707	XP_021707695.1	XP_012146052.1
OG0005708	XP_021693132.1	XP_012152649.1
OG0005709	XP_001662634.2	XP_003703450.1
OG0005710	XP_021708830.1, XP_021711825.1	XP_012151872.1
OG0005711	XP_001650511.2	XP_012154280.1
OG0005712	XP_001660921.1	XP_003701924.1, XP_012137467.1
OG0005713	XP_001656738.1	XP_003706724.1
OG0005714	XP_021699693.1	XP_012136780.1
OG0005715	XP_021702211.1	XP_012137414.1
OG0005716	XP_021707235.1	XP_012146818.1
OG0005717	XP_021708798.1	XP_012147866.1
OG0005718	XP_001661139.1	XP_003706779.1
OG0005719	XP_021695903.1, XP_021695904.1	XP_012148294.1
OG0005720	XP_001654451.1	XP_012134836.1
OG0005721	XP_001659247.1	XP_003704473.1
OG0005722	XP_021699580.1	XP_012140353.1
OG0005724	XP_001658297.1	XP_012144257.1
OG0005725	XP_021708086.1	XP_012139570.1
OG0005726	XP_021710262.1, XP_021711907.1	XP_003705688.1
OG0005727	XP_021706187.1	XP_012135025.1
OG0005728	XP_001658963.1	XP_012134819.1
OG0005729	XP_021710239.1	XP_003701758.1
OG0005730	XP_001657231.1	XP_003703339.1
OG0005732	XP_001659130.2	XP_003701398.1
OG0005733	XP_001652387.1	XP_003707577.1
OG0005734	XP_001654071.1	XP_003700523.1
OG0005735	XP_021707136.1	XP_003703497.2
OG0005736	XP_021701842.1, XP_001658464.2	XP_003699209.1
OG0005737	XP_021709659.1	XP_003702478.1
OG0005738	XP_021707684.1	XP_003700501.1
OG0005740	XP_001664113.2	XP_003703022.1
OG0005741	XP_001659131.2	XP_012153108.1, XP_012153107.1, XP_003708461.1
OG0005742	XP_021708526.1, XP_021708522.1	XP_003704588.1
OG0005743	XP_021694724.1	XP_012137055.1
OG0005744	XP_001652102.2	XP_003708110.1
OG0005745	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1	XP_012138280.1
OG0005746	XP_001655140.1	XP_003707263.1
OG0005747	XP_001651608.1	XP_003707413.1
OG0005748	XP_021704788.1	XP_003705092.1
OG0005749	XP_021711360.1	XP_012135852.1
OG0005750	XP_001661373.2	XP_003700230.1
OG0005751	XP_021712079.1, XP_001653614.2	XP_012143527.1
OG0005752	XP_021701680.1	XP_003705041.1
OG0005754	XP_001647695.2	XP_003702495.1
OG0005755	XP_001648157.1	XP_003706628.2, XP_012148272.1
OG0005756	XP_001648276.2, XP_001648277.2	XP_003700138.1
OG0005757	XP_001648484.2	XP_003701522.1
OG0005758	XP_001648725.1, XP_001648727.1, XP_001648726.1	XP_003703633.1
OG0005759	XP_001649191.2, XP_021703003.1, XP_021703001.1	XP_003707888.1
OG0005760	XP_001649382.2	XP_003707427.1
OG0005761	XP_001651005.2	XP_003707900.1, XP_012151686.1
OG0005762	XP_001651967.2	XP_003701414.1
OG0005763	XP_001652439.1	XP_003705650.1
OG0005764	XP_001652932.1	XP_003700339.1
OG0005765	XP_001653029.1	XP_012140454.1
OG0005766	XP_001653462.1	XP_012153804.1
OG0005767	XP_001654174.2	XP_012152483.1
OG0005768	XP_001654308.1, XP_011493529.1	XP_003701622.2
OG0005769	XP_001654894.1	XP_003704440.2
OG0005770	XP_001655423.2	XP_012151280.1
OG0005771	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1	XP_003706641.1
OG0005772	XP_001655911.1	XP_003707802.1
OG0005773	XP_001655996.2	XP_003706701.1
OG0005774	XP_001656458.2	XP_003700300.2
OG0005775	XP_001656558.1	XP_003704332.1
OG0005776	XP_001656615.2	XP_003708144.1
OG0005777	XP_001656679.2	XP_012145872.1, XP_012145862.1, XP_012145873.1
OG0005778	XP_001658235.3	XP_003701440.1
OG0005779	XP_001658394.2	XP_012146163.1, XP_012146162.1
OG0005780	XP_001658432.1	XP_003704653.1
OG0005781	XP_021712236.1, XP_001658596.1	XP_012147569.1
OG0005782	XP_001658869.1	XP_003703519.1
OG0005783	XP_001658967.2	XP_012151756.1
OG0005784	XP_001660021.2	XP_012138716.1
OG0005785	XP_001660512.1	XP_012152533.1
OG0005786	XP_001660806.2	XP_003706952.1
OG0005787	XP_001662150.1	XP_003705667.1
OG0005788	XP_021701704.1, XP_001662959.1	XP_003707815.1
OG0005789	XP_021693093.1	XP_012150510.1
OG0005790	XP_021693209.1, XP_021694927.1	XP_012145266.1
OG0005791	XP_021694939.1, XP_021694940.1	XP_012149486.1
OG0005792	XP_021694976.1	XP_012152667.1
OG0005793	XP_021695576.1	XP_003706690.1
OG0005794	XP_021696606.1	XP_003700717.2
OG0005795	XP_021697337.1	XP_003700963.1, XP_012135194.1
OG0005796	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1	XP_012135217.1
OG0005797	XP_021713257.1, XP_021698889.1	XP_003706284.1
OG0005798	XP_021700109.1	XP_003705720.1
OG0005799	XP_021700428.1	XP_012146405.1
OG0005800	XP_021700476.1	XP_003704842.1
OG0005801	XP_021701068.1	XP_012144787.1
OG0005802	XP_021701217.1	XP_012153508.1, XP_012153506.1, XP_012153507.1
OG0005803	XP_021701525.1, XP_021709660.1	XP_003706832.1
OG0005804	XP_021702264.1	XP_003706504.1
OG0005805	XP_021702499.1	XP_012144917.1, XP_012144891.1, XP_012144889.1
OG0005806	XP_021703206.1	XP_012144690.1
OG0005807	XP_021703985.1	XP_003705402.1
OG0005808	XP_021704643.1	XP_003708221.1
OG0005809	XP_021704878.1, XP_021704880.1	XP_003703290.1
OG0005810	XP_021705482.1	XP_012141655.1, XP_012141654.1, XP_012141653.1, XP_012141656.1
OG0005811	XP_021705974.1	XP_003704942.1
OG0005812	XP_021706292.1	XP_012141932.1, XP_012141933.1
OG0005813	XP_021706702.1	XP_003699960.1
OG0005814	XP_021712012.1, XP_021708780.1	XP_003701580.1
OG0005815	XP_021710073.1	XP_003699374.1
OG0005816	XP_021710192.1	XP_003704913.2
OG0005817	XP_021713411.1	XP_003700489.1
OG0005845	XP_021701334.1	XP_003706887.1
OG0005846	XP_001651796.1	XP_003703774.1
OG0005847	XP_001649125.1	XP_003702762.1
OG0005848	XP_021709631.1	XP_012145504.1
OG0005849	XP_001655005.1	XP_003701590.1
OG0005850	XP_001648107.1, XP_001648108.1	XP_003701502.1
OG0005851	XP_001647834.1	XP_003706877.1
OG0005852	XP_001661827.1	XP_003703554.1
OG0005853	XP_021712413.1, XP_001648567.1	XP_003702574.1
OG0005855	XP_001660320.1	XP_003702861.1
OG0005856	XP_001655376.1	XP_003704860.1, XP_012144133.1
OG0005857	XP_001659139.1	XP_003700187.1
OG0005858	XP_001655992.1	XP_003704911.1
OG0005859	XP_001655159.1	XP_003706300.1
OG0005860	XP_011493218.1	XP_012144909.1
OG0005861	XP_021703642.1	XP_012150650.1
OG0005862	XP_021704087.1	XP_003700752.1
OG0005863	XP_021695920.1	XP_012147031.1
OG0005864	XP_001659904.1	XP_003703700.1
OG0005865	XP_001661551.2	XP_003699793.1
OG0005866	XP_021703581.1, XP_021703582.1	XP_003703166.1
OG0005867	XP_021701161.1, XP_001650904.1	XP_012140949.1
OG0005868	XP_001652665.1	XP_003707748.2, XP_012151276.1
OG0005869	XP_001651182.2	XP_012148772.1
OG0005870	XP_001658185.1	XP_003701562.1
OG0005871	XP_001653151.2	XP_003705271.1
OG0005872	XP_001648064.1	XP_012152805.1
OG0005873	XP_001656828.1	XP_003708565.1
OG0005875	XP_001657213.1	XP_012141697.1
OG0005876	XP_001656000.1	XP_003700411.1
OG0005877	XP_021699957.1	XP_003702061.1
OG0005878	XP_021710242.1	XP_003700005.1
OG0005879	XP_001656310.2	XP_003700553.1
OG0005880	XP_001650442.1	XP_003704926.1
OG0005881	XP_001652542.1, XP_001658052.2	XP_003705767.1
OG0005882	XP_021712825.1, XP_001657476.1	XP_003706458.1
OG0005883	XP_001658323.1	XP_003705419.1
OG0005884	XP_001656814.2	XP_003700760.1
OG0005885	XP_021706593.1	XP_003703355.1
OG0005886	XP_001650844.2	XP_003701181.1
OG0005887	XP_001658790.2	XP_003707029.1
OG0005888	XP_001648060.1	XP_003703627.1
OG0005889	XP_001656504.1	XP_003706493.1
OG0005890	XP_021697115.1	XP_012148875.1
OG0005891	XP_001650980.2	XP_003705785.1
OG0005892	XP_001663129.1	XP_003702353.1
OG0005893	XP_001650506.1	XP_012137639.1
OG0005894	XP_001658389.1	XP_003700167.1
OG0005895	XP_001654974.1	XP_003704556.1
OG0005896	XP_001652273.1	XP_003706443.1
OG0005897	XP_001662944.2	XP_003699581.1
OG0005898	XP_001662341.2	XP_003706457.1
OG0005899	XP_021706104.1, XP_001655818.2	XP_003704874.1
OG0005900	XP_001653076.1	XP_003699920.1
OG0005901	XP_001656446.1	XP_012148627.1
OG0005902	XP_001655849.1	XP_012145302.1
OG0005903	XP_001654091.1	XP_003706429.1
OG0005904	XP_001654851.1	XP_003699563.1
OG0005905	XP_001662201.1	XP_003706836.1
OG0005906	XP_001657133.1	XP_012151312.1
OG0005907	XP_001652167.1	XP_003701920.1
OG0005908	XP_021702147.1	XP_012150627.1
OG0005909	XP_021702823.1	XP_003701744.1
OG0005910	XP_021701319.1	XP_003700688.2
OG0005911	XP_021702328.1	XP_003705103.1
OG0005912	XP_001652052.1	XP_003706891.1
OG0005913	XP_001654707.1	XP_003699439.1
OG0005915	XP_001659682.2	XP_012137879.1
OG0005916	XP_021712109.1, XP_001649019.1	XP_003706578.1
OG0005917	XP_001658907.1	XP_012136174.1
OG0005918	XP_001653814.1	XP_012149035.1
OG0005919	XP_001655512.2	XP_003706029.1
OG0005920	XP_001655146.1	XP_003700346.1
OG0005921	XP_021707753.1	XP_003699916.1
OG0005922	XP_001663929.2	XP_003704564.1
OG0005923	XP_001663469.1	XP_003700374.1
OG0005924	XP_001663087.2	XP_012137550.1
OG0005925	XP_001652288.1, XP_021712654.1	XP_003699634.1
OG0005926	XP_001658165.2	XP_003706156.1
OG0005927	XP_001650598.2	XP_003699637.1
OG0005928	XP_001658413.1	XP_003704764.1, XP_012143934.1
OG0005929	XP_001664192.2	XP_003703757.1
OG0005930	XP_001657637.2	XP_003705592.1
OG0005931	XP_001655305.2	XP_003706555.1
OG0005932	XP_001658955.1	XP_003703646.1
OG0005933	XP_001655787.1	XP_003705596.1
OG0005934	XP_001649339.1	XP_003701054.1
OG0005935	XP_021693196.1	XP_003701091.1, XP_012135537.1
OG0005936	XP_001650607.1	XP_003699256.1
OG0005937	XP_021705245.1	XP_003701416.1
OG0005938	XP_001650252.1	XP_003707857.1
OG0005939	XP_001648368.1	XP_003700749.1
OG0005940	XP_001658877.1	XP_003708530.1
OG0005941	XP_001651592.1	XP_012150153.1
OG0005942	XP_001658980.2	XP_003704608.1
OG0005943	XP_001656556.3	XP_003706411.1
OG0005944	XP_001657418.1, XP_021711980.1	XP_003701170.1
OG0005945	XP_021702014.1	XP_003705797.1
OG0005946	XP_021706173.1	XP_012147153.1
OG0005947	XP_001657467.1	XP_003700335.1
OG0005948	XP_001658945.1	XP_012145793.1
OG0005950	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1	XP_012152135.1
OG0005951	XP_001648343.1	XP_012137003.1
OG0005952	XP_021706990.1	XP_003706209.1
OG0005956	XP_001656371.1	XP_012139849.1
OG0005957	XP_001658066.2, XP_001652469.2	XP_012134946.1
OG0005958	XP_021704184.1	XP_003706768.1
OG0005959	XP_001663472.2	XP_003699595.1
OG0005960	XP_001654684.1	XP_012152115.1
OG0005961	XP_001655459.2	XP_012142168.1, XP_003704017.1
OG0005962	XP_001661327.1	XP_012143487.1
OG0005963	XP_001662374.1	XP_003700358.1
OG0005965	XP_021702732.1	XP_012145849.1
OG0005966	XP_001656796.2	XP_012139662.1, XP_003702792.1
OG0005967	XP_021698314.1	XP_003702753.1
OG0005968	XP_001660155.1	XP_003702179.1
OG0005969	XP_001648601.2	XP_012152548.1
OG0005971	XP_001664075.2, XP_021699358.1, XP_001664073.1, XP_001650394.1	XP_003699786.1
OG0005972	XP_001651995.1	XP_003707870.1, XP_012151597.1
OG0005973	XP_021696447.1	XP_003706268.1
OG0005974	XP_021711869.1, XP_001656848.2	XP_003708105.2
OG0005975	XP_001661410.2	XP_012139146.1
OG0005976	XP_001663356.2	XP_012152171.1, XP_012152172.1
OG0005977	XP_001661520.1	XP_003705788.2
OG0005978	XP_021699960.1	XP_003707824.1
OG0005979	XP_001652782.1	XP_012150591.1
OG0005980	XP_001657933.2	XP_003703280.2
OG0005981	XP_001663282.1	XP_003701723.1
OG0005982	XP_001647963.1	XP_012137794.1
OG0005983	XP_001651798.1	XP_003703129.1
OG0005984	XP_001655177.1	XP_003704152.1
OG0005985	XP_001660797.2	XP_012148738.1
OG0005986	XP_001652173.1	XP_003706218.1
OG0005987	XP_001659332.1	XP_012138126.1
OG0005988	XP_001651019.1	XP_003702364.1
OG0005989	XP_001659177.2	XP_003706192.1, XP_012147443.1
OG0005990	XP_001663059.1, XP_021702043.1	XP_003700847.1
OG0005991	XP_001663717.1	XP_003699382.1
OG0005992	XP_001657494.2	XP_003705886.1
OG0005993	XP_021710266.1	XP_003703439.1
OG0005994	XP_001658149.1	XP_003703049.2
OG0005995	XP_001656059.1	XP_003700461.1
OG0005996	XP_001648370.1	XP_012144878.1
OG0005997	XP_001661638.1	XP_003701986.1
OG0005998	XP_001663263.1	XP_003699460.1
OG0005999	XP_001647934.2	XP_003700691.1
OG0006000	XP_021694846.1	XP_003704148.1
OG0006001	XP_001652823.2	XP_012151786.1
OG0006002	XP_021694973.1	XP_003706049.1
OG0006003	XP_001661201.1	XP_003701132.1
OG0006004	XP_021700664.1	XP_012139176.1
OG0006005	XP_021697915.1	XP_003704797.1
OG0006006	XP_021706799.1	XP_003699585.1
OG0006007	XP_021693531.1	XP_003706219.1
OG0006008	XP_021704210.1	XP_003706583.1
OG0006009	XP_001661450.1	XP_003706415.1
OG0006010	XP_021713400.1, XP_021708566.1	XP_012153668.1
OG0006011	XP_011493072.1	XP_003704898.1
OG0006012	XP_001656445.1	XP_003701494.1
OG0006013	XP_001651356.2	XP_003701280.1
OG0006014	XP_001658437.2	XP_003707655.1
OG0006015	XP_001653427.2	XP_003700642.1
OG0006016	XP_001661948.1	XP_012153365.1
OG0006017	XP_021694297.1, XP_021711896.1	XP_003703086.1
OG0006018	XP_021695067.1	XP_012137620.1
OG0006019	XP_001649511.2	XP_012144351.1
OG0006020	XP_021699051.1	XP_012146719.1
OG0006021	XP_021711092.1	XP_003701400.1
OG0006022	XP_001655300.2	XP_003705310.1
OG0006023	XP_001655231.2	XP_003707350.1
OG0006024	XP_021708658.1	XP_012139732.1
OG0006025	XP_021705604.1	XP_012148918.1
OG0006026	XP_001648996.2	XP_003704571.1
OG0006027	XP_021706774.1	XP_003705866.1
OG0006028	XP_021704838.1	XP_012135931.1
OG0006029	XP_021695918.1	XP_003702541.1
OG0006030	XP_001656929.2	XP_003701709.1
OG0006031	XP_021703577.1	XP_012137043.1
OG0006032	XP_021695290.1	XP_012139383.1
OG0006033	XP_021697075.1	XP_012143639.1
OG0006034	XP_021704323.1	XP_012143868.1
OG0006035	XP_001652627.2, XP_021709724.1	XP_003702210.1
OG0006036	XP_001661928.2	XP_003706595.1, XP_012148300.1
OG0006037	XP_021697880.1	XP_003704133.1
OG0006038	XP_011493159.2	XP_003703302.1
OG0006039	XP_021694425.1	XP_012147389.1
OG0006040	XP_001648109.1	XP_003701503.1, XP_012136704.1
OG0006041	XP_001659197.1	XP_012140937.1
OG0006042	XP_021697520.1	XP_012154047.1
OG0006043	XP_021697029.1	XP_003703746.1
OG0006044	XP_021712133.1, XP_021699888.1	XP_012150505.1
OG0006045	XP_001652784.1	XP_003707641.1
OG0006046	XP_021713379.1	XP_012141576.1
OG0006047	XP_021701486.1	XP_003707805.1
OG0006048	XP_021712433.1, XP_001655696.1	XP_012151516.1
OG0006049	XP_001654429.1	XP_012150388.1
OG0006050	XP_021704493.1, XP_001656074.1	XP_003700951.1
OG0006051	XP_021701146.1	XP_012149171.1
OG0006052	XP_001652129.1	XP_003702617.1
OG0006053	XP_001647995.2	XP_012141923.1
OG0006054	XP_001652050.1	XP_003701649.2
OG0006055	XP_001661907.1	XP_003702042.1
OG0006056	XP_021700723.1	XP_003703173.1
OG0006057	XP_001650717.1	XP_003706672.1
OG0006058	XP_001661185.1	XP_012142418.1
OG0006059	XP_021710439.1	XP_012149102.1
OG0006060	XP_021706897.1	XP_012141901.1
OG0006061	XP_021693611.1	XP_012141702.1
OG0006062	XP_001661254.1	XP_003699461.2
OG0006063	XP_001652386.1	XP_012143093.1
OG0006064	XP_021710500.1, XP_001658653.1	XP_012151584.1
OG0006065	XP_021695262.1	XP_012141543.1
OG0006066	XP_021704229.1	XP_003702359.1
OG0006067	XP_021711726.1, XP_001657519.1	XP_012141003.1
OG0006068	XP_001661468.1	XP_003704294.1
OG0006069	XP_021695392.1	XP_012151778.1
OG0006070	XP_021705981.1	XP_012135015.1
OG0006071	XP_001655028.1	XP_012153138.1
OG0006072	XP_001648636.2	XP_003708348.2
OG0006073	XP_001648929.2	XP_012136571.1
OG0006074	XP_011493488.1	XP_003704271.1
OG0006075	XP_021711453.1	XP_012143229.1
OG0006076	XP_021704446.1	XP_003707735.1
OG0006077	XP_001648973.2	XP_012151500.1
OG0006078	XP_001649736.1	XP_003708147.1
OG0006079	XP_001649558.1	XP_003702487.1
OG0006080	XP_021696913.1	XP_003705674.1
OG0006081	XP_021707579.1	XP_003706677.2
OG0006082	XP_001662847.2	XP_003705377.1
OG0006083	XP_021699758.1	XP_012138892.1
OG0006084	XP_021708363.1	XP_012145278.1
OG0006085	XP_021708770.1	XP_012150167.1
OG0006086	XP_001657223.1	XP_003702135.1
OG0006087	XP_021703167.1	XP_003708408.1
OG0006088	XP_001649522.2	XP_003700825.1
OG0006089	XP_021711510.1	XP_003705323.1
OG0006090	XP_001649776.1	XP_003699325.1
OG0006091	XP_001652330.2	XP_003701158.1
OG0006092	XP_001648652.1	XP_003704487.1
OG0006093	XP_021710072.1	XP_003707246.1
OG0006094	XP_021703004.1	XP_012151654.1
OG0006095	XP_001652810.1	XP_012139150.1, XP_012139148.1
OG0006096	XP_001654349.2	XP_003699545.1
OG0006098	XP_021707208.1	XP_003706308.1
OG0006099	XP_021704688.1	XP_003705127.2
OG0006100	XP_021694071.1	XP_003699961.1
OG0006101	XP_021705817.1	XP_012137104.1
OG0006102	XP_021700393.1	XP_012146577.1
OG0006103	XP_001653341.1, XP_021702175.1	XP_003703223.1
OG0006104	XP_021702999.1	XP_003707885.1
OG0006106	XP_021700101.1	XP_003706855.1
OG0006107	XP_021709529.1	XP_012141176.1
OG0006108	XP_001655114.1	XP_012141809.1
OG0006109	XP_001656823.1	XP_003707798.1
OG0006110	XP_001659457.2	XP_003703447.1
OG0006111	XP_001664301.1	XP_012146876.1
OG0006112	XP_001655069.1	XP_003705632.1
OG0006113	XP_001654078.2	XP_003705374.1
OG0006114	XP_001654917.1	XP_003700255.1
OG0006116	XP_001659270.2, XP_001659269.1	XP_003700011.1
OG0006117	XP_021704644.1	XP_012138317.1
OG0006118	XP_001648749.2	XP_012145422.1
OG0006119	XP_021694181.1	XP_003705472.1
OG0006120	XP_021702450.1	XP_003708318.1
OG0006121	XP_001648670.1	XP_003706154.1
OG0006123	XP_021696504.1	XP_003704527.1
OG0006124	XP_001650201.1	XP_003702668.2
OG0006125	XP_001656115.2	XP_003708532.1
OG0006126	XP_001649726.1	XP_003700420.1
OG0006127	XP_001660027.1	XP_003706459.1
OG0006128	XP_001656113.1	XP_003704230.1
OG0006130	XP_021702437.1	XP_012138786.1
OG0006131	XP_021694314.1	XP_012153655.1
OG0006134	XP_021713024.1	XP_012142320.1
OG0006135	XP_021701152.1	XP_012140346.1
OG0006136	XP_021699717.1	XP_012152327.1
OG0006137	XP_021695931.1, XP_021695922.1	XP_012151906.1
OG0006138	XP_021698409.1	XP_012148901.1
OG0006139	XP_001650883.1, XP_021696255.1, XP_021712153.1	XP_012152906.1
OG0006140	XP_021703752.1	XP_003701149.1
OG0006141	XP_021694661.1	XP_012137082.1
OG0006142	XP_001649217.2, XP_021705469.1	XP_012134693.1
OG0006143	XP_001654972.2, XP_021703376.1	XP_012143247.1
OG0006144	XP_021712876.1	XP_003707846.2
OG0006145	XP_001651673.1	XP_003708298.1
OG0006147	XP_021711767.1, XP_001658105.1	XP_012148313.1
OG0006149	XP_001660024.2	XP_012144096.1
OG0006150	XP_021710551.1	XP_003704803.2
OG0006151	XP_021702412.1	XP_003701930.1
OG0006152	XP_021696550.1	XP_003702608.1
OG0006153	XP_001649570.2	XP_003707139.1, XP_012149511.1
OG0006154	XP_021696188.1	XP_012140810.1
OG0006155	XP_021707090.1	XP_012142034.1
OG0006156	XP_021700807.1	XP_012149172.1
OG0006157	XP_001657524.1	XP_003703786.1
OG0006158	XP_001660498.2	XP_003700437.1
OG0006159	XP_001655573.2	XP_012141124.1, XP_012141125.1
OG0006160	XP_001655851.1	XP_012140791.1
OG0006161	XP_021701325.1	XP_012152419.1
OG0006162	XP_001661820.1	XP_012148138.1
OG0006164	XP_001657798.1	XP_003706148.1
OG0006165	XP_001649657.2, XP_021712847.1	XP_003699907.1
OG0006166	XP_001651530.1	XP_012152121.1
