Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0006641	XP_001659192.2	XP_033337822.1
OG0006642	XP_021698330.1	XP_033331926.1
OG0006643	XP_001659742.2	XP_033324663.1
OG0006644	XP_021698027.1	XP_033321855.1
OG0006645	XP_021700538.1	XP_033340874.1
OG0006646	XP_001659809.1	XP_033340787.1
OG0006647	XP_021694152.1, XP_021694025.1	XP_033337263.1
OG0006648	XP_001655800.2	XP_033333710.1
OG0006649	XP_001660547.2	XP_033338837.1
OG0006650	XP_021694894.1	XP_033322422.1
OG0006651	XP_021707903.1	XP_033336207.1, XP_033336202.1
OG0006652	XP_021695167.1	XP_033340049.1
OG0006654	XP_001657903.2	XP_033328662.1
OG0006655	XP_021693218.1	XP_033338197.1
OG0006656	XP_021696607.1, XP_021696608.1	XP_033331407.1
OG0006657	XP_001661237.1	XP_033341716.1
OG0006658	XP_001651882.1	XP_033340330.1
OG0006659	XP_001653516.2	XP_033329794.1
OG0006660	XP_021710900.1	XP_033333512.1
OG0006661	XP_001657977.2	XP_033322959.1
OG0006662	XP_021709178.1	XP_033320776.1
OG0006663	XP_001657582.2	XP_033336730.1
OG0006664	XP_021710662.1	XP_033329368.1
OG0006665	XP_001657248.1	XP_033336182.1
OG0006666	XP_021707292.1, XP_021712363.1	XP_033336480.1
OG0006667	XP_021702177.1	XP_033322485.1
OG0006668	XP_021693528.1	XP_033326901.1
OG0006669	XP_021711268.1, XP_021711263.1, XP_021711259.1	XP_033333936.1
OG0006670	XP_001651908.2	XP_033341311.1
OG0006671	XP_021694700.1	XP_033328588.1
OG0006673	XP_001649363.2	XP_033342745.1
OG0006674	XP_001649614.2	XP_033342690.1, XP_033342698.1
OG0006675	XP_021697515.1, XP_001649753.1	XP_033342174.1, XP_033342173.1
OG0006676	XP_001650486.2	XP_033321747.1
OG0006677	XP_001650535.2	XP_033326031.1
OG0006679	XP_001650939.1	XP_033321814.1
OG0006680	XP_021711357.1, XP_021711356.1, XP_001651111.1	XP_033323987.1
OG0006681	XP_001651467.2	XP_033331470.1
OG0006682	XP_001651485.1	XP_033339445.1
OG0006683	XP_001651641.2	XP_033329667.1
OG0006684	XP_021695984.1, XP_001652310.1	XP_033342789.1
OG0006685	XP_001652628.1	XP_033342557.1
OG0006686	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2	XP_033341979.1
OG0006687	XP_001653797.2	XP_033332016.1
OG0006688	XP_021701821.1, XP_021701820.1, XP_001654402.2	XP_033333565.1
OG0006689	XP_001654433.1	XP_033333725.1
OG0006690	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1	XP_033341725.1
OG0006691	XP_001655031.2, XP_001655032.2	XP_033330583.1
OG0006693	XP_001655525.2	XP_033342999.1
OG0006694	XP_001655639.2	XP_033334790.1
OG0006695	XP_001655962.2	XP_033333408.1, XP_033333407.1
OG0006696	XP_001656638.2	XP_033338539.1
OG0006697	XP_001657371.1	XP_033328339.1
OG0006698	XP_001657531.1	XP_033334310.1
OG0006699	XP_001657892.1	XP_033338571.1
OG0006700	XP_001659279.2, XP_021702719.1, XP_021702718.1	XP_033327658.1
OG0006701	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2	XP_033327120.1
OG0006702	XP_001659401.2	XP_033323562.1
OG0006703	XP_001659696.2	XP_033332028.1, XP_033332019.1
OG0006704	XP_001659808.1	XP_033341248.1
OG0006705	XP_001660790.2	XP_033342060.1
OG0006706	XP_001661378.2	XP_033334857.1
OG0006707	XP_001661397.1	XP_033333715.1
OG0006708	XP_001662978.1	XP_033334096.1
OG0006709	XP_001662982.2	XP_033336141.1
OG0006710	XP_001663461.1	XP_033326769.1
OG0006711	XP_021693038.1	XP_033339245.1
OG0006713	XP_021693731.1	XP_033326814.1
OG0006714	XP_021693953.1	XP_033331043.1
OG0006715	XP_021695989.1	XP_033333437.1
OG0006717	XP_021696914.1	XP_033322716.1
OG0006718	XP_021697247.1	XP_033330082.1, XP_033330084.1
OG0006719	XP_021697274.1	XP_033332330.1
OG0006721	XP_021697876.1, XP_021697877.1	XP_033325177.1
OG0006722	XP_021698307.1	XP_033323092.1
OG0006723	XP_021698606.1	XP_033323010.1, XP_033323011.1, XP_033323012.1
OG0006724	XP_021700236.1	XP_033327339.1
OG0006725	XP_021700773.1	XP_033337499.1
OG0006726	XP_021700931.1	XP_033323400.1
OG0006727	XP_021701153.1	XP_033333505.1
OG0006729	XP_021701639.1, XP_021701640.1	XP_033335377.1
OG0006731	XP_021701718.1	XP_033334518.1
OG0006732	XP_021702123.1	XP_033339999.1
OG0006733	XP_021702247.1	XP_033328524.1
OG0006734	XP_021702385.1, XP_021702373.1	XP_033334683.1
OG0006735	XP_021702801.1, XP_021702766.1	XP_033321702.1
OG0006736	XP_021703000.1	XP_033328927.1
OG0006738	XP_021703763.1	XP_033329866.1, XP_033329865.1
OG0006740	XP_021704283.1	XP_033324127.1
OG0006741	XP_021705141.1	XP_033324960.1
OG0006742	XP_021705342.1	XP_033334956.1, XP_033334955.1
OG0006744	XP_021706745.1	XP_033328628.1
OG0006745	XP_021706761.1	XP_033342676.1
OG0006746	XP_021706769.1	XP_033342003.1, XP_033342002.1
OG0006747	XP_021707018.1	XP_033341025.1
OG0006748	XP_021710739.1, XP_021707799.1	XP_033338159.1
OG0006749	XP_021708789.1	XP_033328759.1, XP_033328760.1
OG0006750	XP_021708822.1	XP_033338390.1
OG0006751	XP_021709044.1	XP_033339435.1
OG0006752	XP_021709282.1	XP_033335491.1
OG0006753	XP_021709369.1	XP_033330947.1
OG0006754	XP_021712263.1, XP_021713262.1	XP_033324969.1
OG0006755	XP_021713296.1	XP_033333886.1
OG0006798	XP_001662431.1	XP_033338474.1
OG0006799	XP_001652015.1	XP_033329695.1
OG0006800	XP_001663436.1	XP_033323108.1
OG0006801	XP_001663403.2	XP_033329750.1
OG0006803	XP_001655519.1	XP_033333021.1
OG0006804	XP_001651784.1	XP_033329227.1
OG0006805	XP_001663981.1	XP_033332249.1
OG0006806	XP_001656429.1	XP_033329339.1
OG0006807	XP_001663765.1	XP_033335881.1
OG0006808	XP_021704085.1	XP_033326544.1
OG0006809	XP_001649130.1	XP_033331597.1
OG0006810	XP_001652245.1	XP_033334980.1
OG0006811	XP_001649336.1	XP_033329631.1
OG0006812	XP_001661903.1	XP_033342356.1
OG0006813	XP_001658970.1	XP_033336505.1
OG0006814	XP_001648627.1	XP_033337698.1
OG0006815	XP_001652716.2	XP_033332062.1
OG0006816	XP_001660799.1	XP_033334439.1
OG0006817	XP_001662426.2	XP_033330321.1
OG0006818	XP_001661672.2	XP_033340066.1
OG0006819	XP_001648902.1	XP_033341913.1
OG0006820	XP_001649871.1	XP_033337464.1
OG0006821	XP_001654333.2	XP_033339611.1
OG0006822	XP_021704837.1	XP_033337735.1
OG0006824	XP_001655825.1	XP_033325624.1
OG0006825	XP_021701660.1	XP_033336558.1
OG0006826	XP_001655586.1	XP_033338877.1
OG0006827	XP_001662633.1	XP_033334696.1
OG0006828	XP_001656225.2	XP_033340263.1
OG0006829	XP_001648569.1	XP_033340403.1
OG0006830	XP_021709625.1	XP_033336887.1
OG0006831	XP_001654332.2	XP_033335742.1
OG0006832	XP_001654398.2	XP_033334114.1
OG0006833	XP_001648564.1	XP_033335779.1
OG0006834	XP_001656511.2	XP_033339726.1
OG0006835	XP_001661657.1	XP_033332660.1
OG0006836	XP_021700389.1	XP_033327196.1
OG0006838	XP_021700506.1	XP_033340862.1
OG0006839	XP_001659264.1	XP_033327907.1
OG0006840	XP_001648765.1	XP_033340275.1
OG0006841	XP_001648001.1	XP_033327371.1
OG0006842	XP_001652937.1	XP_033330086.1
OG0006843	XP_001648944.1	XP_033322757.1
OG0006844	XP_001659470.1	XP_033325555.1
OG0006845	XP_001662295.2	XP_033329952.1
OG0006846	XP_001655352.1	XP_033337094.1
OG0006847	XP_001659482.1	XP_033340544.1
OG0006848	XP_021695001.1	XP_033327940.1
OG0006849	XP_021707215.1	XP_033330000.1
OG0006850	XP_001649116.1	XP_033340131.1
OG0006851	XP_001648667.1	XP_033341495.1
OG0006852	XP_001647892.2	XP_033336690.1
OG0006853	XP_021707412.1	XP_033335888.1
OG0006854	XP_001655578.1	XP_033326610.1
OG0006855	XP_021702225.1	XP_033338307.1
OG0006856	XP_001663785.1	XP_033341204.1
OG0006857	XP_021707300.1, XP_001651133.2	XP_033338431.1
OG0006858	XP_001664061.1	XP_033330426.1
OG0006859	XP_001654150.1	XP_033336665.1
OG0006860	XP_021704437.1, XP_021704438.1	XP_033324029.1
OG0006861	XP_001652621.1	XP_033336109.1
OG0006862	XP_001661241.1	XP_033322046.1
OG0006863	XP_001655624.2	XP_033323727.1
OG0006865	XP_001659377.1	XP_033342853.1
OG0006866	XP_021698769.1	XP_033340958.1
OG0006867	XP_001662974.1	XP_033322760.1
OG0006868	XP_001656501.2	XP_033341744.1
OG0006869	XP_001657653.1	XP_033323951.1
OG0006870	XP_001656652.2	XP_033324967.1
OG0006871	XP_001661113.1	XP_033327246.1
OG0006872	XP_001658760.1	XP_033340079.1
OG0006874	XP_021699546.1	XP_033337327.1
OG0006875	XP_001652035.1	XP_033342854.1
OG0006876	XP_001648589.2	XP_033340248.1
OG0006878	XP_001656467.1	XP_033342492.1
OG0006879	XP_001661804.1	XP_033324979.1
OG0006880	XP_021708366.1, XP_021708365.1, XP_021712780.1	XP_033341594.1
OG0006881	XP_021693079.1	XP_033332800.1, XP_033332801.1, XP_033332802.1
OG0006882	XP_001659284.1	XP_033324219.1
OG0006884	XP_001658212.1	XP_033323632.1
OG0006885	XP_001661806.2	XP_033342323.1
OG0006886	XP_001659497.1	XP_033337615.1, XP_033337614.1
OG0006887	XP_001663197.2	XP_033321481.1
OG0006888	XP_001663881.1	XP_033330815.1
OG0006889	XP_001658586.1	XP_033333299.1
OG0006890	XP_001664309.1	XP_033326080.1
OG0006891	XP_001652851.2	XP_033333851.1
OG0006892	XP_001659845.2	XP_033331100.1
OG0006893	XP_001661570.1	XP_033342489.1
OG0006895	XP_001651096.1	XP_033337480.1
OG0006896	XP_001654929.2	XP_033321427.1
OG0006897	XP_001663931.1	XP_033324835.1
OG0006898	XP_001660269.1	XP_033333884.1
OG0006899	XP_001651670.2	XP_033329312.1
OG0006900	XP_001658248.1	XP_033325448.1
OG0006902	XP_001656686.2	XP_033342813.1
OG0006903	XP_001654738.1	XP_033323116.1
OG0006904	XP_001659542.1	XP_033330149.1
OG0006905	XP_001653951.1	XP_033341126.1
OG0006906	XP_001649896.2	XP_033328208.1
OG0006907	XP_001652952.2	XP_033333955.1
OG0006909	XP_001653974.1	XP_033336291.1
OG0006910	XP_021693726.1	XP_033326515.1
OG0006911	XP_001662018.2	XP_033330932.1
OG0006912	XP_021701816.1	XP_033333947.1
OG0006913	XP_021707577.1	XP_033324444.1
OG0006914	XP_001659386.1	XP_033340116.1
OG0006915	XP_021698994.1	XP_033328880.1
OG0006916	XP_021702895.1	XP_033326581.1
OG0006917	XP_001657887.1	XP_033334850.1
OG0006918	XP_021693821.1	XP_033338335.1
OG0006920	XP_001657573.2	XP_033340206.1, XP_033332620.1
OG0006921	XP_001654806.1	XP_033332392.1
OG0006922	XP_001652869.2	XP_033341307.1
OG0006923	XP_001653060.2	XP_033325785.1
OG0006924	XP_001653726.2	XP_033332602.1
OG0006925	XP_001659922.2	XP_033323481.1
OG0006927	XP_021697592.1	XP_033328453.1
OG0006928	XP_021706425.1	XP_033329519.1
OG0006929	XP_001648761.2	XP_033337862.1
OG0006930	XP_001650620.1	XP_033329747.1
OG0006931	XP_001651840.1	XP_033334901.1
OG0006932	XP_021703913.1	XP_033324633.1
OG0006933	XP_001659319.2	XP_033336537.1
OG0006934	XP_021710698.1	XP_033326336.1
OG0006935	XP_001655906.1	XP_033333001.1
OG0006937	XP_001650856.2	XP_033342517.1
OG0006938	XP_001658686.2	XP_033326723.1
OG0006940	XP_001650711.1	XP_033335667.1
OG0006941	XP_001653714.2	XP_033335972.1
OG0006942	XP_021697121.1, XP_021695183.1	XP_033327877.1
OG0006943	XP_021703016.1	XP_033340876.1
OG0006944	XP_001656755.2	XP_033327999.1
OG0006945	XP_001655040.1	XP_033340616.1
OG0006946	XP_021704361.1	XP_033333763.1
OG0006948	XP_001651868.2	XP_033335653.1
OG0006949	XP_001648832.1	XP_033334918.1
OG0006950	XP_021713260.1	XP_033343069.1
OG0006951	XP_001649289.2	XP_033330078.1
OG0006952	XP_001658759.1	XP_033329607.1
OG0006953	XP_021693940.1	XP_033341618.1
OG0006954	XP_021698685.1	XP_033341392.1
OG0006955	XP_021693759.1	XP_033325447.1
OG0006956	XP_001649979.1	XP_033326497.1
OG0006958	XP_001655918.2	XP_033342292.1
OG0006959	XP_021697595.1	XP_033339982.1
OG0006960	XP_001653167.1	XP_033328397.1
OG0006961	XP_001651548.1	XP_033324637.1
OG0006962	XP_001655375.2	XP_033336886.1
OG0006963	XP_001656935.1, XP_021700525.1	XP_033335587.1
OG0006964	XP_021698920.1	XP_033340225.1
OG0006965	XP_021698157.1	XP_033342833.1
OG0006966	XP_021704121.1	XP_033333450.1
OG0006967	XP_001656650.2	XP_033327169.1
OG0006968	XP_001657496.1	XP_033322371.1
OG0006969	XP_001653055.1	XP_033329927.1
OG0006970	XP_021696539.1	XP_033333535.1
OG0006971	XP_021713353.1	XP_033327423.1
OG0006972	XP_001657794.2	XP_033323492.1
OG0006973	XP_001657325.2	XP_033332863.1
OG0006974	XP_001663383.1	XP_033336315.1
OG0006975	XP_021708629.1	XP_033335660.1
OG0006976	XP_021698676.1	XP_033332007.1
OG0006979	XP_021695269.1	XP_033328459.1
OG0006980	XP_021705880.1	XP_033335332.1
OG0006981	XP_021700823.1	XP_033337130.1
OG0006982	XP_021696526.1	XP_033342691.1
OG0006983	XP_021698649.1	XP_033328656.1
OG0006984	XP_021708933.1	XP_033326139.1
OG0006985	XP_021695908.1	XP_033320774.1, XP_033333798.1
OG0006986	XP_021700394.1	XP_033340192.1
OG0006987	XP_021695967.1	XP_033340564.1
OG0006988	XP_001650246.1	XP_033324205.1
OG0006989	XP_001657402.1	XP_033331271.1, XP_033331185.1
OG0006990	XP_021703948.1	XP_033337082.1
OG0006991	XP_001656318.2	XP_033321838.1
OG0006992	XP_021697405.1	XP_033341438.1
OG0006993	XP_021701809.1	XP_033330823.1
OG0006994	XP_021696955.1	XP_033328078.1
OG0006995	XP_021707679.1	XP_033322486.1
OG0006996	XP_001648997.1	XP_033336401.1
OG0006998	XP_001655209.2	XP_033326875.1
OG0006999	XP_001648288.1	XP_033331334.1
OG0007001	XP_001659260.2	XP_033324944.1
OG0007002	XP_021696070.1	XP_033332211.1
OG0007003	XP_021710880.1	XP_033338960.1
OG0007004	XP_001659514.1	XP_033338064.1
OG0007005	XP_021694229.1	XP_033321760.1
OG0007006	XP_001653135.2	XP_033337166.1
OG0007007	XP_001662973.2	XP_033322883.1
OG0007008	XP_001649385.2	XP_033339379.1
OG0007009	XP_001650271.2	XP_033336898.1
OG0007010	XP_001661571.1	XP_033322690.1
OG0007012	XP_001653953.1	XP_033327037.1
OG0007013	XP_001653417.2	XP_033327193.1
OG0007014	XP_001657046.1	XP_033321774.1
OG0007015	XP_021710788.1	XP_033332957.1
OG0007016	XP_001661901.2	XP_033324145.1
OG0007017	XP_021702308.1	XP_033328723.1
OG0007018	XP_001655444.2	XP_033339529.1
OG0007020	XP_001655003.1	XP_033324898.1
OG0007021	XP_021705246.1	XP_033321681.1, XP_033321682.1
OG0007022	XP_001654913.2	XP_033340136.1
OG0007023	XP_021693712.1	XP_033332070.1
OG0007024	XP_021708220.1	XP_033333214.1
OG0007025	XP_001652146.1	XP_033336850.1
OG0007026	XP_011493168.2	XP_033331581.1
OG0007027	XP_001654470.1	XP_033337419.1
OG0007028	XP_021699353.1	XP_033328761.1
OG0007029	XP_021707715.1	XP_033342231.1
OG0007030	XP_001664206.2	XP_033335891.1
OG0007031	XP_021702882.1	XP_033332149.1
OG0007032	XP_001659378.1	XP_033343108.1
OG0007033	XP_021702525.1	XP_033328694.1
OG0007034	XP_001657512.3	XP_033341083.1, XP_033341091.1
OG0007035	XP_001656938.1	XP_033327367.1
OG0007036	XP_021695868.1	XP_033340337.1
OG0007038	XP_001663147.2	XP_033331042.1
OG0007039	XP_021699395.1	XP_033336582.1
OG0007040	XP_021702282.1	XP_033325460.1
OG0007041	XP_001661932.1	XP_033328280.1
OG0007043	XP_021698239.1	XP_033340811.1
OG0007044	XP_001661096.2	XP_033343002.1
OG0007045	XP_021697072.1	XP_033326284.1
OG0007047	XP_021702026.1	XP_033335882.1
OG0007050	XP_021697938.1	XP_033341145.1
OG0007051	XP_001660147.3	XP_033335463.1
OG0007052	XP_001650205.1	XP_033335271.1
OG0007053	XP_021713143.1	XP_033325354.1
OG0007054	XP_001651607.1	XP_033331119.1
OG0007055	XP_021699715.1	XP_033329255.1
OG0007056	XP_001655773.1	XP_033324952.1
OG0007057	XP_001656301.2	XP_033322287.1
OG0007058	XP_021709471.1	XP_033325554.1
OG0007059	XP_001649970.1	XP_033339121.1
OG0007060	XP_021706192.1	XP_033335597.1
OG0007061	XP_021710016.1, XP_021710015.1	XP_033323299.1
OG0007063	XP_021707982.1, XP_001662684.2	XP_033334712.1
OG0007064	XP_021710033.1	XP_033326221.1
OG0007065	XP_001658614.1	XP_033320918.1
OG0007066	XP_021703944.1	XP_033323578.1
OG0007067	XP_001652343.2	XP_033335466.1
OG0007068	XP_021702550.1	XP_033329966.1
OG0007070	XP_021696489.1	XP_033323798.1
OG0007071	XP_001652160.1	XP_033329885.1
OG0007072	XP_001661842.1	XP_033332247.1
OG0007073	XP_021698914.1, XP_021698915.1	XP_033335892.1
OG0007074	XP_001660397.2	XP_033332992.1
OG0007076	XP_001649813.1	XP_033326027.1
OG0007077	XP_001656403.1	XP_033324763.1
OG0007078	XP_001655808.1	XP_033337562.1, XP_033339941.1
OG0007079	XP_001648030.2	XP_033329834.1
OG0007080	XP_001653922.2	XP_033335671.1
OG0007081	XP_021700181.1	XP_033324491.1
OG0007082	XP_001653153.1	XP_033340968.1
OG0007083	XP_011493248.1	XP_033339493.1
OG0007084	XP_021707871.1	XP_033329715.1
OG0007086	XP_021697878.1	XP_033332617.1
OG0007087	XP_021708361.1	XP_033320856.1
OG0007088	XP_001662951.1	XP_033337607.1
OG0007089	XP_021707395.1	XP_033340082.1
OG0007090	XP_021700012.1	XP_033333889.1
OG0007091	XP_001657782.1	XP_033323245.1
OG0007092	XP_021705407.1	XP_033338508.1
OG0007093	XP_001662138.2	XP_033321259.1
OG0007094	XP_001658036.2	XP_033325975.1
OG0007095	XP_021702532.1	XP_033340570.1
OG0007096	XP_001652655.2	XP_033322041.1
OG0007097	XP_021712857.1	XP_033340736.1
OG0007098	XP_001659672.1	XP_033341398.1
OG0007099	XP_001658172.2	XP_033321867.1
OG0007100	XP_021700031.1	XP_033329307.1
OG0007101	XP_001655691.1, XP_021708110.1	XP_033328158.1
OG0007103	XP_001661342.2	XP_033327939.1
OG0007104	XP_001654680.1	XP_033334987.1
OG0007105	XP_021706625.1	XP_033324288.1
OG0007106	XP_021698013.1	XP_033331049.1
OG0007107	XP_001657781.2, XP_021712612.1	XP_033321061.1
OG0007108	XP_001652148.1	XP_033323624.1
OG0007109	XP_021698823.1	XP_033338686.1
OG0007110	XP_021693012.1	XP_033336905.1
OG0007111	XP_021699356.1, XP_021704564.1	XP_033321735.1
OG0007112	XP_001649893.1	XP_033325908.1
OG0007113	XP_001659396.1	XP_033341304.1
OG0007115	XP_001657306.2	XP_033332566.1
OG0007116	XP_021698849.1	XP_033321755.1
OG0007117	XP_001656907.2	XP_033323331.1
OG0007118	XP_001653970.1	XP_033342596.1
OG0007119	XP_021709286.1	XP_033324031.1
OG0007120	XP_021705543.1	XP_033341634.1
OG0007121	XP_021706629.1	XP_033325118.1
OG0007122	XP_001649734.1	XP_033338781.1
OG0007123	XP_021696570.1	XP_033321979.1
OG0007124	XP_021705484.1	XP_033325515.1
OG0007125	XP_021696773.1	XP_033321581.1
OG0007126	XP_001661086.1	XP_033323618.1
OG0007127	XP_021700627.1	XP_033333173.1
OG0007128	XP_021706174.1	XP_033328534.1
OG0007129	XP_001661999.1	XP_033325706.1
OG0007130	XP_001648490.1	XP_033336891.1
OG0007131	XP_021700365.1	XP_033340526.1
OG0007132	XP_001649465.2	XP_033336408.1
OG0007133	XP_001663588.1	XP_033325948.1
OG0007134	XP_001660492.2	XP_033325884.1
OG0007135	XP_001659543.2	XP_033321854.1
OG0007136	XP_021696032.1	XP_033333827.1
OG0007137	XP_021708362.1	XP_033336661.1
OG0007138	XP_021695012.1	XP_033323023.1
OG0007139	XP_001663435.1	XP_033332037.1
OG0007140	XP_001654491.2	XP_033342697.1
OG0007141	XP_021699379.1	XP_033330250.1
OG0007142	XP_021699268.1	XP_033340542.1
OG0007143	XP_021705224.1	XP_033336371.1
OG0007145	XP_021702552.1	XP_033335709.1
OG0007146	XP_001655108.1	XP_033337932.1
OG0007147	XP_021697116.1	XP_033330847.1
OG0007148	XP_001658319.1	XP_033324830.1
OG0007150	XP_001664176.2	XP_033323117.1
OG0007151	XP_001654560.1	XP_033335315.1
OG0007152	XP_001662506.1	XP_033343067.1
OG0007153	XP_001653862.1	XP_033336734.1
OG0007154	XP_001648056.1	XP_033331665.1
OG0007155	XP_021705657.1	XP_033338578.1
OG0007156	XP_021706383.1	XP_033337574.1
OG0007158	XP_021695725.1	XP_033340211.1
OG0007159	XP_001658768.2	XP_033334163.1
OG0007160	XP_001648798.2	XP_033336079.1
OG0007161	XP_021693387.1	XP_033340287.1
OG0007162	XP_021708046.1	XP_033339222.1
OG0007163	XP_001651034.1	XP_033322771.1
OG0007164	XP_021705703.1	XP_033333966.1
OG0007165	XP_021701460.1	XP_033330330.1
OG0007166	XP_021696287.1	XP_033331819.1
OG0007168	XP_001662376.1	XP_033323166.1
OG0007169	XP_001653586.2	XP_033326821.1
OG0007170	XP_001647746.1	XP_033328289.1
OG0007171	XP_021713253.1	XP_033341302.1
OG0007172	XP_001655946.2	XP_033328866.1
OG0007173	XP_001657235.1	XP_033321964.1
OG0007174	XP_001649284.1	XP_033338990.1
OG0007175	XP_001662454.2	XP_033322551.1
OG0007176	XP_001656637.1	XP_033336283.1
OG0007178	XP_021701729.1	XP_033338086.1
OG0007179	XP_021700837.1	XP_033342563.1
OG0007180	XP_021697849.1	XP_033322003.1
OG0007182	XP_001650439.2	XP_033326119.1
OG0007184	XP_021706715.1	XP_033329358.1
OG0007185	XP_021693929.1	XP_033338326.1
OG0007186	XP_021711280.1	XP_033325812.1
OG0007187	XP_001653450.2	XP_033341087.1
OG0007188	XP_001660333.1	XP_033342957.1
OG0007189	XP_021699929.1	XP_033340301.1
OG0007190	XP_021700127.1	XP_033340652.1
OG0007192	XP_001663279.1	XP_033337634.1
OG0007193	XP_021699538.1, XP_021699531.1	XP_033332658.1
OG0007194	XP_001654736.1	XP_033339286.1, XP_033339341.1
OG0007195	XP_021706587.1	XP_033321831.1
OG0007196	XP_001662448.1	XP_033337529.1
OG0007197	XP_021712980.1	XP_033339263.1
OG0007198	XP_001655482.1	XP_033326267.1
OG0007200	XP_001661818.2	XP_033323722.1
OG0007201	XP_021705122.1	XP_033342490.1
OG0007202	XP_021704626.1	XP_033334179.1, XP_033334177.1, XP_033334178.1
OG0007205	XP_021698655.1	XP_033333572.1
OG0007206	XP_021699655.1	XP_033321349.1
OG0007208	XP_001661454.1	XP_033333267.1
OG0007209	XP_021695914.1	XP_033331980.1
OG0007210	XP_021704617.1	XP_033329158.1
OG0007211	XP_021701430.1	XP_033322814.1
OG0007212	XP_021695851.1	XP_033324081.1
OG0007213	XP_021701785.1	XP_033323233.1
OG0007216	XP_021709242.1	XP_033337857.1
OG0007217	XP_001649174.2	XP_033335050.1
OG0007219	XP_021707980.1	XP_033325618.1
OG0007220	XP_001658238.1	XP_033326290.1
OG0007221	XP_021702500.1	XP_033332179.1
OG0007222	XP_001654992.2	XP_033334900.1
OG0007223	XP_021702619.1	XP_033327170.1
OG0007225	XP_021713390.1	XP_033322179.1
OG0007226	XP_021700868.1	XP_033325462.1
OG0007227	XP_001650415.2	XP_033332284.1
OG0007228	XP_021710128.1	XP_033328740.1
OG0007230	XP_001654826.2	XP_033327485.1
OG0007231	XP_021707699.1	XP_033321507.1
OG0007232	XP_001656178.2	XP_033326404.1
