Orthogroup	Nasonia_vitripennis	Tribolium_castaneum
OG0006339	XP_003425305.1	XP_969974.2
OG0006340	XP_008208823.1	XP_969014.1
OG0006341	XP_031787366.1, XP_031787365.1	XP_969694.1
OG0006343	XP_016842414.1	XP_008197440.1
OG0006344	XP_003424125.1, XP_008203042.1	XP_967064.1
OG0006345	XP_008207344.1	XP_008194877.1
OG0006346	XP_032454608.1	XP_975242.1
OG0006347	XP_016837882.1	XP_967413.1
OG0006348	XP_001604227.1	XP_008197900.1
OG0006349	XP_031787119.1	XP_971770.1
OG0006350	NP_001127798.2	XP_008191855.1
OG0006352	XP_003424645.1	XP_008199164.1
OG0006353	XP_031789095.1, XP_001599352.1	XP_008196657.1
OG0006355	XP_008210247.1	XP_008197719.1
OG0006356	XP_031787672.1	XP_973551.1
OG0006357	XP_003427653.1	XP_008194944.1
OG0006358	NP_001154944.1	XP_966409.1
OG0006359	XP_031778277.1	XP_015834095.1
OG0006360	XP_031777907.1	XP_968892.1
OG0006361	XP_001601025.2	XP_008194669.1
OG0006362	XP_008204925.1	XP_015833389.1, XP_008190921.1
OG0006363	XP_031783678.1	XP_968124.2
OG0006364	XP_016841601.1	XP_008191418.1
OG0006365	XP_031787412.1	XP_968712.2
OG0006366	XP_031779592.1, XP_032452713.1	XP_008191093.1
OG0006368	XP_001605772.2	XP_974191.1
OG0006369	XP_001607889.1	XP_015839149.1
OG0006370	XP_003425939.1	XP_968179.1
OG0006371	XP_008205328.1	XP_967247.2
OG0006372	XP_031777904.1, XP_008203158.2	XP_974114.2
OG0006373	XP_031787059.1	XP_008193147.1
OG0006374	XP_008207963.1	XP_971689.1
OG0006375	XP_001605402.1	XP_008198624.1
OG0006376	XP_008205685.1	XP_008195117.1
OG0006377	XP_031786723.1	XP_008190836.1
OG0006378	XP_001607429.2	XP_970244.1
OG0006379	XP_031785270.1	XP_015833902.1, XP_972461.1
OG0006380	XP_008202024.1	XP_975069.1
OG0006381	NP_001153469.1	XP_008192680.1
OG0006382	XP_016838576.1	XP_008198299.1
OG0006383	XP_001602941.1	XP_966740.1
OG0006384	XP_008204234.1, XP_008204227.1	XP_008200069.1, XP_008200070.1
OG0006385	XP_003426955.1	XP_008200175.1
OG0006386	XP_001607970.1	XP_971252.1
OG0006387	XP_031780652.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_001607351.2	XP_008190611.1
OG0006389	XP_008215156.2	XP_967510.2
OG0006390	XP_001606624.1	XP_974784.1
OG0006391	XP_031778974.1	XP_008201022.1
OG0006392	XP_003425756.1	XP_969056.1
OG0006393	XP_008206671.1, XP_008206670.1	XP_968347.1
OG0006394	XP_016838670.1	XP_008193619.1
OG0006395	XP_031777949.1	XP_008201476.1, XP_008201477.1
OG0006396	XP_031784524.1	XP_015835444.1
OG0006397	XP_001606827.1	XP_008193042.1
OG0006398	XP_001603834.1	XP_974084.1
OG0006399	XP_016838230.1	XP_015838133.1
OG0006400	XP_032453786.1	XP_015837215.1
OG0006401	XP_016840057.1	XP_008194829.2
OG0006402	XP_031787300.1, XP_008207034.1	XP_008196798.1
OG0006403	XP_008204749.1	XP_015833396.1
OG0006404	XP_031780070.1	XP_973226.1
OG0006405	XP_003427447.1	XP_968294.1
OG0006406	XP_031788183.1	XP_008199618.1
OG0006407	XP_008217031.1	XP_008197696.1
OG0006408	XP_031782728.1	XP_008199399.1
OG0006409	XP_001603998.1	XP_968188.1
OG0006410	XP_003425987.1	XP_008197354.1
OG0006411	XP_003427576.1	XP_973116.1, XP_008195776.1
OG0006412	XP_001601773.1	XP_968536.1
OG0006413	XP_001606603.2	XP_008192636.1
OG0006415	XP_031778092.1	XP_015837698.1, XP_015837695.1
OG0006416	XP_001603184.1	XP_973026.1
OG0006417	XP_031779275.1	XP_008195262.1
OG0006418	XP_016838028.1	XP_015834030.1
OG0006419	XP_031784960.1, XP_031784959.1, XP_031784961.1	XP_975423.1
OG0006420	XP_001605597.1	XP_975447.1
OG0006421	XP_016837049.2	XP_015839225.1
OG0006422	XP_016842705.1, XP_008202438.1, XP_031777400.1	XP_970089.1
OG0006423	XP_031777554.1	XP_008193406.1
OG0006424	XP_008203003.1	XP_008197285.1
OG0006425	XP_008215911.1	XP_967594.1
OG0006426	XP_031780150.1	XP_970005.1
OG0006427	XP_003424561.1	XP_967239.1
OG0006428	XP_016844586.1, XP_031786304.1	XP_015835351.1
OG0006429	XP_003425474.2	XP_015838597.1, XP_015838592.1
OG0006431	XP_031784502.1, XP_031784501.1	XP_967482.1
OG0006432	XP_008213238.4	XP_008192443.1
OG0006433	XP_003428196.1	XP_008195500.1
OG0006434	XP_001606625.1	XP_008198977.1
OG0006435	XP_016840617.1	XP_008196000.1
OG0006437	XP_003424748.3	XP_008190829.1
OG0006438	XP_003427793.1, XP_031778800.1	XP_974586.1
OG0006439	XP_001601225.2, XP_003427799.1	XP_972658.1
OG0006440	XP_001601004.2	XP_973240.2
OG0006441	XP_016841065.1, XP_032456390.1	XP_973953.2
OG0006442	XP_031784581.1	XP_967088.1
OG0006443	XP_003426042.2	XP_970720.1
OG0006444	XP_001603154.1	XP_968770.1
OG0006445	XP_008210146.1	XP_968396.2
OG0006447	XP_031783662.1	XP_008198789.1
OG0006448	XP_032454263.1	XP_966816.1
OG0006449	XP_008206336.1	XP_008191527.1, XP_008200414.1
OG0006450	XP_031778620.1	XP_008196630.1
OG0006451	XP_008205547.1	XP_972120.1
OG0006452	XP_001606806.1	XP_969562.1
OG0006454	XP_016839517.1	XP_001810629.1
OG0006455	XP_016843952.2	XP_015840692.1
OG0006456	XP_001607452.1	XP_975491.1
OG0006457	XP_032457199.1, XP_031783023.1	XP_971596.1
OG0006459	XP_016837350.1	XP_015840501.1
OG0006460	NP_001154953.1, XP_008205976.1	XP_008194721.1
OG0006462	XP_031782811.1	XP_008190692.1, NP_001034526.1
OG0006463	XP_031779505.1	XP_971577.2
OG0006464	XP_008211256.1	XP_001813884.2
OG0006465	XP_016845158.1	XP_008193545.1, XP_008193544.1
OG0006466	XP_016842101.1	XP_970735.1
OG0006467	XP_008217642.1	XP_008193210.1
OG0006468	XP_001603976.2	XP_970419.2, XP_015836661.1, XP_015840389.1
OG0006469	XP_016840788.1	XP_008199426.1
OG0006470	XP_008209980.1	XP_015838948.1, XP_015838947.1
OG0006471	XP_008212571.1	XP_015838045.1
OG0006472	XP_001608068.2	XP_008197389.1
OG0006473	XP_008212651.1	XP_015839075.1
OG0006474	XP_031784462.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_008208068.1	XP_967236.1
OG0006477	XP_001600804.1	XP_966732.1
OG0006480	XP_031786919.1	XP_974460.1
OG0006481	XP_008205429.1	XP_015840848.1, XP_008195976.1
OG0006482	XP_016839977.1	XP_008195897.1
OG0006483	XP_016845819.1	XP_015840054.1
OG0006484	XP_031778175.1	XP_015833919.1
OG0006485	XP_031787323.1	XP_970704.1
OG0006486	XP_008212454.1	NP_001034501.1
OG0006487	XP_016843988.2	XP_008191452.1
OG0006488	XP_001600859.1	XP_975046.1
OG0006489	XP_008206393.1	XP_975178.1
OG0006490	XP_016841447.1	XP_008200796.2
OG0006491	XP_001608182.2	XP_974195.1
OG0006492	XP_031779053.1	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2
OG0006493	XP_031784925.1, XP_008207522.2	XP_974653.1
OG0006494	XP_008213577.1	XP_015836407.1
OG0006495	XP_001605944.1	XP_008193526.1
OG0006496	XP_016839853.1	XP_015835810.1
OG0006497	XP_031783070.1	XP_968788.2
OG0006498	XP_003423927.1	XP_968216.1
OG0006499	XP_031783602.1	XP_015837754.1
OG0006500	XP_001605766.1	XP_008201619.1
OG0006501	XP_001603108.1	XP_971919.1
OG0006502	XP_008217085.1, XP_001606048.1	XP_008190868.1
OG0006503	XP_016840456.1	XP_008197741.1
OG0006504	XP_032454028.1	XP_015838512.1
OG0006505	XP_031784057.1	XP_972170.1
OG0006506	XP_008217001.1	XP_008191365.1
OG0006507	XP_031789298.2	XP_015837209.1
OG0006508	XP_016839579.1	XP_972197.1
OG0006509	XP_008205594.1	XP_008197902.1
OG0006510	XP_001605077.1	XP_970302.1
OG0006511	XP_031785546.1	XP_008192857.1
OG0006512	XP_008216385.1	XP_015840657.1
OG0006513	XP_016837115.2	XP_966706.1
OG0006514	XP_031779225.1	XP_015839674.1
OG0006515	XP_016839675.1	XP_008199871.2
OG0006516	XP_001602411.1	XP_968072.1
OG0006517	XP_031780208.1	XP_008196560.1
OG0006518	XP_031778637.1	XP_969385.2, XP_008193040.1
OG0006519	XP_001602880.1	XP_974169.1
OG0006520	XP_001604666.5	XP_008192744.1
OG0006521	XP_001604733.1	XP_975406.1
OG0006522	XP_001605954.1	XP_008195578.1
OG0006523	XP_031786490.1	XP_015834602.1
OG0006524	XP_001601139.1	XP_975575.1
OG0006525	XP_001607901.1	XP_973643.1
OG0006526	XP_031787711.1	XP_008200345.1
OG0006527	XP_008208985.1	XP_970294.2
OG0006528	XP_016840743.1	XP_015833785.1
OG0006529	XP_031781915.1, NP_001153368.1	XP_972074.1
OG0006531	XP_001600453.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_016841519.1	XP_975337.1
OG0006533	NP_001165793.1	XP_974988.1
OG0006534	XP_001604643.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_016845792.1	XP_001810533.2
OG0006536	XP_008211180.1	XP_008196325.1
OG0006537	XP_031788280.1	XP_008195255.1
OG0006538	XP_001606429.1, XP_008217116.1	NP_001280506.1
OG0006539	XP_001605041.2	XP_967878.1
OG0006540	XP_031782299.1	XP_015834054.1
OG0006541	XP_001602758.1	XP_975332.1
OG0006542	XP_008208924.1	XP_969181.2
OG0006543	XP_003428208.1	XP_967443.3
OG0006544	XP_016839253.1	XP_015834618.1
OG0006545	XP_001605927.2	XP_008194661.1, XP_015836341.1
OG0006546	XP_031786333.1, XP_001602660.1	XP_973591.1
OG0006547	XP_031781807.1	XP_973505.1
OG0006548	XP_001602854.2	XP_008196394.1
OG0006549	XP_001600296.1	XP_967047.1
OG0006550	XP_008213012.1, XP_008213408.1	XP_967967.1
OG0006551	XP_001600000.2	XP_008192790.1
OG0006552	XP_032453071.1, XP_008209430.1	XP_008195219.1
OG0006553	XP_016845695.1	XP_015835850.1
OG0006554	XP_031779131.1	XP_968301.1
OG0006555	XP_001608018.1, XP_031787508.1	XP_972655.1
OG0006556	XP_003424189.1	XP_015836858.1
OG0006557	XP_003425300.1	XP_008201037.1
OG0006558	XP_003424461.1	XP_008197665.1
OG0006560	XP_031778509.1	XP_008200220.1
OG0006561	XP_001599358.2	XP_975968.1
OG0006562	XP_031780290.1	XP_015840271.1, XP_966939.1
OG0006563	XP_031781004.1	XP_969170.1
OG0006565	XP_008211318.1	XP_008195658.1
OG0006566	XP_008215669.1	XP_015839213.1
OG0006568	XP_031786759.1, XP_001603642.2	XP_974413.2
OG0006570	XP_031784414.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_031781904.1	XP_008200123.1
OG0006572	XP_031776805.1, XP_031776804.1	XP_008194128.1
OG0006573	XP_008212269.1	XP_001812698.1
OG0006574	XP_016838645.1	XP_015836129.1
OG0006575	XP_008209391.1	XP_001810245.1, XP_970143.1
OG0006576	XP_001605754.1	XP_001814014.1
OG0006577	XP_031782233.1	XP_008195043.1
OG0006578	XP_032455817.1	XP_015834847.1
OG0006579	NP_001154943.1	XP_008196799.1
OG0006580	XP_008211503.1	XP_969232.1
OG0006582	XP_001601128.1	XP_008197636.1
OG0006583	XP_031778579.1	XP_008191437.1
OG0006584	XP_032452618.1	XP_974486.2
OG0006585	XP_031780552.1	XP_975633.1
OG0006586	XP_001607315.1	XP_001811993.1
OG0006587	XP_016840426.1	XP_971352.1
OG0006588	XP_031779118.1, XP_031779119.1	XP_971928.3
OG0006589	XP_016836725.1	XP_974815.1
OG0006590	XP_008207972.1	XP_008194131.1
OG0006591	XP_001605564.1	XP_968338.2
OG0006592	XP_001605763.1	XP_969575.1
OG0006593	XP_008217053.1	XP_015839312.1
OG0006594	XP_031779091.1	XP_970747.3
OG0006595	XP_031782167.1	XP_008192400.1
OG0006596	XP_008212236.1	XP_969219.2
OG0006597	XP_016842106.1	XP_008197106.1
OG0006598	XP_001600324.2	XP_001812786.1
OG0006599	XP_008202865.1, XP_008202866.1	XP_008201205.1
OG0006600	XP_003424137.1	XP_015835340.1
OG0006602	XP_016842157.1	XP_015838644.1
OG0006603	XP_016842278.1	XP_001812268.1
OG0006604	XP_008202478.3	XP_008200193.1
OG0006605	XP_001601148.1	XP_968777.1
OG0006606	XP_008210004.1	XP_008201281.1
OG0006607	XP_008206669.1, XP_008206668.1	XP_015833320.1
OG0006608	XP_008206681.1	XP_975582.3
OG0006609	NP_001164363.1	XP_015836966.1
OG0006610	XP_032452451.1	XP_970236.1
OG0006611	XP_031779806.1	XP_015832873.1
OG0006612	XP_031780348.1	XP_001811995.1
OG0006613	XP_031788142.2, XP_008218056.2, XP_008214434.1, XP_032457279.1, XP_032457720.1, XP_031784538.1	XP_015839413.1, XP_015840241.1
OG0006614	XP_031777862.1	XP_015837421.1
OG0006615	XP_001603297.2	XP_008192595.1
OG0006616	XP_016841752.1	XP_974463.1
OG0006617	XP_008212483.1	XP_970707.2
OG0006618	XP_008216596.1	XP_008199450.1
OG0006619	XP_001599180.2	XP_971096.1
OG0006620	XP_008208527.1	XP_015834239.1
OG0006621	XP_032451856.1	XP_015839076.1
OG0006622	XP_008209128.1	XP_972125.2
OG0006623	XP_031785369.1	XP_008193284.1
OG0006624	XP_031789414.1	XP_008195886.1
OG0006625	XP_016842343.1	XP_008196488.1, XP_971042.2
OG0006627	XP_032451954.1	XP_008195334.1
OG0006628	XP_032456072.1	XP_970549.1
OG0006629	XP_031785603.1	XP_967779.1
OG0006630	XP_016837746.1	XP_008191652.1
OG0006632	XP_016840720.2, XP_008211693.3	XP_974395.1
OG0006634	XP_008203343.2	XP_008193940.1
OG0006635	XP_031780926.1	XP_966682.1
OG0006636	XP_031780315.1	XP_008198300.1
OG0006637	XP_008215699.1	XP_008190846.1
OG0006638	XP_001607530.2	XP_008195200.1
OG0006639	XP_032457211.1	XP_001809693.1
OG0006641	XP_031778003.1	XP_015838319.1
OG0006642	XP_008217293.1	XP_969290.1
OG0006643	XP_001602798.1	XP_971303.1
OG0006644	XP_031778845.1	XP_008197454.1
OG0006645	XP_008211193.1	XP_008191049.1
OG0006646	XP_016845860.1	XP_969314.1
OG0006647	NP_001135855.1	XP_971753.1
OG0006648	NP_001164364.1	XP_974443.1
OG0006649	XP_031778238.1	XP_015835408.1
OG0006651	XP_003424901.1	NP_001164316.1
OG0006652	XP_016839361.1	XP_015840704.1
OG0006653	XP_031782242.1	XP_015835038.1
OG0006654	XP_031784933.1	XP_975015.2
OG0006655	XP_001602957.2	XP_008201159.1
OG0006656	XP_031786214.1	XP_008200689.1
OG0006658	XP_016839498.1	XP_008195756.1
OG0006659	XP_001602258.1	NP_001034500.1
OG0006660	XP_031778930.1, XP_031778929.1, XP_031778928.1	XP_974079.1
OG0006661	XP_016840656.1	XP_970246.2
OG0006662	XP_031783459.1	XP_015834463.1
OG0006663	XP_008208105.1	XP_969233.2
OG0006664	XP_016839023.1	XP_015836349.1
OG0006665	XP_032456823.1	XP_008197421.1
OG0006666	XP_031778039.1	XP_015838197.1
OG0006667	XP_016839339.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_031781638.1, XP_008207826.1	XP_973618.1
OG0006669	XP_016840124.1	XP_008192367.1, XP_008192368.1
OG0006670	XP_016845692.1	XP_008200740.1
OG0006671	XP_008215512.1	XP_008195132.1
OG0006672	XP_031787646.1, XP_031787782.1	XP_008191966.1
OG0006674	XP_031787734.1	XP_015839554.1
OG0006675	XP_008203088.1	XP_973940.1, XP_008193334.1
OG0006677	XP_003427551.1	XP_008193090.1
OG0006679	XP_001600285.1	XP_001808926.2
OG0006680	XP_001604606.2	XP_008194824.1
OG0006681	XP_016845338.1	XP_969055.2
OG0006683	XP_001607546.2	XP_971628.1
OG0006684	XP_003425293.1	XP_975522.1
OG0006685	XP_003426681.1	XP_008191780.1
OG0006688	XP_003424078.1	XP_008193708.1
OG0006689	XP_031776765.1, XP_001605151.1	XP_975139.1
OG0006690	XP_001604156.1	XP_972919.1
OG0006691	XP_031777947.2	XP_969962.1
OG0006693	XP_008211427.1	XP_015835689.1
OG0006694	XP_031789411.1	XP_008193306.1
OG0006695	XP_008215971.1, XP_031787122.1	XP_008198934.1
OG0006696	XP_016840696.1	XP_008192904.1
OG0006698	XP_031787796.1	XP_008191226.1
OG0006700	XP_001605887.1	XP_970813.1
OG0006701	XP_001602843.2	XP_971600.1
OG0006702	XP_016845710.1	XP_970182.1
OG0006703	XP_031781259.1	XP_008190969.1
OG0006704	XP_001607617.1, XP_008203031.1	XP_008195726.1
OG0006705	XP_001599958.1	XP_967295.2
OG0006706	XP_001601424.3	XP_008195161.2, XP_015836743.1
OG0006707	XP_001601601.2	XP_008195856.1
OG0006708	XP_001606635.1	XP_967066.1
OG0006710	XP_008212484.1	XP_967766.1
OG0006711	XP_003425948.1	XP_008195936.1
OG0006713	XP_001600589.1	XP_969942.3
OG0006714	NP_001135968.1	XP_015833500.1
OG0006717	XP_008214058.1	XP_008197051.1, XP_008197052.1
OG0006719	XP_031787053.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_031786819.1	XP_008195359.1
OG0006721	XP_031787583.1	XP_001812516.2
OG0006722	XP_001600821.1	XP_001809969.1
OG0006723	XP_001606499.2	XP_967484.2
OG0006725	XP_001606025.1, XP_008211017.1	XP_008193676.1
OG0006726	XP_016840584.1	XP_015836060.1
OG0006727	XP_003425856.1	XP_001810341.1
OG0006728	XP_032454110.1, XP_003425685.1	XP_008200363.1
OG0006729	XP_001602699.2	XP_972129.2
OG0006730	XP_031784693.1	XP_008193956.1, XP_015835007.1
OG0006731	XP_001606607.1	XP_971647.1
OG0006732	XP_001604833.2	XP_008196374.1
OG0006733	XP_008207659.1	XP_008193363.1
OG0006734	XP_001599401.2	XP_008200728.1
OG0006735	XP_001602910.2	XP_970436.2
OG0006736	XP_001603351.2	XP_015835201.1, NP_001164137.1
OG0006737	XP_031778964.1	XP_015835855.1, XP_008193588.2
OG0006739	XP_001601258.1	XP_008196292.1
OG0006740	XP_001601237.1	XP_008194222.1
OG0006741	XP_016841038.1	XP_008198080.1
OG0006743	XP_031786371.1	XP_015838972.1
OG0006745	XP_001600163.2	XP_015840725.1, XP_015840721.1
OG0006746	XP_031782435.1	XP_974080.1
OG0006748	XP_031776745.1	XP_008195654.1
OG0006749	XP_001602704.1	XP_972111.1
OG0006750	XP_001605126.1	XP_015840393.1
OG0006751	XP_016841143.1, XP_016841144.1	XP_973030.2
OG0006752	XP_031789399.1	XP_015836531.1
OG0006753	XP_008211880.1	XP_008197689.1
OG0006754	XP_001604899.4	XP_967095.1
OG0006755	XP_031783060.1, NP_001152818.1	XP_001816157.1
OG0006757	XP_001607695.1	XP_015834455.1
OG0006762	NP_001135905.1, XP_016838719.1	XP_976191.3
OG0006773	XP_008213506.1	XP_008192764.1
OG0006776	XP_016837136.1, XP_016837137.1, XP_031779153.1	XP_008197428.1
OG0006777	XP_031787057.1	XP_015834564.1
OG0006786	XP_031787259.1	XP_008198932.1
OG0006788	XP_031785387.1	XP_015835633.1
OG0006792	XP_016845195.1	XP_008200867.1
OG0006793	XP_016842270.2, NP_001234902.1	NP_001103252.1
OG0006798	XP_001606310.1	XP_972156.1
OG0006799	NP_001165821.1	XP_968358.1
OG0006800	XP_016837946.2	XP_971874.2
OG0006801	XP_031780778.1	XP_970194.1
OG0006802	XP_001607849.1	XP_968776.1
OG0006803	XP_001599652.1	XP_015840093.1
OG0006804	XP_001608256.1	XP_968727.1
OG0006805	XP_008204547.1	XP_968120.1
OG0006806	XP_016839578.1	XP_971841.2
OG0006807	XP_001605069.1	XP_974360.1
OG0006808	XP_001604366.1	XP_008192808.1
OG0006809	XP_001608066.1	XP_971419.1
OG0006810	XP_001607882.1	XP_969231.1
OG0006811	XP_001605207.2	XP_015838314.1
OG0006812	XP_031784083.1	XP_973149.1
OG0006813	XP_031787509.1	XP_972387.1
OG0006814	XP_001600601.2	XP_975476.1
OG0006815	XP_008211499.1	XP_008195168.1
OG0006816	XP_008211542.1	XP_975241.2
OG0006817	XP_003426364.1	XP_008191759.1
OG0006818	XP_016836528.1	XP_970060.2
OG0006819	XP_031784521.1	XP_008191840.1
OG0006820	XP_001604778.2	XP_975661.1
OG0006821	XP_001608158.1	XP_971657.1
OG0006822	NP_001177976.1	XP_974622.1
OG0006824	XP_003424562.1	XP_015834011.1
OG0006825	XP_031781879.1	XP_974101.1
OG0006826	XP_016844584.1	XP_975493.2
OG0006827	XP_001605429.2	XP_973381.1
OG0006828	XP_001602417.1	XP_969284.1
OG0006829	XP_031782097.1	XP_971328.2
OG0006831	XP_016840117.1	XP_968495.1
OG0006832	XP_001605723.1	XP_968351.1
OG0006833	XP_003424601.1	XP_971748.1
OG0006834	XP_001606729.2	XP_970231.1
OG0006835	XP_001605596.1	XP_972583.1
OG0006836	XP_001607497.1	XP_968280.1
OG0006838	XP_001603267.2	XP_008191171.1
OG0006839	XP_001607971.1	XP_008191122.1
OG0006841	XP_001600094.1	XP_967620.1
OG0006842	NP_001154931.1	XP_973689.1
OG0006843	XP_001600090.1	XP_968265.1
OG0006844	XP_008205458.1	XP_970635.1
OG0006845	XP_001603596.1	XP_008194739.1
OG0006846	XP_008208702.1	XP_008200228.1
OG0006847	XP_001605493.1	XP_968855.1
OG0006848	NP_001123258.1	XP_966912.1
OG0006849	XP_001607576.1	XP_973889.1
OG0006850	XP_001599491.1	XP_968036.1
OG0006851	XP_001605724.1	XP_008191501.1
OG0006852	XP_001600750.1	XP_972612.1
OG0006853	XP_003427462.1	XP_015838861.1, XP_015838550.1
OG0006854	XP_008207464.1	XP_008198303.1
OG0006855	XP_016842557.1	XP_967365.1
OG0006857	XP_001602355.1	XP_970243.1
OG0006858	XP_001601343.1	XP_974639.2
OG0006859	NP_001165795.1	XP_972684.2
OG0006860	XP_003424573.1	XP_008197065.1
OG0006861	XP_001600982.1	XP_973169.1
OG0006862	XP_016838358.1	XP_973840.1
OG0006863	XP_003424046.3	XP_008195646.1
OG0006864	XP_003427298.1	XP_971028.1
OG0006865	NP_001161184.1	XP_008199716.1
OG0006866	XP_016842433.2	XP_972465.1
OG0006867	XP_031783477.1	XP_970573.1
OG0006868	NP_001136346.1, XP_031787487.1	NP_001073566.1
OG0006869	XP_031788181.1	XP_969347.1
OG0006870	XP_001608069.1	XP_974317.1
OG0006871	XP_001608087.2	XP_008195652.1
OG0006872	XP_001606559.1	XP_974477.1
OG0006873	XP_001604661.1	XP_967096.2
OG0006874	XP_031783554.1	XP_015840782.1
OG0006875	XP_031783767.1	XP_974756.1
OG0006876	XP_032456509.1	XP_967493.1
OG0006877	XP_031787669.1	XP_008196773.1
OG0006878	XP_001606368.1	XP_971683.1
OG0006879	XP_001608093.2	XP_972215.1
OG0006880	XP_001604676.1	XP_001814678.1
OG0006881	NP_001136160.1	XP_008195305.1
OG0006882	XP_001601337.1	XP_969550.1
OG0006883	XP_016844606.1	XP_001810604.1
OG0006884	XP_008210384.1	XP_969487.1
OG0006885	XP_001604769.2	XP_968609.1
OG0006886	XP_008206141.1	XP_001808466.1
OG0006887	NP_001135909.1	XP_008195222.1
OG0006888	XP_001604960.1	XP_975355.1
OG0006890	XP_008212499.1	XP_970659.1
OG0006891	XP_016838911.1	XP_967650.1
OG0006892	XP_031787270.1	XP_967727.1
OG0006893	XP_008210112.1	XP_001809758.1
OG0006894	XP_001606034.1	XP_008197375.1
OG0006895	XP_001607996.1	XP_970263.1
OG0006896	XP_001607231.2	XP_971537.1
OG0006897	XP_016845876.1	XP_967765.1
OG0006898	XP_031778725.1	XP_008198813.1
OG0006899	XP_008212999.1	XP_008193923.1
OG0006900	XP_001599050.1	XP_973438.1
OG0006901	XP_001603586.2	XP_008200465.1
OG0006902	XP_001605210.1	XP_971215.1
OG0006903	XP_031780376.1	XP_975500.1
OG0006906	NP_001165824.1	XP_008197831.1
OG0006907	XP_031783787.1	XP_971517.1
OG0006908	XP_008216689.1	NP_001161316.1
OG0006909	XP_001600449.3	XP_970132.1
OG0006910	XP_032454934.1	XP_975276.2
OG0006911	XP_001608173.1	XP_973298.1
OG0006914	NP_001123085.1	XP_008195322.1
OG0006915	XP_001603229.2	XP_974961.2
OG0006916	XP_001600698.1	XP_008195174.1
OG0006917	XP_001599955.2	XP_971422.1
OG0006918	XP_001600714.1	XP_975625.1
OG0006919	XP_008212900.1	XP_966691.1, XP_015836563.1
OG0006920	XP_001603157.2	XP_967471.1
OG0006921	XP_001608157.1	XP_969427.1
OG0006922	XP_001607157.2	XP_969227.1
OG0006923	XP_031784917.1	XP_008201338.1
OG0006924	XP_001607722.1	XP_971629.2
OG0006925	XP_001602512.1	XP_969171.1
OG0006927	XP_031787403.1	XP_971530.1
OG0006928	XP_031788402.1	XP_008193413.1
OG0006929	XP_031782887.1	XP_970082.1
OG0006930	XP_001605224.2	XP_974995.1
OG0006931	XP_001606004.2	XP_973754.1
OG0006932	XP_031782412.1	XP_008195383.1
