Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0008053	NP_001153404.1, XP_031778332.1	XP_012174690.2
OG0008055	XP_031783274.1	XP_012176738.1
OG0008057	NP_001166085.1	XP_012172150.1
OG0008058	NP_001123219.2	XP_020719784.1
OG0008059	XP_008215425.1	XP_012163064.1
OG0008060	XP_003425025.1	XP_003396615.1
OG0008061	XP_001608024.2, XP_003424578.1	XP_012171886.1
OG0008062	XP_031784676.1	XP_012170675.1
OG0008063	XP_032456941.1	XP_012169813.1
OG0008064	XP_008216966.1	XP_003400459.1
OG0008065	XP_016838513.1	XP_012167078.1
OG0008066	XP_031783751.2	XP_012171103.1
OG0008068	XP_016845236.2	XP_003401478.1
OG0008069	XP_003424582.1	XP_012169545.1
OG0008070	XP_008216369.1	XP_020723191.1
OG0008071	XP_008217805.1	XP_020718959.1
OG0008074	XP_003424540.1	XP_003400620.1
OG0008075	XP_001603144.2	XP_012174948.1
OG0008076	XP_001601833.1	XP_020722605.1
OG0008077	XP_003424441.1	XP_012175279.1, XP_003403281.1
OG0008078	XP_001603280.1	XP_012173749.1
OG0008079	XP_008213414.1	XP_003393934.1
OG0008081	XP_031784981.1	XP_003399873.1
OG0008084	XP_001602858.1	XP_003396038.1
OG0008085	XP_001606856.1	XP_003399015.1
OG0008086	XP_001602403.1	XP_020722908.1
OG0008087	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1	XP_003396597.1
OG0008088	XP_008210398.1	XP_012169311.1
OG0008089	XP_031783268.2	XP_012173729.1
OG0008090	XP_001602976.1	XP_020722454.1
OG0008091	XP_031785762.1	XP_020718845.1
OG0008092	XP_003426648.1	XP_012172238.2
OG0008093	XP_031783343.1	XP_012170037.2
OG0008094	XP_003426333.1	XP_003396209.1
OG0008096	XP_031788729.1	XP_003393015.1
OG0008097	XP_001606772.1, XP_008202302.1	XP_012173337.1
OG0008099	XP_008205428.1, NP_001161252.1	XP_003395821.1
OG0008100	XP_016844817.1	XP_020721984.1
OG0008101	XP_016840843.1	XP_003395239.1
OG0008103	XP_001599705.1	XP_003394672.1
OG0008106	XP_001604702.1	XP_012174102.1
OG0008108	XP_031781695.1	XP_012166439.1
OG0008114	XP_031782162.1	XP_020722230.1
OG0008115	XP_031779655.1	XP_012168892.2
OG0008116	XP_031779678.1	XP_003399484.1
OG0008117	XP_031786763.1	XP_020720695.1
OG0008119	XP_008216686.1, XP_032453958.1	XP_012163394.1
OG0008120	XP_003427376.1	XP_012165758.1
OG0008121	XP_031780955.1	XP_012175117.1
OG0008122	XP_031780566.1	XP_012167757.1
OG0008124	XP_001602562.2, XP_008210371.2	XP_003400415.1
OG0008125	XP_008203221.1	XP_003397031.1
OG0008127	XP_008202277.2	XP_003394653.2
OG0008128	XP_001607357.1	XP_003398291.1
OG0008130	XP_008215743.1	XP_003397652.1
OG0008131	XP_032453025.1	XP_020722262.1
OG0008134	XP_008216077.2	XP_012175119.1
OG0008135	XP_008205729.1	XP_012174838.2
OG0008136	XP_003426380.1	XP_003394460.1
OG0008137	XP_016844855.1	XP_003393668.1
OG0008138	XP_016843855.1	XP_020723858.1
OG0008140	NP_001161255.1	XP_003396406.1
OG0008142	XP_003427098.1	XP_012176518.1
OG0008143	XP_016839454.1	XP_012168624.1
OG0008144	NP_001136030.1	XP_003399504.1
OG0008146	XP_031787713.1	XP_003394167.1
OG0008147	XP_008206246.1, XP_001603585.2	XP_012166515.1
OG0008148	XP_003425850.1	XP_003399572.1
OG0008149	XP_016843064.1, XP_003426112.1	XP_003393440.1
OG0008150	XP_016839540.1, XP_031782367.1	XP_003400392.1, XP_020722010.1
OG0008151	XP_032457741.1	XP_012172028.1
OG0008152	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1	XP_020718629.1
OG0008153	XP_008207863.1	XP_012164828.2
OG0008154	XP_031776886.1	XP_003396385.1
OG0008155	XP_003424423.1	XP_020723693.1
OG0008156	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1	XP_003392989.1
OG0008157	XP_003424112.1	XP_012176240.1
OG0008158	XP_032452215.1	XP_003397362.1
OG0008159	XP_003426693.1	XP_020722701.1
OG0008160	XP_008208597.1	XP_003397719.1
OG0008161	NP_001136349.1	XP_003398375.1
OG0008163	XP_001600336.1	XP_003401615.2, XP_003401616.1
OG0008164	XP_001603866.2	XP_020721219.1
OG0008165	XP_031780653.1	XP_003393263.1
OG0008167	XP_031788189.1	XP_012173844.2
OG0008168	XP_032452607.1	XP_012170647.2
OG0008169	XP_001603707.2	XP_003399660.2
OG0008170	XP_016839348.1, XP_016839347.1, XP_008203897.1	XP_012168517.1, XP_012168520.1
OG0008172	XP_008211200.1	XP_020718893.1
OG0008173	XP_003425153.1	XP_012176259.1, XP_003393014.1
OG0008174	XP_031787085.1	XP_020719134.1, XP_003395999.1
OG0008175	XP_032455106.1, XP_003427668.1	XP_012166022.1
OG0008176	XP_031779012.1, XP_008209631.1	XP_012173313.1
OG0008178	XP_003425907.1	XP_012172866.1
OG0008179	XP_031780609.1	XP_020724187.1
OG0008180	XP_003427408.1	XP_012165474.1, XP_020719395.1
OG0008181	XP_031777070.1, XP_031777066.1, XP_031777071.1	XP_020721541.1
OG0008182	XP_001602481.3	XP_012172766.1
OG0008183	XP_031785996.1	XP_003395008.1
OG0008184	XP_031782889.1	XP_003400933.1
OG0008185	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1	XP_003399173.1
OG0008186	XP_031782279.1, XP_032453798.1	XP_003400931.1
OG0008187	XP_016845937.1, XP_008215233.1, XP_031777195.1	XP_012168312.2
OG0008188	XP_031787742.1	XP_012174691.1
OG0008189	XP_016843906.1	XP_020719944.1, XP_020719943.1
OG0008198	XP_001607808.1	XP_020720254.1
OG0008199	XP_008213564.1	XP_003393045.1
OG0008201	XP_031787050.1	XP_012172679.1
OG0008202	XP_001600330.1	XP_003401213.2
OG0008203	NP_001156898.1	XP_003393306.1
OG0008204	XP_001605168.1	XP_003397847.1
OG0008205	XP_003427259.1	XP_020719261.1
OG0008206	XP_001605749.2	XP_003403347.1
OG0008208	XP_003426587.1	XP_003401388.1
OG0008209	XP_001606126.1	XP_012163369.1
OG0008210	XP_016840165.2	XP_012175801.1
OG0008211	XP_031783834.1	XP_020719914.1
OG0008212	XP_032452403.1	XP_012168218.1
OG0008213	NP_001127801.1	XP_003393922.1
OG0008214	XP_016839593.1	XP_003402984.1
OG0008215	XP_001607301.1	XP_003394722.1, XP_012176648.1
OG0008219	XP_001606250.2	XP_003401341.1
OG0008220	XP_008203461.1	XP_012163593.1
OG0008221	NP_001127794.1, XP_008202520.1	XP_003395123.1
OG0008222	XP_008213735.1, XP_031782794.1	XP_003394056.1
OG0008223	XP_031778811.1	XP_012166125.1
OG0008224	XP_001605276.2	XP_012174717.1
OG0008226	XP_008210880.1	XP_003402567.3, XP_003396653.2
OG0008228	XP_016838840.1	XP_020720436.1
OG0008229	XP_031783206.1	XP_020721849.1
OG0008230	XP_003424253.1	XP_020723571.1
OG0008231	XP_016836835.2	XP_012172008.1
OG0008234	XP_001606519.1	XP_012173090.2
OG0008235	XP_003425761.1	XP_003402644.1
OG0008237	XP_031782309.1	XP_020720437.1
OG0008238	XP_001604070.1	XP_003396837.1
OG0008239	XP_016839624.1	XP_003393419.1
OG0008243	XP_001607972.2	XP_003398798.1
OG0008246	XP_001605776.2	XP_012163295.1
OG0008248	XP_001602275.1	XP_003396984.1
OG0008249	XP_016844710.1, NP_001127804.1	XP_020721765.1
OG0008251	XP_008203283.1	XP_012168780.1
OG0008254	XP_001605037.2	XP_020720282.1
OG0008255	XP_008201876.1	XP_012176538.1
OG0008257	XP_008202080.1	XP_020724201.1
OG0008258	XP_016837500.1, XP_016837501.1	XP_020722073.1
OG0008259	XP_001603870.1	XP_020722756.1
OG0008260	XP_031781547.1	XP_020718581.1
OG0008261	XP_016840429.1, XP_016840428.1	XP_003396641.1
OG0008262	XP_031787875.1	XP_003402797.1
OG0008263	XP_032456358.1	XP_012168333.1
OG0008264	XP_008203556.1	XP_020719722.1
OG0008266	XP_008213678.1	XP_012165497.1
OG0008267	XP_008202719.1, XP_003424783.1	XP_003400600.1
OG0008270	XP_003424136.1	XP_012170260.2
OG0008273	XP_016839996.1	XP_012172343.1
OG0008274	XP_008215227.1	XP_003398819.1
OG0008276	XP_008209268.1	XP_003399139.1
OG0008277	XP_001606894.1	XP_012172692.2
OG0008279	NP_001161364.1	XP_003394734.1
OG0008280	XP_001600799.2	XP_012173714.1, XP_020723230.1, XP_003402158.1
OG0008282	XP_003426055.1	XP_003394861.1
OG0008282	NP_001164343.1, XP_031778154.1	XP_020718477.1
OG0008283	NP_001166086.1	XP_020724326.1
OG0008285	XP_001605398.2	XP_012174727.1
OG0008287	XP_001599638.1	XP_012164742.2
OG0008290	XP_008209252.1	XP_012166138.1
OG0008291	XP_001604465.2	XP_003393562.1
OG0008292	XP_016842409.1	XP_012170796.1
OG0008293	XP_008210903.1	XP_020719660.1
OG0008294	XP_003427982.1	XP_003393031.1
OG0008296	XP_008204156.1	XP_012168134.1
OG0008298	XP_001607374.2	XP_020723597.1
OG0008299	XP_031779451.1	XP_020721712.1
OG0008300	XP_016841173.1, XP_001606130.2	NP_001318040.1
OG0008301	XP_016845360.1, XP_001607986.1	XP_012173201.1
OG0008302	XP_001602063.1	XP_012167469.1
OG0008303	XP_008206319.1	XP_003402913.1
OG0008304	XP_032454902.1	XP_003401964.1
OG0008305	XP_016840334.1	XP_003399262.1
OG0008306	NP_001153243.1	XP_020721027.1
OG0008310	XP_001600315.1	XP_020721918.1
OG0008314	XP_001600665.1, XP_031784774.1	XP_003393262.1, XP_012165382.1
OG0008315	XP_001602474.2	XP_012174357.1
OG0008316	XP_003425678.1	XP_003397004.1
OG0008317	XP_016841418.1	XP_012172217.1
OG0008318	XP_003424368.1	XP_003400296.1
OG0008320	XP_032455416.1	XP_003400862.1
OG0008321	XP_008208149.1	XP_003397788.2
OG0008322	XP_001605785.1, XP_016838312.1	XP_003402166.1
OG0008324	XP_032451927.1	XP_003397593.1
OG0008325	XP_032454029.1	XP_012163740.2
OG0008327	XP_003426916.2	XP_003395655.1
OG0008328	XP_031781366.1	XP_003400464.1
OG0008329	XP_031786323.1	XP_003395725.1
OG0008330	XP_001606234.1	XP_003393642.1
OG0008331	XP_008212482.1	XP_012176239.1
OG0008334	XP_031784661.1	XP_012175301.1
OG0008335	XP_016842873.1	XP_020720460.1
OG0008336	XP_008213607.1	XP_012175791.1
OG0008337	XP_016842387.1, XP_032456470.1	XP_020721093.1
OG0008338	XP_031788137.1	XP_012173015.1
OG0008340	XP_016841937.1	XP_012174984.1
OG0008342	XP_001608168.1	XP_012175721.1
OG0008343	XP_016842619.1, XP_008202669.1	XP_003393888.1
OG0008344	XP_016843788.1	XP_020724036.1
OG0008345	XP_008217798.1	XP_012168405.1
OG0008346	XP_031788403.1, XP_031788405.1	XP_012170355.1
OG0008347	XP_031777712.1	XP_012175692.1
OG0008348	XP_016843263.1	XP_020723143.1
OG0008349	XP_003425416.1	XP_020719359.1, XP_012175794.1
OG0008350	XP_001604273.3	XP_012163726.2
OG0008351	XP_031780594.1	XP_003402931.1
OG0008353	XP_032456162.1, XP_031787632.1, XP_031787631.1	XP_012166519.1
OG0008354	XP_001602812.2	XP_003397089.1
OG0008356	XP_016843523.2	XP_003397575.1, XP_020720180.1
OG0008357	XP_003426972.2	XP_012175404.2
OG0008359	XP_008217281.1, XP_031788141.1	XP_020721308.1
OG0008360	XP_031786934.1	XP_012164730.1
OG0008361	XP_003424335.1	XP_020721693.1
OG0008364	XP_008204871.1	XP_003402515.1
OG0008365	XP_008215462.1	XP_012163753.2
OG0008366	XP_008206614.1	XP_020718856.1
OG0008367	XP_031784457.1, XP_031784460.1	XP_020718849.1, XP_020718848.1
OG0008370	XP_008208120.1	XP_012174515.1, XP_012174745.1
OG0008371	XP_031786564.1	XP_020720854.1
OG0008372	XP_031787828.1	XP_012168430.2
OG0008373	XP_003424318.1	XP_020720739.1
OG0008375	XP_001602834.3	XP_012171864.2
OG0008376	XP_001603346.2	XP_012172512.1, XP_012172513.1
OG0008381	XP_031786891.1	XP_012169605.1, XP_020721305.1
OG0008382	XP_008202731.1	XP_003400599.1, XP_012171539.1
OG0008383	XP_001605594.1	XP_003397819.1
OG0008384	XP_001603643.1	XP_003394838.1
OG0008385	XP_016841717.1	XP_020723821.1, XP_020723823.1
OG0008386	XP_001607145.3	XP_012168267.1
OG0008387	NP_001153388.1, XP_001605175.1	XP_003401465.1
OG0008388	XP_008215381.1, XP_008215382.1	XP_003398468.1
OG0008389	XP_031780770.1, XP_031780771.1	XP_003398711.1
OG0008390	XP_001599396.1	XP_003402950.2
OG0008392	XP_031785439.1	XP_012168352.1
OG0008393	XP_032457530.1, XP_032457536.1	XP_020721397.1
OG0008405	XP_016840673.1	XP_012172196.1
OG0008406	XP_001604857.1	XP_003400428.1
OG0008407	XP_003425937.1	XP_003403289.1, XP_012175292.1
OG0008411	XP_003427561.2	XP_003399926.3
OG0008413	XP_001602151.2	XP_003401028.1
OG0008414	XP_016839260.1, XP_003426034.1	XP_012170309.1
OG0008415	XP_001603808.1	XP_003399672.2
OG0008417	XP_001600416.1	XP_020718958.1, XP_020718649.1
OG0008419	XP_003425089.1	XP_012173704.1
OG0008424	XP_008215349.1	XP_003401363.1
OG0008425	XP_003424340.1	XP_003399561.1
OG0008429	XP_001604088.1	XP_020718554.1
OG0008431	XP_008202251.1	XP_003397702.1
OG0008432	XP_031780131.1	XP_003398347.2
OG0008434	XP_031786237.1	XP_003402544.2, XP_012165470.1
OG0008435	XP_008210367.1	XP_012166591.2
OG0008436	XP_016845320.1	XP_012167604.1
OG0008437	XP_008210644.1	XP_020722044.1
OG0008438	XP_008203946.1	XP_012168079.1
OG0008439	XP_008204748.1	XP_012165870.1
OG0008440	XP_032456203.1	XP_003402235.1
OG0008443	XP_001607698.1	XP_003401512.1
OG0008444	XP_008215951.1, XP_003424605.1	XP_020722355.1
OG0008445	XP_001602454.2	XP_020721560.1
OG0008446	XP_008205164.1	XP_003400213.1
OG0008449	XP_032457619.1	XP_003402113.1
OG0008450	XP_008210014.1	XP_003400486.1
OG0008451	XP_031782155.1	XP_020719910.1
OG0008453	NP_001123297.2, XP_031778364.1	XP_003394324.1
OG0008460	XP_031778479.1	XP_003394154.1
OG0008461	XP_031782642.1	XP_012164088.2
OG0008462	XP_016845041.1	XP_020721214.1
OG0008464	XP_008204446.1	XP_020722249.1, XP_003393693.2
OG0008466	XP_001603675.1, XP_031786905.1, XP_031786906.1	XP_003393505.2
OG0008467	XP_016836662.1	XP_003393026.1
OG0008468	XP_016836884.1	XP_003400977.1
OG0008470	XP_016838106.1	XP_003401815.2
OG0008472	XP_003424057.1	XP_003394542.1
OG0008473	XP_001607003.1	XP_003398030.1
OG0008474	XP_003426904.1	XP_003395976.1
OG0008475	XP_031783657.1	XP_012169976.1
OG0008476	XP_031786227.1	XP_003398372.1
OG0008478	XP_008214859.2	XP_012164365.1
OG0008479	XP_001601516.1	XP_012170008.1
OG0008483	XP_016843676.1	XP_012164910.1
OG0008485	XP_001604595.2	XP_012164677.2
OG0008488	XP_003425962.1	XP_012175457.1, XP_012164916.1
OG0008489	XP_008209828.1	XP_020720263.1
OG0008490	XP_016838145.1	XP_003397487.1
OG0008491	XP_016844381.1	XP_020721574.1
OG0008492	XP_001603670.1	XP_003402174.1
OG0008494	XP_032452081.1	XP_003396761.1
OG0008499	XP_031788673.1	XP_012163095.2
OG0008501	NP_001234903.1	XP_003396175.1
OG0008502	XP_001606466.2	XP_012176581.1, XP_003393020.1
OG0008503	XP_031787628.1	XP_003399321.1
OG0008505	XP_003425303.1	XP_003400521.1
OG0008506	NP_001352119.1, XP_032453634.1	XP_020719356.1, XP_003396525.1
OG0008507	XP_001601860.1	XP_003397893.1
OG0008508	XP_003427565.1	XP_012165478.1
OG0008509	XP_003424510.1	XP_003400182.1
OG0008510	NP_001127873.1	XP_012172492.1
OG0008511	XP_001601221.1	XP_003395120.1
OG0008512	XP_031780247.1, XP_001601314.2	XP_003394011.1
OG0008513	XP_003426354.1	XP_003396155.1
OG0008514	XP_003426359.1, XP_003426355.1	XP_012174384.1, XP_020719017.1
OG0008515	XP_001604404.1	XP_020719724.1
OG0008516	XP_001608032.1	XP_012163395.1, XP_003395010.1, XP_003395009.1
OG0008517	XP_031785556.1	XP_012163076.1
OG0008518	XP_031780124.1	XP_003399501.1
OG0008520	XP_003428025.2	XP_012174041.1
OG0008522	XP_008215209.1, XP_003423904.2	XP_012166471.1
OG0008523	XP_003427413.1	XP_012169840.1
OG0008524	XP_016838612.1	XP_012176345.1
OG0008525	XP_016836953.1, XP_016836954.1	XP_012167428.2
OG0008526	XP_001599899.2, XP_008203352.1, XP_001599877.2	XP_012169975.1
OG0008527	XP_016838686.1	XP_020721856.1, XP_012170888.1
OG0008528	XP_001604468.1	XP_012164927.2
OG0008529	XP_031784452.1	XP_003399870.1
OG0008530	XP_031781611.1	XP_003398719.1
OG0008531	XP_003424554.1	XP_012175674.1
OG0008532	XP_003425747.4	XP_003394045.1
OG0008533	XP_008204172.1	XP_020720122.1
OG0008534	XP_001607040.2, XP_032456434.1, XP_031787169.1, XP_031787168.1	XP_003397414.1
OG0008537	XP_031776973.1, XP_031776974.1	XP_003401620.1
OG0008538	XP_016839512.1	XP_003393829.2
OG0008539	XP_032458209.1	XP_020722858.1
OG0008540	XP_003427791.1	XP_012165922.1
OG0008541	XP_008209294.1, XP_031782252.1	XP_003392995.1
OG0008542	XP_016837165.1	XP_003393302.1, XP_012167201.1
OG0008543	XP_003427108.1	XP_012167414.1
OG0008544	XP_031782145.1	XP_003394024.1
OG0008548	XP_003424381.1	XP_020719143.1
OG0008549	XP_003427545.1	XP_003403264.1
OG0008550	XP_008206191.1	XP_012175064.1
OG0008551	XP_001607828.3, XP_032456127.1	XP_020720516.1, XP_020720518.1
OG0008552	XP_003425324.2	XP_003400364.1
OG0008553	XP_001605308.2, XP_003425508.1	XP_020720649.1
OG0008555	XP_031782407.1, XP_031782409.1	XP_020722987.1
OG0008556	XP_031786983.1, XP_016845634.1	XP_020723484.1
OG0008558	XP_003425626.2	XP_003398150.1
OG0008559	XP_032454907.1	XP_020718889.1
OG0008560	XP_031785181.1	XP_020718602.1
OG0008561	XP_003426941.1, XP_008208677.1, XP_008208676.1	XP_012164041.2
OG0008562	XP_008212658.1	XP_003396387.1
OG0008563	XP_032452174.1, NP_001123217.1	XP_012174828.1
OG0008565	XP_031781692.1	XP_012174798.2
OG0008566	XP_001608203.2	XP_020723465.1
OG0008567	XP_003425680.1	XP_012166281.1, XP_020719950.1
OG0008568	XP_003423863.1	XP_003397317.1
OG0008571	XP_003426520.1	XP_020723907.1
OG0008572	XP_016837790.1	XP_003398131.1
OG0008573	XP_016842130.1	XP_020720996.1, XP_003398790.1, XP_020720997.1
OG0008574	XP_031781659.1, XP_008207821.1	XP_012163152.2
OG0008575	XP_008215315.1, XP_008215313.1, XP_031777235.1, XP_008215314.1	XP_020719377.1, XP_012167056.1, XP_020719376.1
OG0008576	XP_008215612.1, XP_001607623.1	XP_020719192.1
OG0008577	XP_001604092.1	XP_003396717.1
OG0008578	XP_031776841.2	XP_020720745.1
OG0008579	XP_016838379.1, XP_016838378.1	XP_003398056.1
OG0008580	XP_016845110.1, XP_016845823.1	XP_020719199.1
OG0008581	XP_008203000.1	XP_012171643.1
OG0008582	XP_001603528.1	XP_003394451.1
OG0008583	XP_001600515.1	XP_003393662.1
OG0008584	XP_001600851.1	XP_003394206.1
OG0008585	XP_008206196.1	XP_003400328.1, XP_020721857.1, XP_012170979.1
OG0008586	XP_001601073.1	XP_003402213.1, XP_012173642.1
OG0008588	NP_001177711.1, XP_032453041.1	XP_012164502.2
OG0008589	XP_003427490.1	XP_020718837.1
OG0008600	NP_001239114.1, XP_031780128.1	XP_003402818.1
OG0008601	XP_016844902.1	XP_012165704.1
OG0008603	XP_003426562.1	XP_012170741.1
OG0008606	XP_031783534.1	XP_012163676.1
OG0008608	XP_031788341.1	XP_012171783.1
OG0008610	XP_032455623.1	XP_020721445.1
OG0008611	XP_016841729.1, XP_008205069.1	XP_012172234.1
OG0008612	XP_016842509.1	XP_003402209.1
OG0008616	XP_031785659.1	XP_012175300.1
OG0008617	XP_001602716.1	XP_020723274.1
OG0008618	XP_008214864.1, XP_008214865.1	XP_012167649.1
OG0008619	XP_001605625.2	XP_003401762.1
OG0008621	XP_032451774.1	XP_020722409.1, XP_012172262.1
OG0008625	XP_032452068.1	XP_012173129.1
OG0008626	XP_031777915.1	XP_012166397.1
OG0008629	XP_001607504.2	XP_012171680.1
OG0008630	XP_031779698.1	XP_003403420.1
OG0008631	XP_008215613.1	XP_012166570.1
OG0008633	XP_001603706.1	XP_003401024.2
OG0008637	XP_008203478.1, XP_032453873.1	XP_020718392.1
OG0008638	XP_001607143.1	XP_020719555.1
OG0008640	XP_008211381.1	XP_003403209.1
OG0008643	XP_008209012.1	XP_020719073.1
OG0008645	XP_032456104.1	XP_020720699.1
OG0008649	XP_008202255.1	XP_003396183.1
OG0008650	XP_031783896.1, XP_031778248.1, XP_003424938.1, XP_016839760.1, XP_008212974.2, XP_016844424.1, XP_031778242.1, XP_032457339.1, XP_032457338.1	XP_012170148.1
OG0008651	XP_003424326.1	XP_020719115.1
OG0008652	XP_008202905.1	XP_012175462.1
OG0008661	XP_008203423.1	XP_003403035.1
OG0008662	XP_031780502.1	XP_012174571.2
OG0008666	XP_008204985.2	XP_012166943.1
OG0008667	XP_003427193.1	XP_012167343.2
OG0008668	XP_001601205.2	XP_012169078.1
OG0008669	XP_016843630.1	XP_012165584.1
OG0008671	XP_003424329.1	XP_012164909.1
OG0008672	XP_031784924.1	XP_003400892.1
OG0008674	XP_031783386.1	XP_012166764.1
OG0008675	XP_008202106.1	XP_003400404.1
OG0008677	XP_001603623.1	XP_003401817.1
OG0008678	NP_001161196.1	XP_012164310.1
OG0008679	XP_031783351.1	XP_020723534.1
OG0008680	XP_003426370.1	XP_003402122.1
OG0008681	NP_001166862.1	XP_003395235.1
OG0008682	XP_032453024.1	XP_003395515.1
OG0008683	XP_003424916.1	XP_003398196.1
OG0008684	XP_003425220.1	XP_003402437.1
OG0008685	XP_001607239.1	XP_003394037.1
OG0008686	XP_003428038.1	XP_003397224.1
OG0008687	XP_003425211.1	XP_003398055.1
OG0008688	XP_031781345.1	XP_003403007.1
OG0008690	XP_003426118.1	XP_003402202.1
OG0008691	XP_003426439.1	XP_003400084.1
OG0008692	XP_003425681.1	XP_012166731.2, XP_020719813.1
OG0008693	XP_001599748.2	XP_020720000.1
OG0008695	XP_031778875.1	XP_003399489.1
OG0008696	XP_001606920.1	XP_003395246.1
OG0008697	XP_003424735.1	XP_012172252.1
OG0008698	XP_003427125.1	XP_003394572.1
OG0008699	XP_008201748.1	XP_020721841.1, XP_020721839.1
OG0008702	XP_001601202.1	XP_020718879.1, XP_020718878.1
OG0008703	XP_003428024.1	XP_003393970.1
OG0008704	XP_003424600.1, XP_003424626.1	XP_003402867.1
OG0008706	XP_001608112.1	XP_003398682.1
OG0008707	XP_003426102.1	XP_003393250.1
OG0008708	XP_008201848.1	XP_003399270.1, XP_012169462.1
OG0008710	XP_031783333.1, XP_031783332.1	XP_012169853.1
OG0008711	XP_008202303.1	XP_012170720.1
OG0008713	XP_003426843.1	XP_012167430.1
OG0008714	XP_003426496.1	XP_012172224.2
OG0008716	XP_032455198.1	XP_020718840.1
OG0008718	XP_003425784.1	XP_012175680.2
OG0008720	XP_031787203.1	XP_012168382.1
OG0008722	XP_001608031.1	XP_020724102.1, XP_020724103.1, XP_020724100.1, XP_003394172.1, XP_020724101.1
OG0008723	XP_016838345.1	XP_020724348.1
OG0008724	XP_003428019.1, XP_003424811.1, XP_016844747.1, XP_031779556.1	XP_020724192.1
OG0008726	XP_031782110.1, XP_008213333.1	XP_012165576.1
OG0008727	XP_001599329.2	XP_003397574.1
OG0008728	XP_031781346.1	XP_020720139.1
OG0008729	XP_008202959.1	XP_012172652.1
OG0008730	XP_031779171.1	XP_020722181.1
OG0008732	XP_008203399.1	XP_020721447.1
OG0008733	XP_008210699.1	XP_012175809.1, XP_020723990.1
OG0008734	XP_008213479.1, XP_031782169.1, XP_031782168.1, XP_008213481.1	XP_020724022.1
