Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0007856	XP_031782014.1	XP_015181437.1
OG0007857	XP_031785498.1	XP_015174908.1
OG0007858	XP_001607174.1	XP_015174689.1
OG0007859	XP_031782311.1	XP_015188630.1
OG0007860	XP_031788395.1	XP_015176001.1
OG0007861	XP_001608187.1	XP_015178537.1
OG0007862	XP_001604506.2	XP_015173563.1
OG0007863	XP_008208254.1	XP_015177248.1
OG0007864	XP_001601024.2	XP_015190822.1
OG0007865	XP_031787654.1	XP_015182513.1
OG0007868	XP_001603244.1	XP_015180190.1
OG0007869	XP_016837282.1	XP_015171526.1
OG0007870	XP_003425105.1	XP_015183393.1
OG0007872	XP_008204767.1	XP_015188161.1
OG0007874	XP_031784928.1	XP_015173966.1
OG0007875	XP_008211441.1	XP_015173953.1
OG0007876	XP_008211330.1	XP_015172917.1
OG0007880	XP_003427877.1	XP_015191483.1
OG0007881	XP_031780209.1, XP_008203297.2	XP_015175972.1
OG0007882	XP_016839889.1	XP_015183868.1
OG0007883	XP_016839631.1	XP_015182463.1
OG0007884	XP_008204943.1	XP_015190809.1
OG0007885	XP_016837482.1	XP_015190023.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_015181177.1
OG0007887	XP_001600850.1	XP_015184469.1
OG0007888	XP_003423997.1	XP_015174671.1
OG0007889	XP_001606414.3	XP_015184445.1
OG0007890	XP_008203504.1	XP_015187982.1
OG0007891	XP_031777558.1, XP_001605324.2	XP_015175977.1
OG0007892	XP_001600109.2	XP_015187612.1
OG0007893	XP_001605082.1	XP_015191548.1
OG0007894	XP_001604282.3	XP_015188689.1
OG0007895	XP_001602339.2	XP_015184237.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_015187537.1
OG0007901	XP_003424657.1	XP_015186788.1
OG0007902	XP_008205475.1	XP_015178244.1
OG0007903	XP_001599413.4	XP_015184981.1
OG0007904	XP_008216956.1	XP_015172492.1
OG0007905	XP_031784567.1	XP_015190381.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_015186197.1
OG0007909	XP_001600893.1	XP_015188167.1, XP_015183419.1, XP_015183280.1
OG0007910	XP_001601570.2	XP_015188184.1
OG0007911	XP_001606881.1	XP_015179282.1
OG0007912	XP_031784840.1	XP_015190975.1
OG0007914	XP_003425497.1	XP_015188128.1
OG0007915	XP_008202090.1	XP_015177009.1
OG0007916	XP_008214105.1	XP_015174464.1
OG0007917	XP_003423858.1	XP_015182674.1
OG0007918	XP_016844919.1	XP_015179235.1
OG0007919	XP_008208678.1	XP_015179871.1
OG0007920	XP_016839145.1	XP_015185992.1
OG0007921	XP_016836815.1, XP_016836817.1	XP_015183537.1
OG0007923	XP_008215897.2	XP_015190893.1, XP_015190901.1
OG0007924	XP_008203259.1	XP_015171404.1, XP_015171403.1
OG0007925	XP_001604355.2	XP_015188845.1, XP_015188847.1
OG0007927	XP_031782380.1	XP_015190375.1
OG0007929	NP_001127920.1	XP_015188546.1
OG0007930	XP_003426450.1	XP_015173774.1
OG0007931	XP_003428231.1	XP_015180474.1
OG0007933	XP_008213504.1	XP_015187916.1
OG0007934	XP_016842325.1	XP_015181671.1, XP_015181672.1
OG0007936	XP_031787607.1	XP_015191127.1
OG0007937	XP_016844040.1, XP_016844041.1, XP_016844042.1	XP_015174444.1
OG0007938	XP_031787840.1	XP_015178758.1, XP_015178757.1
OG0007940	XP_031784815.1	XP_015181218.1, XP_015175349.1
OG0007941	XP_001601448.2	XP_015180311.1
OG0007942	XP_008213381.1	XP_015187134.1, XP_015187136.1
OG0007957	NP_001129486.1	XP_015176079.1
OG0007958	NP_001155061.1	XP_015173126.1
OG0007961	XP_032455516.1	XP_015187112.1
OG0007962	XP_001599035.1	XP_015187955.1
OG0007963	NP_001165851.1	XP_015187321.1
OG0007964	XP_031787178.1	XP_015175136.1
OG0007966	XP_031786885.1	XP_015172644.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_015185270.1
OG0007968	XP_001599727.1	XP_015185492.1
OG0007970	XP_001603626.1	XP_015189493.1
OG0007971	XP_016844090.1	XP_015185632.1
OG0007973	XP_003427574.2	XP_015187759.1
OG0007974	XP_003425021.1	XP_015189339.1
OG0007975	XP_031788629.1	XP_015177354.1
OG0007977	XP_031776759.1	XP_015180927.1
OG0007978	XP_001604251.1	XP_015177932.1
OG0007981	XP_001603121.2	XP_015184495.1
OG0007982	XP_003426096.3, XP_031788896.1	XP_015178789.1
OG0007983	XP_001605312.2	XP_015176633.1
OG0007984	XP_001602032.1	XP_015178785.1
OG0007985	XP_001601010.1	XP_015188099.1
OG0007986	XP_003428020.1	XP_015185335.1
OG0007987	XP_001607483.1	XP_015191272.1
OG0007988	XP_001599516.2	XP_015178977.1
OG0007989	XP_003428149.1	XP_015181097.1
OG0007991	XP_003427507.1	XP_015172829.1
OG0007994	XP_031784564.1	XP_015189388.1
OG0007995	XP_001603842.3	XP_015176410.1
OG0007996	XP_016845654.1	XP_015186632.1
OG0007997	XP_001607242.2	XP_015186061.1, XP_015186062.1, XP_015186063.1, XP_015186060.1
OG0007998	XP_008204104.1	XP_015187929.1
OG0008000	XP_008213083.1	XP_015175768.1
OG0008001	XP_031783478.1	XP_015185936.1
OG0008002	XP_031779196.1	XP_015182650.1
OG0008005	XP_016844891.1	XP_015177061.1
OG0008006	XP_001603332.2	XP_015177917.1
OG0008007	XP_001604663.2	XP_015188990.1
OG0008011	XP_016837853.1	XP_015177302.1
OG0008012	XP_031787560.1, XP_032456324.1	XP_015183453.1
OG0008013	XP_031780151.1	XP_015190494.1
OG0008014	XP_031783707.1	XP_015182149.1
OG0008015	XP_001604287.2	XP_015184041.1
OG0008020	XP_001603009.1	XP_015177758.1
OG0008021	NP_001127784.2, XP_008212395.1	XP_015186247.1
OG0008022	XP_001604964.1	XP_015174606.1, XP_015174607.1, XP_015174608.1
OG0008023	XP_008217540.1	XP_015187383.1
OG0008026	XP_001605368.1	XP_015173959.1
OG0008027	XP_016837986.1	XP_015171213.1
OG0008028	XP_031782315.1	XP_015185418.1, XP_015185419.1
OG0008030	XP_008203760.1, XP_032453979.1	XP_015183281.1
OG0008032	XP_016837114.1	XP_015190270.1
OG0008033	XP_031784334.1	XP_015171800.1
OG0008038	XP_031789488.1, XP_031789483.1	XP_015171313.1, XP_015171047.1
OG0008039	NP_001135881.1	XP_015181784.1
OG0008040	XP_031777262.1, XP_031777265.1	XP_015186365.1
OG0008041	XP_003425372.1	XP_015172206.1
OG0008042	XP_031788912.1	XP_015184384.1
OG0008044	XP_032452021.1	XP_015190529.1
OG0008045	XP_031783280.1	XP_015177013.1
OG0008046	XP_001605660.1	XP_015184135.1
OG0008047	XP_008203366.1	XP_015191273.1
OG0008049	XP_001606078.1	XP_015185918.1
OG0008051	XP_001607485.1	XP_015187078.1
OG0008055	XP_031783274.1	XP_015178191.1
OG0008057	NP_001166085.1	XP_015181276.1, XP_015181277.1
OG0008058	NP_001123219.2	XP_015188292.1
OG0008059	XP_008215425.1	XP_015175150.1
OG0008060	XP_003425025.1	XP_015182012.1
OG0008061	XP_001608024.2, XP_003424578.1	XP_015185551.1
OG0008062	XP_031784676.1	XP_015176422.1
OG0008063	XP_032456941.1	XP_015176734.1
OG0008064	XP_008216966.1	XP_015172197.1, XP_015172196.1
OG0008065	XP_016838513.1	XP_015188160.1
OG0008066	XP_031783751.2	XP_015172134.1
OG0008069	XP_003424582.1	XP_015176738.1
OG0008070	XP_008216369.1	XP_015185569.1
OG0008071	XP_008217805.1	XP_015171177.1
OG0008074	XP_003424540.1	XP_015173920.1
OG0008075	XP_001603144.2	XP_015189017.1
OG0008076	XP_001601833.1	XP_015173249.1
OG0008077	XP_003424441.1	XP_015182813.1
OG0008078	XP_001603280.1	XP_015171071.1
OG0008079	XP_008213414.1	XP_015178348.1
OG0008081	XP_031784981.1	XP_015187245.1
OG0008085	XP_001606856.1	XP_015191183.1
OG0008086	XP_001602403.1	XP_015180462.1
OG0008087	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1	XP_015171680.1
OG0008088	XP_008210398.1	XP_015188803.1
OG0008089	XP_031783268.2	XP_015174535.1
OG0008090	XP_001602976.1	XP_015173228.1
OG0008091	XP_031785762.1	XP_015171122.1, XP_015171121.1
OG0008092	XP_003426648.1	XP_015181681.1
OG0008093	XP_031783343.1	XP_015172811.1
OG0008094	XP_003426333.1	XP_015172106.1
OG0008096	XP_031788729.1	XP_015184322.1
OG0008097	XP_001606772.1, XP_008202302.1	XP_015177129.1
OG0008099	XP_008205428.1, NP_001161252.1	XP_015187957.1
OG0008100	XP_016844817.1	XP_015181128.1
OG0008101	XP_016840843.1	XP_015172259.1
OG0008103	XP_001599705.1	XP_015184794.1
OG0008104	XP_008214055.1	XP_015185386.1
OG0008106	XP_001604702.1	XP_015180956.1
OG0008114	XP_031782162.1	XP_015173601.1
OG0008115	XP_031779655.1	XP_015189443.1
OG0008116	XP_031779678.1	XP_015172646.1
OG0008117	XP_031786763.1	XP_015174849.1
OG0008119	XP_008216686.1, XP_032453958.1	XP_015177724.1
OG0008120	XP_003427376.1	XP_015172749.1
OG0008121	XP_031780955.1	XP_015183629.1
OG0008122	XP_031780566.1	XP_015178743.1
OG0008124	XP_001602562.2, XP_008210371.2	XP_015172725.1
OG0008125	XP_008203221.1	XP_015171910.1
OG0008127	XP_008202277.2	XP_015175570.1
OG0008128	XP_001607357.1	XP_015188551.1
OG0008130	XP_008215743.1	XP_015177503.1
OG0008131	XP_032453025.1	XP_015174652.1
OG0008133	XP_031780163.2	XP_015181660.1
OG0008134	XP_008216077.2	XP_015191846.1
OG0008135	XP_008205729.1	XP_015182080.1
OG0008136	XP_003426380.1	XP_015173575.1
OG0008138	XP_016843855.1	XP_015181555.1
OG0008140	NP_001161255.1	XP_015179403.1
OG0008142	XP_003427098.1	XP_015176393.1
OG0008143	XP_016839454.1	XP_015177403.1
OG0008144	NP_001136030.1	XP_015171330.1, XP_015171329.1
OG0008146	XP_031787713.1	XP_015187263.1, XP_015187264.1, XP_015187261.1, XP_015187262.1
OG0008147	XP_008206246.1, XP_001603585.2	XP_015185464.1, XP_015185467.1, XP_015185465.1
OG0008148	XP_003425850.1	XP_015180875.1
OG0008149	XP_016843064.1, XP_003426112.1	XP_015186037.1
OG0008150	XP_016839540.1, XP_031782367.1	XP_015173389.1
OG0008151	XP_032457741.1	XP_015188908.1
OG0008152	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1	XP_015189553.1
OG0008153	XP_008207863.1	XP_015173256.1
OG0008154	XP_031776886.1	XP_015184271.1
OG0008155	XP_003424423.1	XP_015186653.1
OG0008156	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1	XP_015183828.1
OG0008157	XP_003424112.1	XP_015182141.1, XP_015182142.1, XP_015182143.1
OG0008158	XP_032452215.1	XP_015186348.1
OG0008159	XP_003426693.1	XP_015186326.1
OG0008160	XP_008208597.1	XP_015174141.1
OG0008161	NP_001136349.1	XP_015178861.1
OG0008164	XP_001603866.2	XP_015174105.1
OG0008165	XP_031780653.1	XP_015171069.1
OG0008167	XP_031788189.1	XP_015184597.1
OG0008168	XP_032452607.1	XP_015175415.1
OG0008169	XP_001603707.2	XP_015179154.1
OG0008170	XP_016839348.1, XP_016839347.1, XP_008203897.1	XP_015182372.1
OG0008172	XP_008211200.1	XP_015178276.1
OG0008173	XP_003425153.1	XP_015181746.1
OG0008174	XP_031787085.1	XP_015186793.1
OG0008175	XP_032455106.1, XP_003427668.1	XP_015186882.1
OG0008176	XP_031779012.1, XP_008209631.1	XP_015176611.1
OG0008178	XP_003425907.1	XP_015179510.1
OG0008179	XP_031780609.1	XP_015184583.1
OG0008180	XP_003427408.1	XP_015184046.1
OG0008181	XP_031777070.1, XP_031777066.1, XP_031777071.1	XP_015175379.1
OG0008182	XP_001602481.3	XP_015173093.1
OG0008183	XP_031785996.1	XP_015180497.1
OG0008184	XP_031782889.1	XP_015182255.1
OG0008185	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1	XP_015172177.1, XP_015172178.1
OG0008186	XP_031782279.1, XP_032453798.1	XP_015185678.1
OG0008187	XP_016845937.1, XP_008215233.1, XP_031777195.1	XP_015179284.1
OG0008188	XP_031787742.1	XP_015186171.1
OG0008189	XP_016843906.1	XP_015178279.1
OG0008198	XP_001607808.1	XP_015174296.1
OG0008199	XP_008213564.1	XP_015178437.1
OG0008201	XP_031787050.1	XP_015179463.1
OG0008202	XP_001600330.1	XP_015171929.1
OG0008204	XP_001605168.1	XP_015178653.1
OG0008205	XP_003427259.1	XP_015188427.1
OG0008206	XP_001605749.2	XP_015188059.1
OG0008208	XP_003426587.1	XP_015173291.1
OG0008209	XP_001606126.1	XP_015191742.1
OG0008210	XP_016840165.2	XP_015187940.1
OG0008211	XP_031783834.1	XP_015184628.1
OG0008212	XP_032452403.1	XP_015191189.1
OG0008214	XP_016839593.1	XP_015186196.1
OG0008215	XP_001607301.1	XP_015181550.1
OG0008219	XP_001606250.2	XP_015175951.1
OG0008221	NP_001127794.1, XP_008202520.1	XP_015183257.1
OG0008222	XP_008213735.1, XP_031782794.1	XP_015171753.1
OG0008223	XP_031778811.1	XP_015175073.1
OG0008224	XP_001605276.2	XP_015176689.1
OG0008226	XP_008210880.1	XP_015175062.1
OG0008227	XP_003423809.1	XP_015176894.1
OG0008228	XP_016838840.1	XP_015182354.1
OG0008230	XP_003424253.1	XP_015186652.1
OG0008231	XP_016836835.2	XP_015184898.1
OG0008234	XP_001606519.1	XP_015183804.1
OG0008235	XP_003425761.1	XP_015188593.1
OG0008239	XP_016839624.1	XP_015189536.1
OG0008243	XP_001607972.2	XP_015175476.1
OG0008247	XP_031786810.1	XP_015173345.1
OG0008248	XP_001602275.1	XP_015182465.1
OG0008254	XP_001605037.2	XP_015189051.1
OG0008255	XP_008201876.1	XP_015173090.1
OG0008257	XP_008202080.1	XP_015185621.1
OG0008258	XP_016837500.1, XP_016837501.1	XP_015183057.1
OG0008259	XP_001603870.1	XP_015172059.1
OG0008260	XP_031781547.1	XP_015191023.1
OG0008261	XP_016840429.1, XP_016840428.1	XP_015179996.1
OG0008262	XP_031787875.1	XP_015187496.1
OG0008263	XP_032456358.1	XP_015178001.1
OG0008264	XP_008203556.1	XP_015184672.1
OG0008266	XP_008213678.1	XP_015186725.1
OG0008267	XP_008202719.1, XP_003424783.1	XP_015191664.1
OG0008268	XP_008215827.1	XP_015186376.1
OG0008270	XP_003424136.1	XP_015174257.1
OG0008271	XP_031783445.1	XP_015174934.1
OG0008273	XP_016839996.1	XP_015171532.1
OG0008274	XP_008215227.1	XP_015183163.1, XP_015183164.1
OG0008276	XP_008209268.1	XP_015174514.1
OG0008277	XP_001606894.1	XP_015175763.1
OG0008279	NP_001161364.1	XP_015179987.1
OG0008280	XP_001600799.2	XP_015187374.1
OG0008282	XP_003426055.1	XP_015191630.1
OG0008285	XP_001605398.2	XP_015181693.1
OG0008287	XP_001599638.1	XP_015175817.1
OG0008290	XP_008209252.1	XP_015171453.1
OG0008291	XP_001604465.2	XP_015185313.1
OG0008292	XP_016842409.1	XP_015178133.1
OG0008293	XP_008210903.1	XP_015190457.1
OG0008294	XP_003427982.1	XP_015191174.1
OG0008296	XP_008204156.1	XP_015172909.1
OG0008300	XP_016841173.1, XP_001606130.2	XP_015176309.1
OG0008301	XP_016845360.1, XP_001607986.1	XP_015185223.1
OG0008302	XP_001602063.1	XP_015182766.1
OG0008303	XP_008206319.1	XP_015187029.1
OG0008304	XP_032454902.1	XP_015175643.1, XP_015175642.1
OG0008305	XP_016840334.1	XP_015182200.1
OG0008306	NP_001153243.1	XP_015181796.1
OG0008310	XP_001600315.1	XP_015185185.1
OG0008314	XP_001600665.1, XP_031784774.1	XP_015177213.1
OG0008315	XP_001602474.2	XP_015187127.1
OG0008316	XP_003425678.1	XP_015184632.1
OG0008317	XP_016841418.1	XP_015184828.1
OG0008318	XP_003424368.1	XP_015180751.1
OG0008320	XP_032455416.1	XP_015179536.1
OG0008321	XP_008208149.1	XP_015176226.1, XP_015176227.1
OG0008322	XP_001605785.1, XP_016838312.1	XP_015183551.1
OG0008324	XP_032451927.1	XP_015187480.1
OG0008325	XP_032454029.1	XP_015176454.1
OG0008327	XP_003426916.2	XP_015185014.1
OG0008328	XP_031781366.1	XP_015172142.1
OG0008329	XP_031786323.1	XP_015188391.1
OG0008330	XP_001606234.1	XP_015172627.1
OG0008331	XP_008212482.1	XP_015181386.1
OG0008334	XP_031784661.1	XP_015179848.1
OG0008335	XP_016842873.1	XP_015191782.1
OG0008336	XP_008213607.1	XP_015182403.1
OG0008337	XP_016842387.1, XP_032456470.1	XP_015174601.1
OG0008338	XP_031788137.1	XP_015182516.1
OG0008340	XP_016841937.1	XP_015188471.1
OG0008342	XP_001608168.1	XP_015182984.1
OG0008343	XP_016842619.1, XP_008202669.1	XP_015187873.1
OG0008344	XP_016843788.1	XP_015187864.1
OG0008345	XP_008217798.1	XP_015186414.1
OG0008346	XP_031788403.1, XP_031788405.1	XP_015186317.1
OG0008347	XP_031777712.1	XP_015173171.1, XP_015173168.1
OG0008348	XP_016843263.1	XP_015178644.1
OG0008349	XP_003425416.1	XP_015182407.1
OG0008350	XP_001604273.3	XP_015183126.1
OG0008351	XP_031780594.1	XP_015176712.1
OG0008353	XP_032456162.1, XP_031787632.1, XP_031787631.1	XP_015185472.1
OG0008354	XP_001602812.2	XP_015172816.1
OG0008356	XP_016843523.2	XP_015174439.1
OG0008357	XP_003426972.2	XP_015180595.1
OG0008361	XP_003424335.1	XP_015175122.1
OG0008364	XP_008204871.1	XP_015172879.1
OG0008365	XP_008215462.1	XP_015175055.1
OG0008366	XP_008206614.1	XP_015190531.1
OG0008367	XP_031784457.1, XP_031784460.1	XP_015180261.1
OG0008371	XP_031786564.1	XP_015183395.1
OG0008372	XP_031787828.1	XP_015173028.1
OG0008373	XP_003424318.1	XP_015190041.1
OG0008377	XP_032452122.1, XP_032452121.1	XP_015185515.1
OG0008377	XP_031783510.1	XP_015185476.1
OG0008381	XP_031786891.1	XP_015188812.1
OG0008382	XP_008202731.1	XP_015191669.1
OG0008383	XP_001605594.1	XP_015179112.1
OG0008384	XP_001603643.1	XP_015174910.1
OG0008385	XP_016841717.1	XP_015188938.1
OG0008386	XP_001607145.3	XP_015178826.1
OG0008387	NP_001153388.1, XP_001605175.1	XP_015175658.1, XP_015175657.1
OG0008388	XP_008215381.1, XP_008215382.1	XP_015183728.1, XP_015183729.1
OG0008389	XP_031780770.1, XP_031780771.1	XP_015175965.1
OG0008390	XP_001599396.1	XP_015181591.1
OG0008392	XP_031785439.1	XP_015174712.1
OG0008393	XP_032457530.1, XP_032457536.1	XP_015183628.1
OG0008403	NP_001155261.1	XP_015171491.1
OG0008407	XP_003425937.1	XP_015191497.1
OG0008410	XP_001604176.1	XP_015172514.1
OG0008411	XP_003427561.2	XP_015181731.1
OG0008413	XP_001602151.2	XP_015184963.1
OG0008414	XP_016839260.1, XP_003426034.1	XP_015181229.1
OG0008417	XP_001600416.1	XP_015190915.1, XP_015190914.1
OG0008419	XP_003425089.1	XP_015176073.1
OG0008423	XP_001604482.1	XP_015175801.1
OG0008424	XP_008215349.1	XP_015176321.1
OG0008426	XP_001603671.2	XP_015176284.1
OG0008429	XP_001604088.1	XP_015175548.1
OG0008431	XP_008202251.1	XP_015172855.1
OG0008432	XP_031780131.1	XP_015182134.1
OG0008434	XP_031786237.1	XP_015181205.1
OG0008435	XP_008210367.1	XP_015185405.1
OG0008436	XP_016845320.1	XP_015173721.1
OG0008437	XP_008210644.1	XP_015185690.1
OG0008438	XP_008203946.1	XP_015181436.1
OG0008440	XP_032456203.1	XP_015174313.1
OG0008441	XP_003424847.2	XP_015187203.1
OG0008443	XP_001607698.1	XP_015184900.1
OG0008444	XP_008215951.1, XP_003424605.1	XP_015188613.1
OG0008445	XP_001602454.2	XP_015183651.1
OG0008449	XP_032457619.1	XP_015174923.1
OG0008451	XP_031782155.1	XP_015181759.1
OG0008453	NP_001123297.2, XP_031778364.1	XP_015186028.1
OG0008457	XP_001606634.3	XP_015179783.1
OG0008461	XP_031782642.1	XP_015189630.1
OG0008465	XP_016845824.1	XP_015174939.1
OG0008466	XP_001603675.1, XP_031786905.1, XP_031786906.1	XP_015186736.1
OG0008467	XP_016836662.1	XP_015190947.1
OG0008468	XP_016836884.1	XP_015184895.1
OG0008470	XP_016838106.1	XP_015181447.1
OG0008472	XP_003424057.1	XP_015174900.1
OG0008473	XP_001607003.1	XP_015173318.1
OG0008474	XP_003426904.1	XP_015171338.1
OG0008476	XP_031786227.1	XP_015183436.1
OG0008478	XP_008214859.2	XP_015175666.1
OG0008479	XP_001601516.1	XP_015180865.1
OG0008480	XP_001605269.2	XP_015177863.1
OG0008485	XP_001604595.2	XP_015183313.1
OG0008488	XP_003425962.1	XP_015181522.1
OG0008489	XP_008209828.1	XP_015179629.1, XP_015179660.1
OG0008490	XP_016838145.1	XP_015175403.1
OG0008494	XP_032452081.1	XP_015188585.1
OG0008501	NP_001234903.1	XP_015187731.1
OG0008502	XP_001606466.2	XP_015184366.1
OG0008503	XP_031787628.1	XP_015173937.1
OG0008506	NP_001352119.1, XP_032453634.1	XP_015178860.1
OG0008507	XP_001601860.1	XP_015180663.1
OG0008508	XP_003427565.1	XP_015188455.1
OG0008509	XP_003424510.1	XP_015181125.1
OG0008510	NP_001127873.1	XP_015186559.1
OG0008511	XP_001601221.1	XP_015183162.1
OG0008512	XP_031780247.1, XP_001601314.2	XP_015173660.1
OG0008513	XP_003426354.1	XP_015185005.1
OG0008515	XP_001604404.1	XP_015184629.1
OG0008516	XP_001608032.1	XP_015177726.1
OG0008517	XP_031785556.1	XP_015189295.1, XP_015189294.1
OG0008518	XP_031780124.1	XP_015171331.1
OG0008520	XP_003428025.2	XP_015185290.1
OG0008522	XP_008215209.1, XP_003423904.2	XP_015172528.1
OG0008523	XP_003427413.1	XP_015181695.1
OG0008524	XP_016838612.1	XP_015176210.1, XP_015176211.1, XP_015176209.1
OG0008525	XP_016836953.1, XP_016836954.1	XP_015173612.1
OG0008527	XP_016838686.1	XP_015187007.1
OG0008528	XP_001604468.1	XP_015182192.1
OG0008529	XP_031784452.1	XP_015185789.1
OG0008530	XP_031781611.1	XP_015184453.1
OG0008531	XP_003424554.1	XP_015188697.1
OG0008532	XP_003425747.4	XP_015187877.1
OG0008533	XP_008204172.1	XP_015185716.1
OG0008534	XP_001607040.2, XP_032456434.1, XP_031787169.1, XP_031787168.1	XP_015173843.1, XP_015173844.1
OG0008537	XP_031776973.1, XP_031776974.1	XP_015174307.1
OG0008538	XP_016839512.1	XP_015172741.1
OG0008539	XP_032458209.1	XP_015177077.1
OG0008540	XP_003427791.1	XP_015171766.1
OG0008541	XP_008209294.1, XP_031782252.1	XP_015190733.1
OG0008542	XP_016837165.1	XP_015182492.1
OG0008543	XP_003427108.1	XP_015171524.1
OG0008544	XP_031782145.1	XP_015181507.1
OG0008548	XP_003424381.1	XP_015178177.1
OG0008549	XP_003427545.1	XP_015174386.1, XP_015174385.1
OG0008550	XP_008206191.1	XP_015178170.1
OG0008551	XP_001607828.3, XP_032456127.1	XP_015176155.1
OG0008552	XP_003425324.2	XP_015184866.1
OG0008553	XP_001605308.2, XP_003425508.1	XP_015176085.1
OG0008556	XP_031786983.1, XP_016845634.1	XP_015183964.1
OG0008558	XP_003425626.2	XP_015178746.1
OG0008559	XP_032454907.1	XP_015174403.1
OG0008560	XP_031785181.1	XP_015181694.1
OG0008561	XP_003426941.1, XP_008208677.1, XP_008208676.1	XP_015187851.1, XP_015187850.1
OG0008562	XP_008212658.1	XP_015184086.1
OG0008563	XP_032452174.1, NP_001123217.1	XP_015187269.1
OG0008565	XP_031781692.1	XP_015181449.1
OG0008566	XP_001608203.2	XP_015186364.1, XP_015186358.1
OG0008567	XP_003425680.1	XP_015177811.1
OG0008568	XP_003423863.1	XP_015178788.1
OG0008571	XP_003426520.1	XP_015178714.1
OG0008572	XP_016837790.1	XP_015183667.1
OG0008573	XP_016842130.1	XP_015173974.1
OG0008574	XP_031781659.1, XP_008207821.1	XP_015191551.1
OG0008576	XP_008215612.1, XP_001607623.1	XP_015174006.1
OG0008577	XP_001604092.1	XP_015185491.1
OG0008578	XP_031776841.2	XP_015174125.1
OG0008579	XP_016838379.1, XP_016838378.1	XP_015188548.1
OG0008580	XP_016845110.1, XP_016845823.1	XP_015185575.1
