Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0008124	XP_001602562.2, XP_008210371.2	XP_035741774.1
OG0008125	XP_008203221.1	XP_035740742.1
OG0008127	XP_008202277.2	XP_035731926.1
OG0008128	XP_001607357.1	XP_035719907.1
OG0008130	XP_008215743.1	XP_035730812.1
OG0008131	XP_032453025.1	XP_035729380.1
OG0008133	XP_031780163.2	XP_035736500.1
OG0008134	XP_008216077.2	XP_035729443.1
OG0008135	XP_008205729.1	XP_035729109.1
OG0008138	XP_016843855.1	XP_035736543.1
OG0008140	NP_001161255.1	XP_035735051.1, XP_035735053.1, XP_035735052.1
OG0008143	XP_016839454.1	XP_035723953.1, XP_035722034.1
OG0008144	NP_001136030.1	XP_035719714.1
OG0008146	XP_031787713.1	XP_035735208.1
OG0008147	XP_008206246.1, XP_001603585.2	XP_035737315.1, XP_035737333.1
OG0008148	XP_003425850.1	XP_035725377.1, XP_035725376.1
OG0008149	XP_016843064.1, XP_003426112.1	XP_035737733.1
OG0008150	XP_016839540.1, XP_031782367.1	XP_035721632.1, XP_035721631.1
OG0008151	XP_032457741.1	XP_035723689.1
OG0008152	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1	XP_035743759.1
OG0008153	XP_008207863.1	XP_035720047.1
OG0008154	XP_031776886.1	XP_035741200.1
OG0008155	XP_003424423.1	XP_035742833.1
OG0008156	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1	XP_035737966.1
OG0008157	XP_003424112.1	XP_035722168.1
OG0008158	XP_032452215.1	XP_035719867.1
OG0008159	XP_003426693.1	XP_035729216.1, XP_035729214.1, XP_035729215.1
OG0008160	XP_008208597.1	XP_035742465.1
OG0008161	NP_001136349.1	XP_035722306.1, XP_035722307.1
OG0008164	XP_001603866.2	XP_035739971.1
OG0008165	XP_031780653.1	XP_035719614.1, XP_035719613.1
OG0008166	XP_016837538.2	XP_035727602.1, XP_035727603.1
OG0008166	XP_003425860.1	XP_035727601.1
OG0008167	XP_031788189.1	XP_035717444.1
OG0008168	XP_032452607.1	XP_035727348.1
OG0008169	XP_001603707.2	XP_035739661.1
OG0008170	XP_016839348.1, XP_016839347.1, XP_008203897.1	XP_035720969.1
OG0008172	XP_008211200.1	XP_035724526.1
OG0008173	XP_003425153.1	XP_035729785.1
OG0008174	XP_031787085.1	XP_035730382.1
OG0008175	XP_032455106.1, XP_003427668.1	XP_035730404.1, XP_035730386.1, XP_035730393.1
OG0008176	XP_031779012.1, XP_008209631.1	XP_035723550.1, XP_035723535.1
OG0008178	XP_003425907.1	XP_035734891.1
OG0008179	XP_031780609.1	XP_035719090.1, XP_035719089.1
OG0008180	XP_003427408.1	XP_035733550.1
OG0008181	XP_031777070.1, XP_031777066.1, XP_031777071.1	XP_035736348.1, XP_035736347.1
OG0008182	XP_001602481.3	XP_035744261.1
OG0008183	XP_031785996.1	XP_035732917.1
OG0008184	XP_031782889.1	XP_035726990.1
OG0008185	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1	XP_035732332.1
OG0008186	XP_031782279.1, XP_032453798.1	XP_035729327.1
OG0008187	XP_016845937.1, XP_008215233.1, XP_031777195.1	XP_035736695.1, XP_035736694.1
OG0008189	XP_016843906.1	XP_035722955.1, XP_035717346.1, XP_035724331.1
OG0008198	XP_001607808.1	XP_035729051.1
OG0008199	XP_008213564.1	XP_035718271.1
OG0008201	XP_031787050.1	XP_035735191.1
OG0008202	XP_001600330.1	XP_035740790.1
OG0008204	XP_001605168.1	XP_035728356.1
OG0008205	XP_003427259.1	XP_035721640.1, XP_035721649.1
OG0008206	XP_001605749.2	XP_035743055.1
OG0008209	XP_001606126.1	XP_035729449.1
OG0008210	XP_016840165.2	XP_035728197.1
OG0008211	XP_031783834.1	XP_035725444.1
OG0008212	XP_032452403.1	XP_035742616.1
OG0008214	XP_016839593.1	XP_035742811.1
OG0008215	XP_001607301.1	XP_035736521.1, XP_035736522.1
OG0008219	XP_001606250.2	XP_035717942.1
OG0008221	NP_001127794.1, XP_008202520.1	XP_035726966.1
OG0008223	XP_031778811.1	XP_035738802.1
OG0008224	XP_001605276.2	XP_035725463.1
OG0008226	XP_008210880.1	XP_035739513.1
OG0008227	XP_003423809.1	XP_035727942.1
OG0008228	XP_016838840.1	XP_035739730.1
OG0008230	XP_003424253.1	XP_035742825.1
OG0008231	XP_016836835.2	XP_035728008.1
OG0008234	XP_001606519.1	XP_035737997.1
OG0008235	XP_003425761.1	XP_035717315.1
OG0008237	XP_031782309.1	XP_035739729.1, XP_035739728.1
OG0008243	XP_001607972.2	XP_035728546.1
OG0008247	XP_031786810.1	XP_035728503.1
OG0008248	XP_001602275.1	XP_035743033.1
OG0008251	XP_008203283.1	XP_035733017.1
OG0008254	XP_001605037.2	XP_035724834.1
OG0008255	XP_008201876.1	XP_035723566.1
OG0008257	XP_008202080.1	XP_035725605.1
OG0008258	XP_016837500.1, XP_016837501.1	XP_035727159.1
OG0008260	XP_031781547.1	XP_035734347.1
OG0008261	XP_016840429.1, XP_016840428.1	XP_035717121.1
OG0008262	XP_031787875.1	XP_035740557.1
OG0008264	XP_008203556.1	XP_035725310.1
OG0008266	XP_008213678.1	XP_035742809.1
OG0008267	XP_008202719.1, XP_003424783.1	XP_035735565.1
OG0008268	XP_008215827.1	XP_035730959.1
OG0008270	XP_003424136.1	XP_035738628.1
OG0008271	XP_031783445.1	XP_035739828.1
OG0008273	XP_016839996.1	XP_035738840.1
OG0008274	XP_008215227.1	XP_035726776.1
OG0008276	XP_008209268.1	XP_035733897.1
OG0008277	XP_001606894.1	XP_035735166.1
OG0008279	NP_001161364.1	XP_035744116.1
OG0008280	XP_001600799.2	XP_035719457.1
OG0008282	XP_003426055.1	XP_035729681.1
OG0008283	NP_001166086.1	XP_035726471.1
OG0008285	XP_001605398.2	XP_035725410.1
OG0008287	XP_001599638.1	XP_035732982.1
OG0008290	XP_008209252.1	XP_035743514.1
OG0008291	XP_001604465.2	XP_035726493.1
OG0008292	XP_016842409.1	XP_035730209.1
OG0008293	XP_008210903.1	XP_035723201.1
OG0008294	XP_003427982.1	XP_035742214.1, XP_035742215.1
OG0008296	XP_008204156.1	XP_035734683.1
OG0008300	XP_016841173.1, XP_001606130.2	XP_035732015.1
OG0008301	XP_016845360.1, XP_001607986.1	XP_035724535.1
OG0008302	XP_001602063.1	XP_035740313.1
OG0008304	XP_032454902.1	XP_035737246.1
OG0008305	XP_016840334.1	XP_035729432.1, XP_035729433.1
OG0008306	NP_001153243.1	XP_035738051.1
OG0008313	XP_008208571.1, NP_001234886.1	XP_035724701.1
OG0008315	XP_001602474.2	XP_035737772.1
OG0008316	XP_003425678.1	XP_035725379.1
OG0008317	XP_016841418.1	XP_035721616.1
OG0008318	XP_003424368.1	XP_035718874.1, XP_035718873.1
OG0008320	XP_032455416.1	XP_035735934.1
OG0008321	XP_008208149.1	XP_035721550.1
OG0008322	XP_001605785.1, XP_016838312.1	XP_035725058.1
OG0008324	XP_032451927.1	XP_035740447.1
OG0008325	XP_032454029.1	XP_035741815.1
OG0008327	XP_003426916.2	XP_035723900.1
OG0008328	XP_031781366.1	XP_035720210.1
OG0008329	XP_031786323.1	XP_035732848.1, XP_035732849.1
OG0008330	XP_001606234.1	XP_035731224.1
OG0008331	XP_008212482.1	XP_035722166.1
OG0008334	XP_031784661.1	XP_035730029.1
OG0008335	XP_016842873.1	XP_035729611.1
OG0008336	XP_008213607.1	XP_035720539.1, XP_035720535.1
OG0008337	XP_016842387.1, XP_032456470.1	XP_035723648.1
OG0008338	XP_031788137.1	XP_035729958.1
OG0008340	XP_016841937.1	XP_035722251.1
OG0008342	XP_001608168.1	XP_035720815.1
OG0008343	XP_016842619.1, XP_008202669.1	XP_035722907.1
OG0008344	XP_016843788.1	XP_035722699.1
OG0008345	XP_008217798.1	XP_035719507.1
OG0008346	XP_031788403.1, XP_031788405.1	XP_035731812.1
OG0008347	XP_031777712.1	XP_035717762.1, XP_035717760.1
OG0008348	XP_016843263.1	XP_035728223.1
OG0008350	XP_001604273.3	XP_035727334.1
OG0008351	XP_031780594.1	XP_035726541.1, XP_035726522.1
OG0008353	XP_032456162.1, XP_031787632.1, XP_031787631.1	XP_035743568.1
OG0008354	XP_001602812.2	XP_035734680.1, XP_035734681.1, XP_035734682.1
OG0008356	XP_016843523.2	XP_035738749.1
OG0008357	XP_003426972.2	XP_035718168.1
OG0008359	XP_008217281.1, XP_031788141.1	XP_035735063.1
OG0008360	XP_031786934.1	XP_035718478.1
OG0008361	XP_003424335.1	XP_035741462.1
OG0008364	XP_008204871.1	XP_035725539.1, XP_035725537.1
OG0008365	XP_008215462.1	XP_035738750.1
OG0008366	XP_008206614.1	XP_035725766.1
OG0008367	XP_031784457.1, XP_031784460.1	XP_035730778.1
OG0008371	XP_031786564.1	XP_035738280.1
OG0008372	XP_031787828.1	XP_035744074.1
OG0008373	XP_003424318.1	XP_035723638.1
OG0008375	XP_001602834.3	XP_035731127.1
OG0008376	XP_001603346.2	XP_035718067.1
OG0008377	XP_032452122.1, XP_032452121.1	XP_035737591.1
OG0008377	XP_031783510.1	XP_035737586.1
OG0008381	XP_031786891.1	XP_035717957.1
OG0008382	XP_008202731.1	XP_035735547.1
OG0008383	XP_001605594.1	XP_035739603.1
OG0008384	XP_001603643.1	XP_035739340.1
OG0008385	XP_016841717.1	XP_035722275.1
OG0008386	XP_001607145.3	XP_035736760.1, XP_035736754.1
OG0008387	NP_001153388.1, XP_001605175.1	XP_035735183.1
OG0008389	XP_031780770.1, XP_031780771.1	XP_035733101.1, XP_035733102.1
OG0008390	XP_001599396.1	XP_035729186.1
OG0008392	XP_031785439.1	XP_035723992.1
OG0008393	XP_032457530.1, XP_032457536.1	XP_035741599.1
OG0008405	XP_016840673.1	XP_035734888.1
OG0008407	XP_003425937.1	XP_035743381.1
OG0008410	XP_001604176.1	XP_035720450.1
OG0008411	XP_003427561.2	XP_035722746.1
OG0008413	XP_001602151.2	XP_035724901.1
OG0008414	XP_016839260.1, XP_003426034.1	XP_035742105.1
OG0008415	XP_001603808.1	XP_035739184.1
OG0008417	XP_001600416.1	XP_035726112.1
OG0008419	XP_003425089.1	XP_035721124.1
OG0008423	XP_001604482.1	XP_035737422.1
OG0008424	XP_008215349.1	XP_035732087.1
OG0008426	XP_001603671.2	XP_035732014.1
OG0008429	XP_001604088.1	XP_035726909.1
OG0008431	XP_008202251.1	XP_035734485.1
OG0008434	XP_031786237.1	XP_035740656.1
OG0008435	XP_008210367.1	XP_035740055.1
OG0008436	XP_016845320.1	XP_035722001.1
OG0008437	XP_008210644.1	XP_035729314.1
OG0008440	XP_032456203.1	XP_035742467.1
OG0008443	XP_001607698.1	XP_035728128.1
OG0008445	XP_001602454.2	XP_035741609.1
OG0008449	XP_032457619.1	XP_035731759.1
OG0008453	NP_001123297.2, XP_031778364.1	XP_035737622.1
OG0008457	XP_001606634.3	XP_035735600.1
OG0008460	XP_031778479.1	XP_035741868.1
OG0008461	XP_031782642.1	XP_035743749.1
OG0008462	XP_016845041.1	XP_035733990.1
OG0008465	XP_016845824.1	XP_035739380.1
OG0008466	XP_001603675.1, XP_031786905.1, XP_031786906.1	XP_035729755.1
OG0008467	XP_016836662.1	XP_035726069.1
OG0008468	XP_016836884.1	XP_035728007.1
OG0008470	XP_016838106.1	XP_035728609.1
OG0008472	XP_003424057.1	XP_035722991.1
OG0008473	XP_001607003.1	XP_035729048.1
OG0008474	XP_003426904.1	XP_035719700.1
OG0008476	XP_031786227.1	XP_035733022.1
OG0008478	XP_008214859.2	XP_035737244.1
OG0008479	XP_001601516.1	XP_035740403.1
OG0008480	XP_001605269.2	XP_035735980.1
OG0008485	XP_001604595.2	XP_035720483.1
OG0008486	XP_031787404.1	XP_035728777.1
OG0008488	XP_003425962.1	XP_035736509.1
OG0008489	XP_008209828.1	XP_035735735.1
OG0008490	XP_016838145.1	XP_035724871.1
OG0008494	XP_032452081.1	XP_035727794.1
OG0008499	XP_031788673.1	XP_035743734.1
OG0008501	NP_001234903.1	XP_035733876.1
OG0008502	XP_001606466.2	XP_035721717.1
OG0008503	XP_031787628.1	XP_035740069.1
OG0008505	XP_003425303.1	XP_035726907.1, XP_035726908.1
OG0008506	NP_001352119.1, XP_032453634.1	XP_035722692.1
OG0008507	XP_001601860.1	XP_035718771.1
OG0008508	XP_003427565.1	XP_035722330.1, XP_035722320.1
OG0008509	XP_003424510.1	XP_035736380.1
OG0008510	NP_001127873.1	XP_035736302.1
OG0008511	XP_001601221.1	XP_035727042.1
OG0008512	XP_031780247.1, XP_001601314.2	XP_035728706.1
OG0008513	XP_003426354.1	XP_035724888.1
OG0008515	XP_001604404.1	XP_035725309.1
OG0008516	XP_001608032.1	XP_035743667.1
OG0008517	XP_031785556.1	XP_035722956.1
OG0008518	XP_031780124.1	XP_035719709.1
OG0008520	XP_003428025.2	XP_035741918.1, XP_035741924.1
OG0008522	XP_008215209.1, XP_003423904.2	XP_035723187.1
OG0008523	XP_003427413.1	XP_035720270.1
OG0008524	XP_016838612.1	XP_035721191.1
OG0008525	XP_016836953.1, XP_016836954.1	XP_035728652.1
OG0008527	XP_016838686.1	XP_035734066.1
OG0008528	XP_001604468.1	XP_035726481.1
OG0008529	XP_031784452.1	XP_035730108.1
OG0008530	XP_031781611.1	XP_035719739.1
OG0008531	XP_003424554.1	XP_035720824.1
OG0008532	XP_003425747.4	XP_035743991.1, XP_035743990.1
OG0008533	XP_008204172.1	XP_035732417.1
OG0008537	XP_031776973.1, XP_031776974.1	XP_035742642.1, XP_035742641.1
OG0008538	XP_016839512.1	XP_035741804.1
OG0008539	XP_032458209.1	XP_035727803.1
OG0008540	XP_003427791.1	XP_035735933.1
OG0008541	XP_008209294.1, XP_031782252.1	XP_035725811.1
OG0008542	XP_016837165.1	XP_035730746.1
OG0008543	XP_003427108.1	XP_035720902.1
OG0008544	XP_031782145.1	XP_035737720.1
OG0008548	XP_003424381.1	XP_035724706.1, XP_035724708.1, XP_035724707.1
OG0008549	XP_003427545.1	XP_035740239.1
OG0008550	XP_008206191.1	XP_035724174.1
OG0008551	XP_001607828.3, XP_032456127.1	XP_035731722.1
OG0008552	XP_003425324.2	XP_035735321.1
OG0008553	XP_001605308.2, XP_003425508.1	XP_035721578.1, XP_035721577.1, XP_035721576.1
OG0008556	XP_031786983.1, XP_016845634.1	XP_035733437.1, XP_035733434.1
OG0008558	XP_003425626.2	XP_035736836.1
OG0008559	XP_032454907.1	XP_035740286.1
OG0008560	XP_031785181.1	XP_035720113.1
OG0008562	XP_008212658.1	XP_035733449.1
OG0008563	XP_032452174.1, NP_001123217.1	XP_035734877.1
OG0008565	XP_031781692.1	XP_035729189.1
OG0008566	XP_001608203.2	XP_035731196.1
OG0008568	XP_003423863.1	XP_035722288.1
OG0008571	XP_003426520.1	XP_035728295.1
OG0008572	XP_016837790.1	XP_035741493.1
OG0008573	XP_016842130.1	XP_035740192.1
OG0008574	XP_031781659.1, XP_008207821.1	XP_035729584.1
OG0008576	XP_008215612.1, XP_001607623.1	XP_035722706.1
OG0008577	XP_001604092.1	XP_035737597.1
OG0008578	XP_031776841.2	XP_035738508.1
OG0008579	XP_016838379.1, XP_016838378.1	XP_035719069.1
OG0008580	XP_016845110.1, XP_016845823.1	XP_035741023.1
OG0008581	XP_008203000.1	XP_035739029.1
OG0008582	XP_001603528.1	XP_035734767.1
OG0008583	XP_001600515.1	XP_035738842.1
OG0008584	XP_001600851.1	XP_035742891.1
OG0008585	XP_008206196.1	XP_035736450.1
OG0008588	NP_001177711.1, XP_032453041.1	XP_035722525.1
OG0008589	XP_003427490.1	XP_035740910.1
OG0008601	XP_016844902.1	XP_035739518.1
OG0008606	XP_031783534.1	XP_035741821.1
OG0008608	XP_031788341.1	XP_035720573.1
OG0008610	XP_032455623.1	XP_035731779.1
OG0008611	XP_016841729.1, XP_008205069.1	XP_035729536.1, XP_035729546.1
OG0008612	XP_016842509.1	XP_035722724.1
OG0008615	XP_001606032.1	XP_035731620.1
OG0008616	XP_031785659.1	XP_035730014.1
OG0008617	XP_001602716.1	XP_035729812.1
OG0008618	XP_008214864.1, XP_008214865.1	XP_035729034.1
OG0008621	XP_032451774.1	XP_035737086.1
OG0008623	XP_008214979.1	XP_035729730.1
OG0008626	XP_031777915.1	XP_035718043.1
OG0008629	XP_001607504.2	XP_035735791.1
OG0008630	XP_031779698.1	XP_035722270.1
OG0008631	XP_008215613.1	XP_035722187.1
OG0008633	XP_001603706.1	XP_035734143.1
OG0008637	XP_008203478.1, XP_032453873.1	XP_035726757.1
OG0008643	XP_008209012.1	XP_035738419.1
OG0008649	XP_008202255.1	XP_035732013.1
OG0008651	XP_003424326.1	XP_035729724.1
OG0008661	XP_008203423.1	XP_035720630.1
OG0008667	XP_003427193.1	XP_035726950.1
OG0008672	XP_031784924.1	XP_035735631.1
OG0008674	XP_031783386.1	XP_035724679.1
OG0008675	XP_008202106.1	XP_035743343.1
OG0008677	XP_001603623.1	XP_035728638.1
OG0008678	NP_001161196.1	XP_035744016.1
OG0008679	XP_031783351.1	XP_035719762.1
OG0008680	XP_003426370.1	XP_035726942.1
OG0008681	NP_001166862.1	XP_035736883.1
OG0008682	XP_032453024.1	XP_035742223.1
OG0008683	XP_003424916.1	XP_035737835.1, XP_035737836.1
OG0008684	XP_003425220.1	XP_035721298.1
OG0008685	XP_001607239.1	XP_035720404.1
OG0008687	XP_003425211.1	XP_035719359.1
OG0008688	XP_031781345.1	XP_035720331.1
OG0008690	XP_003426118.1	XP_035731644.1
OG0008691	XP_003426439.1	XP_035739698.1
OG0008692	XP_003425681.1	XP_035717912.1
OG0008693	XP_001599748.2	XP_035728651.1
OG0008695	XP_031778875.1	XP_035725317.1
OG0008696	XP_001606920.1	XP_035743529.1
OG0008697	XP_003424735.1	XP_035718966.1
OG0008698	XP_003427125.1	XP_035741855.1
OG0008703	XP_003428024.1	XP_035741935.1
OG0008704	XP_003424600.1, XP_003424626.1	XP_035740526.1
OG0008706	XP_001608112.1	XP_035722067.1
OG0008708	XP_008201848.1	XP_035743878.1
OG0008710	XP_031783333.1, XP_031783332.1	XP_035741413.1
OG0008711	XP_008202303.1	XP_035736520.1
OG0008713	XP_003426843.1	XP_035728428.1
OG0008714	XP_003426496.1	XP_035739662.1
OG0008716	XP_032455198.1	XP_035732424.1
OG0008718	XP_003425784.1	XP_035733268.1
OG0008720	XP_031787203.1	XP_035737101.1
OG0008723	XP_016838345.1	XP_035717595.1
OG0008726	XP_031782110.1, XP_008213333.1	XP_035722691.1
OG0008727	XP_001599329.2	XP_035738424.1
OG0008728	XP_031781346.1	XP_035728649.1
OG0008729	XP_008202959.1	XP_035736141.1
OG0008730	XP_031779171.1	XP_035720365.1
OG0008732	XP_008203399.1	XP_035725762.1
OG0008733	XP_008210699.1	XP_035728202.1
OG0008734	XP_008213479.1, XP_031782169.1, XP_031782168.1, XP_008213481.1	XP_035743719.1
OG0008738	XP_016839721.1	XP_035731846.1
OG0008740	XP_001601020.3	XP_035727307.1
OG0008742	XP_003426741.3	XP_035743375.1
OG0008744	XP_001603434.1	XP_035728748.1, XP_035728747.1
OG0008745	XP_003425228.1, XP_031781252.1, XP_031781251.1, XP_032457554.1	XP_035722864.1
OG0008747	XP_008207367.1	XP_035719516.1
OG0008749	XP_008202645.1	XP_035725233.1
OG0008750	XP_031786434.1	XP_035739506.1
OG0008754	XP_016842062.1	XP_035722031.1
OG0008756	XP_031788765.1	XP_035740181.1
OG0008757	XP_003425823.1	XP_035735981.1
OG0008759	XP_008208393.2	XP_035743511.1
OG0008760	XP_031786685.2	XP_035737121.1
OG0008761	XP_031787651.1, XP_031786412.1	XP_035740838.1, XP_035740837.1
OG0008764	XP_031779293.2	XP_035719313.1, XP_035719308.1
OG0008765	XP_008216694.1	XP_035736076.1
OG0008766	XP_032456908.1, XP_032456915.1	XP_035727795.1
OG0008767	XP_001606879.1	XP_035719323.1
OG0008768	XP_016838177.1	XP_035738043.1
OG0008769	XP_001600039.1	XP_035725573.1
OG0008770	XP_031779653.1	XP_035738722.1
OG0008772	XP_001604511.1	XP_035739336.1
OG0008773	XP_031780786.1	XP_035743478.1
OG0008775	XP_031783778.1	XP_035717567.1
OG0008777	XP_031788788.1	XP_035726597.1
OG0008778	XP_031786969.1	XP_035731740.1, XP_035731739.1
OG0008794	XP_031783836.1, XP_031783837.1	XP_035740453.1, XP_035740462.1
OG0008801	XP_016840093.2, XP_008215712.3	XP_035734853.1
OG0008808	XP_001603242.2	XP_035737934.1
OG0008809	XP_001608232.1	XP_035729226.1
OG0008811	XP_031782798.1	XP_035720857.1
OG0008813	XP_016843577.1	XP_035718464.1
OG0008815	XP_003427024.1	XP_035742484.1
OG0008819	XP_032457611.1	XP_035720071.1
OG0008823	XP_003425660.1, XP_008203466.1, XP_008211794.1	XP_035721096.1
OG0008824	XP_001607345.1	XP_035743357.1, XP_035743356.1
OG0008828	XP_001605713.1	XP_035719505.1
OG0008832	XP_001607803.1	XP_035730894.1
OG0008838	XP_001603273.3	XP_035733564.1
OG0008845	XP_001604669.1	XP_035730013.1
OG0008846	XP_001603710.1	XP_035735977.1
OG0008849	XP_008203511.1	XP_035719489.1
OG0008850	XP_001605408.1	XP_035740895.1
OG0008852	NP_001136328.2	XP_035730635.1
OG0008855	XP_016843778.1	XP_035724893.1
OG0008860	XP_008214978.1	XP_035723499.1
OG0008864	XP_008206086.1	XP_035741052.1
OG0008865	XP_016837071.1, XP_032452385.1	XP_035717185.1
OG0008866	NP_001136107.1	XP_035727689.1
OG0008867	NP_001166863.1	XP_035739597.1
OG0008868	XP_001605987.1	XP_035725940.1
OG0008870	NP_001166266.1	XP_035717270.1
OG0008872	XP_001600064.2	XP_035740787.1
OG0008873	XP_003425994.1	XP_035739088.1
OG0008874	XP_001601749.1	XP_035740700.1
OG0008875	XP_008207150.1	XP_035736628.1
OG0008878	XP_001601204.1	XP_035736842.1
OG0008880	XP_003428121.1	XP_035718480.1
OG0008881	XP_031785728.1	XP_035740380.1
OG0008883	XP_031785437.1	XP_035739555.1
OG0008885	XP_008217623.1	XP_035730360.1
OG0008888	XP_003426119.1	XP_035725356.1
OG0008889	XP_008206992.1	XP_035723389.1
OG0008890	XP_003426326.1	XP_035718560.1
OG0008891	XP_003425277.1	XP_035732353.1
OG0008892	XP_031782433.1	XP_035720423.1
OG0008893	XP_008204839.1, XP_008204840.1	XP_035718791.1
OG0008894	XP_001599191.1	XP_035722877.1
OG0008896	XP_001599677.2	XP_035739375.1
OG0008898	XP_008202547.1	XP_035728178.1, XP_035728179.1
OG0008901	XP_003424369.1	XP_035718111.1
OG0008903	XP_031788810.1	XP_035732975.1
OG0008905	XP_008202189.1	XP_035735034.1
OG0008906	XP_001605415.1	XP_035729029.1
OG0008907	XP_001605137.1	XP_035736558.1, XP_035736557.1
OG0008908	XP_003425479.2	XP_035741086.1
OG0008909	XP_031787314.1	XP_035735935.1
OG0008910	XP_008215132.1, XP_003423841.1	XP_035732078.1
OG0008914	XP_003426432.1	XP_035735929.1
OG0008917	XP_008215548.1	XP_035738089.1
OG0008922	XP_008213591.1	XP_035726217.1
OG0008923	XP_003428058.1	XP_035720487.1
OG0008924	XP_001603860.2	XP_035739515.1
OG0008926	XP_008216073.1	XP_035722193.1
OG0008927	XP_016838907.2	XP_035724056.1
OG0008929	XP_031777559.1	XP_035731010.1
OG0008930	XP_008216768.1	XP_035719021.1
OG0008931	XP_031777724.1	XP_035721197.1
OG0008934	XP_016841623.1	XP_035728175.1
OG0008935	XP_008215201.1	XP_035736260.1
OG0008936	XP_008216616.1	XP_035719834.1
OG0008938	XP_032454399.1	XP_035718871.1, XP_035718872.1
OG0008939	XP_031787914.1	XP_035740738.1
OG0008941	XP_003427118.1	XP_035739657.1
OG0008943	XP_001607689.3	XP_035730117.1
OG0008945	XP_001602402.2	XP_035743453.1, XP_035743454.1
OG0008946	XP_003424531.2	XP_035720828.1
OG0008949	NP_001177425.1	XP_035722161.1, XP_035722159.1
OG0008951	XP_016837449.1	XP_035723672.1
OG0008952	XP_031778927.1	XP_035737527.1
OG0008954	NP_001165916.1	XP_035733447.1, XP_035733448.1
OG0008957	XP_016839710.1	XP_035720617.1
OG0008959	XP_016844980.1	XP_035721025.1
OG0008960	XP_003427424.2	XP_035741061.1
OG0008963	XP_008208153.1	XP_035728415.1
OG0008966	XP_003428180.1	XP_035725499.1
