Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_017797689.1
OG0007436	XP_001605629.3	XP_017795576.1
OG0007437	XP_008206600.1	XP_017793119.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_017795276.1
OG0007439	XP_031780254.1	XP_017789994.1
OG0007440	XP_031783644.1	XP_017794192.1
OG0007442	XP_001607688.1	XP_017793995.1
OG0007443	XP_008215608.1	XP_017792496.1
OG0007444	XP_008204928.1	XP_017798134.1
OG0007445	XP_003427586.2	XP_017795992.1
OG0007446	XP_031786748.1	XP_017792711.1
OG0007447	XP_001606013.2	XP_017788898.1
OG0007448	XP_016837692.1	XP_017791516.1, XP_017795866.1
OG0007449	XP_031785201.1	XP_017787397.1
OG0007450	XP_008209890.1	XP_017792280.1
OG0007451	XP_008216797.2	XP_017792225.1
OG0007452	XP_016837200.1	XP_017796211.1
OG0007453	XP_001607627.1	XP_017792552.1
OG0007455	XP_031783800.1	XP_017787803.1
OG0007456	XP_008204289.1	XP_017789026.1
OG0007457	XP_031779886.1	XP_017788518.1
OG0007458	XP_001606006.1	XP_017791926.1
OG0007459	XP_016838578.1	XP_017791698.1
OG0007461	XP_016845546.1	XP_017792423.1
OG0007462	NP_001128393.1	XP_017793929.1
OG0007463	XP_008210504.2	XP_017788290.1
OG0007464	XP_001607772.1	XP_017789490.1
OG0007465	XP_016839773.1	XP_017788850.1
OG0007466	XP_031778559.1	XP_017798594.1
OG0007467	XP_001605267.1	XP_017789460.1
OG0007468	XP_032454270.1	XP_017787678.1
OG0007469	XP_031778829.1	XP_017795323.1
OG0007470	XP_001600063.1	XP_017792676.1
OG0007471	XP_001603222.1	XP_017789000.1
OG0007472	XP_001602539.2	XP_017798372.1
OG0007473	XP_008216163.1	XP_017791079.1
OG0007474	XP_001608145.2	XP_017794792.1
OG0007475	NP_001123268.1	XP_017796088.1
OG0007477	XP_016840180.1	XP_017789878.1
OG0007478	XP_001601181.1	XP_017790536.1
OG0007479	XP_008207966.1	XP_017791675.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_017797494.1
OG0007481	XP_031782840.1	XP_017788323.1
OG0007486	XP_001602821.1	XP_017790665.1
OG0007487	XP_008215394.1	XP_017791765.1
OG0007488	XP_001606539.1	XP_017794558.1
OG0007489	XP_008202097.1	XP_017787528.1
OG0007490	XP_008214456.1	XP_017788379.1
OG0007491	NP_001155850.1, XP_016844688.1	XP_017793120.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_017791661.1
OG0007494	XP_003425818.1	XP_017792198.1
OG0007495	XP_032458057.1	XP_017792488.1
OG0007496	XP_001606840.1	XP_017790827.1
OG0007497	XP_008202169.1	XP_017795406.1
OG0007498	XP_003424208.1	XP_017790029.1
OG0007499	XP_003426724.1	XP_017787649.1
OG0007501	XP_031788164.1	XP_017794600.1
OG0007502	XP_003425848.1	XP_017789123.1, XP_017789122.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_017790640.1
OG0007504	XP_001604416.1	XP_017794260.1
OG0007505	XP_008204888.1	XP_017797152.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_017789782.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_017799427.1
OG0007508	XP_001603578.2	XP_017791688.1
OG0007511	XP_008202965.1	XP_017792561.1
OG0007512	XP_003423857.1	XP_017791794.1
OG0007513	XP_001607368.1	XP_017797457.1
OG0007514	XP_031784227.1	XP_017789974.1
OG0007515	NP_001155068.1	XP_017791819.1
OG0007516	XP_031778490.1	XP_017789680.1
OG0007517	XP_032454610.1	XP_017798771.1
OG0007518	XP_016845761.1	XP_017791133.1
OG0007519	XP_008201964.1	XP_017790547.1
OG0007521	XP_008213989.2	XP_017789566.1
OG0007522	XP_031785211.1	XP_017795988.1
OG0007523	XP_001608036.2	XP_017794237.1
OG0007525	XP_001604646.2	XP_017790936.1
OG0007526	XP_001603138.1	XP_017788362.1
OG0007527	XP_031786933.1, XP_003426889.1	XP_017790459.1
OG0007529	XP_031785557.1	XP_017796409.1
OG0007530	XP_008215383.1	XP_017791492.1
OG0007531	XP_031784786.1	XP_017793003.1
OG0007532	XP_001604649.2	XP_017792059.1
OG0007534	XP_001602343.2	XP_017797218.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_017799082.1
OG0007536	XP_003425314.1	XP_017797682.1
OG0007538	XP_003424560.1	XP_017788162.1
OG0007539	XP_031779254.1	XP_017792603.1
OG0007540	XP_031787306.1	XP_017789950.1
OG0007541	XP_003425003.1	XP_017798904.1
OG0007543	XP_001600720.1	XP_017790796.1
OG0007544	XP_031787751.1	XP_017792756.1
OG0007546	XP_032452245.1	XP_017790053.1
OG0007547	NP_001155050.1	XP_017791421.1
OG0007549	XP_031783045.1, NP_001234887.1	XP_017798268.1
OG0007550	XP_001604519.1	XP_017795202.1, XP_017795203.1
OG0007552	XP_031784351.1	XP_017793685.1
OG0007553	NP_001166278.1	XP_017787715.1
OG0007554	XP_003425038.1	XP_017797500.1
OG0007555	XP_031785493.1	XP_017790639.1
OG0007557	XP_031780462.1, XP_031780463.1	XP_017796347.1
OG0007558	XP_008203648.1	XP_017788671.1
OG0007559	XP_008211795.2	XP_017792486.1
OG0007560	XP_001607036.2	XP_017787881.1
OG0007561	XP_001606656.2	XP_017795469.1
OG0007562	XP_031777917.1	XP_017796834.1
OG0007563	XP_008212595.1	XP_017787571.1
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_017789235.1
OG0007565	XP_032453950.1	XP_017788253.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_017794394.1, XP_017794395.1
OG0007567	XP_032456848.1	XP_017789217.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_017790105.1
OG0007570	XP_001607294.1	XP_017791454.1
OG0007571	XP_001605554.1, XP_001605540.1	XP_017796784.1
OG0007572	XP_016840252.1	XP_017796284.1
OG0007574	XP_032456614.1	XP_017794073.1
OG0007576	XP_003423956.1	XP_017799587.1
OG0007577	XP_001602378.2	XP_017790954.1
OG0007578	XP_008207025.2	XP_017795742.1
OG0007579	XP_031781500.1	XP_017795002.1
OG0007580	XP_001601096.1	XP_017788564.1
OG0007581	XP_008203896.1	XP_017795842.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_017791991.1
OG0007584	XP_008209531.1	XP_017789285.1
OG0007585	XP_001607768.1, XP_001604452.1	XP_017797545.1
OG0007587	XP_003424691.2	XP_017789696.1
OG0007589	XP_008214814.1	XP_017790655.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_017790749.1
OG0007591	XP_008204317.1	XP_017795786.1
OG0007593	XP_031789413.1	XP_017794136.1
OG0007596	XP_031780398.1	XP_017795503.1
OG0007597	XP_016841156.1	XP_017796476.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_017789307.1
OG0007604	XP_001605555.2	XP_017796694.1
OG0007607	XP_001601799.1	XP_017799254.1
OG0007608	XP_001605794.2	XP_017788397.1
OG0007609	XP_032455309.1	XP_017791151.1
OG0007610	XP_001600325.1	XP_017794964.1
OG0007611	XP_016839306.1	XP_017787875.1
OG0007612	NP_001161334.1	XP_017792709.1
OG0007613	XP_016843537.1	XP_017789790.1
OG0007615	XP_008203208.1	XP_017788730.1
OG0007616	NP_001165854.1	XP_017795326.1
OG0007617	NP_001156932.1, XP_031788689.1	XP_017791239.1
OG0007618	XP_001600882.1	XP_017793859.1
OG0007619	NP_001193393.1	XP_017788407.1
OG0007621	XP_003424289.1	XP_017789905.1
OG0007622	XP_031782820.1	XP_017795944.1
OG0007623	XP_001600663.1	XP_017791696.1
OG0007624	XP_003427547.1	XP_017794616.1
OG0007625	XP_001604826.2	XP_017793122.1
OG0007626	XP_008212899.1	XP_017794190.1
OG0007627	XP_008211961.1	XP_017791036.1
OG0007629	NP_001166087.1	XP_017796011.1
OG0007630	XP_031789091.1	XP_017788520.1
OG0007631	XP_031776999.1	XP_017799100.1
OG0007632	XP_031786374.1	XP_017791245.1
OG0007633	XP_016843091.1	XP_017795656.1
OG0007634	XP_008204569.1	XP_017798286.1
OG0007638	XP_001603911.1	XP_017792092.1
OG0007639	XP_032456820.1	XP_017787402.1
OG0007640	XP_016844043.2	XP_017791553.1
OG0007642	XP_001599500.1	XP_017794284.1
OG0007644	XP_031786836.1	XP_017798759.1
OG0007645	XP_001601757.1	XP_017796131.1
OG0007646	XP_016837210.1	XP_017797300.1
OG0007647	XP_008210039.1	XP_017792549.1
OG0007648	XP_001599511.2	XP_017789039.1
OG0007649	XP_001604675.1	XP_017788013.1
OG0007650	XP_031778933.1	XP_017797374.1
OG0007651	XP_008210404.2	XP_017790318.1
OG0007652	XP_031782789.1	XP_017787752.1
OG0007653	XP_001603682.2	XP_017795957.1
OG0007655	XP_008216270.1	XP_017798227.1
OG0007657	XP_001599859.1	XP_017788475.1
OG0007658	XP_001606188.1	XP_017790524.1
OG0007659	XP_008216692.1	XP_017796237.1
OG0007660	XP_016838811.1	XP_017796144.1
OG0007661	XP_016838616.1	XP_017796101.1
OG0007662	XP_016839443.1	XP_017789104.1
OG0007663	XP_008211910.1	XP_017792011.1
OG0007664	XP_008204265.1	XP_017790914.1
OG0007665	XP_008214624.1	XP_017787635.1
OG0007666	XP_031785208.1	XP_017796794.1
OG0007667	XP_008204034.1	XP_017792612.1
OG0007668	XP_001603424.1	XP_017796227.1
OG0007671	XP_008217228.2	XP_017795980.1
OG0007673	XP_001604229.1	XP_017793926.1
OG0007675	XP_031782620.1	XP_017799293.1
OG0007676	XP_016839990.1	XP_017789475.1
OG0007677	XP_001607967.2	XP_017793080.1
OG0007678	XP_031783294.1	XP_017793720.1
OG0007679	XP_001605964.1	XP_017788363.1
OG0007680	XP_001605131.1	XP_017797351.1
OG0007682	XP_001606372.1	XP_017790489.1
OG0007683	XP_032454654.1	XP_017790336.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_017790734.1
OG0007685	XP_031784586.1	XP_017792738.1
OG0007686	XP_031788411.1	XP_017790358.1
OG0007687	NP_001153497.1	XP_017797357.1
OG0007688	XP_001599603.1	XP_017791235.1
OG0007690	XP_001604403.1	XP_017792348.1
OG0007691	XP_031780896.1	XP_017795200.1
OG0007692	XP_031786948.1	XP_017792115.1, XP_017795748.1
OG0007694	XP_003426057.1	XP_017796226.1
OG0007695	XP_001601396.2	XP_017789856.1
OG0007697	XP_031787514.1	XP_017789691.1
OG0007699	XP_016844493.1	XP_017797474.1
OG0007700	XP_031788238.2	XP_017798496.1
OG0007701	XP_016837280.1	XP_017789291.1
OG0007702	NP_001136168.1	XP_017796266.1
OG0007704	XP_031786369.1	XP_017787884.1
OG0007705	XP_003426067.1	XP_017793118.1
OG0007707	XP_003426379.1	XP_017793724.1
OG0007708	XP_016841899.1	XP_017788261.1
OG0007709	XP_031785180.1	XP_017788653.1
OG0007710	XP_016845440.1, XP_016845439.1, XP_031786640.1	XP_017793553.1
OG0007711	XP_031785891.1	XP_017794407.1
OG0007712	XP_032452744.1, XP_008203065.1, XP_008203066.1	XP_017794752.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_017799131.1
OG0007714	XP_008216309.1	XP_017794228.1
OG0007715	XP_003424771.1	XP_017798914.1
OG0007716	XP_001604126.2	XP_017796564.1
OG0007717	XP_001604913.2	XP_017798537.1
OG0007718	XP_031777952.1	XP_017787455.1
OG0007719	XP_008206193.1	XP_017797757.1
OG0007720	XP_031787539.1	XP_017799261.1
OG0007721	XP_001604437.1	XP_017795311.1
OG0007722	XP_008205334.1	XP_017793808.1
OG0007723	XP_031782339.1	XP_017795700.1
OG0007726	XP_003426812.1	XP_017788074.1
OG0007728	XP_031787225.1	XP_017798491.1
OG0007730	XP_008214794.1	XP_017788590.1
OG0007731	XP_001602982.1	XP_017797189.1
OG0007732	XP_016844452.1	XP_017795093.1
OG0007733	XP_001600305.1	XP_017797896.1
OG0007734	XP_031778166.1	XP_017792083.1
OG0007735	XP_031783233.1	XP_017791110.1
OG0007736	XP_003424812.1	XP_017794378.1
OG0007737	XP_031782036.1	XP_017790311.1
OG0007738	XP_008207414.2	XP_017790717.1
OG0007739	XP_008204852.1	XP_017790644.1
OG0007741	XP_001603197.1	XP_017799465.1
OG0007742	XP_032451753.1, XP_032451752.1	XP_017787853.1
OG0007743	XP_001602573.1	XP_017792735.1
OG0007744	XP_031782596.1	XP_017791054.1
OG0007745	XP_003424608.1	XP_017798009.1
OG0007746	XP_016837582.1	XP_017790822.1
OG0007747	XP_008207525.2	XP_017789713.1
OG0007748	XP_031778600.1	XP_017795296.1
OG0007749	XP_031785103.1	XP_017789995.1
OG0007750	XP_031780777.1	XP_017787688.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_017789462.1
OG0007752	XP_016839804.1	XP_017793142.1
OG0007753	XP_016844520.1	XP_017788752.1
OG0007754	NP_001155160.1	XP_017791637.1
OG0007755	XP_016845496.1	XP_017797268.1
OG0007758	XP_008204543.1	XP_017795004.1
OG0007759	XP_031785336.1	XP_017797406.1
OG0007760	XP_001602527.3	XP_017793179.1
OG0007761	XP_008202911.1	XP_017796874.1
OG0007763	XP_001604935.1	XP_017798835.1
OG0007764	XP_001606585.2	XP_017793849.1
OG0007768	XP_001606537.1	XP_017794670.1
OG0007769	XP_001607218.1	XP_017788036.1
OG0007770	XP_008202614.1	XP_017794339.1
OG0007771	XP_032454440.1	XP_017787745.1
OG0007772	XP_031787956.1	XP_017794307.1
OG0007773	XP_031777943.1	XP_017790364.1
OG0007775	XP_031781135.1	XP_017788648.1
OG0007776	XP_016836701.1	XP_017793197.1
OG0007777	XP_031781103.1	XP_017794162.1
OG0007778	XP_032453593.1	XP_017789420.1
OG0007779	XP_032452919.1	XP_017796542.1
OG0007780	XP_016841750.1	XP_017788851.1
OG0007781	XP_031780292.1	XP_017791543.1
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_017792143.1
OG0007783	XP_031779322.1	XP_017798526.1
OG0007785	XP_003424912.2	XP_017793643.1
OG0007787	XP_001603368.1	XP_017790310.1
OG0007789	XP_016839167.1	XP_017797283.1
OG0007790	XP_031780559.1	XP_017790465.1
OG0007791	XP_001604415.1	XP_017789726.1
OG0007793	XP_001608250.2	XP_017795328.1
OG0007794	XP_016842304.1	XP_017795092.1
OG0007795	XP_008204030.1	XP_017794577.1
OG0007797	XP_016841278.1	XP_017790531.1
OG0007798	XP_031787919.1	XP_017796706.1
OG0007799	XP_031779328.1	XP_017798732.1
OG0007801	XP_001605943.1	XP_017791128.1
OG0007802	XP_008209713.1	XP_017789303.1
OG0007803	XP_008209164.1	XP_017796697.1
OG0007804	XP_031782127.1	XP_017787590.1
OG0007805	XP_031788334.1	XP_017796862.1
OG0007806	XP_001602220.1	XP_017790199.1
OG0007808	XP_001606722.1	XP_017790517.1
OG0007810	XP_008206938.1	XP_017794295.1
OG0007811	XP_001607700.1	XP_017790157.1
OG0007812	XP_016844316.1	XP_017794272.1
OG0007813	XP_016837845.1	XP_017798654.1
OG0007814	XP_001603163.2	XP_017787978.1
OG0007815	XP_008204173.1	XP_017789617.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_017799375.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_017797426.1
OG0007819	XP_001602242.1	XP_017792724.1
OG0007821	XP_008205904.1	XP_017788655.1
OG0007822	XP_031787626.1	XP_017789909.1
OG0007823	XP_031779593.1	XP_017790925.1
OG0007824	XP_008210718.1	XP_017794215.1
OG0007826	XP_001605079.1	XP_017795743.1
OG0007827	XP_031779180.1	XP_017798188.1
OG0007828	NP_001166858.1	XP_017793623.1
OG0007829	XP_031781490.1, XP_032457637.1, XP_031781491.1	XP_017794966.1
OG0007830	XP_032454084.1	XP_017797852.1
OG0007831	XP_003424198.1	XP_017790346.1
OG0007832	XP_003427029.1	XP_017794231.1
OG0007835	XP_016845855.1	XP_017798447.1
OG0007836	XP_001602291.2	XP_017797292.1
OG0007837	XP_001604351.1	XP_017795041.1
OG0007838	XP_031784515.1	XP_017793338.1
OG0007839	NP_001161197.1	XP_017789184.1
OG0007840	XP_008211581.1	XP_017788634.1
OG0007841	XP_008211719.2	XP_017794625.1
OG0007842	XP_003426609.1	XP_017789959.1, XP_017789958.1
OG0007843	XP_001604128.1	XP_017799260.1
OG0007844	XP_001604483.1	XP_017789422.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_017798223.1
OG0007846	XP_031789524.1	XP_017792424.1
OG0007848	XP_032457277.1	XP_017792017.1
OG0007849	XP_016842359.1	XP_017796364.1
OG0007850	XP_003425658.1	XP_017788603.1
OG0007851	XP_016841074.1	XP_017798570.1
OG0007852	XP_001605476.2	XP_017790054.1
OG0007853	XP_031776605.1	XP_017791386.1
OG0007856	XP_031782014.1	XP_017788455.1
OG0007857	XP_031785498.1	XP_017788613.1
OG0007858	XP_001607174.1	XP_017792925.1
OG0007859	XP_031782311.1	XP_017795619.1
OG0007860	XP_031788395.1	XP_017798531.1
OG0007862	XP_001604506.2	XP_017798597.1
OG0007863	XP_008208254.1	XP_017787421.1
OG0007864	XP_001601024.2	XP_017799561.1
OG0007865	XP_031787654.1	XP_017794115.1
OG0007868	XP_001603244.1	XP_017793452.1
OG0007869	XP_016837282.1	XP_017788370.1
OG0007870	XP_003425105.1	XP_017789973.1
OG0007872	XP_008204767.1	XP_017796509.1
OG0007874	XP_031784928.1	XP_017792838.1
OG0007875	XP_008211441.1	XP_017792835.1
OG0007876	XP_008211330.1	XP_017798092.1
OG0007877	XP_031777178.1	XP_017794277.1
OG0007880	XP_003427877.1	XP_017793384.1
OG0007881	XP_031780209.1, XP_008203297.2	XP_017795511.1
OG0007882	XP_016839889.1	XP_017790245.1
OG0007883	XP_016839631.1	XP_017795633.1
OG0007884	XP_008204943.1	XP_017791517.1
OG0007885	XP_016837482.1	XP_017792620.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_017795746.1
OG0007887	XP_001600850.1	XP_017787716.1
OG0007888	XP_003423997.1	XP_017793068.1
OG0007889	XP_001606414.3	XP_017793243.1
OG0007890	XP_008203504.1	XP_017797907.1
OG0007891	XP_031777558.1, XP_001605324.2	XP_017795590.1
OG0007892	XP_001600109.2	XP_017788656.1
OG0007893	XP_001605082.1	XP_017789585.1
OG0007894	XP_001604282.3	XP_017794143.1
OG0007895	XP_001602339.2	XP_017796337.1
OG0007898	XP_031784465.1	XP_017790811.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_017795541.1
OG0007901	XP_003424657.1	XP_017789067.1
OG0007902	XP_008205475.1	XP_017796037.1
OG0007903	XP_001599413.4	XP_017795999.1
OG0007904	XP_008216956.1	XP_017798698.1
OG0007905	XP_031784567.1	XP_017798304.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_017789143.1
OG0007910	XP_001601570.2	XP_017792684.1
OG0007911	XP_001606881.1	XP_017789700.1
OG0007912	XP_031784840.1	XP_017799174.1
OG0007914	XP_003425497.1	XP_017796475.1
OG0007915	XP_008202090.1	XP_017788696.1
OG0007916	XP_008214105.1	XP_017791486.1
OG0007917	XP_003423858.1	XP_017799419.1
OG0007918	XP_016844919.1	XP_017789829.1
OG0007919	XP_008208678.1	XP_017790804.1
OG0007920	XP_016839145.1	XP_017792391.1
OG0007921	XP_016836815.1, XP_016836817.1	XP_017792639.1
OG0007922	XP_016838961.1	XP_017797869.1
OG0007923	XP_008215897.2	XP_017787901.1
OG0007924	XP_008203259.1	XP_017788894.1
OG0007925	XP_001604355.2	XP_017799428.1
OG0007927	XP_031782380.1	XP_017795621.1
OG0007929	NP_001127920.1	XP_017789824.1
OG0007930	XP_003426450.1	XP_017790786.1
OG0007931	XP_003428231.1	XP_017791955.1
OG0007933	XP_008213504.1	XP_017787751.1
OG0007934	XP_016842325.1	XP_017795489.1
OG0007936	XP_031787607.1	XP_017790213.1
OG0007937	XP_016844040.1, XP_016844041.1, XP_016844042.1	XP_017792957.1
OG0007938	XP_031787840.1	XP_017795764.1
OG0007941	XP_001601448.2	XP_017792820.1
OG0007942	XP_008213381.1	XP_017796439.1
OG0007957	NP_001129486.1	XP_017792792.1
OG0007958	NP_001155061.1	XP_017791330.1
OG0007960	XP_003427152.1, XP_001605618.2	XP_017789452.1
OG0007961	XP_032455516.1	XP_017799472.1
OG0007962	XP_001599035.1	XP_017787754.1
OG0007963	NP_001165851.1	XP_017795338.1
OG0007964	XP_031787178.1	XP_017797211.1
OG0007966	XP_031786885.1	XP_017789963.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_017787660.1
OG0007968	XP_001599727.1	XP_017798398.1
OG0007970	XP_001603626.1	XP_017796857.1
OG0007971	XP_016844090.1	XP_017798627.1
OG0007972	XP_008213532.1, XP_008213531.1	XP_017798662.1
OG0007973	XP_003427574.2	XP_017795490.1
OG0007974	XP_003425021.1	XP_017791481.1
OG0007975	XP_031788629.1	XP_017794742.1
OG0007976	XP_008206928.1, XP_001602935.2	XP_017788922.1
OG0007977	XP_031776759.1	XP_017791730.1
OG0007978	XP_001604251.1	XP_017791232.1
OG0007981	XP_001603121.2	XP_017797905.1
OG0007982	XP_003426096.3, XP_031788896.1	XP_017793927.1
OG0007983	XP_001605312.2	XP_017795104.1
OG0007984	XP_001602032.1	XP_017793910.1
OG0007985	XP_001601010.1	XP_017790809.1
OG0007986	XP_003428020.1	XP_017788403.1
OG0007987	XP_001607483.1	XP_017796366.1
OG0007989	XP_003428149.1	XP_017788872.1
OG0007990	XP_003424699.1	XP_017796148.1
OG0007991	XP_003427507.1	XP_017798146.1
OG0007992	XP_031780339.1	XP_017797307.1
OG0007994	XP_031784564.1	XP_017791260.1
OG0007995	XP_001603842.3	XP_017797169.1
OG0007996	XP_016845654.1	XP_017791487.1
OG0007997	XP_001607242.2	XP_017787911.1
OG0007998	XP_008204104.1	XP_017792170.1
OG0008000	XP_008213083.1	XP_017793750.1
OG0008001	XP_031783478.1	XP_017792984.1
OG0008002	XP_031779196.1	XP_017790102.1
OG0008003	XP_001602214.2	XP_017793438.1
OG0008005	XP_016844891.1	XP_017793969.1
OG0008006	XP_001603332.2	XP_017794941.1
OG0008008	XP_008206807.1	XP_017798806.1
OG0008010	XP_001600497.1	XP_017798602.1
OG0008011	XP_016837853.1	XP_017789461.1
OG0008012	XP_031787560.1, XP_032456324.1	XP_017795099.1
OG0008013	XP_031780151.1	XP_017799262.1
OG0008014	XP_031783707.1	XP_017793117.1, XP_017793116.1
OG0008015	XP_001604287.2	XP_017788391.1
OG0008019	NP_001136158.1	XP_017792174.1
OG0008020	XP_001603009.1	XP_017798694.1
OG0008021	NP_001127784.2, XP_008212395.1	XP_017789777.1
OG0008026	XP_001605368.1	XP_017792848.1
OG0008027	XP_016837986.1	XP_017796080.1
OG0008028	XP_031782315.1	XP_017789914.1
OG0008030	XP_008203760.1, XP_032453979.1	XP_017796420.1
OG0008032	XP_016837114.1	XP_017794041.1
OG0008033	XP_031784334.1	XP_017789957.1, XP_017789955.1
OG0008035	XP_031787553.1	XP_017791020.1
OG0008038	XP_031789488.1, XP_031789483.1	XP_017787787.1
OG0008039	NP_001135881.1	XP_017793664.1
OG0008040	XP_031777262.1, XP_031777265.1	XP_017791413.1
OG0008041	XP_003425372.1	XP_017795515.1
OG0008042	XP_031788912.1	XP_017799355.1
OG0008044	XP_032452021.1	XP_017798411.1
OG0008045	XP_031783280.1	XP_017799558.1
OG0008046	XP_001605660.1	XP_017791863.1, XP_017791864.1
OG0008049	XP_001606078.1	XP_017792598.1
OG0008053	NP_001153404.1, XP_031778332.1	XP_017795248.1
OG0008055	XP_031783274.1	XP_017796908.1
OG0008057	NP_001166085.1	XP_017796570.1
OG0008058	NP_001123219.2	XP_017798989.1
OG0008059	XP_008215425.1	XP_017797227.1
OG0008060	XP_003425025.1	XP_017791644.1
OG0008061	XP_001608024.2, XP_003424578.1	XP_017797717.1
OG0008062	XP_031784676.1	XP_017788869.1
OG0008063	XP_032456941.1	XP_017797847.1
OG0008064	XP_008216966.1	XP_017798571.1
OG0008065	XP_016838513.1	XP_017790968.1
OG0008066	XP_031783751.2	XP_017788707.1
OG0008068	XP_016845236.2	XP_017795905.1
OG0008069	XP_003424582.1	XP_017797850.1
OG0008070	XP_008216369.1	XP_017794913.1
OG0008071	XP_008217805.1	XP_017792213.1
OG0008074	XP_003424540.1	XP_017798612.1
OG0008075	XP_001603144.2	XP_017794018.1, XP_017794017.1
