Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0006932	XP_031782412.1	XP_017765069.1
OG0006933	XP_031779543.1	XP_017765015.1
OG0006934	XP_008209600.1	XP_017752874.1
OG0006935	NP_001161449.1	XP_017754376.1
OG0006936	XP_001600930.2	XP_017759952.1
OG0006937	XP_003426680.1	XP_017753771.1
OG0006938	XP_001599344.2	XP_017760079.1
OG0006940	XP_016836585.1	XP_017759320.1
OG0006941	XP_016837146.1	XP_017761549.1
OG0006942	XP_032455541.1	XP_017761981.1
OG0006943	XP_003426785.1	XP_017756425.1, XP_017756482.1
OG0006944	XP_031779301.1	XP_017757383.1
OG0006945	XP_032454428.1	XP_017755172.1
OG0006946	XP_008215247.1	XP_017764070.1
OG0006947	XP_001606216.2	XP_017754681.1
OG0006948	XP_003426410.1	XP_017763230.1
OG0006949	XP_016844782.1	XP_017761478.1
OG0006950	XP_001602833.2	XP_017758078.1
OG0006951	XP_001600435.1	XP_017756156.1
OG0006952	XP_001602203.1	XP_017754285.1
OG0006953	XP_008217975.1	XP_017752994.1
OG0006954	XP_001606273.2	XP_017765115.1
OG0006955	NP_001123223.2	XP_017759041.1
OG0006956	XP_001607153.2	XP_017756719.1
OG0006957	XP_016838657.1	XP_017763575.1
OG0006958	XP_001604933.2	XP_017760830.1
OG0006959	XP_031777206.1	XP_017752608.1
OG0006960	XP_031776691.1	XP_017762795.1
OG0006961	XP_031788152.1	XP_017753761.1
OG0006962	XP_008205005.1	XP_017756308.1
OG0006964	XP_001605180.1	XP_017762782.1
OG0006965	XP_031781635.1	XP_017760922.1
OG0006966	XP_001607847.1	XP_017765142.1
OG0006967	XP_001603185.1	XP_017757221.1
OG0006969	XP_001606562.1	XP_017759519.1
OG0006970	XP_031782047.1	XP_017756665.1
OG0006971	XP_031776718.1	XP_017758975.1
OG0006972	XP_031781596.1	XP_017764494.1
OG0006973	XP_003424231.1	XP_017763046.1
OG0006974	XP_031777565.1	XP_017759327.1
OG0006975	XP_031778098.1	XP_017759311.1
OG0006976	XP_031786769.1	XP_017753302.1
OG0006977	XP_016842457.1	XP_017760613.1
OG0006978	XP_008211315.1	XP_017753224.1
OG0006979	XP_016840082.1	XP_017753331.1
OG0006980	XP_001600102.2	XP_017758702.1
OG0006981	XP_001608135.2	XP_017765136.1
OG0006982	XP_001604900.3	XP_017760354.1, XP_017760355.1
OG0006983	XP_031777371.1	XP_017757088.1
OG0006984	XP_001603216.1	XP_017762587.1, XP_017762595.1
OG0006985	XP_016837916.1	XP_017766338.1
OG0006986	XP_016841796.1	XP_017757653.1
OG0006987	XP_001605270.1	XP_017761069.1
OG0006988	XP_001599314.1	XP_017755330.1
OG0006989	XP_016838839.1, XP_031783679.1	XP_017752390.1
OG0006990	XP_016838370.2	XP_017755930.1
OG0006991	XP_001600892.2	XP_017767006.1
OG0006992	XP_001601245.1, XP_003424704.1	XP_017754002.1
OG0006993	XP_008215834.1	XP_017753132.1
OG0006994	XP_001600202.1	XP_017755295.1
OG0006995	XP_008206359.1	XP_017759623.1
OG0006996	XP_008207316.2	XP_017759353.1
OG0006997	XP_008217884.1	XP_017752920.1
OG0006999	XP_001603225.1	XP_017763658.1
OG0007000	XP_016842165.1	XP_017760320.1
OG0007001	XP_001600968.1	XP_017752949.1
OG0007002	XP_008208962.1	XP_017753368.1
OG0007003	XP_001603770.2	XP_017753670.1
OG0007004	XP_031782984.1	XP_017760074.1
OG0007005	XP_001599799.1	XP_017767008.1
OG0007006	NP_001153415.1	XP_017753672.1
OG0007007	XP_031783448.1	XP_017753101.1
OG0007008	XP_001599746.2	XP_017764640.1
OG0007009	XP_031777477.1	XP_017756230.1
OG0007010	XP_031778555.1	XP_017761676.1
OG0007011	XP_031788759.1	XP_017758054.1, XP_017758434.1
OG0007012	XP_001605994.1	XP_017767557.1
OG0007013	XP_031783481.1	XP_017765848.1
OG0007014	XP_001602756.1	XP_017756083.1
OG0007016	XP_001600292.1	XP_017765849.1
OG0007017	XP_008203915.1	XP_017755004.1
OG0007018	XP_001603228.1	XP_017762842.1
OG0007019	XP_031778257.1	XP_017752547.1
OG0007020	XP_003425538.1	XP_017752820.1
OG0007022	XP_001606511.2	XP_017753054.1
OG0007023	XP_001606759.2	XP_017760547.1
OG0007024	XP_008210462.3	XP_017755931.1
OG0007025	XP_001604161.1	XP_017765747.1
OG0007026	XP_008207113.1	XP_017767362.1
OG0007027	XP_001605621.1	XP_017752552.1
OG0007028	XP_016841854.1	XP_017766507.1
OG0007029	XP_031785943.1	XP_017760905.1
OG0007030	XP_031781190.1	XP_017761536.1
OG0007031	XP_031778496.1	XP_017760003.1
OG0007032	XP_032454232.1, XP_016839008.1	XP_017766150.1
OG0007033	XP_032455608.1	XP_017763606.1
OG0007034	XP_008207029.1	XP_017764978.1
OG0007036	XP_001600018.2	XP_017753198.1
OG0007038	XP_001606569.2	XP_017758097.1
OG0007039	XP_001607537.2	XP_017753783.1
OG0007040	XP_003426259.1	XP_017767344.1
OG0007041	XP_003424731.1	XP_017764900.1
OG0007042	XP_008207629.1	XP_017764054.1
OG0007043	XP_008217824.1	XP_017758350.1
OG0007044	XP_001605030.2	XP_017761934.1
OG0007045	XP_001600095.2	XP_017763293.1
OG0007046	XP_031780075.1	XP_017760202.1
OG0007047	XP_001604189.2	XP_017763236.1
OG0007049	XP_031782284.1	XP_017766427.1
OG0007050	XP_001600992.1	XP_017765976.1
OG0007051	XP_008212208.1	XP_017754608.1
OG0007052	XP_001602606.2	XP_017755376.1
OG0007053	XP_031780748.1	XP_017764692.1
OG0007054	XP_031785554.1	XP_017759577.1
OG0007055	XP_001608292.1	XP_017761757.1
OG0007056	XP_001606680.2	XP_017752799.1
OG0007057	XP_008207044.2	XP_017762042.1
OG0007058	XP_008203002.1	XP_017760472.1
OG0007059	XP_001600798.2	XP_017764635.1
OG0007060	XP_031781057.1	XP_017755541.1
OG0007062	NP_001161452.1	XP_017759084.1
OG0007063	XP_001602021.1	XP_017766675.1
OG0007064	XP_016839563.1	XP_017753511.1
OG0007065	XP_001606014.2	XP_017753807.1
OG0007066	XP_031780408.1	XP_017759649.1
OG0007067	XP_001602610.2	XP_017754605.1
OG0007069	XP_001606195.1	XP_017766822.1
OG0007070	XP_001603097.1	XP_017758910.1
OG0007071	XP_008208112.2	XP_017762389.1
OG0007072	XP_031780674.1	XP_017753205.1
OG0007073	XP_001604597.2	XP_017761537.1
OG0007074	XP_016840780.1	XP_017754514.1
OG0007076	XP_001603014.1	XP_017757849.1
OG0007077	XP_008213730.1	XP_017765065.1
OG0007079	XP_001600331.2	XP_017756052.1
OG0007080	XP_031779124.1	XP_017767139.1
OG0007081	XP_003424075.2	XP_017756538.1
OG0007082	XP_031781054.1	XP_017756453.1
OG0007083	XP_001606574.2	XP_017758274.1
OG0007084	XP_031779535.1	XP_017762902.1
OG0007085	XP_031780406.1	XP_017752175.1
OG0007086	XP_008205558.1	XP_017764556.1
OG0007087	XP_001607767.2	XP_017758833.1
OG0007088	XP_001599282.1	XP_017752541.1
OG0007089	XP_031782392.1	XP_017764253.1
OG0007090	XP_001603731.2	XP_017754581.1
OG0007091	XP_008209507.1	XP_017752356.1
OG0007092	XP_008208439.1	XP_017752908.1
OG0007093	XP_001602955.1	XP_017761369.1
OG0007094	XP_001600112.1	XP_017756807.1
OG0007096	XP_008212462.1	XP_017760361.1
OG0007097	XP_001601394.2	XP_017752277.1
OG0007098	XP_031788344.1	XP_017754033.1
OG0007099	XP_031780863.1	XP_017758989.1
OG0007100	XP_031783832.1	XP_017756772.1
OG0007101	XP_008214405.1	XP_017757526.1
OG0007102	XP_001603780.2	XP_017761216.1
OG0007103	XP_001605001.1	XP_017764942.1
OG0007104	XP_001605497.2	XP_017759476.1
OG0007105	XP_008204094.1	XP_017755262.1
OG0007107	XP_003424389.1	XP_017756748.1
OG0007108	XP_001603959.1	XP_017756350.1
OG0007109	XP_031783797.1	XP_017763309.1
OG0007110	XP_001603164.2	XP_017758601.1
OG0007111	XP_003424070.1	XP_017760504.1
OG0007112	XP_016841707.1	XP_017755396.1
OG0007114	XP_032452878.1	XP_017762373.1
OG0007115	XP_008217592.1	XP_017755870.1
OG0007116	XP_001602076.1	XP_017766684.1
OG0007117	XP_031787330.1	XP_017759240.1
OG0007118	XP_001605379.1	XP_017761458.1
OG0007119	XP_031783773.1	XP_017757894.1
OG0007120	XP_031777362.1	XP_017761855.1
OG0007121	XP_001600933.1	XP_017764138.1
OG0007122	XP_031789505.1	XP_017754633.1
OG0007123	XP_001605320.2	XP_017764790.1
OG0007124	XP_031778162.1	XP_017767487.1
OG0007125	XP_001602926.2	XP_017762726.1
OG0007126	XP_031776985.1	XP_017759261.1
OG0007127	XP_001605032.1	XP_017763071.1
OG0007128	XP_016844870.1	XP_017763265.1
OG0007129	XP_031779197.1	XP_017767314.1
OG0007130	XP_001603429.1	XP_017756432.1, XP_017756424.1
OG0007131	XP_031782660.1	XP_017755201.1
OG0007132	NP_001127796.1	XP_017759391.1
OG0007133	XP_008205075.2	XP_017765377.1
OG0007134	XP_016837829.1	XP_017765742.1
OG0007135	XP_008202116.1	XP_017755373.1
OG0007136	XP_001604419.1	XP_017767101.1
OG0007137	XP_008212420.1	XP_017760620.1
OG0007138	XP_001606442.1	XP_017766014.1
OG0007139	XP_008202009.1	XP_017766762.1
OG0007140	XP_001604212.1	XP_017754209.1
OG0007141	XP_001607733.1	XP_017766646.1
OG0007142	XP_001605662.1	XP_017762786.1
OG0007143	XP_031788678.1	XP_017759390.1
OG0007144	NP_001180193.1	XP_017759622.1
OG0007145	XP_001602017.1	XP_017757823.1
OG0007146	XP_001602930.1	XP_017754527.1
OG0007147	XP_016840120.1	XP_017767147.1
OG0007148	XP_031787519.1	XP_017760716.1
OG0007149	XP_008213085.1	XP_017765629.1
OG0007150	XP_001607904.1	XP_017766944.1
OG0007151	NP_001135438.1	XP_017761037.1
OG0007152	XP_001603909.2	XP_017760951.1
OG0007153	XP_001601481.1	XP_017760012.1
OG0007154	XP_001602625.1	XP_017755568.1
OG0007155	XP_003423815.1	XP_017764447.1
OG0007156	XP_032454558.1	XP_017754944.1
OG0007157	XP_008210333.1, XP_031782808.1	XP_017754037.1
OG0007158	XP_016845595.1	XP_017762770.1
OG0007159	XP_001599568.2	XP_017766635.1
OG0007160	XP_031787973.1	XP_017763199.1
OG0007161	NP_001161268.1	XP_017752325.1
OG0007162	XP_001599076.1	XP_017763253.1
OG0007163	XP_001607989.1	XP_017758925.1
OG0007164	XP_003425640.1	XP_017762753.1
OG0007165	XP_008215083.1	XP_017758973.1
OG0007166	XP_016837889.1	XP_017762711.1
OG0007168	XP_008209390.1	XP_017755432.1
OG0007169	XP_001606702.2	XP_017755173.1
OG0007170	XP_001605048.2	XP_017764912.1
OG0007171	XP_001600441.2	XP_017764846.1
OG0007172	XP_001604504.2	XP_017757125.1
OG0007173	XP_001599008.1	XP_017755381.1
OG0007174	XP_001602460.2	XP_017752921.1
OG0007175	XP_008205450.1	XP_017765818.1
OG0007176	XP_008211130.1	XP_017759905.1
OG0007177	XP_031785363.1	XP_017754435.1
OG0007178	XP_031785377.1	XP_017757201.1
OG0007179	XP_031779409.1	XP_017761442.1
OG0007180	XP_031787984.1	XP_017759568.1
OG0007181	XP_031787839.1, XP_032456258.1	XP_017753805.1
OG0007182	XP_001600575.1	XP_017767033.1
OG0007183	XP_008208058.1, XP_008208059.1, XP_032452410.1	XP_017755353.1
OG0007184	XP_031789577.1	XP_017762609.1
OG0007185	XP_031784574.1	XP_017767675.1
OG0007186	XP_008212497.1	XP_017757281.1
OG0007187	XP_031778817.1	XP_017757693.1
OG0007188	XP_008211515.1	XP_017760761.1
OG0007190	XP_001605633.1	XP_017762813.1
OG0007193	XP_031787003.1	XP_017764196.1
OG0007194	XP_008203415.1	XP_017764626.1
OG0007195	XP_031779555.1	XP_017760405.1
OG0007196	XP_001601126.1	XP_017755147.1
OG0007197	XP_031786380.1	XP_017757623.1
OG0007198	XP_001606777.1	XP_017762108.1
OG0007199	XP_001605374.1	XP_017762473.1
OG0007202	XP_001606148.4	XP_017755118.1
OG0007203	XP_016841108.1	XP_017763163.1
OG0007205	XP_008217019.1	XP_017752216.1
OG0007206	XP_008208776.1	XP_017755724.1
OG0007208	XP_001606403.1	XP_017752283.1
OG0007209	XP_031784910.1	XP_017766796.1
OG0007210	XP_008214207.1	XP_017759408.1
OG0007211	XP_031779665.1	XP_017761711.1
OG0007212	XP_031785715.1	XP_017757559.1
OG0007213	XP_008210525.1	XP_017755961.1
OG0007214	XP_008211645.2	XP_017758220.1
OG0007216	XP_031789425.1, XP_031788627.1	XP_017754975.1
OG0007217	XP_031785295.1	XP_017754917.1
OG0007218	XP_003428052.1	XP_017757520.1
OG0007219	XP_008201923.1	XP_017755515.1
OG0007220	XP_001599316.1	XP_017763292.1
OG0007221	XP_003427394.1	XP_017758617.1
OG0007222	XP_001603212.2	XP_017755099.1
OG0007223	XP_008210417.1	XP_017760000.1
OG0007225	XP_008202942.1	XP_017759222.1
OG0007226	XP_031777196.1	XP_017767334.1
OG0007227	XP_001607130.2	XP_017762693.1
OG0007228	XP_001601013.2	XP_017759073.1
OG0007229	XP_001606627.1	XP_017765150.1
OG0007230	XP_001608116.1	XP_017764314.1
OG0007231	XP_001606187.2	XP_017754744.1
OG0007233	XP_008203149.1	XP_017762530.1
OG0007234	XP_008207137.1	XP_017763003.1
OG0007235	XP_001600638.2	XP_017753810.1
OG0007236	XP_008202121.2	XP_017757724.1
OG0007237	XP_031784900.1	XP_017752533.1
OG0007238	XP_008214546.1	XP_017759940.1
OG0007239	XP_003424236.1	XP_017753200.1
OG0007240	XP_031782304.1	XP_017760317.1
OG0007241	XP_008202980.1	XP_017760640.1
OG0007242	XP_001603556.2	XP_017763621.1
OG0007243	XP_016838564.1	XP_017766337.1
OG0007244	XP_003425290.1	XP_017758905.1
OG0007245	XP_001606498.1	XP_017753066.1
OG0007246	XP_031778417.1	XP_017760224.1
OG0007247	XP_016840433.1	XP_017765502.1
OG0007248	XP_008205858.2	XP_017767708.1
OG0007249	XP_016843679.1	XP_017753849.1
OG0007250	XP_001603116.2	XP_017753195.1
OG0007251	XP_031783752.1	XP_017766865.1
OG0007252	XP_001608028.2	XP_017765143.1
OG0007253	NP_001180239.1	XP_017761318.1
OG0007255	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1	XP_017753515.1
OG0007256	XP_031782544.1	XP_017765977.1
OG0007259	XP_008217460.1	XP_017759680.1
OG0007260	XP_001604590.2	XP_017763203.1
OG0007262	XP_016838326.1	XP_017766768.1
OG0007263	XP_031776706.1	XP_017756626.1
OG0007264	XP_016840677.1, XP_008211685.1	XP_017758743.1
OG0007265	NP_001162022.1	XP_017754065.1
OG0007266	XP_016840593.1	XP_017765027.1
OG0007267	XP_016836559.1, XP_016836556.1	XP_017764785.1, XP_017764784.1
OG0007268	XP_003425378.1	XP_017752336.1
OG0007269	XP_001605115.1	XP_017754645.1
OG0007270	XP_031782533.1	XP_017763097.1
OG0007271	XP_008206998.1	XP_017760952.1
OG0007272	XP_016840454.1	XP_017761401.1
OG0007273	XP_003424124.1	XP_017755757.1
OG0007275	XP_001608308.1	XP_017752715.1
OG0007277	XP_016842606.1, XP_001603939.2	XP_017762513.1
OG0007278	XP_001606486.2	XP_017754275.1
OG0007279	XP_031776991.1	XP_017760004.1
OG0007280	XP_031776762.1	XP_017764087.1
OG0007281	XP_001604457.2	XP_017762708.1
OG0007282	XP_016845577.1	XP_017758832.1
OG0007284	XP_031783689.1	XP_017765877.1
OG0007285	XP_001608218.1	XP_017759029.1
OG0007286	XP_001603443.2	XP_017755287.1
OG0007287	XP_008212439.1	XP_017755625.1
OG0007288	XP_031783100.1	XP_017767626.1
OG0007289	XP_031787044.1	XP_017756583.1
OG0007290	XP_001602919.1	XP_017752446.1
OG0007291	XP_001606055.1	XP_017752329.1
OG0007293	XP_031782694.1	XP_017759784.1
OG0007294	XP_008205349.2	XP_017758681.1
OG0007295	XP_001607438.2	XP_017752260.1
OG0007296	XP_008205140.3	XP_017766130.1
OG0007297	XP_016841229.1	XP_017754503.1
OG0007298	XP_001601114.2	XP_017758720.1
OG0007299	XP_031780751.1	XP_017764680.1
OG0007300	XP_032457783.1	XP_017761408.1
OG0007301	XP_031783470.1	XP_017754594.1
OG0007303	XP_001607590.1	XP_017765333.1
OG0007304	XP_001605751.1	XP_017753870.1
OG0007305	XP_001602726.2	XP_017762256.1
OG0007306	XP_001603418.2	XP_017765466.1
OG0007307	XP_016837235.1	XP_017760776.1
OG0007308	XP_008208165.1	XP_017756087.1
OG0007311	XP_001602053.1	XP_017765872.1
OG0007312	XP_001601562.1	XP_017754728.1
OG0007313	XP_001604190.2	XP_017760701.1
OG0007314	XP_031781558.1	XP_017758560.1, XP_017762405.1
OG0007315	XP_008214041.1	XP_017762236.1
OG0007316	XP_032457749.1	XP_017760087.1
OG0007317	XP_016842908.1	XP_017756452.1
OG0007318	XP_001601386.4	XP_017767676.1
OG0007319	XP_001601122.1	XP_017759509.1
OG0007320	XP_003425288.1	XP_017758007.1
OG0007321	XP_008209383.1	XP_017756964.1
OG0007322	XP_003424223.1	XP_017754309.1
OG0007323	XP_031778812.1	XP_017753650.1
OG0007324	XP_016839643.1	XP_017757178.1
OG0007326	XP_003424168.1	XP_017760062.1
OG0007327	XP_003423897.1	XP_017758916.1
OG0007328	XP_016838367.1	XP_017761225.1
OG0007329	XP_001604976.1	XP_017756002.1
OG0007330	XP_031779333.1	XP_017765183.1
OG0007331	XP_016837247.1	XP_017758955.1
OG0007332	XP_003427350.4	XP_017760823.1
OG0007333	XP_031784115.1	XP_017752819.1
OG0007334	XP_031788230.1	XP_017759550.1
OG0007335	XP_031789450.1	XP_017762796.1
OG0007336	XP_031788114.1	XP_017756779.1
OG0007337	XP_031776933.1	XP_017762784.1
OG0007338	XP_008217430.1	XP_017761000.1
OG0007339	XP_032453379.1	XP_017763716.1
OG0007340	XP_001606591.1	XP_017766574.1
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_017767158.1
OG0007342	XP_016844839.2	XP_017766810.1
OG0007343	XP_003424337.1	XP_017762296.1
OG0007344	XP_003425289.1	XP_017764709.1
OG0007345	XP_001599735.2	XP_017766470.1
OG0007346	XP_003427661.1	XP_017761450.1
OG0007347	XP_003424434.1	XP_017758183.1
OG0007348	XP_016840287.1	XP_017764559.1
OG0007349	XP_001605160.1	XP_017760526.1
OG0007350	XP_031778838.1	XP_017753178.1
OG0007351	XP_008210955.1	XP_017761992.1
OG0007352	XP_001607621.1	XP_017765535.1
OG0007353	XP_031782410.1	XP_017759698.1
OG0007355	XP_003424145.1	XP_017759771.1
OG0007356	XP_001605386.1	XP_017764382.1
OG0007357	XP_008207191.1	XP_017756871.1
OG0007358	XP_031784312.1	XP_017759100.1
OG0007359	XP_031783482.1	XP_017765933.1
OG0007360	XP_032453401.1	XP_017760106.1
OG0007361	XP_016844895.1	XP_017759569.1
OG0007362	XP_031789594.1	XP_017763553.1
OG0007363	XP_032457604.1	XP_017766668.1
OG0007364	XP_001603481.1	XP_017760667.1
OG0007365	XP_008215266.1	XP_017756461.1
OG0007366	XP_008202699.1	XP_017767258.1
OG0007367	XP_001605609.2	XP_017760697.1
OG0007368	XP_001601176.1	XP_017755627.1
OG0007369	XP_001601889.1	XP_017754350.1
OG0007370	XP_008201977.1	XP_017763022.1
OG0007372	XP_001606102.2	XP_017757214.1
OG0007373	XP_001606268.2	XP_017764020.1
OG0007374	XP_031780868.1	XP_017763581.1
OG0007375	XP_031786197.1	XP_017760898.1
OG0007376	XP_008205344.1	XP_017753006.1
OG0007377	XP_016839723.1	XP_017766143.1
OG0007378	XP_008203228.1	XP_017764751.1
OG0007379	XP_001600896.2	XP_017756147.1
OG0007380	XP_003424823.1	XP_017759924.1
OG0007382	XP_016841343.1	XP_017766047.1
OG0007383	XP_001602630.2	XP_017762142.1
OG0007385	XP_032454766.1	XP_017757071.1
OG0007386	XP_008203454.2	XP_017758609.1
OG0007387	XP_001601439.1	XP_017759455.1
OG0007388	XP_001602139.2	XP_017754834.1
OG0007390	XP_016844969.1	XP_017754850.1
OG0007392	XP_008214639.1	XP_017753969.1
OG0007394	XP_001605117.2	XP_017757190.1
OG0007395	XP_008209456.1	XP_017761520.1
OG0007396	XP_001604898.2	XP_017763959.1
OG0007397	XP_001607207.1	XP_017764474.1
OG0007398	XP_016842848.2	XP_017757323.1
OG0007399	XP_016837464.1	XP_017755292.1
OG0007400	NP_001123262.1	XP_017765089.1
OG0007401	XP_008208464.3	XP_017757452.1
OG0007402	XP_008204135.1	XP_017759291.1
OG0007403	XP_008206634.2	XP_017767687.1
OG0007404	XP_031784531.1	XP_017766965.1
OG0007405	XP_001606394.2	XP_017765395.1
OG0007406	XP_031779648.1	XP_017763962.1
OG0007407	XP_031777926.1	XP_017765109.1
OG0007408	XP_016845737.1	XP_017753549.1
OG0007409	XP_016840697.1	XP_017758594.1
OG0007410	XP_001602553.1	XP_017766015.1
OG0007411	XP_001607954.2	XP_017758088.1
OG0007412	XP_001599577.1	XP_017754894.1
OG0007413	XP_008206325.2	XP_017753583.1
OG0007414	XP_016844959.1	XP_017761459.1
OG0007416	XP_008212293.3	XP_017754614.1
OG0007417	XP_008202927.2	XP_017762584.1
OG0007418	XP_031778309.1	XP_017755823.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_017760257.1
OG0007420	XP_016838747.2	XP_017763106.1
OG0007422	XP_001604585.1	XP_017756760.1
OG0007423	XP_008204051.1	XP_017761240.1
OG0007425	XP_031785979.1	XP_017764642.1
OG0007426	XP_003425833.1	XP_017758696.1
OG0007428	XP_003428026.1	XP_017766028.1
OG0007429	XP_016841851.1	XP_017755690.1
OG0007430	XP_008209671.2	XP_017753563.1
OG0007431	XP_003424312.1	XP_017760261.1
OG0007432	XP_016843681.1	XP_017766124.1
OG0007433	XP_008211689.1	XP_017767562.1
OG0007434	XP_016841929.1	XP_017763859.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_017759354.1
OG0007436	XP_001605629.3	XP_017754882.1
OG0007437	XP_008206600.1	XP_017760686.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_017761095.1
OG0007439	XP_031780254.1	XP_017767634.1
OG0007440	XP_031783644.1	XP_017755192.1
OG0007442	XP_001607688.1	XP_017764332.1
OG0007443	XP_008215608.1	XP_017762250.1
OG0007444	XP_008204928.1	XP_017757253.1
OG0007445	XP_003427586.2	XP_017767738.1
OG0007446	XP_031786748.1	XP_017757994.1
OG0007447	XP_001606013.2	XP_017766584.1
OG0007448	XP_016837692.1	XP_017762499.1
OG0007449	XP_031785201.1	XP_017755877.1
OG0007450	XP_008209890.1	XP_017753143.1
OG0007451	XP_008216797.2	XP_017764359.1
OG0007452	XP_016837200.1	XP_017756564.1
OG0007453	XP_001607627.1	XP_017765193.1
OG0007455	XP_031783800.1	XP_017756244.1
OG0007456	XP_008204289.1	XP_017766088.1
OG0007457	XP_031779886.1	XP_017766562.1
OG0007458	XP_001606006.1	XP_017753550.1
OG0007459	XP_016838578.1	XP_017755946.1
OG0007461	XP_016845546.1	XP_017756185.1
OG0007462	NP_001128393.1	XP_017756607.1
OG0007463	XP_008210504.2	XP_017762557.1
OG0007464	XP_001607772.1	XP_017757290.1
OG0007465	XP_016839773.1	XP_017766583.1
OG0007466	XP_031778559.1	XP_017760631.1
OG0007467	XP_001605267.1	XP_017760376.1
OG0007468	XP_032454270.1	XP_017764614.1
OG0007469	XP_031778829.1	XP_017757980.1
OG0007470	XP_001600063.1	XP_017759818.1
OG0007471	XP_001603222.1	XP_017766785.1
OG0007472	XP_001602539.2	XP_017754676.1
OG0007474	XP_001608145.2	XP_017765467.1
OG0007475	NP_001123268.1	XP_017758557.1
OG0007477	XP_016840180.1	XP_017753001.1
OG0007478	XP_001601181.1	XP_017762534.1
OG0007479	XP_008207966.1	XP_017759488.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_017761713.1
OG0007481	XP_031782840.1	XP_017753723.1
OG0007485	XP_003427705.1	XP_017763821.1
OG0007486	XP_001602821.1	XP_017758740.1
OG0007487	XP_008215394.1	XP_017759256.1
OG0007488	XP_001606539.1	XP_017753204.1
OG0007489	XP_008202097.1	XP_017752912.1
OG0007490	XP_008214456.1	XP_017754595.1
OG0007491	NP_001155850.1, XP_016844688.1	XP_017754333.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_017759683.1
