Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0007308	XP_008208165.1	XP_031841291.1
OG0007311	XP_001602053.1	XP_031833326.1
OG0007312	XP_001601562.1	XP_031834768.1, XP_031848874.1
OG0007313	XP_001604190.2	XP_031835774.1
OG0007314	XP_031781558.1	XP_031845102.1
OG0007315	XP_008214041.1	XP_031838618.1
OG0007316	XP_032457749.1	XP_031845512.1
OG0007317	XP_016842908.1	XP_031831014.1
OG0007318	XP_001601386.4	XP_031833581.1
OG0007319	XP_001601122.1	XP_031846363.1
OG0007320	XP_003425288.1	XP_031847122.1
OG0007321	XP_008209383.1	XP_031835249.1
OG0007322	XP_003424223.1	XP_031831892.1
OG0007323	XP_031778812.1	XP_031835221.1
OG0007324	XP_016839643.1	XP_031845381.1
OG0007326	XP_003424168.1	XP_031829367.1
OG0007327	XP_003423897.1	XP_031838675.1
OG0007328	XP_016838367.1	XP_031833949.1
OG0007329	XP_001604976.1	XP_031842314.1
OG0007330	XP_031779333.1	XP_031849503.1
OG0007331	XP_016837247.1	XP_031848653.1
OG0007332	XP_003427350.4	XP_031850154.1
OG0007333	XP_031784115.1	XP_031843226.1
OG0007334	XP_031788230.1	XP_031829674.1
OG0007335	XP_031789450.1	XP_031826100.1
OG0007336	XP_031788114.1	XP_031840218.1
OG0007337	XP_031776933.1	XP_031846659.1
OG0007338	XP_008217430.1	XP_031850219.1
OG0007339	XP_032453379.1	XP_031836586.1
OG0007340	XP_001606591.1	XP_031849684.1
OG0007341	XP_031788846.1, XP_031776884.1, XP_008215328.1	XP_031848580.1, XP_031848579.1
OG0007342	XP_016844839.2	XP_031835986.1
OG0007343	XP_003424337.1	XP_031835739.1
OG0007344	XP_003425289.1	XP_031843769.1
OG0007345	XP_001599735.2	XP_031839995.1
OG0007346	XP_003427661.1	XP_031849387.1
OG0007347	XP_003424434.1	XP_031831329.1, XP_031839670.1
OG0007348	XP_016840287.1	XP_031829686.1
OG0007349	XP_001605160.1	XP_031840666.1
OG0007350	XP_031778838.1	XP_031826244.1
OG0007351	XP_008210955.1	XP_031830274.1
OG0007352	XP_001607621.1	XP_031828606.1
OG0007353	XP_031782410.1	XP_031834740.1, XP_031834739.1
OG0007355	XP_003424145.1	XP_031826958.1
OG0007356	XP_001605386.1	XP_031829062.1
OG0007357	XP_008207191.1	XP_031840080.1
OG0007358	XP_031784312.1	XP_031848160.1
OG0007359	XP_031783482.1	XP_031833200.1
OG0007360	XP_032453401.1	XP_031847974.1
OG0007361	XP_016844895.1	XP_031848310.1
OG0007362	XP_031789594.1	XP_031830862.1
OG0007363	XP_032457604.1	XP_031832406.1
OG0007364	XP_001603481.1	XP_031849226.1
OG0007365	XP_008215266.1	XP_031830748.1
OG0007366	XP_008202699.1	XP_031845884.1
OG0007367	XP_001605609.2	XP_031850177.1
OG0007368	XP_001601176.1	XP_031831515.1
OG0007369	XP_001601889.1	XP_031844687.1
OG0007370	XP_008201977.1	XP_031842560.1
OG0007372	XP_001606102.2	XP_031845256.1
OG0007373	XP_001606268.2	XP_031836569.1
OG0007374	XP_031780868.1	XP_031840237.1
OG0007375	XP_031786197.1	XP_031849354.1
OG0007376	XP_008205344.1	XP_031836019.1
OG0007377	XP_016839723.1	XP_031848635.1
OG0007378	XP_008203228.1	XP_031843762.1
OG0007379	XP_001600896.2	XP_031841763.1
OG0007380	XP_003424823.1	XP_031832578.1
OG0007382	XP_016841343.1	XP_031848680.1
OG0007383	XP_001602630.2	XP_031841435.1
OG0007385	XP_032454766.1	XP_031837286.1
OG0007386	XP_008203454.2	XP_031846134.1
OG0007387	XP_001601439.1	XP_031833803.1
OG0007388	XP_001602139.2	XP_031829020.1
OG0007389	XP_031777965.1	XP_031839869.1
OG0007390	XP_016844969.1	XP_031849850.1
OG0007392	XP_008214639.1	XP_031847657.1
OG0007394	XP_001605117.2	XP_031838802.1
OG0007395	XP_008209456.1	XP_031832747.1
OG0007396	XP_001604898.2	XP_031837009.1
OG0007397	XP_001607207.1	XP_031828803.1
OG0007398	XP_016842848.2	XP_031830939.1
OG0007399	XP_016837464.1	XP_031825535.1
OG0007400	NP_001123262.1	XP_031842750.1
OG0007401	XP_008208464.3	XP_031825378.1
OG0007402	XP_008204135.1	XP_031832937.1
OG0007403	XP_008206634.2	XP_031825633.1
OG0007404	XP_031784531.1	XP_031833726.1
OG0007405	XP_001606394.2	XP_031848273.1
OG0007406	XP_031779648.1	XP_031837000.1
OG0007407	XP_031777926.1	XP_031844709.1
OG0007408	XP_016845737.1	XP_031838811.1
OG0007409	XP_016840697.1	XP_031845180.1
OG0007410	XP_001602553.1	XP_031839432.1
OG0007411	XP_001607954.2	XP_031847420.1
OG0007412	XP_001599577.1	XP_031850153.1
OG0007413	XP_008206325.2	XP_031850005.1
OG0007414	XP_016844959.1	XP_031849456.1
OG0007416	XP_008212293.3	XP_031848749.1
OG0007417	XP_008202927.2	XP_031837484.1
OG0007418	XP_031778309.1	XP_031827379.1
OG0007419	XP_031779975.1, XP_031779976.1	XP_031847032.1
OG0007420	XP_016838747.2	XP_031831957.1
OG0007422	XP_001604585.1	XP_031838360.1
OG0007423	XP_008204051.1	XP_031837126.1
OG0007425	XP_031785979.1	XP_031847650.1
OG0007426	XP_003425833.1	XP_031843789.1
OG0007428	XP_003428026.1	XP_031839431.1
OG0007429	XP_016841851.1	XP_031827340.1
OG0007430	XP_008209671.2	XP_031845866.1
OG0007431	XP_003424312.1	XP_031836752.1
OG0007432	XP_016843681.1	XP_031838831.1
OG0007433	XP_008211689.1	XP_031829153.1
OG0007434	XP_016841929.1	XP_031846786.1
OG0007435	XP_031788892.1, XP_031788893.1, XP_031788891.1	XP_031848539.1
OG0007436	XP_001605629.3	XP_031849898.1
OG0007437	XP_008206600.1	XP_031835369.1
OG0007438	XP_032456208.1, XP_008201926.1	XP_031834428.1
OG0007439	XP_031780254.1	XP_031829274.1
OG0007440	XP_031783644.1	XP_031828012.1
OG0007442	XP_001607688.1	XP_031846484.1
OG0007443	XP_008215608.1	XP_031841115.1
OG0007444	XP_008204928.1	XP_031845368.1
OG0007445	XP_003427586.2	XP_031833458.1
OG0007446	XP_031786748.1	XP_031847255.1
OG0007447	XP_001606013.2	XP_031832376.1
OG0007448	XP_016837692.1	XP_031842160.1
OG0007449	XP_031785201.1	XP_031830214.1
OG0007450	XP_008209890.1	XP_031826238.1
OG0007451	XP_008216797.2	XP_031826516.1
OG0007452	XP_016837200.1	XP_031843305.1
OG0007453	XP_001607627.1	XP_031842274.1
OG0007455	XP_031783800.1	XP_031826534.1
OG0007456	XP_008204289.1	XP_031848357.1
OG0007457	XP_031779886.1	XP_031844563.1
OG0007458	XP_001606006.1	XP_031838317.1
OG0007459	XP_016838578.1	XP_031850356.1
OG0007461	XP_016845546.1	XP_031841749.1
OG0007462	NP_001128393.1	XP_031830498.1
OG0007463	XP_008210504.2	XP_031837453.1
OG0007464	XP_001607772.1	XP_031844146.1
OG0007465	XP_016839773.1	XP_031832377.1
OG0007466	XP_031778559.1	XP_031837109.1
OG0007467	XP_001605267.1	XP_031840826.1
OG0007468	XP_032454270.1	XP_031828729.1
OG0007469	XP_031778829.1	XP_031848209.1
OG0007470	XP_001600063.1	XP_031839517.1
OG0007471	XP_001603222.1	XP_031832386.1
OG0007472	XP_001602539.2	XP_031827149.1
OG0007473	XP_008216163.1	XP_031841055.1
OG0007474	XP_001608145.2	XP_031834646.1
OG0007475	NP_001123268.1	XP_031846144.1
OG0007477	XP_016840180.1	XP_031836015.1
OG0007478	XP_001601181.1	XP_031834605.1
OG0007479	XP_008207966.1	XP_031848450.1
OG0007480	XP_016837016.1, NP_001123218.1	XP_031838755.1
OG0007481	XP_031782840.1	XP_031832563.1
OG0007485	XP_003427705.1	XP_031843661.1, XP_031843662.1
OG0007486	XP_001602821.1	XP_031825680.1
OG0007487	XP_008215394.1	XP_031843300.1
OG0007488	XP_001606539.1	XP_031827313.1, XP_031827312.1
OG0007489	XP_008202097.1	XP_031825682.1
OG0007490	XP_008214456.1	XP_031832823.1
OG0007491	NP_001155850.1, XP_016844688.1	XP_031849241.1
OG0007492	XP_031776625.1, XP_001602825.1	XP_031826051.1
OG0007494	XP_003425818.1	XP_031825513.1
OG0007495	XP_032458057.1	XP_031841132.1
OG0007496	XP_001606840.1	XP_031833704.1
OG0007497	XP_008202169.1	XP_031830406.1, XP_031830407.1
OG0007498	XP_003424208.1	XP_031832212.1
OG0007499	XP_003426724.1	XP_031841974.1
OG0007501	XP_031788164.1	XP_031837528.1
OG0007502	XP_003425848.1	XP_031847992.1
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_031833693.1
OG0007504	XP_001604416.1	XP_031840405.1
OG0007505	XP_008204888.1	XP_031845321.1
OG0007506	NP_001127785.1, XP_031778367.1	XP_031831335.1
OG0007507	NP_001122408.2, XP_031778055.1	XP_031838334.1
OG0007508	XP_001603578.2	XP_031844677.1
OG0007511	XP_008202965.1	XP_031834743.1
OG0007512	XP_003423857.1	XP_031835936.1
OG0007513	XP_001607368.1	XP_031840124.1
OG0007514	XP_031784227.1	XP_031831058.1
OG0007515	NP_001155068.1	XP_031842917.1
OG0007516	XP_031778490.1	XP_031845604.1
OG0007517	XP_032454610.1	XP_031833037.1
OG0007518	XP_016845761.1	XP_031846435.1
OG0007519	XP_008201964.1	XP_031839651.1
OG0007521	XP_008213989.2	XP_031836470.1, XP_031836469.1
OG0007522	XP_031785211.1	XP_031833455.1
OG0007525	XP_001604646.2	XP_031835218.1
OG0007526	XP_001603138.1	XP_031846816.1
OG0007527	XP_031786933.1, XP_003426889.1	XP_031842171.1
OG0007529	XP_031785557.1	XP_031834471.1
OG0007530	XP_008215383.1	XP_031826923.1
OG0007531	XP_031784786.1	XP_031849430.1
OG0007532	XP_001604649.2	XP_031828063.1
OG0007534	XP_001602343.2	XP_031845011.1
OG0007535	XP_031785355.1, XP_031785302.1	XP_031839209.1
OG0007536	XP_003425314.1	XP_031832991.1
OG0007538	XP_003424560.1	XP_031848341.1
OG0007539	XP_031779254.1	XP_031841745.1
OG0007540	XP_031787306.1	XP_031847800.1
OG0007541	XP_003425003.1	XP_031849013.1
OG0007543	XP_001600720.1	XP_031833727.1
OG0007544	XP_031787751.1	XP_031834539.1
OG0007546	XP_032452245.1	XP_031829202.1
OG0007547	NP_001155050.1	XP_031827408.1
OG0007550	XP_001604519.1	XP_031838816.1
OG0007552	XP_031784351.1	XP_031845669.1
OG0007553	NP_001166278.1	XP_031828863.1
OG0007554	XP_003425038.1	XP_031838723.1
OG0007555	XP_031785493.1	XP_031833614.1
OG0007557	XP_031780462.1, XP_031780463.1	XP_031845656.1
OG0007558	XP_008203648.1	XP_031845679.1
OG0007559	XP_008211795.2	XP_031841133.1
OG0007560	XP_001607036.2	XP_031836285.1
OG0007561	XP_001606656.2	XP_031830925.1, XP_031830929.1, XP_031830927.1, XP_031830926.1, XP_031830928.1, XP_031830930.1
OG0007562	XP_031777917.1	XP_031846027.1
OG0007563	XP_008212595.1	XP_031850018.1
OG0007564	XP_001599110.3, NP_001164356.2, XP_031778331.1	XP_031835479.1, XP_031835480.1
OG0007565	XP_032453950.1	XP_031827880.1
OG0007566	XP_016836856.1, XP_001600382.1, XP_008215107.1	XP_031841282.1
OG0007568	XP_001606524.1	XP_031831983.1, XP_031831985.1, XP_031831984.1, XP_031831982.1
OG0007569	XP_001606360.1, XP_031788136.1	XP_031832240.1
OG0007570	XP_001607294.1	XP_031829197.1, XP_031829198.1
OG0007571	XP_001605554.1, XP_001605540.1	XP_031836728.1, XP_031836729.1
OG0007572	XP_016840252.1	XP_031829480.1
OG0007573	XP_003426959.1	XP_031833649.1
OG0007574	XP_032456614.1	XP_031828821.1
OG0007576	XP_003423956.1	XP_031846538.1, XP_031846528.1
OG0007577	XP_001602378.2	XP_031843456.1, XP_031843457.1, XP_031843458.1, XP_031843459.1, XP_031843455.1
OG0007578	XP_008207025.2	XP_031841836.1
OG0007579	XP_031781500.1	XP_031827225.1
OG0007580	XP_001601096.1	XP_031838216.1
OG0007581	XP_008203896.1	XP_031834733.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_031837674.1
OG0007583	XP_008217811.1	XP_031830583.1, XP_031830580.1, XP_031830581.1, XP_031830587.1, XP_031830596.1
OG0007584	XP_008209531.1	XP_031835493.1
OG0007585	XP_001607768.1, XP_001604452.1	XP_031829048.1
OG0007587	XP_003424691.2	XP_031837799.1
OG0007589	XP_008214814.1	XP_031825312.1
OG0007590	XP_001607479.1, XP_008207232.1	XP_031833734.1
OG0007591	XP_008204317.1	XP_031840215.1
OG0007593	XP_031789413.1	XP_031841270.1
OG0007597	XP_016841156.1	XP_031834173.1
OG0007604	XP_001605555.2	XP_031842769.1
OG0007605	XP_001600973.1, XP_008204780.1	XP_031838217.1
OG0007607	XP_001601799.1	XP_031839268.1
OG0007608	XP_001605794.2	XP_031834585.1
OG0007609	XP_032455309.1	XP_031841065.1
OG0007610	XP_001600325.1	XP_031827357.1
OG0007611	XP_016839306.1	XP_031836286.1
OG0007612	NP_001161334.1	XP_031839537.1
OG0007613	XP_016843537.1	XP_031831499.1
OG0007615	XP_008203208.1	XP_031835964.1
OG0007616	NP_001165854.1	XP_031841000.1
OG0007617	NP_001156932.1, XP_031788689.1	XP_031830354.1
OG0007618	XP_001600882.1	XP_031830824.1
OG0007619	NP_001193393.1	XP_031833402.1
OG0007621	XP_003424289.1	XP_031832199.1
OG0007622	XP_031782820.1	XP_031834841.1
OG0007623	XP_001600663.1	XP_031835874.1
OG0007624	XP_003427547.1	XP_031837184.1
OG0007625	XP_001604826.2	XP_031835368.1
OG0007626	XP_008212899.1	XP_031830384.1
OG0007627	XP_008211961.1	XP_031826269.1
OG0007629	NP_001166087.1	XP_031831789.1
OG0007630	XP_031789091.1	XP_031838298.1
OG0007631	XP_031776999.1	XP_031840640.1
OG0007632	XP_031786374.1	XP_031847851.1
OG0007633	XP_016843091.1	XP_031846688.1
OG0007634	XP_008204569.1	XP_031845287.1
OG0007638	XP_001603911.1	XP_031827867.1
OG0007639	XP_032456820.1	XP_031842611.1
OG0007640	XP_016844043.2	XP_031830700.1
OG0007642	XP_001599500.1	XP_031828277.1
OG0007644	XP_031786836.1	XP_031832734.1
OG0007646	XP_016837210.1	XP_031843294.1
OG0007647	XP_008210039.1	XP_031840916.1
OG0007648	XP_001599511.2	XP_031849139.1
OG0007649	XP_001604675.1	XP_031836580.1
OG0007650	XP_031778933.1	XP_031846191.1
OG0007651	XP_008210404.2	XP_031831738.1
OG0007652	XP_031782789.1	XP_031843306.1
OG0007653	XP_001603682.2	XP_031835438.1
OG0007655	XP_008216270.1	XP_031829369.1
OG0007656	XP_003426992.1	XP_031829864.1
OG0007657	XP_001599859.1	XP_031844597.1
OG0007658	XP_001606188.1	XP_031834025.1
OG0007659	XP_008216692.1	XP_031834393.1
OG0007660	XP_016838811.1	XP_031845182.1
OG0007661	XP_016838616.1	XP_031841169.1
OG0007662	XP_016839443.1	XP_031840291.1
OG0007663	XP_008211910.1	XP_031847830.1
OG0007664	XP_008204265.1	XP_031845872.1
OG0007665	XP_008214624.1	XP_031847315.1
OG0007666	XP_031785208.1	XP_031833217.1
OG0007667	XP_008204034.1	XP_031837795.1
OG0007668	XP_001603424.1	XP_031846096.1
OG0007671	XP_008217228.2	XP_031834577.1
OG0007673	XP_001604229.1	XP_031843908.1
OG0007675	XP_031782620.1	XP_031847160.1
OG0007676	XP_016839990.1	XP_031840674.1
OG0007677	XP_001607967.2	XP_031835806.1
OG0007678	XP_031783294.1	XP_031838950.1
OG0007679	XP_001605964.1	XP_031827317.1
OG0007680	XP_001605131.1	XP_031845138.1
OG0007682	XP_001606372.1	XP_031834600.1
OG0007683	XP_032454654.1	XP_031831579.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_031843376.1
OG0007685	XP_031784586.1	XP_031843590.1
OG0007686	XP_031788411.1	XP_031839809.1
OG0007687	NP_001153497.1	XP_031840639.1
OG0007688	XP_001599603.1	XP_031830698.1
OG0007690	XP_001604403.1	XP_031826400.1
OG0007692	XP_031786948.1	XP_031838700.1
OG0007694	XP_003426057.1	XP_031846092.1
OG0007695	XP_001601396.2	XP_031827720.1
OG0007699	XP_016844493.1	XP_031844032.1
OG0007701	XP_016837280.1	XP_031835483.1, XP_031835486.1
OG0007702	NP_001136168.1	XP_031834454.1
OG0007703	XP_031780118.1	XP_031843674.1
OG0007704	XP_031786369.1	XP_031847362.1
OG0007705	XP_003426067.1	XP_031835452.1
OG0007707	XP_003426379.1	XP_031838943.1
OG0007708	XP_016841899.1	XP_031839996.1
OG0007709	XP_031785180.1	XP_031848896.1
OG0007710	XP_016845440.1, XP_016845439.1, XP_031786640.1	XP_031842979.1
OG0007711	XP_031785891.1	XP_031836388.1
OG0007712	XP_032452744.1, XP_008203065.1, XP_008203066.1	XP_031842643.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_031847358.1
OG0007715	XP_003424771.1	XP_031848990.1
OG0007716	XP_001604126.2	XP_031847352.1
OG0007717	XP_001604913.2	XP_031836560.1
OG0007718	XP_031777952.1	XP_031848774.1
OG0007719	XP_008206193.1	XP_031836495.1
OG0007720	XP_031787539.1	XP_031832420.1
OG0007721	XP_001604437.1	XP_031840725.1
OG0007722	XP_008205334.1	XP_031834413.1, XP_031834412.1
OG0007723	XP_031782339.1	XP_031834817.1
OG0007726	XP_003426812.1	XP_031850373.1
OG0007728	XP_031787225.1	XP_031832733.1
OG0007730	XP_008214794.1	XP_031838406.1
OG0007731	XP_001602982.1	XP_031846139.1
OG0007732	XP_016844452.1	XP_031840226.1
OG0007733	XP_001600305.1	XP_031837048.1
OG0007734	XP_031778166.1	XP_031840498.1
OG0007735	XP_031783233.1	XP_031830115.1
OG0007736	XP_003424812.1	XP_031839455.1
OG0007737	XP_031782036.1	XP_031831512.1
OG0007738	XP_008207414.2	XP_031847919.1
OG0007739	XP_008204852.1	XP_031825595.1
OG0007741	XP_001603197.1	XP_031830273.1
OG0007742	XP_032451753.1, XP_032451752.1	XP_031826602.1
OG0007743	XP_001602573.1	XP_031834552.1
OG0007744	XP_031782596.1	XP_031846228.1
OG0007745	XP_003424608.1	XP_031846515.1
OG0007746	XP_016837582.1	XP_031833918.1
OG0007747	XP_008207525.2	XP_031836654.1
OG0007748	XP_031778600.1	XP_031850300.1
OG0007749	XP_031785103.1	XP_031843749.1
OG0007750	XP_031780777.1	XP_031828725.1
OG0007751	NP_001152815.1, XP_008215062.1	XP_031844124.1
OG0007752	XP_016839804.1	XP_031835630.1
OG0007753	XP_016844520.1	XP_031848985.1
OG0007754	NP_001155160.1	XP_031826373.1
OG0007755	XP_016845496.1	XP_031829370.1
OG0007756	XP_003425484.2	XP_031831360.1
OG0007758	XP_008204543.1	XP_031841644.1
OG0007759	XP_031785336.1	XP_031843406.1
OG0007760	XP_001602527.3	XP_031843601.1
OG0007761	XP_008202911.1	XP_031834752.1
OG0007763	XP_001604935.1	XP_031849031.1
OG0007764	XP_001606585.2	XP_031830670.1
OG0007768	XP_001606537.1	XP_031837375.1
OG0007769	XP_001607218.1	XP_031832973.1
OG0007770	XP_008202614.1	XP_031835034.1
OG0007771	XP_032454440.1	XP_031834936.1, XP_031834934.1
OG0007772	XP_031787956.1	XP_031840435.1
OG0007773	XP_031777943.1	XP_031833063.1
OG0007775	XP_031781135.1	XP_031833419.1, XP_031833420.1
OG0007776	XP_016836701.1	XP_031841120.1
OG0007777	XP_031781103.1	XP_031828293.1
OG0007778	XP_032453593.1	XP_031840656.1
OG0007779	XP_032452919.1	XP_031834160.1, XP_031834141.1
OG0007780	XP_016841750.1	XP_031827706.1
OG0007781	XP_031780292.1	XP_031831055.1
OG0007782	XP_003426151.2, XP_032455610.1, XP_032455609.1	XP_031825309.1
OG0007783	XP_031779322.1	XP_031832684.1
OG0007785	XP_003424912.2	XP_031833852.1
OG0007787	XP_001603368.1	XP_031831761.1
OG0007789	XP_016839167.1	XP_031845258.1
OG0007790	XP_031780559.1	XP_031834139.1
OG0007791	XP_001604415.1	XP_031845563.1
OG0007793	XP_001608250.2	XP_031841003.1
OG0007794	XP_016842304.1	XP_031840578.1, XP_031840568.1, XP_031840559.1
OG0007795	XP_008204030.1	XP_031837552.1
OG0007796	NP_001135428.1	XP_031827497.1
OG0007797	XP_016841278.1	XP_031834147.1
OG0007798	XP_031787919.1	XP_031847327.1
OG0007799	XP_031779328.1	XP_031832664.1
OG0007801	XP_001605943.1	XP_031834726.1
OG0007802	XP_008209713.1	XP_031844159.1
OG0007803	XP_008209164.1	XP_031842777.1, XP_031842778.1
OG0007804	XP_031782127.1	XP_031839727.1
OG0007805	XP_031788334.1	XP_031844940.1
OG0007806	XP_001602220.1	XP_031832028.1, XP_031832031.1
OG0007808	XP_001606722.1	XP_031834033.1
OG0007809	XP_031788076.1	XP_031829768.1
OG0007810	XP_008206938.1	XP_031828117.1
OG0007811	XP_001607700.1	XP_031832241.1
OG0007812	XP_016844316.1	XP_031828336.1
OG0007813	XP_016837845.1	XP_031848244.1
OG0007814	XP_001603163.2	XP_031833047.1
OG0007815	XP_008204173.1	XP_031847877.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_031847603.1
OG0007818	XP_008209885.1, XP_031780738.1	XP_031836525.1
OG0007819	XP_001602242.1	XP_031834721.1
OG0007821	XP_008205904.1	XP_031846622.1
OG0007822	XP_031787626.1	XP_031845745.1
OG0007823	XP_031779593.1	XP_031843534.1
OG0007824	XP_008210718.1	XP_031827854.1
OG0007826	XP_001605079.1	XP_031841550.1
OG0007827	XP_031779180.1	XP_031849069.1
OG0007828	NP_001166858.1	XP_031831334.1
OG0007829	XP_031781490.1, XP_032457637.1, XP_031781491.1	XP_031827293.1
OG0007830	XP_032454084.1	XP_031828502.1
OG0007831	XP_003424198.1	XP_031831776.1
OG0007832	XP_003427029.1	XP_031839069.1
OG0007835	XP_016845855.1	XP_031827264.1
OG0007836	XP_001602291.2	XP_031834384.1
OG0007837	XP_001604351.1	XP_031841612.1
OG0007838	XP_031784515.1	XP_031849275.1
OG0007839	NP_001161197.1	XP_031838828.1
OG0007840	XP_008211581.1	XP_031846637.1
OG0007841	XP_008211719.2	XP_031846177.1
OG0007842	XP_003426609.1	XP_031831069.1, XP_031831071.1, XP_031831070.1
OG0007843	XP_001604128.1	XP_031839425.1, XP_031839426.1
OG0007844	XP_001604483.1	XP_031844095.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_031829345.1
OG0007846	XP_031789524.1	XP_031841770.1
OG0007848	XP_032457277.1	XP_031828033.1
OG0007849	XP_016842359.1	XP_031848412.1
OG0007850	XP_003425658.1	XP_031837871.1
OG0007851	XP_016841074.1	XP_031832635.1
OG0007852	XP_001605476.2	XP_031831888.1
OG0007853	XP_031776605.1	XP_031827604.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_031831435.1
OG0007856	XP_031782014.1	XP_031839695.1
OG0007857	XP_031785498.1	XP_031837752.1
OG0007858	XP_001607174.1	XP_031825822.1
OG0007859	XP_031782311.1	XP_031826413.1
OG0007860	XP_031788395.1	XP_031845883.1
OG0007861	XP_001608187.1	XP_031839591.1
OG0007862	XP_001604506.2	XP_031832611.1
OG0007863	XP_008208254.1	XP_031830019.1
OG0007864	XP_001601024.2	XP_031839714.1
OG0007865	XP_031787654.1	XP_031830525.1
OG0007868	XP_001603244.1	XP_031849164.1
OG0007869	XP_016837282.1	XP_031837618.1
OG0007870	XP_003425105.1	XP_031831057.1
OG0007872	XP_008204767.1	XP_031832976.1
OG0007874	XP_031784928.1	XP_031850295.1
OG0007875	XP_008211441.1	XP_031838538.1
OG0007876	XP_008211330.1	XP_031829318.1
OG0007877	XP_031777178.1	XP_031838420.1
OG0007880	XP_003427877.1	XP_031847726.1
OG0007882	XP_016839889.1	XP_031831899.1
OG0007883	XP_016839631.1	XP_031836956.1
OG0007884	XP_008204943.1	XP_031842113.1
OG0007885	XP_016837482.1	XP_031841741.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_031841636.1
OG0007887	XP_001600850.1	XP_031837023.1
OG0007888	XP_003423997.1	XP_031841153.1
OG0007889	XP_001606414.3	XP_031839006.1
OG0007890	XP_008203504.1	XP_031828583.1
OG0007891	XP_031777558.1, XP_001605324.2	XP_031841983.1
OG0007892	XP_001600109.2	XP_031833382.1
OG0007893	XP_001605082.1	XP_031829818.1
OG0007894	XP_001604282.3	XP_031828092.1
