Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0007442	XP_001607688.1	XP_037874991.1
OG0007443	XP_008215608.1	XP_012551319.3
OG0007444	XP_008204928.1	XP_021203250.2
OG0007445	XP_003427586.2	XP_037876166.1
OG0007446	XP_031786748.1	XP_004927194.1
OG0007447	XP_001606013.2	XP_037869291.1
OG0007448	XP_016837692.1	XP_037868664.1
OG0007449	XP_031785201.1	XP_037874659.1
OG0007450	XP_008209890.1	XP_004921634.2
OG0007451	XP_008216797.2	XP_037870178.1
OG0007452	XP_016837200.1	XP_004923229.1
OG0007453	XP_001607627.1	NP_001124373.1
OG0007455	XP_031783800.1	XP_037869828.1
OG0007456	XP_008204289.1	XP_021205803.1
OG0007457	XP_031779886.1	XP_004930382.1
OG0007458	XP_001606006.1	XP_004927782.1
OG0007459	XP_016838578.1	XP_004930883.2
OG0007461	XP_016845546.1	XP_037868102.1
OG0007463	XP_008210504.2	XP_004931819.2
OG0007464	XP_001607772.1	NP_001040376.1
OG0007465	XP_016839773.1	XP_012553013.1
OG0007466	XP_031778559.1	XP_004923513.1
OG0007467	XP_001605267.1	NP_001040371.1
OG0007468	XP_032454270.1	XP_037870958.1
OG0007469	XP_031778829.1	XP_012552974.1
OG0007470	XP_001600063.1	XP_004924838.1
OG0007472	XP_001602539.2	XP_037875226.1
OG0007473	XP_008216163.1	XP_037875511.1
OG0007474	XP_001608145.2	NP_001166194.1
OG0007475	NP_001123268.1	XP_004925264.1
OG0007477	XP_016840180.1	XP_004927126.2
OG0007478	XP_001601181.1	XP_004929103.1
OG0007479	XP_008207966.1	XP_012544109.2
OG0007480	XP_016837016.1, NP_001123218.1	XP_012548468.2
OG0007481	XP_031782840.1	XP_004929692.1
OG0007485	XP_003427705.1	XP_004928996.1
OG0007486	XP_001602821.1	XP_004922383.1
OG0007487	XP_008215394.1	XP_037875212.1, XP_037875213.1
OG0007488	XP_001606539.1	XP_037875149.1
OG0007489	XP_008202097.1	NP_001040104.1
OG0007490	XP_008214456.1	XP_004927971.1
OG0007492	XP_031776625.1, XP_001602825.1	NP_001106745.1
OG0007494	XP_003425818.1	XP_004927402.1
OG0007495	XP_032458057.1	XP_004932676.1
OG0007496	XP_001606840.1	XP_004928822.3
OG0007498	XP_003424208.1	XP_004927849.1
OG0007499	XP_003426724.1	XP_004930958.2
OG0007501	XP_031788164.1	XP_012551216.2
OG0007503	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1	XP_004921893.1
OG0007504	XP_001604416.1	XP_004932943.1
OG0007505	XP_008204888.1	XP_004929495.2
OG0007506	NP_001127785.1, XP_031778367.1	XP_004932160.2
OG0007508	XP_001603578.2	XP_037867277.1
OG0007512	XP_003423857.1	NP_001040105.1
OG0007513	XP_001607368.1	XP_021204863.1, XP_004927947.1
OG0007514	XP_031784227.1	XP_004930296.2
OG0007515	NP_001155068.1	XP_021205140.2
OG0007516	XP_031778490.1	XP_004928730.1
OG0007517	XP_031782260.2, XP_032454610.1	NP_001166758.1
OG0007518	XP_016845761.1	XP_004926441.1
OG0007519	XP_008201964.1	XP_021203166.2
OG0007521	XP_008213989.2	XP_037867577.1
OG0007522	XP_031785211.1	XP_004930350.1, XP_021204578.2
OG0007523	XP_031780935.1	XP_004924356.1
OG0007525	XP_001604646.2	XP_012550931.1
OG0007526	XP_001603138.1	XP_004923894.2
OG0007527	XP_031786933.1, XP_003426889.1	XP_021203561.1
OG0007529	XP_031785557.1	XP_037868952.1
OG0007530	XP_008215383.1	XP_037868601.1
OG0007531	XP_031784786.1	XP_037873122.1
OG0007532	XP_001604649.2	XP_004930002.2
OG0007535	XP_031785355.1, XP_031785302.1	XP_037873670.1
OG0007536	XP_003425314.1	XP_004932966.2, XP_004932965.1, XP_012548605.1
OG0007538	XP_003424560.1	XP_004922259.1
OG0007539	XP_031779254.1	XP_037877746.1
OG0007540	XP_031787306.1	XP_012544528.1
OG0007543	XP_001600720.1	XP_004924576.1
OG0007544	XP_031787751.1	XP_037875136.1
OG0007546	XP_032452245.1	XP_012547999.1
OG0007550	XP_001604519.1	XP_021203188.2
OG0007552	XP_031784351.1	XP_037876204.1
OG0007553	NP_001166278.1	NP_001166701.1, XP_012551893.1
OG0007554	XP_003425038.1	NP_001108337.1
OG0007555	XP_031785493.1	XP_012545281.2
OG0007558	XP_008203648.1	NP_001243911.1, XP_037876099.1
OG0007559	XP_008211795.2	XP_004922190.1
OG0007560	XP_001607036.2	XP_004928634.1
OG0007561	XP_001606656.2	XP_037873175.1
OG0007562	XP_031777917.1	XP_037870491.1
OG0007563	XP_008212595.1	XP_004930924.1
OG0007577	XP_001602378.2	XP_004929369.3
OG0007578	XP_008207025.2	XP_021205067.1
OG0007582	XP_031777972.1, XP_003425589.1, XP_016841883.1	XP_004925294.2
OG0007584	XP_008209531.1	XP_037870525.1
OG0007587	XP_003424691.2	XP_004925007.1, XP_004925035.3
OG0007589	XP_008214814.1	XP_004931328.2, XP_012551224.2
OG0007590	XP_001607479.1, XP_008207232.1	XP_021202876.1
OG0007596	XP_031780398.1	XP_037869059.1
OG0007597	XP_016841156.1	XP_037876785.1
OG0007598	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1	XP_037871850.1, XP_004933147.2
OG0007604	XP_001605555.2	XP_004927067.1
OG0007605	XP_001600973.1, XP_008204780.1	XP_004930593.1
OG0007608	XP_001605794.2	XP_004923817.1
OG0007609	XP_032455309.1	XP_004928175.1
OG0007610	XP_001600325.1	XP_004927637.1
OG0007611	XP_016839306.1	XP_004923735.1
OG0007612	NP_001161334.1	XP_012544117.1
OG0007613	XP_016843537.1	XP_021208507.1
OG0007614	NP_001127787.1	XP_037877743.1
OG0007615	XP_008203208.1	XP_004932824.1
OG0007616	NP_001165854.1	XP_004928624.1
OG0007617	NP_001156932.1, XP_031788689.1	XP_004933259.1, XP_004933260.1
OG0007618	XP_001600882.1	NP_001040370.1
OG0007619	NP_001193393.1	XP_004931593.1
OG0007621	XP_003424289.1	XP_004928926.1
OG0007622	XP_031782820.1	XP_004924198.1
OG0007623	XP_001600663.1	XP_004925701.1
OG0007627	XP_008211961.1	XP_037869759.1
OG0007629	NP_001166087.1	XP_021206214.2
OG0007630	XP_031789091.1	XP_037875384.1
OG0007631	XP_031776999.1	XP_021206616.1
OG0007632	XP_031786374.1	XP_012553121.1
OG0007633	XP_016843091.1	XP_037869976.1
OG0007634	XP_008204569.1	XP_004930667.2, XP_012549664.1
OG0007639	XP_032456820.1	XP_004931293.1
OG0007640	XP_016844043.2	XP_037872074.1
OG0007642	XP_001599500.1	XP_004932852.1
OG0007645	XP_001601757.1	XP_037877619.1
OG0007646	XP_016837210.1	XP_012550961.1
OG0007648	XP_001599511.2	XP_004925067.2
OG0007649	XP_001604675.1	XP_004922368.1
OG0007650	XP_031778933.1	XP_012550466.2
OG0007651	XP_008210404.2	XP_037872633.1
OG0007652	XP_031782789.1	XP_037876694.1
OG0007653	XP_001603682.2	XP_012546369.1
OG0007655	XP_008216270.1	XP_004929396.1
OG0007657	XP_001599859.1	XP_037870231.1
OG0007658	XP_001606188.1	XP_021206936.1
OG0007659	XP_008216692.1	XP_004925515.1
OG0007660	XP_016838811.1	NP_001091774.1
OG0007661	XP_016838616.1	XP_037875033.1
OG0007662	XP_016839443.1	XP_004930212.1
OG0007663	XP_008211910.1	XP_004930027.2
OG0007664	XP_008204265.1	XP_037869673.1
OG0007665	XP_008214624.1	XP_004926118.1
OG0007666	XP_031785208.1	XP_037870564.1
OG0007667	XP_008204034.1	XP_004932815.3
OG0007671	XP_008217228.2	XP_004928684.1
OG0007673	XP_001604229.1	XP_004931811.1
OG0007675	XP_031782620.1	XP_037867218.1
OG0007676	XP_016839990.1	XP_037871583.1
OG0007677	XP_001607967.2	XP_004927006.2
OG0007678	XP_031783294.1	XP_037871742.1
OG0007679	XP_001605964.1	NP_001266344.1
OG0007680	XP_001605131.1	XP_012544935.2, XP_037874393.1
OG0007682	XP_001606372.1	XP_004928477.1
OG0007683	XP_032454654.1	XP_004934344.1
OG0007684	NP_001164390.1, XP_031778372.1	XP_004930471.1
OG0007685	XP_031784586.1	XP_021204795.2
OG0007686	XP_031788411.1	XP_004932345.1
OG0007688	XP_001599603.1	XP_004927391.1
OG0007691	XP_031780896.1	XP_012545236.1
OG0007694	XP_003426057.1	XP_021206533.2
OG0007695	XP_001601396.2	XP_037872596.1
OG0007697	XP_031787514.1	XP_004932470.1
OG0007699	XP_016844493.1	XP_037876652.1
OG0007700	XP_031788238.2	XP_004929502.1
OG0007701	XP_016837280.1	XP_037868214.1
OG0007702	NP_001136168.1	XP_037870205.1
OG0007703	XP_031780118.1	XP_037876428.1, XP_021202420.1
OG0007704	XP_031786369.1	XP_021203609.2
OG0007705	XP_003426067.1	XP_004932108.1, XP_012550909.1
OG0007707	XP_003426379.1	XP_004927868.1
OG0007708	XP_016841899.1	XP_037871469.1
OG0007711	XP_031785891.1	XP_012546371.1
OG0007713	XP_016845501.1, XP_001601482.2	XP_037876611.1
OG0007714	XP_008216309.1	XP_037869429.1, NP_001108468.1
OG0007715	XP_003424771.1	XP_021208422.1
OG0007716	XP_001604126.2	XP_021203913.1
OG0007719	XP_008206193.1	XP_004931877.1
OG0007720	XP_031787539.1	XP_037877149.1
OG0007721	XP_001604437.1	XP_004931760.1
OG0007722	XP_008205334.1	XP_012545061.2
OG0007723	XP_031782339.1	XP_037875664.1
OG0007728	XP_031787225.1	XP_004931721.1
OG0007730	XP_008214794.1	XP_037873156.1
OG0007731	XP_001602982.1	XP_004929693.2
OG0007734	XP_031778166.1	XP_004923042.1
OG0007735	XP_031783233.1	XP_004927866.1
OG0007736	XP_003424812.1	XP_004922235.1
OG0007737	XP_031782036.1	XP_012551293.2
OG0007738	XP_008207414.2	XP_004924189.1
OG0007739	XP_008204852.1	XP_004930156.1
OG0007741	XP_001603197.1	XP_021204699.2
OG0007742	XP_032451753.1, XP_032451752.1	XP_004932847.1
OG0007743	XP_001602573.1	XP_004932105.1
OG0007744	XP_031782596.1	XP_004932494.1
OG0007745	XP_003424608.1	XP_037876957.1, XP_037876958.1
OG0007746	XP_016837582.1	XP_004930398.1
OG0007747	XP_008207525.2	XP_037875117.1
OG0007748	XP_031778600.1	XP_037877348.1, XP_021207319.2
OG0007749	XP_031785103.1	XP_004924236.1
OG0007750	XP_031780777.1	XP_004924187.1
OG0007753	XP_016844520.1	XP_004925623.2
OG0007754	NP_001155160.1	XP_012549077.2
OG0007755	XP_016845496.1	XP_037870251.1
OG0007756	XP_003425484.2	XP_012549159.3
OG0007759	XP_031785336.1	XP_012545163.1
OG0007760	XP_001602527.3	XP_037872474.1
OG0007761	XP_008202911.1	XP_037870838.1
OG0007763	XP_001604935.1	XP_021208433.1
OG0007764	XP_001606585.2	XP_004928342.1
OG0007768	XP_001606537.1	XP_037871338.1
OG0007769	XP_001607218.1	XP_012548513.1
OG0007770	XP_008202614.1	XP_004927404.1
OG0007773	XP_031777943.1	XP_037875957.1
OG0007775	XP_031781135.1	XP_012546638.1
OG0007776	XP_016836701.1	XP_004932694.1
OG0007777	XP_031781103.1	XP_021206053.2
OG0007778	XP_032453593.1	XP_012548011.2
OG0007780	XP_016841750.1	XP_021202883.1
OG0007781	XP_031780292.1	XP_004924462.1
OG0007783	XP_031779322.1	XP_004933488.2
OG0007785	XP_003424912.2	XP_004924665.2
OG0007787	XP_001603368.1	XP_004925880.2
OG0007789	XP_016839167.1	XP_037867654.1
OG0007790	XP_031780559.1	XP_021203906.2
OG0007791	XP_001604415.1	XP_021207816.2
OG0007793	XP_001608250.2	XP_004928626.1
OG0007794	XP_016842304.1	XP_004928616.1
OG0007795	XP_008204030.1	XP_004933535.1
OG0007796	NP_001135428.1	XP_004923043.1
OG0007798	XP_031787919.1	NP_001037014.1
OG0007799	XP_031779328.1	NP_001040282.1
OG0007801	XP_001605943.1	XP_004934012.1
OG0007802	XP_008209713.1	XP_004928559.1
OG0007804	XP_031782127.1	XP_037870886.1
OG0007805	XP_031788334.1	XP_012553229.1
OG0007807	XP_008209060.1	XP_037877011.1, XP_037874089.1, NP_001037047.1, XP_004926952.1
OG0007808	XP_001606722.1	XP_004922071.1
OG0007813	XP_016837845.1	XP_004931153.1
OG0007814	XP_001603163.2	XP_021204789.1
OG0007815	XP_008204173.1	XP_037866957.1
OG0007816	XP_031786738.1, NP_001129658.1	XP_004930902.1
OG0007821	XP_008205904.1	XP_004926522.1
OG0007822	XP_031787626.1	XP_021207688.1
OG0007823	XP_031779593.1	XP_004929199.2
OG0007826	XP_001605079.1	XP_004929738.2
OG0007827	XP_031779180.1	XP_037877684.1
OG0007830	XP_032454084.1	XP_037870768.1
OG0007831	XP_003424198.1	XP_012551281.1
OG0007832	XP_003427029.1	XP_004924037.1
OG0007836	XP_001602291.2	XP_037868914.1
OG0007837	XP_001604351.1	XP_037875179.1
OG0007838	XP_031784515.1	XP_037867185.1
OG0007839	NP_001161197.1	NP_001037321.1
OG0007840	XP_008211581.1	XP_012544824.2
OG0007841	XP_008211719.2	XP_037869774.1
OG0007842	XP_003426609.1	XP_012547637.2
OG0007844	XP_001604483.1	XP_004927453.1
OG0007845	XP_003424158.1, XP_032453416.1	XP_004926537.2
OG0007848	XP_032457277.1	XP_037871098.1
OG0007849	XP_016842359.1	XP_004932109.1
OG0007850	XP_003425658.1	XP_037870733.1
OG0007851	XP_016841074.1	XP_004931836.3
OG0007852	XP_001605476.2	XP_037871176.1
OG0007854	XP_008211287.1, XP_032454847.1	XP_004932968.1, XP_021208101.1
OG0007856	XP_031782014.1	XP_037871063.1
OG0007857	XP_031785498.1	XP_004933391.1
OG0007858	XP_001607174.1	XP_037868900.1
OG0007859	XP_031782311.1	XP_037869634.1
OG0007861	XP_001608187.1	XP_004932348.1, XP_012551153.1
OG0007863	XP_008208254.1	XP_037868359.1
OG0007864	XP_001601024.2	XP_004933467.1
OG0007865	XP_031787654.1	XP_037869167.1
OG0007868	XP_001603244.1	XP_037870419.1
OG0007869	XP_016837282.1	XP_037868530.1
OG0007870	XP_003425105.1	XP_012549187.1
OG0007874	XP_031784928.1	XP_004929171.1
OG0007875	XP_008211441.1	XP_012549995.1
OG0007876	XP_008211330.1	XP_037870319.1
OG0007877	XP_031777178.1	XP_037868114.1, XP_037868127.1
OG0007881	XP_031780209.1, XP_008203297.2	XP_004929764.3
OG0007882	XP_016839889.1	XP_037872315.1
OG0007883	XP_016839631.1	XP_004922032.1
OG0007884	XP_008204943.1	XP_004924029.1
OG0007885	XP_016837482.1	XP_004929261.1
OG0007886	XP_016840988.1, NP_001123524.1	XP_037873351.1
OG0007887	XP_001600850.1	XP_037872413.1
OG0007888	XP_003423997.1	XP_004932692.1
OG0007889	XP_001606414.3	XP_037872436.1
OG0007891	XP_031777558.1, XP_001605324.2	XP_012550487.1
OG0007892	XP_001600109.2	XP_012545038.1
OG0007893	XP_001605082.1	XP_004922014.2
OG0007894	XP_001604282.3	XP_037869848.1
OG0007895	XP_001602339.2	XP_004927289.2
OG0007898	XP_031784465.1	XP_004923362.1
OG0007900	XP_031781304.1, XP_031781305.1	XP_021208876.1, XP_021208877.1
OG0007901	XP_003424657.1	XP_037871026.1
OG0007902	XP_008205475.1	XP_021202590.1
OG0007903	XP_001599413.4	XP_012545476.2
OG0007904	XP_008216956.1	XP_004926184.1
OG0007908	XP_008207834.1, XP_008207833.1	XP_037875211.1
OG0007910	XP_001601570.2	XP_012552942.2
OG0007912	XP_031784840.1	XP_004927255.1
OG0007914	XP_003425497.1	NP_001296564.1
OG0007915	XP_008202090.1	XP_004924986.1
OG0007917	XP_003423858.1	XP_021203298.1, XP_021203294.1, XP_012545345.1
OG0007918	XP_016844919.1	XP_004928501.1
OG0007921	XP_016836815.1, XP_016836817.1	XP_012547431.2
OG0007925	XP_001604355.2	XP_004922089.1
OG0007927	XP_031782380.1	XP_037873622.1
OG0007933	XP_008213504.1	XP_004923810.2
OG0007937	XP_016844040.1, XP_016844041.1, XP_016844042.1	XP_004928250.1
OG0007940	XP_031784815.1	XP_004923236.1
OG0007941	XP_001601448.2	XP_004924997.1
OG0007942	XP_008213381.1	NP_001040369.1
OG0007957	NP_001129486.1	NP_001037251.1
OG0007960	XP_003427152.1, XP_001605618.2	XP_004928560.1
OG0007962	XP_001599035.1	XP_021206490.1
OG0007963	NP_001165851.1	XP_004928623.1
OG0007966	XP_031786885.1	XP_037868545.1
OG0007967	XP_008202167.1, XP_008202164.1	XP_004929276.1
OG0007968	XP_001599727.1	XP_004926351.1
OG0007970	XP_001603626.1	XP_004927754.1
OG0007971	XP_016844090.1	XP_012546798.1
OG0007972	XP_008213532.1, XP_008213531.1	XP_021207163.2
OG0007975	XP_031788629.1	XP_037866982.1
OG0007976	XP_008206928.1, XP_001602935.2	XP_004933269.3
OG0007978	XP_001604251.1	XP_004933891.1
OG0007981	XP_001603121.2	XP_037875107.1
OG0007982	XP_003426096.3, XP_031788896.1	XP_037869577.1
OG0007983	XP_001605312.2	XP_037867829.1
OG0007984	XP_001602032.1	XP_037869827.1, XP_037877294.1
OG0007985	XP_001601010.1	XP_004926269.1
OG0007986	XP_003428020.1	XP_004922646.1
OG0007987	XP_001607483.1	XP_004929113.2
OG0007988	XP_001599516.2	XP_004930583.1
OG0007992	XP_031780339.1	XP_004921750.1
OG0007994	XP_031784564.1	XP_037869610.1
OG0007995	XP_001603842.3	XP_037867756.1
OG0008001	XP_031783478.1	XP_037869399.1
OG0008002	XP_031779196.1	XP_012549887.1
OG0008003	XP_001602214.2	XP_004927682.1
OG0008005	XP_016844891.1	NP_001104817.1
OG0008006	XP_001603332.2	XP_037874035.1
OG0008007	XP_001604663.2, XP_001604615.1	XP_004928949.1
OG0008010	XP_001600497.1	XP_004923969.1
OG0008011	XP_016837853.1	XP_012547774.1, XP_012547775.1
OG0008012	XP_031787560.1, XP_032456324.1	XP_004924025.1
OG0008013	XP_031780151.1	XP_012547047.1
OG0008015	XP_001604287.2	XP_037870816.1
OG0008017	XP_008215484.1	XP_021205813.1, XP_037870472.1
OG0008020	XP_001603009.1	XP_004931445.1
OG0008021	NP_001127784.2, XP_008212395.1	XP_004932130.1
OG0008022	XP_001604964.1	XP_004931104.1
OG0008023	XP_008217540.1	NP_001037028.1
OG0008026	XP_001605368.1	XP_004930159.1, XP_012549303.1
OG0008032	XP_016837114.1	XP_004924622.1
OG0008035	XP_031787553.1	NP_001153677.1
OG0008037	XP_032457815.1, XP_031785833.1	XP_021208511.1, XP_037877038.1, XP_037874260.1, XP_037873331.1, XP_037869721.1, XP_037877036.1, XP_004932272.2, XP_037874131.1
OG0008039	NP_001135881.1	XP_021206941.1
OG0008040	XP_031777262.1, XP_031777265.1	XP_037866861.1
OG0008042	XP_031788912.1	XP_037867156.1
OG0008044	XP_032452021.1	NP_001140195.1
OG0008045	XP_031783280.1	XP_004927995.2
OG0008049	XP_001606078.1	XP_004930878.1
OG0008051	XP_001607485.1	XP_004925004.1
OG0008053	NP_001153404.1, XP_031778332.1	XP_004922728.1
OG0008055	XP_031783274.1	XP_021204170.1
OG0008057	NP_001166085.1	NP_001040415.1
OG0008058	NP_001123219.2	XP_004933370.2
OG0008059	XP_008215425.1	XP_004931222.1
OG0008060	XP_003425025.1	XP_021208190.2
OG0008061	XP_001608024.2, XP_003424578.1	XP_004932532.1
OG0008062	XP_031784676.1	XP_037874312.1
OG0008063	XP_032456941.1	XP_004928988.2
OG0008064	XP_008216966.1	XP_004934349.3, XP_004923293.1
OG0008065	XP_016838513.1	XP_037874750.1
OG0008066	XP_031783751.2	XP_004930343.1
OG0008069	XP_003424582.1	XP_004928989.3
OG0008071	XP_008217805.1	XP_004921876.1
OG0008074	XP_003424540.1	XP_012544863.1
OG0008078	XP_001603280.1	XP_037867903.1
OG0008079	XP_008213414.1	XP_004927981.1, XP_037870973.1
OG0008084	XP_001602858.1	XP_004922851.1
OG0008085	XP_001606856.1	XP_012553021.2
OG0008086	XP_001602403.1	NP_001040185.1
OG0008087	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1	XP_012548725.2
OG0008088	XP_008210398.1	XP_012544973.3
OG0008089	XP_031783268.2	XP_037869092.1
OG0008091	XP_031785762.1	XP_037876438.1
OG0008092	XP_003426648.1	XP_004933079.2
OG0008093	XP_031783343.1	XP_004927823.3
OG0008094	XP_003426333.1	XP_012547350.2
OG0008096	XP_031788729.1	XP_004929612.1
OG0008097	XP_001606772.1, XP_008202302.1	XP_004925049.1
OG0008100	XP_016844817.1	XP_004924890.2
OG0008103	XP_001599705.1	XP_004930411.1
OG0008108	XP_031781695.1	NP_001123587.1
OG0008114	XP_031782162.1	XP_004931466.1
OG0008115	XP_031779655.1	XP_021202889.1
OG0008116	XP_031779678.1	XP_004924275.2
OG0008117	XP_031786763.1	XP_037871901.1
OG0008121	XP_031780955.1	XP_037867814.1
OG0008122	XP_031780566.1	XP_037866644.1
OG0008125	XP_008203221.1	XP_004933596.1
OG0008127	XP_008202277.2	XP_012544341.1
OG0008128	XP_001607357.1	XP_037867028.1
OG0008130	XP_008215743.1	XP_021206350.2
OG0008131	XP_032453025.1	NP_001127750.1
OG0008134	XP_008216077.2	XP_037870119.1
OG0008135	XP_008205729.1	XP_004931559.1
OG0008136	XP_003426380.1	XP_021205733.2
OG0008137	XP_016844855.1	XP_004924387.2
OG0008138	XP_016843855.1	NP_001275599.1
OG0008142	XP_003427098.1	XP_004927097.2
OG0008150	XP_016839540.1, XP_031782367.1	NP_001243925.1
OG0008151	XP_032457741.1	XP_004929721.1
OG0008152	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1	XP_012546871.1
OG0008153	XP_008207863.1	XP_037871293.1, XP_037871295.1
OG0008156	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1	XP_037875346.1
OG0008158	XP_032452215.1	XP_037875225.1
OG0008159	XP_003426693.1	XP_037876609.1
OG0008160	XP_008208597.1	XP_004928943.1
OG0008161	NP_001136349.1	XP_021204615.2
OG0008167	XP_031788189.1	XP_037868955.1
OG0008169	XP_001603707.2	XP_004931001.1, XP_004929235.1
OG0008178	XP_003425907.1	XP_004922879.1
OG0008179	XP_031780609.1	NP_001036981.1
OG0008180	XP_003427408.1	XP_021206013.1, XP_004923374.2, XP_021206115.1
OG0008183	XP_031785996.1	XP_004926449.1, XP_021203855.1
OG0008199	XP_008213564.1	NP_001040417.1
OG0008202	XP_001600330.1	NP_001040250.1
OG0008203	NP_001156898.1	XP_004927678.1
OG0008204	XP_001605168.1	XP_037869910.1
OG0008205	XP_003427259.1	XP_004924032.1
OG0008206	XP_001605749.2	XP_004931479.1
OG0008208	XP_003426587.1	XP_004921710.2
OG0008210	XP_016840165.2	XP_012543850.1
OG0008211	XP_031783834.1	XP_012549563.1, NP_001037099.1
OG0008213	NP_001127801.1	XP_004921677.1
OG0008220	XP_008203461.1	NP_001091795.2
OG0008222	XP_008213735.1, XP_031782794.1	XP_004924188.1
OG0008223	XP_031778811.1	XP_004928750.1
OG0008224	XP_001605276.2	XP_012551453.1
OG0008226	XP_008210880.1	XP_021203051.2
OG0008228	XP_016838840.1	XP_021204952.1
OG0008229	XP_031783206.1	XP_037868522.1
OG0008231	XP_016836835.2	XP_021202279.2
OG0008234	XP_001606519.1	XP_004932189.1
OG0008237	XP_031782309.1	XP_004928403.1
OG0008238	XP_001604070.1	XP_004927205.1
OG0008239	XP_016839624.1	XP_037868049.1
OG0008246	XP_001605776.2	XP_012548661.1
OG0008247	XP_031786810.1	XP_037875310.1
OG0008248	XP_001602275.1	XP_021203503.1
OG0008249	XP_016844710.1, NP_001127804.1	XP_004923579.1
OG0008254	XP_001605037.2	XP_004925548.1
OG0008255	XP_008201876.1	XP_037866970.1
OG0008259	XP_001603870.1	XP_012550787.2
OG0008260	XP_031781547.1	XP_004927915.1
OG0008264	XP_008203556.1	XP_037871364.1
OG0008266	XP_008213678.1	XP_037872788.1, XP_037872787.1
OG0008268	XP_008215827.1	XP_037867044.1
OG0008271	XP_031783445.1	NP_001037349.1
OG0008273	XP_016839996.1	XP_004923203.1
OG0008274	XP_008215227.1	XP_004926498.3
OG0008277	XP_001606894.1	XP_037868099.1
OG0008279	NP_001161364.1	NP_001166717.1
OG0008280	XP_001600799.2	XP_004928101.2
OG0008287	XP_001599638.1	XP_004929711.1
OG0008290	XP_008209252.1	XP_037869977.1
