Orthogroup	Osmia_bicornis	Bombyx_mori
OG0007463	XP_029047351.1	XP_004931819.2
OG0007464	XP_029049894.1	NP_001040376.1
OG0007465	XP_029044982.1	XP_012553013.1
OG0007466	XP_029032798.1	XP_004923513.1
OG0007467	XP_029037209.1	NP_001040371.1
OG0007468	XP_029050503.1	XP_037870958.1
OG0007469	XP_029052652.1	XP_012552974.1
OG0007470	XP_029034105.1	XP_004924838.1
OG0007472	XP_029049828.1	XP_037875226.1
OG0007473	XP_029050813.1	XP_037875511.1
OG0007474	XP_029053513.1	NP_001166194.1
OG0007475	XP_029045980.1	XP_004925264.1
OG0007477	XP_029035695.1	XP_004927126.2
OG0007478	XP_029043623.1	XP_004929103.1
OG0007479	XP_029037094.1	XP_012544109.2
OG0007480	XP_029048114.1	XP_012548468.2
OG0007481	XP_029044951.1	XP_004929692.1
OG0007482	XP_029048461.1	XP_004925441.1
OG0007483	XP_029044674.1	XP_004932226.2
OG0007484	XP_029037452.1	XP_037869293.1
OG0007485	XP_029047532.1	XP_004928996.1
OG0007486	XP_029036536.1	XP_004922383.1
OG0007487	XP_029041491.1	XP_037875212.1, XP_037875213.1
OG0007488	XP_029035784.1	XP_037875149.1
OG0007489	XP_029056272.1	NP_001040104.1
OG0007490	XP_029041587.1	XP_004927971.1
OG0007492	XP_029039651.1	NP_001106745.1
OG0007493	XP_029039214.1	XP_004932556.1
OG0007494	XP_029048204.1	XP_004927402.1
OG0007495	XP_029044447.1	XP_004932676.1
OG0007496	XP_029036588.1	XP_004928822.3
OG0007498	XP_029051639.1	XP_004927849.1
OG0007499	XP_029047358.1	XP_004930958.2
OG0007501	XP_029046869.1	XP_012551216.2
OG0007505	XP_029032897.1	XP_004929495.2
OG0007506	XP_029046050.1	XP_004932160.2
OG0007508	XP_029052053.1	XP_037867277.1
OG0007509	XP_029033245.1	XP_012550660.3
OG0007510	XP_029050560.1	XP_004926238.1
OG0007512	XP_029045557.1	NP_001040105.1
OG0007513	XP_029041115.1	XP_021204863.1, XP_004927947.1
OG0007515	XP_029045959.1	XP_021205140.2
OG0007516	XP_029053746.1	XP_004928730.1
OG0007517	XP_029041783.1	NP_001166758.1
OG0007518	XP_029034981.1	XP_004926441.1
OG0007519	XP_029034393.1	XP_021203166.2
OG0007521	XP_029049302.1	XP_037867577.1
OG0007522	XP_029041334.1	XP_004930350.1, XP_021204578.2
OG0007524	XP_029038290.1	XP_012551141.1
OG0007525	XP_029053514.1	XP_012550931.1
OG0007526	XP_029040770.1	XP_004923894.2
OG0007527	XP_029037793.1	XP_021203561.1
OG0007528	XP_029041211.1	XP_004925764.1
OG0007529	XP_029044361.1	XP_037868952.1
OG0007530	XP_029056090.1	XP_037868601.1
OG0007531	XP_029046585.1	XP_037873122.1
OG0007532	XP_029035375.1	XP_004930002.2
OG0007533	XP_029053523.1	XP_004927763.1
OG0007535	XP_029050264.1	XP_037873670.1
OG0007536	XP_029045391.1	XP_004932966.2, XP_004932965.1, XP_012548605.1
OG0007537	XP_029039625.1	XP_004922665.1, XP_004922666.1, XP_021207778.1
OG0007538	XP_029053221.1	XP_004922259.1
OG0007539	XP_029043294.1, XP_029043295.1	XP_037877746.1
OG0007540	XP_029033448.1, XP_029033602.1	XP_012544528.1
OG0007542	XP_029038212.1	NP_001243948.1, XP_012548061.2
OG0007543	XP_029036596.1	XP_004924576.1
OG0007544	XP_029040687.1	XP_037875136.1
OG0007546	XP_029051604.1	XP_012547999.1
OG0007548	XP_029044682.1	XP_012552591.3
OG0007550	XP_029053099.1, XP_029052782.1	XP_021203188.2
OG0007551	XP_029036183.1	XP_037871413.1
OG0007552	XP_029046446.1	XP_037876204.1
OG0007553	XP_029050479.1	NP_001166701.1, XP_012551893.1
OG0007554	XP_029048122.1, XP_029048123.1	NP_001108337.1
OG0007555	XP_029036609.1	XP_012545281.2
OG0007556	XP_029037539.1	XP_004927798.1
OG0007558	XP_029053063.1	NP_001243911.1, XP_037876099.1
OG0007559	XP_029052790.1	XP_004922190.1
OG0007560	XP_029043178.1	XP_004928634.1
OG0007562	XP_029035526.1	XP_037870491.1
OG0007563	XP_029056148.1, XP_029056197.1	XP_004930924.1
OG0007577	XP_029031946.1	XP_004929369.3
OG0007578	XP_029041394.1	XP_021205067.1
OG0007582	XP_029038575.1	XP_004925294.2
OG0007584	XP_029048919.1	XP_037870525.1
OG0007587	XP_029042902.1, XP_029042901.1	XP_004925007.1, XP_004925035.3
OG0007588	XP_029038892.1	XP_012552669.3
OG0007589	XP_029036593.1	XP_004931328.2, XP_012551224.2
OG0007590	XP_029036604.1, XP_029036606.1	XP_021202876.1
OG0007592	XP_029056516.1, XP_029056515.1	XP_021202742.1, XP_004924822.1
OG0007594	XP_029038708.1	XP_004929256.1
OG0007596	XP_029042990.1, XP_029042991.1	XP_037869059.1
OG0007597	XP_029043204.1, XP_029043207.1	XP_037876785.1
OG0007598	XP_029049901.1	XP_037871850.1, XP_004933147.2
OG0007604	XP_029040890.1	XP_004927067.1
OG0007605	XP_029056366.1	XP_004930593.1
OG0007606	XP_029040365.1	XP_004924720.1
OG0007608	XP_029036272.1	XP_004923817.1
OG0007609	XP_029050806.1	XP_004928175.1
OG0007610	XP_029045151.1	XP_004927637.1
OG0007611	XP_029036253.1	XP_004923735.1
OG0007612	XP_029034277.1	XP_012544117.1
OG0007613	XP_029046081.1	XP_021208507.1
OG0007614	XP_029038611.1, XP_029038612.1	XP_037877743.1
OG0007615	XP_029044495.1	XP_004932824.1
OG0007616	XP_029040629.1	XP_004928624.1
OG0007617	XP_029050826.1	XP_004933259.1, XP_004933260.1
OG0007618	XP_029044559.1	NP_001040370.1
OG0007619	XP_029054820.1	XP_004931593.1
OG0007621	XP_029046429.1	XP_004928926.1
OG0007622	XP_029031998.1	XP_004924198.1
OG0007623	XP_029045564.1	XP_004925701.1
OG0007627	XP_029044627.1	XP_037869759.1
OG0007628	XP_029048689.1	XP_012543917.2
OG0007630	XP_029053363.1	XP_037875384.1
OG0007631	XP_029038098.1	XP_021206616.1
OG0007632	XP_029052131.1	XP_012553121.1
OG0007633	XP_029040118.1	XP_037869976.1
OG0007634	XP_029034349.1	XP_004930667.2, XP_012549664.1
OG0007635	XP_029039529.1	XP_012543924.1
OG0007636	XP_029035038.1	XP_037872199.1
OG0007637	XP_029052282.1	XP_004924680.1
OG0007639	XP_029045908.1	XP_004931293.1
OG0007640	XP_029039893.1	XP_037872074.1
OG0007641	XP_029055988.1	XP_004930412.1
OG0007642	XP_029055443.1	XP_004932852.1
OG0007643	XP_029052181.1	XP_037868985.1
OG0007645	XP_029037774.1	XP_037877619.1
OG0007646	XP_029055884.1	XP_012550961.1
OG0007648	XP_029055346.1	XP_004925067.2
OG0007649	XP_029052740.1	XP_004922368.1
OG0007650	XP_029054045.1	XP_012550466.2
OG0007651	XP_029049126.1	XP_037872633.1
OG0007652	XP_029032031.1	XP_037876694.1
OG0007653	XP_029031996.1	XP_012546369.1
OG0007654	XP_029051485.1	XP_012544617.2
OG0007655	XP_029042922.1	XP_004929396.1
OG0007657	XP_029041162.1	XP_037870231.1
OG0007658	XP_029047343.1	XP_021206936.1
OG0007659	XP_029039295.1	XP_004925515.1
OG0007660	XP_029035536.1	NP_001091774.1
OG0007661	XP_029039743.1	XP_037875033.1
OG0007662	XP_029041175.1	XP_004930212.1
OG0007663	XP_029040548.1	XP_004930027.2
OG0007664	XP_029038803.1	XP_037869673.1
OG0007665	XP_029050010.1	XP_004926118.1
OG0007666	XP_029033551.1	XP_037870564.1
OG0007667	XP_029050117.1	XP_004932815.3
OG0007670	XP_029052041.1	NP_001040122.1
OG0007671	XP_029056528.1	XP_004928684.1
OG0007672	XP_029049626.1	XP_004928239.1
OG0007673	XP_029040568.1	XP_004931811.1
OG0007674	XP_029053653.1	NP_001091772.1
OG0007675	XP_029051945.1	XP_037867218.1
OG0007676	XP_029046107.1	XP_037871583.1
OG0007677	XP_029044164.1	XP_004927006.2
OG0007678	XP_029051394.1	XP_037871742.1
OG0007679	XP_029047373.1	NP_001266344.1
OG0007680	XP_029047893.1	XP_012544935.2, XP_037874393.1
OG0007681	XP_029040091.1	XP_004926378.1
OG0007682	XP_029043617.1	XP_004928477.1
OG0007683	XP_029032160.1	XP_004934344.1
OG0007684	XP_029036451.1	XP_004930471.1
OG0007685	XP_029056402.1	XP_021204795.2
OG0007686	XP_029041540.1	XP_004932345.1
OG0007688	XP_029050757.1	XP_004927391.1
OG0007689	XP_029035763.1	XP_012551322.2
OG0007691	XP_029053154.1, XP_029053166.1	XP_012545236.1
OG0007694	XP_029032460.1	XP_021206533.2
OG0007695	XP_029043773.1	XP_037872596.1
OG0007696	XP_029051448.1	XP_004928301.2
OG0007698	XP_029052505.1	XP_004932702.1
OG0007699	XP_029040156.1	XP_037876652.1
OG0007700	XP_029045358.1	XP_004929502.1
OG0007701	XP_029048913.1	XP_037868214.1
OG0007702	XP_029039276.1	XP_037870205.1
OG0007703	XP_029039385.1	XP_037876428.1, XP_021202420.1
OG0007704	XP_029050014.1	XP_021203609.2
OG0007705	XP_029050158.1	XP_004932108.1, XP_012550909.1
OG0007706	XP_029042114.1	XP_037872790.1
OG0007707	XP_029050166.1, XP_029052500.1	XP_004927868.1
OG0007708	XP_029036229.1	XP_037871469.1
OG0007711	XP_029042248.1	XP_012546371.1
OG0007713	XP_029049987.1	XP_037876611.1
OG0007714	XP_029055568.1	XP_037869429.1, NP_001108468.1
OG0007715	XP_029051165.1	XP_021208422.1
OG0007716	XP_029052772.1	XP_021203913.1
OG0007719	XP_029043373.1	XP_004931877.1
OG0007720	XP_029037817.1	XP_037877149.1
OG0007721	XP_029040678.1	XP_004931760.1
OG0007722	XP_029034531.1, XP_029034527.1	XP_012545061.2
OG0007723	XP_029044169.1	XP_037875664.1
OG0007724	XP_029038745.1, XP_029038746.1, XP_029038744.1	XP_012545571.1
OG0007728	XP_029039220.1	XP_004931721.1
OG0007729	XP_029051770.1	XP_037867703.1
OG0007730	XP_029036379.1	XP_037873156.1
OG0007731	XP_029045939.1	XP_004929693.2
OG0007734	XP_029046930.1	XP_004923042.1
OG0007735	XP_029045060.1	XP_004927866.1
OG0007736	XP_029044810.1	XP_004922235.1
OG0007737	XP_029032629.1	XP_012551293.2
OG0007738	XP_029039593.1	XP_004924189.1
OG0007739	XP_029036401.1	XP_004930156.1
OG0007740	XP_029035686.1	XP_037868429.1
OG0007741	XP_029044222.1	XP_021204699.2
OG0007742	XP_029044662.1	XP_004932847.1
OG0007744	XP_029035309.1	XP_004932494.1
OG0007745	XP_029050320.1	XP_037876957.1, XP_037876958.1
OG0007746	XP_029036457.1	XP_004930398.1
OG0007747	XP_029049982.1	XP_037875117.1
OG0007748	XP_029040686.1	XP_037877348.1, XP_021207319.2
OG0007750	XP_029050474.1	XP_004924187.1
OG0007753	XP_029036120.1	XP_004925623.2
OG0007755	XP_029035794.1	XP_037870251.1
OG0007756	XP_029048205.1	XP_012549159.3
OG0007759	XP_029049064.1	XP_012545163.1
OG0007760	XP_029047552.1	XP_037872474.1
OG0007761	XP_029055857.1	XP_037870838.1
OG0007763	XP_029041240.1	XP_021208433.1
OG0007768	XP_029032732.1	XP_037871338.1
OG0007769	XP_029037564.1	XP_012548513.1
OG0007770	XP_029044837.1	XP_004927404.1
OG0007773	XP_029054903.1	XP_037875957.1
OG0007774	XP_029047313.1	XP_004932317.2
OG0007775	XP_029036639.1	XP_012546638.1
OG0007776	XP_029045996.1	XP_004932694.1
OG0007777	XP_029054115.1	XP_021206053.2
OG0007780	XP_029049218.1	XP_021202883.1
OG0007781	XP_029040051.1	XP_004924462.1
OG0007783	XP_029039141.1	XP_004933488.2
OG0007784	XP_029044374.1	XP_021203312.2
OG0007785	XP_029052718.1	XP_004924665.2
OG0007787	XP_029048338.1	XP_004925880.2
OG0007788	XP_029051111.1	XP_012550605.1
OG0007789	XP_029047082.1	XP_037867654.1
OG0007790	XP_029045087.1	XP_021203906.2
OG0007791	XP_029053936.1	XP_021207816.2
OG0007792	XP_029038279.1	XP_012546469.1
OG0007793	XP_029040578.1	XP_004928626.1
OG0007794	XP_029047975.1	XP_004928616.1
OG0007795	XP_029048479.1	XP_004933535.1
OG0007796	XP_029038890.1	XP_004923043.1
OG0007798	XP_029052771.1	NP_001037014.1
OG0007799	XP_029039070.1	NP_001040282.1
OG0007800	XP_029032622.1	XP_021207191.1
OG0007801	XP_029041743.1	XP_004934012.1
OG0007802	XP_029049877.1	XP_004928559.1
OG0007804	XP_029054629.1	XP_037870886.1
OG0007805	XP_029048320.1	XP_012553229.1
OG0007808	XP_029045099.1	XP_004922071.1
OG0007813	XP_029032682.1	XP_004931153.1
OG0007814	XP_029037599.1	XP_021204789.1
OG0007815	XP_029039674.1	XP_037866957.1
OG0007816	XP_029034069.1	XP_004930902.1
OG0007820	XP_029049205.1	XP_037867775.1
OG0007821	XP_029045732.1	XP_004926522.1
OG0007822	XP_029038140.1	XP_021207688.1
OG0007823	XP_029056491.1	XP_004929199.2
OG0007826	XP_029041477.1	XP_004929738.2
OG0007827	XP_029036972.1	XP_037877684.1
OG0007830	XP_029037463.1	XP_037870768.1
OG0007831	XP_029048424.1	XP_012551281.1
OG0007832	XP_029043755.1	XP_004924037.1
OG0007833	XP_029050852.1	XP_012551612.2
OG0007834	XP_029055705.1	NP_001185652.1
OG0007836	XP_029035579.1	XP_037868914.1
OG0007837	XP_029034652.1	XP_037875179.1
OG0007838	XP_029049693.1	XP_037867185.1
OG0007839	XP_029041406.1	NP_001037321.1
OG0007840	XP_029045741.1	XP_012544824.2
OG0007841	XP_029051875.1	XP_037869774.1
OG0007842	XP_029040063.1	XP_012547637.2
OG0007844	XP_029046234.1	XP_004927453.1
OG0007845	XP_029042929.1	XP_004926537.2
OG0007847	XP_029042642.1	XP_004924762.1
OG0007848	XP_029040675.1	XP_037871098.1
OG0007849	XP_029032954.1	XP_004932109.1
OG0007850	XP_029037538.1	XP_037870733.1
OG0007851	XP_029050637.1	XP_004931836.3
OG0007852	XP_029051612.1	XP_037871176.1
OG0007854	XP_029045518.1	XP_004932968.1, XP_021208101.1
OG0007855	XP_029035335.1	XP_004931535.1
OG0007856	XP_029036275.1	XP_037871063.1
OG0007857	XP_029039118.1	XP_004933391.1
OG0007858	XP_029049337.1	XP_037868900.1
OG0007859	XP_029032501.1	XP_037869634.1
OG0007861	XP_029041588.1	XP_004932348.1, XP_012551153.1
OG0007863	XP_029050762.1	XP_037868359.1
OG0007864	XP_029038432.1	XP_004933467.1
OG0007865	XP_029047151.1	XP_037869167.1
OG0007866	XP_029049277.1	XP_004931064.2
OG0007867	XP_029035394.1	XP_004930158.1
OG0007868	XP_029051359.1	XP_037870419.1
OG0007869	XP_029035779.1	XP_037868530.1
OG0007870	XP_029040430.1	XP_012549187.1
OG0007871	XP_029049630.1	NP_001127747.1, XP_037877637.1
OG0007874	XP_029042609.1	XP_004929171.1
OG0007875	XP_029037607.1	XP_012549995.1
OG0007876	XP_029047794.1	XP_037870319.1
OG0007877	XP_029046382.1	XP_037868114.1, XP_037868127.1
OG0007878	XP_029031921.1	XP_037867826.1
OG0007879	XP_029051831.1	XP_037871870.1
OG0007881	XP_029037701.1	XP_004929764.3
OG0007882	XP_029051622.1	XP_037872315.1
OG0007883	XP_029032469.1	XP_004922032.1
OG0007884	XP_029038907.1	XP_004924029.1
OG0007885	XP_029043291.1	XP_004929261.1
OG0007887	XP_029050478.1, XP_029050477.1	XP_037872413.1
OG0007888	XP_029044466.1	XP_004932692.1
OG0007889	XP_029054522.1	XP_037872436.1
OG0007891	XP_029053962.1	XP_012550487.1
OG0007892	XP_029036344.1	XP_012545038.1
OG0007893	XP_029041123.1	XP_004922014.2
OG0007894	XP_029055566.1	XP_037869848.1
OG0007895	XP_029036027.1	XP_004927289.2
OG0007896	XP_029037262.1	XP_012545347.1, XP_037874476.1
OG0007898	XP_029036571.1	XP_004923362.1
OG0007899	XP_029038498.1	NP_001136227.1
OG0007900	XP_029047504.1	XP_021208876.1, XP_021208877.1
OG0007901	XP_029055679.1	XP_037871026.1
OG0007902	XP_029042052.1	XP_021202590.1
OG0007903	XP_029043878.1	XP_012545476.2
OG0007904	XP_029050602.1	XP_004926184.1
OG0007906	XP_029038326.1	XP_004929234.1
OG0007907	XP_029040087.1	XP_004930740.2
OG0007910	XP_029032979.1	XP_012552942.2
OG0007912	XP_029042515.1	XP_004927255.1
OG0007914	XP_029034200.1	NP_001296564.1
OG0007915	XP_029049234.1	XP_004924986.1
OG0007917	XP_029037647.1	XP_021203298.1, XP_021203294.1, XP_012545345.1
OG0007918	XP_029039707.1, XP_029035539.1	XP_004928501.1
OG0007921	XP_029034128.1	XP_012547431.2
OG0007925	XP_029034690.1	XP_004922089.1
OG0007927	XP_029039421.1	XP_037873622.1
OG0007933	XP_029031969.1	XP_004923810.2
OG0007937	XP_029037389.1	XP_004928250.1
OG0007940	XP_029054895.1, XP_029043490.1, XP_029043491.1	XP_004923236.1
OG0007941	XP_029042678.1	XP_004924997.1
OG0007942	XP_029056662.1	NP_001040369.1
OG0007946	XP_029054799.1	XP_037877415.1
OG0007957	XP_029042271.1	NP_001037251.1
OG0007959	XP_029046210.1	XP_004928639.1
OG0007960	XP_029049907.1	XP_004928560.1
OG0007962	XP_029031911.1	XP_021206490.1
OG0007963	XP_029040630.1	XP_004928623.1
OG0007965	XP_029037189.1	XP_037869998.1
OG0007966	XP_029039807.1	XP_037868545.1
OG0007967	XP_029033141.1	XP_004929276.1
OG0007968	XP_029049848.1	XP_004926351.1
OG0007969	XP_029052759.1	NP_001124365.1, NP_001104825.1
OG0007970	XP_029048466.1	XP_004927754.1
OG0007971	XP_029041934.1	XP_012546798.1
OG0007975	XP_029039400.1	XP_037866982.1
OG0007976	XP_029036071.1	XP_004933269.3
OG0007981	XP_029039947.1	XP_037875107.1
OG0007982	XP_029039936.1	XP_037869577.1
OG0007983	XP_029034713.1	XP_037867829.1
OG0007984	XP_029039945.1	XP_037869827.1, XP_037877294.1
OG0007985	XP_029048152.1	XP_004926269.1
OG0007986	XP_029036225.1	XP_004922646.1
OG0007987	XP_029033055.1	XP_004929113.2
OG0007988	XP_029032595.1	XP_004930583.1
OG0007992	XP_029047894.1	XP_004921750.1
OG0007993	XP_029046233.1	XP_037877257.1
OG0007994	XP_029052906.1	XP_037869610.1
OG0007995	XP_029047442.1	XP_037867756.1
OG0007999	XP_029055354.1	XP_037869138.1
OG0008001	XP_029042739.1	XP_037869399.1
OG0008002	XP_029039770.1	XP_012549887.1
OG0008003	XP_029032337.1	XP_004927682.1
OG0008004	XP_029052231.1	XP_004924097.2
OG0008005	XP_029047089.1	NP_001104817.1
OG0008006	XP_029045177.1	XP_037874035.1
OG0008010	XP_029050672.1	XP_004923969.1
OG0008011	XP_029037273.1	XP_012547774.1, XP_012547775.1
OG0008013	XP_029037825.1	XP_012547047.1
OG0008015	XP_029054977.1	XP_037870816.1
OG0008016	XP_029038572.1	XP_004929606.1
OG0008017	XP_029041303.1	XP_021205813.1, XP_037870472.1
OG0008020	XP_029041791.1	XP_004931445.1
OG0008021	XP_029046066.1	XP_004932130.1
OG0008023	XP_029052392.1	NP_001037028.1
OG0008024	XP_029056374.1	XP_037868923.1, XP_037868922.1
OG0008025	XP_029050046.1	XP_037872001.1
OG0008026	XP_029037616.1	XP_004930159.1, XP_012549303.1
OG0008032	XP_029052321.1	XP_004924622.1
OG0008035	XP_029035609.1	NP_001153677.1
OG0008036	XP_029046114.1	XP_021205304.1
OG0008037	XP_029054644.1	XP_021208511.1, XP_037877038.1, XP_037874260.1, XP_037873331.1, XP_037869721.1, XP_037877036.1, XP_004932272.2, XP_037874131.1
OG0008039	XP_029043752.1	XP_021206941.1
OG0008040	XP_029034564.1	XP_037866861.1
OG0008042	XP_029051707.1	XP_037867156.1
OG0008043	XP_029044217.1	XP_037869515.1
OG0008045	XP_029044223.1	XP_004927995.2
OG0008049	XP_029043269.1	XP_004930878.1
OG0008053	XP_029032923.1	XP_004922728.1
OG0008055	XP_029036047.1	XP_021204170.1
OG0008056	XP_029055639.1, XP_029055640.1	XP_004933458.1
OG0008057	XP_029052779.1	NP_001040415.1
OG0008058	XP_029037813.1	XP_004933370.2
OG0008059	XP_029032813.1	XP_004931222.1
OG0008060	XP_029051921.1	XP_021208190.2
OG0008061	XP_029043330.1	XP_004932532.1
OG0008062	XP_029036121.1	XP_037874312.1
OG0008063	XP_029037332.1	XP_004928988.2
OG0008064	XP_029050653.1	XP_004934349.3, XP_004923293.1
OG0008065	XP_029031989.1	XP_037874750.1
OG0008066	XP_029044968.1	XP_004930343.1
OG0008069	XP_029037325.1	XP_004928989.3
OG0008071	XP_029048661.1	XP_004921876.1
OG0008072	XP_029033189.1	XP_004930431.1
OG0008074	XP_029045327.1	XP_012544863.1
OG0008078	XP_029052241.1	XP_037867903.1
OG0008079	XP_029041524.1	XP_004927981.1, XP_037870973.1
OG0008080	XP_029039490.1	XP_004932629.1
OG0008084	XP_029040206.1	XP_004922851.1
OG0008085	XP_029037576.1	XP_012553021.2
OG0008086	XP_029052311.1	NP_001040185.1
OG0008088	XP_029038064.1	XP_012544973.3
OG0008089	XP_029049309.1	XP_037869092.1
OG0008091	XP_029036378.1	XP_037876438.1
OG0008092	XP_029040830.1	XP_004933079.2
OG0008093	XP_029048650.1	XP_004927823.3
OG0008094	XP_029051568.1	XP_012547350.2
OG0008096	XP_029050254.1	XP_004929612.1
OG0008100	XP_029049950.1	XP_004924890.2
OG0008103	XP_029051731.1	XP_004930411.1
OG0008105	XP_029048135.1	XP_004922097.1
OG0008107	XP_029034977.1	XP_012552969.2
OG0008108	XP_029047323.1	NP_001123587.1
OG0008109	XP_029036876.1	XP_004925293.2
OG0008110	XP_029038299.1	XP_021205623.1
OG0008111	XP_029046561.1	XP_004930355.2
OG0008114	XP_029041786.1	XP_004931466.1
OG0008116	XP_029041755.1	XP_004924275.2
OG0008117	XP_029045628.1	XP_037871901.1
OG0008118	XP_029039683.1	XP_012551085.2
OG0008121	XP_029046800.1	XP_037867814.1
OG0008122	XP_029039953.1	XP_037866644.1
OG0008125	XP_029043713.1	XP_004933596.1
OG0008126	XP_029035474.1	NP_001296529.1
OG0008127	XP_029041963.1	XP_012544341.1
OG0008128	XP_029049030.1	XP_037867028.1
OG0008129	XP_029052251.1	XP_004931299.1
OG0008130	XP_029043595.1	XP_021206350.2
OG0008131	XP_029045356.1	NP_001127750.1
OG0008132	XP_029044087.1	XP_037872767.1
OG0008134	XP_029052347.1	XP_037870119.1
OG0008135	XP_029040176.1	XP_004931559.1
OG0008136	XP_029052677.1	XP_021205733.2
OG0008137	XP_029034191.1	XP_004924387.2
OG0008138	XP_029049401.1	NP_001275599.1
OG0008141	XP_029039345.1, XP_029039343.1	XP_021205848.1
OG0008142	XP_029038642.1	XP_004927097.2
OG0008145	XP_029047214.1	XP_012551514.2, XP_012551512.1
OG0008150	XP_029041803.1	NP_001243925.1
OG0008151	XP_029036743.1	XP_004929721.1
OG0008152	XP_029048202.1	XP_012546871.1
OG0008153	XP_029040018.1, XP_029040525.1	XP_037871293.1, XP_037871295.1
OG0008156	XP_029050867.1	XP_037875346.1
OG0008158	XP_029038234.1	XP_037875225.1
OG0008159	XP_029034741.1	XP_037876609.1
OG0008160	XP_029038748.1	XP_004928943.1
OG0008161	XP_029039992.1	XP_021204615.2
OG0008167	XP_029033387.1	XP_037868955.1
OG0008169	XP_029043300.1	XP_004931001.1, XP_004929235.1
OG0008171	XP_029034301.1	XP_037866667.1
OG0008177	XP_029046515.1	XP_021206390.1, XP_012549394.2
OG0008178	XP_029047657.1, XP_029047655.1	XP_004922879.1
OG0008179	XP_029038987.1	NP_001036981.1
OG0008183	XP_029032777.1	XP_004926449.1, XP_021203855.1
OG0008199	XP_029049487.1	NP_001040417.1
OG0008200	XP_029046520.1	XP_004921579.3
OG0008202	XP_029052788.1	NP_001040250.1
OG0008203	XP_029047350.1	XP_004927678.1
OG0008204	XP_029041344.1	XP_037869910.1
OG0008206	XP_029039737.1	XP_004931479.1
OG0008207	XP_029035900.1	XP_012550362.2
OG0008208	XP_029056459.1	XP_004921710.2
OG0008210	XP_029032078.1	XP_012543850.1
OG0008211	XP_029046997.1	XP_012549563.1, NP_001037099.1
OG0008213	XP_029032054.1	XP_004921677.1
OG0008217	XP_029039155.1	XP_004932351.1
OG0008220	XP_029035529.1	NP_001091795.2
OG0008222	XP_029037765.1, XP_029037766.1	XP_004924188.1
OG0008224	XP_029043024.1, XP_029042715.1	XP_012551453.1
