Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0006251	XP_029051125.1	XP_021701369.1
OG0006252	XP_029036766.1	XP_001652452.1
OG0006253	XP_029045533.1	XP_001649404.1
OG0006254	XP_029037153.1	XP_021696559.1
OG0006255	XP_029039164.1	XP_001653652.2
OG0006256	XP_029037391.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_029040743.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_029035700.1	XP_001662100.1
OG0006259	XP_029036299.1	XP_021698919.1
OG0006260	XP_029044688.1	XP_021710032.1
OG0006261	XP_029037493.1	XP_021713032.1
OG0006262	XP_029031951.1	XP_001654445.1
OG0006263	XP_029039660.1	XP_001658134.1
OG0006264	XP_029045095.1	XP_001658414.2
OG0006265	XP_029052659.1	XP_001656416.2
OG0006266	XP_029045051.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_029051477.1	XP_021708664.1
OG0006268	XP_029045190.1	XP_001662153.1
OG0006269	XP_029053584.1	XP_001655113.1
OG0006270	XP_029034213.1	XP_021705036.1
OG0006271	XP_029054010.1	XP_001659155.1
OG0006273	XP_029045199.1	XP_001661529.1
OG0006274	XP_029037508.1	XP_021699399.1
OG0006275	XP_029052935.1	XP_001656034.2
OG0006276	XP_029047943.1	XP_001661085.2
OG0006277	XP_029034684.1	XP_001654122.2
OG0006278	XP_029032209.1	XP_021701929.1
OG0006279	XP_029035117.1	XP_001649464.1
OG0006280	XP_029039650.1	XP_021706949.1
OG0006281	XP_029056602.1	XP_021701193.1
OG0006282	XP_029037706.1	XP_021711621.1
OG0006283	XP_029032094.1	XP_001662069.2
OG0006284	XP_029046257.1	XP_001658130.2
OG0006285	XP_029034040.1	XP_001656619.1
OG0006286	XP_029035303.1	XP_001657422.1
OG0006287	XP_029039140.1	XP_001650345.1
OG0006288	XP_029031902.1	XP_021697338.1
OG0006289	XP_029054604.1	XP_001662357.1
OG0006290	XP_029049707.1	XP_021695110.1
OG0006291	XP_029043066.1	XP_021706632.1
OG0006292	XP_029052396.1	XP_001659750.2
OG0006293	XP_029042540.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_029041090.1	XP_001653052.1
OG0006295	XP_029054336.1	XP_001650202.1
OG0006296	XP_029038870.1	XP_021704011.1
OG0006297	XP_029041945.1	XP_001658958.2
OG0006298	XP_029034841.1	XP_001662051.2
OG0006299	XP_029039331.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_029049219.1	XP_021693795.1
OG0006301	XP_029032582.1	XP_021697011.1
OG0006302	XP_029051037.1	XP_021706178.1
OG0006303	XP_029048213.1	XP_001657255.2
OG0006304	XP_029042903.1	XP_021700110.1
OG0006305	XP_029045210.1	XP_021694598.1
OG0006306	XP_029033074.1	XP_001648253.1
OG0006307	XP_029051259.1	XP_021706343.1
OG0006308	XP_029045520.1	XP_001648949.2
OG0006309	XP_029035633.1	XP_001662411.1
OG0006310	XP_029035262.1	XP_001650763.1
OG0006311	XP_029039409.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_029038773.1	XP_001649746.1
OG0006313	XP_029037991.1	XP_001649399.1
OG0006314	XP_029032836.1	XP_021699555.1
OG0006315	XP_029032848.1	XP_021699711.1
OG0006316	XP_029037417.1	XP_021704286.1
OG0006317	XP_029039980.1	XP_021696014.1
OG0006318	XP_029042356.1	XP_021709632.1
OG0006319	XP_029055478.1	XP_001662409.1
OG0006320	XP_029035793.1	XP_021698478.1
OG0006322	XP_029032980.1	XP_011493441.1
OG0006323	XP_029046516.1	XP_011493383.1
OG0006324	XP_029036807.1	XP_001649078.2
OG0006325	XP_029047104.1	XP_021702947.1
OG0006326	XP_029054128.1, XP_029053345.1	XP_001654401.2
OG0006327	XP_029041531.1, XP_029041811.1	XP_001658204.2
OG0006328	XP_029051048.1	XP_001660887.1
OG0006329	XP_029036945.1	XP_001659032.1
OG0006330	XP_029050644.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_029041795.1	XP_001658276.1
OG0006332	XP_029046555.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_029039202.1	XP_001662996.1
OG0006334	XP_029052291.1	XP_001663180.1
OG0006335	XP_029046669.1	XP_021710512.1
OG0006337	XP_029043194.1	XP_001661825.1
OG0006338	XP_029036758.1	XP_001662618.1
OG0006339	XP_029041648.1	XP_021712646.1, XP_001662501.2
OG0006340	XP_029048049.1	XP_021693362.1
OG0006342	XP_029032216.1, XP_029032217.1	XP_001650150.2
OG0006343	XP_029042222.1	XP_021703591.1
OG0006344	XP_029039592.1	XP_001654070.2
OG0006345	XP_029056561.1	XP_021709008.1
OG0006346	XP_029054521.1	XP_001656402.1
OG0006347	XP_029044623.1	XP_021696286.1
OG0006348	XP_029033134.1	XP_001654328.1
OG0006349	XP_029034968.1	XP_001658824.2
OG0006350	XP_029037854.1	XP_021706106.1
OG0006351	XP_029035118.1, XP_029035162.1	XP_021713409.1
OG0006352	XP_029032916.1	XP_021706867.1
OG0006353	XP_029039641.1	XP_021705989.1
OG0006355	XP_029044213.1	XP_021693425.1
OG0006356	XP_029041034.1	XP_001657729.1
OG0006357	XP_029053654.1	XP_021707656.1
OG0006358	XP_029045560.1	XP_001652359.1
OG0006359	XP_029044201.1	XP_001660612.2
OG0006360	XP_029046343.1	XP_021697513.1
OG0006361	XP_029051377.1	XP_001660716.2
OG0006362	XP_029053843.1	XP_001656892.1
OG0006363	XP_029052189.1, XP_029052207.1	XP_021699101.1
OG0006364	XP_029032279.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_029040832.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_029044679.1	XP_021707076.1
OG0006367	XP_029041080.1	XP_021695172.1
OG0006368	XP_029043304.1, XP_029043305.1	XP_021705623.1
OG0006369	XP_029033784.1	XP_001657123.1
OG0006370	XP_029037657.1	XP_001662032.1
OG0006373	XP_029044517.1	XP_001648654.2
OG0006374	XP_029034261.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_029055895.1	XP_001663666.2
OG0006377	XP_029035227.1	XP_021695198.1
OG0006378	XP_029041768.1	XP_001653879.2
OG0006379	XP_029040015.1	XP_021701522.1
OG0006380	XP_029050358.1	XP_021710493.1
OG0006381	XP_029033415.1	XP_021706258.1
OG0006382	XP_029050088.1	XP_001664244.2
OG0006383	XP_029035356.1	XP_021702590.1
OG0006384	XP_029048355.1	XP_001652638.1
OG0006385	XP_029038805.1	XP_001648348.3
OG0006386	XP_029032055.1	XP_001660840.2
OG0006388	XP_029050058.1	XP_021707726.1
OG0006389	XP_029039912.1	XP_001653143.2
OG0006390	XP_029036209.1	XP_001652466.1
OG0006391	XP_029046177.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_029053091.1	XP_021703657.1
OG0006393	XP_029052042.1	XP_001657121.1
OG0006394	XP_029037906.1	XP_021706817.1
OG0006395	XP_029053175.1	XP_021709944.1
OG0006396	XP_029042019.1	XP_001654731.2
OG0006397	XP_029034569.1	XP_001651394.2
OG0006398	XP_029032130.1	XP_001658688.2
OG0006399	XP_029033814.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_029053463.1	XP_021698933.1
OG0006401	XP_029046995.1	XP_021704579.1
OG0006403	XP_029048513.1	XP_021695823.1
OG0006404	XP_029036688.1	XP_001653183.2
OG0006405	XP_029044961.1	XP_021696127.1
OG0006406	XP_029034241.1	XP_001656444.1
OG0006407	XP_029047119.1	XP_021706770.1
OG0006408	XP_029046298.1	XP_021695876.1
OG0006409	XP_029044329.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_029048688.1	XP_021698270.1
OG0006412	XP_029050819.1	XP_001649124.1
OG0006413	XP_029044187.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_029034499.1	XP_021699025.1
OG0006415	XP_029039098.1	XP_021708154.1
OG0006416	XP_029033917.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_029039775.1	XP_021700324.1
OG0006418	XP_029041923.1	XP_021707602.1
OG0006419	XP_029044593.1	XP_021708497.1
OG0006420	XP_029039504.1	XP_001657527.2
OG0006423	XP_029034078.1	XP_021709939.1
OG0006425	XP_029035684.1	XP_021709132.1
OG0006426	XP_029049542.1	XP_001650919.1
OG0006427	XP_029042385.1	XP_021709504.1
OG0006428	XP_029034571.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_029038561.1	XP_021712998.1
OG0006430	XP_029043820.1	XP_001663724.2
OG0006431	XP_029040669.1	XP_021705127.1
OG0006432	XP_029054945.1	XP_021694828.1
OG0006433	XP_029036578.1	XP_001656845.2
OG0006434	XP_029041776.1	XP_021698604.1
OG0006435	XP_029041186.1	XP_001659327.1
OG0006437	XP_029049980.1	XP_001653312.1
OG0006438	XP_029045779.1	XP_021704712.1
OG0006439	XP_029050948.1	XP_001659227.2
OG0006440	XP_029043925.1	XP_021701538.1
OG0006441	XP_029050935.1	XP_001654260.2
OG0006442	XP_029037291.1	XP_001655350.2
OG0006443	XP_029035598.1	XP_021705140.1
OG0006444	XP_029032311.1	XP_001648196.1
OG0006445	XP_029050077.1	XP_021708505.1
OG0006446	XP_029040384.1	XP_021705676.1
OG0006447	XP_029042357.1	XP_001648609.1
OG0006448	XP_029040146.1	XP_011493731.1
OG0006449	XP_029041304.1	XP_001650574.2
OG0006450	XP_029040684.1	XP_021700848.1
OG0006451	XP_029041430.1	XP_001664282.1
OG0006452	XP_029054374.1	XP_001659778.1
OG0006454	XP_029050152.1	XP_021695339.1
OG0006455	XP_029049398.1	XP_021697448.1
OG0006456	XP_029043082.1	XP_001654061.2
OG0006457	XP_029049617.1	XP_001649604.1
OG0006459	XP_029043006.1	XP_021706028.1
OG0006460	XP_029045878.1	XP_001661961.1
OG0006461	XP_029055317.1	XP_021707460.1
OG0006463	XP_029040699.1	XP_001664316.1
OG0006464	XP_029048228.1	XP_021707837.1
OG0006465	XP_029038828.1	XP_021709281.1
OG0006466	XP_029041724.1	XP_021704187.1
OG0006467	XP_029053551.1	XP_001654812.1
OG0006468	XP_029035593.1	XP_021694829.1
OG0006469	XP_029038770.1	XP_021698220.1
OG0006470	XP_029039456.1	XP_021704077.1
OG0006471	XP_029044075.1	XP_021703560.1
OG0006472	XP_029054023.1	XP_001652850.2
OG0006473	XP_029032950.1	XP_021709807.1
OG0006474	XP_029036630.1	XP_001652417.2
OG0006475	XP_029037994.1	XP_021701211.1
OG0006476	XP_029040681.1	XP_021697068.1
OG0006477	XP_029052857.1	XP_021700677.1
OG0006478	XP_029034980.1	XP_001656937.1
OG0006480	XP_029048201.1	XP_001650487.2
OG0006481	XP_029055804.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_029038141.1	XP_001648880.2
OG0006483	XP_029054034.1	XP_021697737.1
OG0006484	XP_029034331.1	XP_021713424.1
OG0006485	XP_029050880.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_029037042.1	XP_021709153.1
OG0006487	XP_029038505.1	XP_001659448.2
OG0006488	XP_029042492.1	XP_001657902.2
OG0006489	XP_029045155.1	XP_021694898.1
OG0006490	XP_029051723.1	XP_001660418.2
OG0006491	XP_029037849.1, XP_029037850.1	XP_001660916.2
OG0006492	XP_029049891.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_029049984.1	XP_011493096.1
OG0006494	XP_029056529.1	XP_021708500.1
OG0006495	XP_029046237.1	XP_001649467.1
OG0006496	XP_029052332.1	XP_021706328.1
OG0006497	XP_029042391.1	XP_021700020.1
OG0006498	XP_029051033.1	XP_001650131.1
OG0006499	XP_029042770.1	XP_021707065.1
OG0006500	XP_029049880.1	XP_001656926.2
OG0006501	XP_029035767.1	XP_001650005.1
OG0006502	XP_029043267.1	XP_001648450.1
OG0006503	XP_029049939.1	XP_001662670.1
OG0006505	XP_029045132.1	XP_021702162.1
OG0006506	XP_029047251.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_029049492.1	XP_021709249.1
OG0006508	XP_029039769.1	XP_021699337.1
OG0006509	XP_029039567.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_029032590.1	XP_001650335.1
OG0006511	XP_029050433.1	XP_021701335.1
OG0006512	XP_029050710.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_029050739.1	XP_001654102.2
OG0006514	XP_029050161.1	XP_001659016.2
OG0006515	XP_029044396.1	XP_021694817.1
OG0006516	XP_029046364.1	XP_001653438.1
OG0006517	XP_029033190.1	XP_021694575.1
OG0006518	XP_029050220.1	XP_021698137.1
OG0006519	XP_029052678.1	XP_021707312.1
OG0006520	XP_029049800.1	XP_001656464.2
OG0006521	XP_029054492.1	XP_001653443.2
OG0006522	XP_029032322.1	XP_001655315.1
OG0006523	XP_029038082.1	XP_021699726.1
OG0006524	XP_029038121.1	XP_021703268.1
OG0006525	XP_029043189.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_029046235.1	XP_021706331.1
OG0006527	XP_029032826.1	XP_021699671.1
OG0006528	XP_029053976.1, XP_029053919.1	XP_021703214.1
OG0006529	XP_029031970.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_029032413.1	XP_021694164.1
OG0006532	XP_029040551.1	XP_001664109.2
OG0006533	XP_029042930.1	XP_001662904.1
OG0006534	XP_029051742.1	XP_001654737.1
OG0006535	XP_029053049.1	XP_001660944.1
OG0006536	XP_029042125.1	XP_021695744.1
OG0006537	XP_029051852.1	XP_021697183.1
OG0006538	XP_029040534.1	XP_021701619.1
OG0006539	XP_029044385.1	XP_021707172.1
OG0006540	XP_029048300.1	XP_001649665.2
OG0006541	XP_029047354.1	XP_001650870.1
OG0006542	XP_029050314.1	XP_021701853.1
OG0006543	XP_029038887.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_029048853.1	XP_021694656.1
OG0006545	XP_029047069.1	XP_021704327.1
OG0006547	XP_029033049.1	XP_001664204.1
OG0006548	XP_029033397.1	XP_001662694.2
OG0006549	XP_029043932.1	XP_001655852.1
OG0006551	XP_029040651.1	XP_001650886.2
OG0006552	XP_029039149.1	XP_001663333.1
OG0006553	XP_029037920.1	XP_021707819.1
OG0006554	XP_029041006.1	XP_001658388.1
OG0006555	XP_029052650.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_029046839.1	XP_001654277.1
OG0006558	XP_029040621.1	XP_021697069.1
OG0006559	XP_029033114.1	XP_021703739.1
OG0006560	XP_029037088.1	XP_021700104.1
OG0006561	XP_029035994.1	XP_001658164.1
OG0006562	XP_029044369.1	XP_021708171.1
OG0006563	XP_029050180.1	XP_021705845.1
OG0006565	XP_029042069.1	XP_021693766.1
OG0006566	XP_029031870.1	XP_021698895.1
OG0006568	XP_029032456.1	XP_001660405.1
OG0006570	XP_029055710.1	XP_021699637.1
OG0006571	XP_029032161.1	XP_021701970.1
OG0006573	XP_029055394.1	XP_001656668.1
OG0006574	XP_029043296.1	XP_021702968.1
OG0006575	XP_029049555.1	XP_021702168.1
OG0006576	XP_029043230.1	XP_021705145.1
OG0006577	XP_029032075.1	XP_021709301.1
OG0006579	XP_029049101.1	XP_001656789.2
OG0006580	XP_029034482.1	XP_021705060.1
OG0006581	XP_029039532.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_029048289.1	XP_001650857.1
OG0006583	XP_029032892.1	XP_021700455.1
OG0006584	XP_029056550.1	XP_001655336.2
OG0006585	XP_029048251.1	XP_001651220.2
OG0006586	XP_029033540.1, XP_029033586.1	XP_001662311.1
OG0006587	XP_029043849.1	XP_001663056.2
OG0006588	XP_029038620.1	XP_001662977.2
OG0006590	XP_029056630.1	XP_021703546.1
OG0006591	XP_029043756.1	XP_001660548.1
OG0006592	XP_029034535.1	XP_001658166.2
OG0006593	XP_029046503.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_029036683.1	XP_021699913.1
OG0006595	XP_029035183.1	XP_021699828.1
OG0006596	XP_029033376.1	XP_021695771.1
OG0006597	XP_029032724.1	XP_021695160.1
OG0006598	XP_029053288.1, XP_029053233.1	XP_021706205.1
OG0006599	XP_029045915.1	XP_021703880.1
OG0006600	XP_029056050.1, XP_029056149.1	XP_001658690.2
OG0006601	XP_029039587.1	XP_021709738.1
OG0006602	XP_029040343.1	XP_001660447.1
OG0006603	XP_029033203.1	XP_021706843.1
OG0006604	XP_029046943.1	XP_021698653.1
OG0006605	XP_029051547.1	XP_001649766.2
OG0006606	XP_029049399.1	XP_021713002.1
OG0006607	XP_029052033.1	XP_021697634.1
OG0006608	XP_029048830.1	XP_021708619.1
OG0006609	XP_029055730.1	XP_021692953.1
OG0006610	XP_029041930.1	XP_021704132.1
OG0006611	XP_029053144.1	XP_021706441.1
OG0006612	XP_029051235.1	XP_001654859.1
OG0006614	XP_029056353.1	XP_021708235.1
OG0006615	XP_029043004.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_029049208.1, XP_029049209.1	XP_001655801.1
OG0006617	XP_029032968.1	XP_001656925.1
OG0006618	XP_029040599.1	XP_021710584.1
OG0006619	XP_029037684.1	XP_021709530.1, XP_021712417.1
OG0006621	XP_029050713.1	XP_021713359.1
OG0006623	XP_029047828.1	XP_001647648.2
OG0006624	XP_029037997.1	XP_021696038.1
OG0006625	XP_029041113.1	XP_021693017.1
OG0006626	XP_029037986.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_029047653.1	XP_021704811.1
OG0006628	XP_029035849.1	XP_021712803.1
OG0006629	XP_029046427.1	XP_001650268.1
OG0006630	XP_029046606.1	XP_021702740.1
OG0006631	XP_029044328.1	XP_021703476.1
OG0006632	XP_029054375.1	XP_021703175.1
OG0006633	XP_029041456.1, XP_029041460.1	XP_021706356.1
OG0006634	XP_029048865.1	XP_001654338.2
OG0006635	XP_029036763.1	XP_021703806.1
OG0006638	XP_029039049.1	XP_001657730.2
OG0006639	XP_029043939.1	XP_021694514.1
OG0006640	XP_029042888.1	XP_021693918.1
OG0006641	XP_029044703.1	XP_001659192.2
OG0006642	XP_029055628.1	XP_021698330.1
OG0006643	XP_029036735.1	XP_001659742.2
OG0006644	XP_029032994.1	XP_021698027.1
OG0006645	XP_029040439.1	XP_021700538.1
OG0006646	XP_029054448.1	XP_001659809.1
OG0006647	XP_029042182.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_029049204.1	XP_001655800.2
OG0006649	XP_029051006.1	XP_001660547.2
OG0006650	XP_029034681.1	XP_021694894.1
OG0006651	XP_029050688.1	XP_021707903.1
OG0006652	XP_029040728.1	XP_021695167.1
OG0006653	XP_029040392.1	XP_021705980.1
OG0006654	XP_029042491.1	XP_001657903.2
OG0006655	XP_029045955.1	XP_021693218.1
OG0006656	XP_029040011.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_029046137.1	XP_001661237.1
OG0006658	XP_029035175.1	XP_001651882.1
OG0006659	XP_029035655.1	XP_001653516.2
OG0006660	XP_029054730.1	XP_021710900.1
OG0006661	XP_029052109.1	XP_001657977.2
OG0006662	XP_029051229.1	XP_021709178.1
OG0006663	XP_029037566.1	XP_001657582.2
OG0006664	XP_029041227.1	XP_021710662.1
OG0006665	XP_029050640.1	XP_001657248.1
OG0006666	XP_029039393.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_029046988.1	XP_021702177.1
OG0006668	XP_029043774.1, XP_029043657.1	XP_021693528.1
OG0006669	XP_029033406.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_029037912.1	XP_001651908.2
OG0006671	XP_029038053.1	XP_021694700.1
OG0006672	XP_029037758.1	XP_001648305.2
OG0006673	XP_029049790.1, XP_029049788.1	XP_001649363.2
OG0006674	XP_029052780.1	XP_001649614.2
OG0006675	XP_029055979.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_029033811.1, XP_029033812.1	XP_001650486.2
OG0006677	XP_029034486.1	XP_001650535.2
OG0006678	XP_029034522.1	XP_001650658.1
OG0006679	XP_029033874.1	XP_001650939.1
OG0006680	XP_029037777.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_029052125.1	XP_001651467.2
OG0006682	XP_029049349.1	XP_001651485.1
OG0006683	XP_029046405.1	XP_001651641.2
OG0006684	XP_029049177.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_029045990.1	XP_001652628.1
OG0006686	XP_029047640.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_029049261.1	XP_001653797.2
OG0006688	XP_029053343.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_029041454.1	XP_001654433.1
OG0006690	XP_029032948.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	XP_029056365.1	XP_001655031.2, XP_001655032.2
OG0006693	XP_029042717.1	XP_001655525.2
OG0006694	XP_029042705.1	XP_001655639.2
OG0006695	XP_029053282.1	XP_001655962.2
OG0006696	XP_029049179.1	XP_001656638.2
OG0006697	XP_029035331.1	XP_001657371.1
OG0006698	XP_029054005.1, XP_029053983.1	XP_001657531.1
OG0006699	XP_029050992.1	XP_001657892.1
OG0006700	XP_029053401.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_029035974.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_029055950.1	XP_001659401.2
OG0006703	XP_029054114.1	XP_001659696.2
OG0006704	XP_029051978.1	XP_001659808.1
OG0006705	XP_029034365.1	XP_001660790.2
OG0006706	XP_029043809.1, XP_029043811.1	XP_001661378.2
OG0006707	XP_029041347.1	XP_001661397.1
OG0006708	XP_029042221.1	XP_001662978.1
OG0006709	XP_029041874.1	XP_001662982.2
OG0006710	XP_029032898.1	XP_001663461.1
OG0006711	XP_029036554.1	XP_021693038.1
OG0006713	XP_029034552.1	XP_021693731.1
OG0006714	XP_029040841.1	XP_021693953.1
OG0006715	XP_029041442.1, XP_029041436.1	XP_021695989.1
OG0006716	XP_029044332.1	XP_021696745.1
OG0006717	XP_029051203.1	XP_021696914.1
OG0006718	XP_029040347.1	XP_021697247.1
OG0006719	XP_029041408.1	XP_021697274.1
OG0006720	XP_029033933.1	XP_021697553.1
OG0006721	XP_029041679.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_029051565.1	XP_021698307.1
OG0006723	XP_029049498.1	XP_021698606.1
OG0006724	XP_029049628.1	XP_021700236.1
OG0006725	XP_029034939.1, XP_029034938.1	XP_021700773.1
OG0006726	XP_029044506.1	XP_021700931.1
OG0006727	XP_029035834.1, XP_029035833.1	XP_021701153.1
OG0006728	XP_029041639.1	XP_021701229.1
OG0006729	XP_029041658.1	XP_021701639.1, XP_021701640.1
OG0006731	XP_029035485.1	XP_021701718.1
OG0006732	XP_029036159.1	XP_021702123.1
OG0006733	XP_029034061.1	XP_021702247.1
OG0006734	XP_029038351.1	XP_021702385.1, XP_021702373.1
OG0006735	XP_029052672.1	XP_021702801.1, XP_021702766.1
OG0006736	XP_029034055.1	XP_021703000.1
OG0006738	XP_029047572.1	XP_021703763.1
OG0006739	XP_029032044.1	XP_021703878.1
OG0006740	XP_029042096.1	XP_021704283.1
OG0006741	XP_029034704.1	XP_021705141.1
OG0006742	XP_029048365.1	XP_021705342.1
OG0006743	XP_029039497.1	XP_021705453.1
OG0006744	XP_029033081.1, XP_029033913.1, XP_029033442.1	XP_021706745.1
OG0006745	XP_029052778.1	XP_021706761.1
OG0006746	XP_029031943.1	XP_021706769.1
OG0006747	XP_029049283.1	XP_021707018.1
OG0006748	XP_029038521.1	XP_021710739.1, XP_021707799.1
OG0006749	XP_029033905.1	XP_021708789.1
OG0006750	XP_029042342.1	XP_021708822.1
OG0006751	XP_029052354.1	XP_021709044.1
OG0006752	XP_029034656.1	XP_021709282.1
OG0006753	XP_029051883.1	XP_021709369.1
OG0006754	XP_029036730.1	XP_021712263.1, XP_021713262.1
OG0006755	XP_029033231.1	XP_021713296.1
OG0006798	XP_029049447.1	XP_001662431.1
OG0006799	XP_029048016.1	XP_001652015.1
OG0006800	XP_029047225.1	XP_001663436.1
OG0006801	XP_029048539.1	XP_001663403.2
OG0006802	XP_029050946.1	XP_001654090.1
OG0006803	XP_029047248.1	XP_001655519.1
OG0006804	XP_029041033.1	XP_001651784.1
OG0006805	XP_029036111.1	XP_001663981.1
OG0006806	XP_029040973.1	XP_001656429.1
OG0006807	XP_029043492.1	XP_001663765.1
OG0006808	XP_029042917.1	XP_021704085.1
OG0006809	XP_029041833.1	XP_001649130.1
OG0006810	XP_029048392.1	XP_001652245.1
