Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0006751	XP_029052354.1	XP_020721962.1
OG0006752	XP_029034656.1	XP_012170592.1
OG0006753	XP_029051883.1	XP_012171390.1
OG0006754	XP_029036730.1	XP_003401554.1
OG0006755	XP_029033231.1	XP_020718565.1
OG0006757	XP_029055870.1	XP_003394080.1
OG0006759	XP_029032869.1	XP_020724315.1
OG0006760	XP_029051619.1	XP_012166301.1, XP_012166300.1, XP_012166299.1, XP_003397025.1
OG0006761	XP_029038158.1	XP_003397894.2
OG0006761	XP_029038172.1	XP_003397906.1
OG0006763	XP_029034282.1	XP_003393655.1
OG0006764	XP_029042759.1, XP_029042761.1	XP_012168647.1, XP_012168648.2
OG0006765	XP_029046167.1	XP_003402820.1
OG0006766	XP_029045452.1	XP_003400664.1
OG0006767	XP_029038920.1	XP_012176421.1, XP_012176420.1, XP_003394480.1, XP_012176419.1, XP_020724383.1
OG0006768	XP_029041785.1	XP_003400375.1
OG0006769	XP_029035259.1, XP_029035258.1	XP_020719684.1, XP_003396855.1, XP_020719685.1
OG0006770	XP_029050319.1, XP_029050305.1, XP_029050312.1	XP_012164940.1
OG0006771	XP_029049627.1	XP_003401854.1
OG0006772	XP_029045085.1	XP_020719936.1
OG0006773	XP_029031915.1	XP_003394074.2, XP_020723984.1
OG0006774	XP_029043035.1	XP_012173726.1
OG0006775	XP_029041505.1	XP_012167581.1
OG0006776	XP_029039379.1	XP_012171961.1
OG0006777	XP_029050386.1, XP_029050387.1	XP_012174734.1
OG0006778	XP_029032450.1, XP_029032448.1, XP_029032449.1	XP_003396926.1
OG0006779	XP_029044871.1	XP_012168561.2
OG0006780	XP_029035961.1	XP_012163224.1
OG0006781	XP_029042162.1	XP_003395859.2
OG0006782	XP_029053039.1	XP_020718614.1, XP_003395398.1, XP_012163847.1
OG0006783	XP_029043603.1, XP_029043604.1	XP_020724000.1
OG0006784	XP_029033085.1	XP_020724222.1
OG0006785	XP_029041326.1, XP_029041325.1	XP_003395533.1, XP_020718740.1
OG0006787	XP_029044802.1, XP_029044803.1, XP_029044804.1	XP_003398006.1
OG0006788	XP_029041387.1	XP_012167048.1
OG0006792	XP_029047637.1	XP_012172705.1, XP_012172706.1, XP_012172704.1, XP_003401475.1
OG0006793	XP_029039521.1	XP_020722434.1
OG0006798	XP_029049447.1	XP_003399834.1
OG0006799	XP_029048016.1	XP_003395896.1
OG0006800	XP_029047225.1	XP_003394463.1
OG0006801	XP_029048539.1	XP_003394930.1
OG0006802	XP_029050946.1	XP_003393496.1
OG0006803	XP_029047248.1	XP_003402549.2
OG0006804	XP_029041033.1	XP_003403286.1
OG0006805	XP_029036111.1	XP_020721776.1
OG0006806	XP_029040973.1	XP_003397187.1
OG0006807	XP_029043492.1	XP_003400755.1
OG0006808	XP_029042917.1	XP_003402423.1
OG0006809	XP_029041833.1	XP_003400494.2
OG0006810	XP_029048392.1	XP_012169056.1
OG0006811	XP_029054203.1	XP_012169572.1
OG0006812	XP_029037586.1	XP_003399103.1
OG0006813	XP_029045355.1	XP_003400749.1
OG0006814	XP_029043391.1	XP_012173383.1
OG0006815	XP_029052826.1	XP_003400249.1
OG0006816	XP_029044857.1	XP_020721071.1
OG0006817	XP_029044189.1	XP_003401682.1
OG0006818	XP_029044661.1	XP_012166061.2
OG0006819	XP_029034232.1	XP_003393711.1
OG0006820	XP_029051557.1	XP_012174991.1
OG0006821	XP_029052455.1	XP_003398354.1
OG0006822	XP_029039654.1	XP_003400153.1
OG0006823	XP_029040933.1, XP_029040942.1	XP_003402291.2
OG0006824	XP_029036492.1	XP_003395302.1
OG0006825	XP_029045445.1	XP_020722061.1
OG0006826	XP_029050976.1	XP_012170151.1
OG0006827	XP_029037454.1	XP_012169385.1
OG0006828	XP_029049290.1	XP_003401379.1
OG0006829	XP_029055673.1	XP_003396259.1
OG0006830	XP_029046218.1	XP_020723413.1
OG0006832	XP_029048302.1	XP_003394038.1
OG0006833	XP_029039158.1	XP_003400787.1
OG0006834	XP_029054774.1	XP_003393560.1
OG0006835	XP_029046845.1	XP_003403155.1
OG0006836	XP_029032146.1	XP_003394937.1
OG0006837	XP_029039465.1, XP_029039466.1, XP_029039464.1	XP_003401188.1
OG0006838	XP_029053500.1	XP_020719964.1
OG0006839	XP_029039181.1	XP_003397417.1
OG0006840	XP_029050011.1	XP_003401369.1
OG0006841	XP_029051923.1	XP_003403102.1
OG0006842	XP_029032191.1	XP_003402589.1
OG0006843	XP_029040095.1	XP_003402905.1
OG0006844	XP_029045686.1	XP_012167997.1
OG0006845	XP_029051505.1	XP_020722897.1
OG0006846	XP_029033063.1	XP_003394141.1
OG0006847	XP_029055385.1	XP_003396794.1
OG0006848	XP_029053989.1	XP_003402787.1
OG0006849	XP_029040219.1	XP_003399929.1
OG0006850	XP_029050872.1	XP_003392985.1
OG0006851	XP_029038054.1	XP_020724288.1
OG0006852	XP_029038454.1	XP_003400619.1
OG0006853	XP_029039041.1	XP_003400567.1
OG0006854	XP_029049993.1	XP_012172352.1
OG0006855	XP_029041962.1	XP_020724209.1
OG0006856	XP_029035823.1, XP_029035824.1	XP_012168250.1
OG0006857	XP_029050747.1	XP_003399914.1
OG0006858	XP_029039630.1	XP_003398570.1
OG0006859	XP_029037567.1	XP_003400765.1
OG0006860	XP_029046855.1	XP_003400849.1
OG0006861	XP_029045354.1	XP_003400623.1
OG0006862	XP_029037193.1	XP_003394334.1
OG0006863	XP_029040560.1	XP_003402282.1
OG0006864	XP_029042312.1	XP_003396809.1
OG0006865	XP_029042754.1	XP_003398675.1
OG0006866	XP_029047756.1	XP_012172404.1
OG0006867	XP_029039288.1	XP_003395021.1
OG0006868	XP_029033743.1	XP_003394170.1
OG0006869	XP_029039392.1	XP_003400882.1
OG0006870	XP_029034665.1	XP_020722524.1
OG0006871	XP_029054408.1	XP_020721225.1
OG0006872	XP_029053926.1	XP_003392863.1
OG0006873	XP_029052314.1	XP_003401711.1
OG0006874	XP_029047136.1	XP_020723014.1
OG0006875	XP_029044051.1	XP_003398800.1
OG0006876	XP_029048570.1	XP_012166107.1
OG0006877	XP_029031903.1	XP_003402878.1
OG0006878	XP_029046591.1	XP_003399099.1
OG0006879	XP_029049989.1	XP_003401234.1
OG0006881	XP_029047916.1	XP_012174243.1
OG0006882	XP_029048728.1	XP_003395636.1
OG0006883	XP_029036681.1	XP_003395285.1
OG0006884	XP_029055075.1	XP_012173584.1
OG0006885	XP_029044855.1	XP_003399348.1
OG0006886	XP_029046755.1	XP_012173051.1
OG0006887	XP_029031844.1	XP_003394069.1
OG0006888	XP_029037689.1	XP_012171496.1
OG0006890	XP_029040047.1	XP_012167870.1
OG0006891	XP_029046704.1	XP_012163661.1
OG0006892	XP_029055482.1	XP_003396271.1
OG0006893	XP_029046586.1	XP_012169313.1
OG0006894	XP_029055871.1	XP_003393545.1
OG0006895	XP_029049633.1	XP_003403025.2
OG0006896	XP_029042140.1	XP_012164469.1
OG0006897	XP_029044441.1	XP_020722489.1
OG0006898	XP_029032883.1	XP_003394177.1
OG0006899	XP_029053470.1	XP_003397098.1
OG0006900	XP_029052468.1	XP_003398351.1
OG0006901	XP_029042193.1	XP_003401993.1
OG0006902	XP_029042634.1	XP_003398894.1
OG0006903	XP_029047599.1	XP_012169485.1
OG0006904	XP_029035718.1	XP_003400053.1
OG0006905	XP_029033982.1	XP_003393203.1
OG0006906	XP_029048701.1	XP_012164090.1
OG0006907	XP_029046339.1	XP_012166313.1
OG0006908	XP_029039299.1	XP_003395016.1
OG0006909	XP_029039069.1	XP_003400683.1
OG0006910	XP_029046694.1	XP_012163620.1
OG0006911	XP_029038476.1	XP_003394422.1
OG0006912	XP_029044756.1	XP_012167606.1
OG0006913	XP_029041159.1	XP_020723290.1
OG0006914	XP_029051713.1	XP_003392992.1
OG0006915	XP_029048802.1	XP_003393482.1
OG0006916	XP_029033039.1	XP_003394984.1
OG0006917	XP_029035390.1	XP_012169145.1
OG0006918	XP_029041323.1	XP_012163791.1
OG0006919	XP_029051026.1	XP_020721640.1
OG0006920	XP_029040404.1	XP_012165255.1
OG0006921	XP_029040803.1	XP_003396742.1
OG0006922	XP_029047740.1	XP_020722470.1
OG0006923	XP_029034459.1	XP_003398197.1
OG0006924	XP_029046754.1	XP_003403121.1
OG0006925	XP_029046500.1	XP_003395195.1
OG0006926	XP_029047328.1	XP_012166497.1
OG0006927	XP_029042585.1	XP_020721964.1
OG0006928	XP_029040965.1	XP_003397246.2
OG0006929	XP_029049602.1	XP_012173089.1
OG0006930	XP_029047945.1	XP_003397588.3
OG0006931	XP_029048431.1	XP_003399144.1
OG0006932	XP_029036877.1	XP_003401053.1
OG0006933	XP_029033015.1	XP_012175908.1
OG0006934	XP_029056114.1, XP_029056112.1	XP_020721569.1
OG0006935	XP_029040748.1	XP_003396735.1
OG0006936	XP_029039087.1	XP_003400579.1
OG0006937	XP_029045988.1	XP_003401390.1
OG0006938	XP_029048003.1	XP_012174171.1
OG0006939	XP_029034534.1	XP_020718445.1
OG0006940	XP_029045385.1	XP_012171613.1
OG0006941	XP_029052148.1	XP_003400435.1
OG0006943	XP_029052418.1	XP_020723925.1
OG0006944	XP_029037119.1	XP_012176255.1
OG0006945	XP_029032178.1	XP_012165772.1
OG0006946	XP_029041463.1	XP_003397842.1
OG0006947	XP_029036326.1	XP_003393820.1
OG0006948	XP_029043349.1	XP_012171825.1
OG0006949	XP_029035476.1	XP_012169619.2
OG0006950	XP_029036701.1	XP_003401072.1
OG0006951	XP_029040238.1	XP_020721559.1
OG0006952	XP_029041096.1	XP_003397253.1
OG0006953	XP_029052582.1	XP_020722523.1
OG0006954	XP_029033962.1	XP_003393194.1
OG0006955	XP_029039851.1	XP_003398068.1
OG0006956	XP_029032383.1	XP_003395033.2
OG0006957	XP_029037908.1	XP_003393515.1
OG0006958	XP_029046594.1	XP_003398783.1
OG0006959	XP_029043963.1	XP_020719227.1
OG0006960	XP_029055532.1	XP_003396927.1
OG0006961	XP_029036909.1	XP_012172800.1
OG0006962	XP_029046324.1	XP_003402503.1
OG0006964	XP_029055391.1, XP_029055390.1	XP_012165510.1
OG0006965	XP_029037571.1	XP_012169336.1
OG0006966	XP_029032512.1	XP_012166190.2
OG0006968	XP_029052499.1	XP_012172068.1
OG0006969	XP_029035158.1	XP_012173154.1
OG0006970	XP_029039183.1	XP_003400427.1
OG0006971	XP_029046809.1	XP_020723752.1
OG0006972	XP_029053430.1	XP_003394873.2
OG0006973	XP_029038241.1	XP_003397180.1
OG0006974	XP_029045346.1	XP_020722310.1
OG0006975	XP_029045383.1	XP_012171612.1
OG0006976	XP_029055438.1	XP_003396599.1
OG0006977	XP_029037411.1	XP_003400732.1
OG0006978	XP_029047409.1	XP_012165180.1
OG0006979	XP_029032198.1	XP_012165593.1
OG0006980	XP_029034651.1	XP_003399935.1
OG0006981	XP_029035257.1	XP_003396973.1
OG0006982	XP_029042693.1	XP_003398766.1
OG0006983	XP_029046946.1	XP_012166012.1
OG0006984	XP_029033909.1	XP_012167109.1
OG0006985	XP_029033767.1	XP_003394924.1
OG0006986	XP_029037863.1	XP_012166738.1
OG0006987	XP_029043118.1	XP_003397461.1
OG0006988	XP_029048753.1	XP_012164133.1
OG0006989	XP_029052692.1	XP_003394461.1
OG0006990	XP_029047556.1	XP_012174084.1
OG0006991	XP_029033723.1	XP_003394243.1
OG0006992	XP_029050906.1	XP_003393073.1
OG0006993	XP_029047456.1	XP_012165164.1
OG0006994	XP_029054886.1	XP_003395774.1
OG0006995	XP_029038893.1	XP_003394498.1
OG0006996	XP_029043444.1	XP_012171677.1
OG0006997	XP_029049924.1	XP_012170455.1
OG0006998	XP_029041392.1	XP_003396149.1
OG0006999	XP_029041713.1	XP_012170300.1
OG0007000	XP_029051813.1	XP_012166677.1
OG0007001	XP_029034848.1	XP_003401434.1
OG0007002	XP_029055411.1	XP_012165620.1
OG0007003	XP_029046457.1	XP_003395373.1
OG0007004	XP_029042944.1	XP_003402428.1
OG0007005	XP_029041187.1	XP_003394390.1
OG0007006	XP_029043888.1	XP_012163857.1
OG0007007	XP_029039301.1	XP_003395019.1
OG0007008	XP_029052393.1	XP_003400173.1
OG0007009	XP_029046413.1	XP_003402496.2
OG0007010	XP_029050470.1	XP_020718971.1
OG0007011	XP_029051457.1	XP_012168184.1
OG0007012	XP_029034736.1	XP_012169526.1
OG0007013	XP_029032122.1	XP_020718510.1, XP_020718511.1
OG0007014	XP_029033768.1	XP_003394583.1
OG0007015	XP_029038176.1	XP_020719903.1
OG0007016	XP_029035592.1	XP_003395049.1
OG0007017	XP_029032321.1	XP_012166038.1
OG0007018	XP_029037422.1	XP_003399412.1
OG0007019	XP_029044249.1	XP_003401692.1
OG0007020	XP_029044411.1	XP_012172479.1
OG0007021	XP_029037253.1	XP_012176005.1
OG0007022	XP_029040737.1	XP_003393180.1
OG0007023	XP_029046049.1	XP_003395792.1
OG0007024	XP_029046354.1	XP_012166577.1
OG0007025	XP_029035846.1	XP_003399156.1
OG0007026	XP_029040545.1	XP_003398167.2
OG0007027	XP_029047125.1	XP_003401697.1
OG0007028	XP_029048779.1	XP_012169032.1
OG0007029	XP_029049761.1	XP_012169240.1
OG0007030	XP_029052166.1	XP_003400446.1
OG0007031	XP_029054364.1	XP_003398822.1
OG0007032	XP_029039888.1	XP_012164770.1
OG0007033	XP_029040863.1	XP_020720297.1
OG0007035	XP_029051917.1	XP_003403099.1
OG0007036	XP_029035182.1	XP_003396297.1
OG0007037	XP_029051152.1, XP_029051150.1	XP_003398595.1
OG0007038	XP_029040834.1	XP_003401089.1
OG0007039	XP_029032731.1	XP_012171973.1
OG0007040	XP_029045625.1	XP_012167931.1
OG0007041	XP_029035282.1	XP_020719447.1
OG0007042	XP_029036390.1	XP_012167508.1
OG0007043	XP_029049002.1	XP_020720622.1
OG0007044	XP_029048860.1	XP_003398908.1
OG0007045	XP_029048651.1	XP_003399576.1
OG0007046	XP_029055811.1	XP_020719592.1
OG0007047	XP_029043476.1	XP_012171816.1
OG0007048	XP_029039518.1	XP_003401129.1
OG0007049	XP_029036256.1	XP_012173965.1
OG0007050	XP_029038058.1	XP_003392884.1
OG0007051	XP_029050711.1	XP_012170576.1
OG0007052	XP_029033003.1	XP_003394596.1
OG0007053	XP_029051762.1	XP_012163383.1
OG0007054	XP_029040072.1	XP_003399443.1
OG0007055	XP_029053661.1	XP_003397040.1
OG0007056	XP_029034687.1	XP_012172330.1
OG0007057	XP_029034716.1	XP_003401408.1
OG0007058	XP_029056524.1	XP_012167046.1
OG0007059	XP_029052410.1	XP_003400174.1
OG0007060	XP_029049089.1	XP_012168918.1
OG0007061	XP_029047208.1	XP_003394523.1
OG0007062	XP_029051721.1	XP_003392955.1
OG0007063	XP_029049206.1	XP_003400025.1
OG0007064	XP_029047348.1	XP_003393305.1
OG0007065	XP_029045799.1	XP_003401509.1
OG0007066	XP_029036984.1	XP_003396212.1
OG0007067	XP_029050723.1	XP_012170580.1
OG0007068	XP_029050814.1	XP_003401829.1
OG0007069	XP_029044955.1	XP_020721860.1
OG0007070	XP_029041481.1	XP_003397887.2
OG0007071	XP_029050335.1	XP_012175969.1
OG0007072	XP_029055441.1	XP_003396596.1
OG0007073	XP_029052167.1	XP_003400445.1
OG0007074	XP_029036546.1	XP_012173451.1
OG0007075	XP_029038552.1	XP_003396480.2
OG0007076	XP_029034460.1	XP_003398203.1
OG0007077	XP_029036816.1	XP_003401039.1
OG0007078	XP_029035017.1	XP_003403092.1
OG0007079	XP_029038619.1	XP_003394577.1
OG0007080	XP_029041918.1	XP_003400958.1
OG0007081	XP_029041192.1	XP_012173926.1
OG0007082	XP_029039920.1	XP_003403359.1
OG0007083	XP_029040721.1	XP_012163133.1
OG0007084	XP_029054543.1	XP_012167224.1
OG0007085	XP_029042773.1, XP_029043081.1	XP_012174712.1
OG0007086	XP_029051894.1	XP_003401914.1
OG0007087	XP_029041498.1	XP_003397886.1
OG0007088	XP_029044254.1	XP_003401925.1
OG0007089	XP_029040720.1	XP_003392980.1
OG0007090	XP_029032575.1	XP_020718566.1
OG0007091	XP_029052709.1	XP_012176386.1
OG0007092	XP_029049882.1	XP_012170454.1
OG0007093	XP_029036640.1	XP_020718823.1
OG0007094	XP_029052882.1	XP_012166805.1
OG0007095	XP_029032384.1	XP_003396355.2
OG0007096	XP_029037184.1	XP_012176182.1
OG0007097	XP_029049974.1	XP_003401362.1
OG0007098	XP_029049510.1	XP_012163392.1
OG0007099	XP_029046780.1	XP_003403117.2
OG0007100	XP_029047020.1	XP_003397166.1
OG0007101	XP_029036450.1	XP_003395737.1
OG0007102	XP_029052713.1	XP_003402053.1
OG0007103	XP_029046204.1	XP_003394314.1
OG0007104	XP_029041077.1	XP_012169580.1
OG0007105	XP_029052512.1	XP_012164157.1
OG0007106	XP_029044480.1, XP_029044359.1	XP_003396117.1
OG0007107	XP_029040148.1	XP_003396059.1
OG0007108	XP_029031914.1	XP_020723478.1
OG0007109	XP_029048636.1	XP_003399594.1
OG0007110	XP_029046566.1	XP_003395110.2
OG0007111	XP_029037199.1	XP_003394325.1
OG0007112	XP_029037136.1	XP_003394626.1
OG0007113	XP_029037892.1	XP_003393452.1
OG0007114	XP_029037174.1	XP_003394196.1
OG0007115	XP_029044221.1	XP_020723783.1
OG0007116	XP_029033900.1	XP_003394222.1
OG0007117	XP_029038979.1	XP_003398033.1
OG0007118	XP_029048943.1	XP_003399325.1
OG0007119	XP_029038470.1	XP_003402001.1
OG0007120	XP_029039476.1	XP_012172275.1
OG0007121	XP_029034598.1	XP_003399956.1
OG0007122	XP_029053004.1	XP_003399641.1
OG0007123	XP_029046246.1	XP_003394322.1
OG0007124	XP_029045554.1	XP_003398286.1
OG0007125	XP_029034355.1	XP_003393701.1
OG0007126	XP_029033211.1	XP_003399691.1
OG0007127	XP_029051195.1	XP_003397287.3
OG0007128	XP_029037858.1	XP_012176389.1
OG0007129	XP_029039584.1	XP_003398507.1
OG0007130	XP_029046338.1	XP_012174112.1
OG0007131	XP_029032255.1	XP_012165769.1
OG0007132	XP_029043311.1	XP_003400729.1
OG0007133	XP_029033503.1, XP_029033697.1	XP_020720793.1
OG0007134	XP_029056514.1	XP_003397997.1
OG0007135	XP_029032990.1	XP_003394599.1
OG0007136	XP_029044377.1	XP_020718563.1
OG0007137	XP_029037563.1	XP_003400694.1
OG0007138	XP_029037809.1	XP_012168424.1
OG0007139	XP_029049266.1	XP_012170715.1
OG0007140	XP_029037445.1	XP_003399121.1
OG0007141	XP_029045020.1	XP_003400232.1
OG0007142	XP_029055376.1	XP_003396781.1
OG0007143	XP_029043306.1	XP_012171667.1
OG0007144	XP_029038906.1	XP_003394497.1
OG0007145	XP_029032770.1	XP_012171924.1
OG0007146	XP_029034992.1	XP_020723790.1
OG0007147	XP_029041777.1	XP_020722026.1
OG0007148	XP_029055905.1	XP_003393539.1
OG0007149	XP_029051932.1	XP_003397601.1
OG0007150	XP_029049985.1	XP_003401467.1
OG0007151	XP_029048804.1	XP_003399527.1
OG0007152	XP_029049687.1	XP_003399059.1
OG0007153	XP_029054603.1	XP_003398805.1
OG0007154	XP_029048859.1	XP_003399304.1
OG0007155	XP_029050967.1	XP_003400001.1
OG0007156	XP_029051272.1	XP_003401638.1
OG0007157	XP_029033976.1	XP_012164540.1
OG0007158	XP_029055397.1	XP_003396645.1
OG0007159	XP_029043795.1	XP_012170766.1
OG0007160	XP_029043567.1	XP_003400798.1
OG0007161	XP_029050000.1	XP_003401370.1
OG0007162	XP_029037400.1	XP_012167391.1
OG0007163	XP_029050443.1	XP_003402972.1
OG0007164	XP_029053589.1	XP_012174520.1
OG0007165	XP_029051521.1	XP_020723828.1
OG0007166	XP_029044631.1	XP_020719595.1
OG0007168	XP_029033031.1	XP_003394631.1
OG0007169	XP_029032252.1	XP_003396698.1
OG0007170	XP_029035332.1	XP_012165943.1
OG0007171	XP_029037891.1	XP_003393453.1
OG0007172	XP_029046960.1	XP_003396875.1
OG0007173	XP_029037137.1	XP_003394624.1
OG0007174	XP_029048250.1	XP_003395866.1
OG0007175	XP_029036668.1	XP_020718955.1
OG0007176	XP_029039034.1	XP_003400564.1
OG0007177	XP_029040032.1	XP_012165028.1
OG0007178	XP_029035872.1	XP_003395088.1
OG0007179	XP_029048961.1	XP_003399330.1
OG0007180	XP_029040601.1	XP_012176634.1
OG0007181	XP_029045879.1	XP_020722386.1
OG0007182	XP_029032863.1	XP_012176098.1
OG0007183	XP_029052670.1	XP_012176567.1
OG0007184	XP_029038187.1	XP_003397371.1
OG0007185	XP_029041318.1	XP_012163790.1
OG0007186	XP_029050256.1	XP_020724280.1
OG0007187	XP_029054139.1	XP_020720275.1
OG0007188	XP_029037360.1	XP_003399283.1
OG0007189	XP_029032538.1	XP_003396373.1
OG0007190	XP_029055461.1	XP_003396621.1
OG0007192	XP_029047054.1	XP_020723024.1, XP_003401910.1
OG0007193	XP_029046832.1	XP_003403156.1
OG0007194	XP_029052413.1	XP_003400176.1
OG0007195	XP_029037181.1	XP_003394333.1
OG0007196	XP_029054205.1	XP_003399199.1
OG0007197	XP_029036538.1	XP_003395847.1
OG0007198	XP_029045204.1	XP_012170324.1
OG0007199	XP_029038884.1	XP_020723237.1
OG0007200	XP_029040081.1	XP_012174789.1
OG0007201	XP_029046494.1	XP_003399100.1
OG0007202	XP_029043065.1	XP_003393735.1
OG0007203	XP_029045069.1	XP_020719927.1
OG0007205	XP_029035669.1	XP_020721834.1
OG0007206	XP_029038730.1	XP_020720080.1
OG0007207	XP_029037980.1, XP_029037981.1	XP_003393451.2
OG0007208	XP_029041262.1	XP_003397014.1
OG0007209	XP_029050378.1	XP_012171012.1
OG0007210	XP_029031890.1	XP_020718967.1
OG0007211	XP_029053394.1, XP_029053176.1	XP_020718983.1
OG0007212	XP_029052522.1	XP_012164332.1
OG0007213	XP_029033827.1	XP_012174561.1
OG0007216	XP_029044290.1	XP_003401725.1
OG0007217	XP_029038342.1	XP_003399252.1
OG0007218	XP_029036448.1	XP_012174007.1
OG0007219	XP_029035575.1	XP_012165960.1
OG0007220	XP_029048656.1	XP_003399543.1
OG0007221	XP_029045693.1	XP_012163549.1
OG0007222	XP_029040993.1	XP_003398833.1
OG0007223	XP_029053934.1	XP_012168880.1
OG0007225	XP_029038549.1	XP_012167280.1
OG0007226	XP_029050551.1	XP_003398193.1
OG0007227	XP_029054779.1	XP_003393569.1
OG0007228	XP_029042516.1	XP_003392905.2
OG0007229	XP_029032505.1	XP_012165743.1
OG0007230	XP_029047155.1	XP_003401835.1
OG0007231	XP_029032101.1	XP_003393748.1
OG0007232	XP_029044367.1	XP_003394764.1
OG0007233	XP_029054363.1	XP_003393891.1
OG0007234	XP_029045813.1	XP_003401275.1
OG0007235	XP_029047620.1	XP_012172694.1
OG0007236	XP_029044675.1	XP_003397972.1
OG0007237	XP_029052296.1	XP_020722904.1
OG0007238	XP_029039040.1	XP_003400570.1
OG0007239	XP_029055392.1	XP_003396287.1
OG0007240	XP_029047485.1	XP_020719754.1
OG0007241	XP_029037623.1	XP_012171752.1
OG0007242	XP_029034884.1	XP_003403050.1
OG0007243	XP_029048529.1	XP_003394926.1
OG0007244	XP_029046601.1	XP_003398984.1
OG0007245	XP_029040735.1	XP_012175899.1
OG0007246	XP_029052478.1, XP_029052480.1	XP_020723285.1
OG0007247	XP_029038063.1, XP_029038055.1	XP_003397942.1
OG0007248	XP_029036381.1	XP_003395663.1
OG0007249	XP_029045861.1	XP_012172769.1
OG0007250	XP_029035297.1	XP_003396310.1
OG0007251	XP_029050124.1	XP_012170163.1
OG0007252	XP_029032511.1	XP_003396687.1, XP_012165756.1
OG0007253	XP_029050184.1	XP_012173895.1
OG0007254	XP_029031860.1	XP_012174811.1
OG0007255	XP_029047390.1	XP_003393303.1
OG0007256	XP_029054428.1	XP_012165464.1, XP_012165457.1
OG0007257	XP_029051180.1	XP_003397142.1
OG0007259	XP_029055287.1	XP_012165681.1
OG0007260	XP_029043469.1	XP_020722161.1, XP_020722162.1
OG0007262	XP_029037063.1	XP_012176006.1
OG0007263	XP_029033316.1	XP_012172871.1
OG0007264	XP_029045486.1	XP_012164203.1
OG0007265	XP_029054461.1	XP_003393124.1
OG0007266	XP_029036866.1	XP_003401038.1
OG0007267	XP_029042456.1	XP_012169762.1
OG0007268	XP_029053205.1	XP_012176407.1
OG0007269	XP_029050735.1	XP_020721497.1
OG0007270	XP_029051187.1	XP_020719938.1
OG0007271	XP_029046524.1	XP_003399354.1
OG0007272	XP_029045734.1	XP_012164176.1
