Orthogroup	Megachile_rotundata	Dufourea_novaeangliae
OG0008421	XP_012143888.1, XP_012147983.1	XP_015438314.1
OG0008423	XP_003700342.1	XP_015433230.1, XP_015439266.1
OG0008424	XP_012152411.1	XP_015434596.1
OG0008425	XP_012146603.1	XP_015433584.1
OG0008428	XP_012151143.1, XP_012143764.1, XP_012153187.1	XP_015431440.1
OG0008429	XP_012152152.1, XP_012150518.1	XP_015437066.1
OG0008430	XP_012143521.1, XP_003704516.1, XP_003704528.2	XP_015437878.1
OG0008431	XP_012135769.1, XP_012145357.1, XP_012153690.1, XP_012148625.1, XP_012151929.1, XP_012145358.1, XP_012140868.1, XP_012135797.1, XP_012152451.1	XP_015438036.1
OG0008433	XP_012144480.1	XP_015434719.1
OG0008434	XP_003705057.1	XP_015430423.1
OG0008435	XP_012152889.1	XP_015436919.1
OG0008437	XP_012145760.1	XP_015439153.1
OG0008438	XP_003701696.1	XP_015432637.1
OG0008439	XP_003708386.2	XP_015436884.1
OG0008440	XP_003708385.1	XP_015436943.1
OG0008441	XP_012151374.1, XP_012151373.1, XP_012151372.1, XP_012151375.1	XP_015432658.1
OG0008443	XP_012151651.1	XP_015432922.1
OG0008444	XP_003700933.2, XP_003700932.1	XP_015431139.1
OG0008446	XP_003700093.1	XP_015439482.1
OG0008447	XP_012141976.1	XP_015439275.1
OG0008448	XP_012138801.1	XP_015436527.1
OG0008449	XP_003704320.2	XP_015428511.1
OG0008450	XP_003708272.1	XP_015439152.1
OG0008451	XP_003706434.1	XP_015430671.1
OG0008452	XP_003706418.1	XP_015429053.1
OG0008453	XP_003708209.1	XP_015437102.1
OG0008454	XP_003700948.1	XP_015429125.1
OG0008455	XP_012136856.1	XP_015436936.1
OG0008457	XP_003706432.1	XP_015429217.1
OG0008458	XP_012146625.1	XP_015438223.1
OG0008459	XP_003707872.1	XP_015432839.1
OG0008460	XP_012138949.1	XP_015438322.1
OG0008461	XP_012136831.1	XP_015432635.1
OG0008462	XP_003705450.2	XP_015430993.1
OG0008463	XP_012134621.1, XP_003700707.1	XP_015434669.1
OG0008465	XP_003706466.1	XP_015438011.1
OG0008466	XP_003700684.1	XP_015434717.1
OG0008467	XP_003706467.1	XP_015433001.1
OG0008468	XP_003702228.1	XP_015435032.1
OG0008469	XP_003707248.1	XP_015437840.1
OG0008470	XP_003708564.1	XP_015430192.1
OG0008471	XP_012145443.1	XP_015439290.1
OG0008472	XP_012138968.1	XP_015437095.1
OG0008473	XP_003707875.1	XP_015432850.1
OG0008474	XP_003708105.2	XP_015431445.1
OG0008475	XP_003701697.1	XP_015432634.1
OG0008476	XP_012134646.1	XP_015432219.1
OG0008477	XP_003704039.1	XP_015431568.1
OG0008478	XP_012136652.1, XP_003701485.1	XP_015435035.1
OG0008479	XP_012141891.1	XP_015436832.1
OG0008481	XP_012138164.1	XP_015440403.1
OG0008482	XP_003702299.1	XP_015432150.1
OG0008485	XP_012146815.1	XP_015432413.1
OG0008486	XP_012143225.1	XP_015435213.1
OG0008488	XP_012140340.1	XP_015437122.1
OG0008489	XP_012138189.1	XP_015429134.1
OG0008490	XP_003699844.1	XP_015429777.1
OG0008491	XP_003705131.1, XP_012144872.1	XP_015437510.1
OG0008492	XP_012152478.1	XP_015439469.1
OG0008493	XP_003700141.1	XP_015439548.1
OG0008495	XP_012153879.1	XP_015437060.1
OG0008496	XP_003702626.1	XP_015435702.1
OG0008497	XP_003707777.1	XP_015440492.1
OG0008498	XP_003703523.2	XP_015435108.1
OG0008499	XP_003704280.1	XP_015432384.1
OG0008500	XP_003702261.1	XP_015432371.1
OG0008502	XP_012147473.1	XP_015430637.1
OG0008504	XP_012140620.1	XP_015436041.1
OG0008506	XP_003702757.1	XP_015434045.1
OG0008507	XP_003707533.1	XP_015433785.1
OG0008508	XP_003706531.1	XP_015429193.1
OG0008511	XP_003699916.1	XP_015433660.1
OG0008512	XP_003699850.1	XP_015429771.1
OG0008513	XP_012142953.1	XP_015437684.1
OG0008514	XP_003704230.1	XP_015438031.1
OG0008515	XP_003703685.1	XP_015429525.1
OG0008516	XP_012141436.1	XP_015429527.1
OG0008518	XP_003700835.1	XP_015429143.1
OG0008519	XP_003703552.1	XP_015429622.1
OG0008520	XP_003704865.1	XP_015431051.1
OG0008521	XP_003700144.1	XP_015439511.1
OG0008522	XP_003701319.1	XP_015434665.1
OG0008523	XP_012134623.1	XP_015434605.1
OG0008524	XP_003703378.1	XP_015438828.1
OG0008527	XP_003701612.1	XP_015429149.1
OG0008528	XP_003702263.1	XP_015433031.1
OG0008531	XP_003707334.1	XP_015440270.1
OG0008532	XP_003707454.2	XP_015439671.1
OG0008534	XP_012136786.1	XP_015434955.1
OG0008536	XP_003699235.1	XP_015437363.1
OG0008537	XP_012137115.1	XP_015438179.1
OG0008538	XP_012148397.1	XP_015438969.1
OG0008539	XP_003702584.2	XP_015430072.1
OG0008540	XP_012141880.1	XP_015430148.1
OG0008543	XP_012154359.1	XP_015430389.1
OG0008544	XP_012145972.1	XP_015430137.1
OG0008545	XP_012154156.1	XP_015430369.1
OG0008546	XP_003700484.2	XP_015430377.1
OG0008547	XP_012147597.1	XP_015431661.1
OG0008548	XP_012138609.1	XP_015437774.1
OG0008550	XP_003703185.2	XP_015440065.1
OG0008552	XP_003708510.2	XP_015430004.1
OG0008553	XP_012152973.1	XP_015437424.1
OG0008554	XP_003705469.2	XP_015430994.1
OG0008555	XP_003701750.1	XP_015430997.1
OG0008556	XP_003706006.1	XP_015432511.1
OG0008557	XP_012142992.1	XP_015428506.1
OG0008558	XP_003702544.1	XP_015430511.1
OG0008559	XP_012135766.1	XP_015430545.1
OG0008560	XP_012135810.1	XP_015437492.1
OG0008561	XP_012142350.1	XP_015435865.1
OG0008562	XP_012148239.1	XP_015433582.1
OG0008563	XP_012136285.1	XP_015437135.1
OG0008566	XP_012142747.1	XP_015433621.1
OG0008569	XP_003703002.2	XP_015439205.1
OG0008570	XP_003703942.1	XP_015430722.1
OG0008571	XP_003703920.1, XP_012142064.1	XP_015430769.1
OG0008572	XP_012140994.1	XP_015439357.1
OG0008573	XP_003708570.2	XP_015439363.1
OG0008575	XP_012153492.1	XP_015430184.1
OG0008576	XP_012134557.1	XP_015431235.1
OG0008577	XP_003699907.1	XP_015433653.1
OG0008578	XP_012145818.1	XP_015433131.1
OG0008579	XP_012146792.1	XP_015433160.1
OG0008580	XP_012146776.1	XP_015433184.1
OG0008581	XP_012153277.1	XP_015433185.1
OG0008582	XP_003708654.1	XP_015435640.1
OG0008584	XP_012154371.1	XP_015428420.1
OG0008585	XP_012152454.1	XP_015439473.1
OG0008588	XP_003706805.1	XP_015438604.1
OG0008589	XP_003700734.2	XP_015434702.1
OG0008590	XP_003704796.1	XP_015434457.1
OG0008592	XP_012137161.1	XP_015440303.1
OG0008593	XP_003701091.1	XP_015440305.1
OG0008594	XP_012141971.1	XP_015439491.1
OG0008596	XP_003705008.1	XP_015438080.1
OG0008598	XP_003708335.1	XP_015436457.1
OG0008600	XP_012152533.1	XP_015434036.1
OG0008601	XP_012134754.1	XP_015431597.1
OG0008602	XP_012134728.1	XP_015433761.1
OG0008603	XP_003704581.2	XP_015434593.1
OG0008605	XP_012143915.1	XP_015430198.1
OG0008606	XP_012143923.1, XP_012143924.1	XP_015430169.1
OG0008607	XP_012153235.1	XP_015439425.1
OG0008608	XP_012142604.1	XP_015440291.1
OG0008611	XP_012146052.1	XP_015436199.1
OG0008612	XP_012139933.1	XP_015429073.1
OG0008613	XP_012141566.1	XP_015429201.1
OG0008615	XP_003700995.1	XP_015436576.1
OG0008617	XP_003707007.1	XP_015428855.1
OG0008618	XP_012135928.1	XP_015433490.1
OG0008619	XP_012135890.1	XP_015430952.1
OG0008620	XP_012148676.1	XP_015429169.1
OG0008621	XP_012148681.1	XP_015429153.1
OG0008622	XP_012148683.1	XP_015429008.1
OG0008625	XP_012146673.1	XP_015432000.1
OG0008626	XP_003705452.1	XP_015432010.1
OG0008627	XP_003706821.2	XP_015428901.1
OG0008628	XP_012149097.1	XP_015428882.1
OG0008630	XP_012139423.1	XP_015434095.1
OG0008631	XP_012139457.1	XP_015434047.1
OG0008632	XP_003700965.1	XP_015432395.1
OG0008633	XP_012138424.1	XP_015431783.1
OG0008634	XP_012135134.1	XP_015432097.1
OG0008636	XP_003702239.2	XP_015428974.1
OG0008639	XP_012154416.1	XP_015440529.1
OG0008641	XP_003702506.1	XP_015430475.1
OG0008643	XP_012152772.1	XP_015430646.1
OG0008645	XP_003700013.1	XP_015436265.1
OG0008646	XP_003700032.1	XP_015436295.1
OG0008647	XP_012138224.1, XP_003702336.1	XP_015429101.1
OG0008648	XP_003702125.1	XP_015433728.1
OG0008649	XP_003702111.1	XP_015434518.1
OG0008650	XP_012137730.1	XP_015434415.1
OG0008652	XP_003700946.1	XP_015432440.1
OG0008653	XP_012138318.1	XP_015432784.1
OG0008654	XP_012136710.1	XP_015432418.1
OG0008655	XP_012138438.1	XP_015429018.1
OG0008656	XP_003702224.1	XP_015434963.1
OG0008660	XP_012147256.1	XP_015434587.1
OG0008661	XP_003707840.1	XP_015432663.1
OG0008663	XP_012139011.1	XP_015437000.1
OG0008665	XP_012146233.1	XP_015436561.1
OG0008667	XP_012141697.1	XP_015432881.1
OG0008668	XP_012139998.1	XP_015430938.1
OG0008669	XP_003705829.1	XP_015438429.1
OG0008670	XP_003706641.1	XP_015438200.1
OG0008673	XP_003707865.1	XP_015435397.1
OG0008674	XP_003703854.1	XP_015430695.1
OG0008676	XP_003705036.1	XP_015432812.1
OG0008677	XP_012141892.1	XP_015436851.1
OG0008678	XP_012147090.1	XP_015430793.1
OG0008679	XP_012139226.1	XP_015437906.1
OG0008681	XP_003702993.1	XP_015437888.1
OG0008683	XP_012136709.1	XP_015432429.1
OG0008684	XP_012138307.1	XP_015429043.1
OG0008685	XP_012145024.1	XP_015432565.1
OG0008687	XP_003706123.1	XP_015435806.1
OG0008689	XP_012136911.1	XP_015436929.1
OG0008690	XP_012137716.1	XP_015430622.1
OG0008694	XP_012141962.1	XP_015431746.1
OG0008698	XP_003702163.1	XP_015429801.1
OG0008700	XP_012145437.1	XP_015433561.1
OG0008702	XP_012148366.1	XP_015432047.1
OG0008703	XP_003707218.1	XP_015438734.1
OG0008704	XP_012139069.1	XP_015435711.1
OG0008705	XP_003702136.2	XP_015434522.1
OG0008706	XP_012148053.1	XP_015434003.1
OG0008707	XP_012141564.1	XP_015435094.1
OG0008708	XP_012135935.1	XP_015433533.1
OG0008709	XP_003701023.1	XP_015433875.1
OG0008710	XP_003706246.1	XP_015434942.1
OG0008711	XP_012141014.1	XP_015435097.1
OG0008712	XP_012152279.1	XP_015439490.1
OG0008713	XP_012150840.1	XP_015436056.1
OG0008714	XP_012148961.1	XP_015428957.1
OG0008716	XP_012149442.1	XP_015428945.1
OG0008718	XP_012154504.1	XP_015437339.1
OG0008719	XP_003708520.1	XP_015437852.1
OG0008720	XP_012143730.1	XP_015435204.1
OG0008721	XP_012153711.1	XP_015436692.1
OG0008722	XP_012136025.1, XP_012136027.1	XP_015432090.1
OG0008723	XP_012134836.1	XP_015432214.1
OG0008724	XP_012142573.1	XP_015439361.1
OG0008725	XP_003704360.1	XP_015432321.1
OG0008727	XP_003704317.2	XP_015428600.1
OG0008728	XP_003704365.2	XP_015432387.1
OG0008729	XP_012141788.1	XP_015429613.1
OG0008730	XP_012153380.1	XP_015434873.1
OG0008731	XP_012153541.1	XP_015439322.1
OG0008732	XP_012153540.1	XP_015435586.1
OG0008733	XP_012153309.1	XP_015435585.1
OG0008735	XP_012153477.1	XP_015434800.1
OG0008736	XP_012154089.1	XP_015430384.1
OG0008738	XP_003700264.1	XP_015431828.1
OG0008740	XP_012151551.1	XP_015435422.1
OG0008741	XP_003700161.1	XP_015436346.1
OG0008742	XP_012138394.1	XP_015431717.1
OG0008743	XP_012149858.1	XP_015436022.1
OG0008744	XP_003702244.1	XP_015431799.1
OG0008745	XP_003707228.1	XP_015437842.1
OG0008746	XP_003700904.1	XP_015428993.1
OG0008747	XP_003701520.1	XP_015432382.1
OG0008751	XP_012136707.1	XP_015432884.1
OG0008752	XP_012138433.1, XP_012138432.1	XP_015428973.1
OG0008753	XP_003701704.1	XP_015431875.1
OG0008755	XP_012138280.1	XP_015435010.1
OG0008756	XP_012149874.1	XP_015436020.1
OG0008757	XP_012135089.1	XP_015429085.1
OG0008758	XP_003706774.2	XP_015429048.1
OG0008759	XP_012149456.1	XP_015438336.1
OG0008760	XP_003699881.1	XP_015433627.1
OG0008761	XP_003708225.1	XP_015435782.1
OG0008762	XP_012145054.1	XP_015434232.1
OG0008763	XP_003707149.1, XP_012153224.1	XP_015434401.1
OG0008764	XP_003703915.1	XP_015430619.1
OG0008766	XP_003699470.1	XP_015431756.1
OG0008768	XP_003703888.1	XP_015439043.1
OG0008769	XP_003703921.1	XP_015431598.1
OG0008770	XP_003703916.1	XP_015436907.1
OG0008771	XP_012142034.1	XP_015436958.1
OG0008772	XP_012138782.1	XP_015440412.1
OG0008773	XP_012150127.1	XP_015439668.1
OG0008777	XP_012137324.1	XP_015439733.1
OG0008781	XP_012137343.1	XP_015439680.1
OG0008784	XP_012145639.1	XP_015440196.1
OG0008785	XP_012150309.1	XP_015433263.1
OG0008786	XP_003706658.2	XP_015437975.1
OG0008787	XP_003705451.1	XP_015431197.1
OG0008788	XP_012146746.1	XP_015432060.1
OG0008789	XP_012140865.1	XP_015440350.1
OG0008794	XP_012145373.1	XP_015437537.1
OG0008795	XP_012137918.1	XP_015436377.1
OG0008796	XP_003704632.1	XP_015438901.1
OG0008799	XP_012153691.1	XP_015436655.1
OG0008801	XP_003701178.1	XP_015433508.1
OG0008803	XP_012144911.1	XP_015430404.1
OG0008804	XP_003701788.1	XP_015429398.1
OG0008805	XP_012150460.1	XP_015433571.1
OG0008806	XP_003707505.1	XP_015433401.1
OG0008807	XP_012152532.1	XP_015436067.1
OG0008808	XP_012144368.1	XP_015438390.1
OG0008809	XP_003706707.1	XP_015438387.1
OG0008810	XP_012149447.1	XP_015431279.1
OG0008811	XP_003705053.1	XP_015432925.1
OG0008812	XP_012143627.1	XP_015433415.1
OG0008813	XP_012148781.1	XP_015438343.1
OG0008815	XP_012149065.1	XP_015439598.1
OG0008816	XP_012146020.1, XP_012146019.1	XP_015435241.1
OG0008817	XP_012146479.1	XP_015437016.1
OG0008822	XP_012145978.1	XP_015436695.1
OG0008823	XP_003705583.2	XP_015437431.1
OG0008825	XP_012153028.1	XP_015430001.1
OG0008826	XP_012142628.1	XP_015433722.1
OG0008827	XP_012152950.1	XP_015437717.1
OG0008828	XP_003700589.2	XP_015435547.1
OG0008829	XP_012145982.1	XP_015436680.1
OG0008830	XP_012142510.1	XP_015432691.1
OG0008832	XP_003700738.2	XP_015438628.1
OG0008833	XP_012136103.1	XP_015432094.1
OG0008834	XP_012149654.1	XP_015432234.1
OG0008837	XP_012142920.1	XP_015432318.1
OG0008839	XP_012140478.1	XP_015432794.1
OG0008840	XP_003706232.1	XP_015436738.1
OG0008842	XP_012137444.1, XP_012137447.1	XP_015435217.1
OG0008843	XP_012147850.1	XP_015430684.1
OG0008845	XP_012148034.1	XP_015438012.1
OG0008846	XP_012153483.1	XP_015434827.1
OG0008847	XP_012136352.1	XP_015439318.1
OG0008848	XP_012147018.1	XP_015433110.1
OG0008849	XP_003701430.1	XP_015439452.1
OG0008850	XP_012153548.1	XP_015430178.1
OG0008852	XP_012154080.1	XP_015430245.1
OG0008854	XP_012154362.1	XP_015430252.1
OG0008855	XP_012150899.1	XP_015429817.1
OG0008857	XP_012145479.1	XP_015432725.1
OG0008858	XP_003702094.1	XP_015436343.1
OG0008859	XP_012136434.1	XP_015433998.1
OG0008860	XP_012138435.1	XP_015428976.1
OG0008861	XP_003701850.1	XP_015429445.1
OG0008862	XP_003699945.1	XP_015437771.1
OG0008863	XP_003704728.1	XP_015437988.1
OG0008865	XP_003701536.1	XP_015433980.1
OG0008866	XP_003702326.1	XP_015431685.1
OG0008867	XP_003701522.1	XP_015429139.1
OG0008868	XP_003706321.1	XP_015431588.1
OG0008869	XP_003701709.1	XP_015432618.1
OG0008870	XP_003699994.1	XP_015439534.1
OG0008871	XP_003700639.1	XP_015431154.1
OG0008872	XP_003699419.1	XP_015436941.1
OG0008873	XP_012137460.1, XP_003701934.1	XP_015439063.1
OG0008874	XP_012153542.1	XP_015435634.1
OG0008875	XP_003705993.1	XP_015434878.1
OG0008876	XP_012151850.1	XP_015438773.1
OG0008877	XP_012139946.1	XP_015430615.1
OG0008878	XP_003708580.1	XP_015437983.1
OG0008879	XP_003708270.1	XP_015439081.1
OG0008880	XP_012143119.1	XP_015432373.1
OG0008881	XP_003704202.1	XP_015432410.1
OG0008882	XP_003707256.2	XP_015433469.1
OG0008883	XP_003706788.1	XP_015431397.1
OG0008884	XP_003705584.1	XP_015435300.1
OG0008885	XP_012152683.1	XP_015436475.1
OG0008886	XP_012143909.1	XP_015430186.1
OG0008888	XP_003702229.1	XP_015435011.1
OG0008889	XP_003700871.1	XP_015439614.1
OG0008890	XP_003699565.1	XP_015429126.1
OG0008891	XP_003699452.1	XP_015430756.1
OG0008893	XP_003704996.1	XP_015439595.1
OG0008895	XP_003701171.1	XP_015433486.1
OG0008896	XP_003700164.2	XP_015436327.1
OG0008897	XP_003706072.1	XP_015434373.1
OG0008898	XP_003699841.1	XP_015433706.1
OG0008901	XP_003703033.1	XP_015438087.1
OG0008902	XP_003706653.1	XP_015438676.1
OG0008903	XP_003706763.1	XP_015429050.1
OG0008904	XP_003708467.1	XP_015429811.1
OG0008905	XP_012137243.1	XP_015432632.1
OG0008906	XP_003699889.1	XP_015433648.1
OG0008907	XP_012137685.1	XP_015431618.1
OG0008908	XP_012139217.1	XP_015431894.1
OG0008910	XP_003705279.2	XP_015433447.1
OG0008911	XP_012135554.1	XP_015433325.1
OG0008912	XP_003705564.1	XP_015436684.1
OG0008913	XP_012141335.1	XP_015435962.1
OG0008914	XP_003701460.1	XP_015433996.1
OG0008915	XP_003703681.1	XP_015429621.1
OG0008917	XP_012136903.1	XP_015432583.1
OG0008919	XP_003706428.1	XP_015432924.1
OG0008920	XP_012147838.1	XP_015429206.1
OG0008921	XP_003702571.1	XP_015437085.1
OG0008922	XP_003702568.1	XP_015437084.1
OG0008923	XP_003702230.1	XP_015435004.1
OG0008924	XP_012140183.1	XP_015436144.1
OG0008925	XP_003706524.1	XP_015431551.1
OG0008929	XP_003707534.1	XP_015433679.1
OG0008930	XP_003705889.1	XP_015432018.1
OG0008931	XP_003702567.1	XP_015437576.1
OG0008932	XP_003700193.2	XP_015438685.1
OG0008934	XP_012146515.1	XP_015432586.1
OG0008936	XP_003704656.1	XP_015438776.1
OG0008937	XP_012136350.1	XP_015439411.1
OG0008938	XP_003701840.1	XP_015431841.1
OG0008939	XP_003706644.1	XP_015438762.1
OG0008940	XP_012151422.1	XP_015432849.1
OG0008941	XP_012147339.1	XP_015435823.1
OG0008942	XP_003703280.2	XP_015436773.1
OG0008943	XP_003706640.1	XP_015438327.1
OG0008944	XP_012149377.1	XP_015438353.1
OG0008945	XP_003701884.2	XP_015439741.1
OG0008946	XP_003699644.2	XP_015433200.1
OG0008947	XP_003701816.1	XP_015439622.1
OG0008948	XP_003708498.1	XP_015429998.1
OG0008949	XP_003705052.1	XP_015433081.1
OG0008950	XP_003706431.1	XP_015433007.1
OG0008951	XP_012135101.1, XP_003700940.2	XP_015431384.1
OG0008952	XP_003701610.1	XP_015429141.1
OG0008953	XP_003701690.1	XP_015434334.1
OG0008954	XP_012147028.1	XP_015440331.1
OG0008955	XP_003707367.1	XP_015439706.1
OG0008956	XP_012150333.1	XP_015439714.1
OG0008957	XP_012145708.1	XP_015431950.1
OG0008958	XP_003705879.1	XP_015431111.1
OG0008959	XP_012138084.1	XP_015438283.1
OG0008961	XP_003703575.1	XP_015435132.1
OG0008962	XP_003700065.1	XP_015436408.1
OG0008963	XP_012143602.1	XP_015431336.1
OG0008964	XP_012143592.1	XP_015431381.1
OG0008965	XP_012143684.1	XP_015431318.1
OG0008966	XP_003699232.1	XP_015437405.1
OG0008967	XP_003701986.1	XP_015428763.1
OG0008969	XP_003704196.1	XP_015432372.1
OG0008970	XP_003702758.1	XP_015434146.1
OG0008971	XP_012139436.1	XP_015434167.1
OG0008972	XP_003705917.2	XP_015439326.1
OG0008973	XP_003701249.2	XP_015433526.1
OG0008974	XP_012135824.1	XP_015437467.1
OG0008975	XP_012137523.1	XP_015431212.1
OG0008976	XP_003700446.1	XP_015428499.1
OG0008977	XP_003707829.1	XP_015436694.1
OG0008979	XP_012152796.1, XP_012152795.1	XP_015430791.1
OG0008980	XP_003705461.1	XP_015431009.1
OG0008981	XP_012144844.1	XP_015433512.1
OG0008982	XP_012152885.1	XP_015436904.1
OG0008983	XP_012148365.1	XP_015437618.1
OG0008984	XP_012139210.1	XP_015432648.1
OG0008985	XP_012146758.1	XP_015431942.1
OG0008989	XP_012147915.1	XP_015430082.1
OG0008992	XP_012143172.1	XP_015433351.1
OG0008993	XP_003699262.2	XP_015437751.1
OG0008994	XP_012136145.1	XP_015428845.1
OG0008995	XP_012142505.1	XP_015432254.1
OG0008996	XP_012142552.1	XP_015438635.1
OG0008997	XP_012152564.1	XP_015434028.1
OG0008999	XP_003706286.2	XP_015439020.1
OG0009000	XP_012143973.1	XP_015437968.1
OG0009002	XP_012139332.1	XP_015429383.1
OG0009003	XP_012148429.1, XP_012145950.1	XP_015433463.1
OG0009006	XP_012144682.1	XP_015433035.1
OG0009007	XP_012154060.1	XP_015439657.1
OG0009008	XP_012138512.1	XP_015440314.1
OG0009009	XP_012149457.1	XP_015438350.1
OG0009010	XP_012141789.1	XP_015429300.1
OG0009012	XP_012153857.1	XP_015437255.1
OG0009013	XP_012151249.1	XP_015440438.1
OG0009014	XP_003701231.1	XP_015430422.1
OG0009015	XP_012145504.1	XP_015432117.1
OG0009016	XP_012138353.1	XP_015432291.1
OG0009017	XP_003707242.1	XP_015438761.1
OG0009018	XP_012144334.1	XP_015434109.1
OG0009019	XP_012138940.1	XP_015430396.1
OG0009020	XP_012136944.1	XP_015435868.1
OG0009021	XP_012152185.1	XP_015429315.1
OG0009024	XP_003700755.1	XP_015434699.1
OG0009027	XP_003702434.1	XP_015432544.1
OG0009028	XP_003701687.1	XP_015434328.1
OG0009035	XP_012146790.1	XP_015433205.1
OG0009036	XP_012149738.1, XP_012152959.1, XP_012145736.1, XP_012148636.1	XP_015434762.1, XP_015437064.1, XP_015437899.1
OG0009045	XP_012154292.1, XP_003700510.1	XP_015428429.1
OG0009046	XP_003699642.1	XP_015435622.1
OG0009049	XP_012136775.1	XP_015429136.1
OG0009050	XP_012148189.1	XP_015428822.1
OG0009051	XP_003699239.1	XP_015440499.1
OG0009052	XP_003706924.1	XP_015438555.1
OG0009053	XP_003703771.1	XP_015436842.1
OG0009054	XP_003700488.1	XP_015430362.1
OG0009056	XP_003704758.1	XP_015437950.1
OG0009058	XP_003699653.1	XP_015434894.1
OG0009059	XP_003700968.1	XP_015431219.1
OG0009062	XP_003705383.1	XP_015432668.1
OG0009063	XP_012141346.1	XP_015429499.1
OG0009067	XP_012143655.1	XP_015438899.1
OG0009075	XP_003700938.2	XP_015431658.1
OG0009080	XP_012136690.1	XP_015436905.1
OG0009081	XP_003706116.1	XP_015431883.1
OG0009082	XP_003701950.1	XP_015437445.1
OG0009083	XP_012143750.1	XP_015433411.1
OG0009084	XP_012142023.1	XP_015430116.1
OG0009085	XP_012134556.1	XP_015431058.1
OG0009086	XP_003700763.1	XP_015433846.1
OG0009088	XP_012150213.1	XP_015439470.1
OG0009090	XP_012143223.1	XP_015435214.1
OG0009091	XP_012145414.1	XP_015439278.1
OG0009093	XP_003706062.1	XP_015431561.1
OG0009095	XP_003701746.1	XP_015432040.1
OG0009097	XP_012135689.1	XP_015430543.1
OG0009100	XP_012138561.1	XP_015429836.1
OG0009102	XP_003700918.2	XP_015431092.1
OG0009103	XP_012149299.1, XP_012149298.1	XP_015438351.1
OG0009107	XP_012138852.1	XP_015436627.1
OG0009108	XP_012134643.1	XP_015432081.1
OG0009112	XP_003705302.1	XP_015428797.1
OG0009114	XP_012153181.1	XP_015437862.1
OG0009117	XP_003704694.1	XP_015434589.1
OG0009118	XP_003703823.1	XP_015435385.1
OG0009120	XP_012147809.1	XP_015429342.1
OG0009123	XP_003699805.1	XP_015438950.1
OG0009124	XP_012143844.1	XP_015430022.1
OG0009125	XP_012148701.1	XP_015429058.1
OG0009127	XP_012143770.1	XP_015434178.1
OG0009128	XP_012150349.1, XP_012150323.1	XP_015439850.1
