Orthogroup	Megachile_rotundata	Ceratina_calcarata
OG0007851	XP_012136956.1	XP_017887244.1
OG0007852	XP_012146743.1	XP_017880896.1
OG0007853	XP_003706163.1	XP_017878779.1
OG0007854	XP_003706225.1	XP_017881773.1
OG0007855	XP_003706218.1	XP_017893624.1
OG0007856	XP_012147408.1	XP_017893587.1
OG0007857	XP_003706739.2	XP_026668202.1
OG0007858	XP_003699442.1	XP_017877795.1
OG0007859	XP_003699440.1	XP_017881728.1
OG0007860	XP_003699412.1	XP_017875599.1
OG0007861	XP_003707300.1	XP_017879563.1
OG0007862	XP_003707297.1	XP_026669058.1
OG0007863	XP_003700351.1	XP_017890186.1
OG0007864	XP_003705424.1	XP_017891310.1
OG0007865	XP_003705184.1	XP_017879829.1
OG0007866	XP_003702683.2	XP_017883600.1
OG0007867	XP_003707463.2	XP_017876428.1
OG0007868	XP_003705667.1	XP_026669994.1
OG0007869	XP_003705666.1	XP_017881354.1
OG0007870	XP_003702062.1	XP_017885916.1
OG0007871	XP_003702051.1	XP_017882983.1
OG0007872	XP_003700810.1	XP_017878775.1
OG0007873	XP_003702008.1	XP_017887945.1
OG0007874	XP_003702018.1	XP_017887973.1
OG0007875	XP_003703498.1	XP_017892178.1
OG0007876	XP_003703482.1	XP_017892275.1
OG0007877	XP_003703450.1	XP_026672151.1
OG0007878	XP_012141176.1	XP_026672147.1
OG0007879	XP_012135821.1	XP_026673737.1
OG0007880	XP_003703472.1	XP_017885617.1
OG0007881	XP_012141003.1	XP_017892277.1
OG0007882	XP_012135856.1	XP_017888789.1
OG0007883	XP_003701143.1	XP_017888905.1
OG0007884	XP_003700140.1	XP_017889303.1
OG0007885	XP_003700155.1	XP_017889248.1
OG0007886	XP_012151060.1	XP_017881092.1
OG0007887	XP_003700127.1	XP_017884309.1
OG0007888	XP_003708678.1	XP_017887328.1
OG0007889	XP_003700173.1	XP_017879803.1
OG0007890	XP_003707631.1	XP_017881235.1
OG0007891	XP_003707576.1	XP_017881190.1
OG0007892	XP_003701706.1	XP_026668002.1
OG0007893	XP_012135889.1	XP_017888742.1
OG0007894	XP_003699375.1	XP_017892862.1
OG0007895	XP_003704661.1	XP_017877007.1
OG0007896	XP_003704598.1	XP_017885694.1
OG0007897	XP_003705392.1	XP_017880112.2, XP_017880113.1, XP_026669344.1
OG0007898	XP_003703360.2	XP_017875872.2
OG0007899	XP_003707580.1	XP_017884980.1
OG0007900	XP_003707634.1	XP_017885016.1
OG0007901	XP_003700459.1	XP_017876861.1
OG0007902	XP_012144272.1	XP_017882265.1
OG0007903	XP_003700042.1	XP_017880798.1
OG0007904	XP_003702893.1	XP_017884667.1
OG0007905	XP_003707550.1	XP_017881206.1
OG0007906	XP_012152805.1	XP_017878059.1
OG0007907	XP_003702805.1	XP_017888144.1
OG0007908	XP_003703945.1	XP_017878039.1
OG0007909	XP_003704135.1	XP_017886651.1
OG0007910	XP_012152121.1	XP_017885466.1
OG0007911	XP_012142435.1	XP_017886866.1
OG0007912	XP_003707746.1	XP_017878695.1
OG0007913	XP_012153064.1	XP_017881545.1
OG0007914	XP_003700203.1	XP_017877210.1
OG0007915	XP_003704132.1	XP_026672712.1
OG0007916	XP_003699785.1	XP_017882205.1
OG0007917	XP_003708296.1	XP_017887175.1
OG0007918	XP_003706570.2	XP_017882606.1
OG0007919	XP_003706566.1	XP_017881616.1
OG0007920	XP_003708635.1	XP_017889887.1
OG0007921	XP_003702056.1	XP_017885253.1
OG0007922	XP_003707938.1	XP_017880404.1
OG0007923	XP_003707937.1	XP_017880386.1
OG0007924	XP_003706824.1	XP_017892123.1
OG0007925	XP_003701849.2	XP_017892893.1
OG0007926	XP_003704124.1	XP_017887060.1
OG0007927	XP_003699634.1	XP_017889467.1
OG0007928	XP_012137181.1	XP_026672959.1
OG0007929	XP_003707357.1	XP_017890695.1
OG0007930	XP_012138687.1	XP_017890579.1
OG0007931	XP_003701920.1	XP_017875007.1
OG0007932	XP_003701374.1	XP_017878298.1
OG0007933	XP_003705699.1	XP_017891002.1
OG0007934	XP_003705930.1	XP_017886439.1
OG0007935	XP_012148514.1	XP_017883309.1
OG0007936	XP_003700339.1	XP_017886916.1
OG0007937	XP_003700051.1	XP_017885781.1
OG0007938	XP_003700022.1	XP_017885139.1
OG0007939	XP_003701170.1	XP_017877641.1
OG0007940	XP_003708159.1	XP_017887327.1
OG0007941	XP_012134986.1	XP_017890489.1
OG0007942	XP_003700642.1	XP_017886839.1
OG0007943	XP_003707272.1	XP_017890075.1
OG0007944	XP_003704053.1	XP_017887309.1
OG0007945	XP_012142233.1	XP_026669731.1
OG0007946	XP_012151063.1	XP_017877506.1
OG0007947	XP_012154566.1	XP_017879027.1
OG0007948	XP_012144265.1	XP_017885437.1
OG0007949	XP_012147866.1	XP_026670050.1
OG0007950	XP_003708502.2	XP_017887550.1
OG0007951	XP_003700561.1	XP_017878964.1
OG0007952	XP_003703466.1	XP_017891233.1
OG0007953	XP_012144740.1	XP_026671016.1
OG0007954	XP_012152858.1	XP_026668312.1
OG0007955	XP_003708407.1	XP_017878069.1
OG0007956	XP_003702215.1	XP_026675116.1
OG0007957	XP_003701273.1	XP_017876040.1
OG0007958	XP_003705086.1	XP_017881514.1
OG0007959	XP_003700338.1	XP_017880250.1
OG0007960	XP_003700250.1	XP_017875809.1
OG0007961	XP_003701264.1	XP_017877302.1
OG0007962	XP_003704038.1	XP_017880787.1
OG0007963	XP_003703075.1	XP_017892305.2
OG0007964	XP_003701464.1	XP_017879240.1
OG0007965	XP_003704985.1	XP_017879916.1
OG0007966	XP_003706236.1	XP_017883273.1
OG0007967	XP_003702519.1	XP_017883272.1
OG0007968	XP_012151821.1	XP_017883362.1
OG0007969	XP_003702090.1	XP_017887739.1
OG0007970	XP_012141454.1	XP_017887154.1
OG0007971	XP_003706672.1	XP_017883329.1
OG0007972	XP_003704015.1	XP_026672916.1
OG0007973	XP_012148197.1	XP_017875829.1
OG0007974	XP_003699838.1	XP_017880766.1
OG0007975	XP_003702992.1	XP_026671788.1
OG0007976	XP_003706951.1	XP_017876688.1
OG0007977	XP_003704935.1	XP_017888255.2
OG0007978	XP_003707128.1	XP_017875523.1
OG0007979	XP_003700773.1	XP_017881812.1
OG0007980	XP_003701090.1	XP_017875746.1
OG0007981	XP_003700335.1	XP_017886648.1
OG0007982	XP_003705096.1	XP_017883387.1
OG0007983	XP_003701351.1	XP_017889747.1
OG0007984	XP_003700760.1	XP_017876973.1
OG0007985	XP_003703807.1	XP_017875310.1
OG0007986	XP_003701886.1	XP_017879873.1
OG0007987	XP_003699373.1	XP_017879924.1
OG0007988	XP_012138667.1	XP_017881102.1
OG0007989	XP_012135011.1	XP_017878816.1
OG0007990	XP_003700532.1	XP_017886851.1
OG0007991	XP_003700310.1	XP_017884700.1
OG0007992	XP_003701037.1	XP_026668432.1
OG0007993	XP_012137003.1	XP_017882613.1
OG0007994	XP_003702349.1	XP_017892539.1
OG0007995	XP_003708147.1	XP_017887278.1
OG0007996	XP_012149835.1, XP_003707193.1	XP_017892448.1
OG0007997	XP_003706812.1	XP_017882064.1
OG0007998	XP_003699539.1	XP_017892056.1
OG0007999	XP_012139116.1	XP_017879573.1
OG0008000	XP_003702024.1	XP_017885941.1
OG0008001	XP_003703367.1	XP_017893026.1
OG0008002	XP_003704477.1	XP_026667546.1
OG0008003	XP_003699445.1	XP_017881011.1
OG0008004	XP_003703022.1	XP_017878732.1
OG0008005	XP_012151423.1	XP_017889111.1
OG0008006	XP_003700768.1	XP_017879446.1
OG0008007	XP_003706300.1	XP_017881634.1
OG0008008	XP_003701942.1	XP_017891284.1
OG0008009	XP_012154069.1	XP_017890212.1
OG0008010	XP_003707503.1	XP_017877270.1
OG0008011	XP_003700951.1	XP_017879363.1
OG0008012	XP_003700619.1	XP_026668810.1
OG0008013	XP_003707343.1	XP_017884271.1
OG0008014	XP_003706303.1	XP_017889856.1
OG0008015	XP_003707654.1	XP_017892066.1
OG0008016	XP_003706669.1	XP_017888970.1
OG0008017	XP_003704141.1	XP_017888488.1
OG0008018	XP_012149883.1	XP_026667816.1
OG0008019	XP_003699585.1	XP_017892814.1
OG0008020	XP_012153484.1	XP_017886410.1
OG0008021	XP_003705720.1	XP_017882098.1
OG0008022	XP_012138133.1	XP_017888011.1
OG0008023	XP_012140661.1	XP_017885284.1
OG0008024	XP_003699378.1	XP_017892861.1
OG0008025	XP_012146165.1	XP_017885830.2
OG0008026	XP_012147354.1	XP_017880630.1
OG0008027	XP_003705020.1	XP_026669630.1
OG0008028	XP_003706738.1	XP_017879884.1
OG0008029	XP_003706299.1	XP_017881632.2
OG0008030	XP_003701937.1	XP_017878875.1
OG0008031	XP_003707240.1	XP_017877028.1
OG0008032	XP_012148486.1	XP_026667682.1
OG0008033	XP_012154181.1	XP_017892686.1
OG0008034	XP_003702846.1	XP_017885042.1
OG0008035	XP_003703243.1	XP_017891096.1
OG0008036	XP_003704743.2, XP_012143918.1	XP_026674212.1
OG0008037	XP_012143916.1	XP_017889816.1
OG0008038	XP_003708036.1	XP_017892722.1
OG0008039	XP_003702668.2	XP_017883127.1
OG0008040	XP_003707268.1	XP_017876203.1
OG0008041	XP_012139289.1	XP_017890266.2
OG0008042	XP_003700272.1	XP_017882190.1
OG0008043	XP_012142392.1	XP_017892664.2
OG0008044	XP_012140854.1	XP_017883295.2
OG0008045	XP_003704043.1	XP_017880977.1
OG0008046	XP_012153686.1	XP_026669247.1
OG0008047	XP_003705041.1	XP_017889173.1
OG0008048	XP_003704592.2	XP_017879141.1
OG0008049	XP_003703591.1	XP_017892291.1
OG0008050	XP_003708087.1	XP_017884583.1
OG0008051	XP_003701509.1	XP_017876906.1
OG0008052	XP_012141115.1	XP_017884323.1
OG0008053	XP_012144101.1	XP_017877362.1
OG0008054	XP_003704813.1	XP_017877345.1
OG0008055	XP_003703458.1	XP_017879783.1
OG0008056	XP_003702620.1	XP_017893210.1
OG0008057	XP_003701547.1	XP_017879279.1
OG0008058	XP_012146224.1	XP_017884398.1
OG0008059	XP_003705318.1	XP_017875891.1
OG0008060	XP_003699287.2	XP_017880398.1
OG0008061	XP_003699366.1	XP_026669423.1
OG0008062	XP_012143882.1	XP_017879149.1
OG0008063	XP_003705439.1	XP_017884276.1
OG0008064	XP_003705068.1	XP_017883439.1
OG0008065	XP_003708271.2	XP_026670048.1
OG0008066	XP_003708474.1	XP_017887738.1
OG0008068	XP_003702210.1	XP_017892470.1
OG0008069	XP_003699861.2	XP_017877467.1
OG0008070	XP_003706080.2	XP_017884029.1
OG0008071	XP_003707781.2	XP_017877602.1
OG0008072	XP_003707739.1	XP_017878402.1
OG0008073	XP_003707121.1	XP_026673376.1
OG0008074	XP_003699840.1	XP_017886164.1
OG0008075	XP_012152799.1	XP_017877180.1
OG0008076	XP_003707518.1	XP_017880084.1
OG0008077	XP_003702205.1	XP_017887859.1
OG0008078	XP_003704639.1	XP_017879537.1
OG0008079	XP_003707891.1	XP_017875715.1
OG0008080	XP_003708398.1	XP_017886365.1
OG0008081	XP_003708396.1	XP_026668579.1
OG0008082	XP_003706367.1	XP_017882972.1
OG0008083	XP_012154365.1	XP_017893657.1
OG0008084	XP_012147888.1	XP_026667051.1, XP_017875293.1
OG0008085	XP_003703873.1	XP_017875889.1
OG0008086	XP_003700691.1	XP_017882612.1
OG0008087	XP_003702534.1	XP_017881450.1, XP_017881449.1
OG0008088	XP_003703439.1	XP_017891109.1
OG0008089	XP_012151785.1	XP_017891013.1, XP_017875775.1
OG0008090	XP_003701268.1	XP_026667386.1
OG0008091	XP_003703974.1	XP_017877493.1
OG0008092	XP_003703719.1	XP_017881030.1
OG0008093	XP_003703721.1	XP_017881019.1
OG0008094	XP_012135682.1	XP_017878760.2
OG0008095	XP_003700676.1	XP_017880174.1
OG0008096	XP_003699879.2	XP_017885434.1
OG0008098	XP_012139146.1	XP_017883086.1
OG0008099	XP_012139203.1	XP_017883083.1
OG0008100	XP_003702802.1	XP_017875556.1
OG0008101	XP_012145486.1	XP_017883684.1
OG0008102	XP_012146147.1	XP_017880730.1
OG0008103	XP_003699687.1	XP_017890450.1
OG0008104	XP_003703672.1	XP_026675152.1
OG0008105	XP_003700251.1	XP_017889102.1
OG0008106	XP_003704917.1	XP_017888388.1
OG0008107	XP_003701959.1	XP_017889247.1
OG0008108	XP_003706327.1	XP_017880477.1
OG0008109	XP_003702856.1	XP_017884396.1
OG0008110	XP_003703474.1	XP_017891136.1
OG0008111	XP_012151312.1	XP_017884168.1
OG0008112	XP_003699561.1	XP_017880502.1
OG0008113	XP_003705752.1	XP_017892904.1
OG0008114	XP_003701944.2	XP_026675120.1
OG0008115	XP_003701146.1	XP_017888901.1
OG0008116	XP_003706115.1	XP_017885109.1
OG0008117	XP_012148313.1	XP_017887660.1
OG0008118	XP_012149035.1	XP_017883819.1
OG0008119	XP_003706598.1	XP_017887752.1
OG0008120	XP_003707660.1	XP_017887698.1
OG0008121	XP_003700358.1	XP_017891375.1
OG0008122	XP_003701525.1	XP_026668452.1
OG0008123	XP_012138402.1	XP_017884006.1
OG0008124	XP_003699563.1	XP_017880578.1
OG0008125	XP_003703311.1	XP_017878456.1
OG0008126	XP_003703502.1	XP_017887358.1
OG0008127	XP_003706800.1	XP_017876707.1
OG0008128	XP_003699797.1	XP_017881940.1
OG0008129	XP_003702258.1	XP_017883995.1
OG0008130	XP_012150290.1	XP_026672449.1
OG0008131	XP_003708643.1	XP_017889407.1
OG0008132	XP_003708019.1	XP_026667434.1
OG0008133	XP_003701461.1	XP_017879353.1
OG0008134	XP_003700869.1	XP_017884275.1
OG0008135	XP_003700829.1	XP_017881701.1
OG0008136	XP_012138892.1	XP_017876185.1
OG0008137	XP_012148551.1	XP_017882846.1
OG0008138	XP_003699695.1	XP_017878993.1
OG0008139	XP_003703426.1	XP_017880301.1
OG0008140	XP_012137037.1	XP_017892760.1
OG0008141	XP_003704440.2	XP_017885692.1
OG0008142	XP_003702560.1	XP_017880059.1
OG0008143	XP_003705333.1	XP_017875865.1
OG0008144	XP_003702146.1	XP_017892298.1
OG0008145	XP_003707279.1	XP_017879618.1
OG0008146	XP_012146752.1	XP_017875217.1
OG0008147	XP_003708061.1	XP_017887875.1
OG0008148	XP_003708202.1	XP_017886048.1
OG0008149	XP_012136634.1	XP_026668944.1
OG0008150	XP_003701663.1	XP_017892662.1
OG0008151	XP_003706427.1	XP_017889346.1
OG0008152	XP_003700778.1	XP_017875362.1
OG0008153	XP_003700423.1	XP_017889969.1
OG0008154	XP_003699851.1	XP_017882450.1
OG0008155	XP_003699887.1	XP_017877533.1
OG0008156	XP_003703946.1	XP_017877949.2
OG0008157	XP_003704553.1	XP_017893666.1
OG0008158	XP_012145554.1	XP_017892655.1
OG0008159	XP_003701371.1	XP_017889748.1
OG0008160	XP_012150316.1	XP_017891631.1
OG0008161	XP_003706457.1	XP_017891752.1
OG0008162	XP_003705324.1	XP_017878630.1
OG0008163	XP_012152115.1	XP_026668800.1
OG0008164	XP_003707911.1	XP_017888202.1
OG0008165	XP_012137051.1	XP_017891164.1
OG0008166	XP_003703290.1	XP_017879774.1
OG0008167	XP_003708052.1	XP_017886818.1
OG0008168	XP_012144715.1	XP_017883327.1
OG0008169	XP_003703527.1	XP_017883225.1
OG0008170	XP_012137639.1	XP_017892206.1
OG0008171	XP_003706326.1	XP_017889844.1
OG0008172	XP_003700615.1	XP_017890477.1
OG0008173	XP_003705046.1	XP_026669161.1
OG0008174	XP_012136752.1	XP_017892779.1
OG0008175	XP_003708273.1	XP_017875488.1
OG0008176	XP_003705357.1	XP_017880222.1
OG0008177	XP_003699796.1	XP_017881927.2
OG0008178	XP_003704027.1	XP_017880840.1
OG0008179	XP_003703515.1	XP_026669222.1
OG0008180	XP_003700856.1	XP_017884279.1
OG0008181	XP_003708180.1	XP_026670479.1
OG0008182	XP_003707030.2	XP_026670406.1
OG0008183	XP_003705532.2	XP_017880101.1
OG0008184	XP_012147815.1	XP_017882977.1
OG0008185	XP_003706555.1	XP_017876948.1
OG0008186	XP_003705419.1	XP_017891311.1
OG0008187	XP_012140726.1	XP_017879759.1
OG0008188	XP_012142093.1	XP_017878831.1
OG0008189	XP_003706578.1	XP_017875834.1
OG0008190	XP_003706686.1	XP_017876143.1
OG0008191	XP_003708485.1	XP_017881496.1
OG0008192	XP_012153017.1	XP_017880246.1
OG0008193	XP_012146719.1	XP_017880721.1
OG0008194	XP_012143335.1	XP_026675491.1
OG0008195	XP_003705377.1	XP_017877168.1
OG0008196	XP_003704562.2	XP_017878263.1
OG0008197	XP_003699927.1	XP_017880780.1
OG0008198	XP_003706667.1	XP_017879800.1
OG0008199	XP_003702216.1	XP_017884345.1
OG0008200	XP_003705426.1	XP_017891323.1
OG0008201	XP_003700558.1	XP_017879029.1
OG0008202	XP_003701992.1	XP_017881844.1
OG0008203	XP_003699276.1	XP_017878462.1
OG0008204	XP_003705410.2	XP_017886774.1
OG0008205	XP_012148992.1	XP_017891926.1
OG0008206	XP_012153358.1	XP_017889651.1
OG0008207	XP_012145130.1	XP_017883110.1
OG0008208	XP_003707651.1	XP_017881181.1
OG0008209	XP_003702550.2	XP_026667469.1
OG0008210	XP_003701553.1	XP_026668959.1
OG0008211	XP_003702102.1	XP_017880448.1
OG0008212	XP_003706891.1	XP_017877396.1
OG0008213	XP_003701736.1	XP_017886599.1
OG0008214	XP_003703797.1	XP_017875125.2
OG0008215	XP_003705797.1	XP_017893439.1
OG0008216	XP_003703136.1	XP_026672343.1
OG0008217	XP_003703698.1	XP_017892242.1
OG0008218	XP_003707112.1	XP_017877293.1
OG0008219	XP_012152876.1	XP_017877924.1
OG0008220	XP_003703554.1	XP_017891047.1
OG0008221	XP_003705013.1	XP_026672030.1
OG0008222	XP_003703798.1	XP_017891425.2
OG0008223	XP_012148187.1	XP_017880326.1
OG0008224	XP_003699213.1	XP_017891855.1
OG0008225	XP_003706885.1	XP_017881973.1
OG0008226	XP_003702042.1	XP_017875112.1
OG0008227	XP_003704475.1	XP_017888645.2
OG0008228	XP_003705102.1	XP_017883377.1
OG0008229	XP_003699614.1	XP_017886472.1
OG0008230	XP_003704476.1	XP_026668801.1
OG0008231	XP_003700549.1	XP_017878484.1
OG0008232	XP_003703048.1	XP_026673613.1
OG0008233	XP_003706450.1	XP_017889964.1
OG0008234	XP_003706808.1	XP_017882239.1
OG0008235	XP_003699181.1	XP_017876518.1
OG0008236	XP_003700420.1	XP_017890011.1
OG0008237	XP_003699461.2	XP_017877917.1
OG0008238	XP_003701799.2	XP_017885475.1
OG0008239	XP_003700690.2	XP_017876958.1
OG0008240	XP_012140194.1	XP_026675395.1
OG0008241	XP_003701440.1	XP_017878134.1
OG0008242	XP_003704641.1	XP_017885173.1
OG0008243	XP_012148942.1	XP_017882313.1
OG0008244	XP_003703724.1	XP_017881055.1
OG0008245	XP_003703782.1	XP_017890400.1
OG0008246	XP_012141855.1	XP_026667453.1
OG0008247	XP_003699952.1	XP_017878501.1
OG0008248	XP_003705186.2	XP_017883485.2
OG0008249	XP_003701917.1	XP_017893320.1
OG0008250	XP_003703148.1	XP_017892379.1
OG0008251	XP_012139789.1	XP_017884984.1
OG0008252	XP_003708075.1	XP_017885756.1
OG0008253	XP_003701154.1	XP_017890710.1
OG0008254	XP_003706014.1	XP_017889685.1
OG0008255	XP_003706227.1	XP_017891660.1
OG0008256	XP_003708142.1	XP_026672926.1
OG0008257	XP_003701414.1	XP_026668404.1
OG0008258	XP_003704874.1	XP_026669870.1
OG0008259	XP_003700952.1	XP_017880500.1
OG0008260	XP_003707246.1	XP_017876916.1
OG0008261	XP_003706870.1	XP_026667711.1
OG0008262	XP_003701487.1	XP_017876781.1
OG0008263	XP_012142916.1	XP_017886982.1
OG0008264	XP_003699862.1	XP_017884031.1
OG0008265	XP_003701107.1	XP_017877299.1
OG0008266	XP_003702179.1	XP_017892352.1
OG0008267	XP_012135647.1	XP_017877300.1
OG0008268	XP_003707707.1	XP_017890437.1
OG0008269	XP_003699396.1	XP_017891142.1
OG0008270	XP_003707708.1	XP_026674568.1
OG0008271	XP_003708026.1	XP_017889176.1
OG0008272	XP_012151584.1	XP_017879926.1
OG0008273	XP_003707671.1	XP_017887697.1
OG0008274	XP_003699256.1	XP_017878976.1
OG0008275	XP_003702061.1	XP_017885913.1
OG0008276	XP_003703870.1	XP_017875354.1
OG0008277	XP_003705284.1	XP_017879696.2
OG0008278	XP_003702048.1	XP_026671992.1
OG0008279	XP_003699876.2	XP_017886799.1
OG0008280	XP_003708227.1	XP_017885072.1
OG0008281	XP_003706237.1	XP_017889803.1
OG0008282	XP_003700373.1	XP_017890170.1
OG0008283	XP_012134629.1	XP_017881843.1
OG0008284	XP_012144351.1	XP_017888606.1
OG0008285	XP_012139046.1	XP_017892189.1
OG0008286	XP_003701466.1	XP_017879251.1
OG0008287	XP_012142933.1	XP_017875302.1
OG0008288	XP_003706353.1	XP_017891106.1
OG0008289	XP_003703627.1	XP_017882772.1, XP_017885508.1
OG0008290	XP_012144118.1	XP_017880414.1
OG0008291	XP_003708170.1	XP_017887248.1
OG0008292	XP_003707509.1	XP_017887679.1
OG0008293	XP_012136319.1	XP_017891539.1
OG0008294	XP_003703524.1	XP_017891210.1
OG0008295	XP_012150975.1	XP_017876783.1
OG0008296	XP_003707452.1	XP_017890083.1
OG0008297	XP_003706527.1	XP_026672905.1
OG0008298	XP_003706424.1	XP_017889421.1
OG0008299	XP_003706155.1	XP_017879112.1
OG0008300	XP_003702691.1	XP_017883038.1
OG0008301	XP_003707836.1	XP_017880133.1
OG0008302	XP_003702608.1	XP_026667922.1
OG0008303	XP_003700461.1	XP_017886892.1
OG0008304	XP_003706156.1	XP_017879107.1
OG0008305	XP_003707243.1	XP_026673267.1
OG0008306	XP_003700942.1	XP_017876854.1
OG0008307	XP_003703757.1	XP_017889433.1
OG0008308	XP_003706587.1	XP_017885862.1
OG0008309	XP_003707289.1	XP_017883060.1
OG0008310	XP_012149222.1	XP_017882138.1
OG0008311	XP_003704893.1	XP_017885402.1
OG0008312	XP_003699835.1	XP_017888101.1
OG0008313	XP_003699494.1	XP_017885340.1
OG0008314	XP_003701263.2	XP_026667967.1
OG0008315	XP_003702362.1	XP_017876270.1
OG0008316	XP_003704571.1	XP_017881815.1
OG0008317	XP_012150627.1	XP_017885134.1
OG0008318	XP_012140926.1	XP_017892654.1
OG0008319	XP_012145354.1	XP_017888099.1
OG0008320	XP_003700457.1	XP_017875369.1
OG0008321	XP_003699728.1	XP_017883898.1
OG0008322	XP_003707802.1	XP_017881984.1
OG0008323	XP_003705976.1	XP_017889840.1
OG0008324	XP_012154142.1	XP_017890665.1
OG0008325	XP_003702812.1	XP_017877562.1
OG0008326	XP_003700035.1	XP_026666898.1
OG0008327	XP_012144909.1	XP_017875997.1
OG0008328	XP_003700036.1	XP_017876251.1
OG0008329	XP_003706793.1	XP_017882181.1
OG0008330	XP_012150485.1	XP_017880046.1
OG0008331	XP_003705761.2	XP_017876857.1
OG0008332	XP_003704067.1	XP_017880614.1
OG0008333	XP_012145060.1	XP_017883546.1
OG0008334	XP_012144273.1	XP_017889587.1
OG0008335	XP_003700483.1	XP_017876915.1
OG0008336	XP_003704139.1	XP_017886689.1
OG0008337	XP_012146398.1	XP_026667775.1
OG0008338	XP_003706339.1	XP_017884123.1
OG0008339	XP_003702795.1	XP_017875472.1
OG0008340	XP_003701551.1	XP_017876881.1
OG0008341	XP_003700694.1	XP_017888443.1
OG0008342	XP_003699252.1	XP_017888331.1
OG0008343	XP_012135015.1	XP_017877787.1
OG0008344	XP_003699408.1	XP_017891249.1
OG0008345	XP_003702798.1	XP_017875441.1
OG0008346	XP_012142098.1	XP_017878809.1
OG0008347	XP_003702764.1	XP_017885018.1
OG0008348	XP_003708197.1	XP_017883561.1
OG0008349	XP_003707681.1	XP_017887516.1
OG0008350	XP_003703602.2	XP_017878768.1
OG0008351	XP_003700365.1	XP_017890198.1
OG0008352	XP_012147569.1	XP_017881958.1
OG0008353	XP_003708684.1	XP_017890690.1
OG0008354	XP_003702861.1	XP_017884956.1
OG0008355	XP_003699606.1	XP_017878284.1
OG0008356	XP_003708276.1	XP_017888147.1
OG0008357	XP_012140909.1	XP_026668470.1
OG0008358	XP_003706101.1	XP_017884152.1
OG0008359	XP_012134809.1	XP_017886694.1
OG0008360	XP_003707307.1	XP_017891811.1
OG0008361	XP_003706096.1	XP_017880126.1
OG0008362	XP_003708522.1	XP_017881493.1
OG0008363	XP_003708565.1	XP_017886311.1
OG0008364	XP_003704123.1	XP_017893685.1
OG0008365	XP_003706329.1	XP_017876907.1
