Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0006252	XP_001949483.1	XP_003705692.2
OG0006253	XP_001949524.2	XP_003705264.1
OG0006254	XP_001949533.1, XP_029346613.1	XP_012142178.1
OG0006255	XP_016660229.1, XP_001949552.1	XP_003707127.1
OG0006256	XP_001949607.2	XP_012154442.1
OG0006257	XP_001949629.1	XP_003706686.1
OG0006258	XP_001949685.1	XP_003703174.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_003701020.1
OG0006260	XP_001949727.1	XP_003702612.1
OG0006261	XP_001949755.1	XP_003699827.2
OG0006262	XP_001949810.1	XP_003701483.1
OG0006263	XP_001949840.1	XP_012138577.1
OG0006264	XP_001949841.2	XP_003703698.1
OG0006265	XP_001949885.1	XP_012147233.1, XP_012147232.1, XP_003706091.1
OG0006266	XP_001949958.1	XP_012137613.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_003705068.1
OG0006268	XP_001950058.1	XP_003704134.1
OG0006269	XP_001950092.2	XP_003704480.1
OG0006270	XP_001950093.1	XP_003701553.1
OG0006271	XP_001950124.1	XP_012151135.1
OG0006272	XP_001950125.2	XP_012134955.1
OG0006273	XP_001950148.1	XP_003700447.1
OG0006274	XP_001950169.1	XP_003704499.1
OG0006275	XP_001950193.1	XP_012150834.1
OG0006276	XP_001950272.2	XP_012144272.1
OG0006277	XP_001950344.1	XP_003704154.1, XP_012142598.1
OG0006278	XP_001950345.1	XP_003702024.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_003705284.1
OG0006280	XP_001950483.2	XP_012135371.1
OG0006281	XP_001950560.1	XP_003700835.1
OG0006282	XP_001950604.2	XP_012149326.1
OG0006283	XP_001950632.1	XP_003699459.1
OG0006284	XP_001950636.1	XP_003699888.1
OG0006285	XP_001950639.2	XP_003707891.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_003706588.1
OG0006287	XP_016658909.1, XP_001950708.1	XP_003702812.1
OG0006288	XP_001950738.2	XP_003704475.1
OG0006289	XP_001950750.1, XP_008182503.1	XP_003707708.1
OG0006291	XP_001950796.1	XP_003701536.1
OG0006292	XP_001950808.1	XP_012142650.1
OG0006293	XP_001950809.2	XP_003703719.1
OG0006294	XP_001950826.2	XP_003701992.1
OG0006295	XP_001950893.1	XP_012138912.1
OG0006296	XP_001950979.1	XP_003700195.1, XP_012153293.1
OG0006297	XP_001950995.1	XP_003701293.2
OG0006298	XP_001951023.1	XP_003706726.1
OG0006299	XP_001951027.2	XP_012141981.1
OG0006300	XP_001951041.1	XP_003703239.1
OG0006301	XP_001951052.2	XP_003703106.1
OG0006302	XP_001951109.1	XP_003700533.1
OG0006303	XP_001951140.2	XP_003703008.2
OG0006304	XP_029346145.1, XP_001951193.1	XP_003708396.1
OG0006305	XP_001951196.2	XP_003704124.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_003701677.2
OG0006307	XP_001951240.1	XP_003702561.1
OG0006308	XP_001951256.2	XP_003705197.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_003703942.1
OG0006310	XP_001951275.2	XP_003706629.1
OG0006311	XP_001951283.1	XP_003702764.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_012150687.1
OG0006313	XP_001951431.1	XP_003703755.1
OG0006314	XP_001951508.2	XP_012145600.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_012145520.1
OG0006316	XP_001951564.1	XP_003700239.1
OG0006317	XP_001951589.1	XP_012149270.1
OG0006318	XP_001951599.1	XP_012145507.1
OG0006319	XP_001951746.1	XP_003703146.1
OG0006320	XP_001951847.1	XP_003706370.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_003699672.1
OG0006322	XP_001951872.1	XP_003704900.1
OG0006323	XP_001951873.2	XP_003705748.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_003706004.1
OG0006325	XP_001951913.1	XP_003701159.1, XP_012135595.1
OG0006326	XP_001952046.2	XP_012134722.1
OG0006327	XP_001952114.1	XP_012140035.1
OG0006328	XP_001952178.1	XP_012140987.1
OG0006329	XP_001952191.1	XP_012140840.1
OG0006330	XP_001952205.1	XP_003702776.1
OG0006331	XP_001952207.3	XP_012139438.1
OG0006333	XP_001952313.2	XP_003704484.1
OG0006334	XP_001952329.1	XP_003701061.1
OG0006335	XP_001952339.1	XP_003708420.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_003705835.1
OG0006337	XP_001952443.1	XP_003702623.1
OG0006338	XP_001952515.3	XP_003705337.1, XP_012145406.1
OG0006339	XP_001952568.2	XP_003702271.1
OG0006340	XP_001952603.2	XP_012146746.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_003707619.1
OG0006343	XP_001952649.2	XP_003705296.2
OG0006344	XP_001952671.2	XP_012149245.1
OG0006345	XP_001952750.2, XP_003247754.1	XP_012136696.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_012145588.1
OG0006347	XP_001952801.1	XP_012137896.1
OG0006348	XP_001952823.2	XP_003700774.1
OG0006349	XP_001952837.2	XP_012144813.1
OG0006350	XP_001952840.2	XP_003703761.1, XP_012141795.1
OG0006351	XP_001952856.2	XP_012145293.1
OG0006352	XP_003240026.1	XP_012136888.1
OG0006353	XP_003240136.1	XP_003701028.1, XP_003701029.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_003701163.1
OG0006356	XP_003240876.1	XP_003703515.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_012148137.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_003699722.1
OG0006359	XP_003241149.1	XP_012135647.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_003703679.1
OG0006361	XP_003241237.1	XP_003702928.1
OG0006362	XP_003241317.1	XP_003703243.1
OG0006363	XP_003241486.1	XP_012146190.1
OG0006364	XP_003241670.1	XP_003702126.1
OG0006365	XP_003241759.1	XP_012143915.1
OG0006366	XP_003241877.1, XP_029342416.1	XP_003706249.1
OG0006367	XP_003241888.1	XP_012145945.1
OG0006368	XP_003241894.1	XP_012152687.1
OG0006369	XP_003242010.1	XP_003708113.1
OG0006370	XP_003242244.1	XP_003707121.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_003703949.1
OG0006372	XP_003242379.1	XP_003706711.1
OG0006373	XP_003242448.1	XP_003704177.2
OG0006374	XP_003242697.1	XP_003702349.1
OG0006375	XP_003242764.1	XP_003699572.1
OG0006376	XP_003242846.1	XP_003700134.1
OG0006377	XP_003243116.1	XP_012150882.1
OG0006378	XP_003243368.1	XP_003700736.1
OG0006379	XP_003243625.1	XP_012148999.1
OG0006380	XP_003243641.2	XP_003704329.1
OG0006381	XP_003243749.1	XP_003702737.1
OG0006382	XP_003243802.1	XP_003703963.1
OG0006383	XP_003244015.1	XP_003706591.1
OG0006384	XP_003244062.1	XP_003707777.1
OG0006385	XP_003244090.1	XP_003704862.2, XP_012144318.1
OG0006386	XP_003244104.2	XP_003701520.1
OG0006387	XP_003244136.1	XP_012145389.1
OG0006388	XP_003244213.1	XP_003704067.1
OG0006389	XP_003244454.1	XP_012148939.1
OG0006390	XP_003244558.1	XP_003706333.1
OG0006391	XP_003244597.1	XP_012152299.1
OG0006392	XP_003244666.1	XP_003705647.1
OG0006393	XP_003244712.1	XP_003702356.1
OG0006394	XP_003244745.1	XP_012147818.1
OG0006395	XP_003244825.1	XP_012140935.1
OG0006396	XP_003244927.1	XP_012146108.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_003700775.1
OG0006398	XP_003245088.1	XP_003706762.1
OG0006399	XP_003245128.1	XP_012151075.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_012140911.1
OG0006401	XP_003245335.1	XP_012141126.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_012145808.1
OG0006403	XP_003245438.1	XP_012146177.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_003704664.1
OG0006405	XP_003245615.1, XP_016661270.1	XP_003704221.1
OG0006406	XP_003245669.1	XP_003701495.1
OG0006407	XP_003245819.1	XP_012135641.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_003703428.1
OG0006409	XP_003245897.1	XP_003708391.1
OG0006410	XP_003246161.1	XP_012143236.1
OG0006411	XP_003246175.1	XP_012150039.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_003707523.2
OG0006413	XP_003246335.1	XP_012147997.1
OG0006414	XP_003246346.2	XP_003699721.1
OG0006415	XP_003246390.1	XP_012143335.1
OG0006416	XP_003246449.1	XP_012151420.1
OG0006417	XP_003246632.1	XP_003707014.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_012139461.1
OG0006419	XP_003247173.1	XP_003703552.1
OG0006420	XP_003247184.1	XP_003703268.1
OG0006421	XP_003247201.1	XP_012144607.1
OG0006422	XP_003247301.1, XP_016661461.1	XP_003700013.1
OG0006423	XP_003247452.1	XP_003707874.2
OG0006424	XP_003247629.1	XP_012152641.1
OG0006425	XP_003247702.1	XP_012142999.1
OG0006426	XP_003247938.1	XP_012136936.1
OG0006427	XP_003247943.1	XP_003705378.1
OG0006428	XP_003247997.1	XP_003704912.1
OG0006429	XP_003248166.1	XP_003703183.1, XP_012140265.1
OG0006430	XP_003248237.1	XP_003705232.1
OG0006431	XP_008178148.1	XP_012136828.1
OG0006432	XP_008178177.1	XP_003702316.1
OG0006433	XP_008178640.1	XP_003702673.1
OG0006434	XP_008178683.1	XP_003701954.1
OG0006435	XP_008178686.1	XP_012137630.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_003699644.2
OG0006438	XP_008178863.1	XP_012141044.1
OG0006439	XP_008178919.1	XP_003700466.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_012145634.1
OG0006441	XP_008178985.1	XP_003703870.1
OG0006442	XP_008178991.1	XP_003705821.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_003699440.1
OG0006444	XP_008179097.1	XP_003702034.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_003704065.1
OG0006446	XP_008179298.3	XP_012147888.1
OG0006447	XP_008179372.1	XP_012142486.1
OG0006448	XP_008179416.1	XP_012140788.1
OG0006449	XP_008179451.3	XP_003703484.1
OG0006450	XP_008179524.1	XP_003706751.1
OG0006451	XP_008179625.2	XP_003700051.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_003707343.1
OG0006453	XP_008179877.1, XP_008179876.1	XP_003702581.2
OG0006454	XP_008180045.1	XP_012153767.1
OG0006455	XP_008180062.1	XP_012137181.1
OG0006456	XP_008180168.1	XP_003701539.1
OG0006457	XP_008180170.1	XP_012135941.1, XP_012135940.1
OG0006458	XP_008180181.1	XP_003701220.1
OG0006459	XP_008180343.1	XP_012151340.1
OG0006460	XP_008180364.1	XP_012141542.1
OG0006462	XP_008180802.1	XP_012151675.1
OG0006463	XP_008180895.1	XP_012142169.1
OG0006464	XP_008180955.1	XP_003707299.1
OG0006465	XP_008181054.1	XP_012142541.1
OG0006466	XP_008181294.1	XP_003704985.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_003706870.1
OG0006468	XP_008181372.1	XP_012138013.1
OG0006469	XP_008181449.2	XP_012150699.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_012153483.1
OG0006471	XP_008181728.1	XP_012145802.1
OG0006472	XP_008181895.1	XP_012142473.1
OG0006473	XP_008181943.2	XP_003701636.2
OG0006474	XP_008181960.1	XP_012154069.1
OG0006475	XP_008182114.1	XP_003703753.1
OG0006476	XP_008182139.1	XP_003704056.1
OG0006477	XP_008182234.1	XP_003699506.1
OG0006478	XP_008182373.1	XP_012144873.1, XP_003705099.1
OG0006480	XP_008182487.1, XP_008182488.1	XP_003700351.1
OG0006481	XP_008182500.2	XP_012153446.1
OG0006482	XP_008182517.1	XP_003703643.1
OG0006483	XP_008182534.1	XP_012152991.1
OG0006484	XP_008182546.1	XP_012136779.1
OG0006485	XP_008182577.1	XP_003707937.1
OG0006486	XP_008182670.1	XP_012147145.1
OG0006487	XP_008182684.1	XP_012146039.1, XP_012134570.1
OG0006488	XP_008182940.2	XP_003703876.1
OG0006489	XP_008183074.1	XP_012142435.1
OG0006490	XP_008183092.2	XP_012141724.1
OG0006491	XP_008183222.1	XP_003703827.1, XP_012141793.1
OG0006493	XP_008183419.1	XP_003701372.1
OG0006494	XP_008183565.1, XP_008183564.1	XP_003700970.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_003699889.1
OG0006496	XP_008183779.1	XP_012135908.1, XP_012135910.1
OG0006497	XP_008183783.1, XP_008183784.1	XP_012145552.1
OG0006498	XP_008183797.1	XP_003700445.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_003700251.1
OG0006500	XP_008183931.1	XP_012152166.1
OG0006501	XP_008183935.1	XP_012141823.1
OG0006502	XP_008183951.1	XP_003704581.2
OG0006503	XP_008183996.1	XP_012142671.1
OG0006504	XP_008184243.1	XP_012139962.1
OG0006505	XP_008184579.1	XP_012142494.1
OG0006506	XP_008184597.1	XP_012144024.1
OG0006507	XP_008184788.1	XP_012151460.1
OG0006508	XP_008184807.1	XP_012149122.1
OG0006509	XP_008185014.2	XP_012153492.1
OG0006510	XP_029348512.1, XP_008185167.1	XP_003702151.2
OG0006511	XP_008185287.1	XP_003703373.1
OG0006512	XP_008185342.1	XP_012145579.1
OG0006513	XP_008185345.1	XP_012145475.1
OG0006514	XP_008185472.1	XP_012149813.1
OG0006515	XP_008185775.1	XP_012141257.1
OG0006516	XP_008185811.1	XP_003708453.1
OG0006517	XP_008185932.1	XP_012144539.1
OG0006518	XP_008186152.1	XP_012146147.1
OG0006519	XP_008186190.1	XP_012142347.1
OG0006520	XP_008186244.1	XP_003699313.1
OG0006521	XP_008186296.1	XP_003701994.1
OG0006522	XP_008186299.1, XP_016662586.1	XP_003702204.1
OG0006523	XP_029343354.1, XP_008186396.1	XP_012149482.1
OG0006524	XP_008186510.1	XP_012144634.1
OG0006525	XP_008186525.1	XP_003701620.1
OG0006526	XP_008186676.1	XP_012152234.1
OG0006527	XP_008186679.1	XP_012141936.1
OG0006528	XP_008186714.1	XP_012136005.1
OG0006529	XP_008186778.1	XP_003701942.1
OG0006530	XP_008186907.1	XP_012137871.1
OG0006531	XP_008187024.1	XP_003707060.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_003699179.1
OG0006533	XP_008187106.1	XP_003702993.1
OG0006534	XP_008187122.1	XP_003703974.1
OG0006535	XP_008187131.1	XP_012137375.1
OG0006536	XP_008187179.1	XP_012145213.1
OG0006537	XP_008187316.1	XP_003702531.1
OG0006538	XP_008187462.1	XP_003707066.1
OG0006539	XP_008187525.1	XP_003701393.2
OG0006540	XP_008187602.1	XP_003700954.1
OG0006541	XP_008187606.2	XP_003703792.2
OG0006542	XP_008187714.2	XP_012153883.1
OG0006543	XP_008187748.1	XP_003704919.2
OG0006544	XP_008187882.1	XP_003700258.1
OG0006545	XP_008187926.1	XP_003701273.1
OG0006546	XP_008188066.2, XP_008188067.2	XP_012137685.1
OG0006547	XP_016663920.1, XP_008188068.1	XP_012136901.1
OG0006548	XP_008188128.1	XP_003706470.1
OG0006549	XP_008188145.1, XP_008188146.1	XP_003705424.1
OG0006550	XP_008188248.1, XP_016664091.1	XP_012145446.1
OG0006551	XP_008188294.1	XP_012140829.1
OG0006552	XP_008188299.1	XP_003702949.1
OG0006553	XP_008188561.2	XP_012151799.1
OG0006554	XP_008188736.1, XP_016658051.1	XP_003706527.1
OG0006555	XP_008188744.1	XP_012135317.1, XP_003704555.1
OG0006556	XP_008189342.1, XP_008189345.1	XP_003707505.1
OG0006557	XP_008189525.1, XP_029342554.1	XP_012150522.1, XP_012150585.1
OG0006558	XP_008190020.1	XP_003704036.1
OG0006559	XP_008190197.1	XP_012136817.1
OG0006560	XP_029343318.1, XP_016655755.1	XP_012142156.1
OG0006561	XP_016655765.1	XP_003706196.2
OG0006562	XP_016655999.1	XP_003708438.2
OG0006563	XP_016656069.1, XP_016656067.1, XP_016656068.1	XP_003707212.1
OG0006565	XP_016656665.1	XP_003707294.1
OG0006566	XP_016656818.1	XP_012143372.1
OG0006568	XP_016657343.1	XP_003706739.2
OG0006570	XP_016658528.1	XP_012144953.1
OG0006571	XP_029343067.1, XP_016658542.1	XP_012137771.1
OG0006572	XP_016658728.1, XP_016658734.1	XP_012149204.1
OG0006573	XP_016658857.1	XP_012138143.1
OG0006574	XP_016658943.1	XP_012143774.1
OG0006575	XP_016659241.1	XP_012136931.1, XP_003701691.1
OG0006576	XP_016659350.1	XP_003699388.1
OG0006577	XP_016659351.1, XP_029346211.1	XP_012136608.1
OG0006578	XP_016659365.1	XP_012153351.1
OG0006579	XP_016659419.2	XP_003699378.1
OG0006580	XP_016659466.1	XP_003706799.1
OG0006581	XP_016659678.1	XP_012153528.1
OG0006582	XP_016660278.1	XP_003702216.1
OG0006583	XP_016660283.2	XP_012147335.1
OG0006584	XP_016660296.1	XP_012143523.1
OG0006585	XP_016660451.1	XP_012145101.1
OG0006586	XP_016660492.1	XP_003699187.1
OG0006587	XP_016660931.1	XP_003705426.1
OG0006588	XP_016661040.1	XP_012142296.1
OG0006589	XP_016661108.2	XP_003705695.2
OG0006590	XP_029341701.1, XP_016661118.1	XP_012136332.1
OG0006591	XP_016661440.1	XP_012141214.1
OG0006592	XP_016661734.1	XP_003699448.1
OG0006593	XP_016661801.1	XP_012146441.1
OG0006594	XP_029345567.1, XP_016661994.1	XP_003700373.1
OG0006595	XP_016662490.1	XP_012146165.1
OG0006596	XP_016662538.1, XP_016662539.1	XP_012137141.1
OG0006597	XP_016662635.1	XP_012144908.1
OG0006598	XP_016662766.1	XP_003705895.2
OG0006599	XP_016662811.1	XP_012141170.1
OG0006600	XP_016662821.1	XP_012134944.1
OG0006601	XP_016663050.1	XP_003701068.2
OG0006602	XP_016663388.1	XP_012151365.1
OG0006603	XP_016663490.1	XP_012136084.1
OG0006604	XP_016663568.1	XP_003702012.1
OG0006605	XP_016663620.1	XP_012144911.1
OG0006606	XP_016663809.1	XP_012137207.1
OG0006607	XP_016663812.1	XP_003702377.2
OG0006608	XP_016663861.1	XP_012134532.1
OG0006609	XP_016663864.1	XP_012153676.1
OG0006610	XP_016663928.1	XP_012139874.1
OG0006611	XP_016663975.1	XP_012153958.1
OG0006612	XP_016664430.1	XP_012135824.1
OG0006613	XP_016665003.1	XP_012146538.1, XP_012150445.1, XP_012148715.1, XP_012151024.1, XP_012148426.1, XP_012153567.1
OG0006614	XP_029340929.1	XP_012136204.1
OG0006615	XP_029340964.1	XP_012147465.1
OG0006616	XP_029341407.1	XP_003703237.1
OG0006617	XP_029342012.1	XP_003708175.1
OG0006618	XP_029342868.1, XP_029342075.1	XP_012140625.1
OG0006619	XP_029342082.1	XP_003700150.1
OG0006620	XP_029342174.1	XP_012140178.1, XP_012140171.1
OG0006621	XP_029342207.1	XP_003700422.1
OG0006622	XP_029342525.1	XP_012141792.1, XP_003699678.1
OG0006623	XP_029342571.1	XP_003704841.1
OG0006625	XP_029342955.1	XP_012147515.1
OG0006626	XP_029343123.1	XP_012151553.1
OG0006627	XP_029343299.1	XP_012153451.1
OG0006628	XP_029343420.1	XP_012143193.1
OG0006629	XP_029343530.1	XP_003708407.1
OG0006630	XP_029343744.1	XP_003708424.1
OG0006631	XP_029343753.1	XP_003708390.1
OG0006632	XP_029343804.1	XP_012150290.1
OG0006633	XP_029344052.1	XP_003700041.2
OG0006634	XP_029344056.1	XP_012142528.1
OG0006635	XP_029344217.1	XP_003704678.2
OG0006636	XP_029344219.1	XP_003708393.1
OG0006637	XP_029344368.1	XP_003705570.2
OG0006638	XP_029344379.1	XP_012139654.1
OG0006639	XP_029344508.1	XP_012153038.1
OG0006640	XP_029344533.1	XP_012152753.1
OG0006641	XP_029344632.1	XP_012135324.1
OG0006642	XP_029344647.1	XP_012138583.1
OG0006643	XP_029344657.1	XP_003699628.1
OG0006644	XP_029344759.1	XP_012147165.1
OG0006645	XP_029344827.1	XP_012149185.1
OG0006646	XP_029344878.1	XP_003706367.1
OG0006647	XP_029344879.1	XP_003705250.1
OG0006648	XP_029345410.1	XP_003703207.1, XP_012140381.1
OG0006649	XP_029345468.1	XP_012154150.1
OG0006650	XP_029345497.1	XP_012142591.1
OG0006651	XP_029345628.1	XP_012139610.1
OG0006652	XP_029345830.1	XP_012141858.1
OG0006653	XP_029345883.1	XP_012147883.1, XP_012147879.1
OG0006654	XP_029345919.1	XP_003703875.1
OG0006655	XP_029346008.1	XP_012152857.1, XP_003708428.1
OG0006656	XP_029346459.1	XP_003706825.2
OG0006657	XP_029346493.1	XP_012146498.1
OG0006658	XP_029346772.1	XP_012148293.1, XP_012148351.1
OG0006659	XP_029346780.1	XP_003703017.1
OG0006660	XP_029346826.1	XP_003700690.2
OG0006661	XP_029346975.1	XP_012147802.1
OG0006662	XP_029347060.1	XP_012137119.1
OG0006663	XP_029347080.1	XP_012145292.1, XP_012145300.1
OG0006664	XP_029347086.1	XP_012141391.1
OG0006665	XP_029347314.1	XP_003702777.1
OG0006666	XP_029347420.1	XP_003708292.2
OG0006667	XP_029347494.1	XP_012148244.1
OG0006668	XP_029347624.1	XP_003703249.1
OG0006669	XP_029348695.1	XP_012148069.1
OG0006670	XP_029348704.1	XP_012151790.1
OG0006671	XP_029348716.1	XP_012151545.1
OG0006798	NP_001119640.2	XP_003700673.1
OG0006799	NP_001119667.1	XP_003705829.1
OG0006800	NP_001119668.1	XP_003708077.1
OG0006801	NP_001119673.1	XP_003700810.1
OG0006802	NP_001153822.1, NP_001280470.1	XP_003706428.1
OG0006803	NP_001153823.1	XP_012144046.1
OG0006804	NP_001153869.1	XP_003703505.1
OG0006805	NP_001155373.1	XP_003704241.1
OG0006806	NP_001155381.1	XP_012141265.1
OG0006807	NP_001155385.1	XP_003702854.1
OG0006808	NP_001155388.1	XP_003706204.1
OG0006809	NP_001155398.1	XP_003701956.1
OG0006810	NP_001155407.1	XP_003701004.1
OG0006811	NP_001155408.1	XP_003706350.1
OG0006812	NP_001155416.1	XP_012154456.1
OG0006813	NP_001155428.1	XP_003708284.2
OG0006814	NP_001155429.1	XP_012143306.1
OG0006815	NP_001155494.1	XP_003704189.1
OG0006816	NP_001155510.1	XP_012135294.1
OG0006817	NP_001155535.1, XP_008183560.1	XP_003706485.1
OG0006818	NP_001155552.1	XP_003704633.1
OG0006819	NP_001155559.1	XP_003701551.1
OG0006820	NP_001155573.1	XP_003705066.1
OG0006821	NP_001155590.1	XP_003699785.1
OG0006822	NP_001155615.1	XP_012135452.1
OG0006823	NP_001155641.1	XP_012148379.1
OG0006824	NP_001155650.1	XP_003700365.1
OG0006825	NP_001155675.1	XP_012139789.1
OG0006826	NP_001155676.1	XP_003700534.1
OG0006827	NP_001155688.1	XP_003700619.1
OG0006828	NP_001155697.1	XP_003705510.1
OG0006829	NP_001155723.1	XP_003702104.1
OG0006830	NP_001155730.1	XP_012152787.1, XP_003708405.1
OG0006831	NP_001155738.1	XP_003702760.1
OG0006832	NP_001155784.1	XP_003700952.1
OG0006833	NP_001155792.1	XP_012139701.1
OG0006834	NP_001155799.1	XP_003701664.1
OG0006835	NP_001155808.1	XP_003702491.1
OG0006836	NP_001155831.1	XP_003699427.1
OG0006837	NP_001155906.1	XP_012146960.1
OG0006838	NP_001155929.1	XP_003702515.1
OG0006840	NP_001156069.1	XP_003705505.1
OG0006841	NP_001156073.1	XP_003705102.1
OG0006842	NP_001156077.1	XP_003708522.1
OG0006843	NP_001156088.1, XP_008186450.1	XP_003701750.1
OG0006844	NP_001156090.1	XP_003699728.1
OG0006845	NP_001156114.1	XP_003701270.1
OG0006846	NP_001156116.1	XP_003701673.1
OG0006847	NP_001156136.1	XP_003702056.1
OG0006848	NP_001156138.1	XP_003705775.1
OG0006849	NP_001156145.1	XP_003704908.1
OG0006850	NP_001156165.1	XP_003703782.1
OG0006851	NP_001156184.1	XP_012141928.1
OG0006852	NP_001156188.1	XP_003702828.1
OG0006853	NP_001156199.1	XP_003702941.1
OG0006854	NP_001156203.1	XP_012136167.1
OG0006855	NP_001156210.1	XP_003701344.1
OG0006856	NP_001156224.2	XP_003706365.1
OG0006858	NP_001156254.1	XP_003707070.2
OG0006859	NP_001156285.1	XP_003699835.1
OG0006860	NP_001156315.1	XP_003705473.1
OG0006861	NP_001156653.1	XP_012139394.1, XP_012139395.1
OG0006862	NP_001156679.1	XP_003699851.1
OG0006863	NP_001156699.1	XP_003706650.1
OG0006864	NP_001156707.1	XP_003700329.1
