Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0007013	XP_001946051.1	XP_001653417.2
OG0007014	XP_001946059.2	XP_001657046.1
OG0007015	XP_001946082.2	XP_021710788.1
OG0007016	XP_001946118.2	XP_001661901.2
OG0007017	XP_001946184.1	XP_021702308.1
OG0007018	XP_001946221.1	XP_001655444.2
OG0007020	XP_001946406.1	XP_001655003.1
OG0007021	XP_001946410.1	XP_021705246.1
OG0007022	XP_001946423.2	XP_001654913.2
OG0007023	XP_001946427.2	XP_021693712.1
OG0007024	XP_001946447.2	XP_021708220.1
OG0007025	XP_001946458.1	XP_001652146.1
OG0007026	XP_001946466.2	XP_011493168.2
OG0007027	XP_001946527.2	XP_001654470.1
OG0007028	XP_001946546.2	XP_021699353.1
OG0007029	XP_001946583.2	XP_021707715.1
OG0007030	XP_001946695.2	XP_001664206.2
OG0007031	XP_001946697.2	XP_021702882.1
OG0007032	XP_001946744.2, XP_016663817.1	XP_001659378.1
OG0007033	XP_001946761.2	XP_021702525.1
OG0007034	XP_001946857.2	XP_001657512.3
OG0007035	XP_001946925.1	XP_001656938.1
OG0007036	XP_001946968.2	XP_021695868.1
OG0007037	XP_016660647.1, XP_029342553.1	XP_001654094.2
OG0007038	XP_001947063.1	XP_001663147.2
OG0007039	XP_001947092.2	XP_021699395.1
OG0007040	XP_001947114.2	XP_021702282.1
OG0007041	XP_001947212.1	XP_001661932.1
OG0007043	XP_001947278.2	XP_021698239.1
OG0007044	XP_001947280.1	XP_001661096.2
OG0007045	XP_001947310.2	XP_021697072.1
OG0007046	XP_003247424.1, XP_001947358.2	XP_021710389.1
OG0007047	XP_001947417.2	XP_021702026.1
OG0007049	XP_001947557.2, XP_003240736.1	XP_021699297.1
OG0007050	XP_001947581.1	XP_021697938.1
OG0007051	XP_001947627.2	XP_001660147.3
OG0007052	XP_001947638.1	XP_001650205.1
OG0007053	XP_001947642.2	XP_021713143.1
OG0007054	XP_001947667.2	XP_001651607.1
OG0007055	XP_001947770.2	XP_021699715.1
OG0007056	XP_001947790.2	XP_001655773.1
OG0007057	XP_001947892.2	XP_001656301.2
OG0007058	XP_001947913.2	XP_021709471.1
OG0007059	XP_001947923.1	XP_001649970.1
OG0007060	XP_001947931.2	XP_021706192.1
OG0007061	XP_001947975.1	XP_021710016.1, XP_021710015.1
OG0007063	XP_001948057.1	XP_021707982.1, XP_001662684.2
OG0007064	XP_001948131.1	XP_021710033.1
OG0007065	XP_003247083.1, XP_001948136.3	XP_001658614.1
OG0007066	XP_001948151.2	XP_021703944.1
OG0007067	XP_001948247.2	XP_001652343.2
OG0007068	XP_001948332.1	XP_021702550.1
OG0007070	XP_001948353.2	XP_021696489.1
OG0007071	XP_001948355.1	XP_001652160.1
OG0007072	XP_001948478.1	XP_001661842.1
OG0007073	XP_001948491.2	XP_021698914.1, XP_021698915.1
OG0007074	XP_001948539.2	XP_001660397.2
OG0007075	XP_001948551.2	XP_021699158.1
OG0007076	XP_001948566.1	XP_001649813.1
OG0007077	XP_001948576.2	XP_001656403.1
OG0007078	XP_001948613.1	XP_001655808.1
OG0007079	XP_001948615.1	XP_001648030.2
OG0007080	XP_001948659.2	XP_001653922.2
OG0007081	XP_001948716.2	XP_021700181.1
OG0007082	XP_001948723.2	XP_001653153.1
OG0007083	XP_001948731.2	XP_011493248.1
OG0007084	XP_001948782.1	XP_021707871.1
OG0007086	XP_001948871.2	XP_021697878.1
OG0007087	XP_001948900.2	XP_021708361.1
OG0007088	XP_001948937.1	XP_001662951.1
OG0007089	XP_001949062.2	XP_021707395.1
OG0007090	XP_001949074.1	XP_021700012.1
OG0007091	XP_001949296.2	XP_001657782.1
OG0007092	XP_001949304.1	XP_021705407.1
OG0007093	XP_001949317.1	XP_001662138.2
OG0007094	XP_001949319.1	XP_001658036.2
OG0007095	XP_001949339.2	XP_021702532.1
OG0007096	XP_001949348.1	XP_001652655.2
OG0007097	XP_001949357.1	XP_021712857.1
OG0007098	XP_001949369.1	XP_001659672.1
OG0007099	XP_001949454.1	XP_001658172.2
OG0007100	XP_001949468.2	XP_021700031.1
OG0007101	XP_001949481.1	XP_001655691.1, XP_021708110.1
OG0007102	XP_001949545.2	XP_001654005.2
OG0007103	XP_001949577.1	XP_001661342.2
OG0007104	XP_001949588.1	XP_001654680.1
OG0007105	XP_001949596.2	XP_021706625.1
OG0007106	XP_001949645.1	XP_021698013.1
OG0007107	XP_001949750.1	XP_001657781.2, XP_021712612.1
OG0007108	XP_001949864.2	XP_001652148.1
OG0007109	XP_001949877.1	XP_021698823.1
OG0007110	XP_001949913.2	XP_021693012.1
OG0007111	XP_001950063.1	XP_021699356.1, XP_021704564.1
OG0007112	XP_001950107.2	XP_001649893.1
OG0007113	XP_001950126.1	XP_001659396.1
OG0007115	XP_001950170.1	XP_001657306.2
OG0007116	XP_001950189.1	XP_021698849.1
OG0007117	XP_001950200.2	XP_001656907.2
OG0007118	XP_001950215.1	XP_001653970.1
OG0007119	XP_001950234.3	XP_021709286.1
OG0007120	XP_001950245.2	XP_021705543.1
OG0007121	XP_001950254.2	XP_021706629.1
OG0007122	XP_001950342.2	XP_001649734.1
OG0007123	XP_001950354.2	XP_021696570.1
OG0007124	XP_001950389.2	XP_021705484.1
OG0007125	XP_001950419.1	XP_021696773.1
OG0007126	XP_001950464.1	XP_001661086.1
OG0007127	XP_001950506.1	XP_021700627.1
OG0007128	XP_001950534.1	XP_021706174.1
OG0007129	XP_001950641.3	XP_001661999.1
OG0007130	XP_001950745.1	XP_001648490.1
OG0007131	XP_001950773.1	XP_021700365.1
OG0007132	XP_001950801.2	XP_001649465.2
OG0007133	XP_001950841.1	XP_001663588.1
OG0007134	XP_001950907.1	XP_001660492.2
OG0007135	XP_001950927.1	XP_001659543.2
OG0007136	XP_001951013.1	XP_021696032.1
OG0007137	XP_001951042.1	XP_021708362.1
OG0007138	XP_001951061.1	XP_021695012.1
OG0007139	XP_001951085.1	XP_001663435.1
OG0007140	XP_001951091.1	XP_001654491.2
OG0007141	XP_001951095.1	XP_021699379.1
OG0007142	XP_001951142.1	XP_021699268.1
OG0007143	XP_001951205.1	XP_021705224.1
OG0007145	XP_001951262.1	XP_021702552.1
OG0007146	XP_001951271.1	XP_001655108.1
OG0007147	XP_001951294.2	XP_021697116.1
OG0007148	XP_001951360.1	XP_001658319.1
OG0007149	XP_001951383.1	XP_021702034.1, XP_021702042.1
OG0007150	XP_001951476.1	XP_001664176.2
OG0007151	XP_001951482.1	XP_001654560.1
OG0007152	XP_001951503.1	XP_001662506.1
OG0007153	XP_001951507.1	XP_001653862.1
OG0007154	XP_001951514.1	XP_001648056.1
OG0007155	XP_001951545.1	XP_021705657.1
OG0007156	XP_001951584.1	XP_021706383.1
OG0007158	XP_001951716.2	XP_021695725.1
OG0007159	XP_001951734.1	XP_001658768.2
OG0007160	XP_001951752.1, XP_016661744.1	XP_001648798.2
OG0007161	XP_001951787.1	XP_021693387.1
OG0007162	XP_001951809.1	XP_021708046.1
OG0007163	XP_001951879.1	XP_001651034.1
OG0007164	XP_001951891.1	XP_021705703.1
OG0007165	XP_001952015.2	XP_021701460.1
OG0007166	XP_001952072.2	XP_021696287.1
OG0007168	XP_001952116.1	XP_001662376.1
OG0007169	XP_001952124.2	XP_001653586.2
OG0007170	XP_001952199.1, XP_029344098.1	XP_001647746.1
OG0007171	XP_001952215.1	XP_021713253.1
OG0007172	XP_001952225.1	XP_001655946.2
OG0007173	XP_001952236.1	XP_001657235.1
OG0007174	XP_001952242.1	XP_001649284.1
OG0007175	XP_001952286.2, XP_016664855.2	XP_001662454.2
OG0007176	XP_001952338.1	XP_001656637.1
OG0007177	XP_001952396.1	XP_011493455.1
OG0007178	XP_001952417.2	XP_021701729.1
OG0007179	XP_001952428.2	XP_021700837.1
OG0007180	XP_001952448.1	XP_021697849.1
OG0007182	XP_001952535.2	XP_001650439.2
OG0007184	XP_001952573.1	XP_021706715.1
OG0007185	XP_001952607.2	XP_021693929.1
OG0007186	XP_001952661.2	XP_021711280.1
OG0007187	XP_001952672.2	XP_001653450.2
OG0007188	XP_001952701.1	XP_001660333.1
OG0007189	XP_001952734.2	XP_021699929.1
OG0007190	XP_001952794.2	XP_021700127.1
OG0007191	XP_003243399.1, XP_016660403.1, XP_008183728.1, XP_001952797.2, XP_029348507.1, XP_016656288.1	XP_021708069.1, XP_001658428.1, XP_021694383.1, XP_001661951.1, XP_021698589.1, XP_001653547.1, XP_021697171.1, XP_021695318.1
OG0007192	XP_001952805.2	XP_001663279.1
OG0007193	XP_003240961.1, XP_001952870.2	XP_021699538.1, XP_021699531.1
OG0007194	XP_003240028.1	XP_001654736.1
OG0007195	XP_003240098.1	XP_021706587.1
OG0007196	XP_003240259.1	XP_001662448.1
OG0007197	XP_003240404.1	XP_021712980.1
OG0007198	XP_003240406.1	XP_001655482.1
OG0007199	XP_003240504.1, XP_029341428.1, XP_029341429.1	XP_021703941.1, XP_021703942.1, XP_001648865.1
OG0007200	XP_003240510.1, XP_016658495.1	XP_001661818.2
OG0007201	XP_003240664.1, XP_029347612.1	XP_021705122.1
OG0007202	XP_003240767.3	XP_021704626.1
OG0007203	XP_003240960.1	XP_021711668.1
OG0007204	XP_003241417.1, XP_003244174.1	XP_001648340.2
OG0007205	XP_003241532.2	XP_021698655.1
OG0007206	XP_003241691.1	XP_021699655.1
OG0007208	XP_003241907.1	XP_001661454.1
OG0007209	XP_003242038.1	XP_021695914.1
OG0007210	XP_003242077.1	XP_021704617.1
OG0007211	XP_003242312.1	XP_021701430.1
OG0007212	XP_003242779.1	XP_021695851.1
OG0007213	XP_003242987.1	XP_021701785.1
OG0007214	XP_008186828.1, XP_003243139.2	XP_001661192.2, XP_021699627.1
OG0007216	XP_003243527.1	XP_021709242.1
OG0007217	XP_003243528.1	XP_001649174.2
OG0007219	XP_003244209.1	XP_021707980.1
OG0007220	XP_003244709.1	XP_001658238.1
OG0007221	XP_003244733.1	XP_021702500.1
OG0007222	XP_003244866.1	XP_001654992.2
OG0007223	XP_003244893.1	XP_021702619.1
OG0007225	XP_003245046.1	XP_021713390.1
OG0007226	XP_003245136.1	XP_021700868.1
OG0007227	XP_003245207.1	XP_001650415.2
OG0007228	XP_003245303.1	XP_021710128.1
OG0007229	XP_003245310.1	XP_001649719.1
OG0007230	XP_003245487.1	XP_001654826.2
OG0007231	XP_003245494.1	XP_021707699.1
OG0007232	XP_016661289.1, XP_003245643.1	XP_001656178.2
OG0007233	XP_003245762.2	XP_001648494.1
OG0007234	XP_003245979.1	XP_021713348.1
OG0007235	XP_003246105.1	XP_021705486.1, XP_021705487.1
OG0007236	XP_003246166.1	XP_021702627.1
OG0007237	XP_003246362.1	XP_021713393.1
OG0007239	XP_003246382.1	XP_021697326.1
OG0007241	XP_003246542.1	XP_021710701.1
OG0007242	XP_003246575.1	XP_001660425.1
OG0007243	XP_003246737.1	XP_021705485.1
OG0007244	XP_003246803.1	XP_001650619.1
OG0007245	XP_003246997.1	XP_001658356.1
OG0007246	XP_003247253.1	XP_021695535.1
OG0007248	XP_003247708.1	XP_001648330.1
OG0007249	XP_003247842.1	XP_021700943.1
OG0007250	XP_003247907.1	XP_001657324.1
OG0007251	XP_003248103.1	XP_001651546.2
OG0007253	XP_008178244.1	XP_001657525.1
OG0007254	XP_008178257.1, XP_029341711.1	XP_021704307.1
OG0007255	XP_008178297.1	XP_001654991.1
OG0007257	XP_016656196.1, XP_008178412.2	XP_021709287.1
OG0007259	XP_008178891.1	XP_021701849.1
OG0007260	XP_008178967.1	XP_001655938.2
OG0007262	XP_008179201.1	XP_021694914.1
OG0007263	XP_008179376.1	XP_001663274.1
OG0007264	XP_008179413.1	XP_021707095.1
OG0007265	XP_008179438.1	XP_001657106.1
OG0007267	XP_008179504.1	XP_021694782.1
OG0007268	XP_008179660.1	XP_021705516.1
OG0007269	XP_008179881.1, XP_008179880.1	XP_021700880.1
OG0007270	XP_008180099.1	XP_021702898.1
OG0007271	XP_008180257.1	XP_021692970.1
OG0007272	XP_008180331.1	XP_021694111.1
OG0007273	XP_008180630.1	XP_021709368.1
OG0007275	XP_008180679.1	XP_001663510.1
OG0007276	XP_008180797.1	XP_001660131.1
OG0007277	XP_008180836.1	XP_021706955.1
OG0007278	XP_008180922.1	XP_001652354.1
OG0007279	XP_008181248.1	XP_001657464.1
OG0007280	XP_008181279.1	XP_021710640.1
OG0007281	XP_008181309.1	XP_001649290.2
OG0007282	XP_008181310.1	XP_001663283.1
OG0007283	XP_008181335.1	XP_001652143.1, XP_021704846.1
OG0007284	XP_008181565.1	XP_001663840.2
OG0007285	XP_008181633.1	XP_021693915.1
OG0007286	XP_008181985.1	XP_021712701.1
OG0007287	XP_008182075.1	XP_001656295.1
OG0007288	XP_008182098.1	XP_021701852.1
OG0007289	XP_008182103.1	XP_021711083.1
OG0007290	XP_008182307.1	XP_021712382.1, XP_001656217.2
OG0007291	XP_008182489.1	XP_021701917.1
OG0007293	XP_008182756.1	XP_021706286.1
OG0007294	XP_008182931.1	XP_021710745.1
OG0007295	XP_008182953.1	XP_021708776.1, XP_021708774.1
OG0007296	XP_008183019.3	XP_001658270.1
OG0007297	XP_008183109.1	XP_001658604.1
OG0007298	XP_008183274.1	XP_021693147.1
OG0007299	XP_008183329.1	XP_021712983.1
OG0007300	XP_008183485.1	XP_001653807.1
OG0007301	XP_008183523.1	XP_021710292.1, XP_021712774.1
OG0007302	XP_008183806.1	XP_021700811.1
OG0007303	XP_008183826.1	XP_001654296.1
OG0007304	XP_008183893.1	XP_021695970.1
OG0007305	XP_008183977.1	XP_021710324.1
OG0007306	XP_008184307.1	XP_021710682.1
OG0007307	XP_008184321.1	XP_001662980.2
OG0007308	XP_008184349.1	XP_001648760.2
OG0007309	XP_008184466.1	XP_021700734.1
OG0007310	XP_008184472.2, XP_008187833.2	XP_001658528.3
OG0007311	XP_008184581.1	XP_001652027.2
OG0007312	XP_008184628.1	XP_001655431.2
OG0007313	XP_008184639.1	XP_021700741.1
OG0007314	XP_008184720.1	XP_021711630.1
OG0007315	XP_008184751.1	XP_021702635.1
OG0007316	XP_008184760.1	XP_021701175.1
OG0007317	XP_008184813.1, XP_016661342.1	XP_021692952.1
OG0007318	XP_008184885.1	XP_001652933.1
OG0007319	XP_008185065.1	XP_001664114.2
OG0007320	XP_008185186.1	XP_001651398.1
OG0007321	XP_008185362.2	XP_021693443.1
OG0007322	XP_008185457.1	XP_001657613.1
OG0007323	XP_008185489.1	XP_021701101.1
OG0007324	XP_008185615.1	XP_001663392.2
OG0007325	XP_008185640.1	XP_021703849.1
OG0007326	XP_008185646.1	XP_021703597.1
OG0007327	XP_008185667.1	XP_001652351.2
OG0007328	XP_008185801.2, XP_029343196.1	XP_021711003.1
OG0007329	XP_008185838.1, XP_008185837.1, XP_029345367.1	XP_021712460.1, XP_021712418.1
OG0007330	XP_008185876.1	XP_021704511.1
OG0007331	XP_008185895.1	XP_001651826.2
OG0007332	XP_008185900.1	XP_001649167.1
OG0007334	XP_008186002.1	XP_001652497.1
OG0007335	XP_008186292.1	XP_001663073.1
OG0007336	XP_008186455.1	XP_021706445.1
OG0007337	XP_008186472.1	XP_001651037.2
OG0007338	XP_008186485.1	XP_001662429.2
OG0007339	XP_008186518.1	XP_021709315.1
OG0007340	XP_008186579.1	XP_021695617.1
OG0007341	XP_008186678.1	XP_001656747.2
OG0007342	XP_008186802.1	XP_021698892.1
OG0007343	XP_008186855.2	XP_021694232.1
OG0007344	XP_008186886.1	XP_021697531.1
OG0007345	XP_008186997.1	XP_001656460.1
OG0007346	XP_008187002.1	XP_021701568.1
OG0007348	XP_008187213.1	XP_021706038.1
OG0007349	XP_029343127.1, XP_029343126.1, XP_008187341.1	XP_001650384.2
OG0007350	XP_008187564.1	XP_001663169.2
OG0007351	XP_008187652.1	XP_001654490.2
OG0007352	XP_008188199.1	XP_021710068.1
OG0007353	XP_008188206.1	XP_021701711.1
OG0007354	XP_008188480.1	XP_001660820.1
OG0007355	XP_008188638.1	XP_021700589.1
OG0007356	XP_008188692.3	XP_001661329.1
OG0007357	XP_008188806.1	XP_001659176.1
OG0007359	XP_008189294.1	XP_021703982.1
OG0007360	XP_008189412.1	XP_021703968.1
OG0007361	XP_008190018.1	XP_021701111.1
OG0007362	XP_008190032.1	XP_021704149.1
OG0007363	XP_016655941.1	XP_021706378.1, XP_011493071.1
OG0007364	XP_016655995.1	XP_001653316.2
OG0007365	XP_016656027.1	XP_021707582.1
OG0007366	XP_016656631.1	XP_001661248.1
OG0007367	XP_016657497.1	XP_011493540.1
OG0007368	XP_016657833.2	XP_021706185.1
OG0007369	XP_016657983.1	XP_001652965.2
OG0007370	XP_016658068.1	XP_001659123.1
OG0007371	XP_016658251.1	XP_021706730.1
OG0007372	XP_016658292.1, XP_016665009.2	XP_001652424.2
OG0007373	XP_016658509.1	XP_021696265.1
OG0007374	XP_016658703.1	XP_021711000.1
OG0007375	XP_016658773.1	XP_021707561.1
OG0007376	XP_016658798.1	XP_001661152.1, XP_001647702.2
OG0007378	XP_016659139.1	XP_021698400.1
OG0007379	XP_016659151.1	XP_021699573.1
OG0007380	XP_016659386.1	XP_021695176.1
OG0007381	XP_016659484.1	XP_021709167.1, XP_021709168.1, XP_021709169.1
OG0007382	XP_016659656.1	XP_001659425.2
OG0007383	XP_016659766.1	XP_021700733.1
OG0007384	XP_016659974.1	XP_021702087.1, XP_021702088.1, XP_021702086.1, XP_021702089.1
OG0007385	XP_016660664.2	XP_001648221.2
OG0007386	XP_016661027.1	XP_021697960.1
OG0007387	XP_016661093.1	XP_001654535.1
OG0007388	XP_016661148.1	XP_001660054.1
OG0007389	XP_016661152.1	XP_001649602.2
OG0007390	XP_016661255.1	XP_021709770.1
OG0007391	XP_016661309.1	XP_021701179.1
OG0007392	XP_016661336.1	XP_021693888.1
OG0007393	XP_016661596.1	XP_001653753.2
OG0007394	XP_016661814.1	XP_001653895.2
OG0007395	XP_016661939.1	XP_001652844.2
OG0007396	XP_016661998.1, XP_016661997.1	XP_001653923.1
OG0007397	XP_016662260.1	XP_001656941.2
OG0007398	XP_016662432.1	XP_021696899.1
OG0007399	XP_016662583.1	XP_001654256.1
OG0007400	XP_016663094.1	XP_001656205.1
OG0007401	XP_016663144.1	XP_001654928.2
OG0007402	XP_016663475.2	XP_001664280.1
OG0007403	XP_016663984.1	XP_021696553.1
OG0007404	XP_016664236.1	XP_021693563.1
OG0007405	XP_016664314.1	XP_001653059.1
OG0007407	XP_016664510.1	XP_021701329.1
OG0007409	XP_016665107.2	XP_001654906.1
OG0007410	XP_016665108.1	XP_001660598.1
OG0007411	XP_016665123.1	XP_001649374.1
OG0007412	XP_029341076.1	XP_021704289.1
OG0007413	XP_029341083.1, XP_029345195.1	XP_001656173.1
OG0007414	XP_029341109.1	XP_001651565.1
OG0007415	XP_029341140.1	XP_001655383.2
OG0007417	XP_029341682.1	XP_021694087.1
OG0007419	XP_029341825.1	XP_021703170.1
OG0007420	XP_029341829.1	XP_021693952.1
OG0007421	XP_029342111.1	XP_001662263.2
OG0007422	XP_029342144.1	XP_001653471.1
OG0007423	XP_029342192.1	XP_021709120.1
OG0007425	XP_029342629.1	XP_001662601.2
OG0007426	XP_029342664.1	XP_021697043.1
OG0007427	XP_029342772.1	XP_001659749.2
OG0007428	XP_029342937.1	XP_021698931.1
OG0007429	XP_029342941.1	XP_021697494.1
OG0007430	XP_029343096.1	XP_001659245.1
OG0007431	XP_029343208.1	XP_021703282.1
OG0007432	XP_029343325.1	XP_021695026.1
OG0007433	XP_029343395.1	XP_021706675.1
OG0007434	XP_029343553.1	XP_001659858.1
OG0007436	XP_029343655.1	XP_021710773.1
OG0007437	XP_029343746.1	XP_021707220.1
OG0007439	XP_029343881.1	XP_021708637.1
OG0007440	XP_029343952.1	XP_001659481.2
OG0007441	XP_029344011.1, XP_029344009.1	XP_021705229.1
OG0007442	XP_029344155.1	XP_021693131.1
OG0007443	XP_029344282.1	XP_021706575.1
OG0007444	XP_029344475.1	XP_021700372.1
OG0007445	XP_029344541.1	XP_021693762.1
OG0007446	XP_029344558.1	XP_001650914.1
OG0007447	XP_029345019.1	XP_001658637.2
OG0007448	XP_029345102.1	XP_021695583.1
OG0007449	XP_029345165.1	XP_021699760.1
OG0007450	XP_029345266.1	XP_021699139.1
OG0007451	XP_029345531.1	XP_021699107.1
OG0007453	XP_029345592.1	XP_001653784.1
OG0007454	XP_029345611.1	XP_021695607.1
OG0007455	XP_029345654.1	XP_001653086.2
OG0007457	XP_029345832.1	XP_001649826.2
OG0007458	XP_029346181.1	XP_001657481.2
OG0007459	XP_029346204.1	XP_021700852.1
OG0007460	XP_029346208.1, XP_029346207.1	XP_021710505.1
OG0007461	XP_029346247.1	XP_021705383.1
OG0007462	XP_029346641.1	XP_001653816.1
OG0007463	XP_029346663.1	XP_021694261.1
OG0007464	XP_029346784.1	XP_001657043.1
OG0007465	XP_029346804.1	XP_021699748.1
OG0007466	XP_029346825.1	XP_001651362.1
OG0007467	XP_029347041.1	XP_001651700.1
OG0007468	XP_029347189.1	XP_021710862.1
OG0007469	XP_029347254.1	XP_021702509.1
OG0007470	XP_029347271.1	XP_021703064.1
OG0007472	XP_029347824.1	XP_001652422.2
OG0007473	XP_029348044.1	XP_021708155.1
OG0007474	XP_029348482.1	XP_001663404.1
OG0007605	NP_001155404.1	XP_001661757.2
OG0007606	NP_001155420.1	XP_001660139.1
OG0007607	NP_001155447.1	XP_001653388.1
OG0007608	NP_001155537.1	XP_001653569.1
OG0007609	NP_001155565.1	XP_001656724.2
OG0007611	NP_001156061.1	XP_001657805.2
OG0007613	XP_016658394.1, NP_001156144.1	XP_021712989.1
OG0007614	NP_001156209.1, XP_008181006.1	XP_021703853.1
OG0007615	NP_001156281.1	XP_001652715.2
OG0007617	XP_003243529.1, NP_001156834.1	XP_001655893.1
OG0007618	NP_001156839.1	XP_001661504.1
OG0007619	NP_001193398.1	XP_001652465.1
OG0007620	XP_016662747.1, NP_001232958.1	XP_001648526.1
OG0007621	NP_001280277.1	XP_001648309.2
OG0007622	NP_001284567.1	XP_001654399.1
OG0007623	XP_001942626.1	XP_001663715.2
OG0007624	XP_001942723.1	XP_001650681.1
OG0007625	XP_001942941.2	XP_001656152.1
OG0007626	XP_001943069.2	XP_021705244.1
OG0007628	XP_001943783.2	XP_001650824.1
OG0007629	XP_001944263.2	XP_001650120.1
OG0007630	XP_001944271.1	XP_021701317.1
OG0007632	XP_001945098.2	XP_021707898.1
OG0007633	XP_001945178.1	XP_001660809.2
OG0007634	XP_001945188.2	XP_021693708.1
OG0007635	XP_001945200.2	XP_021710798.1
OG0007636	XP_001945323.2	XP_001653938.2
OG0007637	XP_001945687.2	XP_001655120.1
OG0007638	XP_001945730.1	XP_021697579.1
OG0007639	XP_001945740.1	XP_001654712.2
OG0007640	XP_029342883.1, XP_001946214.2	XP_021711361.1
OG0007641	XP_001946224.1	XP_021712443.1, XP_021698122.1
OG0007642	XP_001950260.2, XP_016663149.1, XP_001946251.2, XP_003247232.1	XP_001649245.2
OG0007643	XP_001946310.1	XP_021700076.1
OG0007645	XP_001946512.2	XP_001654323.2
OG0007646	XP_029343440.1, XP_029343441.1, XP_003243783.1, XP_001946526.1	XP_001658082.1
OG0007647	XP_001946700.1	XP_001650745.2
OG0007648	XP_001946749.2	XP_001659433.2
OG0007649	XP_001946785.1	XP_001649051.1
OG0007651	XP_001946985.2	XP_021705012.1
OG0007652	XP_001947344.2, XP_008185766.1	XP_021697926.1
OG0007653	XP_001947478.1	XP_021710293.1
OG0007654	XP_001947827.4	XP_001652902.2
OG0007655	XP_001947978.1	XP_001652835.2
OG0007656	XP_001948076.2	XP_001657969.2
OG0007657	XP_001948163.2	XP_021711057.1
OG0007660	XP_001948965.2	XP_021692916.1
OG0007662	XP_001949043.2	XP_001663121.1
OG0007663	XP_001949151.1	XP_021698749.1
OG0007665	XP_001949843.1	XP_021693385.1
OG0007666	XP_001949873.2	XP_021702698.1
OG0007667	XP_001950003.2	XP_021706641.1
OG0007668	XP_001950112.1	XP_021698878.1
OG0007669	XP_001950330.1	XP_001649612.2
OG0007670	XP_001950452.1	XP_001648422.1, XP_021696521.1
OG0007671	XP_001950585.1	XP_001650128.2
OG0007672	XP_001950865.1	XP_001652380.1
OG0007673	XP_001950996.2	XP_021701378.1
OG0007674	XP_001951035.1, XP_008178466.1	XP_001661455.2
OG0007675	XP_001951146.2	XP_021702495.1
OG0007676	XP_001951188.1	XP_021702361.1
