Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0006053	XP_001943731.2	XP_008201367.1
OG0006054	XP_001943765.1	XP_973804.1
OG0006055	XP_001943831.2	XP_015838151.1
OG0006056	XP_001943840.2	XP_008195140.1, XP_015836736.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_968863.2
OG0006058	XP_001943886.1	XP_001808147.1
OG0006059	XP_001943895.2	XP_008200063.1
OG0006060	XP_001943933.2	XP_015838089.1, XP_967353.1
OG0006061	XP_001943966.2	XP_008197571.1
OG0006062	XP_001943983.1	XP_975238.1
OG0006063	XP_001944025.1	XP_974245.1
OG0006064	XP_001944044.1	XP_015835819.1
OG0006065	XP_001944107.2	XP_008196033.1
OG0006066	XP_001944113.1	XP_008192691.1
OG0006067	XP_001944116.1	XP_971811.1
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_972846.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_971084.2
OG0006070	XP_001944291.2	XP_015840675.1
OG0006071	XP_001944307.2	XP_971483.1, XP_008197391.1
OG0006072	XP_001944318.1	XP_008195580.1
OG0006073	XP_001944319.2	XP_008191932.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_970611.1
OG0006075	XP_001944489.1	XP_008197353.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_008200459.1
OG0006077	XP_001944540.1	XP_008193971.1
OG0006078	XP_001944546.2	XP_972184.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_968214.1
OG0006080	XP_001944611.1	XP_972784.2
OG0006081	XP_001944615.3	XP_969821.1
OG0006082	XP_001944638.1, XP_001946818.1	XP_975299.1
OG0006083	XP_001944695.1	XP_969292.2
OG0006084	XP_001944722.2	XP_975200.2
OG0006085	XP_001944743.2	XP_008193426.1
OG0006086	XP_001944795.1	XP_975172.1
OG0006087	XP_001944891.1	XP_008191807.1
OG0006088	XP_001944944.1	XP_015840737.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_971921.1
OG0006090	XP_001944973.1	XP_015837916.1
OG0006091	XP_001944977.1	XP_969328.1
OG0006092	XP_001944986.2	XP_967408.1
OG0006093	XP_001945086.1	XP_968117.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_015835531.1
OG0006095	XP_001945092.1	XP_970606.1
OG0006096	XP_001945125.2	XP_969753.1
OG0006097	XP_001945177.2	XP_008196003.1
OG0006098	XP_001945184.2	XP_015833475.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_008191976.1
OG0006100	XP_001945247.1	XP_970018.1
OG0006101	XP_001945259.1	NP_001136167.1
OG0006102	XP_001945260.2	XP_008197945.1
OG0006103	XP_001945286.2	NP_001164117.1
OG0006104	XP_001945295.1	NP_001107822.1, XP_008193162.1
OG0006105	XP_001945306.2	XP_015834586.1, XP_970787.2
OG0006106	XP_001945316.1	NP_001153741.1, XP_008199600.1
OG0006107	XP_001945391.2	XP_974190.1
OG0006109	XP_001945418.2	NP_001095946.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_973449.1
OG0006111	XP_001945496.2	XP_969313.1
OG0006112	XP_001945531.2	XP_971899.1
OG0006113	XP_001945591.2	NP_001153722.1
OG0006114	XP_001945602.1	XP_969197.1
OG0006115	XP_001945617.1	XP_001813478.1
OG0006116	XP_001945628.2	XP_015836815.1
OG0006117	XP_001945631.2	XP_008194939.1
OG0006118	XP_001945645.2	XP_974055.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_969793.1
OG0006120	XP_001945659.2	XP_008196845.1
OG0006121	XP_001945688.2	XP_975394.1
OG0006123	XP_001945771.1	XP_967947.2
OG0006124	XP_001945803.2	XP_968460.1
OG0006125	XP_001945873.1	XP_972705.1
OG0006126	XP_001945885.1	XP_969150.1
OG0006127	XP_001945887.2	XP_966585.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_008196205.1
OG0006129	XP_001945932.2, XP_016661485.1	XP_015838761.1
OG0006130	XP_001945945.1	XP_967502.1
OG0006131	XP_001945995.1	XP_008195462.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_008194472.1
OG0006133	XP_001946006.2	XP_008190500.1
OG0006134	XP_001946016.2	XP_008191343.1
OG0006135	XP_001951702.2, XP_001946049.2	XP_967817.2
OG0006136	XP_001946064.2	XP_015839689.1
OG0006137	XP_001946086.1	XP_968202.1
OG0006138	XP_001946120.3, XP_008182784.3	XP_015834406.1
OG0006139	XP_001946136.1	XP_008194175.1
OG0006140	XP_001946141.1	XP_008200089.1
OG0006141	XP_001948721.1, XP_001946187.1	XP_970646.1
OG0006143	XP_001946235.2	XP_001811667.1
OG0006144	XP_016661387.1, XP_001946260.2	XP_008195509.1
OG0006145	XP_001946335.1	XP_970462.1
OG0006146	XP_001946386.2	XP_972818.2
OG0006147	XP_001946510.1	XP_973312.1
OG0006148	XP_029345817.1, XP_029343206.1, XP_001946566.2, XP_008185323.2, XP_029344245.1, XP_016661766.1, XP_029344244.1, XP_029344243.1, XP_029344241.1, XP_029344240.1, XP_029344239.1, XP_001949970.2	XP_974779.1, XP_008190958.1
OG0006148	XP_016661604.1	XP_008194512.1
OG0006149	XP_001946641.1	XP_974377.1
OG0006150	XP_001946664.2	XP_970568.2
OG0006151	XP_001946721.2	XP_008190797.1
OG0006152	XP_001946751.1	XP_973922.1
OG0006153	XP_001946781.1	XP_008191866.1
OG0006154	XP_001946824.2	XP_008192041.2
OG0006155	XP_008181592.1, XP_029341658.1, XP_001946855.2	XP_008195300.1
OG0006156	XP_001946877.1	XP_967600.2
OG0006157	XP_001946888.1	XP_008194660.1
OG0006158	XP_001946891.2	XP_008201238.1, NP_001034510.1
OG0006159	XP_001946893.2	XP_001810169.2
OG0006160	XP_001946926.1, XP_016659077.1	XP_015835761.1
OG0006161	XP_001946946.1, XP_001947929.1	XP_015836311.1
OG0006162	XP_016659324.1, XP_001946989.2	XP_008195053.1
OG0006163	XP_001946995.1	XP_966716.1
OG0006164	XP_016660452.1, XP_001947006.2	XP_968028.1
OG0006165	XP_001947011.2	XP_975134.2
OG0006166	XP_001947029.1	XP_001807129.1
OG0006167	XP_001947067.2	XP_015839012.1
OG0006168	XP_001947113.1	XP_970015.2
OG0006169	XP_003245500.1, XP_001947124.2	XP_968057.1
OG0006170	XP_001947127.1	XP_008191382.2, XP_971029.1
OG0006171	XP_001947142.1	XP_969175.1
OG0006172	XP_001947201.2	XP_967760.1
OG0006173	XP_001947233.2	XP_008198463.1
OG0006174	XP_001947263.4	XP_966482.1
OG0006175	XP_001947291.1	XP_008190662.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_015833069.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_972963.1
OG0006178	XP_001947330.2	XP_008197383.1
OG0006179	XP_001947367.2	XP_008194805.1
OG0006180	XP_001947406.2	XP_972555.3
OG0006181	XP_008179930.1, XP_001947431.2	XP_967438.2
OG0006182	XP_001947448.1	XP_015836222.1
OG0006183	XP_001947449.1	XP_973095.1
OG0006184	XP_001947458.1	NP_001161915.1
OG0006185	XP_001947527.1	XP_001808071.2
OG0006186	XP_001947613.1, XP_008182530.1	XP_008194151.1
OG0006187	XP_001947621.1	XP_969860.2
OG0006188	XP_001947663.2	XP_969276.2
OG0006189	XP_001947685.1	XP_974964.1
OG0006191	XP_001947742.1	NP_001164154.1, XP_008200418.1
OG0006192	XP_001947849.1	XP_008196113.1
OG0006193	XP_001947942.2	XP_008196472.1
OG0006194	XP_001948002.2	XP_008201501.1
OG0006195	XP_001948073.1	XP_971097.1
OG0006196	XP_001948080.1	XP_973323.1
OG0006197	XP_001948129.1	XP_967679.1
OG0006199	XP_001948180.1	XP_973597.1
OG0006200	XP_001948203.1	XP_008196414.1
OG0006201	XP_001948245.2	XP_008191241.1
OG0006202	XP_001948281.1	XP_971116.2
OG0006203	XP_001948296.1	XP_973025.1
OG0006204	XP_001948330.1	XP_008193768.1, XP_008193759.1
OG0006205	XP_001948334.1	XP_008197358.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_015833212.1
OG0006207	XP_001948376.1	XP_008192481.1
OG0006208	XP_001948390.2	XP_015835132.1
OG0006209	XP_001948392.1	XP_966390.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_008201451.1
OG0006211	XP_001948412.2	XP_008195304.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_008194346.1
OG0006214	XP_001948484.2	XP_008198272.1
OG0006215	XP_001948503.1	XP_972389.1
OG0006216	XP_001948537.1	XP_015833492.1
OG0006217	XP_001948634.1	XP_974716.1
OG0006218	XP_001948686.1	XP_974418.1
OG0006219	XP_001948697.1	XP_967673.1
OG0006220	XP_001948759.1	XP_968878.1
OG0006221	XP_001948771.2	XP_970593.2
OG0006222	XP_001948776.2	XP_008192239.1
OG0006223	XP_001948833.3	XP_008191963.1
OG0006224	XP_001948884.1	XP_971011.1, XP_008201542.1
OG0006225	XP_001948962.1	XP_967459.1
OG0006226	XP_001948971.2	XP_015837923.1
OG0006228	XP_001949024.1	XP_969161.2
OG0006229	XP_001949027.1	XP_008196961.1, NP_001127850.1
OG0006230	XP_001949038.1	XP_008198972.1
OG0006231	XP_001949040.2	XP_008199267.1
OG0006232	XP_001949082.2	XP_968899.1
OG0006233	XP_001949083.2	XP_008194458.1
OG0006234	XP_001949102.3	XP_015834942.1
OG0006235	XP_001949129.2, XP_029342198.1	XP_970755.2
OG0006236	XP_001949187.1	XP_971934.2
OG0006237	XP_001949199.2	XP_008195326.1
OG0006238	XP_001949207.2	XP_008192284.1
OG0006239	XP_001949209.1	XP_973089.1
OG0006240	XP_001949216.2	XP_008198164.1
OG0006241	XP_001949235.1, XP_003248530.3	XP_973652.1
OG0006242	XP_001949236.2	XP_972226.3
OG0006243	XP_001949241.1	XP_974351.1
OG0006244	XP_001949265.2	XP_972740.1
OG0006245	XP_001949377.2	XP_970678.1
OG0006246	XP_001949387.1	XP_967705.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_975203.2
OG0006248	XP_001949435.1	XP_974638.1
OG0006249	XP_001949439.2	XP_015837072.1
OG0006250	XP_001949441.1	XP_015840452.1, XP_969448.1
OG0006251	XP_001949456.1	XP_973772.1
OG0006252	XP_001949483.1	NP_001034525.1
OG0006253	XP_001949524.2	XP_008196309.1
OG0006254	XP_001949533.1, XP_029346613.1	XP_971710.2
OG0006255	XP_016660229.1, XP_001949552.1	XP_968858.3
OG0006256	XP_001949607.2	XP_008192355.1
OG0006257	XP_001949629.1	XP_974304.1
OG0006258	XP_001949685.1	NP_001107765.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_969365.1
OG0006260	XP_001949727.1	XP_015836489.1
OG0006261	XP_001949755.1	XP_008199143.1
OG0006262	XP_001949810.1	XP_972829.1
OG0006263	XP_001949840.1	XP_015840946.1
OG0006264	XP_001949841.2	XP_001811917.1
OG0006266	XP_001949958.1	XP_968122.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_975078.2
OG0006268	XP_001950058.1	XP_967117.1
OG0006269	XP_001950092.2	XP_008195313.1
OG0006270	XP_001950093.1	XP_968806.3
OG0006271	XP_001950124.1	XP_968366.1
OG0006272	XP_001950125.2	XP_008191065.1
OG0006273	XP_001950148.1	XP_974567.2
OG0006274	XP_001950169.1	XP_973671.2
OG0006275	XP_001950193.1	XP_975323.1
OG0006276	XP_001950272.2	XP_008199318.1
OG0006277	XP_001950344.1	XP_972150.2
OG0006278	XP_001950345.1	XP_971450.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_008199174.1
OG0006280	XP_001950483.2	XP_015835096.1
OG0006281	XP_001950560.1	XP_008192768.1
OG0006282	XP_001950604.2	XP_008200283.1
OG0006283	XP_001950632.1	NP_001164094.1, XP_008200461.1
OG0006284	XP_001950636.1	XP_008201728.1
OG0006285	XP_001950639.2	XP_967513.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_008195631.1
OG0006287	XP_016658909.1, XP_001950708.1	XP_015836430.1
OG0006288	XP_001950738.2	XP_008192776.1
OG0006289	XP_001950750.1, XP_008182503.1	XP_972899.1
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_968844.1
OG0006291	XP_001950796.1	XP_015836383.1
OG0006292	XP_001950808.1	XP_971490.1, XP_015836264.1
OG0006293	XP_001950809.2	XP_968467.1, XP_967097.1
OG0006294	XP_001950826.2	XP_966616.1
OG0006295	XP_001950893.1	XP_008195028.1
OG0006296	XP_001950979.1	XP_975638.1
OG0006297	XP_001950995.1	XP_008197797.1
OG0006298	XP_001951023.1	XP_968109.1
OG0006299	XP_001951027.2	XP_008201533.1
OG0006300	XP_001951041.1	XP_008192925.1
OG0006301	XP_001951052.2	XP_008200121.1
OG0006302	XP_001951109.1	XP_975194.2
OG0006303	XP_001951140.2	XP_008197566.1
OG0006304	XP_029346145.1, XP_001951193.1	XP_967396.1
OG0006305	XP_001951196.2	XP_008192163.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_008198935.1
OG0006307	XP_001951240.1	XP_008194418.1
OG0006308	XP_001951256.2	XP_972593.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_969584.1
OG0006310	XP_001951275.2	XP_008199323.1
OG0006311	XP_001951283.1	XP_975769.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_008201336.1
OG0006313	XP_001951431.1	XP_967788.1
OG0006314	XP_001951508.2	XP_008197803.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_015838682.1
OG0006316	XP_001951564.1	XP_001814047.1
OG0006317	XP_001951589.1	XP_971377.1
OG0006318	XP_001951599.1	XP_015840161.1
OG0006319	XP_001951746.1	XP_973781.1
OG0006320	XP_001951847.1	XP_974032.3
OG0006321	XP_001951856.1, XP_003242069.1	XP_015837795.1, XP_015837794.1
OG0006322	XP_001951872.1	XP_969081.1
OG0006323	XP_001951873.2	XP_969881.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_015839977.1
OG0006325	XP_001951913.1	XP_975115.1
OG0006326	XP_001952046.2	XP_008193707.1
OG0006327	XP_001952114.1	XP_973265.1
OG0006328	XP_001952178.1	XP_973520.1
OG0006329	XP_001952191.1	XP_008200453.1
OG0006330	XP_001952205.1	XP_008196849.1
OG0006331	XP_001952207.3	XP_970043.2
OG0006332	XP_001952310.1	XP_966737.1
OG0006333	XP_001952313.2	XP_967150.1
OG0006334	XP_001952329.1	XP_970258.3
OG0006335	XP_001952339.1	XP_975679.2
OG0006336	XP_001952356.2, XP_008184405.1	XP_974732.3
OG0006337	XP_001952443.1	XP_008193898.1
OG0006338	XP_001952515.3	XP_008198894.1
OG0006339	XP_001952568.2	XP_969974.2
OG0006340	XP_001952603.2	XP_969014.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_969694.1
OG0006342	XP_003240408.1, XP_001952640.1, XP_016663834.1, XP_008187937.1	XP_972140.1, XP_008192387.1
OG0006343	XP_001952649.2	XP_008197440.1
OG0006344	XP_001952671.2	XP_967064.1
OG0006345	XP_001952750.2, XP_003247754.1	XP_008194877.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_975242.1
OG0006347	XP_001952801.1	XP_967413.1
OG0006348	XP_001952823.2	XP_008197900.1
OG0006349	XP_001952837.2	XP_971770.1
OG0006350	XP_001952840.2	XP_008191855.1
OG0006351	XP_001952856.2	XP_008201369.1
OG0006352	XP_003240026.1	XP_008199164.1
OG0006353	XP_003240136.1	XP_008196657.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_008197719.1
OG0006356	XP_003240876.1	XP_973551.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_008194944.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_966409.1
OG0006359	XP_003241149.1	XP_015834095.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_968892.1
OG0006361	XP_003241237.1	XP_008194669.1
OG0006362	XP_003241317.1	XP_015833389.1, XP_008190921.1
OG0006363	XP_003241486.1	XP_968124.2
OG0006364	XP_003241670.1	XP_008191418.1
OG0006365	XP_003241759.1	XP_968712.2
OG0006366	XP_003241877.1, XP_029342416.1	XP_008191093.1
OG0006368	XP_003241894.1	XP_974191.1
OG0006369	XP_003242010.1	XP_015839149.1
OG0006370	XP_003242244.1	XP_968179.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_967247.2
OG0006372	XP_003242379.1	XP_974114.2
OG0006373	XP_003242448.1	XP_008193147.1
OG0006374	XP_003242697.1	XP_971689.1
OG0006375	XP_003242764.1	XP_008198624.1
OG0006376	XP_003242846.1	XP_008195117.1
OG0006377	XP_003243116.1	XP_008190836.1
OG0006378	XP_003243368.1	XP_970244.1
OG0006379	XP_003243625.1	XP_015833902.1, XP_972461.1
OG0006380	XP_003243641.2	XP_975069.1
OG0006381	XP_003243749.1	XP_008192680.1
OG0006382	XP_003243802.1	XP_008198299.1
OG0006383	XP_003244015.1	XP_966740.1
OG0006384	XP_003244062.1	XP_008200069.1, XP_008200070.1
OG0006385	XP_003244090.1	XP_008200175.1
OG0006386	XP_003244104.2	XP_971252.1
OG0006387	XP_003244136.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_003244213.1	XP_008190611.1
OG0006389	XP_003244454.1	XP_967510.2
OG0006390	XP_003244558.1	XP_974784.1
OG0006391	XP_003244597.1	XP_008201022.1
OG0006392	XP_003244666.1	XP_969056.1
OG0006393	XP_003244712.1	XP_968347.1
OG0006394	XP_003244745.1	XP_008193619.1
OG0006395	XP_003244825.1	XP_008201476.1, XP_008201477.1
OG0006396	XP_003244927.1	XP_015835444.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_008193042.1
OG0006398	XP_003245088.1	XP_974084.1
OG0006399	XP_003245128.1	XP_015838133.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_015837215.1
OG0006401	XP_003245335.1	XP_008194829.2
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_008196798.1
OG0006403	XP_003245438.1	XP_015833396.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_973226.1
OG0006405	XP_003245615.1, XP_016661270.1	XP_968294.1
OG0006406	XP_003245669.1	XP_008199618.1
OG0006407	XP_003245819.1	XP_008197696.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_008199399.1
OG0006409	XP_003245897.1	XP_968188.1
OG0006410	XP_003246161.1	XP_008197354.1
OG0006411	XP_003246175.1	XP_973116.1, XP_008195776.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_968536.1
OG0006413	XP_003246335.1	XP_008192636.1
OG0006415	XP_003246390.1	XP_015837698.1, XP_015837695.1
OG0006416	XP_003246449.1	XP_973026.1
OG0006417	XP_003246632.1	XP_008195262.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_015834030.1
OG0006419	XP_003247173.1	XP_975423.1
OG0006420	XP_003247184.1	XP_975447.1
OG0006421	XP_003247201.1	XP_015839225.1
OG0006422	XP_003247301.1, XP_016661461.1	XP_970089.1
OG0006423	XP_003247452.1	XP_008193406.1
OG0006424	XP_003247629.1	XP_008197285.1
OG0006425	XP_003247702.1	XP_967594.1
OG0006426	XP_003247938.1	XP_970005.1
OG0006427	XP_003247943.1	XP_967239.1
OG0006428	XP_003247997.1	XP_015835351.1
OG0006429	XP_003248166.1	XP_015838597.1, XP_015838592.1
OG0006431	XP_008178148.1	XP_967482.1
OG0006432	XP_008178177.1	XP_008192443.1
OG0006433	XP_008178640.1	XP_008195500.1
OG0006434	XP_008178683.1	XP_008198977.1
OG0006435	XP_008178686.1	XP_008196000.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_008190829.1
OG0006438	XP_008178863.1	XP_974586.1
OG0006439	XP_008178919.1	XP_972658.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_973240.2
OG0006441	XP_008178985.1	XP_973953.2
OG0006442	XP_008178991.1	XP_967088.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_970720.1
OG0006444	XP_008179097.1	XP_968770.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_968396.2
OG0006446	XP_008179298.3	XP_008193494.1
OG0006447	XP_008179372.1	XP_008198789.1
OG0006448	XP_008179416.1	XP_966816.1
OG0006449	XP_008179451.3	XP_008191527.1, XP_008200414.1
OG0006450	XP_008179524.1	XP_008196630.1
OG0006451	XP_008179625.2	XP_972120.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_969562.1
OG0006454	XP_008180045.1	XP_001810629.1
OG0006455	XP_008180062.1	XP_015840692.1
OG0006456	XP_008180168.1	XP_975491.1
OG0006457	XP_008180170.1	XP_971596.1
OG0006459	XP_008180343.1	XP_015840501.1
OG0006460	XP_008180364.1	XP_008194721.1
OG0006462	XP_008180802.1	XP_008190692.1, NP_001034526.1
OG0006463	XP_008180895.1	XP_971577.2
OG0006464	XP_008180955.1	XP_001813884.2
OG0006465	XP_008181054.1	XP_008193545.1, XP_008193544.1
OG0006466	XP_008181294.1	XP_970735.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_008193210.1
OG0006468	XP_008181372.1	XP_970419.2, XP_015836661.1, XP_015840389.1
OG0006469	XP_008181449.2	XP_008199426.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_015838948.1, XP_015838947.1
OG0006471	XP_008181728.1	XP_015838045.1
OG0006472	XP_008181895.1	XP_008197389.1
OG0006473	XP_008181943.2	XP_015839075.1
OG0006474	XP_008181960.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_008182139.1	XP_967236.1
OG0006477	XP_008182234.1	XP_966732.1
OG0006478	XP_008182373.1	XP_015839380.1
OG0006479	XP_029341566.1, XP_029341565.1, XP_008182388.1	XP_975528.1
OG0006480	XP_008182487.1, XP_008182488.1	XP_974460.1
OG0006481	XP_008182500.2	XP_015840848.1, XP_008195976.1
OG0006482	XP_008182517.1	XP_008195897.1
OG0006483	XP_008182534.1	XP_015840054.1
OG0006484	XP_008182546.1	XP_015833919.1
OG0006485	XP_008182577.1	XP_970704.1
OG0006486	XP_008182670.1	NP_001034501.1
OG0006487	XP_008182684.1	XP_008191452.1
OG0006488	XP_008182940.2	XP_975046.1
OG0006489	XP_008183074.1	XP_975178.1
OG0006490	XP_008183092.2	XP_008200796.2
OG0006491	XP_008183222.1	XP_974195.1
OG0006492	XP_029342110.1, XP_008183308.2	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2
OG0006493	XP_008183419.1	XP_974653.1
OG0006494	XP_008183565.1, XP_008183564.1	XP_015836407.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_008193526.1
OG0006496	XP_008183779.1	XP_015835810.1
OG0006497	XP_008183783.1, XP_008183784.1	XP_968788.2
OG0006498	XP_008183797.1	XP_968216.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_015837754.1
OG0006500	XP_008183931.1	XP_008201619.1
OG0006501	XP_008183935.1	XP_971919.1
OG0006502	XP_008183951.1	XP_008190868.1
OG0006503	XP_008183996.1	XP_008197741.1
OG0006504	XP_008184243.1	XP_015838512.1
OG0006505	XP_008184579.1	XP_972170.1
OG0006506	XP_008184597.1	XP_008191365.1
OG0006507	XP_008184788.1	XP_015837209.1
OG0006508	XP_008184807.1	XP_972197.1
OG0006509	XP_008185014.2	XP_008197902.1
OG0006510	XP_029348512.1, XP_008185167.1	XP_970302.1
OG0006511	XP_008185287.1	XP_008192857.1
OG0006512	XP_008185342.1	XP_015840657.1
OG0006513	XP_008185345.1	XP_966706.1
OG0006514	XP_008185472.1	XP_015839674.1
OG0006515	XP_008185775.1	XP_008199871.2
OG0006516	XP_008185811.1	XP_968072.1
OG0006517	XP_008185932.1	XP_008196560.1
OG0006518	XP_008186152.1	XP_969385.2, XP_008193040.1
OG0006519	XP_008186190.1	XP_974169.1
OG0006520	XP_008186244.1	XP_008192744.1
OG0006521	XP_008186296.1	XP_975406.1
OG0006522	XP_008186299.1, XP_016662586.1	XP_008195578.1
OG0006523	XP_029343354.1, XP_008186396.1	XP_015834602.1
OG0006524	XP_008186510.1	XP_975575.1
OG0006525	XP_008186525.1	XP_973643.1
OG0006526	XP_008186676.1	XP_008200345.1
OG0006527	XP_008186679.1	XP_970294.2
OG0006528	XP_008186714.1	XP_015833785.1
OG0006529	XP_008186778.1	XP_972074.1
OG0006530	XP_008186907.1	XP_970036.2
OG0006531	XP_008187024.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_975337.1
OG0006533	XP_008187106.1	XP_974988.1
OG0006534	XP_008187122.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_008187131.1	XP_001810533.2
OG0006536	XP_008187179.1	XP_008196325.1
OG0006537	XP_008187316.1	XP_008195255.1
OG0006538	XP_008187462.1	NP_001280506.1
OG0006539	XP_008187525.1	XP_967878.1
OG0006540	XP_008187602.1	XP_015834054.1
OG0006541	XP_008187606.2	XP_975332.1
OG0006542	XP_008187714.2	XP_969181.2
OG0006543	XP_008187748.1	XP_967443.3
OG0006544	XP_008187882.1	XP_015834618.1
OG0006545	XP_008187926.1	XP_008194661.1, XP_015836341.1
OG0006546	XP_008188066.2, XP_008188067.2	XP_973591.1
