Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0006961	XP_001944078.1	XP_026301462.1
OG0006962	XP_001944084.1	XP_392325.1
OG0006964	XP_001944128.2	XP_396270.5
OG0006965	XP_001944165.3, XP_016656194.1	XP_395464.3
OG0006966	XP_001944182.1	XP_016768757.2
OG0006968	XP_001944227.2, XP_008185430.1	XP_006563668.1
OG0006969	XP_001944304.1	XP_026298160.1
OG0006970	XP_001944338.2	XP_001121774.2
OG0006971	XP_001944426.2	XP_006559546.1
OG0006972	XP_001944432.2	XP_395743.3
OG0006973	XP_001944470.1	XP_006559868.1
OG0006974	XP_001944483.2	XP_026300694.1
OG0006975	XP_001944622.3	XP_006563004.2
OG0006976	XP_001944698.3	XP_001121110.2
OG0006977	XP_001944724.2	XP_003249666.1
OG0006978	XP_001944727.1	XP_006568621.1
OG0006979	XP_001944757.2	XP_003251399.1
OG0006980	XP_001944776.2	XP_016771111.2
OG0006981	XP_001944836.2	XP_003251217.1
OG0006983	XP_001944883.2	XP_006568404.1
OG0006984	XP_003244546.1, XP_001944908.1	XP_006571644.1
OG0006985	XP_001944966.2	XP_026296008.1
OG0006986	XP_001944991.2	XP_006571573.2
OG0006987	XP_001945003.1	XP_026297936.1
OG0006988	XP_001945024.1	XP_006570274.1
OG0006989	XP_001945035.1	XP_001121891.1
OG0006990	XP_001945046.2	XP_006567290.1
OG0006991	XP_001945072.1	XP_016766753.1
OG0006992	XP_001945117.1	XP_395172.2
OG0006993	XP_001945124.2	XP_026302078.1
OG0006994	XP_001945135.1	XP_393007.1
OG0006995	XP_001945138.1	XP_026296320.1, NP_001012645.1
OG0006996	XP_001945162.1	XP_006563068.1
OG0006997	XP_001945174.1	XP_006565314.3
OG0006998	XP_001945320.1	XP_003250109.1
OG0006999	XP_001945386.2	XP_016770896.2
OG0007000	XP_001945409.2, XP_016660019.1, XP_016660017.1	XP_006557334.2
OG0007001	XP_001945459.1	XP_623247.1
OG0007002	XP_001945624.2	XP_006568663.1
OG0007003	XP_001945685.2	XP_395865.5
OG0007004	XP_001945841.2	XP_394455.4
OG0007005	XP_001945881.1	XP_623765.3
OG0007006	XP_001945895.2	XP_625143.2
OG0007007	XP_001945915.1	XP_001121187.2
OG0007008	XP_001945988.4	XP_016771436.2
OG0007009	XP_001945994.2	XP_001120958.2
OG0007010	XP_001946036.2	XP_006561302.1
OG0007011	XP_001946040.2	XP_026299182.1
OG0007012	XP_001946043.2	XP_026295974.1
OG0007013	XP_001946051.1	XP_003249380.1
OG0007014	XP_001946059.2	XP_623732.1
OG0007015	XP_001946082.2	XP_026297481.1
OG0007016	XP_001946118.2	XP_392346.4
OG0007017	XP_001946184.1	XP_396937.4
OG0007018	XP_001946221.1	XP_395584.4
OG0007019	XP_001946402.2	XP_397351.4, XP_006564622.2, XP_006564621.2
OG0007020	XP_001946406.1	XP_006560719.1
OG0007021	XP_001946410.1	XP_026295229.1
OG0007022	XP_001946423.2	XP_623870.2
OG0007023	XP_001946427.2	XP_016767927.1
OG0007024	XP_001946447.2	XP_006559878.1
OG0007025	XP_001946458.1	XP_006572272.1
OG0007026	XP_001946466.2	XP_624153.3
OG0007027	XP_001946527.2	XP_397094.2
OG0007028	XP_001946546.2	XP_006571147.1
OG0007029	XP_001946583.2	XP_006566725.1
OG0007030	XP_001946695.2	XP_394033.1
OG0007031	XP_001946697.2	XP_392703.4
OG0007032	XP_001946744.2, XP_016663817.1	XP_016768245.1
OG0007033	XP_001946761.2	XP_006571706.1
OG0007035	XP_001946925.1	XP_006563841.1
OG0007036	XP_001946968.2	XP_006569667.1
OG0007037	XP_016660647.1, XP_029342553.1, XP_001946997.2	XP_006566230.1
OG0007038	XP_001947063.1	XP_625224.4
OG0007039	XP_001947092.2	XP_026301035.1
OG0007040	XP_001947114.2	XP_026299196.1
OG0007041	XP_001947212.1	XP_624477.3
OG0007042	XP_001947234.1, XP_016661436.1	XP_003251027.3
OG0007043	XP_001947278.2	XP_006566268.1
OG0007044	XP_001947280.1	XP_006566404.2
OG0007045	XP_001947310.2	XP_026301566.1
OG0007046	XP_003247424.1, XP_001947358.2	XP_006571710.1
OG0007047	XP_001947417.2	XP_006566036.1
OG0007048	XP_029348026.1, XP_029348027.1, XP_008187955.2, XP_001947508.1	XP_016772084.2
OG0007049	XP_001947557.2, XP_003240736.1	XP_006568944.2
OG0007050	XP_001947581.1	XP_016767286.1
OG0007051	XP_001947627.2	XP_006559444.2
OG0007052	XP_001947638.1	XP_396848.4
OG0007053	XP_001947642.2	XP_006562731.1
OG0007054	XP_001947667.2	XP_026301107.1
OG0007055	XP_001947770.2	XP_026298128.1
OG0007056	XP_001947790.2	XP_006560698.2
OG0007057	XP_001947892.2	XP_026301300.1
OG0007058	XP_001947913.2	XP_006572582.2
OG0007059	XP_001947923.1	XP_393885.1
OG0007060	XP_001947931.2	XP_026300114.1
OG0007061	XP_001947975.1	XP_392862.3
OG0007062	XP_001948008.1	XP_393509.2
OG0007063	XP_001948057.1	XP_001122369.1
OG0007064	XP_001948131.1	XP_393377.4
OG0007065	XP_003247083.1, XP_001948136.3	XP_395371.3
OG0007066	XP_001948151.2	XP_026295881.1
OG0007067	XP_001948247.2	XP_623438.1
OG0007068	XP_001948332.1	XP_026298555.1, XP_026298551.1
OG0007069	XP_003244438.1, XP_001948333.2	XP_003249321.1
OG0007070	XP_001948353.2	XP_026298507.1
OG0007071	XP_001948355.1	XP_392288.1
OG0007072	XP_001948478.1	XP_003251260.2
OG0007073	XP_001948491.2	XP_026300723.1
OG0007074	XP_001948539.2	XP_006567757.1
OG0007075	XP_001948551.2	XP_001123155.2
OG0007076	XP_001948566.1	XP_393713.3
OG0007077	XP_001948576.2	XP_394075.2
OG0007078	XP_001948613.1	XP_394865.3
OG0007079	XP_001948615.1	XP_001121316.2
OG0007080	XP_001948659.2	XP_026300767.1
OG0007081	XP_001948716.2	XP_006569721.1
OG0007082	XP_001948723.2	XP_624074.1
OG0007083	XP_001948731.2	XP_001120416.2
OG0007084	XP_001948782.1	XP_026297348.1
OG0007085	XP_001948865.2	XP_003251601.2
OG0007086	XP_001948871.2	XP_623289.1
OG0007087	XP_001948900.2	XP_026298532.1
OG0007088	XP_001948937.1	XP_395614.3
OG0007089	XP_001949062.2	XP_006571438.1
OG0007090	XP_001949074.1	XP_006562769.1
OG0007091	XP_001949296.2	XP_395623.2
OG0007092	XP_001949304.1	XP_006565309.1
OG0007093	XP_001949317.1	XP_623363.1
OG0007094	XP_001949319.1	XP_006567524.1
OG0007095	XP_001949339.2	XP_006570066.1
OG0007096	XP_001949348.1	XP_016766793.2
OG0007097	XP_001949357.1	XP_392087.3
OG0007098	XP_001949369.1	XP_006570768.1
OG0007099	XP_001949454.1	XP_006559529.1
OG0007100	XP_001949468.2	XP_026298015.1
OG0007101	XP_001949481.1	XP_016767630.1
OG0007102	XP_001949545.2	XP_396096.4
OG0007103	XP_001949577.1	XP_006558513.3
OG0007104	XP_001949588.1	XP_006563745.1
OG0007105	XP_001949596.2	XP_016767905.1
OG0007106	XP_001949645.1	XP_001121426.2
OG0007107	XP_001949750.1	XP_623745.2
OG0007108	XP_001949864.2	XP_006568868.2
OG0007109	XP_001949877.1	XP_006559464.1
OG0007110	XP_001949913.2	XP_623486.1
OG0007111	XP_001950063.1	XP_392295.3
OG0007112	XP_001950107.2	XP_624047.2
OG0007113	XP_001950126.1	XP_026297751.1, NP_001229484.1
OG0007114	XP_008188954.1, XP_001950154.1	XP_003249693.1
OG0007115	XP_001950170.1	XP_016769149.1
OG0007116	XP_001950189.1	XP_006560985.1
OG0007117	XP_001950200.2	XP_001120297.2
OG0007118	XP_001950215.1	XP_624661.1
OG0007119	XP_001950234.3	XP_026298027.1
OG0007120	XP_001950245.2	XP_006563491.1
OG0007121	XP_001950254.2	XP_006566986.1
OG0007122	XP_001950342.2	XP_396976.2
OG0007123	XP_001950354.2	XP_394446.4
OG0007124	XP_001950389.2	XP_392877.1
OG0007125	XP_001950419.1	XP_396658.3
OG0007126	XP_001950464.1	XP_393863.3
OG0007127	XP_001950506.1	XP_006558856.1
OG0007128	XP_001950534.1	XP_006571390.1
OG0007129	XP_001950641.3	XP_026299008.1
OG0007130	XP_001950745.1	XP_006567267.1
OG0007131	XP_001950773.1	XP_026299494.1
OG0007132	XP_001950801.2	XP_016771903.2
OG0007133	XP_001950841.1	XP_016769720.1
OG0007134	XP_001950907.1	XP_006569897.2
OG0007135	XP_001950927.1	XP_006564003.1
OG0007136	XP_001951013.1	XP_392327.4
OG0007137	XP_001951042.1	XP_624821.1
OG0007138	XP_001951061.1	XP_016773364.2
OG0007139	XP_001951085.1	XP_006560452.1
OG0007140	XP_001951091.1	XP_623891.2
OG0007142	XP_001951142.1	XP_026297547.1
OG0007143	XP_001951205.1	XP_006563059.1
OG0007144	XP_001951254.1	XP_625119.1
OG0007145	XP_001951262.1	XP_624319.1
OG0007146	XP_001951271.1	XP_395811.2
OG0007147	XP_001951294.2	XP_006565787.1
OG0007148	XP_001951360.1	XP_397372.4
OG0007149	XP_001951383.1	XP_026298817.1
OG0007150	XP_001951476.1	XP_395812.4
OG0007151	XP_001951482.1	XP_396194.3
OG0007152	XP_001951503.1	XP_392764.1
OG0007153	XP_001951507.1	XP_624438.1
OG0007154	XP_001951514.1	XP_016773304.2
OG0007155	XP_001951545.1	XP_395927.4
OG0007156	XP_001951584.1	XP_397412.2
OG0007157	XP_001951649.2, XP_016662427.1, XP_008186095.1	XP_026301948.1
OG0007158	XP_001951716.2	XP_016768634.1
OG0007159	XP_001951734.1	XP_391981.3
OG0007160	XP_001951752.1, XP_016661744.1	XP_396426.5
OG0007161	XP_001951787.1	XP_016772174.1
OG0007162	XP_001951809.1	NP_001229927.1
OG0007163	XP_001951879.1	XP_001120478.2
OG0007164	XP_001951891.1	XP_006572119.2
OG0007165	XP_001952015.2	XP_006559584.2
OG0007166	XP_001952072.2	XP_006568392.1
OG0007168	XP_001952116.1	XP_003250379.1
OG0007169	XP_001952124.2	XP_396802.3
OG0007170	XP_001952199.1, XP_029344098.1	XP_026296616.1
OG0007171	XP_001952215.1	XP_392816.2
OG0007172	XP_001952225.1	XP_394689.3
OG0007173	XP_001952236.1	XP_001119885.1
OG0007174	XP_001952242.1	XP_016767773.1
OG0007175	XP_001952286.2, XP_016664855.2	XP_006559844.1
OG0007176	XP_001952338.1	XP_394000.4
OG0007177	XP_001952396.1	XP_006563273.1
OG0007178	XP_001952417.2	XP_394464.1
OG0007179	XP_001952428.2	XP_026299526.1
OG0007180	XP_001952448.1	XP_026295305.1
OG0007181	XP_001952519.1	XP_006560013.1
OG0007182	XP_001952535.2	XP_006560931.1
OG0007183	XP_001952559.2	XP_026295291.1
OG0007184	XP_001952573.1	XP_394701.3
OG0007185	XP_001952607.2	XP_006564792.1
OG0007186	XP_001952661.2	XP_006568550.1
OG0007187	XP_001952672.2	XP_392932.3
OG0007188	XP_001952701.1	XP_624936.3
OG0007189	XP_001952734.2	XP_006570089.1
OG0007190	XP_001952794.2	XP_026297432.1
OG0007192	XP_001952805.2	XP_392767.4
OG0007193	XP_003240961.1, XP_001952870.2	NP_001012633.1
OG0007194	XP_003240028.1	XP_016771176.2
OG0007195	XP_003240098.1	XP_016766792.2
OG0007196	XP_003240259.1	XP_026299452.1
OG0007197	XP_003240404.1	XP_392371.3
OG0007198	XP_003240406.1	XP_625165.1
OG0007199	XP_003240504.1, XP_029341428.1, XP_029341429.1	XP_006561478.1
OG0007200	XP_003240510.1, XP_016658495.1	XP_006559113.3
OG0007201	XP_003240664.1, XP_029347612.1	XP_016770535.1
OG0007202	XP_003240767.3	XP_001122118.2
OG0007203	XP_003240960.1	XP_016768566.1
OG0007205	XP_003241532.2	XP_026300448.1
OG0007206	XP_003241691.1	XP_026298631.1
OG0007207	XP_003241744.1, XP_008180952.1	XP_016772948.1
OG0007208	XP_003241907.1	XP_003249755.1
OG0007209	XP_003242038.1	XP_391954.4
OG0007210	XP_003242077.1	XP_026296979.1
OG0007211	XP_003242312.1	XP_006557561.1
OG0007212	XP_003242779.1	XP_001121636.2
OG0007213	XP_003242987.1	XP_006568037.1
OG0007216	XP_003243527.1	XP_006564669.2
OG0007217	XP_003243528.1	XP_026299414.1
OG0007218	XP_003244024.1, XP_029345931.1	XP_006567880.1
OG0007219	XP_003244209.1	XP_026296231.1
OG0007220	XP_003244709.1	XP_624824.3
OG0007221	XP_003244733.1	XP_006558801.1
OG0007222	XP_003244866.1	XP_623539.1
OG0007223	XP_003244893.1	XP_026299503.1
OG0007225	XP_003245046.1	XP_026298514.1
OG0007226	XP_003245136.1	XP_006564548.1
OG0007227	XP_003245207.1	XP_396511.3
OG0007228	XP_003245303.1	XP_001120268.3
OG0007229	XP_003245310.1	XP_006568378.2
OG0007230	XP_003245487.1	XP_016769151.1
OG0007231	XP_003245494.1	XP_006561239.1
OG0007232	XP_016661289.1, XP_003245643.1	XP_625012.1
OG0007233	XP_003245762.2	XP_001120954.1
OG0007234	XP_003245979.1	XP_006563445.1
OG0007235	XP_003246105.1	XP_016772372.2
OG0007236	XP_003246166.1	XP_006563346.1
OG0007237	XP_003246362.1	XP_026298081.1
OG0007238	XP_003246375.1, XP_016662170.1	XP_001121339.1
OG0007239	XP_003246382.1	XP_006569683.1
OG0007240	XP_003246391.1	XP_001122632.3
OG0007241	XP_003246542.1	XP_006565027.1
OG0007242	XP_003246575.1	XP_393593.4
OG0007243	XP_003246737.1	XP_003251000.2
OG0007244	XP_003246803.1	XP_001120667.3
OG0007245	XP_003246997.1	XP_001120529.2
OG0007246	XP_003247253.1	XP_006561358.2
OG0007247	XP_003247307.1	XP_006567442.2
OG0007248	XP_003247708.1	XP_016767904.1
OG0007249	XP_003247842.1	XP_026301213.1
OG0007250	XP_003247907.1	XP_006569643.2
OG0007251	XP_003248103.1	XP_006563216.3
OG0007252	XP_003248290.1, XP_008188600.3	XP_396208.4
OG0007253	XP_008178244.1	XP_006561337.1
OG0007254	XP_008178257.1, XP_029341711.1	XP_006569062.1
OG0007255	XP_008178297.1	XP_006571648.1
OG0007256	XP_008178306.1	XP_624057.3
OG0007257	XP_016656196.1, XP_008178412.2	XP_393264.2
OG0007259	XP_008178891.1	XP_016768556.2
OG0007260	XP_008178967.1	XP_397317.2
OG0007262	XP_008179201.1	XP_006560996.1
OG0007263	XP_008179376.1	XP_003251210.1
OG0007264	XP_008179413.1	XP_006562229.1
OG0007265	XP_008179438.1	XP_392115.1
OG0007266	XP_008179487.1	XP_006563575.2
OG0007267	XP_008179504.1	XP_026299766.1
OG0007268	XP_008179660.1	XP_006559789.1
OG0007269	XP_008179881.1, XP_008179880.1	XP_026301683.1
OG0007270	XP_008180099.1	XP_006558857.1
OG0007271	XP_008180257.1	XP_006566617.1, XP_006566620.1
OG0007272	XP_008180331.1	XP_006567699.1
OG0007273	XP_008180630.1	XP_026295422.1
OG0007275	XP_008180679.1	XP_001121268.2
OG0007276	XP_008180797.1	XP_026299152.1
OG0007277	XP_008180836.1	XP_006569150.1
OG0007278	XP_008180922.1	XP_026297640.1
OG0007279	XP_008181248.1	XP_026299651.1
OG0007280	XP_008181279.1	XP_006567463.2
OG0007281	XP_008181309.1	XP_006568416.2
OG0007282	XP_008181310.1	NP_001229451.1
OG0007283	XP_008181335.1	XP_006562100.1
OG0007284	XP_008181565.1	XP_026295913.1
OG0007285	XP_008181633.1	XP_393789.2
OG0007286	XP_008181985.1	XP_006567785.2
OG0007287	XP_008182075.1	XP_026295421.1
OG0007288	XP_008182098.1	XP_026296280.1
OG0007289	XP_008182103.1	XP_006570561.1
OG0007290	XP_008182307.1	XP_392084.1
OG0007291	XP_008182489.1	XP_392863.3
OG0007293	XP_008182756.1	XP_016766379.1
OG0007294	XP_008182931.1	XP_006569964.1
OG0007295	XP_008182953.1	XP_026297552.1
OG0007296	XP_008183019.3	XP_003250098.2
OG0007297	XP_008183109.1	XP_026295487.1
OG0007298	XP_008183274.1	XP_394543.3
OG0007299	XP_008183329.1	XP_006562726.1
OG0007300	XP_008183485.1	XP_006570067.1
OG0007301	XP_008183523.1	XP_016767395.1
OG0007303	XP_008183826.1	XP_026296801.1
OG0007304	XP_008183893.1	XP_016772102.1
OG0007305	XP_008183977.1	XP_396542.5
OG0007306	XP_008184307.1	XP_026298777.1
OG0007307	XP_008184321.1	XP_392676.2
OG0007308	XP_008184349.1	XP_026300281.1
OG0007309	XP_008184466.1	XP_016768247.1
OG0007311	XP_008184581.1	XP_001122740.5
OG0007312	XP_008184628.1	XP_395542.2
OG0007313	XP_008184639.1	XP_396706.4
OG0007314	XP_008184720.1	XP_393267.5
OG0007315	XP_008184751.1	XP_026297215.1
OG0007316	XP_008184760.1	XP_016767396.2
OG0007317	XP_008184813.1, XP_016661342.1	XP_006569198.1
OG0007318	XP_008184885.1	XP_006564279.1
OG0007319	XP_008185065.1	XP_624144.2
OG0007320	XP_008185186.1	XP_006571383.1
OG0007321	XP_008185362.2	XP_026298456.1
OG0007322	XP_008185457.1	XP_001120363.1
OG0007323	XP_008185489.1	XP_006569870.1
OG0007324	XP_008185615.1	XP_016767296.1
OG0007325	XP_008185640.1	XP_016767223.1
OG0007326	XP_008185646.1	XP_006569369.2
OG0007327	XP_008185667.1	XP_006570730.1
OG0007328	XP_008185801.2, XP_029343196.1	XP_003251089.1
OG0007329	XP_008185838.1, XP_008185837.1, XP_029345367.1	XP_396280.4
OG0007330	XP_008185876.1	XP_016766596.1
OG0007331	XP_008185895.1	XP_392968.2
OG0007332	XP_008185900.1	XP_624890.1
OG0007333	XP_008185973.2	XP_006560709.1
OG0007334	XP_008186002.1	XP_001122532.3
OG0007335	XP_008186292.1	XP_394669.2
OG0007336	XP_008186455.1	XP_026296939.1
OG0007337	XP_008186472.1	XP_391887.4
OG0007338	XP_008186485.1	XP_006561268.2
OG0007339	XP_008186518.1	XP_016772954.2
OG0007341	XP_008186678.1	XP_006560617.1
OG0007342	XP_008186802.1	XP_391948.3
OG0007343	XP_008186855.2	XP_001119971.2
OG0007344	XP_008186886.1	XP_001122585.3
OG0007345	XP_008186997.1	XP_006569049.1
OG0007346	XP_008187002.1	XP_393828.2
OG0007347	XP_008187027.1	XP_392195.5
OG0007348	XP_008187213.1	XP_393479.3
OG0007349	XP_029343127.1, XP_029343126.1, XP_008187341.1	XP_003249307.1
OG0007350	XP_008187564.1	XP_006569637.2
OG0007351	XP_008187652.1	XP_392763.3
OG0007352	XP_008188199.1	XP_393110.1
OG0007353	XP_008188206.1	XP_394353.3
OG0007354	XP_008188480.1	XP_006570560.1
OG0007355	XP_008188638.1	XP_006561443.1
OG0007356	XP_008188692.3	XP_003250387.2
OG0007357	XP_008188806.1	XP_394781.4
OG0007358	XP_008188888.1	XP_026295021.1
OG0007359	XP_008189294.1	XP_006558743.1
OG0007360	XP_008189412.1	XP_026296240.1
OG0007361	XP_008190018.1	XP_006568016.1
OG0007362	XP_008190032.1	XP_006560181.1
OG0007363	XP_016655941.1	XP_393890.1
OG0007364	XP_016655995.1	XP_395329.2
OG0007365	XP_016656027.1	XP_026298881.1
OG0007366	XP_016656631.1	XP_003251930.2
OG0007367	XP_016657497.1	XP_397380.1
OG0007368	XP_016657833.2	XP_026296620.1
OG0007369	XP_016657983.1	XP_006566858.1
OG0007370	XP_016658068.1	XP_392078.2
OG0007371	XP_016658251.1	XP_026299810.1
OG0007373	XP_016658509.1	XP_016768215.2
OG0007374	XP_016658703.1	XP_026297344.1
OG0007375	XP_016658773.1	NP_001238948.1
OG0007376	XP_016658798.1	XP_003250394.3
OG0007377	XP_016658858.1	XP_006570038.2
OG0007378	XP_016659139.1	XP_026295645.1
OG0007379	XP_016659151.1	XP_003250595.1
OG0007380	XP_016659386.1	XP_392019.4
OG0007381	XP_016659484.1	XP_006559869.2
OG0007382	XP_016659656.1	XP_396056.5
OG0007383	XP_016659766.1	XP_625184.4
OG0007384	XP_016659974.1	XP_016771413.2
OG0007385	XP_016660664.2	XP_001121796.2
OG0007386	XP_016661027.1	XP_026296037.1
OG0007387	XP_016661093.1	XP_392365.1
OG0007388	XP_016661148.1	XP_006564475.2
OG0007389	XP_016661152.1	XP_026294930.1
OG0007390	XP_016661255.1	XP_006566331.1
OG0007391	XP_016661309.1	XP_026296025.1
OG0007392	XP_016661336.1	XP_026301558.1
OG0007393	XP_016661596.1	XP_026296023.1, XP_026296021.1, XP_026296022.1, XP_026296020.1
OG0007394	XP_016661814.1	XP_623365.1
OG0007395	XP_016661939.1	XP_026301029.1
OG0007396	XP_016661998.1, XP_016661997.1	XP_026302223.1
OG0007397	XP_016662260.1	XP_003250392.2
OG0007398	XP_016662432.1	XP_396388.5
OG0007399	XP_016662583.1	XP_394599.3
OG0007400	XP_016663094.1	XP_001121410.2
OG0007401	XP_016663144.1	NP_001229444.1
OG0007402	XP_016663475.2	XP_026300747.1
OG0007403	XP_016663984.1	XP_026296837.1
OG0007404	XP_016664236.1	XP_006562242.2
OG0007405	XP_016664314.1	XP_006566135.1
OG0007406	XP_016664446.1	XP_016766410.2
OG0007407	XP_016664510.1	XP_026298382.1
OG0007408	XP_029344628.1, XP_016664940.1, XP_029347938.1	XP_026297045.1
OG0007409	XP_016665107.2	XP_395004.3
OG0007410	XP_016665108.1	XP_026302081.1
OG0007411	XP_016665123.1	XP_392067.4
OG0007412	XP_029341076.1	XP_026299488.1
OG0007413	XP_029341083.1, XP_029345195.1	XP_026301576.1
OG0007414	XP_029341109.1	XP_016770578.1
OG0007415	XP_029341140.1	XP_026296944.1
OG0007416	XP_029341539.1	XP_392937.2
OG0007417	XP_029341682.1	XP_026301784.1
OG0007418	XP_029341755.1	XP_026300172.1
OG0007419	XP_029341825.1	XP_026297517.1
OG0007420	XP_029341829.1	XP_001121647.2
OG0007421	XP_029342111.1	XP_026298560.1
OG0007422	XP_029342144.1	XP_396279.3
OG0007423	XP_029342192.1	XP_006562359.1
OG0007425	XP_029342629.1	XP_001122113.1
OG0007426	XP_029342664.1	XP_026299274.1
OG0007427	XP_029342772.1	XP_026300512.1
OG0007428	XP_029342937.1	XP_026300457.1
OG0007429	XP_029342941.1	XP_001121332.3
OG0007430	XP_029343096.1	XP_395563.4
OG0007431	XP_029343208.1	XP_006563283.2
OG0007432	XP_029343325.1	XP_026297303.1
OG0007433	XP_029343395.1	XP_026297003.1
OG0007434	XP_029343553.1	XP_026295698.1, NP_001229483.1
OG0007435	XP_029343598.1	XP_026300892.1
OG0007436	XP_029343655.1	XP_026299473.1
OG0007437	XP_029343746.1	XP_006566798.2
OG0007438	XP_029343750.1	XP_003251943.1
OG0007439	XP_029343881.1	XP_016768314.2
OG0007440	XP_029343952.1	XP_026299731.1
OG0007441	XP_029344011.1, XP_029344009.1	XP_026297752.1
OG0007442	XP_029344155.1	XP_396906.3
OG0007443	XP_029344282.1	XP_006571791.1
OG0007444	XP_029344475.1	XP_394473.2
OG0007445	XP_029344541.1	XP_006564268.2
OG0007446	XP_029344558.1	XP_026294632.1
OG0007447	XP_029345019.1	XP_006557930.1
OG0007448	XP_029345102.1	XP_006561392.2
OG0007449	XP_029345165.1	XP_026298212.1
OG0007450	XP_029345266.1	XP_624006.3
OG0007451	XP_029345531.1	XP_006568704.2, XP_006568703.2
OG0007452	XP_029345575.1	XP_026295050.1
OG0007453	XP_029345592.1	XP_001123126.4
OG0007454	XP_029345611.1	XP_026297556.1
OG0007455	XP_029345654.1	XP_006569533.1
OG0007456	XP_029345802.1, XP_029346401.1	XP_016768377.1
OG0007457	XP_029345832.1	XP_006561021.1
OG0007458	XP_029346181.1	XP_001121569.3
OG0007459	XP_029346204.1	XP_006568034.1
OG0007460	XP_029346208.1, XP_029346207.1	XP_003250167.2
OG0007461	XP_029346247.1	XP_026300004.1
OG0007462	XP_029346641.1	XP_001121066.2
OG0007463	XP_029346663.1	XP_006571469.1
OG0007464	XP_029346784.1	XP_624351.3
OG0007465	XP_029346804.1	XP_003249178.1
OG0007466	XP_029346825.1	XP_026300937.1
OG0007467	XP_029347041.1	XP_016766739.1
OG0007468	XP_029347189.1	XP_016766417.2
OG0007469	XP_029347254.1	XP_006569839.1
OG0007470	XP_029347271.1	XP_395197.2
OG0007471	XP_029347430.1	XP_001122511.2
OG0007472	XP_029347824.1	XP_006557814.2
OG0007473	XP_029348044.1	XP_026298728.1
OG0007474	XP_029348482.1	XP_624725.1
OG0007604	NP_001153824.1, XP_029348239.1	XP_026301086.1
OG0007606	NP_001155420.1	XP_623821.1
OG0007607	NP_001155447.1	XP_001120805.1
OG0007608	NP_001155537.1	XP_001121218.1
OG0007609	NP_001155565.1	XP_026298729.1
OG0007610	NP_001155746.1, XP_008179086.1	XP_006570022.2
OG0007611	NP_001156061.1	XP_624487.1
OG0007612	NP_001156143.1	NP_001257742.1
OG0007613	XP_016658394.1, NP_001156144.1	XP_006561132.1
OG0007615	NP_001156281.1	XP_016771434.2
OG0007616	NP_001156306.1	NP_001165850.1
