Orthogroup	Acyrthosiphon_pisum	Drosophila_melanogaster
OG0007274	XP_008180641.2	NP_001247269.1
OG0007275	XP_008180679.1	NP_651778.1
OG0007276	XP_008180797.1	NP_609491.1
OG0007278	XP_008180922.1	NP_573066.1
OG0007279	XP_008181248.1	NP_648804.1
OG0007280	XP_008181279.1	NP_649910.3
OG0007281	XP_008181309.1	NP_608491.3
OG0007282	XP_008181310.1	NP_001260335.1
OG0007283	XP_008181335.1	NP_001287287.1
OG0007284	XP_008181565.1	NP_610687.1
OG0007285	XP_008181633.1	NP_651727.1
OG0007286	XP_008181985.1	NP_001286797.1
OG0007287	XP_008182075.1	NP_001259489.1
OG0007288	XP_008182098.1	NP_001262822.1
OG0007289	XP_008182103.1	NP_001261910.1
OG0007290	XP_008182307.1	NP_649635.1
OG0007291	XP_008182489.1	NP_723700.1
OG0007293	XP_008182756.1	NP_524621.2
OG0007294	XP_008182931.1	NP_001096987.2
OG0007295	XP_008182953.1	NP_001247303.1
OG0007296	XP_008183019.3	NP_611229.2
OG0007297	XP_008183109.1	NP_001261699.1
OG0007298	XP_008183274.1	NP_001262832.1
OG0007299	XP_008183329.1	NP_001287215.1
OG0007300	XP_008183485.1	NP_524981.2
OG0007301	XP_008183523.1	NP_001036558.1, NP_649386.1
OG0007302	XP_008183806.1	NP_001097115.1
OG0007303	XP_008183826.1	NP_001262259.1
OG0007304	XP_008183893.1	NP_001163238.2
OG0007305	XP_008183977.1	NP_610203.2
OG0007306	XP_008184307.1	NP_001259418.1
OG0007307	XP_008184321.1	NP_001285000.1
OG0007308	XP_008184349.1	NP_001287272.1
OG0007309	XP_008184466.1	NP_001097088.3
OG0007310	XP_008184472.2, XP_008187833.2	NP_001285953.1
OG0007311	XP_008184581.1	NP_001260017.1
OG0007312	XP_008184628.1	NP_648660.1
OG0007313	XP_008184639.1	NP_476602.1
OG0007314	XP_008184720.1	NP_001262857.1
OG0007315	XP_008184751.1	NP_476759.1
OG0007316	XP_008184760.1	NP_001246080.1
OG0007317	XP_008184813.1, XP_016661342.1	NP_001286987.1
OG0007318	XP_008184885.1	NP_649946.1
OG0007319	XP_008185065.1	NP_649254.2
OG0007320	XP_008185186.1	NP_001260276.1
OG0007321	XP_008185362.2	NP_733239.1
OG0007322	XP_008185457.1	NP_001097354.1
OG0007323	XP_008185489.1	NP_001260513.1
OG0007324	XP_008185615.1	NP_608548.1
OG0007325	XP_008185640.1	NP_001162844.1
OG0007326	XP_008185646.1	NP_608742.2
OG0007327	XP_008185667.1	NP_732958.1
OG0007329	XP_008185838.1, XP_008185837.1, XP_029345367.1	NP_001285417.1
OG0007330	XP_008185876.1	NP_511075.3
OG0007331	XP_008185895.1	NP_001015316.1
OG0007332	XP_008185900.1	NP_001287279.1
OG0007334	XP_008186002.1	NP_573368.2
OG0007335	XP_008186292.1	NP_648241.1
OG0007336	XP_008186455.1	NP_001285296.1
OG0007337	XP_008186472.1	NP_610094.1
OG0007338	XP_008186485.1	NP_610746.1
OG0007339	XP_008186518.1	NP_651288.1
OG0007340	XP_008186579.1	NP_611843.2
OG0007341	XP_008186678.1	NP_001262288.1
OG0007342	XP_008186802.1	NP_001096945.1
OG0007343	XP_008186855.2	NP_573154.1
OG0007344	XP_008186886.1	NP_648968.2
OG0007345	XP_008186997.1	NP_511113.1
OG0007346	XP_008187002.1	NP_523363.2
OG0007347	XP_008187027.1	NP_001034073.1
OG0007348	XP_008187213.1	NP_610945.1
OG0007349	XP_029343127.1, XP_029343126.1, XP_008187341.1	NP_610826.1
OG0007350	XP_008187564.1	NP_001163309.2
OG0007351	XP_008187652.1	NP_001259308.1
OG0007352	XP_008188199.1	NP_001284819.1
OG0007353	XP_008188206.1	NP_608490.1
OG0007354	XP_008188480.1	NP_572185.1
OG0007355	XP_008188638.1	NP_001262705.1
OG0007356	XP_008188692.3	NP_610543.1
OG0007358	XP_008188888.1	NP_649469.2
OG0007359	XP_008189294.1	NP_001285078.1
OG0007360	XP_008189412.1	NP_001303307.1
OG0007361	XP_008190018.1	NP_001284756.1
OG0007362	XP_008190032.1	NP_001284854.1
OG0007363	XP_016655941.1	NP_001285587.1
OG0007364	XP_016655995.1	NP_523473.2
OG0007365	XP_016656027.1	NP_730465.1
OG0007366	XP_016656631.1	NP_648537.2
OG0007367	XP_016657497.1	NP_001260415.1
OG0007368	XP_016657833.2	NP_001286405.1
OG0007369	XP_016657983.1	NP_001188958.1
OG0007370	XP_016658068.1	NP_650867.1
OG0007371	XP_016658251.1	NP_477451.1
OG0007372	XP_016658292.1, XP_016665009.2	NP_001261833.1
OG0007373	XP_016658509.1	NP_001263137.1
OG0007374	XP_016658703.1	NP_572302.2
OG0007375	XP_016658773.1	NP_001036275.1
OG0007377	XP_016658858.1	NP_001162732.2
OG0007378	XP_016659139.1	NP_001247075.1
OG0007379	XP_016659151.1	NP_726048.1
OG0007380	XP_016659386.1	NP_001096888.2
OG0007382	XP_016659656.1	NP_001285006.1
OG0007383	XP_016659766.1	NP_001259995.1
OG0007384	XP_016659974.1	NP_001286200.1
OG0007385	XP_016660664.2	NP_610731.2
OG0007386	XP_016661027.1	NP_001163065.1
OG0007387	XP_016661093.1	NP_651209.1
OG0007388	XP_016661148.1	NP_569898.1
OG0007389	XP_016661152.1	NP_649830.2
OG0007390	XP_016661255.1	NP_611155.3
OG0007391	XP_016661309.1	NP_001260541.1
OG0007392	XP_016661336.1	NP_001163754.3, NP_001097953.2
OG0007393	XP_016661596.1	NP_001260518.1
OG0007394	XP_016661814.1	NP_001162763.1
OG0007395	XP_016661939.1	NP_569950.1
OG0007396	XP_016661998.1, XP_016661997.1	NP_647784.1
OG0007397	XP_016662260.1	NP_001246957.1
OG0007398	XP_016662432.1	NP_610600.1
OG0007399	XP_016662583.1	NP_609413.1
OG0007400	XP_016663094.1	NP_001247048.1
OG0007401	XP_016663144.1	NP_609148.1
OG0007402	XP_016663475.2	NP_730776.1
OG0007403	XP_016663984.1	NP_001027577.2
OG0007404	XP_016664236.1	NP_788752.2
OG0007407	XP_016664510.1	NP_001259658.1
OG0007408	XP_029344628.1, XP_016664940.1, XP_029347938.1	NP_001015349.2
OG0007409	XP_016665107.2	NP_649950.1
OG0007410	XP_016665108.1	NP_647679.1
OG0007411	XP_016665123.1	NP_650995.1
OG0007412	XP_029341076.1	NP_995901.1
OG0007413	XP_029341083.1, XP_029345195.1	NP_727328.1
OG0007414	XP_029341109.1	NP_001261101.1
OG0007415	XP_029341140.1	NP_001303588.1
OG0007416	XP_029341539.1	NP_001286054.1
OG0007417	XP_029341682.1	NP_651136.1
OG0007418	XP_029341755.1	NP_001286829.1
OG0007419	XP_029341825.1	NP_001015100.2
OG0007421	XP_029342111.1	NP_610228.1, NP_536791.1
OG0007423	XP_029342192.1	NP_726389.4
OG0007424	XP_029342361.1	NP_729679.2
OG0007425	XP_029342629.1	NP_648164.1
OG0007426	XP_029342664.1	NP_001246649.1
OG0007427	XP_029342772.1	NP_001036262.2
OG0007428	XP_029342937.1	NP_001286171.1
OG0007429	XP_029342941.1	NP_477146.1
OG0007430	XP_029343096.1	NP_524785.2
OG0007431	XP_029343208.1	NP_722765.2
OG0007432	XP_029343325.1	NP_001284879.1
OG0007434	XP_029343553.1	NP_001261971.1
OG0007436	XP_029343655.1	NP_730984.1
OG0007437	XP_029343746.1	NP_572422.1
OG0007439	XP_029343881.1	NP_524786.1
OG0007440	XP_029343952.1	NP_476617.1
OG0007441	XP_029344011.1, XP_029344009.1	NP_732790.3
OG0007442	XP_029344155.1	NP_649438.1
OG0007443	XP_029344282.1	NP_001097317.1
OG0007444	XP_029344475.1	NP_001188786.1
OG0007445	XP_029344541.1	NP_001262923.1
OG0007446	XP_029344558.1	NP_001163111.1
OG0007447	XP_029345019.1	NP_610324.2
OG0007448	XP_029345102.1	NP_001261648.1
OG0007449	XP_029345165.1	NP_001260996.1
OG0007450	XP_029345266.1	NP_476610.2
OG0007451	XP_029345531.1	NP_001303362.1
OG0007452	XP_029345575.1	NP_001097631.1
OG0007453	XP_029345592.1	NP_611939.1
OG0007454	XP_029345611.1	NP_001261504.1
OG0007455	XP_029345654.1	NP_001014714.1
OG0007457	XP_029345832.1	NP_648279.1
OG0007458	XP_029346181.1	NP_001188523.1
OG0007459	XP_029346204.1	NP_610064.2
OG0007460	XP_029346208.1, XP_029346207.1	NP_001033999.2
OG0007461	XP_029346247.1	NP_001262364.1
OG0007462	XP_029346641.1	NP_525049.1
OG0007463	XP_029346663.1	NP_001246825.1
OG0007464	XP_029346784.1	NP_572826.1
OG0007465	XP_029346804.1	NP_477009.1
OG0007466	XP_029346825.1	NP_650521.1
OG0007467	XP_029347041.1	NP_569870.1
OG0007468	XP_029347189.1	NP_001262211.1
OG0007469	XP_029347254.1	NP_001245927.1
OG0007470	XP_029347271.1	NP_001162871.1
OG0007472	XP_029347824.1	NP_648814.3
OG0007473	XP_029348044.1	NP_730506.1
OG0007474	XP_029348482.1	NP_652012.1
OG0007604	NP_001153824.1, XP_029348239.1	NP_650690.1
OG0007605	NP_001155404.1	NP_001138076.1
OG0007606	NP_001155420.1	NP_001260247.1
OG0007607	NP_001155447.1	NP_001285625.1
OG0007608	NP_001155537.1	NP_001285171.1
OG0007609	NP_001155565.1	NP_001285162.1
OG0007611	NP_001156061.1	NP_001189075.1
OG0007612	NP_001156143.1	NP_649300.1
OG0007613	XP_016658394.1, NP_001156144.1	NP_525055.1
OG0007614	NP_001156209.1, XP_008181006.1	NP_001014461.1
OG0007615	NP_001156281.1	NP_650552.3
OG0007616	NP_001156306.1	NP_523418.1
OG0007617	XP_003243529.1, NP_001156834.1	NP_001286270.1, NP_001286268.1
OG0007618	NP_001156839.1	NP_609162.1
OG0007619	NP_001193398.1	NP_001261289.1
OG0007620	XP_016662747.1, NP_001232958.1	NP_648100.2
OG0007621	NP_001280277.1	NP_572241.2
OG0007622	NP_001284567.1	NP_725699.1
OG0007623	XP_001942626.1	NP_001097727.1
OG0007624	XP_001942723.1	NP_648101.1
OG0007625	XP_001942941.2	NP_647747.1
OG0007628	XP_001943783.2	NP_609026.1
OG0007629	XP_001944263.2	NP_723797.3
OG0007630	XP_001944271.1	NP_725536.1
OG0007631	XP_001945095.2	NP_726557.3
OG0007633	XP_001945178.1	NP_570023.1
OG0007634	XP_001945188.2	NP_649951.1
OG0007635	XP_001945200.2	NP_649519.1
OG0007636	XP_001945323.2	NP_649865.1
OG0007637	XP_001945687.2	NP_732797.1, NP_651095.1
OG0007639	XP_001945740.1	NP_650933.2
OG0007640	XP_029342883.1, XP_001946214.2	NP_001246971.1
OG0007642	XP_001950260.2, XP_016663149.1, XP_001946251.2, XP_003247232.1	NP_001137962.1
OG0007643	XP_001946310.1	NP_001014650.2
OG0007645	XP_001946512.2	NP_610944.1
OG0007647	XP_001946700.1	NP_001261746.1
OG0007648	XP_001946749.2	NP_570054.2
OG0007651	XP_001946985.2	NP_572245.1
OG0007652	XP_001947344.2, XP_008185766.1	NP_730941.1
OG0007653	XP_001947478.1	NP_730954.2
OG0007654	XP_001947827.4	NP_995767.1
OG0007655	XP_001947978.1	NP_724049.1
OG0007656	XP_001948076.2	NP_611456.1
OG0007657	XP_001948163.2	NP_001162887.1
OG0007659	XP_001948681.1	NP_001263130.1
OG0007660	XP_001948965.2	NP_001015319.1
OG0007661	XP_001949030.2	NP_647853.1
OG0007662	XP_001949043.2	NP_001285205.1
OG0007663	XP_001949151.1	NP_523653.2
OG0007664	XP_001949807.2	NP_612113.2
OG0007665	XP_001949843.1	NP_649631.1
OG0007666	XP_001949873.2	NP_001245864.1
OG0007667	XP_001950003.2	NP_524876.1
OG0007668	XP_001950112.1	NP_651126.3
OG0007669	XP_001950330.1	NP_524428.1
OG0007670	XP_001950452.1	NP_729078.1
OG0007671	XP_001950585.1	NP_477479.1
OG0007673	XP_001950996.2	NP_609557.1
OG0007674	XP_001951035.1, XP_008178466.1	NP_728102.1
OG0007675	XP_001951146.2	NP_611523.3
OG0007676	XP_001951188.1	NP_001285651.1
OG0007677	XP_001951423.2	NP_610801.1
OG0007681	XP_001952157.1	NP_611400.1
OG0007682	XP_001952193.2	NP_001262166.1
OG0007683	XP_001952371.1	NP_001260353.1
OG0007684	XP_016657793.1, XP_001952423.2	NP_611436.2
OG0007685	XP_001952489.2	NP_001036705.1
OG0007687	XP_001952499.2	NP_649509.1
OG0007688	XP_001952632.1	NP_609222.1
OG0007689	XP_001952657.2	NP_730096.2
OG0007690	XP_003240264.2	NP_477173.1
OG0007691	XP_003240441.1	NP_650164.1
OG0007692	XP_003240873.1	NP_001259660.1
OG0007694	XP_003241368.1	NP_650284.2
OG0007695	XP_003241370.1	NP_648165.1
OG0007696	XP_003241419.1	NP_001368974.1
OG0007697	XP_003242118.1	NP_650897.3
OG0007698	XP_003242291.1	NP_648335.1, NP_648333.1
OG0007699	XP_003243036.1	NP_476873.2
OG0007700	XP_003243355.1	NP_001260475.1
OG0007701	XP_003243837.1	NP_001188528.1
OG0007703	XP_003243992.1	NP_650921.1
OG0007704	XP_003244006.1	NP_731062.1
OG0007705	XP_003244027.1	NP_001285830.1
OG0007706	XP_003244143.1	NP_001262999.1
OG0007709	XP_003244661.1	NP_001246921.1
OG0007713	XP_003245101.1	NP_001262674.1
OG0007714	XP_003245168.1	NP_724773.1
OG0007715	XP_003245560.1	NP_611870.3
OG0007716	XP_003245794.1	NP_651119.2
OG0007717	XP_003245920.1	NP_651839.1
OG0007719	XP_003246718.1	NP_650291.1
OG0007720	XP_003246719.1	NP_001286654.1
OG0007721	XP_003246865.1	NP_611187.1
OG0007722	XP_003247022.1	NP_001262529.1
OG0007723	XP_003247210.1	NP_995865.2
OG0007726	XP_003247595.1	NP_001014505.1
OG0007729	XP_003248724.1, XP_008183566.1	NP_001369021.1
OG0007730	XP_008178731.1	NP_001261818.1
OG0007731	XP_008180778.1	NP_524840.2
OG0007732	XP_008181009.1	NP_647793.1
OG0007733	XP_008181251.1	NP_651951.1
OG0007734	XP_008181312.1	NP_001285037.1
OG0007735	XP_008181833.1	NP_572355.1
OG0007737	XP_008182207.2	NP_001286043.1
OG0007740	XP_008182646.1	NP_524458.1
OG0007742	XP_008182998.1	NP_648054.2
OG0007743	XP_008183334.1	NP_651756.1
OG0007745	XP_008183622.1	NP_651936.1
OG0007746	XP_008184460.1	NP_001286087.1
OG0007747	XP_008184525.1	NP_572870.2
OG0007748	XP_008184641.1	NP_611186.2
OG0007749	XP_008185200.1	NP_611968.1
OG0007750	XP_008185401.1	NP_731331.1
OG0007751	XP_008185491.1	NP_573302.1
OG0007752	XP_008185698.1	NP_729364.1
OG0007754	XP_008186050.2, XP_029344498.1	NP_524658.2
OG0007755	XP_008186112.1	NP_609369.1
OG0007756	XP_008186610.1	NP_608509.1
OG0007758	XP_008187338.1	NP_001261081.1
OG0007759	XP_008187824.1	NP_001097287.1
OG0007760	XP_008187924.1	NP_729947.2
OG0007763	XP_008188335.1	NP_648509.1
OG0007768	XP_008189942.1	NP_611650.2
OG0007770	XP_016657642.1	NP_001259730.1
OG0007771	XP_016658684.2	NP_611111.1
OG0007773	XP_016661950.1	NP_001246211.1
OG0007774	XP_016662146.1	NP_476705.1
OG0007777	XP_029341080.1	NP_523394.1
OG0007778	XP_029342118.1	NP_001246033.1
OG0007779	XP_029342442.1	NP_001259060.1
OG0007781	XP_029342716.1, XP_029342715.1	NP_001262393.1
OG0007782	XP_029342776.1	NP_650019.6
OG0007784	XP_029343072.1	NP_001097796.1
OG0007786	XP_029343471.1	NP_610349.1
OG0007787	XP_029343762.1	NP_001285757.1
OG0007788	XP_029343997.1	NP_001286044.1
OG0007789	XP_029344069.1	NP_788719.1
OG0007790	XP_029344118.1	NP_476962.1
OG0007792	XP_029344898.1	NP_610502.1
OG0007795	XP_029347019.1	NP_652334.2
OG0007796	XP_029347309.1	NP_001014605.1
OG0007957	NP_001129376.1	NP_477314.1
OG0007958	NP_001155421.1	NP_651459.2
OG0007959	NP_001155684.1	NP_788592.1
OG0007960	NP_001156057.1	NP_724939.1
OG0007962	NP_001161423.1	NP_001033852.1
OG0007964	NP_001191977.1, XP_029348197.1, XP_008188908.1	NP_001260311.1
OG0007965	XP_029341962.1, NP_001192053.1, NP_001280356.1, XP_029342567.1	NP_730119.1
OG0007969	NP_001243520.1	NP_523918.1
OG0007970	NP_001280345.1	NP_729504.2
OG0007972	XP_001942877.1	NP_728490.1
OG0007976	XP_001944330.2	NP_001137622.1
OG0007977	XP_001944496.2	NP_001188730.1
OG0007978	XP_001944616.1	NP_732262.1
OG0007979	XP_008184917.1, XP_001944640.1, XP_008184916.1, XP_016661437.1, XP_003245806.1	NP_001188664.1, NP_608976.1, NP_608977.1
OG0007985	XP_001947096.1	NP_609889.1
OG0007986	XP_001947107.1	NP_476948.1
OG0007989	XP_001947706.4	NP_572469.1
OG0007990	XP_001948424.1	NP_611591.3
OG0007992	XP_001948708.1	NP_650527.2
OG0007993	XP_001948908.2	NP_650243.2, NP_001260058.1
OG0007994	XP_001948915.2, XP_029347488.1	NP_001246838.1
OG0007999	XP_001950556.1	NP_001261480.1
OG0008000	XP_001950804.2, XP_029343662.1	NP_001138080.1
OG0008001	XP_001951621.1	NP_001259838.1
OG0008003	XP_001952087.1	NP_001285237.1
OG0008004	XP_001952135.2	NP_572963.1
OG0008005	XP_001952865.2	NP_524060.2
OG0008007	XP_003240630.1	NP_572674.3
OG0008008	XP_008189869.1, XP_003240932.1	NP_001163093.1
OG0008009	XP_003241495.1	NP_001096891.1
OG0008010	XP_003241996.1	NP_572998.1
OG0008011	XP_003242054.1	NP_572815.3
OG0008012	XP_003242165.1	NP_731873.1
OG0008013	XP_003242223.1	NP_788420.1
OG0008015	XP_003244182.1	NP_001097200.1
OG0008017	XP_003245033.1	NP_651833.1
OG0008018	XP_003245054.1	NP_001262334.1
OG0008019	XP_003245898.1	NP_001262899.1
OG0008022	XP_003246350.1	NP_001261059.1
OG0008023	XP_003247102.2	NP_725104.1
OG0008024	XP_003247427.1	NP_477187.1
OG0008026	XP_003248240.1	NP_609191.1
OG0008031	XP_008179129.1	NP_726504.2
OG0008032	XP_008180185.1	NP_001097743.1
OG0008038	XP_008183157.1	NP_001261317.1
OG0008043	XP_008187208.1	NP_572685.2
OG0008044	XP_008187214.1	NP_001027079.1
OG0008045	XP_008187547.1	NP_608809.1
OG0008047	XP_008187922.1	NP_001163108.1
OG0008049	XP_016656490.1	NP_001097169.1
OG0008051	XP_016657952.1	NP_612008.1
OG0008053	XP_016661047.1	NP_001259309.1
OG0008055	XP_016664207.1	NP_001245414.1
OG0008056	XP_029341529.1	NP_610420.1
OG0008057	XP_029342031.1, XP_029342578.1	NP_649132.1
OG0008058	XP_029342044.1	NP_648911.1
OG0008059	XP_029342341.1	NP_608972.1
OG0008063	XP_029343592.1	NP_001260338.1
OG0008065	XP_029345145.1	NP_001097011.1
OG0008066	XP_029345178.1	NP_608823.2
OG0008067	XP_029346149.1	NP_001097887.1
OG0008068	XP_029346985.1, XP_029348244.1	NP_729101.2
OG0008200	NP_001155719.1	NP_001259147.1
OG0008202	NP_001156573.1	NP_652187.1
OG0008203	XP_003248719.1, NP_001156900.1	NP_652383.1
OG0008205	NP_001233070.1	NP_649102.3
OG0008208	NP_001280639.1	NP_573061.2
OG0008209	XP_001943036.2	NP_477351.1
OG0008210	XP_001943149.2	NP_001245416.1
OG0008213	XP_001945230.2	NP_649371.2
OG0008217	XP_001946866.2	NP_001036744.1
OG0008219	XP_001950106.1	NP_001287613.1
OG0008220	XP_001951416.1	NP_572999.1
OG0008222	XP_001952454.2	NP_730271.1
OG0008223	XP_016657626.1, XP_001952621.2	NP_611239.1
OG0008225	XP_016658074.1, XP_003240308.1	NP_001014730.1
OG0008228	XP_003242607.1	NP_001245468.1
OG0008230	XP_003243883.1	NP_610241.1
OG0008232	XP_003244946.1	NP_001262647.1
OG0008233	XP_003245059.1	NP_001259789.1
OG0008237	XP_003246929.3	NP_729470.1
OG0008239	XP_003247893.2	NP_001163345.1
OG0008240	XP_008179396.1	NP_001036572.1
OG0008246	XP_029343112.1, XP_029348698.1	NP_001261283.1
OG0008247	XP_008186626.1	NP_001287355.1
OG0008248	XP_008186665.1	NP_001262109.1
OG0008249	XP_008186787.1	NP_001287309.1
OG0008252	XP_008188533.2	NP_001303355.1
OG0008254	XP_016657286.1	NP_609289.1
OG0008259	XP_016662856.1	NP_647931.1
OG0008260	XP_016663092.1	NP_724347.3
OG0008263	XP_029342166.1	NP_649647.1
OG0008264	XP_029342631.1	NP_476895.1
OG0008268	XP_029344490.1	NP_001285146.1
OG0008269	XP_029344562.1	NP_001014636.1
OG0008270	XP_029344756.1	NP_001014717.1, NP_001285040.1
OG0008271	XP_029347002.1	NP_001285550.1
OG0008272	XP_029347156.1	NP_996062.3
OG0008403	XP_008185183.1, NP_001155255.1, NP_001155257.1, NP_001155256.1	NP_001162693.1
OG0008405	NP_001156241.1	NP_650695.1
OG0008406	NP_001156270.1	NP_649778.1, NP_569932.1
OG0008407	NP_001156693.1	NP_001137926.1
OG0008408	NP_001233029.1	NP_610846.2
OG0008409	XP_016663375.1, NP_001280274.1	NP_573054.2
OG0008410	XP_016662774.1, NP_001280354.1	NP_727668.2
OG0008412	XP_001943473.2	NP_726013.2
OG0008418	XP_029348323.1, XP_001947976.2, XP_016658191.1, XP_029344307.1, XP_001947716.2, XP_029344298.1, XP_008186635.1, XP_029348008.1, XP_029342321.1, XP_029348051.1, XP_029348609.1	NP_001097656.1, NP_788556.1, NP_788553.1
OG0008423	XP_001949131.1	NP_609539.1
OG0008425	XP_001950248.1	NP_001261848.1
OG0008426	XP_001950275.2	NP_650036.2
OG0008427	XP_008184623.1, XP_001951043.2	NP_648627.1
OG0008430	XP_001952674.2, XP_001952691.2, XP_029345452.1, XP_029345453.1	NP_651391.1
OG0008432	XP_003240562.1	NP_001137913.1
OG0008436	XP_003242766.1	NP_001137754.1
OG0008437	XP_003243020.1	NP_649246.1
OG0008438	XP_003245035.1	NP_650378.1
OG0008439	XP_003245440.1	NP_001036534.2
OG0008444	XP_008179386.2	NP_477492.1
OG0008446	XP_008180577.1	NP_001096985.2
OG0008448	XP_008181188.1, XP_029348127.1, XP_029348128.1, XP_029342228.1, XP_029341572.1, XP_029343722.1, XP_029346322.1, XP_029348310.1, XP_029348527.1, XP_029344872.1, XP_016659533.1, XP_008189595.2, XP_029342354.1, XP_016662401.2, XP_016663862.1	NP_001259122.2
OG0008450	XP_008184332.1	NP_569833.1
OG0008451	XP_008185074.1	NP_524034.2
OG0008453	XP_008186014.1	NP_001260923.1
OG0008455	XP_008187435.1	NP_001137733.1
OG0008460	XP_016659060.1	NP_609313.2
OG0008463	XP_016660802.1	NP_001334732.1
OG0008467	XP_029342248.1	NP_608460.1
OG0008469	XP_029342639.1	NP_001247103.1
OG0008473	XP_029344423.1	NP_001303466.1
OG0008476	XP_029345862.1	NP_001263071.1
OG0008478	XP_029346141.1	NP_651517.1
OG0008480	XP_029347774.1	NP_001027234.1
OG0008600	NP_001155511.1, XP_001948579.2	NP_609556.2
OG0008602	NP_001156450.1	NP_001188993.1
OG0008603	NP_001288022.1	NP_001259772.1
OG0008607	XP_001944408.4	NP_609206.1
OG0008609	XP_001944610.1	NP_001245775.1
OG0008614	XP_001946585.1	NP_001260730.1, NP_001286101.1
OG0008614	XP_029348049.1	NP_611558.2
OG0008615	XP_016663820.1, XP_001946800.1	NP_650458.1
OG0008621	XP_003242876.1	NP_727152.1
OG0008628	XP_003247293.1	NP_612085.1
OG0008634	XP_008181716.1, XP_008179419.1	NP_729755.1
OG0008636	XP_008183380.1	NP_573031.1
OG0008637	XP_008184736.1	NP_573063.1
OG0008638	XP_008188304.1	NP_001245821.1
OG0008641	XP_029347813.1, XP_008189720.3	NP_001137677.1
OG0008642	XP_008190014.1	NP_001247300.1
OG0008645	XP_016660723.1	NP_728821.2
OG0008648	XP_016663567.1	NP_610288.1
OG0008649	XP_029343677.1	NP_001262320.1
OG0008652	XP_029347655.1	NP_001261248.1
OG0008653	YP_002323932.1	YP_009047268.1
OG0008794	NP_001138903.1	NP_001097595.1
OG0008796	NP_001164531.1, XP_016662779.1	NP_001014576.1
OG0008797	NP_001177742.1	NP_001261057.1
OG0008804	XP_001945156.2	NP_611615.1, NP_611404.1, NP_610504.4
OG0008805	XP_029348691.1, XP_001946393.1, XP_029348405.1	NP_001368967.1
OG0008806	XP_001948103.1	NP_610615.1
OG0008809	XP_001951826.2	NP_609939.1
OG0008810	XP_001952005.1	NP_001262630.1
OG0008812	XP_003240277.1	NP_523552.1
OG0008813	XP_029346981.1	NP_001263076.1
OG0008813	XP_029347362.1, XP_003241504.3	NP_609017.2, NP_609016.2, NP_651704.2, NP_651705.2, NP_651708.2
OG0008823	XP_016662813.1, XP_008186572.1	NP_001097475.2
OG0008828	XP_008189463.1	NP_001259865.1
OG0008829	XP_016657946.1	NP_001138171.1
OG0008832	XP_016661556.1	NP_729788.1
OG0009007	NP_001156151.1	NP_651111.1, NP_651114.1
OG0009016	XP_003243824.2	NP_648772.1
OG0009019	XP_029342804.1, XP_003247562.1, XP_016663526.1, XP_016663523.1, XP_008187513.2, XP_029342803.1	NP_001162929.1
OG0009020	XP_003247956.1	NP_572657.2, NP_648679.1, NP_524062.1, NP_608824.1, NP_608840.1, NP_608754.1
OG0009023	XP_008189616.1, XP_008185112.1	NP_001261721.1
OG0009026	XP_029347403.1	NP_001034068.2
