Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0006405	XP_003245615.1, XP_016661270.1	XP_039309350.1
OG0006406	XP_003245669.1	XP_011169732.1
OG0006407	XP_003245819.1	XP_011176344.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_011158562.1
OG0006409	XP_003245897.1	XP_025991991.1
OG0006410	XP_003246161.1	XP_025990434.1
OG0006411	XP_003246175.1	XP_011169276.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_011159633.1
OG0006413	XP_003246335.1	XP_039309746.1
OG0006414	XP_003246346.2	XP_011160589.1
OG0006415	XP_003246390.1	XP_025991635.1
OG0006416	XP_003246449.1	XP_011172610.1
OG0006417	XP_003246632.1	XP_039312152.1, XP_039312151.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_025991348.1
OG0006419	XP_003247173.1	XP_011157849.1
OG0006420	XP_003247184.1	XP_011175660.1
OG0006421	XP_003247201.1	XP_025988665.2
OG0006422	XP_003247301.1, XP_016661461.1	XP_011171069.1
OG0006423	XP_003247452.1	XP_039307358.1
OG0006424	XP_003247629.1	XP_039312804.1
OG0006425	XP_003247702.1	XP_039311124.1
OG0006426	XP_003247938.1	XP_011166575.1
OG0006427	XP_003247943.1	XP_011159580.1
OG0006428	XP_003247997.1	XP_039302255.1
OG0006429	XP_003248166.1	XP_011176247.1
OG0006430	XP_003248237.1	XP_011158452.1
OG0006431	XP_008178148.1	XP_011175541.1
OG0006432	XP_008178177.1	XP_011158894.2
OG0006433	XP_008178640.1	XP_039304130.1, XP_011175173.1
OG0006434	XP_008178683.1	XP_011176006.1
OG0006435	XP_008178686.1	XP_011159664.2
OG0006437	XP_008178831.1, XP_008178830.1	XP_011166538.1
OG0006438	XP_008178863.1	XP_025994002.2
OG0006439	XP_008178919.1	XP_025994547.2
OG0006440	XP_008178920.1, XP_016656597.1	XP_011162848.1
OG0006441	XP_008178985.1	XP_039310099.1
OG0006442	XP_008178991.1	XP_011164341.1, XP_011164339.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_011173603.1
OG0006444	XP_008179097.1	XP_011155553.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_011159349.1
OG0006446	XP_008179298.3	XP_011156009.2, XP_039310128.1
OG0006447	XP_008179372.1	XP_011159527.1
OG0006448	XP_008179416.1	XP_011164332.2
OG0006449	XP_008179451.3	XP_011170093.1
OG0006450	XP_008179524.1	XP_039311906.1, XP_011159995.1
OG0006451	XP_008179625.2	XP_011166450.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_025994803.1
OG0006453	XP_008179877.1, XP_008179876.1	XP_011162237.2, XP_025986902.2, XP_039301877.1
OG0006454	XP_008180045.1	XP_011162841.1
OG0006455	XP_008180062.1	XP_025986969.2
OG0006456	XP_008180168.1	XP_011158785.1
OG0006457	XP_008180170.1	XP_011175818.1
OG0006458	XP_008180181.1	XP_025989708.1
OG0006459	XP_008180343.1	XP_011159549.2
OG0006460	XP_008180364.1	XP_025989473.1
OG0006461	XP_008183875.1, XP_008189629.1, XP_029341275.1	XP_039315439.1, XP_039307974.1
OG0006461	XP_016660505.1	XP_039315252.1, XP_039308984.1
OG0006461	XP_008180430.1	XP_039304964.1, XP_039304965.1, XP_039304963.1, XP_039304962.1, XP_025987760.2, XP_039313125.1, XP_039313126.1, XP_039303468.1, XP_039301707.1
OG0006462	XP_008180802.1	XP_011163222.1
OG0006463	XP_008180895.1	XP_039309141.1
OG0006464	XP_008180955.1	XP_011169409.1
OG0006465	XP_008181054.1	XP_039313701.1
OG0006466	XP_008181294.1	XP_011162077.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_011160756.1
OG0006468	XP_008181372.1	XP_011173335.1
OG0006469	XP_008181449.2	XP_011166486.1
OG0006470	XP_008181522.3, XP_029348707.1	XP_039314721.1
OG0006471	XP_008181728.1	XP_011168622.1
OG0006472	XP_008181895.1	XP_039314149.1
OG0006473	XP_008181943.2	XP_011175426.1
OG0006474	XP_008181960.1	XP_025989430.1
OG0006475	XP_008182114.1	XP_011169027.1
OG0006476	XP_008182139.1	XP_025991362.2
OG0006477	XP_008182234.1	XP_011167962.1
OG0006478	XP_008182373.1	XP_011158446.1
OG0006480	XP_008182487.1, XP_008182488.1	XP_011167697.1
OG0006482	XP_008182517.1	XP_011166393.1
OG0006483	XP_008182534.1	XP_025987606.1
OG0006484	XP_008182546.1	XP_039305928.1
OG0006485	XP_008182577.1	XP_025993647.2
OG0006486	XP_008182670.1	XP_025993950.1
OG0006488	XP_008182940.2	XP_011161557.1
OG0006489	XP_008183074.1	XP_039302220.1, XP_011164246.1
OG0006490	XP_008183092.2	XP_011156270.2
OG0006491	XP_008183222.1	XP_025988853.2
OG0006492	XP_029342110.1, XP_008183308.2	XP_011159872.1
OG0006493	XP_008183419.1	XP_039304189.1
OG0006494	XP_008183565.1, XP_008183564.1	XP_011170724.1
OG0006495	XP_016660550.1, XP_008183683.1, XP_008183582.1	XP_025988646.1
OG0006496	XP_008183779.1	XP_039314073.1
OG0006497	XP_008183783.1, XP_008183784.1	XP_039307574.1
OG0006498	XP_008183797.1	XP_025997238.1, XP_039313589.1
OG0006499	XP_008183802.2, XP_008185219.1	XP_039305585.1
OG0006500	XP_008183931.1	XP_011159870.1
OG0006501	XP_008183935.1	XP_025986145.1
OG0006502	XP_008183951.1	XP_011161841.1, XP_025988953.1
OG0006503	XP_008183996.1	XP_011161443.1
OG0006504	XP_008184243.1	XP_039305131.1
OG0006505	XP_008184579.1	XP_039311023.1
OG0006506	XP_008184597.1	XP_011168337.1
OG0006507	XP_008184788.1	XP_039307604.1
OG0006508	XP_008184807.1	XP_039311593.1
OG0006509	XP_008185014.2	XP_039314180.1, XP_039314181.1
OG0006510	XP_029348512.1, XP_008185167.1	XP_039310881.1
OG0006511	XP_008185287.1	XP_011175693.1, XP_011175692.1
OG0006512	XP_008185342.1	XP_011170513.3
OG0006513	XP_008185345.1	XP_011170512.1
OG0006514	XP_008185472.1	XP_011164205.1
OG0006515	XP_008185775.1	XP_011167362.1
OG0006516	XP_008185811.1	XP_011173610.2
OG0006517	XP_008185932.1	XP_025990004.1
OG0006518	XP_008186152.1	XP_011168015.1
OG0006519	XP_008186190.1	XP_011167262.1
OG0006520	XP_008186244.1	XP_011168037.1
OG0006521	XP_008186296.1	XP_039313358.1
OG0006522	XP_008186299.1, XP_016662586.1	XP_011170689.2
OG0006523	XP_029343354.1, XP_008186396.1	XP_011155949.3
OG0006524	XP_008186510.1	XP_025994697.1
OG0006525	XP_008186525.1	XP_011172944.1
OG0006526	XP_008186676.1	XP_039312923.1
OG0006527	XP_008186679.1	XP_011162858.1
OG0006528	XP_008186714.1	XP_025990126.1
OG0006529	XP_008186778.1	XP_039302450.1
OG0006530	XP_008186907.1	XP_039314502.1, XP_011172382.2
OG0006531	XP_008187024.1	XP_039311631.1
OG0006532	XP_008187026.1, XP_016663147.1	XP_025996167.1, XP_025996168.1
OG0006533	XP_008187106.1	XP_011165918.1
OG0006534	XP_008187122.1	XP_011156979.1
OG0006535	XP_008187131.1	XP_025995766.2
OG0006536	XP_008187179.1	XP_011167625.2
OG0006537	XP_008187316.1	XP_025986856.1
OG0006538	XP_008187462.1	XP_039308372.1
OG0006539	XP_008187525.1	XP_011159271.1
OG0006540	XP_008187602.1	XP_011172094.1
OG0006541	XP_008187606.2	XP_039307972.1
OG0006542	XP_008187714.2	XP_039313351.1
OG0006543	XP_008187748.1	XP_039312315.1
OG0006544	XP_008187882.1	XP_011157489.1
OG0006545	XP_008187926.1	XP_039303592.1
OG0006546	XP_008188066.2, XP_008188067.2	XP_011162157.1
OG0006547	XP_016663920.1, XP_008188068.1	XP_011170204.2, XP_011170203.2
OG0006548	XP_008188128.1	XP_011169372.1
OG0006549	XP_008188145.1, XP_008188146.1	XP_011166260.1
OG0006550	XP_008188248.1, XP_016664091.1	XP_039312569.1
OG0006551	XP_008188294.1	XP_011160725.2
OG0006552	XP_008188299.1	XP_025991438.1
OG0006553	XP_008188561.2	XP_011162827.1
OG0006554	XP_008188736.1, XP_016658051.1	XP_039306850.1
OG0006555	XP_008188744.1	XP_039310536.1
OG0006556	XP_008189342.1, XP_008189345.1	XP_011169374.1
OG0006557	XP_008189525.1, XP_029342554.1	XP_011162222.2
OG0006558	XP_008190020.1	XP_011164542.2
OG0006559	XP_008190197.1	XP_039313234.1
OG0006560	XP_029343318.1, XP_016655755.1	XP_011164544.2
OG0006561	XP_016655765.1	XP_025992921.1
OG0006562	XP_016655999.1	XP_011169588.1
OG0006564	XP_016656285.1	XP_039308412.1
OG0006565	XP_016656665.1	XP_011172199.1
OG0006566	XP_016656818.1	XP_039304025.1
OG0006567	XP_029341513.1	XP_039309421.1
OG0006567	XP_029348421.1, XP_029342304.1, XP_029346099.1, XP_029348481.1, XP_029347831.1, XP_029342078.1, XP_029347662.1, XP_016656983.2, XP_029342241.1, XP_029341569.1, XP_016661494.1, XP_016658987.1, XP_029342071.1, XP_016659299.1, XP_029346277.1, XP_016662871.1, XP_029348054.1, XP_016656867.1, XP_016659852.1	XP_025995617.2
OG0006568	XP_016657343.1	XP_011170778.1
OG0006569	XP_029341852.1, XP_016657969.1, XP_029347815.1, XP_016664013.2, XP_029341548.1, XP_029348414.1, XP_029341447.1, XP_029348276.1, XP_029347804.1, XP_029340899.1, XP_029342310.1, XP_029348210.1, XP_029348603.1	XP_039311984.1, XP_039315438.1, XP_039314841.1, XP_039305720.1, XP_039304132.1, XP_039306190.1, XP_039302991.1, XP_039306808.1
OG0006570	XP_016658528.1	XP_025995770.1
OG0006571	XP_029343067.1, XP_016658542.1	XP_025996402.1
OG0006572	XP_016658728.1, XP_016658734.1	XP_025990305.2
OG0006573	XP_016658857.1	XP_011167713.1
OG0006574	XP_016658943.1	XP_025988965.1
OG0006576	XP_016659350.1	XP_011156358.1
OG0006577	XP_016659351.1, XP_029346211.1	XP_011157800.1
OG0006578	XP_016659365.1	XP_025994004.1
OG0006579	XP_016659419.2	XP_025997255.1, XP_039308259.1
OG0006580	XP_016659466.1	XP_011167006.1
OG0006581	XP_016659678.1	XP_011164646.2
OG0006582	XP_016660278.1	XP_039305110.1
OG0006583	XP_016660283.2	XP_011156000.1
OG0006584	XP_016660296.1	XP_025988081.1
OG0006586	XP_016660492.1	XP_011169581.1
OG0006587	XP_016660931.1	XP_011166267.1, XP_011166266.1
OG0006588	XP_016661040.1	XP_039306701.1
OG0006589	XP_016661108.2	XP_011162360.1
OG0006590	XP_029341701.1, XP_016661118.1	XP_039306686.1
OG0006591	XP_016661440.1	XP_011156757.1
OG0006592	XP_016661734.1	XP_011173354.1
OG0006593	XP_016661801.1	XP_039305005.1
OG0006594	XP_029345567.1, XP_016661994.1	XP_011159876.1
OG0006595	XP_016662490.1	XP_011160244.2
OG0006596	XP_016662538.1, XP_016662539.1	XP_039313634.1
OG0006597	XP_016662635.1	XP_011169186.2
OG0006598	XP_016662766.1	XP_011166715.1
OG0006599	XP_016662811.1	XP_039313776.1
OG0006600	XP_016662821.1	XP_025993622.2
OG0006601	XP_016663050.1	XP_025991767.2
OG0006602	XP_016663388.1	XP_039313990.1
OG0006603	XP_016663490.1	XP_039315293.1
OG0006604	XP_016663568.1	XP_011165083.1
OG0006605	XP_016663620.1	XP_011164000.2
OG0006606	XP_016663809.1	XP_025986979.2
OG0006607	XP_016663812.1	XP_011176016.2
OG0006608	XP_016663861.1	XP_025987884.1
OG0006609	XP_016663864.1	XP_025992183.1
OG0006610	XP_016663928.1	XP_025991344.2
OG0006611	XP_016663975.1	XP_025985854.1
OG0006612	XP_016664430.1	XP_011172028.1
OG0006613	XP_016665003.1	XP_025997533.2, XP_039307709.1
OG0006614	XP_029340929.1	XP_025991088.1
OG0006615	XP_029340964.1	XP_011175355.1
OG0006616	XP_029341407.1	XP_025986561.1
OG0006617	XP_029342012.1	XP_011159983.2
OG0006618	XP_029342868.1, XP_029342075.1	XP_011164256.1
OG0006619	XP_029342082.1	XP_011166368.1
OG0006620	XP_029342174.1	XP_011167720.2
OG0006621	XP_029342207.1	XP_039302681.1
OG0006622	XP_029342525.1	XP_039315041.1
OG0006623	XP_029342571.1	XP_011170783.1
OG0006624	XP_029342782.1	XP_025986093.1
OG0006625	XP_029342955.1	XP_039306525.1
OG0006626	XP_029343123.1	XP_039307982.1
OG0006627	XP_029343299.1	XP_011166205.1
OG0006628	XP_029343420.1	XP_011157255.1
OG0006629	XP_029343530.1	XP_011168275.1, XP_011168274.1
OG0006630	XP_029343744.1	XP_011165948.1
OG0006631	XP_029343753.1	XP_011157933.1
OG0006632	XP_029343804.1	XP_011169767.1
OG0006633	XP_029344052.1	XP_011163415.1
OG0006634	XP_029344056.1	XP_025993711.2
OG0006635	XP_029344217.1	XP_011166768.1
OG0006636	XP_029344219.1	XP_011165614.2
OG0006637	XP_029344368.1	XP_039309880.1
OG0006638	XP_029344379.1	XP_039306535.1, XP_011175208.1
OG0006639	XP_029344508.1	XP_039314846.1
OG0006640	XP_029344533.1	XP_011165610.2
OG0006641	XP_029344632.1	XP_025990359.1
OG0006642	XP_029344647.1	XP_039310868.1
OG0006643	XP_029344657.1	XP_039303894.1
OG0006644	XP_029344759.1	XP_039313374.1
OG0006645	XP_029344827.1	XP_039312683.1
OG0006646	XP_029344878.1	XP_039309830.1
OG0006647	XP_029344879.1	XP_011170777.1
OG0006648	XP_029345410.1	XP_011158040.1
OG0006649	XP_029345468.1	XP_025996569.1
OG0006650	XP_029345497.1	XP_039311832.1
OG0006651	XP_029345628.1	XP_011160808.2
OG0006652	XP_029345830.1	XP_039310625.1
OG0006653	XP_029345883.1	XP_025989117.1
OG0006654	XP_029345919.1	XP_025992893.1
OG0006655	XP_029346008.1	XP_011162143.1
OG0006656	XP_029346459.1	XP_011176029.1
OG0006657	XP_029346493.1	XP_011168510.1
OG0006658	XP_029346772.1	XP_011163947.1
OG0006659	XP_029346780.1	XP_025992074.2
OG0006660	XP_029346826.1	XP_039312006.1
OG0006661	XP_029346975.1	XP_011155897.1
OG0006662	XP_029347060.1	XP_039307590.1
OG0006663	XP_029347080.1	XP_025992115.1
OG0006664	XP_029347086.1	XP_039310080.1
OG0006665	XP_029347314.1	XP_039306705.1, XP_011157372.1
OG0006666	XP_029347420.1	XP_011158410.2
OG0006667	XP_029347494.1	XP_025997063.1
OG0006669	XP_029348695.1	XP_039312382.1
OG0006670	XP_029348704.1	XP_039303286.1
OG0006671	XP_029348716.1	XP_011170097.1
OG0006798	NP_001119640.2	XP_025990007.1
OG0006799	NP_001119667.1	XP_025996658.1
OG0006800	NP_001119668.1	XP_011168715.1
OG0006801	NP_001119673.1	XP_011163166.1
OG0006802	NP_001153822.1, NP_001280470.1	XP_011167408.1
OG0006803	NP_001153823.1	XP_039307041.1
OG0006804	NP_001153869.1	XP_025991944.1
OG0006805	NP_001155373.1	XP_011168302.2
OG0006806	NP_001155381.1	XP_025987393.2
OG0006807	NP_001155385.1	XP_011162160.1
OG0006808	NP_001155388.1	XP_011165604.1
OG0006809	NP_001155398.1	XP_011172828.1
OG0006810	NP_001155407.1	XP_011155977.1
OG0006811	NP_001155408.1	XP_011170297.1
OG0006812	NP_001155416.1	XP_011169017.1
OG0006813	NP_001155428.1	XP_011161226.1
OG0006814	NP_001155429.1	NP_001291537.1
OG0006815	NP_001155494.1	XP_011161467.1
OG0006816	NP_001155510.1	XP_025991711.1
OG0006817	NP_001155535.1, XP_008183560.1	XP_011167682.1
OG0006818	NP_001155552.1	XP_011157662.1
OG0006819	NP_001155559.1	XP_011158807.1
OG0006820	NP_001155573.1	XP_011155675.1
OG0006821	NP_001155590.1	XP_039303711.1
OG0006822	NP_001155615.1	XP_011176399.1
OG0006823	NP_001155641.1	XP_039303593.1, XP_025993025.1
OG0006824	NP_001155650.1	XP_011158447.1
OG0006825	NP_001155675.1	XP_011168951.1
OG0006826	NP_001155676.1	XP_011155370.1
OG0006827	NP_001155688.1	XP_011156375.1
OG0006828	NP_001155697.1	XP_011163922.1
OG0006829	NP_001155723.1	XP_011168351.1
OG0006830	NP_001155730.1	XP_011162147.2
OG0006831	NP_001155738.1	XP_011161999.1
OG0006832	NP_001155784.1	XP_011172082.1
OG0006833	NP_001155792.1	XP_011161189.1
OG0006834	NP_001155799.1	XP_025987630.1
OG0006835	NP_001155808.1	XP_011166948.1
OG0006836	NP_001155831.1	XP_011169117.1
OG0006837	NP_001155906.1	XP_025985986.1
OG0006838	NP_001155929.1	XP_011168540.1
OG0006839	XP_016663016.1, NP_001156059.1	XP_025988539.1
OG0006840	NP_001156069.1	XP_011163936.2
OG0006841	NP_001156073.1	XP_011155627.1
OG0006842	NP_001156077.1	XP_011172417.1
OG0006843	NP_001156088.1, XP_008186450.1	XP_011158275.1
OG0006844	NP_001156090.1	XP_011161410.1
OG0006845	NP_001156114.1	XP_011156516.1
OG0006846	NP_001156116.1	XP_011165194.1, XP_011165191.1
OG0006847	NP_001156136.1	XP_011157965.1
OG0006848	NP_001156138.1	XP_011166844.1
OG0006849	NP_001156145.1	XP_011170969.1
OG0006850	NP_001156165.1	XP_011162559.1
OG0006851	NP_001156184.1	XP_011168599.1
OG0006852	NP_001156188.1	XP_039306913.1
OG0006853	NP_001156199.1	XP_011175199.1
OG0006854	NP_001156203.1	XP_011161500.1
OG0006855	NP_001156210.1	XP_039304202.1
OG0006856	NP_001156224.2	XP_011155864.2
OG0006857	NP_001156252.1	XP_011167091.1
OG0006858	NP_001156254.1	XP_011166355.1
OG0006859	NP_001156285.1	XP_025991358.2
OG0006860	NP_001156315.1	XP_011170328.2
OG0006861	NP_001156653.1	XP_039312819.1
OG0006862	NP_001156679.1	XP_011170995.1
OG0006863	NP_001156699.1	XP_011172628.1
OG0006864	NP_001156707.1	XP_011164043.1
OG0006865	NP_001161896.1	XP_025995970.1
OG0006866	NP_001165435.1	XP_025992525.1
OG0006867	NP_001165735.1	XP_011163140.1
OG0006868	NP_001165857.1	XP_011164146.1
OG0006869	NP_001191868.1	XP_011170318.1
OG0006870	NP_001191870.1	XP_011165354.1
OG0006871	NP_001191894.1	XP_011160858.1
OG0006872	NP_001191987.1	XP_011170427.1
OG0006873	NP_001192074.1, XP_008182087.1	XP_011175896.1
OG0006874	NP_001192092.1	XP_025997118.1
OG0006875	NP_001232934.1	XP_011173376.2
OG0006876	NP_001232941.1	XP_011156047.1
OG0006877	NP_001232942.1, XP_008180433.1	XP_011168125.1
OG0006878	NP_001232963.1	XP_039307986.1
OG0006879	NP_001232969.1	XP_025986620.1
OG0006880	NP_001232985.1	XP_011164983.1
OG0006881	NP_001232988.1, XP_008178713.1	XP_011175115.1
OG0006882	NP_001233003.1	XP_011170726.1
OG0006883	NP_001233015.1, XP_008188381.1	XP_011159332.2
OG0006884	NP_001233016.1	XP_011158660.1
OG0006885	NP_001233018.1	XP_011172260.1
OG0006886	NP_001233034.1	XP_011155598.2
OG0006887	NP_001233041.1	XP_011162472.1
OG0006888	NP_001233048.1	XP_011170187.1
OG0006889	NP_001233052.1	XP_039312642.1
OG0006890	NP_001233060.1	XP_025990083.1
OG0006891	NP_001233085.1	XP_011155931.1
OG0006892	NP_001280291.1	XP_011172426.1
OG0006893	NP_001280299.1	XP_011162880.2
OG0006894	NP_001280310.1	XP_011164954.1
OG0006895	NP_001280326.1	XP_011163228.1
OG0006896	NP_001280328.1	XP_011157724.1
OG0006897	NP_001280362.1	XP_025991950.1
OG0006898	NP_001280364.1	XP_011175550.2
OG0006899	NP_001280384.1	XP_025996263.1
OG0006900	NP_001280398.1	XP_039304227.1
OG0006901	XP_008182039.1, NP_001280421.1	XP_011160403.2
OG0006902	NP_001280455.1	XP_025992813.1
OG0006903	NP_001280466.1	XP_011168087.1
OG0006904	NP_001280476.1, XP_029342100.1	XP_039304896.1, XP_039311131.1
OG0006905	NP_001280480.1	XP_011165312.2
OG0006906	NP_001280483.1	XP_011169153.1
OG0006907	NP_001280640.1	XP_011160303.1
OG0006908	NP_001313564.1	XP_011163154.1
OG0006909	NP_001313578.1	XP_011175183.1
OG0006910	XP_001942527.2	XP_011158113.2
OG0006911	XP_001942545.1	XP_025988214.2
OG0006912	XP_001942566.2	XP_011158190.3
OG0006913	XP_016663532.1, XP_001942698.3	XP_025990575.1
OG0006914	XP_001942717.1	XP_011162567.1
OG0006915	XP_001942795.1	XP_011165510.1
OG0006916	XP_003247172.1, XP_001942811.1	XP_039309219.1
OG0006917	XP_001942837.1	XP_011159779.2
OG0006918	XP_001942897.1	XP_011176373.1
OG0006919	XP_001942911.2	XP_011163389.1
OG0006920	XP_001942954.2	XP_039302652.1
OG0006921	XP_001942963.2	XP_011168364.1
OG0006922	XP_001942992.1	XP_011166044.1
OG0006923	XP_001943057.1	XP_011167013.1
OG0006924	XP_001943061.1	XP_039301806.1
OG0006925	XP_001943068.1	XP_025987983.1
OG0006926	XP_001943091.2, XP_003245432.1	XP_039310015.1
OG0006927	XP_001943100.1	XP_011173517.1
OG0006928	XP_001943169.2	XP_039307264.1
OG0006929	XP_001943196.1	XP_025988918.1
OG0006930	XP_001943197.1	XP_011166430.2
OG0006931	XP_001943217.1	XP_025986323.1
OG0006932	XP_001943237.4	XP_025990985.1
OG0006933	XP_001943328.1	XP_011175428.1
OG0006934	XP_008181423.1, XP_001943346.2	XP_011168932.2
OG0006935	XP_001943349.1	XP_011168311.1
OG0006936	XP_001943355.3	XP_011161177.1, XP_011161178.1
OG0006937	XP_001943410.1	XP_025991919.1
OG0006938	XP_001943432.2	XP_011161422.1
OG0006939	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2	XP_011173708.3
OG0006940	XP_001943446.1	XP_011158521.1
OG0006941	XP_001943447.1	XP_025992126.1
OG0006942	XP_001943543.2	XP_039301927.1
OG0006943	XP_001943579.1	XP_011159500.1
OG0006944	XP_001943596.1	XP_011163294.1
OG0006945	XP_001943618.2	XP_011164397.1
OG0006946	XP_001943619.1	XP_011155489.1
OG0006947	XP_001943691.1	XP_025989324.1
OG0006948	XP_001943779.2	XP_011166086.1
OG0006949	XP_001943838.2	XP_025996968.1
OG0006950	XP_001943854.1	XP_011174346.1
OG0006951	XP_001943855.1	XP_011161131.1
OG0006952	XP_001943874.1	XP_011169317.1
OG0006953	XP_001943877.2	XP_039312037.1
OG0006954	XP_001943883.2	XP_039310217.1
OG0006955	XP_001943884.1	XP_025987217.2, XP_011160597.1
OG0006956	XP_001943982.1	XP_011173656.1
OG0006957	XP_001944012.3	XP_025986244.1
OG0006958	XP_001944046.2	XP_011155483.1
OG0006959	XP_001944049.2	XP_039314138.1
OG0006960	XP_001944073.2	XP_011167698.1
OG0006961	XP_001944078.1	XP_039303774.1
OG0006962	XP_001944084.1	XP_011173461.1
OG0006963	XP_001944117.1, XP_008186067.1, XP_016662386.1	XP_011159331.1
OG0006964	XP_001944128.2	XP_011167714.1
OG0006965	XP_001944165.3, XP_016656194.1	XP_011158266.1
OG0006966	XP_001944182.1	XP_039314503.1, XP_011172368.1
OG0006967	XP_016660275.1, XP_001944209.2	XP_039305151.1, XP_039305917.1
OG0006968	XP_001944227.2, XP_008185430.1	XP_011166196.1
OG0006969	XP_001944304.1	XP_039308918.1
OG0006970	XP_001944338.2	XP_039310580.1
OG0006971	XP_001944426.2	XP_025994196.2
OG0006972	XP_001944432.2	XP_039311409.1
OG0006973	XP_001944470.1	XP_011162679.1
OG0006974	XP_001944483.2	XP_011167602.1
OG0006975	XP_001944622.3	XP_025991372.1
OG0006976	XP_001944698.3	XP_011169432.1
OG0006977	XP_001944724.2	XP_011173387.2
OG0006978	XP_001944727.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_001944757.2	XP_039310946.1
OG0006980	XP_001944776.2	XP_039313697.1
OG0006981	XP_001944836.2	XP_039310706.1
OG0006982	XP_001944845.2	XP_039302772.1
OG0006983	XP_001944883.2	XP_011165080.1
OG0006984	XP_003244546.1, XP_001944908.1	XP_011161849.2
OG0006986	XP_001944991.2	XP_011160990.1
OG0006987	XP_001945003.1	XP_011175088.2
OG0006988	XP_001945024.1	XP_011169651.1
OG0006989	XP_001945035.1	XP_039313035.1
OG0006990	XP_001945046.2	XP_025993792.1
OG0006991	XP_001945072.1	XP_025987100.1
OG0006992	XP_001945117.1	XP_011165343.1
OG0006993	XP_001945124.2	XP_011160117.1
OG0006994	XP_001945135.1	XP_011162641.1
