Orthogroup	Acyrthosiphon_pisum	Dufourea_novaeangliae
OG0005986	XP_008187009.1, NP_001280335.1	XP_015430848.1
OG0005987	NP_001280341.1, XP_029341887.1, XP_001945194.2	XP_015438158.1
OG0005988	XP_001946901.1, NP_001280342.1	XP_015437843.1
OG0005989	NP_001280352.1	XP_015430786.1
OG0005990	NP_001280358.1	XP_015432302.1
OG0005991	NP_001280381.1	XP_015434736.1
OG0005992	NP_001280395.1, XP_029346882.1	XP_015432012.1
OG0005993	NP_001280414.1, XP_008187414.1	XP_015429231.1
OG0005994	NP_001280420.1	XP_015440340.1
OG0005995	XP_016663205.1, NP_001280430.1	XP_015428461.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_015437480.1
OG0005997	NP_001280453.1	XP_015428763.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_015430710.1
OG0005999	NP_001280477.1	XP_015431926.1
OG0006000	NP_001280485.1	XP_015439374.1, XP_015439373.1
OG0006001	NP_001313549.1	XP_015435378.1
OG0006002	NP_001313554.1	XP_015429971.1
OG0006003	NP_001313565.1	XP_015437495.1
OG0006004	NP_001313570.1	XP_015433313.1
OG0006005	NP_001313593.1	XP_015434478.1
OG0006006	XP_001942534.1	XP_015436347.1
OG0006007	XP_001942573.2	XP_015430680.1
OG0006008	XP_001942592.2	XP_015438204.1
OG0006009	XP_001942663.1	XP_015430180.1
OG0006010	XP_001942728.1	XP_015439761.1
OG0006011	XP_001942737.1	XP_015434659.1
OG0006012	XP_001942745.1	XP_015433989.1
OG0006013	XP_001942746.2	XP_015432206.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_015436452.1
OG0006015	XP_001942780.2	XP_015440253.1
OG0006016	XP_001942818.2	XP_015439382.1
OG0006017	XP_001942820.2	XP_015438235.1
OG0006018	XP_001942832.2	XP_015429204.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_015432196.1
OG0006020	XP_001942885.1	XP_015431940.1
OG0006021	XP_001942890.2	XP_015433113.1
OG0006022	XP_001942914.1	XP_015434737.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_015433392.1
OG0006024	XP_001942930.2	XP_015439254.1
OG0006025	XP_001942943.2	XP_015438414.1
OG0006026	XP_001942955.2	XP_015434628.1
OG0006027	XP_001942957.2	XP_015432052.1
OG0006028	XP_001942969.2	XP_015436524.1
OG0006029	XP_001943012.2	XP_015430480.1
OG0006030	XP_001943013.2	XP_015432618.1
OG0006031	XP_001943017.2	XP_015431242.1
OG0006032	XP_001943051.1	XP_015439014.1
OG0006033	XP_001943111.1	XP_015434465.1
OG0006034	XP_001943122.1	XP_015429947.1
OG0006035	XP_001943152.1	XP_015433895.1
OG0006036	XP_001943219.2	XP_015437648.1
OG0006037	XP_001943223.1	XP_015432169.1
OG0006038	XP_001943231.1	XP_015432027.1
OG0006039	XP_001943272.1	XP_015430632.1
OG0006040	XP_001943293.1	XP_015432019.1
OG0006041	XP_001943300.2	XP_015435119.1
OG0006042	XP_001943338.2	XP_015439890.1
OG0006043	XP_001943365.2	XP_015435256.1
OG0006044	XP_001943401.2	XP_015430888.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_015436426.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_015435126.1
OG0006047	XP_001943489.1	XP_015435531.1
OG0006048	XP_001943558.3	XP_015436260.1
OG0006049	XP_001943651.2	XP_015429519.1
OG0006050	XP_001943653.1	XP_015429022.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_015438426.1
OG0006052	XP_001943727.1	XP_015438149.1, XP_015438150.1
OG0006053	XP_001943731.2	XP_015429253.1
OG0006054	XP_001943765.1	XP_015434284.1
OG0006055	XP_001943831.2	XP_015436754.1
OG0006056	XP_001943840.2	XP_015436867.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_015432990.1
OG0006058	XP_001943886.1	XP_015432702.1
OG0006059	XP_001943895.2	XP_015438833.1
OG0006060	XP_001943933.2	XP_015429678.1
OG0006061	XP_001943966.2	XP_015432880.1
OG0006062	XP_001943983.1	XP_015430711.1
OG0006063	XP_001944025.1	XP_015436807.1
OG0006064	XP_001944044.1	XP_015435364.1
OG0006065	XP_001944107.2	XP_015429564.1
OG0006066	XP_001944113.1	XP_015429065.1
OG0006067	XP_001944116.1	XP_015429203.1
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_015432362.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_015435266.1
OG0006070	XP_001944291.2	XP_015436925.1
OG0006071	XP_001944307.2	XP_015429950.1
OG0006072	XP_001944318.1	XP_015434085.1
OG0006073	XP_001944319.2	XP_015433965.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_015437698.1
OG0006075	XP_001944489.1	XP_015436965.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_015440487.1
OG0006077	XP_001944540.1	XP_015435388.1
OG0006078	XP_001944546.2	XP_015429313.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_015430497.1
OG0006080	XP_001944611.1	XP_015438119.1
OG0006081	XP_001944615.3	XP_015430448.1
OG0006082	XP_001944638.1, XP_001946818.1	XP_015432710.1
OG0006083	XP_001944695.1	XP_015430440.1
OG0006084	XP_001944722.2	XP_015439755.1
OG0006085	XP_001944743.2	XP_015439875.1
OG0006086	XP_001944795.1	XP_015434412.1
OG0006087	XP_001944891.1	XP_015436947.1
OG0006088	XP_001944944.1	XP_015430762.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_015429599.1
OG0006090	XP_001944973.1	XP_015437758.1
OG0006091	XP_001944977.1	XP_015430970.1
OG0006092	XP_001944986.2	XP_015433813.1
OG0006093	XP_001945086.1	XP_015431827.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_015432915.1
OG0006095	XP_001945092.1	XP_015433342.1
OG0006096	XP_001945125.2	XP_015439346.1
OG0006097	XP_001945177.2	XP_015435632.1, XP_015435624.1
OG0006098	XP_001945184.2	XP_015429704.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_015433492.1
OG0006100	XP_001945247.1	XP_015438797.1
OG0006101	XP_001945259.1	XP_015431142.1, XP_015431143.1
OG0006102	XP_001945260.2	XP_015431462.1
OG0006103	XP_001945286.2	XP_015428589.1
OG0006104	XP_001945295.1	XP_015432985.1
OG0006105	XP_001945306.2	XP_015432108.1
OG0006106	XP_001945316.1	XP_015428873.1
OG0006107	XP_001945391.2	XP_015429189.1
OG0006108	XP_001945415.1	XP_015430062.1
OG0006109	XP_001945418.2	XP_015437055.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_015429609.1
OG0006111	XP_001945496.2	XP_015432468.1
OG0006112	XP_001945531.2	XP_015436631.1
OG0006113	XP_001945591.2	XP_015434656.1
OG0006114	XP_001945602.1	XP_015429464.1
OG0006115	XP_001945617.1	XP_015434916.1, XP_015434915.1
OG0006116	XP_001945628.2	XP_015436263.1
OG0006117	XP_001945631.2	XP_015434964.1
OG0006118	XP_001945645.2	XP_015439122.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_015439246.1
OG0006120	XP_001945659.2	XP_015439124.1
OG0006121	XP_001945688.2	XP_015430713.1
OG0006122	XP_001945753.2, XP_001948811.1	XP_015438611.1
OG0006123	XP_001945771.1	XP_015429659.1
OG0006124	XP_001945803.2	XP_015439884.1
OG0006125	XP_001945873.1	XP_015437671.1
OG0006126	XP_001945885.1	XP_015430292.1
OG0006127	XP_001945887.2	XP_015438756.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_015438031.1
OG0006129	XP_001945932.2, XP_016661485.1	XP_015437525.1
OG0006130	XP_001945945.1	XP_015430940.1
OG0006131	XP_001945995.1	XP_015439960.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_015433298.1
OG0006133	XP_001946006.2	XP_015437184.1, XP_015437194.1
OG0006134	XP_001946016.2	XP_015435826.1
OG0006135	XP_001951702.2, XP_001946049.2	XP_015436670.1
OG0006136	XP_001946064.2	XP_015435862.1
OG0006137	XP_001946086.1	XP_015429895.1
OG0006138	XP_001946120.3, XP_008182784.3	XP_015431328.1
OG0006139	XP_001946136.1	XP_015436948.1
OG0006140	XP_001946141.1	XP_015430889.1
OG0006141	XP_001948721.1, XP_001946187.1	XP_015431969.1
OG0006142	XP_001946196.1	XP_015437550.1
OG0006143	XP_001946235.2	XP_015438007.1
OG0006144	XP_016661387.1, XP_001946260.2	XP_015432761.1
OG0006145	XP_001946335.1	XP_015434177.1
OG0006146	XP_001946386.2	XP_015439061.1
OG0006147	XP_001946510.1	XP_015438254.1
OG0006149	XP_001946641.1	XP_015429573.1, XP_015429572.1
OG0006150	XP_001946664.2	XP_015436821.1
OG0006151	XP_001946721.2	XP_015437854.1
OG0006152	XP_001946751.1	XP_015434636.1
OG0006153	XP_001946781.1	XP_015436698.1
OG0006154	XP_001946824.2	XP_015437176.1
OG0006155	XP_008181592.1, XP_029341658.1, XP_001946855.2	XP_015436958.1
OG0006156	XP_001946877.1	XP_015431251.1
OG0006157	XP_001946888.1	XP_015430930.1
OG0006158	XP_001946891.2	XP_015428471.1
OG0006159	XP_001946893.2	XP_015429620.1
OG0006160	XP_001946926.1, XP_016659077.1	XP_015437937.1
OG0006161	XP_001946946.1, XP_001947929.1	XP_015432127.1
OG0006162	XP_016659324.1, XP_001946989.2	XP_015429219.1
OG0006163	XP_001946995.1	XP_015431626.1
OG0006164	XP_016660452.1, XP_001947006.2	XP_015434292.1
OG0006165	XP_001947011.2	XP_015433653.1
OG0006166	XP_001947029.1	XP_015436154.1
OG0006167	XP_001947067.2	XP_015432277.1
OG0006168	XP_001947113.1	XP_015434479.1
OG0006169	XP_003245500.1, XP_001947124.2	XP_015430450.1
OG0006170	XP_001947127.1	XP_015435195.1
OG0006171	XP_001947142.1	XP_015431550.1
OG0006172	XP_001947201.2	XP_015431556.1
OG0006173	XP_001947233.2	XP_015433207.1
OG0006174	XP_001947263.4	XP_015437942.1
OG0006175	XP_001947291.1	XP_015431822.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_015436138.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_015435013.1
OG0006178	XP_001947330.2	XP_015438656.1
OG0006179	XP_001947367.2	XP_015435032.1
OG0006180	XP_001947406.2	XP_015428820.1
OG0006181	XP_008179930.1, XP_001947431.2	XP_015435176.1
OG0006182	XP_001947448.1	XP_015431165.1
OG0006183	XP_001947449.1	XP_015439287.1
OG0006184	XP_001947458.1	XP_015430482.1
OG0006186	XP_001947613.1, XP_008182530.1	XP_015437454.1
OG0006187	XP_001947621.1	XP_015435118.1
OG0006188	XP_001947663.2	XP_015439137.1
OG0006189	XP_001947685.1	XP_015435723.1
OG0006191	XP_001947742.1	XP_015431727.1
OG0006192	XP_001947849.1	XP_015430583.1
OG0006193	XP_001947942.2	XP_015428861.1, XP_015430426.1
OG0006194	XP_001948002.2	XP_015437944.1
OG0006195	XP_001948073.1	XP_015429510.1
OG0006196	XP_001948080.1	XP_015439065.1
OG0006197	XP_001948129.1	XP_015440336.1
OG0006198	XP_001948160.1	XP_015434149.1
OG0006199	XP_001948180.1	XP_015428783.1
OG0006200	XP_001948203.1	XP_015440116.1
OG0006201	XP_001948245.2	XP_015434848.1
OG0006202	XP_001948281.1	XP_015432568.1
OG0006203	XP_001948296.1	XP_015438598.1
OG0006204	XP_001948330.1	XP_015432308.1
OG0006205	XP_001948334.1	XP_015434776.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_015435304.1
OG0006207	XP_001948376.1	XP_015439051.1
OG0006208	XP_001948390.2	XP_015434786.1
OG0006209	XP_001948392.1	XP_015433618.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_015431752.1
OG0006211	XP_001948412.2	XP_015439628.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_015440463.1
OG0006213	XP_001948459.1	XP_015434604.1
OG0006214	XP_001948484.2	XP_015431502.1
OG0006215	XP_001948503.1	XP_015433774.1
OG0006216	XP_001948537.1	XP_015429938.1
OG0006217	XP_001948634.1	XP_015437041.1
OG0006218	XP_001948686.1	XP_015438510.1
OG0006219	XP_001948697.1	XP_015439106.1
OG0006220	XP_001948759.1	XP_015440425.1
OG0006221	XP_001948771.2	XP_015429684.1
OG0006222	XP_001948776.2	XP_015432125.1
OG0006223	XP_001948833.3	XP_015429115.1
OG0006224	XP_001948884.1	XP_015439275.1
OG0006225	XP_001948962.1	XP_015436560.1
OG0006226	XP_001948971.2	XP_015436488.1
OG0006227	XP_008184822.1, XP_001949023.2	XP_015432151.1
OG0006228	XP_001949024.1	XP_015438572.1
OG0006229	XP_001949027.1	XP_015435909.1
OG0006230	XP_001949038.1	XP_015435232.1
OG0006231	XP_001949040.2	XP_015432900.1
OG0006232	XP_001949082.2	XP_015435105.1
OG0006233	XP_001949083.2	XP_015434947.1
OG0006234	XP_001949102.3	XP_015437164.1
OG0006235	XP_001949129.2, XP_029342198.1	XP_015436099.1
OG0006236	XP_001949187.1	XP_015438173.1
OG0006237	XP_001949199.2	XP_015440105.1
OG0006238	XP_001949207.2	XP_015440387.1
OG0006239	XP_001949209.1	XP_015430228.1
OG0006240	XP_001949216.2	XP_015434561.1
OG0006241	XP_001949235.1, XP_003248530.3	XP_015438533.1
OG0006242	XP_001949236.2	XP_015430433.1
OG0006243	XP_001949241.1	XP_015437303.1
OG0006244	XP_001949265.2	XP_015439377.1
OG0006245	XP_001949377.2	XP_015434079.1
OG0006246	XP_001949387.1	XP_015437985.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_015429095.1
OG0006248	XP_001949435.1	XP_015434896.1
OG0006249	XP_001949439.2	XP_015439849.1
OG0006250	XP_001949441.1	XP_015432599.1
OG0006251	XP_001949456.1	XP_015437249.1
OG0006252	XP_001949483.1	XP_015434563.1
OG0006253	XP_001949524.2	XP_015439833.1
OG0006254	XP_001949533.1, XP_029346613.1	XP_015434256.1
OG0006255	XP_016660229.1, XP_001949552.1	XP_015439107.1
OG0006256	XP_001949607.2	XP_015428389.1
OG0006257	XP_001949629.1	XP_015432923.1
OG0006258	XP_001949685.1	XP_015436855.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_015433754.1
OG0006260	XP_001949727.1	XP_015433557.1
OG0006261	XP_001949755.1	XP_015438949.1
OG0006262	XP_001949810.1	XP_015434983.1
OG0006263	XP_001949840.1	XP_015429997.1
OG0006264	XP_001949841.2	XP_015429514.1
OG0006265	XP_001949885.1	XP_015434264.1
OG0006266	XP_001949958.1	XP_015429270.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_015430526.1
OG0006268	XP_001950058.1	XP_015432134.1
OG0006269	XP_001950092.2	XP_015437883.1
OG0006270	XP_001950093.1	XP_015433973.1
OG0006271	XP_001950124.1	XP_015440473.1
OG0006272	XP_001950125.2	XP_015431736.1
OG0006273	XP_001950148.1	XP_015430321.1
OG0006274	XP_001950169.1	XP_015431137.1
OG0006275	XP_001950193.1	XP_015436248.1
OG0006276	XP_001950272.2	XP_015431167.1
OG0006277	XP_001950344.1	XP_015439315.1
OG0006278	XP_001950345.1	XP_015434548.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_015435660.1
OG0006280	XP_001950483.2	XP_015433868.1
OG0006281	XP_001950560.1	XP_015429143.1
OG0006282	XP_001950604.2	XP_015433757.1
OG0006283	XP_001950632.1	XP_015430779.1
OG0006284	XP_001950636.1	XP_015429355.1
OG0006285	XP_001950639.2	XP_015432921.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_015437254.1
OG0006287	XP_016658909.1, XP_001950708.1	XP_015439099.1
OG0006288	XP_001950738.2	XP_015437875.1
OG0006289	XP_001950750.1, XP_008182503.1	XP_015432589.1
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_015437764.1
OG0006291	XP_001950796.1	XP_015433980.1
OG0006292	XP_001950808.1	XP_015432367.1
OG0006293	XP_001950809.2	XP_015432970.1
OG0006294	XP_001950826.2	XP_015436501.1
OG0006295	XP_001950893.1	XP_015436628.1
OG0006296	XP_001950979.1	XP_015435749.1
OG0006297	XP_001950995.1	XP_015438681.1
OG0006298	XP_001951023.1	XP_015437990.1
OG0006299	XP_001951027.2	XP_015438306.1
OG0006300	XP_001951041.1	XP_015428542.1
OG0006301	XP_001951052.2	XP_015437808.1
OG0006302	XP_001951109.1	XP_015430257.1
OG0006303	XP_001951140.2	XP_015431654.1
OG0006304	XP_029346145.1, XP_001951193.1	XP_015430750.1
OG0006305	XP_001951196.2	XP_015432144.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_015428532.1
OG0006307	XP_001951240.1	XP_015437519.1, XP_015437520.1
OG0006308	XP_001951256.2	XP_015439928.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_015430722.1
OG0006310	XP_001951275.2	XP_015438059.1
OG0006311	XP_001951283.1	XP_015439095.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_015436303.1
OG0006313	XP_001951431.1	XP_015435333.1
OG0006314	XP_001951508.2	XP_015431567.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_015431584.1
OG0006316	XP_001951564.1	XP_015428564.1
OG0006317	XP_001951589.1	XP_015438575.1
OG0006318	XP_001951599.1	XP_015432118.1
OG0006319	XP_001951746.1	XP_015437748.1
OG0006320	XP_001951847.1	XP_015431011.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_015439414.1
OG0006322	XP_001951872.1	XP_015429667.1
OG0006323	XP_001951873.2	XP_015437040.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_015432449.1
OG0006325	XP_001951913.1	XP_015430927.1
OG0006326	XP_001952046.2	XP_015430066.1
OG0006327	XP_001952114.1	XP_015437142.1
OG0006328	XP_001952178.1	XP_015438048.1
OG0006329	XP_001952191.1	XP_015434791.1
OG0006330	XP_001952205.1	XP_015439146.1
OG0006331	XP_001952207.3	XP_015434055.1
OG0006332	XP_001952310.1	XP_015440496.1
OG0006333	XP_001952313.2	XP_015431148.1
OG0006334	XP_001952329.1	XP_015432603.1
OG0006335	XP_001952339.1	XP_015430719.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_015432035.1
OG0006337	XP_001952443.1	XP_015434471.1
OG0006338	XP_001952515.3	XP_015437891.1
OG0006339	XP_001952568.2	XP_015429170.1
OG0006340	XP_001952603.2	XP_015432060.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_015436249.1
OG0006342	XP_003240408.1, XP_001952640.1, XP_016663834.1, XP_008187937.1	XP_015434037.1
OG0006343	XP_001952649.2	XP_015428752.1
OG0006344	XP_001952671.2	XP_015437678.1
OG0006345	XP_001952750.2, XP_003247754.1	XP_015432200.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_015433867.1
OG0006347	XP_001952801.1	XP_015429417.1
OG0006348	XP_001952823.2	XP_015432215.1
OG0006349	XP_001952837.2	XP_015433552.1
OG0006350	XP_001952840.2	XP_015429796.1
OG0006351	XP_001952856.2	XP_015434710.1
OG0006352	XP_003240026.1	XP_015432578.1
OG0006353	XP_003240136.1	XP_015438766.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_015430470.1
OG0006356	XP_003240876.1	XP_015436010.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_015429229.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_015428891.1
OG0006359	XP_003241149.1	XP_015437479.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_015429508.1
OG0006361	XP_003241237.1	XP_015438934.1
OG0006362	XP_003241317.1	XP_015440375.1
OG0006363	XP_003241486.1	XP_015438198.1
OG0006364	XP_003241670.1	XP_015433770.1
OG0006365	XP_003241759.1	XP_015430198.1
OG0006366	XP_003241877.1, XP_029342416.1	XP_015435704.1
OG0006367	XP_003241888.1	XP_015428769.1, XP_015428768.1
OG0006368	XP_003241894.1	XP_015434027.1
OG0006369	XP_003242010.1	XP_015431475.1
OG0006370	XP_003242244.1	XP_015434126.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_015431710.1
OG0006372	XP_003242379.1	XP_015434821.1
OG0006373	XP_003242448.1	XP_015428638.1
OG0006374	XP_003242697.1	XP_015429726.1
OG0006375	XP_003242764.1	XP_015429142.1
OG0006376	XP_003242846.1	XP_015439504.1
OG0006377	XP_003243116.1	XP_015438133.1
OG0006378	XP_003243368.1	XP_015434667.1
OG0006379	XP_003243625.1	XP_015428916.1
OG0006380	XP_003243641.2	XP_015428602.1
OG0006381	XP_003243749.1	XP_015429004.1
OG0006382	XP_003243802.1	XP_015434798.1
OG0006383	XP_003244015.1	XP_015438226.1
OG0006384	XP_003244062.1	XP_015440492.1
OG0006385	XP_003244090.1	XP_015436349.1
OG0006386	XP_003244104.2	XP_015432382.1
OG0006387	XP_003244136.1	XP_015429512.1
OG0006388	XP_003244213.1	XP_015435942.1
OG0006389	XP_003244454.1	XP_015438373.1
OG0006390	XP_003244558.1	XP_015435698.1
OG0006391	XP_003244597.1	XP_015431493.1
OG0006392	XP_003244666.1	XP_015429929.1
OG0006393	XP_003244712.1	XP_015429063.1
OG0006394	XP_003244745.1	XP_015429319.1
OG0006395	XP_003244825.1	XP_015435091.1
OG0006396	XP_003244927.1	XP_015437693.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_015432192.1
OG0006398	XP_003245088.1	XP_015429123.1
OG0006399	XP_003245128.1	XP_015434359.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_015435152.1
OG0006401	XP_003245335.1	XP_015429598.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_015433116.1
OG0006403	XP_003245438.1	XP_015430026.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_015435497.1
OG0006405	XP_003245615.1, XP_016661270.1	XP_015432358.1
OG0006406	XP_003245669.1	XP_015434004.1
OG0006407	XP_003245819.1	XP_015437457.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_015435146.1
OG0006409	XP_003245897.1	XP_015436914.1
OG0006410	XP_003246161.1	XP_015436966.1
OG0006411	XP_003246175.1	XP_015440201.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_015433866.1
OG0006413	XP_003246335.1	XP_015433412.1
OG0006414	XP_003246346.2	XP_015438391.1
OG0006415	XP_003246390.1	XP_015431210.1
OG0006416	XP_003246449.1	XP_015432952.1
OG0006417	XP_003246632.1	XP_015437632.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_015434062.1
OG0006419	XP_003247173.1	XP_015429622.1
OG0006420	XP_003247184.1	XP_015437244.1
OG0006421	XP_003247201.1	XP_015431467.1, XP_015431468.1
OG0006422	XP_003247301.1, XP_016661461.1	XP_015436265.1
OG0006423	XP_003247452.1	XP_015435334.1
OG0006424	XP_003247629.1	XP_015438957.1
OG0006425	XP_003247702.1	XP_015436860.1
OG0006426	XP_003247938.1	XP_015434311.1
OG0006427	XP_003247943.1	XP_015432755.1
OG0006428	XP_003247997.1	XP_015437568.1
OG0006429	XP_003248166.1	XP_015431025.1
OG0006430	XP_003248237.1	XP_015433281.1
OG0006431	XP_008178148.1	XP_015434296.1
OG0006432	XP_008178177.1	XP_015431348.1
OG0006433	XP_008178640.1	XP_015440128.1
OG0006434	XP_008178683.1	XP_015436735.1
OG0006435	XP_008178686.1	XP_015436504.1
OG0006437	XP_008178831.1, XP_008178830.1	XP_015433200.1
OG0006438	XP_008178863.1	XP_015439446.1
OG0006439	XP_008178919.1	XP_015430319.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_015439749.1
OG0006441	XP_008178985.1	XP_015432960.1
OG0006442	XP_008178991.1	XP_015432033.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_015439643.1
OG0006444	XP_008179097.1	XP_015436928.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_015435851.1
OG0006446	XP_008179298.3	XP_015430111.1
OG0006447	XP_008179372.1	XP_015432659.1
OG0006448	XP_008179416.1	XP_015431983.1, XP_015431943.1
OG0006449	XP_008179451.3	XP_015429297.1
OG0006450	XP_008179524.1	XP_015433406.1
OG0006451	XP_008179625.2	XP_015433793.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_015433301.1
OG0006453	XP_008179877.1, XP_008179876.1	XP_015435689.1
OG0006454	XP_008180045.1	XP_015428695.1
OG0006455	XP_008180062.1	XP_015435678.1
OG0006456	XP_008180168.1	XP_015433983.1
OG0006457	XP_008180170.1	XP_015433510.1
OG0006458	XP_008180181.1	XP_015437489.1
OG0006459	XP_008180343.1	XP_015434730.1
OG0006460	XP_008180364.1	XP_015434842.1
