Orthogroup	Acyrthosiphon_pisum	Bombus_terrestris
OG0005994	NP_001280420.1	XP_012176728.1, XP_012176729.1
OG0005995	XP_016663205.1, NP_001280430.1	XP_003399603.1
OG0005996	XP_008181412.1, NP_001280449.1	XP_012175092.1
OG0005997	NP_001280453.1	XP_003399175.1
OG0005998	NP_001280474.1, XP_001945013.2	XP_003394920.1
OG0005999	NP_001280477.1	XP_003394645.1
OG0006000	NP_001280485.1	XP_003401452.1
OG0006001	NP_001313549.1	XP_003393089.1
OG0006002	NP_001313554.1	XP_012165063.1
OG0006003	NP_001313565.1	XP_012173295.1
OG0006004	NP_001313570.1	XP_003395612.1
OG0006005	NP_001313593.1	XP_012166076.1
OG0006006	XP_001942534.1	XP_003398028.1
OG0006007	XP_001942573.2	XP_003394899.1
OG0006008	XP_001942592.2	XP_003396311.1
OG0006009	XP_001942663.1	XP_012165612.1, XP_003392861.1
OG0006010	XP_001942728.1	XP_020723030.1
OG0006011	XP_001942737.1	XP_003402862.1
OG0006012	XP_001942745.1	XP_003393719.1
OG0006013	XP_001942746.2	XP_003399941.1
OG0006014	XP_003245638.1, XP_001942748.2	XP_012166908.1
OG0006015	XP_001942780.2	XP_003394781.1
OG0006016	XP_001942818.2	XP_003401271.1
OG0006017	XP_001942820.2	XP_003396595.1
OG0006018	XP_001942832.2	XP_012173979.1
OG0006019	XP_001942851.3, XP_029345849.1	XP_012170545.1
OG0006020	XP_001942885.1	XP_020719070.1, XP_020719072.1
OG0006021	XP_001942890.2	XP_012172446.1
OG0006022	XP_001942914.1	XP_012168476.1
OG0006023	XP_001942922.1, XP_008182860.1	XP_003395809.2
OG0006024	XP_001942930.2	XP_020722160.1
OG0006025	XP_001942943.2	XP_012168116.1
OG0006026	XP_001942955.2	XP_003394501.1
OG0006027	XP_001942957.2	XP_003396066.1
OG0006028	XP_001942969.2	XP_012169104.1
OG0006029	XP_001943012.2	XP_012175159.2
OG0006030	XP_001943013.2	XP_003394163.1
OG0006031	XP_001943017.2	XP_012173851.1
OG0006032	XP_001943051.1	XP_003400608.1
OG0006033	XP_001943111.1	XP_003396861.1
OG0006034	XP_001943122.1	XP_003396627.1
OG0006035	XP_001943152.1	XP_012166146.1
OG0006036	XP_001943219.2	XP_003396588.1
OG0006037	XP_001943223.1	XP_003399777.2
OG0006038	XP_001943231.1	XP_003395981.1
OG0006039	XP_001943272.1	XP_012163702.2
OG0006040	XP_001943293.1	XP_012174801.1
OG0006041	XP_001943300.2	XP_003397107.2
OG0006042	XP_001943338.2	XP_003395280.1
OG0006043	XP_001943365.2	XP_003400496.2
OG0006044	XP_001943401.2	XP_003401715.1
OG0006045	XP_001943407.1, XP_008185132.1	XP_020720391.1
OG0006046	XP_003243863.1, XP_001943453.2	XP_003397022.1
OG0006047	XP_001943489.1	XP_003398929.1
OG0006048	XP_001943558.3	XP_012167532.1
OG0006049	XP_001943651.2	XP_003397129.1
OG0006050	XP_001943653.1	XP_003394036.1
OG0006051	XP_001946500.2, XP_001943674.1	XP_020723923.1
OG0006052	XP_001943727.1	XP_003397994.1
OG0006053	XP_001943731.2	XP_003393284.1
OG0006054	XP_001943765.1	XP_003394209.2
OG0006055	XP_001943831.2	XP_003396332.1
OG0006056	XP_001943840.2	XP_003400022.1
OG0006057	XP_001943846.2, XP_003248904.2	XP_003393174.1
OG0006058	XP_001943886.1	XP_020721596.1
OG0006059	XP_001943895.2	XP_003399344.1
OG0006060	XP_001943933.2	XP_012166979.1
OG0006061	XP_001943966.2	XP_003392947.1
OG0006062	XP_001943983.1	XP_003394912.1
OG0006063	XP_001944025.1	XP_003400256.1
OG0006064	XP_001944044.1	XP_003393069.1
OG0006065	XP_001944107.2	XP_003397053.1
OG0006066	XP_001944113.1	XP_003393630.1
OG0006067	XP_001944116.1	XP_003397085.1
OG0006068	XP_008179861.1, XP_016657351.1, XP_001944237.1	XP_012170912.1, XP_003400163.1
OG0006069	XP_001944272.2, XP_003247238.1	XP_003393090.1
OG0006070	XP_001944291.2	XP_003402400.1
OG0006071	XP_001944307.2	XP_003396716.1
OG0006072	XP_001944318.1	XP_012171698.1
OG0006073	XP_001944319.2	XP_003402665.1
OG0006074	XP_008189617.1, XP_001944385.1	XP_020721970.1
OG0006075	XP_001944489.1	XP_020721789.1
OG0006076	XP_016657449.1, XP_001944509.2	XP_012169780.1
OG0006077	XP_001944540.1	XP_012163139.1
OG0006078	XP_001944546.2	XP_003394098.1
OG0006079	XP_001944560.1, XP_029344372.1	XP_012175152.2
OG0006080	XP_001944611.1	XP_003396778.1
OG0006081	XP_001944615.3	XP_003393512.2
OG0006082	XP_001944638.1, XP_001946818.1	XP_003402135.1
OG0006083	XP_001944695.1	XP_003403177.1
OG0006084	XP_001944722.2	XP_012171467.1
OG0006085	XP_001944743.2	XP_012164190.1
OG0006086	XP_001944795.1	XP_003396883.1
OG0006087	XP_001944891.1	XP_012174142.1
OG0006088	XP_001944944.1	XP_012163368.1
OG0006089	XP_001944971.1, XP_016658301.1	XP_003397050.2
OG0006090	XP_001944973.1	XP_003399376.1
OG0006091	XP_001944977.1	XP_012173116.1
OG0006092	XP_001944986.2	XP_003402583.1
OG0006093	XP_001945086.1	XP_003393618.1
OG0006094	XP_001945091.2, XP_008183120.1	XP_003393142.1
OG0006095	XP_001945092.1	XP_003395804.1
OG0006096	XP_001945125.2	XP_003395006.1
OG0006097	XP_001945177.2	XP_020720261.1, XP_012167686.1
OG0006098	XP_001945184.2	XP_012172327.1
OG0006099	XP_016660591.1, XP_001945193.2	XP_012175088.2
OG0006100	XP_001945247.1	XP_020721334.1
OG0006101	XP_001945259.1	XP_003402904.1
OG0006102	XP_001945260.2	XP_020724274.1
OG0006103	XP_001945286.2	XP_020721842.1
OG0006104	XP_001945295.1	XP_003393164.1
OG0006105	XP_001945306.2	XP_003393796.1
OG0006106	XP_001945316.1	XP_003398174.1
OG0006107	XP_001945391.2	XP_003397366.1
OG0006108	XP_001945415.1	XP_003392938.1
OG0006109	XP_001945418.2	XP_003398729.1
OG0006110	XP_001945450.1, XP_003248783.2	XP_012166589.1
OG0006111	XP_001945496.2	XP_020722508.1
OG0006112	XP_001945531.2	XP_020719526.1
OG0006113	XP_001945591.2	XP_003402125.1
OG0006114	XP_001945602.1	XP_003399309.1
OG0006115	XP_001945617.1	XP_012172573.1
OG0006116	XP_001945628.2	XP_003397876.1
OG0006117	XP_001945631.2	XP_020723605.1
OG0006118	XP_001945645.2	XP_012171888.1
OG0006119	XP_029346628.1, XP_001945655.1	XP_003400847.1
OG0006120	XP_001945659.2	XP_012171648.1
OG0006121	XP_001945688.2	XP_003394857.1
OG0006122	XP_001945753.2, XP_001948811.1	XP_020720582.1
OG0006123	XP_001945771.1	XP_003402870.1
OG0006124	XP_001945803.2	XP_012164324.2
OG0006125	XP_001945873.1	XP_003396690.3
OG0006126	XP_001945885.1	XP_020721584.1
OG0006127	XP_001945887.2	XP_012165021.1
OG0006128	XP_008181998.1, XP_001945913.1	XP_012170971.2
OG0006129	XP_001945932.2, XP_016661485.1	XP_003401919.1
OG0006130	XP_001945945.1	XP_020723767.1
OG0006131	XP_001945995.1	XP_012173541.1
OG0006132	XP_029344348.1, XP_001946001.2, XP_016658427.1	XP_020723439.1, XP_003395417.1
OG0006133	XP_001946006.2	XP_003396457.1, XP_020719707.1
OG0006134	XP_001946016.2	XP_012176580.1
OG0006135	XP_001951702.2, XP_001946049.2	XP_003398981.1
OG0006136	XP_001946064.2	XP_012176241.1
OG0006137	XP_001946086.1	XP_012165169.1
OG0006138	XP_001946120.3, XP_008182784.3	XP_012167854.1
OG0006139	XP_001946136.1	XP_012163328.1
OG0006140	XP_001946141.1	XP_020723718.1, XP_012175525.2
OG0006141	XP_001948721.1, XP_001946187.1	XP_003395957.1
OG0006142	XP_001946196.1	XP_012170303.1
OG0006143	XP_001946235.2	XP_020722097.1
OG0006144	XP_016661387.1, XP_001946260.2	XP_020723224.1
OG0006145	XP_001946335.1	XP_003400908.1
OG0006146	XP_001946386.2	XP_003400675.1
OG0006147	XP_001946510.1	XP_003396392.1
OG0006149	XP_001946641.1	XP_012173981.1
OG0006150	XP_001946664.2	XP_020719544.1
OG0006151	XP_001946721.2	XP_012171926.1
OG0006152	XP_001946751.1	XP_020719998.1
OG0006153	XP_001946781.1	XP_003400525.1
OG0006154	XP_001946824.2	XP_003396023.1
OG0006155	XP_008181592.1, XP_029341658.1, XP_001946855.2	XP_012163068.1
OG0006156	XP_001946877.1	XP_012175408.1
OG0006157	XP_001946888.1	XP_012166927.1
OG0006158	XP_001946891.2	XP_003402196.1
OG0006159	XP_001946893.2	XP_012166504.1
OG0006160	XP_001946926.1, XP_016659077.1	XP_003401427.2
OG0006161	XP_001946946.1, XP_001947929.1	XP_003399868.1
OG0006162	XP_016659324.1, XP_001946989.2	XP_020719901.1
OG0006163	XP_001946995.1	XP_012163506.1
OG0006164	XP_016660452.1, XP_001947006.2	XP_003394514.1
OG0006165	XP_001947011.2	XP_003394266.1
OG0006166	XP_001947029.1	XP_003398024.3
OG0006167	XP_001947067.2	XP_012170626.1
OG0006168	XP_001947113.1	XP_003396871.1
OG0006169	XP_003245500.1, XP_001947124.2	XP_003403131.1
OG0006170	XP_001947127.1	XP_012173328.1
OG0006171	XP_001947142.1	XP_003394174.1
OG0006172	XP_001947201.2	XP_003394265.1
OG0006173	XP_001947233.2	XP_003401375.1
OG0006174	XP_001947263.4	XP_003401081.1
OG0006175	XP_001947291.1	XP_003393526.1
OG0006176	XP_001947303.2, XP_008183197.1	XP_012166818.1
OG0006177	XP_016659891.1, XP_001947314.2	XP_003402636.1
OG0006178	XP_001947330.2	XP_003399724.1
OG0006179	XP_001947367.2	XP_003393878.1
OG0006180	XP_001947406.2	XP_012173203.1
OG0006181	XP_008179930.1, XP_001947431.2	XP_012174487.1
OG0006182	XP_001947448.1	XP_012168748.1
OG0006183	XP_001947449.1	XP_003401959.1
OG0006184	XP_001947458.1	XP_012175204.1
OG0006185	XP_001947527.1	XP_003402559.1
OG0006186	XP_001947613.1, XP_008182530.1	XP_003396363.1
OG0006187	XP_001947621.1	XP_003398812.1
OG0006188	XP_001947663.2	XP_003400845.1
OG0006189	XP_001947685.1	XP_003402728.1
OG0006191	XP_001947742.1	XP_003395128.1
OG0006192	XP_001947849.1	XP_003393334.1, XP_020724337.1
OG0006193	XP_001947942.2	XP_003401903.1
OG0006194	XP_001948002.2	XP_003401436.1
OG0006195	XP_001948073.1	XP_003397284.1
OG0006196	XP_001948080.1	XP_003400906.1
OG0006197	XP_001948129.1	XP_012176730.2
OG0006198	XP_001948160.1	XP_020722116.1, XP_020722117.1
OG0006199	XP_001948180.1	XP_003398835.1
OG0006200	XP_001948203.1	XP_003395595.1
OG0006201	XP_001948245.2	XP_012172053.1
OG0006202	XP_001948281.1	XP_003394159.1
OG0006203	XP_001948296.1	XP_003396009.1
OG0006204	XP_001948330.1	XP_003400175.2
OG0006205	XP_001948334.1	XP_020724154.1
OG0006206	XP_001948347.4, XP_029341439.1	XP_012165968.2
OG0006207	XP_001948376.1	XP_012167845.1
OG0006208	XP_001948390.2	XP_012172723.1
OG0006209	XP_001948392.1	XP_012170770.1
OG0006210	XP_029347879.1, XP_001948404.3	XP_012163633.1
OG0006211	XP_001948412.2	XP_012164660.1
OG0006212	XP_029341163.1, XP_001948436.1	XP_020720889.1
OG0006213	XP_001948459.1	XP_020721412.1
OG0006214	XP_001948484.2	XP_003394573.1
OG0006215	XP_001948503.1	XP_012176667.1
OG0006216	XP_001948537.1	XP_012165579.1
OG0006217	XP_001948634.1	XP_003399285.1
OG0006218	XP_001948686.1	XP_003398571.1
OG0006219	XP_001948697.1	XP_003393371.1
OG0006220	XP_001948759.1	XP_003402998.2
OG0006221	XP_001948771.2	XP_012169810.1
OG0006222	XP_001948776.2	XP_003399753.1
OG0006223	XP_001948833.3	XP_020722840.1
OG0006224	XP_001948884.1	XP_003395018.1
OG0006225	XP_001948962.1	XP_012165098.1
OG0006226	XP_001948971.2	XP_012171592.1
OG0006227	XP_008184822.1, XP_001949023.2	XP_012169977.1
OG0006228	XP_001949024.1	XP_003398064.1
OG0006229	XP_001949027.1	XP_003394628.1
OG0006230	XP_001949038.1	XP_003400934.1
OG0006231	XP_001949040.2	XP_012168502.1
OG0006232	XP_001949082.2	XP_020719849.1
OG0006233	XP_001949083.2	XP_003402626.1
OG0006234	XP_001949102.3	XP_003396015.1
OG0006235	XP_001949129.2, XP_029342198.1	XP_012174247.1, XP_012167089.2
OG0006236	XP_001949187.1	XP_012165271.1
OG0006237	XP_001949199.2	XP_020718957.1
OG0006238	XP_001949207.2	XP_003396013.1
OG0006239	XP_001949209.1	XP_003400526.1
OG0006240	XP_001949216.2	XP_012174506.2
OG0006241	XP_001949235.1, XP_003248530.3	XP_003403370.3
OG0006242	XP_001949236.2	XP_020723794.1
OG0006243	XP_001949241.1	XP_012168646.1
OG0006244	XP_001949265.2	XP_012172491.1
OG0006245	XP_001949377.2	XP_012171944.1
OG0006246	XP_001949387.1	XP_003401078.1
OG0006247	XP_001949408.1, XP_003243065.1	XP_003393827.3
OG0006248	XP_001949435.1	XP_012172558.1
OG0006249	XP_001949439.2	XP_012164364.1
OG0006250	XP_001949441.1	XP_003400499.1
OG0006251	XP_001949456.1	XP_012168462.1
OG0006252	XP_001949483.1	XP_003402717.1
OG0006253	XP_001949524.2	XP_012164052.1
OG0006254	XP_001949533.1, XP_029346613.1	XP_020724265.1
OG0006255	XP_016660229.1, XP_001949552.1	XP_003400740.1
OG0006256	XP_001949607.2	XP_012169356.1
OG0006257	XP_001949629.1	XP_003393181.1
OG0006258	XP_001949685.1	XP_003400021.1
OG0006259	XP_001949748.1, XP_001949723.3	XP_003394428.1
OG0006260	XP_001949727.1	XP_020720043.1
OG0006261	XP_001949755.1	XP_003400922.1
OG0006262	XP_001949810.1	XP_003402634.1
OG0006263	XP_001949840.1	XP_012165696.1
OG0006264	XP_001949841.2	XP_003402370.2
OG0006265	XP_001949885.1	XP_003394531.1
OG0006266	XP_001949958.1	XP_003402369.1
OG0006267	XP_001950033.1, XP_029344349.1	XP_003403037.1
OG0006268	XP_001950058.1	XP_012170352.1
OG0006269	XP_001950092.2	XP_012166997.1, XP_003397485.1
OG0006270	XP_001950093.1	XP_003393714.1
OG0006271	XP_001950124.1	XP_003399358.1
OG0006272	XP_001950125.2	XP_012163564.1
OG0006273	XP_001950148.1	XP_003402109.1
OG0006274	XP_001950169.1	XP_003401928.1
OG0006275	XP_001950193.1	XP_003397406.1
OG0006276	XP_001950272.2	XP_012167151.1
OG0006277	XP_001950344.1	XP_003401446.2
OG0006278	XP_001950345.1	XP_020719340.1
OG0006279	XP_016657723.1, XP_001950381.1	XP_003398633.1
OG0006280	XP_001950483.2	XP_012170895.1
OG0006281	XP_001950560.1	XP_003394078.1
OG0006282	XP_001950604.2	XP_003397983.1
OG0006283	XP_001950632.1	XP_020718457.1
OG0006284	XP_001950636.1	XP_012176127.1
OG0006285	XP_001950639.2	XP_003393140.1
OG0006286	XP_008188226.1, XP_001950666.2	XP_003396305.1
OG0006287	XP_016658909.1, XP_001950708.1	XP_003400576.1
OG0006288	XP_001950738.2	XP_003402877.1
OG0006289	XP_001950750.1, XP_008182503.1	XP_003398811.2
OG0006290	XP_001950783.1, XP_001950840.1, XP_016657239.1	XP_012169386.1
OG0006291	XP_001950796.1	XP_003393677.1
OG0006292	XP_001950808.1	XP_003400167.1
OG0006293	XP_001950809.2	XP_012173010.1
OG0006294	XP_001950826.2	XP_012173939.1
OG0006295	XP_001950893.1	XP_012169081.1
OG0006296	XP_001950979.1	XP_012176458.1
OG0006297	XP_001950995.1	XP_003399706.1
OG0006298	XP_001951023.1	XP_012172633.1
OG0006299	XP_001951027.2	XP_012163406.1
OG0006300	XP_001951041.1	XP_003400024.1
OG0006301	XP_001951052.2	XP_003396352.1
OG0006302	XP_001951109.1	XP_020721718.1
OG0006303	XP_001951140.2	XP_003395262.1
OG0006304	XP_029346145.1, XP_001951193.1	XP_003394770.1
OG0006305	XP_001951196.2	XP_003399748.1
OG0006306	XP_001951228.1, XP_029347040.1	XP_003394146.1
OG0006307	XP_001951240.1	XP_003403038.1
OG0006308	XP_001951256.2	XP_003395584.1
OG0006309	XP_001951269.1, XP_003243126.2	XP_003394756.1
OG0006310	XP_001951275.2	XP_012165279.1
OG0006311	XP_001951283.1	XP_012171144.1
OG0006312	XP_016661943.1, XP_001951404.1	XP_003397433.1
OG0006313	XP_001951431.1	XP_012176457.1
OG0006314	XP_001951508.2	XP_012176086.1
OG0006315	XP_001951525.1, XP_029341147.1	XP_012176091.1
OG0006316	XP_001951564.1	XP_003394839.1
OG0006317	XP_001951589.1	XP_012168376.2
OG0006318	XP_001951599.1	XP_020723196.1
OG0006319	XP_001951746.1	XP_003396264.1
OG0006320	XP_001951847.1	XP_003402539.1
OG0006321	XP_001951856.1, XP_003242069.1	XP_003401546.1
OG0006322	XP_001951872.1	XP_003402864.1
OG0006323	XP_001951873.2	XP_003399435.1
OG0006324	XP_001951881.2, XP_029341267.1	XP_012172178.1
OG0006325	XP_001951913.1	XP_012173018.1
OG0006326	XP_001952046.2	XP_003394788.1
OG0006327	XP_001952114.1	XP_012166931.1
OG0006328	XP_001952178.1	XP_012166555.1
OG0006329	XP_001952191.1	XP_012172693.1
OG0006330	XP_001952205.1	XP_003400453.1
OG0006331	XP_001952207.3	XP_012171197.1
OG0006332	XP_001952310.1	XP_003399403.1
OG0006333	XP_001952313.2	XP_003402047.1
OG0006334	XP_001952329.1	XP_003396233.1
OG0006335	XP_001952339.1	XP_003402489.1
OG0006336	XP_001952356.2, XP_008184405.1	XP_003396043.1
OG0006337	XP_001952443.1	XP_012167018.1
OG0006338	XP_001952515.3	XP_003401202.1
OG0006339	XP_001952568.2	XP_003393811.1
OG0006340	XP_001952603.2	XP_012164873.1
OG0006341	XP_029347280.1, XP_001952631.1, XP_029345837.1	XP_020720466.1
OG0006342	XP_003240408.1, XP_001952640.1, XP_016663834.1, XP_008187937.1	XP_012165970.1
OG0006343	XP_001952649.2	XP_003399194.1
OG0006344	XP_001952671.2	XP_012168233.1
OG0006345	XP_001952750.2, XP_003247754.1	XP_012174837.1
OG0006346	XP_001952785.1, XP_008187347.1	XP_003398886.1
OG0006347	XP_001952801.1	XP_003396667.1, XP_020719198.1
OG0006348	XP_001952823.2	XP_003399506.1
OG0006349	XP_001952837.2	XP_012175068.1
OG0006350	XP_001952840.2	XP_012164550.1
OG0006351	XP_001952856.2	XP_020720569.1
OG0006352	XP_003240026.1	XP_003394158.1
OG0006353	XP_003240136.1	XP_003400349.1
OG0006355	XP_008186816.1, XP_003240695.1	XP_012173097.1
OG0006356	XP_003240876.1	XP_003397262.1
OG0006357	XP_008179083.1, XP_003240911.3	XP_020719876.1
OG0006358	XP_008183288.1, XP_003240955.1	XP_012167994.1
OG0006359	XP_003241149.1	XP_003401691.1
OG0006360	XP_003241191.1, XP_029347708.1	XP_003397140.1
OG0006361	XP_003241237.1	XP_003400454.1
OG0006362	XP_003241317.1	XP_012174765.1
OG0006364	XP_003241670.1	XP_012166139.1
OG0006365	XP_003241759.1	XP_020722459.1
OG0006366	XP_003241877.1, XP_029342416.1	XP_020720424.1
OG0006367	XP_003241888.1	XP_012169454.1
OG0006368	XP_003241894.1	XP_003400899.1
OG0006369	XP_003242010.1	XP_003394581.1
OG0006370	XP_003242244.1	XP_003400726.1
OG0006371	XP_003242252.1, XP_003242253.1	XP_003395165.1
OG0006372	XP_003242379.1	XP_012172009.1
OG0006373	XP_003242448.1	XP_020721932.1
OG0006374	XP_003242697.1	XP_003393645.1
OG0006375	XP_003242764.1	XP_003393537.1
OG0006376	XP_003242846.1	XP_003397555.1
OG0006377	XP_003243116.1	XP_003396801.1
OG0006378	XP_003243368.1	XP_003399483.1
OG0006379	XP_003243625.1	XP_003398162.1
OG0006380	XP_003243641.2	XP_003400335.1
OG0006381	XP_003243749.1	XP_020722969.1
OG0006382	XP_003243802.1	XP_003394646.1
OG0006383	XP_003244015.1	XP_012165248.1
OG0006384	XP_003244062.1	XP_003399149.1
OG0006385	XP_003244090.1	XP_012167125.1
OG0006386	XP_003244104.2	XP_012175613.1
OG0006387	XP_003244136.1	XP_020719821.1
OG0006388	XP_003244213.1	XP_003394619.1
OG0006389	XP_003244454.1	XP_003398401.1
OG0006390	XP_003244558.1	XP_003397648.2
OG0006391	XP_003244597.1	XP_012175944.1
OG0006392	XP_003244666.1	XP_003396739.1
OG0006393	XP_003244712.1	XP_003402527.1
OG0006394	XP_003244745.1	XP_020719942.1
OG0006395	XP_003244825.1	XP_020719748.1
OG0006396	XP_003244927.1	XP_012166926.1
OG0006397	XP_008183846.1, XP_003245057.1	XP_003399968.2
OG0006398	XP_003245088.1	XP_003394050.1
OG0006399	XP_003245128.1	XP_012174854.1
OG0006400	XP_003245193.1, XP_029342087.1	XP_012166409.1
OG0006401	XP_003245335.1	XP_012166503.1
OG0006402	XP_016660961.1, XP_003245407.1, XP_029342591.1	XP_012172550.1
OG0006403	XP_003245438.1	XP_012165871.1
OG0006404	XP_003245526.1, XP_029344215.1	XP_003402770.2
OG0006405	XP_003245615.1, XP_016661270.1	XP_012170949.1
OG0006406	XP_003245669.1	XP_012173382.1
OG0006407	XP_003245819.1	XP_003401695.1
OG0006408	XP_003245833.1, XP_003245832.1	XP_003397097.1
OG0006409	XP_003245897.1	XP_003394961.1
OG0006410	XP_003246161.1	XP_012170878.1
OG0006411	XP_003246175.1	XP_003395374.1
OG0006412	XP_008185670.1, XP_003246270.1	XP_012175508.1, XP_003403239.1
OG0006413	XP_003246335.1	XP_003401683.2
OG0006414	XP_003246346.2	XP_012168455.1
OG0006415	XP_003246390.1	XP_012173359.1
OG0006416	XP_003246449.1	XP_003393216.1
OG0006417	XP_003246632.1	XP_012168246.1
OG0006418	XP_003246810.2, XP_029348632.1	XP_012171153.1
OG0006419	XP_003247173.1	XP_003397382.1
OG0006420	XP_003247184.1	XP_003396071.1
OG0006421	XP_003247201.1	XP_012176270.2, XP_012174279.2
OG0006422	XP_003247301.1, XP_016661461.1	XP_012167569.1
OG0006423	XP_003247452.1	XP_020719755.1
OG0006424	XP_003247629.1	XP_020722286.1
OG0006425	XP_003247702.1	XP_012170774.1
OG0006426	XP_003247938.1	XP_012175995.1
OG0006427	XP_003247943.1	XP_003402137.1
OG0006428	XP_003247997.1	XP_003399740.1
OG0006429	XP_003248166.1	XP_003397740.1
OG0006430	XP_003248237.1	XP_003395319.1
OG0006431	XP_008178148.1	XP_012175956.1
OG0006432	XP_008178177.1	XP_003393781.1
OG0006433	XP_008178640.1	XP_012164366.1
OG0006434	XP_008178683.1	XP_003400500.1
OG0006435	XP_008178686.1	XP_020723297.1
OG0006438	XP_008178863.1	XP_020722694.1
OG0006439	XP_008178919.1	XP_012170056.1
OG0006440	XP_008178920.1, XP_016656597.1	XP_012163867.1
OG0006441	XP_008178985.1	XP_003392893.1
OG0006442	XP_008178991.1	XP_003396075.1
OG0006443	XP_029342213.1, XP_008178993.1	XP_003395058.1
OG0006444	XP_008179097.1	XP_003396347.1
OG0006445	XP_008179181.1, XP_008179182.1	XP_012176590.1
OG0006446	XP_008179298.3	XP_003393410.1
OG0006447	XP_008179372.1	XP_003399571.1
OG0006448	XP_008179416.1	XP_003396056.1
OG0006449	XP_008179451.3	XP_012166670.1
OG0006450	XP_008179524.1	XP_020723312.1
OG0006451	XP_008179625.2	XP_003398018.1
OG0006452	XP_008179694.1, XP_008179693.1	XP_003395807.1
OG0006453	XP_008179877.1, XP_008179876.1	XP_003402607.1
OG0006454	XP_008180045.1	XP_003398830.1
OG0006455	XP_008180062.1	XP_012175233.1
OG0006456	XP_008180168.1	XP_012172669.1, XP_012172662.1
OG0006457	XP_008180170.1	XP_003401722.1
OG0006458	XP_008180181.1	XP_020722914.1
OG0006459	XP_008180343.1	XP_012173725.1
OG0006460	XP_008180364.1	XP_020722385.1
OG0006462	XP_008180802.1	XP_020719477.1
OG0006463	XP_008180895.1	XP_003402836.1, XP_020723572.1
OG0006464	XP_008180955.1	XP_003395472.1
OG0006465	XP_008181054.1	XP_020721742.1
OG0006466	XP_008181294.1	XP_012170301.1
OG0006467	XP_016658698.1, XP_008181343.2	XP_012167769.1
OG0006468	XP_008181372.1	XP_012163477.1
OG0006469	XP_008181449.2	XP_012166915.1
