Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0006844	NP_001156090.1	XP_008205458.1
OG0006845	NP_001156114.1	XP_001603596.1
OG0006846	NP_001156116.1	XP_008208702.1
OG0006847	NP_001156136.1	XP_001605493.1
OG0006848	NP_001156138.1	NP_001123258.1
OG0006849	NP_001156145.1	XP_001607576.1
OG0006850	NP_001156165.1	XP_001599491.1
OG0006851	NP_001156184.1	XP_001605724.1
OG0006852	NP_001156188.1	XP_001600750.1
OG0006853	NP_001156199.1	XP_003427462.1
OG0006854	NP_001156203.1	XP_008207464.1
OG0006855	NP_001156210.1	XP_016842557.1
OG0006856	NP_001156224.2	NP_001123221.2
OG0006857	NP_001156252.1	XP_001602355.1
OG0006858	NP_001156254.1	XP_001601343.1
OG0006859	NP_001156285.1	NP_001165795.1
OG0006860	NP_001156315.1	XP_003424573.1
OG0006861	NP_001156653.1	XP_001600982.1
OG0006862	NP_001156679.1	XP_016838358.1
OG0006863	NP_001156699.1	XP_003424046.3
OG0006864	NP_001156707.1	XP_003427298.1
OG0006865	NP_001161896.1	NP_001161184.1
OG0006866	NP_001165435.1	XP_016842433.2
OG0006867	NP_001165735.1	XP_031783477.1
OG0006868	NP_001165857.1	NP_001136346.1, XP_031787487.1
OG0006869	NP_001191868.1	XP_031788181.1
OG0006870	NP_001191870.1	XP_001608069.1
OG0006871	NP_001191894.1	XP_001608087.2
OG0006872	NP_001191987.1	XP_001606559.1
OG0006873	NP_001192074.1, XP_008182087.1	XP_001604661.1
OG0006874	NP_001192092.1	XP_031783554.1
OG0006875	NP_001232934.1	XP_031783767.1
OG0006876	NP_001232941.1	XP_032456509.1
OG0006877	NP_001232942.1, XP_008180433.1	XP_031787669.1
OG0006878	NP_001232963.1	XP_001606368.1
OG0006879	NP_001232969.1	XP_001608093.2
OG0006880	NP_001232985.1	XP_001604676.1
OG0006881	NP_001232988.1, XP_008178713.1	NP_001136160.1
OG0006882	NP_001233003.1	XP_001601337.1
OG0006883	NP_001233015.1, XP_008188381.1	XP_016844606.1
OG0006884	NP_001233016.1	XP_008210384.1
OG0006885	NP_001233018.1	XP_001604769.2
OG0006886	NP_001233034.1	XP_008206141.1
OG0006887	NP_001233041.1	NP_001135909.1
OG0006888	NP_001233048.1	XP_001604960.1
OG0006890	NP_001233060.1	XP_008212499.1
OG0006891	NP_001233085.1	XP_016838911.1
OG0006892	NP_001280291.1	XP_031787270.1
OG0006893	NP_001280299.1	XP_008210112.1
OG0006894	NP_001280310.1	XP_001606034.1
OG0006895	NP_001280326.1	XP_001607996.1
OG0006896	NP_001280328.1	XP_001607231.2
OG0006897	NP_001280362.1	XP_016845876.1
OG0006898	NP_001280364.1	XP_031778725.1
OG0006899	NP_001280384.1	XP_008212999.1
OG0006900	NP_001280398.1	XP_001599050.1
OG0006901	XP_008182039.1, NP_001280421.1	XP_001603586.2
OG0006902	NP_001280455.1	XP_001605210.1
OG0006903	NP_001280466.1	XP_031780376.1
OG0006905	NP_001280480.1	XP_001608163.1
OG0006906	NP_001280483.1	NP_001165824.1
OG0006907	NP_001280640.1	XP_031783787.1
OG0006908	NP_001313564.1	XP_008216689.1
OG0006909	NP_001313578.1	XP_001600449.3
OG0006910	XP_001942527.2	XP_032454934.1
OG0006911	XP_001942545.1	XP_001608173.1
OG0006913	XP_016663532.1, XP_001942698.3	XP_008203373.2
OG0006914	XP_001942717.1	NP_001123085.1
OG0006915	XP_001942795.1	XP_001603229.2
OG0006916	XP_003247172.1, XP_001942811.1	XP_001600698.1
OG0006917	XP_001942837.1	XP_001599955.2
OG0006918	XP_001942897.1	XP_001600714.1
OG0006919	XP_001942911.2	XP_008212900.1
OG0006920	XP_001942954.2	XP_001603157.2
OG0006921	XP_001942963.2	XP_001608157.1
OG0006922	XP_001942992.1	XP_001607157.2
OG0006923	XP_001943057.1	XP_031784917.1
OG0006924	XP_001943061.1	XP_001607722.1
OG0006925	XP_001943068.1	XP_001602512.1
OG0006926	XP_001943091.2, XP_003245432.1	XP_008203909.1
OG0006927	XP_001943100.1	XP_031787403.1
OG0006928	XP_001943169.2	XP_031788402.1
OG0006929	XP_001943196.1	XP_031782887.1
OG0006930	XP_001943197.1	XP_001605224.2
OG0006931	XP_001943217.1	XP_001606004.2
OG0006932	XP_001943237.4	XP_031782412.1
OG0006933	XP_001943328.1	XP_031779543.1
OG0006934	XP_008181423.1, XP_001943346.2	XP_008209600.1
OG0006935	XP_001943349.1	NP_001161449.1
OG0006936	XP_001943355.3	XP_001600930.2
OG0006937	XP_001943410.1	XP_003426680.1
OG0006938	XP_001943432.2	XP_001599344.2
OG0006939	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2	XP_031783469.1
OG0006940	XP_001943446.1	XP_016836585.1
OG0006941	XP_001943447.1	XP_016837146.1
OG0006942	XP_001943543.2	XP_032455541.1
OG0006943	XP_001943579.1	XP_003426785.1
OG0006944	XP_001943596.1	XP_031779301.1
OG0006945	XP_001943618.2	XP_032454428.1
OG0006946	XP_001943619.1	XP_008215247.1
OG0006947	XP_001943691.1	XP_001606216.2
OG0006948	XP_001943779.2	XP_003426410.1
OG0006949	XP_001943838.2	XP_016844782.1
OG0006950	XP_001943854.1	XP_001602833.2
OG0006951	XP_001943855.1	XP_001600435.1
OG0006952	XP_001943874.1	XP_001602203.1
OG0006953	XP_001943877.2	XP_008217975.1
OG0006954	XP_001943883.2	XP_001606273.2
OG0006955	XP_001943884.1	NP_001123223.2
OG0006956	XP_001943982.1	XP_001607153.2
OG0006957	XP_001944012.3	XP_016838657.1
OG0006958	XP_001944046.2	XP_001604933.2
OG0006959	XP_001944049.2	XP_031777206.1
OG0006960	XP_001944073.2	XP_031776691.1
OG0006961	XP_001944078.1	XP_031788152.1
OG0006962	XP_001944084.1	XP_008205005.1
OG0006963	XP_001944117.1, XP_008186067.1, XP_016662386.1	XP_003427493.1
OG0006964	XP_001944128.2	XP_001605180.1
OG0006965	XP_001944165.3, XP_016656194.1	XP_031781635.1
OG0006966	XP_001944182.1	XP_001607847.1
OG0006967	XP_016660275.1, XP_001944209.2	XP_001603185.1
OG0006968	XP_001944227.2, XP_008185430.1	XP_001607897.2
OG0006969	XP_001944304.1	XP_001606562.1
OG0006970	XP_001944338.2	XP_031782047.1
OG0006971	XP_001944426.2	XP_031776718.1
OG0006972	XP_001944432.2	XP_031781596.1
OG0006973	XP_001944470.1	XP_003424231.1
OG0006974	XP_001944483.2	XP_031777565.1
OG0006975	XP_001944622.3	XP_031778098.1
OG0006976	XP_001944698.3	XP_031786769.1
OG0006977	XP_001944724.2	XP_016842457.1
OG0006978	XP_001944727.1	XP_008211315.1
OG0006979	XP_001944757.2	XP_016840082.1
OG0006980	XP_001944776.2	XP_001600102.2
OG0006981	XP_001944836.2	XP_001608135.2
OG0006982	XP_001944845.2	XP_001604900.3
OG0006983	XP_001944883.2	XP_031777371.1
OG0006984	XP_003244546.1, XP_001944908.1	XP_001603216.1
OG0006985	XP_001944966.2	XP_016837916.1
OG0006986	XP_001944991.2	XP_016841796.1
OG0006987	XP_001945003.1	XP_001605270.1
OG0006988	XP_001945024.1	XP_001599314.1
OG0006989	XP_001945035.1	XP_016838839.1, XP_031783679.1
OG0006990	XP_001945046.2	XP_016838370.2
OG0006991	XP_001945072.1	XP_001600892.2
OG0006992	XP_001945117.1	XP_001601245.1, XP_003424704.1
OG0006993	XP_001945124.2	XP_008215834.1
OG0006994	XP_001945135.1	XP_001600202.1
OG0006995	XP_001945138.1	XP_008206359.1
OG0006996	XP_001945162.1	XP_008207316.2
OG0006997	XP_001945174.1	XP_008217884.1
OG0006999	XP_001945386.2	XP_001603225.1
OG0007000	XP_001945409.2, XP_016660019.1, XP_016660017.1	XP_016842165.1
OG0007001	XP_001945459.1	XP_001600968.1
OG0007002	XP_001945624.2	XP_008208962.1
OG0007003	XP_001945685.2	XP_001603770.2
OG0007004	XP_001945841.2	XP_031782984.1
OG0007005	XP_001945881.1	XP_001599799.1
OG0007006	XP_001945895.2	NP_001153415.1
OG0007007	XP_001945915.1	XP_031783448.1
OG0007008	XP_001945988.4	XP_001599746.2
OG0007009	XP_001945994.2	XP_031777477.1
OG0007010	XP_001946036.2	XP_031778555.1
OG0007011	XP_001946040.2	XP_031788759.1
OG0007012	XP_001946043.2	XP_001605994.1
OG0007013	XP_001946051.1	XP_031783481.1
OG0007014	XP_001946059.2	XP_001602756.1
OG0007016	XP_001946118.2	XP_001600292.1
OG0007017	XP_001946184.1	XP_008203915.1
OG0007018	XP_001946221.1	XP_001603228.1
OG0007019	XP_001946402.2	XP_031778257.1
OG0007020	XP_001946406.1	XP_003425538.1
OG0007022	XP_001946423.2	XP_001606511.2
OG0007023	XP_001946427.2	XP_001606759.2
OG0007024	XP_001946447.2	XP_008210462.3
OG0007025	XP_001946458.1	XP_001604161.1
OG0007026	XP_001946466.2	XP_008207113.1
OG0007027	XP_001946527.2	XP_001605621.1
OG0007028	XP_001946546.2	XP_016841854.1
OG0007029	XP_001946583.2	XP_031785943.1
OG0007030	XP_001946695.2	XP_031781190.1
OG0007031	XP_001946697.2	XP_031778496.1
OG0007032	XP_001946744.2, XP_016663817.1	XP_032454232.1, XP_016839008.1
OG0007033	XP_001946761.2	XP_032455608.1
OG0007034	XP_001946857.2	XP_008207029.1
OG0007036	XP_001946968.2	XP_001600018.2
OG0007038	XP_001947063.1	XP_001606569.2
OG0007039	XP_001947092.2	XP_001607537.2
OG0007040	XP_001947114.2	XP_003426259.1
OG0007041	XP_001947212.1	XP_003424731.1
OG0007042	XP_001947234.1, XP_016661436.1	XP_008207629.1
OG0007043	XP_001947278.2	XP_008217824.1
OG0007044	XP_001947280.1	XP_001605030.2
OG0007045	XP_001947310.2	XP_001600095.2
OG0007046	XP_003247424.1, XP_001947358.2	XP_031780075.1
OG0007047	XP_001947417.2	XP_001604189.2
OG0007049	XP_001947557.2, XP_003240736.1	XP_031782284.1
OG0007050	XP_001947581.1	XP_001600992.1
OG0007051	XP_001947627.2	XP_008212208.1
OG0007052	XP_001947638.1	XP_001602606.2
OG0007053	XP_001947642.2	XP_031780748.1
OG0007054	XP_001947667.2	XP_031785554.1
OG0007055	XP_001947770.2	XP_001608292.1
OG0007056	XP_001947790.2	XP_001606680.2
OG0007057	XP_001947892.2	XP_008207044.2
OG0007058	XP_001947913.2	XP_008203002.1
OG0007059	XP_001947923.1	XP_001600798.2
OG0007060	XP_001947931.2	XP_031781057.1
OG0007062	XP_001948008.1	NP_001161452.1
OG0007063	XP_001948057.1	XP_001602021.1
OG0007064	XP_001948131.1	XP_016839563.1
OG0007065	XP_003247083.1, XP_001948136.3	XP_001606014.2
OG0007066	XP_001948151.2	XP_031780408.1
OG0007067	XP_001948247.2	XP_001602610.2
OG0007068	XP_001948332.1	XP_008210007.1
OG0007069	XP_003244438.1, XP_001948333.2	XP_001606195.1
OG0007070	XP_001948353.2	XP_001603097.1
OG0007071	XP_001948355.1	XP_008208112.2
OG0007072	XP_001948478.1	XP_031780674.1
OG0007073	XP_001948491.2	XP_001604597.2
OG0007074	XP_001948539.2	XP_016840780.1
OG0007076	XP_001948566.1	XP_001603014.1
OG0007077	XP_001948576.2	XP_008213730.1
OG0007079	XP_001948615.1	XP_001600331.2
OG0007080	XP_001948659.2	XP_031779124.1
OG0007081	XP_001948716.2	XP_003424075.2
OG0007082	XP_001948723.2	XP_031781054.1
OG0007083	XP_001948731.2	XP_001606574.2
OG0007084	XP_001948782.1	XP_031779535.1
OG0007085	XP_001948865.2	XP_031780406.1
OG0007086	XP_001948871.2	XP_008205558.1
OG0007087	XP_001948900.2	XP_001607767.2
OG0007088	XP_001948937.1	XP_001599282.1
OG0007089	XP_001949062.2	XP_031782392.1
OG0007090	XP_001949074.1	XP_001603731.2
OG0007091	XP_001949296.2	XP_008209507.1
OG0007092	XP_001949304.1	XP_008208439.1
OG0007093	XP_001949317.1	XP_001602955.1
OG0007094	XP_001949319.1	XP_001600112.1
OG0007096	XP_001949348.1	XP_008212462.1
OG0007097	XP_001949357.1	XP_001601394.2
OG0007098	XP_001949369.1	XP_031788344.1
OG0007099	XP_001949454.1	XP_031780863.1
OG0007100	XP_001949468.2	XP_031783832.1
OG0007101	XP_001949481.1	XP_008214405.1
OG0007102	XP_001949545.2	XP_001603780.2
OG0007103	XP_001949577.1	XP_001605001.1
OG0007104	XP_001949588.1	XP_001605497.2
OG0007105	XP_001949596.2	XP_008204094.1
OG0007107	XP_001949750.1	XP_003424389.1
OG0007108	XP_001949864.2	XP_001603959.1
OG0007109	XP_001949877.1	XP_031783797.1
OG0007110	XP_001949913.2	XP_001603164.2
OG0007111	XP_001950063.1	XP_003424070.1
OG0007112	XP_001950107.2	XP_016841707.1
OG0007114	XP_008188954.1, XP_001950154.1	XP_032452878.1
OG0007115	XP_001950170.1	XP_008217592.1
OG0007116	XP_001950189.1	XP_001602076.1
OG0007117	XP_001950200.2	XP_031787330.1
OG0007118	XP_001950215.1	XP_001605379.1
OG0007119	XP_001950234.3	XP_031783773.1
OG0007120	XP_001950245.2	XP_031777362.1
OG0007121	XP_001950254.2	XP_001600933.1
OG0007122	XP_001950342.2	XP_031789505.1
OG0007123	XP_001950354.2	XP_001605320.2
OG0007124	XP_001950389.2	XP_031778162.1
OG0007125	XP_001950419.1	XP_001602926.2
OG0007126	XP_001950464.1	XP_031776985.1
OG0007127	XP_001950506.1	XP_001605032.1
OG0007128	XP_001950534.1	XP_016844870.1
OG0007129	XP_001950641.3	XP_031779197.1
OG0007130	XP_001950745.1	XP_001603429.1
OG0007131	XP_001950773.1	XP_031782660.1
OG0007132	XP_001950801.2	NP_001127796.1
OG0007133	XP_001950841.1	XP_008205075.2
OG0007134	XP_001950907.1	XP_016837829.1
OG0007135	XP_001950927.1	XP_008202116.1
OG0007136	XP_001951013.1	XP_001604419.1
OG0007137	XP_001951042.1	XP_008212420.1
OG0007138	XP_001951061.1	XP_001606442.1
OG0007139	XP_001951085.1	XP_008202009.1
OG0007140	XP_001951091.1	XP_001604212.1
OG0007141	XP_001951095.1	XP_001607733.1
OG0007142	XP_001951142.1	XP_001605662.1
OG0007143	XP_001951205.1	XP_031788678.1
OG0007144	XP_001951254.1	NP_001180193.1
OG0007145	XP_001951262.1	XP_001602017.1
OG0007146	XP_001951271.1	XP_001602930.1
OG0007147	XP_001951294.2	XP_016840120.1
OG0007148	XP_001951360.1	XP_031787519.1
OG0007149	XP_001951383.1	XP_008213085.1
OG0007150	XP_001951476.1	XP_001607904.1
OG0007151	XP_001951482.1	NP_001135438.1
OG0007152	XP_001951503.1	XP_001603909.2
OG0007153	XP_001951507.1	XP_001601481.1
OG0007154	XP_001951514.1	XP_001602625.1
OG0007155	XP_001951545.1	XP_003423815.1
OG0007156	XP_001951584.1	XP_032454558.1
OG0007157	XP_001951649.2, XP_016662427.1, XP_008186095.1	XP_008210333.1, XP_031782808.1
OG0007158	XP_001951716.2	XP_016845595.1
OG0007159	XP_001951734.1	XP_001599568.2
OG0007160	XP_001951752.1, XP_016661744.1	XP_031787973.1
OG0007161	XP_001951787.1	NP_001161268.1
OG0007162	XP_001951809.1	XP_001599076.1
OG0007163	XP_001951879.1	XP_001607989.1
OG0007164	XP_001951891.1	XP_003425640.1
OG0007165	XP_001952015.2	XP_008215083.1
OG0007166	XP_001952072.2	XP_016837889.1
OG0007167	XP_016658261.1	XP_031789549.1, XP_008208285.1, XP_008208287.1, XP_008208284.1
OG0007168	XP_001952116.1	XP_008209390.1
OG0007169	XP_001952124.2	XP_001606702.2
OG0007170	XP_001952199.1, XP_029344098.1	XP_001605048.2
OG0007171	XP_001952215.1	XP_001600441.2
OG0007172	XP_001952225.1	XP_001604504.2
OG0007173	XP_001952236.1	XP_001599008.1
OG0007174	XP_001952242.1	XP_001602460.2
OG0007175	XP_001952286.2, XP_016664855.2	XP_008205450.1
OG0007176	XP_001952338.1	XP_008211130.1
OG0007177	XP_001952396.1	XP_031785363.1
OG0007178	XP_001952417.2	XP_031785377.1
OG0007179	XP_001952428.2	XP_031779409.1
OG0007180	XP_001952448.1	XP_031787984.1
OG0007181	XP_001952519.1	XP_031787839.1, XP_032456258.1
OG0007182	XP_001952535.2	XP_001600575.1
OG0007183	XP_001952559.2	XP_008208058.1, XP_008208059.1, XP_032452410.1
OG0007184	XP_001952573.1	XP_031789577.1
OG0007185	XP_001952607.2	XP_031784574.1
OG0007186	XP_001952661.2	XP_008212497.1
OG0007187	XP_001952672.2	XP_031778817.1
OG0007188	XP_001952701.1	XP_008211515.1
OG0007190	XP_001952794.2	XP_001605633.1
OG0007193	XP_003240961.1, XP_001952870.2	XP_031787003.1
OG0007194	XP_003240028.1	XP_008203415.1
OG0007195	XP_003240098.1	XP_031779555.1
OG0007196	XP_003240259.1	XP_001601126.1
OG0007197	XP_003240404.1	XP_031786380.1
OG0007198	XP_003240406.1	XP_001606777.1
OG0007199	XP_003240504.1, XP_029341428.1, XP_029341429.1	XP_001605374.1
OG0007200	XP_003240510.1, XP_016658495.1	XP_003427318.1
OG0007202	XP_003240767.3	XP_001606148.4
OG0007203	XP_003240960.1	XP_016841108.1
OG0007205	XP_003241532.2	XP_008217019.1
OG0007206	XP_003241691.1	XP_008208776.1
OG0007208	XP_003241907.1	XP_001606403.1
OG0007209	XP_003242038.1	XP_031784910.1
OG0007210	XP_003242077.1	XP_008214207.1
OG0007211	XP_003242312.1	XP_031779665.1
OG0007212	XP_003242779.1	XP_031785715.1
OG0007213	XP_003242987.1	XP_008210525.1
OG0007214	XP_008186828.1, XP_003243139.2	XP_008211645.2
OG0007216	XP_003243527.1	XP_031789425.1, XP_031788627.1
OG0007217	XP_003243528.1	XP_031785295.1
OG0007218	XP_003244024.1, XP_029345931.1	XP_003428052.1
OG0007219	XP_003244209.1	XP_008201923.1
OG0007220	XP_003244709.1	XP_001599316.1
OG0007221	XP_003244733.1	XP_003427394.1
OG0007222	XP_003244866.1	XP_001603212.2
OG0007223	XP_003244893.1	XP_008210417.1
OG0007225	XP_003245046.1	XP_008202942.1
OG0007226	XP_003245136.1	XP_031777196.1
OG0007227	XP_003245207.1	XP_001607130.2
OG0007228	XP_003245303.1	XP_001601013.2
OG0007229	XP_003245310.1	XP_001606627.1
OG0007230	XP_003245487.1	XP_001608116.1
OG0007231	XP_003245494.1	XP_001606187.2
OG0007233	XP_003245762.2	XP_008203149.1
OG0007234	XP_003245979.1	XP_008207137.1
OG0007235	XP_003246105.1	XP_001600638.2
OG0007236	XP_003246166.1	XP_008202121.2
OG0007237	XP_003246362.1	XP_031784900.1
OG0007238	XP_003246375.1, XP_016662170.1	XP_008214546.1
OG0007239	XP_003246382.1	XP_003424236.1
OG0007240	XP_003246391.1	XP_031782304.1
OG0007241	XP_003246542.1	XP_008202980.1
OG0007242	XP_003246575.1	XP_001603556.2
OG0007243	XP_003246737.1	XP_016838564.1
OG0007244	XP_003246803.1	XP_003425290.1
OG0007245	XP_003246997.1	XP_001606498.1
OG0007246	XP_003247253.1	XP_031778417.1
OG0007247	XP_003247307.1	XP_016840433.1
OG0007248	XP_003247708.1	XP_008205858.2
OG0007249	XP_003247842.1	XP_016843679.1
OG0007250	XP_003247907.1	XP_001603116.2
OG0007251	XP_003248103.1	XP_031783752.1
OG0007252	XP_003248290.1, XP_008188600.3	XP_001608028.2
OG0007253	XP_008178244.1	NP_001180239.1
OG0007255	XP_008178297.1	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1
OG0007256	XP_008178306.1	XP_031782544.1
OG0007258	XP_008189479.1, XP_008183018.1, XP_008178782.1	XP_031780282.1
OG0007259	XP_008178891.1	XP_008217460.1
OG0007260	XP_008178967.1	XP_001604590.2
OG0007262	XP_008179201.1	XP_016838326.1
OG0007263	XP_008179376.1	XP_031776706.1
OG0007264	XP_008179413.1	XP_016840677.1, XP_008211685.1
OG0007265	XP_008179438.1	NP_001162022.1
OG0007266	XP_008179487.1	XP_016840593.1
OG0007267	XP_008179504.1	XP_016836559.1, XP_016836556.1
OG0007268	XP_008179660.1	XP_003425378.1
OG0007269	XP_008179881.1, XP_008179880.1	XP_001605115.1
OG0007270	XP_008180099.1	XP_031782533.1
OG0007271	XP_008180257.1	XP_008206998.1
OG0007272	XP_008180331.1	XP_016840454.1
OG0007273	XP_008180630.1	XP_003424124.1
OG0007275	XP_008180679.1	XP_001608308.1
OG0007277	XP_008180836.1	XP_016842606.1, XP_001603939.2
OG0007278	XP_008180922.1	XP_001606486.2
OG0007279	XP_008181248.1	XP_031776991.1
OG0007280	XP_008181279.1	XP_031776762.1
OG0007281	XP_008181309.1	XP_001604457.2
OG0007282	XP_008181310.1	XP_016845577.1
OG0007284	XP_008181565.1	XP_031783689.1
OG0007285	XP_008181633.1	XP_001608218.1
OG0007286	XP_008181985.1	XP_001603443.2
OG0007287	XP_008182075.1	XP_008212439.1
OG0007288	XP_008182098.1	XP_031783100.1
OG0007289	XP_008182103.1	XP_031787044.1
OG0007290	XP_008182307.1	XP_001602919.1
OG0007291	XP_008182489.1	XP_001606055.1
OG0007293	XP_008182756.1	XP_031782694.1
OG0007294	XP_008182931.1	XP_008205349.2
OG0007295	XP_008182953.1	XP_001607438.2
OG0007296	XP_008183019.3	XP_008205140.3
OG0007297	XP_008183109.1	XP_016841229.1
OG0007298	XP_008183274.1	XP_001601114.2
OG0007299	XP_008183329.1	XP_031780751.1
OG0007300	XP_008183485.1	XP_032457783.1
OG0007301	XP_008183523.1	XP_031783470.1
OG0007302	XP_008183806.1	XP_008204568.1
OG0007303	XP_008183826.1	XP_001607590.1
OG0007304	XP_008183893.1	XP_001605751.1
OG0007305	XP_008183977.1	XP_001602726.2
OG0007306	XP_008184307.1	XP_001603418.2
OG0007307	XP_008184321.1	XP_016837235.1
OG0007308	XP_008184349.1	XP_008208165.1
OG0007311	XP_008184581.1	XP_001602053.1
OG0007312	XP_008184628.1	XP_001601562.1
OG0007313	XP_008184639.1	XP_001604190.2
OG0007314	XP_008184720.1	XP_031781558.1
OG0007315	XP_008184751.1	XP_008214041.1
OG0007316	XP_008184760.1	XP_032457749.1
OG0007317	XP_008184813.1, XP_016661342.1	XP_016842908.1
OG0007318	XP_008184885.1	XP_001601386.4
OG0007319	XP_008185065.1	XP_001601122.1
OG0007320	XP_008185186.1	XP_003425288.1
OG0007321	XP_008185362.2	XP_008209383.1
OG0007322	XP_008185457.1	XP_003424223.1
OG0007323	XP_008185489.1	XP_031778812.1
OG0007324	XP_008185615.1	XP_016839643.1
OG0007326	XP_008185646.1	XP_003424168.1
OG0007327	XP_008185667.1	XP_003423897.1
OG0007328	XP_008185801.2, XP_029343196.1	XP_016838367.1
OG0007329	XP_008185838.1, XP_008185837.1, XP_029345367.1	XP_001604976.1
OG0007330	XP_008185876.1	XP_031779333.1
OG0007331	XP_008185895.1	XP_016837247.1
OG0007332	XP_008185900.1	XP_003427350.4
OG0007333	XP_008185973.2	XP_031784115.1
OG0007334	XP_008186002.1	XP_031788230.1
OG0007335	XP_008186292.1	XP_031789450.1
OG0007336	XP_008186455.1	XP_031788114.1
OG0007337	XP_008186472.1	XP_031776933.1
OG0007338	XP_008186485.1	XP_008217430.1
OG0007339	XP_008186518.1	XP_032453379.1
OG0007340	XP_008186579.1	XP_001606591.1
OG0007341	XP_008186678.1	XP_031788846.1, XP_031776884.1, XP_008215328.1
OG0007342	XP_008186802.1	XP_016844839.2
OG0007343	XP_008186855.2	XP_003424337.1
OG0007344	XP_008186886.1	XP_003425289.1
OG0007345	XP_008186997.1	XP_001599735.2
OG0007346	XP_008187002.1	XP_003427661.1
OG0007347	XP_008187027.1	XP_003424434.1
OG0007348	XP_008187213.1	XP_016840287.1
OG0007349	XP_029343127.1, XP_029343126.1, XP_008187341.1	XP_001605160.1
OG0007350	XP_008187564.1	XP_031778838.1
OG0007351	XP_008187652.1	XP_008210955.1
OG0007352	XP_008188199.1	XP_001607621.1
OG0007353	XP_008188206.1	XP_031782410.1
OG0007355	XP_008188638.1	XP_003424145.1
OG0007356	XP_008188692.3	XP_001605386.1
OG0007357	XP_008188806.1	XP_008207191.1
OG0007358	XP_008188888.1	XP_031784312.1
OG0007359	XP_008189294.1	XP_031783482.1
OG0007360	XP_008189412.1	XP_032453401.1
OG0007361	XP_008190018.1	XP_016844895.1
OG0007362	XP_008190032.1	XP_031789594.1
OG0007363	XP_016655941.1	XP_032457604.1
OG0007364	XP_016655995.1	XP_001603481.1
OG0007365	XP_016656027.1	XP_008215266.1
