Orthogroup	Nomia_melanderi	Megachile_rotundata
OG0008160	XP_031833547.1	XP_012150316.1
OG0008161	XP_031829844.1	XP_003706457.1
OG0008162	XP_031846378.1	XP_003705324.1
OG0008163	XP_031833298.1	XP_012152115.1
OG0008164	XP_031839346.1	XP_003707911.1
OG0008165	XP_031838950.1	XP_012137051.1
OG0008166	XP_031849086.1	XP_003703290.1
OG0008167	XP_031841552.1	XP_003708052.1
OG0008168	XP_031837469.1	XP_012144715.1
OG0008169	XP_031831998.1	XP_003703527.1
OG0008170	XP_031838399.1	XP_012137639.1
OG0008171	XP_031836182.1	XP_003706326.1
OG0008172	XP_031835610.1	XP_003700615.1
OG0008173	XP_031839255.1	XP_003705046.1
OG0008174	XP_031839996.1	XP_012136752.1
OG0008175	XP_031833008.1	XP_003708273.1
OG0008176	XP_031826545.1	XP_003705357.1
OG0008177	XP_031837231.1	XP_003699796.1
OG0008178	XP_031840768.1	XP_003704027.1
OG0008179	XP_031832007.1	XP_003703515.1
OG0008180	XP_031834545.1	XP_003700856.1
OG0008181	XP_031844608.1	XP_003708180.1
OG0008182	XP_031831146.1	XP_003707030.2
OG0008183	XP_031829837.1	XP_003705532.2
OG0008184	XP_031844078.1	XP_012147815.1
OG0008185	XP_031828864.1	XP_003706555.1
OG0008186	XP_031825638.1	XP_003705419.1
OG0008187	XP_031849100.1	XP_012140726.1
OG0008188	XP_031842241.1	XP_012142093.1
OG0008189	XP_031828673.1	XP_003706578.1
OG0008190	XP_031832562.1	XP_003706686.1
OG0008191	XP_031828419.1	XP_003708485.1
OG0008192	XP_031841306.1	XP_012153017.1
OG0008193	XP_031840179.1	XP_012146719.1
OG0008194	XP_031837737.1	XP_012143335.1
OG0008195	XP_031826971.1	XP_003705377.1
OG0008196	XP_031837965.1	XP_003704562.2
OG0008197	XP_031849554.1	XP_003699927.1
OG0008198	XP_031832553.1	XP_003706667.1
OG0008199	XP_031839647.1	XP_003702216.1
OG0008200	XP_031831323.1	XP_003705426.1
OG0008201	XP_031835439.1	XP_003700558.1
OG0008202	XP_031846995.1	XP_003701992.1
OG0008203	XP_031835440.1	XP_003699276.1
OG0008204	XP_031826777.1	XP_003705410.2
OG0008205	XP_031847861.1	XP_012148992.1
OG0008206	XP_031842935.1	XP_012153358.1
OG0008207	XP_031831439.1	XP_012145130.1
OG0008208	XP_031840394.1	XP_003707651.1
OG0008209	XP_031829905.1	XP_003702550.2
OG0008210	XP_031839570.1	XP_003701553.1
OG0008211	XP_031846793.1	XP_003702102.1
OG0008212	XP_031830771.1	XP_003706891.1
OG0008213	XP_031830987.1	XP_003701736.1
OG0008214	XP_031839263.1	XP_003703797.1
OG0008215	XP_031844493.1	XP_003705797.1
OG0008216	XP_031826238.1	XP_003703136.1
OG0008217	XP_031834030.1	XP_003703698.1
OG0008218	XP_031828825.1	XP_003707112.1
OG0008219	XP_031846139.1	XP_012152876.1
OG0008220	XP_031832257.1	XP_003703554.1
OG0008221	XP_031840736.1	XP_003705013.1
OG0008222	XP_031839204.1	XP_003703798.1
OG0008223	XP_031829773.1	XP_012148187.1
OG0008224	XP_031848616.1	XP_003699213.1
OG0008225	XP_031831009.1	XP_003706885.1
OG0008226	XP_031826178.1	XP_003702042.1
OG0008227	XP_031850403.1	XP_003704475.1
OG0008228	XP_031829755.1	XP_003705102.1
OG0008229	XP_031842619.1	XP_003699614.1
OG0008230	XP_031850565.1	XP_003704476.1
OG0008231	XP_031849420.1	XP_003700549.1
OG0008232	XP_031846133.1	XP_003703048.1
OG0008233	XP_031846363.1	XP_003706450.1
OG0008234	XP_031830535.1	XP_003706808.1
OG0008235	XP_031825896.1	XP_003699181.1
OG0008236	XP_031827169.1	XP_003700420.1
OG0008237	XP_031833345.1	XP_003699461.2
OG0008238	XP_031840916.1	XP_003701799.2
OG0008239	XP_031828455.1	XP_003700690.2
OG0008240	XP_031840415.1	XP_012140194.1
OG0008241	XP_031825729.1	XP_003701440.1
OG0008242	XP_031846722.1	XP_003704641.1
OG0008243	XP_031830524.1	XP_012148942.1
OG0008244	XP_031827296.1	XP_003703724.1
OG0008245	XP_031846811.1	XP_003703782.1
OG0008246	XP_031837481.1	XP_012141855.1
OG0008247	XP_031849170.1	XP_003699952.1
OG0008248	XP_031831334.1	XP_003705186.2
OG0008249	XP_031837133.1	XP_003701917.1
OG0008250	XP_031840413.1	XP_003703148.1
OG0008251	XP_031832929.1	XP_012139789.1
OG0008252	XP_031840946.1	XP_003708075.1
OG0008253	XP_031830126.1	XP_003701154.1
OG0008254	XP_031842990.1	XP_003706014.1
OG0008255	XP_031845537.1	XP_003706227.1
OG0008256	XP_031844146.1	XP_003708142.1
OG0008257	XP_031844765.1	XP_003701414.1
OG0008258	XP_031838020.1	XP_003704874.1
OG0008259	XP_031835536.1	XP_003700952.1
OG0008260	XP_031836324.1	XP_003707246.1
OG0008261	XP_031825871.1	XP_003706870.1
OG0008262	XP_031839937.1	XP_003701487.1
OG0008263	XP_031832396.1	XP_012142916.1
OG0008264	XP_031849475.1	XP_003699862.1
OG0008265	XP_031829872.1	XP_003701107.1
OG0008266	XP_031826435.1	XP_003702179.1
OG0008267	XP_031829967.1	XP_012135647.1
OG0008268	XP_031833292.1	XP_003707707.1
OG0008269	XP_031834982.1	XP_003699396.1
OG0008270	XP_031833296.1	XP_003707708.1
OG0008271	XP_031846940.1	XP_003708026.1
OG0008272	XP_031839151.1	XP_012151584.1
OG0008273	XP_031827907.1	XP_003707671.1
OG0008274	XP_031835463.1	XP_003699256.1
OG0008275	XP_031827881.1	XP_003702061.1
OG0008276	XP_031839380.1	XP_003703870.1
OG0008277	XP_031844208.1	XP_003705284.1
OG0008278	XP_031826062.1	XP_003702048.1
OG0008279	XP_031841008.1	XP_003699876.2
OG0008280	XP_031844304.1	XP_003708227.1
OG0008281	XP_031847009.1	XP_003706237.1
OG0008282	XP_031831291.1	XP_003700373.1
OG0008283	XP_031841328.1	XP_012134629.1
OG0008284	XP_031827543.1	XP_012144351.1
OG0008285	XP_031843550.1	XP_012139046.1
OG0008286	XP_031839766.1	XP_003701466.1
OG0008287	XP_031840020.1	XP_012142933.1
OG0008288	XP_031846394.1	XP_003706353.1
OG0008289	XP_031838340.1	XP_003703627.1
OG0008290	XP_031845152.1	XP_012144118.1
OG0008291	XP_031844244.1	XP_003708170.1
OG0008292	XP_031841092.1	XP_003707509.1
OG0008293	XP_031842550.1	XP_012136319.1
OG0008294	XP_031832087.1	XP_003703524.1
OG0008295	XP_031835498.1	XP_012150975.1
OG0008296	XP_031833411.1	XP_003707452.1
OG0008297	XP_031841127.1	XP_003706527.1
OG0008298	XP_031841967.1	XP_003706424.1
OG0008299	XP_031833191.1	XP_003706155.1
OG0008300	XP_031833626.1	XP_003702691.1
OG0008301	XP_031841443.1	XP_003707836.1
OG0008302	XP_031829001.1	XP_003702608.1
OG0008303	XP_031826909.1	XP_003700461.1
OG0008304	XP_031833188.1	XP_003706156.1
OG0008305	XP_031840315.1	XP_003707243.1
OG0008306	XP_031834646.1	XP_003700942.1
OG0008307	XP_031844020.1	XP_003703757.1
OG0008308	XP_031828079.1	XP_003706587.1
OG0008309	XP_031833676.1	XP_003707289.1
OG0008310	XP_031830602.1	XP_012149222.1
OG0008311	XP_031845872.1	XP_003704893.1
OG0008312	XP_031832998.1	XP_003699835.1
OG0008313	XP_031845445.1	XP_003699494.1
OG0008314	XP_031829864.1	XP_003701263.2
OG0008315	XP_031844877.1	XP_003702362.1
OG0008316	XP_031826213.1	XP_003704571.1
OG0008317	XP_031835126.1	XP_012150627.1
OG0008318	XP_031831986.1	XP_012140926.1
OG0008319	XP_031832997.1	XP_012145354.1
OG0008320	XP_031827066.1	XP_003700457.1
OG0008321	XP_031845499.1	XP_003699728.1
OG0008322	XP_031849843.1	XP_003707802.1
OG0008323	XP_031847350.1	XP_003705976.1
OG0008324	XP_031827121.1	XP_012154142.1
OG0008325	XP_031832822.1	XP_003702812.1
OG0008326	XP_031840184.1	XP_003700035.1
OG0008327	XP_031830001.1	XP_012144909.1
OG0008328	XP_031841365.1	XP_003700036.1
OG0008329	XP_031843859.1	XP_003706793.1
OG0008330	XP_031830876.1	XP_012150485.1
OG0008331	XP_031850154.1	XP_003705761.2
OG0008332	XP_031844251.1	XP_003704067.1
OG0008333	XP_031825325.1	XP_012145060.1
OG0008334	XP_031845779.1	XP_012144273.1
OG0008335	XP_031827056.1	XP_003700483.1
OG0008336	XP_031826813.1	XP_003704139.1
OG0008337	XP_031850144.1	XP_012146398.1
OG0008338	XP_031838597.1	XP_003706339.1
OG0008339	XP_031832872.1	XP_003702795.1
OG0008340	XP_031831449.1	XP_003701551.1
OG0008341	XP_031842158.1	XP_003700694.1
OG0008342	XP_031838520.1	XP_003699252.1
OG0008343	XP_031845028.1	XP_012135015.1
OG0008344	XP_031835033.1	XP_003699408.1
OG0008345	XP_031832672.1	XP_003702798.1
OG0008346	XP_031845326.1	XP_012142098.1
OG0008347	XP_031845874.1	XP_003702764.1
OG0008348	XP_031844111.1	XP_003708197.1
OG0008349	XP_031850012.1	XP_003707681.1
OG0008350	XP_031832238.1	XP_003703602.2
OG0008351	XP_031831371.1	XP_003700365.1
OG0008352	XP_031838537.1	XP_012147569.1
OG0008353	XP_031827520.1	XP_003708684.1
OG0008354	XP_031837207.1	XP_003702861.1
OG0008355	XP_031843133.1	XP_003699606.1
OG0008356	XP_031832701.1	XP_003708276.1
OG0008357	XP_031843249.1	XP_012140909.1
OG0008358	XP_031828131.1	XP_003706101.1
OG0008359	XP_031825831.1	XP_012134809.1
OG0008360	XP_031825611.1	XP_003707307.1
OG0008361	XP_031827549.1	XP_003706096.1
OG0008362	XP_031827923.1	XP_003708522.1
OG0008363	XP_031842970.1	XP_003708565.1
OG0008364	XP_031826745.1	XP_003704123.1
OG0008365	XP_031836153.1	XP_003706329.1
OG0008366	XP_031841435.1	XP_003704128.2
OG0008367	XP_031842575.1	XP_003708577.1
OG0008368	XP_031846448.1	XP_012137597.1
OG0008369	XP_031843103.1	XP_003701428.1
OG0008370	XP_031849955.1	XP_003701004.1
OG0008371	XP_031845570.1	XP_012152788.1
OG0008372	XP_031843087.1	XP_012143928.1
OG0008373	XP_031843057.1	XP_003704746.1
OG0008374	XP_031843170.1	XP_003708581.1
OG0008375	XP_031847548.1	XP_003706162.1
OG0008376	XP_031834456.1	XP_003703891.1
OG0008377	XP_031829293.1	XP_003708451.1
OG0008378	XP_031842993.1	XP_012146886.1
OG0008379	XP_031844136.1	XP_012152386.1
OG0008380	XP_031828173.1	XP_003706593.1
OG0008381	XP_031839848.1	XP_012150608.1, XP_003707569.1
OG0008382	XP_031848370.1	XP_012142301.1, XP_003704032.1
OG0008384	XP_031846621.1	XP_012149941.1
OG0008385	XP_031825968.1	XP_003704787.1
OG0008386	XP_031841031.1	XP_003700064.1
OG0008387	XP_031837662.1	XP_003707578.1
OG0008388	XP_031845488.1	XP_003699208.1
OG0008389	XP_031830995.1	XP_003699793.1
OG0008390	XP_031830616.1	XP_012143590.1
OG0008393	XP_031828534.1	XP_012134771.1
OG0008395	XP_031837893.1	XP_012145764.1, XP_012145765.1
OG0008396	XP_031844814.1	XP_012153343.1
OG0008397	XP_031838606.1	XP_003705781.1
OG0008398	XP_031829879.1	XP_012135713.1
OG0008399	XP_031833190.1	XP_003706196.2
OG0008400	XP_031825339.1	XP_003705207.1
OG0008401	XP_031831592.1	XP_003705570.2
OG0008402	XP_031826488.1	XP_012143714.1
OG0008404	XP_031825880.1	XP_003706948.1
OG0008405	XP_031845479.1	XP_012137744.1
OG0008406	XP_031838213.1	XP_003705711.1
OG0008409	XP_031826752.1	XP_003707704.1
OG0008411	XP_031847812.1	XP_012149013.1
OG0008412	XP_031841026.1	XP_012145680.1
OG0008413	XP_031839492.1	XP_012151756.1
OG0008415	XP_031826137.1	XP_003702178.1
OG0008417	XP_031836358.1	XP_003704447.1
OG0008418	XP_031839651.1	XP_003702270.1
OG0008419	XP_031850445.1	XP_012142395.1
OG0008420	XP_031839568.1	XP_003702245.1
OG0008421	XP_031841133.1	XP_012143888.1, XP_012147983.1
OG0008425	XP_031836983.1	XP_012146603.1
OG0008426	XP_031826327.1, XP_031826329.1, XP_031826328.1	XP_012138540.1, XP_012138542.1, XP_012138541.1
OG0008428	XP_031842150.1	XP_012151143.1, XP_012143764.1, XP_012153187.1
OG0008430	XP_031850564.1	XP_012143521.1, XP_003704516.1, XP_003704528.2
OG0008433	XP_031849962.1	XP_012144480.1
OG0008434	XP_031842041.1	XP_003705057.1
OG0008435	XP_031842414.1	XP_012152889.1
OG0008437	XP_031837684.1	XP_012145760.1
OG0008438	XP_031850355.1	XP_003701696.1
OG0008439	XP_031842275.1	XP_003708386.2
OG0008440	XP_031842272.1	XP_003708385.1
OG0008443	XP_031847601.1	XP_012151651.1
OG0008444	XP_031834878.1	XP_003700933.2, XP_003700932.1
OG0008445	XP_031838355.1	XP_012141146.1
OG0008446	XP_031848879.1	XP_003700093.1
OG0008447	XP_031834360.1	XP_012141976.1
OG0008448	XP_031844480.1	XP_012138801.1
OG0008449	XP_031836004.1	XP_003704320.2
OG0008450	XP_031832979.1	XP_003708272.1
OG0008451	XP_031832441.1	XP_003706434.1
OG0008453	XP_031849591.1	XP_003708209.1
OG0008454	XP_031834641.1	XP_003700948.1
OG0008455	XP_031842411.1	XP_012136856.1
OG0008456	XP_031834210.1	XP_012141474.1
OG0008457	XP_031832419.1	XP_003706432.1
OG0008459	XP_031844722.1	XP_003707872.1
OG0008460	XP_031831738.1	XP_012138949.1
OG0008461	XP_031850350.1	XP_012136831.1
OG0008462	XP_031836801.1	XP_003705450.2
OG0008463	XP_031841359.1	XP_012134621.1, XP_003700707.1
OG0008464	XP_031846103.1	XP_012142006.1
OG0008465	XP_031839041.1	XP_003706466.1
OG0008466	XP_031828765.1	XP_003700684.1
OG0008467	XP_031848873.1	XP_003706467.1
OG0008468	XP_031834604.1	XP_003702228.1
OG0008469	XP_031834721.1	XP_003707248.1
OG0008470	XP_031825792.1	XP_003708564.1
OG0008471	XP_031833757.1	XP_012145443.1
OG0008472	XP_031831776.1	XP_012138968.1
OG0008473	XP_031848476.1	XP_003707875.1
OG0008474	XP_031849625.1	XP_003708105.2
OG0008475	XP_031850424.1	XP_003701697.1
OG0008476	XP_031827408.1	XP_012134646.1
OG0008477	XP_031848288.1	XP_003704039.1
OG0008479	XP_031837508.1	XP_012141891.1
OG0008481	XP_031826588.1	XP_012138164.1
OG0008482	XP_031834585.1	XP_003702299.1
OG0008484	XP_031832450.1	XP_012147984.1
OG0008485	XP_031847436.1	XP_012146815.1
OG0008486	XP_031836086.1	XP_012143225.1
OG0008487	XP_031834728.1	XP_012135088.1, XP_003700833.1
OG0008488	XP_031831819.1	XP_012140340.1
OG0008489	XP_031834758.1	XP_012138189.1
OG0008490	XP_031840825.1	XP_003699844.1
OG0008491	XP_031830386.1	XP_003705131.1, XP_012144872.1
OG0008492	XP_031843525.1	XP_012152478.1
OG0008493	XP_031844011.1	XP_003700141.1
OG0008495	XP_031828863.1	XP_012153879.1
OG0008496	XP_031828679.1	XP_003702626.1
OG0008497	XP_031850265.1	XP_003707777.1
OG0008498	XP_031832305.1	XP_003703523.2
OG0008499	XP_031835983.1	XP_003704280.1
OG0008500	XP_031834841.1	XP_003702261.1
OG0008501	XP_031834394.1	XP_012134968.1
OG0008502	XP_031845523.1, XP_031845522.1, XP_031845521.1	XP_012147473.1
OG0008503	XP_031829517.1	XP_012148570.1
OG0008504	XP_031842157.1	XP_012140620.1
OG0008506	XP_031832999.1	XP_003702757.1
OG0008507	XP_031830698.1	XP_003707533.1
OG0008508	XP_031834204.1	XP_003706531.1
OG0008509	XP_031835976.1	XP_012142685.1
OG0008510	XP_031843169.1	XP_012146994.1
OG0008511	XP_031836878.1	XP_003699916.1
OG0008512	XP_031840666.1	XP_003699850.1
OG0008513	XP_031844376.1	XP_012142953.1
OG0008518	XP_031834566.1	XP_003700835.1
OG0008519	XP_031845798.1	XP_003703552.1
OG0008520	XP_031840744.1	XP_003704865.1
OG0008521	XP_031844036.1	XP_003700144.1
OG0008522	XP_031841321.1	XP_003701319.1
OG0008523	XP_031841324.1	XP_012134623.1
OG0008525	XP_031838002.1	XP_003706714.1
OG0008526	XP_031840809.1	XP_003704012.1
OG0008527	XP_031847215.1	XP_003701612.1
OG0008528	XP_031834785.1	XP_003702263.1
OG0008530	XP_031825511.1	XP_003707377.2
OG0008531	XP_031833893.1	XP_003707334.1
OG0008532	XP_031833838.1	XP_003707454.2
OG0008533	XP_031828792.1	XP_003701160.2
OG0008536	XP_031835746.1	XP_003699235.1
OG0008537	XP_031838725.1	XP_012137115.1
OG0008538	XP_031840130.1	XP_012148397.1
OG0008539	XP_031828536.1	XP_003702584.2
OG0008542	XP_031841153.1	XP_003705817.2
OG0008543	XP_031827195.1	XP_012154359.1
OG0008544	XP_031831762.1	XP_012145972.1
OG0008546	XP_031827028.1	XP_003700484.2
OG0008548	XP_031838888.1	XP_012138609.1
OG0008549	XP_031845682.1	XP_012141195.1
OG0008550	XP_031848181.1, XP_031848182.1	XP_003703185.2
OG0008551	XP_031832237.1	XP_012140977.1
OG0008553	XP_031828351.1	XP_012152973.1
OG0008554	XP_031836797.1	XP_003705469.2
OG0008555	XP_031836536.1	XP_003701750.1
OG0008556	XP_031842874.1	XP_003706006.1
OG0008557	XP_031836002.1	XP_012142992.1
OG0008559	XP_031841171.1	XP_012135766.1
OG0008560	XP_031830191.1	XP_012135810.1
OG0008561	XP_031848451.1	XP_012142350.1
OG0008562	XP_031847036.1	XP_012148239.1
OG0008563	XP_031825696.1	XP_012136285.1
OG0008565	XP_031845829.1	XP_012142894.1
OG0008567	XP_031830826.1	XP_012143573.1
OG0008568	XP_031848579.1, XP_031848580.1	XP_012152924.1
OG0008569	XP_031845026.1	XP_003703002.2
OG0008570	XP_031845184.1	XP_003703942.1
OG0008571	XP_031845436.1	XP_003703920.1, XP_012142064.1
OG0008572	XP_031842611.1	XP_012140994.1
OG0008573	XP_031842877.1	XP_003708570.2
OG0008574	XP_031842880.1	XP_012153550.1
OG0008575	XP_031825789.1	XP_012153492.1
OG0008576	XP_031840082.1	XP_012134557.1
OG0008577	XP_031841053.1	XP_003699907.1
OG0008578	XP_031847360.1	XP_012145818.1
OG0008579	XP_031847367.1	XP_012146792.1
OG0008581	XP_031843077.1	XP_012153277.1
OG0008582	XP_031825834.1	XP_003708654.1
OG0008583	XP_031838891.1	XP_012146620.1
OG0008584	XP_031825749.1	XP_012154371.1
OG0008586	XP_031828619.1	XP_012146092.1
OG0008587	XP_031825527.1	XP_012150346.1
OG0008588	XP_031830940.1	XP_003706805.1
OG0008589	XP_031849885.1	XP_003700734.2
OG0008590	XP_031826028.1	XP_003704796.1
OG0008593	XP_031832104.1	XP_003701091.1
OG0008594	XP_031834454.1	XP_012141971.1
OG0008596	XP_031846000.1	XP_003705008.1
OG0008598	XP_031837090.1	XP_003708335.1
OG0008600	XP_031845969.1	XP_012152533.1
OG0008601	XP_031837795.1	XP_012134754.1
OG0008602	XP_031837698.1	XP_012134728.1
OG0008603	XP_031841796.1	XP_003704581.2
OG0008605	XP_031843267.1	XP_012143915.1
OG0008606	XP_031843274.1	XP_012143923.1, XP_012143924.1
OG0008607	XP_031842478.1	XP_012153235.1
OG0008610	XP_031829452.1	XP_012145423.1
OG0008611	XP_031826089.1	XP_012146052.1
OG0008612	XP_031843294.1	XP_012139933.1
OG0008613	XP_031849037.1	XP_012141566.1
OG0008614	XP_031838324.1	XP_012141040.1
OG0008615	XP_031828805.1	XP_003700995.1
OG0008616	XP_031825639.1	XP_012145638.1
OG0008617	XP_031825848.1	XP_003707007.1
OG0008619	XP_031846373.1	XP_012135890.1
OG0008620	XP_031843321.1	XP_012148676.1
OG0008621	XP_031831491.1	XP_012148681.1
OG0008622	XP_031831544.1	XP_012148683.1
OG0008623	XP_031833545.1	XP_012145247.1
OG0008626	XP_031838981.1	XP_003705452.1
OG0008627	XP_031847865.1	XP_003706821.2
OG0008628	XP_031835874.1	XP_012149097.1
OG0008630	XP_031832980.1	XP_012139423.1
OG0008632	XP_031834578.1	XP_003700965.1
OG0008633	XP_031835438.1	XP_012138424.1
OG0008634	XP_031835070.1	XP_012135134.1
OG0008636	XP_031846319.1	XP_003702239.2
OG0008637	XP_031848276.1	XP_012149459.1
OG0008644	XP_031841822.1	XP_003700159.1
OG0008645	XP_031837796.1	XP_003700013.1
OG0008646	XP_031840170.1	XP_003700032.1
OG0008647	XP_031846336.1	XP_012138224.1, XP_003702336.1
OG0008648	XP_031846290.1	XP_003702125.1
OG0008649	XP_031826424.1	XP_003702111.1
OG0008650	XP_031826413.1	XP_012137730.1
OG0008652	XP_031834767.1	XP_003700946.1
OG0008653	XP_031834656.1	XP_012138318.1
OG0008654	XP_031833063.1	XP_012136710.1
OG0008655	XP_031844907.1	XP_012138438.1
OG0008656	XP_031834853.1	XP_003702224.1
OG0008658	XP_031831055.1	XP_012138595.1
OG0008660	XP_031827497.1	XP_012147256.1
OG0008661	XP_031841665.1	XP_003707840.1
OG0008662	XP_031841616.1	XP_012151392.1
OG0008663	XP_031829152.1	XP_012139011.1
OG0008665	XP_031828122.1	XP_012146233.1
OG0008667	XP_031846840.1	XP_012141697.1
OG0008668	XP_031829037.1	XP_012139998.1
OG0008669	XP_031838663.1	XP_003705829.1
OG0008670	XP_031840126.1	XP_003706641.1
OG0008672	XP_031837427.1	XP_012147887.1
OG0008673	XP_031839159.1	XP_003707865.1
OG0008674	XP_031846842.1	XP_003703854.1
OG0008675	XP_031846810.1	XP_003703779.1
OG0008676	XP_031832430.1	XP_003705036.1
OG0008677	XP_031837546.1	XP_012141892.1
OG0008678	XP_031843913.1	XP_012147090.1
OG0008679	XP_031837406.1	XP_012139226.1
OG0008680	XP_031841135.1	XP_012146598.1
OG0008681	XP_031837770.1	XP_003702993.1
OG0008682	XP_031831485.1	XP_012145125.1
OG0008683	XP_031832645.1	XP_012136709.1
OG0008684	XP_031844941.1	XP_012138307.1
OG0008685	XP_031850566.1	XP_012145024.1
OG0008686	XP_031840779.1	XP_012145021.1
OG0008687	XP_031836916.1	XP_003706123.1
OG0008689	XP_031842340.1	XP_012136911.1
OG0008690	XP_031829370.1	XP_012137716.1
OG0008692	XP_031845380.1	XP_003706177.1
OG0008694	XP_031846016.1	XP_012141962.1
OG0008696	XP_031825314.1	XP_012150191.1
OG0008697	XP_031833837.1	XP_012137420.1
OG0008698	XP_031826267.1	XP_003702163.1
OG0008699	XP_031833451.1	XP_012137422.1
OG0008700	XP_031833944.1	XP_012145437.1
OG0008702	XP_031848502.1	XP_012148366.1
OG0008703	XP_031843406.1	XP_003707218.1
OG0008704	XP_031828678.1	XP_012139069.1
OG0008705	XP_031846679.1	XP_003702136.2
OG0008706	XP_031848865.1	XP_012148053.1
OG0008707	XP_031832013.1	XP_012141564.1
OG0008708	XP_031830245.1	XP_012135935.1
OG0008709	XP_031826292.1	XP_003701023.1
OG0008710	XP_031845970.1	XP_003706246.1
OG0008711	XP_031832088.1	XP_012141014.1
OG0008712	XP_031838531.1	XP_012152279.1
OG0008713	XP_031841636.1	XP_012150840.1
OG0008714	XP_031847872.1	XP_012148961.1
OG0008715	XP_031825603.1	XP_003700752.1
OG0008716	XP_031825959.1	XP_012149442.1
OG0008718	XP_031848767.1	XP_012154504.1
OG0008720	XP_031826487.1	XP_012143730.1
OG0008721	XP_031831331.1	XP_012153711.1
OG0008722	XP_031841724.1	XP_012136025.1, XP_012136027.1
OG0008723	XP_031826469.1	XP_012134836.1
OG0008725	XP_031832382.1	XP_003704360.1
OG0008727	XP_031835964.1	XP_003704317.2
OG0008729	XP_031841982.1	XP_012141788.1
OG0008731	XP_031842598.1	XP_012153541.1
OG0008732	XP_031825825.1	XP_012153540.1
OG0008733	XP_031825837.1	XP_012153309.1
OG0008734	XP_031842792.1	XP_012153474.1
OG0008735	XP_031825739.1	XP_012153477.1
OG0008736	XP_031827201.1	XP_012154089.1
OG0008738	XP_031834817.1	XP_003700264.1
OG0008740	XP_031839116.1	XP_012151551.1
OG0008741	XP_031837753.1	XP_003700161.1
OG0008743	XP_031847255.1	XP_012149858.1
OG0008744	XP_031839562.1	XP_003702244.1
OG0008745	XP_031834531.1	XP_003707228.1
OG0008746	XP_031834912.1	XP_003700904.1
OG0008747	XP_031835285.1	XP_003701520.1
OG0008751	XP_031831621.1	XP_012136707.1
OG0008752	XP_031839869.1	XP_012138433.1, XP_012138432.1
OG0008753	XP_031836311.1	XP_003701704.1
