Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0007721	XP_031831473.1	XP_017755675.1
OG0007722	XP_031838079.1	XP_017757965.1
OG0007723	XP_031840628.1	XP_017755795.1
OG0007724	XP_031828606.1	XP_017765535.1
OG0007725	XP_031842479.1	XP_017765264.1
OG0007726	XP_031833143.1	XP_017767211.1
OG0007727	XP_031829800.1	XP_017759500.1
OG0007728	XP_031844575.1	XP_017752350.1
OG0007729	XP_031844227.1	XP_017755399.1
OG0007730	XP_031830623.1	XP_017758518.1
OG0007731	XP_031844191.1	XP_017757357.1
OG0007732	XP_031843038.1	XP_017762995.1
OG0007733	XP_031842501.1	XP_017763030.1
OG0007734	XP_031826026.1	XP_017763748.1
OG0007735	XP_031841957.1	XP_017759580.1
OG0007736	XP_031842991.1	XP_017765213.1
OG0007737	XP_031825420.1	XP_017763895.1
OG0007738	XP_031825316.1	XP_017763883.1
OG0007739	XP_031836218.1	XP_017757747.1
OG0007740	XP_031828053.1	XP_017753458.1
OG0007741	XP_031848990.1	XP_017763528.1
OG0007742	XP_031838310.1	XP_017763468.1
OG0007743	XP_031845106.1	XP_017758559.1
OG0007744	XP_031844984.1	XP_017765314.1
OG0007745	XP_031825660.1	XP_017755278.1
OG0007746	XP_031832023.1	XP_017752275.1
OG0007747	XP_031838922.1	XP_017763995.1
OG0007748	XP_031833681.1	XP_017757403.1
OG0007749	XP_031836011.1	XP_017766578.1
OG0007750	XP_031828522.1	XP_017756677.1
OG0007751	XP_031846296.1	XP_017757120.1
OG0007752	XP_031836855.1	XP_017763908.1
OG0007753	XP_031826077.1	XP_017761184.1
OG0007754	XP_031834525.1	XP_017764112.1
OG0007755	XP_031837411.1	XP_017753511.1
OG0007756	XP_031840827.1	XP_017754320.1
OG0007757	XP_031842595.1	XP_017753759.1
OG0007758	XP_031830781.1	XP_017764137.1
OG0007759	XP_031849936.1	XP_017765532.1
OG0007760	XP_031828114.1	XP_017755204.1
OG0007761	XP_031848909.1	XP_017755002.1
OG0007762	XP_031838758.1	XP_017761716.1
OG0007763	XP_031835359.1	XP_017762298.1
OG0007764	XP_031829608.1	XP_017759322.1
OG0007765	XP_031829686.1	XP_017764559.1
OG0007766	XP_031829257.1	XP_017764568.1
OG0007768	XP_031827376.1	XP_017759084.1
OG0007769	XP_031830978.1	XP_017757661.1
OG0007770	XP_031833209.1	XP_017767597.1
OG0007771	XP_031827751.1	XP_017766555.1
OG0007772	XP_031827415.1	XP_017764350.1
OG0007773	XP_031846401.1	XP_017758907.1
OG0007774	XP_031840909.1	XP_017765006.1
OG0007775	XP_031830112.1	XP_017763621.1
OG0007776	XP_031840469.1	XP_017753176.1
OG0007777	XP_031833113.1	XP_017762880.1
OG0007778	XP_031832989.1	XP_017762869.1
OG0007779	XP_031830986.1	XP_017758485.1
OG0007780	XP_031832709.1	XP_017755106.1
OG0007781	XP_031832879.1	XP_017755163.1
OG0007782	XP_031830881.1	XP_017758502.1
OG0007783	XP_031830518.1	XP_017759046.1
OG0007784	XP_031845500.1	XP_017767418.1
OG0007785	XP_031835826.1	XP_017767397.1
OG0007786	XP_031843823.1	XP_017766256.1
OG0007787	XP_031843794.1	XP_017766245.1
OG0007788	XP_031830397.1	XP_017757849.1
OG0007789	XP_031849774.1	XP_017760727.1
OG0007791	XP_031835724.1	XP_017760350.1
OG0007792	XP_031828140.1	XP_017759827.1
OG0007793	XP_031828209.1	XP_017759836.1
OG0007794	XP_031849926.1	XP_017759029.1
OG0007795	XP_031849902.1	XP_017754811.1
OG0007796	XP_031850286.1	XP_017761913.1
OG0007797	XP_031850235.1	XP_017761908.1
OG0007798	XP_031850149.1	XP_017754893.1
OG0007799	XP_031849439.1	XP_017766971.1
OG0007800	XP_031849432.1	XP_017766975.1
OG0007801	XP_031849406.1	XP_017761455.1
OG0007802	XP_031849387.1	XP_017761450.1
OG0007803	XP_031849392.1	XP_017761471.1
OG0007804	XP_031829430.1	XP_017752950.1
OG0007805	XP_031827062.1	XP_017759282.1
OG0007806	XP_031827138.1	XP_017759261.1
OG0007807	XP_031837655.1	XP_017756496.1
OG0007808	XP_031843491.1	XP_017752877.1
OG0007809	XP_031848875.1	XP_017764639.1
OG0007810	XP_031847617.1	XP_017764635.1
OG0007811	XP_031832406.1	XP_017766668.1
OG0007812	XP_031832351.1	XP_017766570.1
OG0007813	XP_031827711.1	XP_017766576.1
OG0007814	XP_031848772.1	XP_017766673.1
OG0007815	XP_031837557.1	XP_017763212.1
OG0007816	XP_031837771.1	XP_017763219.1
OG0007817	XP_031833040.1	XP_017760560.1
OG0007818	XP_031832994.1	XP_017759306.1
OG0007819	XP_031837234.1	XP_017759387.1
OG0007820	XP_031832899.1	XP_017759320.1
OG0007821	XP_031832707.1	XP_017759328.1
OG0007822	XP_031832814.1	XP_017759905.1
OG0007823	XP_031832818.1	XP_017759920.1
OG0007824	XP_031833151.1	XP_017759886.1
OG0007825	XP_031832785.1	XP_017761540.1
OG0007826	XP_031837398.1	XP_017761602.1
OG0007827	XP_031848192.1	XP_017761536.1
OG0007828	XP_031848244.1	XP_017761615.1
OG0007829	XP_031837165.1	XP_017767288.1
OG0007830	XP_031842726.1	XP_017765065.1
OG0007831	XP_031842534.1	XP_017758108.1
OG0007832	XP_031847481.1	XP_017764960.1
OG0007833	XP_031846816.1	XP_017764255.1
OG0007834	XP_031847558.1	XP_017754043.1
OG0007835	XP_031848820.1	XP_017765999.1
OG0007836	XP_031837687.1	XP_017762454.1
OG0007837	XP_031843633.1	XP_017763835.1
OG0007838	XP_031846209.1	XP_017763704.1
OG0007839	XP_031826670.1	XP_017757126.1
OG0007840	XP_031844040.1	XP_017763590.1
OG0007841	XP_031839595.1	XP_017765682.1
OG0007842	XP_031839590.1	XP_017765717.1
OG0007843	XP_031834461.1	XP_017758674.1
OG0007844	XP_031834740.1, XP_031834739.1	XP_017759698.1
OG0007845	XP_031834503.1	XP_017758671.1
OG0007846	XP_031834606.1	XP_017754724.1
OG0007847	XP_031834908.1	XP_017754696.1
OG0007848	XP_031847713.1	XP_017763956.1
OG0007849	XP_031841027.1	XP_017767040.1
OG0007850	XP_031849685.1	XP_017767075.1
OG0007851	XP_031849669.1	XP_017766660.1
OG0007852	XP_031840689.1	XP_017764790.1
OG0007853	XP_031847550.1	XP_017760074.1
OG0007854	XP_031845617.1	XP_017757201.1
OG0007855	XP_031845350.1	XP_017757211.1
OG0007856	XP_031845368.1	XP_017757253.1
OG0007857	XP_031845999.1	XP_017754545.1
OG0007858	XP_031845389.1	XP_017765853.1
OG0007859	XP_031845159.1	XP_017765940.1
OG0007860	XP_031845185.1	XP_017765869.1
OG0007861	XP_031825679.1	XP_017758720.1
OG0007862	XP_031825469.1	XP_017758728.1
OG0007863	XP_031831358.1	XP_017752669.1
OG0007864	XP_031825636.1	XP_017767649.1
OG0007865	XP_031833607.1	XP_017767704.1
OG0007866	XP_031843328.1	XP_017757466.1
OG0007867	XP_031825535.1	XP_017755292.1
OG0007868	XP_031827848.1	XP_017759806.1
OG0007869	XP_031827850.1	XP_017759798.1
OG0007870	XP_031826225.1	XP_017764390.1
OG0007871	XP_031826100.1	XP_017762796.1
OG0007872	XP_031842277.1	XP_017766333.1
OG0007873	XP_031826060.1	XP_017757125.1
OG0007874	XP_031846688.1	XP_017755024.1
OG0007875	XP_031832288.1	XP_017752287.1
OG0007876	XP_031834205.1	XP_017762609.1
OG0007877	XP_031832132.1	XP_017755922.1
OG0007878	XP_031848489.1	XP_017762611.1
OG0007879	XP_031829944.1	XP_017756008.1
OG0007880	XP_031838348.1	XP_017753917.1
OG0007881	XP_031849029.1	XP_017763463.1
OG0007882	XP_031836057.1	XP_017762378.1
OG0007883	XP_031829693.1	XP_017762367.1
OG0007884	XP_031839884.1	XP_017765644.1
OG0007885	XP_031842095.1	XP_017765538.1
OG0007886	XP_031841780.1	XP_017765530.1
OG0007887	XP_031841793.1	XP_017765440.1
OG0007888	XP_031840080.1	XP_017756871.1
OG0007889	XP_031839529.1	XP_017763251.1
OG0007890	XP_031837677.1	XP_017758844.1
OG0007891	XP_031841717.1	XP_017758781.1
OG0007892	XP_031836295.1	XP_017762227.1
OG0007893	XP_031830114.1	XP_017754922.1
OG0007894	XP_031849917.1	XP_017759027.1
OG0007895	XP_031843583.1	XP_017763837.1
OG0007896	XP_031830969.1	XP_017754240.1
OG0007898	XP_031838827.1	XP_017766098.1
OG0007899	XP_031835315.1	XP_017758816.1
OG0007900	XP_031835128.1	XP_017758800.1
OG0007901	XP_031826986.1	XP_017763284.1
OG0007902	XP_031840705.1	XP_017755735.1
OG0007903	XP_031840547.1	XP_017764084.1
OG0007904	XP_031833078.1	XP_017767186.1
OG0007905	XP_031835205.1	XP_017756893.1
OG0007906	XP_031829295.1	XP_017755855.1
OG0007907	XP_031832692.1	XP_017759861.1
OG0007908	XP_031845180.1	XP_017758594.1
OG0007909	XP_031826897.1	XP_017762154.1
OG0007910	XP_031843660.1	XP_017759227.1
OG0007911	XP_031826711.1	XP_017762099.1
OG0007912	XP_031849280.1	XP_017760848.1
OG0007913	XP_031828409.1	XP_017755207.1
OG0007914	XP_031841597.1	XP_017761010.1
OG0007915	XP_031826851.1	XP_017762110.1
OG0007916	XP_031830652.1	XP_017758441.1
OG0007917	XP_031837285.1	XP_017757072.1
OG0007918	XP_031834264.1	XP_017763144.1
OG0007919	XP_031834069.1	XP_017763149.1
OG0007920	XP_031847286.1	XP_017764969.1
OG0007921	XP_031840621.1	XP_017762794.1
OG0007922	XP_031839500.1	XP_017754002.1
OG0007923	XP_031839389.1	XP_017754024.1
OG0007924	XP_031847784.1	XP_017767374.1
OG0007925	XP_031839517.1	XP_017759818.1
OG0007926	XP_031826828.1	XP_017762180.1
OG0007927	XP_031842694.1	XP_017753818.1
OG0007928	XP_031849691.1	XP_017765567.1
OG0007929	XP_031833621.1, XP_031833622.1	XP_017757463.1
OG0007930	XP_031838581.1	XP_017758990.1
OG0007931	XP_031837287.1	XP_017761245.1
OG0007932	XP_031836698.1	XP_017766945.1
OG0007933	XP_031847479.1	XP_017762436.1
OG0007934	XP_031843037.1	XP_017762043.1
OG0007935	XP_031829524.1	XP_017762015.1
OG0007936	XP_031833568.1	XP_017753538.1
OG0007937	XP_031840682.1	XP_017759238.1
OG0007938	XP_031839479.1	XP_017758846.1
OG0007939	XP_031830279.1	XP_017761997.1
OG0007940	XP_031849660.1	XP_017757285.1
OG0007941	XP_031849226.1	XP_017760667.1
OG0007942	XP_031829242.1	XP_017758233.1
OG0007943	XP_031833381.1	XP_017761348.1
OG0007944	XP_031844272.1	XP_017755420.1
OG0007945	XP_031844677.1	XP_017754348.1
OG0007946	XP_031844550.1	XP_017755372.1
OG0007947	XP_031849345.1	XP_017754106.1
OG0007948	XP_031844425.1	XP_017755771.1
OG0007949	XP_031832488.1	XP_017763564.1
OG0007950	XP_031840537.1	XP_017756988.1
OG0007951	XP_031835389.1	XP_017760922.1
OG0007952	XP_031832064.1	XP_017763497.1
OG0007953	XP_031830308.1	XP_017761631.1
OG0007954	XP_031846143.1	XP_017758587.1
OG0007955	XP_031845579.1	XP_017756263.1
OG0007956	XP_031848874.1, XP_031834768.1	XP_017754728.1
OG0007957	XP_031829884.1	XP_017752537.1
OG0007958	XP_031846547.1	XP_017763637.1
OG0007959	XP_031845866.1	XP_017753563.1
OG0007960	XP_031828504.1	XP_017762842.1
OG0007961	XP_031829963.1	XP_017752541.1
OG0007962	XP_031848345.1	XP_017752356.1
OG0007963	XP_031840387.1	XP_017753146.1
OG0007964	XP_031839890.1	XP_017756399.1
OG0007965	XP_031845676.1	XP_017764071.1
OG0007966	XP_031835066.1	XP_017757726.1
OG0007967	XP_031835064.1	XP_017757725.1
OG0007968	XP_031839512.1	XP_017764652.1
OG0007969	XP_031840481.1	XP_017761677.1
OG0007970	XP_031834033.1	XP_017752691.1
OG0007971	XP_031827308.1	XP_017753060.1
OG0007972	XP_031836863.1	XP_017759515.1
OG0007973	XP_031828654.1	XP_017764494.1
OG0007974	XP_031849472.1	XP_017765059.1
OG0007975	XP_031833087.1	XP_017767160.1
OG0007976	XP_031825843.1	XP_017760920.1
OG0007977	XP_031838011.1	XP_017756125.1
OG0007978	XP_031845953.1	XP_017760549.1
OG0007979	XP_031841327.1	XP_017756138.1
OG0007980	XP_031830796.1	XP_017758438.1
OG0007981	XP_031834588.1	XP_017762497.1
OG0007982	XP_031830866.1	XP_017754527.1
OG0007983	XP_031836806.1	XP_017766944.1
OG0007984	XP_031828998.1	XP_017758267.1
OG0007985	XP_031839215.1	XP_017754066.1
OG0007986	XP_031831786.1	XP_017753670.1
OG0007987	XP_031849246.1	XP_017760798.1
OG0007988	XP_031828820.1	XP_017763952.1
OG0007989	XP_031845319.1	XP_017766313.1
OG0007990	XP_031826993.1	XP_017764447.1
OG0007991	XP_031847703.1	XP_017764929.1
OG0007992	XP_031843387.1	XP_017754441.1
OG0007993	XP_031825537.1	XP_017759270.1
OG0007994	XP_031848650.1	XP_017758946.1
OG0007995	XP_031844160.1	XP_017757270.1
OG0007996	XP_031834552.1	XP_017757995.1
OG0007997	XP_031830578.1	XP_017757890.1
OG0007998	XP_031838406.1	XP_017754510.1
OG0007999	XP_031825422.1	XP_017755296.1
OG0008000	XP_031846726.1	XP_017763789.1
OG0008001	XP_031838693.1	XP_017758931.1
OG0008002	XP_031833793.1, XP_031833794.1	XP_017753626.1
OG0008003	XP_031833265.1	XP_017765824.1
OG0008004	XP_031842237.1	XP_017763688.1
OG0008005	XP_031848680.1	XP_017766047.1
OG0008006	XP_031841357.1	XP_017756137.1
OG0008007	XP_031834312.1	XP_017762336.1
OG0008008	XP_031834919.1	XP_017754695.1
OG0008009	XP_031831312.1	XP_017762958.1
OG0008011	XP_031835490.1	XP_017758663.1
OG0008012	XP_031849295.1	XP_017754195.1
OG0008013	XP_031833479.1	XP_017757498.1
OG0008014	XP_031836181.1	XP_017761269.1
OG0008015	XP_031842585.1	XP_017758877.1
OG0008016	XP_031832558.1	XP_017753719.1
OG0008017	XP_031841344.1	XP_017761037.1
OG0008018	XP_031836336.1	XP_017755967.1
OG0008019	XP_031841596.1	XP_017755825.1
OG0008020	XP_031825686.1	XP_017752469.1
OG0008021	XP_031830684.1	XP_017758043.1
OG0008022	XP_031846773.1	XP_017762782.1
OG0008023	XP_031848733.1	XP_017760176.1
OG0008024	XP_031850031.1	XP_017759030.1
OG0008025	XP_031827966.1	XP_017759844.1
OG0008026	XP_031844676.1	XP_017752384.1
OG0008027	XP_031844578.1	XP_017752411.1
OG0008028	XP_031831167.1	XP_017758029.1
OG0008029	XP_031834319.1	XP_017762349.1
OG0008030	XP_031837155.1	XP_017757820.1
OG0008031	XP_031838251.1	XP_017761319.1
OG0008032	XP_031830939.1	XP_017757323.1
OG0008033	XP_031827259.1	XP_017754650.1
OG0008034	XP_031836769.1	XP_017763199.1
OG0008035	XP_031847628.1	XP_017752132.1
OG0008036	XP_031843273.1	XP_017758038.1
OG0008037	XP_031843052.1	XP_017758085.1
OG0008038	XP_031839038.1	XP_017760666.1
OG0008039	XP_031825415.1	XP_017755268.1
OG0008040	XP_031825410.1	XP_017763884.1
OG0008041	XP_031825953.1	XP_017756617.1
OG0008042	XP_031828744.1	XP_017764608.1
OG0008043	XP_031836200.1	XP_017762693.1
OG0008044	XP_031836699.1	XP_017758290.1
OG0008045	XP_031844592.1	XP_017754340.1
OG0008046	XP_031835503.1	XP_017762256.1
OG0008047	XP_031827295.1, XP_031827294.1	XP_017761140.1
OG0008048	XP_031831118.1	XP_017756603.1
OG0008049	XP_031849000.1	XP_017763480.1
OG0008050	XP_031837178.1	XP_017760606.1
OG0008051	XP_031831342.1	XP_017766359.1
OG0008052	XP_031831899.1	XP_017754295.1
OG0008053	XP_031834096.1	XP_017761753.1
OG0008054	XP_031833994.1	XP_017761761.1
OG0008055	XP_031831920.1	XP_017755921.1
OG0008056	XP_031843534.1	XP_017765730.1
OG0008057	XP_031833474.1	XP_017762726.1
OG0008058	XP_031827905.1	XP_017753471.1
OG0008059	XP_031843379.1	XP_017754363.1
OG0008060	XP_031835785.1	XP_017760770.1
OG0008061	XP_031835774.1	XP_017760701.1
OG0008062	XP_031830625.1	XP_017764123.1
OG0008063	XP_031840312.1	XP_017760985.1
OG0008064	XP_031830322.1	XP_017763639.1
OG0008065	XP_031833000.1	XP_017762876.1
OG0008066	XP_031827930.1	XP_017755173.1
OG0008067	XP_031836956.1	XP_017765157.1
OG0008068	XP_031836957.1	XP_017765158.1
OG0008069	XP_031849477.1	XP_017755613.1
OG0008070	XP_031844303.1	XP_017755376.1
OG0008071	XP_031850082.1	XP_017763408.1
OG0008072	XP_031850266.1	XP_017763387.1
OG0008073	XP_031832967.1	XP_017760603.1
OG0008074	XP_031849471.1	XP_017765001.1
OG0008075	XP_031841539.1	XP_017760995.1
OG0008076	XP_031846484.1	XP_017764332.1
OG0008077	XP_031846749.1	XP_017755004.1
OG0008078	XP_031826289.1	XP_017754992.1
OG0008079	XP_031847592.1	XP_017754230.1
OG0008080	XP_031845420.1	XP_017757166.1
OG0008081	XP_031845401.1	XP_017757134.1
OG0008082	XP_031844044.1	XP_017759053.1
OG0008083	XP_031827048.1	XP_017754633.1
OG0008084	XP_031837426.1, XP_031837425.1	XP_017764286.1
OG0008085	XP_031839331.1	XP_017754233.1
OG0008086	XP_031825525.1	XP_017759269.1
OG0008088	XP_031838325.1	XP_017763545.1
OG0008089	XP_031839377.1	XP_017754054.1
OG0008090	XP_031829951.1	XP_017752552.1
OG0008091	XP_031840829.1	XP_017754342.1
OG0008092	XP_031846822.1	XP_017759101.1
OG0008093	XP_031827375.1	XP_017759122.1
OG0008094	XP_031830029.1	XP_017761627.1
OG0008095	XP_031841492.1	XP_017752910.1
OG0008096	XP_031840961.1	XP_017767025.1
OG0008097	XP_031847349.1, XP_031847357.1	XP_017760181.1
OG0008098	XP_031833609.1	XP_017757415.1
OG0008099	XP_031833610.1	XP_017757487.1
OG0008100	XP_031832664.1	XP_017759850.1
OG0008101	XP_031827222.1	XP_017754641.1
OG0008102	XP_031849514.1	XP_017765201.1
OG0008103	XP_031833297.1	XP_017760015.1
OG0008104	XP_031832037.1	XP_017754252.1
OG0008105	XP_031828786.1	XP_017762840.1
OG0008106	XP_031848905.1	XP_017756115.1
OG0008107	XP_031846231.1	XP_017755460.1
OG0008108	XP_031836285.1	XP_017761274.1
OG0008109	XP_031848083.1	XP_017763203.1
OG0008110	XP_031832120.1	XP_017763495.1
OG0008111	XP_031849874.1	XP_017761051.1
OG0008112	XP_031849956.1	XP_017760716.1
OG0008113	XP_031850177.1	XP_017760697.1
OG0008114	XP_031834915.1	XP_017754752.1
OG0008115	XP_031829671.1	XP_017754944.1
OG0008116	XP_031837131.1	XP_017752657.1
OG0008117	XP_031827877.1	XP_017764928.1
OG0008118	XP_031835863.1	XP_017767421.1
OG0008119	XP_031827987.1	XP_017764915.1
OG0008121	XP_031831508.1	XP_017755650.1
OG0008122	XP_031839850.1	XP_017758114.1
OG0008123	XP_031839920.1	XP_017766347.1
OG0008124	XP_031843285.1	XP_017760728.1
OG0008125	XP_031838855.1	XP_017766125.1
OG0008126	XP_031832084.1	XP_017752245.1
OG0008127	XP_031831025.1	XP_017757857.1
OG0008128	XP_031837379.1	XP_017753823.1
OG0008129	XP_031839635.1	XP_017766386.1
OG0008130	XP_031833480.1	XP_017757602.1
OG0008131	XP_031847493.1	XP_017764965.1
OG0008132	XP_031846847.1	XP_017754134.1
OG0008133	XP_031839864.1	XP_017756420.1
OG0008134	XP_031834738.1, XP_031834737.1	XP_017759732.1
OG0008135	XP_031848578.1	XP_017767369.1
OG0008136	XP_031829908.1	XP_017761261.1
OG0008137	XP_031829435.1	XP_017752949.1
OG0008138	XP_031845615.1	XP_017760016.1
OG0008139	XP_031829818.1	XP_017755074.1
OG0008140	XP_031839053.1	XP_017764143.1
OG0008141	XP_031833321.1	XP_017767596.1
OG0008142	XP_031828952.1	XP_017764556.1
OG0008143	XP_031837019.1	XP_017760297.1
OG0008144	XP_031826208.1	XP_017762700.1
OG0008145	XP_031848837.1	XP_017761369.1
OG0008146	XP_031838802.1	XP_017757190.1
OG0008147	XP_031828005.1	XP_017753213.1
OG0008148	XP_031848409.1	XP_017757321.1
OG0008149	XP_031839993.1	XP_017756337.1
OG0008150	XP_031832273.1	XP_017762692.1
OG0008151	XP_031841987.1	XP_017765435.1
OG0008152	XP_031827576.1	XP_017764097.1
OG0008153	XP_031827168.1	XP_017754605.1
OG0008154	XP_031840714.1	XP_017760418.1
OG0008155	XP_031849480.1	XP_017764779.1
OG0008156	XP_031845181.1	XP_017758601.1
OG0008157	XP_031848237.1	XP_017757930.1
OG0008158	XP_031827075.1	XP_017759758.1
OG0008159	XP_031842316.1	XP_017756238.1
OG0008160	XP_031833547.1	XP_017757445.1
OG0008161	XP_031829844.1	XP_017759514.1
OG0008162	XP_031846378.1	XP_017755099.1
OG0008163	XP_031833298.1	XP_017759995.1
OG0008164	XP_031839346.1	XP_017754078.1
OG0008165	XP_031838950.1	XP_017763999.1
OG0008166	XP_031849086.1	XP_017766162.1
OG0008167	XP_031841552.1	XP_017761018.1
OG0008168	XP_031837469.1	XP_017753059.1
OG0008169	XP_031831998.1	XP_017754278.1
OG0008170	XP_031838399.1	XP_017752681.1
OG0008171	XP_031836182.1	XP_017761266.1
OG0008172	XP_031835610.1	XP_017760760.1
OG0008173	XP_031839255.1	XP_017766076.1
OG0008174	XP_031839996.1	XP_017766474.1
OG0008175	XP_031833008.1	XP_017762878.1
OG0008176	XP_031826545.1	XP_017762126.1
OG0008177	XP_031837231.1	XP_017767749.1
OG0008178	XP_031840768.1	XP_017756083.1
OG0008179	XP_031832007.1	XP_017754300.1
OG0008180	XP_031834545.1	XP_017758673.1
OG0008181	XP_031844608.1	XP_017767008.1
OG0008182	XP_031831146.1	XP_017756423.1
OG0008183	XP_031829837.1	XP_017759508.1
OG0008184	XP_031844078.1	XP_017759074.1
OG0008185	XP_031828864.1	XP_017763351.1
OG0008186	XP_031825638.1	XP_017767692.1
OG0008187	XP_031849100.1	XP_017766139.1
OG0008188	XP_031842241.1	XP_017763678.1
OG0008189	XP_031828673.1	XP_017764512.1
OG0008190	XP_031832562.1	XP_017753053.1
OG0008191	XP_031828419.1	XP_017752622.1
OG0008192	XP_031841306.1	XP_017753431.1
OG0008193	XP_031840179.1	XP_017761709.1
OG0008194	XP_031837737.1	XP_017757963.1
OG0008195	XP_031826971.1	XP_017759737.1
OG0008196	XP_031837965.1	XP_017757935.1
OG0008197	XP_031849554.1	XP_017765324.1
OG0008198	XP_031832553.1	XP_017753054.1
OG0008199	XP_031839647.1	XP_017765721.1
OG0008200	XP_031831323.1	XP_017767703.1
OG0008201	XP_031835439.1	XP_017754209.1
OG0008202	XP_031846995.1	XP_017752753.1
OG0008203	XP_031835440.1	XP_017760413.1
OG0008204	XP_031826777.1	XP_017759981.1
OG0008205	XP_031847861.1	XP_017767461.1
OG0008206	XP_031842935.1	XP_017763004.1
OG0008207	XP_031831439.1	XP_017755638.1
OG0008208	XP_031840394.1	XP_017758839.1
OG0008209	XP_031829905.1	XP_017761257.1
OG0008210	XP_031839570.1	XP_017756331.1
OG0008211	XP_031846793.1	XP_017763875.1
OG0008212	XP_031830771.1	XP_017756480.1
OG0008213	XP_031830987.1	XP_017758473.1
OG0008214	XP_031839263.1	XP_017765978.1
OG0008215	XP_031844493.1	XP_017762376.1
OG0008216	XP_031826238.1	XP_017753143.1
OG0008217	XP_031834030.1	XP_017752670.1
OG0008218	XP_031828825.1	XP_017756659.1
OG0008219	XP_031846139.1	XP_017758584.1
OG0008220	XP_031832257.1	XP_017763057.1
OG0008221	XP_031840736.1	XP_017755396.1
OG0008222	XP_031839204.1	XP_017765977.1
OG0008223	XP_031829773.1	XP_017755089.1
OG0008224	XP_031848616.1	XP_017764573.1
OG0008225	XP_031831009.1	XP_017756453.1
OG0008226	XP_031826178.1	XP_017761124.1
OG0008227	XP_031850403.1	XP_017754459.1
OG0008228	XP_031829755.1	XP_017760496.1
OG0008229	XP_031842619.1	XP_017752789.1
OG0008230	XP_031850565.1	XP_017754513.1
OG0008231	XP_031849420.1	XP_017760790.1
OG0008232	XP_031846133.1	XP_017758577.1
OG0008233	XP_031846363.1	XP_017759509.1
OG0008234	XP_031830535.1	XP_017758025.1
OG0008235	XP_031825896.1	XP_017767362.1
OG0008236	XP_031827169.1	XP_017754660.1
OG0008237	XP_031833345.1	XP_017765828.1
OG0008238	XP_031840916.1	XP_017765187.1
OG0008239	XP_031828455.1	XP_017758266.1
