Orthogroup	Nomia_melanderi	Bombus_terrestris
OG0008595	XP_031834496.1	XP_012163407.1
OG0008596	XP_031846000.1	XP_012163147.1
OG0008598	XP_031837090.1	XP_020722108.1
OG0008599	XP_031829578.1	XP_012171677.1
OG0008601	XP_031837795.1	XP_012170160.1
OG0008602	XP_031837698.1	XP_012170079.1
OG0008603	XP_031841796.1	XP_012170175.1
OG0008605	XP_031843267.1	XP_020722459.1
OG0008606	XP_031843274.1	XP_012172234.1
OG0008607	XP_031842478.1	XP_012172068.1
OG0008609	XP_031829425.1	XP_012171996.1
OG0008610	XP_031829452.1	XP_012172064.1
OG0008612	XP_031843294.1	XP_012170700.1
OG0008613	XP_031849037.1	XP_012166387.1
OG0008614	XP_031838324.1	XP_020719842.1
OG0008615	XP_031828805.1	XP_003398808.1
OG0008616	XP_031825639.1	XP_012163866.1
OG0008617	XP_031825848.1	XP_003398176.1
OG0008619	XP_031846373.1	XP_003403420.1
OG0008620	XP_031843321.1	XP_012175769.1
OG0008621	XP_031831491.1	XP_012175766.1
OG0008622	XP_031831544.1	XP_012175762.1, XP_012175760.1
OG0008623	XP_031833545.1	XP_012163790.1
OG0008624	XP_031845677.1	XP_003395538.1
OG0008626	XP_031838981.1	XP_003396038.1
OG0008627	XP_031847865.1	XP_020720799.1
OG0008628	XP_031835874.1	XP_012167941.1
OG0008629	XP_031835829.1	XP_012167959.1
OG0008632	XP_031834578.1	XP_012175644.1
OG0008633	XP_031835438.1	XP_012175629.1
OG0008634	XP_031835070.1	XP_003393922.1
OG0008636	XP_031846319.1	XP_020723822.1
OG0008637	XP_031848276.1	XP_020720695.1
OG0008638	XP_031830991.1	XP_003398247.1
OG0008640	XP_031849443.1	XP_003398775.1
OG0008644	XP_031841822.1	XP_020720125.1
OG0008645	XP_031837796.1	XP_012167569.1
OG0008646	XP_031840170.1	XP_003397842.1
OG0008647	XP_031846336.1	XP_003393830.1
OG0008648	XP_031846290.1	XP_012166138.1
OG0008649	XP_031826424.1	XP_012165743.1
OG0008650	XP_031826413.1	XP_012165740.1
OG0008651	XP_031850300.1	XP_020723307.1
OG0008652	XP_031834767.1	XP_003393934.1
OG0008653	XP_031834656.1	XP_012173965.1
OG0008654	XP_031833063.1	XP_020723996.1
OG0008655	XP_031844907.1	XP_020724036.1
OG0008656	XP_031834853.1	XP_012175544.1
OG0008657	XP_031831014.1	XP_012175399.1
OG0008658	XP_031831055.1	XP_020720600.1
OG0008659	XP_031833218.1	XP_012174179.1
OG0008660	XP_031827497.1	XP_012176431.1
OG0008661	XP_031841665.1	XP_012170021.1
OG0008662	XP_031841616.1	XP_003399561.1
OG0008664	XP_031840334.1	XP_020719282.1
OG0008665	XP_031828122.1	XP_012166200.2
OG0008666	XP_031849296.1	XP_012169386.1
OG0008667	XP_031846840.1	XP_012172547.1
OG0008668	XP_031829037.1	XP_020718499.1
OG0008669	XP_031838663.1	XP_003395896.1
OG0008670	XP_031840126.1	XP_012173867.1
OG0008672	XP_031837427.1	XP_012168079.1
OG0008673	XP_031839159.1	XP_003393210.1
OG0008674	XP_031846842.1	XP_003392988.1
OG0008675	XP_031846810.1	XP_020724183.1
OG0008676	XP_031832430.1	XP_003393505.2
OG0008677	XP_031837546.1	XP_003393333.3
OG0008678	XP_031843913.1	XP_020719592.1
OG0008679	XP_031837406.1	XP_012166413.1
OG0008680	XP_031841135.1	XP_012166570.1
OG0008681	XP_031837770.1	XP_003398607.1
OG0008682	XP_031831485.1	XP_020718661.1
OG0008683	XP_031832645.1	XP_012175692.1
OG0008684	XP_031844941.1	XP_003393880.1
OG0008685	XP_031850566.1	XP_012173971.2
OG0008686	XP_031840779.1	XP_012173964.1
OG0008687	XP_031836916.1	XP_003394553.1
OG0008688	XP_031833235.1	XP_003394938.2
OG0008689	XP_031842340.1	XP_003394984.1
OG0008690	XP_031829370.1	XP_020718548.1
OG0008692	XP_031845380.1	XP_003395271.1
OG0008693	XP_031846017.1	XP_020718286.1
OG0008696	XP_031825314.1	XP_003395394.1
OG0008697	XP_031833837.1	XP_012164487.2
OG0008698	XP_031826267.1	XP_012165547.1
OG0008699	XP_031833451.1	XP_020718792.1
OG0008700	XP_031833944.1	XP_020723089.1
OG0008701	XP_031836694.1	XP_020719143.1
OG0008702	XP_031848502.1	XP_012173856.1
OG0008703	XP_031843406.1	XP_012175303.1
OG0008705	XP_031846679.1	XP_003396882.2
OG0008706	XP_031848865.1	XP_003396208.2
OG0008707	XP_031832013.1	XP_020719751.1
OG0008708	XP_031830245.1	XP_020722937.1
OG0008709	XP_031826292.1	XP_012176303.1, XP_003394437.2
OG0008710	XP_031845970.1	XP_003397473.1
OG0008712	XP_031838531.1	XP_020720436.1
OG0008713	XP_031841636.1	XP_020720146.1
OG0008714	XP_031847872.1	XP_012167928.1
OG0008715	XP_031825603.1	XP_003394591.1
OG0008716	XP_031825959.1	XP_012167835.1
OG0008717	XP_031840595.1	XP_012165815.1
OG0008718	XP_031848767.1	XP_012169313.1
OG0008720	XP_031826487.1	XP_012166114.1
OG0008721	XP_031831331.1	XP_003396813.1
OG0008722	XP_031841724.1	XP_020721589.1
OG0008723	XP_031826469.1	XP_012170453.1
OG0008725	XP_031832382.1	XP_003400208.1
OG0008726	XP_031827676.1	XP_003400109.2
OG0008727	XP_031835964.1	XP_003400271.1
OG0008729	XP_031841982.1	XP_020720649.1
OG0008731	XP_031842598.1	XP_020722723.1
OG0008732	XP_031825825.1	XP_020722549.1
OG0008733	XP_031825837.1	XP_012172391.1
OG0008734	XP_031842792.1	XP_012172727.1
OG0008735	XP_031825739.1	XP_020722606.1
OG0008739	XP_031825876.1	XP_020720842.1
OG0008740	XP_031839116.1	XP_003393446.1
OG0008741	XP_031837753.1	XP_003397804.1
OG0008743	XP_031847255.1	XP_012173755.1
OG0008744	XP_031839562.1	XP_003394022.1
OG0008745	XP_031834531.1	XP_012173766.1
OG0008746	XP_031834912.1	XP_003394095.1
OG0008747	XP_031835285.1	XP_012175613.1
OG0008748	XP_031839665.1	XP_003402646.1
OG0008749	XP_031834816.1	XP_003398626.1
OG0008750	XP_031844023.1	XP_012165255.1
OG0008751	XP_031831621.1	XP_012175593.2
OG0008752	XP_031839869.1	XP_012175685.2
OG0008753	XP_031836311.1	XP_012169980.1
OG0008754	XP_031835525.1	XP_020724022.1
OG0008755	XP_031834845.1	XP_020722229.1
OG0008756	XP_031844908.1	XP_012173752.1
OG0008757	XP_031834911.1	XP_012175801.1
OG0008758	XP_031833975.1	XP_003394047.1
OG0008763	XP_031846269.1	XP_003400428.1
OG0008764	XP_031833264.1	XP_003394746.1
OG0008765	XP_031834450.1, XP_031834449.1	XP_012176723.1
OG0008766	XP_031842327.1	XP_003394918.1
OG0008767	XP_031845438.1	XP_003402418.1
OG0008768	XP_031834410.1	XP_003395016.1
OG0008769	XP_031845182.1	XP_003394753.1
OG0008770	XP_031833217.1	XP_003394750.1
OG0008771	XP_031833261.1	XP_012163068.1
OG0008772	XP_031834479.1	XP_003395032.1
OG0008774	XP_031831435.1	XP_020718729.1
OG0008775	XP_031831472.1	XP_003395332.2
OG0008776	XP_031845672.1	XP_003395536.1
OG0008777	XP_031833441.1	XP_012164485.1
OG0008778	XP_031828006.1	XP_020724382.1
OG0008779	XP_031825641.1	XP_020718845.1
OG0008780	XP_031825309.1	XP_012164300.1
OG0008782	XP_031831325.1	XP_020718797.1
OG0008783	XP_031831360.1	XP_020718799.1
OG0008784	XP_031825633.1	XP_012163868.1
OG0008785	XP_031833693.1	XP_012164352.2
OG0008786	XP_031838811.1	XP_020723255.1
OG0008787	XP_031836457.1	XP_012174791.1
OG0008788	XP_031840202.1	XP_012164873.1
OG0008789	XP_031849143.1	XP_003396010.2
OG0008790	XP_031849142.1	XP_020719112.1
OG0008792	XP_031834098.1	XP_003402605.1
OG0008793	XP_031846678.1	XP_003396884.2
OG0008795	XP_031826506.1	XP_012165314.2
OG0008796	XP_031826602.1	XP_012166060.1
OG0008797	XP_031845810.1	XP_012166591.2
OG0008798	XP_031845782.1	XP_012166664.1
OG0008799	XP_031831332.1	XP_020719686.1
OG0008800	XP_031834139.1	XP_003397303.1
OG0008801	XP_031829885.1	XP_020722908.1
OG0008802	XP_031849006.1	XP_020719924.1, XP_020719923.1, XP_020719922.1
OG0008803	XP_031829996.1	XP_003403134.1
OG0008804	XP_031830294.1	XP_003401628.1
OG0008805	XP_031841056.1	XP_003401829.1
OG0008806	XP_031841162.1	XP_003401760.1
OG0008808	XP_031831054.1	XP_020720712.1
OG0008810	XP_031843846.1	XP_020720548.1
OG0008811	XP_031827352.1	XP_003393489.1
OG0008812	XP_031831066.1	XP_012168439.1
OG0008813	XP_031825913.1	XP_012167757.1
OG0008814	XP_031830622.1	XP_012167749.1
OG0008815	XP_031835836.1	XP_003398274.1
OG0008816	XP_031831672.1	XP_020719417.1
OG0008817	XP_031849788.1	XP_020721260.1
OG0008818	XP_031835707.1	XP_020721027.1
OG0008820	XP_031846766.1	XP_003396606.1
OG0008821	XP_031829802.1	XP_020721314.1
OG0008822	XP_031831512.1	XP_003402994.2
OG0008823	XP_031831522.1	XP_012165493.2
OG0008824	XP_031835481.1	XP_012169654.1
OG0008826	XP_031845612.1	XP_012168892.2
OG0008827	XP_031835436.1	XP_003399384.1
OG0008828	XP_031829024.1	XP_003399008.3
OG0008829	XP_031831845.1	XP_012165497.1
OG0008830	XP_031826805.1	XP_020721440.1
OG0008831	XP_031826704.1	XP_020721458.1
OG0008832	XP_031850040.1	XP_012170254.1
OG0008834	XP_031827971.1	XP_003399857.1
OG0008835	XP_031841769.1	XP_003396840.1, XP_020719310.1, XP_020719309.1
OG0008836	XP_031839314.1	XP_003400023.1
OG0008837	XP_031832388.1	XP_003400200.2
OG0008838	XP_031832385.1	XP_012171103.1
OG0008839	XP_031836289.1	XP_003400150.1
OG0008840	XP_031835020.1	XP_003402748.1
OG0008841	XP_031848194.1	XP_003400445.1
OG0008842	XP_031837355.1	XP_003400944.1
OG0008843	XP_031832420.1	XP_003393517.1
OG0008844	XP_031842518.1, XP_031842519.1	XP_020722608.1
OG0008845	XP_031836745.1	XP_020719115.1
OG0008846	XP_031825685.1	XP_012172523.2
OG0008847	XP_031825737.1	XP_012172290.2
OG0008848	XP_031847353.1	XP_020722594.1, XP_020722760.1
OG0008849	XP_031843265.1	XP_020722429.1
OG0008850	XP_031825788.1	XP_020722483.1
OG0008851	XP_031842878.1	XP_012172846.1
OG0008853	XP_031847657.1	XP_020722534.1
OG0008855	XP_031828393.1	XP_020719655.1
OG0008856	XP_031827038.1	XP_020721721.1
OG0008857	XP_031827018.1	XP_020721497.1
OG0008858	XP_031826525.1	XP_020719326.1
OG0008859	XP_031843503.1	XP_012167078.1
OG0008861	XP_031839544.1	XP_003393651.1
OG0008862	XP_031849314.1	XP_003398783.1
OG0008864	XP_031850462.1	XP_003402172.1
OG0008865	XP_031833051.1	XP_003393677.1
OG0008866	XP_031835771.1	XP_012175638.2
OG0008867	XP_031834572.1	XP_003394057.1
OG0008868	XP_031834286.1	XP_003402859.1
OG0008869	XP_031850428.1	XP_003394163.1
OG0008871	XP_031840098.1	XP_003397603.1
OG0008872	XP_031842317.1	XP_003394983.1
OG0008873	XP_031837271.1	XP_003393370.1
OG0008874	XP_031825822.1	XP_012172382.1
OG0008875	XP_031829492.1	XP_012172080.1
OG0008878	XP_031843191.1	XP_003401146.1
OG0008879	XP_031833001.1	XP_003400761.1
OG0008880	XP_031827756.1	XP_003400093.1
OG0008882	XP_031849083.1	XP_003396203.1
OG0008883	XP_031843908.1	XP_003398245.1
OG0008884	XP_031831579.1	XP_012165454.1
OG0008885	XP_031837158.1	XP_012171593.1
OG0008886	XP_031843271.1	XP_003401087.1
OG0008887	XP_031825712.1	XP_003401138.1
OG0008888	XP_031834600.1	XP_012175559.1
OG0008889	XP_031834577.1	XP_012175653.1
OG0008890	XP_031843288.1	XP_003393545.1
OG0008892	XP_031834401.1	XP_020718418.1
OG0008893	XP_031846092.1	XP_012175481.1
OG0008894	XP_031828590.1	XP_012167226.1
OG0008895	XP_031830199.1	XP_003401713.1
OG0008896	XP_031842080.1	XP_012167469.1
OG0008897	XP_031848307.1	XP_003394465.1
OG0008898	XP_031840674.1	XP_003394315.1
OG0008899	XP_031842950.1	XP_003401272.1
OG0008900	XP_031842791.1	XP_003401509.1
OG0008901	XP_031842366.1	XP_003395178.1
OG0008902	XP_031840124.1	XP_003402288.1
OG0008903	XP_031831477.1	XP_003394048.1
OG0008905	XP_031836583.1	XP_012164668.1
OG0008907	XP_031833344.1	XP_003395152.1
OG0008908	XP_031833842.1	XP_003402053.1
OG0008909	XP_031842314.1	XP_003401840.1
OG0008910	XP_031848880.1	XP_012165001.1
OG0008911	XP_031841093.1	XP_012173206.2
OG0008912	XP_031831513.1	XP_003402993.1
OG0008916	XP_031827093.1	XP_003399914.1
OG0008917	XP_031850442.1	XP_003394166.1
OG0008918	XP_031837296.1	XP_003400824.1
OG0008919	XP_031827302.1	XP_003393496.1
OG0008920	XP_031832415.1	XP_012169702.1
OG0008921	XP_031831747.1	XP_003396416.1
OG0008922	XP_031831755.1	XP_003396412.1
OG0008923	XP_031844944.1	XP_003393876.2
OG0008925	XP_031850310.1	XP_003394248.1
OG0008926	XP_031832199.1	XP_003397266.1
OG0008927	XP_031840442.1	XP_003396251.1
OG0008928	XP_031833287.1	XP_003401762.1
OG0008929	XP_031841114.1	XP_012173307.1
OG0008930	XP_031840230.1	XP_003396059.1
OG0008931	XP_031831761.1	XP_003396409.1
OG0008933	XP_031844186.1	XP_003394102.1
OG0008934	XP_031839005.1	XP_003402777.1
OG0008935	XP_031830115.1	XP_003403047.1
OG0008936	XP_031835248.1	XP_003402760.1
OG0008937	XP_031825697.1	XP_003401149.1
OG0008938	XP_031836286.1	XP_003393614.1
OG0008939	XP_031840127.1	XP_012173862.1
OG0008940	XP_031848473.1	XP_012166069.1
OG0008942	XP_031848236.1	XP_003396162.1
OG0008943	XP_031840120.1	XP_003402287.1
OG0008944	XP_031841237.1	XP_012168267.1
OG0008945	XP_031831789.1	XP_003395358.1
OG0008947	XP_031836604.1	XP_012164667.1
OG0008948	XP_031840498.1	XP_003396724.1
OG0008949	XP_031832513.1	XP_003393482.1
OG0008950	XP_031832454.1	XP_003393513.1
OG0008951	XP_031834903.1	XP_003393964.1
OG0008952	XP_031847211.1	XP_003394056.1
OG0008953	XP_031844572.1	XP_003394206.1
OG0008954	XP_031834451.1	XP_003394811.1
OG0008955	XP_031846640.1	XP_003395386.1
OG0008956	XP_031846638.1	XP_003395670.1
OG0008957	XP_031838980.1	XP_003396039.1
OG0008958	XP_031836522.1	XP_003396185.1
OG0008959	XP_031840341.1	XP_003396379.1
OG0008961	XP_031832085.1	XP_003397223.1
OG0008962	XP_031841018.1	XP_003397906.1
OG0008963	XP_031830962.1	XP_003398362.1
OG0008964	XP_031830966.1	XP_003398363.1
OG0008965	XP_031830824.1	XP_003398590.1
OG0008966	XP_031835429.1	XP_003398801.1
OG0008967	XP_031846393.1	XP_003399175.1
OG0008968	XP_031850067.1	XP_003399718.1
OG0008969	XP_031844378.1	XP_003400232.1
OG0008970	XP_031833037.1	XP_003400374.1
OG0008971	XP_031833089.1	XP_003400397.2
OG0008972	XP_031847448.1	XP_003401192.1, XP_012172101.1
OG0008973	XP_031830246.1	XP_003401728.1
OG0008974	XP_031829941.1, XP_031829942.1	XP_003401867.1
OG0008975	XP_031838081.1	XP_003401938.2
OG0008977	XP_031846946.1, XP_031846856.1	XP_003402244.1, XP_020723236.1
OG0008978	XP_031829342.1	XP_012174042.1
OG0008979	XP_031845582.1	XP_003402499.1
OG0008980	XP_031836780.1	XP_003402950.2
OG0008981	XP_031830852.1	XP_003403080.1
OG0008982	XP_031842465.1	XP_012163315.1
OG0008983	XP_031834366.1	XP_012163427.1
OG0008984	XP_031836593.1	XP_012164677.2
OG0008985	XP_031840166.1	XP_012164909.1
OG0008987	XP_031840514.1	XP_012165805.1
OG0008988	XP_031848172.1	XP_020718264.1, XP_012167614.1
OG0008989	XP_031837552.1	XP_012168420.1
OG0008990	XP_031847864.1	XP_012168427.1
OG0008992	XP_031833271.1	XP_012169542.2
OG0008993	XP_031835452.1	XP_012169754.1
OG0008994	XP_031841456.1	XP_012170218.1
OG0008995	XP_031826889.1	XP_012170350.1
OG0008996	XP_031841570.1	XP_012170404.1
OG0008997	XP_031829555.1	XP_012171680.1
OG0008998	XP_031829549.1	XP_012171770.1
OG0008999	XP_031837086.1	XP_012171898.1
OG0009000	XP_031843173.1	XP_012172282.1
OG0009001	XP_031831463.1	XP_012172927.1, XP_012172935.1
OG0009004	XP_031848466.1, XP_031836772.1	XP_012174418.1
OG0009006	XP_031832478.1	XP_020718694.1
OG0009007	XP_031831179.1	XP_020718837.1
OG0009008	XP_031829200.1	XP_020719975.1
OG0009009	XP_031844446.1	XP_020720519.1
OG0009010	XP_031841983.1	XP_020720650.1
OG0009012	XP_031838173.1	XP_020720765.1
OG0009013	XP_031850246.1	XP_020721179.1
OG0009014	XP_031830179.1	XP_020722864.1
OG0009015	XP_031826966.1	XP_020723192.1
OG0009016	XP_031839637.1	XP_020723208.1
OG0009017	XP_031843399.1	XP_020723274.1
OG0009018	XP_031834331.1	XP_020723629.1
OG0009019	XP_031830207.1	XP_020723747.1
OG0009020	XP_031849684.1	XP_020724126.1
OG0009021	XP_031844159.1	XP_020724225.1
OG0009045	XP_031826722.1	XP_012175465.1
OG0009046	XP_031825741.1	XP_003401520.1
OG0009048	XP_031826708.1	XP_020723232.1
OG0009049	XP_031847214.1	XP_003394055.1
OG0009051	XP_031838545.1	XP_003398900.1
OG0009052	XP_031847783.1	XP_003398541.1
OG0009054	XP_031827061.1	XP_020723213.1
OG0009056	XP_031847533.1	XP_003401118.1
OG0009057	XP_031842782.1	XP_003401024.2
OG0009058	XP_031843131.1, XP_031843132.1	XP_012172692.2
OG0009060	XP_031849426.1	XP_003394734.1
OG0009063	XP_031832260.1	XP_003397336.2
OG0009065	XP_031843056.1	XP_003401183.1
OG0009067	XP_031826599.1	XP_003396908.1
OG0009068	XP_031833100.1, XP_031833097.1, XP_031833098.1	XP_003400404.1
OG0009069	XP_031829903.1	XP_003401650.1
OG0009070	XP_031827646.1	XP_003403024.1
OG0009071	XP_031842252.1	XP_003395229.1
OG0009072	XP_031833949.1	XP_003401990.1
OG0009073	XP_031843376.1	XP_003395852.1
OG0009074	XP_031839708.1	XP_020722565.1
OG0009075	XP_031831041.1	XP_012173763.1
OG0009076	XP_031850093.1	XP_003399262.1
OG0009077	XP_031846223.1	XP_003397706.1
OG0009078	XP_031836093.1, XP_031836092.1	XP_003398636.1
OG0009080	XP_031845340.1	XP_012163313.1
OG0009083	XP_031830670.1	XP_003398326.1
OG0009084	XP_031833268.1	XP_012163064.1
OG0009085	XP_031840062.1	XP_003397600.1
OG0009087	XP_031840446.1	XP_012167053.1
OG0009089	XP_031843518.1	XP_012167425.1
OG0009093	XP_031844299.1	XP_003394604.1
OG0009095	XP_031838951.1	XP_003395960.1
OG0009096	XP_031828937.1	XP_012173120.1
OG0009097	XP_031830342.1	XP_003403214.2
OG0009099	XP_031832648.1	XP_003400597.1
OG0009100	XP_031826373.1	XP_012165670.1
OG0009101	XP_031833071.1	XP_003400395.1
OG0009103	XP_031848917.1	XP_012168333.1
OG0009107	XP_031850017.1	XP_012169078.1
OG0009110	XP_031829887.1	XP_003401620.1
OG0009113	XP_031828277.1	XP_020719561.1
OG0009115	XP_031827878.1	XP_012165584.1
OG0009116	XP_031845392.1	XP_003394639.2
OG0009118	XP_031847144.1	XP_012176406.1
OG0009119	XP_031839227.1	XP_003393146.1
OG0009120	XP_031844022.1	XP_012167546.1
OG0009122	XP_031829793.1	XP_003399161.1
OG0009123	XP_031845858.1	XP_012171936.1
OG0009124	XP_031840554.1	XP_012165659.1
OG0009125	XP_031833987.1	XP_012175743.1
OG0009126	XP_031848592.1	XP_003395001.1
OG0009127	XP_031843589.1	XP_012165042.1
OG0009128	XP_031833629.1	XP_012164362.1
OG0009129	XP_031825553.1	XP_020718707.1
OG0009130	XP_031838429.1	XP_003401967.1
OG0009131	XP_031831183.1	XP_003395877.1
OG0009132	XP_031831791.1	XP_012163933.1
OG0009133	XP_031846911.1	XP_012164770.1
OG0009134	XP_031828978.1	XP_003394819.1
OG0009135	XP_031838588.1	XP_020720617.1
OG0009136	XP_031847015.1	XP_020720618.1
OG0009137	XP_031829264.1	XP_020720282.1
OG0009140	XP_031838051.1	XP_012166817.2
OG0009141	XP_031850272.1	XP_020721214.1
OG0009142	XP_031835634.1	XP_020721278.1
OG0009144	XP_031841981.1	XP_020719035.1
OG0009147	XP_031845630.1	XP_020721224.1
OG0009148	XP_031836718.1	XP_012172039.1
OG0009149	XP_031841516.1	XP_020721383.1
OG0009150	XP_031832362.1	XP_020721853.1
OG0009152	XP_031832821.1	XP_003400574.1
OG0009156	XP_031847358.1	XP_020722570.1
OG0009157	XP_031848114.1	XP_020721082.1
OG0009158	XP_031828552.1	XP_012169813.1
OG0009159	XP_031848925.1	XP_003397979.1
OG0009160	XP_031834913.1	XP_003394094.1
OG0009162	XP_031849569.1	XP_003402882.1
OG0009163	XP_031844577.1	XP_020724221.1
OG0009164	XP_031841001.1	XP_020724205.1
OG0009166	XP_031844622.1	XP_003394236.1
OG0009167	XP_031840656.1	XP_012176171.1
OG0009168	XP_031848421.1	XP_020724228.1
OG0009169	XP_031834389.1	XP_012176718.2
OG0009170	XP_031842365.1	XP_020718488.1
OG0009171	XP_031831879.1	XP_012164365.1
OG0009174	XP_031843349.1	XP_020718851.1
OG0009175	XP_031839014.1	XP_012164964.1
OG0009178	XP_031843451.1	XP_012175300.1
OG0009179	XP_031828877.1	XP_012163146.1
OG0009180	XP_031838744.1	XP_012174744.1
OG0009181	XP_031840594.1	XP_012165527.1
OG0009182	XP_031838589.1	XP_020720621.1
OG0009183	XP_031838864.1	XP_020723538.1
OG0009184	XP_031838447.1	XP_003397354.1
OG0009185	XP_031829597.1	XP_003403182.1
OG0009187	XP_031842307.1, XP_031842315.1	XP_012166924.1
OG0009188	XP_031844689.1	XP_012166850.1
OG0009189	XP_031838544.1	XP_020720437.1
OG0009190	XP_031840067.1	XP_003397601.1
OG0009192	XP_031843904.1	XP_003398225.1
OG0009193	XP_031831103.1	XP_020720572.1
OG0009194	XP_031847945.1	XP_003398304.3
OG0009196	XP_031827955.1	XP_020719242.1
OG0009198	XP_031827410.1	XP_012170633.2
OG0009199	XP_031841457.1	XP_020721566.1
OG0009201	XP_031840591.1	XP_020719280.1
OG0009205	XP_031843136.1	XP_020722620.1
OG0009207	XP_031825702.1	XP_012172526.2
OG0009208	XP_031843258.1	XP_012172679.1
OG0009210	XP_031827599.1	XP_020721712.1
OG0009211	XP_031826726.1	XP_020723182.1
OG0009214	XP_031839817.1	XP_003393801.1
OG0009215	XP_031838819.1	XP_003402892.1, XP_003402547.3
OG0009219	XP_031845620.1	XP_003398819.1
OG0009220	XP_031846100.1	XP_012163700.1
OG0009221	XP_031841392.1	XP_003397849.1
OG0009223	XP_031850432.1	XP_003394165.1
OG0009224	XP_031835269.1	XP_003397399.1
OG0009225	XP_031840081.1	XP_003397417.1
OG0009226	XP_031832753.1	XP_003400536.1
OG0009227	XP_031832431.1	XP_003393511.1
OG0009228	XP_031828759.1	XP_003393574.1
OG0009229	XP_031834619.1	XP_003394041.1
OG0009231	XP_031833234.1	XP_003395233.1
OG0009233	XP_031846975.1	XP_003396080.1
OG0009234	XP_031849015.1	XP_003397146.1
OG0009235	XP_031835216.1	XP_003397522.2
OG0009236	XP_031843557.1	XP_003398002.1
OG0009237	XP_031849865.1	XP_003398616.1
OG0009240	XP_031825936.1, XP_031825945.1	XP_003399880.1, XP_012170533.1
OG0009241	XP_031829559.1	XP_003400869.1
OG0009243	XP_031828677.1	XP_003403245.2
OG0009244	XP_031830175.1	XP_020722863.1, XP_003403430.2
OG0009245	XP_031845256.1	XP_012163242.1
OG0009247	XP_031834031.1	XP_012166306.2
OG0009248	XP_031834133.1	XP_012166359.1
OG0009249	XP_031846178.1	XP_012166751.1
OG0009250	XP_031829023.1	XP_012169163.1
OG0009252	XP_031827470.1	XP_012170639.2
OG0009253	XP_031836326.1	XP_012170831.1
OG0009254	XP_031834644.1	XP_012170936.1
OG0009255	XP_031848016.1	XP_012171342.1
OG0009256	XP_031825413.1	XP_020722372.1, XP_012171933.1
OG0009257	XP_031837916.1	XP_012172013.1
OG0009258	XP_031825703.1	XP_012172524.1
OG0009259	XP_031843134.1, XP_031843135.1	XP_012172701.2
