Orthogroup	Nomia_melanderi	Apis_mellifera
OG0007475	XP_031837184.1	XP_026300963.1
OG0007476	XP_031833169.1	XP_026300965.1
OG0007477	XP_031832991.1	XP_026300973.1
OG0007478	XP_031837189.1	XP_026300990.1
OG0007479	XP_031829551.1	XP_026300996.1
OG0007480	XP_031849930.1, XP_031849931.1	XP_026301011.1
OG0007481	XP_031833085.1	XP_026301018.1
OG0007482	XP_031832747.1	XP_026301029.1
OG0007483	XP_031837371.1	XP_026301035.1
OG0007484	XP_031842608.1	XP_026301079.1
OG0007485	XP_031842640.1	XP_026301082.1
OG0007486	XP_031842769.1	XP_026301086.1
OG0007487	XP_031843203.1	XP_026301096.1
OG0007488	XP_031826312.1	XP_026301107.1
OG0007490	XP_031843560.1	XP_026301130.1
OG0007491	XP_031842514.1	XP_026301139.1
OG0007492	XP_031842801.1	XP_026301153.1
OG0007493	XP_031842531.1	XP_026301194.1
OG0007494	XP_031843086.1	XP_026301198.1
OG0007495	XP_031825812.1	XP_026301213.1
OG0007496	XP_031839438.1	XP_026301237.1
OG0007497	XP_031842707.1	XP_026301242.1
OG0007498	XP_031842559.1	XP_026301291.1
OG0007499	XP_031844746.1	XP_026301292.1
OG0007500	XP_031837918.1	XP_026301295.1
OG0007501	XP_031826170.1	XP_026301298.1
OG0007502	XP_031844804.1	XP_026301300.1
OG0007503	XP_031825746.1	XP_026301305.1
OG0007504	XP_031847429.1	XP_026301349.1
OG0007505	XP_031825765.1	XP_026301355.1
OG0007506	XP_031834981.1	XP_026301417.1
OG0007507	XP_031847376.1	XP_026301419.1
OG0007508	XP_031842603.1	XP_026301425.1
OG0007509	XP_031827358.1	XP_026301441.1
OG0007510	XP_031842665.1	XP_026301462.1
OG0007511	XP_031842785.1	XP_026301468.1
OG0007512	XP_031826948.1	XP_026301491.1
OG0007513	XP_031826946.1	XP_026301493.1
OG0007514	XP_031827132.1	XP_026301496.1
OG0007515	XP_031827082.1	XP_026301535.1
OG0007516	XP_031838570.1	XP_026301553.1
OG0007517	XP_031826982.1	XP_026301565.1
OG0007518	XP_031827064.1	XP_026301566.1
OG0007519	XP_031850005.1	XP_026301576.1
OG0007520	XP_031826772.1	XP_026301578.1
OG0007521	XP_031827251.1	XP_026301617.1
OG0007522	XP_031850066.1	XP_026301622.1
OG0007523	XP_031837621.1	XP_026301632.1
OG0007524	XP_031828136.1	XP_026301633.1
OG0007525	XP_031841791.1	XP_026301643.1
OG0007526	XP_031827114.1	XP_026301648.1
OG0007527	XP_031828170.1	XP_026301653.1
OG0007528	XP_031828395.1	XP_026301654.1
OG0007529	XP_031826916.1	XP_026301666.1
OG0007530	XP_031828644.1	XP_026301671.1
OG0007531	XP_031826996.1	XP_026301690.1
OG0007532	XP_031832995.1	XP_026301696.1
OG0007533	XP_031826876.1	XP_026301700.1
OG0007534	XP_031826694.1	XP_026301705.1
OG0007535	XP_031826955.1	XP_026301713.1
OG0007536	XP_031827217.1	XP_026301726.1
OG0007537	XP_031836666.1	XP_026301739.1
OG0007538	XP_031845876.1	XP_026301748.1
OG0007539	XP_031845942.1	XP_026301758.1
OG0007540	XP_031834089.1	XP_026301762.1, XP_026301761.1
OG0007541	XP_031837484.1	XP_026301784.1
OG0007542	XP_031848842.1	XP_026301788.1
OG0007543	XP_031839564.1	XP_026301816.1
OG0007544	XP_031837756.1	XP_026301857.1
OG0007545	XP_031827874.1	XP_026301889.1
OG0007546	XP_031839395.1	XP_026301892.1
OG0007547	XP_031839190.1	XP_026301893.1
OG0007548	XP_031839453.1	XP_026301899.1
OG0007549	XP_031839454.1	XP_026301907.1
OG0007550	XP_031847194.1	XP_026301948.1
OG0007551	XP_031839109.1	XP_026301963.1
OG0007552	XP_031839099.1	XP_026301985.1
OG0007553	XP_031839366.1	XP_026301996.1
OG0007554	XP_031842059.1	XP_026302036.1
OG0007555	XP_031849255.1	XP_026302044.1
OG0007556	XP_031843587.1	XP_026302050.1
OG0007557	XP_031828502.1	XP_026302067.1
OG0007558	XP_031827870.1, XP_031827869.1, XP_031827868.1, XP_031827871.1	XP_026302069.1
OG0007559	XP_031840427.1	XP_026302078.1
OG0007560	XP_031839432.1	XP_026302081.1
OG0007562	XP_031846794.1	XP_026302088.1
OG0007563	XP_031827337.1	XP_026302104.1
OG0007564	XP_031844057.1	XP_026302106.1
OG0007565	XP_031828574.1	XP_026302109.1
OG0007566	XP_031843971.1	XP_026302114.1
OG0007567	XP_031835805.1	XP_026302168.1
OG0007568	XP_031834752.1	XP_026302171.1
OG0007569	XP_031834539.1	XP_026302179.1
OG0007570	XP_031844985.1	XP_026302188.1
OG0007571	XP_031834624.1	XP_026302192.1
OG0007572	XP_031837009.1	XP_026302223.1
OG0007573	XP_031831797.1	XP_026302224.1
OG0007574	XP_031832755.1	XP_026302264.1
OG0007575	XP_031839881.1	XP_026302268.1
OG0007576	XP_031844901.1	XP_026302274.1
OG0007577	XP_031841598.1	XP_391818.3
OG0007578	XP_031827647.1	XP_391822.2
OG0007579	XP_031825946.1	XP_391850.3
OG0007580	XP_031843801.1	XP_391855.2
OG0007581	XP_031847726.1	XP_391867.3
OG0007582	XP_031835368.1	XP_391879.2
OG0007583	XP_031835562.1	XP_391881.4
OG0007584	XP_031838561.1	XP_391905.2
OG0007585	XP_031849775.1	XP_391917.2
OG0007586	XP_031829428.1	XP_391920.3
OG0007587	XP_031827407.1	XP_391940.2
OG0007588	XP_031835986.1	XP_391948.3
OG0007589	XP_031832397.1	XP_391949.4
OG0007590	XP_031832367.1	XP_391954.4
OG0007591	XP_031835970.1	XP_391960.2
OG0007592	XP_031827755.1	XP_391971.1
OG0007593	XP_031827678.1	XP_391973.3
OG0007594	XP_031827705.1	XP_391978.2
OG0007595	XP_031827720.1	XP_391980.1
OG0007596	XP_031827698.1	XP_391981.3
OG0007597	XP_031833055.1	XP_391988.2
OG0007598	XP_031833053.1	XP_391989.2
OG0007599	XP_031837936.1	XP_391991.1
OG0007600	XP_031837229.1	XP_392005.3
OG0007601	XP_031832578.1	XP_392019.4
OG0007602	XP_031832637.1	XP_392027.1
OG0007603	XP_031845949.1	XP_392037.1
OG0007604	XP_031847420.1	XP_392067.4
OG0007605	XP_031842883.1	XP_392070.3
OG0007606	XP_031842560.1	XP_392078.2
OG0007607	XP_031847363.1	XP_392084.1
OG0007608	XP_031847356.1	XP_392087.3
OG0007609	XP_031847513.1	XP_392088.3
OG0007610	XP_031827533.1	XP_392097.5
OG0007611	XP_031850512.1	XP_392102.4
OG0007612	XP_031841741.1	XP_392107.4
OG0007613	XP_031832487.1	XP_392112.3
OG0007614	XP_031847135.1	XP_392115.1
OG0007615	XP_031847167.1	XP_392120.2
OG0007616	XP_031828289.1	XP_392132.1
OG0007617	XP_031828287.1	XP_392133.2
OG0007618	XP_031837895.1	XP_392150.4
OG0007619	XP_031843444.1	XP_392156.2
OG0007620	XP_031844093.1	XP_392172.1
OG0007621	XP_031837618.1	XP_392183.1
OG0007622	XP_031839670.1	XP_392195.5
OG0007623	XP_031839791.1	XP_392205.1
OG0007624	XP_031839591.1	XP_392222.3
OG0007625	XP_031834612.1	XP_392244.1
OG0007626	XP_031834298.1	XP_392259.4
OG0007627	XP_031850439.1	XP_392263.1
OG0007628	XP_031850370.1	XP_392265.4
OG0007629	XP_031849729.1	XP_392288.1
OG0007630	XP_031840810.1	XP_392295.3
OG0007631	XP_031840688.1	XP_392296.4
OG0007632	XP_031842321.1	XP_392318.4
OG0007633	XP_031834491.1	XP_392330.1
OG0007634	XP_031845385.1	XP_392346.4
OG0007635	XP_031833803.1	XP_392365.1
OG0007636	XP_031845659.1	XP_392367.3
OG0007637	XP_031833862.1	XP_392368.1
OG0007638	XP_031843331.1	XP_392371.3
OG0007639	XP_031849132.1	XP_392407.6
OG0007640	XP_031838713.1	XP_392426.3
OG0007641	XP_031826629.1	XP_392430.1
OG0007642	XP_031842279.1	XP_392446.1
OG0007643	XP_031826056.1	XP_392453.3
OG0007644	XP_031849763.1	XP_392465.3
OG0007645	XP_031832122.1	XP_392477.4
OG0007646	XP_031832134.1	XP_392478.2
OG0007647	XP_031837163.1	XP_392483.3
OG0007648	XP_031842025.1	XP_392513.1
OG0007649	XP_031843054.1	XP_392515.2
OG0007650	XP_031842449.1	XP_392518.1
OG0007651	XP_031837663.1	XP_392521.3
OG0007652	XP_031829994.1	XP_392556.3
OG0007653	XP_031841710.1	XP_392569.2
OG0007654	XP_031844392.1	XP_392577.4
OG0007655	XP_031831632.1	XP_392586.4
OG0007656	XP_031846384.1	XP_392590.4
OG0007657	XP_031844213.1	XP_392602.4
OG0007658	XP_031826106.1	XP_392604.3
OG0007659	XP_031832212.1	XP_392607.3
OG0007660	XP_031848538.1	XP_392608.4
OG0007661	XP_031826200.1	XP_392626.3
OG0007662	XP_031828232.1	XP_392639.1
OG0007663	XP_031835884.1	XP_392644.3
OG0007664	XP_031848942.1	XP_392650.4
OG0007665	XP_031837563.1	XP_392651.2
OG0007666	XP_031846034.1	XP_392660.2
OG0007667	XP_031829297.1	XP_392666.3
OG0007668	XP_031841555.1	XP_392671.2
OG0007669	XP_031850255.1	XP_392676.2
OG0007670	XP_031830838.1	XP_392681.2
OG0007671	XP_031848815.1	XP_392687.2
OG0007672	XP_031846091.1	XP_392698.3
OG0007673	XP_031842415.1	XP_392703.4
OG0007674	XP_031842616.1	XP_392704.2
OG0007675	XP_031829998.1	XP_392719.1
OG0007676	XP_031837278.1	XP_392722.1
OG0007677	XP_031839427.1	XP_392749.1
OG0007678	XP_031848911.1	XP_392753.2
OG0007679	XP_031844365.1	XP_392754.3
OG0007680	XP_031840013.1	XP_392760.2
OG0007681	XP_031830274.1	XP_392763.3
OG0007682	XP_031849334.1	XP_392764.1
OG0007683	XP_031837507.1	XP_392774.4
OG0007684	XP_031843465.1	XP_392783.4
OG0007685	XP_031840352.1	XP_392800.3
OG0007686	XP_031836406.1	XP_392810.3
OG0007687	XP_031836202.1	XP_392812.2
OG0007688	XP_031840883.1	XP_392813.2
OG0007689	XP_031839113.1	XP_392816.2
OG0007690	XP_031835277.1	XP_392828.3
OG0007691	XP_031839416.1	XP_392837.4
OG0007692	XP_031848741.1	XP_392849.4
OG0007693	XP_031846546.1	XP_392857.2
OG0007694	XP_031840667.1	XP_392862.3
OG0007695	XP_031840673.1	XP_392863.3
OG0007696	XP_031840499.1	XP_392864.4
OG0007697	XP_031829188.1	XP_392873.4
OG0007698	XP_031837840.1	XP_392874.5
OG0007699	XP_031835924.1	XP_392877.1
OG0007700	XP_031835183.1	XP_392880.5
OG0007701	XP_031829964.1	XP_392882.2
OG0007702	XP_031825868.1	XP_392905.2
OG0007703	XP_031838338.1	XP_392912.1
OG0007704	XP_031848253.1	XP_392919.3
OG0007705	XP_031834714.1, XP_031834715.1	XP_392920.1
OG0007706	XP_031832034.1	XP_392925.3
OG0007707	XP_031844702.1	XP_392932.3
OG0007708	XP_031848749.1	XP_392937.2
OG0007709	XP_031839882.1	XP_392943.3
OG0007710	XP_031836525.1	XP_392954.1
OG0007711	XP_031828997.1	XP_392962.1
OG0007712	XP_031848653.1	XP_392968.2
OG0007713	XP_031843106.1	XP_392993.2
OG0007714	XP_031844989.1	XP_392996.1
OG0007715	XP_031825399.1	XP_393007.1
OG0007716	XP_031839066.1	XP_393034.1
OG0007717	XP_031838479.1	XP_393037.2
OG0007718	XP_031846554.1	XP_393044.4
OG0007719	XP_031827898.1	XP_393076.1
OG0007720	XP_031833382.1	XP_393080.4
OG0007721	XP_031831473.1	XP_393085.2
OG0007722	XP_031838079.1	XP_393089.1
OG0007723	XP_031840628.1	XP_393105.4
OG0007724	XP_031828606.1	XP_393110.1
OG0007725	XP_031842479.1	XP_393113.3
OG0007726	XP_031833143.1	XP_393116.2
OG0007727	XP_031829800.1	XP_393135.2
OG0007728	XP_031844575.1	XP_393137.3
OG0007729	XP_031844227.1	XP_393141.2
OG0007730	XP_031830623.1	XP_393146.1
OG0007731	XP_031844191.1	XP_393161.3
OG0007732	XP_031843038.1	XP_393162.3
OG0007733	XP_031842501.1	XP_393165.3
OG0007734	XP_031826026.1	XP_393191.2
OG0007735	XP_031841957.1	XP_393202.4
OG0007736	XP_031842991.1	XP_393211.4
OG0007737	XP_031825420.1	XP_393223.1
OG0007738	XP_031825316.1	XP_393224.2
OG0007739	XP_031836218.1	XP_393234.2
OG0007740	XP_031828053.1	XP_393236.2
OG0007741	XP_031848990.1	XP_393262.1
OG0007742	XP_031838310.1	XP_393264.2
OG0007743	XP_031845106.1	XP_393266.1
OG0007744	XP_031844984.1	XP_393287.2
OG0007745	XP_031825660.1	XP_393291.2
OG0007746	XP_031832023.1	XP_393294.2
OG0007747	XP_031838922.1	XP_393300.2
OG0007748	XP_031833681.1	XP_393310.1
OG0007749	XP_031836011.1	XP_393315.2
OG0007750	XP_031828522.1	XP_393324.2
OG0007751	XP_031846296.1	XP_393342.3
OG0007752	XP_031836855.1	XP_393347.3
OG0007753	XP_031826077.1	XP_393349.3
OG0007754	XP_031834525.1	XP_393374.3
OG0007755	XP_031837411.1	XP_393377.4
OG0007756	XP_031840827.1	XP_393397.5
OG0007757	XP_031842595.1	XP_393409.2
OG0007758	XP_031830781.1	XP_393411.1
OG0007759	XP_031849936.1	XP_393416.2
OG0007760	XP_031828114.1	XP_393417.3
OG0007761	XP_031848909.1	XP_393426.1
OG0007762	XP_031838758.1	XP_393438.2
OG0007763	XP_031835359.1	XP_393466.2
OG0007764	XP_031829608.1	XP_393474.5
OG0007765	XP_031829686.1	XP_393479.3
OG0007766	XP_031829257.1	XP_393483.2
OG0007767	XP_031836696.1	XP_393493.3
OG0007768	XP_031827376.1	XP_393509.2
OG0007769	XP_031830978.1	XP_393510.1
OG0007770	XP_031833209.1	XP_393523.5
OG0007771	XP_031827751.1	XP_393524.3
OG0007772	XP_031827415.1	XP_393545.2
OG0007773	XP_031846401.1	XP_393549.3
OG0007774	XP_031840909.1	XP_393560.4
OG0007775	XP_031830112.1	XP_393593.4
OG0007776	XP_031840469.1	XP_393599.2
OG0007777	XP_031833113.1	XP_393603.1
OG0007778	XP_031832989.1	XP_393604.4
OG0007779	XP_031830986.1	XP_393605.1
OG0007780	XP_031832709.1	XP_393615.3
OG0007781	XP_031832879.1	XP_393616.4
OG0007782	XP_031830881.1	XP_393642.5
OG0007783	XP_031830518.1	XP_393671.2
OG0007784	XP_031845500.1	XP_393701.1
OG0007785	XP_031835826.1	XP_393702.4
OG0007786	XP_031843823.1	XP_393709.3
OG0007787	XP_031843794.1	XP_393711.3
OG0007788	XP_031830397.1	XP_393713.3
OG0007789	XP_031849774.1	XP_393743.4
OG0007791	XP_031835724.1	XP_393764.2
OG0007792	XP_031828140.1	XP_393777.2
OG0007793	XP_031828209.1	XP_393779.1
OG0007794	XP_031849926.1	XP_393789.2
OG0007795	XP_031849902.1	XP_393796.4
OG0007796	XP_031850286.1	XP_393806.2
OG0007797	XP_031850235.1	XP_393809.4
OG0007798	XP_031850149.1	XP_393815.4
OG0007799	XP_031849439.1	XP_393819.4
OG0007800	XP_031849432.1	XP_393820.4
OG0007801	XP_031849406.1	XP_393827.2
OG0007802	XP_031849387.1	XP_393828.2
OG0007803	XP_031849392.1	XP_393829.3
OG0007804	XP_031829430.1	XP_393834.2
OG0007805	XP_031827062.1	XP_393860.4
OG0007806	XP_031827138.1	XP_393863.3
OG0007807	XP_031837655.1	XP_393865.2
OG0007808	XP_031843491.1	XP_393867.2
OG0007809	XP_031848875.1	XP_393883.3
OG0007810	XP_031847617.1	XP_393885.1
OG0007811	XP_031832406.1	XP_393890.1
OG0007812	XP_031832351.1	XP_393902.1
OG0007813	XP_031827711.1	XP_393914.1
OG0007814	XP_031848772.1	XP_393944.1
OG0007815	XP_031837557.1	XP_393961.3
OG0007816	XP_031837771.1	XP_393962.3
OG0007817	XP_031833040.1	XP_393964.2
OG0007818	XP_031832994.1	XP_393973.2
OG0007819	XP_031837234.1	XP_393985.4
OG0007820	XP_031832899.1	XP_393989.4
OG0007821	XP_031832707.1	XP_393995.1
OG0007822	XP_031832814.1	XP_394000.4
OG0007823	XP_031832818.1	XP_394006.4
OG0007824	XP_031833151.1	XP_394021.2
OG0007825	XP_031832785.1	XP_394025.4
OG0007826	XP_031837398.1	XP_394029.5
OG0007827	XP_031848192.1	XP_394033.1
OG0007828	XP_031848244.1	XP_394035.3
OG0007829	XP_031837165.1	XP_394046.1
OG0007830	XP_031842726.1	XP_394075.2
OG0007831	XP_031842534.1	XP_394088.3
OG0007832	XP_031847481.1	XP_394099.4
OG0007833	XP_031846816.1	XP_394150.4
OG0007834	XP_031847558.1	XP_394163.3
OG0007835	XP_031848820.1	XP_394167.4
OG0007836	XP_031837687.1	XP_394217.1
OG0007837	XP_031843633.1	XP_394225.4
OG0007838	XP_031846209.1	XP_394227.2
OG0007839	XP_031826670.1	XP_394245.2
OG0007840	XP_031844040.1	XP_394252.2
OG0007841	XP_031839595.1	XP_394330.4
OG0007842	XP_031839590.1	XP_394331.2
OG0007843	XP_031834461.1	XP_394348.5
OG0007844	XP_031834740.1, XP_031834739.1	XP_394353.3
OG0007845	XP_031834503.1	XP_394354.4
OG0007846	XP_031834606.1	XP_394360.2
OG0007847	XP_031834908.1	XP_394361.2
OG0007848	XP_031847713.1	XP_394372.2
OG0007849	XP_031841027.1	XP_394425.2
OG0007850	XP_031849685.1	XP_394434.2
OG0007851	XP_031849669.1	XP_394435.3
OG0007852	XP_031840689.1	XP_394446.4
OG0007853	XP_031847550.1	XP_394455.4
OG0007854	XP_031845617.1	XP_394464.1
OG0007855	XP_031845350.1	XP_394467.1
OG0007856	XP_031845368.1	XP_394473.2
OG0007857	XP_031845999.1	XP_394503.6
OG0007858	XP_031845389.1	XP_394516.2
OG0007859	XP_031845159.1	XP_394517.4
OG0007860	XP_031845185.1	XP_394527.2
OG0007861	XP_031825679.1	XP_394543.3
OG0007862	XP_031825469.1	XP_394546.3
OG0007863	XP_031831358.1	XP_394550.2
OG0007864	XP_031825636.1	XP_394555.2
OG0007865	XP_031833607.1	XP_394559.1
OG0007866	XP_031843328.1	XP_394578.4
OG0007867	XP_031825535.1	XP_394599.3
OG0007868	XP_031827848.1	XP_394662.6
OG0007869	XP_031827850.1	XP_394663.3
OG0007870	XP_031826225.1	XP_394667.3
OG0007871	XP_031826100.1	XP_394669.2
OG0007872	XP_031842277.1	XP_394680.3
OG0007873	XP_031826060.1	XP_394689.3
OG0007874	XP_031846688.1	XP_394692.3
OG0007875	XP_031832288.1	XP_394700.4
OG0007876	XP_031834205.1	XP_394701.3
OG0007877	XP_031832132.1	XP_394705.3
OG0007878	XP_031848489.1	XP_394713.3
OG0007879	XP_031829944.1	XP_394714.3
OG0007880	XP_031838348.1	XP_394733.2
OG0007881	XP_031849029.1	XP_394739.4
OG0007882	XP_031836057.1	XP_394752.3
OG0007883	XP_031829693.1	XP_394753.2
OG0007884	XP_031839884.1	XP_394767.3
OG0007885	XP_031842095.1	XP_394769.2
OG0007886	XP_031841780.1	XP_394770.5
OG0007887	XP_031841793.1	XP_394772.3
OG0007888	XP_031840080.1	XP_394781.4
OG0007889	XP_031839529.1	XP_394795.1
OG0007890	XP_031837677.1	XP_394812.3
OG0007891	XP_031841717.1	XP_394814.1
OG0007892	XP_031836295.1	XP_394822.5
OG0007893	XP_031830114.1	XP_394827.4
OG0007894	XP_031849917.1	XP_394838.3
OG0007895	XP_031843583.1	XP_394846.2
OG0007896	XP_031830969.1	XP_394854.2
OG0007898	XP_031838827.1	XP_394861.4
OG0007899	XP_031835315.1	XP_394921.3
OG0007900	XP_031835128.1	XP_394922.3
OG0007901	XP_031826986.1	XP_394944.4
OG0007902	XP_031840705.1	XP_394952.4
OG0007903	XP_031840547.1	XP_394964.5
OG0007904	XP_031833078.1	XP_394968.3
OG0007905	XP_031835205.1	XP_394976.4
OG0007906	XP_031829295.1	XP_394987.4
OG0007907	XP_031832692.1	XP_394993.2
OG0007908	XP_031845180.1	XP_395004.3
OG0007909	XP_031826897.1	XP_395009.2
OG0007910	XP_031843660.1	XP_395013.3
OG0007911	XP_031826711.1	XP_395016.2
OG0007912	XP_031849280.1	XP_395025.2
OG0007913	XP_031828409.1	XP_395055.3
OG0007914	XP_031841597.1	XP_395092.2
OG0007915	XP_031826851.1	XP_395096.4
OG0007916	XP_031830652.1	XP_395122.1
OG0007917	XP_031837285.1	XP_395130.4
OG0007918	XP_031834264.1	XP_395151.3
OG0007919	XP_031834069.1	XP_395153.3
OG0007920	XP_031847286.1	XP_395162.2
OG0007921	XP_031840621.1	XP_395163.2
OG0007922	XP_031839500.1	XP_395172.2
OG0007923	XP_031839389.1	XP_395173.2
OG0007924	XP_031847784.1	XP_395179.2
OG0007925	XP_031839517.1	XP_395197.2
OG0007926	XP_031826828.1	XP_395207.4
OG0007927	XP_031842694.1	XP_395210.2
OG0007928	XP_031849691.1	XP_395217.4
OG0007929	XP_031833621.1, XP_031833622.1	XP_395225.2
OG0007930	XP_031838581.1	XP_395236.2
OG0007931	XP_031837287.1	XP_395245.2
OG0007932	XP_031836698.1	XP_395256.3
OG0007933	XP_031847479.1	XP_395260.2
OG0007934	XP_031843037.1	XP_395264.3
OG0007935	XP_031829524.1	XP_395280.4
OG0007936	XP_031833568.1	XP_395282.2
OG0007937	XP_031840682.1	XP_395299.2
OG0007938	XP_031839479.1	XP_395304.3
OG0007939	XP_031830279.1	XP_395323.2
OG0007940	XP_031849660.1	XP_395325.3
OG0007941	XP_031849226.1	XP_395329.2
OG0007942	XP_031829242.1	XP_395332.2
OG0007943	XP_031833381.1	XP_395357.3
OG0007944	XP_031844272.1	XP_395360.3
OG0007945	XP_031844677.1	XP_395364.3
OG0007946	XP_031844550.1	XP_395373.3
OG0007947	XP_031849345.1	XP_395387.5
OG0007948	XP_031844425.1	XP_395391.3
OG0007949	XP_031832488.1	XP_395396.2
OG0007950	XP_031840537.1	XP_395412.2
OG0007951	XP_031835389.1	XP_395464.3
OG0007952	XP_031832064.1	XP_395493.4
OG0007953	XP_031830308.1	XP_395507.4
OG0007954	XP_031846143.1	XP_395533.2
OG0007955	XP_031845579.1	XP_395538.2
OG0007956	XP_031848874.1, XP_031834768.1	XP_395542.2
OG0007957	XP_031829884.1	XP_395545.1
OG0007958	XP_031846547.1	XP_395548.2
OG0007959	XP_031845866.1	XP_395563.4
OG0007960	XP_031828504.1	XP_395584.4
OG0007961	XP_031829963.1	XP_395614.3
OG0007962	XP_031848345.1	XP_395623.2
OG0007963	XP_031840387.1	XP_395627.4
OG0007964	XP_031839890.1	XP_395638.3
OG0007965	XP_031845676.1	XP_395643.2
OG0007966	XP_031835066.1	XP_395652.1
OG0007967	XP_031835064.1	XP_395653.2
OG0007968	XP_031839512.1	XP_395654.5
OG0007969	XP_031840481.1	XP_395686.2
OG0007970	XP_031834033.1	XP_395721.5
OG0007971	XP_031827308.1	XP_395724.2
OG0007972	XP_031836863.1	XP_395729.3
OG0007973	XP_031828654.1	XP_395743.3
OG0007974	XP_031849472.1	XP_395755.2
OG0007975	XP_031833087.1	XP_395757.3
OG0007976	XP_031825843.1	XP_395767.4
OG0007977	XP_031838011.1	XP_395770.1
OG0007978	XP_031845953.1	XP_395774.2
OG0007979	XP_031841327.1	XP_395787.4
OG0007980	XP_031830796.1	XP_395789.1
OG0007981	XP_031834588.1	XP_395810.4
OG0007982	XP_031830866.1	XP_395811.2
OG0007983	XP_031836806.1	XP_395812.4
OG0007984	XP_031828998.1	XP_395827.2
OG0007985	XP_031839215.1	XP_395864.3
OG0007986	XP_031831786.1	XP_395865.5
OG0007987	XP_031849246.1	XP_395866.2
OG0007988	XP_031828820.1	XP_395879.4
OG0007989	XP_031845319.1	XP_395913.3
OG0007990	XP_031826993.1	XP_395927.4
OG0007991	XP_031847703.1	XP_395930.3
OG0007992	XP_031843387.1	XP_395937.6
OG0007993	XP_031825537.1	XP_395945.2
OG0007994	XP_031848650.1	XP_395961.4
OG0007995	XP_031844160.1	XP_395962.2
OG0007996	XP_031834552.1	XP_395972.4
OG0007997	XP_031830578.1	XP_395981.2
OG0007998	XP_031838406.1	XP_395986.4
OG0007999	XP_031825422.1	XP_396004.2
OG0008000	XP_031846726.1	XP_396015.2
OG0008001	XP_031838693.1	XP_396028.5
OG0008002	XP_031833793.1, XP_031833794.1	XP_396039.6
OG0008003	XP_031833265.1	XP_396044.4
OG0008004	XP_031842237.1	XP_396051.1
OG0008005	XP_031848680.1	XP_396056.5
OG0008006	XP_031841357.1	XP_396090.2
OG0008007	XP_031834312.1	XP_396131.3
OG0008008	XP_031834919.1	XP_396134.2
OG0008009	XP_031831312.1	XP_396142.4
OG0008010	XP_031841097.1, XP_031841098.1	XP_396143.4
OG0008011	XP_031835490.1	XP_396155.4
OG0008012	XP_031849295.1	XP_396159.2
OG0008013	XP_031833479.1	XP_396160.4
OG0008014	XP_031836181.1	XP_396164.7
OG0008015	XP_031842585.1	XP_396167.1
OG0008016	XP_031832558.1	XP_396187.2
OG0008017	XP_031841344.1	XP_396194.3
OG0008018	XP_031836336.1	XP_396212.2
OG0008019	XP_031841596.1	XP_396217.2
OG0008020	XP_031825686.1	XP_396227.5
OG0008021	XP_031830684.1	XP_396235.5
OG0008022	XP_031846773.1	XP_396270.5
OG0008023	XP_031848733.1	XP_396275.3
