Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0007808	XP_017752691.1	XP_015187173.1
OG0007810	XP_017753179.1	XP_015191520.1
OG0007812	XP_017752609.1	XP_015186571.1
OG0007813	XP_017761615.1	XP_015172445.1
OG0007814	XP_017760628.1	XP_015180494.1
OG0007815	XP_017764765.1	XP_015179273.1
OG0007816	XP_017754099.1	XP_015178447.1
OG0007817	XP_017758992.1	XP_015183639.1
OG0007818	XP_017763724.1	XP_015182519.1
OG0007819	XP_017758000.1	XP_015191226.1
OG0007820	XP_017752191.1	XP_015176063.1
OG0007821	XP_017761362.1	XP_015171661.1
OG0007822	XP_017763063.1	XP_015185471.1
OG0007823	XP_017765730.1	XP_015182246.1
OG0007824	XP_017753332.1	XP_015186373.1
OG0007826	XP_017764052.1	XP_015188021.1
OG0007827	XP_017760270.1	XP_015176326.1
OG0007828	XP_017755644.1	XP_015186729.1
OG0007830	XP_017762852.1	XP_015171345.1
OG0007831	XP_017763248.1	XP_015179412.1
OG0007832	XP_017753934.1	XP_015189126.1
OG0007833	XP_017761670.1	XP_015188943.1
OG0007834	XP_017764365.1	XP_015184879.1
OG0007835	XP_017764483.1	XP_015175342.1
OG0007836	XP_017752660.1	XP_015179039.1
OG0007837	XP_017758704.1	XP_015173129.1
OG0007838	XP_017760685.1	XP_015183597.1
OG0007839	XP_017766149.1	XP_015189663.1
OG0007840	XP_017761402.1	XP_015184377.1
OG0007841	XP_017755472.1	XP_015189117.1
OG0007843	XP_017766018.1	XP_015188804.1
OG0007844	XP_017757305.1	XP_015175207.1
OG0007845	XP_017760093.1	XP_015184719.1
OG0007846	XP_017756101.1	XP_015184524.1
OG0007847	XP_017760414.1	XP_015181949.1
OG0007848	XP_017756973.1	XP_015184874.1
OG0007849	XP_017766215.1	XP_015171065.1
OG0007850	XP_017757966.1	XP_015182961.1
OG0007851	XP_017761558.1	XP_015172194.1
OG0007852	XP_017754268.1	XP_015178678.1
OG0007853	XP_017764237.1	XP_015173079.1
OG0007854	XP_017752597.1	XP_015181003.1
OG0007856	XP_017766419.1	XP_015181437.1
OG0007857	XP_017757964.1	XP_015174908.1
OG0007858	XP_017764998.1	XP_015174689.1
OG0007859	XP_017765128.1	XP_015188630.1
OG0007860	XP_017767176.1	XP_015176001.1
OG0007861	XP_017765708.1	XP_015178537.1
OG0007862	XP_017767152.1	XP_015173563.1
OG0007863	XP_017756009.1	XP_015177248.1
OG0007864	XP_017758838.1	XP_015190822.1
OG0007865	XP_017764327.1	XP_015182513.1
OG0007866	XP_017766610.1	XP_015177803.1
OG0007867	XP_017759031.1	XP_015180437.1
OG0007868	XP_017760690.1	XP_015180190.1
OG0007869	XP_017753519.1	XP_015171526.1
OG0007870	XP_017757409.1	XP_015183393.1
OG0007871	XP_017764523.1	XP_015188883.1
OG0007872	XP_017762728.1	XP_015188161.1
OG0007874	XP_017761910.1	XP_015173966.1
OG0007875	XP_017761914.1	XP_015173953.1
OG0007876	XP_017756493.1	XP_015172917.1
OG0007878	XP_017761288.1, XP_017761289.1	XP_015187057.1
OG0007879	XP_017759487.1	XP_015183206.1
OG0007880	XP_017760911.1	XP_015191483.1
OG0007881	XP_017763341.1	XP_015175972.1
OG0007882	XP_017754295.1	XP_015183868.1
OG0007883	XP_017765157.1	XP_015182463.1
OG0007884	XP_017762512.1	XP_015190809.1
OG0007885	XP_017766897.1	XP_015190023.1
OG0007886	XP_017764100.1	XP_015181177.1
OG0007887	XP_017764612.1	XP_015184469.1
OG0007888	XP_017761121.1	XP_015174671.1
OG0007889	XP_017766280.1	XP_015184445.1
OG0007890	XP_017762838.1	XP_015187982.1
OG0007891	XP_017765415.1	XP_015175977.1
OG0007892	XP_017761357.1	XP_015187612.1
OG0007893	XP_017755074.1	XP_015191548.1
OG0007894	XP_017753185.1	XP_015188689.1
OG0007895	XP_017756346.1	XP_015184237.1
OG0007896	XP_017758791.1	XP_015182692.1
OG0007897	XP_017752830.1	XP_015184127.1
OG0007899	XP_017752656.1	XP_015171654.1
OG0007900	XP_017754784.1	XP_015187537.1
OG0007901	XP_017756590.1	XP_015186788.1
OG0007902	XP_017767693.1	XP_015178244.1
OG0007903	XP_017767720.1	XP_015184981.1
OG0007904	XP_017761540.1	XP_015172492.1
OG0007905	XP_017754598.1	XP_015190381.1
OG0007906	XP_017766967.1	XP_015174448.1, XP_015174445.1, XP_015174446.1, XP_015174447.1
OG0007907	XP_017759469.1	XP_015187559.1
OG0007908	XP_017752131.1	XP_015186197.1
OG0007910	XP_017765322.1	XP_015188184.1
OG0007911	XP_017764721.1	XP_015179282.1
OG0007912	XP_017759275.1	XP_015190975.1
OG0007913	XP_017758996.1	XP_015177100.1
OG0007914	XP_017758164.1	XP_015188128.1
OG0007916	XP_017761923.1	XP_015174464.1
OG0007917	XP_017758849.1	XP_015182674.1
OG0007918	XP_017764723.1	XP_015179235.1
OG0007919	XP_017757432.1	XP_015179871.1
OG0007920	XP_017753227.1	XP_015185992.1
OG0007921	XP_017763118.1	XP_015183537.1
OG0007923	XP_017761267.1	XP_015190893.1, XP_015190901.1
OG0007924	XP_017766677.1	XP_015171404.1, XP_015171403.1
OG0007925	XP_017752798.1	XP_015188845.1, XP_015188847.1
OG0007926	XP_017752219.1	XP_015188830.1, XP_015188828.1
OG0007927	XP_017755023.1	XP_015190375.1
OG0007928	XP_017758395.1, XP_017758394.1	XP_015183933.1
OG0007929	XP_017758525.1	XP_015188546.1
OG0007930	XP_017757593.1	XP_015173774.1
OG0007931	XP_017767328.1	XP_015180474.1
OG0007932	XP_017753461.1	XP_015182072.1
OG0007933	XP_017754690.1	XP_015187916.1
OG0007934	XP_017766958.1	XP_015181671.1, XP_015181672.1
OG0007936	XP_017763089.1	XP_015191127.1
OG0007937	XP_017754294.1	XP_015174444.1
OG0007938	XP_017757773.1	XP_015178758.1, XP_015178757.1
OG0007939	XP_017759185.1	XP_015190552.1
OG0007941	XP_017761908.1	XP_015180311.1
OG0007942	XP_017756303.1	XP_015187134.1, XP_015187136.1
OG0007946	XP_017765527.1, XP_017758217.1	XP_015189942.1
OG0007957	XP_017753579.1	XP_015176079.1
OG0007958	XP_017763715.1	XP_015173126.1
OG0007959	XP_017765059.1	XP_015175124.1
OG0007961	XP_017764159.1	XP_015187112.1
OG0007962	XP_017754711.1	XP_015187955.1
OG0007963	XP_017764819.1	XP_015187321.1
OG0007964	XP_017765879.1	XP_015175136.1
OG0007966	XP_017758209.1	XP_015172644.1
OG0007967	XP_017766755.1	XP_015185270.1
OG0007968	XP_017764477.1	XP_015185492.1
OG0007970	XP_017753389.1	XP_015189493.1
OG0007971	XP_017767173.1	XP_015185632.1
OG0007973	XP_017758455.1	XP_015187759.1
OG0007974	XP_017759827.1	XP_015189339.1
OG0007975	XP_017761247.1	XP_015177354.1
OG0007977	XP_017767408.1	XP_015180927.1
OG0007981	XP_017754431.1	XP_015184495.1
OG0007982	XP_017760920.1	XP_015178789.1
OG0007983	XP_017762053.1	XP_015176633.1
OG0007984	XP_017760801.1	XP_015178785.1
OG0007985	XP_017758728.1	XP_015188099.1
OG0007986	XP_017766375.1	XP_015185335.1
OG0007987	XP_017765009.1	XP_015191272.1
OG0007988	XP_017761360.1	XP_015178977.1
OG0007989	XP_017766537.1	XP_015181097.1
OG0007991	XP_017756720.1	XP_015172829.1
OG0007993	XP_017757363.1	XP_015177637.1
OG0007994	XP_017756962.1	XP_015189388.1
OG0007995	XP_017758579.1	XP_015176410.1
OG0007996	XP_017753424.1	XP_015186632.1
OG0007997	XP_017755989.1	XP_015186061.1, XP_015186062.1, XP_015186063.1, XP_015186060.1
OG0007998	XP_017755272.1, XP_017755276.1	XP_015187929.1
OG0007999	XP_017762812.1	XP_015188309.1
OG0008000	XP_017755703.1	XP_015175768.1
OG0008001	XP_017762322.1	XP_015185936.1
OG0008002	XP_017767441.1	XP_015182650.1
OG0008005	XP_017764324.1	XP_015177061.1
OG0008006	XP_017762126.1	XP_015177917.1
OG0008009	XP_017763408.1	XP_015182240.1
OG0008011	XP_017755613.1	XP_015177302.1
OG0008012	XP_017762046.1	XP_015183453.1
OG0008013	XP_017763571.1	XP_015190494.1
OG0008014	XP_017764786.1	XP_015182149.1
OG0008015	XP_017756419.1	XP_015184041.1
OG0008016	XP_017760855.1	XP_015175292.1
OG0008018	XP_017761663.1	XP_015188930.1
OG0008020	XP_017767186.1	XP_015177758.1
OG0008021	XP_017760583.1	XP_015186247.1
OG0008023	XP_017764631.1, XP_017764645.1	XP_015187383.1
OG0008024	XP_017764694.1	XP_015184939.1
OG0008025	XP_017764981.1	XP_015183507.1
OG0008026	XP_017761945.1	XP_015173959.1
OG0008027	XP_017753693.1	XP_015171213.1
OG0008028	XP_017763044.1	XP_015185418.1, XP_015185419.1
OG0008030	XP_017756295.1	XP_015183281.1
OG0008031	XP_017764443.1	XP_015175378.1
OG0008032	XP_017752529.1	XP_015190270.1
OG0008033	XP_017757334.1, XP_017757311.1	XP_015171800.1
OG0008038	XP_017754989.1, XP_017763739.1	XP_015171313.1, XP_015171047.1
OG0008039	XP_017753932.1	XP_015181784.1
OG0008040	XP_017763694.1	XP_015186365.1
OG0008041	XP_017763961.1	XP_015172206.1
OG0008042	XP_017764551.1	XP_015184384.1
OG0008043	XP_017755866.1	XP_015177199.1
OG0008044	XP_017754656.1	XP_015190529.1
OG0008045	XP_017755874.1	XP_015177013.1
OG0008046	XP_017763012.1	XP_015184135.1
OG0008047	XP_017752405.1	XP_015191273.1
OG0008049	XP_017766889.1	XP_015185918.1
OG0008055	XP_017767644.1	XP_015178191.1
OG0008056	XP_017759674.1	XP_015181999.1
OG0008057	XP_017765075.1	XP_015181276.1, XP_015181277.1
OG0008058	XP_017765972.1	XP_015188292.1
OG0008059	XP_017765887.1	XP_015175150.1
OG0008060	XP_017753457.1	XP_015182012.1
OG0008061	XP_017752569.1	XP_015185551.1
OG0008062	XP_017766525.1	XP_015176422.1
OG0008063	XP_017762853.1	XP_015176734.1
OG0008064	XP_017761567.1	XP_015172197.1, XP_015172196.1
OG0008065	XP_017764243.1	XP_015188160.1
OG0008066	XP_017766498.1	XP_015172134.1
OG0008067	XP_017752785.1	XP_015176324.1
OG0008069	XP_017762850.1	XP_015176738.1
OG0008070	XP_017760056.1	XP_015185569.1
OG0008071	XP_017755332.1	XP_015171177.1
OG0008072	XP_017762140.1	XP_015183622.1
OG0008073	XP_017764088.1	XP_015188085.1
OG0008074	XP_017759964.1	XP_015173920.1
OG0008075	XP_017764577.1	XP_015189017.1
OG0008076	XP_017767746.1	XP_015173249.1
OG0008077	XP_017752290.1	XP_015182813.1
OG0008078	XP_017755970.1	XP_015171071.1
OG0008079	XP_017766365.1	XP_015178348.1
OG0008080	XP_017761851.1	XP_015177508.1
OG0008081	XP_017756705.1	XP_015187245.1
OG0008085	XP_017754813.1	XP_015191183.1
OG0008086	XP_017752536.1	XP_015180462.1
OG0008088	XP_017765975.1	XP_015188803.1
OG0008089	XP_017753569.1	XP_015174535.1
OG0008090	XP_017752171.1	XP_015173228.1
OG0008092	XP_017758039.1	XP_015181681.1
OG0008093	XP_017763306.1	XP_015172811.1
OG0008094	XP_017760248.1	XP_015172106.1
OG0008095	XP_017762897.1	XP_015173517.1
OG0008096	XP_017763276.1	XP_015184322.1
OG0008099	XP_017757514.1	XP_015187957.1
OG0008100	XP_017766535.1	XP_015181128.1
OG0008101	XP_017767146.1	XP_015172259.1
OG0008102	XP_017762147.1	XP_015189087.1
OG0008103	XP_017754319.1	XP_015184794.1
OG0008105	XP_017753536.1	XP_015173246.1
OG0008106	XP_017756274.1	XP_015180956.1
OG0008107	XP_017763659.1	XP_015186597.1
OG0008109	XP_017765070.1	XP_015181800.1
OG0008110	XP_017761935.1	XP_015180340.1
OG0008111	XP_017762277.1	XP_015181926.1
OG0008113	XP_017753714.1	XP_015183827.1
OG0008114	XP_017767199.1	XP_015173601.1
OG0008115	XP_017759983.1	XP_015189443.1
OG0008116	XP_017756193.1	XP_015172646.1
OG0008117	XP_017765408.1	XP_015174849.1
OG0008118	XP_017764770.1	XP_015179265.1
OG0008119	XP_017759977.1	XP_015177724.1
OG0008120	XP_017765169.1	XP_015172749.1
OG0008121	XP_017759018.1	XP_015183629.1
OG0008122	XP_017762209.1	XP_015178743.1
OG0008123	XP_017757196.1, XP_017757195.1	XP_015171827.1
OG0008124	XP_017756677.1	XP_015172725.1
OG0008125	XP_017752264.1	XP_015171910.1
OG0008126	XP_017761475.1	XP_015187272.1
OG0008127	XP_017759288.1	XP_015175570.1
OG0008128	XP_017758518.1	XP_015188551.1
OG0008129	XP_017755987.1	XP_015189245.1
OG0008130	XP_017767616.1	XP_015177503.1
OG0008132	XP_017763928.1	XP_015182254.1
OG0008133	XP_017761878.1	XP_015181660.1
OG0008134	XP_017758999.1	XP_015191846.1
OG0008135	XP_017754861.1	XP_015182080.1
OG0008136	XP_017752388.1	XP_015173575.1
OG0008138	XP_017752483.1	XP_015181555.1
OG0008140	XP_017763228.1	XP_015179403.1
OG0008142	XP_017766184.1	XP_015176393.1
OG0008143	XP_017762254.1	XP_015177403.1
OG0008144	XP_017756159.1	XP_015171330.1, XP_015171329.1
OG0008145	XP_017752326.1, XP_017752327.1	XP_015183094.1
OG0008146	XP_017766440.1	XP_015187263.1, XP_015187264.1, XP_015187261.1, XP_015187262.1
OG0008147	XP_017763077.1	XP_015185464.1, XP_015185467.1, XP_015185465.1
OG0008148	XP_017759653.1, XP_017761779.1	XP_015180875.1
OG0008149	XP_017759103.1	XP_015186037.1
OG0008150	XP_017767193.1	XP_015173389.1
OG0008151	XP_017756231.1	XP_015188908.1
OG0008152	XP_017755229.1	XP_015189553.1
OG0008153	XP_017766107.1	XP_015173256.1
OG0008154	XP_017761385.1	XP_015184271.1
OG0008155	XP_017758928.1	XP_015186653.1
OG0008156	XP_017753715.1	XP_015183828.1
OG0008157	XP_017767115.1	XP_015182141.1, XP_015182142.1, XP_015182143.1
OG0008158	XP_017752969.1	XP_015186348.1
OG0008160	XP_017755743.1	XP_015174141.1
OG0008161	XP_017761825.1	XP_015178861.1
OG0008162	XP_017757565.1, XP_017758363.1	XP_015183665.1
OG0008164	XP_017762266.1	XP_015174105.1
OG0008165	XP_017759070.1	XP_015171069.1
OG0008167	XP_017767295.1	XP_015184597.1
OG0008168	XP_017752875.1	XP_015175415.1
OG0008169	XP_017766871.1	XP_015179154.1
OG0008170	XP_017753376.1, XP_017753375.1	XP_015182372.1
OG0008171	XP_017758942.1, XP_017758943.1	XP_015185803.1
OG0008172	XP_017767658.1	XP_015178276.1
OG0008173	XP_017763574.1	XP_015181746.1
OG0008174	XP_017756588.1	XP_015186793.1
OG0008175	XP_017757114.1	XP_015186882.1
OG0008176	XP_017756000.1	XP_015176611.1
OG0008177	XP_017760668.1, XP_017760863.1	XP_015174702.1
OG0008178	XP_017753846.1	XP_015179510.1
OG0008179	XP_017762475.1	XP_015184583.1
OG0008180	XP_017764879.1	XP_015184046.1
OG0008181	XP_017764397.1	XP_015175379.1
OG0008182	XP_017755163.1	XP_015173093.1
OG0008183	XP_017765824.1	XP_015180497.1
OG0008184	XP_017757821.1	XP_015182255.1
OG0008185	XP_017755097.1	XP_015172177.1, XP_015172178.1
OG0008186	XP_017757826.1	XP_015185678.1
OG0008187	XP_017764710.1	XP_015179284.1
OG0008188	XP_017757065.1, XP_017757066.1	XP_015186171.1
OG0008189	XP_017763038.1	XP_015178279.1
OG0008198	XP_017755831.1	XP_015174296.1
OG0008199	XP_017754134.1	XP_015178437.1
OG0008200	XP_017760858.1	XP_015174922.1
OG0008202	XP_017765241.1	XP_015171929.1
OG0008204	XP_017764080.1	XP_015178653.1
OG0008205	XP_017759112.1	XP_015188427.1
OG0008206	XP_017756444.1	XP_015188059.1
OG0008207	XP_017757218.1	XP_015178028.1
OG0008208	XP_017764980.1	XP_015173291.1
OG0008209	XP_017757249.1	XP_015191742.1
OG0008210	XP_017754753.1	XP_015187940.1
OG0008211	XP_017756749.1	XP_015184628.1
OG0008212	XP_017767394.1	XP_015191189.1
OG0008214	XP_017752123.1	XP_015186196.1
OG0008215	XP_017759547.1	XP_015181550.1
OG0008217	XP_017761820.1	XP_015178656.1
OG0008219	XP_017754423.1	XP_015175951.1
OG0008221	XP_017758598.1	XP_015183257.1
OG0008222	XP_017754684.1	XP_015171753.1
OG0008223	XP_017758211.1	XP_015175073.1
OG0008224	XP_017752167.1	XP_015176689.1
OG0008225	XP_017759298.1	XP_015186270.1
OG0008226	XP_017762705.1	XP_015175062.1
OG0008228	XP_017762650.1	XP_015182354.1
OG0008230	XP_017763178.1	XP_015186652.1
OG0008231	XP_017760509.1	XP_015184898.1
OG0008232	XP_017754712.1	XP_015187956.1
OG0008233	XP_017757368.1	XP_015177678.1
OG0008234	XP_017759251.1	XP_015183804.1
OG0008235	XP_017756418.1	XP_015188593.1
OG0008236	XP_017761732.1	XP_015186630.1
OG0008239	XP_017755687.1	XP_015189536.1
OG0008240	XP_017756068.1	XP_015186277.1
OG0008243	XP_017762252.1	XP_015175476.1
OG0008244	XP_017762000.1	XP_015176621.1
OG0008247	XP_017764956.1	XP_015173345.1
OG0008248	XP_017765127.1	XP_015182465.1
OG0008254	XP_017763363.1	XP_015189051.1
OG0008255	XP_017758006.1	XP_015173090.1
OG0008256	XP_017762909.1	XP_015173401.1
OG0008257	XP_017767084.1, XP_017767086.1	XP_015185621.1
OG0008258	XP_017761538.1	XP_015183057.1
OG0008259	XP_017765242.1	XP_015172059.1
OG0008260	XP_017767303.1	XP_015191023.1
OG0008261	XP_017759656.1	XP_015179996.1
OG0008262	XP_017762756.1	XP_015187496.1
OG0008264	XP_017756751.1	XP_015184672.1
OG0008265	XP_017767427.1	XP_015187733.1
OG0008266	XP_017763409.1	XP_015186725.1
OG0008267	XP_017759957.1	XP_015191664.1
OG0008268	XP_017753174.1	XP_015186376.1
OG0008269	XP_017759264.1	XP_015173769.1
OG0008270	XP_017752868.1	XP_015174257.1
OG0008271	XP_017760342.1	XP_015174934.1
OG0008272	XP_017761890.1	XP_015175866.1
OG0008273	XP_017761279.1	XP_015171532.1
OG0008274	XP_017759980.1	XP_015183163.1, XP_015183164.1
OG0008276	XP_017764608.1	XP_015174514.1
OG0008277	XP_017753892.1	XP_015175763.1
OG0008279	XP_017757709.1	XP_015179987.1
OG0008280	XP_017753592.1	XP_015187374.1
OG0008281	XP_017761763.1	XP_015178163.1
OG0008282	XP_017765766.1	XP_015191630.1
OG0008285	XP_017767771.1	XP_015181693.1
OG0008286	XP_017762115.1	XP_015189088.1
OG0008287	XP_017760180.1	XP_015175817.1
OG0008289	XP_017753842.1	XP_015175659.1
OG0008290	XP_017765154.1	XP_015171453.1
OG0008291	XP_017762227.1	XP_015185313.1
OG0008292	XP_017752230.1	XP_015178133.1
OG0008293	XP_017764899.1	XP_015190457.1
OG0008296	XP_017758015.1	XP_015172909.1
OG0008297	XP_017759343.1	XP_015177599.1
OG0008300	XP_017766670.1	XP_015176309.1
OG0008301	XP_017765801.1	XP_015185223.1
OG0008302	XP_017765641.1	XP_015182766.1
OG0008304	XP_017754463.1	XP_015175643.1, XP_015175642.1
OG0008305	XP_017763382.1	XP_015182200.1
OG0008306	XP_017760340.1	XP_015181796.1
OG0008309	XP_017765831.1	XP_015191004.1
OG0008310	XP_017766760.1	XP_015185185.1
OG0008314	XP_017759076.1	XP_015177213.1
OG0008315	XP_017756319.1	XP_015187127.1
OG0008316	XP_017756762.1	XP_015184632.1
OG0008317	XP_017758171.1	XP_015184828.1
OG0008318	XP_017766860.1	XP_015180751.1
OG0008319	XP_017757122.1	XP_015178252.1
OG0008320	XP_017759405.1, XP_017759404.1	XP_015179536.1
OG0008321	XP_017762640.1	XP_015176226.1, XP_015176227.1
OG0008322	XP_017752764.1	XP_015183551.1
OG0008323	XP_017754543.1	XP_015174871.1, XP_015174872.1
OG0008324	XP_017755731.1	XP_015187480.1
OG0008325	XP_017754593.1	XP_015176454.1
OG0008326	XP_017767406.1, XP_017767407.1	XP_015171371.1
OG0008327	XP_017767707.1	XP_015185014.1
OG0008328	XP_017761517.1	XP_015172142.1
OG0008329	XP_017757478.1	XP_015188391.1
OG0008330	XP_017763113.1	XP_015172627.1
OG0008331	XP_017767113.1	XP_015181386.1
OG0008332	XP_017766851.1	XP_015181129.1
OG0008334	XP_017761988.1	XP_015179848.1
OG0008335	XP_017755572.1	XP_015191782.1
OG0008336	XP_017754740.1	XP_015182403.1
OG0008337	XP_017759002.1	XP_015174601.1
OG0008338	XP_017764321.1	XP_015182516.1
OG0008339	XP_017758377.1	XP_015178528.1, XP_015178529.1
OG0008340	XP_017761626.1	XP_015188471.1
OG0008341	XP_017752836.1	XP_015175179.1
OG0008342	XP_017758676.1	XP_015182984.1
OG0008343	XP_017762547.1, XP_017762520.1	XP_015187873.1
OG0008344	XP_017762537.1	XP_015187864.1
OG0008345	XP_017759035.1	XP_015186414.1
OG0008346	XP_017762215.1	XP_015186317.1
OG0008348	XP_017755389.1	XP_015178644.1
OG0008350	XP_017758556.1	XP_015183126.1
OG0008352	XP_017760440.1	XP_015188590.1
OG0008353	XP_017763072.1	XP_015185472.1
OG0008354	XP_017763524.1	XP_015172816.1
OG0008355	XP_017761654.1	XP_015188467.1
OG0008356	XP_017755742.1	XP_015174439.1
OG0008357	XP_017756457.1	XP_015180595.1
OG0008358	XP_017754377.1	XP_015188595.1
OG0008361	XP_017754602.1	XP_015175122.1
OG0008363	XP_017753098.1	XP_015177695.1
OG0008364	XP_017766330.1	XP_015172879.1
OG0008365	XP_017753996.1	XP_015175055.1
OG0008366	XP_017758021.1, XP_017765604.1	XP_015190531.1
OG0008367	XP_017752625.1	XP_015180261.1
OG0008368	XP_017761966.1	XP_015172525.1
OG0008369	XP_017764287.1	XP_015181324.1
OG0008371	XP_017758253.1	XP_015183395.1
OG0008372	XP_017757846.1	XP_015173028.1
OG0008373	XP_017767498.1	XP_015190041.1
OG0008374	XP_017764857.1	XP_015178366.1, XP_015178367.1, XP_015178368.1
OG0008379	XP_017764844.1	XP_015190924.1
OG0008380	XP_017761837.1	XP_015187462.1
OG0008381	XP_017762346.1	XP_015188812.1
OG0008382	XP_017759926.1	XP_015191669.1
OG0008383	XP_017763251.1	XP_015179112.1
OG0008384	XP_017765762.1	XP_015174910.1
OG0008385	XP_017761648.1	XP_015188938.1
OG0008387	XP_017753745.1	XP_015175658.1, XP_015175657.1
OG0008388	XP_017758393.1	XP_015183728.1, XP_015183729.1
OG0008389	XP_017765539.1	XP_015175965.1
OG0008390	XP_017754889.1	XP_015181591.1
OG0008392	XP_017764733.1	XP_015174712.1
OG0008393	XP_017761022.1	XP_015183628.1
OG0008407	XP_017759171.1	XP_015191497.1
OG0008408	XP_017759556.1	XP_015177935.1
OG0008410	XP_017761510.1	XP_015172514.1
OG0008411	XP_017756491.1	XP_015181731.1
OG0008413	XP_017765085.1	XP_015184963.1
OG0008414	XP_017762152.1	XP_015181229.1
OG0008417	XP_017765953.1	XP_015190915.1, XP_015190914.1
OG0008419	XP_017760127.1	XP_015176073.1
OG0008420	XP_017752305.1	XP_015191091.1
OG0008422	XP_017760329.1	XP_015171652.1
OG0008423	XP_017766186.1	XP_015175801.1
OG0008424	XP_017752794.1	XP_015176321.1
OG0008426	XP_017766827.1	XP_015176284.1
OG0008429	XP_017758259.1	XP_015175548.1
OG0008431	XP_017758798.1	XP_015172855.1
OG0008432	XP_017755996.1	XP_015182134.1
OG0008433	XP_017762921.1	XP_015174961.1
OG0008434	XP_017764915.1	XP_015181205.1
OG0008435	XP_017763054.1	XP_015185405.1
OG0008436	XP_017759094.1	XP_015173721.1
OG0008437	XP_017757822.1	XP_015185690.1
OG0008438	XP_017764291.1	XP_015181436.1
OG0008440	XP_017753031.1	XP_015174313.1
OG0008441	XP_017756790.1	XP_015187203.1
OG0008442	XP_017762471.1	XP_015181187.1
OG0008443	XP_017753848.1	XP_015184900.1
OG0008445	XP_017756162.1	XP_015183651.1
OG0008449	XP_017762148.1	XP_015174923.1
OG0008451	XP_017763103.1	XP_015181759.1
OG0008452	XP_017762240.1	XP_015174094.1
OG0008453	XP_017760389.1	XP_015186028.1
OG0008454	XP_017760726.1	XP_015180520.1
OG0008457	XP_017759899.1	XP_015179783.1
OG0008458	XP_017766167.1	XP_015175095.1
OG0008461	XP_017754058.1	XP_015189630.1
OG0008465	XP_017754666.1	XP_015174939.1
OG0008467	XP_017764662.1	XP_015190947.1
OG0008468	XP_017760503.1	XP_015184895.1
OG0008471	XP_017755449.1	XP_015186300.1
