Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0007277	XP_017762513.1	XP_012138269.1
OG0007278	XP_017754275.1	XP_003703525.1
OG0007279	XP_017760004.1	XP_012142455.1
OG0007280	XP_017764087.1	XP_012150600.1
OG0007281	XP_017762708.1	XP_012137953.1
OG0007282	XP_017758832.1	XP_003700023.1
OG0007283	XP_017755094.1	XP_003705313.2
OG0007284	XP_017765877.1	XP_012137904.1
OG0007285	XP_017759029.1	XP_012135829.1
OG0007286	XP_017755287.1	XP_003707378.1
OG0007287	XP_017755625.1	XP_003699904.2
OG0007288	XP_017767626.1	XP_012143103.1
OG0007289	XP_017756583.1	XP_012140562.1
OG0007290	XP_017752446.1	XP_003705498.2
OG0007291	XP_017752329.1	XP_003706137.1
OG0007293	XP_017759784.1	XP_012135205.1, XP_012135197.1
OG0007294	XP_017758681.1	XP_012147251.1
OG0007295	XP_017752260.1	XP_012141580.1
OG0007296	XP_017766130.1	XP_003703378.1
OG0007297	XP_017754503.1	XP_003704472.1
OG0007298	XP_017758720.1	XP_003707300.1
OG0007299	XP_017764680.1	XP_003705002.1
OG0007300	XP_017761408.1	XP_003702093.1
OG0007301	XP_017754594.1	XP_012141962.1
OG0007303	XP_017765333.1	XP_012150539.1
OG0007304	XP_017753870.1	XP_012153469.1
OG0007305	XP_017762256.1	XP_012153686.1
OG0007306	XP_017765466.1	XP_012149570.1
OG0007307	XP_017760776.1	XP_003705749.1
OG0007308	XP_017756087.1	XP_012136115.1
OG0007309	XP_017762430.1	XP_012146292.1
OG0007310	XP_017755458.1	XP_012137531.1, XP_012137532.1, XP_012137533.1
OG0007311	XP_017765872.1	XP_003699489.1
OG0007312	XP_017754728.1	XP_003702215.1
OG0007313	XP_017760701.1	XP_003699366.1
OG0007314	XP_017762405.1	XP_012139946.1
OG0007315	XP_017762236.1	XP_003708039.1
OG0007316	XP_017760087.1	XP_012147432.1
OG0007318	XP_017767676.1	XP_003705193.1
OG0007319	XP_017759509.1	XP_003706450.1
OG0007320	XP_017758007.1	XP_003703739.1
OG0007321	XP_017756964.1	XP_003707627.1
OG0007322	XP_017754309.1	XP_003703670.1
OG0007323	XP_017753650.1	XP_003706261.1
OG0007324	XP_017757178.1	XP_012147411.1
OG0007325	XP_017760122.1	XP_012147458.1
OG0007326	XP_017760062.1	XP_012152750.1
OG0007327	XP_017758916.1	XP_012140547.1
OG0007328	XP_017761225.1	XP_012149466.1
OG0007329	XP_017756002.1	XP_003708674.1
OG0007330	XP_017765183.1	XP_012146436.1
OG0007331	XP_017758955.1	XP_012138450.1
OG0007332	XP_017760823.1	XP_003705761.2
OG0007333	XP_017752819.1	XP_003701421.1, XP_012136329.1
OG0007334	XP_017759550.1	XP_012145854.1
OG0007335	XP_017762796.1	XP_003702051.1
OG0007336	XP_017756779.1	XP_003705884.1
OG0007337	XP_017762784.1	XP_012138144.1
OG0007338	XP_017761000.1	XP_012151376.1
OG0007339	XP_017763716.1	XP_012137244.1
OG0007340	XP_017766574.1	XP_012136944.1
OG0007341	XP_017767158.1	XP_012152924.1
OG0007342	XP_017766810.1	XP_012142695.1
OG0007343	XP_017762296.1	XP_003699303.2
OG0007344	XP_017764709.1	XP_003706909.1
OG0007345	XP_017766470.1	XP_003701603.1
OG0007346	XP_017761450.1	XP_003699959.1
OG0007347	XP_017758183.1	XP_003701528.1
OG0007348	XP_017764559.1	XP_003702480.1
OG0007349	XP_017760526.1	XP_003699850.1
OG0007350	XP_017753178.1	XP_012140111.1
OG0007351	XP_017761992.1	XP_003701169.1
OG0007352	XP_017765535.1	XP_012153905.1
OG0007353	XP_017759698.1	XP_003700870.2
OG0007354	XP_017756579.1	XP_012140524.1
OG0007355	XP_017759771.1	XP_012151384.1
OG0007356	XP_017764382.1	XP_003700984.1
OG0007357	XP_017756871.1	XP_003708678.1
OG0007358	XP_017759100.1	XP_012145337.1, XP_012145333.1
OG0007359	XP_017765933.1	XP_012136757.1
OG0007360	XP_017760106.1	XP_012147467.1
OG0007361	XP_017759569.1	XP_012142208.1
OG0007362	XP_017763553.1	XP_003699706.2
OG0007363	XP_017766668.1	XP_003704309.1
OG0007364	XP_017760667.1	XP_012134986.1
OG0007365	XP_017756461.1	XP_003706889.1
OG0007366	XP_017767258.1	XP_012144621.1
OG0007367	XP_017760697.1	XP_003705752.1
OG0007368	XP_017755627.1	XP_012145240.1
OG0007369	XP_017754350.1	XP_012142231.1
OG0007370	XP_017763022.1	XP_003708659.1
OG0007371	XP_017754122.1	XP_003700618.1
OG0007372	XP_017757214.1	XP_012147390.1
OG0007374	XP_017763581.1	XP_012140484.1
OG0007375	XP_017760898.1	XP_012154475.1
OG0007376	XP_017753006.1	XP_012140458.1
OG0007377	XP_017766143.1	XP_012140735.1
OG0007378	XP_017764751.1	XP_012149271.1
OG0007379	XP_017756147.1	XP_012144369.1
OG0007380	XP_017759924.1	XP_012139749.1
OG0007381	XP_017763096.1	XP_012141581.1
OG0007382	XP_017766047.1	XP_012151423.1
OG0007383	XP_017762142.1	XP_003704128.2
OG0007385	XP_017757071.1	XP_012152468.1
OG0007386	XP_017758609.1	XP_012139951.1
OG0007387	XP_017759455.1	XP_003701878.1
OG0007388	XP_017754834.1	XP_003700633.1
OG0007390	XP_017754850.1	XP_012135274.1
OG0007391	XP_017760109.1	XP_003706189.1
OG0007392	XP_017753969.1	XP_012139249.1
OG0007393	XP_017760085.1	XP_003706190.1
OG0007394	XP_017757190.1	XP_012146752.1
OG0007395	XP_017761520.1	XP_012139632.1
OG0007396	XP_017763959.1	XP_003701671.1
OG0007397	XP_017764474.1	XP_003700994.1
OG0007398	XP_017757323.1	XP_012148486.1
OG0007399	XP_017755292.1	XP_003707463.2
OG0007400	XP_017765089.1	XP_003705955.2
OG0007401	XP_017757452.1	XP_012150134.1
OG0007402	XP_017759291.1	XP_003702880.1
OG0007403	XP_017767687.1	XP_012145639.1
OG0007404	XP_017766965.1	XP_012137327.1
OG0007405	XP_017765395.1	XP_003706932.1
OG0007406	XP_017763962.1	XP_003701670.1, XP_012136847.1
OG0007407	XP_017765109.1	XP_012151620.1
OG0007408	XP_017753549.1	XP_003706658.2
OG0007409	XP_017758594.1	XP_003703945.1
OG0007410	XP_017766015.1	XP_003703783.1
OG0007411	XP_017758088.1	XP_012143898.1, XP_012143899.1
OG0007412	XP_017754894.1	XP_003707764.1
OG0007413	XP_017753583.1	XP_003700444.1
OG0007414	XP_017761459.1	XP_003700556.1
OG0007415	XP_017758918.1	XP_012140683.1
OG0007416	XP_017754614.1	XP_003700485.1
OG0007417	XP_017762584.1	XP_012141888.1
OG0007418	XP_017755823.1	XP_012152425.1
OG0007419	XP_017760257.1	XP_012145373.1
OG0007420	XP_017763106.1	XP_012141276.1
OG0007421	XP_017757907.1	XP_012149505.1
OG0007422	XP_017756760.1	XP_012141494.1
OG0007423	XP_017761240.1	XP_003705478.1
OG0007424	XP_017760535.1	XP_003706286.2
OG0007425	XP_017764642.1	XP_012143108.1
OG0007426	XP_017758696.1	XP_012148862.1
OG0007427	XP_017754368.1	XP_012145348.1
OG0007428	XP_017766028.1	XP_012141630.1
OG0007429	XP_017755690.1	XP_003706366.1
OG0007430	XP_017753563.1	XP_003700338.1
OG0007431	XP_017760261.1	XP_012148035.1
OG0007432	XP_017766124.1	XP_012140793.1
OG0007433	XP_017767562.1	XP_012138516.1
OG0007434	XP_017763859.1	XP_012138157.1
OG0007435	XP_017759354.1	XP_012152494.1
OG0007436	XP_017754882.1	XP_003707750.1
OG0007437	XP_017760686.1	XP_012154458.1
OG0007438	XP_017761095.1	XP_012139937.1, XP_003703012.1
OG0007439	XP_017767634.1	XP_003703055.1
OG0007440	XP_017755192.1	XP_012153062.1
OG0007441	XP_017764534.1	XP_012153691.1
OG0007442	XP_017764332.1	XP_003707518.1
OG0007443	XP_017762250.1	XP_012146587.1
OG0007444	XP_017757253.1	XP_012147408.1
OG0007445	XP_017767738.1	XP_012145218.1
OG0007446	XP_017757994.1	XP_012149858.1
OG0007447	XP_017766584.1	XP_012142908.1
OG0007448	XP_017762499.1	XP_012149475.1
OG0007449	XP_017755877.1	XP_003702552.1
OG0007450	XP_017753143.1	XP_003703136.1
OG0007451	XP_017764359.1	XP_003702159.2
OG0007452	XP_017756564.1	XP_012139958.1
OG0007453	XP_017765193.1	XP_012137196.1
OG0007454	XP_017758210.1	XP_012138168.1
OG0007455	XP_017756244.1	XP_012137837.1
OG0007456	XP_017766088.1	XP_012140687.1, XP_012140685.1
OG0007457	XP_017766562.1	XP_012136937.1
OG0007458	XP_017753550.1	XP_003704567.1
OG0007459	XP_017755946.1	XP_012151087.1
OG0007460	XP_017758235.1	XP_003706956.1
OG0007461	XP_017756185.1	XP_003701283.1
OG0007462	XP_017756607.1	XP_003704609.1
OG0007463	XP_017762557.1	XP_003703867.2
OG0007464	XP_017757290.1	XP_003708142.1
OG0007465	XP_017766583.1	XP_003704222.1
OG0007466	XP_017760631.1	XP_012139335.1
OG0007467	XP_017760376.1	XP_003699845.1
OG0007468	XP_017764614.1	XP_012153866.1
OG0007469	XP_017757980.1	XP_012143514.1
OG0007470	XP_017759818.1	XP_003701849.2
OG0007471	XP_017766785.1	XP_012142921.1, XP_012142924.1, XP_012142923.1
OG0007472	XP_017754676.1	XP_012154219.1
OG0007474	XP_017765467.1	XP_003700942.1
OG0007475	XP_017758557.1	XP_012152860.1
OG0007477	XP_017753001.1	XP_003703169.1
OG0007478	XP_017762534.1	XP_003702227.1
OG0007479	XP_017759488.1	XP_012142155.1, XP_012142154.1
OG0007480	XP_017761713.1	XP_012137111.1
OG0007481	XP_017753723.1	XP_003706670.1
OG0007482	XP_017763723.1	XP_012137243.1
OG0007483	XP_017753628.1	XP_003706245.1
OG0007484	XP_017754082.1	XP_003700621.1
OG0007485	XP_017763821.1	XP_003704655.1
OG0007486	XP_017758740.1	XP_012150186.1, XP_003707322.1
OG0007487	XP_017759256.1	XP_003700014.2
OG0007488	XP_017753204.1	XP_003706413.2
OG0007489	XP_017752912.1	XP_003700664.1, XP_012134781.1
OG0007490	XP_017754595.1	XP_003701554.1
OG0007491	XP_017754333.1	XP_003700581.1
OG0007492	XP_017759683.1	XP_012138579.1, XP_012138580.1
OG0007493	XP_017757916.1	XP_012143286.1
OG0007494	XP_017755301.1	XP_012149958.1
OG0007495	XP_017755898.1	XP_012146236.1
OG0007496	XP_017757548.1	XP_003707351.1
OG0007497	XP_017758361.1	XP_003699779.1
OG0007498	XP_017754277.1	XP_003703513.2
OG0007499	XP_017757636.1	XP_012147959.1
OG0007500	XP_017753559.1	XP_003700767.1, XP_003704580.1
OG0007501	XP_017763179.1	XP_003705481.1
OG0007503	XP_017757418.1	XP_012150309.1
OG0007505	XP_017766316.1	XP_012142099.1
OG0007506	XP_017760562.1	XP_012148087.1, XP_003706510.1
OG0007507	XP_017762651.1	XP_003700076.1
OG0007508	XP_017754348.1	XP_012142233.1
OG0007509	XP_017761404.1	XP_003704939.2
OG0007510	XP_017762933.1	XP_003706707.1
OG0007511	XP_017754694.1	XP_003702280.1
OG0007512	XP_017767488.1	XP_003706994.1
OG0007513	XP_017753478.1	XP_003706653.1
OG0007514	XP_017757420.1	XP_012149220.1
OG0007515	XP_017763031.1	XP_012153353.1
OG0007516	XP_017759999.1	XP_012142553.1
OG0007517	XP_017767194.1	XP_003702758.1
OG0007518	XP_017754468.1	XP_012144806.1
OG0007519	XP_017757048.1	XP_003702270.1
OG0007521	XP_017753982.1	XP_012136181.1
OG0007522	XP_017767670.1	XP_012145163.1, XP_012145164.1
OG0007523	XP_017753188.1	XP_003708520.1
OG0007524	XP_017763453.1	XP_012153857.1
OG0007525	XP_017757612.1	XP_003705551.2
OG0007526	XP_017764255.1	XP_003703845.1
OG0007527	XP_017762749.1	XP_003701011.1
OG0007528	XP_017756539.1	XP_003702001.1
OG0007529	XP_017762664.1	XP_003699217.2
OG0007530	XP_017753441.1	XP_003704949.1
OG0007531	XP_017754276.1	XP_012151303.1
OG0007532	XP_017754381.1	XP_003705657.2
OG0007533	XP_017756284.1	XP_012136577.1, XP_012136575.1, XP_012136576.1
OG0007534	XP_017765965.1	XP_012139897.1
OG0007535	XP_017754018.1	XP_012151702.1
OG0007536	XP_017762862.1	XP_012152609.1
OG0007537	XP_017766117.1	XP_003703265.2
OG0007538	XP_017752367.1	XP_012147206.1, XP_003706070.1
OG0007539	XP_017766878.1	XP_012143771.1
OG0007540	XP_017765365.1	XP_012149364.1
OG0007541	XP_017763440.1	XP_003703599.1
OG0007542	XP_017763052.1	XP_003703686.1
OG0007543	XP_017757541.1	XP_003707457.1
OG0007544	XP_017753038.1	XP_012149841.1
OG0007545	XP_017761195.1	XP_012153343.1
OG0007546	XP_017758243.1	XP_012134703.1
OG0007547	XP_017764201.1	XP_012134646.1
OG0007548	XP_017760441.1	XP_012138985.1
OG0007549	XP_017760259.1	XP_012149539.1
OG0007550	XP_017761698.1	XP_003705892.1
OG0007551	XP_017766405.1	XP_012136746.1
OG0007552	XP_017757577.1	XP_012150082.1
OG0007553	XP_017764611.1	XP_012153879.1
OG0007554	XP_017753577.1	XP_003701754.2
OG0007555	XP_017757535.1	XP_003707346.1
OG0007556	XP_017757944.1	XP_012149501.1
OG0007557	XP_017757609.1	XP_012145072.1
OG0007558	XP_017761383.1	XP_012150076.1
OG0007559	XP_017755891.1	XP_012152462.1
OG0007560	XP_017761274.1	XP_003706327.1
OG0007561	XP_017758405.1	XP_003699730.1
OG0007562	XP_017758602.1, XP_017758604.1	XP_012151935.1
OG0007563	XP_017752905.1	XP_012134801.1
OG0007564	XP_017761500.1	XP_012154393.1
OG0007565	XP_017764911.1	XP_003706599.1
OG0007566	XP_017761807.1	XP_003700171.1
OG0007567	XP_017755053.1	XP_012151912.1, XP_012151920.1, XP_003700050.1
OG0007568	XP_017763073.1	XP_003703487.1
OG0007569	XP_017763454.1	XP_012140953.1, XP_012140958.1
OG0007570	XP_017767613.1	XP_003702389.1
OG0007571	XP_017763988.1	XP_003701748.2
OG0007572	XP_017762003.1	XP_012148530.1, XP_003706737.1
OG0007573	XP_017767660.1	XP_012145204.1
OG0007574	XP_017764322.1	XP_003701189.2
OG0007575	XP_017762829.1, XP_017762830.1, XP_017762831.1	XP_012138152.1
OG0007576	XP_017758855.1	XP_012151337.1
OG0007577	XP_017764231.1	XP_012136026.1
OG0007578	XP_017753184.1	XP_003700049.2
OG0007579	XP_017762173.1	XP_012145530.1, XP_012145536.1
OG0007580	XP_017757903.1	XP_012143326.1, XP_003704518.2
OG0007581	XP_017753397.1, XP_017753398.1, XP_017753396.1	XP_012153832.1
OG0007582	XP_017759153.1	XP_012140285.1
OG0007584	XP_017761463.1	XP_012150937.1
OG0007586	XP_017762988.1	XP_012136249.1, XP_012136243.1, XP_012136244.1
OG0007587	XP_017763558.1	XP_003702995.1
OG0007588	XP_017759617.1	XP_012147268.1
OG0007589	XP_017757427.1	XP_012150189.1, XP_003707436.1
OG0007590	XP_017757416.1	XP_003707349.2
OG0007591	XP_017767760.1	XP_012140521.1
OG0007593	XP_017758895.1	XP_012150625.1
OG0007595	XP_017760633.1	XP_012139343.1
OG0007596	XP_017761889.1	XP_012139890.1
OG0007597	XP_017755437.1	XP_012136425.1
OG0007598	XP_017757266.1	XP_003708183.1
OG0007604	XP_017765087.1	XP_003705901.2
OG0007606	XP_017753431.1	XP_012153017.1
OG0007607	XP_017766006.1	XP_012144640.1
OG0007608	XP_017766426.1	XP_003702299.1
OG0007610	XP_017762146.1	XP_003705362.1
OG0007611	XP_017755994.1	XP_003701840.1
OG0007612	XP_017759809.1	XP_012137277.1, XP_012137278.1
OG0007613	XP_017762956.1	XP_003701899.2
OG0007615	XP_017766624.1	XP_003704317.2
OG0007616	XP_017764347.1	XP_003705809.1
OG0007618	XP_017757895.1	XP_012143684.1
OG0007619	XP_017756316.1	XP_003701561.1
OG0007620	XP_017756617.1	XP_012139289.1
OG0007621	XP_017754256.1	XP_003703678.1
OG0007622	XP_017759754.1	XP_003702261.1
OG0007623	XP_017767404.1	XP_012149097.1
OG0007624	XP_017757831.1	XP_003705486.2
OG0007625	XP_017760344.1	XP_003699351.2
OG0007626	XP_017756648.1	XP_003702728.1
OG0007627	XP_017757101.1	XP_003702013.1, XP_012138165.1
OG0007628	XP_017763883.1	XP_003707400.1
OG0007629	XP_017753704.1	XP_003701884.2
OG0007630	XP_017754504.1	XP_003699543.1
OG0007631	XP_017764863.1	XP_012151536.1
OG0007632	XP_017767540.1	XP_003706818.1
OG0007633	XP_017755024.1	XP_003702018.1
OG0007634	XP_017757151.1	XP_003699452.1
OG0007635	XP_017761840.1	XP_003708581.1
OG0007636	XP_017754471.1	XP_012144869.1
OG0007637	XP_017754239.1	XP_012143592.1
OG0007638	XP_017763869.1	XP_012143863.1
OG0007639	XP_017752858.1	XP_012140994.1
OG0007640	XP_017756456.1	XP_012149203.1
OG0007641	XP_017762166.1	XP_012149654.1
OG0007642	XP_017753285.1	XP_012140225.1
OG0007643	XP_017762211.1	XP_003707705.1
OG0007644	XP_017759897.1	XP_003702813.1
OG0007645	XP_017759148.1	XP_012144345.1, XP_003704905.1
OG0007646	XP_017756559.1	XP_012139933.1
OG0007647	XP_017765187.1	XP_003701799.2
OG0007648	XP_017760156.1	XP_012140564.1
OG0007649	XP_017765514.1	XP_003702888.1
OG0007650	XP_017755859.1	XP_003704858.1
OG0007651	XP_017763105.1	XP_012138949.1
OG0007652	XP_017762972.1	XP_012148672.1
OG0007653	XP_017759772.1	XP_012138424.1
OG0007654	XP_017765798.1	XP_012135555.1
OG0007656	XP_017756258.1	XP_003701263.2
OG0007657	XP_017767097.1	XP_003708229.2
OG0007658	XP_017765411.1	XP_012141518.1
OG0007659	XP_017759971.1	XP_012141977.1
OG0007660	XP_017765860.1	XP_003703921.1
OG0007661	XP_017757696.1	XP_012135495.1
OG0007662	XP_017757058.1	XP_003703396.1
OG0007663	XP_017767330.1	XP_012148995.1
OG0007664	XP_017755716.1	XP_003704893.1
OG0007665	XP_017752349.1	XP_003705496.1
OG0007666	XP_017765846.1	XP_003703916.1
OG0007667	XP_017766884.1	XP_012134754.1
OG0007668	XP_017765763.1	XP_012144563.1
OG0007669	XP_017764520.1	XP_012144874.1
OG0007670	XP_017757120.1	XP_012146344.1
OG0007671	XP_017759745.1	XP_003700871.1
OG0007673	XP_017766237.1	XP_003706788.1
OG0007674	XP_017760277.1	XP_003706531.1
OG0007675	XP_017754100.1	XP_003707901.1
OG0007676	XP_017765093.1	XP_003699841.1
OG0007677	XP_017762249.1	XP_003699270.1
OG0007678	XP_017763999.1	XP_012137051.1
OG0007679	XP_017753051.1	XP_012144720.1
OG0007680	XP_017755803.1	XP_012144117.1
OG0007682	XP_017762528.1	XP_003702229.1
OG0007683	XP_017763189.1	XP_003705584.1
OG0007685	XP_017756216.1	XP_012136209.1
OG0007686	XP_017765724.1	XP_003702342.1
OG0007687	XP_017755814.1	XP_012140410.1
OG0007689	XP_017753503.1	XP_012147951.1
OG0007690	XP_017761135.1	XP_003702043.1
OG0007691	XP_017765288.1	XP_012146631.1, XP_012146628.1, XP_012146626.1
OG0007692	XP_017764090.1	XP_012150609.1
OG0007694	XP_017765764.1	XP_003704996.1
OG0007695	XP_017766608.1	XP_003704260.1
OG0007696	XP_017758484.1, XP_017758315.1	XP_012149141.1, XP_012149142.1
OG0007697	XP_017755095.1	XP_012148189.1
OG0007698	XP_017765270.1	XP_012153541.1
OG0007699	XP_017759069.1	XP_012147047.1
OG0007701	XP_017761484.1	XP_012150925.1
OG0007702	XP_017759968.1	XP_012141971.1
OG0007703	XP_017756681.1	XP_012149522.1
OG0007704	XP_017752158.1	XP_003705497.1
OG0007705	XP_017764793.1	XP_003699262.2
OG0007706	XP_017760011.1	XP_012143154.1
OG0007707	XP_017764036.1	XP_003701745.1
OG0007708	XP_017766474.1	XP_012136752.1
OG0007709	XP_017761403.1	XP_012150343.1
OG0007710	XP_017753841.1	XP_003705952.2
OG0007711	XP_017759629.1	XP_012148671.1
OG0007714	XP_017753175.1	XP_012153181.1
OG0007715	XP_017763528.1	XP_003703590.1
OG0007716	XP_017765268.1	XP_012146927.1
OG0007717	XP_017767188.1	XP_003702901.2
OG0007718	XP_017752826.1	XP_003701395.1, XP_012136328.1
OG0007719	XP_017763192.1	XP_003702843.2
OG0007720	XP_017763559.1	XP_012147850.1
OG0007721	XP_017753081.1	XP_012145022.1
OG0007723	XP_017753379.1	XP_003700264.1
OG0007725	XP_017758739.1	XP_012150158.1
OG0007726	XP_017767000.1	XP_003706520.1
OG0007728	XP_017759867.1	XP_012139719.1
OG0007729	XP_017764110.1	XP_003699559.2
OG0007730	XP_017754510.1	XP_003699539.1
OG0007731	XP_017758584.1	XP_012152876.1
OG0007732	XP_017755762.1	XP_012144244.1, XP_012144240.1
OG0007733	XP_017755563.1	XP_003702563.1
OG0007734	XP_017754400.1	XP_003708498.1
OG0007736	XP_017761814.1	XP_012149789.1
OG0007737	XP_017763304.1	XP_012145978.1
OG0007738	XP_017767415.1	XP_012149234.1
OG0007739	XP_017757455.1	XP_012139124.1
OG0007740	XP_017753022.1	XP_003704249.1
OG0007741	XP_017755876.1	XP_012138850.1
OG0007742	XP_017755016.1	XP_003704632.1
OG0007743	XP_017757995.1	XP_012149835.1, XP_003707193.1
OG0007744	XP_017761791.1	XP_012144017.1
OG0007745	XP_017759587.1	XP_012148020.1
OG0007746	XP_017757607.1	XP_003707338.1
OG0007747	XP_017766942.1	XP_012136170.1
OG0007750	XP_017765547.1	XP_003700282.1
OG0007751	XP_017757272.1	XP_012152238.1
OG0007752	XP_017760351.1	XP_012154412.1
OG0007753	XP_017766526.1	XP_003704345.1
OG0007754	XP_017759654.1	XP_012138561.1
OG0007755	XP_017767537.1	XP_012137716.1
OG0007756	XP_017752680.1	XP_012153987.1
OG0007757	XP_017764448.1, XP_017764453.1	XP_012154107.1
OG0007758	XP_017762160.1	XP_012151406.1
OG0007759	XP_017761982.1	XP_003707218.1
OG0007760	XP_017763813.1	XP_012143733.1
OG0007761	XP_017754725.1	XP_012138185.1, XP_012138184.1
OG0007762	XP_017756363.1, XP_017756364.1	XP_012136533.1
OG0007763	XP_017763464.1	XP_012140998.1
OG0007764	XP_017756597.1	XP_012143750.1
OG0007768	XP_017753885.1	XP_012144958.1
OG0007769	XP_017760612.1	XP_003699814.1
OG0007770	XP_017758821.1	XP_003707647.1, XP_012150648.1
OG0007771	XP_017754686.1	XP_012135076.1, XP_012135075.1
OG0007773	XP_017766340.1	XP_012136710.1
OG0007774	XP_017761105.1	XP_012139924.1
OG0007775	XP_017761354.1	XP_012139083.1
OG0007776	XP_017760499.1	XP_003704779.1
OG0007777	XP_017752637.1	XP_012153032.1
OG0007778	XP_017760328.1	XP_012146872.1
OG0007779	XP_017755378.1	XP_012136418.1
OG0007780	XP_017766564.1	XP_012140384.1
OG0007781	XP_017756431.1	XP_012138595.1
OG0007782	XP_017755339.1	XP_012139202.1
OG0007783	XP_017759852.1	XP_012139880.1
OG0007785	XP_017761226.1	XP_012139209.1
OG0007786	XP_017763486.1	XP_012141049.1, XP_012141050.1
OG0007787	XP_017763015.1	XP_003702567.1
OG0007788	XP_017758469.1	XP_012135394.1
OG0007789	XP_017758633.1	XP_012142014.1
OG0007790	XP_017763137.1	XP_012145377.1
OG0007791	XP_017760002.1	XP_003699689.1
OG0007792	XP_017758667.1, XP_017761976.1	XP_003707200.2
OG0007793	XP_017764343.1	XP_012146561.1
OG0007794	XP_017755741.1	XP_012144238.1
OG0007795	XP_017755684.1	XP_012147915.1
OG0007796	XP_017758699.1	XP_012147256.1
OG0007797	XP_017752682.1, XP_017752683.1	XP_012141452.1, XP_003703546.1
OG0007798	XP_017765243.1	XP_003705973.1
OG0007799	XP_017759850.1	XP_003702802.1
OG0007800	XP_017760901.1	XP_003702192.1, XP_012138128.1
OG0007801	XP_017762470.1	XP_003700334.1
OG0007802	XP_017757288.1	XP_012152185.1
OG0007803	XP_017765086.1	XP_012146906.1
OG0007804	XP_017766360.1	XP_012138383.1
OG0007805	XP_017753394.1	XP_003701830.1
OG0007806	XP_017754286.1	XP_003703520.1
OG0007808	XP_017752691.1	XP_012141454.1
OG0007810	XP_017753179.1	XP_012140236.1
OG0007812	XP_017752609.1	XP_003708515.1
OG0007813	XP_017761615.1	XP_012139534.1
OG0007814	XP_017760628.1	XP_012149600.1
OG0007815	XP_017764765.1	XP_012149305.1
OG0007816	XP_017754099.1	XP_003707892.1
OG0007817	XP_017758992.1	XP_003701118.1
