Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0006277	XP_017762001.1	XP_001950344.1
OG0006278	XP_017763789.1	XP_001950345.1
OG0006279	XP_017759133.1	XP_016657723.1, XP_001950381.1
OG0006280	XP_017756512.1	XP_001950483.2
OG0006281	XP_017754720.1, XP_017754719.1	XP_001950560.1
OG0006282	XP_017759252.1	XP_001950604.2
OG0006283	XP_017765827.1	XP_001950632.1
OG0006284	XP_017764769.1	XP_001950636.1
OG0006285	XP_017754230.1	XP_001950639.2
OG0006286	XP_017753270.1	XP_008188226.1, XP_001950666.2
OG0006287	XP_017759875.1	XP_016658909.1, XP_001950708.1
OG0006288	XP_017754459.1	XP_001950738.2
OG0006289	XP_017760014.1	XP_001950750.1, XP_008182503.1
OG0006290	XP_017754221.1	XP_001950783.1, XP_001950840.1, XP_016657239.1
OG0006292	XP_017764639.1	XP_001950808.1
OG0006293	XP_017759101.1	XP_001950809.2
OG0006294	XP_017752753.1	XP_001950826.2
OG0006295	XP_017754870.1	XP_001950893.1
OG0006296	XP_017753547.1	XP_001950979.1
OG0006297	XP_017752877.1	XP_001950995.1
OG0006298	XP_017752954.1	XP_001951023.1
OG0006299	XP_017756742.1	XP_001951027.2
OG0006300	XP_017766531.1, XP_017765640.1	XP_001951041.1
OG0006301	XP_017761013.1	XP_001951052.2
OG0006302	XP_017764423.1	XP_001951109.1
OG0006303	XP_017763676.1	XP_001951140.2
OG0006304	XP_017757134.1	XP_029346145.1, XP_001951193.1
OG0006305	XP_017762180.1	XP_001951196.2
OG0006306	XP_017765003.1	XP_001951228.1, XP_029347040.1
OG0006307	XP_017764576.1	XP_001951240.1
OG0006308	XP_017757624.1	XP_001951256.2
OG0006309	XP_017765854.1	XP_001951269.1, XP_003243126.2
OG0006310	XP_017753203.1	XP_001951275.2
OG0006311	XP_017767177.1	XP_001951283.1
OG0006312	XP_017758842.1	XP_016661943.1, XP_001951404.1
OG0006313	XP_017763264.1	XP_001951431.1
OG0006314	XP_017767063.1	XP_001951508.2
OG0006315	XP_017767077.1	XP_001951525.1, XP_029341147.1
OG0006316	XP_017764221.1	XP_001951564.1
OG0006317	XP_017764697.1	XP_001951589.1
OG0006318	XP_017759701.1	XP_001951599.1
OG0006319	XP_017753176.1	XP_001951746.1
OG0006320	XP_017753215.1	XP_001951847.1
OG0006321	XP_017753839.1	XP_001951856.1, XP_003242069.1
OG0006322	XP_017762350.1	XP_001951872.1
OG0006323	XP_017760845.1	XP_001951873.2
OG0006324	XP_017765100.1	XP_001951881.2, XP_029341267.1
OG0006325	XP_017764325.1	XP_001951913.1
OG0006326	XP_017758242.1	XP_001952046.2
OG0006327	XP_017755564.1	XP_001952114.1
OG0006328	XP_017763502.1	XP_001952178.1
OG0006329	XP_017753890.1	XP_001952191.1
OG0006330	XP_017761552.1	XP_001952205.1
OG0006331	XP_017767159.1	XP_001952207.3
OG0006332	XP_017760708.1	XP_001952310.1
OG0006333	XP_017757952.1	XP_001952313.2
OG0006334	XP_017754445.1	XP_001952329.1
OG0006335	XP_017756641.1	XP_001952339.1
OG0006336	XP_017756972.1	XP_001952356.2, XP_008184405.1
OG0006337	XP_017764242.1	XP_001952443.1
OG0006338	XP_017752716.1	XP_001952515.3
OG0006339	XP_017757061.1	XP_001952568.2
OG0006340	XP_017757113.1	XP_001952603.2
OG0006341	XP_017756803.1	XP_029347280.1, XP_001952631.1, XP_029345837.1
OG0006343	XP_017755100.1	XP_001952649.2
OG0006344	XP_017767315.1	XP_001952671.2
OG0006345	XP_017766393.1	XP_001952750.2, XP_003247754.1
OG0006346	XP_017760021.1	XP_001952785.1, XP_008187347.1
OG0006347	XP_017762694.1	XP_001952801.1
OG0006348	XP_017756154.1	XP_001952823.2
OG0006349	XP_017754541.1	XP_001952837.2
OG0006350	XP_017765419.1	XP_001952840.2
OG0006351	XP_017759138.1	XP_001952856.2
OG0006352	XP_017766031.1	XP_003240026.1
OG0006353	XP_017754367.1	XP_003240136.1
OG0006355	XP_017754929.1	XP_008186816.1, XP_003240695.1
OG0006356	XP_017754300.1	XP_003240876.1
OG0006357	XP_017760312.1	XP_008179083.1, XP_003240911.3
OG0006358	XP_017767350.1	XP_008183288.1, XP_003240955.1
OG0006359	XP_017752515.1	XP_003241149.1
OG0006360	XP_017754257.1	XP_003241191.1, XP_029347708.1
OG0006361	XP_017761602.1	XP_003241237.1
OG0006362	XP_017752132.1	XP_003241317.1
OG0006363	XP_017759794.1	XP_003241486.1
OG0006364	XP_017765162.1	XP_003241670.1
OG0006365	XP_017758174.1	XP_003241759.1
OG0006366	XP_017757728.1	XP_003241877.1, XP_029342416.1
OG0006367	XP_017755098.1	XP_003241888.1
OG0006368	XP_017759294.1	XP_003241894.1
OG0006369	XP_017756066.1	XP_003242010.1
OG0006370	XP_017760603.1	XP_003242244.1
OG0006371	XP_017763692.1	XP_003242252.1, XP_003242253.1
OG0006372	XP_017760507.1	XP_003242379.1
OG0006373	XP_017766855.1	XP_003242448.1
OG0006374	XP_017758946.1	XP_003242697.1
OG0006375	XP_017760704.1	XP_003242764.1
OG0006376	XP_017758789.1	XP_003242846.1
OG0006377	XP_017764902.1	XP_003243116.1
OG0006378	XP_017756181.1	XP_003243368.1
OG0006379	XP_017767536.1	XP_003243625.1
OG0006380	XP_017766663.1	XP_003243641.2
OG0006381	XP_017752509.1	XP_003243749.1
OG0006382	XP_017754320.1	XP_003243802.1
OG0006383	XP_017753351.1	XP_003244015.1
OG0006384	XP_017763399.1	XP_003244062.1
OG0006385	XP_017755726.1	XP_003244090.1
OG0006386	XP_017759750.1	XP_003244104.2
OG0006387	XP_017760316.1	XP_003244136.1
OG0006388	XP_017755431.1	XP_003244213.1
OG0006389	XP_017757358.1	XP_003244454.1
OG0006390	XP_017767576.1	XP_003244558.1
OG0006391	XP_017757282.1	XP_003244597.1
OG0006392	XP_017754386.1	XP_003244666.1
OG0006393	XP_017765317.1	XP_003244712.1
OG0006394	XP_017753390.1	XP_003244745.1
OG0006395	XP_017763448.1	XP_003244825.1
OG0006396	XP_017755558.1	XP_003244927.1
OG0006397	XP_017764000.1	XP_008183846.1, XP_003245057.1
OG0006398	XP_017762968.1	XP_003245088.1
OG0006399	XP_017755952.1	XP_003245128.1
OG0006400	XP_017763457.1	XP_003245193.1, XP_029342087.1
OG0006401	XP_017755913.1	XP_003245335.1
OG0006402	XP_017760434.1	XP_016660961.1, XP_003245407.1, XP_029342591.1
OG0006403	XP_017759830.1	XP_003245438.1
OG0006404	XP_017763838.1	XP_003245526.1, XP_029344215.1
OG0006405	XP_017766565.1	XP_003245615.1, XP_016661270.1
OG0006406	XP_017756354.1	XP_003245669.1
OG0006407	XP_017752548.1	XP_003245819.1
OG0006408	XP_017763530.1	XP_003245833.1, XP_003245832.1
OG0006409	XP_017767256.1	XP_003245897.1
OG0006410	XP_017752233.1	XP_003246161.1
OG0006411	XP_017763890.1	XP_003246175.1
OG0006413	XP_017752513.1	XP_003246335.1
OG0006414	XP_017758348.1	XP_003246346.2
OG0006415	XP_017757963.1	XP_003246390.1
OG0006416	XP_017766008.1	XP_003246449.1
OG0006417	XP_017767448.1	XP_003246632.1
OG0006418	XP_017767269.1	XP_003246810.2, XP_029348632.1
OG0006419	XP_017765809.1	XP_003247173.1
OG0006420	XP_017760178.1	XP_003247184.1
OG0006421	XP_017762364.1	XP_003247201.1
OG0006422	XP_017758829.1	XP_003247301.1, XP_016661461.1
OG0006423	XP_017765993.1	XP_003247452.1
OG0006425	XP_017753011.1	XP_003247702.1
OG0006426	XP_017766649.1	XP_003247938.1
OG0006427	XP_017760044.1, XP_017760038.1	XP_003247943.1
OG0006428	XP_017763631.1	XP_003247997.1
OG0006429	XP_017759152.1	XP_003248166.1
OG0006430	XP_017755585.1	XP_003248237.1
OG0006431	XP_017762925.1	XP_008178148.1
OG0006432	XP_017766451.1	XP_008178177.1
OG0006433	XP_017757615.1	XP_008178640.1
OG0006434	XP_017755469.1	XP_008178683.1
OG0006435	XP_017756526.1	XP_008178686.1
OG0006437	XP_017752253.1	XP_008178831.1, XP_008178830.1
OG0006438	XP_017752844.1	XP_008178863.1
OG0006439	XP_017764457.1	XP_008178919.1
OG0006440	XP_017767686.1	XP_008178920.1, XP_016656597.1
OG0006441	XP_017754053.1	XP_008178985.1
OG0006442	XP_017761730.1	XP_008178991.1
OG0006443	XP_017765940.1	XP_029342213.1, XP_008178993.1
OG0006444	XP_017761173.1	XP_008179097.1
OG0006445	XP_017755399.1	XP_008179181.1, XP_008179182.1
OG0006446	XP_017764286.1	XP_008179298.3
OG0006447	XP_017759711.1, XP_017761782.1	XP_008179372.1
OG0006448	XP_017756771.1	XP_008179416.1
OG0006449	XP_017752298.1	XP_008179451.3
OG0006450	XP_017753094.1	XP_008179524.1
OG0006451	XP_017759238.1	XP_008179625.2
OG0006452	XP_017757498.1	XP_008179694.1, XP_008179693.1
OG0006453	XP_017760428.1	XP_008179877.1, XP_008179876.1
OG0006454	XP_017760009.1	XP_008180045.1
OG0006455	XP_017765567.1	XP_008180062.1
OG0006456	XP_017755151.1	XP_008180168.1
OG0006457	XP_017761995.1	XP_008180170.1
OG0006458	XP_017756032.1	XP_008180181.1
OG0006459	XP_017765278.1	XP_008180343.1
OG0006460	XP_017753791.1	XP_008180364.1
OG0006462	XP_017754045.1	XP_008180802.1
OG0006463	XP_017759551.1	XP_008180895.1
OG0006464	XP_017758747.1	XP_008180955.1
OG0006465	XP_017761032.1	XP_008181054.1
OG0006466	XP_017764071.1	XP_008181294.1
OG0006467	XP_017760091.1	XP_016658698.1, XP_008181343.2
OG0006468	XP_017765967.1	XP_008181372.1
OG0006469	XP_017758874.1	XP_008181449.2
OG0006470	XP_017752205.1	XP_008181522.3, XP_029348707.1
OG0006471	XP_017767027.1	XP_008181728.1
OG0006472	XP_017759985.1	XP_008181895.1
OG0006473	XP_017766173.1	XP_008181943.2
OG0006474	XP_017762958.1	XP_008181960.1
OG0006475	XP_017763270.1	XP_008182114.1
OG0006476	XP_017756777.1	XP_008182139.1
OG0006477	XP_017754794.1	XP_008182234.1
OG0006478	XP_017764532.1	XP_008182373.1
OG0006480	XP_017752669.1	XP_008182487.1, XP_008182488.1
OG0006481	XP_017755506.1	XP_008182500.2
OG0006482	XP_017763069.1	XP_008182517.1
OG0006483	XP_017752635.1	XP_008182534.1
OG0006484	XP_017762719.1	XP_008182546.1
OG0006485	XP_017754024.1	XP_008182577.1
OG0006486	XP_017755681.1	XP_008182670.1
OG0006487	XP_017762394.1	XP_008182684.1
OG0006488	XP_017759173.1	XP_008182940.2
OG0006489	XP_017762099.1	XP_008183074.1
OG0006490	XP_017759093.1	XP_008183092.2
OG0006491	XP_017765456.1	XP_008183222.1
OG0006492	XP_017757294.1	XP_029342110.1, XP_008183308.2
OG0006493	XP_017766953.1	XP_008183419.1
OG0006494	XP_017754698.1	XP_008183565.1, XP_008183564.1
OG0006495	XP_017765339.1	XP_016660550.1, XP_008183683.1, XP_008183582.1
OG0006496	XP_017754982.1	XP_008183779.1
OG0006497	XP_017760092.1	XP_008183783.1, XP_008183784.1
OG0006498	XP_017764414.1	XP_008183797.1
OG0006499	XP_017762840.1	XP_008183802.2, XP_008185219.1
OG0006500	XP_017757301.1	XP_008183931.1
OG0006501	XP_017753507.1	XP_008183935.1
OG0006502	XP_017766869.1	XP_008183951.1
OG0006503	XP_017766842.1	XP_008183996.1
OG0006504	XP_017758552.1	XP_008184243.1
OG0006505	XP_017762205.1	XP_008184579.1
OG0006506	XP_017763753.1	XP_008184597.1
OG0006507	XP_017754168.1	XP_008184788.1
OG0006508	XP_017767311.1	XP_008184807.1
OG0006509	XP_017754422.1	XP_008185014.2
OG0006510	XP_017761231.1	XP_029348512.1, XP_008185167.1
OG0006511	XP_017766090.1, XP_017766112.1	XP_008185287.1
OG0006512	XP_017754609.1	XP_008185342.1
OG0006513	XP_017754680.1	XP_008185345.1
OG0006514	XP_017761325.1	XP_008185472.1
OG0006515	XP_017752863.1	XP_008185775.1
OG0006516	XP_017765628.1, XP_017765608.1	XP_008185811.1
OG0006517	XP_017762089.1	XP_008185932.1
OG0006518	XP_017765201.1	XP_008186152.1
OG0006519	XP_017755374.1	XP_008186190.1
OG0006520	XP_017760792.1	XP_008186244.1
OG0006521	XP_017753119.1	XP_008186296.1
OG0006522	XP_017755003.1	XP_008186299.1, XP_016662586.1
OG0006523	XP_017765660.1	XP_029343354.1, XP_008186396.1
OG0006524	XP_017765434.1	XP_008186510.1
OG0006525	XP_017755253.1	XP_008186525.1
OG0006526	XP_017757273.1	XP_008186676.1
OG0006527	XP_017754580.1	XP_008186679.1
OG0006528	XP_017761182.1	XP_008186714.1
OG0006529	XP_017754695.1	XP_008186778.1
OG0006530	XP_017763804.1, XP_017763798.1	XP_008186907.1
OG0006531	XP_017767440.1	XP_008187024.1
OG0006532	XP_017767331.1	XP_008187026.1, XP_016663147.1
OG0006533	XP_017763511.1	XP_008187106.1
OG0006534	XP_017754342.1	XP_008187122.1
OG0006535	XP_017753673.1	XP_008187131.1
OG0006536	XP_017767739.1	XP_008187179.1
OG0006537	XP_017760419.1	XP_008187316.1
OG0006538	XP_017766256.1	XP_008187462.1
OG0006539	XP_017752806.1	XP_008187525.1
OG0006540	XP_017758679.1	XP_008187602.1
OG0006541	XP_017762582.1, XP_017762580.1	XP_008187606.2
OG0006542	XP_017764605.1	XP_008187714.2
OG0006543	XP_017752741.1	XP_008187748.1
OG0006544	XP_017764939.1	XP_008187882.1
OG0006545	XP_017752537.1	XP_008187926.1
OG0006546	XP_017765847.1	XP_008188066.2, XP_008188067.2
OG0006547	XP_017767112.1	XP_016663920.1, XP_008188068.1
OG0006548	XP_017754474.1	XP_008188128.1
OG0006549	XP_017767649.1	XP_008188145.1, XP_008188146.1
OG0006550	XP_017752566.1	XP_008188248.1, XP_016664091.1
OG0006551	XP_017759564.1	XP_008188294.1
OG0006552	XP_017759858.1	XP_008188299.1
OG0006553	XP_017754151.1	XP_008188561.2
OG0006554	XP_017759518.1	XP_008188736.1, XP_016658051.1
OG0006557	XP_017760415.1, XP_017761309.1	XP_008189525.1, XP_029342554.1
OG0006558	XP_017759473.1	XP_008190020.1
OG0006559	XP_017762916.1	XP_008190197.1
OG0006560	XP_017759494.1	XP_029343318.1, XP_016655755.1
OG0006561	XP_017760134.1, XP_017760133.1	XP_016655765.1
OG0006562	XP_017767171.1	XP_016655999.1
OG0006563	XP_017761317.1	XP_016656069.1, XP_016656067.1, XP_016656068.1
OG0006565	XP_017757553.1	XP_016656665.1
OG0006566	XP_017762340.1	XP_016656818.1
OG0006568	XP_017754545.1	XP_016657343.1
OG0006570	XP_017758223.1	XP_016658528.1
OG0006571	XP_017765125.1	XP_029343067.1, XP_016658542.1
OG0006572	XP_017756430.1	XP_016658728.1, XP_016658734.1
OG0006573	XP_017762802.1	XP_016658857.1
OG0006574	XP_017766887.1	XP_016658943.1
OG0006575	XP_017766527.1	XP_016659241.1
OG0006576	XP_017764228.1	XP_016659350.1
OG0006577	XP_017756340.1	XP_016659351.1, XP_029346211.1
OG0006578	XP_017762991.1	XP_016659365.1
OG0006579	XP_017759030.1	XP_016659419.2
OG0006580	XP_017757855.1	XP_016659466.1
OG0006581	XP_017761830.1	XP_016659678.1
OG0006582	XP_017765721.1	XP_016660278.1
OG0006583	XP_017752425.1	XP_016660283.2
OG0006584	XP_017753613.1	XP_016660296.1
OG0006585	XP_017752694.1	XP_016660451.1
OG0006586	XP_017767442.1	XP_016660492.1
OG0006587	XP_017767703.1	XP_016660931.1
OG0006588	XP_017766183.1	XP_016661040.1
OG0006589	XP_017764624.1	XP_016661108.2
OG0006590	XP_017765804.1	XP_029341701.1, XP_016661118.1
OG0006591	XP_017753927.1, XP_017753928.1	XP_016661440.1
OG0006592	XP_017757186.1	XP_016661734.1
OG0006593	XP_017760719.1	XP_016661801.1
OG0006594	XP_017755656.1	XP_029345567.1, XP_016661994.1
OG0006595	XP_017759844.1	XP_016662490.1
OG0006597	XP_017753898.1	XP_016662635.1
OG0006598	XP_017761721.1	XP_016662766.1
OG0006599	XP_017752792.1	XP_016662811.1
OG0006600	XP_017752943.1	XP_016662821.1
OG0006601	XP_017758499.1, XP_017758355.1	XP_016663050.1
OG0006602	XP_017761041.1	XP_016663388.1
OG0006603	XP_017767133.1	XP_016663490.1
OG0006604	XP_017757126.1	XP_016663568.1
OG0006605	XP_017764193.1	XP_016663620.1
OG0006606	XP_017764337.1	XP_016663809.1
OG0006607	XP_017765302.1	XP_016663812.1
OG0006608	XP_017754872.1	XP_016663861.1
OG0006609	XP_017765988.1	XP_016663864.1
OG0006610	XP_017767281.1, XP_017765626.1	XP_016663928.1
OG0006611	XP_017758742.1	XP_016663975.1
OG0006612	XP_017756020.1	XP_016664430.1
OG0006614	XP_017765773.1	XP_029340929.1
OG0006615	XP_017760125.1	XP_029340964.1
OG0006616	XP_017766575.1	XP_029341407.1
OG0006617	XP_017767111.1	XP_029342012.1
OG0006618	XP_017766105.1	XP_029342868.1, XP_029342075.1
OG0006619	XP_017758799.1	XP_029342082.1
OG0006620	XP_017764380.1	XP_029342174.1
OG0006621	XP_017754646.1	XP_029342207.1
OG0006622	XP_017753803.1	XP_029342525.1
OG0006623	XP_017755785.1	XP_029342571.1
OG0006624	XP_017764869.1	XP_029342782.1
OG0006625	XP_017755119.1	XP_029342955.1
OG0006626	XP_017764868.1	XP_029343123.1
OG0006627	XP_017753816.1	XP_029343299.1
OG0006628	XP_017765758.1, XP_017765757.1	XP_029343420.1
OG0006629	XP_017756263.1	XP_029343530.1
OG0006630	XP_017756521.1	XP_029343744.1
OG0006631	XP_017767245.1	XP_029343753.1
OG0006632	XP_017757602.1	XP_029343804.1
OG0006633	XP_017764062.1	XP_029344052.1
OG0006634	XP_017761011.1	XP_029344056.1
OG0006635	XP_017759648.1	XP_029344217.1
OG0006636	XP_017760100.1	XP_029344219.1
OG0006637	XP_017762395.1	XP_029344368.1
OG0006638	XP_017761521.1	XP_029344379.1
OG0006639	XP_017752615.1	XP_029344508.1
OG0006640	XP_017760096.1	XP_029344533.1
OG0006641	XP_017760655.1	XP_029344632.1
OG0006642	XP_017759676.1	XP_029344647.1
OG0006643	XP_017753831.1	XP_029344657.1
OG0006644	XP_017755406.1	XP_029344759.1
OG0006645	XP_017756459.1	XP_029344827.1
OG0006646	XP_017759053.1	XP_029344878.1
OG0006647	XP_017767665.1	XP_029344879.1
OG0006648	XP_017766633.1	XP_029345410.1
OG0006649	XP_017764395.1	XP_029345468.1
OG0006650	XP_017762002.1	XP_029345497.1
OG0006651	XP_017761559.1, XP_017761564.1	XP_029345628.1
OG0006652	XP_017764258.1, XP_017765632.1	XP_029345830.1
OG0006653	XP_017753728.1	XP_029345883.1
OG0006654	XP_017759162.1	XP_029345919.1
OG0006655	XP_017758586.1	XP_029346008.1
OG0006656	XP_017767533.1	XP_029346459.1
OG0006657	XP_017765130.1, XP_017765116.1, XP_017765122.1	XP_029346493.1
OG0006658	XP_017753337.1	XP_029346772.1
OG0006659	XP_017758625.1	XP_029346780.1
OG0006660	XP_017758266.1	XP_029346826.1
OG0006661	XP_017759695.1	XP_029346975.1
OG0006662	XP_017764042.1	XP_029347060.1
OG0006663	XP_017760630.1	XP_029347080.1
OG0006664	XP_017754293.1	XP_029347086.1
OG0006665	XP_017761550.1	XP_029347314.1
OG0006666	XP_017759387.1	XP_029347420.1
OG0006667	XP_017764932.1	XP_029347494.1
OG0006668	XP_017767776.1	XP_029347624.1
OG0006669	XP_017754493.1	XP_029348695.1
OG0006670	XP_017754202.1	XP_029348704.1
OG0006671	XP_017764663.1	XP_029348716.1
OG0006798	XP_017752941.1	NP_001119640.2
OG0006799	XP_017761727.1	NP_001119667.1
OG0006800	XP_017752352.1	NP_001119668.1
OG0006801	XP_017766333.1	NP_001119673.1
OG0006802	XP_017761148.1	NP_001153822.1, NP_001280470.1
OG0006803	XP_017763742.1	NP_001153823.1
OG0006804	XP_017752275.1	NP_001153869.1
OG0006805	XP_017766576.1	NP_001155373.1
OG0006806	XP_017763045.1	NP_001155381.1
OG0006807	XP_017763193.1	NP_001155385.1
OG0006808	XP_017760135.1	NP_001155388.1
OG0006809	XP_017755470.1	NP_001155398.1
OG0006810	XP_017754828.1	NP_001155407.1
OG0006811	XP_017759548.1	NP_001155408.1
OG0006812	XP_017760819.1	NP_001155416.1
OG0006813	XP_017759328.1	NP_001155428.1
OG0006814	XP_017757962.1	NP_001155429.1
OG0006815	XP_017766570.1	NP_001155494.1
OG0006816	XP_017764394.1	NP_001155510.1
OG0006817	XP_017752496.1	NP_001155535.1, XP_008183560.1
OG0006818	XP_017755005.1	NP_001155552.1
OG0006819	XP_017756352.1	NP_001155559.1
OG0006820	XP_017761660.1	NP_001155573.1
OG0006821	XP_017758441.1	NP_001155590.1
OG0006822	XP_017756517.1	NP_001155615.1
OG0006823	XP_017753648.1	NP_001155641.1
OG0006824	XP_017755637.1	NP_001155650.1
OG0006825	XP_017759872.1	NP_001155675.1
OG0006826	XP_017764425.1	NP_001155676.1
OG0006827	XP_017754195.1	NP_001155688.1
OG0006828	XP_017752302.1	NP_001155697.1
OG0006829	XP_017763851.1	NP_001155723.1
OG0006830	XP_017755890.1	NP_001155730.1
OG0006831	XP_017767223.1	NP_001155738.1
OG0006832	XP_017758670.1	NP_001155784.1
OG0006833	XP_017759855.1	NP_001155792.1
OG0006834	XP_017762223.1	NP_001155799.1
OG0006835	XP_017764195.1	NP_001155808.1
OG0006836	XP_017765881.1	NP_001155831.1
OG0006837	XP_017765272.1	NP_001155906.1
OG0006838	XP_017757692.1	NP_001155929.1
OG0006839	XP_017756872.1	XP_016663016.1, NP_001156059.1
OG0006840	XP_017752434.1, XP_017752399.1	NP_001156069.1
OG0006841	XP_017760496.1	NP_001156073.1
OG0006842	XP_017755177.1	NP_001156077.1
OG0006844	XP_017767414.1	NP_001156090.1
OG0006845	XP_017765797.1	NP_001156114.1
OG0006846	XP_017765017.1	NP_001156116.1
OG0006847	XP_017762794.1	NP_001156136.1
OG0006848	XP_017766292.1	NP_001156138.1
OG0006849	XP_017756498.1	NP_001156145.1
OG0006850	XP_017753722.1	NP_001156165.1
OG0006851	XP_017765974.1	NP_001156184.1
OG0006852	XP_017759919.1	NP_001156188.1
OG0006853	XP_017759898.1	NP_001156199.1
OG0006854	XP_017766954.1	NP_001156203.1
OG0006855	XP_017759287.1	NP_001156210.1
OG0006856	XP_017762029.1	NP_001156224.2
OG0006857	XP_017754632.1	NP_001156252.1
OG0006858	XP_017764713.1	NP_001156254.1
OG0006859	XP_017760621.1	NP_001156285.1
OG0006860	XP_017763218.1	NP_001156315.1
OG0006861	XP_017756801.1	NP_001156653.1
OG0006862	XP_017760418.1	NP_001156679.1
OG0006863	XP_017761078.1	NP_001156699.1
OG0006864	XP_017763047.1	NP_001156707.1
OG0006865	XP_017762292.1	NP_001161896.1
OG0006866	XP_017763023.1	NP_001165435.1
OG0006867	XP_017753100.1	NP_001165735.1
OG0006868	XP_017766114.1	NP_001165857.1
OG0006869	XP_017763219.1	NP_001191868.1
OG0006870	XP_017752843.1	NP_001191870.1
OG0006871	XP_017760016.1	NP_001191894.1
OG0006872	XP_017765435.1	NP_001191987.1
OG0006873	XP_017752535.1	NP_001192074.1, XP_008182087.1
OG0006874	XP_017756270.1	NP_001192092.1
OG0006875	XP_017762298.1	NP_001232934.1
OG0006876	XP_017763736.1, XP_017763788.1	NP_001232941.1
OG0006877	XP_017754513.1	NP_001232942.1, XP_008180433.1
OG0006878	XP_017760873.1	NP_001232963.1
OG0006879	XP_017764965.1	NP_001232969.1
OG0006880	XP_017764967.1	NP_001232985.1
OG0006881	XP_017755816.1	NP_001232988.1, XP_008178713.1
OG0006882	XP_017755237.1	NP_001233003.1
OG0006883	XP_017755661.1	NP_001233015.1, XP_008188381.1
OG0006884	XP_017756281.1, XP_017754604.1	NP_001233016.1
OG0006885	XP_017761471.1	NP_001233018.1
OG0006886	XP_017756248.1	NP_001233034.1
OG0006887	XP_017754741.1	NP_001233041.1
OG0006888	XP_017759306.1	NP_001233048.1
OG0006890	XP_017766236.1	NP_001233060.1
OG0006891	XP_017754561.1	NP_001233085.1
OG0006892	XP_017753222.1	NP_001280291.1
OG0006893	XP_017760870.1	NP_001280299.1
OG0006894	XP_017756563.1	NP_001280310.1
OG0006895	XP_017762367.1	NP_001280326.1
OG0006896	XP_017755675.1	NP_001280328.1
