Orthogroup	Eufriesea_mexicana	Tribolium_castaneum
OG0007264	XP_017758743.1	XP_015840525.1
OG0007265	XP_017754065.1	XP_970112.1
OG0007267	XP_017764785.1, XP_017764784.1	XP_015838527.1
OG0007268	XP_017752336.1	XP_001812757.1
OG0007269	XP_017754645.1	XP_967400.1
OG0007270	XP_017763097.1	XP_008190728.1
OG0007271	XP_017760952.1	XP_974100.1
OG0007272	XP_017761401.1	XP_975616.1
OG0007273	XP_017755757.1	XP_008201268.1
OG0007275	XP_017752715.1	XP_966940.1
OG0007276	XP_017767337.1	XP_971936.1
OG0007277	XP_017762513.1	XP_008192620.1
OG0007278	XP_017754275.1	XP_967748.1
OG0007279	XP_017760004.1	XP_008193020.1
OG0007280	XP_017764087.1	XP_008200287.1
OG0007281	XP_017762708.1	XP_001807104.1
OG0007282	XP_017758832.1	XP_972905.1
OG0007283	XP_017755094.1	XP_973892.2
OG0007284	XP_017765877.1	XP_008190394.1
OG0007285	XP_017759029.1	XP_970257.1
OG0007286	XP_017755287.1	XP_008196323.1
OG0007287	XP_017755625.1	XP_969070.1
OG0007288	XP_017767626.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_017756583.1	XP_001809986.1
OG0007290	XP_017752446.1	XP_972144.1
OG0007291	XP_017752329.1	XP_974635.1
OG0007293	XP_017759784.1	XP_008200359.1
OG0007294	XP_017758681.1	XP_968165.1
OG0007295	XP_017752260.1	XP_008200637.1
OG0007296	XP_017766130.1	XP_008199223.2
OG0007297	XP_017754503.1	XP_969394.1
OG0007298	XP_017758720.1	XP_966727.1
OG0007299	XP_017764680.1	XP_967657.1
OG0007300	XP_017761408.1	XP_008201418.1
OG0007301	XP_017754594.1	XP_975432.1
OG0007303	XP_017765333.1	XP_967428.1
OG0007304	XP_017753870.1	XP_008199397.1
OG0007305	XP_017762256.1	XP_008191060.1
OG0007306	XP_017765466.1	XP_008191539.1
OG0007307	XP_017760776.1	XP_974006.1
OG0007308	XP_017756087.1	XP_015840372.1
OG0007309	XP_017762430.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_017765872.1	XP_968887.1
OG0007312	XP_017754728.1	XP_973963.1
OG0007313	XP_017760701.1	XP_968704.1
OG0007314	XP_017758560.1, XP_017762405.1	XP_015838869.1
OG0007315	XP_017762236.1	XP_008191493.1
OG0007316	XP_017760087.1	XP_015835093.1
OG0007317	XP_017756452.1	XP_008193043.1
OG0007318	XP_017767676.1	XP_971349.1
OG0007319	XP_017759509.1	XP_968103.1
OG0007320	XP_017758007.1	XP_969453.1
OG0007321	XP_017756964.1	XP_008198269.1
OG0007322	XP_017754309.1	XP_008192069.1
OG0007323	XP_017753650.1	XP_008197212.1
OG0007324	XP_017757178.1	XP_974603.1
OG0007325	XP_017760122.1	XP_008192969.1
OG0007326	XP_017760062.1	XP_974584.2
OG0007327	XP_017758916.1	XP_975414.2
OG0007328	XP_017761225.1	XP_008193320.1
OG0007329	XP_017756002.1	XP_974735.1
OG0007330	XP_017765183.1	XP_008201148.1
OG0007331	XP_017758955.1	XP_969224.2
OG0007332	XP_017760823.1	XP_971037.1
OG0007333	XP_017752819.1	XP_015832914.1
OG0007334	XP_017759550.1	XP_015838807.1
OG0007335	XP_017762796.1	XP_971953.1
OG0007336	XP_017756779.1	XP_008194234.2
OG0007337	XP_017762784.1	XP_008191355.1
OG0007338	XP_017761000.1	XP_008197688.1
OG0007339	XP_017763716.1	XP_015840528.1
OG0007340	XP_017766574.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_017767158.1	XP_001810176.2
OG0007342	XP_017766810.1	XP_972350.2
OG0007343	XP_017762296.1	XP_008194632.1
OG0007344	XP_017764709.1	XP_015837006.1
OG0007345	XP_017766470.1	NP_001034499.1
OG0007346	XP_017761450.1	XP_015835530.1
OG0007347	XP_017758183.1	XP_008190899.1
OG0007348	XP_017764559.1	XP_008193614.1
OG0007349	XP_017760526.1	XP_015840822.1
OG0007350	XP_017753178.1	XP_015838467.1
OG0007351	XP_017761992.1	XP_972294.2
OG0007352	XP_017765535.1	XP_008201623.1
OG0007353	XP_017759698.1	XP_971778.1
OG0007355	XP_017759771.1	XP_008195845.1
OG0007356	XP_017764382.1	XP_970427.1
OG0007357	XP_017756871.1	XP_972041.1
OG0007358	XP_017759100.1	XP_008197965.1
OG0007359	XP_017765933.1	XP_015834573.1
OG0007360	XP_017760106.1	XP_008192581.1
OG0007361	XP_017759569.1	XP_015838693.1
OG0007362	XP_017763553.1	XP_008192342.1
OG0007363	XP_017766668.1	XP_970873.1
OG0007364	XP_017760667.1	XP_972870.1
OG0007365	XP_017756461.1	XP_975158.1
OG0007366	XP_017767258.1	XP_008199209.1
OG0007367	XP_017760697.1	XP_008197362.1
OG0007368	XP_017755627.1	XP_973716.2
OG0007369	XP_017754350.1	XP_008200052.1
OG0007370	XP_017763022.1	XP_967040.1
OG0007371	XP_017754122.1	XP_969497.1
OG0007372	XP_017757214.1	XP_967896.1
OG0007373	XP_017764020.1	XP_015839467.1, NP_001107810.1
OG0007374	XP_017763581.1	XP_015840615.1
OG0007375	XP_017760898.1	XP_015835021.1
OG0007376	XP_017753006.1	XP_008199884.1
OG0007377	XP_017766143.1	XP_015834849.1
OG0007378	XP_017764751.1	XP_008194255.1
OG0007379	XP_017756147.1	XP_008194717.1
OG0007380	XP_017759924.1	XP_008196564.1
OG0007381	XP_017763096.1	XP_015834977.1
OG0007382	XP_017766047.1	XP_008196370.1
OG0007383	XP_017762142.1	XP_008199108.1
OG0007384	XP_017764630.1	XP_008195826.1
OG0007385	XP_017757071.1	XP_015838449.1
OG0007386	XP_017758609.1	XP_008201422.1
OG0007387	XP_017759455.1	XP_008195616.1
OG0007388	XP_017754834.1	XP_015834926.1
OG0007390	XP_017754850.1	XP_015837796.1
OG0007391	XP_017760109.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_017753969.1	XP_015836550.1
OG0007393	XP_017760085.1	XP_008192063.2
OG0007394	XP_017757190.1	XP_974748.1
OG0007395	XP_017761520.1	XP_015834017.1
OG0007396	XP_017763959.1	XP_008190721.1
OG0007397	XP_017764474.1	XP_969461.1
OG0007398	XP_017757323.1	XP_008198081.1
OG0007399	XP_017755292.1	XP_975345.2
OG0007401	XP_017757452.1	XP_008194941.1
OG0007402	XP_017759291.1	XP_008196910.1
OG0007403	XP_017767687.1	NP_001164293.1
OG0007404	XP_017766965.1	XP_008196416.1
OG0007405	XP_017765395.1	XP_008200386.1
OG0007406	XP_017763962.1	XP_015835690.1
OG0007407	XP_017765109.1	XP_015833344.1
OG0007408	XP_017753549.1	XP_008198691.1
OG0007409	XP_017758594.1	XP_008201165.1
OG0007410	XP_017766015.1	XP_969609.1
OG0007411	XP_017758088.1	XP_008195877.1
OG0007412	XP_017754894.1	XP_015836078.1
OG0007413	XP_017753583.1	XP_968346.2
OG0007414	XP_017761459.1	XP_968074.1
OG0007415	XP_017758918.1	XP_970543.1
OG0007416	XP_017754614.1	XP_008193121.1
OG0007417	XP_017762584.1	XP_008195391.1
OG0007418	XP_017755823.1	XP_008194460.1
OG0007419	XP_017760257.1	XP_970878.1
OG0007420	XP_017763106.1	XP_972406.2
OG0007421	XP_017757907.1	XP_970052.1, XP_969906.2
OG0007422	XP_017756760.1	XP_967756.1
OG0007423	XP_017761240.1	XP_008191818.1
OG0007424	XP_017752561.1, XP_017760535.1	XP_008191009.1
OG0007425	XP_017764642.1	XP_008195160.1
OG0007426	XP_017758696.1	XP_008192974.1
OG0007427	XP_017754368.1	XP_015839209.1
OG0007428	XP_017766028.1	XP_015837641.1
OG0007429	XP_017755690.1	XP_974929.1
OG0007430	XP_017753563.1	XP_971970.1
OG0007431	XP_017760261.1	XP_972831.1
OG0007432	XP_017766124.1	XP_015834570.1
OG0007433	XP_017767562.1	XP_008193451.1
OG0007434	XP_017763859.1	XP_971391.1
OG0007435	XP_017759354.1	XP_008196148.1
OG0007436	XP_017754882.1	XP_008199883.1
OG0007437	XP_017760686.1	XP_008194162.1
OG0007438	XP_017761095.1	XP_008191282.1
OG0007439	XP_017767634.1	XP_008193999.1
OG0007440	XP_017755192.1	XP_008190900.1
OG0007441	XP_017764534.1	XP_008199194.1
OG0007442	XP_017764332.1	XP_967193.1
OG0007443	XP_017762250.1	XP_008190293.1
OG0007444	XP_017757253.1	XP_015834518.1
OG0007445	XP_017767738.1	XP_015837450.1
OG0007446	XP_017757994.1	XP_008191462.1
OG0007447	XP_017766584.1	XP_969728.1
OG0007448	XP_017762499.1	XP_008201074.1
OG0007449	XP_017755877.1	XP_015838817.1
OG0007450	XP_017753143.1	XP_972477.1
OG0007451	XP_017764359.1	XP_015833693.1
OG0007452	XP_017756564.1	XP_008199691.1
OG0007453	XP_017765193.1	XP_008193139.1
OG0007454	XP_017758210.1	XP_008190905.1
OG0007455	XP_017756244.1	XP_015833802.1
OG0007456	XP_017766088.1	XP_015834828.1
OG0007457	XP_017766562.1	XP_970749.1
OG0007458	XP_017753550.1	XP_974194.1
OG0007459	XP_017755946.1	XP_008193745.1
OG0007460	XP_017758235.1	XP_008190591.1
OG0007461	XP_017756185.1	XP_015834965.1
OG0007462	XP_017756607.1	NP_001034531.1
OG0007464	XP_017757290.1	XP_966432.2
OG0007465	XP_017766583.1	XP_008195772.1
OG0007466	XP_017760631.1	XP_015836195.1
OG0007467	XP_017760376.1	XP_971322.1
OG0007468	XP_017764614.1	XP_015834526.1
OG0007469	XP_017757980.1	XP_008198516.1
OG0007470	XP_017759818.1	XP_969586.1
OG0007472	XP_017754676.1	XP_972377.2
OG0007474	XP_017765467.1	XP_967725.2
OG0007475	XP_017758557.1	XP_008191920.1
OG0007477	XP_017753001.1	XP_967694.1
OG0007478	XP_017762534.1	XP_972381.1
OG0007479	XP_017759488.1	XP_973835.1
OG0007480	XP_017761713.1	XP_008193260.1
OG0007481	XP_017753723.1	XP_973616.1
OG0007485	XP_017763821.1	XP_008194935.1
OG0007486	XP_017758740.1	XP_008195648.1
OG0007487	XP_017759256.1	XP_008196154.1
OG0007488	XP_017753204.1	XP_008190463.1
OG0007489	XP_017752912.1	XP_970660.2
OG0007490	XP_017754595.1	XP_008196291.1
OG0007493	XP_017757916.1	XP_008192162.1
OG0007494	XP_017755301.1	XP_008195924.1
OG0007495	XP_017755898.1	XP_973930.2
OG0007496	XP_017757548.1	XP_015837516.1
OG0007497	XP_017758361.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_017754277.1	XP_008192759.1
OG0007499	XP_017757636.1	XP_001811946.1
OG0007500	XP_017753559.1	XP_008192118.1
OG0007503	XP_017757418.1	XP_969558.2
OG0007504	XP_017753152.1	XP_970938.2
OG0007505	XP_017766316.1	XP_008193681.1
OG0007507	XP_017762651.1	XP_008192894.1
OG0007508	XP_017754348.1	XP_008193477.1
OG0007510	XP_017762933.1	XP_008193962.1
OG0007511	XP_017754694.1	XP_008191919.1
OG0007512	XP_017767488.1	XP_966999.1
OG0007513	XP_017753478.1	XP_974728.1
OG0007514	XP_017757420.1	XP_001812159.2
OG0007515	XP_017763031.1	XP_008196340.1
OG0007516	XP_017759999.1	XP_008195754.1
OG0007518	XP_017754468.1	XP_015833011.1
OG0007519	XP_017757048.1	XP_008192044.1
OG0007521	XP_017753982.1	XP_008198722.1
OG0007522	XP_017767670.1	XP_015837282.1, XP_015837281.1
OG0007523	XP_017753188.1	XP_008191445.1
OG0007524	XP_017763453.1	XP_015833329.1
OG0007525	XP_017757612.1	XP_008196952.1
OG0007526	XP_017764255.1	XP_008200682.1
OG0007527	XP_017762749.1	NP_001164080.1
OG0007528	XP_017756539.1	XP_971754.1
OG0007529	XP_017762664.1	XP_015832883.1
OG0007530	XP_017753441.1	XP_970894.2
OG0007532	XP_017754381.1	XP_972008.1
OG0007533	XP_017756284.1	XP_015834668.1
OG0007534	XP_017765965.1	XP_008197109.1
OG0007535	XP_017754018.1	XP_008198217.1
OG0007536	XP_017762862.1	XP_001808711.1
OG0007537	XP_017766117.1	XP_008192161.1
OG0007538	XP_017752367.1	XP_008193664.1, XP_008193657.1
OG0007539	XP_017766878.1	XP_008193687.1
OG0007540	XP_017765365.1	XP_015835159.1
OG0007541	XP_017763440.1	XP_008191271.1
OG0007542	XP_017763052.1	XP_008194714.1
OG0007543	XP_017757541.1	XP_008195808.1
OG0007544	XP_017753038.1	XP_015834338.1
OG0007545	XP_017761195.1	XP_008201444.1
OG0007546	XP_017758243.1	XP_008198814.1
OG0007547	XP_017764201.1	XP_008194165.1
OG0007548	XP_017760441.1	XP_008201168.1
OG0007549	XP_017760259.1	NP_001107772.1, XP_015834302.1
OG0007552	XP_017757577.1	XP_015837411.1
OG0007553	XP_017764611.1	XP_015836242.1
OG0007554	XP_017753577.1	XP_972371.2
OG0007555	XP_017757535.1	XP_008199763.1
OG0007556	XP_017757944.1	XP_975227.1
OG0007558	XP_017761383.1	XP_008195666.1
OG0007559	XP_017755891.1	XP_008199455.1
OG0007560	XP_017761274.1	XP_008200076.1
OG0007562	XP_017758602.1, XP_017758604.1	XP_008199932.1
OG0007563	XP_017752905.1	XP_971684.1
OG0007565	XP_017764911.1	XP_008197591.1
OG0007569	XP_017763454.1	XP_008198086.1
OG0007574	XP_017764322.1	XP_001811535.1
OG0007577	XP_017764231.1	XP_008193658.1
OG0007579	XP_017762173.1	XP_008196691.1
OG0007582	XP_017759153.1	XP_008200907.1
OG0007584	XP_017761463.1	XP_001809288.1
OG0007586	XP_017762988.1	XP_008197399.2
OG0007587	XP_017763558.1	XP_015835824.1
OG0007588	XP_017759617.1	XP_008198592.2, XP_015838624.1, XP_008198593.1
OG0007589	XP_017757427.1	XP_008192872.2, XP_015835075.1
OG0007590	XP_017757416.1	XP_008195458.1
OG0007595	XP_017760633.1	XP_008193428.1
OG0007597	XP_017755437.1	XP_969145.1
OG0007606	XP_017753431.1	XP_968933.1
OG0007607	XP_017766006.1	XP_015838598.1
OG0007608	XP_017766426.1	XP_008192763.1
OG0007610	XP_017762146.1	XP_972163.1
OG0007611	XP_017755994.1	XP_968424.2
OG0007612	XP_017759809.1	XP_969336.1
OG0007613	XP_017762956.1	XP_015836987.1
OG0007614	XP_017767105.1	XP_973250.1, XP_008200502.1, XP_008200501.1, XP_015835343.1
OG0007615	XP_017766624.1	XP_008195196.1
OG0007616	XP_017764347.1	NP_001161908.1
OG0007617	XP_017761661.1	NP_001156931.1
OG0007618	XP_017757895.1	XP_008190827.1
OG0007619	XP_017756316.1	NP_001193391.1
OG0007620	XP_017756617.1	XP_966721.1
OG0007621	XP_017754256.1	XP_972967.1
OG0007622	XP_017759754.1	XP_968275.2
OG0007623	XP_017767404.1	XP_975481.1
OG0007624	XP_017757831.1	XP_008197463.1
OG0007625	XP_017760344.1	XP_970146.1
OG0007627	XP_017757101.1	XP_008190864.1
OG0007628	XP_017763883.1	XP_008193444.1
OG0007629	XP_017753704.1	XP_008200605.1
OG0007630	XP_017754504.1	XP_976077.1
OG0007631	XP_017764863.1	XP_008200115.2, XP_015840385.1
OG0007632	XP_017767540.1	XP_973436.3
OG0007633	XP_017755024.1	XP_970994.1
OG0007635	XP_017761840.1	XP_008198709.1
OG0007636	XP_017754471.1	XP_967907.1
OG0007637	XP_017754239.1	XP_968605.2
OG0007638	XP_017763869.1	XP_008190557.1
OG0007639	XP_017752858.1	XP_968749.2
OG0007640	XP_017756456.1	XP_015835443.1
OG0007641	XP_017762166.1	XP_967121.2
OG0007643	XP_017762211.1	XP_008201419.1
OG0007644	XP_017759897.1	XP_015836431.1
OG0007648	XP_017760156.1	XP_015837368.1
OG0007649	XP_017765514.1	XP_966911.1
OG0007650	XP_017755859.1	XP_015833347.1
OG0007651	XP_017763105.1	XP_008196749.1
OG0007652	XP_017762972.1	XP_015834096.1
OG0007653	XP_017759772.1	XP_015835841.1
OG0007654	XP_017765798.1	XP_974912.1
OG0007655	XP_017760095.1	XP_973627.1
OG0007656	XP_017756258.1	XP_015838713.1
OG0007658	XP_017765411.1	XP_008201041.1
OG0007659	XP_017759971.1	XP_008201541.1
OG0007660	XP_017765860.1	XP_967487.1
OG0007661	XP_017757696.1	XP_008193939.1
OG0007662	XP_017757058.1	XP_972927.1
OG0007664	XP_017755716.1	XP_008191007.1
OG0007666	XP_017765846.1	XP_008191781.1
OG0007667	XP_017766884.1	XP_015832985.1
OG0007668	XP_017765763.1	XP_969829.1
OG0007669	XP_017764520.1	XP_008199135.1
OG0007670	XP_017757120.1	XP_969869.1
OG0007671	XP_017759745.1	XP_969832.1
OG0007672	XP_017764521.1	XP_008197150.1
OG0007673	XP_017766237.1	XP_973708.1
OG0007674	XP_017760277.1	XP_967083.1
OG0007675	XP_017754100.1	XP_969580.1
OG0007676	XP_017765093.1	XP_974826.2
OG0007678	XP_017763999.1	XP_966565.1
OG0007682	XP_017762528.1	XP_015834396.1
OG0007683	XP_017763189.1	XP_973768.1
OG0007686	XP_017765724.1	XP_008199375.1
OG0007687	XP_017755814.1	XP_015836023.1
OG0007689	XP_017753503.1	XP_015840864.1
OG0007690	XP_017761135.1	XP_966951.1
OG0007691	XP_017765288.1	XP_967294.1
OG0007692	XP_017764090.1	XP_008192605.1
OG0007694	XP_017765764.1	XP_966791.1
OG0007695	XP_017766608.1	XP_972760.1
OG0007696	XP_017758484.1, XP_017758315.1	XP_008192295.1
OG0007697	XP_017755095.1	XP_008191126.1
OG0007698	XP_017765270.1	XP_015839547.1
OG0007699	XP_017759069.1	XP_008198314.1
OG0007702	XP_017759968.1	XP_001811836.1
OG0007703	XP_017756681.1	XP_015836923.1, XP_001807502.3
OG0007704	XP_017752158.1	XP_008198433.1
OG0007705	XP_017764793.1	XP_001810067.1
OG0007706	XP_017760011.1	XP_967209.1
OG0007708	XP_017766474.1	XP_970512.2
OG0007709	XP_017761403.1	XP_015836032.1
OG0007711	XP_017759629.1	XP_015834812.1
OG0007713	XP_017767723.1	XP_967446.1
OG0007714	XP_017753175.1	XP_008190531.1
OG0007716	XP_017765268.1	XP_008197980.1
OG0007717	XP_017767188.1	XP_015833813.1
OG0007718	XP_017752826.1	XP_015837122.1
OG0007719	XP_017763192.1	XP_008194871.1
OG0007720	XP_017763559.1	NP_001163995.1
OG0007721	XP_017753081.1	XP_015837983.1
OG0007722	XP_017753045.1	XP_001812694.1
OG0007723	XP_017753379.1	XP_015833177.1
OG0007726	XP_017767000.1	XP_968254.2
OG0007728	XP_017759867.1	XP_001815436.1
OG0007729	XP_017764111.1, XP_017764110.1	NP_001139378.1
OG0007730	XP_017754510.1	XP_970617.1
OG0007731	XP_017758584.1	XP_973584.1
OG0007733	XP_017755563.1	XP_008200692.1
OG0007734	XP_017754400.1	XP_967299.1
OG0007735	XP_017763620.1	XP_008201456.1
OG0007736	XP_017761814.1	XP_969213.1
OG0007737	XP_017763304.1	XP_008197187.1
OG0007738	XP_017767415.1	XP_001814310.1
OG0007739	XP_017757455.1	XP_008199035.1
OG0007740	XP_017753022.1	XP_008198327.1
OG0007741	XP_017755876.1	XP_008192487.2
OG0007742	XP_017755016.1	XP_015840087.1
OG0007743	XP_017757995.1	XP_008194870.1
OG0007744	XP_017761791.1	XP_968151.1
OG0007745	XP_017759587.1	XP_008195016.1
OG0007746	XP_017757607.1	XP_008198106.1
OG0007747	XP_017766942.1	XP_008197674.1
OG0007748	XP_017753073.1	XP_015837996.1
OG0007749	XP_017764747.1	XP_001810799.2
OG0007751	XP_017757272.1	XP_008201134.1
OG0007752	XP_017760351.1	XP_008198359.2
OG0007753	XP_017766526.1	XP_008200350.1
OG0007754	XP_017759654.1	XP_008192366.1
OG0007755	XP_017767537.1	XP_015834714.1
OG0007757	XP_017764448.1, XP_017764453.1	XP_008194010.1
OG0007758	XP_017762160.1	XP_015833931.1
OG0007759	XP_017761982.1	XP_015835950.1
OG0007760	XP_017763813.1	XP_008194489.1
OG0007761	XP_017754725.1	XP_973935.1
OG0007762	XP_017756363.1, XP_017756364.1	XP_969341.2
OG0007768	XP_017753885.1	XP_008195587.1
OG0007769	XP_017760612.1	XP_973728.1
OG0007770	XP_017758821.1	XP_008190598.1
OG0007773	XP_017766340.1	XP_015833833.1
OG0007774	XP_017761105.1	XP_015838607.1
OG0007775	XP_017761354.1	XP_966567.1
OG0007776	XP_017760499.1	XP_008190287.1
OG0007777	XP_017752637.1	XP_008199541.2
OG0007778	XP_017760328.1	XP_015839581.1, XP_008199380.1
OG0007779	XP_017755378.1	XP_970220.2
OG0007780	XP_017766564.1	XP_974768.1
OG0007781	XP_017756431.1	XP_008191140.1
OG0007783	XP_017759852.1	XP_015837202.1
OG0007784	XP_017758319.1	XP_001811696.1
OG0007785	XP_017761226.1	XP_015835988.1
OG0007786	XP_017763486.1	XP_966824.1
OG0007787	XP_017763015.1	XP_001812465.1
OG0007788	XP_017758469.1	XP_008196977.1
OG0007789	XP_017758633.1	XP_008191634.1
OG0007790	XP_017763137.1	XP_008194862.1
OG0007791	XP_017760002.1	XP_969796.3
OG0007792	XP_017758667.1, XP_017761976.1	XP_008199272.1
OG0007793	XP_017764343.1	XP_008201624.1
OG0007794	XP_017755741.1	XP_008198648.1
OG0007795	XP_017755684.1	XP_967417.1
OG0007796	XP_017758699.1	XP_967820.1
OG0007798	XP_017765243.1	XP_001808066.1
OG0007799	XP_017759850.1	XP_008195758.1
OG0007800	XP_017760901.1	XP_008190965.1
OG0007801	XP_017762470.1	XP_969334.1
OG0007802	XP_017757288.1	XP_968443.1
OG0007803	XP_017765086.1	XP_970500.1
OG0007804	XP_017766360.1	XP_015834708.1
OG0007805	XP_017753394.1	XP_008200357.1
OG0007806	XP_017754286.1	XP_001811437.2
OG0007808	XP_017752691.1	XP_966398.2
OG0007810	XP_017753179.1	XP_971729.2
OG0007812	XP_017752609.1	XP_008201578.1
OG0007813	XP_017761615.1	XP_966365.1
OG0007814	XP_017760628.1	XP_967324.1
OG0007815	XP_017764765.1	XP_015834614.1
OG0007817	XP_017758992.1	XP_969624.2
OG0007818	XP_017763724.1	XP_967906.1
OG0007819	XP_017758000.1	XP_973775.3, XP_015832999.1, XP_001812933.1
OG0007820	XP_017752191.1	XP_008200981.1
OG0007821	XP_017761362.1	XP_008196345.1
OG0007822	XP_017763063.1	XP_008191832.1
OG0007823	XP_017765730.1	XP_015835664.1
OG0007824	XP_017753332.1	XP_015833502.1
OG0007826	XP_017764052.1	XP_970349.3
OG0007827	XP_017760270.1	XP_008199333.1
OG0007828	XP_017755644.1	XP_008196348.1
OG0007829	XP_017759870.1, XP_017761786.1	XP_015833863.1
OG0007830	XP_017762852.1	XP_972788.2
OG0007831	XP_017763248.1	XP_008199512.1
OG0007832	XP_017753934.1	XP_968111.1
OG0007833	XP_017761670.1	XP_972121.1
OG0007834	XP_017764365.1	XP_008190646.1
OG0007835	XP_017764483.1	XP_015839929.1, XP_015836504.1
OG0007836	XP_017752660.1	XP_968190.1
OG0007837	XP_017758704.1	XP_968534.1
OG0007839	XP_017766149.1	XP_008200603.2, XP_008192828.1
OG0007840	XP_017761402.1	XP_008195993.1
OG0007841	XP_017755472.1	XP_969617.2
OG0007842	XP_017758486.1	XP_008192026.1
OG0007843	XP_017766018.1	XP_015833078.1, XP_001810921.1
OG0007844	XP_017757305.1	XP_973513.2
OG0007845	XP_017760093.1	XP_008197345.1
OG0007846	XP_017756101.1	XP_001813701.2
OG0007847	XP_017760414.1	XP_966464.1
OG0007848	XP_017756973.1	XP_015835417.1
OG0007849	XP_017766215.1	XP_971233.1
OG0007850	XP_017757966.1	XP_008192175.1
OG0007851	XP_017761558.1	XP_008196536.1
OG0007852	XP_017754268.1	XP_008192070.1
OG0007853	XP_017764237.1	XP_015836274.1
OG0007855	XP_017761850.1	XP_975371.1
OG0007856	XP_017766419.1	XP_015834757.1
OG0007857	XP_017757964.1	XP_969416.2
OG0007858	XP_017764998.1	XP_015839595.1
OG0007859	XP_017765128.1	XP_015833073.1
OG0007860	XP_017767176.1	XP_972552.3
OG0007864	XP_017758838.1	XP_008195115.1
OG0007865	XP_017764327.1	XP_015839049.1
OG0007866	XP_017766610.1	XP_969705.2
OG0007867	XP_017759031.1	XP_008200263.1
OG0007868	XP_017760690.1	XP_968102.1
OG0007869	XP_017753519.1	XP_973460.3
OG0007870	XP_017757409.1	XP_008190750.2
OG0007871	XP_017764523.1	XP_975121.1, XP_015836095.1
OG0007874	XP_017761910.1	XP_971397.2
OG0007875	XP_017761914.1	XP_008193886.1
OG0007876	XP_017756493.1	XP_008191654.1
OG0007877	XP_017753943.1	XP_008194217.1
OG0007878	XP_017761288.1, XP_017761289.1	XP_008200708.1
OG0007879	XP_017759487.1	XP_008193879.1
OG0007880	XP_017760911.1	XP_969216.1
OG0007882	XP_017754295.1	XP_008194936.1
OG0007883	XP_017765157.1	XP_001807945.2
OG0007884	XP_017762512.1	XP_008200817.1
OG0007885	XP_017766897.1	XP_008191148.1
OG0007886	XP_017764100.1	XP_015834389.1, XP_001813892.1
OG0007887	XP_017764612.1	XP_008194466.1
OG0007888	XP_017761121.1	XP_008190291.1
OG0007889	XP_017766280.1	XP_008194696.2
OG0007891	XP_017765415.1	XP_008190852.1
OG0007892	XP_017761357.1	XP_008195952.1
OG0007893	XP_017755074.1	XP_970679.1
