Orthogroup	Bombyx_mori	Megachile_rotundata
OG0006568	XP_004928627.1	XP_003706739.2
OG0006570	XP_012549735.1	XP_012144953.1
OG0006571	XP_037873484.1	XP_012137771.1
OG0006573	NP_001239603.1, XP_012546676.1	XP_012138143.1
OG0006574	XP_021206849.1	XP_012143774.1
OG0006575	XP_004930498.3	XP_012136931.1, XP_003701691.1
OG0006576	XP_037872239.1	XP_003699388.1
OG0006577	XP_004929096.2	XP_012136608.1
OG0006578	NP_001108471.1	XP_012153351.1
OG0006579	XP_004924104.1	XP_003699378.1
OG0006580	XP_004928459.2	XP_003706799.1
OG0006581	XP_012553052.3	XP_012153528.1
OG0006582	XP_004922095.2	XP_003702216.1
OG0006583	NP_001266413.1, XP_021207538.1	XP_012147335.1
OG0006584	XP_021204463.2	XP_012143523.1
OG0006585	XP_012550149.1, XP_004922420.1	XP_012145101.1
OG0006586	XP_004931874.1	XP_003699187.1
OG0006587	XP_004921822.1	XP_003705426.1
OG0006588	XP_012550922.2	XP_012142296.1
OG0006589	XP_037867891.1	XP_003705695.2
OG0006590	XP_021206841.1	XP_012136332.1
OG0006591	XP_037868750.1	XP_012141214.1
OG0006592	XP_004925556.3	XP_003699448.1
OG0006593	XP_004921693.2	XP_012146441.1
OG0006594	XP_004921602.1	XP_003700373.1
OG0006595	XP_037867058.1	XP_012146165.1
OG0006596	XP_004931923.2	XP_012137141.1
OG0006597	XP_037872791.1, XP_037877265.1	XP_012144908.1
OG0006598	XP_037870437.1	XP_003705895.2
OG0006599	XP_037873048.1	XP_012141170.1
OG0006600	XP_037866483.1	XP_012134944.1
OG0006601	XP_012547626.1	XP_003701068.2
OG0006602	XP_037874699.1	XP_012151365.1
OG0006603	XP_004933203.2	XP_012136084.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_003702012.1
OG0006605	XP_004931938.1	XP_012144911.1
OG0006606	XP_037867311.1	XP_012137207.1
OG0006607	XP_021208054.1	XP_003702377.2
OG0006608	XP_037873088.1	XP_012134532.1
OG0006609	XP_021202506.1	XP_012153676.1
OG0006610	XP_012552943.1	XP_012139874.1
OG0006611	XP_021209197.1	XP_012153958.1
OG0006612	XP_004924152.1, XP_037869675.1, XP_012544154.1	XP_012135824.1
OG0006614	XP_037867397.1	XP_012136204.1
OG0006615	XP_037870203.1	XP_012147465.1
OG0006616	XP_004925034.4	XP_003703237.1
OG0006617	XP_004928629.1	XP_003708175.1
OG0006618	XP_037872274.1	XP_012140625.1
OG0006619	XP_012552866.1	XP_003700150.1
OG0006620	XP_037866842.1, XP_021207772.1	XP_012140178.1, XP_012140171.1
OG0006621	XP_021207510.2	XP_003700422.1
OG0006622	XP_037876812.1	XP_012141792.1, XP_003699678.1
OG0006623	NP_001040184.1	XP_003704841.1
OG0006625	XP_021203829.2	XP_012147515.1
OG0006626	XP_021206076.1	XP_012151553.1
OG0006627	XP_004925637.1	XP_012153451.1
OG0006628	NP_001040308.1	XP_012143193.1
OG0006629	XP_004926934.2	XP_003708407.1
OG0006630	NP_001165392.1, XP_037870177.1	XP_003708424.1
OG0006631	XP_037868764.1	XP_003708390.1
OG0006632	XP_004932371.1	XP_012150290.1
OG0006633	XP_037872084.1	XP_003700041.2
OG0006634	XP_004924790.1	XP_012142528.1
OG0006636	XP_004929520.1	XP_003708393.1
OG0006637	NP_001127728.1	XP_003705570.2
OG0006638	XP_037873064.1	XP_012139654.1
OG0006639	XP_021202837.2	XP_012153038.1
OG0006640	XP_037870207.1, XP_037870206.1	XP_012152753.1
OG0006641	XP_037872800.1	XP_012135324.1
OG0006642	XP_037870102.1	XP_012138583.1
OG0006643	NP_001093290.1	XP_003699628.1
OG0006644	XP_021207605.1	XP_012147165.1
OG0006645	XP_037877845.1	XP_012149185.1
OG0006646	XP_037875319.1, XP_037875324.1	XP_003706367.1
OG0006647	XP_004921853.1	XP_003705250.1
OG0006648	NP_001040300.1	XP_003703207.1, XP_012140381.1
OG0006649	NP_001108472.1	XP_012154150.1
OG0006650	XP_012545057.3	XP_012142591.1
OG0006651	XP_037875249.1	XP_012139610.1
OG0006652	XP_012551361.2	XP_012141858.1
OG0006653	XP_037876738.1	XP_012147883.1, XP_012147879.1
OG0006654	XP_004933123.2	XP_003703875.1
OG0006655	XP_012548793.1	XP_012152857.1, XP_003708428.1
OG0006656	XP_037867270.1	XP_003706825.2
OG0006657	XP_021205234.1	XP_012146498.1
OG0006658	XP_004933505.3	XP_012148293.1, XP_012148351.1
OG0006659	NP_001106135.1, XP_037869047.1	XP_003703017.1
OG0006660	XP_004926325.1	XP_003700690.2
OG0006661	XP_021205357.1	XP_012147802.1
OG0006662	XP_037870706.1	XP_012137119.1
OG0006663	XP_004927217.1	XP_012145292.1, XP_012145300.1
OG0006664	XP_012548182.2, XP_012548181.2, XP_012548180.2	XP_012141391.1
OG0006665	XP_004931727.1	XP_003702777.1
OG0006666	XP_021203912.2	XP_003708292.2
OG0006667	XP_012551608.1	XP_012148244.1
OG0006668	XP_004927911.1	XP_003703249.1
OG0006669	XP_012547267.2, XP_012547270.2	XP_012148069.1
OG0006670	XP_021201893.2, XP_021201899.2	XP_012151790.1
OG0006671	XP_004926028.2	XP_012151545.1
OG0006672	XP_021205530.1, XP_021205528.2, XP_004928916.1	XP_003705714.1
OG0006673	XP_004930712.1	XP_012154559.1, XP_012154557.1
OG0006674	XP_004932740.1	XP_003705971.1
OG0006675	XP_004925752.1	XP_012135044.1
OG0006676	XP_004927291.1	XP_012147446.1
OG0006677	XP_037871991.1, XP_021202629.1	XP_012148900.1
OG0006679	XP_004931766.1	XP_003705170.1
OG0006680	XP_037868051.1	XP_003701017.1
OG0006681	NP_001036937.1	XP_012149007.1, XP_012149012.1
OG0006682	XP_004925521.1, XP_004925520.1	XP_012136198.1
OG0006683	XP_004928839.1, XP_004928838.1	XP_012141204.1
OG0006684	XP_004933525.1	XP_003699970.1
OG0006685	XP_004928864.1	XP_003708616.1, XP_012153379.1
OG0006687	NP_001040271.1	XP_003704364.1
OG0006688	XP_037866422.1	XP_003700653.1, XP_012134724.1
OG0006689	XP_037869907.1	XP_003700035.1
OG0006690	XP_004929149.1	XP_003706321.1
OG0006692	XP_004926977.1	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1
OG0006693	XP_037866673.1	XP_003699987.1
OG0006695	NP_001139536.1	XP_003699592.1
OG0006696	XP_021203907.1	XP_003700527.1
OG0006697	XP_004929911.1, XP_004929912.1, XP_037874924.1	XP_012150901.1
OG0006698	XP_004926847.2	XP_003704884.1
OG0006700	XP_004926545.1	XP_003705332.1
OG0006702	XP_004933152.1	XP_003700873.2
OG0006704	XP_021207199.1, XP_021207200.1	XP_012151811.1
OG0006706	XP_004933347.1	XP_012143023.1
OG0006707	XP_004930102.1	XP_003700151.1
OG0006708	XP_004928707.1	XP_003706565.1
OG0006709	XP_004932925.1	XP_003702903.1
OG0006710	XP_004931799.1	XP_003708176.1
OG0006711	XP_004923358.1	XP_012139126.1, XP_003702671.1
OG0006714	XP_012550980.2, XP_004932222.2, XP_021207574.2	XP_003704765.1
OG0006715	XP_004933443.1, XP_012552006.1, XP_004933444.1	XP_012140254.1
OG0006719	NP_001165928.1	XP_012151737.1
OG0006720	XP_037871790.1, XP_004927423.2	XP_003705053.1
OG0006721	XP_037869121.1	XP_003700744.1
OG0006722	XP_004930214.1	XP_003704031.2
OG0006723	XP_004932447.2	XP_003708007.1
OG0006724	XP_004933136.1	XP_003701140.1
OG0006726	XP_004929204.1	XP_003704324.1
OG0006727	XP_021209000.2, XP_037871789.1	XP_012140337.1
OG0006728	XP_037876895.1, XP_037876727.1	XP_003702336.1, XP_012138224.1
OG0006729	XP_004933423.1	XP_003700768.1
OG0006730	XP_037873498.1	XP_012152584.1
OG0006731	XP_004931749.1	XP_003707684.1
OG0006732	XP_037877448.1, XP_012544836.1, NP_001124360.1	XP_003704382.1
OG0006733	XP_037866425.1, XP_037866426.1	XP_012151647.1
OG0006734	XP_021208199.1	XP_012151174.1
OG0006735	XP_012550901.1	XP_012142349.1, XP_012142348.1
OG0006736	XP_037866642.1	XP_012151655.1
OG0006737	XP_012548334.1	XP_012151104.1
OG0006739	XP_037869177.1, XP_012549489.1	XP_003700949.1
OG0006740	XP_037866539.1	XP_012145130.1
OG0006741	XP_004933060.2	XP_012136287.1
OG0006743	XP_021205094.1	XP_012153452.1, XP_012153454.1
OG0006745	XP_004931358.1	XP_003705968.1
OG0006746	XP_021204858.1	XP_003701484.1
OG0006749	XP_037875888.1	XP_012151673.1
OG0006750	XP_037876839.1	XP_012145483.1
OG0006751	XP_037866684.1	XP_012142639.1
OG0006752	XP_037875485.1	XP_012136093.1
OG0006754	XP_004933009.1	XP_003701420.1
OG0006761	XP_012551264.1	XP_003700073.1, XP_003700065.1
OG0006773	XP_004922836.1	XP_003700983.1
OG0006776	XP_004924422.1	XP_003702913.1
OG0006780	XP_037874108.1	XP_012147423.1
OG0006782	XP_004930266.1	XP_003701888.1
OG0006788	XP_037866498.1	XP_012152505.1
OG0006792	XP_037875836.1	XP_012153396.1, XP_012153422.1
OG0006793	XP_037866713.1, NP_001166811.1	XP_012143944.1
OG0006798	NP_001040234.1	XP_003700673.1
OG0006799	NP_001040398.1	XP_003705829.1
OG0006800	NP_001037249.1	XP_003708077.1
OG0006801	XP_004922586.1	XP_003700810.1
OG0006802	NP_001077096.1	XP_003706428.1
OG0006803	XP_012549002.1	XP_012144046.1
OG0006804	NP_001040344.1	XP_003703505.1
OG0006805	NP_001037646.1	XP_003704241.1
OG0006806	XP_004921720.1	XP_012141265.1
OG0006807	NP_001037227.1	XP_003702854.1
OG0006808	XP_004929409.1	XP_003706204.1
OG0006809	XP_021209025.1	XP_003701956.1
OG0006810	XP_004925472.2	XP_003701004.1
OG0006811	XP_004927481.1	XP_003706350.1
OG0006812	XP_004923294.1	XP_012154456.1
OG0006813	XP_004932586.1	XP_003708284.2
OG0006814	XP_004925710.1	XP_012143306.1
OG0006815	NP_001266320.1	XP_003704189.1
OG0006816	XP_012543998.1	XP_012135294.1
OG0006817	XP_021203162.1	XP_003706485.1
OG0006818	XP_004924732.1	XP_003704633.1
OG0006819	XP_004931275.2	XP_003701551.1
OG0006820	XP_004927970.1	XP_003705066.1
OG0006821	XP_004932940.1	XP_003699785.1
OG0006822	XP_004930114.1	XP_012135452.1
OG0006823	XP_004925056.1	XP_012148379.1
OG0006824	NP_001040451.1	XP_003700365.1
OG0006825	NP_001040326.1	XP_012139789.1
OG0006826	NP_001119730.1	XP_003700534.1
OG0006827	XP_004930356.1	XP_003700619.1
OG0006828	NP_001129359.1	XP_003705510.1
OG0006829	NP_001108475.1	XP_003702104.1
OG0006830	XP_037870553.1	XP_012152787.1, XP_003708405.1
OG0006831	NP_001296532.1	XP_003702760.1
OG0006832	XP_004923158.1	XP_003700952.1
OG0006833	XP_004928720.1	XP_012139701.1
OG0006834	XP_037871017.1	XP_003701664.1
OG0006835	XP_004929027.1	XP_003702491.1
OG0006836	XP_037870372.1	XP_003699427.1
OG0006837	XP_037875175.1	XP_012146960.1
OG0006838	XP_004921586.2	XP_003702515.1
OG0006841	XP_004924804.2	XP_003705102.1
OG0006842	XP_004933146.1	XP_003708522.1
OG0006843	XP_004927918.1	XP_003701750.1
OG0006844	NP_001040388.1	XP_003699728.1
OG0006845	XP_037874834.1	XP_003701270.1
OG0006847	NP_001093092.1	XP_003702056.1
OG0006848	NP_001093081.1, XP_037873764.1	XP_003705775.1
OG0006849	XP_004923949.1	XP_003704908.1
OG0006850	NP_001040458.1	XP_003703782.1
OG0006851	XP_012543791.1	XP_012141928.1
OG0006852	XP_037866788.1	XP_003702828.1
OG0006853	XP_004925077.1	XP_003702941.1
OG0006854	NP_001091813.1	XP_012136167.1
OG0006855	XP_012544339.1	XP_003701344.1
OG0006856	XP_004922939.1	XP_003706365.1
OG0006858	XP_004930138.1	XP_003707070.2
OG0006859	NP_001040478.1	XP_003699835.1
OG0006860	XP_004932562.1	XP_003705473.1
OG0006861	XP_004924424.1	XP_012139394.1, XP_012139395.1
OG0006862	NP_001135959.1	XP_003699851.1
OG0006863	XP_037875974.1	XP_003706650.1
OG0006864	NP_001040479.1	XP_003700329.1
OG0006865	NP_001162053.1	XP_012154350.1
OG0006866	NP_001040437.1	XP_012153344.1
OG0006867	NP_001166738.1	XP_012142009.1
OG0006868	XP_004928625.2	XP_003701696.1
OG0006869	XP_004921995.1	XP_003705475.2
OG0006870	XP_004926155.1	XP_003701441.1
OG0006871	XP_004925550.1	XP_003699695.1
OG0006872	XP_004921538.3	XP_003706427.1
OG0006873	XP_037875675.1	XP_003701174.1
OG0006874	XP_004931193.1	XP_012135605.1
OG0006875	XP_004921607.1	XP_003699233.1
OG0006876	XP_012548878.1, NP_001108474.1	XP_012143714.1
OG0006877	XP_004925191.3	XP_003704476.1
OG0006878	XP_004928134.1	XP_003700570.1
OG0006879	XP_004927877.1	XP_003708643.1
OG0006882	NP_001040219.1	XP_003707262.1
OG0006883	XP_004932323.1	XP_003700372.1
OG0006884	NP_001040474.1	XP_003701558.1
OG0006885	XP_012552241.1	XP_003699984.1
OG0006887	XP_004924995.1	XP_012135080.1
OG0006888	NP_001040147.1	XP_003702873.1
OG0006890	XP_004929268.1	XP_003706793.1
OG0006891	XP_004925720.1	XP_003703910.2
OG0006892	XP_004922258.1	XP_003703148.1
OG0006893	NP_001036852.1, XP_021204931.1	XP_012154504.1
OG0006894	XP_004932523.1	XP_003699565.1
OG0006895	XP_037868453.1	XP_003701143.1
OG0006896	NP_001040434.1	XP_003705273.1
OG0006897	XP_004926125.1	XP_003701396.1
OG0006898	XP_004925361.3	XP_012136811.1
OG0006899	XP_004924524.1	XP_012140926.1
OG0006900	NP_001040297.1	XP_003706878.1
OG0006901	NP_001093268.1	XP_012145443.1
OG0006902	XP_004929170.1	XP_003707729.1
OG0006903	NP_001243954.1	XP_003705174.1
OG0006904	XP_012551044.1	XP_003704250.1
OG0006905	XP_012549003.2	XP_012151591.1
OG0006906	NP_001093287.1	XP_003707268.1
OG0006907	XP_004927852.1	XP_012150410.1
OG0006908	NP_001166703.1	XP_003703888.1
OG0006909	XP_004927589.1	XP_012139687.1
OG0006910	XP_037868804.1	XP_012147612.1
OG0006911	XP_004925481.1	XP_012143492.1
OG0006912	XP_004929279.1	XP_003707582.2
OG0006913	XP_037873553.1	XP_012147776.1
OG0006914	XP_004933405.1	XP_003706669.1
OG0006915	NP_001239601.1, XP_037877252.1	XP_003705052.1
OG0006916	XP_012550767.2	XP_012136911.1
OG0006917	XP_004927604.1	XP_012135253.1
OG0006918	XP_004925700.1	XP_003705184.1
OG0006919	XP_012549793.1	XP_012154359.1
OG0006921	XP_004928876.1	XP_003705652.1
OG0006922	XP_037869023.1	XP_012153345.1
OG0006923	XP_037871815.1	XP_003706930.1
OG0006925	XP_004923560.1	XP_003703027.1
OG0006926	XP_037872106.1, NP_001104820.1	XP_012141120.1
OG0006927	XP_037871478.1	XP_003704272.1
OG0006928	XP_012553050.1	XP_012141267.1
OG0006929	XP_021207468.1	XP_012135938.1
OG0006930	XP_004925205.2	XP_003704845.2
OG0006931	XP_004928361.1	XP_003707739.1
OG0006932	XP_004927541.1	XP_003705994.1
OG0006933	XP_004930452.1	XP_012136863.1
OG0006934	XP_021202161.2	XP_012144425.1
OG0006935	NP_001040233.1	XP_003705645.1
OG0006936	XP_004928146.3, XP_037873172.1	XP_012139722.1
OG0006937	XP_004922454.1	XP_003708543.1
OG0006938	XP_012548676.1	XP_012147453.1
OG0006939	XP_004929460.2, XP_037870349.1	XP_012151364.1
OG0006940	XP_021207854.1	XP_003708287.1
OG0006941	XP_037873326.1	XP_003702920.1
OG0006942	XP_004925325.2	XP_012149777.1, XP_012149778.1
OG0006943	XP_004931026.1	XP_003707032.1
OG0006944	XP_021205314.1	XP_012152318.1
OG0006945	XP_021207806.2	XP_012140251.1
OG0006946	XP_012550517.2	XP_003700032.1
OG0006947	XP_037873448.1	XP_003701450.2, XP_012136527.1
OG0006949	XP_021207401.2	XP_003707682.1
OG0006950	XP_004922074.1	XP_003708577.1
OG0006951	XP_004924305.2	XP_003701309.1
OG0006952	NP_001036848.1	XP_003703521.1
OG0006953	XP_037867488.1	XP_012142574.1
OG0006954	XP_012546225.3	XP_012151626.1
OG0006955	XP_004932941.2	XP_012138499.1
OG0006956	NP_001093077.1	XP_003699211.1
OG0006957	XP_004933582.2	XP_003706434.1
OG0006958	XP_004924362.1	XP_003699945.1
OG0006959	XP_012550522.2	XP_012153028.1
OG0006960	NP_001040354.1	XP_003702048.1
OG0006961	XP_037876759.1	XP_012141821.1
OG0006962	XP_037872416.1	XP_003708410.1
OG0006963	XP_012552001.2	XP_003700404.1
OG0006965	XP_004923664.1	XP_003700561.1
OG0006966	NP_001040240.1	XP_012137746.1
OG0006967	XP_021206539.2	XP_012138315.1
OG0006968	XP_012548475.1	XP_012153235.1
OG0006969	XP_004922000.1	XP_003705523.1
OG0006970	XP_037871300.1	XP_003707146.1
OG0006971	XP_004931977.2	XP_012135761.1
OG0006972	XP_037870884.1	XP_012148197.1
OG0006973	XP_004925423.1	XP_003703693.1
OG0006974	XP_021203634.1	XP_012152648.1
OG0006975	XP_037872745.1	XP_012152659.1
OG0006976	XP_012549036.2	XP_003703122.1
OG0006977	XP_004924241.1	XP_003707156.1
OG0006978	XP_004927540.2	XP_012148266.1
OG0006979	XP_037877098.1	XP_003703140.1
OG0006980	XP_004925527.1	XP_012136098.1
OG0006981	XP_037876579.1	XP_003702117.1
OG0006983	XP_037869574.1	XP_012137811.1
OG0006985	XP_021207273.2	XP_012136882.1
OG0006986	XP_037873541.1	XP_012147967.1
OG0006987	XP_037870638.1	XP_003699409.1
OG0006988	XP_004923973.1	XP_003707468.1
OG0006990	XP_037870412.1	XP_012152853.1
OG0006991	XP_037869278.1	XP_012152384.1
OG0006993	XP_037868341.1	XP_012151907.1
OG0006994	XP_004932244.1	XP_003707362.1
OG0006995	XP_012551710.2	XP_012147271.1
OG0006998	XP_004924229.1	XP_003703259.1
OG0006999	XP_004926906.1	XP_012144419.1
OG0007000	XP_012553356.1	XP_012145381.1
OG0007001	XP_037875343.1	XP_012148551.1
OG0007002	XP_037869242.1	XP_012140233.1
OG0007003	XP_004925739.1	XP_003701886.1
OG0007004	XP_004925575.1	XP_003706163.1
OG0007005	XP_037869330.1	XP_003708180.1
OG0007006	XP_004924654.1	XP_003707307.1
OG0007009	NP_001296555.1	XP_003708446.1
OG0007010	XP_037868344.1	XP_012146606.1
OG0007011	XP_004928406.1	XP_003706876.2, XP_012149153.1
OG0007012	XP_012544578.3	XP_012143101.1
OG0007013	XP_004929424.1	XP_003699480.1
OG0007014	XP_004924832.1	XP_003704027.1
OG0007015	XP_037874559.1, XP_037874588.1	XP_012141575.1
OG0007016	XP_004931420.2	XP_003699487.1
OG0007017	XP_037873526.1	XP_003702205.1
OG0007018	NP_001296558.1	XP_003700250.1
OG0007019	XP_021207501.2	XP_003701266.1
OG0007020	XP_004926365.3	XP_012142370.1
OG0007022	XP_012550344.1	XP_003706667.1
OG0007023	XP_004924869.1	XP_003706506.2
OG0007024	XP_004926895.2	XP_012141105.1
OG0007025	XP_012546503.1	XP_012143191.1
OG0007026	XP_004928340.1	XP_003699181.1
OG0007027	XP_037869094.1	XP_003701268.1
OG0007028	XP_012547460.1	XP_003705032.1
OG0007029	XP_037867873.1	XP_012154534.1
OG0007030	XP_004922469.1	XP_003702771.1
OG0007031	XP_021202890.2	XP_012142520.1
OG0007032	NP_001274759.1	XP_003703365.1
OG0007033	XP_037866681.1	XP_012147075.1
OG0007034	NP_001129364.1, XP_012552764.1	XP_012146790.1
OG0007035	XP_037875517.1	XP_003705135.1, XP_012144880.1
OG0007036	XP_004926206.1	XP_003706620.1
OG0007038	XP_004922910.1	XP_003704746.1
OG0007039	XP_021206382.2	XP_012144892.1
OG0007040	XP_037867050.1	XP_003706815.1
OG0007041	XP_004926518.1	XP_003707671.1
OG0007042	XP_004928207.2	XP_012150820.1, XP_012150777.1
OG0007043	XP_004932440.1	XP_012150978.1
OG0007044	XP_037866487.1	XP_003699244.1
OG0007045	XP_004931973.2	XP_003700525.1
OG0007046	XP_021206812.1	XP_012147090.1
OG0007047	XP_037876961.1	XP_003702851.1
OG0007048	XP_037870051.1	XP_003704776.1
OG0007049	XP_037871181.1	XP_012138318.1
OG0007050	XP_037873675.1	XP_003703822.1
OG0007051	XP_037874856.1	XP_012154254.1
OG0007052	XP_004932125.1	XP_003706080.2
OG0007053	XP_037867429.1	XP_012144592.1
OG0007054	XP_004923430.1	XP_012147020.1
OG0007055	XP_004929058.2	XP_003707488.1
OG0007056	XP_037872287.1	XP_003701407.1
OG0007057	XP_037875498.1	XP_012146976.1
OG0007058	XP_021204275.1	XP_012139030.1
OG0007059	NP_001077078.1	XP_003704220.2
OG0007060	XP_021205868.1	XP_003700263.1
OG0007061	XP_037875198.1	XP_003706138.1
OG0007062	XP_012551174.2	XP_003703722.1
OG0007064	XP_021204636.1	XP_012141840.1
OG0007066	NP_001177769.1	XP_012149900.1
OG0007067	NP_001037054.1	XP_003700423.1
OG0007068	XP_012552256.1	XP_012150460.1
OG0007070	XP_037869986.1	XP_003707579.1
OG0007071	XP_004930342.1	XP_003705018.2
OG0007072	XP_004924885.2	XP_003703118.1
OG0007073	XP_037871706.1	XP_012139547.1
OG0007074	XP_012545250.1	XP_012139665.1
OG0007075	XP_012551503.2	XP_003705568.1
OG0007076	XP_004921742.1	XP_003706797.1
OG0007077	XP_004921725.1	XP_003706005.1
OG0007078	XP_004925107.1	XP_003705093.1
OG0007079	NP_001188363.1, XP_012552960.1	XP_012152032.1
OG0007080	XP_037874435.1	XP_012137474.1
OG0007081	XP_004923443.1	XP_012137662.1
OG0007082	XP_037874805.1	XP_003706885.1
OG0007083	XP_004933029.1	XP_003701720.1
OG0007084	XP_012552367.2	XP_012147500.1
OG0007085	XP_012548821.1	XP_012140496.1
OG0007086	XP_004921601.2	XP_003702560.1
OG0007087	XP_004923105.3	XP_012150620.1, XP_003707630.1
OG0007088	NP_001266403.1	XP_003701264.1
OG0007089	XP_012543783.1	XP_012141863.1
OG0007090	XP_021201841.1	XP_012141963.1
OG0007091	XP_004929307.1	XP_003704038.1
OG0007092	XP_037875162.1	XP_012134837.1
OG0007093	XP_004921624.1	XP_003707279.1
OG0007094	XP_004927178.1	XP_003707551.2
OG0007095	XP_021202446.1	XP_012138132.1
OG0007096	XP_004928543.1	XP_012147005.1
OG0007097	XP_021204471.1	XP_003699646.1
OG0007098	XP_037871084.1	XP_003707967.1
OG0007099	XP_004933683.1	XP_003701116.1
OG0007100	XP_012544028.1	XP_012141159.1
OG0007101	XP_037868204.1	XP_012150281.1
OG0007102	XP_004932171.1	XP_012139217.1
OG0007103	XP_004925218.1	XP_003699936.1
OG0007104	NP_001037003.1	XP_003706351.1
OG0007105	XP_004924090.1	XP_012149951.1
OG0007106	XP_004929858.1	XP_003702430.1
OG0007107	XP_021205571.1	XP_003705889.1
OG0007108	XP_004929110.1	XP_012136631.1, XP_003701478.1
OG0007109	XP_004927948.2	XP_012154355.1
OG0007110	XP_004930611.1	XP_003703946.1
OG0007112	XP_004930049.1	XP_003705013.1
OG0007113	XP_037866899.1	XP_012151548.1
OG0007114	XP_004930478.1	XP_003705799.1
OG0007115	XP_021201998.2	XP_003702505.1
OG0007116	XP_004924836.1	XP_012147455.1
OG0007117	XP_037869785.1	XP_003699996.1
OG0007118	NP_001091820.2	XP_012150975.1
OG0007119	XP_037870860.1	XP_003704485.1
OG0007120	XP_004930728.1	XP_012143977.1
OG0007121	NP_001040525.1	XP_012134652.1
OG0007122	XP_004921564.1	XP_012154365.1
OG0007123	XP_004928631.2	XP_012146743.1
OG0007124	XP_004928328.1	XP_003699747.1
OG0007125	NP_001296538.1	XP_003701547.1
OG0007126	XP_004931968.1	XP_003700198.1
OG0007127	XP_037876888.1	XP_003703536.1
OG0007128	XP_037875648.1	XP_003703748.1
OG0007129	XP_037869934.1	XP_003706867.1
OG0007130	NP_001036957.1	XP_012152804.1
OG0007131	XP_004932483.1	XP_012146124.1
OG0007132	XP_004933592.1	XP_003708261.1
OG0007133	XP_004924645.2	XP_012149367.1
OG0007134	NP_001157381.1	XP_012139044.1
OG0007135	XP_012553435.2	XP_012147164.1
OG0007136	XP_012545811.2	XP_012152878.1
OG0007137	NP_001037126.1	XP_012145354.1
OG0007138	NP_001037356.1	XP_003703787.1
