Orthogroup	Bombyx_mori	Bombus_terrestris
OG0007247	XP_012545303.1	XP_003397942.1
OG0007248	XP_004921852.1	XP_003395663.1
OG0007249	XP_037870778.1	XP_012172769.1
OG0007250	NP_001091745.1	XP_003396310.1
OG0007251	XP_021206915.2	XP_012170163.1
OG0007252	XP_004921978.2	XP_003396687.1, XP_012165756.1
OG0007253	XP_012544909.2	XP_012173895.1
OG0007254	XP_012552938.1	XP_012174811.1
OG0007256	XP_037867108.1	XP_012165464.1, XP_012165457.1
OG0007257	XP_037872328.1	XP_003397142.1
OG0007259	XP_012551751.1	XP_012165681.1
OG0007260	XP_012551707.2	XP_020722161.1, XP_020722162.1
OG0007262	XP_004929483.1	XP_012176006.1
OG0007263	XP_004926451.1	XP_012172871.1
OG0007264	XP_012545264.2	XP_012164203.1
OG0007265	NP_001040517.1	XP_003393124.1
OG0007266	XP_004922229.1	XP_003401038.1
OG0007268	XP_012553423.2	XP_012176407.1
OG0007269	XP_037870427.1	XP_020721497.1
OG0007270	XP_012549241.1	XP_020719938.1
OG0007272	XP_004921864.2	XP_012164176.1
OG0007273	XP_004928678.1, XP_012547828.1	XP_012176280.1
OG0007275	XP_037867325.1, NP_001040218.1	XP_003401212.1
OG0007276	XP_004931609.3	XP_012168428.1
OG0007277	XP_037871341.1	XP_020723940.1
OG0007278	NP_001040108.1	XP_003397279.1
OG0007279	XP_012548412.1	XP_003398827.1
OG0007280	XP_037876358.1	XP_012174231.2
OG0007281	XP_004931477.1	XP_012165717.1
OG0007282	XP_004932409.1	XP_012166787.1
OG0007283	XP_004932535.1	XP_012168903.1
OG0007284	XP_004926333.2	XP_012163493.1
OG0007285	NP_001040123.1	XP_003398953.1
OG0007286	XP_004924541.1	XP_003395658.1
OG0007287	XP_004928706.1	XP_003394349.1
OG0007288	XP_004930624.1	XP_012169534.1
OG0007289	XP_004927732.2	XP_020719135.1
OG0007291	XP_004926932.1	XP_003394533.1
OG0007293	XP_004922826.1	XP_020724002.1
OG0007294	XP_037876399.1	XP_003394485.1
OG0007296	XP_021202350.2	XP_003396166.1
OG0007297	XP_004928264.1	XP_020723614.1
OG0007298	XP_004923869.1	XP_003395496.1
OG0007299	XP_021201877.1	XP_012176707.1
OG0007300	XP_004925954.1	XP_003396356.1
OG0007302	XP_037875945.1, XP_037875941.1	XP_003399296.1
OG0007303	XP_037871569.1	XP_012173521.1
OG0007304	XP_004932396.1	XP_003401491.1
OG0007305	XP_037867011.1	XP_012169739.1
OG0007306	XP_037873256.1	XP_012167449.2
OG0007307	XP_012549543.1	XP_003399430.1
OG0007308	XP_037874733.1, XP_037874732.1	XP_020721732.1
OG0007309	XP_037874166.1	XP_020723554.1
OG0007310	XP_037872935.1	XP_012171347.1
OG0007311	XP_021203239.2	XP_003394968.1
OG0007312	XP_004927818.1	XP_003393640.1
OG0007313	XP_012543910.1	XP_003399075.1
OG0007315	XP_037870064.1	XP_003395927.1
OG0007316	XP_037870453.1	XP_020718385.1
OG0007317	XP_004926309.1	XP_012175399.1
OG0007318	NP_001037279.1	XP_003395523.1
OG0007319	XP_021206889.1	XP_003401803.2
OG0007320	XP_021203703.1	XP_012176532.1
OG0007321	XP_037876545.1	XP_020720470.1
OG0007322	XP_004922829.1	XP_012166484.1
OG0007323	XP_004925182.2	XP_020720257.1
OG0007324	XP_037870394.1	XP_003395244.1
OG0007325	NP_001240825.1, XP_037870180.1	XP_012174168.1
OG0007326	XP_021205728.1	XP_012174151.1
OG0007327	XP_012548253.2	XP_012174739.1
OG0007329	XP_004928711.1	XP_003401840.1
OG0007330	XP_037871774.1	XP_012176135.1
OG0007331	XP_037869178.1	XP_012171991.1
OG0007332	XP_004924647.2	XP_012169583.1
OG0007333	XP_004925109.1	XP_003401295.1
OG0007334	XP_004930434.1	XP_003401784.1
OG0007335	XP_004931015.2	XP_003396851.1
OG0007336	XP_037871471.1	XP_003396057.1
OG0007337	XP_004931027.3	XP_003396566.1
OG0007338	XP_037874946.1	XP_012170007.1
OG0007339	XP_037876519.1	XP_012164663.1
OG0007340	XP_037873946.1	XP_020724126.1
OG0007342	XP_004924860.1	XP_003400186.1
OG0007343	XP_037868391.1, XP_037868392.1	XP_003398656.1
OG0007344	XP_004926205.1	XP_003398568.1
OG0007345	XP_004922659.1	XP_012174667.1
OG0007346	XP_004927519.1	XP_003399349.1
OG0007347	XP_012550345.1	XP_020723070.1
OG0007348	NP_001268823.1	XP_003403111.1
OG0007349	XP_004928576.1	XP_003394332.1
OG0007350	XP_037868408.1	XP_012165280.1
OG0007351	XP_004930786.2	XP_003401723.1
OG0007352	NP_001040223.1	XP_003398709.1
OG0007353	XP_004928805.1	XP_003403018.2
OG0007354	XP_004929689.1, XP_004929687.1	XP_003395991.1
OG0007355	XP_037876159.1	XP_012173697.1
OG0007356	XP_004931118.1	XP_012168784.1
OG0007357	XP_004930083.1	XP_003397416.1
OG0007358	XP_037876536.1	XP_003393438.1
OG0007359	XP_037874382.1	XP_020718345.1
OG0007360	XP_037870520.1	XP_020723382.1
OG0007361	XP_037869172.1	XP_012176635.1
OG0007362	XP_037873045.1	XP_012168038.1
OG0007363	XP_004931751.2	XP_003398615.1
OG0007364	XP_004928288.1	XP_012169268.1
OG0007365	XP_012550519.1	XP_003403327.1
OG0007366	XP_037873107.1	XP_003400943.1
OG0007367	NP_001040118.1	XP_003398691.1
OG0007368	XP_004925483.1	XP_003395414.1
OG0007369	XP_021206333.1	XP_020718235.1
OG0007370	XP_004929461.1	XP_003401260.1
OG0007372	XP_037871942.1	XP_012163242.1
OG0007373	XP_021202383.2	XP_003395895.1
OG0007374	XP_037874524.1	XP_012174284.1
OG0007375	XP_021205042.2	XP_020720920.1
OG0007376	XP_004929853.1	XP_012170664.1
OG0007377	XP_012547283.2	XP_020719169.1
OG0007378	XP_012549216.2	XP_012168368.1
OG0007379	XP_004930836.1	XP_003399898.1
OG0007380	XP_012550641.1	XP_003400598.1
OG0007381	XP_037870869.1	XP_012166517.1
OG0007382	XP_004933309.2	XP_020718875.1
OG0007383	XP_004921598.2	XP_003399760.1
OG0007385	XP_012547045.2	XP_003393393.1
OG0007386	XP_021208944.1	XP_020718571.1
OG0007387	NP_001135962.1	XP_003395617.1
OG0007388	XP_004922941.1	XP_020720972.1
OG0007389	XP_021204908.2, XP_004927901.2	XP_012175685.2
OG0007390	XP_012545903.2	XP_020720940.1
OG0007392	XP_037870065.1	XP_020722534.1
OG0007393	XP_004925530.1	XP_003395034.1
OG0007394	XP_037871171.1	XP_003396044.1
OG0007397	XP_037875240.1	XP_012168791.1
OG0007398	XP_037869085.1	XP_012168143.1
OG0007399	XP_037866519.1	XP_012164134.1
OG0007400	XP_004923051.1	XP_020722509.1
OG0007401	XP_021203711.2	XP_003395718.1
OG0007402	XP_037875313.1	XP_003400665.1
OG0007403	XP_004921826.2, XP_004921824.2	XP_012163868.1
OG0007404	XP_012544713.3	XP_012163778.1
OG0007405	XP_004924700.1	XP_020720815.1
OG0007407	XP_037876775.1	XP_003393196.1
OG0007408	XP_037875172.1, XP_012549826.1	XP_020723255.1
OG0007409	XP_004923555.2	XP_012163544.1
OG0007410	XP_004929654.2	XP_003392883.1
OG0007411	XP_021203615.1	XP_003401117.1
OG0007412	XP_012548355.2	XP_003399236.1
OG0007414	XP_004931793.1	XP_020721293.1
OG0007415	XP_004926930.1	XP_020723677.1
OG0007416	XP_037869050.1, NP_001093306.1	XP_003399712.1
OG0007417	XP_037867533.1	XP_003393332.1
OG0007418	XP_021206633.2	XP_020721388.1
OG0007421	XP_004929267.1	XP_012173430.1
OG0007422	XP_037873658.1	XP_003397009.1, XP_020719816.1
OG0007423	XP_037866988.1	XP_003393375.1
OG0007424	XP_037872620.1, XP_037872621.1	XP_012171898.1
OG0007425	XP_004925027.1	XP_020721854.1
OG0007426	XP_021207464.2	XP_012167920.1
OG0007427	XP_021202310.2	XP_012176681.1, XP_003394730.1
OG0007428	XP_037873706.1	XP_020719495.1
OG0007429	XP_037873387.1	XP_003393421.1
OG0007430	XP_037871707.1	XP_012176462.1
OG0007431	XP_037871321.1	XP_003396215.1
OG0007432	XP_037871251.1	XP_020719179.1
OG0007433	XP_037873090.1	XP_012167232.1
OG0007434	XP_004922149.1	XP_020719502.1
OG0007435	XP_004931790.1	XP_003400727.1
OG0007436	XP_021202910.1	XP_012169034.1
OG0007437	XP_004931449.2	XP_012169343.1
OG0007438	XP_004923155.1	XP_003395187.1
OG0007439	XP_037871590.1	XP_020720442.1
OG0007440	XP_037870167.1	XP_003396491.1
OG0007441	XP_037872926.1	XP_020719686.1
OG0007442	XP_037874991.1	XP_020722966.1
OG0007443	XP_012551319.3	XP_012166618.1
OG0007444	XP_021203250.2	XP_020718462.1
OG0007445	XP_037876166.1	XP_012163922.1
OG0007446	XP_004927194.1	XP_012173755.1
OG0007447	XP_037869291.1	XP_012170952.1
OG0007448	XP_037868664.1	XP_012173820.1, XP_012173815.1
OG0007449	XP_037874659.1	XP_003403173.1
OG0007450	XP_004921634.2	XP_003396313.1
OG0007451	XP_037870178.1	XP_020719666.1
OG0007452	XP_004923229.1	XP_020722055.1
OG0007453	NP_001124373.1	XP_003396415.2
OG0007454	XP_004931628.1	XP_012166121.1
OG0007455	XP_037869828.1	XP_020719424.1
OG0007456	XP_021205803.1	XP_012174282.1, XP_012174217.1
OG0007457	XP_004930382.1	XP_012175993.1
OG0007458	XP_004927782.1	XP_012176455.1, XP_003394511.1
OG0007459	XP_004930883.2	XP_003402838.1
OG0007460	XP_037870044.1	XP_003398384.2
OG0007461	XP_037868102.1	XP_012169959.1
OG0007463	XP_004931819.2	XP_003402584.1
OG0007464	NP_001040376.1	XP_003394105.1
OG0007465	XP_012553013.1	XP_003400205.1
OG0007466	XP_004923513.1	XP_003400552.1
OG0007467	NP_001040371.1	XP_003394327.1
OG0007468	XP_037870958.1	XP_012168952.2
OG0007469	XP_012552974.1	XP_012173576.1
OG0007470	XP_004924838.1	XP_003393654.1
OG0007472	XP_037875226.1	XP_012170274.1
OG0007473	XP_037875511.1	XP_020722849.1
OG0007474	NP_001166194.1	XP_003393589.1
OG0007475	XP_004925264.1	XP_003395115.1
OG0007477	XP_004927126.2	XP_003400019.1, XP_012170663.1
OG0007478	XP_004929103.1	XP_003393875.1
OG0007479	XP_012544109.2	XP_003394711.1
OG0007480	XP_012548468.2	XP_012164651.1
OG0007481	XP_004929692.1	XP_003392994.1, XP_020724164.1
OG0007482	XP_004925441.1	XP_012164668.1
OG0007483	XP_004932226.2	XP_003397474.1
OG0007484	XP_037869293.1	XP_012169379.1
OG0007485	XP_004928996.1	XP_003402771.1, XP_020723537.1
OG0007486	XP_004922383.1	XP_003395690.1
OG0007487	XP_037875212.1, XP_037875213.1	XP_012167638.1
OG0007488	XP_037875149.1	XP_012168394.1
OG0007489	NP_001040104.1	XP_003399714.1
OG0007490	XP_004927971.1	XP_020721675.1
OG0007492	NP_001106745.1	XP_003396646.1
OG0007493	XP_004932556.1	XP_020723075.1
OG0007494	XP_004927402.1	XP_003395664.1, XP_012164159.1
OG0007495	XP_004932676.1	XP_003393362.1
OG0007496	XP_004928822.3	XP_012164353.1
OG0007498	XP_004927849.1	XP_003397265.1
OG0007499	XP_004930958.2	XP_012176352.2
OG0007501	XP_012551216.2	XP_020722145.1
OG0007503	XP_004921893.1	XP_012164352.2
OG0007504	XP_004932943.1	XP_012165216.1
OG0007505	XP_004929495.2	XP_012174024.1
OG0007506	XP_004932160.2	XP_003403010.1
OG0007508	XP_037867277.1	XP_003394688.1
OG0007510	XP_004926238.1	XP_003398122.1
OG0007512	NP_001040105.1	XP_003398283.1
OG0007513	XP_021204863.1, XP_004927947.1	XP_003402288.1
OG0007514	XP_004930296.2	XP_003398115.2
OG0007515	XP_021205140.2	XP_012172412.1
OG0007516	XP_004928730.1	XP_003398821.1
OG0007517	NP_001166758.1	XP_003400374.1
OG0007518	XP_004926441.1	XP_003403076.1
OG0007519	XP_021203166.2	XP_020722504.1
OG0007521	XP_037867577.1	XP_012172465.1
OG0007522	XP_004930350.1, XP_021204578.2	XP_020718852.1
OG0007524	XP_012551141.1	XP_020720765.1
OG0007525	XP_012550931.1	XP_003397450.1
OG0007526	XP_004923894.2	XP_003392981.2
OG0007527	XP_021203561.1	XP_012171212.1
OG0007528	XP_004925764.1	XP_012173912.1
OG0007529	XP_037868952.1	XP_012163093.1
OG0007530	XP_037868601.1	XP_020721409.1
OG0007531	XP_037873122.1	XP_003399135.1
OG0007532	XP_004930002.2	XP_020719534.1
OG0007533	XP_004927763.1	XP_012174328.1
OG0007535	XP_037873670.1	XP_012164377.1
OG0007536	XP_004932966.2, XP_004932965.1, XP_012548605.1	XP_003400861.1
OG0007537	XP_004922665.1, XP_004922666.1, XP_021207778.1	XP_003396127.1
OG0007538	XP_004922259.1	XP_003394467.1
OG0007539	XP_037877746.1	XP_020721456.1
OG0007540	XP_012544528.1	XP_020720778.1
OG0007542	NP_001243948.1, XP_012548061.2	XP_003397295.1
OG0007543	XP_004924576.1	XP_012164348.1
OG0007544	XP_037875136.1	XP_012173773.1
OG0007546	XP_012547999.1	XP_012163135.1
OG0007548	XP_012552591.3	XP_012167217.1, XP_020720042.1
OG0007550	XP_021203188.2	XP_012164921.1
OG0007551	XP_037871413.1	XP_003393789.1
OG0007552	XP_037876204.1	XP_020718673.1
OG0007553	NP_001166701.1, XP_012551893.1	XP_003399157.1
OG0007554	NP_001108337.1	XP_020719089.1, XP_003395900.1
OG0007555	XP_012545281.2	XP_020723422.1
OG0007556	XP_004927798.1	XP_003401944.1
OG0007558	NP_001243911.1, XP_037876099.1	XP_012163985.1
OG0007559	XP_004922190.1	XP_020724346.1
OG0007560	XP_004928634.1	XP_020723722.1
OG0007562	XP_037870491.1	XP_003395261.3
OG0007563	XP_004930924.1	XP_012170259.1
OG0007577	XP_004929369.3	XP_012167079.1
OG0007578	XP_021205067.1	XP_003397862.1
OG0007582	XP_004925294.2	XP_012167288.1
OG0007584	XP_037870525.1	XP_012169656.1
OG0007587	XP_004925007.1, XP_004925035.3	XP_012175209.1
OG0007588	XP_012552669.3	XP_012176436.1, XP_012176438.1, XP_012176435.1
OG0007589	XP_004931328.2, XP_012551224.2	XP_020718692.1
OG0007590	XP_021202876.1	XP_012164349.1
OG0007592	XP_021202742.1, XP_004924822.1	XP_020720138.1
OG0007594	XP_004929256.1	XP_020720252.1
OG0007597	XP_037876785.1	XP_012172876.1, XP_003393691.1
OG0007598	XP_037871850.1, XP_004933147.2	XP_003394112.1
OG0007604	XP_004927067.1	XP_012172169.1
OG0007606	XP_004924720.1	XP_003399628.1
OG0007608	XP_004923817.1	XP_003393944.1
OG0007609	XP_004928175.1	XP_003401831.1
OG0007610	XP_004927637.1	XP_003402117.1
OG0007611	XP_004923735.1	XP_003393614.1
OG0007612	XP_012544117.1	XP_012172264.1
OG0007613	XP_021208507.1	XP_003395468.2
OG0007615	XP_004932824.1	XP_003400271.1
OG0007616	XP_004928624.1	XP_003394130.1
OG0007618	NP_001040370.1	XP_003398590.1
OG0007619	XP_004931593.1	XP_012174381.1
OG0007621	XP_004928926.1	XP_003397266.1
OG0007622	XP_004924198.1	XP_003393930.1
OG0007623	XP_004925701.1	XP_012167941.1
OG0007627	XP_037869759.1	XP_003396864.1
OG0007628	XP_012543917.2	XP_012164084.1
OG0007629	XP_021206214.2	XP_003395358.1
OG0007630	XP_037875384.1	XP_012173455.1
OG0007631	XP_021206616.1	XP_012168802.1
OG0007632	XP_012553121.1	XP_012167792.1
OG0007633	XP_037869976.1	XP_020719202.1
OG0007635	XP_012543924.1	XP_003401141.1
OG0007636	XP_037872199.1	XP_012175085.1
OG0007637	XP_004924680.1	XP_003398363.1
OG0007639	XP_004931293.1	XP_012172507.2
OG0007640	XP_037872074.1	XP_012175392.1
OG0007641	XP_004930412.1	XP_003399857.1
OG0007642	XP_004932852.1	XP_020719561.1
OG0007643	XP_037868985.1	XP_003399789.1
OG0007645	XP_037877619.1	XP_020723570.1
OG0007646	XP_012550961.1	XP_012170700.1
OG0007649	XP_004922368.1	XP_003400812.1
OG0007650	XP_012550466.2	XP_012167117.1
OG0007651	XP_037872633.1	XP_003396405.1
OG0007652	XP_037876694.1	XP_012175771.1
OG0007653	XP_012546369.1	XP_012175629.1
OG0007654	XP_012544617.2	XP_003401822.1
OG0007655	XP_004929396.1	XP_012174148.1
OG0007657	XP_037870231.1	XP_003394237.1
OG0007658	XP_021206936.1	XP_012166356.1
OG0007659	XP_004925515.1	XP_012163404.1
OG0007660	NP_001091774.1	XP_003394753.1
OG0007661	XP_037875033.1	XP_003394735.1
OG0007662	XP_004930212.1	XP_020719121.1
OG0007663	XP_004930027.2	XP_003398094.1
OG0007664	XP_037869673.1	XP_003397582.1
OG0007665	XP_004926118.1	XP_003401372.2
OG0007666	XP_037870564.1	XP_003394750.1
OG0007667	XP_004932815.3	XP_012170160.1
OG0007670	NP_001040122.1	XP_012165995.1
OG0007671	XP_004928684.1	XP_012175653.1
OG0007672	XP_004928239.1	XP_012173233.1
OG0007673	XP_004931811.1	XP_003398245.1
OG0007674	NP_001091772.1	XP_020719902.1
OG0007675	XP_037867218.1	XP_012164522.1
OG0007676	XP_037871583.1	XP_003394315.1
OG0007677	XP_004927006.2	XP_003398794.1
OG0007678	XP_037871742.1	XP_003395953.1
OG0007679	NP_001266344.1	XP_020720592.1, XP_003393175.1
OG0007680	XP_012544935.2, XP_037874393.1	XP_003397763.1
OG0007681	XP_004926378.1	XP_003402909.3
OG0007682	XP_004928477.1	XP_012175559.1
OG0007683	XP_004934344.1	XP_012165454.1
OG0007684	XP_004930471.1	XP_003395852.1
OG0007685	XP_021204795.2	XP_020721103.1
OG0007686	XP_004932345.1	XP_003393842.1
OG0007688	XP_004927391.1	XP_003401761.1
OG0007689	XP_012551322.2	XP_012167470.1
OG0007691	XP_012545236.1	XP_020719020.1
OG0007694	XP_021206533.2	XP_012175481.1
OG0007695	XP_037872596.1	XP_003400033.1
OG0007696	XP_004928301.2	XP_003398459.1
OG0007697	XP_004932470.1	XP_012169445.1
OG0007698	XP_004932702.1	XP_020722723.1
OG0007699	XP_037876652.1	XP_012165319.1
OG0007700	XP_004929502.1	XP_020722263.1
OG0007701	XP_037868214.1	XP_012169657.1
OG0007702	XP_037870205.1	XP_012163402.1
OG0007703	XP_037876428.1, XP_021202420.1	XP_020723564.1
OG0007704	XP_021203609.2	XP_003401373.1
OG0007705	XP_004932108.1, XP_012550909.1	XP_012169754.1
OG0007706	XP_037872790.1	XP_003398885.1
OG0007707	XP_004927868.1	XP_012164559.1
OG0007708	XP_037871469.1	XP_003393792.1
OG0007711	XP_012546371.1	XP_012170815.1
OG0007713	XP_037876611.1	XP_020722570.1
OG0007714	XP_037869429.1, NP_001108468.1	XP_003396302.1
OG0007715	XP_021208422.1	XP_003397079.1
OG0007716	XP_021203913.1	XP_012172136.1
OG0007719	XP_004931877.1	XP_003400806.1
OG0007720	XP_037877149.1	XP_003393517.1
OG0007721	XP_004931760.1	XP_003402350.1
OG0007722	XP_012545061.2	XP_020718371.1
OG0007728	XP_004931721.1	XP_003400582.1
OG0007729	XP_037867703.1	XP_003395002.1
OG0007730	XP_037873156.1	XP_020723084.1
OG0007731	XP_004929693.2	XP_012163547.1
OG0007734	XP_004923042.1	XP_003396724.1
OG0007735	XP_004927866.1	XP_003403047.1
OG0007736	XP_004922235.1	XP_012167062.1
OG0007737	XP_012551293.2	XP_003402994.2
OG0007738	XP_004924189.1	XP_020720698.1
OG0007739	XP_004930156.1	XP_012164363.1
OG0007740	XP_037868429.1	XP_003400054.1
OG0007741	XP_021204699.2	XP_012175184.1
OG0007742	XP_004932847.1	XP_012166060.1
OG0007743	XP_004932105.1	XP_012173769.1, XP_003402233.1
OG0007744	XP_004932494.1	XP_003396849.1
OG0007745	XP_037876957.1, XP_037876958.1	XP_003401808.1
OG0007746	XP_004930398.1	XP_012164394.2
OG0007747	XP_037875117.1	XP_020722683.1
OG0007748	XP_037877348.1, XP_021207319.2	XP_020723307.1
OG0007749	XP_004924236.1	XP_020720499.1
OG0007750	XP_004924187.1	XP_003398710.1
OG0007753	XP_004925623.2	XP_003400057.1
OG0007754	XP_012549077.2	XP_012165670.1
OG0007755	XP_037870251.1	XP_020718548.1
OG0007756	XP_012549159.3	XP_020718799.1
OG0007759	XP_012545163.1	XP_012175303.1
OG0007760	XP_037872474.1	XP_003402763.1
OG0007761	XP_037870838.1	XP_003394082.1
OG0007763	XP_021208433.1	XP_003397086.1
OG0007764	XP_004928342.1	XP_003398326.1
OG0007768	XP_037871338.1	XP_012171971.1
OG0007769	XP_012548513.1	XP_003400757.1
OG0007773	XP_037875957.1	XP_020723996.1
OG0007774	XP_004932317.2	XP_003395190.2
OG0007775	XP_012546638.1	XP_003395480.1
OG0007776	XP_004932694.1	XP_003393353.1
OG0007777	XP_021206053.2	XP_020719653.1
OG0007778	XP_012548011.2	XP_012176171.1
OG0007780	XP_021202883.1	XP_020721968.1
OG0007781	XP_004924462.1	XP_020720600.1
OG0007783	XP_004933488.2	XP_003400674.2
OG0007784	XP_021203312.2	XP_003395987.1
OG0007785	XP_004924665.2	XP_012173489.1, XP_003401985.1
OG0007786	XP_012552492.2, XP_004922764.2	XP_020719774.1
OG0007787	XP_004925880.2	XP_003396409.1
OG0007788	XP_012550605.1	XP_020720849.1
OG0007789	XP_037867654.1	XP_012163522.1
OG0007790	XP_021203906.2	XP_003397303.1
OG0007791	XP_021207816.2	XP_003398814.1
OG0007792	XP_012546469.1	XP_003403295.1
OG0007793	XP_004928626.1	XP_012175894.1
OG0007794	XP_004928616.1	XP_012167158.1
OG0007795	XP_004933535.1	XP_012168420.1
OG0007796	XP_004923043.1	XP_012176431.1
OG0007798	NP_001037014.1	XP_012172140.1
OG0007799	NP_001040282.1	XP_003400678.1
OG0007800	XP_021207191.1	XP_003396360.1
OG0007801	XP_004934012.1	XP_003402251.2
OG0007802	XP_004928559.1	XP_020724225.1
OG0007804	XP_037870886.1	XP_003393769.1
OG0007805	XP_012553229.1	XP_012168505.2
OG0007808	XP_004922071.1	XP_003402371.1
OG0007813	XP_004931153.1	XP_003402534.1
OG0007814	XP_021204789.1	XP_012171793.2
OG0007815	XP_037866957.1	XP_020720607.1
OG0007816	XP_004930902.1	XP_003393141.1
OG0007820	XP_037867775.1	XP_003402171.1
OG0007821	XP_004926522.1	XP_003395676.1
OG0007822	XP_021207688.1	XP_003397173.1
OG0007823	XP_004929199.2	XP_003397996.2
OG0007826	XP_004929738.2	XP_020720289.1
OG0007827	XP_037877684.1	XP_012164995.1
OG0007830	XP_037870768.1	XP_003399411.1
OG0007831	XP_012551281.1	XP_003396413.1
OG0007832	XP_004924037.1	XP_003397348.1
OG0007833	XP_012551612.2	XP_020723819.1
OG0007834	NP_001185652.1	XP_012165586.1
OG0007836	XP_037868914.1	XP_020718482.1
OG0007837	XP_037875179.1	XP_003399936.1
OG0007838	XP_037867185.1	XP_012169309.1
OG0007839	NP_001037321.1	XP_020719151.1
OG0007840	XP_012544824.2	XP_012164508.1
OG0007841	XP_037869774.1	XP_012171378.1
OG0007842	XP_012547637.2	XP_012168142.1
OG0007844	XP_004927453.1	XP_020724261.1
OG0007845	XP_004926537.2	XP_003402421.1
OG0007847	XP_004924762.1	XP_012168682.1, XP_012168681.1
OG0007848	XP_037871098.1	XP_020719513.1
OG0007849	XP_004932109.1	XP_012175917.1
OG0007850	XP_037870733.1	XP_003401945.1
OG0007851	XP_004931836.3	XP_012171271.1
OG0007852	XP_037871176.1	XP_012166483.1
OG0007854	XP_004932968.1, XP_021208101.1	XP_020718729.1
OG0007855	XP_004931535.1	XP_020719683.1
OG0007856	XP_037871063.1	XP_012174153.1
OG0007857	XP_004933391.1	XP_020723088.1
OG0007858	XP_037868900.1	XP_012172382.1
OG0007859	XP_037869634.1	XP_012165740.1
OG0007861	XP_004932348.1, XP_012551153.1	XP_012175274.1, XP_020724048.1
OG0007863	XP_037868359.1	XP_003401862.1
OG0007864	XP_004933467.1	XP_003397553.1
OG0007865	XP_037869167.1	XP_012173012.1
OG0007866	XP_004931064.2	XP_012170716.1
OG0007867	XP_004930158.1	XP_003398955.1
OG0007868	XP_037870419.1	XP_003398718.3
OG0007869	XP_037868530.1	XP_012167397.1
OG0007870	XP_012549187.1	XP_012168093.1
OG0007871	NP_001127747.1, XP_037877637.1	XP_020722864.1
OG0007874	XP_004929171.1	XP_003398895.1
OG0007875	XP_012549995.1	XP_003398901.1
OG0007876	XP_037870319.1	XP_012174129.1
