Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0006333	XP_004925198.1	XP_967150.1
OG0006334	NP_001091761.1	XP_970258.3
OG0006335	XP_021207055.1	XP_975679.2
OG0006336	XP_004927302.1	XP_974732.3
OG0006337	NP_001040340.1	XP_008193898.1
OG0006338	XP_004923557.1	XP_008198894.1
OG0006339	XP_037871272.1	XP_969974.2
OG0006340	XP_012550298.2	XP_969014.1
OG0006341	XP_012551572.3	XP_969694.1
OG0006343	XP_004932487.1	XP_008197440.1
OG0006344	XP_037871666.1	XP_967064.1
OG0006345	XP_004929713.2	XP_008194877.1
OG0006346	XP_004924175.1	XP_975242.1
OG0006347	NP_001296518.1	XP_967413.1
OG0006348	XP_004926444.1	XP_008197900.1
OG0006349	XP_004924785.1	XP_971770.1
OG0006350	NP_001243942.1	XP_008191855.1
OG0006351	XP_012553262.1, NP_001037043.1	XP_008201369.1
OG0006352	XP_021203148.2	XP_008199164.1
OG0006353	XP_004930118.1	XP_008196657.1
OG0006355	XP_037874906.1	XP_008197719.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_973551.1
OG0006357	XP_037872222.1	XP_008194944.1
OG0006358	XP_004921724.1	XP_966409.1
OG0006359	XP_037872311.1	XP_015834095.1
OG0006360	XP_037874933.1	XP_968892.1
OG0006361	XP_004931334.1	XP_008194669.1
OG0006362	XP_037869805.1	XP_015833389.1, XP_008190921.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_968712.2
OG0006366	XP_004932206.1	XP_008191093.1
OG0006368	XP_004930202.2	XP_974191.1
OG0006369	XP_037869098.1	XP_015839149.1
OG0006370	XP_004922575.1	XP_968179.1
OG0006371	XP_004931102.2	XP_967247.2
OG0006372	XP_004924060.1	XP_974114.2
OG0006373	XP_037877705.1	XP_008193147.1
OG0006374	NP_001268826.1	XP_971689.1
OG0006375	XP_004925484.1	XP_008198624.1
OG0006376	XP_037877108.1	XP_008195117.1
OG0006377	XP_037866843.1	XP_008190836.1
OG0006378	XP_004927170.1	XP_970244.1
OG0006379	XP_004930132.1	XP_015833902.1, XP_972461.1
OG0006380	XP_012551891.1	XP_975069.1
OG0006381	NP_001103762.1	XP_008192680.1
OG0006382	XP_012553008.2	XP_008198299.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_966740.1
OG0006384	XP_004932365.2	XP_008200069.1, XP_008200070.1
OG0006385	XP_004922516.1	XP_008200175.1
OG0006386	XP_012543804.2, XP_021202037.2	XP_971252.1
OG0006387	XP_004923044.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_004932152.2	XP_008190611.1
OG0006389	XP_012552801.1	XP_967510.2
OG0006390	XP_004933409.1	XP_974784.1
OG0006391	XP_037871824.1	XP_008201022.1
OG0006392	XP_037873701.1	XP_969056.1
OG0006393	XP_004924171.1	XP_968347.1
OG0006394	XP_004931048.2	XP_008193619.1
OG0006395	XP_037867750.1	XP_008201476.1, XP_008201477.1
OG0006396	XP_012545533.1	XP_015835444.1
OG0006397	NP_001040293.1	XP_008193042.1
OG0006398	XP_004922527.1	XP_974084.1
OG0006399	XP_012547880.2	XP_015838133.1
OG0006400	XP_012551960.2	XP_015837215.1
OG0006401	XP_012548284.1	XP_008194829.2
OG0006402	XP_012549822.2	XP_008196798.1
OG0006403	XP_004932509.1	XP_015833396.1
OG0006404	NP_001037283.1	XP_973226.1
OG0006405	XP_012547530.1	XP_968294.1
OG0006406	XP_004929707.1	XP_008199618.1
OG0006407	XP_004921642.1	XP_008197696.1
OG0006408	NP_001036905.1	XP_008199399.1
OG0006409	XP_004930568.1	XP_968188.1
OG0006410	XP_037868366.1	XP_008197354.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_973116.1, XP_008195776.1
OG0006412	XP_004922406.1	XP_968536.1
OG0006413	XP_012547253.2	XP_008192636.1
OG0006415	XP_012545253.2	XP_015837698.1, XP_015837695.1
OG0006416	XP_037866571.1	XP_973026.1
OG0006417	XP_037873618.1	XP_008195262.1
OG0006418	XP_037875703.1	XP_015834030.1
OG0006419	XP_004926504.3	XP_975423.1
OG0006420	XP_004922844.2	XP_975447.1
OG0006421	XP_012552864.1	XP_015839225.1
OG0006422	XP_004922415.2	XP_970089.1
OG0006423	XP_037876793.1	XP_008193406.1
OG0006424	XP_021202137.2	XP_008197285.1
OG0006425	XP_004925145.3	XP_967594.1
OG0006426	XP_004921562.2	XP_970005.1
OG0006427	XP_004921755.2	XP_967239.1
OG0006431	XP_004928669.1	XP_967482.1
OG0006432	XP_037871387.1	XP_008192443.1
OG0006433	XP_037876318.1	XP_008195500.1
OG0006434	XP_004931652.2	XP_008198977.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_008196000.1
OG0006437	XP_004927400.1, XP_004927401.1	XP_008190829.1
OG0006438	XP_004926352.1, XP_021203786.1	XP_974586.1
OG0006439	XP_021203522.1	XP_972658.1
OG0006440	XP_004925722.1	XP_973240.2
OG0006441	XP_037876504.1	XP_973953.2
OG0006442	XP_012544505.3	XP_967088.1
OG0006443	XP_004931306.1	XP_970720.1
OG0006444	NP_001091839.1	XP_968770.1
OG0006445	XP_004929846.1	XP_968396.2
OG0006446	XP_037868014.1	XP_008193494.1
OG0006447	XP_037867467.1	XP_008198789.1
OG0006448	XP_012548199.1	XP_966816.1
OG0006449	XP_037876525.1	XP_008191527.1, XP_008200414.1
OG0006451	XP_012549904.2, NP_001037572.1	XP_972120.1
OG0006452	XP_037877067.1	XP_969562.1
OG0006454	XP_004930905.1	XP_001810629.1
OG0006455	XP_037868644.1	XP_015840692.1
OG0006456	XP_037871411.1	XP_975491.1
OG0006457	XP_004926521.1	XP_971596.1
OG0006459	XP_004924043.2	XP_015840501.1
OG0006460	XP_004928986.1	XP_008194721.1
OG0006463	XP_004931093.1	XP_971577.2
OG0006464	XP_037867228.1	XP_001813884.2
OG0006465	XP_037871632.1	XP_008193545.1, XP_008193544.1
OG0006466	NP_001040346.1	XP_970735.1
OG0006467	XP_037866627.1	XP_008193210.1
OG0006469	XP_012543922.1	XP_008199426.1
OG0006470	XP_037870396.1	XP_015838948.1, XP_015838947.1
OG0006471	XP_021207333.2	XP_015838045.1
OG0006472	XP_037872616.1	XP_008197389.1
OG0006473	XP_012549478.1	XP_015839075.1
OG0006474	XP_037877747.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_004928645.1	XP_967236.1
OG0006477	NP_001040406.1	XP_966732.1
OG0006478	XP_012547997.1	XP_015839380.1
OG0006479	XP_004933437.1	XP_975528.1
OG0006480	XP_012545868.2	XP_974460.1
OG0006481	XP_012544187.2	XP_015840848.1, XP_008195976.1
OG0006482	XP_037873593.1	XP_008195897.1
OG0006483	NP_001233136.1, XP_037869091.1	XP_015840054.1
OG0006484	XP_037876913.1, XP_037877310.1	XP_015833919.1
OG0006485	XP_021203254.2	XP_970704.1
OG0006486	XP_004928670.1, NP_001296565.1	NP_001034501.1
OG0006487	NP_001166197.1	XP_008191452.1
OG0006488	XP_004933124.1	XP_975046.1
OG0006489	XP_021204389.1	XP_975178.1
OG0006490	XP_004932768.2	XP_008200796.2
OG0006491	XP_004927874.2	XP_974195.1
OG0006492	NP_001166865.1	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2
OG0006493	XP_037866695.1	XP_974653.1
OG0006494	XP_004928833.2	XP_015836407.1
OG0006495	XP_004932468.1	XP_008193526.1
OG0006496	XP_012549046.1	XP_015835810.1
OG0006497	XP_037870223.1	XP_968788.2
OG0006498	XP_004925988.1	XP_968216.1
OG0006499	NP_001036923.1	XP_015837754.1
OG0006500	XP_004928618.1	XP_008201619.1
OG0006501	XP_012551934.1, NP_001037612.1	XP_971919.1
OG0006502	XP_004931366.1	XP_008190868.1
OG0006503	XP_012552998.2	XP_008197741.1
OG0006504	XP_037876760.1	XP_015838512.1
OG0006505	XP_012550071.1	XP_972170.1
OG0006506	XP_004923000.1	XP_008191365.1
OG0006507	XP_037874255.1	XP_015837209.1
OG0006508	XP_037869617.1, XP_037869615.1	XP_972197.1
OG0006509	XP_037868633.1	XP_008197902.1
OG0006510	XP_004931590.2	XP_970302.1
OG0006511	XP_004929479.2	XP_008192857.1
OG0006512	XP_037867630.1	XP_015840657.1
OG0006513	XP_004923565.1	XP_966706.1
OG0006514	XP_021203181.2	XP_015839674.1
OG0006515	XP_004932644.1	XP_008199871.2
OG0006516	XP_004925346.1	XP_968072.1
OG0006517	XP_004922182.1	XP_008196560.1
OG0006518	XP_021205157.1	XP_969385.2, XP_008193040.1
OG0006519	NP_001243923.1	XP_974169.1
OG0006520	XP_012547622.2	XP_008192744.1
OG0006521	XP_004932122.2	XP_975406.1
OG0006522	XP_021204475.1	XP_008195578.1
OG0006523	XP_037873362.1	XP_015834602.1
OG0006524	XP_004922448.1	XP_975575.1
OG0006525	XP_004931028.1	XP_973643.1
OG0006526	XP_037872033.1	XP_008200345.1
OG0006527	XP_004931139.2	XP_970294.2
OG0006528	XP_021202269.2	XP_015833785.1
OG0006529	XP_004922744.1	XP_972074.1
OG0006530	XP_004932886.2	XP_970036.2
OG0006531	XP_021203889.1, XP_004926536.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_004931895.2	XP_975337.1
OG0006533	NP_001040303.1, XP_021208988.1	XP_974988.1
OG0006534	XP_004930405.1	XP_008198523.1, XP_015839091.1
OG0006536	XP_037876398.1	XP_008196325.1
OG0006537	XP_012544020.1	XP_008195255.1
OG0006538	NP_001037041.1	NP_001280506.1
OG0006539	XP_021203870.1	XP_967878.1
OG0006540	XP_037866715.1, NP_001106734.1	XP_015834054.1
OG0006541	XP_004926251.2	XP_975332.1
OG0006542	XP_037877624.1	XP_969181.2
OG0006544	XP_037870703.1	XP_015834618.1
OG0006545	XP_021205458.2	XP_008194661.1, XP_015836341.1
OG0006546	XP_037870477.1	XP_973591.1
OG0006547	XP_004922531.1	XP_973505.1
OG0006548	XP_004922391.1	XP_008196394.1
OG0006549	XP_004923340.1	XP_967047.1
OG0006551	XP_004925418.1	XP_008192790.1
OG0006552	XP_037866936.1	XP_008195219.1
OG0006553	XP_021206483.2	XP_015835850.1
OG0006554	XP_004925868.1	XP_968301.1
OG0006555	XP_004928539.1	XP_972655.1
OG0006556	XP_012553089.1, NP_001037576.1	XP_015836858.1
OG0006557	XP_004931169.2	XP_008201037.1
OG0006558	XP_004924853.1	XP_008197665.1
OG0006559	XP_037871750.1	XP_015839389.1
OG0006560	XP_004923697.2	XP_008200220.1
OG0006561	XP_004929436.1	XP_975968.1
OG0006562	XP_004927103.1	XP_015840271.1, XP_966939.1
OG0006563	XP_004925070.1	XP_969170.1
OG0006565	XP_012545462.1, XP_012545455.1	XP_008195658.1
OG0006566	XP_012544099.1	XP_015839213.1
OG0006568	XP_004928627.1	XP_974413.2
OG0006570	XP_012549735.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_037873484.1	XP_008200123.1
OG0006573	NP_001239603.1, XP_012546676.1	XP_001812698.1
OG0006574	XP_021206849.1	XP_015836129.1
OG0006575	XP_004930498.3	XP_001810245.1, XP_970143.1
OG0006576	XP_037872239.1	XP_001814014.1
OG0006577	XP_004929096.2	XP_008195043.1
OG0006578	NP_001108471.1	XP_015834847.1
OG0006579	XP_004924104.1	XP_008196799.1
OG0006580	XP_004928459.2	XP_969232.1
OG0006581	XP_012553052.3	XP_008198570.1
OG0006582	XP_004922095.2	XP_008197636.1
OG0006583	NP_001266413.1, XP_021207538.1	XP_008191437.1
OG0006584	XP_021204463.2	XP_974486.2
OG0006585	XP_012550149.1, XP_004922420.1	XP_975633.1
OG0006586	XP_004931874.1	XP_001811993.1
OG0006587	XP_004921822.1	XP_971352.1
OG0006588	XP_012550922.2	XP_971928.3
OG0006589	XP_037867891.1	XP_974815.1
OG0006590	XP_021206841.1	XP_008194131.1
OG0006591	XP_037868750.1	XP_968338.2
OG0006592	XP_004925556.3	XP_969575.1
OG0006593	XP_004921693.2	XP_015839312.1
OG0006594	XP_004921602.1	XP_970747.3
OG0006595	XP_037867058.1	XP_008192400.1
OG0006596	XP_004931923.2	XP_969219.2
OG0006597	XP_037872791.1, XP_037877265.1	XP_008197106.1
OG0006598	XP_037870437.1	XP_001812786.1
OG0006599	XP_037873048.1	XP_008201205.1
OG0006600	XP_037866483.1	XP_015835340.1
OG0006602	XP_037874699.1	XP_015838644.1
OG0006603	XP_004933203.2	XP_001812268.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_008200193.1
OG0006605	XP_004931938.1	XP_968777.1
OG0006606	XP_037867311.1	XP_008201281.1
OG0006607	XP_021208054.1	XP_015833320.1
OG0006608	XP_037873088.1	XP_975582.3
OG0006609	XP_021202506.1	XP_015836966.1
OG0006610	XP_012552943.1	XP_970236.1
OG0006611	XP_021209197.1	XP_015832873.1
OG0006612	XP_004924152.1, XP_037869675.1, XP_012544154.1	XP_001811995.1
OG0006614	XP_037867397.1	XP_015837421.1
OG0006615	XP_037870203.1	XP_008192595.1
OG0006616	XP_004925034.4	XP_974463.1
OG0006617	XP_004928629.1	XP_970707.2
OG0006618	XP_037872274.1	XP_008199450.1
OG0006619	XP_012552866.1	XP_971096.1
OG0006620	XP_037866842.1, XP_021207772.1	XP_015834239.1
OG0006621	XP_021207510.2	XP_015839076.1
OG0006622	XP_037876812.1	XP_972125.2
OG0006623	NP_001040184.1	XP_008193284.1
OG0006624	XP_037874119.1	XP_008195886.1
OG0006625	XP_021203829.2	XP_008196488.1, XP_971042.2
OG0006626	XP_021206076.1	XP_015836069.1
OG0006627	XP_004925637.1	XP_008195334.1
OG0006628	NP_001040308.1	XP_970549.1
OG0006629	XP_004926934.2	XP_967779.1
OG0006630	NP_001165392.1, XP_037870177.1	XP_008191652.1
OG0006631	XP_037868764.1	XP_015839544.1
OG0006632	XP_004932371.1	XP_974395.1
OG0006634	XP_004924790.1	XP_008193940.1
OG0006636	XP_004929520.1	XP_008198300.1
OG0006637	NP_001127728.1	XP_008190846.1
OG0006638	XP_037873064.1	XP_008195200.1
OG0006639	XP_021202837.2	XP_001809693.1
OG0006641	XP_037872800.1	XP_015838319.1
OG0006642	XP_037870102.1	XP_969290.1
OG0006643	NP_001093290.1	XP_971303.1
OG0006644	XP_021207605.1	XP_008197454.1
OG0006645	XP_037877845.1	XP_008191049.1
OG0006646	XP_037875319.1, XP_037875324.1	XP_969314.1
OG0006647	XP_004921853.1	XP_971753.1
OG0006648	NP_001040300.1	XP_974443.1
OG0006649	NP_001108472.1	XP_015835408.1
OG0006650	XP_012545057.3	XP_015840844.1
OG0006651	XP_037875249.1	NP_001164316.1
OG0006652	XP_012551361.2	XP_015840704.1
OG0006653	XP_037876738.1	XP_015835038.1
OG0006654	XP_004933123.2	XP_975015.2
OG0006655	XP_012548793.1	XP_008201159.1
OG0006656	XP_037867270.1	XP_008200689.1
OG0006657	XP_021205234.1	XP_975509.1, XP_008195939.1
OG0006658	XP_004933505.3	XP_008195756.1
OG0006659	NP_001106135.1, XP_037869047.1	NP_001034500.1
OG0006660	XP_004926325.1	XP_974079.1
OG0006661	XP_021205357.1	XP_970246.2
OG0006662	XP_037870706.1	XP_015834463.1
OG0006663	XP_004927217.1	XP_969233.2
OG0006664	XP_012548182.2, XP_012548181.2, XP_012548180.2	XP_015836349.1
OG0006665	XP_004931727.1	XP_008197421.1
OG0006666	XP_021203912.2	XP_015838197.1
OG0006667	XP_012551608.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_004927911.1	XP_973618.1
OG0006669	XP_012547267.2, XP_012547270.2	XP_008192367.1, XP_008192368.1
OG0006670	XP_021201893.2, XP_021201899.2	XP_008200740.1
OG0006671	XP_004926028.2	XP_008195132.1
OG0006672	XP_021205530.1, XP_021205528.2, XP_004928916.1	XP_008191966.1
OG0006673	XP_004930712.1	XP_970412.1
OG0006674	XP_004932740.1	XP_015839554.1
OG0006675	XP_004925752.1	XP_973940.1, XP_008193334.1
OG0006676	XP_004927291.1	XP_967082.1
OG0006677	XP_037871991.1, XP_021202629.1	XP_008193090.1
OG0006679	XP_004931766.1	XP_001808926.2
OG0006680	XP_037868051.1	XP_008194824.1
OG0006681	NP_001036937.1	XP_969055.2
OG0006682	XP_004925521.1, XP_004925520.1	XP_968578.2
OG0006683	XP_004928839.1, XP_004928838.1	XP_971628.1
OG0006684	XP_004933525.1	XP_975522.1
OG0006685	XP_004928864.1	XP_008191780.1
OG0006687	NP_001040271.1	XP_974665.1
OG0006688	XP_037866422.1	XP_008193708.1
OG0006689	XP_037869907.1	XP_975139.1
OG0006690	XP_004929149.1	XP_972919.1
OG0006692	XP_004926977.1	XP_975260.1
OG0006693	XP_037866673.1	XP_015835689.1
OG0006695	NP_001139536.1	XP_008198934.1
OG0006696	XP_021203907.1	XP_008192904.1
OG0006698	XP_004926847.2	XP_008191226.1
OG0006700	XP_004926545.1	XP_970813.1
OG0006702	XP_004933152.1	XP_970182.1
OG0006704	XP_021207199.1, XP_021207200.1	XP_008195726.1
OG0006706	XP_004933347.1	XP_008195161.2, XP_015836743.1
OG0006707	XP_004930102.1	XP_008195856.1
OG0006708	XP_004928707.1	XP_967066.1
OG0006710	XP_004931799.1	XP_967766.1
OG0006711	XP_004923358.1	XP_008195936.1
OG0006714	XP_012550980.2, XP_004932222.2, XP_021207574.2	XP_015833500.1
OG0006719	NP_001165928.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_037871790.1, XP_004927423.2	XP_008195359.1
OG0006721	XP_037869121.1	XP_001812516.2
OG0006722	XP_004930214.1	XP_001809969.1
OG0006723	XP_004932447.2	XP_967484.2
OG0006724	XP_004933136.1	XP_001807996.1
OG0006726	XP_004929204.1	XP_015836060.1
OG0006727	XP_021209000.2, XP_037871789.1	XP_001810341.1
OG0006728	XP_037876895.1, XP_037876727.1	XP_008200363.1
OG0006729	XP_004933423.1	XP_972129.2
OG0006730	XP_021206440.1, XP_021207067.1	XP_008193956.1, XP_015835007.1
OG0006731	XP_004931749.1	XP_971647.1
OG0006732	XP_037877448.1, XP_012544836.1, NP_001124360.1	XP_008196374.1
OG0006733	XP_037866425.1, XP_037866426.1	XP_008193363.1
OG0006734	XP_021208199.1	XP_008200728.1
OG0006735	XP_012550901.1	XP_970436.2
OG0006736	XP_037866642.1	XP_015835201.1, NP_001164137.1
OG0006737	XP_012548334.1	XP_015835855.1, XP_008193588.2
OG0006739	XP_037869177.1, XP_012549489.1	XP_008196292.1
OG0006740	XP_037866539.1	XP_008194222.1
OG0006741	XP_004933060.2	XP_008198080.1
OG0006743	XP_021205094.1	XP_015838972.1
OG0006745	XP_004931358.1	XP_015840725.1, XP_015840721.1
OG0006746	XP_021204858.1	XP_974080.1
OG0006749	XP_037875888.1	XP_972111.1
OG0006750	XP_037876839.1	XP_015840393.1
OG0006751	XP_037866684.1	XP_973030.2
OG0006752	XP_037875485.1	XP_015836531.1
OG0006754	XP_004933009.1	XP_967095.1
OG0006773	XP_004922836.1	XP_008192764.1
OG0006776	XP_004924422.1	XP_008197428.1
OG0006788	XP_037866498.1	XP_015835633.1
OG0006792	XP_037875836.1	XP_008200867.1
OG0006793	XP_037866713.1, NP_001166811.1	NP_001103252.1
OG0006798	NP_001040234.1	XP_972156.1
OG0006799	NP_001040398.1	XP_968358.1
OG0006800	NP_001037249.1	XP_971874.2
OG0006801	XP_004922586.1	XP_970194.1
OG0006802	NP_001077096.1	XP_968776.1
OG0006803	XP_012549002.1	XP_015840093.1
OG0006804	NP_001040344.1	XP_968727.1
OG0006805	NP_001037646.1	XP_968120.1
OG0006806	XP_004921720.1	XP_971841.2
OG0006807	NP_001037227.1	XP_974360.1
OG0006808	XP_004929409.1	XP_008192808.1
OG0006809	XP_021209025.1	XP_971419.1
OG0006810	XP_004925472.2	XP_969231.1
OG0006811	XP_004927481.1	XP_015838314.1
OG0006812	XP_004923294.1	XP_973149.1
OG0006813	XP_004932586.1	XP_972387.1
OG0006814	XP_004925710.1	XP_975476.1
OG0006815	NP_001266320.1	XP_008195168.1
OG0006816	XP_012543998.1	XP_975241.2
OG0006817	XP_021203162.1	XP_008191759.1
OG0006818	XP_004924732.1	XP_970060.2
OG0006819	XP_004931275.2	XP_008191840.1
OG0006820	XP_004927970.1	XP_975661.1
OG0006821	XP_004932940.1	XP_971657.1
OG0006822	XP_004930114.1	XP_974622.1
OG0006823	XP_004925056.1	XP_967663.2
OG0006824	NP_001040451.1	XP_015834011.1
OG0006825	NP_001040326.1	XP_974101.1
OG0006826	NP_001119730.1	XP_975493.2
OG0006827	XP_004930356.1	XP_973381.1
OG0006828	NP_001129359.1	XP_969284.1
OG0006829	NP_001108475.1	XP_971328.2
OG0006831	NP_001296532.1	XP_968495.1
OG0006832	XP_004923158.1	XP_968351.1
OG0006833	XP_004928720.1	XP_971748.1
OG0006834	XP_037871017.1	XP_970231.1
OG0006835	XP_004929027.1	XP_972583.1
OG0006836	XP_037870372.1	XP_968280.1
OG0006837	XP_037875175.1	XP_976032.1
OG0006838	XP_004921586.2	XP_008191171.1
OG0006839	XP_004924193.1	XP_008191122.1
OG0006841	XP_004924804.2	XP_967620.1
OG0006842	XP_004933146.1	XP_973689.1
OG0006843	XP_004927918.1	XP_968265.1
OG0006844	NP_001040388.1	XP_970635.1
OG0006845	XP_037874834.1	XP_008194739.1
OG0006847	NP_001093092.1	XP_968855.1
OG0006848	NP_001093081.1, XP_037873764.1	XP_966912.1
OG0006849	XP_004923949.1	XP_973889.1
OG0006850	NP_001040458.1	XP_968036.1
OG0006851	XP_012543791.1	XP_008191501.1
OG0006852	XP_037866788.1	XP_972612.1
OG0006853	XP_004925077.1	XP_015838861.1, XP_015838550.1
OG0006854	NP_001091813.1	XP_008198303.1
OG0006855	XP_012544339.1	XP_967365.1
OG0006857	XP_004931963.2	XP_970243.1
OG0006858	XP_004930138.1	XP_974639.2
OG0006859	NP_001040478.1	XP_972684.2
OG0006860	XP_004932562.1	XP_008197065.1
OG0006861	XP_004924424.1	XP_973169.1
OG0006862	NP_001135959.1	XP_973840.1
OG0006863	XP_037875974.1	XP_008195646.1
OG0006864	NP_001040479.1	XP_971028.1
OG0006865	NP_001162053.1	XP_008199716.1
OG0006866	NP_001040437.1	XP_972465.1
OG0006867	NP_001166738.1	XP_970573.1
OG0006868	XP_004928625.2	NP_001073566.1
OG0006869	XP_004921995.1	XP_969347.1
OG0006870	XP_004926155.1	XP_974317.1
OG0006871	XP_004925550.1	XP_008195652.1
OG0006872	XP_004921538.3	XP_974477.1
OG0006873	XP_037875675.1	XP_967096.2
OG0006874	XP_004931193.1	XP_015840782.1
OG0006875	XP_004921607.1	XP_974756.1
OG0006876	XP_012548878.1, NP_001108474.1	XP_967493.1
OG0006877	XP_004925191.3	XP_008196773.1
OG0006878	XP_004928134.1	XP_971683.1
OG0006879	XP_004927877.1	XP_972215.1
OG0006880	NP_001139535.1, XP_012545246.1	XP_001814678.1
OG0006882	NP_001040219.1	XP_969550.1
OG0006883	XP_004932323.1	XP_001810604.1
OG0006884	NP_001040474.1	XP_969487.1
OG0006885	XP_012552241.1	XP_968609.1
OG0006887	XP_004924995.1	XP_008195222.1
OG0006888	NP_001040147.1	XP_975355.1
OG0006890	XP_004929268.1	XP_970659.1
OG0006891	XP_004925720.1	XP_967650.1
OG0006892	XP_004922258.1	XP_967727.1
OG0006893	NP_001036852.1, XP_021204931.1	XP_001809758.1
OG0006894	XP_004932523.1	XP_008197375.1
OG0006895	XP_037868453.1	XP_970263.1
OG0006896	NP_001040434.1	XP_971537.1
OG0006897	XP_004926125.1	XP_967765.1
OG0006898	XP_004925361.3	XP_008198813.1
OG0006899	XP_004924524.1	XP_008193923.1
OG0006900	NP_001040297.1	XP_973438.1
OG0006901	NP_001093268.1	XP_008200465.1
OG0006902	XP_004929170.1	XP_971215.1
OG0006903	NP_001243954.1	XP_975500.1
OG0006904	XP_012551044.1	XP_975208.1
OG0006906	NP_001093287.1	XP_008197831.1
OG0006907	XP_004927852.1	XP_971517.1
OG0006908	NP_001166703.1	NP_001161316.1
OG0006909	XP_004927589.1	XP_970132.1
OG0006910	XP_037868804.1	XP_975276.2
OG0006911	XP_004925481.1	XP_973298.1
OG0006912	XP_004929279.1	XP_972708.1
OG0006914	XP_004933405.1	XP_008195322.1
OG0006915	NP_001239601.1, XP_037877252.1	XP_974961.2
OG0006916	XP_012550767.2	XP_008195174.1
OG0006917	XP_004927604.1	XP_971422.1
OG0006918	XP_004925700.1	XP_975625.1
OG0006919	XP_012549793.1	XP_966691.1, XP_015836563.1
OG0006920	XP_004932924.1	XP_967471.1
OG0006921	XP_004928876.1	XP_969427.1
OG0006922	XP_037869023.1	XP_969227.1
OG0006923	XP_037871815.1	XP_008201338.1
OG0006925	XP_004923560.1	XP_969171.1
OG0006927	XP_037871478.1	XP_971530.1
OG0006928	XP_012553050.1	XP_008193413.1
OG0006929	XP_021207468.1	XP_970082.1
OG0006930	XP_004925205.2	XP_974995.1
OG0006931	XP_004928361.1	XP_973754.1
OG0006932	XP_004927541.1	XP_008195383.1
OG0006933	XP_004930452.1	XP_015838764.1
OG0006935	NP_001040233.1	XP_966334.1
OG0006936	XP_004928146.3, XP_037873172.1	XP_015837768.1
OG0006937	XP_004922454.1	XP_968403.3
OG0006938	XP_012548676.1	XP_969840.1
OG0006939	XP_004929460.2, XP_037870349.1	XP_972739.1
