Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0006251	XP_004931867.1	XP_039311927.1
OG0006252	XP_004922104.1, XP_004922102.1	XP_011166784.2
OG0006253	XP_037876172.1	XP_025990380.2
OG0006254	XP_021206385.1	XP_025987041.1
OG0006255	NP_001091770.1	XP_011157618.2
OG0006256	XP_012547613.2	XP_039313590.1
OG0006257	NP_001037156.1	XP_011169204.1
OG0006258	XP_004932259.1	XP_011166218.1
OG0006259	XP_004932316.1	XP_011162659.1
OG0006260	XP_037872437.1	XP_011161716.1
OG0006261	XP_004926166.1	XP_039314514.1
OG0006262	NP_001040301.1	XP_011173042.1
OG0006263	XP_012548903.2	XP_011156179.1
OG0006264	XP_037870711.1	XP_011159689.1
OG0006265	XP_004931323.2	XP_011167673.1
OG0006266	XP_037867486.1	XP_025996207.1
OG0006267	NP_001040166.1	XP_011155670.1
OG0006268	XP_004932208.1	XP_011163701.1
OG0006269	XP_012544702.2	XP_011168121.1
OG0006270	XP_004932625.1	XP_025987891.1, XP_025987890.1
OG0006271	XP_037877634.1, NP_001093271.1	XP_011172316.1
OG0006272	XP_021205075.1	XP_011173500.1
OG0006273	XP_004932003.1	XP_011174918.1
OG0006274	XP_037873653.1	XP_011163594.1
OG0006275	XP_004928263.1	XP_011165086.1
OG0006276	XP_037867053.1	XP_011157194.1
OG0006277	NP_001040312.1	XP_011159165.1
OG0006278	NP_001166623.2	XP_011160155.1
OG0006279	XP_004926544.2	XP_011160201.1
OG0006280	XP_021205078.1, XP_012547476.2	XP_011176402.1
OG0006281	XP_037871407.1	XP_011162518.1
OG0006282	XP_012550524.1	XP_011166235.1
OG0006283	XP_012549289.1	XP_011173642.2
OG0006284	XP_004923266.1	XP_011155959.1
OG0006285	XP_012549973.1	XP_025994447.1
OG0006286	XP_004924345.1	XP_011156205.1
OG0006287	XP_004930199.1	XP_011161183.1
OG0006288	XP_004930530.2	XP_011168129.2
OG0006289	XP_004932572.1	XP_011172790.1
OG0006290	XP_012553409.1	XP_011165749.1
OG0006291	NP_001093275.1, XP_037872103.1, XP_037872141.1	XP_011158787.1
OG0006292	XP_037868457.1	XP_011168319.1
OG0006294	XP_012545526.1	XP_039314617.1
OG0006295	XP_004925557.1	XP_011159083.1
OG0006296	XP_004929397.2	XP_039306613.1
OG0006297	XP_037866759.1	XP_039302408.1, XP_039302409.1
OG0006298	XP_037868691.1	XP_011161867.1
OG0006299	XP_037870432.1	XP_011176252.2
OG0006300	XP_004931062.2	XP_011158036.2
OG0006301	XP_021208415.1	XP_011166030.1
OG0006302	XP_037868415.1	XP_011166612.2
OG0006303	XP_004928583.1	XP_011158109.2
OG0006304	XP_004922916.1	XP_025993429.2
OG0006305	NP_001128674.1, XP_012551138.1	XP_025995916.1
OG0006306	XP_004930526.1	XP_011175515.1
OG0006307	XP_004923674.2	XP_011161694.1
OG0006308	XP_004921889.3	XP_025988745.1
OG0006309	XP_004931156.1	XP_011173347.1
OG0006310	XP_004929188.2	XP_011161274.1
OG0006311	NP_001106225.1	XP_011156512.1
OG0006312	XP_021204624.1	XP_011166482.1
OG0006313	NP_001040484.1	XP_011165462.1
OG0006314	XP_037869142.1	XP_025993751.2
OG0006315	XP_004921638.1	XP_011155696.1
OG0006316	XP_037872345.1	XP_011160310.1
OG0006317	XP_004926247.1	XP_039308357.1
OG0006318	NP_001037189.1	XP_025988776.1, XP_025988774.1
OG0006319	XP_004933404.1	XP_011164592.1
OG0006320	XP_012551338.2	XP_025987959.1
OG0006322	XP_004923246.1, XP_004923245.1	XP_025993394.1
OG0006323	NP_001040330.1	XP_011165742.1
OG0006324	XP_037874371.1	XP_011169417.1
OG0006325	XP_004926308.1	XP_025987957.1
OG0006326	XP_012550007.2	XP_039307389.1
OG0006327	XP_037873091.1	XP_011172443.1
OG0006328	XP_004932103.1	XP_011157198.1, XP_039312666.1
OG0006329	XP_004922163.1	XP_039315119.1
OG0006331	XP_012551440.2	XP_011160870.1
OG0006332	NP_001040449.1	XP_011167833.1
OG0006333	XP_004925198.1	XP_011173378.1
OG0006334	NP_001091761.1	XP_039305051.1
OG0006335	XP_021207055.1	XP_011162110.1, XP_011162111.1
OG0006336	XP_004927302.1	XP_011166816.2
OG0006337	NP_001040340.1	XP_011176127.1
OG0006338	XP_004923557.1	XP_011155902.1
OG0006339	XP_037871272.1	XP_011158935.2
OG0006340	XP_012550298.2	XP_011163053.1, XP_011163054.1
OG0006341	XP_012551572.3	XP_011160510.2
OG0006343	XP_004932487.1	XP_039306294.1
OG0006344	XP_037871666.1	XP_011170959.2
OG0006345	XP_004929713.2	XP_011157770.2
OG0006346	XP_004924175.1	XP_011172792.2
OG0006347	NP_001296518.1	XP_011157665.1
OG0006348	XP_004926444.1	XP_011161132.2
OG0006349	XP_004924785.1	XP_011175880.2
OG0006350	NP_001243942.1	XP_011164285.1
OG0006351	XP_012553262.1, NP_001037043.1	XP_011162279.2
OG0006352	XP_021203148.2	XP_025991780.2
OG0006353	XP_004930118.1	XP_011175121.1
OG0006355	XP_037874906.1	XP_011175808.1
OG0006356	XP_037876765.1, XP_037876772.1	XP_011162445.1
OG0006357	XP_037872222.1	XP_039313737.1
OG0006358	XP_004921724.1	XP_011168267.1
OG0006359	XP_037872311.1	XP_039302649.1
OG0006360	XP_037874933.1	XP_011162422.1
OG0006361	XP_004931334.1	XP_039315250.1, XP_011157368.1
OG0006362	XP_037869805.1	XP_011175475.1
OG0006365	XP_037876515.1, XP_012551662.2	XP_039310825.1
OG0006366	XP_004932206.1	XP_011164505.1
OG0006367	XP_021206626.1	XP_039306671.1
OG0006368	XP_004930202.2	XP_011161308.1
OG0006369	XP_037869098.1	XP_011162480.1
OG0006370	XP_004922575.1	XP_039305116.1
OG0006371	XP_004931102.2	XP_011158093.2
OG0006372	XP_004924060.1	XP_011167816.2
OG0006373	XP_037877705.1	XP_025993512.1, XP_011161532.1
OG0006374	NP_001268826.1	XP_011162474.1
OG0006375	XP_004925484.1	XP_011165661.1
OG0006376	XP_037877108.1	XP_011166466.2
OG0006377	XP_037866843.1	XP_011160243.2
OG0006378	XP_004927170.1	XP_039307005.1
OG0006379	XP_004930132.1	XP_039308298.1
OG0006380	XP_012551891.1	XP_039309417.1, XP_011157044.2
OG0006381	NP_001103762.1	XP_011157486.1
OG0006382	XP_012553008.2	XP_039312145.1
OG0006383	XP_037873696.1, XP_037873697.1	XP_011163954.1
OG0006384	XP_004932365.2	XP_039307904.1
OG0006385	XP_004922516.1	XP_025992690.2
OG0006386	XP_012543804.2, XP_021202037.2	XP_011158632.1, XP_025989278.1
OG0006387	XP_004923044.1	XP_025987305.2, XP_039314990.1
OG0006388	XP_004932152.2	XP_011164525.1
OG0006389	XP_012552801.1	XP_011163786.1
OG0006390	XP_004933409.1	XP_011155586.2
OG0006391	XP_037871824.1	XP_011159956.1
OG0006392	XP_037873701.1	XP_011168308.1
OG0006393	XP_004924171.1	XP_011176011.1
OG0006394	XP_004931048.2	XP_011172776.3
OG0006395	XP_037867750.1	XP_025993375.1
OG0006396	XP_012545533.1	XP_011163073.3
OG0006397	NP_001040293.1	XP_011161980.2
OG0006398	XP_004922527.1	XP_011161073.1
OG0006399	XP_012547880.2	XP_025988199.1
OG0006400	XP_012551960.2	XP_039308222.1
OG0006401	XP_012548284.1	XP_039310014.1
OG0006402	XP_012549822.2	XP_039311066.1
OG0006403	XP_004932509.1	XP_025996949.1
OG0006404	NP_001037283.1	XP_039315645.1
OG0006405	XP_012547530.1	XP_039309350.1
OG0006406	XP_004929707.1	XP_011169732.1
OG0006407	XP_004921642.1	XP_011176344.1
OG0006408	NP_001036905.1	XP_011158562.1
OG0006409	XP_004930568.1	XP_025991991.1
OG0006410	XP_037868366.1	XP_025990434.1
OG0006411	XP_004924250.1, NP_001274768.1	XP_011169276.1
OG0006412	XP_004922406.1	XP_011159633.1
OG0006413	XP_012547253.2	XP_039309746.1
OG0006414	XP_037867071.1, XP_021207735.1	XP_011160589.1
OG0006415	XP_012545253.2	XP_025991635.1
OG0006416	XP_037866571.1	XP_011172610.1
OG0006417	XP_037873618.1	XP_039312152.1, XP_039312151.1
OG0006418	XP_037875703.1	XP_025991348.1
OG0006419	XP_004926504.3	XP_011157849.1
OG0006420	XP_004922844.2	XP_011175660.1
OG0006421	XP_012552864.1	XP_025988665.2
OG0006422	XP_004922415.2	XP_011171069.1
OG0006423	XP_037876793.1	XP_039307358.1
OG0006424	XP_021202137.2	XP_039312804.1
OG0006425	XP_004925145.3	XP_039311124.1
OG0006426	XP_004921562.2	XP_011166575.1
OG0006427	XP_004921755.2	XP_011159580.1
OG0006430	XP_004933323.1	XP_011158452.1
OG0006431	XP_004928669.1	XP_011175541.1
OG0006432	XP_037871387.1	XP_011158894.2
OG0006433	XP_037876318.1	XP_039304130.1, XP_011175173.1
OG0006434	XP_004931652.2	XP_011176006.1
OG0006435	XP_012553125.2, XP_037876260.1	XP_011159664.2
OG0006437	XP_004927400.1, XP_004927401.1	XP_011166538.1
OG0006438	XP_004926352.1, XP_021203786.1	XP_025994002.2
OG0006439	XP_021203522.1	XP_025994547.2
OG0006440	XP_004925722.1	XP_011162848.1
OG0006441	XP_037876504.1	XP_039310099.1
OG0006442	XP_012544505.3	XP_011164341.1, XP_011164339.1
OG0006443	XP_004931306.1	XP_011173603.1
OG0006444	NP_001091839.1	XP_011155553.1
OG0006445	XP_004929846.1	XP_011159349.1
OG0006446	XP_037868014.1	XP_011156009.2, XP_039310128.1
OG0006447	XP_037867467.1	XP_011159527.1
OG0006448	XP_012548199.1	XP_011164332.2
OG0006449	XP_037876525.1	XP_011170093.1
OG0006451	XP_012549904.2, NP_001037572.1	XP_011166450.1
OG0006452	XP_037877067.1	XP_025994803.1
OG0006453	NP_001269273.1	XP_011162237.2, XP_025986902.2, XP_039301877.1
OG0006454	XP_004930905.1	XP_011162841.1
OG0006455	XP_037868644.1	XP_025986969.2
OG0006456	XP_037871411.1	XP_011158785.1
OG0006457	XP_004926521.1	XP_011175818.1
OG0006458	XP_004928708.1	XP_025989708.1
OG0006459	XP_004924043.2	XP_011159549.2
OG0006460	XP_004928986.1	XP_025989473.1
OG0006463	XP_004931093.1	XP_039309141.1
OG0006464	XP_037867228.1	XP_011169409.1
OG0006465	XP_037871632.1	XP_039313701.1
OG0006466	NP_001040346.1	XP_011162077.1
OG0006467	XP_037866627.1	XP_011160756.1
OG0006469	XP_012543922.1	XP_011166486.1
OG0006470	XP_037870396.1	XP_039314721.1
OG0006471	XP_021207333.2	XP_011168622.1
OG0006472	XP_037872616.1	XP_039314149.1
OG0006473	XP_012549478.1	XP_011175426.1
OG0006474	XP_037877747.1	XP_025989430.1
OG0006475	XP_004930062.1	XP_011169027.1
OG0006476	XP_004928645.1	XP_025991362.2
OG0006477	NP_001040406.1	XP_011167962.1
OG0006478	XP_012547997.1	XP_011158446.1
OG0006480	XP_012545868.2	XP_011167697.1
OG0006482	XP_037873593.1	XP_011166393.1
OG0006483	NP_001233136.1, XP_037869091.1	XP_025987606.1
OG0006484	XP_037876913.1, XP_037877310.1	XP_039305928.1
OG0006485	XP_021203254.2	XP_025993647.2
OG0006486	XP_004928670.1, NP_001296565.1	XP_025993950.1
OG0006488	XP_004933124.1	XP_011161557.1
OG0006489	XP_021204389.1	XP_039302220.1, XP_011164246.1
OG0006490	XP_004932768.2	XP_011156270.2
OG0006491	XP_004927874.2	XP_025988853.2
OG0006492	NP_001166865.1	XP_011159872.1
OG0006493	XP_037866695.1	XP_039304189.1
OG0006494	XP_004928833.2	XP_011170724.1
OG0006495	XP_004932468.1	XP_025988646.1
OG0006496	XP_012549046.1	XP_039314073.1
OG0006497	XP_037870223.1	XP_039307574.1
OG0006498	XP_004925988.1	XP_025997238.1, XP_039313589.1
OG0006499	NP_001036923.1	XP_039305585.1
OG0006500	XP_004928618.1	XP_011159870.1
OG0006501	XP_012551934.1, NP_001037612.1	XP_025986145.1
OG0006502	XP_004931366.1	XP_011161841.1, XP_025988953.1
OG0006503	XP_012552998.2	XP_011161443.1
OG0006504	XP_037876760.1	XP_039305131.1
OG0006505	XP_012550071.1	XP_039311023.1
OG0006506	XP_004923000.1	XP_011168337.1
OG0006507	XP_037874255.1	XP_039307604.1
OG0006508	XP_037869617.1, XP_037869615.1	XP_039311593.1
OG0006509	XP_037868633.1	XP_039314180.1, XP_039314181.1
OG0006510	XP_004931590.2	XP_039310881.1
OG0006511	XP_004929479.2	XP_011175693.1, XP_011175692.1
OG0006512	XP_037867630.1	XP_011170513.3
OG0006513	XP_004923565.1	XP_011170512.1
OG0006514	XP_021203181.2	XP_011164205.1
OG0006515	XP_004932644.1	XP_011167362.1
OG0006516	XP_004925346.1	XP_011173610.2
OG0006517	XP_004922182.1	XP_025990004.1
OG0006518	XP_021205157.1	XP_011168015.1
OG0006519	NP_001243923.1	XP_011167262.1
OG0006520	XP_012547622.2	XP_011168037.1
OG0006521	XP_004932122.2	XP_039313358.1
OG0006522	XP_021204475.1	XP_011170689.2
OG0006523	XP_037873362.1	XP_011155949.3
OG0006524	XP_004922448.1	XP_025994697.1
OG0006525	XP_004931028.1	XP_011172944.1
OG0006526	XP_037872033.1	XP_039312923.1
OG0006527	XP_004931139.2	XP_011162858.1
OG0006528	XP_021202269.2	XP_025990126.1
OG0006529	XP_004922744.1	XP_039302450.1
OG0006530	XP_004932886.2	XP_039314502.1, XP_011172382.2
OG0006531	XP_021203889.1, XP_004926536.1	XP_039311631.1
OG0006532	XP_004931895.2	XP_025996167.1, XP_025996168.1
OG0006533	NP_001040303.1, XP_021208988.1	XP_011165918.1
OG0006534	XP_004930405.1	XP_011156979.1
OG0006536	XP_037876398.1	XP_011167625.2
OG0006537	XP_012544020.1	XP_025986856.1
OG0006538	NP_001037041.1	XP_039308372.1
OG0006539	XP_021203870.1	XP_011159271.1
OG0006540	XP_037866715.1, NP_001106734.1	XP_011172094.1
OG0006541	XP_004926251.2	XP_039307972.1
OG0006542	XP_037877624.1	XP_039313351.1
OG0006544	XP_037870703.1	XP_011157489.1
OG0006545	XP_021205458.2	XP_039303592.1
OG0006546	XP_037870477.1	XP_011162157.1
OG0006547	XP_004922531.1	XP_011170204.2, XP_011170203.2
OG0006548	XP_004922391.1	XP_011169372.1
OG0006549	XP_004923340.1	XP_011166260.1
OG0006551	XP_004925418.1	XP_011160725.2
OG0006552	XP_037866936.1	XP_025991438.1
OG0006553	XP_021206483.2	XP_011162827.1
OG0006554	XP_004925868.1	XP_039306850.1
OG0006555	XP_004928539.1	XP_039310536.1
OG0006556	XP_012553089.1, NP_001037576.1	XP_011169374.1
OG0006557	XP_004931169.2	XP_011162222.2
OG0006558	XP_004924853.1	XP_011164542.2
OG0006559	XP_037871750.1	XP_039313234.1
OG0006560	XP_004923697.2	XP_011164544.2
OG0006561	XP_004929436.1	XP_025992921.1
OG0006562	XP_004927103.1	XP_011169588.1
OG0006564	XP_037868946.1, XP_004932042.1, XP_012548923.1, XP_037875272.1, XP_037875271.1, XP_037871039.1, XP_004933112.1, XP_037873733.1, XP_037868505.1, XP_012548777.2, XP_037870087.1, XP_037868968.1, XP_037870362.1, XP_037876471.1, XP_012550124.2, XP_037868506.1, XP_012552633.2, XP_012547493.1, XP_037869594.1, XP_037868037.1	XP_039308412.1
OG0006565	XP_012545462.1, XP_012545455.1	XP_011172199.1
OG0006566	XP_012544099.1	XP_039304025.1
OG0006568	XP_004928627.1	XP_011170778.1
OG0006570	XP_012549735.1	XP_025995770.1
OG0006571	XP_037873484.1	XP_025996402.1
OG0006573	NP_001239603.1, XP_012546676.1	XP_011167713.1
OG0006574	XP_021206849.1	XP_025988965.1
OG0006576	XP_037872239.1	XP_011156358.1
OG0006577	XP_004929096.2	XP_011157800.1
OG0006578	NP_001108471.1	XP_025994004.1
OG0006579	XP_004924104.1	XP_025997255.1, XP_039308259.1
OG0006580	XP_004928459.2	XP_011167006.1
OG0006581	XP_012553052.3	XP_011164646.2
OG0006582	XP_004922095.2	XP_039305110.1
OG0006583	NP_001266413.1, XP_021207538.1	XP_011156000.1
OG0006584	XP_021204463.2	XP_025988081.1
OG0006586	XP_004931874.1	XP_011169581.1
OG0006587	XP_004921822.1	XP_011166267.1, XP_011166266.1
OG0006588	XP_012550922.2	XP_039306701.1
OG0006589	XP_037867891.1	XP_011162360.1
OG0006590	XP_021206841.1	XP_039306686.1
OG0006591	XP_037868750.1	XP_011156757.1
OG0006592	XP_004925556.3	XP_011173354.1
OG0006593	XP_004921693.2	XP_039305005.1
OG0006594	XP_004921602.1	XP_011159876.1
OG0006595	XP_037867058.1	XP_011160244.2
OG0006596	XP_004931923.2	XP_039313634.1
OG0006597	XP_037872791.1, XP_037877265.1	XP_011169186.2
OG0006598	XP_037870437.1	XP_011166715.1
OG0006599	XP_037873048.1	XP_039313776.1
OG0006600	XP_037866483.1	XP_025993622.2
OG0006601	XP_012547626.1	XP_025991767.2
OG0006602	XP_037874699.1	XP_039313990.1
OG0006603	XP_004933203.2	XP_039315293.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_011165083.1
OG0006605	XP_004931938.1	XP_011164000.2
OG0006606	XP_037867311.1	XP_025986979.2
OG0006607	XP_021208054.1	XP_011176016.2
OG0006608	XP_037873088.1	XP_025987884.1
OG0006609	XP_021202506.1	XP_025992183.1
OG0006610	XP_012552943.1	XP_025991344.2
OG0006611	XP_021209197.1	XP_025985854.1
OG0006612	XP_004924152.1, XP_037869675.1, XP_012544154.1	XP_011172028.1
OG0006614	XP_037867397.1	XP_025991088.1
OG0006615	XP_037870203.1	XP_011175355.1
OG0006616	XP_004925034.4	XP_025986561.1
OG0006617	XP_004928629.1	XP_011159983.2
OG0006618	XP_037872274.1	XP_011164256.1
OG0006619	XP_012552866.1	XP_011166368.1
OG0006620	XP_037866842.1, XP_021207772.1	XP_011167720.2
OG0006621	XP_021207510.2	XP_039302681.1
OG0006622	XP_037876812.1	XP_039315041.1
OG0006623	NP_001040184.1	XP_011170783.1
OG0006624	XP_037874119.1	XP_025986093.1
OG0006625	XP_021203829.2	XP_039306525.1
OG0006626	XP_021206076.1	XP_039307982.1
OG0006627	XP_004925637.1	XP_011166205.1
OG0006628	NP_001040308.1	XP_011157255.1
OG0006629	XP_004926934.2	XP_011168275.1, XP_011168274.1
OG0006630	NP_001165392.1, XP_037870177.1	XP_011165948.1
OG0006631	XP_037868764.1	XP_011157933.1
OG0006632	XP_004932371.1	XP_011169767.1
OG0006633	XP_037872084.1	XP_011163415.1
OG0006634	XP_004924790.1	XP_025993711.2
OG0006636	XP_004929520.1	XP_011165614.2
OG0006637	NP_001127728.1	XP_039309880.1
OG0006638	XP_037873064.1	XP_039306535.1, XP_011175208.1
OG0006639	XP_021202837.2	XP_039314846.1
OG0006640	XP_037870207.1, XP_037870206.1	XP_011165610.2
OG0006641	XP_037872800.1	XP_025990359.1
OG0006642	XP_037870102.1	XP_039310868.1
OG0006643	NP_001093290.1	XP_039303894.1
OG0006644	XP_021207605.1	XP_039313374.1
OG0006645	XP_037877845.1	XP_039312683.1
OG0006646	XP_037875319.1, XP_037875324.1	XP_039309830.1
OG0006647	XP_004921853.1	XP_011170777.1
OG0006648	NP_001040300.1	XP_011158040.1
OG0006649	NP_001108472.1	XP_025996569.1
OG0006650	XP_012545057.3	XP_039311832.1
OG0006651	XP_037875249.1	XP_011160808.2
OG0006652	XP_012551361.2	XP_039310625.1
OG0006653	XP_037876738.1	XP_025989117.1
OG0006654	XP_004933123.2	XP_025992893.1
OG0006655	XP_012548793.1	XP_011162143.1
OG0006656	XP_037867270.1	XP_011176029.1
OG0006657	XP_021205234.1	XP_011168510.1
OG0006658	XP_004933505.3	XP_011163947.1
OG0006659	NP_001106135.1, XP_037869047.1	XP_025992074.2
OG0006660	XP_004926325.1	XP_039312006.1
OG0006661	XP_021205357.1	XP_011155897.1
OG0006662	XP_037870706.1	XP_039307590.1
OG0006663	XP_004927217.1	XP_025992115.1
OG0006664	XP_012548182.2, XP_012548181.2, XP_012548180.2	XP_039310080.1
OG0006665	XP_004931727.1	XP_039306705.1, XP_011157372.1
OG0006666	XP_021203912.2	XP_011158410.2
OG0006667	XP_012551608.1	XP_025997063.1
OG0006669	XP_012547267.2, XP_012547270.2	XP_039312382.1
OG0006670	XP_021201893.2, XP_021201899.2	XP_039303286.1
OG0006671	XP_004926028.2	XP_011170097.1
OG0006672	XP_021205530.1, XP_021205528.2, XP_004928916.1	XP_039305298.1
OG0006673	XP_004930712.1	XP_039307640.1
OG0006674	XP_004932740.1	XP_039314815.1, XP_011175470.2
OG0006675	XP_004925752.1	XP_011162421.1
OG0006676	XP_004927291.1	XP_011159310.1
OG0006677	XP_037871991.1, XP_021202629.1	XP_039308268.1
OG0006679	XP_004931766.1	XP_011159985.2
OG0006680	XP_037868051.1	XP_011175927.1
OG0006681	NP_001036937.1	XP_039312014.1
OG0006682	XP_004925521.1, XP_004925520.1	XP_011167756.1
OG0006683	XP_004928839.1, XP_004928838.1	XP_039314013.1
OG0006684	XP_004933525.1	XP_011168054.2
OG0006685	XP_004928864.1	XP_025991920.1
OG0006687	NP_001040271.1	XP_011167703.1
OG0006688	XP_037866422.1	XP_011173080.1
OG0006689	XP_037869907.1	XP_011160932.1, XP_025995140.1
OG0006690	XP_004929149.1	XP_011167391.1
OG0006692	XP_004926977.1	XP_011161550.1, XP_039309771.1
OG0006693	XP_037866673.1	XP_011168205.2
OG0006695	NP_001139536.1	XP_025990102.1
OG0006696	XP_021203907.1	XP_011170507.1
OG0006697	XP_004929911.1, XP_004929912.1, XP_037874924.1	XP_025995690.1, XP_039313546.1, XP_011176304.1
OG0006698	XP_004926847.2	XP_011156862.1
OG0006700	XP_004926545.1	XP_011156083.2
OG0006702	XP_004933152.1	XP_039313986.1
OG0006704	XP_021207199.1, XP_021207200.1	XP_011175299.1
OG0006706	XP_004933347.1	XP_011158054.1
OG0006707	XP_004930102.1	XP_011163412.1
OG0006708	XP_004928707.1	XP_025990886.1
OG0006709	XP_004932925.1	XP_011167017.2
OG0006710	XP_004931799.1	XP_011159959.2
OG0006711	XP_004923358.1	XP_011166138.1
OG0006714	XP_012550980.2, XP_004932222.2, XP_021207574.2	XP_011161962.1
OG0006715	XP_004933443.1, XP_012552006.1, XP_004933444.1	XP_025990099.1, XP_025990098.1
OG0006719	NP_001165928.1	XP_039308751.1
OG0006720	XP_037871790.1, XP_004927423.2	XP_011165522.2
OG0006721	XP_037869121.1	XP_011171450.1, XP_011171451.1
OG0006722	XP_004930214.1	XP_039308756.1, XP_011171737.1
OG0006723	XP_004932447.2	XP_011165305.1
OG0006724	XP_004933136.1	XP_011172003.1
OG0006726	XP_004929204.1	XP_011160250.1, XP_011160252.1
OG0006727	XP_021209000.2, XP_037871789.1	XP_011172051.1, XP_011172050.1
OG0006728	XP_037876895.1, XP_037876727.1	XP_011158718.2
OG0006729	XP_004933423.1	XP_025990624.1, XP_011171400.1
OG0006730	XP_037873498.1	XP_039306665.1
OG0006731	XP_004931749.1	XP_039312451.1
OG0006732	XP_037877448.1, XP_012544836.1, NP_001124360.1	XP_011164035.1
OG0006733	XP_037866425.1, XP_037866426.1	XP_025994450.1
OG0006734	XP_021208199.1	XP_011168153.2
OG0006735	XP_012550901.1	XP_011167244.1
OG0006736	XP_037866642.1	XP_025994441.1
OG0006737	XP_012548334.1	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	XP_037869177.1, XP_012549489.1	XP_011158763.1
OG0006740	XP_037866539.1	XP_039308504.1
OG0006741	XP_004933060.2	XP_025990760.1
OG0006743	XP_021205094.1	XP_011165379.1
OG0006745	XP_004931358.1	XP_039315010.1
OG0006746	XP_021204858.1	XP_025990677.2
OG0006749	XP_037875888.1	XP_025992966.1
OG0006750	XP_037876839.1	XP_039309345.1
OG0006751	XP_037866684.1	XP_039311216.1
OG0006752	XP_037875485.1	XP_025993852.1
OG0006754	XP_004933009.1	XP_025993452.2
OG0006761	XP_012551264.1	XP_011157711.2
OG0006773	XP_004922836.1	XP_011162526.2
OG0006776	XP_004924422.1	XP_025992137.1
OG0006780	XP_037874108.1	XP_011165688.1
OG0006782	XP_004930266.1	XP_011164955.1
OG0006788	XP_037866498.1	XP_039306784.1, XP_039306783.1
OG0006792	XP_037875836.1	XP_039314108.1
OG0006793	XP_037866713.1, NP_001166811.1	XP_025994007.1
OG0006798	NP_001040234.1	XP_025990007.1
OG0006799	NP_001040398.1	XP_025996658.1
OG0006800	NP_001037249.1	XP_011168715.1
