Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0006549	XP_004923340.1	XP_008188145.1, XP_008188146.1
OG0006551	XP_004925418.1	XP_008188294.1
OG0006552	XP_037866936.1	XP_008188299.1
OG0006553	XP_021206483.2	XP_008188561.2
OG0006554	XP_004925868.1	XP_008188736.1, XP_016658051.1
OG0006555	XP_004928539.1	XP_008188744.1
OG0006556	XP_012553089.1, NP_001037576.1	XP_008189342.1, XP_008189345.1
OG0006557	XP_004931169.2	XP_008189525.1, XP_029342554.1
OG0006558	XP_004924853.1	XP_008190020.1
OG0006559	XP_037871750.1	XP_008190197.1
OG0006560	XP_004923697.2	XP_029343318.1, XP_016655755.1
OG0006561	XP_004929436.1	XP_016655765.1
OG0006562	XP_004927103.1	XP_016655999.1
OG0006563	XP_004925070.1	XP_016656069.1, XP_016656067.1, XP_016656068.1
OG0006564	XP_037868946.1, XP_004932042.1, XP_012548923.1, XP_037875272.1, XP_037875271.1, XP_037871039.1, XP_004933112.1, XP_037873733.1, XP_037868505.1, XP_012548777.2, XP_037870087.1, XP_037868968.1, XP_037870362.1, XP_037876471.1, XP_012550124.2, XP_037868506.1, XP_012552633.2, XP_012547493.1, XP_037869594.1, XP_037868037.1	XP_016656285.1
OG0006565	XP_012545462.1, XP_012545455.1	XP_016656665.1
OG0006566	XP_012544099.1	XP_016656818.1
OG0006568	XP_004928627.1	XP_016657343.1
OG0006570	XP_012549735.1	XP_016658528.1
OG0006571	XP_037873484.1	XP_016658542.1
OG0006573	NP_001239603.1, XP_012546676.1	XP_016658857.1
OG0006574	XP_021206849.1	XP_016658943.1
OG0006575	XP_004930498.3	XP_016659241.1
OG0006576	XP_037872239.1	XP_016659350.1
OG0006577	XP_004929096.2	XP_016659351.1, XP_029346211.1
OG0006578	NP_001108471.1	XP_016659365.1
OG0006579	XP_004924104.1	XP_016659419.2
OG0006580	XP_004928459.2	XP_016659466.1
OG0006581	XP_012553052.3	XP_016659678.1
OG0006582	XP_004922095.2	XP_016660278.1
OG0006583	NP_001266413.1, XP_021207538.1	XP_016660283.2
OG0006584	XP_021204463.2	XP_016660296.1
OG0006585	XP_012550149.1, XP_004922420.1	XP_016660451.1
OG0006586	XP_004931874.1	XP_016660492.1
OG0006587	XP_004921822.1	XP_016660931.1
OG0006588	XP_012550922.2	XP_016661040.1
OG0006589	XP_037867891.1	XP_016661108.2
OG0006590	XP_021206841.1	XP_029341701.1, XP_016661118.1
OG0006591	XP_037868750.1	XP_016661440.1
OG0006592	XP_004925556.3	XP_016661734.1
OG0006593	XP_004921693.2	XP_016661801.1
OG0006594	XP_004921602.1	XP_029345567.1, XP_016661994.1
OG0006595	XP_037867058.1	XP_016662490.1
OG0006596	XP_004931923.2	XP_016662538.1, XP_016662539.1
OG0006597	XP_037872791.1, XP_037877265.1	XP_016662635.1
OG0006598	XP_037870437.1	XP_016662766.1
OG0006599	XP_037873048.1	XP_016662811.1
OG0006600	XP_037866483.1	XP_016662821.1
OG0006601	XP_012547626.1	XP_016663050.1
OG0006602	XP_037874699.1	XP_016663388.1
OG0006603	XP_004933203.2	XP_016663490.1
OG0006604	NP_001268818.1, XP_012550379.1	XP_016663568.1
OG0006605	XP_004931938.1	XP_016663620.1
OG0006606	XP_037867311.1	XP_016663809.1
OG0006607	XP_021208054.1	XP_016663812.1
OG0006608	XP_037873088.1	XP_016663861.1
OG0006609	XP_021202506.1	XP_016663864.1
OG0006610	XP_012552943.1	XP_016663928.1
OG0006611	XP_021209197.1	XP_016663975.1
OG0006612	XP_004924152.1, XP_037869675.1, XP_012544154.1	XP_016664430.1
OG0006614	XP_037867397.1	XP_029340929.1
OG0006615	XP_037870203.1	XP_029340964.1
OG0006616	XP_004925034.4	XP_029341407.1
OG0006617	XP_004928629.1	XP_029342012.1
OG0006618	XP_037872274.1	XP_029342868.1, XP_029342075.1
OG0006619	XP_012552866.1	XP_029342082.1
OG0006620	XP_037866842.1, XP_021207772.1	XP_029342174.1
OG0006621	XP_021207510.2	XP_029342207.1
OG0006622	XP_037876812.1	XP_029342525.1
OG0006623	NP_001040184.1	XP_029342571.1
OG0006624	XP_037874119.1	XP_029342782.1
OG0006625	XP_021203829.2	XP_029342955.1
OG0006626	XP_021206076.1	XP_029343123.1
OG0006627	XP_004925637.1	XP_029343299.1
OG0006628	NP_001040308.1	XP_029343420.1
OG0006629	XP_004926934.2	XP_029343530.1
OG0006630	NP_001165392.1, XP_037870177.1	XP_029343744.1
OG0006631	XP_037868764.1	XP_029343753.1
OG0006632	XP_004932371.1	XP_029343804.1
OG0006633	XP_037872084.1	XP_029344052.1
OG0006634	XP_004924790.1	XP_029344056.1
OG0006636	XP_004929520.1	XP_029344219.1
OG0006637	NP_001127728.1	XP_029344368.1
OG0006638	XP_037873064.1	XP_029344379.1
OG0006639	XP_021202837.2	XP_029344508.1
OG0006640	XP_037870207.1, XP_037870206.1	XP_029344533.1
OG0006641	XP_037872800.1	XP_029344632.1
OG0006642	XP_037870102.1	XP_029344647.1
OG0006643	NP_001093290.1	XP_029344657.1
OG0006644	XP_021207605.1	XP_029344759.1
OG0006645	XP_037877845.1	XP_029344827.1
OG0006646	XP_037875319.1, XP_037875324.1	XP_029344878.1
OG0006647	XP_004921853.1	XP_029344879.1
OG0006648	NP_001040300.1	XP_029345410.1
OG0006649	NP_001108472.1	XP_029345468.1
OG0006650	XP_012545057.3	XP_029345497.1
OG0006651	XP_037875249.1	XP_029345628.1
OG0006652	XP_012551361.2	XP_029345830.1
OG0006653	XP_037876738.1	XP_029345883.1
OG0006654	XP_004933123.2	XP_029345919.1
OG0006655	XP_012548793.1	XP_029346008.1
OG0006656	XP_037867270.1	XP_029346459.1
OG0006657	XP_021205234.1	XP_029346493.1
OG0006658	XP_004933505.3	XP_029346772.1
OG0006659	NP_001106135.1, XP_037869047.1	XP_029346780.1
OG0006660	XP_004926325.1	XP_029346826.1
OG0006661	XP_021205357.1	XP_029346975.1
OG0006662	XP_037870706.1	XP_029347060.1
OG0006663	XP_004927217.1	XP_029347080.1
OG0006664	XP_012548182.2, XP_012548181.2, XP_012548180.2	XP_029347086.1
OG0006665	XP_004931727.1	XP_029347314.1
OG0006666	XP_021203912.2	XP_029347420.1
OG0006667	XP_012551608.1	XP_029347494.1
OG0006668	XP_004927911.1	XP_029347624.1
OG0006669	XP_012547267.2, XP_012547270.2	XP_029348695.1
OG0006670	XP_021201893.2, XP_021201899.2	XP_029348704.1
OG0006671	XP_004926028.2	XP_029348716.1
OG0006798	NP_001040234.1	NP_001119640.2
OG0006799	NP_001040398.1	NP_001119667.1
OG0006800	NP_001037249.1	NP_001119668.1
OG0006801	XP_004922586.1	NP_001119673.1
OG0006802	NP_001077096.1	NP_001153822.1, NP_001280470.1
OG0006803	XP_012549002.1	NP_001153823.1
OG0006804	NP_001040344.1	NP_001153869.1
OG0006805	NP_001037646.1	NP_001155373.1
OG0006806	XP_004921720.1	NP_001155381.1
OG0006807	NP_001037227.1	NP_001155385.1
OG0006808	XP_004929409.1	NP_001155388.1
OG0006809	XP_021209025.1	NP_001155398.1
OG0006810	XP_004925472.2	NP_001155407.1
OG0006811	XP_004927481.1	NP_001155408.1
OG0006812	XP_004923294.1	NP_001155416.1
OG0006813	XP_004932586.1	NP_001155428.1
OG0006814	XP_004925710.1	NP_001155429.1
OG0006815	NP_001266320.1	NP_001155494.1
OG0006816	XP_012543998.1	NP_001155510.1
OG0006817	XP_021203162.1	NP_001155535.1, XP_008183560.1
OG0006818	XP_004924732.1	NP_001155552.1
OG0006819	XP_004931275.2	NP_001155559.1
OG0006820	XP_004927970.1	NP_001155573.1
OG0006821	XP_004932940.1	NP_001155590.1
OG0006822	XP_004930114.1	NP_001155615.1
OG0006823	XP_004925056.1	NP_001155641.1
OG0006824	NP_001040451.1	NP_001155650.1
OG0006825	NP_001040326.1	NP_001155675.1
OG0006826	NP_001119730.1	NP_001155676.1
OG0006827	XP_004930356.1	NP_001155688.1
OG0006828	NP_001129359.1	NP_001155697.1
OG0006829	NP_001108475.1	NP_001155723.1
OG0006830	XP_037870553.1	NP_001155730.1
OG0006831	NP_001296532.1	NP_001155738.1
OG0006832	XP_004923158.1	NP_001155784.1
OG0006833	XP_004928720.1	NP_001155792.1
OG0006834	XP_037871017.1	NP_001155799.1
OG0006835	XP_004929027.1	NP_001155808.1
OG0006836	XP_037870372.1	NP_001155831.1
OG0006837	XP_037875175.1	NP_001155906.1
OG0006838	XP_004921586.2	NP_001155929.1
OG0006839	XP_004924193.1	XP_016663016.1, NP_001156059.1
OG0006841	XP_004924804.2	NP_001156073.1
OG0006842	XP_004933146.1	NP_001156077.1
OG0006843	XP_004927918.1	NP_001156088.1, XP_008186450.1
OG0006844	NP_001040388.1	NP_001156090.1
OG0006845	XP_037874834.1	NP_001156114.1
OG0006847	NP_001093092.1	NP_001156136.1
OG0006848	NP_001093081.1, XP_037873764.1	NP_001156138.1
OG0006849	XP_004923949.1	NP_001156145.1
OG0006850	NP_001040458.1	NP_001156165.1
OG0006851	XP_012543791.1	NP_001156184.1
OG0006852	XP_037866788.1	NP_001156188.1
OG0006853	XP_004925077.1	NP_001156199.1
OG0006854	NP_001091813.1	NP_001156203.1
OG0006855	XP_012544339.1	NP_001156210.1
OG0006856	XP_004922939.1	NP_001156224.2
OG0006857	XP_004931963.2	NP_001156252.1
OG0006858	XP_004930138.1	NP_001156254.1
OG0006859	NP_001040478.1	NP_001156285.1
OG0006860	XP_004932562.1	NP_001156315.1
OG0006861	XP_004924424.1	NP_001156653.1
OG0006862	NP_001135959.1	NP_001156679.1
OG0006863	XP_037875974.1	NP_001156699.1
OG0006864	NP_001040479.1	NP_001156707.1
OG0006865	NP_001162053.1	NP_001161896.1
OG0006866	NP_001040437.1	NP_001165435.1
OG0006867	NP_001166738.1	NP_001165735.1
OG0006868	XP_004928625.2	NP_001165857.1
OG0006869	XP_004921995.1	NP_001191868.1
OG0006870	XP_004926155.1	NP_001191870.1
OG0006871	XP_004925550.1	NP_001191894.1
OG0006872	XP_004921538.3	NP_001191987.1
OG0006873	XP_037875675.1	NP_001192074.1, XP_008182087.1
OG0006874	XP_004931193.1	NP_001192092.1
OG0006875	XP_004921607.1	NP_001232934.1
OG0006876	XP_012548878.1, NP_001108474.1	NP_001232941.1
OG0006877	XP_004925191.3	NP_001232942.1, XP_008180433.1
OG0006878	XP_004928134.1	NP_001232963.1
OG0006879	XP_004927877.1	NP_001232969.1
OG0006880	NP_001139535.1, XP_012545246.1	NP_001232985.1
OG0006882	NP_001040219.1	NP_001233003.1
OG0006883	XP_004932323.1	NP_001233015.1, XP_008188381.1
OG0006884	NP_001040474.1	NP_001233016.1
OG0006885	XP_012552241.1	NP_001233018.1
OG0006887	XP_004924995.1	NP_001233041.1
OG0006888	NP_001040147.1	NP_001233048.1
OG0006890	XP_004929268.1	NP_001233060.1
OG0006891	XP_004925720.1	NP_001233085.1
OG0006892	XP_004922258.1	NP_001280291.1
OG0006893	NP_001036852.1, XP_021204931.1	NP_001280299.1
OG0006894	XP_004932523.1	NP_001280310.1
OG0006895	XP_037868453.1	NP_001280326.1
OG0006896	NP_001040434.1	NP_001280328.1
OG0006897	XP_004926125.1	NP_001280362.1
OG0006898	XP_004925361.3	NP_001280364.1
OG0006899	XP_004924524.1	NP_001280384.1
OG0006900	NP_001040297.1	NP_001280398.1
OG0006901	NP_001093268.1	XP_008182039.1, NP_001280421.1
OG0006902	XP_004929170.1	NP_001280455.1
OG0006903	NP_001243954.1	NP_001280466.1
OG0006904	XP_012551044.1	NP_001280476.1, XP_029342100.1
OG0006905	XP_012549003.2	NP_001280480.1
OG0006906	NP_001093287.1	NP_001280483.1
OG0006907	XP_004927852.1	NP_001280640.1
OG0006908	NP_001166703.1	NP_001313564.1
OG0006909	XP_004927589.1	NP_001313578.1
OG0006910	XP_037868804.1	XP_001942527.2
OG0006911	XP_004925481.1	XP_001942545.1
OG0006912	XP_004929279.1	XP_001942566.2
OG0006913	XP_037873553.1	XP_016663532.1, XP_001942698.3
OG0006914	XP_004933405.1	XP_001942717.1
OG0006915	NP_001239601.1, XP_037877252.1	XP_001942795.1
OG0006916	XP_012550767.2	XP_003247172.1, XP_001942811.1
OG0006917	XP_004927604.1	XP_001942837.1
OG0006918	XP_004925700.1	XP_001942897.1
OG0006919	XP_012549793.1	XP_001942911.2
OG0006920	XP_004932924.1	XP_001942954.2
OG0006921	XP_004928876.1	XP_001942963.2
OG0006922	XP_037869023.1	XP_001942992.1
OG0006923	XP_037871815.1	XP_001943057.1
OG0006925	XP_004923560.1	XP_001943068.1
OG0006926	XP_037872106.1, NP_001104820.1	XP_001943091.2, XP_003245432.1
OG0006927	XP_037871478.1	XP_001943100.1
OG0006928	XP_012553050.1	XP_001943169.2
OG0006929	XP_021207468.1	XP_001943196.1
OG0006930	XP_004925205.2	XP_001943197.1
OG0006931	XP_004928361.1	XP_001943217.1
OG0006932	XP_004927541.1	XP_001943237.4
OG0006933	XP_004930452.1	XP_001943328.1
OG0006934	XP_021202161.2	XP_008181423.1, XP_001943346.2
OG0006935	NP_001040233.1	XP_001943349.1
OG0006936	XP_004928146.3, XP_037873172.1	XP_001943355.3
OG0006937	XP_004922454.1	XP_001943410.1
OG0006938	XP_012548676.1	XP_001943432.2
OG0006939	XP_004929460.2, XP_037870349.1	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2
OG0006940	XP_021207854.1	XP_001943446.1
OG0006941	XP_037873326.1	XP_001943447.1
OG0006942	XP_004925325.2	XP_001943543.2
OG0006943	XP_004931026.1	XP_001943579.1
OG0006944	XP_021205314.1	XP_001943596.1
OG0006945	XP_021207806.2	XP_001943618.2
OG0006946	XP_012550517.2	XP_001943619.1
OG0006947	XP_037873448.1	XP_001943691.1
OG0006949	XP_021207401.2	XP_001943838.2
OG0006950	XP_004922074.1	XP_001943854.1
OG0006951	XP_004924305.2	XP_001943855.1
OG0006952	NP_001036848.1	XP_001943874.1
OG0006953	XP_037867488.1	XP_001943877.2
OG0006954	XP_012546225.3	XP_001943883.2
OG0006955	XP_004932941.2	XP_001943884.1
OG0006956	NP_001093077.1	XP_001943982.1
OG0006957	XP_004933582.2	XP_001944012.3
OG0006958	XP_004924362.1	XP_001944046.2
OG0006959	XP_012550522.2	XP_001944049.2
OG0006960	NP_001040354.1	XP_001944073.2
OG0006961	XP_037876759.1	XP_001944078.1
OG0006962	XP_037872416.1	XP_001944084.1
OG0006963	XP_012552001.2	XP_001944117.1, XP_008186067.1, XP_016662386.1
OG0006965	XP_004923664.1	XP_001944165.3, XP_016656194.1
OG0006966	NP_001040240.1	XP_001944182.1
OG0006967	XP_021206539.2	XP_016660275.1, XP_001944209.2
OG0006968	XP_012548475.1	XP_001944227.2, XP_008185430.1
OG0006969	XP_004922000.1	XP_001944304.1
OG0006970	XP_037871300.1	XP_001944338.2
OG0006971	XP_004931977.2	XP_001944426.2
OG0006972	XP_037870884.1	XP_001944432.2
OG0006973	XP_004925423.1	XP_001944470.1
OG0006974	XP_021203634.1	XP_001944483.2
OG0006975	XP_037872745.1	XP_001944622.3
OG0006976	XP_012549036.2	XP_001944698.3
OG0006977	XP_004924241.1	XP_001944724.2
OG0006978	XP_004927540.2	XP_001944727.1
OG0006979	XP_037877098.1	XP_001944757.2
OG0006980	XP_004925527.1	XP_001944776.2
OG0006981	XP_037876579.1	XP_001944836.2
OG0006983	XP_037869574.1	XP_001944883.2
OG0006985	XP_021207273.2	XP_001944966.2
OG0006986	XP_037873541.1	XP_001944991.2
OG0006987	XP_037870638.1	XP_001945003.1
OG0006988	XP_004923973.1	XP_001945024.1
OG0006990	XP_037870412.1	XP_001945046.2
OG0006991	XP_037869278.1	XP_001945072.1
OG0006993	XP_037868341.1	XP_001945124.2
OG0006994	XP_004932244.1	XP_001945135.1
OG0006995	XP_012551710.2	XP_001945138.1
OG0006996	XP_004923291.1	XP_001945162.1
OG0006998	XP_004924229.1	XP_001945320.1
OG0006999	XP_004926906.1	XP_001945386.2
OG0007000	XP_012553356.1	XP_001945409.2, XP_016660019.1, XP_016660017.1
OG0007001	XP_037875343.1	XP_001945459.1
OG0007002	XP_037869242.1	XP_001945624.2
OG0007003	XP_004925739.1	XP_001945685.2
OG0007004	XP_004925575.1	XP_001945841.2
OG0007005	XP_037869330.1	XP_001945881.1
OG0007006	XP_004924654.1	XP_001945895.2
OG0007009	NP_001296555.1	XP_001945994.2
OG0007010	XP_037868344.1	XP_001946036.2
OG0007011	XP_004928406.1	XP_001946040.2
OG0007012	XP_012544578.3	XP_001946043.2
OG0007013	XP_004929424.1	XP_001946051.1
OG0007014	XP_004924832.1	XP_001946059.2
OG0007015	XP_037874559.1, XP_037874588.1	XP_001946082.2
OG0007016	XP_004931420.2	XP_001946118.2
OG0007017	XP_037873526.1	XP_001946184.1
OG0007018	NP_001296558.1	XP_001946221.1
OG0007019	XP_021207501.2	XP_001946402.2
OG0007020	XP_004926365.3	XP_001946406.1
OG0007022	XP_012550344.1	XP_001946423.2
OG0007023	XP_004924869.1	XP_001946427.2
OG0007024	XP_004926895.2	XP_001946447.2
OG0007025	XP_012546503.1	XP_001946458.1
OG0007026	XP_004928340.1	XP_001946466.2
OG0007027	XP_037869094.1	XP_001946527.2
OG0007028	XP_012547460.1	XP_001946546.2
OG0007029	XP_037867873.1	XP_001946583.2
OG0007030	XP_004922469.1	XP_001946695.2
OG0007031	XP_021202890.2	XP_001946697.2
OG0007032	NP_001274759.1	XP_001946744.2, XP_016663817.1
OG0007033	XP_037866681.1	XP_001946761.2
OG0007034	NP_001129364.1, XP_012552764.1	XP_001946857.2
OG0007035	XP_037875517.1	XP_001946925.1
OG0007036	XP_004926206.1	XP_001946968.2
OG0007038	XP_004922910.1	XP_001947063.1
OG0007039	XP_021206382.2	XP_001947092.2
OG0007040	XP_037867050.1	XP_001947114.2
OG0007041	XP_004926518.1	XP_001947212.1
OG0007042	XP_004928207.2	XP_001947234.1, XP_016661436.1
OG0007043	XP_004932440.1	XP_001947278.2
OG0007044	XP_037866487.1	XP_001947280.1
OG0007045	XP_004931973.2	XP_001947310.2
OG0007046	XP_021206812.1	XP_003247424.1, XP_001947358.2
OG0007047	XP_037876961.1	XP_001947417.2
OG0007048	XP_037870051.1	XP_029348026.1, XP_029348027.1, XP_008187955.2, XP_001947508.1
OG0007049	XP_037871181.1	XP_001947557.2, XP_003240736.1
OG0007050	XP_037873675.1	XP_001947581.1
OG0007051	XP_037874856.1	XP_001947627.2
OG0007052	XP_004932125.1	XP_001947638.1
OG0007053	XP_037867429.1	XP_001947642.2
OG0007054	XP_004923430.1	XP_001947667.2
OG0007055	XP_004929058.2	XP_001947770.2
OG0007056	XP_037872287.1	XP_001947790.2
OG0007057	XP_037875498.1	XP_001947892.2
OG0007058	XP_021204275.1	XP_001947913.2
OG0007059	NP_001077078.1	XP_001947923.1
OG0007060	XP_021205868.1	XP_001947931.2
OG0007061	XP_037875198.1	XP_001947975.1
OG0007062	XP_012551174.2	XP_001948008.1
OG0007064	XP_021204636.1	XP_001948131.1
OG0007065	XP_004923868.1	XP_003247083.1, XP_001948136.3
OG0007066	NP_001177769.1	XP_001948151.2
OG0007067	NP_001037054.1	XP_001948247.2
OG0007068	XP_012552256.1	XP_001948332.1
OG0007070	XP_037869986.1	XP_001948353.2
OG0007071	XP_004930342.1	XP_001948355.1
OG0007072	XP_004924885.2	XP_001948478.1
OG0007073	XP_037871706.1	XP_001948491.2
OG0007074	XP_012545250.1	XP_001948539.2
OG0007075	XP_012551503.2	XP_001948551.2
OG0007076	XP_004921742.1	XP_001948566.1
OG0007077	XP_004921725.1	XP_001948576.2
OG0007078	XP_004925107.1	XP_001948613.1
OG0007079	NP_001188363.1, XP_012552960.1	XP_001948615.1
OG0007080	XP_037874435.1	XP_001948659.2
OG0007081	XP_004923443.1	XP_001948716.2
OG0007082	XP_037874805.1	XP_001948723.2
OG0007083	XP_004933029.1	XP_001948731.2
OG0007084	XP_012552367.2	XP_001948782.1
OG0007085	XP_012548821.1	XP_001948865.2
OG0007086	XP_004921601.2	XP_001948871.2
OG0007087	XP_004923105.3	XP_001948900.2
OG0007088	NP_001266403.1	XP_001948937.1
OG0007089	XP_012543783.1	XP_001949062.2
OG0007090	XP_021201841.1	XP_001949074.1
OG0007091	XP_004929307.1	XP_001949296.2
OG0007092	XP_037875162.1	XP_001949304.1
OG0007093	XP_004921624.1	XP_001949317.1
OG0007094	XP_004927178.1	XP_001949319.1
OG0007095	XP_021202446.1	XP_001949339.2
OG0007096	XP_004928543.1	XP_001949348.1
OG0007097	XP_021204471.1	XP_001949357.1
OG0007098	XP_037871084.1	XP_001949369.1
OG0007099	XP_004933683.1	XP_001949454.1
OG0007100	XP_012544028.1	XP_001949468.2
OG0007101	XP_037868204.1	XP_001949481.1
OG0007102	XP_004932171.1	XP_001949545.2
OG0007103	XP_004925218.1	XP_001949577.1
OG0007104	NP_001037003.1	XP_001949588.1
OG0007105	XP_004924090.1	XP_001949596.2
OG0007106	XP_004929858.1	XP_001949645.1
OG0007107	XP_021205571.1	XP_001949750.1
OG0007108	XP_004929110.1	XP_001949864.2
OG0007109	XP_004927948.2	XP_001949877.1
OG0007110	XP_004930611.1	XP_001949913.2
OG0007112	XP_004930049.1	XP_001950107.2
OG0007113	XP_037866899.1	XP_001950126.1
OG0007114	XP_004930478.1	XP_008188954.1, XP_001950154.1
OG0007115	XP_021201998.2	XP_001950170.1
OG0007116	XP_004924836.1	XP_001950189.1
OG0007117	XP_037869785.1	XP_001950200.2
OG0007118	NP_001091820.2	XP_001950215.1
OG0007119	XP_037870860.1	XP_001950234.3
OG0007120	XP_004930728.1	XP_001950245.2
OG0007121	NP_001040525.1	XP_001950254.2
OG0007122	XP_004921564.1	XP_001950342.2
OG0007123	XP_004928631.2	XP_001950354.2
OG0007124	XP_004928328.1	XP_001950389.2
OG0007125	NP_001296538.1	XP_001950419.1
OG0007126	XP_004931968.1	XP_001950464.1
OG0007127	XP_037876888.1	XP_001950506.1
OG0007128	XP_037875648.1	XP_001950534.1
OG0007129	XP_037869934.1	XP_001950641.3
OG0007130	NP_001036957.1	XP_001950745.1
OG0007131	XP_004932483.1	XP_001950773.1
OG0007132	XP_004933592.1	XP_001950801.2
OG0007133	XP_004924645.2	XP_001950841.1
OG0007134	NP_001157381.1	XP_001950907.1
OG0007135	XP_012553435.2	XP_001950927.1
OG0007136	XP_012545811.2	XP_001951013.1
OG0007137	NP_001037126.1	XP_001951042.1
OG0007138	NP_001037356.1	XP_001951061.1
OG0007139	XP_037877861.1	XP_001951085.1
OG0007140	XP_004931733.2	XP_001951091.1
OG0007141	XP_021209144.1	XP_001951095.1
OG0007142	XP_021208033.1	XP_001951142.1
OG0007143	XP_037877663.1	XP_001951205.1
OG0007144	XP_004930732.1	XP_001951254.1
OG0007145	XP_012550526.1	XP_001951262.1
OG0007146	XP_012552478.1	XP_001951271.1
OG0007147	XP_021207164.1	XP_001951294.2
OG0007148	XP_021207926.1	XP_001951360.1
OG0007149	XP_021206571.2	XP_001951383.1
OG0007150	XP_004926377.1	XP_001951476.1
OG0007151	XP_004929216.2	XP_001951482.1
OG0007152	XP_004923292.1	XP_001951503.1
OG0007153	XP_004932950.1	XP_001951507.1
OG0007154	XP_004925878.1	XP_001951514.1
OG0007155	XP_004924304.1	XP_001951545.1
OG0007156	XP_004932146.1	XP_001951584.1
OG0007158	XP_037877154.1	XP_001951716.2
OG0007159	XP_004929309.2	XP_001951734.1
OG0007161	NP_001136223.1	XP_001951787.1
OG0007162	XP_037873291.1	XP_001951809.1
OG0007163	XP_037870241.1	XP_001951879.1
OG0007164	XP_004921749.1	XP_001951891.1
OG0007165	XP_037871806.1	XP_001952015.2
OG0007166	XP_004929822.2	XP_001952072.2
OG0007168	XP_004930208.1	XP_001952116.1
OG0007169	XP_004927480.1	XP_001952124.2
OG0007170	XP_012545290.1	XP_001952199.1, XP_029344098.1
OG0007171	XP_004931953.3	XP_001952215.1
OG0007172	XP_012548761.1, XP_021205949.1	XP_001952225.1
OG0007173	NP_001037632.1	XP_001952236.1
OG0007174	NP_001037593.1	XP_001952242.1
OG0007175	XP_004933556.1	XP_001952286.2, XP_016664855.2
OG0007176	NP_001266310.1	XP_001952338.1
OG0007177	XP_037870204.1, NP_001091768.1	XP_001952396.1
OG0007178	XP_004925537.1	XP_001952417.2
OG0007179	XP_037869363.1	XP_001952428.2
