Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0006726	XP_006559371.1	NP_609327.3
OG0006728	XP_006568260.1	NP_001096908.1
OG0006729	XP_396090.2	NP_611531.2
OG0006731	XP_026299646.1	NP_609190.2
OG0006732	XP_001122204.2	NP_610434.1
OG0006733	XP_026296319.1, NP_001229507.1	NP_609564.1
OG0006734	XP_016770454.2	NP_608979.2
OG0006735	XP_006563992.1	NP_001284725.1
OG0006736	XP_016771882.1	NP_001260188.1
OG0006737	XP_026295204.1	NP_609193.1
OG0006739	NP_001229912.1, XP_006565897.2	NP_001286748.1
OG0006740	XP_623918.4	NP_611642.2
OG0006741	XP_006560152.2	NP_001036740.2
OG0006742	XP_006570387.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_393106.4	NP_651085.2
OG0006744	XP_026302053.1	NP_001261340.1
OG0006745	XP_006563630.1	NP_649211.1
OG0006746	XP_624420.3	NP_001261799.1
OG0006747	XP_001122154.3	NP_648204.1
OG0006748	XP_003249929.1	NP_001097901.2, NP_001189279.1, NP_001097900.2
OG0006749	XP_006571326.2	NP_523705.2, NP_612571.1
OG0006750	XP_026301495.1	NP_524048.2
OG0006751	XP_016771378.2	NP_001260992.1
OG0006752	XP_026300126.1	NP_001097174.1
OG0006753	XP_026300732.1	NP_725497.1
OG0006754	XP_006560031.3	NP_651223.2
OG0006757	XP_001120244.1	NP_651129.1, NP_788549.1
OG0006760	XP_026297363.1, NP_001011576.1	NP_001262493.1
OG0006762	NP_001135908.1, XP_006557270.1	NP_001247238.1, NP_731779.1, NP_524342.3
OG0006768	XP_001122875.1	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1
OG0006779	XP_006572091.1	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2
OG0006782	XP_016767801.2	NP_511146.2
OG0006786	XP_026298615.1, XP_026298752.1	NP_649750.1
OG0006790	XP_026300489.1	NP_610871.1
OG0006792	XP_026301354.1	NP_611101.1
OG0006798	XP_006565317.1	NP_001246276.1
OG0006799	XP_006570969.1	NP_609142.1, NP_001036353.1
OG0006800	XP_001121282.3	NP_001188691.1
OG0006801	XP_394680.3	NP_652014.1
OG0006802	XP_397475.2	NP_649645.1
OG0006803	XP_026297767.1	NP_001014599.2
OG0006804	XP_393294.2	NP_524328.1
OG0006805	XP_393914.1	NP_511058.1
OG0006806	XP_016769230.1	NP_728489.2
OG0006807	XP_392812.2	NP_523813.1
OG0006808	XP_026296237.1	NP_723327.1
OG0006809	XP_026300889.1	NP_649089.2
OG0006810	XP_625206.1	NP_649202.1
OG0006811	XP_006563749.1	NP_001260339.1
OG0006812	XP_006566799.1	NP_524180.1
OG0006813	XP_393995.1	NP_649243.1
OG0006814	XP_026298454.1	NP_650961.2
OG0006815	XP_393902.1	NP_001036720.1
OG0006816	XP_006564093.1	NP_610024.1
OG0006817	XP_026298171.1	NP_001285512.1
OG0006818	XP_026297680.1	NP_523923.1
OG0006819	XP_624971.1	NP_524284.1
OG0006820	XP_001121462.1	NP_001260563.1
OG0006821	XP_395122.1	NP_648880.1
OG0006822	XP_016772679.1	NP_725343.1
OG0006823	XP_016768331.1	NP_001246059.1
OG0006824	XP_625098.1	NP_001287182.1
OG0006825	XP_624330.3	NP_001097372.1
OG0006826	NP_001090623.1	NP_788764.1
OG0006827	XP_396159.2	NP_609086.1
OG0006828	XP_001121985.1	NP_649641.1
OG0006829	XP_016773166.1	NP_001287013.1
OG0006830	XP_016767343.2	NP_648351.1
OG0006831	XP_392037.1	NP_524104.2
OG0006832	XP_624378.1	NP_523817.1
OG0006833	XP_006565002.1	NP_001260735.1
OG0006834	XP_003249688.1	NP_648500.1
OG0006835	XP_006559497.1	NP_725106.1
OG0006836	XP_006558739.1	NP_609789.1
OG0006838	XP_001120148.2	NP_001285012.1
OG0006839	XP_625181.4	NP_001033848.1, NP_608634.1
OG0006840	XP_001121541.1	NP_001287192.1
OG0006841	XP_624109.1	NP_001163644.1
OG0006842	XP_625157.2	NP_001285334.1
OG0006843	XP_006559119.1	NP_001286407.1
OG0006844	XP_624836.1	NP_477419.1
OG0006845	XP_001120359.2	NP_647981.1
OG0006846	XP_001121893.2	NP_001027074.1
OG0006847	XP_395163.2	NP_524115.1
OG0006848	XP_392156.2	NP_572354.1
OG0006850	XP_624282.1	NP_650067.1
OG0006851	XP_026295577.1	NP_001286784.1
OG0006852	XP_006564915.1	NP_651660.1
OG0006854	XP_006558384.1	NP_524586.1
OG0006855	XP_016769781.1	NP_608895.1
OG0006856	XP_392127.1	NP_609949.1
OG0006857	XP_397213.2	NP_788610.1
OG0006858	XP_001121371.2	NP_523785.2
OG0006859	XP_624801.1	NP_651972.1
OG0006860	XP_003249659.1	NP_649184.1
OG0006861	XP_006564883.1	NP_611065.1
OG0006862	XP_623456.1	NP_572390.1
OG0006863	XP_006570991.1	NP_001188867.1
OG0006864	NP_001229473.1	NP_611695.1
OG0006865	NP_001161897.1	NP_477080.1
OG0006867	NP_001161365.1	NP_651829.1
OG0006868	NP_001165849.1	NP_609339.1
OG0006869	XP_393962.3	NP_650470.1
OG0006870	XP_001121593.3	NP_651118.1
OG0006871	XP_623274.2	NP_722456.1
OG0006872	XP_623429.3	NP_001260069.1
OG0006874	XP_016769032.1	NP_001247368.1
OG0006875	XP_393466.2	NP_648027.3
OG0006877	XP_624118.1	NP_001285699.1
OG0006878	XP_001121911.1	NP_001285170.1
OG0006879	XP_623160.1	NP_001246480.1
OG0006880	XP_624506.1	NP_650954.1
OG0006881	XP_026298562.1	NP_001138075.1
OG0006882	XP_001121144.1	NP_609926.1
OG0006884	XP_003251281.1	NP_001286868.1
OG0006885	XP_393829.3	NP_001260836.2
OG0006886	XP_006564616.1	NP_611840.1
OG0006887	XP_016773517.2	NP_610547.1
OG0006888	XP_393973.2	NP_524910.1
OG0006890	XP_624879.1	NP_609936.1
OG0006891	XP_016767520.1	NP_524032.2
OG0006892	XP_624325.2	NP_523893.1
OG0006893	XP_016770294.1	NP_001189308.1
OG0006894	XP_394359.2	NP_611686.2
OG0006895	XP_394753.2	NP_536733.1
OG0006896	XP_393085.2	NP_001259877.1
OG0006897	XP_001122074.3	NP_001262986.1
OG0006898	XP_026295160.1	NP_610737.1
OG0006899	XP_624820.3	NP_651331.1
OG0006900	XP_001122972.1	NP_001259892.1
OG0006901	XP_001120636.1	NP_001285438.1
OG0006902	XP_006566420.1	NP_524940.1
OG0006903	XP_393347.3	NP_572170.1
OG0006905	XP_006571254.1	NP_001189105.1
OG0006906	XP_396465.2	NP_648409.1
OG0006907	XP_006559684.2	NP_001350856.1
OG0006908	XP_026296145.1	NP_651529.2
OG0006909	XP_026300766.1	NP_650865.1
OG0006910	XP_006557398.1	NP_001097963.1
OG0006911	XP_026297969.1	NP_610702.1
OG0006912	XP_026298460.1	NP_723735.2
OG0006913	XP_026296669.1	NP_001262769.1
OG0006914	XP_396187.2	NP_610670.2
OG0006916	XP_016767158.1	NP_609981.1
OG0006917	XP_016770530.1	NP_573099.1
OG0006918	XP_394559.1	NP_476886.1
OG0006919	XP_006557352.1	NP_001033932.2
OG0006920	XP_026294890.1	NP_477145.1
OG0006921	XP_006568187.1	NP_573128.2
OG0006922	XP_006563429.1	NP_648439.1
OG0006923	XP_003250475.1	NP_001368991.1
OG0006924	XP_001120832.2	NP_611871.2
OG0006925	XP_392660.2	NP_524450.2
OG0006927	XP_006565093.1	NP_524776.1
OG0006928	XP_006558688.2	NP_001368954.1
OG0006929	XP_026298096.1	NP_001262456.1
OG0006930	XP_016769342.2	NP_651857.2
OG0006931	XP_396873.2	NP_001285095.1
OG0006932	XP_006563593.1	NP_609209.2
OG0006933	XP_006569305.1	NP_610169.1
OG0006934	XP_026300085.1	NP_651044.1
OG0006935	XP_392639.1	NP_726243.1
OG0006936	XP_006564964.1	NP_001188848.1, NP_649978.2
OG0006937	XP_006558326.1	NP_001287400.1
OG0006938	XP_016767184.1	NP_001259806.1
OG0006940	XP_393989.4	NP_525099.3
OG0006941	XP_003250708.2	NP_647798.1
OG0006943	XP_026298922.1	NP_649512.1
OG0006944	XP_006568545.1	NP_727785.1
OG0006945	XP_016772712.1	NP_542443.4
OG0006946	XP_006567646.2	NP_001287052.1
OG0006948	XP_001123357.1	NP_001286684.1
OG0006949	XP_026299440.1	NP_001260196.1
OG0006950	XP_625196.1	NP_651079.2
OG0006951	XP_392569.2	NP_001188706.1
OG0006952	NP_001229449.1	NP_524834.2
OG0006953	XP_006558167.2	NP_650554.3
OG0006954	XP_026298405.1	NP_001097646.1
OG0006955	XP_006569243.1	NP_996147.1
OG0006956	XP_392330.1	NP_611693.1
OG0006957	XP_001119966.1	NP_726006.3
OG0006958	XP_391869.3	NP_611961.1
OG0006959	XP_026299698.1	NP_652607.1
OG0006960	XP_624522.1	NP_001036597.1
OG0006961	XP_026301462.1	NP_001284813.1
OG0006962	XP_392325.1	NP_524212.2
OG0006964	XP_396270.5	NP_001261957.1, NP_730182.1
OG0006965	XP_395464.3	NP_001259286.1
OG0006966	XP_016768757.2	NP_001261722.1
OG0006968	XP_006563668.1	NP_001036460.1
OG0006969	XP_026298160.1	NP_524894.1
OG0006970	XP_001121774.2	NP_733329.1
OG0006971	XP_006559546.1	NP_001163786.1
OG0006972	XP_395743.3	NP_001285589.1
OG0006973	XP_006559868.1	NP_569954.1
OG0006974	XP_026300694.1	NP_650486.1
OG0006975	XP_006563004.2	NP_650542.1
OG0006976	XP_001121110.2	NP_476710.2
OG0006979	XP_003251399.1	NP_609738.1
OG0006980	XP_016771111.2	NP_729983.1
OG0006981	XP_003251217.1	NP_001259941.1
OG0006983	XP_006568404.1	NP_001261373.1
OG0006984	XP_006571644.1	NP_001286565.1
OG0006985	XP_026296008.1	NP_001286577.1
OG0006986	XP_006571573.2	NP_001284797.1
OG0006987	XP_026297936.1	NP_001286807.1
OG0006988	XP_006570274.1	NP_001286070.1
OG0006990	XP_006567290.1	NP_723971.1
OG0006991	XP_016766753.1	NP_609305.1
OG0006992	XP_395172.2	NP_477502.1
OG0006993	XP_026302078.1	NP_610642.2
OG0006994	XP_393007.1	NP_523910.1
OG0006995	XP_026296320.1, NP_001012645.1	NP_001036711.1
OG0006996	XP_006563068.1	NP_650704.1
OG0006998	XP_003250109.1	NP_609370.2
OG0006999	XP_016770896.2	NP_476593.2
OG0007000	XP_006557334.2	NP_001246950.1
OG0007001	XP_623247.1	NP_649318.1
OG0007002	XP_006568663.1	NP_001303402.1
OG0007003	XP_395865.5	NP_001163721.1
OG0007004	XP_394455.4	NP_608841.1
OG0007005	XP_623765.3	NP_573239.1
OG0007006	XP_625143.2	NP_001137996.2
OG0007007	XP_001121187.2	NP_524596.1
OG0007008	XP_016771436.2	NP_573026.1
OG0007009	XP_001120958.2	NP_524939.1
OG0007010	XP_006561302.1	NP_001259381.1
OG0007012	XP_026295974.1	NP_611862.1
OG0007013	XP_003249380.1	NP_723549.1
OG0007014	XP_623732.1	NP_001259837.1
OG0007015	XP_026297481.1	NP_001096864.1
OG0007016	XP_392346.4	NP_648755.1
OG0007017	XP_396937.4	NP_610048.2
OG0007018	XP_395584.4	NP_001015187.2
OG0007020	XP_006560719.1	NP_647737.1
OG0007021	XP_026295229.1	NP_001261795.1
OG0007022	XP_623870.2	NP_650431.1
OG0007023	XP_016767927.1	NP_609607.1
OG0007024	XP_006559878.1	NP_477271.1
OG0007025	XP_006572272.1	NP_650520.1
OG0007026	XP_624153.3	NP_001162645.1
OG0007027	XP_397094.2	NP_649129.1
OG0007028	XP_006571147.1	NP_647901.1
OG0007029	XP_006566725.1	NP_001163639.1
OG0007030	XP_394033.1	NP_652724.1
OG0007031	XP_392703.4	NP_001246473.1
OG0007032	XP_016768245.1	NP_001246256.1
OG0007033	XP_006571706.1	NP_001260200.1
OG0007035	XP_006563841.1	NP_608521.1
OG0007036	XP_006569667.1	NP_477432.3
OG0007037	XP_006566230.1	NP_001137648.1, NP_611151.1
OG0007038	XP_625224.4	NP_611363.2
OG0007039	XP_026301035.1	NP_610292.2
OG0007040	XP_026299196.1	NP_476946.1
OG0007041	XP_624477.3	NP_001104452.1
OG0007043	XP_006566268.1	NP_477242.1
OG0007044	XP_006566404.2	NP_648247.1
OG0007045	XP_026301566.1	NP_651182.2
OG0007046	XP_006571710.1	NP_001261051.1
OG0007047	XP_006566036.1	NP_001033884.2
OG0007048	XP_016772084.2	NP_650457.2
OG0007049	XP_006568944.2	NP_001369036.1
OG0007050	XP_016767286.1	NP_611080.1
OG0007051	XP_006559444.2	NP_001260871.1
OG0007052	XP_396848.4	NP_609452.1
OG0007053	XP_006562731.1	NP_001262893.1
OG0007054	XP_026301107.1	NP_001263142.1
OG0007055	XP_026298128.1	NP_001259133.1
OG0007056	XP_006560698.2	NP_001285218.1
OG0007057	XP_026301300.1	NP_610997.1
OG0007058	XP_006572582.2	NP_648787.2
OG0007059	XP_393885.1	NP_523403.2
OG0007060	XP_026300114.1	NP_001262717.1
OG0007061	XP_392862.3	NP_001163511.1
OG0007062	XP_393509.2	NP_650401.1
OG0007063	XP_001122369.1	NP_611008.2
OG0007064	XP_393377.4	NP_477039.1
OG0007065	XP_395371.3	NP_001285509.1
OG0007066	XP_026295881.1	NP_609058.2
OG0007067	XP_623438.1	NP_001262000.1
OG0007068	XP_026298555.1, XP_026298551.1	NP_001259972.1
OG0007070	XP_026298507.1	NP_001303376.1
OG0007071	XP_392288.1	NP_477416.1
OG0007072	XP_003251260.2	NP_649072.1
OG0007073	XP_026300723.1	NP_001286637.1
OG0007074	XP_006567757.1	NP_573119.1
OG0007075	XP_001123155.2	NP_001097002.1
OG0007076	XP_393713.3	NP_524757.1
OG0007077	XP_394075.2	NP_650955.1
OG0007078	XP_394865.3	NP_001286617.1
OG0007079	XP_001121316.2	NP_524199.1
OG0007080	XP_026300767.1	NP_610761.2
OG0007081	XP_006569721.1	NP_001261138.1
OG0007082	XP_624074.1	NP_648944.1
OG0007083	XP_001120416.2	NP_476708.1
OG0007084	XP_026297348.1	NP_524764.1
OG0007085	XP_003251601.2	NP_524107.2
OG0007086	XP_623289.1	NP_610928.1
OG0007087	XP_026298532.1	NP_524071.2
OG0007088	XP_395614.3	NP_651601.1
OG0007089	XP_006571438.1	NP_001246428.1
OG0007090	XP_006562769.1	NP_001163531.1
OG0007091	XP_395623.2	NP_650459.1
OG0007092	XP_006565309.1	NP_652063.1
OG0007093	XP_623363.1	NP_611113.1
OG0007094	XP_006567524.1	NP_001262001.1
OG0007095	XP_006570066.1	NP_524549.1
OG0007096	XP_016766793.2	NP_001027032.1
OG0007097	XP_392087.3	NP_001262804.1
OG0007098	XP_006570768.1	NP_001259946.1
OG0007099	XP_006559529.1	NP_610000.1
OG0007100	XP_026298015.1	NP_001162899.1
OG0007101	XP_016767630.1	NP_648819.2
OG0007102	XP_396096.4	NP_573075.1, NP_611459.1
OG0007103	XP_006558513.3	NP_001285190.1
OG0007104	XP_006563745.1	NP_001097249.1
OG0007105	XP_016767905.1	NP_001287545.1
OG0007106	XP_001121426.2	NP_612112.1
OG0007107	XP_623745.2	NP_650111.3
OG0007108	XP_006568868.2	NP_649777.1
OG0007109	XP_006559464.1	NP_001246599.1
OG0007110	XP_623486.1	NP_650128.1
OG0007111	XP_392295.3	NP_001259457.1
OG0007112	XP_624047.2	NP_612045.1
OG0007113	XP_026297751.1, NP_001229484.1	NP_001097853.1
OG0007115	XP_016769149.1	NP_725369.1
OG0007116	XP_006560985.1	NP_001027109.2
OG0007117	XP_001120297.2	NP_001262220.1
OG0007118	XP_624661.1	NP_648205.1
OG0007119	XP_026298027.1	NP_524737.2
OG0007120	XP_006563491.1	NP_001246323.1
OG0007121	XP_006566986.1	NP_001259175.1
OG0007122	XP_396976.2	NP_609999.2
OG0007123	XP_394446.4	NP_001097549.1
OG0007124	XP_392877.1	NP_001259172.1
OG0007125	XP_396658.3	NP_001246856.1
OG0007126	XP_393863.3	NP_001014589.1
OG0007127	XP_006558856.1	NP_609237.1
OG0007128	XP_006571390.1	NP_001259621.1
OG0007129	XP_026299008.1	NP_648489.1
OG0007130	XP_006567267.1	NP_477354.1
OG0007131	XP_026299494.1	NP_001036375.2
OG0007132	XP_016771903.2	NP_609151.2
OG0007133	XP_016769720.1	NP_996213.1
OG0007134	XP_006569897.2	NP_608525.1
OG0007135	XP_006564003.1	NP_610760.1
OG0007136	XP_392327.4	NP_726175.3
OG0007137	XP_624821.1	NP_524316.1
OG0007138	XP_016773364.2	NP_524364.2
OG0007139	XP_006560452.1	NP_001246108.1
OG0007140	XP_623891.2	NP_001303371.1
OG0007142	XP_026297547.1	NP_647880.1
OG0007143	XP_006563059.1	NP_572836.1
OG0007144	XP_625119.1	NP_652555.1
OG0007145	XP_624319.1	NP_723789.2
OG0007146	XP_395811.2	NP_651978.2
OG0007147	XP_006565787.1	NP_001036609.1
OG0007148	XP_397372.4	NP_650083.1
OG0007149	XP_026298817.1	NP_650734.2
OG0007150	XP_395812.4	NP_001189165.1
OG0007151	XP_396194.3	NP_609490.1
OG0007152	XP_392764.1	NP_001262729.1
OG0007153	XP_624438.1	NP_648553.1
OG0007154	XP_016773304.2	NP_001027089.1
OG0007155	XP_395927.4	NP_651986.2
OG0007156	XP_397412.2	NP_650553.1
OG0007158	XP_016768634.1	NP_725476.1
OG0007159	XP_391981.3	NP_001259934.1
OG0007160	XP_396426.5	NP_730600.1
OG0007161	XP_016772174.1	NP_649626.1
OG0007162	NP_001229927.1	NP_572673.1
OG0007163	XP_001120478.2	NP_728468.1
OG0007164	XP_006572119.2	NP_001303440.1
OG0007165	XP_006559584.2	NP_001285679.1
OG0007166	XP_006568392.1	NP_728573.1
OG0007168	XP_003250379.1	NP_001138001.1
OG0007169	XP_396802.3	NP_611959.2
OG0007170	XP_026296616.1	NP_001137876.1
OG0007171	XP_392816.2	NP_612003.1
OG0007172	XP_394689.3	NP_649713.1
OG0007173	XP_001119885.1	NP_652037.1
OG0007174	XP_016767773.1	NP_525105.2
OG0007175	XP_006559844.1	NP_647995.1
OG0007176	XP_394000.4	NP_650307.2
OG0007177	XP_006563273.1	NP_723226.1
OG0007178	XP_394464.1	NP_001036342.1
OG0007179	XP_026299526.1	NP_001262895.1
OG0007180	XP_026295305.1	NP_001261188.1
OG0007182	XP_006560931.1	NP_523665.2
OG0007184	XP_394701.3	NP_572576.1
OG0007185	XP_006564792.1	NP_001287558.1
OG0007187	XP_392932.3	NP_647623.1
OG0007188	XP_624936.3	NP_573000.1
OG0007189	XP_006570089.1	NP_001259576.1
OG0007190	XP_026297432.1	NP_611676.1
OG0007192	XP_392767.4	NP_001259914.1
OG0007193	NP_001012633.1	NP_001097981.1
OG0007195	XP_016766792.2	NP_511069.3
OG0007196	XP_026299452.1	NP_572710.1
OG0007197	XP_392371.3	NP_001260166.1
OG0007198	XP_625165.1	NP_001284938.1
OG0007199	XP_006561478.1	NP_524942.1
OG0007200	XP_006559113.3	NP_648178.1
OG0007201	XP_016770535.1	NP_001259184.1
OG0007202	XP_001122118.2	NP_524626.1
OG0007205	XP_026300448.1	NP_728621.1
OG0007206	XP_026298631.1	NP_524831.2
OG0007208	XP_003249755.1	NP_001284796.1
OG0007209	XP_391954.4	NP_610267.2
OG0007210	XP_026296979.1	NP_001027138.2
OG0007212	XP_001121636.2	NP_477064.1
OG0007213	XP_006568037.1	NP_001260649.1
OG0007217	XP_026299414.1	NP_649573.2
OG0007219	XP_026296231.1	NP_001260144.1
OG0007220	XP_624824.3	NP_001287225.1
OG0007222	XP_623539.1	NP_477448.1
OG0007223	XP_026299503.1	NP_001284786.1
OG0007225	XP_026298514.1	NP_650752.2
OG0007226	XP_006564548.1	NP_524756.2
OG0007227	XP_396511.3	NP_524535.2
OG0007228	XP_001120268.3	NP_477324.1
OG0007229	XP_006568378.2	NP_609325.2, NP_001015502.3
OG0007230	XP_016769151.1	NP_511096.2
OG0007231	XP_006561239.1	NP_477401.2
OG0007232	XP_625012.1	NP_511094.1
OG0007233	XP_001120954.1	NP_996087.2
OG0007234	XP_006563445.1	NP_001188596.1
OG0007235	XP_016772372.2	NP_611100.1
OG0007236	XP_006563346.1	NP_001260712.1
OG0007237	XP_026298081.1	NP_650000.1
OG0007238	XP_001121339.1	NP_477330.1
OG0007239	XP_006569683.1	NP_001286990.1
OG0007241	XP_006565027.1	NP_649546.1
OG0007242	XP_393593.4	NP_001162756.1
OG0007243	XP_003251000.2	NP_001286836.1
OG0007244	XP_001120667.3	NP_611422.2
OG0007245	XP_001120529.2	NP_610610.1
OG0007247	XP_006567442.2	NP_730812.3
OG0007248	XP_016767904.1	NP_651581.2
OG0007249	XP_026301213.1	NP_001259560.1
OG0007250	XP_006569643.2	NP_609790.1
OG0007251	XP_006563216.3	NP_524333.1
OG0007253	XP_006561337.1	NP_651885.1
OG0007254	XP_006569062.1	NP_001287029.1
OG0007255	XP_006571648.1	NP_477449.1
OG0007257	XP_393264.2	NP_001368973.1
OG0007259	XP_016768556.2	NP_001286252.1
OG0007260	XP_397317.2	NP_650775.2
OG0007262	XP_006560996.1	NP_001259535.1
OG0007263	XP_003251210.1	NP_001015384.1
OG0007264	XP_006562229.1	NP_001286339.1
OG0007265	XP_392115.1	NP_659573.1
OG0007268	XP_006559789.1	NP_001287177.1
OG0007269	XP_026301683.1	NP_001245511.1
OG0007270	XP_006558857.1	NP_001262397.1
OG0007271	XP_006566617.1, XP_006566620.1	NP_524729.2
OG0007272	XP_006567699.1	NP_649658.1
OG0007273	XP_026295422.1	NP_001287617.1
OG0007275	XP_001121268.2	NP_651778.1
OG0007276	XP_026299152.1	NP_609491.1
OG0007278	XP_026297640.1	NP_573066.1
OG0007279	XP_026299651.1	NP_648804.1
OG0007280	XP_006567463.2	NP_649910.3
OG0007281	XP_006568416.2	NP_608491.3
OG0007282	NP_001229451.1	NP_001260335.1
OG0007283	XP_006562100.1	NP_001287287.1
OG0007284	XP_026295913.1	NP_610687.1
OG0007285	XP_393789.2	NP_651727.1
OG0007286	XP_006567785.2	NP_001286797.1
OG0007287	XP_026295421.1	NP_001259489.1
OG0007288	XP_026296280.1	NP_001262822.1
OG0007289	XP_006570561.1	NP_001261910.1
OG0007290	XP_392084.1	NP_649635.1
OG0007291	XP_392863.3	NP_723700.1
OG0007293	XP_016766379.1	NP_524621.2
OG0007294	XP_006569964.1	NP_001096987.2
OG0007295	XP_026297552.1	NP_001247303.1
OG0007296	XP_003250098.2	NP_611229.2
OG0007297	XP_026295487.1	NP_001261699.1
OG0007298	XP_394543.3	NP_001262832.1
OG0007299	XP_006562726.1	NP_001287215.1
OG0007300	XP_006570067.1	NP_524981.2
OG0007301	XP_016767395.1	NP_001036558.1, NP_649386.1
OG0007303	XP_026296801.1	NP_001262259.1
OG0007304	XP_016772102.1	NP_001163238.2
OG0007305	XP_396542.5	NP_610203.2
OG0007306	XP_026298777.1	NP_001259418.1
OG0007307	XP_392676.2	NP_001285000.1
OG0007308	XP_026300281.1	NP_001287272.1
OG0007309	XP_016768247.1	NP_001097088.3
OG0007311	XP_001122740.5	NP_001260017.1
OG0007312	XP_395542.2	NP_648660.1
OG0007313	XP_396706.4	NP_476602.1
OG0007314	XP_393267.5	NP_001262857.1
OG0007315	XP_026297215.1	NP_476759.1
OG0007316	XP_016767396.2	NP_001246080.1
OG0007317	XP_006569198.1	NP_001286987.1
OG0007318	XP_006564279.1	NP_649946.1
OG0007319	XP_624144.2	NP_649254.2
OG0007320	XP_006571383.1	NP_001260276.1
OG0007321	XP_026298456.1	NP_733239.1
OG0007322	XP_001120363.1	NP_001097354.1
OG0007323	XP_006569870.1	NP_001260513.1
OG0007324	XP_016767296.1	NP_608548.1
OG0007325	XP_016767223.1	NP_001162844.1
OG0007326	XP_006569369.2	NP_608742.2
OG0007327	XP_006570730.1	NP_732958.1
OG0007329	XP_396280.4	NP_001285417.1
OG0007330	XP_016766596.1	NP_511075.3
OG0007331	XP_392968.2	NP_001015316.1
OG0007332	XP_624890.1	NP_001287279.1
OG0007334	XP_001122532.3	NP_573368.2
OG0007335	XP_394669.2	NP_648241.1
OG0007336	XP_026296939.1	NP_001285296.1
OG0007337	XP_391887.4	NP_610094.1
OG0007338	XP_006561268.2	NP_610746.1
OG0007339	XP_016772954.2	NP_651288.1
OG0007341	XP_006560617.1	NP_001262288.1
OG0007342	XP_391948.3	NP_001096945.1
OG0007343	XP_001119971.2	NP_573154.1
OG0007344	XP_001122585.3	NP_648968.2
OG0007345	XP_006569049.1	NP_511113.1
OG0007346	XP_393828.2	NP_523363.2
OG0007347	XP_392195.5	NP_001034073.1
OG0007348	XP_393479.3	NP_610945.1
OG0007349	XP_003249307.1	NP_610826.1
OG0007350	XP_006569637.2	NP_001163309.2
OG0007351	XP_392763.3	NP_001259308.1
OG0007352	XP_393110.1	NP_001284819.1
OG0007353	XP_394353.3	NP_608490.1
OG0007354	XP_006570560.1	NP_572185.1
OG0007355	XP_006561443.1	NP_001262705.1
OG0007356	XP_003250387.2	NP_610543.1
OG0007358	XP_026295021.1	NP_649469.2
OG0007359	XP_006558743.1	NP_001285078.1
OG0007360	XP_026296240.1	NP_001303307.1
OG0007361	XP_006568016.1	NP_001284756.1
OG0007362	XP_006560181.1	NP_001284854.1
OG0007363	XP_393890.1	NP_001285587.1
OG0007364	XP_395329.2	NP_523473.2
OG0007365	XP_026298881.1	NP_730465.1
OG0007366	XP_003251930.2	NP_648537.2
OG0007367	XP_397380.1	NP_001260415.1
OG0007368	XP_026296620.1	NP_001286405.1
OG0007369	XP_006566858.1	NP_001188958.1
OG0007370	XP_392078.2	NP_650867.1
OG0007371	XP_026299810.1	NP_477451.1
OG0007373	XP_016768215.2	NP_001263137.1
OG0007374	XP_026297344.1	NP_572302.2
OG0007375	NP_001238948.1	NP_001036275.1
OG0007377	XP_006570038.2	NP_001162732.2
OG0007378	XP_026295645.1	NP_001247075.1
OG0007379	XP_003250595.1	NP_726048.1
OG0007380	XP_392019.4	NP_001096888.2
