Orthogroup	Apis_mellifera	Bombus_terrestris
OG0007639	XP_006560751.3	XP_012172507.2
OG0007640	XP_026299252.1	XP_012175392.1
OG0007641	XP_026300242.1	XP_003399857.1
OG0007642	XP_006568679.1	XP_020719561.1
OG0007643	XP_026299940.1	XP_003399789.1
OG0007644	XP_026300904.1, XP_026300903.1	XP_003400577.1
OG0007646	XP_006563807.2	XP_012170700.1
OG0007647	XP_624166.2	XP_003396429.1
OG0007649	XP_006560291.2	XP_003400812.1
OG0007650	XP_006561668.2	XP_012167117.1
OG0007651	XP_001120182.3	XP_003396405.1
OG0007653	XP_006565931.3	XP_012175629.1
OG0007654	XP_026298629.1	XP_003401822.1
OG0007655	XP_001121220.1	XP_012174148.1
OG0007656	XP_624808.1	XP_012173049.1
OG0007657	XP_003249782.1	XP_003394237.1
OG0007658	XP_397464.4	XP_012166356.1
OG0007659	XP_003250145.2, XP_016767462.1	XP_012163404.1
OG0007660	XP_026296194.1	XP_003394753.1
OG0007661	XP_001123287.3	XP_003394735.1
OG0007662	XP_026297077.1	XP_020719121.1
OG0007663	XP_006564509.1	XP_003398094.1
OG0007664	XP_624777.3	XP_003397582.1
OG0007665	XP_006561059.1	XP_003401372.2
OG0007666	XP_026296195.1	XP_003394750.1
OG0007667	XP_006563221.1	XP_012170160.1
OG0007668	XP_001120788.1	XP_003394824.1
OG0007669	XP_006563842.1	XP_012175091.1
OG0007670	XP_393342.3	XP_012165995.1
OG0007671	XP_394351.2	XP_012175653.1
OG0007672	XP_016769164.1, XP_003249512.1	XP_012173233.1
OG0007673	XP_393726.2	XP_003398245.1
OG0007674	XP_003249082.2	XP_020719902.1
OG0007675	XP_006571336.1	XP_012164522.1
OG0007676	XP_395034.3	XP_003394315.1
OG0007677	XP_026299896.1	XP_003398794.1
OG0007678	XP_623573.2	XP_003395953.1
OG0007679	XP_026301896.1, XP_016770824.1	XP_020720592.1, XP_003393175.1
OG0007680	XP_001121969.2	XP_003397763.1
OG0007681	XP_001120291.5	XP_003402909.3
OG0007682	XP_394320.2	XP_012175559.1
OG0007683	XP_393856.2	XP_012165454.1
OG0007684	XP_003251111.1	XP_003395852.1
OG0007685	XP_006563752.1	XP_020721103.1
OG0007686	XP_003251197.1	XP_003393842.1
OG0007687	XP_006561719.1	XP_003398008.1
OG0007688	XP_001123277.1	XP_003401761.1
OG0007689	XP_016773384.2	XP_012167470.1
OG0007690	XP_006569607.1	XP_012165308.1
OG0007691	XP_026297183.1	XP_020719020.1
OG0007692	XP_006567454.1	XP_003397953.1
OG0007694	XP_394499.4	XP_012175481.1
OG0007695	XP_391980.1	XP_003400033.1
OG0007696	XP_026299200.1	XP_003398459.1
OG0007697	NP_001265257.1, XP_006572423.1	XP_012169445.1
OG0007698	XP_016772228.1	XP_020722723.1
OG0007699	XP_001119904.4	XP_012165319.1
OG0007700	XP_026300966.1	XP_020722263.1
OG0007701	XP_001121184.1	XP_012169657.1
OG0007702	XP_006562676.2	XP_012163402.1
OG0007703	XP_016771536.1	XP_020723564.1
OG0007704	XP_006561058.1, XP_016772177.1	XP_003401373.1
OG0007706	XP_001123212.2	XP_003398885.1
OG0007707	XP_026297053.1	XP_012164559.1
OG0007708	XP_623690.5	XP_003393792.1
OG0007709	XP_006567733.2	XP_020718825.1
OG0007711	XP_006568137.2	XP_012170815.1
OG0007712	XP_026301206.1	XP_012172823.1, XP_012172821.1, XP_003401547.1
OG0007713	XP_016772376.2	XP_020722570.1
OG0007714	XP_006568699.1	XP_003396302.1
OG0007715	XP_393262.1	XP_003397079.1
OG0007716	XP_001122096.2	XP_012172136.1
OG0007717	XP_016771783.1	XP_003400390.1
OG0007718	XP_003249728.1	XP_012172470.1
OG0007719	XP_006566017.1	XP_003400806.1
OG0007720	XP_026301019.1	XP_003393517.1
OG0007721	XP_026295544.1	XP_003402350.1
OG0007725	XP_026296561.1	XP_012164213.1
OG0007726	XP_003249779.1	XP_012176075.1, XP_003394249.1
OG0007728	XP_006564958.2	XP_003400582.1
OG0007729	XP_396816.5	XP_003395002.1
OG0007730	XP_395986.4	XP_020723084.1
OG0007731	XP_624023.2	XP_012163547.1
OG0007732	XP_026298480.1	XP_020720151.1
OG0007733	XP_006559945.2	XP_003398898.1
OG0007734	XP_625245.2	XP_003396724.1
OG0007735	XP_624229.2	XP_003403047.1
OG0007736	XP_016769408.2	XP_012167062.1
OG0007737	XP_026299686.1	XP_003402994.2
OG0007738	XP_026299116.1	XP_020720698.1
OG0007739	XP_003251120.1	XP_012164363.1
OG0007740	XP_392754.3	XP_003400054.1
OG0007741	XP_016769147.2	XP_012175184.1
OG0007742	XP_026297681.1	XP_012166060.1
OG0007743	XP_395972.4	XP_012173769.1, XP_003402233.1
OG0007744	XP_003249360.1	XP_003396849.1
OG0007745	XP_001120925.1	XP_003401808.1
OG0007746	XP_003251113.1	XP_012164394.2
OG0007747	XP_026300104.1	XP_020722683.1
OG0007748	XP_006568482.3	XP_020723307.1
OG0007750	XP_003251181.2	XP_003398710.1
OG0007751	XP_026299123.1	XP_012175833.1
OG0007752	XP_026299512.1	XP_012168654.1
OG0007753	XP_006560472.1	XP_003400057.1
OG0007754	XP_006565554.1	XP_012165670.1
OG0007755	XP_016767276.2	XP_020718548.1
OG0007756	XP_026296754.1	XP_020718799.1
OG0007757	XP_006557753.2	XP_020721539.1, XP_003399961.1
OG0007758	XP_006570003.1	XP_020721644.1
OG0007759	XP_016768254.1	XP_012175303.1
OG0007760	XP_006563321.2	XP_003402763.1
OG0007761	XP_026302171.1	XP_003394082.1
OG0007762	XP_006568908.2	XP_012174380.1
OG0007763	XP_395385.3	XP_003397086.1
OG0007764	XP_006560495.3	XP_003398326.1
OG0007768	XP_006562384.1	XP_012171971.1
OG0007769	XP_016771853.1	XP_003400757.1
OG0007771	XP_006564298.2	XP_020722390.1
OG0007772	XP_026302077.1	XP_012165462.1
OG0007773	XP_006569098.1	XP_020723996.1
OG0007774	XP_026295810.1	XP_003395190.2
OG0007775	XP_006567709.1	XP_003395480.1
OG0007776	XP_003251794.2	XP_003393353.1
OG0007777	XP_006559060.2	XP_020719653.1
OG0007778	XP_026295462.1	XP_012176171.1
OG0007779	XP_392189.5	XP_003393695.1
OG0007780	XP_026300613.1	XP_020721968.1
OG0007781	XP_006569262.2	XP_020720600.1
OG0007782	XP_026296676.1	XP_012164300.1
OG0007783	XP_016771878.2	XP_003400674.2
OG0007784	XP_392810.3	XP_003395987.1
OG0007785	XP_006567803.2	XP_003401985.1
OG0007787	XP_623930.2	XP_003396409.1
OG0007788	XP_026299217.1	XP_020720849.1
OG0007789	XP_006558764.1	XP_012163522.1
OG0007790	XP_026297809.1	XP_003397303.1
OG0007791	XP_026299504.1	XP_003398814.1
OG0007792	XP_026297025.1	XP_003403295.1
OG0007793	XP_003251343.2	XP_012175894.1
OG0007794	XP_006560831.1	XP_012167158.1
OG0007796	XP_006569965.2	XP_012176431.1
OG0007797	XP_003249221.1	XP_012173989.1, XP_012173990.1
OG0007798	NP_001011572.1	XP_012172140.1
OG0007799	XP_397233.2	XP_003400678.1
OG0007800	XP_026302085.1	XP_003396360.1
OG0007801	XP_001122030.2	XP_003402251.2
OG0007803	XP_016772017.1	XP_012172167.1
OG0007804	XP_006569011.1	XP_003393769.1
OG0007805	XP_006572195.2	XP_012168505.2
OG0007806	XP_003249454.1	XP_012166472.1
OG0007808	XP_395721.5	XP_003402371.1
OG0007809	XP_006569770.1	XP_012173160.1
OG0007810	XP_026295932.1	XP_003402513.3, XP_020719504.1, XP_012165057.1
OG0007811	XP_006558716.1, XP_026298158.1, XP_026298159.1	XP_003397210.1
OG0007812	NP_001011644.1	XP_003396425.2
OG0007813	XP_394035.3	XP_003402534.1
OG0007814	XP_001120439.3	XP_012171793.2
OG0007815	XP_026299044.1	XP_020720607.1
OG0007816	NP_001129659.1	XP_003393141.1
OG0007817	XP_026298353.1	XP_003403115.1
OG0007818	XP_392954.1	XP_003402308.1
OG0007819	XP_001120556.1	XP_003402230.1
OG0007820	XP_392102.4	XP_003402171.1
OG0007821	XP_395694.2	XP_003395676.1
OG0007822	XP_016768646.1	XP_003397173.1
OG0007823	XP_396645.4	XP_003397996.2
OG0007824	XP_026299538.1	XP_012165160.1
OG0007826	XP_016769681.2	XP_020720289.1
OG0007827	XP_026295307.1	XP_012164995.1
OG0007828	XP_624317.2	XP_003395863.1
OG0007829	XP_392391.2	XP_003399568.1
OG0007830	XP_026302067.1	XP_003399411.1
OG0007831	XP_001120665.2	XP_003396413.1
OG0007832	XP_006561531.1	XP_003397348.1
OG0007833	XP_001122379.3	XP_020723819.1
OG0007834	XP_624532.3	XP_012165586.1
OG0007835	XP_026301545.1, XP_006557342.1	XP_003399872.1
OG0007836	XP_001121747.1	XP_020718482.1
OG0007837	XP_006566998.2	XP_003399936.1
OG0007838	XP_006566774.2	XP_012169309.1
OG0007839	NP_001104182.1	XP_020719151.1
OG0007840	XP_016767751.1	XP_012164508.1
OG0007841	XP_026300853.1	XP_012171378.1
OG0007842	XP_026299060.1	XP_012168142.1
OG0007843	XP_016767270.2	XP_003392888.1
OG0007844	XP_026295193.1	XP_020724261.1
OG0007845	XP_016767214.1	XP_003402421.1
OG0007846	XP_026300050.1	XP_020721654.1
OG0007847	XP_006570533.1	XP_012168682.1, XP_012168681.1
OG0007848	XP_016773095.1	XP_020719513.1
OG0007849	XP_001120448.3	XP_012175917.1
OG0007850	XP_001123300.3	XP_003401945.1
OG0007851	XP_016771581.2	XP_012171271.1
OG0007852	XP_016768599.1	XP_012166483.1
OG0007853	XP_003250951.2	XP_020721428.1
OG0007854	XP_026296515.1	XP_020718729.1
OG0007855	XP_006558650.1	XP_020719683.1
OG0007856	XP_006568973.1	XP_012174153.1
OG0007857	XP_026298427.1	XP_020723088.1
OG0007858	XP_393172.2	XP_012172382.1
OG0007859	XP_006568381.2	XP_012165740.1
OG0007860	XP_006565802.2	XP_020722021.1
OG0007861	XP_392222.3	XP_012175274.1, XP_020724048.1
OG0007862	XP_394041.4, XP_006565743.1	XP_003400381.1
OG0007863	XP_026298006.1	XP_003401862.1
OG0007864	XP_006561802.1	XP_003397553.1
OG0007865	XP_026297818.1	XP_012173012.1
OG0007866	XP_006560455.1	XP_012170716.1
OG0007867	XP_001120899.3	XP_003398955.1
OG0007868	XP_006566667.2	XP_003398718.3
OG0007869	XP_392183.1	XP_012167397.1
OG0007870	XP_003250005.2	XP_012168093.1
OG0007872	XP_006568815.1	XP_012173004.1
OG0007874	XP_006566414.1	XP_003398895.1
OG0007875	XP_006566410.1	XP_003398901.1
OG0007876	XP_026295796.1	XP_012174129.1
OG0007877	XP_016769027.1	XP_020719858.1
OG0007878	XP_006559161.1	XP_003393599.1
OG0007879	XP_026297832.1	XP_012173162.2
OG0007880	XP_391867.3	XP_003399400.1
OG0007882	XP_396603.5	XP_012166493.1
OG0007883	XP_396806.3	XP_012166149.1
OG0007884	XP_006561402.1	XP_003402259.1
OG0007885	XP_392107.4	XP_003399655.1
OG0007886	XP_016769639.2, XP_016769640.2	XP_020720146.1
OG0007887	XP_026296301.1, XP_006565343.1, XP_016773393.1	XP_003398717.1
OG0007888	XP_003251792.1	XP_003393355.1
OG0007889	XP_006563324.2	XP_012174440.2
OG0007890	XP_016773314.2	XP_003399295.2
OG0007892	XP_393080.4	XP_003395484.1
OG0007893	XP_623278.2	XP_003399164.1
OG0007894	XP_001121471.3	XP_020719488.1
OG0007895	XP_026296055.1	XP_003402418.1
OG0007896	XP_026298581.1	XP_003397515.1
OG0007897	XP_016772065.1	XP_003401304.1
OG0007898	XP_016767784.1	XP_003395407.1
OG0007899	XP_006559342.1	XP_012171456.1
OG0007900	XP_006566323.1	XP_003399243.1
OG0007901	XP_006570563.1	XP_012164736.1
OG0007902	XP_001121319.3	XP_003395485.1
OG0007903	XP_006564248.1	XP_003395460.1
OG0007904	XP_394025.4	XP_003400465.1
OG0007905	XP_026301535.1	XP_020723207.1
OG0007907	XP_001120817.2	XP_003399440.1
OG0007908	XP_003251581.1	XP_012174754.1
OG0007910	XP_003251819.1	XP_012171841.2
OG0007911	NP_001035294.1, XP_006566010.1	XP_003398556.1
OG0007912	NP_001108550.1	XP_012171909.1
OG0007913	NP_001135933.1	XP_003403105.1
OG0007914	XP_001122210.1	XP_003393671.1, XP_020723104.1
OG0007915	XP_001122338.2	XP_020721949.1
OG0007916	XP_001122620.2	XP_003399276.1, XP_020721210.1, XP_020721211.1
OG0007917	XP_003249967.1	XP_020720099.1
OG0007918	XP_003250799.1	XP_003398548.1
OG0007919	XP_026296634.1, XP_003251129.1	XP_020718833.1, XP_012164329.1, XP_012164328.1, XP_012164330.1
OG0007920	XP_003251417.1, XP_006569652.1	XP_020719400.1, XP_003396301.3
OG0007921	XP_003251898.2	XP_003393727.1
OG0007923	XP_006559170.2, XP_006559171.2	XP_012171200.2
OG0007924	XP_006560462.1	XP_003400079.1
OG0007925	XP_006560700.1	XP_012172328.1, XP_003401300.1
OG0007926	XP_006565118.2	XP_003400145.1
OG0007927	XP_006565503.2	XP_003396888.1
OG0007928	XP_006566221.2, XP_006566223.2	XP_020720477.1, XP_020720480.1
OG0007929	XP_006566277.1, XP_026299240.1	XP_020720568.1, XP_020720567.1, XP_003398302.1, XP_012167753.1
OG0007930	XP_016767638.2	XP_020718794.1
OG0007931	XP_016769925.1	XP_012167925.1
OG0007932	XP_016773366.1	XP_003396785.1
OG0007933	XP_026294829.1	XP_003394095.1
OG0007934	XP_395227.5	XP_003400418.1
OG0007936	XP_026297971.1	XP_012166531.1
OG0007937	XP_026299458.1	XP_003399115.2
OG0007938	XP_026300496.1, XP_026300583.1	XP_012170843.1
OG0007939	XP_026300682.1, XP_026300697.1	XP_012172648.2
OG0007940	XP_026301114.1	XP_020719730.1
OG0007941	XP_393809.4	XP_012168992.1
OG0007942	XP_395776.1	XP_012174350.1
OG0007957	NP_001129377.1	XP_020723232.1
OG0007959	XP_395755.2	XP_012176154.1
OG0007960	XP_624114.1	XP_003394102.1
OG0007961	XP_006559586.3	XP_012175148.1
OG0007962	XP_392244.1	XP_003394071.1
OG0007963	XP_016767673.2	XP_003394129.1
OG0007964	XP_026296197.1	XP_003394749.1
OG0007967	XP_016772482.2	XP_003399674.1
OG0007968	XP_026301726.1	XP_012170051.1
OG0007969	XP_006563609.1, XP_026301088.1	XP_012172163.2
OG0007970	XP_026294886.1	XP_003398626.1
OG0007971	NP_001035925.1, XP_026300666.1	XP_003400952.1
OG0007972	XP_006565707.1	XP_003400395.1
OG0007973	XP_006562922.1	XP_003398476.1
OG0007975	XP_006562356.1	XP_012167743.2
OG0007977	XP_016770057.2	XP_020720641.1
OG0007981	XP_001123248.2	XP_003396229.1
OG0007982	XP_395767.4	XP_003398442.1
OG0007983	XP_006557650.1	XP_012172577.1
OG0007984	XP_006562918.1	XP_012167766.1
OG0007985	XP_394546.3	XP_003395490.1
OG0007986	XP_006568962.1	XP_012174079.1
OG0007987	XP_003251353.1	XP_003394134.1
OG0007988	XP_003251482.3, XP_026301852.1	XP_012165327.1
OG0007989	XP_006557892.1	XP_020721756.1
OG0007990	XP_016766750.1	XP_012176543.1
OG0007991	XP_625265.1	XP_003402399.1
OG0007992	XP_624597.2	XP_020720040.1
OG0007994	XP_624596.4	XP_003397399.1
OG0007995	XP_026295917.1	XP_003395100.1
OG0007996	XP_016771115.2	XP_012169904.1
OG0007997	XP_006559190.1	XP_003393612.1
OG0007999	XP_026297546.1	XP_012165527.1
OG0008000	XP_006560829.2	XP_003397600.1
OG0008002	XP_006566106.1	XP_012168235.1
OG0008003	XP_016770478.1	XP_003398674.1
OG0008004	XP_006567819.2	XP_003401976.1
OG0008005	XP_006564581.2	XP_012173019.1
OG0008006	XP_623715.2	XP_003402110.1
OG0008008	XP_003250547.2	XP_003400587.1
OG0008009	XP_396871.5	XP_020721142.1
OG0008010	XP_001122739.1	XP_003400457.1
OG0008011	XP_396835.3	XP_003394348.1
OG0008012	XP_026301427.1	XP_020723498.1
OG0008014	XP_016770378.1	XP_003399378.1
OG0008015	XP_026294880.1	XP_003402646.1
OG0008016	XP_006561976.1	XP_003398928.1
OG0008017	XP_026297737.1, XP_026297735.1	XP_012166664.1
OG0008018	XP_003250495.1	XP_003403210.1
OG0008019	XP_026296829.1	XP_020718844.1
OG0008020	XP_394968.3	XP_020722006.1
OG0008021	XP_016767881.1	XP_020718936.1
OG0008025	XP_006561098.2	XP_012172377.1
OG0008026	NP_001265634.1	XP_003398897.1
OG0008027	XP_016767661.2	XP_020718707.1
OG0008028	XP_026297840.1	XP_020719904.1
OG0008030	XP_016766266.2	XP_003402643.2
OG0008031	XP_026301704.1, XP_026301703.1	XP_003399904.1
OG0008032	XP_006564759.1	XP_003401717.1
OG0008033	XP_006562422.1	XP_012168144.1, XP_012168145.1
OG0008035	XP_006557413.1	XP_012165955.1
OG0008036	XP_026299121.1, XP_026299119.1	XP_020724094.1
OG0008039	XP_006557328.1, XP_006557329.1	XP_003397353.1
OG0008040	XP_006566966.1	XP_012170656.1
OG0008041	XP_016766465.2	XP_012169868.2
OG0008042	XP_016769645.1	XP_020720491.1
OG0008043	XP_026298152.1	XP_003403172.1
OG0008044	XP_001120800.1	XP_020723213.1
OG0008045	XP_006566895.1, XP_395120.3	XP_012175181.1
OG0008047	XP_006559762.2	XP_012176382.1
OG0008049	XP_003250223.1	XP_003399651.1
OG0008050	XP_026295858.1	XP_020718443.1
OG0008053	XP_396321.3	XP_012174690.2
OG0008055	XP_006567357.1	XP_012176738.1
OG0008056	XP_016768628.1	XP_012165669.2
OG0008057	XP_001121888.2	XP_012172150.1
OG0008058	XP_026295543.1	XP_020719784.1
OG0008059	XP_006560670.1	XP_012163064.1
OG0008060	XP_003249112.3	XP_003396615.1
OG0008061	XP_006557626.1	XP_012171886.1
OG0008062	XP_006560481.1	XP_012170675.1
OG0008063	XP_016773353.2	XP_012169813.1
OG0008064	XP_016771594.1	XP_003400459.1
OG0008065	XP_026302048.1	XP_012167078.1
OG0008066	XP_026300574.1	XP_012171103.1
OG0008067	XP_026301355.1	XP_003401371.2
OG0008068	XP_026301198.1	XP_003401478.1
OG0008069	XP_026296661.1, NP_001201833.1	XP_012169545.1
OG0008070	XP_026301565.1	XP_020723191.1
OG0008071	XP_006570271.1	XP_020718959.1
OG0008072	XP_006572265.1	XP_003399997.1
OG0008073	XP_625284.1	XP_003397840.1
OG0008074	XP_006564888.1	XP_003400620.1
OG0008075	XP_397054.2	XP_012174948.1
OG0008076	XP_006561050.1	XP_020722605.1
OG0008077	XP_001120174.2	XP_012175279.1, XP_003403281.1
OG0008078	XP_625166.2	XP_012173749.1
OG0008079	XP_006568942.1	XP_003393934.1
OG0008080	XP_006563488.2	XP_003401139.1
OG0008081	XP_625103.3	XP_003399873.1
OG0008084	XP_392416.4, XP_006565449.2	XP_003396038.1
OG0008085	XP_624989.2	XP_003399015.1
OG0008086	XP_026298076.1	XP_020722908.1
OG0008088	XP_026295559.1	XP_012169311.1
OG0008089	XP_006561474.1	XP_012173729.1
OG0008090	XP_001121861.1	XP_020722454.1
OG0008092	XP_003250264.2	XP_012172238.2
OG0008093	XP_006559459.1	XP_012170037.2
OG0008094	XP_001120482.1	XP_003396209.1
OG0008095	XP_001121859.1	XP_003399685.3
OG0008096	XP_003251738.1	XP_003393015.1
OG0008099	XP_001121920.1	XP_003395821.1
OG0008100	XP_003249184.2	XP_020721984.1
OG0008101	XP_016767406.1	XP_003395239.1
OG0008102	XP_001122059.2	XP_012170020.1
OG0008103	XP_003250933.1	XP_003394672.1
OG0008105	XP_026297046.1	XP_003402298.1
OG0008106	XP_006567272.1	XP_012174102.1
OG0008107	XP_026297904.1	XP_003403064.2
OG0008108	XP_001120020.1	XP_012166439.1
OG0008109	XP_006563594.1	XP_020722406.1
OG0008110	XP_026299626.1	XP_012168983.1
OG0008111	XP_006570451.1	XP_003399364.1
OG0008113	XP_006571427.1	XP_003392988.1
OG0008114	XP_006565783.1	XP_020722230.1
OG0008115	XP_026299706.1	XP_012168892.2
OG0008116	XP_003250057.1	XP_003399484.1
OG0008117	XP_006566136.2	XP_020720695.1
OG0008118	XP_016769784.2	XP_003398552.1, XP_020720611.1, XP_020720612.1
OG0008119	XP_006562746.2	XP_012163394.1
OG0008120	XP_026297411.1	XP_012165758.1
OG0008121	XP_006559528.1	XP_012175117.1
OG0008122	XP_026299207.1	XP_012167757.1
OG0008123	XP_016767291.1	XP_020718470.1
OG0008124	XP_393324.2	XP_003400415.1
OG0008125	XP_001122377.3	XP_003397031.1
OG0008126	XP_003250860.1	XP_012169616.1, XP_012169617.1
OG0008127	XP_391822.2	XP_003394653.2
OG0008128	XP_393146.1	XP_003398291.1
OG0008129	XP_016766496.1	XP_020721988.1
OG0008130	XP_392873.4	XP_003397652.1
OG0008131	XP_026300802.1	XP_020722262.1
OG0008132	XP_396294.3	XP_012168824.1
OG0008134	XP_006559519.2	XP_012175119.1
OG0008135	XP_006560097.1	XP_012174838.2
OG0008136	XP_392656.3	XP_003394460.1
OG0008137	XP_026294728.1	XP_003393668.1
OG0008138	XP_006562620.2	XP_020723858.1
OG0008140	XP_003249119.1	XP_003396406.1
OG0008141	XP_001119946.2	XP_020718344.1, XP_020718343.1
OG0008142	XP_026295387.1	XP_012176518.1
OG0008143	NP_001242964.1, XP_026299341.1	XP_012168624.1
OG0008144	XP_001120601.2	XP_003399504.1
OG0008145	XP_001120712.2	XP_012176335.1
OG0008146	XP_001120957.3	XP_003394167.1
OG0008147	XP_001121052.1	XP_012166515.1
OG0008148	XP_001121801.2	XP_003399572.1
OG0008149	XP_001122830.2	XP_003393440.1
OG0008150	XP_001122996.1	XP_003400392.1, XP_020722010.1
OG0008151	XP_006563738.1, XP_003250307.1	XP_012172028.1
OG0008152	XP_003251088.2	XP_020718629.1
OG0008153	XP_003251208.1	XP_012164828.2
OG0008154	XP_003251494.2	XP_003396385.1
OG0008155	XP_003251580.2	XP_020723693.1
OG0008156	XP_003251741.1	XP_003392989.1
OG0008157	XP_006558072.1	XP_012176240.1
OG0008158	XP_006558272.1	XP_003397362.1
OG0008159	XP_006560037.1	XP_020722701.1
OG0008160	XP_006561659.1	XP_003397719.1
OG0008161	XP_006562906.1	XP_003398375.1
OG0008162	XP_006562941.1	XP_003398462.1
OG0008163	XP_006568331.1	XP_003401616.1
OG0008164	XP_006570455.2, XP_016770237.2, XP_026299898.1	XP_020721219.1
OG0008165	XP_006571694.1	XP_003393263.1
OG0008167	XP_026297457.1, XP_016768511.2	XP_012173844.2
OG0008168	XP_016771026.2	XP_012170647.2
OG0008169	XP_016772605.1	XP_003399660.2
OG0008170	XP_026294761.1	XP_012168517.1, XP_012168520.1
OG0008171	XP_026294935.1	XP_020722193.1
OG0008171	XP_026294934.1	XP_012173487.1
OG0008172	XP_026296384.1	XP_020718893.1
OG0008173	XP_026297106.1	XP_012176259.1, XP_003393014.1
OG0008174	XP_026297357.1	XP_020719134.1, XP_003395999.1
OG0008175	XP_026297729.1, XP_026297728.1	XP_012166022.1
OG0008176	XP_026298211.1	XP_012173313.1
OG0008177	XP_026299370.1	XP_012169821.1
OG0008178	XP_026301336.1, XP_393326.4	XP_012172866.1
OG0008179	XP_026301619.1	XP_020724187.1
OG0008180	XP_026301654.1	XP_012165474.1, XP_020719395.1
OG0008181	XP_026301698.1, XP_026301699.1	XP_020721541.1
OG0008182	XP_393616.4	XP_012172766.1
OG0008183	XP_396044.4	XP_003395008.1
OG0008184	XP_623517.3	XP_003400933.1
OG0008185	XP_625201.3	XP_003399173.1
OG0008186	XP_625237.3	XP_003400931.1
OG0008198	XP_001122724.2	XP_020720254.1
OG0008199	XP_623181.2	XP_003393045.1
OG0008200	XP_016770709.1	XP_012169808.1
OG0008201	XP_026301311.1	XP_012172679.1
OG0008202	XP_016772082.1	XP_003401213.2
OG0008203	XP_001120530.1	XP_003393306.1
OG0008204	XP_624877.1	XP_003397847.1
OG0008205	XP_006558083.1	XP_020719261.1
OG0008206	XP_003251327.1	XP_003403347.1
OG0008207	XP_001121520.2	XP_003394893.1
OG0008208	XP_006561079.1	XP_003401388.1
OG0008209	XP_026295802.1	XP_012163369.1
OG0008210	XP_026295020.1	XP_012175801.1
OG0008211	XP_006562666.1	XP_020719914.1
OG0008212	XP_006566093.1	XP_012168218.1
OG0008213	XP_006565937.2	XP_003393922.1
OG0008214	XP_624025.3	XP_003402984.1
OG0008215	XP_392826.1	XP_003394722.1, XP_012176648.1
OG0008217	XP_006561837.1	XP_012167057.1
OG0008219	XP_001120581.3	XP_003401341.1
OG0008220	XP_026295869.1	XP_012163593.1
OG0008221	XP_006558791.2	XP_003395123.1
OG0008223	XP_624430.3	XP_012166125.1
OG0008224	XP_001121188.2	XP_012174717.1
OG0008225	XP_026300676.1	XP_012171721.1
OG0008226	XP_006568442.1	XP_003402567.3
