Orthogroup	Bombus_terrestris	Osmia_lignaria
OG0008691	XP_020718470.1	XP_034187507.1
OG0008692	XP_003395271.1	XP_034187520.1
OG0008693	XP_020718286.1	XP_034173751.1
OG0008695	XP_003400486.1	XP_034180518.1
OG0008696	XP_003395394.1	XP_034193017.1
OG0008697	XP_012164487.2	XP_034176904.1
OG0008698	XP_012165547.1	XP_034196048.1
OG0008699	XP_020718792.1	XP_034176731.1
OG0008700	XP_020723089.1	XP_034176735.1
OG0008701	XP_020719143.1	XP_034193435.1
OG0008702	XP_012173856.1	XP_034196015.1
OG0008703	XP_012175303.1	XP_034175565.1
OG0008705	XP_003396882.2	XP_034188017.1
OG0008706	XP_003396208.2	XP_034183406.1
OG0008708	XP_020722937.1	XP_034185268.1
OG0008715	XP_003394591.1	XP_034187210.1
OG0008716	XP_012167835.1	XP_034185932.1
OG0008717	XP_012165815.1	XP_034178524.1
OG0008718	XP_012169313.1	XP_034175359.1
OG0008719	XP_003396470.1	XP_034187095.1
OG0008720	XP_012166114.1	XP_034189554.1
OG0008721	XP_003396813.1	XP_034175203.1
OG0008722	XP_020721589.1	XP_034187218.1
OG0008723	XP_012170453.1	XP_034183143.1
OG0008724	XP_003401598.1	XP_034178948.1
OG0008725	XP_003400208.1	XP_034178666.1
OG0008726	XP_003400109.2	XP_034178430.1
OG0008728	XP_003400293.1	XP_034178132.1
OG0008729	XP_020720649.1	XP_034172527.1
OG0008730	XP_012172672.1	XP_034193537.1
OG0008731	XP_020722723.1	XP_034195239.1
OG0008732	XP_020722549.1	XP_034179024.1
OG0008733	XP_012172391.1	XP_034179398.1
OG0008734	XP_012172727.1	XP_034179842.1
OG0008735	XP_020722606.1	XP_034179946.1
OG0008739	XP_020720842.1	XP_034185853.1
OG0008740	XP_003393446.1	XP_034172553.1
OG0008742	XP_012174359.1	XP_034171352.1
OG0008743	XP_012173755.1	XP_034188246.1
OG0008744	XP_003394022.1	XP_034196556.1
OG0008745	XP_012173766.1	XP_034188242.1
OG0008746	XP_003394095.1	XP_034171150.1
OG0008747	XP_012175613.1	XP_034171033.1
OG0008748	XP_003402646.1	XP_034196707.1
OG0008749	XP_003398626.1	XP_034176327.1
OG0008750	XP_012165255.1	XP_034196049.1
OG0008751	XP_012175593.2	XP_034171586.1
OG0008752	XP_012175685.2	XP_034170976.1
OG0008753	XP_012169980.1	XP_034196474.1
OG0008754	XP_020724022.1	XP_034172042.1
OG0008755	XP_020722229.1	XP_034171591.1
OG0008756	XP_012173752.1	XP_034182574.1
OG0008757	XP_012175801.1	XP_034171961.1
OG0008758	XP_003394047.1	XP_034196591.1
OG0008759	XP_003398150.1	XP_034190117.1
OG0008760	XP_003394394.1	XP_034188208.1
OG0008761	XP_003394407.2	XP_034182281.1
OG0008762	XP_012174223.1	XP_034188285.1
OG0008763	XP_003400428.1	XP_034180187.1
OG0008764	XP_003394746.1	XP_034173964.1
OG0008765	XP_012176723.1	XP_034196430.1, XP_034196428.1, XP_034196429.1
OG0008766	XP_003394918.1	XP_034174749.1
OG0008767	XP_003402418.1	XP_034174357.1
OG0008768	XP_003395016.1	XP_034187488.1
OG0008769	XP_003394753.1	XP_034174090.1
OG0008770	XP_003394750.1	XP_034174512.1
OG0008771	XP_012163068.1	XP_034174513.1
OG0008772	XP_003395032.1	XP_034173961.1
OG0008773	XP_020718932.1	XP_034177396.1
OG0008774	XP_020718729.1	XP_034176943.1, XP_034176942.1
OG0008775	XP_003395332.2	XP_034177786.1
OG0008776	XP_003395536.1	XP_034176897.1
OG0008777	XP_012164485.1	XP_034177736.1
OG0008778	XP_020724382.1	XP_034186950.1
OG0008779	XP_020718845.1	XP_034177473.1
OG0008780	XP_012164300.1	XP_034177522.1
OG0008781	XP_003402990.1	XP_034177274.1, XP_034177273.1
OG0008782	XP_020718797.1	XP_034177434.1
OG0008783	XP_020718799.1	XP_034177436.1
OG0008784	XP_012163868.1	XP_034177500.1
OG0008785	XP_012164352.2	XP_034177804.1
OG0008786	XP_020723255.1	XP_034192367.1
OG0008787	XP_012174791.1	XP_034193337.1
OG0008788	XP_012164873.1	XP_034195015.1
OG0008789	XP_003396010.2	XP_034195570.1
OG0008790	XP_020719112.1	XP_034195521.1
OG0008792	XP_003402605.1	XP_034190573.1
OG0008795	XP_012165314.2	XP_034177705.1
OG0008796	XP_012166060.1	XP_034181715.1
OG0008797	XP_012166591.2	XP_034181504.1
OG0008798	XP_012166664.1	XP_034181220.1
OG0008799	XP_020719686.1	XP_034175584.1
OG0008800	XP_003397303.1	XP_034188022.1
OG0008801	XP_020722908.1	XP_034184888.1
OG0008802	XP_020719924.1, XP_020719923.1, XP_020719922.1	XP_034180978.1
OG0008803	XP_003403134.1	XP_034184790.1
OG0008804	XP_003401628.1	XP_034185599.1
OG0008805	XP_003401829.1	XP_034190448.1
OG0008806	XP_003401760.1	XP_034190256.1
OG0008808	XP_020720712.1	XP_034183601.1
OG0008809	XP_003398122.1	XP_034185961.1
OG0008811	XP_003393489.1	XP_034172830.1
OG0008813	XP_012167757.1	XP_034190074.1
OG0008814	XP_012167749.1	XP_034186300.1
OG0008815	XP_003398274.1	XP_034189805.1
OG0008816	XP_020719417.1	XP_034175842.1
OG0008817	XP_020721260.1	XP_034175226.1
OG0008818	XP_020721027.1	XP_034175453.1
OG0008820	XP_003396606.1	XP_034196555.1
OG0008821	XP_020721314.1	XP_034181411.1
OG0008822	XP_003402994.2	XP_034193163.1
OG0008823	XP_012165493.2	XP_034175199.1
OG0008824	XP_012169654.1	XP_034176652.1
OG0008825	XP_020719227.1	XP_034170943.1
OG0008826	XP_012168892.2	XP_034194966.1
OG0008827	XP_003399384.1	XP_034175328.1
OG0008829	XP_012165497.1	XP_034193183.1
OG0008830	XP_020721440.1	XP_034190895.1
OG0008831	XP_020721458.1	XP_034183279.1, XP_034183280.1
OG0008832	XP_012170254.1	XP_034186519.1
OG0008833	XP_012170654.1	XP_034182898.1
OG0008834	XP_003399857.1	XP_034191011.1
OG0008836	XP_003400023.1	XP_034189639.1
OG0008837	XP_003400200.2	XP_034178312.1
OG0008838	XP_012171103.1	XP_034178316.1
OG0008839	XP_003400150.1	XP_034178582.1
OG0008840	XP_003402748.1	XP_034183905.1
OG0008841	XP_003400445.1	XP_034180079.1
OG0008842	XP_003400944.1	XP_034180178.1
OG0008843	XP_003393517.1	XP_034172399.1
OG0008844	XP_020722608.1	XP_034193948.1
OG0008845	XP_020719115.1	XP_034171396.1
OG0008846	XP_012172523.2	XP_034179953.1
OG0008847	XP_012172290.2	XP_034179644.1
OG0008849	XP_020722429.1	XP_034193880.1
OG0008850	XP_020722483.1	XP_034179159.1
OG0008851	XP_012172846.1	XP_034179967.1
OG0008853	XP_020722534.1	XP_034196280.1
OG0008854	XP_020721420.1	XP_034186794.1
OG0008855	XP_020719655.1	XP_034172140.1
OG0008856	XP_020721721.1	XP_034186780.1
OG0008857	XP_020721497.1	XP_034186857.1
OG0008858	XP_020719326.1	XP_034182621.1
OG0008860	XP_020722224.1	XP_034171829.1
OG0008861	XP_003393651.1	XP_034188697.1
OG0008863	XP_003401145.1	XP_034179624.1
OG0008864	XP_003402172.1	XP_034182838.1
OG0008865	XP_003393677.1	XP_034189281.1
OG0008866	XP_012175638.2	XP_034171003.1
OG0008867	XP_003394057.1	XP_034196552.1
OG0008868	XP_003402859.1	XP_034182680.1
OG0008869	XP_003394163.1	XP_034188347.1
OG0008871	XP_003397603.1	XP_034184171.1
OG0008872	XP_003394983.1	XP_034174461.1
OG0008873	XP_003393370.1	XP_034180180.1
OG0008874	XP_012172382.1	XP_034179391.1
OG0008875	XP_012172080.1	XP_034179930.1
OG0008878	XP_003401146.1	XP_034179764.1
OG0008882	XP_003396203.1	XP_034183543.1
OG0008883	XP_003398245.1	XP_034183772.1
OG0008884	XP_012165454.1	XP_034193195.1
OG0008886	XP_003401087.1	XP_034178875.1
OG0008887	XP_003401138.1	XP_034179614.1
OG0008888	XP_012175559.1	XP_034196458.1
OG0008889	XP_012175653.1	XP_034170911.1
OG0008890	XP_003393545.1	XP_034171204.1
OG0008893	XP_012175481.1	XP_034174498.1
OG0008894	XP_012167226.1	XP_034189285.1
OG0008895	XP_003401713.1	XP_034185457.1
OG0008896	XP_012167469.1	XP_034184516.1
OG0008899	XP_003401272.1	XP_034193901.1
OG0008900	XP_003401509.1	XP_034193518.1
OG0008901	XP_003395178.1	XP_034174051.1
OG0008902	XP_003402288.1	XP_034194162.1
OG0008903	XP_003394048.1	XP_034196588.1
OG0008904	XP_003396717.1	XP_034188861.1
OG0008906	XP_003394288.1	XP_034194227.1
OG0008907	XP_003395152.1	XP_034174765.1
OG0008908	XP_003402053.1	XP_034174826.1
OG0008909	XP_003401840.1	XP_034195103.1
OG0008910	XP_012165001.1	XP_034183230.1
OG0008911	XP_012173206.2	XP_034184719.1
OG0008912	XP_003402993.1	XP_034193194.1
OG0008914	XP_003402666.1	XP_034188800.1
OG0008916	XP_003399914.1	XP_034186866.1
OG0008917	XP_003394166.1	XP_034188663.1
OG0008918	XP_003400824.1	XP_034180645.1
OG0008919	XP_003393496.1	XP_034172962.1
OG0008920	XP_012169702.1	XP_034173211.1
OG0008921	XP_003396416.1	XP_034193419.1
OG0008922	XP_003396412.1	XP_034193421.1
OG0008923	XP_003393876.2	XP_034196457.1
OG0008924	XP_012167656.1	XP_034186144.1
OG0008926	XP_003397266.1	XP_034181899.1
OG0008927	XP_003396251.1	XP_034187157.1
OG0008928	XP_003401762.1	XP_034184894.1
OG0008929	XP_012173307.1	XP_034190254.1
OG0008930	XP_003396059.1	XP_034196337.1
OG0008931	XP_003396409.1	XP_034193427.1
OG0008933	XP_003394102.1	XP_034194402.1
OG0008934	XP_003402777.1	XP_034183449.1
OG0008935	XP_003403047.1	XP_034187938.1
OG0008936	XP_003402760.1	XP_034183548.1
OG0008937	XP_003401149.1	XP_034179645.1
OG0008938	XP_003393614.1	XP_034170888.1
OG0008939	XP_012173862.1	XP_034192450.1
OG0008940	XP_012166069.1	XP_034172942.1
OG0008941	XP_003394540.1	XP_034188253.1
OG0008942	XP_003396162.1	XP_034195498.1
OG0008943	XP_003402287.1	XP_034194150.1
OG0008944	XP_012168267.1	XP_034189466.1
OG0008945	XP_003395358.1	XP_034177515.1
OG0008947	XP_012164667.1	XP_034176318.1
OG0008948	XP_003396724.1	XP_034178512.1
OG0008949	XP_003393482.1	XP_034172511.1
OG0008950	XP_003393513.1	XP_034173134.1
OG0008951	XP_003393964.1	XP_034171970.1
OG0008952	XP_003394056.1	XP_034196550.1
OG0008953	XP_003394206.1	XP_034182601.1
OG0008954	XP_003394811.1	XP_034196438.1
OG0008955	XP_003395386.1	XP_034177688.1
OG0008956	XP_003395670.1	XP_034177701.1
OG0008957	XP_003396039.1	XP_034194545.1
OG0008958	XP_003396185.1	XP_034196150.1
OG0008959	XP_003396379.1	XP_034182548.1
OG0008960	XP_012165451.1, XP_012165450.1, XP_003396414.1	XP_034193153.1
OG0008961	XP_003397223.1	XP_034192469.1
OG0008962	XP_003397906.1	XP_034184260.1
OG0008963	XP_003398362.1	XP_034189423.1
OG0008964	XP_003398363.1	XP_034189431.1
OG0008965	XP_003398590.1	XP_034185803.1
OG0008966	XP_003398801.1	XP_034175524.1
OG0008967	XP_003399175.1	XP_034181843.1
OG0008968	XP_003399718.1	XP_034186520.1
OG0008969	XP_003400232.1	XP_034177966.1
OG0008970	XP_003400374.1	XP_034180487.1
OG0008971	XP_003400397.2	XP_034180046.1
OG0008972	XP_003401192.1, XP_012172101.1	XP_034179912.1
OG0008973	XP_003401728.1	XP_034185277.1
OG0008974	XP_003401867.1	XP_034184655.1
OG0008975	XP_003401938.2	XP_034191977.1
OG0008976	XP_012173714.1, XP_003402158.1, XP_020723230.1	XP_034183088.1
OG0008979	XP_003402499.1	XP_034173717.1
OG0008980	XP_003402950.2	XP_034196255.1
OG0008981	XP_003403080.1	XP_034185150.1
OG0008982	XP_012163315.1	XP_034174059.1
OG0008983	XP_012163427.1	XP_034174595.1
OG0008984	XP_012164677.2	XP_034195504.1
OG0008985	XP_012164909.1	XP_034194420.1
OG0008987	XP_012165805.1	XP_034189048.1
OG0008988	XP_020718264.1, XP_012167614.1	XP_034194170.1
OG0008989	XP_012168420.1	XP_034172463.1
OG0008990	XP_012168427.1	XP_034185878.1, XP_034185879.1, XP_034185877.1
OG0008991	XP_012168616.1	XP_034176284.1, XP_034176285.1
OG0008992	XP_012169542.2	XP_034174788.1
OG0008993	XP_012169754.1	XP_034175234.1
OG0008994	XP_012170218.1	XP_034190831.1
OG0008995	XP_012170350.1	XP_034191064.1
OG0008996	XP_012170404.1	XP_034186635.1
OG0008997	XP_012171680.1	XP_034191464.1
OG0008998	XP_012171770.1	XP_034191543.1, XP_034191542.1
OG0008999	XP_012171898.1	XP_034180251.1
OG0009000	XP_012172282.1	XP_034179610.1
OG0009001	XP_012172927.1, XP_012172935.1	XP_034189266.1
OG0009002	XP_012172987.1, XP_020722934.1	XP_034184925.1
OG0009005	XP_020718358.1	XP_034190498.1
OG0009006	XP_020718694.1	XP_034172508.1
OG0009007	XP_020718837.1	XP_034192934.1
OG0009008	XP_020719975.1	XP_034171127.1
OG0009009	XP_020720519.1	XP_034186128.1
OG0009010	XP_020720650.1	XP_034172521.1
OG0009011	XP_020720656.1	XP_034185957.1
OG0009012	XP_020720765.1	XP_034175537.1, XP_034175538.1
OG0009013	XP_020721179.1	XP_034193196.1
OG0009014	XP_020722864.1	XP_034184879.1
OG0009015	XP_020723192.1	XP_034191308.1
OG0009017	XP_020723274.1	XP_034176634.1
OG0009018	XP_020723629.1	XP_034182517.1
OG0009019	XP_020723747.1	XP_034185611.1
OG0009020	XP_020724126.1	XP_034182592.1
OG0009021	XP_020724225.1	XP_034194355.1
OG0009045	XP_012175465.1	XP_034183097.1
OG0009046	XP_003401520.1	XP_034193919.1
OG0009048	XP_020723232.1	XP_034191215.1
OG0009049	XP_003394055.1	XP_034196553.1
OG0009050	XP_012169445.1	XP_034181551.1
OG0009051	XP_003398900.1	XP_034176306.1
OG0009053	XP_003393306.1	XP_034172866.1
OG0009059	XP_003393940.1	XP_034171002.1
OG0009061	XP_003400457.1	XP_034191848.1
OG0009062	XP_003399617.1	XP_034186867.1
OG0009063	XP_003397336.2	XP_034181226.1
OG0009064	XP_012170042.1	XP_034182897.1
OG0009065	XP_003401183.1	XP_034179512.1
OG0009066	XP_020722431.1	XP_034193881.1, XP_034193882.1
OG0009069	XP_003401650.1	XP_034184977.1
OG0009071	XP_003395229.1	XP_034174075.1
OG0009072	XP_003401990.1	XP_034177166.1
OG0009073	XP_003395852.1	XP_034192764.1
OG0009074	XP_020722565.1	XP_034171199.1
OG0009076	XP_003399262.1	XP_034193393.1
OG0009077	XP_003397706.1	XP_034175294.1
OG0009081	XP_012171446.2	XP_034180271.1
OG0009084	XP_012163064.1	XP_034173965.1
OG0009085	XP_003397600.1	XP_034183924.1
OG0009086	XP_003402263.1	XP_034186569.1
OG0009087	XP_012167053.1	XP_034186383.1
OG0009088	XP_003397796.3	XP_034182339.1
OG0009089	XP_012167425.1	XP_034186334.1
OG0009092	XP_003398347.2	XP_034185209.1
OG0009094	XP_020719073.1	XP_034194476.1
OG0009095	XP_003395960.1	XP_034194409.1
OG0009097	XP_003403214.2	XP_034190599.1
OG0009098	XP_003395558.1	XP_034177311.1
OG0009101	XP_003400395.1	XP_034180013.1
OG0009102	XP_020722331.1	XP_034171014.1
OG0009103	XP_012168333.1	XP_034186149.1
OG0009104	XP_003398595.1	XP_034186245.1, XP_034186246.1
OG0009105	XP_020720545.1	XP_034186243.1
OG0009107	XP_012169078.1	XP_034174925.1
OG0009109	XP_003397414.1	XP_034184335.1
OG0009111	XP_012173958.1	XP_034182149.1
OG0009112	XP_012173201.1	XP_034190497.1
OG0009113	XP_020719561.1	XP_034175238.1
OG0009114	XP_003396302.1	XP_034175111.1
OG0009115	XP_012165584.1	XP_034176162.1
OG0009116	XP_003394639.2	XP_034186694.1
OG0009118	XP_012176406.1	XP_034172577.1
OG0009119	XP_003393146.1	XP_034173496.1
OG0009120	XP_012167546.1	XP_034172169.1
OG0009121	XP_012168378.1	XP_034190137.1
OG0009123	XP_012171936.1	XP_034180864.1
OG0009125	XP_012175743.1	XP_034196612.1
OG0009126	XP_003395001.1	XP_034187369.1
OG0009129	XP_020718707.1	XP_034176832.1
OG0009130	XP_003401967.1	XP_034174626.1
OG0009132	XP_012163933.1	XP_034177441.1
OG0009134	XP_003394819.1	XP_034187308.1
OG0009135	XP_020720617.1	XP_034185363.1
OG0009136	XP_020720618.1	XP_034185373.1
OG0009141	XP_020721214.1	XP_034176515.1
OG0009142	XP_020721278.1	XP_034175870.1
OG0009143	XP_003398839.1	XP_034174890.1
OG0009144	XP_020719035.1	XP_034196264.1
OG0009145	XP_012165870.1	XP_034191020.1
OG0009147	XP_020721224.1	XP_034192261.1
OG0009148	XP_012172039.1	XP_034179136.1
OG0009149	XP_020721383.1	XP_034183220.1
OG0009150	XP_020721853.1	XP_034178261.1
OG0009153	XP_012171238.2	XP_034180856.1
OG0009154	XP_003401213.2	XP_034179320.1
OG0009155	XP_003401155.2	XP_034179731.1
OG0009156	XP_020722570.1	XP_034179242.1
OG0009157	XP_020721082.1	XP_034185757.1
OG0009158	XP_012169813.1	XP_034175630.1
OG0009160	XP_003394094.1	XP_034171136.1
OG0009161	XP_003393942.1	XP_034171000.1
OG0009164	XP_020724205.1	XP_034188383.1
OG0009165	XP_003394118.1	XP_034194462.1
OG0009166	XP_003394236.1	XP_034191911.1
OG0009167	XP_012176171.1	XP_034182286.1
OG0009168	XP_020724228.1	XP_034194378.1
OG0009170	XP_020718488.1	XP_034174712.1
OG0009171	XP_012164365.1	XP_034192647.1
OG0009172	XP_020718602.1	XP_034192674.1, XP_034192672.1
OG0009174	XP_020718851.1	XP_034177243.1
OG0009176	XP_003402989.1	XP_034196366.1
OG0009178	XP_012175300.1	XP_034175544.1
OG0009179	XP_012163146.1	XP_034196110.1
OG0009183	XP_020723538.1	XP_034183446.1
OG0009184	XP_003397354.1	XP_034181694.1
OG0009186	XP_003397913.1	XP_034184607.1
OG0009187	XP_012166924.1	XP_034184529.1
OG0009188	XP_012166850.1	XP_034185723.1
OG0009189	XP_020720437.1	XP_034179472.1
OG0009190	XP_003397601.1	XP_034183928.1
OG0009192	XP_003398225.1	XP_034190042.1
OG0009193	XP_020720572.1	XP_034183586.1
OG0009195	XP_012166193.1	XP_034188327.1
OG0009196	XP_020719242.1	XP_034178009.1
OG0009197	XP_012176327.1	XP_034173210.1
OG0009198	XP_012170633.2	XP_034183306.1
OG0009201	XP_020719280.1	XP_034181942.1
OG0009202	XP_012171984.1	XP_034180315.1
OG0009203	XP_012171608.2	XP_034180378.1
OG0009204	XP_003400639.2	XP_034180488.1, XP_034180640.1
OG0009205	XP_020722620.1	XP_034179422.1
OG0009207	XP_012172526.2	XP_034179944.1
OG0009208	XP_012172679.1	XP_034193851.1
OG0009210	XP_020721712.1	XP_034190723.1
OG0009211	XP_020723182.1	XP_034191156.1
OG0009212	XP_020719854.1	XP_034173355.1
OG0009217	XP_020724263.1	XP_034194729.1
OG0009218	XP_020723597.1	XP_034188424.1
OG0009219	XP_003398819.1	XP_034192293.1
OG0009220	XP_012163700.1	XP_034174757.1
OG0009221	XP_003397849.1	XP_034177671.1
OG0009222	XP_003393832.2	XP_034170947.1
OG0009223	XP_003394165.1	XP_034188357.1
OG0009225	XP_003397417.1	XP_034185709.1
OG0009227	XP_003393511.1	XP_034172745.1
OG0009228	XP_003393574.1	XP_034171790.1
OG0009230	XP_003394112.1	XP_034194393.1
OG0009231	XP_003395233.1	XP_034187486.1
OG0009232	XP_003396032.1	XP_034195515.1
OG0009233	XP_003396080.1	XP_034196318.1
OG0009234	XP_003397146.1	XP_034181022.1, XP_034181023.1
OG0009235	XP_003397522.2	XP_034184445.1
OG0009236	XP_003398002.1	XP_034187898.1
OG0009237	XP_003398616.1	XP_034185049.1
OG0009238	XP_003398703.1	XP_034185840.1, XP_034185841.1, XP_034185842.1
OG0009239	XP_003399449.1	XP_034192357.1
OG0009240	XP_003399880.1, XP_012170533.1	XP_034187154.1
OG0009241	XP_003400869.1	XP_034191468.1
OG0009243	XP_003403245.2	XP_034171122.1
OG0009244	XP_020722863.1, XP_003403430.2	XP_034184869.1
OG0009245	XP_012163242.1	XP_034187627.1
OG0009246	XP_012165578.1	XP_034176457.1
OG0009248	XP_012166359.1	XP_034181240.1
OG0009250	XP_012169163.1	XP_034176686.1
OG0009251	XP_012169874.2	XP_034186601.1
OG0009252	XP_012170639.2	XP_034190772.1
OG0009253	XP_012170831.1	XP_034178006.1
OG0009254	XP_012170936.1	XP_034171734.1
OG0009255	XP_012171342.1	XP_034194138.1
OG0009257	XP_012172013.1	XP_034178868.1
OG0009258	XP_012172524.1	XP_034179949.1
OG0009259	XP_012172701.2	XP_034179235.1
OG0009260	XP_012173575.1	XP_034194125.1
OG0009262	XP_012175230.1	XP_034195203.1
OG0009264	XP_012175771.1	XP_034196579.1
OG0009265	XP_012175799.1, XP_012175798.1, XP_012175800.1	XP_034174072.1
OG0009266	XP_012176618.1	XP_034182564.1
OG0009268	XP_020720086.1	XP_034184174.1
OG0009269	XP_020721195.1	XP_034174982.1
OG0009270	XP_020721572.1	XP_034183288.1
OG0009273	XP_020723565.1	XP_034172202.1
OG0009274	XP_020723900.1	XP_034189589.1
OG0009308	NP_001267830.1	XP_034186942.1
OG0009311	XP_012168991.1	XP_034175743.1
OG0009315	XP_020718476.1	XP_034174801.1
OG0009316	XP_012172150.1	XP_034179310.1
OG0009317	XP_012165025.1	XP_034173649.1
OG0009321	XP_003398226.1	XP_034190040.1
OG0009322	XP_012171740.1	XP_034180742.1
OG0009325	XP_003398285.1	XP_034189764.1
OG0009327	XP_020721574.1	XP_034177263.1, XP_034187049.1
OG0009328	XP_020721981.1	XP_034178365.1
OG0009329	XP_012172040.1	XP_034179133.1
OG0009330	XP_020724347.1	XP_034182299.1
OG0009331	XP_012170964.1	XP_034177978.1
OG0009333	XP_020722366.1	XP_034180269.1
OG0009338	XP_020722550.1	XP_034179399.1
OG0009339	XP_020723237.1	XP_034186845.1
OG0009343	XP_012172240.1	XP_034178902.1
OG0009346	XP_012174945.1	XP_034190290.1
OG0009348	XP_020723008.1	XP_034184881.1
OG0009351	XP_003400405.1	XP_034180051.1
OG0009352	XP_003400376.1	XP_034180869.1
OG0009355	XP_012169610.1	XP_034175796.1
OG0009356	XP_012169823.2	XP_034176133.1
OG0009357	XP_012175462.1	XP_034172039.1
OG0009358	XP_003393980.1	XP_034170848.1
OG0009359	XP_020719555.1	XP_034174915.1
OG0009360	XP_020722169.1	XP_034171024.1
OG0009364	XP_020718440.1	XP_034187834.1
OG0009365	XP_012166705.1	XP_034181227.1
OG0009368	XP_003403135.1	XP_034184816.1
OG0009369	XP_012168432.1	XP_034183665.1
OG0009371	XP_020723564.1	XP_034194049.1
OG0009372	XP_020722411.1	XP_034179537.1
OG0009375	XP_012170755.1	XP_034189063.1
OG0009378	XP_003396161.1	XP_034195496.1
OG0009380	XP_012164971.1	XP_034195511.1
OG0009381	XP_012164694.1	XP_034196243.1
OG0009382	XP_003402899.1	XP_034193090.1
OG0009383	XP_003396931.1	XP_034171645.1
OG0009384	XP_012168477.1	XP_034185017.1
OG0009385	XP_020719908.1	XP_034181212.1
OG0009386	XP_020719792.1	XP_034187982.1
OG0009388	XP_020719786.1	XP_034187920.1
OG0009389	XP_020719911.1	XP_034192510.1
OG0009391	XP_020720141.1	XP_034184256.1
OG0009393	XP_020719588.1	XP_034190632.1
OG0009394	XP_020723438.1	XP_034184454.1
OG0009396	XP_020720699.1	XP_034183663.1
OG0009400	XP_020722234.1	XP_034185001.1
OG0009404	XP_020721432.1	XP_034182935.1
OG0009407	XP_012171089.2	XP_034178074.1
OG0009410	XP_020719055.1	XP_034182560.1
OG0009412	XP_012171364.1	XP_034180459.1
OG0009413	XP_012171992.1	XP_034180867.1
OG0009415	XP_012172261.1	XP_034179533.1
OG0009416	XP_012168743.1	XP_034185962.1
OG0009417	XP_020722510.1	XP_034193596.1
OG0009419	XP_003399993.1	XP_034187029.1
OG0009420	XP_020719116.1	XP_034189856.1
OG0009421	XP_020720137.1	XP_034188780.1
OG0009423	XP_020718333.1	XP_034179701.1, XP_034179699.1, XP_034179698.1, XP_034179700.1
OG0009426	XP_020721705.1	XP_034187241.1
OG0009428	XP_003396061.1	XP_034191925.1
OG0009429	XP_003393028.1	XP_034173048.1
