Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0008200	XP_003395449.1	XP_017796056.1
OG0008201	XP_003399121.1	XP_017793081.1
OG0008202	XP_012173939.1	XP_017790163.1
OG0008203	XP_003398686.1	XP_017793033.1
OG0008204	XP_003402149.1	XP_017794844.1
OG0008205	XP_003398117.1	XP_017792049.1
OG0008206	XP_003401273.1	XP_017791841.1
OG0008207	XP_012164466.1	XP_017795322.1
OG0008208	XP_003397435.1	XP_017794361.1
OG0008209	XP_003403179.1	XP_017799542.1
OG0008210	XP_003393714.1	XP_017796502.1
OG0008211	XP_003396411.1	XP_017792033.1
OG0008212	XP_003403349.1	XP_017791616.1
OG0008213	XP_012167748.1	XP_017789835.1
OG0008214	XP_003393272.1	XP_017798996.1
OG0008215	XP_003394200.1	XP_017789109.1
OG0008216	XP_003396313.1	XP_017792280.1
OG0008217	XP_003402370.2	XP_017790388.1
OG0008218	XP_003400411.1	XP_017794669.1
OG0008219	XP_012163547.1	XP_017797189.1
OG0008220	XP_012174387.1	XP_017789987.1
OG0008221	XP_003394626.1	XP_017788144.1
OG0008222	XP_012165457.1, XP_012165464.1	XP_017799268.1
OG0008223	XP_003399171.1	XP_017789650.1
OG0008224	XP_012165953.1	XP_017791042.1
OG0008225	XP_003403359.1	XP_017791607.1
OG0008226	XP_003396332.1	XP_017792324.1
OG0008227	XP_003402877.1	XP_017798025.1
OG0008228	XP_003403102.1	XP_017791225.1
OG0008229	XP_003401329.1	XP_017799511.1
OG0008230	XP_003402878.1	XP_017798031.1
OG0008231	XP_003398689.1	XP_017793408.1
OG0008232	XP_020718438.1	XP_017797073.1
OG0008233	XP_003401803.2	XP_017798019.1
OG0008234	XP_003398396.1	XP_017790132.1
OG0008235	XP_003398167.2	XP_017791440.1
OG0008236	XP_020721584.1	XP_017798366.1
OG0008237	XP_003394912.1	XP_017796213.1
OG0008238	XP_003396429.1	XP_017792549.1
OG0008239	XP_003394797.1	XP_017790155.1
OG0008240	XP_012165211.1	XP_017794179.1
OG0008241	XP_003401268.1	XP_017799578.1
OG0008242	XP_003396941.1	XP_017787808.1
OG0008243	XP_003398397.1	XP_017790062.1
OG0008244	XP_003392957.1	XP_017799363.1
OG0008245	XP_003392985.1	XP_017788342.1
OG0008246	XP_012167126.2	XP_017788299.1
OG0008247	XP_003398736.2	XP_017793345.1
OG0008248	XP_003395863.1	XP_017793623.1
OG0008249	XP_012171924.1	XP_017794680.1
OG0008250	XP_003396271.1	XP_017794199.1
OG0008251	XP_020722061.1	XP_017798809.1
OG0008252	XP_020724141.1	XP_017788132.1
OG0008253	XP_003401747.1	XP_017787473.1
OG0008254	XP_003401513.1	XP_017793530.1
OG0008255	XP_003394858.1	XP_017798152.1
OG0008256	XP_003394105.1	XP_017789490.1
OG0008257	XP_003401217.1	XP_017794809.1
OG0008258	XP_003397963.1	XP_017797327.1
OG0008259	XP_003394038.1	XP_017794459.1
OG0008260	XP_003393618.1	XP_017787895.1
OG0008261	XP_012167769.1	XP_017793901.1
OG0008262	XP_003402636.1	XP_017796503.1
OG0008263	XP_012170951.1	XP_017788849.1
OG0008264	XP_003394345.1	XP_017789427.1
OG0008265	XP_003403209.1	XP_017794011.1
OG0008266	XP_003396673.1	XP_017795674.1
OG0008267	XP_003401691.1	XP_017794015.1
OG0008268	XP_003398805.1	XP_017789686.1
OG0008269	XP_003397458.1	XP_017790929.1
OG0008270	XP_003398811.2	XP_017789693.1
OG0008271	XP_003393035.1	XP_017799194.1
OG0008272	XP_003393069.1	XP_017798969.1
OG0008273	XP_020719447.1	XP_017788240.1
OG0008274	XP_012169766.1	XP_017793110.1
OG0008275	XP_003396576.1	XP_017792303.1
OG0008276	XP_003392893.1	XP_017799158.1
OG0008277	XP_003398633.1	XP_017795346.1
OG0008278	XP_003396927.1	XP_017792362.1
OG0008279	XP_003394260.1	XP_017788595.1
OG0008280	XP_003394352.1	XP_017789329.1
OG0008281	XP_003398609.1	XP_017794500.1
OG0008282	XP_003403243.1	XP_017795404.1
OG0008283	XP_003399496.1	XP_017791341.1
OG0008284	XP_012170545.1	XP_017792462.1
OG0008285	XP_020720092.1	XP_017790971.1
OG0008286	XP_012174341.1	XP_017796505.1
OG0008287	XP_003400210.1	XP_017788909.1
OG0008288	XP_012169573.1	XP_017793006.1
OG0008289	XP_003397296.1	XP_017793288.1
OG0008290	XP_020720040.1	XP_017797307.1
OG0008291	XP_003394174.1	XP_017789440.1
OG0008292	XP_003401823.1	XP_017798035.1
OG0008293	XP_020722377.1	XP_017794802.1
OG0008294	XP_003397109.1	XP_017798880.1
OG0008295	XP_003399325.1	XP_017789263.1
OG0008296	XP_003395685.1	XP_017788636.1
OG0008297	XP_003399444.2	XP_017793091.1
OG0008298	XP_003392860.1	XP_017797372.1
OG0008299	XP_003394856.1	XP_017798138.1
OG0008300	XP_012164077.1	XP_017790816.1
OG0008301	XP_012170011.1	XP_017794931.1
OG0008302	XP_020719998.1	XP_017796935.1
OG0008303	XP_003399603.1	XP_017798388.1
OG0008304	XP_003394852.1	XP_017798130.1
OG0008305	XP_012173776.1	XP_017792651.1
OG0008306	XP_003393589.1	XP_017794792.1
OG0008307	XP_003392943.1	XP_017797217.1
OG0008308	XP_003396304.1	XP_017792393.1
OG0008309	XP_020718677.1	XP_017793681.1
OG0008310	XP_003398377.1	XP_017790138.1
OG0008311	XP_003397582.1	XP_017790914.1
OG0008312	XP_003400765.1	XP_017788023.1
OG0008313	XP_012163271.1	XP_017798267.1
OG0008315	XP_003393632.1	XP_017792727.1
OG0008316	XP_003394501.1	XP_017796752.1
OG0008317	XP_003397892.1	XP_017794364.1
OG0008318	XP_003397098.1	XP_017798883.1
OG0008319	XP_003400694.1	XP_017787989.1
OG0008320	XP_003399543.1	XP_017798386.1
OG0008321	XP_012167997.1	XP_017792095.1
OG0008322	XP_003398721.1	XP_017792883.1
OG0008323	XP_003401209.1	XP_017796620.1
OG0008324	XP_003399635.2	XP_017798443.1
OG0008325	XP_003400576.1	XP_017798673.1
OG0008326	XP_003397846.1	XP_017795744.1
OG0008327	XP_003403132.1	XP_017799564.1
OG0008328	XP_003397847.1	XP_017795737.1
OG0008329	XP_012167870.1	XP_017792553.1
OG0008330	XP_003401775.2	XP_017794067.1
OG0008331	XP_012169583.1	XP_017793447.1
OG0008332	XP_003394619.1	XP_017788076.1
OG0008333	XP_003395599.1	XP_017790705.1
OG0008334	XP_020720256.1	XP_017797321.1
OG0008335	XP_012170152.1	XP_017798389.1
OG0008336	XP_003399787.1	XP_017794961.1
OG0008337	XP_003399283.1	XP_017793392.1
OG0008338	XP_003402355.1	XP_017789993.1
OG0008339	XP_003400568.1	XP_017798721.1
OG0008340	XP_003393711.1	XP_017796427.1
OG0008341	XP_012173786.1	XP_017791536.1
OG0008342	XP_003399015.1	XP_017795581.1
OG0008343	XP_003402400.1	XP_017797154.1
OG0008344	XP_020720326.1	XP_017790962.1
OG0008345	XP_003400685.1	XP_017798661.1
OG0008346	XP_012174031.1	XP_017797172.1
OG0008347	XP_012171144.1	XP_017798685.1
OG0008348	XP_012175831.1	XP_017789524.1
OG0008349	XP_003399310.1	XP_017789277.1
OG0008350	XP_003397205.1	XP_017789981.1
OG0008351	XP_003395302.1	XP_017795312.1
OG0008352	XP_003398899.1	XP_017792829.1
OG0008353	XP_003399873.1	XP_017787576.1
OG0008354	XP_003400826.3	XP_017797810.1
OG0008355	XP_003401465.1	XP_017795881.1
OG0008356	XP_012171639.1	XP_017797728.1
OG0008357	XP_003401463.1	XP_017795884.1
OG0008358	XP_003394497.1	XP_017796746.1
OG0008359	XP_003399724.1	XP_017787536.1
OG0008360	XP_012163857.1	XP_017796032.1
OG0008361	XP_020724168.1	XP_017796754.1
OG0008362	XP_003402589.1	XP_017794210.1
OG0008363	XP_003401342.1	XP_017787689.1
OG0008364	XP_012170324.1	XP_017794934.1
OG0008365	XP_012173749.1	XP_017787919.1
OG0008366	XP_003399760.1	XP_017794828.1
OG0008367	XP_003401072.1	XP_017796645.1
OG0008368	XP_003399173.1	XP_017789643.1
OG0008369	XP_003401078.1	XP_017796662.1
OG0008370	XP_012169056.1	XP_017795587.1
OG0008371	XP_012174106.1	XP_017798156.1
OG0008372	XP_003401110.1	XP_017791896.1
OG0008373	XP_003401089.1	XP_017791853.1
OG0008374	XP_003401141.1	XP_017791791.1
OG0008375	XP_012174161.1	XP_017798217.1
OG0008376	XP_020718357.1	XP_017796238.1
OG0008377	XP_003402399.1	XP_017798146.1
OG0008378	XP_003401515.1	XP_017793541.1
OG0008379	XP_003394123.1	XP_017789354.1
OG0008380	XP_003396290.1	XP_017792315.1
OG0008381	XP_003397840.1	XP_017795733.1
OG0008382	XP_003394713.1	XP_017791737.1
OG0008383	XP_003395225.1, XP_020718466.1	XP_017798098.1
OG0008385	XP_003396553.1	XP_017787774.1, XP_017787775.1
OG0008386	XP_003397877.1	XP_017795528.1
OG0008387	XP_003397926.3	XP_017794126.1
OG0008388	XP_003398309.1	XP_017789315.1
OG0008389	XP_003398579.1	XP_017793948.1
OG0008390	XP_003398585.1	XP_017793858.1
OG0008391	XP_003398724.1, XP_012168730.1, XP_012168729.1	XP_017792872.1
OG0008392	XP_003399605.3	XP_017794814.1
OG0008393	XP_020721697.1, XP_003400016.2	XP_017791526.1
OG0008394	XP_003400660.1	XP_017792559.1, XP_017792558.1, XP_017792557.1
OG0008395	XP_003400853.1	XP_017794738.1
OG0008396	XP_003401251.1	XP_017791845.1, XP_017794684.1
OG0008397	XP_003402779.1, XP_020723531.1	XP_017793218.1
OG0008398	XP_003403207.2	XP_017794014.1
OG0008399	XP_012163144.1	XP_017798131.1
OG0008400	XP_012164502.2	XP_017790629.1
OG0008401	XP_012165487.1	XP_017792551.1
OG0008402	XP_012166107.1	XP_017787780.1
OG0008403	XP_012167477.1, XP_012167526.1	XP_017795367.1
OG0008404	XP_020720841.1, XP_012167767.1	XP_017793863.1
OG0008405	XP_012168013.1	XP_017789961.1
OG0008406	XP_012168771.1	XP_017797975.1
OG0008407	XP_020721302.1, XP_012169626.1, XP_012169625.1	XP_017797898.1
OG0008408	XP_012169788.1	XP_017793024.1
OG0008409	XP_012170362.1	XP_017794929.1
OG0008410	XP_012174546.1	XP_017791716.1
OG0008411	XP_012174875.1, XP_012174874.1	XP_017791944.1
OG0008412	XP_012176103.2	XP_017788016.1
OG0008413	XP_020718366.1	XP_017799031.1
OG0008414	XP_020718371.1	XP_017793808.1
OG0008415	XP_020719383.1	XP_017792226.1
OG0008417	XP_020721781.1	XP_017788502.1
OG0008418	XP_020722504.1	XP_017790547.1
OG0008419	XP_020723584.1	XP_017796193.1, XP_017796191.1
OG0008420	XP_020724051.1	XP_017788352.1
OG0008421	XP_020724346.1	XP_017792486.1
OG0008435	XP_003394952.2	XP_017797178.1
OG0008439	XP_003394948.1	XP_017797177.1
OG0008440	XP_020718419.1	XP_017797163.1
OG0008442	XP_003393648.1	XP_017792627.1
OG0008443	XP_020720865.1	XP_017798957.1
OG0008444	XP_003393917.1	XP_017795948.1
OG0008445	XP_003403001.3	XP_017798855.1
OG0008446	XP_003397793.1	XP_017799442.1
OG0008447	XP_003395018.1	XP_017796265.1
OG0008449	NP_001318040.1	XP_017788727.1
OG0008450	XP_003400743.1	XP_017797778.1
OG0008451	XP_003393515.1	XP_017799269.1
OG0008452	XP_012167437.1	XP_017787970.1
OG0008453	XP_003402820.1	XP_017789363.1
OG0008454	XP_003393890.1	XP_017790526.1
OG0008455	XP_003394981.1	XP_017797207.1
OG0008456	XP_012166439.1	XP_017790378.1
OG0008457	XP_003393516.1	XP_017799094.1
OG0008458	XP_012164966.2	XP_017795198.1
OG0008459	XP_012165845.1	XP_017798972.1
OG0008460	XP_003396405.1	XP_017790318.1
OG0008462	XP_003402909.3	XP_017797643.1
OG0008463	XP_003399488.1	XP_017791410.1
OG0008464	XP_020718404.1, XP_020718405.1	XP_017787959.1
OG0008465	XP_003396210.1	XP_017798058.1
OG0008466	XP_003394566.1	XP_017789979.1
OG0008467	XP_003396209.1	XP_017798405.1
OG0008468	XP_003393878.1	XP_017790504.1
OG0008469	XP_003402230.1	XP_017792724.1
OG0008470	XP_003401341.1	XP_017787669.1
OG0008471	XP_003401993.1	XP_017793633.1
OG0008472	XP_003396413.1	XP_017790346.1
OG0008474	XP_012176540.1	XP_017788468.1
OG0008479	XP_003393295.1	XP_017788293.1
OG0008480	XP_003396818.1	XP_017791045.1
OG0008481	XP_003396970.1	XP_017795677.1
OG0008482	XP_003393944.1	XP_017788397.1
OG0008483	XP_012174148.1	XP_017798227.1
OG0008484	XP_003393509.2	XP_017799024.1
OG0008485	XP_020722751.1	XP_017796644.1
OG0008487	XP_012175804.1	XP_017795343.1
OG0008488	XP_012165478.1	XP_017792546.1
OG0008489	XP_003394076.1	XP_017796872.1
OG0008490	XP_003394324.1	XP_017789335.1
OG0008491	XP_003403093.1	XP_017791237.1
OG0008492	XP_020720210.1	XP_017799453.1
OG0008494	XP_003399403.1	XP_017793393.1
OG0008495	XP_003399157.1	XP_017787715.1
OG0008497	XP_003399149.1	XP_017793089.1
OG0008498	XP_003397031.1	XP_017793875.1
OG0008499	XP_020721985.1	XP_017788888.1
OG0008500	XP_003393930.1	XP_017795944.1
OG0008501	XP_020718368.1	XP_017796074.1
OG0008503	XP_003400986.1	XP_017789725.1
OG0008504	XP_003398030.1	XP_017797320.1
OG0008505	XP_003403007.1	XP_017798723.1
OG0008507	XP_003401761.1	XP_017791235.1
OG0008508	XP_020719902.1	XP_017790402.1
OG0008509	XP_020721984.1	XP_017788768.1
OG0008510	XP_020722766.1	XP_017795113.1, XP_017795111.1, XP_017795114.1
OG0008511	XP_003394282.1	XP_017789414.1
OG0008512	XP_003394332.1	XP_017789511.1
OG0008514	XP_012170971.2	XP_017788882.1
OG0008515	XP_003397294.1	XP_017790202.1
OG0008516	XP_003397171.3	XP_017790203.1
OG0008517	XP_003400027.1	XP_017788840.1
OG0008518	XP_003394078.1	XP_017796876.1
OG0008519	XP_003397382.1	XP_017798903.1
OG0008520	XP_003397596.1	XP_017795080.1
OG0008521	XP_003397516.1	XP_017799414.1
OG0008522	XP_003399475.1	XP_017791350.1
OG0008523	XP_003399489.1	XP_017791343.1
OG0008524	XP_003396166.1	XP_017789180.1
OG0008525	XP_003400977.1	XP_017789554.1
OG0008526	XP_003394570.2	XP_017788488.1
OG0008527	XP_003394092.1	XP_017787738.1
OG0008528	XP_003393938.1	XP_017795953.1
OG0008529	XP_012164743.1	XP_017799460.1, XP_017799461.1, XP_017799459.1
OG0008530	XP_020718629.1	XP_017792118.1
OG0008531	XP_003395726.1	XP_017790762.1
OG0008532	XP_012164384.1	XP_017790797.1
OG0008533	XP_003401815.2	XP_017797964.1
OG0008534	XP_003402652.1	XP_017796419.1
OG0008535	XP_020722211.1	XP_017798442.1
OG0008536	XP_020721175.1	XP_017792982.1
OG0008537	XP_003395943.1	XP_017797468.1
OG0008538	XP_003402295.1	XP_017797525.1
OG0008540	XP_003392989.1	XP_017788347.1
OG0008541	XP_003393344.1	XP_017793246.1
OG0008542	XP_003393355.1	XP_017793068.1
OG0008543	XP_020721640.1	XP_017798338.1
OG0008544	XP_003396417.1	XP_017790335.1
OG0008545	XP_012170143.1	XP_017798420.1
OG0008547	XP_003395184.1	XP_017795268.1
OG0008548	XP_020718980.1	XP_017797561.1
OG0008549	XP_012166629.1	XP_017793752.1
OG0008551	XP_012166547.1	XP_017798907.1
OG0008552	XP_003396517.1	XP_017795141.1
OG0008553	XP_003396238.1	XP_017794290.1
OG0008554	XP_012174789.1	XP_017797593.1
OG0008555	XP_003402905.1	XP_017797637.1
OG0008556	XP_003401496.1	XP_017793543.1
OG0008558	XP_003403198.1	XP_017787366.1
OG0008559	XP_012175119.1	XP_017787371.1
OG0008560	XP_003401882.1	XP_017787486.1
OG0008563	XP_020722701.1	XP_017794756.1
OG0008564	XP_003395762.1	XP_017793716.1, XP_017793714.1
OG0008565	XP_003400079.1	XP_017788894.1
OG0008566	XP_012170720.1	XP_017788932.1
OG0008567	XP_020720643.1	XP_017793848.1
OG0008568	XP_003394967.1	XP_017791960.1
OG0008569	XP_012163501.1	XP_017797214.1
OG0008570	XP_003394756.1	XP_017797099.1
OG0008571	XP_020718486.1	XP_017797215.1
OG0008572	XP_012172507.2	XP_017787402.1
OG0008573	XP_003401577.1	XP_017799247.1
OG0008574	XP_020722568.1	XP_017799223.1
OG0008575	XP_020722781.1	XP_017799589.1
OG0008576	XP_003397605.1	XP_017793753.1
OG0008577	XP_003394266.1	XP_017788005.1
OG0008580	XP_003401388.1	XP_017792937.1
OG0008581	XP_003401229.1	XP_017792940.1
OG0008582	XP_020722551.1	XP_017792945.1
OG0008583	XP_003396092.1	XP_017797558.1
OG0008584	XP_012173729.1	XP_017792771.1
OG0008585	XP_020720075.1	XP_017799449.1
OG0008586	XP_012166764.1	XP_017789759.1
OG0008587	XP_012164509.1	XP_017790661.1
OG0008591	XP_020723858.1	XP_017798837.1
OG0008592	XP_012175255.1	XP_017798724.1
OG0008593	XP_020723857.1	XP_017798825.1
OG0008594	XP_012163402.1	XP_017796266.1
OG0008595	XP_012163407.1	XP_017793802.1
OG0008596	XP_012163147.1	XP_017796267.1
OG0008598	XP_020722108.1	XP_017798482.1
OG0008599	XP_012171677.1	XP_017798756.1
OG0008601	XP_012170160.1	XP_017792612.1
OG0008602	XP_012170079.1	XP_017792590.1
OG0008603	XP_012170175.1	XP_017792597.1
OG0008604	XP_012165028.1	XP_017798211.1
OG0008605	XP_020722459.1	XP_017796609.1
OG0008606	XP_012172234.1	XP_017796593.1
OG0008607	XP_012172068.1	XP_017796605.1
OG0008608	XP_003400984.1	XP_017789751.1
OG0008609	XP_012171996.1	XP_017789551.1
OG0008610	XP_012172064.1	XP_017791577.1
OG0008612	XP_012170700.1	XP_017797300.1
OG0008613	XP_012166387.1	XP_017798836.1
OG0008615	XP_003398808.1	XP_017797540.1
OG0008616	XP_012163866.1	XP_017796083.1
OG0008617	XP_003398176.1	XP_017789667.1
OG0008618	XP_003401729.1	XP_017787493.1
OG0008619	XP_003403420.1	XP_017787492.1
OG0008620	XP_012175769.1	XP_017794457.1
OG0008621	XP_012175766.1	XP_017794474.1
OG0008622	XP_012175762.1, XP_012175760.1	XP_017794427.1
OG0008623	XP_012163790.1	XP_017796040.1
OG0008624	XP_003395538.1	XP_017793686.1
OG0008625	XP_012164903.1	XP_017789163.1
OG0008627	XP_020720799.1	XP_017791258.1
OG0008628	XP_012167941.1	XP_017791696.1
OG0008629	XP_012167959.1	XP_017790944.1
OG0008631	XP_020722029.1	XP_017798770.1
OG0008632	XP_012175644.1	XP_017795956.1
OG0008633	XP_012175629.1	XP_017795957.1
OG0008634	XP_003393922.1	XP_017795943.1
OG0008636	XP_020723822.1	XP_017795978.1
OG0008637	XP_020720695.1	XP_017789469.1
OG0008638	XP_003398247.1	XP_017789836.1
OG0008639	XP_003399320.1	XP_017789222.1
OG0008640	XP_003398775.1	XP_017793454.1
OG0008641	XP_012175181.1	XP_017799558.1
OG0008642	XP_020721486.1	XP_017791325.1
OG0008643	XP_012174102.1	XP_017798085.1
OG0008644	XP_020720125.1	XP_017795855.1
OG0008645	XP_012167569.1	XP_017796818.1
OG0008646	XP_003397842.1	XP_017795736.1
OG0008647	XP_003393830.1	XP_017790418.1
OG0008648	XP_012166138.1	XP_017795680.1
OG0008649	XP_012165743.1	XP_017795618.1
OG0008650	XP_012165740.1	XP_017795619.1
OG0008651	XP_020723307.1	XP_017795296.1
OG0008652	XP_003393934.1	XP_017788427.1
OG0008653	XP_012173965.1	XP_017788445.1
OG0008654	XP_020723996.1	XP_017790364.1
OG0008655	XP_020724036.1	XP_017790363.1
OG0008656	XP_012175544.1	XP_017790473.1
OG0008658	XP_020720600.1	XP_017791543.1
OG0008659	XP_012174179.1	XP_017798209.1
OG0008661	XP_012170021.1	XP_017794832.1
OG0008662	XP_003399561.1	XP_017794998.1
OG0008664	XP_020719282.1	XP_017792413.1
OG0008665	XP_012166200.2	XP_017788196.1
OG0008666	XP_012169386.1	XP_017793097.1
OG0008667	XP_012172547.1	XP_017799125.1
OG0008668	XP_020718499.1	XP_017790242.1
OG0008669	XP_003395896.1	XP_017797501.1
OG0008670	XP_012173867.1	XP_017797460.1
OG0008671	XP_020723261.1	XP_017797454.1
OG0008672	XP_012168079.1	XP_017794562.1
OG0008673	XP_003393210.1	XP_017799286.1
OG0008674	XP_003392988.1	XP_017788337.1
OG0008675	XP_020724183.1	XP_017788281.1
OG0008676	XP_003393505.2	XP_017799017.1
OG0008677	XP_003393333.3	XP_017788349.1
OG0008678	XP_020719592.1	XP_017797633.1
OG0008680	XP_012166570.1	XP_017793186.1
OG0008681	XP_003398607.1	XP_017791942.1
OG0008682	XP_020718661.1	XP_017795567.1
OG0008683	XP_012175692.1	XP_017790540.1
OG0008684	XP_003393880.1	XP_017790558.1
OG0008685	XP_012173971.2	XP_017795295.1
OG0008686	XP_012173964.1	XP_017795316.1
OG0008687	XP_003394553.1	XP_017788065.1
OG0008688	XP_003394938.2	XP_017796251.1
OG0008689	XP_003394984.1	XP_017797164.1
OG0008690	XP_020718548.1	XP_017797268.1
OG0008691	XP_020718470.1	XP_017798244.1
OG0008692	XP_003395271.1	XP_017798248.1
OG0008693	XP_020718286.1	XP_017787937.1
OG0008697	XP_012164487.2	XP_017791933.1
OG0008698	XP_012165547.1	XP_017792222.1
OG0008700	XP_020723089.1	XP_017793583.1
OG0008701	XP_020719143.1	XP_017796110.1
OG0008702	XP_012173856.1	XP_017797518.1
OG0008703	XP_012175303.1	XP_017797406.1
OG0008705	XP_003396882.2	XP_017795681.1
OG0008706	XP_003396208.2	XP_017798313.1
OG0008707	XP_020719751.1	XP_017798829.1
OG0008709	XP_012176303.1, XP_003394437.2	XP_017793171.1
OG0008710	XP_003397473.1	XP_017790934.1
OG0008712	XP_020720436.1	XP_017799432.1
OG0008713	XP_020720146.1	XP_017795746.1
OG0008714	XP_012167928.1	XP_017790992.1
OG0008715	XP_003394591.1	XP_017790110.1
OG0008716	XP_012167835.1	XP_017789744.1
OG0008717	XP_012165815.1	XP_017795150.1
OG0008719	XP_003396470.1	XP_017794237.1
OG0008721	XP_003396813.1	XP_017790307.1
OG0008724	XP_003401598.1	XP_017796304.1
OG0008725	XP_003400208.1	XP_017788708.1
OG0008726	XP_003400109.2	XP_017788698.1
OG0008727	XP_003400271.1	XP_017788730.1
OG0008728	XP_003400293.1	XP_017788853.1
OG0008730	XP_012172672.1	XP_017795895.1
OG0008732	XP_020722549.1	XP_017792898.1
OG0008733	XP_012172391.1	XP_017792897.1
OG0008734	XP_012172727.1	XP_017793569.1
OG0008735	XP_020722606.1	XP_017799189.1
OG0008739	XP_020720842.1	XP_017793911.1
OG0008740	XP_003393446.1	XP_017799319.1
OG0008741	XP_003397804.1	XP_017795370.1
OG0008742	XP_012174359.1	XP_017788004.1
OG0008743	XP_012173755.1	XP_017792711.1
OG0008744	XP_003394022.1	XP_017798325.1
OG0008745	XP_012173766.1	XP_017792649.1
OG0008746	XP_003394095.1	XP_017787751.1
OG0008747	XP_012175613.1	XP_017795973.1
OG0008748	XP_003402646.1	XP_017788391.1
OG0008749	XP_003398626.1	XP_017796857.1
OG0008750	XP_012165255.1	XP_017796336.1
OG0008751	XP_012175593.2	XP_017790607.1
OG0008753	XP_012169980.1	XP_017794555.1
OG0008754	XP_020724022.1	XP_017794435.1
OG0008755	XP_020722229.1	XP_017790454.1
OG0008756	XP_012173752.1	XP_017792645.1
OG0008757	XP_012175801.1	XP_017795345.1
OG0008758	XP_003394047.1	XP_017794428.1
OG0008759	XP_003398150.1	XP_017789583.1
OG0008760	XP_003394394.1	XP_017787993.1
OG0008761	XP_003394407.2	XP_017789325.1
OG0008762	XP_012174223.1	XP_017795299.1
OG0008764	XP_003394746.1	XP_017797219.1
OG0008766	XP_003394918.1	XP_017793748.1
OG0008767	XP_003402418.1	XP_017796337.1
OG0008768	XP_003395016.1	XP_017796256.1
OG0008769	XP_003394753.1	XP_017796144.1
OG0008770	XP_003394750.1	XP_017796794.1
OG0008771	XP_012163068.1	XP_017797260.1
OG0008772	XP_003395032.1	XP_017793811.1
OG0008773	XP_020718932.1	XP_017793691.1
OG0008775	XP_003395332.2	XP_017794920.1
OG0008776	XP_003395536.1	XP_017793672.1
OG0008777	XP_012164485.1	XP_017789771.1
OG0008778	XP_020724382.1	XP_017797127.1, XP_017792002.1
OG0008780	XP_012164300.1	XP_017792143.1
OG0008781	XP_003402990.1	XP_017796069.1
OG0008782	XP_020718797.1	XP_017790671.1
