Orthogroup	Bombus_terrestris	Megalopta_genalis
OG0007367	XP_012168662.1	XP_033335108.1
OG0007368	XP_003399330.1	XP_033342563.1
OG0007369	XP_012165160.1	XP_033330849.1
OG0007370	XP_012169479.1	XP_033337560.1
OG0007372	XP_020721051.1	XP_033335568.1
OG0007373	XP_020719461.1	XP_033340341.1
OG0007374	XP_012169396.1	XP_033342625.1
OG0007375	XP_003396489.1	XP_033331020.1
OG0007376	XP_012165199.1	XP_033331040.1
OG0007377	XP_012168983.1	XP_033335095.1
OG0007378	XP_003398827.1	XP_033337921.1
OG0007379	XP_012169593.1	XP_033342981.1
OG0007380	XP_003399285.1	XP_033342528.1
OG0007381	XP_020721154.1	XP_033334805.1
OG0007383	XP_012169678.1	XP_033342887.1
OG0007384	XP_012168565.2	XP_033342549.1
OG0007385	XP_020721162.1	XP_033342255.1
OG0007386	XP_003396491.1	XP_033329969.1
OG0007387	XP_012165506.1	XP_033340042.1
OG0007388	XP_003399192.1	XP_033327503.1
OG0007389	XP_012168785.2	XP_033334437.1
OG0007390	XP_012169372.1	XP_033335150.1
OG0007391	XP_003399132.1	XP_033334695.1
OG0007392	XP_012165871.1	XP_033331650.1
OG0007393	XP_020719438.1	XP_033326815.1
OG0007394	XP_012169742.1	XP_033342936.1
OG0007395	XP_020721271.1	XP_033342729.1
OG0007396	XP_012168603.1	XP_033342539.1
OG0007397	XP_003398794.1	XP_033342934.1
OG0007398	XP_003399789.1	XP_033326313.1
OG0007399	XP_012169934.1	XP_033335308.1
OG0007400	XP_012170372.1	XP_033326259.1
OG0007401	XP_003399740.1	XP_033331353.1
OG0007402	XP_020721409.1	XP_033335241.1
OG0007403	XP_012170606.1	XP_033325165.1
OG0007404	XP_012169959.1	XP_033338897.1
OG0007405	XP_020721604.1	XP_033338514.1
OG0007406	XP_003401477.1	XP_033326513.1
OG0007407	XP_020721653.1	XP_033338649.1
OG0007408	XP_020721654.1	XP_033338653.1
OG0007409	XP_012170626.1	XP_033325106.1
OG0007410	XP_003399777.2	XP_033326305.1
OG0007411	XP_020721445.1	XP_033326301.1
OG0007412	XP_003399713.1	XP_033326339.1
OG0007413	XP_003401004.2	XP_033339471.1
OG0007414	XP_003393164.1	XP_033328738.1
OG0007415	XP_003399499.1	XP_033325093.1
OG0007416	XP_020722683.1	XP_033326785.1
OG0007417	XP_003401453.1	XP_033322313.1
OG0007418	XP_012168918.1	XP_033335597.1
OG0007419	XP_012170592.1	XP_033335491.1
OG0007420	XP_012172032.1	XP_033338158.1
OG0007421	XP_003399868.1	XP_033331315.1
OG0007422	XP_020721664.1	XP_033325087.1
OG0007423	XP_003399788.1	XP_033326303.1
OG0007425	XP_003400000.1	XP_033323044.1
OG0007426	XP_012170491.1	XP_033338663.1
OG0007427	XP_012172637.1	XP_033322343.1
OG0007428	XP_020722588.1	XP_033322401.1
OG0007429	XP_020721561.1	XP_033335298.1
OG0007430	XP_003399704.1	XP_033330034.1
OG0007431	XP_012170238.1	XP_033330095.1
OG0007432	XP_020721742.1	XP_033332532.1
OG0007433	XP_020721732.1	XP_033335504.1
OG0007434	XP_012168802.1	XP_033328837.1
OG0007435	XP_020721768.1	XP_033330150.1
OG0007436	XP_012170949.1	XP_033331209.1
OG0007437	XP_020721031.1, XP_020721030.1	XP_033330909.1
OG0007438	XP_020721834.1	XP_033333572.1
OG0007439	XP_020719495.1	XP_033341147.1
OG0007440	XP_020721937.1	XP_033323437.1
OG0007441	XP_020721932.1	XP_033330223.1
OG0007442	XP_003400272.1	XP_033330291.1
OG0007443	XP_020721968.1	XP_033334326.1
OG0007444	XP_003400335.1	XP_033332035.1
OG0007445	XP_003393006.1	XP_033323022.1
OG0007446	XP_020722310.1	XP_033336315.1
OG0007447	XP_020722286.1	XP_033336692.1, XP_033335843.1
OG0007448	XP_003400527.1	XP_033335796.1
OG0007449	XP_020722352.1	XP_033339621.1
OG0007450	XP_012171267.1	XP_033336186.1
OG0007451	XP_012171928.1	XP_033336058.1
OG0007452	XP_012171390.1	XP_033330947.1
OG0007453	XP_003400665.1	XP_033330810.1
OG0007454	XP_012171497.1	XP_033330813.1
OG0007455	XP_012171888.1	XP_033336221.1
OG0007456	XP_003400683.1	XP_033336291.1
OG0007457	XP_003400958.1	XP_033335671.1
OG0007458	XP_020722044.1	XP_033335699.1
OG0007459	XP_003400613.1	XP_033335982.1
OG0007460	XP_003393396.1	XP_033323921.1
OG0007462	XP_020722289.1	XP_033336424.1
OG0007463	XP_012171378.1	XP_033331625.1
OG0007464	XP_003400528.1	XP_033336099.1
OG0007465	XP_012171592.1	XP_033336067.1
OG0007466	XP_020722246.1	XP_033323889.1
OG0007467	XP_012171212.1	XP_033327347.1
OG0007468	XP_003393106.1	XP_033328747.1
OG0007469	XP_003400494.2	XP_033331597.1
OG0007470	XP_003400727.1	XP_033336653.1
OG0007471	XP_003400661.1	XP_033336150.1
OG0007472	XP_003400797.1	XP_033336599.1
OG0007473	XP_003400552.1	XP_033336249.1
OG0007474	XP_020722150.1	XP_033330856.1
OG0007475	XP_003393397.1	XP_033323939.1
OG0007476	XP_020722251.1	XP_033336554.1
OG0007477	XP_003400861.1	XP_033336263.1
OG0007478	XP_020718615.1	XP_033323935.1
OG0007479	XP_003400714.1	XP_033336378.1
OG0007480	XP_020720930.1	XP_033334523.1
OG0007481	XP_003400423.2	XP_033336120.1
OG0007482	XP_012171437.1	XP_033336521.1
OG0007483	XP_012171973.1	XP_033336582.1
OG0007484	XP_020722694.1	XP_033324820.1
OG0007485	XP_020722695.1	XP_033324869.1
OG0007486	XP_012172169.1	XP_033324847.1
OG0007487	XP_003401481.2	XP_033342441.1
OG0007488	XP_003399443.1	XP_033331119.1
OG0007491	XP_003401338.1	XP_033341669.1
OG0007492	XP_003401310.3	XP_033324586.1
OG0007493	XP_020722385.1	XP_033331279.1
OG0007494	XP_003401478.1	XP_033341958.1
OG0007495	XP_012172769.1	XP_033341410.1
OG0007496	XP_020719257.1	XP_033328945.1
OG0007497	XP_020722508.1	XP_033324724.1
OG0007498	XP_012172404.1	XP_033340958.1
OG0007499	XP_003401258.2	XP_033341681.1
OG0007500	XP_012172008.1	XP_033330753.1
OG0007501	XP_003399438.2	XP_033331106.1
OG0007502	XP_003401408.1	XP_033322287.1
OG0007503	XP_003401363.1	XP_033324768.1
OG0007504	XP_003401205.1	XP_033342856.1
OG0007505	XP_003401371.2	XP_033324647.1
OG0007506	XP_003397457.1	XP_033340559.1
OG0007507	XP_012172214.1	XP_033327659.1
OG0007508	XP_012172506.1	XP_033322259.1
OG0007509	XP_012169304.1	XP_033328998.1
OG0007510	XP_012172800.1	XP_033324637.1
OG0007511	XP_012172720.1	XP_033340084.1
OG0007512	XP_020723224.1	XP_033338499.1
OG0007513	XP_012173688.1	XP_033338498.1
OG0007514	XP_012170264.1	XP_033338723.1
OG0007515	XP_020723207.1	XP_033338866.1
OG0007516	XP_012173784.1	XP_033321914.1
OG0007517	XP_020723191.1	XP_033338879.1
OG0007518	XP_003399576.1	XP_033326284.1
OG0007519	XP_003402208.1	XP_033332474.1
OG0007520	XP_012173730.1	XP_033338687.1
OG0007521	XP_012173674.2	XP_033338912.1
OG0007522	XP_012173725.1	XP_033324428.1
OG0007524	XP_012165473.1	XP_033328339.1
OG0007525	XP_003399976.1	XP_033330051.1
OG0007526	XP_012170136.1	XP_033338837.1
OG0007527	XP_020719660.1	XP_033321444.1
OG0007528	XP_020719395.1, XP_012165474.1	XP_033328288.1, XP_033328287.1
OG0007529	XP_012169825.1	XP_033335288.1
OG0007530	XP_012170076.1	XP_033324574.1
OG0007531	XP_012169849.1	XP_033338896.1
OG0007532	XP_012173782.1	XP_033322044.1
OG0007533	XP_012170123.1	XP_033338571.1
OG0007534	XP_003402514.1	XP_033338572.1
OG0007535	XP_012169855.1	XP_033338730.1
OG0007536	XP_012170051.1	XP_033338643.1
OG0007537	XP_003402797.1	XP_033323081.1
OG0007538	XP_003394732.1	XP_033335769.1
OG0007539	XP_003400924.1	XP_033335885.1
OG0007540	XP_003402795.1	XP_033333973.1
OG0007541	XP_003393332.1	XP_033326164.1
OG0007543	XP_020719331.1	XP_033325578.1
OG0007544	XP_020719175.1	XP_033322441.1
OG0007545	XP_012165640.2	XP_033331826.1, XP_033331827.1
OG0007546	XP_012176628.1	XP_033328887.1
OG0007547	XP_012176661.1	XP_033328588.1
OG0007548	XP_003393084.1	XP_033341311.1
OG0007549	XP_020719109.1	XP_033341315.1
OG0007550	XP_012164540.1	XP_033328915.1
OG0007551	XP_020720249.1	XP_033341292.1
OG0007552	XP_012168733.2	XP_033322939.1
OG0007553	XP_020720209.1	XP_033322914.1
OG0007554	XP_012176530.1	XP_033325284.1
OG0007555	XP_003396836.1	XP_033337844.1
OG0007556	XP_020723514.1	XP_033323601.1
OG0007557	XP_003399411.1	XP_033339530.1
OG0007558	XP_012165163.1	XP_033330652.1
OG0007559	XP_012165164.1	XP_033330823.1
OG0007560	XP_003392883.1	XP_033323021.1
OG0007561	XP_003396360.1	XP_033340993.1
OG0007562	XP_012165049.1	XP_033340204.1
OG0007563	XP_003393486.1	XP_033328635.1
OG0007564	XP_003393264.1	XP_033340788.1
OG0007565	XP_003399271.2	XP_033325867.1
OG0007566	XP_020719157.1	XP_033323054.1
OG0007567	XP_012175740.1	XP_033342117.1
OG0007569	XP_012173773.1	XP_033338215.1
OG0007570	XP_003393628.1	XP_033330669.1
OG0007571	XP_020720534.1	XP_033341892.1
OG0007572	XP_003393552.1	XP_033334426.1
OG0007573	XP_003393863.1	XP_033334266.1
OG0007574	XP_012173129.1	XP_033342067.1
OG0007575	XP_003402685.1	XP_033341762.1
OG0007576	XP_012168492.1	XP_033341987.1
OG0007577	XP_003402329.1	XP_033323098.1
OG0007578	XP_003394653.2	XP_033338308.1
OG0007579	XP_003398173.1	XP_033331634.1
OG0007580	XP_012167917.1	XP_033340596.1
OG0007581	XP_003399400.1	XP_033334548.1
OG0007582	XP_012168649.1	XP_033342447.1
OG0007583	XP_003398676.1	XP_033342687.1
OG0007584	XP_012169016.1	XP_033343014.1
OG0007585	XP_003399358.1	XP_033334785.1
OG0007586	XP_003401436.1	XP_033324939.1
OG0007587	XP_003399968.2	XP_033325114.1
OG0007588	XP_003400186.1	XP_033330247.1
OG0007589	XP_003400188.1	XP_033330235.1
OG0007590	XP_012171012.1	XP_033331980.1
OG0007591	XP_003400268.1	XP_033330190.1
OG0007592	XP_003400089.1	XP_033332017.1
OG0007593	XP_003400099.1	XP_033333522.1
OG0007594	XP_003400024.1	XP_033333488.1
OG0007595	XP_003400033.1	XP_033334844.1
OG0007596	XP_012170766.1	XP_033334163.1
OG0007597	XP_003400955.1, XP_012171955.1	XP_033335811.1
OG0007598	XP_012171944.1	XP_033335809.1
OG0007599	XP_003400845.1	XP_033336143.1
OG0007600	XP_003400546.1	XP_033336248.1
OG0007601	XP_003400598.1	XP_033335786.1
OG0007602	XP_012171268.1	XP_033336216.1
OG0007605	XP_020722434.1	XP_033331015.1
OG0007606	XP_003401260.1	XP_033340974.1
OG0007607	XP_003401374.1	XP_033340380.1
OG0007608	XP_003401362.1	XP_033340736.1
OG0007609	XP_020722572.1	XP_033341661.1
OG0007610	XP_003399665.1	XP_033331384.1
OG0007611	XP_003402171.1	XP_033332505.1
OG0007612	XP_003399655.1	XP_033329997.1
OG0007613	XP_003392999.1	XP_033325283.1
OG0007614	XP_003393124.1	XP_033328744.1
OG0007615	XP_003393191.1	XP_033341425.1
OG0007616	XP_012165266.1	XP_033340333.1
OG0007617	XP_003396296.1	XP_033340330.1
OG0007618	XP_003398748.1	XP_033337815.1
OG0007619	XP_003402787.1	XP_033327940.1
OG0007621	XP_012167397.1	XP_033326149.1
OG0007622	XP_020723070.1	XP_033341903.1
OG0007623	XP_020722896.1	XP_033337495.1
OG0007624	XP_012175274.1, XP_020724048.1	XP_033321576.1
OG0007625	XP_003394071.1	XP_033337962.1
OG0007626	XP_003402863.1	XP_033341718.1
OG0007627	XP_003394162.1	XP_033341710.1
OG0007628	XP_003394159.1	XP_033323124.1
OG0007629	XP_012175969.1	XP_033329885.1
OG0007630	XP_003394325.1	XP_033321735.1
OG0007631	XP_012176166.2	XP_033321982.1
OG0007632	XP_003394980.1	XP_033326580.1
OG0007633	XP_003395033.2	XP_033326497.1
OG0007634	XP_003395049.1	XP_033324145.1
OG0007635	XP_003395617.1	XP_033338366.1
OG0007636	XP_012164052.1	XP_033321143.1
OG0007637	XP_020718963.1	XP_033328132.1
OG0007638	XP_003395847.1	XP_033339263.1
OG0007639	XP_012164855.1	XP_033323127.1
OG0007640	XP_012164933.1	XP_033322639.1
OG0007641	XP_012165579.1	XP_033340362.1
OG0007642	XP_003394934.1	XP_033329751.1
OG0007643	XP_012166024.1	XP_033328864.1
OG0007644	XP_003403257.1	XP_033342376.1
OG0007645	XP_003397222.1	XP_033333235.1
OG0007646	XP_003397228.1	XP_033333228.1
OG0007647	XP_003397486.1	XP_033326454.1
OG0007648	XP_003397937.1	XP_033332388.1
OG0007649	XP_020720391.1	XP_033333745.1
OG0007650	XP_003397948.1	XP_033336349.1
OG0007651	XP_003397876.1	XP_033321160.1
OG0007652	XP_003403136.1	XP_033330335.1
OG0007653	XP_020721559.1	XP_033330078.1
OG0007654	XP_012170774.1	XP_033330136.1
OG0007655	XP_003400604.1	XP_033322515.1
OG0007656	XP_012175063.1	XP_033337509.1
OG0007657	XP_003402607.1	XP_033335064.1
OG0007658	XP_020719440.1	XP_033328475.1
OG0007659	XP_003397265.1	XP_033329456.1
OG0007660	XP_003400834.1	XP_033336640.1
OG0007661	XP_003396359.1	XP_033340634.1
OG0007662	XP_003396735.1	XP_033333001.1
OG0007663	XP_003398268.1	XP_033325427.1
OG0007664	XP_003403250.1	XP_033342514.1
OG0007665	XP_003393310.1	XP_033326128.1
OG0007666	XP_003395195.1	XP_033323481.1
OG0007667	XP_003402411.1	XP_033327133.1
OG0007668	XP_003399816.1	XP_033332425.1
OG0007669	XP_003399430.1	XP_033334740.1
OG0007670	XP_012173006.1	XP_033327278.1
OG0007671	XP_003396503.1	XP_033340936.1
OG0007672	XP_003395197.1	XP_033332359.1
OG0007673	XP_003398822.1	XP_033332149.1
OG0007674	XP_003401327.1	XP_033324823.1
OG0007675	XP_003403162.1	XP_033330362.1
OG0007676	XP_003393371.1	XP_033323948.1
OG0007677	XP_003392886.1	XP_033341136.1
OG0007678	XP_012166767.2	XP_033340146.1
OG0007679	XP_003400054.1	XP_033330197.1
OG0007680	XP_003393971.1	XP_033341957.1
OG0007681	XP_003401723.1	XP_033337865.1
OG0007682	XP_003399059.1	XP_033343067.1
OG0007683	XP_012166927.1	XP_033328683.1
OG0007684	XP_003398003.1	XP_033323364.1
OG0007685	XP_003397436.1	XP_033334359.1
OG0007686	XP_003395987.1	XP_033323781.1, XP_033323780.1
OG0007687	XP_003400755.1	XP_033335881.1
OG0007688	XP_003394594.1	XP_033327217.1
OG0007689	XP_003393453.1	XP_033341302.1
OG0007690	XP_003397496.1	XP_033331770.1
OG0007691	XP_003397433.1	XP_033334383.1
OG0007692	XP_003395602.1	XP_033324305.1
OG0007693	XP_012175060.1	XP_033337741.1
OG0007694	XP_003394523.1	XP_033323299.1
OG0007695	XP_003394533.1	XP_033323304.1
OG0007696	XP_012165787.1	XP_033326825.1
OG0007697	XP_003397652.1	XP_033339752.1
OG0007698	XP_003394504.1	XP_033322447.1
OG0007699	XP_003398286.1	XP_033325515.1
OG0007700	XP_020720466.1	XP_033325789.1
OG0007701	XP_020722918.1	XP_033337610.1
OG0007702	XP_003398181.1	XP_033325850.1
OG0007703	XP_003397350.1	XP_033329413.1
OG0007704	XP_003394715.1	XP_033322015.1
OG0007705	XP_003400947.1	XP_033335744.1
OG0007706	XP_012166473.1	XP_033334047.1
OG0007707	XP_020720275.1	XP_033341087.1
OG0007708	XP_003399712.1	XP_033338820.1
OG0007709	XP_003402681.1	XP_033341763.1
OG0007710	XP_003402308.1	XP_033333816.1
OG0007711	XP_003394799.1	XP_033333655.1
OG0007712	XP_012171991.1	XP_033330614.1
OG0007713	XP_012172693.1	XP_033342162.1
OG0007714	XP_003402527.1	XP_033330673.1
OG0007715	XP_003395774.1	XP_033328078.1
OG0007716	XP_003402299.1	XP_033329076.1
OG0007717	XP_003399016.1	XP_033334606.1
OG0007718	XP_012175059.1	XP_033337745.1
OG0007719	XP_003396383.1	XP_033340349.1
OG0007720	XP_003395484.1	XP_033328262.1
OG0007721	XP_012164469.1	XP_033321427.1
OG0007722	XP_003401947.1	XP_033337641.1
OG0007723	XP_012167652.1	XP_033333465.1
OG0007724	XP_003398709.1	XP_033339556.1
OG0007725	XP_012172065.1	XP_033322374.1
OG0007726	XP_003400956.1	XP_033336463.1
OG0007727	XP_003401787.1	XP_033327379.1
OG0007728	XP_003394534.1	XP_033323089.1
OG0007729	XP_012176590.1	XP_033321943.1
OG0007730	XP_003398291.1	XP_033340718.1
OG0007731	XP_003394100.1	XP_033331203.1
OG0007732	XP_012172446.1	XP_033341580.1
OG0007733	XP_003401282.1	XP_033327668.1
OG0007734	XP_012166076.1	XP_033332628.1
OG0007735	XP_003393427.1	XP_033325207.1
OG0007736	XP_012172084.1	XP_033322378.1
OG0007737	XP_003395791.1	XP_033328145.1
OG0007738	XP_012164084.1	XP_033334030.1
OG0007739	XP_003400256.1	XP_033326529.1
OG0007740	XP_003396790.1	XP_033328315.1
OG0007741	XP_003397079.1	XP_033329634.1
OG0007742	XP_003397142.1	XP_033329404.1
OG0007743	XP_003395091.1	XP_033336756.1
OG0007744	XP_003402243.1	XP_033330577.1
OG0007745	XP_003395656.1	XP_033324067.1
OG0007746	XP_003403286.1	XP_033329227.1
OG0007747	XP_003395957.1	XP_033327726.1
OG0007748	XP_003395561.1	XP_033327992.1
OG0007749	XP_003400274.1	XP_033339998.1
OG0007750	XP_003400415.1	XP_033333588.1
OG0007751	XP_012165995.1	XP_033334387.1
OG0007752	XP_012169485.1	XP_033323116.1
OG0007753	XP_003396357.1	XP_033340991.1
OG0007754	XP_003395006.1	XP_033325320.1
OG0007755	XP_003393305.1	XP_033326221.1
OG0007756	XP_003394646.1	XP_033329852.1
OG0007757	XP_003401510.1	XP_033320831.1
OG0007758	XP_003398336.1	XP_033320905.1
OG0007759	XP_003398714.1	XP_033331806.1
OG0007760	XP_003402565.1	XP_033340697.1
OG0007761	XP_003396892.1	XP_033332933.1
OG0007762	XP_012164652.1	XP_033329681.1
OG0007763	XP_003398800.1	XP_033342854.1
OG0007764	XP_003400668.2	XP_033330850.1
OG0007765	XP_003403111.1	XP_033337489.1
OG0007766	XP_012174946.1	XP_033337297.1
OG0007767	XP_003402913.1	XP_033333429.1
OG0007768	XP_003392955.1	XP_033328857.1
OG0007769	XP_003398447.1	XP_033326069.1
OG0007770	XP_012176731.1	XP_033326694.1
OG0007771	XP_012170707.1	XP_033332015.1
OG0007772	XP_012170622.1	XP_033325120.1
OG0007773	XP_012166796.1	XP_033338410.1
OG0007774	XP_003394133.1	XP_033339135.1
OG0007775	XP_003403050.1	XP_033337892.1
OG0007776	XP_003396264.1	XP_033329465.1
OG0007777	XP_012171654.1	XP_033335718.1
OG0007778	XP_012171648.1	XP_033335713.1
OG0007779	XP_003398135.1	XP_033341064.1
OG0007780	XP_020723839.1	XP_033342210.1
OG0007781	XP_012172766.1	XP_033341888.1
OG0007782	XP_012168095.1	XP_033331810.1
OG0007783	XP_003398066.1	XP_033326001.1
OG0007784	XP_003398294.1	XP_033325656.1
OG0007785	XP_003398292.1	XP_033325514.1
OG0007786	XP_003398232.1	XP_033325768.1
OG0007787	XP_003398237.1	XP_033325678.1
OG0007788	XP_003398203.1	XP_033326027.1
OG0007789	XP_003399409.1	XP_033334799.1
OG0007790	XP_012169775.2	XP_033334915.1
OG0007791	XP_012168661.1	XP_033342693.1
OG0007793	XP_003396764.1	XP_033328338.1
OG0007794	XP_003398953.1	XP_033334836.1
OG0007795	XP_003398929.1	XP_033335035.1
OG0007796	XP_003398896.1	XP_033342468.1
OG0007797	XP_012168992.1	XP_033342808.1
OG0007798	XP_012169492.2	XP_033334828.1
OG0007799	XP_020720889.1	XP_033342978.1
OG0007800	XP_003399189.1	XP_033342975.1
OG0007801	XP_003399352.1	XP_033342535.1
OG0007802	XP_003399349.1	XP_033342318.1
OG0007803	XP_003399348.1	XP_033342323.1
OG0007804	XP_003401432.1	XP_033324940.1
OG0007805	XP_012170213.1	XP_033323580.1
OG0007806	XP_003399691.1	XP_033323618.1
OG0007807	XP_003399924.1	XP_033330043.1
OG0007808	XP_003399706.1	XP_033330032.1
OG0007809	XP_003400167.1	XP_033339352.1
OG0007810	XP_003400174.1	XP_033339121.1
OG0007811	XP_003398615.1	XP_033330243.1
OG0007812	XP_003400249.1	XP_033332062.1
OG0007813	XP_020721776.1	XP_033332249.1
OG0007814	XP_003400065.1	XP_033333722.1
OG0007815	XP_003400847.1	XP_033324025.1
OG0007816	XP_003400882.1	XP_033323951.1
OG0007817	XP_003400888.1	XP_033336435.1
OG0007818	XP_012171496.1	XP_033330815.1
OG0007819	XP_003400631.2	XP_033336480.1
OG0007820	XP_012171613.1	XP_033335667.1
OG0007821	XP_003400749.1	XP_033336505.1
OG0007822	XP_003400564.1	XP_033336283.1
OG0007823	XP_003400575.1	XP_033335964.1
OG0007824	XP_003400611.1	XP_033336548.1
OG0007825	XP_003400465.1	XP_033336187.1
OG0007826	XP_003400454.1	XP_033336215.1
OG0007827	XP_003400446.1	XP_033335891.1
OG0007828	XP_003402534.1	XP_033336536.1
OG0007829	XP_003400388.1	XP_033335719.1
OG0007830	XP_003401039.1	XP_033324763.1
OG0007831	XP_003401126.1	XP_033331021.1
OG0007832	XP_012172555.1	XP_033341593.1
OG0007833	XP_003392981.2	XP_033340080.1
OG0007834	XP_003393136.1	XP_033328891.1
OG0007835	XP_012165957.1	XP_033341508.1
OG0007836	XP_012168750.1	XP_033325628.1
OG0007837	XP_012174436.1	XP_033338957.1
OG0007838	XP_012174462.1	XP_033323647.1, XP_033323648.1
OG0007839	XP_003396865.1	XP_033328510.1
OG0007841	XP_003393847.1	XP_033321529.1
OG0007842	XP_003393845.1	XP_033321528.1
OG0007843	XP_003394029.1	XP_033321527.1
OG0007845	XP_003394032.1	XP_033334139.1
OG0007846	XP_003393721.2	XP_033327805.1
OG0007847	XP_003393722.1	XP_033327813.1
OG0007848	XP_012169824.1	XP_033334422.1
OG0007849	XP_003394230.2	XP_033321909.1
OG0007850	XP_003394210.1	XP_033321683.1
OG0007851	XP_020724185.1	XP_033321672.1
OG0007852	XP_003394322.1	XP_033321979.1
OG0007853	XP_003402428.1	XP_033338064.1
OG0007854	XP_003395088.1	XP_033338086.1
OG0007855	XP_003395141.1	XP_033338108.1
OG0007856	XP_020718462.1	XP_033327092.1
OG0007857	XP_003395212.1	XP_033323529.1
OG0007858	XP_012163484.2	XP_033337077.1
OG0007859	XP_003395058.1	XP_033324149.1
OG0007860	XP_003394942.1	XP_033326611.1
OG0007861	XP_003395496.1	XP_033324346.1
OG0007862	XP_003395490.1	XP_033324353.1
OG0007863	XP_003395502.1	XP_033338358.1
OG0007864	XP_003395444.1	XP_033337162.1
OG0007865	XP_012163791.1	XP_033338335.1
OG0007866	XP_003395409.2	XP_033339224.1
OG0007867	XP_012164134.1	XP_033328218.1
OG0007868	XP_003396770.1	XP_033340751.1
OG0007869	XP_003396769.1	XP_033340745.1
OG0007870	XP_003396572.1	XP_033340377.1
OG0007871	XP_003396851.1	XP_033328442.1
OG0007872	XP_003394930.1	XP_033329750.1
OG0007873	XP_003396875.1	XP_033328866.1
OG0007874	XP_020719202.1	XP_033328728.1
OG0007875	XP_012166292.2	XP_033333192.1
OG0007876	XP_003397371.1	XP_033329358.1
OG0007877	XP_003397229.1	XP_033333230.1
OG0007878	XP_003397366.1	XP_033329545.1
OG0007879	XP_012173259.1	XP_033337655.1
OG0007880	XP_003397331.1	XP_033329341.1
OG0007881	XP_003397085.1	XP_033334046.1
OG0007882	XP_003401855.1	XP_033327271.1
OG0007883	XP_003403025.2	XP_033337480.1
OG0007884	XP_003397931.1	XP_033332382.1
OG0007885	XP_003397933.1	XP_033332387.1
OG0007886	XP_012167474.1	XP_033333744.1
OG0007888	XP_003397416.1	XP_033327897.1
OG0007889	XP_003397819.1	XP_033332889.1
OG0007890	XP_003397888.1	XP_033323800.1
OG0007891	XP_003397925.1	XP_033332940.1
OG0007892	XP_003393562.1	XP_033323487.1
OG0007893	XP_003401753.1	XP_033337986.1
OG0007894	XP_003398952.1	XP_033334834.1
