Orthogroup	Bombus_terrestris	Ceratina_calcarata
OG0008749	XP_003398626.1	XP_017888648.1
OG0008751	XP_012175593.2	XP_017876858.1
OG0008752	XP_012175685.2	XP_026674954.1
OG0008753	XP_012169980.1	XP_017884167.1
OG0008754	XP_020724022.1	XP_017880474.2
OG0008755	XP_020722229.1	XP_026667801.1
OG0008756	XP_012173752.1	XP_026675386.1
OG0008757	XP_012175801.1	XP_026675127.1
OG0008758	XP_003394047.1	XP_017880545.1
OG0008759	XP_003398150.1	XP_026667247.1
OG0008760	XP_003394394.1	XP_017886032.1
OG0008761	XP_003394407.2	XP_017880705.1
OG0008762	XP_012174223.1	XP_026672956.1
OG0008763	XP_003400428.1	XP_026673735.1
OG0008766	XP_003394918.1	XP_026668727.1
OG0008767	XP_003402418.1	XP_017877786.1
OG0008768	XP_003395016.1	XP_017877002.1
OG0008772	XP_003395032.1	XP_026672604.1
OG0008773	XP_020718932.1	XP_017883123.1
OG0008774	XP_020718729.1	XP_026670823.1
OG0008775	XP_003395332.2	XP_017883115.1
OG0008776	XP_003395536.1	XP_017883116.1
OG0008777	XP_012164485.1	XP_026674347.1
OG0008779	XP_020718845.1	XP_026667558.1
OG0008780	XP_012164300.1	XP_017879601.1
OG0008781	XP_003402990.1	XP_026670855.1
OG0008782	XP_020718797.1	XP_026674370.1
OG0008783	XP_020718799.1	XP_026674317.1
OG0008784	XP_012163868.1	XP_026674916.1
OG0008785	XP_012164352.2	XP_017891585.1
OG0008786	XP_020723255.1	XP_017883938.1
OG0008787	XP_012174791.1	XP_017875052.1
OG0008788	XP_012164873.1	XP_017875207.1
OG0008789	XP_003396010.2	XP_026667180.1
OG0008791	XP_012168301.1	XP_017885626.1
OG0008792	XP_003402605.1	XP_017879416.1
OG0008793	XP_003396884.2	XP_026673284.1
OG0008797	XP_012166591.2	XP_017893162.1
OG0008798	XP_012166664.1	XP_026675375.1
OG0008799	XP_020719686.1	XP_017879627.1
OG0008800	XP_003397303.1	XP_017892247.1
OG0008801	XP_020722908.1	XP_026667388.1
OG0008802	XP_020719924.1, XP_020719923.1, XP_020719922.1	XP_026675340.1
OG0008804	XP_003401628.1	XP_026666556.1
OG0008805	XP_003401829.1	XP_026670491.1
OG0008806	XP_003401760.1	XP_017877263.1
OG0008808	XP_020720712.1	XP_026672595.1
OG0008809	XP_003398122.1	XP_017891440.1
OG0008810	XP_020720548.1	XP_026667594.1
OG0008811	XP_003393489.1	XP_017889120.1
OG0008813	XP_012167757.1	XP_017876537.1
OG0008814	XP_012167749.1	XP_017886571.1
OG0008815	XP_003398274.1	XP_017891935.1
OG0008816	XP_020719417.1	XP_017889621.1
OG0008817	XP_020721260.1	XP_026669433.1
OG0008818	XP_020721027.1	XP_017890557.1
OG0008820	XP_003396606.1	XP_017880425.1
OG0008822	XP_003402994.2	XP_017887733.1
OG0008823	XP_012165493.2	XP_017889620.1
OG0008824	XP_012169654.1	XP_017876342.1
OG0008825	XP_020719227.1	XP_017875082.1
OG0008826	XP_012168892.2	XP_017878990.1
OG0008828	XP_003399008.3	XP_017881670.1
OG0008829	XP_012165497.1	XP_017887535.1
OG0008830	XP_020721440.1	XP_026672651.1
OG0008831	XP_020721458.1	XP_026673528.1
OG0008833	XP_012170654.1	XP_017892673.1
OG0008836	XP_003400023.1	XP_017886965.1
OG0008837	XP_003400200.2	XP_026672425.1
OG0008838	XP_012171103.1	XP_017891821.1
OG0008840	XP_003402748.1	XP_017890955.1
OG0008841	XP_003400445.1	XP_017884987.1
OG0008842	XP_003400944.1	XP_026666573.1
OG0008843	XP_003393517.1	XP_017888964.1
OG0008845	XP_020719115.1	XP_026671713.1
OG0008846	XP_012172523.2	XP_017886409.1
OG0008847	XP_012172290.2	XP_017878090.2
OG0008848	XP_020722594.1, XP_020722760.1	XP_026674066.1
OG0008849	XP_020722429.1	XP_017889757.1
OG0008850	XP_020722483.1	XP_026672559.1
OG0008851	XP_012172846.1	XP_017886286.1
OG0008853	XP_020722534.1	XP_026667846.1
OG0008854	XP_020721420.1	XP_026672671.1
OG0008855	XP_020719655.1	XP_026673092.1
OG0008856	XP_020721721.1	XP_017890663.1
OG0008857	XP_020721497.1	XP_017875345.1
OG0008858	XP_020719326.1	XP_017893124.1
OG0008859	XP_012167078.1	XP_017891120.1
OG0008860	XP_020722224.1	XP_017890645.1
OG0008861	XP_003393651.1	XP_017892907.1
OG0008862	XP_003398783.1	XP_017878617.1
OG0008863	XP_003401145.1	XP_017889533.1
OG0008864	XP_003402172.1	XP_017883711.1
OG0008865	XP_003393677.1	XP_017878200.1
OG0008866	XP_012175638.2	XP_017876888.1
OG0008868	XP_003402859.1	XP_017880837.1
OG0008869	XP_003394163.1	XP_017886108.1
OG0008871	XP_003397603.1	XP_017877381.1
OG0008874	XP_012172382.1	XP_017889809.1
OG0008875	XP_012172080.1	XP_017878152.1
OG0008879	XP_003400761.1	XP_017881609.1
OG0008880	XP_003400093.1	XP_017893395.1
OG0008882	XP_003396203.1	XP_017881145.1
OG0008884	XP_012165454.1	XP_017887692.1
OG0008885	XP_012171593.1	XP_026675308.1
OG0008886	XP_003401087.1	XP_026674201.1
OG0008887	XP_003401138.1	XP_017889363.1
OG0008888	XP_012175559.1	XP_017876894.1
OG0008889	XP_012175653.1	XP_017878222.1
OG0008890	XP_003393545.1	XP_017892772.1
OG0008892	XP_020718418.1	XP_017886557.1
OG0008894	XP_012167226.1	XP_017884690.1
OG0008895	XP_003401713.1	XP_017893080.1
OG0008897	XP_003394465.1	XP_017884030.1
OG0008898	XP_003394315.1	XP_017880970.1
OG0008899	XP_003401272.1	XP_017889436.1
OG0008900	XP_003401509.1	XP_017889915.1
OG0008902	XP_003402288.1	XP_017890944.1
OG0008903	XP_003394048.1	XP_026666495.1
OG0008904	XP_003396717.1	XP_017887607.1
OG0008905	XP_012164668.1	XP_026673783.1
OG0008906	XP_003394288.1	XP_017880713.1
OG0008907	XP_003395152.1	XP_017877916.1
OG0008908	XP_003402053.1	XP_017882993.1
OG0008909	XP_003401840.1	XP_017877343.1
OG0008910	XP_012165001.1	XP_026667849.1
OG0008912	XP_003402993.1	XP_017887734.1
OG0008914	XP_003402666.1	XP_017879396.1
OG0008916	XP_003399914.1	XP_026671124.1
OG0008917	XP_003394166.1	XP_017886109.1
OG0008918	XP_003400824.1	XP_017884471.1
OG0008919	XP_003393496.1	XP_017888962.1
OG0008920	XP_012169702.1	XP_017889160.1
OG0008921	XP_003396416.1	XP_017887702.1
OG0008922	XP_003396412.1	XP_017887582.1
OG0008923	XP_003393876.2	XP_017876757.1
OG0008924	XP_012167656.1	XP_017876207.1
OG0008925	XP_003394248.1	XP_017892336.1
OG0008926	XP_003397266.1	XP_026674765.1
OG0008927	XP_003396251.1	XP_017887879.1
OG0008928	XP_003401762.1	XP_017888907.1
OG0008929	XP_012173307.1	XP_017877260.1
OG0008931	XP_003396409.1	XP_017887539.1
OG0008932	XP_020721731.1, XP_003399467.1	XP_017880154.1
OG0008933	XP_003394102.1	XP_017887266.1
OG0008935	XP_003403047.1	XP_017883378.1
OG0008936	XP_003402760.1	XP_026674184.1
OG0008937	XP_003401149.1	XP_017878111.1
OG0008938	XP_003393614.1	XP_017884180.1
OG0008939	XP_012173862.1	XP_026674692.1
OG0008940	XP_012166069.1	XP_017889178.1
OG0008941	XP_003394540.1	XP_026669621.1
OG0008942	XP_003396162.1	XP_017875148.1
OG0008943	XP_003402287.1	XP_017890943.1
OG0008944	XP_012168267.1	XP_026670363.1
OG0008945	XP_003395358.1	XP_017879850.1
OG0008947	XP_012164667.1	XP_026673787.1
OG0008948	XP_003396724.1	XP_017887882.1
OG0008949	XP_003393482.1	XP_017890759.1
OG0008950	XP_003393513.1	XP_017888967.1
OG0008951	XP_003393964.1	XP_017876747.2
OG0008953	XP_003394206.1	XP_017880689.1
OG0008954	XP_003394811.1	XP_017893553.1
OG0008955	XP_003395386.1	XP_017883506.1, XP_017883505.1
OG0008956	XP_003395670.1	XP_017883552.1
OG0008957	XP_003396039.1	XP_026666997.1
OG0008958	XP_003396185.1	XP_017887408.1
OG0008959	XP_003396379.1	XP_017887685.1
OG0008960	XP_012165451.1, XP_012165450.1, XP_003396414.1	XP_017887700.1
OG0008961	XP_003397223.1	XP_017891040.1
OG0008962	XP_003397906.1	XP_017882664.1
OG0008963	XP_003398362.1	XP_017885754.1
OG0008964	XP_003398363.1	XP_017883477.1
OG0008965	XP_003398590.1	XP_026670272.1
OG0008966	XP_003398801.1	XP_017892916.1
OG0008967	XP_003399175.1	XP_017877593.1
OG0008968	XP_003399718.1	XP_017886944.2
OG0008969	XP_003400232.1	XP_017893387.1
OG0008970	XP_003400374.1	XP_017884897.1
OG0008971	XP_003400397.2	XP_026671793.1
OG0008972	XP_003401192.1, XP_012172101.1	XP_017886382.1
OG0008973	XP_003401728.1	XP_017891403.1, XP_017877659.1
OG0008974	XP_003401867.1	XP_017888872.1
OG0008975	XP_003401938.2	XP_017885727.1
OG0008977	XP_003402244.1, XP_020723236.1	XP_017882539.1
OG0008978	XP_003402465.1	XP_017877804.1
OG0008980	XP_003402950.2	XP_017875044.2
OG0008981	XP_003403080.1	XP_017881424.1
OG0008982	XP_012163315.1	XP_017881765.1
OG0008983	XP_012163427.1	XP_026666675.1
OG0008984	XP_012164677.2	XP_017886531.1
OG0008985	XP_012164909.1	XP_026669674.1
OG0008986	XP_012164914.1	XP_026669326.1, XP_026669325.1, XP_026669330.1
OG0008987	XP_012165805.1	XP_017887600.1, XP_017887599.1
OG0008988	XP_020718264.1, XP_012167614.1	XP_026671909.1
OG0008989	XP_012168420.1	XP_017880990.1
OG0008992	XP_012169542.2	XP_017888254.1, XP_017875403.1, XP_026672227.1
OG0008993	XP_012169754.1	XP_017879988.1
OG0008994	XP_012170218.1	XP_017882552.1
OG0008995	XP_012170350.1	XP_017886659.1
OG0008996	XP_012170404.1	XP_017877195.1
OG0008997	XP_012171680.1	XP_017884965.1
OG0008998	XP_012171770.1	XP_017884391.1
OG0008999	XP_012171898.1	XP_017884924.1
OG0009000	XP_012172282.1	XP_017889513.1
OG0009001	XP_012172927.1, XP_012172935.1	XP_017883929.1
OG0009002	XP_012172987.1, XP_020722934.1	XP_026667005.1
OG0009005	XP_020718358.1	XP_026673180.1
OG0009006	XP_020718694.1	XP_017890756.1
OG0009007	XP_020718837.1	XP_017883533.1
OG0009008	XP_020719975.1	XP_017884514.1
OG0009009	XP_020720519.1	XP_026667235.1
OG0009010	XP_020720650.1	XP_026674240.1
OG0009011	XP_020720656.1	XP_026667684.1
OG0009012	XP_020720765.1	XP_026670997.1
OG0009013	XP_020721179.1	XP_017878506.1
OG0009016	XP_020723208.1	XP_017884231.1
OG0009017	XP_020723274.1	XP_017877087.1
OG0009018	XP_020723629.1	XP_017878696.1
OG0009019	XP_020723747.1	XP_017876181.2
OG0009020	XP_020724126.1	XP_017880615.1
OG0009021	XP_020724225.1	XP_017887261.1
OG0009045	XP_012175465.1	XP_017890678.1
OG0009046	XP_003401520.1	XP_017889792.1
OG0009047	XP_020721765.1	XP_017884049.1
OG0009048	XP_020723232.1	XP_017886752.1
OG0009053	XP_003393306.1	XP_026667459.1
OG0009054	XP_020723213.1	XP_017892690.1
OG0009056	XP_003401118.1	XP_026674213.1
OG0009057	XP_003401024.2	XP_017889924.1
OG0009059	XP_003393940.1	XP_017876773.1
OG0009060	XP_003394734.1	XP_017886998.1
OG0009061	XP_003400457.1	XP_017884757.1
OG0009063	XP_003397336.2	XP_026670919.1
OG0009064	XP_012170042.1	XP_026670543.1
OG0009065	XP_003401183.1	XP_026674229.1
OG0009067	XP_003396908.1	XP_026673173.1
OG0009068	XP_003400404.1	XP_017884685.1
OG0009069	XP_003401650.1	XP_026668472.1
OG0009070	XP_003403024.1	XP_026673909.1
OG0009072	XP_003401990.1	XP_017879886.1
OG0009073	XP_003395852.1	XP_017890179.1
OG0009074	XP_020722565.1	XP_017891192.1
OG0009075	XP_012173763.1	XP_026667786.1
OG0009076	XP_003399262.1	XP_017877584.1
OG0009080	XP_012163313.1	XP_017881753.1
OG0009083	XP_003398326.1	XP_017879138.1
OG0009086	XP_003402263.1	XP_017888445.1
OG0009088	XP_003397796.3	XP_017881243.1
OG0009090	XP_003398956.1	XP_017884481.1
OG0009091	XP_003401150.1	XP_017891504.2
OG0009092	XP_003398347.2	XP_017883422.1
OG0009093	XP_003394604.1	XP_017884057.1
OG0009094	XP_020719073.1	XP_026669708.1, XP_017880670.1
OG0009096	XP_012173120.1	XP_017885297.1
OG0009097	XP_003403214.2	XP_017877301.1
OG0009098	XP_003395558.1	XP_017883070.1
OG0009099	XP_003400597.1	XP_026667162.1
OG0009100	XP_012165670.1	XP_017887855.1
OG0009101	XP_003400395.1	XP_017884605.1
OG0009102	XP_020722331.1	XP_026668770.1
OG0009103	XP_012168333.1	XP_026670605.1
OG0009105	XP_020720545.1	XP_026667640.1
OG0009106	XP_012167733.1	XP_026667614.1, XP_026667613.1
OG0009107	XP_012169078.1	XP_017892626.1
OG0009110	XP_003401620.1	XP_026674287.1
OG0009111	XP_012173958.1	XP_026672838.1
OG0009112	XP_012173201.1	XP_017886216.1
OG0009113	XP_020719561.1	XP_026671634.1
OG0009114	XP_003396302.1	XP_026666880.1
OG0009115	XP_012165584.1	XP_017885912.1
OG0009116	XP_003394639.2	XP_017881798.1
OG0009119	XP_003393146.1	XP_017875200.1
OG0009121	XP_012168378.1	XP_017875664.1, XP_026667250.1
OG0009122	XP_003399161.1	XP_017880302.1
OG0009124	XP_012165659.1	XP_026667990.1, XP_026670206.1
OG0009125	XP_012175743.1	XP_026669578.1
OG0009127	XP_012165042.1	XP_026667865.1
OG0009128	XP_012164362.1	XP_026674615.1
OG0009129	XP_020718707.1	XP_017890524.1
OG0009130	XP_003401967.1	XP_017885778.1
OG0009131	XP_003395877.1	XP_017879812.1
OG0009132	XP_012163933.1	XP_017883579.1
OG0009134	XP_003394819.1	XP_017884683.1
OG0009135	XP_020720617.1	XP_017889623.1
OG0009137	XP_020720282.1	XP_017875869.1
OG0009140	XP_012166817.2	XP_026674414.1
OG0009141	XP_020721214.1	XP_017878469.1
OG0009143	XP_003398839.1	XP_026671287.1
OG0009144	XP_020719035.1	XP_017889223.1
OG0009145	XP_012165870.1	XP_017881467.1
OG0009147	XP_020721224.1	XP_017890452.1
OG0009148	XP_012172039.1	XP_026675000.1
OG0009150	XP_020721853.1	XP_017893392.1
OG0009153	XP_012171238.2	XP_017884460.1
OG0009154	XP_003401213.2	XP_017889411.2
OG0009155	XP_003401155.2	XP_026673937.1
OG0009156	XP_020722570.1	XP_017891449.1
OG0009158	XP_012169813.1	XP_017883344.1
OG0009159	XP_003397979.1	XP_026672171.1
OG0009160	XP_003394094.1	XP_017890777.1
OG0009161	XP_003393942.1	XP_017876912.1
OG0009162	XP_003402882.1	XP_026672550.1
OG0009163	XP_020724221.1	XP_017877516.1, XP_017877517.1
OG0009164	XP_020724205.1	XP_026672040.1
OG0009165	XP_003394118.1	XP_017887242.1
OG0009166	XP_003394236.1	XP_026670481.1
OG0009167	XP_012176171.1	XP_017882478.1
OG0009168	XP_020724228.1	XP_026672925.1
OG0009169	XP_012176718.2	XP_017893500.2
OG0009170	XP_020718488.1	XP_026670180.1
OG0009171	XP_012164365.1	XP_017882999.2
OG0009172	XP_020718602.1	XP_026674372.1
OG0009174	XP_020718851.1	XP_026675161.1
OG0009175	XP_012164964.1	XP_017893043.1
OG0009176	XP_003402989.1	XP_017883292.1
OG0009177	XP_012174830.1	XP_026670955.1
OG0009179	XP_012163146.1	XP_026671337.1
OG0009180	XP_012174744.1	XP_017892990.2
OG0009181	XP_012165527.1	XP_017893283.1
OG0009183	XP_020723538.1	XP_026674680.1
OG0009184	XP_003397354.1	XP_017885545.1
OG0009185	XP_003403182.1	XP_017881503.1
OG0009186	XP_003397913.1	XP_026673563.1
OG0009189	XP_020720437.1	XP_026674586.1
OG0009190	XP_003397601.1	XP_026668049.1
OG0009192	XP_003398225.1	XP_017882085.1
OG0009193	XP_020720572.1	XP_026670244.1
OG0009194	XP_003398304.3	XP_017883880.1
OG0009195	XP_012166193.1	XP_026673104.1
OG0009197	XP_012176327.1	XP_017881565.1
OG0009198	XP_012170633.2	XP_026667077.1
OG0009199	XP_020721566.1	XP_017880188.1, XP_017880187.1
OG0009201	XP_020719280.1	XP_026673137.1
OG0009202	XP_012171984.1	XP_017881905.1
OG0009203	XP_012171608.2	XP_026671709.1
OG0009205	XP_020722620.1	XP_017878320.1
OG0009208	XP_012172679.1	XP_026668511.1
OG0009211	XP_020723182.1	XP_026674606.1
OG0009212	XP_020719854.1	XP_026667273.1
OG0009214	XP_003393801.1	XP_017880494.1
OG0009215	XP_003402892.1, XP_003402547.3	XP_017875581.1
OG0009216	XP_003401070.1	XP_017892580.1
OG0009217	XP_020724263.1	XP_026672403.1
OG0009218	XP_020723597.1	XP_017886979.1
OG0009219	XP_003398819.1	XP_026668799.1
OG0009221	XP_003397849.1	XP_017878329.1
OG0009222	XP_003393832.2	XP_017891058.1
OG0009223	XP_003394165.1	XP_017886050.1
OG0009225	XP_003397417.1	XP_017887329.1
OG0009226	XP_003400536.1	XP_017885028.1
OG0009227	XP_003393511.1	XP_017888981.1
OG0009228	XP_003393574.1	XP_017892666.1
OG0009230	XP_003394112.1	XP_017880860.1
OG0009231	XP_003395233.1	XP_026668231.1
OG0009232	XP_003396032.1	XP_017879422.1
OG0009233	XP_003396080.1	XP_026666532.1
OG0009234	XP_003397146.1	XP_017891017.1
OG0009235	XP_003397522.2	XP_017886412.1
OG0009236	XP_003398002.1	XP_017882908.1
OG0009238	XP_003398703.1	XP_017880029.1
OG0009239	XP_003399449.1	XP_026667091.1
OG0009242	XP_003401292.1	XP_017889565.1, XP_026674055.1, XP_017889566.1
OG0009245	XP_012163242.1	XP_026666851.1
OG0009246	XP_012165578.1	XP_026672355.1, XP_017885824.1, XP_026672356.1
OG0009247	XP_012166306.2	XP_026668007.1
OG0009248	XP_012166359.1	XP_026670924.1
OG0009249	XP_012166751.1	XP_017881308.1
OG0009250	XP_012169163.1	XP_017886261.1
OG0009251	XP_012169874.2	XP_017888420.2, XP_017888419.1
OG0009252	XP_012170639.2	XP_026672442.1
OG0009253	XP_012170831.1	XP_026674365.1
OG0009254	XP_012170936.1	XP_017891161.1
OG0009255	XP_012171342.1	XP_017883779.1
OG0009256	XP_020722372.1, XP_012171933.1	XP_026669063.1
OG0009257	XP_012172013.1	XP_026674023.1, XP_026670748.1
OG0009258	XP_012172524.1	XP_017883215.1
OG0009259	XP_012172701.2	XP_026668437.1
OG0009262	XP_012175230.1	XP_017875143.1, XP_017883322.1
OG0009263	XP_012175690.2	XP_026669287.1
OG0009265	XP_012175799.1, XP_012175798.1, XP_012175800.1	XP_017879175.1
OG0009266	XP_012176618.1	XP_017877458.1
OG0009267	XP_020718982.1	XP_026673941.1
OG0009268	XP_020720086.1	XP_017875404.1
OG0009269	XP_020721195.1	XP_026668599.1
OG0009271	XP_020722242.1	XP_017885002.1
OG0009272	XP_020722765.1	XP_017886309.1
OG0009273	XP_020723565.1	XP_026674633.1
OG0009302	XP_003397921.1	XP_017882661.1
OG0009310	XP_012166492.1	XP_017877102.1
OG0009311	XP_012168991.1	XP_017879018.1
OG0009312	XP_003393419.1	XP_017888017.1
OG0009317	XP_012165025.1	XP_017889445.1
OG0009318	XP_003396406.1	XP_017887540.1
OG0009321	XP_003398226.1	XP_017882200.1
OG0009322	XP_012171740.1	XP_017884712.1
OG0009323	XP_012167811.1	XP_017883796.1
OG0009328	XP_020721981.1	XP_017892136.2
OG0009329	XP_012172040.1	XP_017891467.1
OG0009330	XP_020724347.1	XP_026670564.1
OG0009331	XP_012170964.1	XP_026672877.1
OG0009332	XP_012172658.1	XP_026670958.1
OG0009336	XP_020718581.1	XP_026670125.1
OG0009337	XP_003401237.1	XP_017889678.1
OG0009338	XP_020722550.1	XP_017889334.1
OG0009339	XP_020723237.1	XP_017891853.1
OG0009340	XP_012167649.1	XP_026675633.1
OG0009342	XP_003399672.2	XP_017886890.1
OG0009344	XP_012172163.2	XP_017889850.1
OG0009345	XP_003401210.1	XP_017889412.1
OG0009346	XP_012174945.1	XP_017881477.1
OG0009348	XP_020723008.1	XP_026673664.1
OG0009351	XP_003400405.1	XP_017884682.1
OG0009352	XP_003400376.1	XP_026671547.1
OG0009354	XP_020721292.1	XP_026673448.1
OG0009355	XP_012169610.1	XP_017878676.1
OG0009356	XP_012169823.2	XP_026669435.1
OG0009357	XP_012175462.1	XP_017884337.1
OG0009359	XP_020719555.1	XP_017893430.1
OG0009361	XP_012163295.1	XP_026668349.1
OG0009365	XP_012166705.1	XP_017883172.1
OG0009366	XP_020719357.1	XP_017885825.1
OG0009368	XP_003403135.1	XP_017875998.1
OG0009369	XP_012168432.1	XP_017876456.1
OG0009372	XP_020722411.1	XP_017889343.1
OG0009375	XP_012170755.1	XP_017893563.1
OG0009376	XP_012176749.1, XP_003394833.2	XP_017881964.1, XP_026670305.1, XP_017881963.1
OG0009379	XP_012167255.1	XP_026671513.1
OG0009381	XP_012164694.1	XP_026675581.1
OG0009382	XP_003402899.1	XP_026670047.1
OG0009383	XP_003396931.1	XP_017885242.1
OG0009384	XP_012168477.1	XP_017887522.1
OG0009385	XP_020719908.1	XP_017883174.1
OG0009386	XP_020719792.1	XP_026673526.1
OG0009388	XP_020719786.1	XP_017891043.1
OG0009391	XP_020720141.1	XP_026670274.1
OG0009392	XP_020720121.1	XP_017881078.2
OG0009393	XP_020719588.1	XP_026672294.1
OG0009394	XP_020723438.1	XP_017889858.1
OG0009395	XP_003397589.1	XP_017883622.1
OG0009396	XP_020720699.1	XP_026670448.1
OG0009397	XP_012168045.1	XP_017882484.1, XP_017879155.1
OG0009398	XP_003398372.1	XP_026672221.1
OG0009400	XP_020722234.1	XP_026674192.1
OG0009401	XP_020723571.1	XP_026673058.1
OG0009403	XP_020722802.1	XP_026672083.1
OG0009404	XP_020721432.1	XP_026675556.1
OG0009406	XP_020721963.1	XP_026675111.1
OG0009406	XP_003400129.2	XP_017891700.2
OG0009407	XP_012171089.2	XP_026668085.1
OG0009408	XP_012171721.1	XP_026671679.1
OG0009409	XP_020722262.1	XP_026670467.1
OG0009410	XP_020719055.1	XP_017887849.2
OG0009412	XP_012171364.1	XP_017893315.1
OG0009413	XP_012171992.1	XP_017884617.1
OG0009415	XP_012172261.1	XP_026674124.1
OG0009417	XP_020722510.1	XP_017886497.1
OG0009418	XP_020723498.1	XP_026672477.1
OG0009419	XP_003399993.1	XP_026672750.1
OG0009420	XP_020719116.1	XP_026667854.1
OG0009422	XP_020723654.1	XP_026674632.1
OG0009424	XP_003401435.1	XP_017882845.1
OG0009426	XP_020721705.1	XP_017888524.1
OG0009427	XP_003394455.1	XP_017886046.1
OG0009428	XP_003396061.1	XP_017888947.1
OG0009429	XP_003393028.1	XP_026670970.1
OG0009430	XP_012165216.1	XP_017892401.2
OG0009431	XP_012166125.1	XP_017887630.1
OG0009432	XP_003401218.1	XP_017887411.1
OG0009433	XP_012176666.1, XP_012176665.1	XP_017887066.1, XP_017887067.1, XP_017887065.1
OG0009434	XP_003393031.1	XP_017889018.1
OG0009435	XP_003393055.1	XP_017876111.1
OG0009436	XP_003394487.1	XP_017880117.1
OG0009438	XP_003396175.1	XP_017879749.1
OG0009439	XP_003396183.1	XP_017887373.1
OG0009440	XP_003397556.2	XP_017891406.1, XP_026675421.1
OG0009446	XP_003401866.1	XP_026667118.1
OG0009446	XP_020718765.1	XP_017881576.1
OG0009447	XP_003402034.1	XP_017883932.1, XP_017889978.1, XP_017887381.1, XP_017885819.1, XP_017893554.2
OG0009451	XP_012164606.1	XP_017881673.1
OG0009456	XP_012169379.1	XP_017879001.1
OG0009458	XP_012170260.2	XP_017892937.1, XP_017884069.1
OG0009459	XP_012171521.1	XP_026668166.1
OG0009460	XP_012171892.1	XP_017884524.1
OG0009461	XP_012172196.1	XP_017889381.1
OG0009462	XP_012172343.1	XP_017892914.1
OG0009465	XP_012173392.1	XP_017878233.1
OG0009466	XP_012174666.1	XP_017887043.1
OG0009469	XP_020719388.1	XP_026669033.1
OG0009470	XP_020719774.1	XP_026674841.1
OG0009473	XP_020721946.1	XP_017893448.1, XP_017893449.1
OG0009474	XP_020722256.1, XP_020722254.1	XP_026671511.1
OG0009475	XP_020722945.1	XP_017877229.1
OG0009477	XP_020724219.1	XP_026671331.1
OG0009478	XP_020724242.1	XP_017883928.1
OG0009517	XP_012170987.1, XP_012170988.1	XP_026666785.1
