Orthogroup	Apis_mellifera	Dufourea_novaeangliae
OG0007020	XP_026294878.1	XP_015433965.1
OG0007021	XP_026294941.1	XP_015431801.1
OG0007022	XP_026294942.1	XP_015439488.1
OG0007023	XP_026294981.1	XP_015429113.1
OG0007024	XP_026295005.1	XP_015435009.1
OG0007025	XP_026295029.1	XP_015429115.1
OG0007026	XP_026295050.1	XP_015429163.1
OG0007027	XP_026295088.1	XP_015431431.1
OG0007028	XP_026295090.1	XP_015435037.1
OG0007029	XP_026295127.1	XP_015433042.1
OG0007030	XP_026295156.1	XP_015434274.1
OG0007031	XP_026295160.1	XP_015434304.1
OG0007032	XP_026295167.1	XP_015431489.1
OG0007033	XP_026295177.1	XP_015432562.1
OG0007034	XP_026295179.1	XP_015431584.1
OG0007035	XP_026295189.1	XP_015437222.1
OG0007036	XP_026295193.1	XP_015433633.1
OG0007037	XP_026295199.1	XP_015435768.1
OG0007038	XP_026295205.1	XP_015430871.1
OG0007039	XP_026295223.1	XP_015435862.1
OG0007040	XP_026295225.1	XP_015435796.1
OG0007041	XP_026295241.1	XP_015435793.1
OG0007042	XP_026295256.1	XP_015431493.1
OG0007043	XP_026295291.1	XP_015435912.1
OG0007044	XP_026295298.1	XP_015434256.1
OG0007045	XP_026295305.1	XP_015431575.1
OG0007046	XP_026295307.1	XP_015433454.1
OG0007047	XP_026295327.1	XP_015435903.1
OG0007048	XP_026295328.1	XP_015434296.1
OG0007049	XP_026295381.1	XP_015434378.1
OG0007050	XP_026295387.1	XP_015434238.1
OG0007051	XP_026295388.1	XP_015432560.1
OG0007052	XP_026295391.1	XP_015431468.1
OG0007053	XP_026295421.1	XP_015433675.1
OG0007054	XP_026295422.1	XP_015433636.1
OG0007055	XP_026295424.1	XP_015431452.1
OG0007056	XP_026295437.1	XP_015434226.1
OG0007057	XP_026295438.1	XP_015434998.1
OG0007058	XP_026295443.1	XP_015435789.1
OG0007059	XP_026295457.1	XP_015429667.1
OG0007060	XP_026295465.1	XP_015431469.1
OG0007061	XP_026295466.1	XP_015431562.1
OG0007062	XP_026295467.1	XP_015429363.1
OG0007063	XP_026295487.1	XP_015429669.1
OG0007064	XP_026295494.1	XP_015437877.1
OG0007065	XP_026295510.1	XP_015434372.1
OG0007066	XP_026295530.1	XP_015432890.1
OG0007067	XP_026295533.1	XP_015434336.1
OG0007068	XP_026295543.1	XP_015432831.1
OG0007069	XP_026295559.1	XP_015432828.1
OG0007070	XP_026295577.1	XP_015432830.1
OG0007072	XP_026295603.1	XP_015434776.1
OG0007073	XP_026295613.1	XP_015429772.1
OG0007074	XP_026295632.1	XP_015438041.1
OG0007075	XP_026295641.1	XP_015429664.1
OG0007076	XP_026295645.1	XP_015438581.1
OG0007077	XP_026295651.1	XP_015435876.1
OG0007078	XP_026295796.1	XP_015430863.1
OG0007079	XP_026295802.1	XP_015430866.1
OG0007080	XP_026295807.1	XP_015431727.1
OG0007081	XP_026295810.1	XP_015431666.1
OG0007082	XP_026295825.1	XP_015430626.1
OG0007083	XP_026295826.1	XP_015430747.1
OG0007084	XP_026295827.1	XP_015430737.1
OG0007085	XP_026295861.1	XP_015430680.1
OG0007086	XP_026295869.1	XP_015431753.1
OG0007087	XP_026295881.1	XP_015434204.1
OG0007088	XP_026295896.1	XP_015431663.1
OG0007089	XP_026295900.1	XP_015431741.1
OG0007090	XP_026295913.1	XP_015439253.1
OG0007091	XP_026295917.1	XP_015430760.1
OG0007092	XP_026295919.1	XP_015438171.1
OG0007093	XP_026295949.1	XP_015436989.1
OG0007094	XP_026295974.1	XP_015433564.1
OG0007095	XP_026295983.1	XP_015439621.1
OG0007096	XP_026296024.1	XP_015430639.1
OG0007097	XP_026296025.1	XP_015430765.1
OG0007098	XP_026296037.1	XP_015431774.1
OG0007099	XP_026296041.1	XP_015431687.1
OG0007100	XP_026296062.1	XP_015440324.1
OG0007101	XP_026296072.1	XP_015440343.1
OG0007102	XP_026296113.1	XP_015438306.1
OG0007103	XP_026296123.1	XP_015428734.1
OG0007104	XP_026296136.1	XP_015436902.1
OG0007105	XP_026296149.1	XP_015436670.1
OG0007106	XP_026296176.1	XP_015439404.1
OG0007107	XP_026296197.1	XP_015438193.1, XP_015430108.1, XP_015436946.1
OG0007108	XP_026296210.1	XP_015437062.1
OG0007109	XP_026296222.1	XP_015430713.1
OG0007110	XP_026296223.1	XP_015438007.1
OG0007111	XP_026296227.1	XP_015436671.1
OG0007112	XP_026296237.1	XP_015437608.1
OG0007113	XP_026296240.1	XP_015437593.1
OG0007114	XP_026296268.1	XP_015431793.1
OG0007115	XP_026296280.1	XP_015440344.1
OG0007116	XP_026296337.1, XP_026296343.1	XP_015432976.1
OG0007117	XP_026296346.1	XP_015428498.1
OG0007118	XP_026296429.1	XP_015439691.1
OG0007119	XP_026296431.1	XP_015434690.1
OG0007120	XP_026296438.1	XP_015433286.1
OG0007121	XP_026296475.1	XP_015432078.1
OG0007122	XP_026296477.1	XP_015440145.1
OG0007123	XP_026296490.1	XP_015435428.1
OG0007125	XP_026296497.1	XP_015433775.1
OG0007126	XP_026296510.1	XP_015439940.1
OG0007127	XP_026296511.1	XP_015439685.1
OG0007128	XP_026296513.1	XP_015440188.1
OG0007129	XP_026296528.1	XP_015434585.1
OG0007131	XP_026296533.1	XP_015440100.1
OG0007132	XP_026296546.1	XP_015439875.1
OG0007134	XP_026296611.1	XP_015440195.1
OG0007135	XP_026296616.1	XP_015429820.1
OG0007136	XP_026296620.1	XP_015439659.1
OG0007137	XP_026296652.1	XP_015439724.1
OG0007138	XP_026296653.1	XP_015435266.1
OG0007139	XP_026296656.1	XP_015439746.1
OG0007140	XP_026296658.1	XP_015439754.1
OG0007141	XP_026296660.1	XP_015439734.1
OG0007142	XP_026296669.1	XP_015436499.1
OG0007143	XP_026296681.1	XP_015433317.1
OG0007144	XP_026296696.1	XP_015439720.1
OG0007145	XP_026296715.1	XP_015440148.1
OG0007146	XP_026296717.1	XP_015431895.1
OG0007148	XP_026296769.1	XP_015433237.1
OG0007149	XP_026296778.1	XP_015439761.1
OG0007150	XP_026296786.1	XP_015432758.1
OG0007151	XP_026296793.1	XP_015439835.1
OG0007152	XP_026296801.1	XP_015439811.1
OG0007153	XP_026296804.1	XP_015439870.1
OG0007154	XP_026296828.1	XP_015439899.1
OG0007155	XP_026296829.1	XP_015439903.1
OG0007156	XP_026296831.1	XP_015440201.1
OG0007157	XP_026296843.1	XP_015440277.1
OG0007158	XP_026296847.1	XP_015439642.1
OG0007159	XP_026296876.1	XP_015433281.1
OG0007160	XP_026296913.1	XP_015440389.1
OG0007161	XP_026296935.1	XP_015431943.1
OG0007162	XP_026296939.1	XP_015431982.1
OG0007163	XP_026296941.1, XP_026296943.1	XP_015433450.1
OG0007164	XP_026296944.1	XP_015436763.1
OG0007165	XP_026296952.1	XP_015435723.1
OG0007166	XP_026296960.1	XP_015438779.1
OG0007167	XP_026296979.1	XP_015431938.1
OG0007168	XP_026297002.1	XP_015440153.1
OG0007169	XP_026297003.1	XP_015428724.1
OG0007170	XP_026297025.1	XP_015434307.1
OG0007171	XP_026297036.1	XP_015431989.1
OG0007172	XP_026297050.1	XP_015430995.1
OG0007173	XP_026297054.1	XP_015431015.1
OG0007174	XP_026297077.1	XP_015431944.1
OG0007175	XP_026297087.1	XP_015437336.1
OG0007176	XP_026297098.1	XP_015434564.1
OG0007177	XP_026297134.1	XP_015429687.1
OG0007178	XP_026297156.1	XP_015431958.1
OG0007180	XP_026297167.1	XP_015431003.1
OG0007181	XP_026297174.1	XP_015439070.1
OG0007183	XP_026297185.1	XP_015435205.1
OG0007184	XP_026297186.1	XP_015440351.1
OG0007185	XP_026297196.1	XP_015435182.1
OG0007186	XP_026297199.1	XP_015434420.1, XP_015432771.1
OG0007187	XP_026297207.1	XP_015432840.1
OG0007188	XP_026297210.1	XP_015440358.1
OG0007189	XP_026297215.1	XP_015439012.1
OG0007190	XP_026297221.1	XP_015433569.1
OG0007191	XP_026297231.1	XP_015436932.1
OG0007192	XP_026297236.1	XP_015431242.1
OG0007193	XP_026297251.1	XP_015437145.1
OG0007194	XP_026297297.1	XP_015436721.1, XP_015436718.1
OG0007195	XP_026297299.1	XP_015435769.1
OG0007196	XP_026297303.1	XP_015437213.1
OG0007197	XP_026297324.1	XP_015436354.1
OG0007198	XP_026297344.1	XP_015437221.1
OG0007199	XP_026297348.1	XP_015430069.1
OG0007200	XP_026297357.1	XP_015438816.1
OG0007201	XP_026297406.1	XP_015429589.1
OG0007202	XP_026297409.1	XP_015435126.1
OG0007203	XP_026297411.1	XP_015433936.1
OG0007204	XP_026297421.1	XP_015436823.1
OG0007205	XP_026297432.1	XP_015436319.1
OG0007206	XP_026297436.1	XP_015433946.1
OG0007207	XP_026297442.1	XP_015433770.1
OG0007208	XP_026297448.1	XP_015433795.1
OG0007209	XP_026297455.1	XP_015434485.1
OG0007210	XP_026297458.1	XP_015439756.1
OG0007212	XP_026297490.1	XP_015436461.1
OG0007213	XP_026297509.1	XP_015429837.1
OG0007214	XP_026297547.1	XP_015438238.1
OG0007215	XP_026297552.1	XP_015429626.1
OG0007216	XP_026297553.1	XP_015438199.1
OG0007217	XP_026297556.1	XP_015433103.1
OG0007218	XP_026297563.1	XP_015429253.1
OG0007220	XP_026297581.1	XP_015430104.1
OG0007221	XP_026297631.1	XP_015435955.1
OG0007222	XP_026297640.1	XP_015435956.1
OG0007223	XP_026297653.1	XP_015434443.1
OG0007224	XP_026297660.1	XP_015430015.1
OG0007225	XP_026297680.1	XP_015438902.1
OG0007226	XP_026297688.1	XP_015438898.1
OG0007227	XP_026297729.1, XP_026297728.1	XP_015434521.1
OG0007228	XP_026297734.1	XP_015429213.1
OG0007229	XP_026297742.1	XP_015434414.1
OG0007230	XP_026297748.1	XP_015429997.1
OG0007231	XP_026297764.1	XP_015433777.1
OG0007232	XP_026297772.1	XP_015432537.1
OG0007233	XP_026297808.1	XP_015432927.1
OG0007234	XP_026297818.1	XP_015430922.1
OG0007235	XP_026297931.1	XP_015430919.1
OG0007236	XP_026297936.1	XP_015430163.1
OG0007237	XP_026297969.1	XP_015436999.1
OG0007238	XP_026297971.1	XP_015436006.1
OG0007239	XP_026297994.1	XP_015429566.1
OG0007240	XP_026298009.1	XP_015437466.1
OG0007241	XP_026298010.1	XP_015437531.1
OG0007242	XP_026298015.1	XP_015429574.1
OG0007243	XP_026298019.1	XP_015429303.1
OG0007244	XP_026298027.1	XP_015440408.1
OG0007245	XP_026298032.1	XP_015430467.1
OG0007246	XP_026298036.1	XP_015433555.1
OG0007247	XP_026298037.1	XP_015437480.1
OG0007248	XP_026298039.1	XP_015429512.1
OG0007249	XP_026298059.1	XP_015429242.1
OG0007250	XP_026298075.1	XP_015437470.1
OG0007251	XP_026298081.1	XP_015433484.1
OG0007252	XP_026298096.1	XP_015433487.1
OG0007253	XP_026298128.1	XP_015429260.1
OG0007254	XP_026298130.1	XP_015433482.1
OG0007255	XP_026298147.1	XP_015433813.1
OG0007256	XP_026298151.1	XP_015435092.1
OG0007257	XP_026298160.1	XP_015428743.1
OG0007258	XP_026298167.1	XP_015438048.1
OG0007259	XP_026298171.1	XP_015433749.1
OG0007260	XP_026298212.1	XP_015430568.1
OG0007261	XP_026298223.1	XP_015430400.1
OG0007262	XP_026298266.1	XP_015437267.1
OG0007263	XP_026298271.1	XP_015437506.1
OG0007264	XP_026298281.1	XP_015435083.1
OG0007265	XP_026298286.1	XP_015429204.1
OG0007266	XP_026298373.1	XP_015433506.1
OG0007267	XP_026298376.1	XP_015433481.1
OG0007268	XP_026298382.1	XP_015435425.1
OG0007269	XP_026298405.1	XP_015435360.1
OG0007270	XP_026298427.1	XP_015431209.1
OG0007271	XP_026298428.1	XP_015431057.1
OG0007272	XP_026298451.1	XP_015431040.1
OG0007273	XP_026298454.1	XP_015431147.1
OG0007274	XP_026298456.1	XP_015436181.1
OG0007275	XP_026298460.1	XP_015436282.1
OG0007276	XP_026298461.1	XP_015428596.1
OG0007277	XP_026298485.1	XP_015436099.1
OG0007278	XP_026298506.1	XP_015436078.1
OG0007279	XP_026298507.1	XP_015436135.1
OG0007280	XP_026298514.1	XP_015431024.1
OG0007281	XP_026298537.1	XP_015428914.1, XP_015428906.1
OG0007282	XP_026298538.1	XP_015439503.1
OG0007283	XP_026298544.1	XP_015433338.1
OG0007284	XP_026298566.1	XP_015430509.1
OG0007285	XP_026298572.1	XP_015439497.1
OG0007286	XP_026298581.1	XP_015439513.1
OG0007287	XP_026298627.1	XP_015433866.1
OG0007288	XP_026298628.1	XP_015439476.1
OG0007289	XP_026298629.1	XP_015433255.1
OG0007290	XP_026298631.1	XP_015436106.1
OG0007291	XP_026298639.1	XP_015436069.1
OG0007292	XP_026298667.1	XP_015431216.1
OG0007293	XP_026298728.1	XP_015433231.1
OG0007294	XP_026298729.1	XP_015433667.1
OG0007295	XP_026298732.1	XP_015431074.1
OG0007297	XP_026298741.1	XP_015436297.1
OG0007298	XP_026298744.1	XP_015439510.1
OG0007299	XP_026298745.1	XP_015436128.1
OG0007300	XP_026298748.1	XP_015436066.1
OG0007301	XP_026298777.1	XP_015436399.1
OG0007302	XP_026298789.1	XP_015436442.1
OG0007303	XP_026298824.1	XP_015433892.1
OG0007304	XP_026298826.1	XP_015436292.1
OG0007305	XP_026298827.1	XP_015436436.1
OG0007306	XP_026298832.1	XP_015431043.1
OG0007307	XP_026298851.1	XP_015436112.1
OG0007308	XP_026298881.1	XP_015431258.1
OG0007309	XP_026298908.1	XP_015438545.1
OG0007310	XP_026298922.1	XP_015431250.1
OG0007311	XP_026298925.1	XP_015438533.1
OG0007312	XP_026298929.1	XP_015434260.1
OG0007313	XP_026298931.1	XP_015437693.1
OG0007314	XP_026298944.1	XP_015437650.1
OG0007315	XP_026298955.1	XP_015431283.1
OG0007316	XP_026298959.1	XP_015431281.1
OG0007317	XP_026298966.1	XP_015438432.1
OG0007318	XP_026298984.1	XP_015438403.1
OG0007319	XP_026298991.1	XP_015434635.1
OG0007320	XP_026298996.1	XP_015433426.1
OG0007321	XP_026299008.1	XP_015437656.1
OG0007322	XP_026299023.1	XP_015428887.1
OG0007323	XP_026299028.1	XP_015438373.1
OG0007324	XP_026299044.1	XP_015428902.1
OG0007325	XP_026299046.1	XP_015431379.1
OG0007326	XP_026299054.1	XP_015438464.1
OG0007327	XP_026299081.1	XP_015431310.1
OG0007328	XP_026299089.1	XP_015438426.1
OG0007329	XP_026299102.1	XP_015438425.1
OG0007330	XP_026299116.1	XP_015437665.1
OG0007331	XP_026299123.1	XP_015435850.1
OG0007332	XP_026299124.1	XP_015438498.1
OG0007333	XP_026299129.1	XP_015431286.1
OG0007334	XP_026299151.1	XP_015438372.1
OG0007335	XP_026299154.1	XP_015428900.1
OG0007336	XP_026299159.1	XP_015432531.1
OG0007337	XP_026299196.1	XP_015428938.1
OG0007339	XP_026299217.1	XP_015430605.1
OG0007340	XP_026299224.1	XP_015438560.1
OG0007341	XP_026299235.1	XP_015428873.1
OG0007342	XP_026299251.1	XP_015431362.1
OG0007343	XP_026299252.1	XP_015431327.1
OG0007344	XP_026299274.1	XP_015431339.1
OG0007345	XP_026299277.1	XP_015431294.1
OG0007346	XP_026299278.1	XP_015433418.1
OG0007347	XP_026299354.1	XP_015434021.1
OG0007348	XP_026299371.1	XP_015437028.1
OG0007349	XP_026299380.1	XP_015433833.1
OG0007350	XP_026299390.1	XP_015437803.1
OG0007351	XP_026299395.1	XP_015436649.1
OG0007352	XP_026299414.1	XP_015435562.1
OG0007353	XP_026299440.1	XP_015438826.1
OG0007354	XP_026299444.1	XP_015440487.1
OG0007355	XP_026299449.1	XP_015433867.1
OG0007356	XP_026299464.1	XP_015435565.1
OG0007357	XP_026299471.1	XP_015435559.1
OG0007358	XP_026299472.1	XP_015435487.1
OG0007359	XP_026299473.1	XP_015435490.1
OG0007360	XP_026299474.1	XP_015435492.1
OG0007361	XP_026299488.1	XP_015435477.1
OG0007362	XP_026299491.1	XP_015440439.1
OG0007363	XP_026299494.1	XP_015438296.1
OG0007364	XP_026299503.1	XP_015434921.1
OG0007365	XP_026299504.1	XP_015434935.1
OG0007366	XP_026299512.1	XP_015438791.1
OG0007367	XP_026299517.1	XP_015438817.1
OG0007368	XP_026299526.1	XP_015438834.1
OG0007369	XP_026299538.1	XP_015437038.1
OG0007370	XP_026299550.1	XP_015428789.1
OG0007371	XP_026299558.1	XP_015436691.1
OG0007372	XP_026299563.1	XP_015428584.1
OG0007373	XP_026299570.1	XP_015429794.1
OG0007374	XP_026299573.1	XP_015437757.1
OG0007375	XP_026299578.1	XP_015435963.1
OG0007376	XP_026299623.1	XP_015436087.1
OG0007377	XP_026299626.1	XP_015435566.1
OG0007378	XP_026299651.1	XP_015428805.1
OG0007379	XP_026299671.1	XP_015437024.1
OG0007380	XP_026299680.1	XP_015437041.1
OG0007381	XP_026299690.1	XP_015435494.1
OG0007382	XP_026299704.1	XP_015430583.1
OG0007383	XP_026299719.1	XP_015438798.1
OG0007384	XP_026299720.1	XP_015438820.1
OG0007385	XP_026299722.1	XP_015438850.1
OG0007386	XP_026299731.1	XP_015435977.1
OG0007387	XP_026299733.1	XP_015429861.1
OG0007388	XP_026299755.1	XP_015428811.1
OG0007389	XP_026299779.1	XP_015436609.1
OG0007390	XP_026299807.1	XP_015437800.1
OG0007391	XP_026299811.1	XP_015437781.1
OG0007392	XP_026299822.1	XP_015430026.1
OG0007393	XP_026299865.1	XP_015429907.1
OG0007394	XP_026299890.1	XP_015437413.1
OG0007395	XP_026299894.1	XP_015437785.1
OG0007396	XP_026299895.1	XP_015437728.1
OG0007397	XP_026299896.1	XP_015437731.1
OG0007398	XP_026299940.1	XP_015432774.1
OG0007399	XP_026299952.1	XP_015434603.1
OG0007400	XP_026299954.1	XP_015432694.1
OG0007401	XP_026299955.1	XP_015437568.1
OG0007402	XP_026299960.1	XP_015438643.1
OG0007403	XP_026299984.1	XP_015432275.1
OG0007404	XP_026300004.1	XP_015432116.1
OG0007405	XP_026300010.1	XP_015438717.1
OG0007406	XP_026300036.1	XP_015435738.1
OG0007407	XP_026300048.1	XP_015432099.1
OG0007408	XP_026300050.1	XP_015432198.1
OG0007409	XP_026300054.1	XP_015432277.1
OG0007410	XP_026300079.1	XP_015432169.1
OG0007411	XP_026300081.1	XP_015432077.1
OG0007412	XP_026300083.1	XP_015432230.1
OG0007413	XP_026300086.1	XP_015430128.1
OG0007414	XP_026300091.1	XP_015432985.1
OG0007415	XP_026300103.1	XP_015432257.1
OG0007416	XP_026300104.1	XP_015431913.1
OG0007417	XP_026300111.1	XP_015439338.1
OG0007418	XP_026300114.1	XP_015428759.1
OG0007419	XP_026300126.1	XP_015432095.1
OG0007420	XP_026300149.1	XP_015430126.1
OG0007421	XP_026300169.1	XP_015432127.1
OG0007422	XP_026300215.1	XP_015432279.1
OG0007423	XP_026300231.1	XP_015432238.1
OG0007424	XP_026300235.1	XP_015432153.1
OG0007425	XP_026300246.1	XP_015432109.1
OG0007426	XP_026300247.1	XP_015438657.1
OG0007427	XP_026300252.1	XP_015437923.1
OG0007428	XP_026300255.1	XP_015430193.1
OG0007430	XP_026300272.1	XP_015438666.1
OG0007431	XP_026300273.1	XP_015438706.1
OG0007432	XP_026300280.1	XP_015432164.1
OG0007433	XP_026300281.1	XP_015434623.1
OG0007434	XP_026300300.1	XP_015435417.1
OG0007435	XP_026300382.1	XP_015432332.1
OG0007436	XP_026300426.1	XP_015432358.1
OG0007438	XP_026300448.1	XP_015432905.1
OG0007439	XP_026300457.1	XP_015432824.1
OG0007440	XP_026300480.1	XP_015428513.1
OG0007441	XP_026300481.1	XP_015428638.1
OG0007442	XP_026300493.1	XP_015428569.1
OG0007443	XP_026300613.1	XP_015433624.1
OG0007444	XP_026300648.1	XP_015428602.1
OG0007445	XP_026300657.1	XP_015432843.1
OG0007446	XP_026300694.1	XP_015436460.1
OG0007447	XP_026300706.1	XP_015438957.1
OG0007448	XP_026300707.1	XP_015436480.1
OG0007449	XP_026300710.1	XP_015432616.1
OG0007450	XP_026300715.1	XP_015439191.1
OG0007451	XP_026300722.1	XP_015437426.1
OG0007452	XP_026300732.1	XP_015438748.1
OG0007453	XP_026300747.1	XP_015430212.1
OG0007454	XP_026300754.1	XP_015430210.1
OG0007455	XP_026300762.1	XP_015439122.1
OG0007456	XP_026300766.1	XP_015439069.1
OG0007457	XP_026300767.1	XP_015434189.1
OG0007458	XP_026300788.1	XP_015435209.1
OG0007459	XP_026300798.1	XP_015439064.1
OG0007460	XP_026300803.1	XP_015438909.1
OG0007461	XP_026300828.1	XP_015434040.1
OG0007462	XP_026300830.1	XP_015438945.1
OG0007463	XP_026300853.1	XP_015432530.1
OG0007464	XP_026300860.1	XP_015439276.1
OG0007465	XP_026300866.1	XP_015436488.1
OG0007466	XP_026300872.1	XP_015431884.1
OG0007467	XP_026300878.1	XP_015430151.1
OG0007468	XP_026300882.1	XP_015435377.1
OG0007469	XP_026300889.1	XP_015435724.1
OG0007470	XP_026300892.1	XP_015434119.1
OG0007471	XP_026300894.1	XP_015439111.1
OG0007472	XP_026300924.1	XP_015439127.1
OG0007473	XP_026300937.1	XP_015430215.1
OG0007475	XP_026300963.1	XP_015439172.1
OG0007476	XP_026300965.1	XP_015438964.1
OG0007477	XP_026300973.1	XP_015438959.1
OG0007478	XP_026300990.1	XP_015439091.1
OG0007479	XP_026300996.1	XP_015434030.1
OG0007480	XP_026301011.1	XP_015429703.1
OG0007481	XP_026301018.1	XP_015434080.1
OG0007482	XP_026301029.1	XP_015439046.1
OG0007483	XP_026301035.1	XP_015438915.1
OG0007484	XP_026301079.1	XP_015439446.1
OG0007485	XP_026301082.1	XP_015439308.1
OG0007486	XP_026301086.1	XP_015432514.1
OG0007487	XP_026301096.1	XP_015434856.1
OG0007488	XP_026301107.1	XP_015433917.1
OG0007490	XP_026301130.1	XP_015435656.1
OG0007491	XP_026301139.1	XP_015439303.1
OG0007492	XP_026301153.1	XP_015439334.1
OG0007493	XP_026301194.1	XP_015434842.1
OG0007494	XP_026301198.1	XP_015434903.1
OG0007495	XP_026301213.1	XP_015435648.1
OG0007496	XP_026301237.1	XP_015433041.1
OG0007497	XP_026301242.1	XP_015432468.1
OG0007498	XP_026301291.1	XP_015439449.1
OG0007499	XP_026301292.1	XP_015435590.1
OG0007500	XP_026301295.1	XP_015434910.1
OG0007501	XP_026301298.1	XP_015433771.1
OG0007502	XP_026301300.1	XP_015434919.1
OG0007503	XP_026301305.1	XP_015433307.1
OG0007504	XP_026301349.1	XP_015433150.1
OG0007505	XP_026301355.1	XP_015438492.1
OG0007506	XP_026301417.1	XP_015430150.1
OG0007507	XP_026301419.1	XP_015433169.1
OG0007508	XP_026301425.1	XP_015439309.1
OG0007509	XP_026301441.1	XP_015433058.1
OG0007510	XP_026301462.1	XP_015433163.1
OG0007511	XP_026301468.1	XP_015434879.1
OG0007512	XP_026301491.1	XP_015432761.1
OG0007513	XP_026301493.1	XP_015432671.1
OG0007514	XP_026301496.1	XP_015430287.1
OG0007515	XP_026301535.1	XP_015430355.1
OG0007516	XP_026301553.1	XP_015428831.1
OG0007517	XP_026301565.1	XP_015432673.1
OG0007518	XP_026301566.1	XP_015432746.1
OG0007519	XP_026301576.1	XP_015428421.1
OG0007520	XP_026301578.1	XP_015428490.1
OG0007521	XP_026301617.1	XP_015434600.1
OG0007522	XP_026301622.1	XP_015434730.1
OG0007523	XP_026301632.1	XP_015430492.1
OG0007524	XP_026301633.1	XP_015429818.1
OG0007525	XP_026301643.1	XP_015437548.1
OG0007526	XP_026301648.1	XP_015430305.1
OG0007527	XP_026301653.1	XP_015429946.1
OG0007529	XP_026301666.1	XP_015430361.1
OG0007530	XP_026301671.1	XP_015434694.1
OG0007531	XP_026301690.1	XP_015428413.1
OG0007532	XP_026301696.1	XP_015428834.1
OG0007533	XP_026301700.1	XP_015430251.1
OG0007534	XP_026301705.1	XP_015430248.1
OG0007535	XP_026301713.1	XP_015428435.1
OG0007536	XP_026301726.1	XP_015430356.1
OG0007537	XP_026301739.1	XP_015436800.1
OG0007538	XP_026301748.1	XP_015439165.1
OG0007539	XP_026301758.1	XP_015436462.1
OG0007540	XP_026301762.1, XP_026301761.1	XP_015434519.1
OG0007541	XP_026301784.1	XP_015436847.1
OG0007542	XP_026301788.1	XP_015433470.1
OG0007543	XP_026301816.1	XP_015434343.1
OG0007544	XP_026301857.1	XP_015431036.1
OG0007546	XP_026301892.1	XP_015435355.1
OG0007547	XP_026301893.1	XP_015435444.1
OG0007548	XP_026301899.1	XP_015435434.1
OG0007549	XP_026301907.1	XP_015435254.1
