Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0008553	XP_020720649.1	XP_035721578.1, XP_035721577.1, XP_035721576.1
OG0008554	XP_003399731.1	XP_035719540.1
OG0008556	XP_020723484.1	XP_035733437.1, XP_035733434.1
OG0008558	XP_003398150.1	XP_035736836.1
OG0008559	XP_020718889.1	XP_035740286.1
OG0008560	XP_020718602.1	XP_035720113.1
OG0008562	XP_003396387.1	XP_035733449.1
OG0008563	XP_012174828.1	XP_035734877.1
OG0008564	XP_020723676.1	XP_035743558.1
OG0008565	XP_012174798.2	XP_035729189.1
OG0008566	XP_020723465.1	XP_035731196.1
OG0008568	XP_003397317.1	XP_035722288.1
OG0008571	XP_020723907.1	XP_035728295.1
OG0008572	XP_003398131.1	XP_035741493.1
OG0008573	XP_020720996.1, XP_003398790.1, XP_020720997.1	XP_035740192.1
OG0008574	XP_012163152.2	XP_035729584.1
OG0008576	XP_020719192.1	XP_035722706.1
OG0008577	XP_003396717.1	XP_035737597.1
OG0008578	XP_020720745.1	XP_035738508.1
OG0008579	XP_003398056.1	XP_035719069.1
OG0008580	XP_020719199.1	XP_035741023.1
OG0008581	XP_012171643.1	XP_035739029.1
OG0008582	XP_003394451.1	XP_035734767.1
OG0008583	XP_003393662.1	XP_035738842.1
OG0008584	XP_003394206.1	XP_035742891.1
OG0008585	XP_003400328.1, XP_020721857.1, XP_012170979.1	XP_035736450.1
OG0008587	XP_003403080.1	XP_035721019.1
OG0008588	XP_012164502.2	XP_035722525.1
OG0008589	XP_020718837.1	XP_035740910.1
OG0008601	XP_012165704.1	XP_035739518.1
OG0008604	XP_003400668.2	XP_035735957.1
OG0008606	XP_012163676.1	XP_035741821.1
OG0008608	XP_012171783.1	XP_035720573.1
OG0008610	XP_020721445.1	XP_035731779.1
OG0008611	XP_012172234.1	XP_035729536.1, XP_035729546.1
OG0008612	XP_003402209.1	XP_035722724.1
OG0008613	XP_012175831.1	XP_035735391.1
OG0008616	XP_012175300.1	XP_035730014.1
OG0008617	XP_020723274.1	XP_035729812.1
OG0008618	XP_012167649.1	XP_035729034.1
OG0008620	XP_020721828.1	XP_035732020.1
OG0008621	XP_020722409.1, XP_012172262.1	XP_035737086.1
OG0008622	XP_012171992.1	XP_035725056.1
OG0008626	XP_012166397.1	XP_035718043.1
OG0008627	XP_003396840.1, XP_020719309.1, XP_020719310.1	XP_035729704.1
OG0008628	XP_020719842.1	XP_035735769.1
OG0008629	XP_012171680.1	XP_035735791.1
OG0008630	XP_003403420.1	XP_035722270.1
OG0008631	XP_012166570.1	XP_035722187.1
OG0008633	XP_003401024.2	XP_035734143.1
OG0008637	XP_020718392.1	XP_035726757.1
OG0008641	XP_012168616.1	XP_035723440.1
OG0008642	XP_012176618.1	XP_035731328.1
OG0008643	XP_020719073.1	XP_035738419.1
OG0008646	XP_012164872.1	XP_035738885.1
OG0008649	XP_003396183.1	XP_035732013.1
OG0008651	XP_020719115.1	XP_035729724.1
OG0008655	XP_020720121.1	XP_035729995.1, XP_035729997.1
OG0008656	XP_003396346.1	XP_035740984.1
OG0008658	XP_012173763.1	XP_035733261.1
OG0008659	XP_003396314.1	XP_035735246.1
OG0008661	XP_003403035.1	XP_035720630.1
OG0008667	XP_012167343.2	XP_035726950.1
OG0008670	XP_020721934.1	XP_035732240.1
OG0008672	XP_003400892.1	XP_035735631.1
OG0008674	XP_012166764.1	XP_035724679.1
OG0008675	XP_003400404.1	XP_035743343.1
OG0008676	XP_012174836.1	XP_035729108.1
OG0008677	XP_003401817.1	XP_035728638.1
OG0008678	XP_012164310.1	XP_035744016.1
OG0008679	XP_020723534.1	XP_035719762.1
OG0008680	XP_003402122.1	XP_035726942.1
OG0008681	XP_003395235.1	XP_035736883.1
OG0008682	XP_003395515.1	XP_035742223.1
OG0008683	XP_003398196.1	XP_035737835.1, XP_035737836.1
OG0008684	XP_003402437.1	XP_035721298.1
OG0008685	XP_003394037.1	XP_035720404.1
OG0008687	XP_003398055.1	XP_035719359.1
OG0008688	XP_003403007.1	XP_035720331.1
OG0008690	XP_003402202.1	XP_035731644.1
OG0008691	XP_003400084.1	XP_035739698.1
OG0008692	XP_012166731.2, XP_020719813.1	XP_035717912.1
OG0008693	XP_020720000.1	XP_035728651.1
OG0008694	XP_003399475.1	XP_035726396.1
OG0008695	XP_003399489.1	XP_035725317.1
OG0008696	XP_003395246.1	XP_035743529.1
OG0008697	XP_012172252.1	XP_035718966.1
OG0008698	XP_003394572.1	XP_035741855.1
OG0008700	XP_020722110.1	XP_035717587.1
OG0008701	XP_003398549.1	XP_035736619.1, XP_035736618.1
OG0008703	XP_003393970.1	XP_035741935.1
OG0008704	XP_003402867.1	XP_035740526.1
OG0008706	XP_003398682.1	XP_035722067.1
OG0008708	XP_003399270.1, XP_012169462.1	XP_035743878.1
OG0008709	XP_012166642.1	XP_035724132.1
OG0008710	XP_012169853.1	XP_035741413.1
OG0008711	XP_012170720.1	XP_035736520.1
OG0008713	XP_012167430.1	XP_035728428.1
OG0008714	XP_012172224.2	XP_035739662.1
OG0008715	XP_003401729.1	XP_035740632.1, XP_035740633.1, XP_035740634.1
OG0008716	XP_020718840.1	XP_035732424.1
OG0008718	XP_012175680.2	XP_035733268.1
OG0008719	XP_020719690.1, XP_020719689.1	XP_035727692.1
OG0008720	XP_012168382.1	XP_035737101.1
OG0008721	XP_020724066.1, XP_020724067.1	XP_035717585.1
OG0008723	XP_020724348.1	XP_035717595.1
OG0008725	XP_012163715.1	XP_035742146.1
OG0008726	XP_012165576.1	XP_035722691.1
OG0008727	XP_003397574.1	XP_035738424.1
OG0008728	XP_020720139.1	XP_035728649.1
OG0008729	XP_012172652.1	XP_035736141.1
OG0008730	XP_020722181.1	XP_035720365.1
OG0008732	XP_020721447.1	XP_035725762.1
OG0008733	XP_012175809.1, XP_020723990.1	XP_035728202.1
OG0008734	XP_020724022.1	XP_035743719.1
OG0008736	XP_020723593.1	XP_035742599.1, XP_035742601.1
OG0008737	XP_020718292.1	XP_035719377.1
OG0008738	XP_003399553.1	XP_035731846.1
OG0008740	XP_020721684.1	XP_035727307.1
OG0008741	XP_020718797.1	XP_035731125.1
OG0008742	XP_003402940.2	XP_035743375.1
OG0008744	XP_012166196.2	XP_035728748.1, XP_035728747.1
OG0008745	XP_003396884.2	XP_035722864.1
OG0008746	XP_003397193.1, XP_012166468.1	XP_035737090.1
OG0008747	XP_020719956.1	XP_035719516.1
OG0008749	XP_003397104.2	XP_035725233.1
OG0008750	XP_020720069.1	XP_035739506.1
OG0008751	XP_012173922.2, XP_020723295.1, XP_020723294.1	XP_035732624.1
OG0008753	XP_020720564.1, XP_003398252.1	XP_035719916.1, XP_035719917.1
OG0008754	XP_012168662.1	XP_035722031.1
OG0008756	XP_012168603.1	XP_035740181.1
OG0008757	XP_012171497.1	XP_035735981.1
OG0008759	XP_020722246.1	XP_035743511.1
OG0008760	XP_020722695.1	XP_035737121.1
OG0008761	XP_012172526.2	XP_035740838.1, XP_035740837.1
OG0008762	XP_020719379.1	XP_035735538.1
OG0008763	XP_012164289.2	XP_035725883.1
OG0008764	XP_020719440.1	XP_035719313.1, XP_035719308.1
OG0008765	XP_020718340.1	XP_035736076.1
OG0008766	XP_003396769.1	XP_035727795.1
OG0008767	XP_012166292.2	XP_035719323.1
OG0008768	XP_003399897.1	XP_035738043.1
OG0008770	XP_020720092.1	XP_035738722.1
OG0008771	XP_003395696.1	XP_035732004.1, XP_035732003.1
OG0008772	XP_003394123.1	XP_035739336.1
OG0008773	XP_003398309.1	XP_035743478.1
OG0008774	XP_012164914.1	XP_035726315.1, XP_035726316.1, XP_035726312.1, XP_035726314.1, XP_035726313.1
OG0008775	XP_012166306.2	XP_035717567.1
OG0008776	XP_020721959.1, XP_012171115.2	XP_035718655.1
OG0008777	XP_020719767.1, XP_020719765.1, XP_020719746.1	XP_035726597.1
OG0008778	XP_020720519.1	XP_035731740.1, XP_035731739.1
OG0008794	XP_003399542.1	XP_035740453.1, XP_035740462.1
OG0008801	XP_012171936.1	XP_035734853.1
OG0008802	XP_012172065.1	XP_035732001.1
OG0008806	XP_012175466.1	XP_035717410.1
OG0008808	XP_012167051.1	XP_035737934.1
OG0008811	XP_003394092.1	XP_035720857.1
OG0008814	XP_012171238.2	XP_035721268.1
OG0008815	XP_012170640.1, XP_003393538.1	XP_035742484.1
OG0008816	XP_012173862.1	XP_035727606.1
OG0008823	XP_012176004.1	XP_035721096.1
OG0008832	XP_020719911.1	XP_035730894.1
OG0008836	XP_020721573.1	XP_035732344.1
OG0008838	XP_020721345.1	XP_035733564.1
OG0008849	XP_012171089.2	XP_035719489.1
OG0008850	XP_003398226.1	XP_035740895.1
OG0008852	XP_020722751.1	XP_035730635.1
OG0008855	XP_012172165.1	XP_035724893.1
OG0008856	XP_020719570.1, XP_012165629.1	XP_035736839.1
OG0008864	XP_012168477.1	XP_035741052.1
OG0008865	XP_003398496.2	XP_035717185.1
OG0008866	XP_003400029.1	XP_035727689.1
OG0008867	XP_020718419.1	XP_035739597.1
OG0008868	XP_012165845.1	XP_035725940.1
OG0008869	XP_003399464.1	XP_035735453.1
OG0008870	XP_003394729.1	XP_035717270.1
OG0008871	XP_003402493.1	XP_035732817.1
OG0008872	XP_012172148.1	XP_035740787.1
OG0008873	XP_012172997.1	XP_035739088.1
OG0008874	XP_003401197.1	XP_035740700.1
OG0008875	XP_020723316.1	XP_035736628.1
OG0008876	XP_003400320.1	XP_035742130.1
OG0008878	XP_012165025.1	XP_035736842.1
OG0008879	XP_012166261.1	XP_035737516.1
OG0008880	XP_003401578.1	XP_035718480.1
OG0008881	XP_012163763.2	XP_035740380.1
OG0008882	XP_020719720.1	XP_035733657.1
OG0008883	XP_003397823.1	XP_035739555.1
OG0008885	XP_020723552.1	XP_035730360.1
OG0008886	XP_003396226.1	XP_035730675.1
OG0008888	XP_003402405.1	XP_035725356.1
OG0008889	XP_003401665.1	XP_035723389.1
OG0008890	XP_012174866.1	XP_035718560.1
OG0008891	XP_012169461.1	XP_035732353.1
OG0008892	XP_020720536.1	XP_035720423.1
OG0008893	XP_003395909.2	XP_035718791.1
OG0008894	XP_012166189.1	XP_035722877.1
OG0008895	XP_012165948.1	XP_035727658.1
OG0008896	XP_012170155.1	XP_035739375.1
OG0008897	XP_012163732.2	XP_035728878.1
OG0008898	XP_012172040.1	XP_035728178.1, XP_035728179.1
OG0008899	XP_012171391.1	XP_035740293.1
OG0008900	XP_020719777.1	XP_035737616.1
OG0008901	XP_020721777.1, XP_012171072.1	XP_035718111.1
OG0008902	XP_003403283.1	XP_035727543.1, XP_035727544.1
OG0008903	XP_003400039.1	XP_035732975.1
OG0008904	XP_003401587.1	XP_035723452.1
OG0008905	XP_012172371.1	XP_035735034.1
OG0008906	XP_012169860.2	XP_035729029.1
OG0008907	XP_012175255.1	XP_035736558.1, XP_035736557.1
OG0008908	XP_003400750.1	XP_035741086.1
OG0008909	XP_020722215.1	XP_035735935.1
OG0008910	XP_012168906.2	XP_035732078.1
OG0008911	XP_012172407.1, XP_020722474.1	XP_035733836.1
OG0008913	XP_012166387.1	XP_035740647.1
OG0008914	XP_003397145.1	XP_035735929.1
OG0008915	XP_003395830.1	XP_035724229.1
OG0008917	XP_012170557.1	XP_035738089.1
OG0008918	XP_020720799.1	XP_035732385.1
OG0008919	XP_012167732.1	XP_035733066.1
OG0008920	XP_003399221.1	XP_035736194.1
OG0008921	XP_012167625.1	XP_035717894.1
OG0008922	XP_003396291.1	XP_035726217.1
OG0008923	XP_012164683.1	XP_035720487.1
OG0008924	XP_012167230.1	XP_035739515.1
OG0008926	XP_012166562.1	XP_035722193.1
OG0008927	XP_012176741.1, XP_012176742.1	XP_035724056.1
OG0008929	XP_020720617.1	XP_035731010.1
OG0008930	XP_003401640.3	XP_035719021.1
OG0008931	XP_012166564.1	XP_035721197.1
OG0008934	XP_012172039.1	XP_035728175.1
OG0008935	XP_012170590.1	XP_035736260.1
OG0008936	XP_003400208.1	XP_035719834.1
OG0008937	XP_020721853.1	XP_035733293.1
OG0008938	XP_003400293.1	XP_035718871.1, XP_035718872.1
OG0008939	XP_012172141.1, XP_012172142.1, XP_020722675.1	XP_035740738.1
OG0008941	XP_012170183.1	XP_035739657.1
OG0008943	XP_012169612.2	XP_035730117.1
OG0008945	XP_012173766.1	XP_035743453.1, XP_035743454.1
OG0008946	XP_020722404.1, XP_020722428.1	XP_035720828.1
OG0008947	XP_012173544.1, XP_020723954.1, XP_020723957.1	XP_035740847.1
OG0008948	XP_020724028.1	XP_035726691.1
OG0008949	XP_003394407.2	XP_035722161.1, XP_035722159.1
OG0008951	XP_003395032.1	XP_035723672.1
OG0008952	XP_012167272.2	XP_035737527.1
OG0008953	XP_003396010.2	XP_035733687.1
OG0008954	XP_003396931.1	XP_035733447.1, XP_035733448.1
OG0008956	XP_012166621.1	XP_035743184.1
OG0008957	XP_012175000.1	XP_035720617.1
OG0008959	XP_012172929.2	XP_035721025.1
OG0008960	XP_020723771.1	XP_035741061.1
OG0008961	XP_012166924.1	XP_035740841.1, XP_035740840.1
OG0008963	XP_020720208.1	XP_035728415.1
OG0008965	XP_003397589.1	XP_035729754.1, XP_035742751.1
OG0008966	XP_012167892.2	XP_035725499.1
OG0008967	XP_020720832.1, XP_020720700.1	XP_035743588.1
OG0008968	XP_020719417.1	XP_035728450.1
OG0008969	XP_020721260.1	XP_035738782.1
OG0008970	XP_012165493.2	XP_035728280.1
OG0008973	XP_003400423.2	XP_035742260.1
OG0008974	XP_012172506.1	XP_035722796.1
OG0008975	XP_003399976.1	XP_035724442.1
OG0008976	XP_003401327.1	XP_035735165.1
OG0008977	XP_012165957.1	XP_035737743.1
OG0008978	XP_003393947.1	XP_035741317.1
OG0008979	XP_003399495.1	XP_035740004.1
OG0008980	XP_012171544.1, XP_020722090.1	XP_035735993.1
OG0008982	XP_012174161.1	XP_035721081.1
OG0008983	XP_020718357.1	XP_035743528.1
OG0008984	XP_003401515.1	XP_035743675.1
OG0008985	XP_003396290.1	XP_035726216.1
OG0008986	XP_020718877.1, XP_020718876.1, XP_003395671.1	XP_035720665.1
OG0008988	XP_020723629.1	XP_035723865.1
OG0009011	XP_003397373.1	XP_035733838.1
OG0009015	XP_020722050.1	XP_035727340.1
OG0009034	XP_003399805.1	XP_035720696.1
OG0009036	XP_012164604.1, XP_012164605.1	XP_035732188.1
OG0009038	XP_003403135.1	XP_035718772.1
OG0009041	XP_020723054.1	XP_035732690.1
OG0009043	XP_012173478.1	XP_035732482.1
OG0009044	XP_003400408.1	XP_035721568.1
OG0009045	XP_003399225.1	XP_035733938.1
OG0009049	XP_003393077.1	XP_035741891.1
OG0009053	XP_012168433.2	XP_035730080.1
OG0009054	XP_003393643.1	XP_035737620.1, XP_035737614.1
OG0009055	XP_003397772.1	XP_035728408.1
OG0009056	XP_020719066.1	XP_035726483.1
OG0009057	XP_020718404.1, XP_020718405.1	XP_035741816.1
OG0009058	XP_003393509.2	XP_035729738.1, XP_035729735.1
OG0009061	XP_003402560.1	XP_035717528.1
OG0009062	XP_003395661.1	XP_035743731.1
OG0009063	XP_012175202.2	XP_035721109.1
OG0009064	XP_012165966.1, XP_012165965.1	XP_035731789.1
OG0009065	XP_020719906.1	XP_035741047.1
OG0009066	XP_003397292.1	XP_035739646.1
OG0009068	XP_003400027.1	XP_035727678.1
OG0009069	XP_020719822.1	XP_035733827.1
OG0009070	XP_003397596.1	XP_035728173.1
OG0009071	XP_020721657.1	XP_035731935.1
OG0009072	XP_012174109.1	XP_035732429.1
OG0009075	XP_003393158.1	XP_035721809.1
OG0009077	XP_012173477.1	XP_035742622.1
OG0009079	XP_012165976.1	XP_035722698.1
OG0009082	XP_003403008.1	XP_035720321.1
OG0009083	XP_012175741.1	XP_035743989.1
OG0009084	XP_003399320.1	XP_035739969.1, XP_035739970.1
OG0009085	XP_020721611.1	XP_035735410.1
OG0009086	XP_020720125.1	XP_035734622.1
OG0009088	XP_003399547.3	XP_035727309.1
OG0009089	XP_012166200.2	XP_035735931.1
OG0009091	XP_003395228.3	XP_035725553.1
OG0009093	XP_020723320.1	XP_035740513.1
OG0009094	XP_003396882.2	XP_035722853.1
OG0009096	XP_003397803.2	XP_035728430.1
OG0009100	XP_003401598.1	XP_035728334.1
OG0009101	XP_012172391.1	XP_035722711.1
OG0009102	XP_003397804.1	XP_035743062.1
OG0009103	XP_012175679.1	XP_035722702.1
OG0009105	XP_012169980.1	XP_035728897.1, XP_035728896.1
OG0009106	XP_003394394.1	XP_035736627.1
OG0009107	XP_003395017.1	XP_035721319.1
OG0009108	XP_020718871.1	XP_035742217.1
OG0009109	XP_012164224.1	XP_035741494.1
OG0009110	XP_020718855.1	XP_035725767.1
OG0009111	XP_020718853.1	XP_035723261.1
OG0009112	XP_012164971.1	XP_035732022.1
OG0009113	XP_020719111.1	XP_035722694.1
OG0009116	XP_003396445.1	XP_035717269.1
OG0009117	XP_020719540.1	XP_035741078.1
OG0009118	XP_020719378.1	XP_035718613.1
OG0009119	XP_012172961.1, XP_012172960.1	XP_035738337.1
OG0009120	XP_020723538.1	XP_035719415.1
OG0009122	XP_003397784.2	XP_035739523.1
OG0009123	XP_012173217.1	XP_035733011.1
OG0009124	XP_003397913.1	XP_035741695.1
OG0009125	XP_003398225.1	XP_035740915.1
OG0009126	XP_020720548.1	XP_035730035.1
OG0009127	XP_012168439.1	XP_035738417.1, XP_035738416.1
OG0009128	XP_003401004.2	XP_035727955.1
OG0009129	XP_020721561.1	XP_035725311.1
OG0009130	XP_003393006.1	XP_035726702.1
OG0009131	XP_012171608.2	XP_035731580.1
OG0009135	XP_012174220.1	XP_035741225.1
OG0009136	XP_003394811.1	XP_035723871.1
OG0009138	XP_012170350.1	XP_035731747.1
OG0009139	XP_012171933.1, XP_020722372.1	XP_035731979.1
OG0009141	XP_020719975.1	XP_035730525.1
OG0009163	XP_020723008.1	XP_035723387.1
OG0009168	XP_003396647.1	XP_035721116.1
OG0009177	XP_012167811.1	XP_035741520.1
OG0009197	XP_012167255.1	XP_035730511.1
OG0009199	XP_003397556.2	XP_035721750.1
OG0009200	XP_012175267.1	XP_035721895.1
OG0009206	XP_012164694.1	XP_035734108.1
OG0009209	XP_003394055.1	XP_035720851.1
OG0009210	XP_003394948.1	XP_035737809.1
OG0009211	XP_003398541.1	XP_035736663.1
OG0009212	XP_012167437.1	XP_035717348.1
OG0009213	XP_003393890.1	XP_035722924.1
OG0009214	XP_012164966.2	XP_035726720.1
OG0009215	XP_003402914.1	XP_035729180.1
OG0009216	XP_003398128.3	XP_035725566.1
OG0009217	XP_020720210.1	XP_035728654.1
OG0009218	XP_003397742.1	XP_035723578.1
OG0009220	XP_012173986.1	XP_035740521.1
OG0009222	XP_012170042.1	XP_035725162.1
OG0009223	XP_003401183.1	XP_035722721.1
OG0009224	XP_012164384.1	XP_035724107.1
OG0009225	XP_020722565.1	XP_035720642.1
OG0009226	XP_003402670.1	XP_035742293.1
OG0009229	XP_020722366.1	XP_035743509.1
OG0009231	XP_003395762.1	XP_035725890.1
OG0009232	XP_003402951.1	XP_035729185.1
OG0009233	XP_020722568.1	XP_035717945.1
OG0009235	XP_020720645.1, XP_003398209.1	XP_035743776.1
OG0009236	XP_020720587.1, XP_020720586.1, XP_020720585.1, XP_012168447.2	XP_035725565.1
OG0009237	XP_003401184.3	XP_035722835.1
OG0009239	XP_012167733.1	XP_035732974.1
OG0009243	XP_003395001.1	XP_035743661.1
OG0009244	XP_020719788.1, XP_020719919.1	XP_035722966.1
OG0009245	XP_012167835.1	XP_035718963.1
OG0009246	XP_012165815.1	XP_035735541.1
OG0009247	XP_020720999.1, XP_003398792.1	XP_035740072.1
OG0009248	XP_003398839.1	XP_035734405.1
OG0009249	XP_020721589.1	XP_035719464.1
OG0009250	XP_020721383.1	XP_035731924.1
OG0009251	XP_020722567.1	XP_035733841.1
OG0009252	XP_020722549.1	XP_035729957.1
OG0009253	XP_012172900.2	XP_035739354.1
OG0009255	XP_012176723.1	XP_035723868.1
OG0009256	XP_003394918.1	XP_035725724.1
OG0009258	XP_020718932.1	XP_035718930.1
OG0009259	XP_003395536.1	XP_035734152.1
OG0009261	XP_020723697.1	XP_035729156.1
OG0009262	XP_012166213.1	XP_035722375.1
OG0009266	XP_003401673.1	XP_035738346.1
OG0009268	XP_012169678.1	XP_035724183.1
OG0009269	XP_020722802.1	XP_035728390.1
OG0009271	XP_020721030.1, XP_020721031.1	XP_035733020.1
OG0009274	XP_012172846.1	XP_035718479.1
OG0009275	XP_012169849.1	XP_035737416.1
OG0009276	XP_003396827.2	XP_035731577.1
OG0009278	XP_012175638.2	XP_035728597.1
OG0009280	XP_003400536.1	XP_035720736.1
OG0009281	XP_003393513.1	XP_035729757.1
OG0009282	XP_003395386.1	XP_035721667.1
OG0009284	XP_012165967.1	XP_035731576.1
OG0009285	XP_012170639.2	XP_035739658.1
OG0009286	XP_012171892.1	XP_035727253.1
OG0009288	XP_020720104.1	XP_035725100.1
OG0009289	XP_020721523.1	XP_035738230.1
OG0009290	XP_020722242.1	XP_035720135.1
OG0009291	XP_020722254.1	XP_035733060.1
OG0009292	XP_020723747.1	XP_035722770.1
OG0009323	XP_003403201.1	XP_035721110.1
OG0009332	XP_003396978.1, XP_020719266.1	XP_035739537.1
OG0009354	XP_012165036.1	XP_035733920.1
OG0009362	XP_003394952.2	XP_035739857.1
OG0009363	XP_003399488.1	XP_035725261.1
OG0009367	XP_003397294.1	XP_035737358.1
OG0009368	XP_003397336.2	XP_035722782.1
OG0009374	XP_012167425.1	XP_035728650.1
OG0009377	XP_012163866.1	XP_035736643.1
OG0009378	XP_020721486.1	XP_035721508.1
OG0009379	XP_003393146.1	XP_035721802.1
OG0009381	XP_012165659.1	XP_035719617.1
OG0009383	XP_003395394.1	XP_035732421.1
OG0009384	XP_012164362.1	XP_035732066.1
OG0009385	XP_012168432.1	XP_035730152.1
OG0009386	XP_020721571.1	XP_035741343.1, XP_035741344.1, XP_035741341.1
OG0009387	XP_003401155.2	XP_035740655.1
OG0009390	XP_020718488.1	XP_035734181.1
OG0009394	XP_012163146.1	XP_035731400.1
OG0009396	XP_003395993.1	XP_035732963.1
OG0009400	XP_012170633.2	XP_035723573.1
OG0009401	XP_003400200.2	XP_035742131.1
OG0009403	XP_020722893.1, XP_020722892.1	XP_035722704.1
OG0009404	XP_020719655.1	XP_035733542.1
OG0009405	XP_020723182.1	XP_035727790.1
OG0009409	XP_003393055.1	XP_035736411.1
OG0009413	XP_012172701.2	XP_035734887.1
OG0009414	XP_020721169.1	XP_035739823.1
OG0009464	XP_020723959.1	YP_009915668.1
OG0009494	XP_003399617.1	XP_035741437.1
OG0009501	XP_020722550.1	XP_035729182.1
OG0009502	XP_012172064.1	XP_035727995.1
OG0009503	XP_003403214.2	XP_035722276.1
OG0009504	XP_020722029.1	XP_035721270.1
OG0009505	XP_020720545.1	XP_035732981.1
OG0009506	XP_020721292.1	XP_035739961.1
OG0009510	XP_003399161.1	XP_035722562.1
OG0009511	XP_012174356.1	XP_035743157.1, XP_035743158.1
OG0009512	XP_020722169.1	XP_035741970.1
OG0009513	XP_020718286.1	XP_035741812.1
OG0009516	XP_020719035.1	XP_035743000.1
OG0009517	XP_020721224.1	XP_035735343.1
OG0009520	XP_003394094.1	XP_035728383.1
OG0009521	XP_012170755.1	XP_035728864.1
OG0009523	XP_020724099.1	XP_035730368.1
OG0009524	XP_012176718.2	XP_035724431.1
OG0009529	XP_003396161.1	XP_035718254.1
OG0009530	XP_020719908.1	XP_035722772.1
OG0009531	XP_012167749.1	XP_035719922.1
OG0009534	XP_012176327.1	XP_035729791.1
OG0009535	XP_012172261.1	XP_035737084.1, XP_035737085.1
OG0009536	XP_020722510.1	XP_035727919.1
OG0009537	XP_020721721.1	XP_035739355.1
OG0009542	XP_012169163.1	XP_035737254.1
OG0009544	XP_012170936.1	XP_035737849.1
OG0009545	XP_012171435.2	XP_035727344.1, XP_035727343.1
OG0009546	XP_012175542.2, XP_020723936.1	XP_035742775.1, XP_035731226.1
OG0009547	XP_020721176.1	XP_035727345.1
OG0009619	XP_020722973.1	XP_035734561.1
OG0009628	XP_020724318.1	XP_035744086.1
OG0009657	XP_012167868.1	XP_035744149.1
OG0009665	XP_003401650.1	XP_035721021.1
OG0009674	XP_003397817.1	XP_035739554.1
OG0009680	XP_012167631.1	XP_035733808.1
OG0009684	XP_012164034.1, XP_012164031.1, XP_012164032.1	XP_035721685.1, XP_035721684.1
OG0009689	XP_020723438.1	XP_035734844.1
