Orthogroup	Bombus_terrestris	Drosophila_melanogaster
OG0006560	XP_020724269.1	NP_611246.1
OG0006561	XP_012163144.1	NP_523966.2
OG0006562	XP_003394963.1	NP_001189228.1
OG0006563	XP_012173896.1	NP_651886.1
OG0006565	XP_003395567.1	NP_001262415.1
OG0006566	XP_012174586.1	NP_001368934.1
OG0006568	XP_003395212.1	NP_573334.1
OG0006570	XP_020718804.1	NP_610467.1
OG0006571	XP_003396999.1	NP_611965.2
OG0006573	XP_012165509.1	NP_524202.1
OG0006574	XP_003399658.1	NP_001260559.1
OG0006575	XP_003394207.1	NP_647645.1, NP_728477.1
OG0006576	XP_012167085.1, XP_003397745.1	NP_572311.1
OG0006577	XP_012174342.1	NP_725221.1
OG0006579	XP_003399244.2	NP_610995.1
OG0006580	XP_003398199.1	NP_648182.1
OG0006581	XP_012172288.2	NP_001284841.1
OG0006582	XP_003393856.1	NP_651320.1
OG0006583	XP_020724180.1	NP_001259968.1
OG0006584	XP_012166999.2, XP_020720009.1	NP_611708.2
OG0006586	XP_003398492.1	NP_573166.1
OG0006587	XP_003395449.1	NP_649025.1
OG0006588	XP_003394565.1	NP_524861.2
OG0006589	XP_012168688.1	NP_648662.1
OG0006590	XP_003397457.1	NP_001260230.1
OG0006591	XP_012166620.1	NP_651326.1
OG0006592	XP_003394989.1	NP_001260421.1
OG0006593	XP_012169801.1	NP_001261850.1
OG0006594	XP_003403243.1	NP_788400.1
OG0006595	XP_003396759.1	NP_524046.2, NP_524045.2
OG0006597	XP_012171969.1	NP_722974.1
OG0006598	XP_012164913.1	NP_001284859.1
OG0006599	XP_012172493.1	NP_573025.2
OG0006600	XP_020721568.1	NP_001027571.3
OG0006601	XP_003398446.1	NP_001245448.1
OG0006602	XP_012169999.1	NP_726062.2
OG0006603	XP_012170235.1	NP_001285466.1
OG0006604	XP_003396865.1	NP_728614.1
OG0006605	XP_003403134.1	NP_728903.1, NP_647831.1
OG0006606	XP_012175254.1	NP_477004.5
OG0006607	XP_003393628.1	NP_477023.1
OG0006608	XP_003399012.1	NP_001259183.2
OG0006609	XP_012164286.1	NP_001247045.1
OG0006610	XP_012171164.1	NP_001137709.1
OG0006611	XP_020718745.1	NP_650795.2
OG0006612	XP_003401867.1	NP_610042.1
OG0006614	XP_020722477.1	NP_001263024.1
OG0006615	XP_003402426.1	NP_608822.1
OG0006616	XP_012170748.1	NP_001261396.1
OG0006617	XP_003394356.1	NP_610963.1
OG0006618	XP_012164775.1	NP_001261779.1
OG0006619	XP_003397681.1	NP_651353.1
OG0006620	XP_020719350.1	NP_001260170.1
OG0006621	XP_012170579.1	NP_733258.4
OG0006623	XP_020720308.1	NP_650894.1
OG0006624	XP_020720457.1, XP_003402561.2	NP_725875.3
OG0006625	XP_003399192.1	NP_001303445.1
OG0006626	XP_020720249.1	NP_001259401.1
OG0006627	XP_012172720.1	NP_001262497.1
OG0006628	XP_012169427.1	NP_001027085.1
OG0006629	XP_020723371.1	NP_612086.1
OG0006630	XP_003402482.2	NP_995605.1
OG0006631	XP_003394960.1	NP_723849.1
OG0006632	XP_020718862.1	NP_611544.1
OG0006633	XP_003397855.1	NP_648447.2
OG0006634	XP_003399530.1	NP_647753.1
OG0006635	XP_003396228.1	NP_723746.1
OG0006638	XP_003400629.1	NP_001259129.1
OG0006639	XP_012165109.1	NP_001303569.1
OG0006640	XP_012174149.2	NP_647681.2
OG0006641	XP_003394419.1	NP_523860.2
OG0006642	XP_012165666.1	NP_001246701.1
OG0006643	XP_003401549.1	NP_524593.1
OG0006644	XP_012176551.1	NP_001246636.1
OG0006645	XP_003403363.1	NP_001036712.1
OG0006646	XP_003392882.1	NP_648976.2
OG0006647	XP_020718620.1	NP_001262661.1
OG0006648	XP_003400026.1	NP_524830.2
OG0006649	XP_012170136.1	NP_001097795.1
OG0006650	XP_020722579.1, XP_020722581.1	NP_651043.2
OG0006651	XP_012171269.1	NP_001246417.1
OG0006652	XP_020724169.1	NP_511114.2
OG0006653	XP_020721134.1	NP_001260807.1
OG0006654	XP_003392903.1	NP_732637.1
OG0006655	XP_003395113.1	NP_733334.1
OG0006656	XP_012167802.1	NP_476751.1
OG0006657	XP_003394306.1	NP_001261752.1
OG0006658	XP_003396296.1	NP_610341.2
OG0006659	XP_003395131.1	NP_523651.4
OG0006661	XP_003393274.1	NP_652072.1
OG0006662	XP_020719083.1	NP_001036369.3
OG0006663	XP_012171809.1	NP_524322.1
OG0006664	XP_003397288.1	NP_001284962.1
OG0006665	XP_020722315.1	NP_573020.2
OG0006666	XP_003400631.2	NP_001261244.1
OG0006667	XP_012174190.1	NP_001260066.1
OG0006668	XP_003402986.1	NP_572884.1
OG0006670	XP_003393084.1	NP_001261884.1
OG0006671	XP_012176661.1	NP_511168.3
OG0006673	XP_012169229.1	NP_610851.2
OG0006674	XP_020722758.1	NP_001097906.1
OG0006675	XP_003393524.1	NP_733018.1
OG0006676	XP_003394224.1	NP_650650.1
OG0006677	XP_012167860.1	NP_001246788.1
OG0006678	XP_020718449.1	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_003402351.1	NP_001286616.1
OG0006680	XP_020723036.1, XP_020723037.1, XP_003403378.2	NP_524157.2
OG0006681	XP_003398089.2	NP_001287422.2
OG0006682	XP_012172041.1	NP_001263002.1
OG0006683	XP_020719875.1, XP_003397365.1	NP_001259114.1
OG0006684	XP_003399032.1	NP_610264.1
OG0006685	XP_012172556.1	NP_650146.1
OG0006686	XP_003401602.1	NP_001286984.1
OG0006687	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1	NP_001261219.1
OG0006688	XP_012163113.1	NP_608608.2
OG0006689	XP_003397846.1	NP_001261251.1
OG0006690	XP_003402859.1	NP_001260675.1
OG0006691	XP_003400986.1	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_012170802.1	NP_726368.2
OG0006693	XP_003398911.1	NP_001246066.1
OG0006695	XP_012167657.1	NP_001262588.1
OG0006696	XP_003402148.2	NP_001262544.1, NP_611915.1
OG0006697	XP_012165473.1	NP_001027093.1
OG0006698	XP_003397729.1	NP_001261300.1
OG0006699	XP_012170123.1	NP_648574.1
OG0006700	XP_003397987.1	NP_609380.1
OG0006701	XP_003395271.1	NP_610031.1
OG0006702	XP_003393531.1	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_020719225.1, XP_003396463.1	NP_650646.1
OG0006704	XP_003402610.1	NP_788522.1
OG0006706	XP_012170754.1	NP_001286635.1
OG0006707	XP_003397851.1	NP_609052.1
OG0006708	XP_003397379.3	NP_572755.1
OG0006709	XP_003400385.1	NP_001285859.1
OG0006710	XP_012176238.1, XP_003394355.1, XP_012176237.1	NP_572332.1
OG0006711	XP_003395836.1	NP_732533.1
OG0006713	XP_003395176.1	NP_651682.1
OG0006714	XP_012172241.1	NP_647783.3
OG0006715	XP_012167664.1	NP_001137703.1
OG0006716	XP_020718586.1, XP_012163320.1, XP_020718587.1	NP_001262649.1
OG0006717	XP_003395950.1	NP_647898.3
OG0006718	XP_012169902.1	NP_612024.4
OG0006719	XP_012167540.1	NP_725178.2
OG0006720	XP_003393489.1	NP_724619.2
OG0006721	XP_012169942.1	NP_001261159.1
OG0006722	XP_003394629.1	NP_001284773.1
OG0006723	XP_003393048.1	NP_001246283.1
OG0006724	XP_003401850.1	NP_573137.1
OG0006725	XP_003403075.1	NP_001260554.1
OG0006726	XP_012171033.1, XP_012171035.1	NP_609327.3
OG0006728	XP_003393830.1	NP_001096908.1
OG0006729	XP_003399590.1	NP_611531.2
OG0006731	XP_012169613.1	NP_609190.2
OG0006732	XP_012171059.1	NP_610434.1
OG0006733	XP_012164702.1	NP_609564.1
OG0006734	XP_012168966.1	NP_608979.2
OG0006735	XP_012176572.1	NP_001284725.1
OG0006736	XP_012164739.1	NP_001260188.1
OG0006737	XP_020724221.1	NP_609193.1
OG0006738	XP_003394187.1, XP_012175967.1	NP_788038.1
OG0006739	XP_012175610.1	NP_001286748.1
OG0006740	XP_012164466.1	NP_611642.2
OG0006741	XP_012172317.1	NP_001036740.2
OG0006742	XP_003399399.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_003401347.1	NP_651085.2
OG0006744	XP_012166309.1	NP_001261340.1
OG0006745	XP_012172147.1	NP_649211.1
OG0006746	XP_012174367.1	NP_001261799.1
OG0006747	XP_003401381.1	NP_648204.1
OG0006748	XP_003397516.1	NP_001097901.2, NP_001189279.1, NP_001097900.2
OG0006749	XP_012164593.1	NP_523705.2, NP_612571.1
OG0006750	XP_003402146.1	NP_524048.2
OG0006751	XP_020721962.1	NP_001260992.1
OG0006752	XP_012170592.1	NP_001097174.1
OG0006753	XP_020723127.1, XP_012174526.1, XP_012171390.1	NP_725497.1
OG0006754	XP_003401554.1	NP_651223.2
OG0006757	XP_003394080.1	NP_651129.1, NP_788549.1
OG0006760	XP_012166301.1, XP_012166300.1, XP_012166299.1, XP_003397025.1	NP_001262493.1
OG0006762	XP_012173429.1	NP_001247238.1, NP_731779.1, NP_524342.3
OG0006768	XP_003400375.1	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1
OG0006779	XP_012168561.2	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2
OG0006782	XP_020718614.1, XP_003395398.1, XP_012163847.1	NP_511146.2
OG0006786	XP_012166850.1, XP_020720386.1	NP_649750.1
OG0006792	XP_012172705.1, XP_012172706.1, XP_012172704.1, XP_003401475.1	NP_611101.1
OG0006798	XP_003399834.1	NP_001246276.1
OG0006799	XP_003395896.1	NP_609142.1, NP_001036353.1
OG0006800	XP_003394463.1	NP_001188691.1
OG0006801	XP_003394930.1	NP_652014.1
OG0006802	XP_003393496.1	NP_649645.1
OG0006803	XP_003402549.2	NP_001014599.2
OG0006804	XP_003403286.1	NP_524328.1
OG0006805	XP_020721776.1	NP_511058.1
OG0006806	XP_003397187.1	NP_728489.2
OG0006807	XP_003400755.1	NP_523813.1
OG0006808	XP_003402423.1	NP_723327.1
OG0006809	XP_003400494.2	NP_649089.2
OG0006810	XP_012169056.1	NP_649202.1
OG0006811	XP_012169572.1	NP_001260339.1
OG0006812	XP_003399103.1	NP_524180.1
OG0006813	XP_003400749.1	NP_649243.1
OG0006814	XP_012173383.1	NP_650961.2
OG0006815	XP_003400249.1	NP_001036720.1
OG0006816	XP_020721071.1	NP_610024.1
OG0006817	XP_003401682.1	NP_001285512.1
OG0006818	XP_012166061.2	NP_523923.1
OG0006819	XP_003393711.1	NP_524284.1
OG0006820	XP_012174991.1	NP_001260563.1
OG0006821	XP_003398354.1	NP_648880.1
OG0006822	XP_003400153.1	NP_725343.1
OG0006823	XP_003402291.2	NP_001246059.1
OG0006824	XP_003395302.1	NP_001287182.1
OG0006825	XP_020722061.1	NP_001097372.1
OG0006826	XP_012170151.1	NP_788764.1
OG0006827	XP_012169385.1	NP_609086.1
OG0006828	XP_003401379.1	NP_649641.1
OG0006829	XP_003396259.1	NP_001287013.1
OG0006830	XP_020723413.1	NP_648351.1
OG0006832	XP_003394038.1	NP_523817.1
OG0006833	XP_003400787.1	NP_001260735.1
OG0006834	XP_003393560.1	NP_648500.1
OG0006835	XP_003403155.1	NP_725106.1
OG0006836	XP_003394937.1	NP_609789.1
OG0006838	XP_020719964.1	NP_001285012.1
OG0006839	XP_003397417.1	NP_001033848.1, NP_608634.1
OG0006840	XP_003401369.1	NP_001287192.1
OG0006841	XP_003403102.1	NP_001163644.1
OG0006842	XP_003402589.1	NP_001285334.1
OG0006843	XP_003402905.1	NP_001286407.1
OG0006844	XP_012167997.1	NP_477419.1
OG0006845	XP_020722897.1	NP_647981.1
OG0006846	XP_003394141.1	NP_001027074.1
OG0006847	XP_003396794.1	NP_524115.1
OG0006848	XP_003402787.1	NP_572354.1
OG0006850	XP_003392985.1	NP_650067.1
OG0006851	XP_020724288.1	NP_001286784.1
OG0006852	XP_003400619.1	NP_651660.1
OG0006854	XP_012172352.1	NP_524586.1
OG0006855	XP_020724209.1	NP_608895.1
OG0006856	XP_012168250.1	NP_609949.1
OG0006857	XP_003399914.1	NP_788610.1
OG0006858	XP_003398570.1	NP_523785.2
OG0006859	XP_003400765.1	NP_651972.1
OG0006860	XP_003400849.1	NP_649184.1
OG0006861	XP_003400623.1	NP_611065.1
OG0006862	XP_003394334.1	NP_572390.1
OG0006863	XP_003402282.1	NP_001188867.1
OG0006864	XP_003396809.1	NP_611695.1
OG0006865	XP_003398675.1	NP_477080.1
OG0006867	XP_003395021.1	NP_651829.1
OG0006868	XP_003394170.1	NP_609339.1
OG0006869	XP_003400882.1	NP_650470.1
OG0006870	XP_020722524.1	NP_651118.1
OG0006871	XP_020721225.1	NP_722456.1
OG0006872	XP_003392863.1	NP_001260069.1
OG0006874	XP_020723014.1	NP_001247368.1
OG0006875	XP_003398800.1	NP_648027.3
OG0006876	XP_012166107.1	NP_995816.1
OG0006877	XP_003402878.1	NP_001285699.1
OG0006878	XP_003399099.1	NP_001285170.1
OG0006879	XP_003401234.1	NP_001246480.1
OG0006880	XP_003401218.1	NP_650954.1
OG0006881	XP_012174243.1	NP_001138075.1
OG0006882	XP_003395636.1	NP_609926.1
OG0006884	XP_012173584.1	NP_001286868.1
OG0006885	XP_003399348.1	NP_001260836.2
OG0006886	XP_012173051.1	NP_611840.1
OG0006887	XP_003394069.1	NP_610547.1
OG0006888	XP_012171496.1	NP_524910.1
OG0006890	XP_012167870.1	NP_609936.1
OG0006891	XP_012163661.1	NP_524032.2
OG0006892	XP_003396271.1	NP_523893.1
OG0006893	XP_012169313.1	NP_001189308.1
OG0006894	XP_003393545.1	NP_611686.2
OG0006895	XP_003403025.2	NP_536733.1
OG0006896	XP_012164469.1	NP_001259877.1
OG0006897	XP_020722489.1	NP_001262986.1
OG0006898	XP_003394177.1	NP_610737.1
OG0006899	XP_003397098.1	NP_651331.1
OG0006900	XP_003398351.1	NP_001259892.1
OG0006901	XP_003401993.1	NP_001285438.1
OG0006902	XP_003398894.1	NP_524940.1
OG0006903	XP_012169485.1	NP_572170.1
OG0006905	XP_003393203.1	NP_001189105.1
OG0006906	XP_012164090.1	NP_648409.1
OG0006907	XP_012166313.1	NP_001350856.1
OG0006908	XP_003395016.1	NP_651529.2
OG0006909	XP_003400683.1	NP_650865.1
OG0006910	XP_012163620.1	NP_001097963.1
OG0006911	XP_003394422.1	NP_610702.1
OG0006912	XP_012167606.1	NP_723735.2
OG0006913	XP_020723290.1	NP_001262769.1
OG0006914	XP_003392992.1	NP_610670.2
OG0006915	XP_003393482.1	NP_730192.2
OG0006916	XP_003394984.1	NP_609981.1
OG0006917	XP_012169145.1	NP_573099.1
OG0006918	XP_012163791.1	NP_476886.1
OG0006919	XP_020721640.1	NP_001033932.2
OG0006920	XP_012165255.1	NP_477145.1
OG0006921	XP_003396742.1	NP_573128.2
OG0006922	XP_020722470.1	NP_648439.1
OG0006923	XP_003398197.1	NP_001368991.1
OG0006924	XP_003403121.1	NP_611871.2
OG0006925	XP_003395195.1	NP_524450.2
OG0006927	XP_020721964.1	NP_524776.1
OG0006928	XP_003397246.2	NP_001368954.1
OG0006929	XP_012173089.1	NP_001262456.1
OG0006930	XP_003397588.3	NP_651857.2
OG0006931	XP_003399144.1	NP_001285095.1
OG0006932	XP_003401053.1	NP_609209.2
OG0006933	XP_012175908.1	NP_610169.1
OG0006934	XP_020721569.1	NP_651044.1
OG0006935	XP_003396735.1	NP_726243.1
OG0006936	XP_003400579.1	NP_001188848.1, NP_649978.2
OG0006937	XP_003401390.1	NP_001287400.1
OG0006938	XP_012174171.1	NP_001259806.1
OG0006939	XP_020718445.1	NP_001247033.1
OG0006940	XP_012171613.1	NP_525099.3
OG0006941	XP_003400435.1	NP_647798.1
OG0006943	XP_020723925.1	NP_649512.1
OG0006944	XP_012176255.1	NP_727785.1
OG0006945	XP_012165772.1	NP_542443.4
OG0006946	XP_003397842.1	NP_001287052.1
OG0006948	XP_012171825.1	NP_001286684.1
OG0006949	XP_012169619.2	NP_001260196.1
OG0006950	XP_003401072.1	NP_651079.2
OG0006951	XP_020721559.1	NP_001188706.1
OG0006952	XP_003397253.1	NP_524834.2
OG0006953	XP_020722523.1	NP_650554.3
OG0006954	XP_003393194.1	NP_001097646.1
OG0006955	XP_003398068.1	NP_996147.1
OG0006956	XP_003395033.2	NP_611693.1
OG0006957	XP_003393515.1	NP_726006.3
OG0006958	XP_003398783.1	NP_611961.1
OG0006959	XP_020719227.1	NP_652607.1
OG0006960	XP_003396927.1	NP_001036597.1
OG0006961	XP_012172800.1	NP_001284813.1
OG0006962	XP_003402503.1	NP_524212.2
OG0006964	XP_012165510.1	NP_001261957.1, NP_730182.1
OG0006965	XP_012169336.1	NP_001259286.1
OG0006966	XP_012166190.2	NP_001261722.1
OG0006968	XP_012172068.1	NP_001036460.1
OG0006969	XP_012173154.1	NP_524894.1
OG0006970	XP_003400427.1	NP_733329.1
OG0006971	XP_020723752.1	NP_001163786.1
OG0006972	XP_003394873.2	NP_001285589.1
OG0006973	XP_003397180.1	NP_569954.1
OG0006974	XP_020722310.1	NP_650486.1
OG0006975	XP_012171612.1	NP_650542.1
OG0006976	XP_003396599.1	NP_476710.2
OG0006979	XP_012165593.1	NP_609738.1
OG0006980	XP_003399935.1	NP_729983.1
OG0006981	XP_003396973.1	NP_001259941.1
OG0006982	XP_003398766.1	NP_001261577.1
OG0006983	XP_012166012.1	NP_001261373.1
OG0006984	XP_012167109.1	NP_001286565.1
OG0006985	XP_003394924.1	NP_001286577.1
OG0006986	XP_012166738.1	NP_001284797.1
OG0006987	XP_003397461.1	NP_001286807.1
OG0006988	XP_012164133.1	NP_001286070.1
OG0006990	XP_012174084.1	NP_723971.1
OG0006991	XP_003394243.1	NP_609305.1
OG0006992	XP_003393073.1	NP_477502.1
OG0006993	XP_012165164.1	NP_610642.2
OG0006994	XP_003395774.1	NP_523910.1
OG0006995	XP_003394498.1	NP_001036711.1
OG0006996	XP_012171677.1	NP_650704.1
OG0006998	XP_003396149.1	NP_609370.2
OG0006999	XP_012170300.1	NP_476593.2
OG0007000	XP_012166677.1	NP_001246950.1
OG0007001	XP_003401434.1	NP_649318.1
OG0007002	XP_012165620.1	NP_001303402.1
OG0007003	XP_003395373.1	NP_001163721.1
OG0007004	XP_003402428.1	NP_608841.1
OG0007005	XP_003394390.1	NP_573239.1
OG0007006	XP_012163857.1	NP_001137996.2
OG0007007	XP_003395019.1	NP_524596.1
OG0007008	XP_003400173.1	NP_573026.1
OG0007009	XP_003402496.2	NP_524939.1
OG0007010	XP_020718971.1	NP_001259381.1
OG0007012	XP_012169526.1	NP_611862.1
OG0007013	XP_020718510.1, XP_020718511.1	NP_723549.1
OG0007014	XP_003394583.1	NP_001259837.1
OG0007015	XP_020719903.1	NP_001096864.1
OG0007016	XP_003395049.1	NP_648755.1
OG0007017	XP_012166038.1	NP_610048.2
OG0007018	XP_003399412.1	NP_001015187.2
OG0007020	XP_012172479.1	NP_647737.1
OG0007021	XP_012176005.1	NP_001261795.1
OG0007022	XP_003393180.1	NP_650431.1
OG0007023	XP_003395792.1	NP_609607.1
OG0007024	XP_012166577.1	NP_477271.1
OG0007025	XP_003399156.1	NP_650520.1
OG0007026	XP_003398167.2	NP_001162645.1
OG0007027	XP_003401697.1	NP_649129.1
OG0007028	XP_012169032.1	NP_647901.1
OG0007029	XP_012169240.1	NP_001163639.1
OG0007030	XP_003400446.1	NP_652724.1
OG0007031	XP_003398822.1	NP_001246473.1
OG0007032	XP_012164770.1	NP_001246256.1
OG0007033	XP_020720297.1	NP_001260200.1
OG0007035	XP_003403099.1	NP_608521.1
OG0007036	XP_003396297.1	NP_477432.3
OG0007037	XP_003398595.1	NP_001137648.1, NP_611151.1
OG0007038	XP_003401089.1	NP_611363.2
OG0007039	XP_012171973.1	NP_610292.2
OG0007040	XP_012167931.1	NP_476946.1
OG0007041	XP_020719447.1	NP_001104452.1
OG0007043	XP_020720622.1	NP_477242.1
OG0007044	XP_003398908.1	NP_648247.1
OG0007045	XP_003399576.1	NP_651182.2
OG0007046	XP_020719592.1	NP_001261051.1
OG0007047	XP_012171816.1	NP_001033884.2
OG0007048	XP_003401129.1	NP_650457.2
OG0007049	XP_012173965.1	NP_001369036.1
OG0007050	XP_003392884.1	NP_611080.1
OG0007051	XP_012170576.1	NP_001260871.1
OG0007052	XP_003394596.1	NP_609452.1
OG0007053	XP_012163383.1	NP_001262893.1
OG0007054	XP_003399443.1	NP_001263142.1
OG0007055	XP_003397040.1	NP_001259133.1
OG0007056	XP_012172330.1	NP_001285218.1
OG0007057	XP_003401408.1	NP_610997.1
OG0007058	XP_012167046.1	NP_648787.2
OG0007059	XP_003400174.1	NP_523403.2
OG0007060	XP_012168918.1	NP_001262717.1
OG0007061	XP_003394523.1	NP_001163511.1
OG0007062	XP_003392955.1	NP_650401.1
OG0007063	XP_003400025.1	NP_611008.2
OG0007064	XP_003393305.1	NP_477039.1
OG0007065	XP_003401509.1	NP_001285509.1
OG0007066	XP_003396212.1	NP_609058.2
OG0007067	XP_012170580.1	NP_001262000.1
OG0007068	XP_003401829.1	NP_001259972.1
OG0007070	XP_003397887.2	NP_001303376.1
OG0007071	XP_012175969.1	NP_477416.1
OG0007072	XP_003396596.1	NP_649072.1
OG0007073	XP_003400445.1	NP_001286637.1
OG0007074	XP_012173451.1	NP_573119.1
OG0007075	XP_020722595.1, XP_003396480.2	NP_001097002.1
OG0007076	XP_003398203.1	NP_524757.1
OG0007077	XP_003401039.1	NP_650955.1
OG0007078	XP_003403092.1	NP_001286617.1
OG0007079	XP_003394577.1	NP_524199.1
OG0007080	XP_003400958.1	NP_610761.2
OG0007081	XP_012173926.1	NP_001261138.1
OG0007082	XP_003403359.1	NP_648944.1
OG0007083	XP_012163133.1	NP_476708.1
OG0007084	XP_012167224.1	NP_524764.1
OG0007085	XP_012174712.1	NP_524107.2
OG0007086	XP_003401914.1	NP_610928.1
OG0007087	XP_003397886.1	NP_524071.2
OG0007088	XP_003401925.1	NP_651601.1
OG0007089	XP_003392980.1	NP_001246428.1
OG0007090	XP_020718566.1	NP_001163531.1
OG0007091	XP_012176386.1	NP_650459.1
OG0007092	XP_012170454.1	NP_652063.1
OG0007093	XP_020718823.1	NP_611113.1
OG0007094	XP_012166805.1	NP_001262001.1
OG0007095	XP_003396355.2	NP_524549.1
OG0007096	XP_012176182.1	NP_001027032.1
OG0007097	XP_003401362.1	NP_001262804.1
OG0007098	XP_012163392.1	NP_001259946.1
OG0007099	XP_003403117.2	NP_610000.1
OG0007100	XP_003397166.1	NP_001162899.1
OG0007101	XP_003395737.1	NP_648819.2
OG0007102	XP_003402053.1	NP_573075.1, NP_611459.1
OG0007103	XP_003394314.1	NP_001285190.1
OG0007104	XP_012169580.1	NP_001097249.1
OG0007105	XP_012164157.1	NP_001287545.1
OG0007106	XP_003396117.1	NP_612112.1
OG0007107	XP_003396059.1	NP_650111.3
OG0007108	XP_020723478.1	NP_649777.1
OG0007109	XP_003399594.1	NP_001246599.1
OG0007110	XP_003395110.2	NP_650128.1
OG0007111	XP_003394325.1	NP_001259457.1
OG0007112	XP_003394626.1	NP_612045.1
OG0007113	XP_003393452.1	NP_001097853.1
OG0007115	XP_020723783.1	NP_725369.1
OG0007116	XP_003394222.1	NP_001027109.2
OG0007117	XP_003398033.1	NP_001262220.1
OG0007118	XP_003399325.1	NP_648205.1
OG0007119	XP_003402001.1	NP_524737.2
OG0007120	XP_012172275.1	NP_001246323.1
OG0007121	XP_003399956.1	NP_001259175.1
OG0007122	XP_003399641.1	NP_609999.2
OG0007123	XP_003394322.1	NP_001097549.1
OG0007124	XP_003398286.1	NP_001259172.1
OG0007125	XP_003393701.1	NP_001246856.1
OG0007126	XP_003399691.1	NP_001014589.1
OG0007127	XP_003397287.3	NP_609237.1
OG0007128	XP_012176389.1	NP_001259621.1
OG0007129	XP_003398507.1	NP_648489.1
OG0007130	XP_012174112.1	NP_477354.1
OG0007131	XP_012165769.1	NP_001036375.2
OG0007132	XP_003400729.1	NP_609151.2
OG0007133	XP_020720793.1	NP_996213.1
OG0007134	XP_003397997.1	NP_608525.1
OG0007135	XP_003394599.1	NP_610760.1
OG0007136	XP_020718563.1	NP_726175.3
OG0007137	XP_003400694.1	NP_524316.1
OG0007138	XP_012168424.1	NP_524364.2
OG0007139	XP_012170715.1	NP_001246108.1
OG0007140	XP_003399121.1	NP_001303371.1
OG0007141	XP_003400232.1	NP_001259148.1
OG0007142	XP_003396781.1	NP_647880.1
OG0007143	XP_012171667.1	NP_572836.1
OG0007144	XP_003394497.1	NP_652555.1
OG0007145	XP_012171924.1	NP_723789.2
OG0007146	XP_020723790.1	NP_651978.2
OG0007147	XP_020722026.1	NP_001036609.1
OG0007148	XP_003393539.1	NP_650083.1
OG0007149	XP_003397601.1	NP_650734.2
OG0007150	XP_003401467.1	NP_001189165.1
OG0007151	XP_003399527.1	NP_609490.1
OG0007152	XP_003399059.1	NP_001262729.1
OG0007153	XP_003398805.1	NP_648553.1
OG0007154	XP_003399304.1	NP_001027089.1
OG0007155	XP_003400001.1	NP_651986.2
OG0007156	XP_003401638.1	NP_650553.1
OG0007158	XP_003396645.1	NP_725476.1
OG0007159	XP_012170766.1	NP_001259934.1
OG0007160	XP_003400798.1	NP_730600.1
OG0007161	XP_003401370.1	NP_649626.1
OG0007162	XP_012167391.1	NP_572673.1
