Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0007037	XP_003398595.1	XP_001654094.2
OG0007038	XP_003401089.1	XP_001663147.2
OG0007039	XP_012171973.1	XP_021699395.1
OG0007040	XP_012167931.1	XP_021702282.1
OG0007041	XP_020719447.1	XP_001661932.1
OG0007043	XP_020720622.1	XP_021698239.1
OG0007044	XP_003398908.1	XP_001661096.2
OG0007045	XP_003399576.1	XP_021697072.1
OG0007046	XP_020719592.1	XP_021710389.1
OG0007047	XP_012171816.1	XP_021702026.1
OG0007049	XP_012173965.1	XP_021699297.1
OG0007050	XP_003392884.1	XP_021697938.1
OG0007051	XP_012170576.1	XP_001660147.3
OG0007052	XP_003394596.1	XP_001650205.1
OG0007053	XP_012163383.1	XP_021713143.1
OG0007054	XP_003399443.1	XP_001651607.1
OG0007055	XP_003397040.1	XP_021699715.1
OG0007056	XP_012172330.1	XP_001655773.1
OG0007057	XP_003401408.1	XP_001656301.2
OG0007058	XP_012167046.1	XP_021709471.1
OG0007059	XP_003400174.1	XP_001649970.1
OG0007060	XP_012168918.1	XP_021706192.1
OG0007061	XP_003394523.1	XP_021710016.1, XP_021710015.1
OG0007063	XP_003400025.1	XP_021707982.1, XP_001662684.2
OG0007064	XP_003393305.1	XP_021710033.1
OG0007065	XP_003401509.1	XP_001658614.1
OG0007066	XP_003396212.1	XP_021703944.1
OG0007067	XP_012170580.1	XP_001652343.2
OG0007068	XP_003401829.1	XP_021702550.1
OG0007070	XP_003397887.2	XP_021696489.1
OG0007071	XP_012175969.1	XP_001652160.1
OG0007072	XP_003396596.1	XP_001661842.1
OG0007073	XP_003400445.1	XP_021698914.1, XP_021698915.1
OG0007074	XP_012173451.1	XP_001660397.2
OG0007075	XP_020722595.1, XP_003396480.2	XP_021699158.1
OG0007076	XP_003398203.1	XP_001649813.1
OG0007077	XP_003401039.1	XP_001656403.1
OG0007078	XP_003403092.1	XP_001655808.1
OG0007079	XP_003394577.1	XP_001648030.2
OG0007080	XP_003400958.1	XP_001653922.2
OG0007081	XP_012173926.1	XP_021700181.1
OG0007082	XP_003403359.1	XP_001653153.1
OG0007083	XP_012163133.1	XP_011493248.1
OG0007084	XP_012167224.1	XP_021707871.1
OG0007086	XP_003401914.1	XP_021697878.1
OG0007087	XP_003397886.1	XP_021708361.1
OG0007088	XP_003401925.1	XP_001662951.1
OG0007089	XP_003392980.1	XP_021707395.1
OG0007090	XP_020718566.1	XP_021700012.1
OG0007091	XP_012176386.1	XP_001657782.1
OG0007092	XP_012170454.1	XP_021705407.1
OG0007093	XP_020718823.1	XP_001662138.2
OG0007094	XP_012166805.1	XP_001658036.2
OG0007095	XP_003396355.2	XP_021702532.1
OG0007096	XP_012176182.1	XP_001652655.2
OG0007097	XP_003401362.1	XP_021712857.1
OG0007098	XP_012163392.1	XP_001659672.1
OG0007099	XP_003403117.2	XP_001658172.2
OG0007100	XP_003397166.1	XP_021700031.1
OG0007101	XP_003395737.1	XP_001655691.1, XP_021708110.1
OG0007102	XP_003402053.1	XP_001654005.2
OG0007103	XP_003394314.1	XP_001661342.2
OG0007104	XP_012169580.1	XP_001654680.1
OG0007105	XP_012164157.1	XP_021706625.1
OG0007106	XP_003396117.1	XP_021698013.1
OG0007107	XP_003396059.1	XP_001657781.2, XP_021712612.1
OG0007108	XP_020723478.1	XP_001652148.1
OG0007109	XP_003399594.1	XP_021698823.1
OG0007110	XP_003395110.2	XP_021693012.1
OG0007111	XP_003394325.1	XP_021699356.1, XP_021704564.1
OG0007112	XP_003394626.1	XP_001649893.1
OG0007113	XP_003393452.1	XP_001659396.1
OG0007115	XP_020723783.1	XP_001657306.2
OG0007116	XP_003394222.1	XP_021698849.1
OG0007117	XP_003398033.1	XP_001656907.2
OG0007118	XP_003399325.1	XP_001653970.1
OG0007119	XP_003402001.1	XP_021709286.1
OG0007120	XP_012172275.1	XP_021705543.1
OG0007121	XP_003399956.1	XP_021706629.1
OG0007122	XP_003399641.1	XP_001649734.1
OG0007123	XP_003394322.1	XP_021696570.1
OG0007124	XP_003398286.1	XP_021705484.1
OG0007125	XP_003393701.1	XP_021696773.1
OG0007126	XP_003399691.1	XP_001661086.1
OG0007127	XP_003397287.3	XP_021700627.1
OG0007128	XP_012176389.1	XP_021706174.1
OG0007129	XP_003398507.1	XP_001661999.1
OG0007130	XP_012174112.1	XP_001648490.1
OG0007131	XP_012165769.1	XP_021700365.1
OG0007132	XP_003400729.1	XP_001649465.2
OG0007133	XP_020720793.1	XP_001663588.1
OG0007134	XP_003397997.1	XP_001660492.2
OG0007135	XP_003394599.1	XP_001659543.2
OG0007136	XP_020718563.1	XP_021696032.1
OG0007137	XP_003400694.1	XP_021708362.1
OG0007138	XP_012168424.1	XP_021695012.1
OG0007139	XP_012170715.1	XP_001663435.1
OG0007140	XP_003399121.1	XP_001654491.2
OG0007141	XP_003400232.1	XP_021699379.1
OG0007142	XP_003396781.1	XP_021699268.1
OG0007143	XP_012171667.1	XP_021705224.1
OG0007145	XP_012171924.1	XP_021702552.1
OG0007146	XP_020723790.1	XP_001655108.1
OG0007147	XP_020722026.1	XP_021697116.1
OG0007148	XP_003393539.1	XP_001658319.1
OG0007149	XP_003397601.1	XP_021702034.1, XP_021702042.1
OG0007150	XP_003401467.1	XP_001664176.2
OG0007151	XP_003399527.1	XP_001654560.1
OG0007152	XP_003399059.1	XP_001662506.1
OG0007153	XP_003398805.1	XP_001653862.1
OG0007154	XP_003399304.1	XP_001648056.1
OG0007155	XP_003400001.1	XP_021705657.1
OG0007156	XP_003401638.1	XP_021706383.1
OG0007158	XP_003396645.1	XP_021695725.1
OG0007159	XP_012170766.1	XP_001658768.2
OG0007160	XP_003400798.1	XP_001648798.2
OG0007161	XP_003401370.1	XP_021693387.1
OG0007162	XP_012167391.1	XP_021708046.1
OG0007163	XP_003402972.1	XP_001651034.1
OG0007164	XP_012174520.1	XP_021705703.1
OG0007165	XP_020723828.1	XP_021701460.1
OG0007166	XP_020719595.1	XP_021696287.1
OG0007168	XP_003394631.1	XP_001662376.1
OG0007169	XP_003396698.1	XP_001653586.2
OG0007170	XP_012165943.1	XP_001647746.1
OG0007171	XP_003393453.1	XP_021713253.1
OG0007172	XP_003396875.1	XP_001655946.2
OG0007173	XP_003394624.1	XP_001657235.1
OG0007174	XP_003395866.1	XP_001649284.1
OG0007175	XP_020718955.1	XP_001662454.2
OG0007176	XP_003400564.1	XP_001656637.1
OG0007177	XP_012165028.1	XP_011493455.1
OG0007178	XP_003395088.1	XP_021701729.1
OG0007179	XP_003399330.1	XP_021700837.1
OG0007180	XP_012176634.1	XP_021697849.1
OG0007182	XP_012176098.1	XP_001650439.2
OG0007184	XP_003397371.1	XP_021706715.1
OG0007185	XP_012163790.1	XP_021693929.1
OG0007186	XP_020724280.1	XP_021711280.1
OG0007187	XP_020720275.1	XP_001653450.2
OG0007188	XP_003399283.1	XP_001660333.1
OG0007189	XP_003396373.1	XP_021699929.1
OG0007190	XP_003396621.1	XP_021700127.1
OG0007192	XP_020723024.1, XP_003401910.1	XP_001663279.1
OG0007193	XP_003403156.1	XP_021699538.1, XP_021699531.1
OG0007194	XP_003400176.1	XP_001654736.1
OG0007195	XP_003394333.1	XP_021706587.1
OG0007196	XP_003399199.1	XP_001662448.1
OG0007197	XP_003395847.1	XP_021712980.1
OG0007198	XP_012170324.1	XP_001655482.1
OG0007199	XP_020723237.1	XP_021703941.1, XP_021703942.1, XP_001648865.1
OG0007200	XP_012174789.1	XP_001661818.2
OG0007201	XP_003399100.1	XP_021705122.1
OG0007202	XP_003393735.1	XP_021704626.1
OG0007203	XP_020719927.1	XP_021711668.1
OG0007205	XP_020721834.1	XP_021698655.1
OG0007206	XP_020720080.1	XP_021699655.1
OG0007208	XP_003397014.1	XP_001661454.1
OG0007209	XP_012171012.1	XP_021695914.1
OG0007210	XP_020718967.1	XP_021704617.1
OG0007211	XP_020718983.1	XP_021701430.1
OG0007212	XP_012164332.1	XP_021695851.1
OG0007213	XP_012174561.1	XP_021701785.1
OG0007216	XP_003401725.1	XP_021709242.1
OG0007217	XP_003399252.1	XP_001649174.2
OG0007219	XP_012165960.1	XP_021707980.1
OG0007220	XP_003399543.1	XP_001658238.1
OG0007221	XP_012163549.1	XP_021702500.1
OG0007222	XP_003398833.1	XP_001654992.2
OG0007223	XP_012168880.1	XP_021702619.1
OG0007225	XP_012167280.1	XP_021713390.1
OG0007226	XP_003398193.1	XP_021700868.1
OG0007227	XP_003393569.1	XP_001650415.2
OG0007228	XP_003392905.2	XP_021710128.1
OG0007229	XP_012165743.1	XP_001649719.1
OG0007230	XP_003401835.1	XP_001654826.2
OG0007231	XP_003393748.1	XP_021707699.1
OG0007232	XP_003394764.1	XP_001656178.2
OG0007233	XP_003393891.1	XP_001648494.1
OG0007234	XP_003401275.1	XP_021713348.1
OG0007235	XP_012172694.1	XP_021705486.1, XP_021705487.1
OG0007236	XP_003397972.1	XP_021702627.1
OG0007237	XP_020722904.1	XP_021713393.1
OG0007239	XP_003396287.1	XP_021697326.1
OG0007241	XP_012171752.1	XP_021710701.1
OG0007242	XP_003403050.1	XP_001660425.1
OG0007243	XP_003394926.1	XP_021705485.1
OG0007244	XP_003398984.1	XP_001650619.1
OG0007245	XP_012175899.1	XP_001658356.1
OG0007246	XP_020723285.1	XP_021695535.1
OG0007248	XP_003395663.1	XP_001648330.1
OG0007249	XP_012172769.1	XP_021700943.1
OG0007250	XP_003396310.1	XP_001657324.1
OG0007251	XP_012170163.1	XP_001651546.2
OG0007253	XP_012173895.1	XP_001657525.1
OG0007254	XP_012174811.1	XP_021704307.1
OG0007255	XP_003393303.1	XP_001654991.1
OG0007257	XP_003397142.1	XP_021709287.1
OG0007259	XP_012165681.1	XP_021701849.1
OG0007260	XP_020722161.1, XP_020722162.1	XP_001655938.2
OG0007262	XP_012176006.1	XP_021694914.1
OG0007263	XP_012172871.1	XP_001663274.1
OG0007264	XP_012164203.1	XP_021707095.1
OG0007265	XP_003393124.1	XP_001657106.1
OG0007267	XP_012169762.1	XP_021694782.1
OG0007268	XP_012176407.1	XP_021705516.1
OG0007269	XP_020721497.1	XP_021700880.1
OG0007270	XP_020719938.1	XP_021702898.1
OG0007271	XP_003399354.1	XP_021692970.1
OG0007272	XP_012164176.1	XP_021694111.1
OG0007273	XP_012176280.1	XP_021709368.1
OG0007275	XP_003401212.1	XP_001663510.1
OG0007276	XP_012168428.1	XP_001660131.1
OG0007277	XP_020723940.1	XP_021706955.1
OG0007278	XP_003397279.1	XP_001652354.1
OG0007279	XP_003398827.1	XP_001657464.1
OG0007280	XP_012174231.2	XP_021710640.1
OG0007281	XP_012165717.1	XP_001649290.2
OG0007282	XP_012166787.1	XP_001663283.1
OG0007283	XP_012168903.1	XP_001652143.1, XP_021704846.1
OG0007284	XP_012163493.1	XP_001663840.2
OG0007285	XP_003398953.1	XP_021693915.1
OG0007286	XP_003395658.1	XP_021712701.1
OG0007287	XP_003394349.1	XP_001656295.1
OG0007288	XP_012169534.1	XP_021701852.1
OG0007289	XP_020719135.1	XP_021711083.1
OG0007290	XP_003401374.1	XP_021712382.1, XP_001656217.2
OG0007291	XP_003394533.1	XP_021701917.1
OG0007293	XP_020724002.1	XP_021706286.1
OG0007294	XP_003394485.1	XP_021710745.1
OG0007295	XP_003403285.1	XP_021708776.1, XP_021708774.1
OG0007296	XP_003396166.1	XP_001658270.1
OG0007297	XP_020723614.1	XP_001658604.1
OG0007298	XP_003395496.1	XP_021693147.1
OG0007299	XP_012176707.1	XP_021712983.1
OG0007300	XP_003396356.1	XP_001653807.1
OG0007302	XP_003399296.1	XP_021700811.1
OG0007303	XP_012173521.1	XP_001654296.1
OG0007304	XP_003401491.1	XP_021695970.1
OG0007305	XP_012169739.1	XP_021710324.1
OG0007306	XP_012167449.2	XP_021710682.1
OG0007307	XP_003399430.1	XP_001662980.2
OG0007308	XP_020721732.1	XP_001648760.2
OG0007309	XP_020723554.1	XP_021700734.1
OG0007310	XP_012171347.1	XP_001658528.3
OG0007311	XP_003394968.1	XP_001652027.2
OG0007312	XP_003393640.1	XP_001655431.2
OG0007313	XP_003399075.1	XP_021700741.1
OG0007315	XP_003395927.1	XP_021702635.1
OG0007316	XP_020718385.1	XP_021701175.1
OG0007317	XP_012175399.1	XP_021692952.1
OG0007318	XP_003395523.1	XP_001652933.1
OG0007319	XP_003401803.2	XP_001664114.2
OG0007320	XP_012176532.1	XP_001651398.1
OG0007321	XP_020720470.1	XP_021693443.1
OG0007322	XP_012166484.1	XP_001657613.1
OG0007323	XP_020720257.1	XP_021701101.1
OG0007324	XP_003395244.1	XP_001663392.2
OG0007325	XP_012174168.1	XP_021703849.1
OG0007326	XP_012174151.1	XP_021703597.1
OG0007327	XP_012174739.1	XP_001652351.2
OG0007328	XP_003401990.1	XP_021711003.1
OG0007329	XP_003401840.1	XP_021712460.1, XP_021712418.1
OG0007330	XP_012176135.1	XP_021704511.1
OG0007331	XP_012171991.1	XP_001651826.2
OG0007332	XP_012169583.1	XP_001649167.1
OG0007334	XP_003401784.1	XP_001652497.1
OG0007335	XP_003396851.1	XP_001663073.1
OG0007336	XP_003396057.1	XP_021706445.1
OG0007337	XP_003396566.1	XP_001651037.2
OG0007338	XP_012170007.1	XP_001662429.2
OG0007339	XP_012164663.1	XP_021709315.1
OG0007340	XP_020724126.1	XP_021695617.1
OG0007341	XP_003394967.1	XP_001656747.2
OG0007342	XP_003400186.1	XP_021698892.1
OG0007343	XP_003398656.1	XP_021694232.1
OG0007344	XP_003398568.1	XP_021697531.1
OG0007345	XP_012174667.1	XP_001656460.1
OG0007346	XP_003399349.1	XP_021701568.1
OG0007348	XP_003403111.1	XP_021706038.1
OG0007349	XP_003394332.1	XP_001650384.2
OG0007350	XP_012165280.1	XP_001663169.2
OG0007351	XP_003401723.1	XP_001654490.2
OG0007352	XP_003398709.1	XP_021710068.1
OG0007353	XP_003403018.2	XP_021701711.1
OG0007354	XP_003395991.1	XP_001660820.1
OG0007355	XP_012173697.1	XP_021700589.1
OG0007356	XP_012168784.1	XP_001661329.1
OG0007357	XP_003397416.1	XP_001659176.1
OG0007359	XP_020718345.1	XP_021703982.1
OG0007360	XP_020723382.1	XP_021703968.1
OG0007361	XP_012176635.1	XP_021701111.1
OG0007362	XP_012168038.1	XP_021704149.1
OG0007363	XP_003398615.1	XP_021706378.1, XP_011493071.1
OG0007364	XP_012169268.1	XP_001653316.2
OG0007365	XP_003403327.1	XP_021707582.1
OG0007366	XP_003400943.1	XP_001661248.1
OG0007367	XP_003398691.1	XP_011493540.1
OG0007368	XP_003395414.1	XP_021706185.1
OG0007369	XP_020718235.1	XP_001652965.2
OG0007370	XP_003401260.1	XP_001659123.1
OG0007371	XP_012169390.1, XP_020721056.1	XP_021706730.1
OG0007372	XP_012163242.1	XP_001652424.2
OG0007373	XP_003395895.1	XP_021696265.1
OG0007374	XP_012174284.1	XP_021711000.1
OG0007375	XP_020720920.1	XP_021707561.1
OG0007376	XP_012170664.1	XP_001661152.1, XP_001647702.2
OG0007378	XP_012168368.1	XP_021698400.1
OG0007379	XP_003399898.1	XP_021699573.1
OG0007380	XP_003400598.1	XP_021695176.1
OG0007381	XP_012166517.1	XP_021709167.1, XP_021709168.1, XP_021709169.1
OG0007382	XP_020718875.1	XP_001659425.2
OG0007383	XP_003399760.1	XP_021700733.1
OG0007385	XP_003393393.1	XP_001648221.2
OG0007386	XP_020718571.1	XP_021697960.1
OG0007387	XP_003395617.1	XP_001654535.1
OG0007388	XP_020720972.1	XP_001660054.1
OG0007389	XP_012175685.2	XP_001649602.2
OG0007390	XP_020720940.1	XP_021709770.1
OG0007391	XP_020718553.1	XP_021701179.1
OG0007392	XP_020722534.1	XP_021693888.1
OG0007393	XP_003395034.1	XP_001653753.2
OG0007394	XP_003396044.1	XP_001653895.2
OG0007395	XP_012171437.1	XP_001652844.2
OG0007396	XP_003393552.1	XP_001653923.1
OG0007397	XP_012168791.1	XP_001656941.2
OG0007398	XP_012168143.1	XP_021696899.1
OG0007399	XP_012164134.1	XP_001654256.1
OG0007400	XP_020722509.1	XP_001656205.1
OG0007401	XP_003395718.1	XP_001654928.2
OG0007402	XP_003400665.1	XP_001664280.1
OG0007403	XP_012163868.1	XP_021696553.1
OG0007404	XP_012163778.1	XP_021693563.1
OG0007405	XP_020720815.1	XP_001653059.1
OG0007407	XP_003393196.1	XP_021701329.1
OG0007409	XP_012163544.1	XP_001654906.1
OG0007410	XP_003392883.1	XP_001660598.1
OG0007411	XP_003401117.1	XP_001649374.1
OG0007412	XP_003399236.1	XP_021704289.1
OG0007413	XP_003402208.1	XP_001656173.1
OG0007414	XP_020721293.1	XP_001651565.1
OG0007415	XP_020723677.1	XP_001655383.2
OG0007417	XP_003393332.1	XP_021694087.1
OG0007420	XP_003397194.1	XP_021693952.1
OG0007421	XP_012173430.1	XP_001662263.2
OG0007422	XP_003397009.1, XP_020719816.1	XP_001653471.1
OG0007423	XP_003393375.1	XP_021709120.1
OG0007425	XP_020721854.1	XP_001662601.2
OG0007426	XP_012167920.1	XP_021697043.1
OG0007427	XP_012176681.1, XP_003394730.1	XP_001659749.2
OG0007428	XP_020719495.1	XP_021698931.1
OG0007429	XP_003393421.1	XP_021697494.1
OG0007430	XP_012176462.1	XP_001659245.1
OG0007431	XP_003396215.1	XP_021703282.1
OG0007432	XP_020719179.1	XP_021695026.1
OG0007433	XP_012167232.1	XP_021706675.1
OG0007434	XP_020719502.1	XP_001659858.1
OG0007436	XP_012169034.1	XP_021710773.1
OG0007437	XP_012169343.1	XP_021707220.1
OG0007439	XP_020720442.1	XP_021708637.1
OG0007440	XP_003396491.1	XP_001659481.2
OG0007441	XP_020719686.1	XP_021705229.1
OG0007442	XP_020722966.1	XP_021693131.1
OG0007443	XP_012166618.1	XP_021706575.1
OG0007444	XP_020718462.1	XP_021700372.1
OG0007445	XP_012163922.1	XP_021693762.1
OG0007446	XP_012173755.1	XP_001650914.1
OG0007447	XP_012170952.1	XP_001658637.2
OG0007448	XP_012173820.1, XP_012173815.1	XP_021695583.1
OG0007449	XP_003403173.1	XP_021699760.1
OG0007450	XP_003396313.1	XP_021699139.1
OG0007451	XP_020719666.1	XP_021699107.1
OG0007453	XP_003396415.2	XP_001653784.1
OG0007454	XP_012166121.1	XP_021695607.1
OG0007455	XP_020719424.1	XP_001653086.2
OG0007457	XP_012175993.1	XP_001649826.2
OG0007458	XP_012176455.1, XP_003394511.1	XP_001657481.2
OG0007459	XP_003402838.1	XP_021700852.1
OG0007460	XP_003398384.2	XP_021710505.1
OG0007461	XP_012169959.1	XP_021705383.1
OG0007462	XP_012168034.1	XP_001653816.1
OG0007463	XP_003402584.1	XP_021694261.1
OG0007464	XP_003394105.1	XP_001657043.1
OG0007465	XP_003400205.1	XP_021699748.1
OG0007466	XP_003400552.1	XP_001651362.1
OG0007467	XP_003394327.1	XP_001651700.1
OG0007468	XP_012168952.2	XP_021710862.1
OG0007469	XP_012173576.1	XP_021702509.1
OG0007470	XP_003393654.1	XP_021703064.1
OG0007472	XP_012170274.1	XP_001652422.2
OG0007473	XP_020722849.1	XP_021708155.1
OG0007474	XP_003393589.1	XP_001663404.1
OG0007475	XP_003395115.1	XP_001647845.1
OG0007477	XP_003400019.1, XP_012170663.1	XP_001648441.1
OG0007478	XP_003393875.1	XP_001648677.1
OG0007479	XP_003394711.1	XP_001649088.2
OG0007480	XP_012164651.1	XP_001649841.1
OG0007481	XP_003392994.1, XP_020724164.1	XP_001650542.2
OG0007482	XP_012164668.1	XP_021712375.1, XP_001650950.2, XP_021705473.1
OG0007483	XP_003397474.1	XP_001660817.2, XP_001651358.2
OG0007484	XP_012169379.1	XP_001651862.1, XP_021699787.1, XP_021699788.1
OG0007485	XP_003402771.1, XP_020723537.1	XP_001652584.2
OG0007486	XP_003395690.1	XP_001652723.2
OG0007487	XP_012167638.1	XP_001652744.1
OG0007488	XP_012168394.1	XP_001653119.2
OG0007489	XP_003399714.1	XP_001653657.3
OG0007490	XP_020721675.1	XP_001653725.2
OG0007492	XP_003396646.1	XP_001654062.1
OG0007493	XP_020723075.1	XP_021700805.1, XP_001654141.2
OG0007494	XP_003395664.1, XP_012164159.1	XP_001654528.1
OG0007495	XP_003393362.1	XP_001654855.1
OG0007496	XP_012164353.1	XP_001655227.1
OG0007497	XP_003398470.1	XP_001656076.2
OG0007498	XP_003397265.1	XP_021712633.1, XP_001656346.1
OG0007499	XP_012176352.2	XP_001656551.2
OG0007500	XP_003394513.1	XP_021712827.1, XP_001657477.1
OG0007501	XP_020722145.1	XP_001658077.2
OG0007502	XP_012164786.1	XP_021703043.1, XP_001658303.1
OG0007503	XP_012164352.2	XP_001658697.2
OG0007504	XP_012165216.1	XP_021696246.1, XP_021696245.1, XP_021696249.1, XP_001658794.2, XP_021696248.1, XP_021696247.1
OG0007505	XP_012174024.1	XP_001659285.2
OG0007506	XP_003403010.1	XP_001659539.2
OG0007507	XP_003397828.1	XP_001659577.1
OG0007508	XP_003394688.1	XP_001659779.1
OG0007510	XP_003398122.1	XP_001660992.1
OG0007511	XP_003393641.1, XP_012171967.1	XP_001661110.2
OG0007512	XP_003398283.1	XP_001662057.1
OG0007513	XP_003402288.1	XP_001662578.1
OG0007514	XP_003398115.2	XP_021702408.1, XP_001663337.2
OG0007515	XP_012172412.1	XP_021712248.1, XP_001663940.1
OG0007516	XP_003398821.1	XP_001663955.2
OG0007517	XP_003400374.1	XP_011492964.1, XP_021709699.1
OG0007518	XP_003403076.1	XP_021709839.1, XP_011493363.2
OG0007519	XP_020722504.1	XP_021693675.1
OG0007521	XP_012172465.1	XP_021694141.1
OG0007522	XP_020718852.1	XP_021694426.1
OG0007523	XP_003396470.1	XP_021694962.1
OG0007524	XP_020720765.1	XP_021695440.1, XP_021695438.1, XP_021695437.1
OG0007525	XP_003397450.1	XP_021711857.1, XP_021695751.1
OG0007526	XP_003392981.2	XP_021695875.1
OG0007527	XP_012171212.1	XP_021696047.1
OG0007528	XP_012173912.1	XP_021696708.1, XP_021696520.1
OG0007529	XP_012163093.1	XP_021697447.1
OG0007530	XP_020721409.1	XP_021697567.1
OG0007531	XP_003399135.1	XP_021699030.1
OG0007532	XP_020719534.1	XP_021700126.1, XP_021700125.1
OG0007533	XP_012174328.1	XP_021700496.1
OG0007534	XP_020718291.1	XP_021700920.1
OG0007535	XP_012164377.1	XP_021700990.1
OG0007536	XP_003400861.1	XP_021701629.1, XP_021710431.1
OG0007537	XP_003396127.1	XP_021702405.1
OG0007538	XP_003394467.1	XP_021704235.1
OG0007539	XP_020721456.1	XP_021704706.1
OG0007540	XP_020720778.1	XP_021705098.1
OG0007541	XP_003397162.3	XP_021705664.1, XP_021705663.1
OG0007542	XP_003397295.1	XP_021705709.1
OG0007543	XP_012164348.1	XP_021705964.1
OG0007544	XP_012173773.1	XP_021706869.1
OG0007545	XP_003401251.1	XP_021707187.1
OG0007546	XP_012163135.1	XP_021707257.1
OG0007548	XP_012167217.1, XP_020720042.1	XP_021707321.1, XP_021712665.1
OG0007549	XP_012165000.1	XP_021707732.1
OG0007550	XP_012164921.1	XP_021708468.1
OG0007551	XP_003393789.1	XP_021709354.1, XP_021709353.1
OG0007552	XP_020718673.1	XP_021711501.1
OG0007553	XP_003399157.1	XP_021711575.1
OG0007554	XP_020719089.1, XP_003395900.1	XP_021711617.1
OG0007555	XP_020723422.1	XP_021711667.1
OG0007556	XP_003401944.1	XP_021713061.1
OG0007557	XP_020718918.1, XP_020718919.1	XP_021713155.1, XP_021713156.1, XP_021713157.1, XP_021713158.1
OG0007558	XP_012163985.1	XP_021713187.1
OG0007559	XP_020724346.1	XP_021713413.1
OG0007606	XP_003399628.1	XP_001660139.1
OG0007607	XP_003393171.1	XP_001653388.1
OG0007608	XP_003393944.1	XP_001653569.1
OG0007609	XP_003401831.1	XP_001656724.2
OG0007611	XP_003393614.1	XP_001657805.2
OG0007613	XP_003395468.2	XP_021712989.1
OG0007615	XP_003400271.1	XP_001652715.2
OG0007618	XP_003398590.1	XP_001661504.1
OG0007619	XP_012174381.1	XP_001652465.1
OG0007620	XP_012172979.1	XP_001648526.1
OG0007621	XP_003397266.1	XP_001648309.2
OG0007622	XP_003393930.1	XP_001654399.1
OG0007623	XP_012167941.1	XP_001663715.2
OG0007624	XP_003393397.1	XP_001650681.1
OG0007625	XP_012168649.1	XP_001656152.1
OG0007626	XP_003401635.1	XP_021705244.1
OG0007628	XP_012164084.1	XP_001650824.1
