HOG	OG	Gene Tree Parent Clade	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
N2.HOG0009286	OG0008453	n0			XP_017882083.1	XP_015431322.1			XP_003706959.2	XP_033326046.1	XP_031843894.1	XP_029039844.1	XP_034190032.1
N2.HOG0009287	OG0008454	n0			XP_017880765.1	XP_015431489.1			XP_003708104.1	XP_033329827.1	XP_031849624.1	XP_029033786.1	
N2.HOG0009288	OG0008455	n0			XP_017882252.1	XP_015428885.1			XP_012149110.1	XP_033325845.1	XP_031825840.1	XP_029039905.1	XP_034190000.1
N2.HOG0009289	OG0008456	n0			XP_017878547.1	XP_015437339.1			XP_012154504.1	XP_033342489.1	XP_031848767.1	XP_029046586.1	XP_034175359.1
N2.HOG0009290	OG0008457	n0				XP_015429340.1			XP_003699919.1	XP_033322162.1	XP_031849482.1	XP_029037031.1	XP_034182314.1
N2.HOG0009291	OG0008458	n0			XP_017888907.1				XP_003705519.1	XP_033337093.1	XP_031833287.1	XP_029035053.1	XP_034184894.1
N2.HOG0009292	OG0008459	n0			XP_017877260.1	XP_015433679.1			XP_003707534.1	XP_033329916.1	XP_031841114.1	XP_029046826.1	XP_034190254.1
N2.HOG0009293	OG0008460	n0			XP_017887882.1	XP_015429998.1			XP_003708498.1		XP_031840498.1	XP_029046930.1	XP_034178512.1
N2.HOG0009294	OG0008461	n0			XP_017875476.1	XP_015439021.1			XP_003699806.2	XP_033336103.1	XP_031845853.1	XP_029037494.1	XP_034191580.1
N2.HOG0009295	OG0008462	n0				XP_015432018.1			XP_003705889.1	XP_033321061.1	XP_031840230.1	XP_029040148.1	XP_034196337.1
N2.HOG0009296	OG0008463	n0				XP_015436919.1			XP_012152889.1	XP_033335593.1	XP_031842414.1	XP_029044358.1	XP_034174107.1
N2.HOG0009297	OG0008464	n0			XP_017883385.1	XP_015433553.1			XP_012144868.1	XP_033337382.1	XP_031830352.1	XP_029034967.1	
N2.HOG0009298	OG0008465	n0				XP_015435394.1			XP_003703753.1	XP_033328538.1	XP_031847133.1	XP_029037994.1	XP_034172567.1
N2.HOG0009299	OG0008466	n0			XP_017880437.2				XP_003702106.2	XP_033340400.1	XP_031846791.1	XP_029055665.1	XP_034172492.1
N2.HOG0009300	OG0008467	n0			XP_017886612.1	XP_015438447.1			XP_012137026.1	XP_033341057.1	XP_031830580.1	XP_029049024.1	XP_034186298.1
N2.HOG0009301	OG0008468	n0			XP_017875609.1	XP_015431142.1			XP_012137104.1	XP_033322741.1	XP_031836535.1	XP_029040092.1	XP_034193678.1
N2.HOG0009302	OG0008469	n0			XP_017887539.1	XP_015437576.1			XP_003702567.1		XP_031831761.1	XP_029048338.1	XP_034193427.1
N2.HOG0009303	OG0008470	n0			XP_017877857.1	XP_015440081.1				XP_033323821.1	XP_031831257.1	XP_029055757.1	XP_034176757.1
N2.HOG0009304	OG0008471	n0			XP_026667846.1				XP_012139249.1	XP_033341255.1	XP_031847657.1	XP_029050377.1	XP_034196280.1
N2.HOG0009305	OG0008472	n0			XP_017881246.1	XP_015436113.1			XP_003707649.1	XP_033334365.1		XP_029038714.1	XP_034183919.1
N2.HOG0009306	OG0008473	n0			XP_017880773.1	XP_015433642.1				XP_033341731.1	XP_031849535.1	XP_029046145.1	XP_034194287.1
N2.HOG0009307	OG0008474	n0			XP_017891254.1	XP_015437182.1			XP_003703250.1	XP_033326879.1	XP_031838870.1		XP_034193617.1
N2.HOG0009308	OG0008475	n0			XP_017887266.1	XP_015429345.1				XP_033339043.1	XP_031844186.1	XP_029049907.1	XP_034194402.1
N2.HOG0009309	OG0008476	n0			XP_017876911.1	XP_015431802.1			XP_012135044.1	XP_033342173.1	XP_031835363.1	XP_029055979.1	
N2.HOG0009310	OG0008477	n0			XP_017887041.1	XP_015429377.1			XP_003708152.1	XP_033321883.1	XP_031848849.1	XP_029050241.1	XP_034194527.1
N2.HOG0009311	OG0008478	n0			XP_026674956.1	XP_015428974.1			XP_003702239.2		XP_031846319.1	XP_029034404.1	XP_034170964.1
N2.HOG0009312	OG0008479	n0			XP_026670852.1				XP_012137422.1	XP_033327842.1, XP_033327809.1	XP_031833451.1	XP_029048223.1	XP_034176731.1
N2.HOG0009313	OG0008480	n0			XP_017878349.1	XP_015440305.1			XP_003701091.1	XP_033342797.1	XP_031832104.1	XP_029049385.1	
N2.HOG0009314	OG0008481	n0			XP_017887624.1	XP_015437089.1			XP_003705565.1		XP_031831836.1	XP_029032635.1	XP_034193167.1
N2.HOG0009315	OG0008482	n0			XP_017884249.1	XP_015439619.1			XP_012135197.1		XP_031834956.1	XP_029031974.1	XP_034171247.1
N2.HOG0009316	OG0008483	n0			XP_017888811.1	XP_015437489.1			XP_003701220.1	XP_033337954.1	XP_031830124.1		XP_034184808.1
N2.HOG0009317	OG0008484	n0			XP_017883378.1	XP_015430421.1				XP_033337893.1	XP_031830115.1	XP_029045060.1	XP_034187938.1
N2.HOG0009318	OG0008485	n0			XP_026672910.1	XP_015439219.1				XP_033323900.1	XP_031837179.1	XP_029039346.1	XP_034180220.1
N2.HOG0009319	OG0008486	n0			XP_017891984.1	XP_015431914.1			XP_003699533.1		XP_031833939.1	XP_029054040.1	XP_034173963.1
N2.HOG0009320	OG0008487	n0			XP_017891305.1	XP_015434212.1			XP_003699530.1		XP_031833798.1	XP_029035620.1	XP_034173789.1
N2.HOG0009321	OG0008488	n0			XP_026667707.1	XP_015438525.1				XP_033330373.1	XP_031825876.1	XP_029053554.1	XP_034185853.1
N2.HOG0009322	OG0008489	n0				XP_015431183.1			XP_003703206.1	XP_033325558.1	XP_031835068.1	XP_029044158.1	XP_034175091.1
N2.HOG0009323	OG0008490	n0			XP_026675468.1	XP_015434502.1			XP_003702020.1		XP_031826432.1	XP_029032514.1	XP_034175936.1
N2.HOG0009324	OG0008491	n0			XP_017876029.1	XP_015437515.1			XP_003701202.2	XP_033337424.1	XP_031829957.1		XP_034190553.1
N2.HOG0009325	OG0008492	n0			XP_017892337.1	XP_015434415.1			XP_012137730.1		XP_031826413.1	XP_029032501.1	XP_034195386.1
N2.HOG0009326	OG0008493	n0			XP_017892447.1	XP_015438323.1			XP_003700329.1		XP_031831774.1	XP_029042312.1	XP_034175195.1
N2.HOG0009327	OG0008494	n0			XP_026667236.1	XP_015432957.1			XP_003708022.1	XP_033341169.1		XP_029049483.1	XP_034172769.1
N2.HOG0009328	OG0008495	n0			XP_026674184.1	XP_015438776.1			XP_003704656.1		XP_031835248.1	XP_029047530.1	XP_034183548.1
N2.HOG0009329	OG0008496	n0			XP_017887651.1	XP_015429972.1			XP_012150903.1		XP_031828370.1	XP_029035323.1	XP_034172018.1
N2.HOG0009330	OG0008497	n0			XP_017892352.1	XP_015434513.1			XP_003702179.1		XP_031826435.1	XP_029032334.1	XP_034181206.1
N2.HOG0009331	OG0008498	n0			XP_026669515.1	XP_015429019.1			XP_012138306.1		XP_031844878.1	XP_029043664.1	XP_034171676.1
N2.HOG0009332	OG0008499	n0			XP_017888242.1	XP_015437814.1				XP_033322706.1	XP_031847189.1	XP_029048903.1	XP_034175283.1
N2.HOG0009333	OG0008500	n0			XP_017878111.1	XP_015439411.1			XP_012136350.1	XP_033322262.1	XP_031825697.1		XP_034179645.1
N2.HOG0009334	OG0008501	n0			XP_017880547.1	XP_015429043.1			XP_012138307.1		XP_031844941.1	XP_029043672.1	XP_034171688.1
N2.HOG0009335	OG0008502	n0			XP_017884180.1	XP_015431841.1			XP_003701840.1		XP_031836286.1	XP_029036253.1	XP_034170888.1
N2.HOG0009336	OG0008503	n0			XP_017880549.1	XP_015429071.1			XP_003702233.1		XP_031844980.1	XP_029043676.1	XP_034171694.1
N2.HOG0009337	OG0008504	n0			XP_017890795.1	XP_015432805.1			XP_012147879.1		XP_031832433.1	XP_029040392.1	XP_034173609.1
N2.HOG0009338	OG0008505	n0			XP_017886050.1	XP_015432584.1			XP_003701708.2	XP_033341712.1	XP_031850432.1	XP_029033722.1	XP_034188357.1
N2.HOG0009339	OG0008506	n0			XP_026674692.1	XP_015438762.1			XP_003706644.1		XP_031840127.1	XP_029048021.1	XP_034192450.1
N2.HOG0009340	OG0008507	n0			XP_017889178.1	XP_015432849.1			XP_012151422.1	XP_033323065.1	XP_031848473.1		XP_034172942.1
N2.HOG0009341	OG0008508	n0			XP_017881550.1	XP_015430415.1			XP_012135993.1	XP_033327300.1	XP_031830327.1		XP_034190592.1
N2.HOG0009342	OG0008509	n0			XP_017890936.1	XP_015438980.1			XP_003706648.1		XP_031840208.1	XP_029048129.1	XP_034195659.1
N2.HOG0009343	OG0008510	n0			XP_017881708.1	XP_015431788.1				XP_033336365.1	XP_031842334.1	XP_029048660.1	XP_034174007.1
N2.HOG0009344	OG0008511	n0			XP_017883938.1	XP_015437975.1			XP_003706658.2		XP_031838811.1	XP_029048022.1	XP_034192367.1
N2.HOG0009345	OG0008512	n0			XP_017877082.1	XP_015433455.1			XP_012143744.1		XP_031843576.1	XP_029047525.1	XP_034183579.1
N2.HOG0009346	OG0008513	n0			XP_017877088.1	XP_015433461.1			XP_003704658.1		XP_031843732.1	XP_029047523.1	XP_034183627.1
N2.HOG0009347	OG0008514	n0			XP_017882005.1	XP_015438409.1				XP_033331777.1	XP_031831120.1	XP_029040487.1	XP_034183678.1
N2.HOG0009348	OG0008515	n0			XP_026670847.1	XP_015439683.1			XP_003707415.2	XP_033327991.1	XP_031833680.1		XP_034177285.1
N2.HOG0009349	OG0008516	n0			XP_026675387.1	XP_015436023.1			XP_012149862.1		XP_031847261.1	XP_029040615.1	XP_034188250.1
N2.HOG0009350	OG0008517	n0			XP_017876836.1	XP_015432335.1			XP_003702259.2		XP_031835672.1	XP_029031957.1	XP_034172055.1
N2.HOG0009351	OG0008518	n0			XP_017875148.1	XP_015436773.1			XP_003703280.2		XP_031848236.1	XP_029050458.1	XP_034195498.1
N2.HOG0009352	OG0008519	n0			XP_017889330.1				XP_012136051.1	XP_033335479.1	XP_031827644.1	XP_029048757.1	XP_034183110.1
N2.HOG0009353	OG0008520	n0			XP_017875988.1	XP_015430466.1				XP_033332642.1	XP_031829745.1	XP_029051510.1	XP_034184705.1
N2.HOG0009354	OG0008521	n0			XP_026667967.1	XP_015437513.1			XP_003701263.2	XP_033337608.1	XP_031829864.1	XP_029044255.1	XP_034185261.1
N2.HOG0009355	OG0008522	n0			XP_017878395.1	XP_015437710.1			XP_012135640.1	XP_033342366.1		XP_029044105.1	XP_034175871.1
N2.HOG0009356	OG0008523	n0			XP_017889620.1	XP_015437431.1			XP_003705583.2		XP_031831522.1	XP_029038529.1	XP_034175199.1
N2.HOG0009357	OG0008524	n0			XP_017882181.1	XP_015431302.1			XP_003706793.1	XP_033326080.1		XP_029040047.1	XP_034189670.1
N2.HOG0009358	OG0008525	n0			XP_017890943.1	XP_015438327.1			XP_003706640.1		XP_031840120.1	XP_029041056.1	XP_034194150.1
N2.HOG0009359	OG0008526	n0			XP_017882199.1	XP_015431424.1			XP_012148738.1		XP_031843898.1	XP_029039822.1	XP_034190039.1
N2.HOG0009360	OG0008527	n0			XP_017890940.1	XP_015438687.1			XP_012148379.1		XP_031840113.1	XP_029040933.1	XP_034194063.1
N2.HOG0009361	OG0008528	n0			XP_017886106.1	XP_015435885.1			XP_003706121.1		XP_031836826.1	XP_029053225.1	XP_034194404.1
N2.HOG0009362	OG0008529	n0			XP_017893678.1	XP_015430307.1				XP_033338934.1	XP_031827035.1	XP_029051008.1	XP_034186910.1
N2.HOG0009363	OG0008530	n0			XP_026675490.1	XP_015433732.1			XP_003702207.2	XP_033333336.1	XP_031836980.1		XP_034181045.1
N2.HOG0009364	OG0008531	n0			XP_017891044.1	XP_015435233.1				XP_033325863.1	XP_031835131.1	XP_029043136.1	XP_034188806.1
N2.HOG0009365	OG0008532	n0			XP_026670363.1	XP_015438353.1			XP_012149373.1	XP_033325726.1	XP_031841237.1	XP_029045645.1	XP_034189466.1
N2.HOG0009366	OG0008533	n0			XP_017886060.1	XP_015435865.1			XP_012142350.1	XP_033331178.1	XP_031848451.1	XP_029050107.1	XP_034188642.1
N2.HOG0009367	OG0008534	n0				XP_015430545.1			XP_012135766.1	XP_033332604.1	XP_031841171.1	XP_029052347.1	XP_034184890.1
N2.HOG0009368	OG0008535	n0			XP_017889661.1	XP_015433200.1			XP_003699644.2	XP_033341668.1	XP_031847519.1	XP_029049980.1	XP_034178856.1
N2.HOG0009369	OG0008536	n0				XP_015440428.1			XP_003699238.1	XP_033342482.1	XP_031838548.1	XP_029037616.1	XP_034176305.1
N2.HOG0009370	OG0008537	n0			XP_017877860.1	XP_015430776.1			XP_003700826.1	XP_033338050.1		XP_029042971.1	XP_034187448.1
N2.HOG0009371	OG0008538	n0			XP_017888147.1	XP_015439038.1			XP_003708276.1	XP_033335801.1	XP_031832701.1	XP_029045399.1	
N2.HOG0009372	OG0008539	n0				XP_015430780.1			XP_003706211.1	XP_033327028.1	XP_031845303.1	XP_029034682.1	XP_034173788.1
N2.HOG0009373	OG0008540	n0			XP_017885028.1	XP_015439105.1			XP_012139639.1		XP_031832753.1	XP_029037681.1	XP_034192080.1
N2.HOG0009374	OG0008541	n0			XP_026674203.1	XP_015437972.1			XP_012143894.1		XP_031847414.1	XP_029040918.1	XP_034179198.1
N2.HOG0009375	OG0008542	n0			XP_017891950.1	XP_015428903.1			XP_012149307.1		XP_031847891.1	XP_029039721.1	XP_034185749.1
N2.HOG0009376	OG0008543	n0			XP_017879607.1	XP_015440223.1			XP_012139097.1	XP_033328079.1	XP_031825401.1	XP_029052575.1	XP_034177559.1
N2.HOG0009377	OG0008544	n0			XP_017891935.1	XP_015439598.1			XP_012149065.1	XP_033325917.1	XP_031835836.1	XP_029045606.1	XP_034189805.1
N2.HOG0009378	OG0008545	n0			XP_026672257.1	XP_015439535.1			XP_012149422.1	XP_033333369.1	XP_031843622.1	XP_029044784.1	
N2.HOG0009379	OG0008546	n0			XP_017888981.1	XP_015430625.1			XP_003706435.1		XP_031832431.1	XP_029037825.1	XP_034172745.1
N2.HOG0009380	OG0008547	n0			XP_017879040.1	XP_015428394.1			XP_012151125.1	XP_033334782.1	XP_031849754.1	XP_029042690.1	
N2.HOG0009381	OG0008548	n0			XP_017892859.1	XP_015437363.1			XP_003699235.1		XP_031835746.1	XP_029048876.1	XP_034176283.1
N2.HOG0009382	OG0008549	n0			XP_026674347.1	XP_015439733.1			XP_012137324.1	XP_033339689.1	XP_031833441.1	XP_029041327.1	XP_034177736.1
N2.HOG0009383	OG0008550	n0			XP_017889646.1	XP_015432511.1			XP_003706006.1	XP_033341569.1	XP_031842874.1	XP_029040883.1	XP_034179576.1
N2.HOG0009384	OG0008551	n0			XP_017888963.1	XP_015430671.1			XP_003706434.1		XP_031832441.1	XP_029037908.1	XP_034172402.1
N2.HOG0009385	OG0008552	n0			XP_017883226.1	XP_015429053.1			XP_003706418.1	XP_033338767.1		XP_029035744.1	XP_034172301.1
N2.HOG0009386	OG0008553	n0			XP_017889507.1	XP_015432517.1			XP_012146863.1	XP_033321116.1		XP_029045802.1	XP_034193521.1
N2.HOG0009387	OG0008554	n0			XP_017888978.1	XP_015429217.1			XP_003706432.1		XP_031832419.1	XP_029037816.1	XP_034172398.1
N2.HOG0009388	OG0008555	n0			XP_017888964.1	XP_015430684.1			XP_012147850.1		XP_031832420.1	XP_029037817.1	XP_034172399.1
N2.HOG0009389	OG0008556	n0				XP_015431008.1			XP_003705465.1	XP_033333610.1	XP_031836559.1	XP_029040170.1	XP_034195539.1
N2.HOG0009390	OG0008557	n3			XP_026671434.1				XP_012146626.1			XP_029053154.1, XP_029053166.1	XP_034195154.1
N2.HOG0009391	OG0008557	n7							XP_012146628.1				
N2.HOG0009392	OG0008558	n0			XP_026675386.1	XP_015436020.1			XP_012149874.1		XP_031844908.1	XP_029052049.1	XP_034182574.1
N2.HOG0009393	OG0008559	n0			XP_017892402.1	XP_015436109.1			XP_003703153.1		XP_031840414.1	XP_029055512.1	XP_034195543.1
N2.HOG0009394	OG0008560	n0				XP_015432839.1			XP_003707872.1	XP_033341122.1	XP_031844722.1	XP_029033981.1	XP_034172602.1
N2.HOG0009395	OG0008561	n0			XP_017876448.1				XP_012138595.1	XP_033325430.1	XP_031831055.1	XP_029040051.1	XP_034189858.1
N2.HOG0009396	OG0008562	n0			XP_026673260.1	XP_015438322.1			XP_012138949.1		XP_031831738.1	XP_029049126.1	XP_034175717.1
N2.HOG0009397	OG0008563	n0			XP_017877541.1	XP_015432361.1				XP_033332246.1	XP_031827745.1	XP_029036110.1	XP_034178090.1
N2.HOG0009398	OG0008564	n0			XP_017886062.1	XP_015432635.1			XP_012136831.1	XP_033341745.1	XP_031850350.1	XP_029033736.1	XP_034194748.1
N2.HOG0009399	OG0008565	n0			XP_026670955.1	XP_015440353.1			XP_012140615.1			XP_029056344.1, XP_029056305.1	XP_034196361.1
N2.HOG0009400	OG0008566	n0			XP_017875949.1	XP_015432965.1			XP_003707870.1	XP_033341131.1	XP_031844707.1	XP_029049461.1	XP_034172213.1
N2.HOG0009401	OG0008567	n0			XP_017893330.2	XP_015436989.1			XP_012151363.1		XP_031834396.1	XP_029034522.1	XP_034174114.1
N2.HOG0009402	OG0008568	n0			XP_017883539.1	XP_015439644.1			XP_012145072.1	XP_033333978.1	XP_031845656.1	XP_029045522.1	
N2.HOG0009403	OG0008569	n0			XP_017875039.1	XP_015430993.1			XP_003705450.2	XP_033323729.1	XP_031836801.1	XP_029040091.1	XP_034193323.1
N2.HOG0009404	OG0008570	n0			XP_017882847.1	XP_015433779.1				XP_033323366.1	XP_031843526.1	XP_029041431.1	XP_034180809.1
N2.HOG0009405	OG0008571	n0			XP_017884891.2	XP_015439177.1			XP_012139865.1		XP_031837304.1	XP_029043500.1	XP_034180059.1
N2.HOG0009406	OG0008572	n0			XP_017875050.1	XP_015430994.1			XP_003705469.2	XP_033323722.1	XP_031836797.1	XP_029040081.1	XP_034193308.1
N2.HOG0009407	OG0008573	n0			XP_026667247.1	XP_015438336.1			XP_012149456.1	XP_033330506.1		XP_029039983.1	XP_034190117.1
N2.HOG0009408	OG0008574	n0			XP_017881608.1	XP_015439152.1			XP_003708272.1	XP_033336064.1	XP_031832979.1	XP_029043472.1	
N2.HOG0009409	OG0008575	n0			XP_026667378.1	XP_015432840.1			XP_012151598.1	XP_033341116.1	XP_031844694.1		XP_034172207.1
N2.HOG0009410	OG0008576	n0			XP_017890816.1	XP_015430494.1			XP_003702491.1	XP_033332660.1		XP_029046845.1	XP_034190522.1
N2.HOG0009411	OG0008577	n0			XP_017879753.1	XP_015438011.1			XP_003706466.1	XP_033320834.1	XP_031839041.1	XP_029051588.1	XP_034183382.1
N2.HOG0009412	OG0008578	n0			XP_017881800.1	XP_015434717.1			XP_003700684.1		XP_031828765.1	XP_029043022.1	XP_034187201.1
N2.HOG0009413	OG0008579	n0				XP_015436029.1			XP_003705590.1	XP_033331118.1	XP_031826335.1	XP_029056349.1	XP_034179266.1
N2.HOG0009414	OG0008580	n0				XP_015430404.1			XP_012144911.1	XP_033330333.1	XP_031829996.1	XP_029051547.1	XP_034184790.1
N2.HOG0009415	OG0008581	n0			XP_017879757.1	XP_015433001.1			XP_003706467.1		XP_031848873.1	XP_029051568.1	XP_034183418.1
N2.HOG0009416	OG0008582	n0			XP_017884911.1	XP_015439042.1				XP_033336060.1	XP_031832990.1	XP_029045335.1	XP_034180485.1
N2.HOG0009417	OG0008583	n0			XP_017881942.1	XP_015428780.1			XP_003699221.1	XP_033329429.1	XP_031841199.1	XP_029035290.1	
N2.HOG0009418	OG0008584	n0			XP_017876898.1	XP_015435030.1			XP_003702227.1		XP_031834605.1	XP_029043623.1	XP_034196466.1
N2.HOG0009419	OG0008585	n0			XP_026675377.1	XP_015431590.1			XP_012148114.1	XP_033326311.1	XP_031850311.1	XP_029038597.1	
N2.HOG0009420	OG0008586	n0			XP_026671890.1	XP_015438066.1				XP_033339497.1	XP_031828771.1	XP_029043258.1	XP_034189286.1
N2.HOG0009421	OG0008587	n0			XP_017879124.1	XP_015430785.1				XP_033326447.1	XP_031833218.1	XP_029035996.1	XP_034187746.1
N2.HOG0009422	OG0008588	n0			XP_026667897.1	XP_015433470.1			XP_012145266.1		XP_031848842.1	XP_029051569.1	XP_034183061.1
N2.HOG0009423	OG0008589	n0			XP_017876897.1	XP_015435032.1			XP_003702228.1		XP_031834604.1	XP_029043619.1	XP_034196461.1
N2.HOG0009424	OG0008590	n0			XP_026672829.1	XP_015432567.1				XP_033321828.1	XP_031850300.1	XP_029040686.1	XP_034182119.1
N2.HOG0009425	OG0008591	n0			XP_026672992.1	XP_015434579.1				XP_033342798.1	XP_031842156.1	XP_029032983.1	XP_034182729.1
N2.HOG0009426	OG0008592	n0			XP_017892376.1	XP_015437840.1			XP_003707248.1		XP_031834721.1	XP_029040619.1	XP_034188280.1
N2.HOG0009427	OG0008593	n0			XP_017886436.1	XP_015430192.1			XP_003708564.1		XP_031825792.1	XP_029039572.1	XP_034178954.1
N2.HOG0009428	OG0008594	n0				XP_015429466.1			XP_003701844.2	XP_033339409.1	XP_031839524.1	XP_029034142.1	XP_034188920.1
N2.HOG0009429	OG0008595	n0			XP_017879877.1	XP_015439290.1			XP_012145443.1		XP_031833757.1	XP_029042193.1	XP_034176741.1
N2.HOG0009430	OG0008596	n0			XP_026673082.1	XP_015437095.1			XP_012138968.1		XP_031831776.1	XP_029048424.1	XP_034193436.1
N2.HOG0009431	OG0008597	n0			XP_017887609.1	XP_015429977.1			XP_003708462.1	XP_033326824.1	XP_031840543.1	XP_029032381.1	XP_034188974.1
N2.HOG0009432	OG0008598	n0			XP_026669519.1	XP_015429017.1			XP_003702232.1		XP_031844946.1	XP_029043674.1	XP_034171690.1
N2.HOG0009433	OG0008599	n0			XP_017876460.1	XP_015438848.1			XP_003699979.1	XP_033342752.1	XP_031835328.1	XP_029048973.1	
N2.HOG0009434	OG0008600	n0			XP_017887580.1	XP_015437088.1			XP_003702570.1		XP_031831737.1	XP_029048394.1	XP_034193400.1
N2.HOG0009435	OG0008601	n0				XP_015435795.1, XP_015429633.1			XP_012141417.1	XP_033331181.1, XP_033333175.1	XP_031848459.1		
N2.HOG0009436	OG0008602	n0			XP_017893166.1	XP_015429579.1			XP_003703551.1	XP_033332907.1		XP_029044588.1	XP_034181136.1
N2.HOG0009437	OG0008603	n0			XP_017883246.1	XP_015434403.1			XP_012144087.1	XP_033332814.1	XP_031834026.1		XP_034181081.1
N2.HOG0009438	OG0008604	n0			XP_017890020.2	XP_015438610.1			XP_012137116.1		XP_031838753.1	XP_029048125.1	XP_034194743.1
N2.HOG0009439	OG0008605	n0			XP_017891440.1	XP_015438387.1			XP_003706707.1	XP_033340762.1		XP_029050560.1	XP_034185961.1
N2.HOG0009440	OG0008606	n0			XP_017890447.1	XP_015437730.1				XP_033342540.1	XP_031835476.1	XP_029044109.1	XP_034175873.1
N2.HOG0009441	OG0008607	n0			XP_017883934.1	XP_015438168.1			XP_003701754.2		XP_031838723.1	XP_029048122.1	XP_034194728.1
N2.HOG0009442	OG0008608	n0			XP_017876375.1	XP_015434942.1			XP_003706246.1	XP_033325651.1	XP_031845970.1	XP_029044694.1	
N2.HOG0009443	OG0008609	n0			XP_017883933.1	XP_015438725.1			XP_003706649.1		XP_031838724.1	XP_029048083.1	XP_034195512.1
N2.HOG0009444	OG0008610	n0				XP_015429141.1			XP_003701610.1	XP_033342181.1	XP_031847211.1	XP_029037765.1	XP_034196550.1
N2.HOG0009445	OG0008611	n0				XP_015435751.1			XP_003705717.1	XP_033334332.1	XP_031846297.1	XP_029035343.1	XP_034175866.1
N2.HOG0009446	OG0008612	n0			XP_017888090.1	XP_015434025.1				XP_033336397.1	XP_031829576.1	XP_029043315.1	XP_034191497.1
N2.HOG0009447	OG0008613	n0			XP_017876775.1	XP_015432313.1			XP_003701510.1		XP_031832834.1	XP_029054363.1	XP_034171021.1
N2.HOG0009448	OG0008614	n0			XP_017880848.1	XP_015431445.1			XP_003708105.2	XP_033329833.1	XP_031849625.1	XP_029033788.1	
N2.HOG0009449	OG0008615	n0			XP_017886124.1	XP_015432634.1			XP_003701697.1	XP_033341737.1	XP_031850424.1	XP_029033737.1	XP_034194726.1
N2.HOG0009450	OG0008616	n0			XP_017880569.1	XP_015429125.1			XP_003700948.1		XP_031834641.1	XP_029043628.1	XP_034171732.1
N2.HOG0009451	OG0008617	n0				XP_015436936.1			XP_012136856.1	XP_033326684.1	XP_031842411.1	XP_029032547.1	XP_034174465.1
N2.HOG0009452	OG0008618	n0			XP_017882097.1	XP_015438368.1			XP_012149220.1	XP_033331621.1	XP_031831058.1		XP_034183460.1
N2.HOG0009453	OG0008619	n0			XP_026669638.1	XP_015431568.1			XP_003704039.1	XP_033321630.1	XP_031848288.1	XP_029052069.1	XP_034188216.1
N2.HOG0009454	OG0008620	n0			XP_017890416.1	XP_015433519.1			XP_003701253.1	XP_033327335.1		XP_029052309.1	XP_034185460.1
N2.HOG0009455	OG0008621	n0				XP_015432265.1			XP_003702302.1	XP_033337183.1	XP_031834586.1	XP_029036240.1	XP_034171241.1
N2.HOG0009456	OG0008622	n0			XP_017878882.2	XP_015431045.1			XP_003700908.2		XP_031834616.1	XP_029034390.1	XP_034171934.1
N2.HOG0009457	OG0008623	n0			XP_026674739.1	XP_015438998.1			XP_012148400.1		XP_031840131.1	XP_029048132.1	XP_034195664.1
N2.HOG0009458	OG0008624	n0			XP_017886274.1	XP_015435528.1				XP_033335130.1	XP_031829033.1	XP_029048939.1	XP_034176688.1
N2.HOG0009459	OG0008625	n0			XP_017891020.1	XP_015435094.1			XP_012141564.1	XP_033332960.1	XP_031832013.1	XP_029053177.1	
N2.HOG0009460	OG0008626	n0			XP_026672100.1				XP_012136181.1	XP_033338110.1	XP_031836469.1	XP_029049302.1	XP_034179784.1
