Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0006347	XP_017879543.1	XP_021696286.1
OG0006348	XP_017882553.1	XP_001654328.1
OG0006349	XP_017881408.1	XP_001658824.2
OG0006350	XP_026674349.1	XP_021706106.1
OG0006352	XP_017892106.1	XP_021706867.1
OG0006353	XP_017875890.1	XP_021705989.1
OG0006355	XP_017876022.2	XP_021693425.1
OG0006356	XP_026669222.1	XP_001657729.1
OG0006357	XP_017876367.2	XP_021707656.1
OG0006358	XP_017887134.1	XP_001652359.1
OG0006359	XP_017877300.1	XP_001660612.2
OG0006360	XP_017885728.1	XP_021697513.1
OG0006361	XP_017881953.1	XP_001660716.2
OG0006362	XP_017891096.1	XP_001656892.1
OG0006363	XP_017881403.1	XP_021699101.1
OG0006364	XP_017892528.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_026674194.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_017883274.1	XP_021707076.1
OG0006367	XP_017879043.1	XP_021695172.1
OG0006368	XP_017888077.1	XP_021705623.1
OG0006369	XP_026670529.1, XP_017875639.1	XP_001657123.1
OG0006370	XP_026673376.1	XP_001662032.1
OG0006373	XP_017893504.1	XP_001648654.2
OG0006374	XP_017892539.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_017889783.1	XP_001663666.2
OG0006377	XP_017875084.1	XP_021695198.1
OG0006378	XP_017876992.1	XP_001653879.2
OG0006379	XP_017891885.1	XP_021701522.1
OG0006380	XP_017893390.1	XP_021710493.1
OG0006381	XP_017880037.1	XP_021706258.1
OG0006382	XP_026669886.1	XP_001664244.2
OG0006383	XP_017885866.1	XP_021702590.1
OG0006384	XP_017878513.1	XP_001652638.1
OG0006385	XP_017886219.1	XP_001648348.3
OG0006386	XP_017876817.1	XP_001660840.2
OG0006388	XP_017880614.1	XP_021707726.1
OG0006389	XP_017882054.1	XP_001653143.2
OG0006390	XP_017882295.1	XP_001652466.1
OG0006391	XP_026672060.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_017885851.1	XP_021703657.1
OG0006393	XP_017892837.1	XP_001657121.1
OG0006394	XP_017882962.1	XP_021706817.1
OG0006395	XP_026671226.1	XP_021709944.1
OG0006396	XP_017884774.1	XP_001654731.2
OG0006397	XP_017875339.1	XP_001651394.2
OG0006398	XP_017883320.1	XP_001658688.2
OG0006399	XP_017875273.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_026670292.1	XP_021698933.1
OG0006401	XP_017879427.1	XP_021704579.1
OG0006403	XP_026670039.1	XP_021695823.1
OG0006404	XP_017877074.1	XP_001653183.2
OG0006405	XP_017887121.1	XP_021696127.1
OG0006406	XP_017878232.1	XP_001656444.1
OG0006407	XP_017876012.1	XP_021706770.1
OG0006408	XP_017891234.1	XP_021695876.1
OG0006409	XP_017881747.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_017879659.1	XP_021698270.1
OG0006412	XP_017875984.1	XP_001649124.1
OG0006413	XP_017888348.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_017886606.1	XP_021699025.1
OG0006415	XP_026675491.1	XP_021708154.1
OG0006416	XP_017888955.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_017876673.1	XP_021700324.1
OG0006418	XP_017884898.1	XP_021707602.1
OG0006419	XP_017893190.1	XP_021708497.1
OG0006420	XP_017880280.1	XP_001657527.2
OG0006422	XP_017881183.1	XP_001663654.1
OG0006423	XP_017887790.1	XP_021709939.1
OG0006425	XP_017881221.1	XP_021709132.1
OG0006426	XP_017880587.1	XP_001650919.1
OG0006427	XP_017877306.1	XP_021709504.1
OG0006428	XP_026672623.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_017889241.1	XP_021712998.1
OG0006430	XP_017891358.1	XP_001663724.2
OG0006431	XP_017875643.1	XP_021705127.1
OG0006432	XP_026669504.1	XP_021694828.1
OG0006433	XP_017883013.1	XP_001656845.2
OG0006434	XP_017887171.1	XP_021698604.1
OG0006435	XP_017888638.1	XP_001659327.1
OG0006437	XP_017889661.1	XP_001653312.1
OG0006438	XP_026672493.1	XP_021704712.1
OG0006439	XP_017883727.1	XP_001659227.2
OG0006440	XP_017891368.1	XP_021701538.1
OG0006441	XP_017875354.1	XP_001654260.2
OG0006442	XP_026669299.1	XP_001655350.2
OG0006443	XP_017881728.1	XP_021705140.1
OG0006444	XP_017892421.1	XP_001648196.1
OG0006445	XP_017880604.1	XP_021708505.1
OG0006446	XP_017875293.1, XP_026667051.1	XP_021705676.1
OG0006447	XP_017880245.1	XP_001648609.1
OG0006448	XP_017889132.1	XP_011493731.1
OG0006449	XP_017892225.1	XP_001650574.2
OG0006450	XP_017887126.1	XP_021700848.1
OG0006451	XP_017885781.1	XP_001664282.1
OG0006452	XP_017884271.1	XP_001659778.1
OG0006454	XP_017878672.1	XP_021695339.1
OG0006455	XP_026672959.1	XP_021697448.1
OG0006456	XP_017878203.1	XP_001654061.2
OG0006457	XP_017877654.1	XP_001649604.1
OG0006458	XP_017888811.1	XP_001661916.1
OG0006459	XP_017888474.1	XP_021706028.1
OG0006460	XP_017889474.1	XP_001661961.1
OG0006463	XP_017875251.1	XP_001664316.1
OG0006464	XP_017879562.1	XP_021707837.1
OG0006465	XP_026667931.1	XP_021709281.1
OG0006466	XP_017879916.1	XP_021704187.1
OG0006467	XP_026667711.1	XP_001654812.1
OG0006468	XP_026668229.1	XP_021694829.1
OG0006469	XP_017892034.1	XP_021698220.1
OG0006470	XP_017886409.1	XP_021704077.1
OG0006471	XP_026672404.1	XP_021703560.1
OG0006472	XP_017881112.1	XP_001652850.2
OG0006473	XP_026675216.1	XP_021709807.1
OG0006474	XP_017890212.1	XP_001652417.2
OG0006476	XP_026666718.1, XP_026666717.1	XP_021697068.1
OG0006477	XP_017890561.1	XP_021700677.1
OG0006478	XP_017883449.1	XP_001656937.1
OG0006480	XP_017890186.1	XP_001650487.2
OG0006481	XP_026669187.1, XP_026669186.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_017893264.1	XP_001648880.2
OG0006483	XP_026675482.1	XP_021697737.1
OG0006484	XP_026668905.1	XP_021713424.1
OG0006485	XP_017880386.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_017877496.1	XP_021709153.1
OG0006487	XP_017889559.1	XP_001659448.2
OG0006488	XP_026673395.1	XP_001657902.2
OG0006489	XP_017886866.1	XP_021694898.1
OG0006490	XP_026669798.1	XP_001660418.2
OG0006491	XP_017889357.1	XP_001660916.2
OG0006492	XP_026672925.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_017887471.1	XP_011493096.1
OG0006494	XP_017891636.1	XP_021708500.1
OG0006495	XP_017880713.1	XP_001649467.1
OG0006496	XP_017885394.2	XP_021706328.1
OG0006497	XP_017877134.1	XP_021700020.1
OG0006498	XP_017883687.1	XP_001650131.1
OG0006499	XP_017889102.1	XP_021707065.1
OG0006500	XP_026669739.1	XP_001656926.2
OG0006501	XP_026668370.1	XP_001650005.1
OG0006503	XP_026675206.1	XP_001662670.1
OG0006505	XP_026672765.1	XP_021702162.1
OG0006506	XP_017885917.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_017876080.1	XP_021709249.1
OG0006508	XP_017876723.1	XP_021699337.1
OG0006509	XP_017886433.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_017887662.1	XP_001650335.1
OG0006511	XP_017875580.1	XP_021701335.1
OG0006512	XP_017875360.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_017875337.1	XP_001654102.2
OG0006514	XP_017877022.1	XP_001659016.2
OG0006515	XP_017891525.1	XP_021694817.1
OG0006516	XP_017877966.1	XP_001653438.1
OG0006517	XP_017886644.1	XP_021694575.1
OG0006518	XP_017880730.1	XP_021698137.1
OG0006519	XP_017887322.1	XP_021707312.1
OG0006520	XP_017890497.1, XP_017890496.1	XP_001656464.2
OG0006521	XP_017886598.1, XP_026669407.1	XP_001653443.2
OG0006522	XP_017887866.1	XP_001655315.1
OG0006523	XP_017889276.1	XP_021699726.1
OG0006524	XP_017882963.1	XP_021703268.1
OG0006525	XP_017883904.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_017881196.1	XP_021706331.1
OG0006527	XP_017878412.1	XP_021699671.1
OG0006528	XP_017877411.1	XP_021703214.1
OG0006529	XP_017891284.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_026671952.1	XP_021694164.1
OG0006532	XP_017891889.1	XP_001664109.2
OG0006534	XP_017877493.1	XP_001654737.1
OG0006535	XP_017891777.1	XP_001660944.1
OG0006536	XP_017883105.1	XP_021695744.1
OG0006537	XP_017879414.1	XP_021697183.1
OG0006538	XP_017876636.1	XP_021701619.1
OG0006539	XP_026672534.1, XP_017886484.1	XP_021707172.1
OG0006540	XP_017880546.1	XP_001649665.2
OG0006541	XP_017892367.1	XP_001650870.1
OG0006542	XP_017890867.1	XP_021701853.1
OG0006543	XP_026669099.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_026671676.1	XP_021694656.1
OG0006545	XP_017876040.1	XP_021704327.1
OG0006546	XP_017877916.1	XP_001661121.1
OG0006548	XP_017885743.1	XP_001662694.2
OG0006549	XP_017891310.1	XP_001655852.1
OG0006551	XP_017878681.1	XP_001650886.2
OG0006552	XP_026673330.1	XP_001663333.1
OG0006553	XP_017889072.1	XP_021707819.1
OG0006554	XP_026672905.1	XP_001658388.1
OG0006555	XP_017883779.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_017877263.1	XP_001654277.1
OG0006558	XP_017880815.1	XP_021697069.1
OG0006559	XP_017875629.2	XP_021703739.1
OG0006560	XP_026669719.1	XP_021700104.1
OG0006561	XP_017879108.1	XP_001658164.1
OG0006562	XP_017881784.1	XP_021708171.1
OG0006563	XP_017877035.1	XP_021705845.1
OG0006565	XP_017883147.1	XP_021693766.1
OG0006566	XP_017875893.1	XP_021698895.1
OG0006568	XP_026668202.1	XP_001660405.1
OG0006570	XP_026674920.1	XP_021699637.1
OG0006571	XP_026675488.1	XP_021701970.1
OG0006573	XP_017881372.1	XP_001656668.1
OG0006574	XP_017882782.1	XP_021702968.1
OG0006576	XP_017891288.1	XP_021705145.1
OG0006577	XP_017879248.1	XP_021709301.1
OG0006579	XP_017892861.1	XP_001656789.2
OG0006580	XP_017876643.1	XP_021705060.1
OG0006581	XP_017889521.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_017884345.1	XP_001650857.1
OG0006583	XP_017886069.1	XP_021700455.1
OG0006584	XP_017876348.2	XP_001655336.2
OG0006585	XP_017883569.1	XP_001651220.2
OG0006586	XP_017875729.1	XP_001662311.1
OG0006587	XP_017891323.1	XP_001663056.2
OG0006588	XP_017882492.1	XP_001662977.2
OG0006590	XP_017891138.1	XP_021703546.1
OG0006591	XP_017885619.1	XP_001660548.1
OG0006592	XP_017885343.1	XP_001658166.2
OG0006593	XP_026669427.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_017890170.1	XP_021699913.1
OG0006595	XP_017885830.2	XP_021699828.1
OG0006596	XP_017892974.2	XP_021695771.1
OG0006597	XP_017882225.1	XP_021695160.1
OG0006598	XP_017880564.1	XP_021706205.1
OG0006599	XP_017886466.1	XP_021703880.1
OG0006600	XP_017886693.1	XP_001658690.2
OG0006601	XP_017876626.1	XP_021709738.1
OG0006602	XP_017877184.1	XP_001660447.1
OG0006603	XP_017882568.1	XP_021706843.1
OG0006604	XP_017887571.1	XP_021698653.1
OG0006606	XP_026669953.1	XP_021713002.1
OG0006607	XP_017892868.1	XP_021697634.1
OG0006608	XP_026667841.1, XP_017881660.1	XP_021708619.1
OG0006609	XP_017879881.1	XP_021692953.1
OG0006610	XP_017884974.1	XP_021704132.1
OG0006611	XP_017885370.1	XP_021706441.1
OG0006612	XP_017888872.1	XP_001654859.1
OG0006614	XP_026675046.1	XP_021708235.1
OG0006615	XP_017878813.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_017888574.1	XP_001655801.1
OG0006617	XP_017880673.1	XP_001656925.1
OG0006618	XP_017875878.1	XP_021710584.1
OG0006619	XP_017876242.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_026672350.1, XP_017885931.1	XP_021702057.1
OG0006621	XP_017889982.1	XP_021713359.1
OG0006623	XP_017885459.1	XP_001647648.2
OG0006624	XP_026668378.1	XP_021696038.1
OG0006625	XP_017878940.2	XP_021693017.1
OG0006626	XP_017877053.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_017889784.1	XP_021704811.1
OG0006628	XP_017878997.1	XP_021712803.1
OG0006629	XP_017878069.1	XP_001650268.1
OG0006630	XP_017877979.1	XP_021702740.1
OG0006631	XP_017881746.1	XP_021703476.1
OG0006632	XP_026672449.1	XP_021703175.1
OG0006633	XP_017878246.2	XP_021706356.1
OG0006634	XP_017888382.1	XP_001654338.2
OG0006635	XP_017877098.1	XP_021703806.1
OG0006637	XP_026674007.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_017884915.2	XP_001657730.2
OG0006639	XP_017881426.1	XP_021694514.1
OG0006640	XP_026675050.1	XP_021693918.1
OG0006641	XP_017887674.1	XP_001659192.2
OG0006642	XP_017887947.1	XP_021698330.1
OG0006643	XP_017889662.1	XP_001659742.2
OG0006644	XP_017884028.1	XP_021698027.1
OG0006645	XP_017880998.1	XP_021700538.1
OG0006646	XP_017882972.1	XP_001659809.1
OG0006647	XP_017876399.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_017888560.1	XP_001655800.2
OG0006649	XP_017890648.2	XP_001660547.2
OG0006650	XP_017886299.1	XP_021694894.1
OG0006651	XP_017884819.1	XP_021707903.1
OG0006652	XP_017879764.1	XP_021695167.1
OG0006653	XP_017890795.1	XP_021705980.1
OG0006654	XP_017888177.1	XP_001657903.2
OG0006655	XP_017877899.1	XP_021693218.1
OG0006656	XP_017891883.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_017880759.1, XP_017880758.1	XP_001661237.1
OG0006658	XP_017885891.1	XP_001651882.1
OG0006659	XP_017888715.1	XP_001653516.2
OG0006660	XP_017876958.1	XP_021710900.1
OG0006661	XP_026667099.1	XP_001657977.2
OG0006662	XP_026674850.1	XP_021709178.1
OG0006663	XP_017888064.1	XP_001657582.2
OG0006664	XP_017881447.1	XP_021710662.1
OG0006665	XP_026671617.1	XP_001657248.1
OG0006666	XP_026675307.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_026668436.1	XP_021702177.1
OG0006668	XP_017891041.1	XP_021693528.1
OG0006669	XP_026668208.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_026673744.1	XP_001651908.2
OG0006671	XP_026670982.1	XP_021694700.1
OG0006672	XP_026675090.1	XP_001648305.2
OG0006673	XP_017890479.1	XP_001649363.2
OG0006674	XP_017889406.1	XP_001649614.2
OG0006675	XP_017876911.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_017880592.1	XP_001650486.2
OG0006677	XP_026667678.1, XP_026667679.1	XP_001650535.2
OG0006678	XP_017893330.2	XP_001650658.1
OG0006679	XP_017887011.1	XP_001650939.1
OG0006680	XP_017887545.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_017891899.1	XP_001651467.2
OG0006682	XP_026675001.1, XP_017891613.1	XP_001651485.1
OG0006683	XP_017885537.1	XP_001651641.2
OG0006684	XP_017878439.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_026672470.1, XP_017886441.1	XP_001652628.1
OG0006686	XP_017878190.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_017890351.1	XP_001653797.2
OG0006688	XP_017884520.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_026666898.1	XP_001654433.1
OG0006690	XP_017880837.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	XP_017882877.1	XP_001655031.2, XP_001655032.2
OG0006692	XP_026668732.1	XP_001655345.2
OG0006693	XP_017887518.1, XP_017887517.2	XP_001655525.2
OG0006694	XP_026668900.1	XP_001655639.2
OG0006695	XP_017876210.1	XP_001655962.2
OG0006696	XP_017883723.1	XP_001656638.2
OG0006697	XP_017887529.1	XP_001657371.1
OG0006698	XP_017882311.1	XP_001657531.1
OG0006699	XP_017877200.1	XP_001657892.1
OG0006700	XP_026667320.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_026666843.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_017876871.1	XP_001659401.2
OG0006703	XP_017875087.1	XP_001659696.2
OG0006704	XP_017888979.1	XP_001659808.1
OG0006705	XP_017879322.1	XP_001660790.2
OG0006706	XP_017888567.1	XP_001661378.2
OG0006707	XP_017878250.1, XP_017878249.1	XP_001661397.1
OG0006708	XP_017879676.2	XP_001662978.1
OG0006709	XP_017884555.1	XP_001662982.2
OG0006710	XP_017887253.1	XP_001663461.1
OG0006711	XP_017883169.1	XP_021693038.1
OG0006713	XP_017878715.1	XP_021693731.1
OG0006714	XP_017889831.1	XP_021693953.1
OG0006715	XP_017876440.2, XP_017875922.2	XP_021695989.1
OG0006716	XP_017881718.1, XP_026670145.1, XP_026670144.1	XP_021696745.1
OG0006717	XP_017878708.1	XP_021696914.1
OG0006718	XP_026669317.1	XP_021697247.1
OG0006719	XP_026669763.1	XP_021697274.1
OG0006720	XP_017889120.1	XP_021697553.1
OG0006721	XP_017882559.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_017884052.1	XP_021698307.1
OG0006723	XP_017876085.1	XP_021698606.1
OG0006724	XP_017888794.1	XP_021700236.1
OG0006725	XP_017881406.1	XP_021700773.1
OG0006726	XP_017887128.1	XP_021700931.1
OG0006727	XP_017888157.1	XP_021701153.1
OG0006729	XP_017879446.1	XP_021701639.1, XP_021701640.1
OG0006731	XP_017881103.1	XP_021701718.1
OG0006732	XP_017886827.1	XP_021702123.1
OG0006733	XP_026667004.1	XP_021702247.1
OG0006734	XP_026668527.1, XP_026668528.1	XP_021702385.1, XP_021702373.1
OG0006735	XP_017887320.1	XP_021702801.1, XP_021702766.1
OG0006736	XP_017875492.1	XP_021703000.1
OG0006737	XP_017877516.1, XP_017877517.1	XP_021703021.1, XP_021712146.1
OG0006738	XP_017882514.1, XP_026670583.1, XP_017882515.1	XP_021703763.1
OG0006739	XP_026674512.1	XP_021703878.1
OG0006740	XP_017883110.1	XP_021704283.1
OG0006741	XP_017878162.1	XP_021705141.1
OG0006742	XP_026667825.1	XP_021705342.1
OG0006743	XP_026672542.1, XP_017886413.1	XP_021705453.1
OG0006744	XP_026667460.1	XP_021706745.1
OG0006745	XP_017889886.1	XP_021706761.1
OG0006746	XP_017879263.1, XP_026668962.1	XP_021706769.1
OG0006747	XP_017891498.1	XP_021707018.1
OG0006748	XP_026667714.1	XP_021710739.1, XP_021707799.1
OG0006749	XP_017889172.1	XP_021708789.1
OG0006750	XP_017886762.1	XP_021708822.1
OG0006751	XP_026666788.1	XP_021709044.1
OG0006752	XP_017892682.1	XP_021709282.1
OG0006753	XP_017876374.1	XP_021709369.1
OG0006754	XP_026674989.1	XP_021712263.1, XP_021713262.1
OG0006755	XP_017877889.1, XP_017877882.1	XP_021713296.1
OG0006798	XP_017880237.1	XP_001662431.1
OG0006800	XP_017885827.1	XP_001663436.1
OG0006801	XP_017878775.1	XP_001663403.2
OG0006802	XP_017888962.1	XP_001654090.1
OG0006803	XP_017875144.1	XP_001655519.1
OG0006804	XP_017883182.1	XP_001651784.1
OG0006805	XP_017877469.1	XP_001663981.1
OG0006806	XP_017892183.1	XP_001656429.1
OG0006807	XP_017884470.1	XP_001663765.1
OG0006808	XP_017878799.1	XP_021704085.1
OG0006809	XP_017893316.1	XP_001649130.1
OG0006810	XP_017888343.1	XP_001652245.1
OG0006811	XP_017881360.1	XP_001649336.1
OG0006812	XP_017878688.1	XP_001661903.1
OG0006813	XP_017888151.1	XP_001658970.1
OG0006814	XP_017889608.1	XP_001648627.1
OG0006815	XP_017893381.2	XP_001652716.2
OG0006816	XP_017883959.1	XP_001660799.1
OG0006817	XP_017888352.1	XP_001662426.2
OG0006818	XP_017887774.1	XP_001661672.2
OG0006819	XP_017876881.1	XP_001648902.1
OG0006820	XP_017883466.1	XP_001649871.1
OG0006821	XP_017882205.1	XP_001654333.2
OG0006822	XP_017884295.1	XP_021704837.1
OG0006823	XP_017890940.1	XP_001650494.1
OG0006824	XP_017890198.1	XP_001655825.1
OG0006825	XP_017884984.1	XP_021701660.1
OG0006826	XP_017890664.1	XP_001655586.1
OG0006827	XP_026668810.1	XP_001662633.1
OG0006828	XP_017891507.1	XP_001656225.2
OG0006829	XP_017880441.1	XP_001648569.1
OG0006830	XP_017878078.1	XP_021709625.1
OG0006831	XP_017884458.1	XP_001654332.2
OG0006832	XP_017880500.1	XP_001654398.2
OG0006833	XP_017875429.1	XP_001648564.1
OG0006834	XP_017889892.1	XP_001656511.2
OG0006835	XP_017890816.1	XP_001661657.1
OG0006836	XP_017878003.1	XP_021700389.1
OG0006838	XP_026670936.1	XP_021700506.1
OG0006839	XP_017887329.1	XP_001659264.1
OG0006840	XP_017891510.1	XP_001648765.1
OG0006841	XP_017883377.1	XP_001648001.1
OG0006842	XP_017881493.1	XP_001652937.1
OG0006843	XP_017875608.1	XP_001648944.1
OG0006844	XP_017883898.1	XP_001659470.1
OG0006845	XP_017882361.1	XP_001662295.2
OG0006846	XP_017889308.1	XP_001655352.1
OG0006847	XP_017885253.1	XP_001659482.1
OG0006848	XP_017887870.1	XP_021695001.1
OG0006849	XP_017879034.1	XP_021707215.1
OG0006850	XP_017890400.1	XP_001649116.1
OG0006851	XP_017875105.1	XP_001648667.1
OG0006852	XP_017884874.1	XP_001647892.2
OG0006853	XP_017875471.1	XP_021707412.1
OG0006854	XP_017889749.1	XP_001655578.1
OG0006855	XP_017882582.1	XP_021702225.1
OG0006856	XP_017879702.1	XP_001663785.1
OG0006857	XP_026671124.1	XP_021707300.1, XP_001651133.2
OG0006858	XP_026667244.1	XP_001664061.1
OG0006859	XP_017888101.1	XP_001654150.1
OG0006860	XP_017882144.1	XP_021704437.1, XP_021704438.1
OG0006861	XP_017884463.1	XP_001652621.1
OG0006862	XP_017882450.1	XP_001661241.1
OG0006863	XP_017890908.1	XP_001655624.2
OG0006864	XP_017892447.1	XP_001663442.1
OG0006865	XP_017880006.1	XP_001659377.1
OG0006866	XP_017886457.1	XP_021698769.1
OG0006867	XP_017881189.1	XP_001662974.1
OG0006868	XP_017886036.1	XP_001656501.2
OG0006869	XP_026670261.1	XP_001657653.1
OG0006870	XP_017878163.1	XP_001656652.2
OG0006871	XP_017878993.1	XP_001661113.1
OG0006872	XP_017889346.1	XP_001658760.1
OG0006874	XP_026666500.1	XP_021699546.1
OG0006875	XP_017892902.1	XP_001652035.1
OG0006876	XP_017885182.1	XP_001648589.2
OG0006878	XP_017878548.1	XP_001656467.1
OG0006879	XP_017889407.1	XP_001661804.1
OG0006880	XP_017887411.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006882	XP_017879599.1	XP_001659284.1
OG0006884	XP_017879282.1	XP_001658212.1
OG0006885	XP_017878588.1	XP_001661806.2
OG0006886	XP_017888353.1	XP_001659497.1
OG0006887	XP_017891353.1	XP_001663197.2
OG0006888	XP_017890122.1	XP_001663881.1
OG0006889	XP_026672098.1, XP_026672097.1, XP_026672096.1, XP_017885463.1	XP_001658586.1
OG0006890	XP_017882181.1	XP_001664309.1
OG0006891	XP_017877747.1	XP_001652851.2
OG0006892	XP_017892379.1	XP_001659845.2
OG0006893	XP_017878547.1	XP_001661570.1
OG0006894	XP_017892772.1	XP_011493542.1, XP_001654507.1
OG0006895	XP_017888905.1	XP_001651096.1
OG0006896	XP_017883052.1	XP_001654929.2
OG0006897	XP_017889698.1	XP_001663931.1
OG0006898	XP_017881641.1	XP_001660269.1
OG0006899	XP_017892654.1	XP_001651670.2
OG0006900	XP_017882207.1	XP_001658248.1
OG0006901	XP_017879877.1	XP_001648358.1
OG0006902	XP_017878535.1	XP_001656686.2
OG0006903	XP_017891814.1	XP_001654738.1
OG0006904	XP_017881260.1	XP_001659542.1
OG0006905	XP_026673196.1	XP_001653951.1
OG0006906	XP_017876203.1	XP_001649896.2
OG0006907	XP_017877370.1	XP_001652952.2
OG0006908	XP_017877002.1	XP_021703551.1
OG0006909	XP_017875433.1	XP_001653974.1
OG0006910	XP_017878712.1	XP_021693726.1
