Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0006360	XP_017885728.1	XP_035719925.1
OG0006361	XP_017881953.1	XP_035720533.1
OG0006362	XP_017891096.1	XP_035724408.1
OG0006363	XP_017881403.1	XP_035727378.1
OG0006364	XP_017892528.1	XP_035743550.1
OG0006365	XP_026674194.1	XP_035721663.1
OG0006366	XP_017883274.1	XP_035724324.1
OG0006367	XP_017879043.1	XP_035732359.1
OG0006368	XP_017888077.1	XP_035735793.1
OG0006369	XP_026670529.1, XP_017875639.1	XP_035725166.1
OG0006370	XP_026673376.1	XP_035744112.1
OG0006371	XP_017878781.1	XP_035734158.1
OG0006372	XP_017882834.1	XP_035728025.1
OG0006373	XP_017893504.1	XP_035732231.1
OG0006374	XP_017892539.1	XP_035742915.1
OG0006375	XP_017889783.1	XP_035742480.1
OG0006376	XP_017885136.1	XP_035721383.1, XP_035721384.1, XP_035721385.1
OG0006377	XP_017875084.1	XP_035735741.1
OG0006378	XP_017876992.1	XP_035725138.1
OG0006379	XP_017891885.1	XP_035740574.1
OG0006380	XP_017893390.1	XP_035733928.1
OG0006381	XP_017880037.1	XP_035734555.1
OG0006382	XP_026669886.1	XP_035721150.1
OG0006383	XP_017885866.1	XP_035726209.1
OG0006384	XP_017878513.1	XP_035723715.1
OG0006385	XP_017886219.1	XP_035723231.1
OG0006386	XP_017876817.1	XP_035743762.1
OG0006387	XP_026675338.1	XP_035740834.1
OG0006388	XP_017880614.1	XP_035743349.1
OG0006389	XP_017882054.1	XP_035722969.1
OG0006390	XP_017882295.1	XP_035737736.1
OG0006391	XP_026672060.1	XP_035742677.1
OG0006392	XP_017885851.1	XP_035722833.1
OG0006393	XP_017892837.1	XP_035741673.1
OG0006394	XP_017882962.1	XP_035723221.1
OG0006395	XP_026671226.1	XP_035725101.1
OG0006396	XP_017884774.1	XP_035732436.1
OG0006397	XP_017875339.1	XP_035723567.1
OG0006398	XP_017883320.1	XP_035720758.1
OG0006399	XP_017875273.1	XP_035730656.1
OG0006400	XP_026670292.1	XP_035718794.1
OG0006401	XP_017879427.1	XP_035728246.1
OG0006402	XP_017891637.1	XP_035728357.1
OG0006403	XP_026670039.1	XP_035727829.1
OG0006404	XP_017877074.1	XP_035730326.1
OG0006405	XP_017887121.1	XP_035742116.1
OG0006406	XP_017878232.1	XP_035730284.1, XP_035730283.1
OG0006407	XP_017876012.1	XP_035726245.1
OG0006408	XP_017891234.1	XP_035728886.1
OG0006409	XP_017881747.1	XP_035721289.1
OG0006411	XP_017879659.1	XP_035718852.1
OG0006412	XP_017875984.1	XP_035718145.1
OG0006413	XP_017888348.1	XP_035727258.1
OG0006414	XP_017886606.1	XP_035719763.1
OG0006415	XP_026675491.1	XP_035723383.1
OG0006416	XP_017888955.1	XP_035718819.1
OG0006417	XP_017876673.1	XP_035730072.1
OG0006418	XP_017884898.1	XP_035721245.1
OG0006419	XP_017893190.1	XP_035733833.1
OG0006420	XP_017880280.1	XP_035724980.1
OG0006421	XP_026670584.1	XP_035735472.1
OG0006422	XP_017881183.1	XP_035733025.1
OG0006423	XP_017887790.1	XP_035725826.1, XP_035725829.1
OG0006424	XP_026667153.1, XP_017875543.1, XP_026667154.1	XP_035743576.1
OG0006425	XP_017881221.1	XP_035720415.1
OG0006426	XP_017880587.1	XP_035742870.1
OG0006427	XP_017877306.1	XP_035726526.1
OG0006428	XP_026672623.1	XP_035724471.1
OG0006429	XP_017889241.1	XP_035719955.1
OG0006430	XP_017891358.1	XP_035719738.1
OG0006431	XP_017875643.1	XP_035743872.1
OG0006432	XP_026669504.1	XP_035722588.1
OG0006433	XP_017883013.1	XP_035737245.1
OG0006434	XP_017887171.1	XP_035741670.1
OG0006435	XP_017888638.1	XP_035725321.1
OG0006437	XP_017889661.1	XP_035732102.1
OG0006438	XP_026672493.1	XP_035728669.1
OG0006439	XP_017883727.1	XP_035738487.1
OG0006440	XP_017891368.1	XP_035736641.1
OG0006441	XP_017875354.1	XP_035726581.1
OG0006442	XP_026669299.1	XP_035726309.1
OG0006443	XP_017881728.1	XP_035737489.1
OG0006444	XP_017892421.1	XP_035742729.1
OG0006445	XP_017880604.1	XP_035737012.1
OG0006446	XP_017875293.1, XP_026667051.1	XP_035737058.1
OG0006447	XP_017880245.1	XP_035735489.1
OG0006448	XP_017889132.1	XP_035743134.1
OG0006449	XP_017892225.1	XP_035719012.1
OG0006450	XP_017887126.1	XP_035730707.1
OG0006451	XP_017885781.1	XP_035728927.1
OG0006452	XP_017884271.1	XP_035730684.1
OG0006453	XP_017889427.1	XP_035730960.1
OG0006454	XP_017878672.1	XP_035726852.1, XP_035726853.1
OG0006455	XP_026672959.1	XP_035736667.1
OG0006456	XP_017878203.1	XP_035742000.1
OG0006457	XP_017877654.1	XP_035740347.1
OG0006458	XP_017888811.1	XP_035722656.1
OG0006459	XP_017888474.1	XP_035725684.1
OG0006460	XP_017889474.1	XP_035733790.1
OG0006462	XP_017889136.1	XP_035742064.1, XP_035742061.1
OG0006463	XP_017875251.1	XP_035722571.1
OG0006464	XP_017879562.1	XP_035724730.1
OG0006465	XP_026667931.1	XP_035734098.1
OG0006466	XP_017879916.1	XP_035738679.1
OG0006467	XP_026667711.1	XP_035738857.1
OG0006468	XP_026668229.1	XP_035731149.1
OG0006469	XP_017892034.1	XP_035717633.1
OG0006470	XP_017886409.1	XP_035726009.1
OG0006471	XP_026672404.1	XP_035736706.1
OG0006472	XP_017881112.1	XP_035718621.1
OG0006473	XP_026675216.1	XP_035736599.1
OG0006474	XP_017890212.1	XP_035741379.1
OG0006476	XP_026666718.1, XP_026666717.1	XP_035743090.1
OG0006477	XP_017890561.1	XP_035739428.1
OG0006478	XP_017883449.1	XP_035723470.1
OG0006480	XP_017890186.1	XP_035730851.1
OG0006481	XP_026669187.1, XP_026669186.1	XP_035725884.1
OG0006482	XP_017893264.1	XP_035728819.1, XP_035728817.1
OG0006483	XP_026675482.1	XP_035723311.1
OG0006484	XP_026668905.1	XP_035738987.1
OG0006485	XP_017880386.1	XP_035741600.1
OG0006486	XP_017877496.1	XP_035722481.1
OG0006487	XP_017889559.1	XP_035730997.1
OG0006488	XP_026673395.1	XP_035732976.1
OG0006489	XP_017886866.1	XP_035740727.1
OG0006490	XP_026669798.1	XP_035726627.1
OG0006491	XP_017889357.1	XP_035742419.1
OG0006493	XP_017887471.1	XP_035728407.1
OG0006494	XP_017891636.1	XP_035723171.1
OG0006495	XP_017880713.1	XP_035739924.1
OG0006496	XP_017885394.2	XP_035719930.1
OG0006497	XP_017877134.1	XP_035725366.1
OG0006498	XP_017883687.1	XP_035728739.1
OG0006499	XP_017889102.1	XP_035719016.1
OG0006500	XP_026669739.1	XP_035738572.1
OG0006501	XP_026668370.1	XP_035717474.1
OG0006503	XP_026675206.1	XP_035736410.1
OG0006504	XP_026673631.1, XP_026673632.1	XP_035718129.1
OG0006505	XP_026672765.1	XP_035722854.1
OG0006506	XP_017885917.1	XP_035722663.1
OG0006507	XP_017876080.1	XP_035726366.1
OG0006508	XP_017876723.1	XP_035733599.1
OG0006509	XP_017886433.1	XP_035717941.1
OG0006510	XP_017887662.1	XP_035742287.1
OG0006511	XP_017875580.1	XP_035733909.1
OG0006512	XP_017875360.1	XP_035741401.1
OG0006513	XP_017875337.1	XP_035741434.1
OG0006514	XP_017877022.1	XP_035730135.1
OG0006515	XP_017891525.1	XP_035736107.1
OG0006516	XP_017877966.1	XP_035731452.1
OG0006517	XP_017886644.1	XP_035734584.1
OG0006518	XP_017880730.1	XP_035730313.1
OG0006519	XP_017887322.1	XP_035724972.1
OG0006520	XP_017890497.1, XP_017890496.1	XP_035730995.1
OG0006521	XP_017886598.1, XP_026669407.1	XP_035717586.1
OG0006522	XP_017887866.1	XP_035717197.1
OG0006523	XP_017889276.1	XP_035740210.1
OG0006524	XP_017882963.1	XP_035732672.1
OG0006525	XP_017883904.1	XP_035738953.1
OG0006526	XP_017881196.1	XP_035739496.1
OG0006527	XP_017878412.1	XP_035741735.1
OG0006528	XP_017877411.1	XP_035735137.1
OG0006529	XP_017891284.1	XP_035726407.1
OG0006530	XP_026671952.1	XP_035733559.1
OG0006531	XP_017875651.1	XP_035722573.1
OG0006534	XP_017877493.1	XP_035741749.1
OG0006535	XP_017891777.1	XP_035724211.1, XP_035724212.1, XP_035724210.1
OG0006536	XP_017883105.1	XP_035718618.1
OG0006537	XP_017879414.1	XP_035721884.1
OG0006538	XP_017876636.1	XP_035730039.1
OG0006539	XP_026672534.1, XP_017886484.1	XP_035733819.1
OG0006540	XP_017880546.1	XP_035743963.1
OG0006541	XP_017892367.1	XP_035717226.1
OG0006542	XP_017890867.1	XP_035724241.1
OG0006543	XP_026669099.1	XP_035728447.1
OG0006544	XP_026671676.1	XP_035742133.1
OG0006545	XP_017876040.1	XP_035722065.1
OG0006546	XP_017877916.1	XP_035728725.1
OG0006548	XP_017885743.1	XP_035728816.1
OG0006549	XP_017891310.1	XP_035736654.1
OG0006550	XP_017884889.1	XP_035727255.1
OG0006551	XP_017878681.1	XP_035724641.1
OG0006552	XP_026673330.1	XP_035735581.1
OG0006553	XP_017889072.1	XP_035720618.1
OG0006554	XP_026672905.1	XP_035732372.1
OG0006555	XP_017883779.1	XP_035732498.1
OG0006556	XP_017877263.1	XP_035738830.1
OG0006557	XP_017882929.2, XP_026672363.1	XP_035721883.1
OG0006558	XP_017880815.1	XP_035728756.1, XP_035728757.1
OG0006559	XP_017875629.2	XP_035743811.1
OG0006560	XP_026669719.1	XP_035739201.1
OG0006561	XP_017879108.1	XP_035721326.1
OG0006562	XP_017881784.1	XP_035721511.1
OG0006563	XP_017877035.1	XP_035723298.1
OG0006565	XP_017883147.1	XP_035719897.1
OG0006566	XP_017875893.1	XP_035740338.1
OG0006568	XP_026668202.1	XP_035729672.1
OG0006570	XP_026674920.1	XP_035742848.1
OG0006571	XP_026675488.1	XP_035741053.1
OG0006572	XP_017881921.1	XP_035728337.1, XP_035728336.1
OG0006573	XP_017881372.1	XP_035736352.1
OG0006574	XP_017882782.1	XP_035717700.1
OG0006576	XP_017891288.1	XP_035734440.1
OG0006577	XP_017879248.1	XP_035735921.1
OG0006578	XP_026674169.1	XP_035735152.1
OG0006579	XP_017892861.1	XP_035738887.1
OG0006580	XP_017876643.1	XP_035717539.1
OG0006581	XP_017889521.1	XP_035736213.1
OG0006582	XP_017884345.1	XP_035744065.1
OG0006583	XP_017886069.1	XP_035717293.1
OG0006584	XP_017876348.2	XP_035743369.1
OG0006585	XP_017883569.1	XP_035731176.1, XP_035731175.1
OG0006586	XP_017875729.1	XP_035722586.1
OG0006587	XP_017891323.1	XP_035740304.1
OG0006588	XP_017882492.1	XP_035737399.1
OG0006589	XP_017891721.1	XP_035734041.1
OG0006590	XP_017891138.1	XP_035734507.1
OG0006591	XP_017885619.1	XP_035743682.1
OG0006592	XP_017885343.1	XP_035717130.1
OG0006593	XP_026669427.1	XP_035723579.1
OG0006594	XP_017890170.1	XP_035719210.1
OG0006595	XP_017885830.2	XP_035727649.1
OG0006596	XP_017892974.2	XP_035739403.1
OG0006597	XP_017882225.1	XP_035719380.1
OG0006598	XP_017880564.1	XP_035726318.1
OG0006599	XP_017886466.1	XP_035722860.1
OG0006600	XP_017886693.1	XP_035738548.1
OG0006601	XP_017876626.1	XP_035742899.1
OG0006602	XP_017877184.1	XP_035718983.1
OG0006603	XP_017882568.1	XP_035741338.1, XP_035741337.1
OG0006604	XP_017887571.1	XP_035725588.1
OG0006606	XP_026669953.1	XP_035736538.1
OG0006607	XP_017892868.1	XP_035729807.1
OG0006608	XP_026667841.1, XP_017881660.1	XP_035732709.1
OG0006609	XP_017879881.1	XP_035725768.1
OG0006610	XP_017884974.1	XP_035721259.1
OG0006611	XP_017885370.1	XP_035735231.1
OG0006612	XP_017888872.1	XP_035741639.1
OG0006614	XP_026675046.1	XP_035727920.1
OG0006615	XP_017878813.1	XP_035721778.1
OG0006616	XP_017888574.1	XP_035727671.1
OG0006617	XP_017880673.1	XP_035722164.1
OG0006618	XP_017875878.1	XP_035742816.1
OG0006619	XP_017876242.1	XP_035721469.1
OG0006620	XP_026672350.1, XP_017885931.1	XP_035743517.1
OG0006621	XP_017889982.1	XP_035727397.1
OG0006622	XP_017889460.1	XP_035737947.1, XP_035737948.1
OG0006623	XP_017885459.1	XP_035731871.1
OG0006624	XP_026668378.1	XP_035725907.1
OG0006625	XP_017878940.2	XP_035743846.1
OG0006626	XP_017877053.1	XP_035737630.1
OG0006627	XP_017889784.1	XP_035727977.1
OG0006628	XP_017878997.1	XP_035743935.1
OG0006629	XP_017878069.1	XP_035732912.1
OG0006630	XP_017877979.1	XP_035723619.1
OG0006631	XP_017881746.1	XP_035736803.1
OG0006632	XP_026672449.1	XP_035724811.1
OG0006633	XP_017878246.2	XP_035722215.1
OG0006634	XP_017888382.1	XP_035721513.1
OG0006635	XP_017877098.1	XP_035730355.1
OG0006636	XP_026675062.1, XP_017891671.1	XP_035735596.1
OG0006637	XP_026674007.1	XP_035729295.1
OG0006638	XP_017884915.2	XP_035727165.1
OG0006639	XP_017881426.1	XP_035718075.1
OG0006640	XP_026675050.1	XP_035735865.1
OG0006641	XP_017887674.1	XP_035717482.1
OG0006642	XP_017887947.1	XP_035725248.1
OG0006643	XP_017889662.1	XP_035733640.1
OG0006644	XP_017884028.1	XP_035744038.1
OG0006645	XP_017880998.1	XP_035730241.1
OG0006646	XP_017882972.1	XP_035723521.1
OG0006647	XP_017876399.1	XP_035724234.1
OG0006648	XP_017888560.1	XP_035727674.1
OG0006649	XP_017890648.2	XP_035739356.1
OG0006650	XP_017886299.1	XP_035725802.1
OG0006651	XP_017884819.1	XP_035720144.1
OG0006652	XP_017879764.1	XP_035744076.1
OG0006653	XP_017890795.1	XP_035725785.1
OG0006654	XP_017888177.1	XP_035733117.1
OG0006655	XP_017877899.1	XP_035727088.1
OG0006656	XP_017891883.1	XP_035740352.1
OG0006658	XP_017885891.1	XP_035726201.1
OG0006659	XP_017888715.1	XP_035718214.1
OG0006660	XP_017876958.1	XP_035738699.1
OG0006661	XP_026667099.1	XP_035722596.1
OG0006662	XP_026674850.1	XP_035724939.1
OG0006663	XP_017888064.1	XP_035718770.1
OG0006664	XP_017881447.1	XP_035736907.1
OG0006665	XP_026671617.1	XP_035720867.1
OG0006666	XP_026675307.1	XP_035729204.1
OG0006667	XP_026668436.1	XP_035729537.1
OG0006668	XP_017891041.1	XP_035737259.1
OG0006669	XP_026668208.1	XP_035720955.1
OG0006670	XP_026673744.1	XP_035720612.1
OG0006671	XP_026670982.1	XP_035726059.1
OG0006672	XP_026675090.1	XP_035736203.1, XP_035736204.1
OG0006673	XP_017890479.1	XP_035741872.1
OG0006674	XP_017889406.1	XP_035740764.1
OG0006675	XP_017876911.1	XP_035719169.1
OG0006676	XP_017880592.1	XP_035734661.1
OG0006677	XP_026667678.1, XP_026667679.1	XP_035717542.1, XP_035717543.1
OG0006678	XP_017893330.2	XP_035744150.1
OG0006679	XP_017887011.1	XP_035743608.1
OG0006681	XP_017891899.1	XP_035744166.1
OG0006682	XP_026675001.1, XP_017891613.1	XP_035728277.1, XP_035728276.1
OG0006683	XP_017885537.1	XP_035728466.1
OG0006684	XP_017878439.1	XP_035718409.1
OG0006685	XP_026672470.1, XP_017886441.1	XP_035735170.1
OG0006686	XP_017878190.1	XP_035735195.1
OG0006687	XP_017890351.1	XP_035736688.1
OG0006688	XP_017884520.1	XP_035739532.1
OG0006689	XP_026666898.1	XP_035728166.1
OG0006690	XP_017880837.1	XP_035718128.1
OG0006691	XP_017882877.1	XP_035728378.1
OG0006692	XP_026668732.1	XP_035738913.1
OG0006693	XP_017887518.1, XP_017887517.2	XP_035718359.1
OG0006694	XP_026668900.1	XP_035738777.1
OG0006695	XP_017876210.1	XP_035739685.1
OG0006696	XP_017883723.1	XP_035741438.1
OG0006697	XP_017887529.1	XP_035733541.1
OG0006699	XP_017877200.1	XP_035736433.1, XP_035736434.1, XP_035736431.1
OG0006700	XP_026667320.1	XP_035729578.1
OG0006701	XP_026666843.1	XP_035734244.1
OG0006702	XP_017876871.1	XP_035726797.1
OG0006703	XP_017875087.1	XP_035725700.1
OG0006704	XP_017888979.1	XP_035741876.1
OG0006705	XP_017879322.1	XP_035720530.1
OG0006706	XP_017888567.1	XP_035727758.1
OG0006707	XP_017878250.1, XP_017878249.1	XP_035724311.1
OG0006708	XP_017879676.2	XP_035741667.1
OG0006709	XP_017884555.1	XP_035721360.1, XP_035721361.1
OG0006710	XP_017887253.1	XP_035722165.1
OG0006711	XP_017883169.1	XP_035737241.1
OG0006713	XP_017878715.1	XP_035734336.1
OG0006714	XP_017889831.1	XP_035723245.1
OG0006716	XP_017881718.1, XP_026670145.1, XP_026670144.1	XP_035734306.1
OG0006718	XP_026669317.1	XP_035735427.1
OG0006719	XP_026669763.1	XP_035717756.1
OG0006720	XP_017889120.1	XP_035743972.1
OG0006721	XP_017882559.1	XP_035741342.1
OG0006722	XP_017884052.1	XP_035736894.1
OG0006723	XP_017876085.1	XP_035740080.1
OG0006724	XP_017888794.1	XP_035723386.1, XP_035723385.1, XP_035723384.1
OG0006725	XP_017881406.1	XP_035742660.1
OG0006726	XP_017887128.1	XP_035732144.1
OG0006727	XP_017888157.1	XP_035732488.1
OG0006729	XP_017879446.1	XP_035736950.1
OG0006730	XP_026670077.1	XP_035733005.1
OG0006731	XP_017881103.1	XP_035743376.1
OG0006732	XP_017886827.1	XP_035718414.1
OG0006733	XP_026667004.1	XP_035718476.1
OG0006734	XP_026668527.1, XP_026668528.1	XP_035733953.1
OG0006735	XP_017887320.1	XP_035723782.1
OG0006736	XP_017875492.1	XP_035718005.1
OG0006737	XP_017877516.1, XP_017877517.1	XP_035741292.1
OG0006739	XP_026674512.1	XP_035737180.1
OG0006740	XP_017883110.1	XP_035743538.1, XP_035743537.1
OG0006741	XP_017878162.1	XP_035729089.1
OG0006742	XP_026667825.1	XP_035728467.1
OG0006743	XP_026672542.1, XP_017886413.1	XP_035725990.1, XP_035725989.1
OG0006744	XP_026667460.1	XP_035742753.1
OG0006745	XP_017889886.1	XP_035740753.1, XP_035740754.1
OG0006746	XP_017879263.1, XP_026668962.1	XP_035726324.1
OG0006747	XP_017891498.1	XP_035728945.1, XP_035728928.1
OG0006748	XP_026667714.1	XP_035740251.1
OG0006749	XP_017889172.1	XP_035742067.1
OG0006750	XP_017886762.1	XP_035721716.1
OG0006751	XP_026666788.1	XP_035743993.1
OG0006752	XP_017892682.1	XP_035723347.1
OG0006753	XP_017876374.1	XP_035740331.1
OG0006754	XP_026674989.1	XP_035718013.1
OG0006755	XP_017877889.1, XP_017877882.1	XP_035729671.1
OG0006757	XP_017892791.1, XP_017892790.1	XP_035728373.1
OG0006759	XP_026672398.1	XP_035717282.1
OG0006760	XP_017893259.1	XP_035719118.1
OG0006762	XP_017888125.1	XP_035728535.1
OG0006763	XP_026666463.1, XP_026666462.1, XP_017892894.1, XP_026666465.1	XP_035738866.1
OG0006764	XP_017880008.1, XP_017880007.1, XP_026669260.1	XP_035739820.1
OG0006765	XP_026672974.1	XP_035739307.1, XP_035739314.1, XP_035739312.1, XP_035739311.1, XP_035739310.1, XP_035739315.1, XP_035739308.1, XP_035739309.1, XP_035739316.1
OG0006766	XP_017890284.1	XP_035727084.1, XP_035727083.1
OG0006768	XP_017884389.1	XP_035721269.1, XP_035721272.1
OG0006770	XP_017890411.1	XP_035726726.1
OG0006771	XP_017888792.1	XP_035721281.1
OG0006772	XP_017879168.1	XP_035738080.1, XP_035738001.1, XP_035738256.1, XP_035738164.1, XP_035737911.1
OG0006773	XP_026675126.1, XP_026675125.1, XP_017890968.1, XP_026675124.1	XP_035728221.1
OG0006775	XP_017881176.1, XP_017881174.1, XP_026669908.1	XP_035737955.1, XP_035737954.1
OG0006776	XP_017884579.1	XP_035721012.1, XP_035721015.1
OG0006777	XP_017891256.1	XP_035733997.1
OG0006778	XP_017885162.1	XP_035741966.1
OG0006779	XP_026673392.1, XP_026673035.1	XP_035720167.1
OG0006780	XP_026666854.1, XP_026666856.1, XP_026666855.1	XP_035734250.1
OG0006781	XP_026674384.1, XP_026674383.1, XP_017890231.1, XP_017890234.1, XP_017890232.1	XP_035724209.1
OG0006782	XP_026675135.1, XP_017891757.1	XP_035724069.1
OG0006783	XP_026667803.1	XP_035733358.1
OG0006784	XP_017884044.1, XP_017884043.1	XP_035717975.1
OG0006785	XP_026674346.1, XP_017890244.1	XP_035723260.1
OG0006787	XP_026675636.1, XP_017875750.2	XP_035729040.1
OG0006788	XP_026670111.1	XP_035733010.1
OG0006790	XP_026666775.1	XP_035728990.1
OG0006790	XP_026666759.1	XP_035728861.1
OG0006791	XP_017884640.1, XP_017884639.1	XP_035735483.1
OG0006792	XP_017878089.2	XP_035735180.1
OG0006793	XP_017889928.2	XP_035737075.1, XP_035737076.1, XP_035737077.1, XP_035737074.1
OG0006798	XP_017880237.1	XP_035726523.1
OG0006800	XP_017885827.1	XP_035741364.1
OG0006801	XP_017878775.1	XP_035725743.1
OG0006802	XP_017888962.1	XP_035743771.1
OG0006803	XP_017875144.1	XP_035741191.1
OG0006804	XP_017883182.1	XP_035719498.1
OG0006805	XP_017877469.1	XP_035718110.1
OG0006806	XP_017892183.1	XP_035738874.1
OG0006807	XP_017884470.1	XP_035727067.1
OG0006808	XP_017878799.1	XP_035721926.1
OG0006809	XP_017893316.1	XP_035744100.1
OG0006810	XP_017888343.1	XP_035717473.1
OG0006811	XP_017881360.1	XP_035721588.1
OG0006812	XP_017878688.1	XP_035722494.1
OG0006813	XP_017888151.1	XP_035729360.1
OG0006814	XP_017889608.1	XP_035732486.1
OG0006815	XP_017893381.2	XP_035733548.1
OG0006816	XP_017883959.1	XP_035730922.1
OG0006817	XP_017888352.1	XP_035727266.1
OG0006818	XP_017887774.1	XP_035718615.1
OG0006819	XP_017876881.1	XP_035743544.1
OG0006820	XP_017883466.1	XP_035742341.1
OG0006821	XP_017882205.1	XP_035720449.1
OG0006822	XP_017884295.1	XP_035731422.1
OG0006823	XP_017890940.1	XP_035727327.1
OG0006824	XP_017890198.1	XP_035719809.1
OG0006825	XP_017884984.1	XP_035724057.1
OG0006826	XP_017890664.1	XP_035739341.1
OG0006827	XP_026668810.1	XP_035736785.1
OG0006828	XP_017891507.1	XP_035729560.1
OG0006829	XP_017880441.1	XP_035728942.1
OG0006830	XP_017878078.1	XP_035732430.1
OG0006831	XP_017884458.1	XP_035721267.1
OG0006832	XP_017880500.1	XP_035743728.1
OG0006833	XP_017875429.1	XP_035735564.1
OG0006834	XP_017889892.1	XP_035728898.1
OG0006835	XP_017890816.1	XP_035718092.1
OG0006836	XP_017878003.1	XP_035723675.1
OG0006837	XP_017886384.1	XP_035734893.1
OG0006838	XP_026670936.1	XP_035735517.1
OG0006839	XP_017887329.1	XP_035728118.1
OG0006840	XP_017891510.1	XP_035723485.1
OG0006841	XP_017883377.1	XP_035723195.1
OG0006842	XP_017881493.1	XP_035721316.1
OG0006843	XP_017875608.1	XP_035721741.1
OG0006844	XP_017883898.1	XP_035734568.1
OG0006845	XP_017882361.1	XP_035728471.1
OG0006846	XP_017889308.1	XP_035741112.1
OG0006847	XP_017885253.1	XP_035741237.1
OG0006849	XP_017879034.1	XP_035735412.1
OG0006850	XP_017890400.1	XP_035744159.1
OG0006851	XP_017875105.1	XP_035736810.1
OG0006852	XP_017884874.1	XP_035722572.1
OG0006853	XP_017875471.1	XP_035735690.1
OG0006854	XP_017889749.1	XP_035726050.1
OG0006855	XP_017882582.1	XP_035731922.1
OG0006856	XP_017879702.1	XP_035726710.1
OG0006857	XP_026671124.1	XP_035727537.1
OG0006858	XP_026667244.1	XP_035737415.1
OG0006859	XP_017888101.1	XP_035732403.1
OG0006860	XP_017882144.1	XP_035725401.1
OG0006861	XP_017884463.1	XP_035739170.1
OG0006862	XP_017882450.1	XP_035722923.1
OG0006863	XP_017890908.1	XP_035739672.1
OG0006864	XP_017892447.1	XP_035717917.1
OG0006865	XP_017880006.1	XP_035739821.1
OG0006866	XP_017886457.1	XP_035717660.1
OG0006867	XP_017881189.1	XP_035742132.1
OG0006868	XP_017886036.1	XP_035735213.1
OG0006869	XP_026670261.1	XP_035725491.1
OG0006870	XP_017878163.1	XP_035729091.1
OG0006871	XP_017878993.1	XP_035724061.1
OG0006872	XP_017889346.1	XP_035738724.1
OG0006873	XP_017893091.1	XP_035741108.1, XP_035741106.1
OG0006874	XP_026666500.1	XP_035719976.1
