Orthogroup	Ceratina_calcarata	Drosophila_melanogaster
OG0006640	XP_026675050.1	NP_647681.2
OG0006641	XP_017887674.1	NP_523860.2
OG0006642	XP_017887947.1	NP_001246701.1
OG0006643	XP_017889662.1	NP_524593.1
OG0006644	XP_017884028.1	NP_001246636.1
OG0006645	XP_017880998.1	NP_001036712.1
OG0006646	XP_017882972.1	NP_648976.2
OG0006647	XP_017876399.1	NP_001262661.1
OG0006648	XP_017888560.1	NP_524830.2
OG0006649	XP_017890648.2	NP_001097795.1
OG0006650	XP_017886299.1	NP_651043.2
OG0006651	XP_017884819.1	NP_001246417.1
OG0006652	XP_017879764.1	NP_511114.2
OG0006653	XP_017890795.1	NP_001260807.1
OG0006654	XP_017888177.1	NP_732637.1
OG0006655	XP_017877899.1	NP_733334.1
OG0006656	XP_017891883.1	NP_476751.1
OG0006657	XP_017880759.1, XP_017880758.1	NP_001261752.1
OG0006658	XP_017885891.1	NP_610341.2
OG0006659	XP_017888715.1	NP_523651.4
OG0006661	XP_026667099.1	NP_652072.1
OG0006662	XP_026674850.1	NP_001036369.3
OG0006663	XP_017888064.1	NP_524322.1
OG0006664	XP_017881447.1	NP_001284962.1
OG0006665	XP_026671617.1	NP_573020.2
OG0006666	XP_026675307.1	NP_001261244.1
OG0006667	XP_026668436.1	NP_001260066.1
OG0006668	XP_017891041.1	NP_572884.1
OG0006669	XP_026668208.1	NP_001261806.1
OG0006670	XP_026673744.1	NP_001261884.1
OG0006671	XP_026670982.1	NP_511168.3
OG0006672	XP_026675090.1	NP_644677.1, NP_572976.1
OG0006673	XP_017890479.1	NP_610851.2
OG0006674	XP_017889406.1	NP_001097906.1
OG0006675	XP_017876911.1	NP_733018.1
OG0006676	XP_017880592.1	NP_650650.1
OG0006677	XP_026667678.1, XP_026667679.1	NP_001246788.1
OG0006678	XP_017893330.2	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_017887011.1	NP_001286616.1
OG0006680	XP_017887545.1	NP_524157.2
OG0006681	XP_017891899.1	NP_001287422.2
OG0006682	XP_026675001.1, XP_017891613.1	NP_001263002.1
OG0006683	XP_017885537.1	NP_001259114.1
OG0006684	XP_017878439.1	NP_610264.1
OG0006685	XP_026672470.1, XP_017886441.1	NP_650146.1
OG0006686	XP_017878190.1	NP_001286984.1
OG0006687	XP_017890351.1	NP_001261219.1
OG0006688	XP_017884520.1	NP_608608.2
OG0006689	XP_026666898.1	NP_001261251.1
OG0006690	XP_017880837.1	NP_001260675.1
OG0006691	XP_017882877.1	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_026668732.1	NP_726368.2
OG0006693	XP_017887518.1, XP_017887517.2	NP_001246066.1
OG0006695	XP_017876210.1	NP_001262588.1
OG0006696	XP_017883723.1	NP_001262544.1, NP_611915.1
OG0006697	XP_017887529.1	NP_001027093.1
OG0006698	XP_017882311.1	NP_001261300.1
OG0006699	XP_017877200.1	NP_648574.1
OG0006700	XP_026667320.1	NP_609380.1
OG0006701	XP_026666843.1	NP_610031.1
OG0006702	XP_017876871.1	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_017875087.1	NP_650646.1
OG0006704	XP_017888979.1	NP_788522.1
OG0006706	XP_017888567.1	NP_001286635.1
OG0006707	XP_017878250.1, XP_017878249.1	NP_609052.1
OG0006708	XP_017879676.2	NP_572755.1
OG0006709	XP_017884555.1	NP_001285859.1
OG0006710	XP_017887253.1	NP_572332.1
OG0006711	XP_017883169.1	NP_732533.1
OG0006713	XP_017878715.1	NP_651682.1
OG0006714	XP_017889831.1	NP_647783.3
OG0006715	XP_017876440.2, XP_017875922.2	NP_001137703.1
OG0006716	XP_017881718.1, XP_026670145.1, XP_026670144.1	NP_001262649.1
OG0006717	XP_017878708.1	NP_647898.3
OG0006718	XP_026669317.1	NP_612024.4
OG0006719	XP_026669763.1	NP_725178.2
OG0006720	XP_017889120.1	NP_724619.2
OG0006721	XP_017882559.1	NP_001261159.1
OG0006722	XP_017884052.1	NP_001284773.1
OG0006723	XP_017876085.1	NP_001246283.1
OG0006724	XP_017888794.1	NP_573137.1
OG0006725	XP_017881406.1	NP_001260554.1
OG0006726	XP_017887128.1	NP_609327.3
OG0006729	XP_017879446.1	NP_611531.2
OG0006731	XP_017881103.1	NP_609190.2
OG0006732	XP_017886827.1	NP_610434.1
OG0006733	XP_026667004.1	NP_609564.1
OG0006734	XP_026668527.1, XP_026668528.1	NP_608979.2
OG0006735	XP_017887320.1	NP_001284725.1
OG0006736	XP_017875492.1	NP_001260188.1
OG0006737	XP_017877516.1, XP_017877517.1	NP_609193.1
OG0006738	XP_017882514.1, XP_026670583.1, XP_017882515.1	NP_788038.1
OG0006739	XP_026674512.1	NP_001286748.1
OG0006740	XP_017883110.1	NP_611642.2
OG0006741	XP_017878162.1	NP_001036740.2
OG0006742	XP_026667825.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_026672542.1, XP_017886413.1	NP_651085.2
OG0006744	XP_026667460.1	NP_001261340.1
OG0006745	XP_017889886.1	NP_649211.1
OG0006746	XP_017879263.1, XP_026668962.1	NP_001261799.1
OG0006747	XP_017891498.1	NP_648204.1
OG0006748	XP_026667714.1	NP_001097901.2, NP_001189279.1, NP_001097900.2
OG0006749	XP_017889172.1	NP_523705.2, NP_612571.1
OG0006750	XP_017886762.1	NP_524048.2
OG0006751	XP_026666788.1	NP_001260992.1
OG0006752	XP_017892682.1	NP_001097174.1
OG0006753	XP_017876374.1	NP_725497.1
OG0006754	XP_026674989.1	NP_651223.2
OG0006757	XP_017892791.1, XP_017892790.1	NP_651129.1, NP_788549.1
OG0006760	XP_017893259.1	NP_001262493.1
OG0006762	XP_017888125.1	NP_001247238.1, NP_731779.1, NP_524342.3
OG0006768	XP_017884389.1	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1
OG0006779	XP_026673392.1, XP_026673035.1	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2
OG0006782	XP_026675135.1, XP_017891757.1	NP_511146.2
OG0006790	XP_026666775.1	NP_610871.1
OG0006792	XP_017878089.2	NP_611101.1
OG0006798	XP_017880237.1	NP_001246276.1
OG0006800	XP_017885827.1	NP_001188691.1
OG0006801	XP_017878775.1	NP_652014.1
OG0006802	XP_017888962.1	NP_649645.1
OG0006803	XP_017875144.1	NP_001014599.2
OG0006804	XP_017883182.1	NP_524328.1
OG0006805	XP_017877469.1	NP_511058.1
OG0006806	XP_017892183.1	NP_728489.2
OG0006807	XP_017884470.1	NP_523813.1
OG0006808	XP_017878799.1	NP_723327.1
OG0006809	XP_017893316.1	NP_649089.2
OG0006810	XP_017888343.1	NP_649202.1
OG0006811	XP_017881360.1	NP_001260339.1
OG0006812	XP_017878688.1	NP_524180.1
OG0006813	XP_017888151.1	NP_649243.1
OG0006814	XP_017889608.1	NP_650961.2
OG0006815	XP_017893381.2	NP_001036720.1
OG0006816	XP_017883959.1	NP_610024.1
OG0006817	XP_017888352.1	NP_001285512.1
OG0006818	XP_017887774.1	NP_523923.1
OG0006819	XP_017876881.1	NP_524284.1
OG0006820	XP_017883466.1	NP_001260563.1
OG0006821	XP_017882205.1	NP_648880.1
OG0006822	XP_017884295.1	NP_725343.1
OG0006823	XP_017890940.1	NP_001246059.1
OG0006824	XP_017890198.1	NP_001287182.1
OG0006825	XP_017884984.1	NP_001097372.1
OG0006826	XP_017890664.1	NP_788764.1
OG0006827	XP_026668810.1	NP_609086.1
OG0006828	XP_017891507.1	NP_649641.1
OG0006829	XP_017880441.1	NP_001287013.1
OG0006830	XP_017878078.1	NP_648351.1
OG0006831	XP_017884458.1	NP_524104.2
OG0006832	XP_017880500.1	NP_523817.1
OG0006833	XP_017875429.1	NP_001260735.1
OG0006834	XP_017889892.1	NP_648500.1
OG0006835	XP_017890816.1	NP_725106.1
OG0006836	XP_017878003.1	NP_609789.1
OG0006838	XP_026670936.1	NP_001285012.1
OG0006839	XP_017887329.1	NP_001033848.1, NP_608634.1
OG0006840	XP_017891510.1	NP_001287192.1
OG0006841	XP_017883377.1	NP_001163644.1
OG0006842	XP_017881493.1	NP_001285334.1
OG0006843	XP_017875608.1	NP_001286407.1
OG0006844	XP_017883898.1	NP_477419.1
OG0006845	XP_017882361.1	NP_647981.1
OG0006846	XP_017889308.1	NP_001027074.1
OG0006847	XP_017885253.1	NP_524115.1
OG0006848	XP_017887870.1	NP_572354.1
OG0006850	XP_017890400.1	NP_650067.1
OG0006851	XP_017875105.1	NP_001286784.1
OG0006852	XP_017884874.1	NP_651660.1
OG0006854	XP_017889749.1	NP_524586.1
OG0006855	XP_017882582.1	NP_608895.1
OG0006856	XP_017879702.1	NP_609949.1
OG0006857	XP_026671124.1	NP_788610.1
OG0006858	XP_026667244.1	NP_523785.2
OG0006859	XP_017888101.1	NP_651972.1
OG0006860	XP_017882144.1	NP_649184.1
OG0006861	XP_017884463.1	NP_611065.1
OG0006862	XP_017882450.1	NP_572390.1
OG0006863	XP_017890908.1	NP_001188867.1
OG0006864	XP_017892447.1	NP_611695.1
OG0006865	XP_017880006.1	NP_477080.1
OG0006867	XP_017881189.1	NP_651829.1
OG0006868	XP_017886036.1	NP_609339.1
OG0006869	XP_026670261.1	NP_650470.1
OG0006870	XP_017878163.1	NP_651118.1
OG0006871	XP_017878993.1	NP_722456.1
OG0006872	XP_017889346.1	NP_001260069.1
OG0006874	XP_026666500.1	NP_001247368.1
OG0006875	XP_017892902.1	NP_648027.3
OG0006876	XP_017885182.1	NP_995816.1
OG0006877	XP_026668801.1	NP_001285699.1
OG0006878	XP_017878548.1	NP_001285170.1
OG0006879	XP_017889407.1	NP_001246480.1
OG0006880	XP_017887411.1	NP_650954.1
OG0006882	XP_017879599.1	NP_609926.1
OG0006884	XP_017879282.1	NP_001286868.1
OG0006885	XP_017878588.1	NP_001260836.2
OG0006886	XP_017888353.1	NP_611840.1
OG0006887	XP_017891353.1	NP_610547.1
OG0006888	XP_017890122.1	NP_524910.1
OG0006889	XP_026672098.1, XP_026672097.1, XP_026672096.1, XP_017885463.1	NP_001285658.1, NP_728367.3
OG0006890	XP_017882181.1	NP_609936.1
OG0006891	XP_017877747.1	NP_524032.2
OG0006892	XP_017892379.1	NP_523893.1
OG0006893	XP_017878547.1	NP_001189308.1
OG0006894	XP_017892772.1	NP_611686.2
OG0006895	XP_017888905.1	NP_536733.1
OG0006896	XP_017883052.1	NP_001259877.1
OG0006897	XP_017889698.1	NP_001262986.1
OG0006898	XP_017881641.1	NP_610737.1
OG0006899	XP_017892654.1	NP_651331.1
OG0006900	XP_017882207.1	NP_001259892.1
OG0006901	XP_017879877.1	NP_001285438.1
OG0006902	XP_017878535.1	NP_524940.1
OG0006903	XP_017891814.1	NP_572170.1
OG0006905	XP_026673196.1	NP_001189105.1
OG0006906	XP_017876203.1	NP_648409.1
OG0006907	XP_017877370.1	NP_001350856.1
OG0006908	XP_017877002.1	NP_651529.2
OG0006909	XP_017875433.1	NP_650865.1
OG0006910	XP_017878712.1	NP_001097963.1
OG0006911	XP_017885856.1	NP_610702.1
OG0006912	XP_026675284.1	NP_723735.2
OG0006913	XP_026671378.1	NP_001262769.1
OG0006914	XP_017888970.1	NP_610670.2
OG0006915	XP_017890759.1	NP_730192.2
OG0006917	XP_017876654.1	NP_573099.1
OG0006918	XP_017879829.1	NP_476886.1
OG0006919	XP_026671114.1	NP_001033932.2
OG0006920	XP_026674730.1	NP_477145.1
OG0006921	XP_017887901.1	NP_573128.2
OG0006922	XP_017886336.1	NP_648439.1
OG0006923	XP_017876470.1	NP_001368991.1
OG0006924	XP_017882690.1, XP_026670678.1	NP_611871.2
OG0006925	XP_017878399.1	NP_524450.2
OG0006927	XP_026667530.1	NP_524776.1
OG0006928	XP_017892195.1	NP_001368954.1
OG0006929	XP_017877652.1	NP_001262456.1
OG0006930	XP_017885771.1	NP_651857.2
OG0006931	XP_017878402.1	NP_001285095.1
OG0006932	XP_017886463.1	NP_609209.2
OG0006933	XP_017891842.1	NP_610169.1
OG0006934	XP_017877569.1	NP_651044.1
OG0006935	XP_017887894.1	NP_726243.1
OG0006936	XP_026667110.1	NP_001188848.1, NP_649978.2
OG0006937	XP_017886437.1	NP_001287400.1
OG0006938	XP_017879125.1	NP_001259806.1
OG0006940	XP_017888108.1	NP_525099.3
OG0006941	XP_017884525.1	NP_647798.1
OG0006943	XP_017882174.1	NP_649512.1
OG0006944	XP_026669585.1	NP_727785.1
OG0006945	XP_017887956.1	NP_542443.4
OG0006948	XP_017884976.1	NP_001286684.1
OG0006949	XP_017881121.1	NP_001260196.1
OG0006950	XP_017892597.1	NP_651079.2
OG0006951	XP_017882608.1	NP_001188706.1
OG0006952	XP_017875314.1	NP_524834.2
OG0006953	XP_017879451.1	NP_650554.3
OG0006954	XP_017888266.1	NP_001097646.1
OG0006955	XP_017893377.1	NP_996147.1
OG0006956	XP_017886587.1	NP_611693.1
OG0006957	XP_017888963.1	NP_726006.3
OG0006958	XP_017878617.1	NP_611961.1
OG0006959	XP_017875082.1	NP_652607.1
OG0006960	XP_026671992.1	NP_001036597.1
OG0006961	XP_017889446.1	NP_001284813.1
OG0006962	XP_017877954.1	NP_524212.2
OG0006964	XP_017888011.1	NP_001261957.1, NP_730182.1
OG0006965	XP_017878964.1	NP_001259286.1
OG0006966	XP_026675477.1	NP_001261722.1
OG0006967	XP_017885325.1	NP_651754.1
OG0006968	XP_017886351.1	NP_001036460.1
OG0006969	XP_017888908.1	NP_524894.1
OG0006970	XP_017877266.1	NP_733329.1
OG0006971	XP_017893085.1	NP_001163786.1
OG0006972	XP_017875829.1	NP_001285589.1
OG0006973	XP_017893318.1	NP_569954.1
OG0006974	XP_017888054.1	NP_650486.1
OG0006975	XP_017888106.1	NP_650542.1
OG0006976	XP_017884324.1	NP_476710.2
OG0006979	XP_017885924.1	NP_609738.1
OG0006980	XP_017892679.1	NP_729983.1
OG0006981	XP_017887565.1	NP_001259941.1
OG0006982	XP_017879932.1	NP_001261577.1
OG0006983	XP_017887573.1	NP_001261373.1
OG0006984	XP_017876169.1	NP_001286565.1
OG0006985	XP_017878812.1	NP_001286577.1
OG0006986	XP_026667353.1	NP_001284797.1
OG0006987	XP_017891206.1	NP_001286807.1
OG0006988	XP_017876427.1	NP_001286070.1
OG0006990	XP_017878011.1	NP_723971.1
OG0006991	XP_017880588.1	NP_609305.1
OG0006992	XP_017880404.1	NP_477502.1
OG0006993	XP_017887922.1	NP_610642.2
OG0006994	XP_017879521.1	NP_523910.1
OG0006995	XP_026670193.1	NP_001036711.1
OG0006996	XP_017884646.1	NP_650704.1
OG0006998	XP_017875880.1	NP_609370.2
OG0006999	XP_017879918.1	NP_476593.2
OG0007000	XP_017892248.1	NP_001246950.1
OG0007001	XP_017882846.1	NP_649318.1
OG0007002	XP_017893303.1	NP_001303402.1
OG0007003	XP_017879873.1	NP_001163721.1
OG0007004	XP_017878779.1	NP_608841.1
OG0007005	XP_026670479.1	NP_573239.1
OG0007006	XP_017891811.1	NP_001137996.2
OG0007007	XP_017881192.1	NP_524596.1
OG0007008	XP_026674416.1, XP_017890317.1	NP_573026.1
OG0007009	XP_017877957.1	NP_524939.1
OG0007010	XP_017888546.1	NP_001259381.1
OG0007012	XP_026670308.1	NP_611862.1
OG0007013	XP_017877920.1	NP_723549.1
OG0007014	XP_017880840.1	NP_001259837.1
OG0007015	XP_017893196.1	NP_001096864.1
OG0007016	XP_017881725.1	NP_648755.1
OG0007017	XP_017887859.1	NP_610048.2
OG0007018	XP_017875809.1	NP_001015187.2
OG0007020	XP_017889778.1	NP_647737.1
OG0007021	XP_017887277.1	NP_001261795.1
OG0007022	XP_017879800.1	NP_650431.1
OG0007023	XP_017883527.1	NP_609607.1
OG0007024	XP_017885560.1	NP_477271.1
OG0007025	XP_017878996.1	NP_650520.1
OG0007026	XP_017876518.1	NP_001162645.1
OG0007027	XP_026667386.1	NP_649129.1
OG0007028	XP_026674627.1	NP_647901.1
OG0007029	XP_017890530.1	NP_001163639.1
OG0007030	XP_017884985.1	NP_652724.1
OG0007031	XP_017879026.1	NP_001246473.1
OG0007033	XP_017880515.1	NP_001260200.1
OG0007034	XP_026674966.1	NP_649965.2
OG0007035	XP_017883456.1	NP_608521.1
OG0007036	XP_017885900.1	NP_477432.3
OG0007038	XP_017889830.1	NP_611363.2
OG0007039	XP_017882282.1	NP_610292.2
OG0007040	XP_017892133.1	NP_476946.1
OG0007041	XP_017887697.1	NP_001104452.1
OG0007043	XP_017886561.1	NP_477242.1
OG0007044	XP_017887454.1	NP_648247.1
OG0007045	XP_017875325.1	NP_651182.2
OG0007046	XP_026670649.1	NP_001261051.1
OG0007047	XP_017884778.1	NP_001033884.2
OG0007048	XP_017889891.1	NP_650457.2
OG0007049	XP_017884185.1	NP_001369036.1
OG0007050	XP_017881622.1	NP_611080.1
OG0007051	XP_026674248.1	NP_001260871.1
OG0007052	XP_017884029.1	NP_609452.1
OG0007053	XP_017885446.1	NP_001262893.1
OG0007054	XP_026672144.1	NP_001263142.1
OG0007055	XP_026666691.1	NP_001259133.1
OG0007056	XP_017878153.1	NP_001285218.1
OG0007057	XP_017878116.1	NP_610997.1
OG0007058	XP_017875935.1	NP_648787.2
OG0007059	XP_017890274.1	NP_523403.2
OG0007060	XP_026671870.1	NP_001262717.1
OG0007061	XP_017880642.1	NP_001163511.1
OG0007062	XP_017881046.1	NP_650401.1
OG0007063	XP_017888557.1	NP_611008.2
OG0007064	XP_017876135.1	NP_477039.1
OG0007065	XP_017889915.1	NP_001285509.1
OG0007066	XP_017877099.1	NP_609058.2
OG0007067	XP_017889969.1	NP_001262000.1
OG0007068	XP_026670491.1	NP_001259972.1
OG0007070	XP_017881468.1	NP_001303376.1
OG0007071	XP_017882485.1	NP_477416.1
OG0007072	XP_026673080.1	NP_649072.1
OG0007073	XP_017884987.1	NP_001286637.1
OG0007074	XP_017885764.1	NP_573119.1
OG0007075	XP_017889425.1	NP_001097002.1
OG0007076	XP_017876649.1	NP_524757.1
OG0007077	XP_017886308.1	NP_650955.1
OG0007078	XP_017883452.1	NP_001286617.1
OG0007079	XP_017882474.1	NP_524199.1
OG0007080	XP_017884578.1	NP_610761.2
OG0007081	XP_017883707.1	NP_001261138.1
OG0007082	XP_017881973.1	NP_648944.1
OG0007083	XP_017890843.1	NP_476708.1
OG0007084	XP_017888541.1	NP_524764.1
OG0007085	XP_017890918.1	NP_524107.2
OG0007086	XP_017880059.1	NP_610928.1
OG0007087	XP_017881248.1	NP_524071.2
OG0007088	XP_017877302.1	NP_651601.1
OG0007089	XP_017879789.1	NP_001246428.1
OG0007090	XP_017877901.1	NP_001163531.1
OG0007091	XP_017880787.1	NP_650459.1
OG0007092	XP_017880227.1	NP_652063.1
OG0007093	XP_017879618.1	NP_611113.1
OG0007094	XP_017875620.1	NP_001262001.1
OG0007095	XP_017893127.1	NP_524549.1
OG0007096	XP_017882421.2	NP_001027032.1
OG0007097	XP_017891604.1	NP_001262804.1
OG0007098	XP_017876105.1	NP_001259946.1
OG0007099	XP_017881892.1	NP_610000.1
OG0007100	XP_026666586.1	NP_001162899.1
OG0007101	XP_017890042.1	NP_648819.2
OG0007102	XP_017882993.1	NP_573075.1, NP_611459.1
OG0007103	XP_017881205.1	NP_001285190.1
OG0007104	XP_017891103.1	NP_001097249.1
OG0007105	XP_017890105.1	NP_001287545.1
OG0007106	XP_017893014.1	NP_612112.1
OG0007108	XP_017879215.1	NP_649777.1
OG0007109	XP_017880406.1	NP_001246599.1
OG0007110	XP_017877949.2	NP_650128.1
OG0007111	XP_017882471.1	NP_001259457.1
OG0007112	XP_026672030.1	NP_612045.1
OG0007113	XP_017877038.1	NP_001097853.1
OG0007115	XP_017877642.1	NP_725369.1
OG0007116	XP_017880679.1	NP_001027109.2
OG0007117	XP_017882714.1	NP_001262220.1
OG0007118	XP_017876783.1	NP_648205.1
OG0007119	XP_017887989.1	NP_524737.2
OG0007120	XP_017889627.1	NP_001246323.1
OG0007121	XP_017875346.1	NP_001259175.1
OG0007122	XP_017893657.1	NP_609999.2
OG0007123	XP_017880896.1	NP_001097549.1
OG0007124	XP_026671227.1	NP_001259172.1
OG0007125	XP_017879279.1	NP_001246856.1
OG0007126	XP_017882785.1	NP_001014589.1
OG0007127	XP_017893249.1	NP_609237.1
OG0007128	XP_017888234.1	NP_001259621.1
OG0007129	XP_017875648.1	NP_648489.1
OG0007130	XP_017878054.1	NP_477354.1
OG0007131	XP_017887993.1	NP_001036375.2
OG0007132	XP_017888058.1	NP_609151.2
OG0007133	XP_017882113.1	NP_996213.1
OG0007134	XP_017879371.1	NP_608525.1
OG0007135	XP_017884062.1	NP_610760.1
OG0007136	XP_017878788.1	NP_726175.3
OG0007137	XP_017888099.1	NP_524316.1
OG0007138	XP_017890635.1	NP_524364.2
OG0007139	XP_017890312.1	NP_001246108.1
OG0007140	XP_017879029.1	NP_001303371.1
OG0007141	XP_017893387.1	NP_001259148.1
OG0007142	XP_017893416.1	NP_647880.1
OG0007143	XP_017888079.1	NP_572836.1
OG0007144	XP_017884152.1	NP_652555.1
OG0007145	XP_017893320.1	NP_723789.2
OG0007146	XP_017883387.1	NP_651978.2
OG0007147	XP_017884385.1	NP_001036609.1
OG0007148	XP_017880502.1	NP_650083.1
OG0007149	XP_026668049.1	NP_650734.2
OG0007150	XP_017889747.1	NP_001189165.1
OG0007151	XP_017888488.1	NP_609490.1
OG0007152	XP_017890542.1	NP_001262729.1
OG0007153	XP_017890437.1	NP_648553.1
OG0007154	XP_017884531.1	NP_001027089.1
OG0007155	XP_017886851.1	NP_651986.2
OG0007156	XP_017888901.1	NP_650553.1
OG0007158	XP_017892544.1	NP_725476.1
OG0007159	XP_026671080.1	NP_001259934.1
OG0007160	XP_017885042.1	NP_730600.1
OG0007161	XP_017891509.1	NP_649626.1
OG0007162	XP_026672987.1	NP_572673.1
OG0007163	XP_017892992.1	NP_728468.1
OG0007164	XP_017892841.1	NP_001303440.1
OG0007165	XP_017876048.1	NP_001285679.1
OG0007166	XP_017879544.1	NP_728573.1
OG0007168	XP_017884050.1	NP_001138001.1
OG0007169	XP_017887738.1	NP_611959.2
OG0007170	XP_017887654.1	NP_001137876.1
OG0007171	XP_017877103.2	NP_612003.1
OG0007172	XP_017887945.1	NP_649713.1
OG0007173	XP_017880613.1	NP_652037.1
OG0007174	XP_017883568.1	NP_525105.2
OG0007175	XP_017879856.1	NP_647995.1
OG0007176	XP_017875448.1	NP_650307.2
OG0007177	XP_017878180.1	NP_723226.1
OG0007178	XP_017881773.1	NP_001036342.1
OG0007179	XP_017876900.1	NP_001262895.1
OG0007180	XP_017880804.1	NP_001261188.1
OG0007182	XP_017884853.1	NP_523665.2
OG0007184	XP_017892275.1	NP_572576.1
OG0007185	XP_017879822.1	NP_001287558.1
OG0007187	XP_017877027.1	NP_647623.1
OG0007188	XP_026667775.1	NP_573000.1
OG0007189	XP_017887618.1	NP_001259576.1
OG0007190	XP_017885246.1	NP_611676.1
OG0007192	XP_017877258.1	NP_001259914.1
OG0007193	XP_026674665.1	NP_001097981.1
OG0007195	XP_017882449.1	NP_511069.3
OG0007196	XP_017888639.1, XP_017887439.1	NP_572710.1
OG0007197	XP_017883576.1	NP_001260166.1
OG0007198	XP_017893685.1	NP_001284938.1
OG0007199	XP_017891853.1	NP_524942.1
OG0007200	XP_017875050.1	NP_648178.1
OG0007201	XP_026668542.1	NP_001259184.1
OG0007202	XP_017878208.1	NP_524626.1
OG0007204	XP_026674607.1	NP_476793.1
OG0007205	XP_017880901.1	NP_728621.1
OG0007206	XP_026675563.1	NP_524831.2
OG0007208	XP_017891069.1	NP_001284796.1
OG0007209	XP_026666746.1	NP_610267.2
OG0007210	XP_026670049.1	NP_001027138.2
OG0007212	XP_026670857.1	NP_477064.1
OG0007213	XP_017893460.1	NP_001260649.1
OG0007217	XP_017878640.1	NP_649573.2
OG0007219	XP_026670063.1	NP_001260144.1
OG0007220	XP_017875369.1	NP_001287225.1
OG0007222	XP_017878630.1	NP_477448.1
OG0007223	XP_026674543.1	NP_001284786.1
OG0007225	XP_026673872.1	NP_650752.2
OG0007226	XP_017876520.1	NP_524756.2
OG0007227	XP_017892664.2	NP_524535.2
OG0007228	XP_017881015.1	NP_477324.1
OG0007229	XP_017892443.1	NP_609325.2, NP_001015502.3
OG0007230	XP_017880054.1	NP_511096.2
OG0007231	XP_017891374.1	NP_477401.2
OG0007232	XP_017893480.1	NP_511094.1
OG0007233	XP_017876775.1, XP_026667737.1	NP_996087.2
OG0007234	XP_017889872.1	NP_001188596.1
OG0007235	XP_017878313.1	NP_611100.1
OG0007236	XP_017883275.1	NP_001260712.1
OG0007237	XP_017893081.1	NP_650000.1
OG0007238	XP_017875470.1	NP_477330.1
OG0007239	XP_017885879.1	NP_001286990.1
OG0007241	XP_017884875.1	NP_649546.1
OG0007242	XP_017888752.1	NP_001162756.1
OG0007243	XP_017878805.1	NP_001286836.1
OG0007244	XP_017890611.1	NP_611422.2
OG0007245	XP_017879763.1	NP_610610.1
OG0007247	XP_017881482.1	NP_730812.3
OG0007248	XP_026669189.1	NP_651581.2
OG0007249	XP_026674104.1	NP_001259560.1
OG0007250	XP_017885945.1	NP_609790.1
OG0007251	XP_017886854.1	NP_524333.1
OG0007253	XP_017877046.1	NP_651885.1
OG0007254	XP_017876811.1	NP_001287029.1
OG0007255	XP_017876167.1	NP_477449.1
OG0007257	XP_017891155.1	NP_001368973.1
